3.11364e-13+0.0756035j 2.491e-14+0.22774j 1.13626e-15-0.0886821j 1.85074e-15+0.113841j 1.73064e-15+0.129864j -2.72483e-15-0.16158j 2.37349e-15-0.0528401j 2.49373e-15+0.13957j 2.21017e-15+0.168982j -1.00658e-14-0.0727237j -1.35101e-14-0.111777j -3.1e-15-0.0553189j 3.97088e-15+0.146001j -4.32934e-15-0.0813682j 2.49869e-15-0.0726134j 4.95339e-15+0.0956212j 5.17112e-14-0.19462j 3.34734e-14-0.0438173j -2.69335e-14+0.122923j 2.06363e-15-0.143607j -2.95701e-14-0.0745272j -2.94875e-15-0.177633j 7.15554e-15-0.0862934j -6.45787e-15-0.0697366j 7.02305e-15+0.0544799j 7.351e-15+0.0730551j 7.02351e-15-0.112219j -3.44758e-14+0.0335618j -4.79128e-15+0.108741j 3.72517e-14+0.0773515j -1.87605e-14-0.0783797j 7.31778e-14+0.0644535j -1.04299e-12+0.11006j 5.62913e-14-0.0445127j 1.19471e-13-0.281734j 1.21973e-12+0.147224j 3.25415e-14+0.0771021j 8.5914e-14+0.0808054j -1.67348e-13+0.157936j -8.24247e-14+0.0863552j -1.22666e-14+0.0177192j -1.35726e-13+0.172135j 1.46778e-14+0.121672j 1.14663e-14-0.0126115j 3.03002e-15-0.00715894j 1.45278e-14-0.0434734j 1.322e-14-0.0639345j 6.22708e-15+0.097057j 3.14871e-15+0.158159j -9.11379e-14-0.0858737j -2.82241e-14+0.022573j -3.10948e-14-0.111316j -5.62898e-15+0.0141272j 6.03598e-14-0.194079j 2.57742e-14-0.01746j 3.31134e-15+0.0905426j 1.89979e-12+0.202863j 3.13608e-15+0.00625475j 1.3328e-15-0.026363j 1.44119e-14+0.108646j -4.28995e-15-0.00449946j 5.93054e-15+0.0816318j -4.89079e-15-0.0911967j -5.17383e-15-0.147727j -2.57789e-15+0.0888563j -2.42054e-15+0.0368119j 2.17439e-14-0.158283j 2.2516e-14+0.0339522j -1.95505e-15+0.0142305j -4.57944e-15-0.173117j -1.12394e-14-0.175119j 3.18572e-15+0.0502927j -5.95622e-16+0.000243615j 4.91677e-15-1.35671e-05j -1.5168e-14-0.168019j 2.51477e-14+0.141708j -3.1138e-13-0.173812j 
-1.65537e-15-0.000460874j -1.2365e-16-0.00036008j 2.02797e-17-0.00044723j -8.0862e-18+4.49768e-05j -1.30616e-17+1.75861e-06j 1.2776e-17+7.46429e-05j 1.90565e-17-0.000440818j -3.86618e-18-0.000540649j -1.32445e-17+1.16426e-05j 2.21513e-17+0.000151012j 5.53537e-17+0.00047047j 1.66052e-17-1.90345e-05j -1.34052e-17-0.000445992j 8.6227e-18+0.000430362j -7.99141e-18+0.000198025j 4.33766e-18-0.000247795j 6.546e-17+2.22436e-05j 3.27814e-17-0.000410362j -2.61953e-17+2.16345e-05j -9.95068e-18-4.67788e-05j -2.05192e-16-0.000581407j 3.60578e-18+0.000330443j 2.57131e-17+0.000243605j 3.58328e-17+0.000434363j -4.27041e-18+0.000260538j 6.29774e-17+0.000206889j 4.71274e-18-0.000108112j -5.84335e-17-8.73497e-05j -3.34088e-17+0.000568822j 3.5683e-17+0.000212073j -3.85101e-17+0.000129033j -5.81312e-17+0.000145753j 4.91336e-16-4.28607e-05j -4.56684e-17+0.000253544j -2.21586e-16+0.000390023j 3.73185e-15+0.000460081j 5.13767e-17-8.695e-06j -3.36025e-16+1.40983e-05j 6.80879e-16-0.00045427j 3.29019e-16-0.000248254j 3.64736e-17-0.000217091j -3.47694e-16+0.000380623j -8.86404e-17-0.000873932j 3.90355e-17+0.000129206j 2.06034e-17-7.8381e-05j -1.57205e-18+0.000155246j -1.86351e-18+7.01809e-05j -4.42117e-17+0.000188844j -1.77718e-17+0.000341462j -2.17236e-16-7.6824e-05j -8.80927e-17-0.000415207j -6.54711e-17-0.00016376j -2.55511e-17-2.26197e-05j -2.4984e-17+0.000111781j -3.08223e-17+0.000107651j -8.42211e-19-0.000452262j 9.84301e-16+0.000110656j -3.01011e-17-0.000479778j -4.0442e-17-0.0002565j 4.00114e-18-9.73601e-06j -7.62559e-17+0.000527978j -5.6894e-18-5.46429e-05j -4.38232e-18+0.000323809j 6.37265e-18+0.000334947j -1.5956e-18-0.000377421j 1.08528e-17-0.000201586j -3.48756e-17+0.000296387j -1.5911e-16-0.000255771j -4.80712e-18+0.000456697j 1.39789e-17+0.000374537j 1.21288e-17-0.000151633j -2.61429e-18-0.000375194j -3.04314e-18+0.000337684j 4.9106e-18-0.000279057j 3.95393e-18-0.000254182j -3.01196e-17-0.000579194j 3.7831e-16+0.00017785j 
-9.11147e-16-0.000273455j -2.36869e-17+1.99409e-05j 1.63037e-18-0.000440802j 2.26139e-17+0.000301308j 1.65038e-17+0.000218016j -2.75459e-17-0.000331487j 1.00006e-17-0.000304667j 2.33275e-17-0.000501018j 2.34932e-17+0.000175486j 2.15059e-17+0.000269169j 3.40635e-17+0.000444798j 4.3199e-18-0.000192359j 1.82996e-17-0.000613036j -1.13161e-17+0.000555335j -2.08391e-17+0.000349818j 3.23859e-17+0.000111577j 1.2185e-16-0.000269631j 6.85342e-17-0.000715273j -2.32841e-17-0.000163301j -3.50922e-17-0.000109239j -2.48415e-16-0.000725516j -1.96897e-17+0.000378472j 4.22578e-17-9.07979e-05j -2.29416e-17-5.07649e-05j -3.59009e-18+0.000819849j 1.21713e-16+0.000295113j -5.13199e-17-6.83197e-05j 4.30376e-17-0.000270543j -4.06745e-18+0.000721224j 1.03457e-16+0.000250033j -5.96679e-17-0.000135721j 1.93795e-16+0.000261648j -3.89545e-15+0.000411021j -4.08779e-17+0.000728304j -3.6447e-16+0.000299445j 4.57646e-15+0.000548793j 2.03634e-16+0.000369414j -4.30846e-16+0.000349762j 9.10084e-16-0.000472305j 2.71337e-16-0.000159614j -2.13978e-17+9.97565e-05j -5.17067e-16+0.000647898j -6.54117e-17-0.000929167j 4.45499e-17+0.00061143j 3.08035e-17+5.67508e-05j 6.85904e-17-0.000187165j 6.84925e-17-0.0001196j -1.15586e-17+0.000331801j 2.6897e-17+0.000405689j -4.84292e-16-0.000247788j -1.75575e-16-0.000612016j -1.16802e-16-0.000282956j 2.84552e-17+0.000475565j 1.20395e-16-0.000413329j 1.85675e-17-7.35475e-05j 1.46497e-17-0.000549359j 2.44868e-15+0.000263715j -3.45204e-17-0.00054483j -8.8257e-17-0.000556192j 1.39371e-17-1.84831e-05j -8.20139e-17+0.000410331j 5.05469e-17+0.000303533j -1.75547e-17+0.000495307j -1.83936e-17+0.000421396j 1.61835e-18-0.000531715j 2.00318e-17-8.31018e-05j -5.36807e-17+0.000200311j -2.46864e-16-0.000405069j -4.08095e-18+0.000474231j -2.34039e-17+0.000293748j -4.63569e-17-0.00052117j 1.59896e-17-9.9994e-05j -4.22578e-18+0.000262752j 1.2349e-17-0.000145517j -5.95613e-17-0.000524395j 4.13225e-17-0.000291639j -1.76695e-16-0.000109091j 
-5.19014e-15-0.00145072j -3.25464e-16-0.00112741j 3.73028e-17-0.00141881j 9.69753e-18+0.000134479j -2.85581e-18+6.25682e-06j -9.7597e-18+0.000247712j 4.57874e-17-0.00140601j 1.92223e-17-0.00167316j 5.35455e-18+5.00513e-05j 5.22447e-17+0.000447293j 1.46752e-16+0.00145681j 3.31324e-17-5.12824e-05j -1.34006e-17-0.00135315j 1.35257e-17+0.00132057j -3.7275e-17+0.000591068j 4.4226e-17-0.000797572j 1.48371e-16+6.51538e-05j 8.13966e-17-0.00126165j -5.82415e-17+0.000110244j -6.9376e-17-0.000166369j -6.7368e-16-0.00182065j -3.08013e-17+0.000997898j 5.05533e-17+0.000783483j 9.04415e-17+0.00140059j 1.93602e-17+0.00076676j 2.16673e-16+0.000652473j -8.65084e-18-0.000363785j -1.96671e-16-0.000247992j -6.95977e-17+0.00178661j 1.35617e-16+0.000674896j -1.48695e-16+0.000418368j -1.73758e-16+0.0004563j 1.85892e-15-0.000162692j -1.31005e-16+0.000735671j -7.32636e-16+0.00118033j 1.18782e-14+0.00145968j 1.8121e-16-5.35546e-05j -9.96607e-16+2.3116e-05j 2.11701e-15-0.00139286j 1.04566e-15-0.000771726j 1.28938e-16-0.000711121j -1.03916e-15+0.00119609j -2.54387e-16-0.00271094j 1.33838e-16+0.000351019j 6.4718e-17-0.000261467j -2.87304e-17+0.000515272j -3.24909e-17+0.000228531j -1.08958e-16+0.000594468j -1.17262e-17+0.00109251j -6.97596e-16-0.000238295j -2.74823e-16-0.00127619j -2.40459e-16-0.000521016j -7.07327e-17-0.000121652j -1.47896e-16+0.000370877j -1.05423e-16+0.000353611j 1.41421e-17-0.00139051j 3.33842e-15+0.000367791j -9.79546e-17-0.0014957j -1.38666e-16-0.00077673j 4.34903e-17-9.5807e-06j -2.38177e-16+0.00166667j 8.01022e-18-0.000194605j -3.06288e-17+0.000979792j -1.32008e-17+0.00101341j 1.08487e-17-0.00115011j 4.36394e-17-0.000637764j -1.4603e-16+0.000910149j -4.82176e-16-0.00077945j -6.67679e-18+0.00143221j 1.34648e-18+0.00115073j -1.64172e-17-0.000467939j 7.36672e-18-0.00119622j -8.01351e-18+0.00106651j 1.61079e-17-0.000888979j -3.87962e-17-0.000798697j -5.71911e-17-0.00182014j 1.13495e-15+0.000556188j 
-1.36596e-15-0.000350284j -3.90938e-17-0.000936291j 1.74456e-17+0.000244356j 1.35602e-17-0.000556057j 2.00989e-17-0.000549194j -3.43964e-17+0.000823894j 2.41484e-17+1.75061e-05j 4.43434e-17-0.000342974j 1.86681e-17-0.000589749j 7.3685e-19+4.03658e-05j -1.37409e-17+0.00026534j -8.70837e-18+0.000322088j 1.75515e-17-0.000145129j -1.14068e-17+3.29863e-05j -1.51829e-17+5.8246e-07j 2.83098e-17-0.000599232j -2.73404e-16+0.000786733j -1.32251e-16+0.000464293j 8.71901e-17-0.000105101j -2.24789e-17+0.000421972j 1.3784e-16+0.000380731j -3.9244e-17+0.000358539j -1.02987e-16+0.000550033j -7.95614e-18+0.00065599j 2.31936e-17-0.000750783j -7.00674e-17-0.000288909j 1.80732e-17+0.000240533j -1.72121e-17+0.000120172j -8.94798e-18-0.00047242j -1.53559e-16-0.000246126j 2.03419e-17+0.000464968j -4.25175e-16-0.000292753j 7.27239e-15-0.000751162j -1.34364e-16-0.000417498j -2.39482e-16+0.000757015j -4.15147e-15-0.000490341j -1.94847e-16-0.000592101j -3.55045e-17-0.00055756j 1.88229e-16-0.000332919j 2.86665e-16-0.000287274j 1.31224e-16-0.000365365j 5.87337e-16-0.000736061j 3.38906e-17-0.00017242j -1.37773e-17-0.000494129j -7.26361e-18-0.000120867j -1.58302e-16+0.000460454j -1.44989e-16+0.000353976j -1.89037e-17-0.000404787j -2.30919e-17-0.000481931j 4.91446e-16+0.000398793j 1.87964e-16+0.000186589j 1.03943e-16+0.000412412j 2.65633e-20-0.000565103j -4.05243e-16+0.00102777j -1.38809e-16+0.000228143j 2.42456e-17-8.35674e-05j -6.22626e-15-0.000668736j 2.67461e-17+9.07069e-05j 3.72675e-17+0.00040426j -1.33697e-17-0.000255979j -2.07694e-17+9.65099e-05j -1.99353e-17-0.000578401j -9.13395e-18+1.5463e-05j -2.08727e-17+0.000243913j 4.24448e-17-2.40289e-05j 2.77771e-17-0.000201383j -1.04079e-16+0.000467699j 6.62503e-17+9.58263e-05j -1.88443e-17-8.83506e-05j -3.17897e-17+0.000481744j 1.87509e-17+0.000835184j 3.14487e-17-0.000388604j -2.37295e-17+5.37474e-05j 6.96347e-18-0.000121386j 5.02188e-17+0.000719493j -3.52686e-17-0.00061014j 1.24197e-15+0.000718658j 
-2.79475e-16-6.53065e-05j 9.4107e-17-0.000309007j -9.00886e-17+0.000195821j 7.631e-17-0.000154314j 8.16445e-17-0.000190316j -9.81557e-17+0.000199861j -6.69933e-17+0.000159111j 4.13818e-17-0.000212483j 1.04058e-16-0.000275499j -1.04345e-17+0.000151698j -1.24015e-17+0.00016904j -3.39999e-17+6.35032e-05j 4.68469e-17-0.000278642j -8.87492e-18+0.000150374j -3.03121e-17+0.000156103j 3.94891e-17-7.69393e-05j -2.0017e-16+0.000290993j -1.16382e-16+3.82241e-05j 1.19154e-16-0.000271718j -9.40876e-17+0.000254402j -2.85265e-17+0.000143849j -7.4625e-17+0.000317424j -4.81929e-17+6.57463e-05j -2.0828e-17-1.26931e-05j 4.79277e-17+1.10919e-05j 5.35356e-17-0.000128732j -9.63161e-17+0.000224155j 1.00091e-16-9.86076e-05j 1.23443e-16-0.00020438j 3.96196e-18-0.000148671j -7.22126e-18+7.49825e-05j -2.40841e-17-0.000102274j 9.48062e-16-9.56315e-05j -9.7112e-17+0.000175142j -3.70265e-16+0.000473905j -2.1957e-15-0.000282974j 2.15043e-17-5.45106e-05j -1.05336e-16-7.2733e-05j 3.7157e-16-0.000265659j 1.48847e-16-0.000122455j 7.03955e-18+5.52707e-05j 3.64938e-16-0.00028234j -1.2605e-17-0.000178789j -1.08121e-17+0.000126258j -1.17556e-17+4.98388e-05j -3.01937e-17-9.35663e-06j -4.24309e-17+6.95982e-05j 7.00226e-17-0.000159246j 1.2059e-16-0.000300851j 6.44044e-17+0.000124491j 1.63665e-17-5.9251e-05j -2.6612e-17+0.000189434j 4.06035e-17+9.07522e-05j -1.87131e-16+0.000229927j -3.96001e-17-1.69361e-05j 1.32842e-17-0.000159412j -3.11771e-15-0.000347379j -3.76509e-17+5.81857e-06j -5.01735e-17-3.26935e-06j 3.53724e-17-0.000202383j 4.55795e-17-5.4633e-05j 5.11545e-17-6.43988e-05j -1.77884e-17+0.00018654j -5.31984e-17+0.000270684j 2.4806e-17-0.000174599j 1.40574e-17-2.70366e-05j -1.11119e-16+0.000250559j -5.38054e-17-8.0088e-05j 4.58397e-17-5.31624e-05j -7.2321e-17+0.000276257j -1.09995e-16+0.000248691j 4.68079e-18-3.94563e-06j 2.44183e-17-4.06448e-05j -2.55326e-17+4.98245e-05j -1.04929e-16+0.000265491j 1.46906e-17-0.00015642j 3.32023e-16+0.00024311j 
6.40683e-16+0.000197142j -1.60248e-16+0.00033728j 7.98089e-18+3.39034e-05j -9.15081e-17+0.00015312j -1.00467e-16+0.000154642j 1.48873e-16-0.000258534j -2.78589e-17+0.000102188j -1.34874e-16+0.000191055j -1.15833e-16+0.000154751j 3.68851e-17-2.30003e-05j 9.48857e-17-0.000157489j 4.85929e-17-9.34919e-05j -9.9259e-17+9.87771e-05j 6.52844e-17-7.58449e-05j 4.44775e-17-1.86438e-05j -1.20776e-16+0.000235226j 2.0898e-16-0.000223988j 5.86612e-17-6.62896e-05j -6.52119e-17-5.65555e-06j 9.34029e-17-9.55851e-05j 2.04744e-17+8.78353e-06j 1.31149e-16-0.000140857j 1.29194e-16-0.000219742j 1.16965e-16-0.000302459j -8.13256e-17+0.000196295j -2.66957e-17+3.69571e-05j 4.18145e-17-2.79805e-05j 2.36634e-17-3.51954e-05j -2.68489e-17+1.57793e-05j 2.59061e-18+1.92733e-05j 8.72186e-17-0.000168033j 1.02235e-16+5.37655e-05j -2.47994e-15+0.000242168j 3.19471e-17+0.000110025j 2.88002e-16-0.000262634j 2.58793e-16+3.27295e-05j -3.50646e-17+0.000188695j -2.40157e-17+0.000170468j -2.7384e-16+0.000163706j -2.19431e-16+0.000127007j -1.08498e-16+0.000169923j -1.93233e-16+0.000129064j -1.19872e-16+0.000205296j -4.17112e-17+0.000153225j -1.81588e-17+6.16711e-05j 1.23119e-16-0.000182851j 1.08509e-16-0.000120739j -4.26994e-17+7.44901e-05j -6.14076e-17+5.10051e-05j -4.03811e-17-9.92019e-05j -5.98864e-17+1.28734e-05j 5.02405e-17-7.79538e-05j -5.477e-17+0.000201756j 3.024e-16-0.000328747j 8.39567e-17-9.82813e-05j -8.07248e-17+9.55586e-05j 1.29557e-15+0.000151643j -3.34149e-17+6.56372e-05j 2.36533e-17-8.24205e-05j -6.12844e-17+5.9159e-05j 7.52965e-17-0.00014298j -8.07362e-17+0.000191958j 6.07631e-17-4.43126e-05j 1.04209e-16-0.000110323j -7.31755e-17+5.92701e-05j -5.81702e-17+0.000102228j 1.56517e-16-0.000178763j -1.82204e-17+8.44636e-06j 2.94403e-17-6.81056e-05j 1.40844e-16-0.000195389j 1.21154e-16-0.000211169j -9.42389e-17+0.000200909j 3.98978e-17-8.95832e-05j -3.79885e-17+0.000101414j 9.14971e-17-0.000150789j -1.38022e-16+0.000293669j -2.84055e-16-0.000238669j 
6.04799e-16+0.000164053j 4.75623e-17+0.000279521j -3.85799e-17+1.7562e-05j 1.43905e-17+0.000100974j 1.53483e-17+0.000118985j -1.19819e-17-0.00017357j -3.5271e-17+5.46361e-05j -1.10552e-17+0.000218811j 2.21057e-17+0.000143956j -1.4218e-17-7.78503e-05j -8.46795e-18-0.000182079j -9.80206e-18-5.33694e-05j 2.63031e-18+0.000189536j 5.77981e-18-0.000138621j 2.53164e-18-8.43399e-05j -6.01491e-18+0.000151574j 1.94206e-17-0.000180687j 2.16419e-18+2.18888e-05j 2.14498e-18+7.87458e-05j -1.47403e-17-0.000109239j -2.34594e-17+4.33275e-05j -6.40735e-18-0.000201181j 1.33813e-17-0.00014146j 1.03143e-17-0.000177158j 1.45372e-17+3.53296e-05j 1.52493e-17+2.42213e-05j -1.83086e-17-6.45933e-05j -5.40278e-18+2.94682e-05j 4.44748e-17-1.31823e-05j 4.67234e-17+2.27395e-05j -4.45133e-18-0.000107507j 1.00915e-16+3.14683e-05j -1.25857e-15+0.000130312j 5.28696e-17-4.80884e-05j 1.20359e-16-0.000305777j 3.40846e-16+3.35445e-05j 2.69868e-17+9.17599e-05j 1.28252e-16+8.69779e-05j -2.55374e-16+0.000212055j -1.40206e-16+0.000123502j -3.81224e-17+8.07182e-05j -1.92074e-17+8.24746e-05j -3.38848e-18+0.000262332j -2.6676e-18+1.95084e-06j -8.79598e-18+2.00198e-05j 2.84821e-17-9.09928e-05j 1.74146e-17-7.88413e-05j 3.36162e-17+5.09301e-05j 4.34758e-17+6.34317e-05j -5.98845e-17-6.60815e-05j -2.81215e-17+8.36485e-05j -3.39662e-17-6.52666e-05j -5.73604e-18+5.39209e-05j 6.0717e-17-0.000215665j 3.81509e-17-4.87377e-05j -9.27815e-18+0.000152291j 1.44719e-15+0.000150612j -1.63317e-17+9.34738e-05j -5.21355e-18+6.0957e-06j 2.24871e-17+8.71324e-05j 4.21196e-17-0.000115543j 8.05761e-18+0.000102765j 4.98015e-19-0.000122039j -6.24115e-18-0.000175455j -9.56886e-18+0.000131964j -1.30683e-17+7.75261e-05j 2.42176e-17-0.000190332j 3.47763e-17+6.52199e-05j 2.56945e-17-7.64332e-05j -5.14304e-18-0.00021612j -3.46445e-17-0.000137346j -1.67691e-17+0.000134092j 2.02372e-17-7.1407e-05j -1.47088e-17+6.46697e-05j -4.35636e-17-0.000104096j 8.17714e-18+0.000247096j -3.65075e-16-0.00019419j 
4.96042e-16+0.000144916j 5.45043e-17-4.49969e-05j -2.93848e-18+0.000234195j 4.53643e-18-0.000255218j 1.21193e-17-0.000166461j -1.51954e-17+0.000318214j 5.4216e-20+0.00010064j 1.43408e-17+0.000421395j 1.08189e-17-8.272e-05j -3.63248e-17-0.000295997j -5.6381e-17-0.000370301j -1.7388e-17+0.000180278j 8.84685e-18+0.00060799j -6.49254e-18-0.000500951j 8.21925e-18-0.000368136j 6.09066e-18-0.000191374j -1.30092e-16+0.000194044j -5.50545e-17+0.000612569j 1.59265e-17+0.000293713j 4.26311e-18+3.85945e-06j 1.58373e-16+0.000515496j -2.09624e-17-0.000409723j -6.80641e-17+0.000171105j 1.68988e-19+0.00023259j 3.52876e-17-0.000806248j -9.16155e-17-0.000194271j 4.65381e-17-5.38657e-05j -1.03368e-16+0.000302173j 4.74906e-18-0.00049236j -6.33522e-17-0.000134765j 8.53154e-18+0.000171846j -1.92341e-16-0.00019171j 4.19597e-15-0.000433687j 6.84541e-17-0.00077131j 3.33226e-16-0.00035937j -2.65461e-15-0.000314662j -1.62138e-16-0.000390138j 4.34094e-16-0.000352402j -8.14763e-16+0.00044437j -1.87544e-16+0.000125352j 5.46519e-17-0.000217242j 3.84575e-16-0.000455697j 8.38678e-17+0.000749254j -1.26006e-17-0.00067257j -1.94334e-17-0.000112859j -9.72202e-17+0.000271553j -9.58163e-17+0.000132872j 1.95913e-17-0.000230116j -6.63023e-18-0.000196683j 3.77452e-16+0.000195074j 1.49455e-16+0.000534319j 5.69841e-17+0.000174459j -2.9344e-17-0.000568897j -1.78257e-16+0.000411617j -3.18711e-17+0.000130262j 9.22914e-18+0.00048919j -1.0122e-15-0.000113222j 3.53693e-17+0.000409519j 7.31644e-17+0.000513806j 2.01762e-17+9.46977e-05j 4.14688e-17-0.000223165j -2.65392e-17-0.000331761j -4.79539e-18-0.000490767j -1.45919e-17-0.000437275j 1.64389e-17+0.000505157j -3.97563e-18+2.25001e-05j 1.73201e-17-0.000200714j 2.36053e-16+0.000376949j -2.98214e-18-0.000322434j -1.6811e-17-0.000282886j 2.99192e-18+0.000419306j 9.70742e-18-3.6379e-05j -5.4153e-18-0.000140876j 9.34625e-19+3.10996e-05j 1.87458e-17+0.000375852j 5.79491e-18+0.000153408j 1.28731e-16+9.68271e-05j 
1.63013e-15+0.000493933j -6.35097e-17+0.000495408j -1.29589e-16+0.000386198j -4.04402e-17+5.68342e-05j -4.33728e-17+9.16718e-05j 1.02467e-16-0.000218642j -1.54572e-16+0.000423326j -1.68512e-16+0.000550594j -3.59443e-17+8.16595e-05j 8.59129e-18-0.000132271j 9.24677e-17-0.000473974j 1.778e-17-4.22503e-05j -9.51932e-17+0.000414392j 9.42584e-17-0.000390512j 4.37058e-17-0.000167232j -1.46987e-16+0.000346289j 6.50602e-17-0.000152345j -5.79816e-17+0.000289203j 3.45511e-17-2.77762e-05j 2.8497e-17-1.64804e-05j 5.15071e-17+0.000476969j 1.03056e-16-0.000347073j 1.26571e-16-0.000333401j 1.71327e-16-0.000541187j -3.67566e-17-8.51627e-05j -1.4652e-17-0.000146303j -3.24595e-17+7.48881e-05j 7.24904e-17+4.55516e-05j 1.43085e-16-0.000452814j 3.18791e-17-0.000162161j 1.22937e-16-0.000208266j 1.44598e-16-8.58149e-05j -1.97166e-15+0.000185319j 4.92685e-17-0.000130019j 3.79367e-16-0.000468152j -2.77156e-15-0.000356558j -8.63317e-17+0.000125022j 2.39286e-16+9.46945e-05j -7.70619e-16+0.000462458j -4.42152e-16+0.000277051j -1.72727e-16+0.00028357j 2.59265e-16-0.000231656j -1.57363e-16+0.000828615j -8.32905e-17-3.86185e-06j -6.06415e-17+0.000103333j 1.36923e-16-0.000240841j 8.90614e-17-0.000131123j 5.78591e-17-0.000108799j 8.05652e-17-0.000249997j 1.32588e-16+2.16013e-06j -2.94725e-17+0.000340752j 3.58809e-17+8.71784e-05j -6.61619e-17+0.000148121j 2.40552e-16-0.000292197j 1.14586e-16-0.000149225j -1.15627e-16+0.000420381j 3.80712e-18-1.77264e-06j -9.18171e-17+0.000427718j 1.66271e-17+0.000154157j -1.74973e-17+4.02067e-05j 2.33633e-16-0.000516656j -7.52556e-17+0.000163811j 7.19122e-17-0.000283921j 8.8129e-17-0.000332546j -8.85017e-17+0.000336821j -9.19365e-17+0.000226206j 1.61218e-16-0.000345325j 8.38946e-17+0.000209144j 1.22267e-16-0.000411891j 1.2463e-16-0.000418084j 3.01284e-17-5.38492e-06j -1.54225e-16+0.00042891j 1.07968e-16-0.000329406j -1.01818e-16+0.000289948j -1.24021e-17+0.000115751j -1.83387e-16+0.000647934j -4.47963e-16-0.000288035j 
-2.97066e-16-9.09409e-05j -1.5842e-17+1.36148e-05j 2.26495e-17-0.000249503j -8.7846e-18-0.000104447j -4.08924e-18+5.75703e-06j 2.09314e-18+0.000215451j 2.394e-17-0.000362266j 8.97507e-18+0.000327895j -7.60373e-18+0.000199178j -4.27189e-17-0.000395611j -4.10547e-17-0.000272993j -8.29979e-18+0.000130283j -3.10305e-18+0.000681623j -3.1805e-18-0.000434283j 1.26234e-17-0.000450806j 1.03211e-17-0.00031903j -8.06358e-18-6.15244e-05j 2.0198e-17+0.000381899j -5.78309e-17+0.000640924j 1.1622e-17-0.000294057j -1.88458e-17+3.6974e-05j -1.73316e-17-0.000573269j -4.67442e-17+0.000304105j 3.1999e-17+0.000593244j 4.7905e-17-0.000765566j -6.02323e-17+5.5076e-05j 8.839e-17-0.000373406j -2.57559e-16+0.000392738j -4.15993e-17+4.41453e-05j 6.82239e-18+0.000148886j -4.87396e-17+0.000213828j -1.91614e-16-1.3023e-05j 4.31593e-15-0.000436061j 1.51285e-16-0.000900897j 4.87457e-16-0.000635384j 1.96912e-15+0.00025577j -1.25681e-16-0.000403893j 4.28607e-16-0.000324711j -7.98611e-16+0.000471564j -1.08458e-16+9.71199e-05j 8.18274e-17-0.000465185j -5.11124e-17+3.42617e-05j 4.95799e-17+0.00043764j 3.57592e-17-0.000823339j -3.04068e-18-0.000239223j -1.01807e-16+0.000436588j -1.02497e-16+0.000132165j -1.11199e-17+3.22939e-05j -3.17774e-17+0.00032748j 1.61543e-16+4.28133e-05j 7.25484e-17+0.000388924j -2.85857e-17-0.000110772j -7.94215e-17-0.000773541j -1.39449e-16+0.000319344j -2.28006e-17+0.000246013j 1.12887e-17+0.000414424j 2.89556e-15+0.000309034j 2.57711e-17+0.000129733j 6.96496e-17+0.00041956j 4.89331e-17+0.000314437j -1.89745e-17+0.000172579j -4.04666e-17-0.000358256j -1.36679e-17-0.000535935j -1.26358e-17-0.000553427j 1.07037e-17+0.000502108j -3.89909e-18-8.90076e-05j 4.35345e-17-0.000284259j 2.15099e-16+0.000340729j -1.26126e-17+4.67583e-06j -4.09706e-18-0.000351196j 1.15431e-17+0.000121336j 9.72408e-18-0.000305195j -1.01385e-17+0.000118487j 1.29547e-17-0.000214249j 1.69582e-17-1.97662e-05j 1.10377e-17-7.02161e-05j -1.56926e-17-1.41591e-05j 
