-0.038166-2.67639e-18j 0.0694875-1.50001e-18j -0.0705848-5.70987e-19j -0.213623+1.07593e-18j -0.0899743-3.15442e-18j -0.175608+6.36067e-18j -0.165095-4.71482e-18j -0.406243-2.85005e-18j 0.265296-9.87753e-18j 0.0332557+6.85838e-17j 0.186415-3.47061e-18j -0.0989029-3.20887e-18j -0.0403127+1.59851e-17j -0.184143+3.27216e-18j 0.382717+4.05835e-18j -0.14771+1.75944e-18j -0.00362404+1.69629e-16j 0.106107+2.38124e-17j -0.0818664+7.78019e-18j 0.171023-8.64841e-19j -0.0267717-2.88507e-17j -0.259744+2.14724e-18j -0.276446+1.85663e-17j 0.0648002+4.98823e-17j -0.269649-4.70293e-18j 0.212461+1.5768e-18j -0.151662+3.01569e-18j 0.0700434-2.08135e-17j -0.140833+1.82537e-16j -0.0505858-5.22429e-16j -0.0233468-3.37205e-16j 0.137035-5.8726e-17j 0.0417959+1.21526e-18j 0.0197943-5.65385e-18j -0.0270895+6.82641e-19j -0.0257354+8.80435e-20j -0.016425-1.48584e-18j -0.024588-5.43276e-19j 0.0107269-8.24869e-18j 0.00460907+4.03626e-18j -0.00473969-5.92491e-18j -0.00644385+3.41973e-18j -0.00232031-7.16127e-17j -0.00169366+4.51675e-16j -0.000139396-8.99777e-17j -0.000352926-8.12402e-17j -0.000981582-5.52794e-18j 0.00106524-1.06529e-18j -0.00132594+2.6589e-17j 0.000644912+1.2352e-16j -0.000638555-3.61001e-14j -0.00564697+2.16941e-17j 0.000872553+1.9311e-16j 0.000321634+6.26597e-17j 0.00307756-6.09052e-18j -0.00134288-4.21744e-18j 0.00128316+2.47007e-17j -0.000989403-2.8999e-17j 0.0024372-7.41325e-17j -0.00130387-4.7208e-17j 0.0013934-1.9241e-17j -0.00737259-1.36969e-17j 0.00125042-1.94558e-17j -0.0143213-8.13292e-19j 0.0265258-3.9892e-19j -0.0184368-1.36729e-19j 0.0192882+5.70582e-19j -0.00613935-1.09718e-19j 0.0302373+6.03022e-19j -0.0148905-6.75217e-19j 0.0183304-2.17349e-18j 0.0134049+3.24536e-18j 
-3.33913e-17+8.2365e-18j 6.89276e-17-1.94018e-17j -4.20908e-17+4.58075e-18j -1.27382e-16+1.38612e-17j -4.50027e-17+1.15306e-18j -9.31728e-17+5.14236e-18j -8.45699e-17+3.19602e-18j -1.94456e-16+4.74085e-19j 1.28863e-16-1.3248e-18j 9.76585e-18+3.29414e-18j 8.66512e-17+1.17998e-18j -4.31154e-17-2.17407e-18j -2.20918e-17+1.56129e-18j -8.7569e-17-9.65182e-20j 1.8369e-16-7.1487e-19j -6.77563e-17-1.42457e-18j 1.08054e-19-9.94023e-19j 4.36165e-17+3.7623e-18j -4.11103e-17+1.13745e-18j 7.76099e-17+2.10468e-18j -9.58073e-18-1.72069e-18j -1.20182e-16-1.94484e-18j -1.26801e-16-2.67068e-18j 2.06483e-17+5.54172e-18j -1.1887e-16-5.21251e-18j 9.82206e-17+1.63612e-18j -7.73732e-17+2.76475e-18j 1.82684e-17+8.18437e-18j -7.85628e-17+6.20465e-18j -1.47845e-17-5.04898e-18j -1.20512e-17+5.01684e-19j 1.43089e-17+2.76222e-17j -3.03047e-17+2.72054e-17j 5.88528e-18+1.92146e-18j 1.80526e-17-1.6772e-17j 4.64485e-17-3.18049e-17j 1.21731e-17-1.08342e-17j -1.91176e-17+4.00925e-18j -3.90534e-17+2.39247e-17j 2.89583e-17-1.44973e-17j 3.40836e-18-3.06983e-18j -7.63258e-17+3.96832e-17j 3.05079e-19-7.64217e-19j -6.44644e-17+3.44839e-17j 9.04002e-18-4.93307e-18j -1.70097e-17+9.12327e-18j 1.63187e-18-1.13738e-18j -1.27319e-17+7.17202e-18j -2.22424e-17+1.17067e-17j -2.22219e-17+1.22043e-17j -3.28362e-17+1.76229e-17j -1.00761e-16+5.31257e-17j 3.08178e-17-1.64691e-17j 2.50935e-17-1.35104e-17j 2.08128e-17-1.04801e-17j -1.50205e-17+7.79016e-18j 1.65208e-17-8.61826e-18j -2.96425e-18+1.35037e-18j 6.72838e-17-3.58193e-17j -1.60225e-17+8.343e-18j -5.05179e-17+2.77258e-17j -2.39609e-17+1.10768e-17j -3.35058e-17+1.84733e-17j -4.57605e-17+2.10922e-17j 2.75125e-17-8.05662e-18j -5.02133e-17+2.24419e-17j 6.40175e-17-2.97001e-17j -1.1811e-17+4.8134e-18j 7.27443e-17-3.16012e-17j -3.65128e-17+1.59357e-17j 5.39328e-17-2.44843e-17j 3.35779e-17-1.47293e-17j 
-0.00021265-8.79397e-18j 0.000448192+1.77207e-17j -0.000245733-4.53879e-18j -0.000743672-1.26586e-17j -0.000248327-2.29755e-18j -0.000524731-2.40906e-18j -0.00047062-4.82274e-18j -0.00105568-1.5405e-18j 0.000703467-2.54022e-18j 4.02528e-05+2.32058e-17j 0.000465065-2.44425e-18j -0.000225299+8.19103e-19j -0.000125732+4.66039e-18j -0.000474207+1.34639e-18j 0.000998254+2.23112e-18j -0.000361723+2.01841e-18j 4.40973e-06+6.60157e-17j 0.000221904+5.58774e-18j -0.000227172+1.91224e-18j 0.000412508-2.31655e-18j -4.53028e-05-9.44597e-18j -0.00064384+2.65781e-18j -0.00067692+9.64148e-18j 9.05833e-05+1.39115e-17j -0.000624158+3.11121e-18j 0.00052601-9.37944e-19j -0.000429959-1.45024e-18j 6.75189e-05-1.57031e-17j -0.000449639+6.41795e-17j -6.07001e-05-1.95669e-16j -6.72414e-05-1.29842e-16j -2.87193e-05-4.85785e-17j -0.000268898-2.51889e-17j 2.45031e-05-3.98107e-18j 0.00016236+1.60782e-17j 0.000374084+3.00263e-17j 0.000107652+9.64677e-18j -0.000119032-3.98922e-18j -0.00030369-2.5726e-17j 0.000212712+1.52197e-17j 3.02816e-05+6.218e-19j -0.000566313-3.611e-17j 4.59341e-06-2.67536e-17j -0.000482028+1.40767e-16j 6.79703e-05-2.98681e-17j -0.000127282-3.97713e-17j 1.32195e-05-1.04823e-18j -9.65921e-05-7.17204e-18j -0.000165579-8.38723e-19j -0.000167383+3.58797e-17j -0.000245752-1.38665e-14j -0.000750452-4.17755e-17j 0.000230375+8.96177e-17j 0.00018797+3.678e-17j 0.000153113+7.54631e-18j -0.000111373-8.96429e-18j 0.000122689+1.76036e-17j -2.12597e-05-1.23989e-17j 0.000502445+5.33723e-18j -0.00011893-2.5979e-17j -0.000380445-3.35278e-17j -0.000172469-1.57004e-17j -0.000252653-2.48849e-17j -0.000329143-2.02024e-17j 0.000180098+7.44449e-18j -0.000358467-2.12156e-17j 0.000461201+2.82266e-17j -8.25273e-05-4.58121e-18j 0.00051581+3.00318e-17j -0.000259187-1.52867e-17j 0.000386482+2.22553e-17j 0.00023864+1.5135e-17j 
9.00931e-18+7.50342e-18j -2.33113e-17-1.76749e-17j -4.0268e-20+4.17304e-18j -1.25499e-19+1.26275e-17j -7.39897e-18+1.05043e-18j -9.90659e-18+4.68467e-18j -1.18826e-17+2.91155e-18j -4.0827e-17+4.31889e-19j 2.50701e-17-1.20689e-18j 8.56821e-18+3.00095e-18j 2.09258e-17+1.07496e-18j -1.35295e-17-1.98057e-18j -1.67706e-18+1.42233e-18j -1.89945e-17-8.79276e-20j 3.80421e-17-6.51243e-19j -1.73487e-17-1.29778e-18j -1.92947e-18-9.0555e-19j 1.67571e-17+3.42744e-18j -6.59377e-18+1.03621e-18j 2.08007e-17+1.91735e-18j -5.43755e-18-1.56754e-18j -2.96288e-17-1.77174e-18j -3.2476e-17-2.43298e-18j 1.53203e-17+5.04848e-18j -3.57661e-17-4.74857e-18j 2.43063e-17+1.49049e-18j -1.11843e-17+2.51867e-18j 2.00005e-17+7.45592e-18j -4.6824e-18+5.65241e-18j -1.30932e-17-4.5996e-18j -1.60242e-18+4.57032e-19j 5.73341e-17+2.51637e-17j 4.69348e-17+2.4784e-17j 5.03836e-18+1.75044e-18j -2.90705e-17-1.52793e-17j -5.25033e-17-2.89741e-17j -1.86687e-17-9.86988e-18j 3.77041e-18+3.6524e-18j 3.86114e-17+2.17953e-17j -2.226e-17-1.3207e-17j -5.29848e-18-2.7966e-18j 6.15637e-17+3.61512e-17j -1.43572e-18-6.96198e-19j 5.38973e-17+3.14147e-17j -7.74929e-18-4.494e-18j 1.42691e-17+8.31126e-18j -1.88385e-18-1.03615e-18j 1.13547e-17+6.53367e-18j 1.82203e-17+1.06647e-17j 1.92023e-17+1.11181e-17j 2.75673e-17+1.60544e-17j 8.27229e-17+4.83972e-17j -2.57342e-17-1.50033e-17j -2.11513e-17-1.23079e-17j -1.61179e-17-9.54734e-18j 1.20775e-17+7.0968e-18j -1.33821e-17-7.8512e-18j 2.01613e-18+1.23018e-18j -5.59151e-17-3.26312e-17j 1.29484e-17+7.60044e-18j 4.36165e-17+2.52581e-17j 1.66139e-17+1.00909e-17j 2.90939e-17+1.68291e-17j 3.1607e-17+1.92149e-17j -9.91839e-18-7.33955e-18j 3.33022e-17+2.04445e-17j -4.45958e-17-2.70566e-17j 6.91915e-18+4.38498e-18j -4.64563e-17-2.87885e-17j 2.34633e-17+1.45173e-17j -3.65155e-17-2.23051e-17j -2.17237e-17-1.34183e-17j 
4.97921e-05+1.33206e-18j -9.9339e-05-2.7077e-18j 7.10903e-05+6.90268e-19j 0.000215148+1.93423e-18j 8.13822e-05+3.3966e-19j 0.000164538+3.89065e-19j 0.000151458+7.19464e-19j 0.000358121+2.25237e-19j -0.000235871+3.53777e-19j -2.27468e-05-3.3056e-18j -0.000161578+3.60956e-19j 8.26744e-05-1.35848e-19j 3.85222e-05-6.56329e-19j 0.000161717-1.94196e-19j -0.00033791-3.26451e-19j 0.000127065-3.01837e-19j 1.22712e-06-9.49049e-18j -8.58782e-05-7.71107e-19j 7.42225e-05-2.65145e-19j -0.000146223+3.50352e-19j 2.01472e-05+1.34237e-18j 0.000224545-3.98033e-19j 0.000237799-1.40721e-18j -4.6052e-05-1.9518e-18j 0.000226813-4.90504e-19j -0.00018358+1.48415e-19j 0.000138798+2.31444e-19j -4.54532e-05+2.32402e-18j 0.000136056-9.16651e-18j 3.45253e-05+2.80627e-17j 2.15164e-05+1.86541e-17j -6.60419e-05+7.20876e-18j 1.68753e-05+3.84571e-18j -1.36167e-05+5.87904e-19j -9.24082e-06-2.44977e-18j -4.00623e-05-4.57902e-18j -6.9135e-06-1.47629e-18j 2.95214e-05+6.06547e-19j 3.77259e-05+3.89539e-18j -3.26279e-05-2.30742e-18j -1.88354e-06-1.15005e-19j 8.38846e-05+5.51879e-18j 5.33787e-07+3.83637e-18j 6.94598e-05-1.99304e-17j -9.60093e-06+4.24882e-18j 1.8293e-05+5.78892e-18j -1.37883e-06+1.41043e-19j 1.32e-05+1.09018e-18j 2.42407e-05+2.18448e-19j 2.34887e-05-5.05144e-18j 3.52976e-05+1.99186e-15j 0.00010968+6.44505e-18j -3.32292e-05-1.30101e-17j -2.69129e-05-5.39598e-18j -2.33631e-05-1.17163e-18j 1.65358e-05+1.35279e-18j -1.81155e-05-2.60063e-18j 3.53161e-06+1.79222e-18j -7.27457e-05-1.0664e-18j 1.75912e-05+3.80132e-18j 5.34247e-05+5.04782e-18j 2.83155e-05+2.34784e-18j 3.53129e-05+3.72895e-18j 5.41664e-05+3.0783e-18j -3.92029e-05-1.13672e-18j 6.04454e-05+3.23513e-18j -7.55003e-05-4.3029e-18j 1.48856e-05+6.98308e-19j -8.88745e-05-4.57811e-18j 4.45029e-05+2.32907e-18j -6.43775e-05-3.40156e-18j -4.08188e-05-2.2972e-18j 
-3.605e-17-5.59475e-19j 6.62618e-17+1.31789e-18j -6.51557e-17-3.11153e-19j -1.97192e-16-9.4154e-19j -8.23871e-17-7.83231e-20j -1.61211e-16-3.49301e-19j -1.51326e-16-2.17093e-19j -3.71313e-16-3.22028e-20j 2.42629e-16+8.99886e-20j 2.9922e-17-2.23759e-19j 1.70187e-16-8.01519e-20j -9.0073e-17+1.47676e-19j -3.70619e-17-1.06053e-19j -1.68266e-16+6.55612e-21j 3.49847e-16+4.85584e-20j -1.34782e-16+9.67656e-20j -3.17039e-18+6.75202e-20j 9.64306e-17-2.55559e-19j -7.49754e-17-7.72629e-20j 1.5599e-16-1.42963e-19j -2.42205e-17+1.1688e-19j -2.3709e-16+1.32106e-19j -2.5225e-16+1.81409e-19j 5.84291e-17-3.76428e-19j -2.45677e-16+3.54066e-19j 1.93924e-16-1.11135e-19j -1.3899e-16-1.87799e-19j 6.28446e-17-5.55933e-19j -1.29583e-16-4.21459e-19j -4.55094e-17+3.42958e-19j -2.14069e-17-3.40775e-20j 1.21299e-16-1.87627e-18j 3.43241e-17-1.84796e-18j 1.78156e-17-1.30517e-19j -2.23692e-17+1.13926e-18j -1.89928e-17+2.16038e-18j -1.34684e-17+7.35924e-19j -2.30402e-17-2.72333e-19j 6.39853e-18-1.62511e-18j 6.27481e-18+9.84746e-19j -3.89456e-18+2.08522e-19j -1.15352e-17-2.69553e-18j -2.01168e-18+5.19104e-20j -6.45446e-18-2.34236e-18j 5.74539e-19+3.35085e-19j -1.62067e-18-6.19709e-19j -7.3518e-19+7.72582e-20j -4.70398e-20-4.87168e-19j -2.87745e-18-7.95191e-19j -1.1472e-18-8.28994e-19j -3.0911e-18-1.19706e-18j -1.27197e-17-3.60862e-18j 3.14077e-18+1.11869e-18j 2.21632e-18+9.17711e-19j 4.30364e-18+7.11875e-19j -2.33565e-18-5.29156e-19j 2.3989e-18+5.85406e-19j -1.09631e-18-9.17254e-20j 7.32396e-18+2.43307e-18j -2.37867e-18-5.66709e-19j -2.67175e-18-1.88331e-18j -8.31355e-18-7.52403e-19j -1.48586e-18-1.25482e-18j -1.60887e-17-1.43271e-18j 2.53869e-17+5.47256e-19j -2.00418e-17-1.5244e-18j 2.18525e-17+2.01741e-18j -6.29534e-18-3.26956e-19j 3.21289e-17+2.14655e-18j -1.58751e-17-1.08245e-18j 2.02351e-17+1.66313e-18j 1.43459e-17+1.0005e-18j 
5.52267e-05-1.68947e-18j -0.000101297+4.02713e-18j 0.000100329-9.45178e-19j 0.000303643-2.87713e-18j 0.000127094-2.19615e-19j 0.000248548-1.10363e-18j 0.000233389-6.33213e-19j 0.000573039-8.08525e-20j -0.000374393+3.34413e-19j -4.63441e-05-1.09918e-18j -0.000262716-2.23268e-19j 0.000139122+4.69749e-19j 5.71214e-05-4.20524e-19j 0.000259696+9.40539e-23j -0.000539898+1.23372e-19j 0.000208086+2.84324e-19j 4.94257e-06-8.25467e-19j -0.000149013-9.23929e-19j 0.000115656-2.82863e-19j -0.000240851-4.3061e-19j 3.74663e-05+5.31755e-19j 0.000366008+3.89712e-19j 0.000389442+4.40203e-19j -9.04525e-05-1.45094e-18j 0.000379423+1.10808e-18j -0.000299373-3.48418e-19j 0.000214371-5.909e-19j -9.73988e-05-1.5684e-18j 0.000199681-2.39476e-18j 7.04884e-05+4.22193e-18j 3.30131e-05+1.94628e-18j -0.000188584-5.36337e-18j -5.43306e-05-5.64148e-18j -2.75914e-05-3.63549e-19j 3.53598e-05+3.46925e-18j 3.08985e-05+6.58609e-18j 2.13266e-05+2.25273e-18j 3.5359e-05-8.26991e-19j -1.10682e-05-4.90452e-18j -8.96121e-06+2.97777e-18j 6.16373e-06+6.71768e-19j 1.58238e-05-8.23899e-18j 3.14282e-06+5.93663e-19j 8.24174e-06-9.88758e-18j -6.40698e-07+1.56867e-18j 2.04627e-06-1.39545e-18j 1.19136e-06+2.69156e-19j -2.85069e-07-1.47881e-18j 3.85709e-06-2.58605e-18j 1.16189e-06-3.27844e-18j 3.89178e-06+2.15835e-16j 1.69815e-05-1.11339e-17j -4.02597e-06+2.23658e-18j -2.74678e-06+2.41697e-18j -6.11934e-06+2.20741e-18j 3.21622e-06-1.58766e-18j -3.27254e-06+1.63462e-18j 1.62464e-06-1.03344e-19j -9.51707e-06+7.86871e-18j 3.25504e-06-1.44077e-18j 2.74074e-06-5.62489e-18j 1.22783e-05-2.21067e-18j 1.37194e-06-3.70743e-18j 2.37785e-05-4.36314e-18j -3.8779e-05+1.67091e-18j 2.98121e-05-4.64678e-18j -3.22448e-05+6.14726e-18j 9.47582e-06-9.96163e-19j -4.80099e-05+6.54078e-18j 2.37061e-05-3.29609e-18j -3.00086e-05+5.08379e-18j -2.14061e-05+3.03062e-18j 
-3.33148e-06+2.41723e-18j -2.28101e-06-5.29111e-18j -2.63404e-05+1.29698e-18j -7.9723e-05+3.7799e-18j -4.24533e-05+4.81891e-19j -7.73803e-05+1.09457e-18j -7.58514e-05+1.12773e-18j -0.000200646+2.78303e-19j 0.000129108+1.43311e-19j 2.27391e-05-2.62887e-18j 9.47186e-05+5.05662e-19j -5.31858e-05-4.35928e-19j -1.70421e-05-3.93154e-19j -9.15393e-05-1.95619e-19j 0.000188518-4.07303e-19j -7.59799e-05-4.85008e-19j -3.68103e-06-9.03146e-18j 5.97687e-05-1.88178e-19j -3.84604e-05-8.6884e-20j 8.88344e-05+6.27016e-19j -1.65415e-05+1.01318e-18j -0.000132547-6.48988e-19j -0.000142209-1.6974e-18j 4.26467e-05-1.04156e-18j -0.000143652-1.19955e-18j 0.000108505+3.71323e-19j -7.00045e-05+6.09343e-19j 5.02542e-05+3.33906e-18j -5.81152e-05-7.70591e-18j -3.46612e-05+2.55712e-17j -1.06323e-05+1.75457e-17j 0.000120313+1.06747e-17j 7.22737e-05+7.46509e-18j 1.34603e-05+8.23532e-19j -4.52126e-05-4.67612e-18j -7.30191e-05-8.80506e-18j -2.8673e-05-2.92115e-18j -4.60335e-06+1.13742e-18j 5.06448e-05+7.04584e-18j -2.51771e-05-4.21981e-18j -8.16694e-06-5.43582e-19j 7.19793e-05+1.0804e-17j -2.59888e-06+3.48526e-18j 6.44864e-05-1.37741e-17j -9.4144e-06+3.27974e-18j 1.71081e-05+6.71815e-18j -2.64165e-06-2.93602e-20j 1.41152e-05+2.03951e-18j 2.15194e-05+1.86673e-18j 2.34399e-05-2.99924e-18j 3.30682e-05+1.8684e-15j 9.78401e-05+1.35802e-17j -3.07663e-05-1.45256e-17j -2.54347e-05-6.97294e-18j -1.83268e-05-2.58549e-18j 1.40915e-05+2.37327e-18j -1.56899e-05-3.65978e-18j 2.06729e-06+1.87061e-18j -6.66473e-05-6.08454e-18j 1.51582e-05+4.74546e-18j 5.32153e-05+8.66507e-18j 1.73263e-05+3.77203e-18j 3.56163e-05+6.11595e-18j 3.28522e-05+5.87827e-18j -2.10268e-06-2.2087e-18j 3.33674e-05+6.21682e-18j -4.66949e-05-8.24757e-18j 6.07271e-06+1.33755e-18j -4.48643e-05-8.77529e-18j 2.28012e-05+4.44431e-18j -3.72893e-05-6.6627e-18j -2.12528e-05-4.24317e-18j 
1.21576e-17-2.59321e-18j -2.75732e-17+6.10852e-18j 9.33621e-18-1.44222e-18j 2.82529e-17-4.36411e-18j 6.1167e-18-3.63034e-19j 1.55079e-17-1.61904e-18j 1.2557e-17-1.00624e-18j 2.17765e-17-1.49262e-19j -1.54741e-17+4.17104e-19j 2.33136e-18-1.03714e-18j -8.26763e-18-3.7151e-19j 2.47562e-18+6.84491e-19j 4.03005e-18-4.91562e-19j 9.48652e-18+3.03881e-20j -2.08464e-17+2.25072e-19j 5.94673e-18+4.48516e-19j -1.03792e-18+3.12961e-19j -8.91e-19-1.18453e-18j 5.67449e-18-3.58119e-19j -6.32336e-18-6.62643e-19j -7.27404e-19+5.41747e-19j 1.11487e-17+6.12321e-19j 1.1124e-17+8.40845e-19j 3.46015e-18-1.74477e-18j 7.63194e-18+1.64112e-18j -9.06328e-18-5.1512e-19j 1.1324e-17-8.70462e-19j 6.44859e-18-2.57679e-18j 1.50051e-17-1.95349e-18j -3.59343e-18+1.58964e-18j 1.83712e-18-1.57952e-19j 2.6947e-17-8.69666e-18j 3.14006e-17-8.56542e-18j 1.33919e-18-6.04958e-19j -1.92894e-17+5.28056e-18j -3.79157e-17+1.00135e-17j -1.25163e-17+3.41106e-18j 6.2314e-18-1.26228e-18j 2.89717e-17-7.53252e-18j -1.81351e-17+4.56437e-18j -3.54198e-18+9.66514e-19j 4.93189e-17-1.2494e-17j -8.2227e-19+2.40608e-19j 4.26534e-17-1.0857e-17j -6.08184e-18+1.55314e-18j 1.12797e-17-2.8724e-18j -1.35272e-18+3.58097e-19j 8.79718e-18-2.25806e-18j 1.45193e-17-3.68577e-18j 1.50307e-17-3.84245e-18j 2.1786e-17-5.54845e-18j 6.58699e-17-1.67262e-17j -2.03741e-17+5.18519e-18j -1.66933e-17+4.25366e-18j -1.30966e-17+3.29959e-18j 9.68579e-18-2.45268e-18j -1.07048e-17+2.7134e-18j 1.71843e-18-4.25154e-19j -4.43405e-17+1.12775e-17j 1.03662e-17-2.62674e-18j 3.41505e-17-8.72928e-18j 1.40571e-17-3.48744e-18j 2.27372e-17-5.81618e-18j 2.67821e-17-6.64074e-18j -1.13283e-17+2.53657e-18j 2.86628e-17-7.06569e-18j -3.76663e-17+9.35086e-18j 6.26164e-18-1.51546e-18j -4.05841e-17+9.94942e-18j 2.04468e-17-5.01723e-18j -3.11783e-17+7.70872e-18j -1.88802e-17+4.63741e-18j 
2.33197e-05-2.59121e-18j -5.77755e-05+6.84923e-18j 6.0933e-06-1.52874e-18j 1.84332e-05-4.8937e-18j -8.52507e-06-9.72609e-20j -6.58454e-06-2.3849e-18j -1.18869e-05-6.54346e-19j -5.4944e-05+1.08348e-19j 3.23514e-05+1.4013e-18j 1.60857e-05-7.68904e-18j 3.00713e-05-7.63665e-20j -2.13365e-05+1.05792e-18j -1.87567e-07-2.06639e-18j -2.59879e-05-2.79165e-19j 5.08295e-05-1.40529e-19j -2.55298e-05+3.24338e-19j -3.96084e-06-1.58577e-17j 2.7862e-05-3.57471e-18j -7.44985e-06-1.13623e-18j 3.11421e-05-6.44852e-19j -9.71191e-06+3.35027e-18j -4.29458e-05+4.67126e-19j -4.77961e-05-8.50187e-19j 2.82944e-05-6.67969e-18j -5.56865e-05+2.25081e-18j 3.52856e-05-7.16102e-19j -1.15151e-05-1.24363e-18j 3.82127e-05-8.40911e-19j 1.95323e-06-1.95787e-17j -2.46011e-05+5.16424e-17j -1.50812e-06+3.20332e-17j 0.000115126-3.93831e-18j 0.000100409-9.51924e-18j 9.43794e-06-1.24125e-19j -6.20863e-05+5.73183e-18j -0.000114163+1.09845e-17j -3.9956e-05+3.8866e-18j 1.0514e-05-1.33385e-18j 8.46749e-05-7.4814e-18j -4.97617e-05+4.62529e-18j -1.13333e-05+1.62693e-18j 0.000137072-1.40426e-17j -2.98024e-06+7.10389e-18j 0.000119657-5.50585e-17j -1.71706e-05+1.02988e-17j 3.16703e-05+4.60594e-18j -4.09116e-06+9.21096e-19j 2.50838e-05-2.37717e-18j 4.05168e-05-6.58578e-18j 4.25215e-05-1.60157e-17j 6.11818e-05+3.44184e-15j 0.000183919-2.04342e-17j -5.71378e-05-1.27517e-17j -4.69278e-05-1.31496e-18j -3.60083e-05+4.20402e-18j 2.68975e-05-2.28975e-18j -2.9785e-05+6.19619e-19j 4.55709e-06+2.30296e-18j -0.000124196+1.94609e-17j 2.88251e-05+1.6252e-18j 9.65904e-05-7.74534e-18j 3.74843e-05-2.52034e-18j 6.44015e-05-4.52681e-18j 7.13377e-05-7.21256e-18j -2.43158e-05+2.82276e-18j 7.54571e-05-7.7437e-18j -0.000100573+1.02109e-17j 1.58798e-05-1.65321e-18j -0.000105658+1.08649e-17j 5.33303e-05-5.44345e-18j -8.25728e-05+8.67027e-18j -4.93429e-05+4.78101e-18j 
4.66403e-18+3.278e-18j -1.14921e-17-7.72159e-18j 1.37162e-18+1.82306e-18j 4.1496e-18+5.51654e-18j -1.44283e-18+4.589e-19j -8.46658e-19+2.04658e-18j -1.91179e-18+1.27196e-18j -9.73713e-18+1.88678e-19j 5.66743e-18-5.27249e-19j 3.06687e-18+1.31102e-18j 5.41986e-18+4.69615e-19j -3.92974e-18-8.65245e-19j 6.49757e-20+6.21369e-19j -4.62576e-18-3.84127e-20j 8.99056e-18-2.84507e-19j -4.62796e-18-5.66955e-19j -7.66685e-19-3.95605e-19j 5.18975e-18+1.49733e-18j -1.25268e-18+4.52688e-19j 5.66843e-18+8.37628e-19j -1.83477e-18-6.84806e-19j -7.75662e-18-7.74017e-19j -8.66453e-18-1.06289e-18j 5.37865e-18+2.20551e-18j -1.02272e-17-2.0745e-18j 6.37548e-18+6.51147e-19j -1.87286e-18+1.10033e-18j 7.30817e-18+3.25725e-18j 7.37932e-19+2.46935e-18j -4.69109e-18-2.00941e-18j -2.36496e-19+1.99662e-19j 2.22045e-17+1.09932e-17j 1.95622e-17+1.08273e-17j 1.79871e-18+7.64709e-19j -1.20928e-17-6.675e-18j -2.22968e-17-1.26578e-17j -7.78493e-18-4.31182e-18j 2.12146e-18+1.59562e-18j 1.65586e-17+9.52163e-18j -9.75868e-18-5.76969e-18j -2.20796e-18-1.22174e-18j 2.68652e-17+1.57933e-17j -5.77899e-19-3.04146e-19j 2.3442e-17+1.37241e-17j -3.36293e-18-1.96328e-18j 6.20431e-18+3.63091e-18j -7.98879e-19-4.5266e-19j 4.91061e-18+2.85435e-18j 7.93955e-18+4.65907e-18j 8.32726e-18+4.85713e-18j 1.19856e-17+7.01363e-18j 3.60393e-17+2.11431e-17j -1.11941e-17-6.55444e-18j -9.19278e-18-5.37692e-18j -7.06087e-18-4.17092e-18j 5.27193e-18+3.10036e-18j -5.83736e-18-3.42993e-18j 8.95115e-19+5.37425e-19j -2.4333e-17-1.42555e-17j 5.64939e-18+3.32038e-18j 1.89161e-17+1.10344e-17j 7.36084e-18+4.40837e-18j 1.26115e-17+7.35206e-18j 1.40094e-17+8.39436e-18j -4.82978e-18-3.20641e-18j 1.48267e-17+8.93153e-18j -1.97485e-17-1.18201e-17j 3.12595e-18+1.91565e-18j -2.0772e-17-1.25768e-17j 1.04836e-17+6.34213e-18j -1.62202e-17-9.74436e-18j -9.69884e-18-5.86201e-18j 
