0.0144086+0.0496611j 0.0194111+0.0251715j 0.134166+0.0212184j 0.0961922+0.028123j -0.0376519-0.127623j -0.078293-0.261015j -0.13887-0.0328585j -0.047247-0.145366j -0.172147+0.00780137j -0.314649+0.139058j -0.0407886+0.161383j -0.0787225+0.120804j -0.0489635-0.360316j 0.0178189+0.282506j -0.702858-0.353568j 0.0989406-0.065494j 0.142359+7.64227e-05j -0.052319-0.111823j 0.0241034-0.0998486j 0.0934104-0.262443j -0.139988+0.376232j -0.0738265-0.0078165j -0.300368-0.0883067j 0.214174-0.257419j -0.300932-0.0510995j 0.523201-0.135878j -0.0741508+0.128722j -0.084902+0.228104j -0.137526-0.214849j -0.0761984+0.429681j -0.233923-0.425213j -0.118996-0.0949824j -0.366534-0.0576111j -0.144923+0.00766238j -0.20447+0.113219j -0.996732-0.387219j -0.0784088-1.95339j 0.0152927+0.00143063j 0.048158+0.0314379j 0.142287-0.227544j -0.099577-0.206942j 0.142773-0.0155372j 0.0455121-0.119716j -0.293095+0.0295698j 0.205108-0.0560296j 0.111015-0.200232j -0.0711086+0.237628j 0.0209844-0.000882273j 0.156526+0.0479637j -0.0413042-0.0367563j 0.139712-0.0512201j 0.0720296+0.328151j -0.210678-0.0862321j 0.245994+0.063224j -0.0478453-0.267392j 0.0975571+0.124402j 0.112028-0.00790093j -0.170584-0.0330147j 0.110021+0.434427j -0.238482-0.0941485j -0.166756+0.00789751j -0.499337-0.221314j -0.0277632-0.0885522j -0.35523+0.0716757j 0.0585373-0.00502268j -0.178619+0.180873j -0.358368+0.232553j 0.0900697-0.118989j 0.144932-0.183557j 0.0838885-0.584452j -0.215509+0.369818j -0.102436-0.0426013j 0.159058+0.459073j 0.0951142-0.10066j -0.0347883+0.280338j -0.360008-0.690336j -0.0718233+0.328978j -0.0636038+0.0091935j 0.391851+0.385525j 0.359346+0.271173j 0.124511+0.0917982j 0.74427-0.261366j 0.169077+0.123431j -0.0762867+0.100488j 0.24371-0.296559j 0.110454+0.654098j 0.144348-0.0659544j 0.356738+0.106857j -0.124819-0.613755j -0.506125-0.548513j -1.34877-0.052476j -0.0121265-0.168365j 0.38279-1.50636j -0.846796+0.0449243j 0.864651+1.32274j 
-0.199448-0.412873j -0.187176-0.0968069j 0.479885-0.603174j 0.23335+0.362351j 0.274383+0.103945j -0.159064+0.0259639j -0.423022+0.246076j 0.328904+0.638842j -0.205111-0.129746j -0.249261+0.0354346j 0.45838-0.13685j -0.268702+0.13598j -0.236215+0.0129953j 0.083811+0.607364j -0.124955-1.0916j -0.135614+0.324358j -0.135884+0.330732j -0.31666+0.819796j -0.465024-0.277753j 0.0660404-0.643018j 0.194901+0.476962j 0.762484+0.0953884j 0.24352+0.155536j 0.0772322+0.493409j 0.850747-0.344412j -0.196125+0.49808j -0.470528+0.235561j -0.130245+0.429339j 0.420315-0.839952j -0.929125+0.677139j -0.38185+0.514329j -0.110174-0.333164j 0.0768397+0.893542j -0.208014+0.136596j -0.596705-0.228266j -0.0718524-0.112964j 0.601902+0.662904j -0.0963193-0.0593987j -0.0257168+0.139893j 0.207215-0.171962j -0.14305-0.229898j 0.478237-0.530217j -0.590626-0.539725j -0.308256+0.92909j -0.0282156+0.509211j -0.534295-0.367881j -0.49917+0.112961j 0.135655-0.554639j 0.253916-0.571302j 0.00391512-0.534932j -0.675984-0.104524j 0.0291458+0.932594j -0.0136426-0.324617j 0.0242774+0.554408j 0.464932+0.106851j -0.0843505+0.256795j -0.234014+0.52733j 0.276566-0.565044j 0.264977+0.425755j 0.39882-0.638385j -0.148112-0.293095j -0.00672859+0.231428j 0.107769+0.202466j 0.270136-1.48374j 0.160157+0.00826126j -0.412005-0.92053j 0.342305-0.58317j -0.0386241-0.0203639j 1.14889+0.645558j 0.444726+1.39803j -1.57314+0.11668j 1.38513-0.592626j 0.20159+0.00927855j -0.479845-0.202981j -1.0384-0.0964594j -0.79155-0.877317j -0.730223-0.708304j -0.503669-0.610593j 0.43453-0.16192j 0.399401-0.363943j 0.213809-0.225151j -0.108025-0.662547j 0.300528-0.648649j -0.0178996+0.599463j 0.204864-0.456103j -0.34294+0.303252j -0.217082+0.108489j 0.36061-0.0240824j -0.0810556-0.278163j -0.192355-0.619418j -0.140569+0.192982j -0.172563+0.350361j 0.0659342+0.333923j 0.0461263-0.556431j -0.351527+0.144949j 
-0.0720241-0.173508j 0.273894+0.40241j -0.00096544-0.478158j -0.0614976-0.132652j -0.444908-0.636094j 0.249418+0.358184j -0.0301735-0.21358j -0.785264+0.333979j -0.438452+0.350063j 0.258813-0.817486j -0.243622+0.415621j -0.611614+0.408156j -0.59745-0.00738724j -0.18481-0.43427j 0.0436773-0.108109j -0.156636+0.181937j 0.103779-0.441618j -0.082665+0.160679j -0.00965933+0.14906j -0.394056-0.454324j -0.00459051-0.404351j -0.00405199+0.0643703j 0.200755-0.13115j -0.355583+0.158731j -0.85056+0.309319j 0.552966+0.217322j -0.853218-0.803252j -0.844793+0.0689276j -0.744205+0.218859j 0.875175-0.745901j -0.269283+0.772371j 0.160879-0.454199j -0.438229-0.540878j -0.456776+0.278767j -0.909424-0.164794j 0.181225+0.0303552j -0.0882197+0.154291j -0.20256-0.104504j -0.0993582+0.291789j -0.213075+0.175774j 0.142732+0.264747j -0.074569+0.0659165j 0.0392399+0.0943002j -0.243967+0.0821832j -0.0270759+0.287273j -0.282861-0.350024j -0.242723-0.0147433j -0.171936+0.113002j -0.270667-0.0297547j 0.212913-0.110084j 0.116366+0.372197j -0.189857-0.281386j 0.197445-0.378519j -0.0322809+0.0266236j -0.315969-0.561081j 0.398648+0.315483j -0.12141-0.271061j -0.342953+0.43363j 0.634841-0.204006j 0.275007-0.108229j -0.207933+0.421137j 0.30793+0.564421j -0.168913-0.293596j -0.490741-0.898076j -1.86495+0.780831j -0.384312+0.796527j 0.523241+0.632422j 1.53521+1.12846j -0.0366143+0.839506j -0.284218+0.640959j -0.109268+0.287314j 0.111427+0.0569559j -0.466701+0.389945j -0.655962+0.885407j -0.131844+0.155285j -0.427122+0.14553j 0.335587-0.0458371j -0.421903-0.127484j -0.521548+0.026091j 1.08305+0.732139j -0.47621+0.304839j 0.14632-0.548438j -0.104329-0.332737j -0.0373423-0.41302j 0.127722+0.120239j 0.18802-0.0221058j 0.318316-0.542997j -0.235823+0.0599479j -0.22319-0.705245j 0.210197-0.32284j -0.311153+0.225385j -0.0987679+0.15502j -0.0740474-0.0903179j 0.205862-0.026543j -0.0510346-0.151696j 
0.0365092-0.213914j -0.11281-0.120693j 0.141591-0.102288j -0.382709-0.0921164j -0.0756565-0.069693j -0.568612-0.40945j 0.501943-0.0444335j 0.445007+0.539163j 0.740131-1.00999j 0.340212+0.720945j 0.299597+0.404298j -0.686087+0.788025j 0.190453-0.0933951j -0.196582+0.135967j 0.215066-0.358827j -0.168249+0.222123j 0.149976+0.234281j 0.0607157-0.00671105j 0.592567+0.150224j -0.247824-0.204831j 0.9273+0.318594j 0.234392+0.0872482j 0.0745124-0.447277j 0.286421-0.578497j -0.129437+0.449944j -0.309563+1.43321j 0.437388-1.12255j 0.455683+1.0203j -0.344246-0.534255j 0.595174+0.614951j 0.0542377-0.149849j 1.3265+0.534536j -0.256491-0.382995j -0.230171+0.289763j -0.139759-0.0603509j -0.038093-0.165785j 0.0423841+0.306253j -0.0976333-0.0597558j -0.14773+0.14337j 0.13681-0.0131098j 0.0388415-0.250096j 0.125082-0.0674536j 0.0327653-0.26768j 0.0817596+0.684944j 0.0720983-0.428872j -0.200587-0.159988j 0.648199+0.0215407j 0.032077-0.409833j -0.28431-0.247827j 0.285231-0.106159j -0.154+0.120565j 0.253589+1.18856j 0.101834-0.0121874j 0.0885381+0.850015j -1.10944+0.268544j -0.678501+0.521799j -0.232511-0.233792j 1.04178+0.830943j -0.602478+0.590785j 0.181079-0.643209j -0.369037-0.485251j -0.633198-0.237889j 0.111126-0.258856j 0.58614-1.43577j 0.121058+0.0471767j -0.510635-0.834111j -0.474464-1.24855j 0.0340322+0.103323j 0.422202+0.350536j 0.174245+0.162582j 0.455444+0.245051j 0.337634+0.188774j 0.20695-0.415128j 0.962964+0.110474j 1.255+0.19567j -0.0156584+0.552293j -0.107812-0.582673j 0.0995799+1.70894j 0.182321-0.76895j -1.03086-0.140088j -0.0293331-0.653501j 0.543082-0.824181j 0.495766+0.0828523j -0.0755999-0.0791673j -0.297879-0.239462j 0.0539903+0.196915j 0.379822+0.148826j -0.00660859+0.197033j -0.158851-0.0382504j 0.026365-0.197222j -0.146565+0.0760808j 0.106301+0.29046j -0.0113424+0.0647622j 0.227064-0.255102j -0.164147-0.0784509j 
0.0969452-0.286725j 0.190762+0.372182j -0.703851-0.186733j 0.208115-0.0438942j -0.276931+0.722193j -0.581836-0.962765j -1.02494-0.411203j -0.267452+0.059935j 0.888839+0.138295j 0.0949652-0.206286j -1.01097-0.55048j 0.158575+0.0177882j -0.184227+0.35509j 0.243382-0.471786j 0.150761+0.00374152j -0.382391+0.226091j 0.2149-0.383566j 0.461332+0.0650553j -0.129117+0.006496j -0.316969+0.615454j 0.473689+0.744037j 0.258642+0.190244j -0.104405+0.180547j -0.042924+0.0596867j -0.282938-0.450521j 0.537348-0.391017j 0.000477593+0.0754001j 0.0585883+1.00399j 1.16983-0.242795j 0.131892-1.34357j 0.610021+0.0908424j 0.396183+0.611663j -0.0888252+0.747358j 0.13958-0.545838j -0.815701+0.142413j -0.143759+0.22512j -0.19311+0.220646j -0.292779-0.203032j -0.276157+0.390495j -0.143667+0.221725j 0.268979+0.11664j -0.193859-0.316538j -0.292972+0.23762j 0.0966121+0.137517j 0.221339+0.049492j 0.17507-0.151903j 0.156074+0.060653j 0.217696+0.0901021j 0.132689-0.61972j 0.436036-0.54764j -0.490535-0.127237j 0.276896+0.292424j 0.566652-0.536112j -0.197514+0.119291j 0.0677904-0.74305j 0.0997205+0.24087j -0.494465+0.424849j -0.31866+0.0312959j 0.866501-0.00448035j -0.348844-0.674887j -0.161205-0.0517049j 0.327736+0.587692j -0.386838-0.432523j 0.0570742-1.12823j 1.20829-1.06149j -0.707087-0.0984894j -0.344183-1.02651j -1.42459-0.385337j 0.664175-0.119945j 0.423298+0.273027j -0.40543+0.123627j 0.173675+0.631579j 0.678471-0.565251j 0.615921-0.456314j -0.904993-0.75226j -0.139458+0.0988407j 0.437763-0.550607j 0.269361-0.379035j 0.477522+0.419386j 0.154417-1.12548j 0.569919+0.016466j -0.408953-0.939418j 0.0169482+0.567207j 0.355085-0.177527j -0.144146-0.449625j 0.227668-0.316876j -0.405177-0.0290467j -0.323871-0.0950979j -0.0518739-0.172756j -0.103644-0.44613j -0.372067+0.0795882j 0.408633+0.294711j -0.212594-0.29426j 0.281738-0.127417j -0.0921996-0.203293j 
-0.629926+0.259705j 0.389483+0.18153j -0.239065-0.530053j 0.108119+0.488594j 0.941462+0.476724j 0.665653-0.0819065j -0.517727+0.0954197j 0.0504556-1.29622j 0.448347+0.168907j -0.674632+0.0216991j -0.646406+0.238883j -0.156407+0.489512j -0.492427+0.731974j 0.264006-0.247841j -0.749228-0.150331j 0.753884+0.173427j -0.133458-0.0540823j -0.00197507+0.2621j -0.444513-0.756896j 0.60483-0.245775j 0.205661-0.719435j 0.683328+0.138133j -0.567712-0.218761j 0.00477848-0.343223j 0.496422+0.289874j 0.0382685+0.462306j -0.0899507-0.919161j -0.455046+0.483775j -0.211807-0.0469639j 0.23687-0.1015j -0.334277-0.683467j 0.869554-0.227146j 0.487138+0.367237j -0.397055+0.631958j -0.00494704+0.192958j -0.00303403-0.0636574j 0.537334-0.301383j 0.188749+0.475644j 0.646824-0.149952j -0.0808182-0.365086j -0.518425+0.18662j -0.0860364+0.37604j 0.238176-0.0277482j 0.0407921-0.829934j -0.117844+0.396815j -0.00633709+0.398919j -1.04215-0.168441j 0.327201+0.749149j -0.712316+0.168044j -0.638704-0.246063j 0.322377+1.07656j -0.0967038-1.14021j -1.02567+0.70143j 0.00389789-1.7888j -0.0420675+0.6881j -0.382654-0.218849j 0.173149+0.104597j -0.0794674+0.441448j -0.456901-0.320137j 0.00703117+2.19827j 0.0511821-0.101775j -0.408818-0.00741992j 0.470046+0.171656j 1.14032+2.18071j 0.124399-0.130945j -0.243086+0.387702j 0.49715+0.221864j -0.0703122-0.286246j 0.0436017-0.717424j 0.958216-1.57159j 0.427182+0.208173j 0.133622-0.138601j -0.197766+1.98448j -0.113183-0.410708j 0.112721+0.227162j 0.241744-0.471027j -0.372046+0.615776j 0.737031-0.77986j -0.170254+0.834479j 0.699889+1.43442j 0.736954-0.634582j -0.21736+1.41165j -0.21251-0.0245777j -0.515633-0.127278j -0.668168+0.596442j -0.54174-0.454596j -0.00387022-0.0949095j 0.208055+0.084554j 0.0821302-0.28317j 0.0252538+0.58994j 0.347018-0.126779j -0.350948-0.370101j 0.222341+0.240381j -0.451993-0.0239624j 0.0775269+0.326981j 
-0.239238-0.0551874j 0.784788-0.263059j -0.427131-0.274912j -0.898993+0.406867j -0.0129262+0.138825j 0.228713+0.0221648j -0.154407-0.555013j -0.0798261-0.0403261j -0.140271-0.47428j -0.339994+0.122375j -0.116606+0.139902j 0.810163+0.405647j -0.388218+0.224822j 0.757619+0.401086j -0.201276+0.0450561j 0.0514931+0.233238j -0.500867+0.780186j 0.881248-0.278054j 0.507786-0.531439j -0.678004-0.0696914j 0.480538-0.308833j -0.117504+0.510728j 1.05367-0.093005j 0.10836+0.694718j 0.0364302+0.115996j 0.132717+0.774223j -0.0539244+0.815239j -0.121371+0.0436079j 0.564822+0.577155j -0.629629+0.325706j -0.802268-0.263394j -0.419529-0.461852j -0.740853+0.298933j 0.48038+0.471083j -0.798927-0.357016j -0.352682-0.532965j 0.186098-0.0888173j 0.0897652+0.0533498j -0.00138315-0.133883j 0.617028-0.0450135j 0.109935-0.762055j -0.206719+0.214929j 0.393507-0.0271189j 0.52359+0.526267j 0.461824+0.568092j 0.112899+0.479229j -0.00898494+0.729623j -0.576378-0.460739j -0.0136244-0.188332j 0.128783+0.207939j 0.167311-0.0280928j 0.592135+0.460503j 1.00596-0.113089j -0.480165+0.704481j -0.340729-0.262268j 0.866702-0.756274j -0.342416+0.375429j 0.2021+0.417077j -0.265885+0.703922j 0.0861132-1.47376j 1.28539+0.218755j -0.165824-0.227162j -0.120437-0.165691j -0.580116-1.47954j -0.295562+0.182123j -0.0200676-0.346661j -0.0477274-0.254541j 0.236907+0.346431j -0.154817+0.417508j -0.44224+1.20223j 0.414342-0.0737289j -1.20976+0.0974239j 0.0122051-1.43202j 0.343782-0.295505j -0.4043-0.428018j 0.148657+0.710177j 0.567538+0.29684j -0.0243947+0.368493j 0.352896-0.26208j -1.01139-0.498687j -0.0312916+0.220125j 0.317215-0.343053j 0.466454-0.358968j -0.121709-0.538801j 0.24617-0.483192j -0.179117+0.0408152j 0.270314-0.551351j -0.251728+0.321978j 0.0737323+0.213531j 0.508854-0.485612j 0.0316384-0.308763j -0.137098+0.648265j 0.295442-0.03487j 0.161309-0.178655j -0.0714566-0.066362j 
-0.125252+0.0788797j -0.156924-0.363011j -0.117723+0.352771j 0.375474-0.0518304j -0.791017+0.442394j 0.379528-0.214082j 0.810359+0.00256616j -0.103294+0.0689416j -0.94961+0.387789j -0.512405+0.872152j -0.0798186-1.08794j 0.233476-0.129692j 0.699169-0.112948j -0.107658+0.306222j -0.193162-0.319258j 0.280814+0.216809j 0.343828+0.13067j -0.603347-0.299972j -0.379662-0.576039j -0.298939+0.984988j 0.702645+0.15393j -0.189974+0.577212j -0.710362+0.416759j 0.971524+0.993556j 0.394158-1.00672j 0.438335+0.0155825j 0.169887-0.15172j -0.0157588+0.639819j 0.0688719+0.0870608j -0.106597-0.171175j 0.489802-0.723913j -0.188836+0.173993j 0.315421+0.756089j 0.141214-0.123128j 0.356724-0.163866j -0.147059-0.217023j 0.298425+0.0540064j 0.00675219+0.281246j 0.355999+0.0226003j -0.1072-0.420463j -0.606223+0.128522j 0.189705+0.149871j 0.036422-0.169562j 0.0728924-0.755795j -0.211105+0.172936j 0.458521+0.143924j -0.293968-0.5227j -0.60284+0.461222j -0.180922-0.68231j 0.409806+0.590074j -0.664014+0.673694j 0.813908-0.168062j -0.0747221+1.48451j 0.547836-0.561325j 0.673919-0.252511j -0.408098-0.584275j 0.868871-0.810254j -0.806895-0.33339j -0.044951+0.172946j 0.945002+0.704247j 0.32873-0.458864j -0.280221-0.0317263j 0.168964+0.386057j -0.456349-0.0375846j -1.74963+0.640451j 0.18956+1.05996j 0.0669515+0.359919j 1.38227+0.889817j -0.295591-0.162509j 0.17413-0.883189j 0.44396-0.342016j 0.0321017-0.0249228j -0.265997+0.722282j 0.557918+0.111798j 0.243767+0.551446j 0.523762-0.299817j -0.19516+0.149089j 0.137777+0.172129j 0.0819023+0.462578j 0.585117+0.355245j 0.680926+0.341516j -0.335295+0.543379j 0.0814937-0.0827956j -0.196729+0.243611j 0.0364233+0.00114067j -0.271207-0.38045j -0.174365+0.0445744j 0.227698+0.0157288j 0.158974+0.0713558j -0.0404314+0.27637j 0.14613-0.197087j -0.123909-0.121926j 0.125361+0.152826j -0.170488-0.238401j -0.0965258+0.18868j 
-0.177108-0.0755737j 0.295211+0.0816605j -0.345302-0.31318j -0.366003-0.674598j 0.560753-0.508146j 0.469809-0.532319j 1.00191+1.07609j 0.36601-0.252096j 0.372561+0.137085j -0.8561+0.351229j 0.0365561-0.150759j -0.460737+0.0532771j -0.127507+0.172609j 0.0704268-0.192503j -0.101937-0.149181j 0.0717119+0.182148j -0.0879688-0.0660331j 0.24149+0.221193j 0.230552+0.351284j 0.165595-0.497854j 0.027762+0.384188j -1.16255+0.600184j 0.937311-0.68938j 0.225799-0.0223122j 0.674976-0.396325j -0.0215446-1.47755j 0.382948+1.02996j -0.473301-0.942628j 0.32853+0.215739j -0.000827703+0.64058j 0.725439-0.218102j 0.0501713+0.108281j 0.0301673+0.0516557j -0.423658+0.227435j -0.0799202+0.0846376j 0.0479237+0.0494863j 0.0769239+0.0145878j -0.138142+0.144624j 0.161131+0.156607j -0.00403649-0.112562j -0.0797297+0.0998333j -0.0785445+0.0946919j 0.0274891+0.0844992j -0.138613+0.0424423j -0.0303034-0.182464j -0.280328+0.102701j 0.313008-0.0297328j -0.405816+0.213978j 0.0196102+0.080455j -0.135236+0.757935j -0.101629+0.135625j -0.874921-0.13781j -0.692467-0.928207j 0.628332-1.66631j 0.200247+0.282486j -0.41026-0.634094j -1.65147+0.32607j -0.703349-0.274101j 0.46442-0.916959j 0.579332+0.956751j 0.201175-0.0821252j 0.64561+0.137386j -0.0354985-0.303144j -0.0415757-0.109253j -0.336125+0.369148j -0.577576+0.895688j -0.527238+0.850429j 0.608358-0.160237j -0.132467-0.40106j -0.174215-0.876405j -0.817677+0.230167j -0.635562+0.540945j -0.0449677+0.59256j -1.03209+0.582355j 0.419268-0.326736j -0.439092-0.518278j 0.503029+0.458528j -0.122589-0.553058j -0.930823+0.000396848j -0.109564+0.0950277j 0.190771+0.0530881j -0.150432+0.596928j -0.211357+0.431233j -0.615567-0.177329j -0.218034+0.230621j -0.0337771-0.267661j 0.0763908+0.165564j 0.144884+0.25456j -0.0257587-0.357729j -0.0467539+0.237493j -0.0303931+0.0530034j -0.118261-0.178913j -0.0489986+0.0773823j -0.110086-0.0037464j 0.00180559+0.0921776j 
-0.116107-0.0375085j 0.0931492-0.567643j 0.414106+0.208775j -0.69872-0.477471j -0.422715-0.162668j 0.364978+0.667285j -0.216902-0.210424j -0.737841-0.549066j -0.240079+0.333458j 0.079335-0.00861054j -0.631722+0.46445j -0.170576+0.314226j 0.134538-0.409956j -0.371762+0.499285j -0.0821329-0.403679j 0.357172+0.234388j -0.0465931+0.00286113j -1.17622+0.212869j 0.419991+0.0532417j 0.28321-0.343913j -0.111827-0.944498j -0.393903-0.0753661j 0.898943+0.816748j 0.300088+0.432375j -1.0517-0.361187j 0.673174-0.216548j -0.695627+0.844505j -0.596408-0.382354j -0.540424-0.20487j 0.107088+0.0951322j 0.376168+0.0260149j 0.0447913+0.165359j 0.346437-0.218985j -0.0344734+0.235377j 0.00368077-0.151761j -0.125168-0.411929j 0.306704+0.138013j 0.0298944+0.246685j 0.393469+0.0110102j 0.0553953-0.141889j -0.323461-0.00990626j 0.654723+0.344552j 0.242885-0.776191j -0.729023-0.116966j -0.293532-0.0651692j -0.321216-0.669965j -0.204014-0.35902j 0.0650219-0.0842738j -0.636834+0.125072j -0.139791-0.0891604j 0.178138+0.526963j 0.0325024-1.26153j 0.507568-0.186895j -0.673535-0.194804j -0.694808-0.0155302j -0.237252-0.281573j 0.171941-0.0361865j 0.178461+0.800039j -0.420527-0.449306j -0.328536-0.0106456j 0.0698212-0.309845j -0.018205-0.478331j 0.278695-0.168557j -0.109545+0.801959j 0.848654-0.966938j -0.110128-0.0205055j -0.591798-0.697743j -1.28481-0.0940893j 0.213791-0.246782j 0.311539-1.14924j 0.340253-0.508659j -0.075809-0.553196j 0.247779+0.4632j 0.280661+0.703164j 0.202958-0.285279j 0.387499-0.0192038j -0.402345+0.288902j 0.0105913+0.230249j -0.443527+0.46455j 0.197919+0.568015j 0.286737+0.353502j 0.266064+0.0423408j -0.0501893+0.126031j 0.030998+0.152408j 0.0496161-0.114092j 0.206788-0.159166j 0.242392-0.199974j 0.0340336-0.0190781j -0.156835-0.00925298j 0.160794+0.277118j 0.169772-0.1331j -0.159544+0.0589505j 0.173732+0.172629j -0.125952-0.354253j -0.168987+0.173883j 
-0.0250087+0.91795j -0.0861496-0.550383j -0.250785+0.134614j 0.465784+0.383011j -0.359016+0.0792103j 0.0433844+0.0749332j 0.2543-0.280226j -0.336402+0.574119j 0.161846+0.289961j 0.156581-0.128071j -0.25161-0.00936315j -0.120834+0.163828j 0.394717+0.658028j -0.150992+0.225316j -0.193087+0.532476j 0.454291-0.888977j -0.0866239+0.392266j 0.69094-0.320132j -0.23408-0.248274j 0.208752-0.493191j 0.277423+0.0422171j -0.0420816+0.489469j 0.804923+1.3088j 0.184023-0.221467j -0.143976+0.396566j 0.537493+0.815921j 0.17625-0.281349j -0.830227-0.189236j -0.0427713+0.396009j -0.486672+0.281853j -0.265226+0.642427j 0.744013+0.0167981j -0.0955423+0.690315j -0.281502+0.0853462j 0.3145+0.624717j -0.169378-0.344012j -0.256083-0.341929j 0.507196-0.0687621j 0.00500726-0.75314j 0.202139-0.108259j -0.140691-0.232682j -0.524668-0.352471j -0.253108+0.586768j -0.0385921+0.465515j -0.450741-0.174547j -0.101004-0.201513j -0.05209-0.39602j -0.145439-0.821601j -0.531378+0.256657j -0.143854+0.0866551j 0.391945+0.455778j 0.0105133+0.936131j 0.0745155-0.506686j 0.504805+0.0362731j -0.382463-0.497311j -1.10624+0.86317j -0.964743-0.0432194j 0.0682174+0.0334972j 0.994425-0.763975j -0.666361+0.19196j -1.50693-0.618597j 1.1029+0.275116j -0.737554-0.30408j 0.93961-1.0898j 0.0423298-0.0869397j -0.343788-0.580969j 0.337746-0.752293j -0.0845121+0.236164j -0.153198+1.03661j 0.131877+1.02157j 0.0404451+0.140902j 0.151621-0.159057j -0.421346-0.73821j 0.0681002+0.34667j -0.263607-0.766493j -0.247205+0.519494j -0.088972-0.284432j 0.027768+0.177984j -0.250458-0.00365519j 0.0468709-0.46812j -0.303191-0.479794j 0.274777-0.765685j -0.310821-0.196031j -0.469435-0.214926j -0.0409887-0.158226j -0.0600606+0.569772j -0.505133+0.140068j -0.0355551+0.409094j -0.43658+0.508026j -0.454199-0.189453j 0.343914+0.130784j 0.110482+0.321352j 0.077411-0.0814966j 0.0970405+0.138086j 0.0735014-0.0825917j 
-0.0671693-0.36212j -0.507799-0.0616742j -0.200544+0.696418j -0.597503+0.610857j 0.137725+0.169144j -0.617347-0.584033j 0.333321+0.50541j -0.958638-0.132821j -0.744228-0.340852j -0.208257-0.244614j 0.508158-0.0401301j -0.232659-0.622862j -0.0725362-0.0212612j 0.190417-0.140392j -0.00884954-0.123476j 0.00892207+0.357124j 0.478404-0.0565088j -0.110852-0.600949j 0.243637-0.495524j -0.0723888+0.413731j 0.750452-0.0222945j -1.45245-0.827027j 0.0756108+0.423735j -0.404567+0.404656j -0.687572+0.395199j 0.277503-0.151263j -0.563649-1.31247j 0.270964+0.57125j -0.0972955+0.477377j -0.751461-0.0635598j 0.56354-0.121586j -0.114679-0.103063j -0.269793+0.0221941j -0.363515-0.18367j 0.043216-0.0253655j -0.014001+0.133933j 0.0514843+0.0438691j -0.160635+0.108892j 0.0641947+0.297706j -0.0342517-0.223951j -0.399632+0.0397896j -0.107015+0.244741j 0.198598+0.191412j 0.259801-0.615097j -0.295245-0.315844j 0.163279+0.631438j 0.255544-0.102453j -0.328133-0.536466j -0.0785342+0.169549j -1.1513+0.98735j -0.123227+0.162978j -0.0371619-1.09607j -0.345833-0.334952j -0.602636-1.54052j 0.0542952+0.443219j 0.195858-0.0097401j -0.620484+0.756218j -0.254506+0.387889j -0.241472-0.344778j -0.981637+0.147278j 0.0320646+0.396544j -0.108944+0.117651j 0.144514-1.03503j 0.116486+1.55609j 0.486524-0.203087j -0.260529+0.798114j -0.598865+0.0714957j -0.246449-0.518029j -0.958841+0.42707j -0.0425868-1.41732j 0.0914821+0.166364j -0.628162+0.0557022j -1.03369+0.831734j -0.0448498-0.198538j 0.387701+0.386725j -0.0168053-0.283511j 0.236496+0.677803j 0.260613-0.333896j -0.132819+0.176002j 0.393151+0.0181867j 0.185779+0.1912j -0.42049+0.845634j -0.296204+0.293376j -0.476252-0.383628j -0.138035+0.372845j -0.0842548-0.372115j -0.0140926+0.0434599j 0.0166037+0.24688j 0.143186-0.346219j 0.00429174+0.216709j -0.102052+0.0111756j -0.0663267-0.283385j -0.0737531+0.0314783j -0.117014-0.0320474j -0.0106037+0.080523j 
