-0.017067+0.035507j -0.0337267-0.086864j -0.0174537-0.0652903j -0.0110618+0.0291555j 0.00048948+0.0165089j 0.00184833-0.0615457j 0.00117275-0.0210631j 0.00581399-0.0335244j -0.00439592-0.0218689j -0.0165155-0.00731254j -0.00508623+0.0194748j -0.0109054-0.0401669j -0.0389838+0.0498275j 0.09659-0.16583j -0.112405+0.0741552j 0.00623225-0.0505874j 0.0159756-0.00509112j -0.0203221-0.0255249j 0.0263375-0.0286856j 0.0136108+0.020498j 0.0125613+0.0162899j 0.0260287-0.0252076j -0.0241102+0.0168009j -0.00969511-0.00466743j -0.0124139+0.0097558j -0.0136367+0.0470043j -0.00205463+0.00963396j 0.00148365-0.0114802j 0.0292523-0.0125813j 0.00831179-0.0201995j 0.00101319+0.00987946j -0.00409464+0.0150093j -0.0102942+0.0304717j 0.015894-0.0273451j -0.0255469+0.0526794j -0.187412+0.11826j -0.0945673+0.143646j -0.017629+0.0345633j -0.0137423+0.0468434j 0.0119815-0.02589j 0.00151333-0.0191034j 0.0069611-0.00595136j 0.0110747-0.0256503j -0.0121073+0.0190689j 0.00150274-0.00626571j 0.0184409-0.029053j -0.00413806-0.00275912j -0.00772982+0.000871148j 0.00306604-0.00247038j 0.000807652-0.00196969j -0.0121963+0.0127459j 0.00296947-0.005981j -0.00597993+0.00312743j 0.00830185-0.00101571j 0.0136104-0.0154464j -0.00840517+0.00657792j -0.0029518+0.000301716j 0.000791616-0.00150753j 0.00902673-0.00407994j 0.00137777-0.00246189j -0.00407712-0.00115554j 0.00757911-0.00730838j 0.0058293-0.00477825j 0.00242832-0.000555551j 0.0038996-0.00114402j -0.00289826+0.00520814j -0.00250858+0.00332536j -0.0019117-0.00177077j -0.00359951-0.00179827j 0.00157955-0.00201082j 0.0120728-0.00655655j -0.00180689-0.0023549j 0.00659719-0.00797861j -0.00434857-0.000790457j 0.0065495-0.000992712j -0.00557695+0.00935314j 0.000747127+0.00252743j -0.0028949+0.0103957j 0.00254825-0.000492398j 0.00790437-0.00212073j -0.00253894-0.0032156j -0.0124966+0.0115647j -0.0168045-0.000484501j 0.0027498-0.00502651j 0.0247491-0.00278418j 0.0100136+0.0286503j 0.00539772+5.21834e-05j 0.00983476-0.0237368j -0.00117182+0.0147139j 0.00529971+0.0116967j 0.00974064-0.00774382j -0.0132193+0.0236225j -0.0280079+0.031162j -0.0635008+0.112691j -0.0927814+0.0484444j 
-0.00694406-0.0514883j -0.0192616-0.214258j 0.0307169-0.0427944j -0.00384773-0.0670844j 0.00935458-0.0016199j 0.0536083-0.0317838j -0.0126569+0.014355j -0.088945+0.0671232j -0.0850779-0.103779j 0.0728269-0.139155j -0.209171-0.121102j 0.0854086+0.000444452j 0.133353+0.0166386j 0.21238-0.00364141j 0.021649+0.0446921j 0.00989599-0.0474078j 0.0318192-0.0721955j -0.0095932+0.0107061j -0.0109389-0.00451673j -0.0122178+0.00743494j 0.00625424+0.00687496j -0.0155342-0.000824248j 0.0125756-0.0135432j 0.00289078-0.0195191j 0.00546457+0.0166143j -0.0141835+0.0127781j 0.0165247+0.0134596j 0.00932334-0.0172581j -0.00468357+0.0114042j -0.0153658-0.0223402j -0.0216333+0.0314249j -0.00954255+0.0285482j -0.0237752+0.0197146j 0.000796885-0.013566j -0.0048702-0.0219077j 0.0309285-0.0138883j -0.00334509+0.0241977j 0.0143613+0.00343601j -0.00245395+0.0242207j 0.00389514-0.025213j 0.00146858-0.00368178j -0.00102951+0.00241575j 0.000270098+0.00357474j -0.00610339+0.00601923j -0.00647634+0.00358233j -0.000718756-0.00813636j 8.02836e-05-0.00471405j 0.00157464+0.00432459j -0.0058691+0.00476103j 0.0032197-0.00302411j 0.00762341-0.00933019j -0.007679+0.0040703j -0.00829995+0.00315404j -0.000824757-0.000497186j -0.00393203-0.00469801j -0.00627836-0.00649662j 0.00357141-0.00029621j -0.00498853-0.000670264j 0.00490461-0.000725623j 0.00636154-0.00570202j 0.00445011-0.0046237j 0.00561903+0.0069057j -0.0083232+0.0127025j -0.00957603-0.000121303j 0.000985213+0.005017j 0.00515095+0.00414673j 0.00155935+0.00888718j -0.00133273+1.79028e-05j 0.0154346-0.00266481j 0.0026309+0.0114575j 0.00584572-0.0133584j -0.00629221+0.00686586j 0.00425869-0.00742211j -0.0145514-0.00252013j 0.0048687-0.0018002j 0.0132204-0.0019779j 0.00223831+0.00243639j -0.00310857-0.00214661j -0.00575209+0.00665263j -0.0048863+0.00442016j -0.00423556+0.0112309j 0.0151635+0.00985104j 0.00392833-0.00135349j -0.00381471+0.00136194j -0.00193935+0.0257031j 0.00197285+0.00329437j 0.00299598-6.80631e-05j -0.00437115-0.00805435j -0.00778622+0.00464526j -0.00680076+0.0136631j 0.0193251-0.00416575j -0.0079119+0.010103j 0.000321092+0.016581j -0.0146809+0.022454j 0.00248104-0.00378035j 
-0.0531675-0.0137709j 0.00325928+0.0740123j -0.0176978+0.0750384j 0.0106767-0.0223811j -0.053791+0.00961412j -0.0186482-0.000965203j -0.00796027-0.0502671j 0.00214362-0.00246941j -0.209524+0.153569j 0.0479061+0.0503123j -0.183809-0.146025j 0.0825492-0.293532j 0.0791714+0.121108j 0.18144-0.00982209j -0.0988238+0.256894j -0.0224359-0.0100681j 0.01589+0.0239618j -0.0102852-0.0170879j -0.00675769-0.0041576j -0.0027802-0.00309402j 0.00581083-0.00761071j -0.00550532+0.0072669j -0.0015736-0.00123165j 0.00318905-0.00637923j -0.00204318-0.000301689j 0.00234895-0.000605982j 0.0147184-0.0147448j -0.0239049-0.0292844j 0.0125241-0.00695716j -0.0159863+0.0350726j -0.0367406+0.0256019j -0.00131266+0.000701392j 0.0187022+0.0405336j -0.0182753-0.0184847j 0.00875436-0.0127889j -0.0126392+0.0289395j -0.0280739-0.0118979j 0.00195302+0.0067403j -0.00114982-0.00768259j 0.00184326+0.00537614j -0.00405353-0.00556043j 0.00385766-0.00185513j -0.00324908+0.00153324j -0.0013185-0.00302812j -0.00221471-0.00166022j 0.000878466+0.00228217j -0.0053208+0.00293995j 0.000254544+0.00177127j 0.00358139-0.00441466j -0.000521393-0.00277504j -0.0060327+0.00531884j 0.00281882+0.00035248j 0.00356602-0.0006325j -0.00136924-0.00333318j 0.000822258+0.000486211j 0.00348969+0.00824345j -0.0036074-0.00103384j 0.000566722+0.00763733j -0.00221011+0.000799271j -0.00370736-0.000260629j -0.000370672+7.13744e-05j 0.00233248-0.00549473j -0.000464946-0.00607521j -0.000119886+0.00708901j 0.0100282+0.000478167j 0.00220331+0.00404928j 0.00125571-0.0138619j 0.0221793+0.00565012j 0.0107159-0.00293731j -0.0156821-0.00832632j -0.00549468-0.0071214j -0.00402195+0.0123108j 0.00887378+0.00304004j -0.0132588+0.00310307j -0.000724393+0.00637778j 0.00178962+0.00604527j 0.0147283+0.0183181j 0.00308635-0.00404374j 0.00559344+0.0169896j 0.020635-0.00520585j 0.0177311+0.000778561j 0.00496671+0.0133566j 0.00937703-0.00745247j -0.00162782-0.00316242j -0.00501879-0.000613514j -0.00829115+0.0132346j 0.00152505-0.000996814j -0.0101082-0.000206446j -0.00107687-0.00367684j 0.00319742+0.00243341j 0.00237701+0.00402467j -0.00443738-0.00561737j -0.00266673+0.00967113j -0.00442419-0.00896492j -0.00373379+0.0186942j 
-0.0306994-0.123306j 0.0344463-0.0406731j -0.0258507-0.184563j 0.0348518+0.170382j -0.0818021+0.0567336j -0.154393+0.0627532j 0.0777125+0.13008j 0.083953-0.126492j 0.0188504-0.0433678j 0.055587-0.106159j -0.136501-0.139318j 0.348007+0.0775834j -0.070631+0.244531j -0.150623+0.00296936j 0.156471-0.154762j -0.0131296-0.0475329j -0.00395627-0.0146622j 0.0260327+0.043716j 0.0124125+0.0065116j -0.0138365-0.00844744j -0.00929425+0.00983378j 0.0246094-0.00462923j 0.00930884+0.0248185j -0.00925167+0.000842253j 0.00185422-0.0132413j -0.00249159-0.0195327j 0.00822504+0.00598169j 0.00899621-0.0111994j 0.0397337+0.0013055j -0.0134105-0.00646493j 0.0122169+0.0235194j -0.00195701+0.00206385j 0.0171612+0.0177687j 0.0230019+0.008165j 0.0152034+0.0257122j 0.0081907-0.0033674j 0.00526551+0.0290222j -0.00406652+0.0122246j -0.00564425+0.0060363j 0.00283487-0.00616075j -0.00434625-0.00926694j -0.00123912+0.0131019j 0.00338334-0.0104214j 0.0077581-0.00569936j 0.00212173+0.000593408j 0.00218377-0.000764924j 0.00394488+0.00669373j -0.00030379-0.00924175j 0.0024967+0.00106909j 0.00418708-0.000135518j -0.0116114-0.000811836j 0.00747223-0.00179591j 0.00810255-0.00181095j -0.00645568+0.00171021j -0.00484632-0.00200116j -0.0120288-0.00144822j -0.00118149-0.000515072j 0.0011082+0.000385232j 0.00941197-0.000634769j 0.00790657+0.00121188j -0.00982258-0.0042756j -0.00371777-0.0043129j 0.00539535+0.00100249j -0.0137528-0.00715855j -0.00175452+0.00222892j 0.00748674+0.0108047j 0.00436803+0.011783j -0.000539782+0.00874976j 0.00630638-0.0108584j 0.00999255-0.00688189j 0.00675259-0.0124745j 0.00257074-0.00557634j 0.00830811+0.000361807j -0.00941311+0.00199532j -0.00506474-0.00672867j 0.000513268-0.00981074j -0.0148594+0.00182947j 0.000572839+0.00186437j 0.0214018+0.00386103j -0.0078176-0.0150483j 0.0204312-0.0213579j 0.0261747-0.00872937j 0.00351173-0.0227433j -0.00423111+0.0155734j -0.0100437-0.00956958j 0.00656297-0.00178427j -0.00727397+0.00362702j -0.00901194+0.00890978j -0.00144476-0.0017989j -0.00323052+0.00353773j -0.00582997-0.00110738j 0.000439069-0.0091415j -0.00880138-0.00545434j -0.0019247+0.021051j 0.00611103+0.00187973j 
0.0606625-0.129181j -0.00496527+0.0728539j 0.0688608-0.0710355j 0.0290779-0.0279598j 0.0632627-0.149594j -0.0811092+0.0206304j -0.113779-0.212061j -0.108697+0.0507356j -0.0487231+0.0996631j -0.0146536+0.0249182j -0.0597003-0.108128j 0.0472648-0.121088j -0.220258+0.0957533j 0.168119-0.137761j 0.173724+0.0952638j 0.0228621-0.0554258j -0.00518361+0.0388981j -0.0264703+0.023219j -0.010293-0.0145495j -0.0186111-0.011888j -0.0248215+0.0317207j -0.0125135-0.0313636j -0.0101915+0.00790624j -0.00859142+0.0120299j -0.00454183+0.00204513j 0.0191315+0.0166532j 0.000974498-0.00794621j -0.0359953+0.00314785j -0.0283739+0.00502787j 0.0153744+0.0276765j -0.031284-0.010839j -0.0181914+0.0174247j -0.0120135-0.0216465j -0.0246135+0.0330863j -0.0214391-0.0115595j 0.00645412+0.00960241j -0.00272342+0.00778989j -0.0123529+0.0127364j -0.000871442-0.00384647j 0.00230822+0.00807738j 0.000936754-0.0170717j -0.00298826+0.0100407j -6.4668e-05-0.00210213j 0.00276822-0.00227339j 0.000387321-0.00149716j 0.00226326-0.00085231j -0.00454229+0.0114903j 0.00301559-0.0100233j 0.0011637-0.000464927j 0.00516708-0.000363397j 0.00394463-6.53138e-05j 0.000955079-0.00714049j 0.00451083-0.0102722j 0.00932572-0.00723056j -0.00700652-0.0024857j -0.010153-0.00138557j -0.00523834-0.00433967j -0.0115601+0.00227138j -0.00588621-0.0116315j -0.00204138-0.008222j 0.00564423-0.00184554j 0.00126352-0.0113671j 0.00168854+0.00783558j -0.00315607+0.00621601j -0.00628117-0.00129719j -0.00640016-0.00689867j -0.00473283-0.000982907j -0.00892958+0.0126024j -0.0082061+4.27745e-05j -0.00112439-0.0244181j 0.00957061-0.00166598j -0.00392271-0.00426406j -0.00107278+0.0029882j 0.0165931-0.000734915j 0.00330659-0.00501732j 0.00564526-0.00743222j -0.00446661+0.00372535j -0.00427175+0.0114299j -0.000602499+0.00684692j 0.00232381+0.00953959j -0.0239978+0.00716573j -0.00207666-0.0011998j -0.0173312-0.00280758j -0.0037733+0.00508351j -0.00311778+0.00808101j 0.0142097+0.00809265j 0.00681724+0.00392053j 0.00828273-0.004258j 0.0030698+0.00139938j 0.00220207+0.013424j 0.0083845-0.00283127j -0.00288638-0.00535567j 0.00485173+0.000525102j -0.0110387+0.00399088j -0.00318388+0.0193242j 
0.0256955-0.0824678j 0.0362748+0.034575j 0.0149041+0.00328594j 0.0120866-0.136206j 0.192809+0.132678j -0.1413-0.190995j 0.164217-0.0666321j 0.0651118+0.1238j 0.085308+0.158187j -0.0685603+0.0633272j -0.237072-0.239792j 0.0624937+0.0949965j -0.0226571-0.147986j 0.12367-0.208742j 0.297291+0.0468024j -0.0188663-0.0240866j -0.00649712+0.0125811j 0.0280137-0.00372761j 0.0112395-0.00519213j -0.00179545+0.00133648j -0.00484226-0.0092171j 0.0188988-0.0264564j -0.0179932-0.0127182j -0.0157631-0.00726004j 0.00632822-0.0078369j 0.0304857-0.0020739j -0.00890375-0.0182311j -0.00768515-0.0250833j 0.0255914-0.00239601j -0.0135337+0.0300322j -0.0169006-0.0280846j 0.0238241-0.00817155j -0.0239468+0.0127693j 0.00890681+0.00355845j 0.00659995+0.0289735j 0.0138659+0.00255927j -0.00221026+0.014151j -0.00628473+0.00810721j -0.000495692-0.0057764j 0.00540875+0.00391446j 0.00293635-0.00841683j 0.00131877-0.000882906j 0.00999292-0.000552464j -0.000828932+0.00497526j 0.00281306-0.00276374j -2.24046e-05-0.00944482j 0.00321989-0.00980076j -0.00256103+0.00193212j 0.00508326-0.000684162j -0.00145521-0.00341925j -0.00316408+0.00757717j 0.00235444+0.00394321j 6.62042e-05+0.00144206j 0.00340883+0.00709234j 0.00547388-0.00989221j 2.68502e-05-0.00280923j -0.00190039-0.00497135j 0.00137011-0.00712837j 0.000886102-0.00672566j -0.000167879-0.00345056j -0.00673558+0.00598393j -0.00878887+0.000692183j 0.00052763+0.00584724j -0.00730024+0.00467261j 0.011534-0.0119257j 0.00133221-0.00231214j 0.00865777-0.00249643j 0.0163001-0.00763971j 0.0123662+0.00507131j 0.000537342-0.000256439j 0.00765977+0.00597889j -0.00617488-0.00446085j 0.0085361+0.000868206j -0.00660504-0.00780352j -0.00454789+0.00549461j 0.00140975+0.0136187j -0.0159807+0.00426723j -0.00673474-0.0115446j -0.0108255-0.0201765j -0.0063126-0.000878616j -0.00934768-0.00536504j 6.31229e-05-0.0089295j 0.00681911+0.0102881j -0.00964763-0.00117374j 0.011454-0.0060588j 0.0030245-0.0144667j -0.000420983+0.00542835j 0.0022238+0.00068452j 0.00420623+0.00652989j -0.00531641+0.00931525j 0.00808075-8.81192e-06j 0.000449565-0.000546142j 0.00653594-0.00750652j -0.00878329+0.00799517j 0.0024767+0.0126893j 
-0.0960202-0.0537186j -0.0818041-0.0734511j 0.0382948-0.0213203j 0.000192526-0.0387296j 0.0340304+0.000143051j -0.0655351-0.192639j -0.0377095+0.0588282j -0.095897-0.130567j 0.259843-0.193215j 0.114331-0.0107873j 0.10463-0.0732191j -0.0555476+0.0834914j -0.11988-0.0812712j -0.0676802-0.169767j 0.111986-0.0101919j -0.0374515-0.0272032j -0.0189691-0.0284765j -0.0206296+0.00395621j -0.013566-0.0111734j -0.00565377-0.0224346j -0.0167308-0.0148597j -0.00458839+0.0167381j 0.00717598-0.0190397j -0.00755796+0.0150555j 0.011503+0.00466257j 0.0347539+0.00470885j -0.00936678+0.0285821j 0.025812-0.0134302j -0.00546977+0.006895j -0.0222961-0.0429356j 0.0194753-0.0155219j -0.00872868-0.0203949j -0.00147811+0.00114429j -0.0162979-0.00855161j 0.00379039-0.0194572j 0.0128014+0.0115462j -0.0179508+0.0153389j 0.00564403+0.00606087j 0.00697207+0.0131445j -0.00562772-0.0102788j -0.0104794-0.00533548j 0.00122029+0.000330987j -0.000806265-0.00696738j 0.00479312+0.00443708j -0.00437719+0.00464748j -0.00783504-0.00154396j -0.0133358+0.00727461j 0.00101788-0.00411154j 0.00682849+0.000341032j 0.00323492+0.000951088j -0.00455667-0.00409957j 0.00406165+0.00107636j 0.0100592+0.0112982j 0.00136555-0.00661642j -0.00274614+0.000366133j 0.00543586+0.00158608j -0.00668921+0.0132475j 0.000597978+0.000651003j -0.00169945+0.00269921j 0.00316274-0.00374721j -0.0130651+0.000966603j 0.00061169+0.0169952j -0.00775334+0.0130505j -0.00689852-0.0103905j 0.0122271+0.0163719j 0.00963016-0.00166958j 0.0133723+0.0179045j 0.0154282+0.0264921j 0.00345628+0.01195j -0.0100895-0.00615576j -0.0176499-0.002217j -0.00518593-0.00161133j 0.00592257-0.00680656j -0.00100724-0.015908j -0.0084503-0.00404056j -0.0079335-0.00162505j -0.00615938+0.0165562j 0.00724137+0.00250091j 0.00331485-0.00088978j -0.00275739+0.0133863j -0.00638875+0.00402816j 0.00262505-0.00542919j -0.00109734+0.00508575j -0.002845+0.00101647j -0.00391472+0.00609553j -0.00473339+0.00627574j -0.00191168+0.00300373j 0.00306839-0.0105054j 0.00510396+0.00339262j 0.0118221-0.00211318j -0.00224964-0.00656655j -0.00327807+0.00864041j 0.00431199+0.00995415j 0.00126183+0.0168087j 0.00466719+0.00331839j 
0.0301132-0.0322249j 0.0331354+0.0508575j 0.0793714+0.0272808j -0.102726-0.0592163j -0.167523+0.103693j -0.0790238+0.0337877j -0.241806-0.254832j 0.160003+0.129156j 0.0761601-0.0377951j 0.136249+0.146925j -0.257104-0.117507j -0.0567456+0.0775092j -0.195818+0.0406949j 0.0566723+0.0993434j -0.182063+0.0679222j 0.0268362-0.0242162j 0.033573+0.0386738j -0.0212652-0.00936518j -0.0114413-0.000947623j -0.0213907+0.0175502j 0.0418674-0.00488851j -0.0133608-0.0334117j -0.0107131-0.00376541j -0.0330096-0.00604672j 0.0533442-0.00602916j 0.0108463-0.00656009j 0.0252408+0.0230338j -0.0313446+0.038111j 0.00626439-0.000731306j 0.0264497+0.000490686j 0.0280296+0.0238877j 0.0169453-0.0121904j 0.0045419+0.00879419j 0.00172521+0.00344574j -0.00313076+0.00245821j -0.00785625+0.0114744j -0.0157028-0.0190362j 0.00110985-0.00217032j 0.00371095-0.00448418j 0.00584236+0.00962099j 0.00714756-0.00373124j -0.00271229-0.00171712j -0.000816155+0.0040538j -0.00100361+0.00266691j 0.000241855-0.00302594j -0.00156115+0.00155347j -0.00299778-0.00130245j 0.00427678+0.00394359j 0.00089379+0.00218392j -0.00527706-0.00448552j -0.0101122+0.0025522j 0.000726634+0.0037168j -0.00354249+0.00311428j -0.00689624+0.00298851j -0.0131126+0.00264828j -0.0084312+0.00182914j -0.0136615+0.00113029j -0.00112773+0.000568827j -0.00236578-0.0114494j -0.0120671+0.00130084j -0.000308595-0.0100303j -0.0049909+0.0102144j 0.00773647+0.0069855j 0.013481-0.00211886j -0.00224092+0.00978918j -0.0049612+0.0069021j -0.00609334+0.023353j 0.00719432-0.00676252j 0.0122374-0.00534371j -0.00666248+0.0265678j -0.0169387-0.000568871j 0.0110373+0.0023512j 0.0138545-0.010349j 0.0043572+0.00424536j 0.00031553-0.00283806j -0.0010945-0.0114142j 0.00511171-0.00381715j -0.014121-0.00517701j 0.00845787-0.0163658j -0.0128168+0.0053601j -0.00578337+0.0003242j 0.00920944-0.0138975j -0.00236419+0.00422823j -0.00257513+0.00435539j 5.26525e-05-0.00137276j -0.00517724+0.00277235j -0.00346177+0.0086493j 0.00601296-0.00254558j -0.00315291+0.00252079j -0.00672872+0.00704947j 0.00886286+0.00800997j 0.000840195-0.00367274j -0.00205522-0.0029832j -0.00416362-0.0160809j -0.0103451+0.00809813j 
-0.037522-0.0751848j 0.096927+0.113423j -0.0747779+0.000906614j -0.110489+0.0470957j 0.126638-0.0272233j -0.174316+0.0302748j -0.109907-0.115292j -0.211183-0.0873078j -0.130888-0.252843j 0.0411075+0.000793667j -0.0798178+0.118294j -0.177158+0.0343504j -0.0749201+0.0780607j 0.25096-0.124168j -0.0665899+0.177284j -0.0275057-0.026578j 0.046917+0.0320236j 0.00946586+0.0126967j -0.03154+0.0074719j -0.00614644-0.0148004j -0.00240316+0.0184698j 0.00952405-0.0243458j 0.0192918+0.0136593j 0.0228064+0.00417224j -0.0198692-0.00658136j 0.00737306-0.0238567j 0.011839+0.0493023j 0.00759965-0.0271578j -0.000544523+0.0158412j -0.0179067-0.0189677j -0.0158699+0.0195842j 1.34625e-05-0.00434837j 0.0129989+0.00529405j 0.0126464-0.0111078j 0.0136102+0.00475621j -0.00606577+0.0160304j -0.0126093-0.00652962j 0.00203956+0.0073466j 0.00237506-0.0124902j 0.00612827+0.00956923j 0.0024412-0.00597318j 0.00630469-0.00129431j -0.00179741+0.0042743j -0.00139975-0.00182069j 0.00460735-0.00389293j -0.0005316-0.00140164j 0.00187611-0.00167304j 0.000857271+0.00946016j -0.00739237-6.70799e-05j -0.00785047-0.0020942j -0.00504146+0.00398963j -0.0031846+0.00445068j -0.00702605-0.00612695j -0.00481913+0.00235189j -0.00138076-0.00757469j -0.0117483+0.00644801j 0.00672028-0.0136201j -0.012738+9.6242e-05j 0.0003996-0.000128928j 0.00421604-0.0177364j 0.00469304+0.0101761j 0.0113205+0.00101863j 0.0158301-0.00632869j -0.0249648+0.0127196j -0.00940254-0.0105924j -0.00539204-0.00722691j 0.0151599+0.00843829j -0.00982103-0.0129657j 0.000964664+0.0178128j -0.00165815+0.00802274j 0.00311955-0.00341377j -0.00802995-0.00149653j -0.0174998-0.0100186j -0.0156446+0.000771211j -0.00564923-0.00923527j -0.00274202-0.00140655j 0.000913185+0.00377221j 0.00432359-0.000344693j 0.00173834-0.000905836j -0.000898345-0.000706108j 0.00466702+0.00496864j 0.000220984-0.00957582j -0.00421129-0.00305739j 0.00842596+0.00930698j 0.00342004-0.00453202j -0.00636321-0.00649529j -0.000441442+0.000216927j 0.0022104-0.000370554j 0.00382421+0.0047016j -0.000406429+0.0105449j 0.00769541+8.65961e-05j -6.92688e-05-0.00359372j -0.00138078-0.00226926j -0.00230629-0.00560177j -0.00484403+0.0226332j 
-0.0807686-0.116384j -0.0269074+0.110958j -0.0177515+0.11209j -0.0686362+0.135732j -0.0290568+0.0484328j 0.0198632-0.0277069j 0.0527063+0.0054284j -0.083588+0.0116579j -0.0519124-0.00676001j -0.0854281-0.0140868j 0.0227076+0.0659435j -0.0184749+0.0150086j -0.0298972-0.105726j -0.0403994-0.179602j -0.133688+0.154959j -0.0382976-0.0277502j -0.0236941+0.0371273j -0.00470886-0.012j -0.011739+0.0279573j 0.00262971+0.0037011j 0.0190559+0.013741j 0.0311719+0.00106701j -0.0286495+0.0134041j 0.00159171+0.0148416j -0.0244984+0.0123304j -0.0293049-0.0175643j -0.0192001-0.00736878j -0.00771682+0.0137147j -0.0100217-0.0262066j 0.00923928+0.00315133j 0.0104271-0.0103258j -0.0124698+0.0234488j -0.00484111-0.000368395j 0.00506509+0.00198258j 0.00753008+0.0180083j 0.00672568-0.0147952j -0.00675084+0.00115759j -0.014499+0.0125892j 0.00198712-0.00815015j 0.00299606+0.0152691j -0.00423049-0.0162339j 0.00152385+0.000610321j 0.00114035-0.00844586j 0.00579948-0.00130001j -0.00688206-0.000447474j -0.00192599-0.00083112j -0.0170716+0.00609295j 0.0104464-0.00390941j 0.00651696+0.00437855j 0.00173913+0.00785202j -0.00452465+0.000170559j 0.00130278+0.0023014j 0.00386137+0.00319739j -0.000222297+0.00254037j 0.00890449+0.00148142j 0.0025505+0.011267j 0.00492647-0.00675635j 0.00363053+0.00944446j -0.000245399+0.000341271j 0.0011581-0.00206799j -0.00329124-0.000391285j -0.0037201-0.00289264j 0.0151155-0.00921843j -0.00500138+0.0074763j -0.00768977-0.0050555j 0.00218858+0.00509582j 0.00265297-0.00323762j 0.00385097-0.0101277j -0.0087736-0.00553521j -0.0145752+0.000715411j -4.73876e-07-0.00370396j -0.00320016+0.000624633j -0.00204934-0.0051961j -0.000544773-0.0026755j -0.00250117+0.006001j -0.00197489+0.00206827j 0.00149519+0.00630944j 0.00172595+0.000332947j -0.0042469+0.00105634j -0.00335329-0.00433225j -0.00253281-0.000470226j 0.00242707-0.00221953j 0.006543-0.00337338j -0.0140046+0.00496427j 0.0130273+0.00713657j 0.012673+0.00243753j 0.00239798+0.00318475j -0.000822486+0.00446106j -0.0046226-0.00111599j -0.00123477+0.00235673j -0.00544515+0.0116084j 0.000185928-0.00310381j 0.00488011+0.00132578j 0.00216006+0.000851074j -0.00167453+0.0102419j 
0.00456135-0.0288857j 0.0298768+0.0789149j 0.0917844-0.00671101j 0.0409204-0.129037j 0.0579513-0.167913j 0.0361678-0.135478j 0.125497+0.23146j 0.12516-0.0436126j -0.0252429+0.193272j 0.0328225+0.0292233j -0.0336442-0.235685j 0.0981059-0.191935j 0.0570082+0.0959345j -0.0207928-0.0956941j 0.0144782-0.0151073j 0.00673999-0.00826032j 0.0212219+0.018092j -0.00937333+0.0175522j 4.17544e-06-0.00640865j -0.00716707-0.0298139j 0.0297612+0.024377j 0.0190034-0.00020267j -0.0169023+0.00327428j -0.0131021+0.0256995j 0.0086503+0.0224148j -0.000990119-0.00471609j 0.0119684+0.000163026j -0.0105601+0.011906j -0.00866816-0.0270586j -0.00529876-0.0123607j 0.00338657-0.018286j -0.0149434+0.00695339j -0.0322488+0.0214427j -0.00489628-0.0131573j 0.0169032-0.0070227j -0.0013636-0.00611618j -0.00877482+0.00239428j 0.00653751+0.000212348j -0.000559671+0.00174057j 0.00420713+0.00427861j 0.00350912+0.000684513j 0.00244604+0.00201702j 0.00080054+0.00345648j -0.00730534-0.00245577j -0.0027285+0.00399913j -0.00124429-0.00915768j 0.00495588-0.00327274j 0.00266627+0.00672924j -0.00144395-0.00249819j 0.00719348-0.00395248j 0.00507616-0.00808766j -0.012878+0.0129114j -0.00304775+0.0140169j -0.00990334-0.00274764j -0.00245447-0.00657069j -0.00134267-0.0117672j 0.015398-0.00359235j 0.00483807+0.000124517j 0.0124203-0.00052882j 0.0096976+0.0101068j 0.018833+0.00102636j 0.0150918+0.0057677j 0.00567465+0.0153414j -0.000805759-0.00489828j -0.00127178+0.00758257j -0.00549371-0.00610702j -0.00831374-0.00124147j 0.00591042+0.00961879j -0.0036768+0.00153565j -0.00043003+0.00521798j -0.0186164+0.00934859j 0.0146408-0.00174642j -0.0109187+0.0102447j 0.0150989+0.00299952j -0.00446658-0.00647481j -0.0150255-0.00614576j 0.00643555-0.0142933j 0.00138304+0.00138032j 0.0107944+0.000281228j 0.00418444+0.0151558j 0.0142023+0.011472j -0.00116721-0.00508465j 0.0034582+0.0020319j 0.00836803-0.00129533j -0.0034817-0.0104652j 3.44107e-06+0.000273291j -0.00156849-0.00283647j -0.00224285-0.000707544j -0.00420074+0.00070732j -0.00196272+0.00175698j -0.00101664-0.00468668j -0.00304346-0.000775928j -0.00141336-6.69525e-05j -0.000547588+0.00474614j 0.000347965-0.00254257j 
