-0.00405032-0.00889987j -0.0723927-0.101724j 0.0196776-0.107283j 0.0126889-0.0338165j -0.0164156+0.0368687j -0.00775156+0.0526394j 0.00202822-0.0131176j 0.0898676-0.0651962j -0.00399252-0.00150934j 0.0135431-0.00668947j 0.0233523-0.0196686j -0.0440849-0.0024181j -0.054238+0.00511215j 0.00468105-0.00335523j 0.0115827+0.00173864j -0.0183002-0.0016966j 0.0065031-0.0113591j -0.0519664-0.020452j 0.0139845-0.0174385j -0.00633606+0.00030333j -0.0235718+0.0116617j 0.0145286-0.00777531j -0.0314865-0.0283686j 0.0162137+0.00314701j -0.00712692-0.00237962j -0.00677445-0.0479897j -0.0459189-0.0194675j 0.00377027+0.0120529j 0.0132192-0.0124382j -0.00704123+0.017351j 0.0122089-0.0248908j 0.0374366+0.0170141j -0.0722593-0.0383928j -0.0394589-0.0139384j -0.0657533-0.0150748j 0.00726133+0.00524349j -0.00908857+0.000743561j 0.044652-0.0129047j 0.0352647+0.0242343j 0.0131025-0.00994332j -0.0357315-0.132907j 0.113615+0.061482j -0.0989204+0.164202j 0.11192+0.0188609j -0.0235133+0.134468j -0.0397449-0.0489952j 0.177024+0.0175574j 0.0200729+0.042956j 0.0206304+0.0628762j -0.145598-0.00536708j -0.0386807-0.0212097j -0.161033-0.128991j 
-0.0043845+0.00862262j 0.00139021-0.00940606j -0.00602471+0.00344049j 0.0061772+0.0011632j 0.00331173+0.0087123j 0.00743707-0.0184498j -0.00499763-0.00368311j -0.00983081-0.0148096j 0.021648+0.00595915j 0.00617495-0.0126934j 0.00758927+0.00481648j 0.00266621-0.000834063j -0.00900052-0.00130424j -0.00167301+0.0302677j -0.00460321-0.0134812j 0.0095762+0.0204434j -0.0154557+0.00722006j -0.0114845+0.00633255j 0.00563101-0.00481771j 0.0108732-0.00727715j 0.0108299+0.00945463j -0.0715495+0.0140127j -0.0075755-0.00617051j -0.00885104+0.00152241j 0.00913618+0.00147493j -0.0089468+0.00431403j -0.00858547+0.00163074j -0.00383209+0.00822555j -0.0101223+0.0167023j -0.0097794-0.00306139j 0.0116063-0.00277236j -0.00263084-0.013813j 0.00649429-0.017457j -0.00939083-0.0124653j -0.00212244-0.00224176j -0.00137395-0.00278262j 0.00304418+0.00168996j -0.00184319+0.00357254j 0.00125383-0.0126866j 0.00663528+0.00859806j -0.00999294+0.00352066j 0.00257048+0.00378612j -0.00289744+0.00522898j 0.000770141-0.0021753j 0.00776892-0.01172j 0.010832-0.00385889j -0.00891746-0.00443883j 0.000643926+0.00715744j 0.000261083-0.00284402j 0.00422606+0.00568095j 0.00451313+0.000443554j -0.00369173-0.00262389j 
0.00559291-0.00311685j 0.012191+0.00162037j 0.00328253-0.00142781j -0.00241397-0.0124352j -0.0126255-0.00139322j -0.0200305+0.00607173j 0.00298674-0.00879658j 0.00652245+0.00521156j -0.00375216-0.0116098j -0.0183278+0.000822534j -0.00548203-0.0323467j 0.00567624+0.00221357j -0.00867989-0.00574733j 0.00829984+0.0171374j 0.0157952+0.0182273j 0.00488071-0.00671017j -0.020359-0.00960361j -0.000724043+0.00135536j -0.0199875+0.0110472j 0.042166+0.0105847j -0.000651333+0.0132675j 0.0195113+0.00443635j -0.0246096+0.000653247j 0.00218267+0.00441302j 0.00189171-0.00566243j 0.00758612+0.0225617j -0.00723823+0.0121344j -0.0117178+0.008447j -0.0135169+0.0132087j -0.00731455-0.00413569j -0.00283116-0.0102098j 0.0179277+0.000440302j -0.021086+0.00368063j -0.00435268+0.00450011j 0.00801113-0.00549054j -0.0252108+0.000774696j -0.00715084-0.00975707j -0.0107399-0.00218434j -0.0107716-0.0087513j 0.00983256-0.00387098j -0.00830652-0.00068581j -0.00343775+0.00245044j -0.00217055-0.00417157j 0.000466479-0.000429119j -0.00665066+0.0128603j 0.00581549+0.000274456j 0.00330502+0.00895198j 0.00176725-0.00650593j -0.00118875-0.00571366j 0.00167253+0.00379864j -0.0028387-0.000272946j 0.00428608-0.00740042j 
-0.00450675+0.0114758j 0.00858172+0.00603591j -0.00646659+0.0173228j -0.0027134-0.00424672j -0.005311+0.0103876j 0.0209695-0.0108391j -0.00714908+0.010061j -0.00112782-0.0109534j 0.00558361+0.0143095j -0.0143717-0.0102389j -0.0232688+0.000268093j -0.00968646-0.0128263j -0.00104977-0.00286284j -0.00936592-0.0137348j -0.027032-0.00311275j -0.0129719+0.0128201j 0.0215837-0.0308757j -0.00501466-0.00807779j -0.0137234+0.00396841j -0.0115345+0.0249056j 0.0374762+0.00833096j -0.000826582-0.000107072j -0.00945849+0.0172207j -0.0140269-0.0406048j -0.0191516+0.00347491j -0.0118665+0.0106676j 0.023266-0.0159614j 0.00359585-0.00386884j -0.0121093+0.00422932j 0.00568323+0.014814j 0.00709759+0.0196408j 0.0204818+0.00186564j 0.00295953+0.00262004j -0.00489658+0.0086119j -0.00274928-0.00831968j 0.00336845+0.000237466j 0.00517643-0.00798207j -0.0087292-0.00436459j -0.00151799-0.00975423j 0.00101821+0.00314957j 0.0037722-0.00309675j -0.000996764-0.0075649j 0.00739479-0.00981694j -0.00541205-0.00633503j -0.00391257-0.00727934j -0.00276214+0.00220735j -0.0111299-0.00342236j 0.00521792-0.000383984j -0.00319068-0.00424406j 0.00539154+0.00265242j -0.00177723-0.00339547j 0.00222298-0.0030449j 
-0.0172697-0.0027451j 0.00741446-0.00311983j -0.00549681+0.0164437j -0.00547625-0.0119131j 0.00538781+0.0324555j 0.00199496+0.00429619j 0.0123516+0.0196614j 0.0100257-0.00547054j 0.0166768+0.0214156j -0.00949484-0.0092975j 0.00311363-0.00396462j 0.0138375-0.0014798j 0.00410718+0.00347048j -0.00643643+0.00433748j 0.0165891-0.0222491j 0.00174777+0.00951413j 0.0152285+0.00585233j -0.0143003+0.0222422j -0.0122294-0.01901j 0.012524-2.47788e-05j 0.0173761-0.011071j -0.0131615+0.0105757j 0.00246925-0.000971772j 0.0184789-0.000972357j 0.0185569+0.014064j -0.0189569+0.00749003j -0.0241027+0.012893j 0.00521365+0.0044931j 0.00521557-0.00591288j -0.00488021-0.0164971j -0.00656729+0.0120657j 0.00366729+0.00111101j -0.000515924-0.00280399j -0.00135751+0.00334963j 0.0079075-0.00300116j 0.000148575-0.00580842j -0.00255416-0.0067295j 0.000756205-0.012249j 0.00678026-0.00758685j -0.00031305+0.000469273j -0.00379767-0.00484829j 0.00705761-0.000405032j 0.00324457+0.00138536j -0.0014492+0.00181554j -0.00516733+0.00827256j 0.00178868-0.00613396j -0.00759564+0.0010298j 0.00478411+0.00691937j 0.00236353-0.00721154j 0.00617032+0.00915086j 0.00286899-0.00290622j -0.000909395-0.00206056j 
-0.0160847+0.0013819j -0.0109113-0.0131385j -0.0018887+0.000631984j -0.0171385-0.0192561j 0.00974573+0.0167119j 0.0282573-0.00996155j -0.00397873-0.0116094j 0.00726817+0.0042675j -0.00293594+0.016895j -0.00847918-0.0377603j -0.030993+0.0191945j 0.00130258-0.00470334j -0.00446667+0.0106614j 0.0184792+0.0272171j 0.00477591+0.0301918j 0.008033+0.0174624j -0.0122976-0.00574321j -0.00890041-0.0414439j -0.00989913+0.0244831j 0.00435085+0.0044152j 0.00545011-0.000173063j 0.00537537-0.00621757j -0.00421836+0.0108025j 0.0203301+0.0154119j 0.0107845+0.00918285j -0.00672264-0.00485381j 0.00336119+0.00937257j -0.0107079+0.00083549j 0.00779598+0.000112794j -0.00485148+6.47885e-05j 0.0104653-0.00322176j 0.0122468+0.00971734j -0.00134328-0.0096878j -0.00438027-0.0142201j -0.000916158+0.00245087j 0.00367658-0.00270009j 0.00119041+0.00865301j 0.00190148+0.00576034j 0.00225168-0.000912704j -0.00646738-0.0117087j 0.00578191-0.00348294j 0.0021824+0.0094994j -0.00287108+0.00589083j 0.00245628-0.0110851j -2.89925e-05+0.0156181j -0.000410934-0.00354672j 0.00641296-0.0135362j 0.00362465-0.00406604j 0.000175697+0.00836049j -0.00596648+0.0135901j -0.00376654-0.000855458j -0.0127548+0.00394684j 
0.000645498-0.0021228j -0.0100643+0.00398153j 0.00521184+0.000357392j -0.00967857-0.0104928j 0.011143+0.0201558j 0.0114305+0.000788195j -0.000392238-0.00614258j 0.011494-0.00473077j -0.0141068-0.00542791j -0.0141836-0.0016067j -0.0274957-0.00434152j -0.0108298-0.00775958j -0.00906676-0.00413198j -0.00855319-0.00163765j -0.0251891+0.000178771j -0.00889299+0.00954662j 0.0128931+0.0406532j 0.0104682+0.000329613j -0.0111156-0.00333584j 0.0166705-0.0306698j -0.0183221-0.00607406j -0.01363+0.0110953j -0.0179297-0.000923683j -0.0126915+0.0190977j -0.0126898+0.00700118j -0.0043882-0.0101246j 0.00734575-0.0030817j 0.0168527+0.0114502j -0.00343344+0.0144966j 0.00738106-0.00165054j -0.000995542-0.00881065j -0.0207425+0.00595968j -0.00652452-0.00219643j 0.000233743+0.0027156j 0.00124004+0.00494662j 0.0148326+0.00563608j -0.00125377+0.00300049j 0.00364381+0.00122142j -0.00147022-0.00069402j 0.00459795+0.00070561j -0.00991051-0.00404652j -0.000508537-0.00416436j 0.00201672+0.00094649j -0.00288814-0.00727367j -0.00678358+0.000999371j -0.00234746-0.000468132j 0.00051537-0.00220481j 0.00415415+0.002494j 0.00175568+0.00150599j -0.0035867+0.00116257j -0.00468413+0.00275996j -0.00294182+0.00248375j 
-0.000878111+0.000413204j 0.00153674-0.0003524j 0.00436291-0.00944588j -0.00183672+0.0242324j -0.0331645+0.00685095j 0.0179661+0.00616907j 0.0100305-0.0252519j -0.0147489+0.0227625j -0.0270169-0.0424998j 0.0238336-0.031656j -0.0101981-0.025996j 0.0232624-0.0196045j 0.0128572-0.0145646j -0.000314524+0.0106419j -0.000826997+0.00656656j 0.0213724-0.00371608j -0.00760843+0.00623241j -0.00210085-0.00474011j 0.0054598-0.014032j -0.00963853+0.0134832j 0.000982873-0.00480985j 0.0105814+0.0188728j 0.0118608-0.0132408j -0.000217242+0.00192733j 0.000855686+0.00183134j -0.0162954-0.00416377j -0.0024682+0.00579252j 0.00597546+0.00851396j -0.00120263-0.000721404j -0.0160749-0.000423497j 0.0028216+0.00246235j 0.0140337+0.000436089j 0.00345474+0.00563539j -0.00832982+0.00173955j -0.00325141-0.000737027j -0.000551457+0.00299428j 0.000302688-0.00221606j 0.00786972-0.0015731j 0.00614722-0.00535706j 0.00568886+0.0038188j -0.00443278+0.00247059j 0.0066984-0.00253182j -0.00302619-0.00429926j -0.0107404-0.00643157j -0.00126535-0.00159622j 0.000294175+0.00682351j -0.00414773+0.00289957j -0.00250434-0.012642j -0.0028116+0.000894145j -0.00163338+0.00177396j 0.00262512-0.00512556j 3.49188e-05+0.00198636j 
0.00278474-0.0146178j 0.00824162-0.00500872j 0.00686309+0.00325228j 0.00666151-0.00687942j 0.0201819-0.0112905j 0.00142554-0.0234446j -0.00892113+0.00734814j -0.00206406+0.0265351j -0.0176492-0.0145103j -0.0349251-0.0247361j 0.0123312+0.00748259j -0.0243377-0.00219794j 0.0157544-0.0153432j 0.00712215-0.0279267j -0.00885124-0.0251605j 0.00208893-0.00458152j 0.0175105+0.00194552j 0.00396186+0.0268914j 0.0187992-0.0229024j 0.0272544-0.00271145j -0.00946022-0.0109931j 0.00931811+0.00618545j -0.000543326-0.0251726j -0.00213655-0.0108686j 0.00563938+0.0049166j -0.00336818-0.00406777j -0.00964686-0.00198265j 0.0104241-0.00144917j -0.00178714-0.00621155j 0.00602315-0.00320811j 0.00715903-0.00295813j 0.00453547-0.00187468j -0.00213452-0.00160549j 0.00320266+0.000780697j -0.00542813+0.00774085j -0.00854093+0.00380947j 0.00965565+0.012859j -0.0125522+0.00100253j -0.00309042+0.00246599j -0.00772574-0.00143654j -0.00671505+0.00175929j -0.00192878-0.00205894j -0.00226743+0.00635872j 0.00508889-0.00677933j 0.00737357+0.00399681j 0.00248579+0.00501212j -0.00408394-0.0137924j -0.00350733-0.00689068j -0.00165142+0.000724147j -0.00163-0.00175437j 0.000972004+0.000328871j 0.00444122+0.000749592j 
0.00301111+0.00553179j 0.00241564+0.00160591j -0.00806836+0.0077215j -0.00561256+0.00824564j -0.0130783-0.0462823j -0.00276677+0.0107506j -0.0168573+0.0217899j -0.0183033+0.0047212j -0.0221395-0.00839275j 0.0015468-0.00134388j 0.0333304+0.000978168j -0.00310643+0.0118581j 0.0210299+0.00344616j -0.00567637+0.00110345j -0.000448164+0.0230525j -0.000712867+0.0183372j -0.00264373+0.00885131j -0.0179571-0.0133719j 0.00449151-0.0135579j -0.00685955-0.0108172j 0.00287023+0.0147265j -0.00288695+0.0242187j -0.0100623+0.00642257j 0.00335986-0.00695921j 0.0114874+0.0026963j -0.00197264+0.00854468j 0.00788537-0.0089125j 0.007377+0.0154126j 0.00648271-0.00510014j -0.00918645+0.000757925j -0.00173878+0.0141922j -0.00039047-0.00673886j 0.00458666+0.00777353j 0.00937212+0.00870798j 0.00380734-0.00245945j 0.00312096-0.00438064j 0.00672257+0.00722194j -0.0167647-0.0108113j -0.00207881-0.00407675j 0.00825547+0.00275014j -0.00203612+0.00345878j -0.00121027-0.0105519j 0.000610608-0.00258034j 0.00144531+0.00139829j 0.0128982+0.00243153j -0.00559985+0.00365038j -0.0041092-0.0104777j -0.00250664-0.00509297j -0.00279848+0.00273086j -0.00110907-0.00242705j 0.00159336-0.00052423j 0.000271243+0.00233512j 
0.00419865+0.0171608j -0.00597944+0.00164796j 0.00291907+0.0278076j -0.0337807-0.015115j -0.00147063-7.66188e-05j 0.000694744+0.0061219j -0.0177363-0.0325584j -0.010925-0.0304323j 0.0113608-0.0170356j -0.00811188+0.00950597j -0.0153433+0.00814901j 0.0326532-0.00858324j 0.00276628-0.0219659j -0.0159606+0.00114618j 0.00388176-0.0246569j -0.00532228+0.012436j 0.0105942+0.00202339j 0.00479807+0.00334816j 0.00155112-0.00055595j 0.00903224+0.00788375j 0.00308529+0.00119097j -0.0037398-0.00486898j 0.00970466-0.0147459j -0.0013763-0.00347636j -0.00197509-0.00737738j 0.00944769-0.00590165j -0.00477262+0.00283635j -0.00582127-0.00247054j 0.00564858-0.00549945j -8.00703e-06+0.00782167j 0.00820269-0.0118679j -0.000303579-0.0057689j 0.00087871+0.00112062j -0.00647458+0.00283856j 0.00612631-0.00670611j -0.000767521+0.000889148j 0.000295011+0.00234864j -0.0014824-0.00279484j 0.00672986+0.00114931j -0.00264541+0.000845029j 0.00434567-0.0107794j -0.00494587-0.00622755j 0.0058314-0.00240953j 0.00190631+0.00171639j 0.00107072+0.00676209j -0.00452673+0.00344202j 0.0121714+0.00488223j -0.00162709-0.000501337j 0.00321775+0.00542764j -0.014457+0.00591731j -0.00788863-0.00173148j -0.00584589-0.0067894j 
0.0116766+0.0102882j 0.0180197+0.0185593j 0.0312465-0.00550104j 0.0218423+0.0232049j 0.01318-0.0290682j -0.00754325-0.022962j -0.0182647-0.0317127j -0.0112777+0.006718j 0.00628956-0.000411316j -0.0248143-0.00923932j -0.0144103-0.00367015j 0.0146811+0.0524043j -0.0161211-0.000918501j -0.00598391+0.0155265j 0.0241496-0.00126169j 0.0148653-0.0242794j -0.0078354-0.00676689j 0.005408+0.00834104j -0.0108921+0.00235773j -0.00972203-0.00555839j 0.00447377-0.00127622j -0.00430633-0.000888211j -0.00412376+0.00578655j 0.00205502+0.00143319j 0.00344667-0.0141609j -0.0119785-0.0011729j 0.000992168+1.54251e-05j 0.0039129-0.000757921j -0.0116171-0.0135857j 0.00119596-0.01106j -0.00671676-0.00106426j 0.00637029+0.00527649j 0.000156337+0.00665385j -0.00757961-0.0034285j 0.00130189+0.00691828j 0.00716896-0.00736797j 0.00634009-0.00523076j 0.00447289+0.000415043j 0.00681789-0.00271788j -0.00353056+0.0071124j -0.00955785+0.00881285j -0.00200026+0.0011308j 0.0096935-0.00231904j -0.0164038-0.00586847j -0.00525576-0.0170907j 0.00696703-0.00103404j -0.0081311+0.00113839j -0.00346473+0.00438095j -0.00439989-0.00618447j 0.0071943-0.00416002j -0.00321961-0.00742451j 0.0150128-0.0087593j 
-0.00492408-0.00234581j 0.00637292+0.0236228j -0.0159602+0.00161489j 0.00723439-0.0252523j -0.00345617-0.00807329j -0.00616735-0.0130358j -0.0143797-0.0129453j -0.0409469-0.00829619j 0.0283681-0.0191309j 0.00410022-0.00616388j -0.0234264-0.030612j -0.0025746+0.00128245j 0.00352086-0.0025255j -0.0258222+0.00661576j 0.0106565+0.0142138j 0.0195948+0.0132761j 0.019796+0.000457558j -0.0159993+0.0176324j -0.00202611-0.0072884j 0.0148806-0.00477277j 0.000941692+0.0177568j -0.000236429-0.0087322j -0.0144943-0.00352572j 0.00647021-0.00365865j -0.00661509-0.00174991j 0.0137987-0.0151595j 0.000942481-0.00462092j 0.00344216+0.000499995j 0.00157972-0.00811877j -0.000548336+0.00529229j 0.00373233+0.0019844j -0.00234303-0.00129546j 0.000728713+0.00287131j 0.014879-0.00773559j -0.00220919+0.0045856j 0.00325097-0.00188619j 0.00487635+0.00927426j -0.0059721+0.00258971j 0.00195813+0.00513831j -0.0096982+0.00365386j 0.00229048-0.00287894j -0.00178223-0.00480848j 0.0115787+0.00546556j 0.0111495-0.0127987j 0.0131925-0.0114895j -0.00306882+0.00428612j -0.000315696-0.00620705j -0.00857948-0.00464409j 0.00997889+0.00768813j -0.00231472+0.00530698j 0.0047337-0.00823371j 0.00410959+0.00304564j 
0.00435914-0.00029786j 0.000513204+0.0294265j 0.0105511-0.0382876j 0.0185368+0.00474476j 0.0141149-0.0505039j 0.00308758+0.00633635j -0.0407749-0.0172193j -1.60831e-05-0.00526369j 0.0136933+0.0111922j -0.00678574-0.0256517j 0.0124008-0.00441976j 0.0156345-0.00111188j 0.000833331-0.00174071j -0.00706846+0.0015659j -0.0284015-0.0136274j -0.0278544+0.0246398j 0.0126243-0.00181719j -0.0161647-0.0169112j -0.0102401+0.00284827j 0.00529755+0.0100165j 0.00385525-0.00540064j -0.000455097+0.00161566j 0.00272164-0.00719817j 0.00310063+0.00309063j 0.00277064+0.00488326j 0.00388733+0.0131781j 0.00153891-0.00643997j 0.00161303-0.0076548j 0.00639102-0.00198857j -0.0065646+0.011295j -0.001871-0.00098406j 0.00161233+0.00308191j -0.00228385-0.00498431j 0.00715888+9.96981e-05j -0.00149633+0.00525262j -0.000839745+0.000372175j -0.0119365-0.00465813j 0.00568895-0.00999264j 0.00206261-0.00351663j 0.00534815-0.00193115j 0.0107975+0.000127664j 0.00618485+0.00337339j 0.00677715+0.0143731j 0.00575928+0.00349207j -0.00094683-0.00431775j -0.00918297-0.00884279j 0.00982845-0.00314037j 0.000166955+0.00238275j 0.00267664+0.00973549j 0.000778673-0.00396631j -0.000775951-0.00127862j 0.00458288+0.00428206j 
-0.00882045+0.015859j 0.00704128-0.0142759j 0.00499922-0.0194965j 0.0189899+0.0597488j -0.02831+0.00574451j 0.0453294-0.00038856j 0.0179676+0.0227871j 0.028837-0.0113348j 0.00207692+0.0051794j -0.000336282+0.000412288j 0.0155244-0.0247997j -0.0159453-0.0135009j -0.00649406-0.00598249j 0.016667-0.00246871j -0.013465-0.004298j 0.0210912+0.0288449j 0.00334225-0.00705959j -0.00458582+0.0110462j 0.0165449+0.0207412j 0.00327521-0.00886189j -0.00407445+0.00432207j -0.0165555-0.0104485j -0.00545814+0.000978085j 0.00486798-0.0108822j 0.00207233+0.00434155j 0.00452115+0.00252033j -0.00170635+0.0100289j -0.00208461+0.00345695j 0.000297869-0.00399914j 0.00557167+0.0017319j -0.00387866-0.00451075j 0.00297481-0.00483071j -0.0100693+0.00534125j -0.00371801-0.0105921j 0.0132671-0.000522747j 0.00721428-0.00282346j -0.0121194+0.00737437j 0.00346698+0.00042236j -0.000485066-0.00238892j -0.0082789+0.00248822j -0.00093541-0.00792042j 0.0097038+0.000342118j 0.0118556-0.00758869j -0.00607495-0.0135105j 0.0109798+0.00486757j -0.00587344-0.000121188j -0.00229791-0.00616134j 0.00589002+0.00441196j -0.00473402-0.0114541j 0.0116945+0.00740048j 0.00662609-0.000938381j -0.0036339-0.00281605j 
-0.00951254-0.0468273j 0.0440502-0.000469765j 0.0348926+0.0889541j -0.0343371+0.023802j -0.0212252+0.0121269j 0.0151851+0.0225373j -0.0252668+0.0129507j 0.0027671-0.00850364j 0.0181513-0.00199843j -0.0133519-0.012747j -0.0311649-0.00540508j -0.00337715+0.00742532j -0.00149875-0.0132106j -0.00449033-0.0195798j 0.00591421+0.00973605j 0.004179+0.0018982j -0.00879326+0.0098465j -0.000807721-0.00145088j 0.0150472+0.00273961j -0.00252825+0.00230743j 0.0011076-0.00461833j -2.08754e-05+0.00323473j -0.00619335-0.00332173j 0.000598721-0.00169904j 0.00202042-0.00466273j 0.000801158+0.00537444j -0.0099694+0.00205988j -0.00318161-0.00254801j 0.00894327-0.00177185j 0.00219489-0.00260105j 0.00187266+0.00907649j -0.0052347+0.00374268j -0.00229077+0.00594443j 0.00390866+0.00508483j -0.00477043+0.00566795j 0.00571295-0.00292856j -0.00509791+0.00466357j 7.53937e-05-0.0113232j -0.00121943-0.000889688j 0.00298474-0.00416579j -0.00626782+0.0101387j 0.00299702-0.00853541j -0.00706956+0.00536312j 0.00963485+0.00952869j -0.00289609-0.002134j 0.00211906+0.00116722j -0.0107118-0.00142039j 0.0126372-0.00379887j -0.0206156-0.00323669j 0.00348302-0.0108593j 0.00188812-0.00493989j 0.0187837+0.00215254j 
-0.0408462+0.0124398j -0.0406443-0.0226735j 0.0203894+0.000572853j -0.00597855+0.0532141j -0.0290358-0.0238747j -0.0115429-0.00533861j -0.0437693-0.0470607j -0.000876843-0.00322675j 0.0107997+0.0147143j -0.0120487-0.0115267j -0.00775797-0.0113135j 0.0100094+0.0143861j -0.00298058+0.00496757j 0.00217007-0.0127434j 0.00288484+0.00776357j 0.00246613+0.00449237j -0.00666243+0.00117637j 0.00933871-0.00798608j 0.00491115+0.00572488j -0.00650067-0.00992515j 0.00232197+0.0130823j -0.00673261-0.000468476j -0.00013318-0.00772134j -0.00329559+0.00244772j 0.00337518-0.000996806j 0.00556213-0.00907014j 0.00346147-0.00785352j 0.00533205-0.00170005j 0.0026413+0.00804141j 0.000917822+0.00219447j -0.00229262-0.000374642j -0.00131462-0.00238441j -0.00554482+0.00116906j -0.00599828+0.00667341j -0.00354259-0.010081j 0.000469271+0.00563691j 0.00519427+0.00148909j 0.00261364+0.00373199j -0.00361084-0.000156247j 7.88101e-05-0.00234615j -0.00375453-0.00436201j 0.00872169-0.00495095j -0.00574753-0.00621217j -0.00029409+0.0076791j 0.00619264+0.00836311j -0.00183627+0.00400899j -0.00625404-0.00202469j 0.00099635-0.000763117j 0.00365056-0.00128878j 0.000407778+0.00901014j 0.0161224-0.00132001j -0.0072033+0.014248j 
0.0678931-0.0078959j -0.0346115+0.0615128j 0.0499415-0.00506721j -0.019511+0.00654586j -0.0204491-0.0109962j 0.00165037-0.00584559j 0.00760801-0.00133938j 0.0244858+0.0278044j 0.0137006+0.00270532j 0.00599315-0.00663648j -0.010233-0.00351811j 0.00212319+0.0164621j -0.0089178-0.00421919j -0.0134618-0.00848048j -0.00791187-0.000647452j 0.00168524-0.00392046j -0.00845176+0.000596802j 0.016637+0.00431466j 0.0113396-0.00339208j 0.00500924-0.00589624j -0.00778209-0.00583829j -0.00515033-0.00335381j -0.00494029+0.00422314j -0.00507571-0.00460481j -0.00539855+0.00126948j 0.0118136+0.0100218j 0.00720071+0.0115095j 0.000719492+0.00883027j -0.00336854-0.000116643j -0.00748953-0.00500466j -0.000542053-0.000570996j -0.00382145+0.00483171j 0.000193934-0.00700712j -0.00706909-0.00821068j 0.0077354-0.00548589j -0.0024964-0.00336513j -0.00225277+0.0112128j -0.0013308-0.000719453j 0.000282316-0.00405936j 0.0151902+0.00239315j 0.00798623+0.00115556j 0.0107971+0.00595506j -0.00885946+0.00176925j -0.00205749+0.00254761j -0.0138684+0.00247627j -0.0103158-0.00552958j -0.0100611-0.0051176j 0.0152708-0.00696782j -0.00903085+0.0194206j -0.00904856-0.00664035j -0.00773533+0.0143638j -0.00387127+0.0119487j 
0.009869-0.0419682j 0.0312352-0.0264401j 0.0176386-0.0463362j 0.0640623+0.00537735j 0.00608981-0.0285283j -0.00843054-0.0169781j -0.0141071-0.018192j -0.0192135+0.0155518j -0.0161787+0.0076323j 0.00866389-0.0125271j 0.00667029-0.0151453j -0.0098337+0.0111042j 0.00679969-0.000193945j 0.0179831+0.000337579j -0.00748323-0.0064256j 0.00854791-0.00334656j -0.00167021-0.012007j -0.00446665+0.015818j 0.000510737+0.00858272j 0.0134648+0.00251203j 0.00270685-0.0039527j 0.00631263-0.00697846j 0.00209442-0.00448734j 0.00613485-0.000190881j 0.00224201-0.00155078j -0.00763946+0.00234533j -0.00276654+0.001446j -0.00665748-0.000694099j -0.000881823+0.000955611j 0.00594768-0.00304517j 0.000405671-0.00538103j -0.00545148-0.00467054j 0.0049385-0.00717057j 0.00371473-0.00544134j 0.0042846+0.00119546j -0.00268105-0.00103755j -0.00805629-0.000504137j 0.00154366+0.00330709j 0.00292303-0.00042434j -0.00109572+0.0067466j -0.00323508-0.00381863j -0.00941517+0.00952224j -0.00319035-0.00756655j -0.00640584-0.0052417j -0.00413689-0.00949808j 0.00352929-0.00375544j 0.0127958-0.0113605j 0.000782555+0.0134208j -0.00016274-0.0054759j 0.00286375-0.0107108j 0.00160566+0.0132506j -0.00811495-0.00543639j 
-0.00286754-0.102922j 0.0657325+0.0286931j 0.0216686-0.00279609j 0.0268264-0.0242578j 0.0423708+0.019184j -0.0151244+0.0208272j -0.00808684+0.0193608j -0.0300426-0.00857672j 0.0239851+0.00626648j 0.0210266-0.0105306j -0.00175583+0.00947091j -0.00056542-0.00162791j 0.0117761-0.010379j -0.011709-0.0217154j -0.00275589-0.00285955j 0.00690921-0.0146664j -0.00650611-0.00254489j -0.0031874-0.00403698j 0.0101858+0.00107361j 0.00293859-0.0157545j 0.0160384-0.00955742j -0.0052359-0.00714732j -0.00952903-0.00647976j 0.00244874-0.0043312j -0.0010837-0.00877301j -0.0132008+0.00558731j -0.00458656-0.00338736j -0.00400025-0.000528872j 0.00701294+0.00304817j 0.00588884-0.0100107j -0.00479608-0.0111988j -0.0199622+0.000404702j 0.003664-0.01024j 0.00664536+0.000406634j -0.00209271-0.0105965j 0.0033895+0.00248913j -0.00501416+0.00337197j 0.0040086+0.00364003j -0.000837213-0.00169276j 0.00569383+0.0183372j -0.00301868-0.00144467j 0.00181017+0.0139087j -0.0120864-0.00632507j -0.000461789+0.0027318j 0.00458801-0.0140423j -0.00457428-0.00181903j -0.00127543-0.0327515j 0.00667731+0.00916691j 0.00498116-0.0035508j 0.00603473-0.00496432j 0.0272036-0.00105081j 0.00989207+0.00955744j 
