0.111613+0.0906145j 0.0363342+0.0873947j 0.0157274-0.0410123j -0.0207326+0.14411j 0.0586539-0.0755446j 0.0221495+0.0642261j -0.070414+0.0965401j 0.00177604+0.039591j -0.0744582+0.0816007j -0.0383392+0.0033289j 0.0217251+0.0178825j -0.0139469-0.0398985j -0.0500983+0.0192289j 0.0146496-0.00606714j -0.0259712-0.0192647j -0.0409076+0.0136409j -0.0357294-0.0197743j -0.00970878+0.0744141j -0.0279745+0.0968797j 0.0144327-0.00141427j -0.0337575-0.08576j -0.0240367+0.00195831j -0.0763605+0.096441j -0.229638-0.0979755j 0.0356526-0.101516j 0.120824+0.0749353j -0.0162594-0.0336379j 0.0991781+0.0922746j 0.0408811-0.0288308j -0.0269744-0.0331801j 0.0434585+0.0596983j 0.025383-0.0777457j -0.000786937+0.0135032j -0.00314995+0.0143857j -0.0125005+0.0353887j 0.0214912+0.00369917j 0.0638639-0.0313173j -0.00325477-0.00239597j 0.0292038+0.0013891j -0.00078584-0.013302j -0.0434278-0.00854178j -0.0217224-0.00635064j -0.00396941+0.0025403j 0.0105911+0.00502141j -0.0406784-0.010073j 0.00398526+0.00559787j -0.000354124-0.0115085j -0.0358453+0.00195386j 0.00422801-0.00433603j 0.0634027+0.0308069j -0.0193754+0.00358927j -0.00529214-0.0215436j -0.0108414-0.0122924j -0.0600735-0.0176042j -0.0203612-0.0134753j -0.0533222+0.00347675j -0.00128694+0.0221889j -0.00554161-0.0522825j -0.0414495-0.121007j 0.031292-0.0828288j -0.127103+0.0446337j 0.0183623+0.0767424j -0.00230177-0.0619355j -0.144815-0.022932j -0.00075626+0.0263269j -0.0273493+0.0209343j -0.113545-0.0467028j -0.0469965-0.0367232j -0.121179-0.109752j 
-0.0457651+0.0716755j -0.00826343-0.0445529j 0.0671401-0.0777313j 0.00191406-0.0034132j -0.00235063+0.000215219j -0.0521132-0.0991957j 0.120666-0.059137j 0.0116724+0.000341773j -0.0501614-0.0944531j 0.112406+0.00823223j 0.164933-0.0575358j -0.0571563-0.0760651j 0.0472054+0.104453j -0.0584067-0.130115j -0.176062+0.0886718j 0.0885297-0.0655266j 0.0689763-0.236064j 0.147747-0.156681j 0.157186+0.0742448j -0.0548641+0.0132645j 0.0108587-0.173192j 0.0216631-0.141304j 0.0805742+0.0765997j 0.0156732+0.0321615j -0.0735802-0.0414626j -0.0100466+0.0861852j 0.0328224-0.0392527j 0.0034221-0.000417471j -0.0273263-0.0225883j 0.0317897-0.0329819j -0.0190101+0.0376613j -0.0224041+0.0295284j -8.0772e-05-0.0125664j -0.00624802+0.0166214j 0.0270732+0.0122316j 0.016529-0.017652j 0.0092077-0.0190708j -0.00381048+0.0429442j 0.0260724-0.000505879j 0.00519751+0.00837199j 0.0174817+0.00931944j -0.0102328-0.0134486j -0.00172965+0.0241555j -0.004817-0.00302819j 0.00319313-0.0115786j 0.00773614-0.0231469j 0.0204331-0.000779508j -0.00749347+0.0482343j -0.0110759+0.00804974j -0.0146475-0.00866636j -0.00320396-0.0351873j 0.00843507+0.0129769j 0.00868742+0.0377468j -0.0127851+0.0227025j 0.0170603+0.0193865j -0.0187181-0.0206396j 0.0242691-0.0158271j 0.00510848+0.00904217j -0.0172855-0.00156847j -0.00154492+0.0183363j -0.00293109-0.00876297j -0.00228163-0.00768933j -0.00502915-0.00261272j -0.00198094+0.0114201j -0.0098954+0.00923474j 0.0124725-0.00536121j -0.0135156-0.00661221j 0.0151038+0.00748703j 0.000720428-0.0129587j 
-0.0549446+0.00597716j 0.0209715-0.0350031j 0.0513963-0.0127539j -0.0212333-0.0048313j 0.000447825-0.0304738j -0.0445446-0.0435104j 0.0906908-0.00672544j -0.13994+0.0580043j 0.184014+0.0619781j -0.25703+0.0698168j 0.0788081+0.0458764j 0.149714+0.0810166j -0.114597-0.105949j -0.304361+0.031848j -0.0124521-0.0529415j -0.194737+0.156391j -0.0256741+0.0361539j -0.11753-0.110843j -0.122361+0.0381201j 0.020662-0.0659715j -0.0804091-0.042858j -0.194257+0.0847392j -0.0138131-0.0819466j -0.122239+0.0784747j 0.0437737-0.0933496j 0.0140598+0.0130014j -0.0367448+0.0253449j -0.0198532-0.00729277j 0.023567-0.00726076j 0.0226743-0.0117491j -0.0284821+0.0178754j -0.017564+0.00963283j -0.0162485+6.92429e-05j 0.00439007-7.85872e-05j 0.0180988+0.011468j 0.00288835+0.00276934j -0.000549743+0.00172361j -0.00971899-0.0121942j -0.0379408-0.0172137j 0.00474139+0.00520391j -0.00016174-0.0198623j -0.0133955+0.0240496j 0.0318316+0.00502244j -0.0284416-0.0153339j -0.00724393+0.0203036j -0.0170523-0.0169031j 0.0251368+0.0437309j 0.00854564+0.0155361j -0.00593425-0.0115298j 0.00517899+0.0133079j 0.0125634-0.00282331j 0.0537028-0.0108139j -0.014551+0.00358711j -0.0040247-0.00893741j 0.0013722+0.00297965j -0.00898814+0.00327331j 0.000153515+0.0098529j 0.00267133+0.0132839j -0.00918258+0.00554097j 0.0118433+0.0170681j -0.0047593-0.00613784j -0.00704237-0.0028818j -0.00139243+0.010767j 0.00104856+0.00153784j 0.00286898+0.00107499j 0.00436263-0.00809887j -0.000544829+0.00213549j 0.00732616+0.00257251j 0.0115452-0.00181392j 
-0.0522696+0.0819961j -0.0122909-0.108622j 0.145844+0.1227j -0.00331678-0.0281468j 0.0239295+0.0143584j -0.176043+0.0258939j -0.102794+0.0830976j -0.0104575-0.200336j -0.12835+0.0997738j 0.0273542-0.00288867j -0.210111-0.0302464j 0.20298+0.0692464j -0.170036-0.304829j 0.0445398-0.18447j -0.0452049+0.0265678j 0.0830444-0.204275j 0.108172+0.0514093j 0.00559645-0.00174439j -0.140231+0.0582602j 0.108604+0.049828j -0.0806782+0.179503j -0.0205088-0.104923j -0.0271829-0.153432j 0.0461402+0.000547427j -0.00248015-0.0748814j -0.0131703+0.0169507j 0.0099461+0.065384j -0.0132388-0.0454345j -0.112546+0.00746435j 0.0313726-0.0310828j -0.0184698+0.079942j -0.0375076-0.0359445j -0.00295647-0.0317082j -0.0042317+0.0294247j 0.0397517+0.00777581j -0.0280833-0.0126112j -0.0387759+0.0277672j 0.0142595+0.00275303j -0.0221446-0.0406962j -0.0353831-0.00866372j -0.00295349+0.0222872j 0.0106483+0.0139657j 0.0437849+0.0120254j -0.0166137-0.0116066j 0.0201663+0.0296009j 0.00315028+0.0253899j -0.00346052-0.00514303j 0.0209219-0.0236118j -0.00811504+0.0183046j 0.0225728-0.0135621j 0.0046913+0.0228652j -0.0106349-0.00166855j 0.00223023+0.000346881j -0.0318298-0.00135485j 0.00118206+0.00863069j -0.00675354+0.0144455j -0.00717379+0.00110454j -0.012285+0.0106196j -0.00906248+0.0132163j -0.00849958-0.0120214j -0.0131754-0.0153456j -0.0151882+0.00213476j -0.00877407+0.0023782j -0.00410622+0.00881296j 0.00314916+0.00981897j 0.00388222-0.00625228j -0.0149065+0.0125669j 0.0216255+0.0156925j 0.00351576-0.0095031j 
0.00519141+0.0013968j 0.0716423-0.014674j 0.014277+0.0720629j -0.0604554-0.0532938j 0.104902+0.0243165j -0.0680455-0.0781596j -0.0469095+0.0347053j -0.0636762+0.0394054j -0.0987726-0.132753j 0.0961984+0.109377j -0.045887-0.136949j 0.138144-0.189132j -0.0325839+0.161562j 0.214489+0.0863506j -0.180327-0.202464j -0.00555407+0.15161j 0.10181+0.0628541j 0.0974947+0.0259421j 0.0225838+0.0352927j -0.0333211-0.0536506j -0.0232225+0.179435j 0.0564633-0.0383019j -0.00883088-0.0438304j -0.0722475+0.0835223j -0.0493072-0.0551009j -0.0399984+0.0484939j 0.0726131+0.00165957j 0.0509661-0.0141808j -0.0252577+0.00740181j -0.0151512-0.00465063j -0.0406642+0.0249049j 0.00541579-0.0358463j -0.0172732-0.0133124j 0.0198481+0.00374414j 0.0086676+0.0419067j -0.0113571-0.00134402j -0.00128475+0.013764j 0.0206793+0.0262676j -0.00615843-0.0228639j -0.0341081-0.0145998j 0.0101393+0.00371508j -0.0126893-0.018139j -0.0037758+0.0208593j 0.0167912-0.0168898j 0.0058563-0.0381121j 0.0286726-0.0319634j -0.0164511-0.000151517j -0.012856-3.40924e-05j -0.0116411+0.0124758j -0.0106507-0.00689401j 0.00804505-0.0102808j 0.0309149+0.00926306j 0.00818035-0.0113796j -0.00844403+0.00069272j -0.00935357-0.00495893j -0.0102546+0.00255065j -0.00551672+8.64326e-05j 0.0015487+0.00993924j 0.00417882+0.00876529j 0.00830753-0.0011816j -0.0198348+0.000909836j -0.00747719-0.00350837j 0.00331742+0.00111577j -0.00656243-0.0128359j 0.00237081-0.000653631j -0.00483104+0.0014447j 0.00564877-0.000811812j -0.00879735+0.00643611j 0.00812495-0.000404382j 
-0.0241161-0.0294131j -0.0020204+0.0298236j -0.0680151-0.0592764j 0.0427684-0.102662j -0.189341-0.0504451j 0.047791+0.0802464j -0.102651-0.0585428j -0.0339617+0.144246j 0.00114775-0.243575j 0.153084+0.0966027j -0.0400314-0.120684j -0.0427235-0.328136j 0.094526-0.144034j -0.272873-0.0341113j -0.17338+0.104884j -0.105008+0.0680913j 0.0133336+0.0279461j -0.066848+0.00787361j 0.208157-0.022974j 0.0507002-0.0399519j 0.0151993+0.0888571j -0.026981-0.100756j 0.0576726-0.00787258j 0.0775659-0.0989834j -0.0216062+0.0496327j 0.0494195+0.00779243j -0.0519485-0.00530854j -0.0598606+0.0135999j 0.0855896-0.0172175j 0.00369299-0.0107514j 0.00106644-0.036901j 0.0183321+0.0284567j 0.0073042-0.0137412j -0.0354049-0.0274172j -0.0187758-0.0565072j -0.0367057-0.0135622j 0.0185895-0.013351j 0.00046506+0.0360464j -0.00172483+0.00703431j -0.00932113+0.0150506j 0.0270884+0.00351156j -0.0265372-0.0417901j 0.0246811-0.00702421j -0.0169806+0.00322412j -0.0299344+0.0267695j -0.0104873-0.0174274j -0.0199365+0.0282219j -0.011972-0.0172051j 0.00869906+0.01661j -0.0144307-0.00572268j -0.00799625+0.0065486j -0.0144191-0.00297364j 0.00446132-0.0014664j -0.00107698+0.00320617j -0.00727941+0.0077267j -0.00504879-0.0203454j 0.00396023+0.00557944j -0.00432301-0.00498838j 0.00363064-0.0122596j -0.0232305-0.00100579j 0.00656484-0.00792436j 0.00319002+0.00488656j -0.00189584+0.00649637j 0.00574944+0.00779672j 0.00747938-0.00167964j 0.00105895-0.0114299j -0.00544148+0.00709359j 0.00915879-0.012273j -0.000283546+0.00285857j 
0.0311463+0.0778096j -0.0954893-0.0353171j 0.127305-0.0535917j 0.0999966+0.154946j -0.00969549+0.114819j -0.080039+0.0926525j 0.115261-0.134927j 0.123597+0.0696444j -0.0908471+0.016711j -0.140482+0.0121558j 0.152835+0.0540076j -0.117764+0.262954j 0.123347+0.178469j 0.00535489+0.0036337j 0.159977+0.151668j 0.116618+0.196545j 0.0315111-0.0909865j 0.0960517+0.0107634j 0.0925364-0.119895j 0.109992+0.0707489j 0.0298524-0.0826036j 0.0372043+0.0527526j 0.0181793+0.0285098j 0.141817+0.057622j 0.0945273+0.00685536j -0.0232767-0.0708389j -0.0227432+0.00330719j 0.0247246-0.024325j -0.109519+0.022849j 0.0137285-0.00125794j 0.051893+0.0456097j -0.0390761+0.0138711j 0.0377187+0.0158677j -0.0126775+0.0536462j 0.0439713-0.0189152j 0.0425399-0.00808648j -0.0130361-0.0361881j -0.0287716+0.00220205j 0.0196331+0.0472684j 0.0602145-0.0296123j 0.0190893+0.0296425j 0.00748487+0.0114284j 0.00700511-0.0203324j -0.0152663-0.0233001j 0.0016221-0.00601346j -0.00445278-0.0140809j -0.0218075-0.012407j -0.00368473+0.0141641j -0.0119097+0.00960798j 0.0146697+0.0189012j 0.00589531-0.00134221j -0.00052426-0.00632298j -0.0108882-0.0153175j 0.00571453+0.015672j 0.0205432+0.00041077j -0.0158773-0.00918409j -0.00429075+0.0046817j 0.00344063-0.00069126j -0.00631348-0.00986291j 0.00781231-0.0117055j 0.00711564-0.00237072j -0.0019072-0.0050683j -0.00527797-0.014769j -0.00486848+0.0108839j -0.0165536+0.0121784j 0.0107882+0.00596238j -0.0129248-0.0113676j 0.00846099+0.0112998j -0.011542-0.0118749j 
0.0139323-0.130903j 0.0642766-6.29266e-05j -0.182216+0.110995j -0.16166-0.0244932j -0.0835595-0.136347j -0.106083-0.0948825j -0.103201-0.0972927j -0.16855+0.0129582j 0.119535-0.0413214j -0.222188-0.0301201j -0.0291243+0.120792j -0.0534791+0.0836423j 0.253306+0.0529851j 0.191428-0.328363j -0.0685831-0.0895076j 0.0296163+0.0517247j 0.0638572-0.0603889j -0.0698249+0.00467346j -0.0743771-0.0193383j 0.0229056+0.045393j 0.0221231+0.108951j 0.0179681+0.102552j 0.000299439-0.00877853j -0.0710046-0.0233064j -0.112165+0.128747j 0.0516723-0.00993865j 0.00350854-0.0185055j -0.0541299+0.0371037j 0.0109256-0.00667967j -0.0247515+0.0795842j -0.030971-0.044478j 0.0576218-0.0174701j -0.0463947+0.00657614j -0.0108263-0.0694881j 0.0127043+0.0386997j -0.0326521-0.0384863j 0.00236642-0.00881372j -0.0273645+0.000782471j -0.0176052+0.0193416j 0.012318+0.0122634j -0.00100777+0.0319649j 0.0232212-0.030935j 0.0109988+0.00198669j -0.00498465+0.00897445j -0.0158718-0.0134203j 0.00118085+0.00217764j -0.0219669+0.0230156j 0.0121208-0.00354142j -0.0220457-0.0242464j 0.00399051-0.00614486j -0.0130478+0.0100436j 0.0201315-0.0130345j 0.0133913+0.0105936j -0.0132888+0.0117876j -0.00071982-0.0111586j -0.00704572+0.00435442j 0.00647701-0.00275707j 0.000208023+0.00701297j -0.00368037+0.00915314j -0.00214129-0.00184909j -0.00566812+0.000836394j 0.0134027+0.00903081j 0.00409562-0.00709554j -0.00721976-0.00690096j 0.00795778-0.00536079j -0.0138839+0.00903838j 0.0159782+0.00923392j -0.0155232-0.00200953j -0.00307209+0.0207178j 
-0.242376+0.0173344j -0.067325-0.220374j 0.0338712-0.27864j -0.0895913+0.0643983j -0.0374573+0.0656345j 0.0206008+0.0138674j 0.107723+0.0288754j -0.0774116-0.251355j 0.280711+0.0356484j 0.108884-0.0538186j -0.163209-0.00606449j -0.0265604+0.0451984j -0.0530318+0.247233j 0.0397795+0.0289038j -0.037348+0.0162177j -0.0651877-0.0472901j -0.17406-0.018204j -0.128572-0.214121j 0.0028227-0.0892962j 0.0510365+0.152767j 0.105189-0.0844067j 0.077024-0.013293j -0.0518289-0.000170164j -0.0576956+0.10318j 0.0208967-0.0627128j 0.0132304+0.0568657j -0.00951708+0.0453101j -0.0926285+0.0704587j 0.0426033+0.0144317j 0.145656+0.0378139j -0.0244274+0.0985928j -0.019459+0.132241j -0.063078-0.0164345j 0.00703088+0.0401799j 0.00220822-0.008648j 0.00622309-0.0177226j -0.00723023+0.0119536j -0.0136903+0.0263509j 0.000193084-0.02031j -0.0106364+0.00729709j -0.0367476+0.015092j 0.0159104-0.00276969j -0.0152987-0.0265323j 0.0116874+0.0109923j -0.00782657-0.00970594j -0.0157328+0.00643128j -0.0095014-0.00258675j -0.0145758-0.00331875j 0.00832613-0.00688154j -0.00141033+0.00404545j -0.00357776-0.00116408j 0.00501661+4.17239e-05j -0.00568347+0.00155564j 0.00441512-0.00646686j 0.0134981-0.0169909j 0.00982983-0.00243287j -0.00278683-0.00232363j 0.00884594-0.0056433j -0.0266277+0.0111745j -0.00366117+0.00771953j 0.0193123-0.0044176j -0.00210901-0.0145136j -0.0170421+0.0101267j 0.0080799+0.0146844j -0.00703476+0.00813051j 0.0286142-0.00895893j -0.00643994+0.00257288j 0.0260436+0.00966081j 0.0139011+0.00336354j 
0.0790575+0.106812j -0.204432+0.0688019j -0.0286675+0.180067j -0.267123-0.342793j -0.102438-0.141881j 0.253681-0.022218j -0.089921-0.180043j 0.0337994-0.0567631j 0.325164+0.289674j 0.0775602+0.0347158j 0.0789069-0.0585785j -0.257456-0.0855179j 0.0344681-0.106971j -0.0289366+0.0238511j 0.0187217-0.106006j 0.0286268-0.0531982j 0.0299748+0.0259912j -0.01303+0.0859135j 0.0353998-0.0385723j -0.116553-0.0723158j 0.0937893-0.0500939j -0.0484611-0.0629204j -0.0247696+0.031979j 0.0637138+0.0053562j 0.00959882+0.030881j -0.0346759-0.0757897j 0.0225411+0.0391763j -0.0586746+0.00350264j -0.0537341+0.0536575j -0.00252697-0.0396561j 0.120744-0.0527977j -0.046218-0.0746817j -0.0506573-0.11679j -0.0277837-0.0450992j -0.0533618+0.037048j -0.0218829-0.0411257j 0.000818051-0.0374958j -0.0354437+0.00637744j 0.0136871+0.00468777j -0.00176155+0.0170176j -0.0150821-0.0241042j 0.00788369-0.00141487j 0.0083334-0.00784949j 0.00812193+0.0272486j 0.00437163+0.00255025j -0.0168597-0.0164633j -0.00381935-0.00712676j 0.00149745-0.00565936j 0.0129583+0.00491693j 0.000160157+0.0104736j 0.0085828-0.0100378j -0.00440365+0.00199947j 0.00929521-0.0083854j 0.00253295+0.00636174j -0.0114006+0.00920246j -5.61833e-05+0.00607461j 0.004512+0.000643726j -0.00351232+0.00178214j -0.0043813-0.00826394j -0.00707073-0.00598881j -0.0111325+0.0174484j -0.00186707+0.0110443j 0.000175349-0.0149213j -0.0110276+0.0104773j 0.00291877-0.000600384j -0.00686302+0.0167813j -0.0139178+0.00962116j 0.00274612+0.00548213j -0.0192658+0.00256885j 
-0.0627047-0.0266458j -0.129126-0.298299j -0.116148+0.00748943j -0.157874-0.0411709j -0.1858+0.260767j 0.0696583+0.147476j -0.31718-0.0155303j -0.0257553-0.0930266j 0.00555693-0.0265003j 0.128855+0.21568j -0.0464015+0.107858j -0.0127029+0.0219844j -0.0162583+0.0697635j -0.0559674-0.0093669j -0.0134916+0.0274248j 0.0491971+0.0196038j 0.113423-0.0318526j -0.074431-0.0581414j -0.0467047-0.0533966j 0.0830712+0.0365225j -0.0892108+0.0541384j 0.0943335+0.0498499j 0.0688436-0.013434j 0.0255438+0.0474644j -0.00694746+0.0224073j -0.0162783-0.0440188j -0.0207864-0.0634504j 0.0118376-0.0167833j -0.128684+0.0779131j 0.0569165+0.0978758j 0.145026+0.244563j 0.0334574-0.0404863j -0.0519962-0.0139619j -0.0366395+0.059963j -0.0256256-0.00566151j -0.0422711+0.00076642j 0.0124674+0.0165411j -0.0236581+0.0100535j -0.00952912-0.0300325j 0.0177658-0.0124336j -0.00994871+0.00410579j -0.00139121+0.0115025j 0.0110421+0.00434884j -0.00202255+0.00100548j -0.017961-0.00905078j -0.0107986+0.00847301j 0.000148061-0.00134114j -0.00940805+0.00672218j -0.00560248+0.00248992j -0.00319199+0.00588442j 0.00190816-0.00903968j -0.000290727-0.00136666j 0.00774784-0.00340294j -0.00972564+0.00176936j 0.000565475-0.00214759j -0.0113767+0.00113628j -0.00357815+0.0130663j 0.0061853-0.01686j 0.000554623-0.00164213j 0.0144534-0.011946j -0.0192356-0.00580254j -0.01088-0.00270984j 0.00547735-0.0113615j -0.0195097-0.0314362j -0.00710157+0.0230416j -0.00569421-0.00765128j -0.00854877-0.0336073j -0.0297074+0.0291378j 0.0118028-0.0127128j 
0.138404+0.277531j -0.0600851-0.0447913j 0.202462+0.0818041j -0.218731+0.0206215j -0.0330517-0.0980722j -0.276251+0.117007j -0.0815671-0.311671j -0.0935201+0.0694065j -0.0503824+0.124293j -0.110352+0.040614j 0.0473278-0.163233j -0.132347+0.0849324j -0.0982951+0.117004j 0.0201629-0.0156433j 0.0143428+0.0197182j -0.00633588+0.0158768j -0.00685709-0.0145572j 0.00679567+0.0309855j 0.0458469+0.0549954j 0.0385666-0.0261407j -0.0546209+0.0340128j -0.0176629-0.0174582j -0.0235438-0.0259875j -0.0481382+0.0259682j -0.0363096-0.122218j 0.0394444+0.0950082j -0.0133231-0.0798352j 0.122212-0.0843469j 0.00568259+0.00568242j -0.166867-0.241753j 0.036073+0.103157j -0.0627028-0.0186035j -0.047823+0.0366512j -0.0127016-0.02626j 0.0307079-0.0256219j -0.0330141-0.013365j -0.0260441-0.0231808j -0.00954896-0.0223959j 0.0261312-0.011451j 0.011546+0.00704152j 0.0229206-0.00201942j 0.00471147-0.00753789j -0.000164543+0.00628585j 0.00819201+0.00084958j 0.0220142-0.0116148j -0.00586656+0.00236776j 0.00569231+0.00378292j -0.00182244-0.0172395j -0.00320147-0.0167449j 0.00019696+0.00820878j 0.00885631-0.0105542j -0.0043422+0.00185471j -0.00631565+0.00726478j -0.00510345-0.0127089j -0.00827084+0.0020383j -0.00604951-0.0121561j -0.00803466+0.00440005j -0.00981021-7.71211e-05j 0.0107202-0.013148j 0.0241973+0.0107287j 0.00897634-0.00972082j -0.00940796+0.00355688j 0.018339+0.0266228j 0.00666365-0.0214061j -0.00265744-0.00888715j -0.00293326-0.0315132j -0.00119097-0.000502509j 0.0143916-0.0133694j 0.035545-0.0287366j 
0.114444+0.0449313j -0.105931-0.025002j -0.00577118+0.0918705j -0.0123411+0.104846j 0.0304369-0.000744869j 0.0985341+0.0422933j -0.0890307+0.13597j 0.0444097+0.0308021j -0.0517892+0.1298j 0.00963928+0.035338j 0.0355319+0.0498645j -0.0388968-0.0125481j 0.00390402+0.0282741j 0.0330461-0.0265536j -0.0254608-0.0193857j -0.0128136+0.0258377j 0.0565414-0.000360438j 0.0243077+0.0798962j -0.0321757+0.0699986j 0.0121928+0.0160784j -0.113624-0.0667594j 0.00165225+0.00557177j -0.0469135+0.130293j -0.214937-0.0608471j 0.0648301-0.109096j 0.111758+0.00160442j -0.0133719-0.0408094j 0.117965+0.0709791j -0.0429378+0.0297452j -0.0837582-0.0652418j 0.0889767+0.0214516j 0.00597696+0.00530631j -0.00380932+0.0829507j 0.0172491-0.0196008j -0.0446544-0.0287517j -0.0273924+0.0776251j -0.0289642+0.0522194j 0.0123499-0.0356256j -0.0168515+0.0244777j 0.0125011+0.00109852j 0.0336798-0.0416022j 0.00566708+1.98939e-05j -0.0111045-0.00505666j 0.0167186+0.0078836j 0.0273279-0.0309164j -0.000171908-0.00964965j 0.00790126+0.00909268j 0.0119716-0.0123698j 0.000427981-0.0015786j -0.0568793-0.020508j 0.0082229+0.00639383j 0.0072195-0.000346807j -0.00130313+0.000714082j 0.00863767+0.000659472j -0.00235899+0.0176623j -0.00306385-0.023627j -0.00570959-0.00831389j -0.0158135+0.0265391j 0.0380569+0.0672271j 0.0126561+0.0392757j 0.0657239-0.0568666j 0.0137888-0.0572997j 0.0335431+0.0684368j 0.136774+0.0213053j -0.00399039-0.0682068j 0.0208244-0.0209151j 0.111257+0.0148789j 0.0231593-0.0390074j 0.0301404+0.0881116j 
0.110069+0.00829132j 0.111213+0.0341129j -0.0384897-0.0798131j -0.0324277+0.0465545j 0.0162817-0.0154933j -0.0485403+0.132557j -0.109256-0.0319075j 0.00187786+0.0722911j -0.118795+0.0108181j -0.0539697+0.0135242j -0.0656331+0.0100613j 0.0321864-0.0394692j -0.0267055+0.043404j 0.0332791+0.0286055j 0.0127702-0.0285946j -0.03261-0.023238j -0.0498636+0.0227379j -0.0898461+0.0147719j -0.0277898-0.0226936j -0.0523105+0.0203402j 0.112722-0.104967j -0.00387995-0.00396627j -0.161131-0.0532029j 0.0279759-0.175912j 0.0898849+0.107883j -0.00421907+0.10334j 0.0411246-0.00211248j 0.0496238-0.0222039j 0.0890557+0.0856422j -0.0921256+0.00975985j -0.091054-0.0676357j 0.020296+0.083036j -0.0173707-0.0183909j -0.00014094-0.0129315j 0.00824534-0.0847796j -0.0193258-0.0272814j -0.0702011+0.0260857j 0.0158243+0.012696j -0.0249474+0.00713648j -0.0223115+0.0374598j 0.0192061-0.00771382j -0.000342533-0.0107289j -0.00499885-0.0102581j -0.0437292+0.000310048j -0.000264824+0.00407393j 0.0208539+0.00640475j -0.0209898+0.00368561j 0.0286873+0.00968301j 0.0109223+0.00390001j 0.0370979-0.00326505j -0.00547261-0.00331437j 0.0161886+0.0147585j 0.0182344+0.0150962j 0.0323927+0.0245844j 0.0124898-0.0102303j 0.0435225+0.0064233j 0.0203465+0.00934397j -0.00207012-0.0468295j -0.0356163+0.0664507j -0.0716568+0.0312798j 0.0192959+0.0616693j 0.0235967+0.00378767j -0.129309+0.0323576j 0.0189278+0.100185j 0.0675121+0.0651269j 0.0860989+0.0143217j -0.0273751+0.0603497j 0.0457222+0.103592j -0.00129876+0.0127059j 
-0.062982+0.00936701j -0.0241726+0.0279338j 0.0460738+0.00166553j 0.0340796+0.0131317j -0.0173931-0.0677374j 0.00707477-0.0254103j 0.0426388+0.0244056j 0.0669501-0.0153266j 0.0278696+0.00193452j -0.0342509+0.0172056j -0.0121054+0.0280737j -0.00537059-0.0588404j 0.0284735-0.0340096j 0.00172122-0.0231682j -0.0182022-0.0141077j -0.0108989+0.00869334j 0.0032743-0.0387931j -0.0102266+0.00790142j -0.0260105-0.033581j -0.0519922+0.0734713j -0.0428665-0.0263416j -0.0194023+0.0777909j 0.00275662-0.0712183j 0.00699599+0.0478518j 0.0123418+0.0558749j 0.062055+0.036338j -0.027791+0.0878346j 0.0804742+0.0931008j -0.116506+0.102256j -0.0773175-0.0219278j 0.13584-0.0358318j -0.0194487+0.0374609j 0.0706625+0.0369485j -0.00749123-0.0464454j -0.012415+0.0911656j 0.0698281+0.0168909j -0.021235+0.158762j 0.0521974+0.0145727j 0.0169458+0.097337j 0.0893322+0.024738j -0.022308-0.0333038j -0.0427861+0.0263537j 0.0168919-0.004785j -0.101732+0.0149909j 0.0313872-0.0491929j 0.0760192-0.0755594j 0.00644669-0.0164875j -0.0156199-0.051349j 0.021005-0.00193135j 0.0315239-0.12821j 0.0236558-0.0510669j 0.0398734-0.0057051j 0.0951407-0.00906104j 0.0185878+0.0350032j -0.00308888+0.0925773j 0.0455101-0.0101786j 0.0787879+0.0515061j -0.0401186-0.05088j -0.108963+0.0656923j 0.119631+0.00100567j -0.0592934-0.0370307j -0.0783542+0.149001j 0.0322224-0.0273117j -0.00361012-0.0116999j 0.112932+0.216778j 0.0178313+0.046449j 0.0702532+0.16335j -0.103312+0.36674j 0.303798-0.0519999j 
