-3.97361e-13-0.11371j -2.57718e-14-0.0400016j 2.96027e-15-0.166559j 6.19403e-16-0.0958549j -1.24795e-15+0.0877726j -3.88438e-15+0.183694j 1.49854e-15-0.10159j 1.5577e-15+0.0581754j 4.69109e-15+0.0533614j -1.78784e-14-0.180864j 1.68866e-14+0.159273j 5.60309e-15+0.148764j 5.59395e-15+0.0660818j 1.99825e-15-0.015846j 9.7128e-15-0.0639748j -2.02137e-15+0.202566j 4.36714e-15+0.0790305j 4.3094e-15-0.0692294j -1.70238e-14+0.202159j 3.15342e-15-0.0542536j -3.85614e-14-0.125531j -4.36134e-15+0.120792j 1.69825e-14-0.206096j -5.21586e-15-0.097021j -1.56435e-14+0.0213004j -1.78287e-14-0.0994035j -1.85313e-14+0.0445649j 9.77473e-14-0.210523j 1.78626e-14+0.116544j 3.79951e-14+0.0514376j -2.53086e-14-0.0915169j -5.81522e-15+0.045047j 2.37332e-13-0.0232603j 3.40455e-14+0.0341073j 8.03997e-14-0.177252j -8.88334e-13-0.110614j 4.18695e-14+0.0584187j -7.62841e-14-0.117461j 2.4976e-13-0.221476j -1.67286e-13+0.100599j -1.8027e-14+0.0372094j -1.19865e-13+0.123328j 2.19417e-14+0.159272j -1.12055e-14+0.0495772j 9.12074e-15-0.0134457j 7.43493e-15+0.00341901j 3.19797e-14-0.0601218j 1.55225e-14-0.0818393j -1.32964e-15-0.176214j -1.25458e-13-0.0582859j -6.26646e-14-0.143934j -4.75212e-14-0.105788j -1.16723e-15+0.0294212j 5.54264e-14-0.108307j 1.60227e-14-0.164021j 6.61413e-15-0.0425026j -1.27339e-12-0.136583j 8.39568e-15+0.0226944j 2.51052e-14+0.19533j -1.33222e-14-0.0484739j 4.19477e-15+0.0326991j 1.83805e-14+0.144392j -5.00507e-15-0.0779243j 5.69622e-15-0.0474371j 8.86834e-16+0.0804828j 6.44657e-15-0.132912j -2.15938e-14+0.146576j 9.32372e-14+0.15417j 3.56023e-15-0.0465075j 1.31721e-15-0.0560814j 3.75634e-15+0.0946577j -4.45587e-15-0.169037j -1.5455e-15-0.0802742j -3.77151e-15-0.0906984j 1.39138e-14+0.156161j -1.28366e-14-0.0386313j 1.87464e-13+0.109046j 
-8.0089e-17-2.29184e-05j -5.19435e-18-8.0624e-06j 5.9665e-19-3.35703e-05j 1.24842e-19-1.93198e-05j -2.51526e-19+1.76908e-05j -7.82906e-19+3.7024e-05j 3.02035e-19-2.04757e-05j 3.13958e-19+1.17254e-05j 9.45499e-19+1.07551e-05j -3.60344e-18-3.64535e-05j 3.40353e-18+3.21019e-05j 1.12932e-18+2.99836e-05j 1.12747e-18+1.33189e-05j 4.02752e-19-3.19379e-06j 1.95764e-18-1.28943e-05j -4.07411e-19+4.08277e-05j 8.80207e-19+1.59288e-05j 8.68568e-19-1.39533e-05j -3.43118e-18+4.07455e-05j 6.35579e-19-1.09349e-05j -7.77213e-18-2.53011e-05j -8.79039e-19+2.43458e-05j 3.42287e-18-4.1539e-05j -1.05127e-18-1.95548e-05j -3.15297e-18+4.29315e-06j -3.59341e-18-2.0035e-05j -3.73503e-18+8.98216e-06j 1.97012e-17-4.24313e-05j 3.60025e-18+2.34897e-05j 7.658e-18+1.03674e-05j -5.10101e-18-1.84454e-05j -1.17207e-18+9.07931e-06j 4.78349e-17-4.68816e-06j 6.86195e-18+6.87441e-06j 1.62047e-17-3.57256e-05j -1.79046e-16-2.22945e-05j 8.43889e-18+1.17744e-05j -1.53752e-17-2.36746e-05j 5.03396e-17-4.46389e-05j -3.37168e-17+2.0276e-05j -3.63339e-18+7.49964e-06j -2.4159e-17+2.4857e-05j 4.4224e-18+3.21016e-05j -2.2585e-18+9.9924e-06j 1.8383e-18-2.71e-06j 1.49853e-18+6.89109e-07j 6.44558e-18-1.21177e-05j 3.12859e-18-1.64949e-05j -2.67991e-19-3.55164e-05j -2.52862e-17-1.17476e-05j -1.26302e-17-2.90102e-05j -9.578e-18-2.13218e-05j -2.35258e-19+5.92991e-06j 1.11713e-17-2.18296e-05j 3.22942e-18-3.30589e-05j 1.33309e-18-8.56649e-06j -2.56654e-16-2.75285e-05j 1.69217e-18+4.57411e-06j 5.06001e-18+3.93692e-05j -2.68511e-18-9.77001e-06j 8.45465e-19+6.59059e-06j 3.70463e-18+2.91025e-05j -1.00878e-18-1.57058e-05j 1.14808e-18-9.56104e-06j 1.78743e-19+1.62215e-05j 1.29932e-18-2.67886e-05j -4.35228e-18+2.95427e-05j 1.87922e-17+3.10734e-05j 7.17573e-19-9.37369e-06j 2.65488e-19-1.13033e-05j 7.57098e-19+1.90785e-05j -8.98091e-19-3.40697e-05j -3.11499e-19-1.61795e-05j -7.60157e-19-1.82805e-05j 2.80436e-18+3.14746e-05j -2.58724e-18-7.78623e-06j 3.77837e-17+2.19786e-05j 
-5.20185e-16-0.000148857j -3.37378e-17-5.2366e-05j 3.87529e-18-0.000218042j 8.1086e-19-0.000125484j -1.63369e-18+0.000114903j -5.08504e-18+0.000240474j 1.96174e-18-0.000132991j 2.03918e-18+7.61574e-05j 6.1411e-18+6.98554e-05j -2.34046e-17-0.000236769j 2.21062e-17+0.000208505j 7.335e-18+0.000194746j 7.32304e-18+8.65077e-05j 2.61591e-18-2.0744e-05j 1.2715e-17-8.37494e-05j -2.64617e-18+0.000265179j 5.71702e-18+0.000103459j 5.64143e-18-9.06282e-05j -2.22858e-17+0.000264646j 4.12814e-18-7.10233e-05j -5.04807e-17-0.000164333j -5.70943e-18+0.000158128j 2.22318e-17-0.0002698j -6.82808e-18-0.00012701j -2.04789e-17+2.78844e-05j -2.33395e-17-0.000130129j -2.42594e-17+5.83399e-05j 1.27961e-16-0.000275595j 2.3384e-17+0.000152567j 4.97394e-17+6.73369e-05j -3.31315e-17-0.000119805j -7.6127e-18+5.89709e-05j 3.10692e-16-3.045e-05j 4.4569e-17+4.46499e-05j 1.05251e-16-0.000232041j -1.16292e-15-0.000144805j 5.48113e-17+7.64759e-05j -9.98635e-17-0.000153768j 3.2696e-16-0.000289934j -2.18994e-16+0.000131695j -2.35992e-17+4.87109e-05j -1.56915e-16+0.000161448j 2.87239e-17+0.000208503j -1.46691e-17+6.49015e-05j 1.194e-17-1.76017e-05j 9.73306e-18+4.47582e-06j 4.18646e-17-7.87054e-05j 2.03205e-17-0.000107136j -1.74063e-18-0.000230682j -1.64236e-16-7.6302e-05j -8.20341e-17-0.000188424j -6.221e-17-0.000138487j -1.52802e-18+3.85153e-05j 7.25586e-17-0.000141785j 2.09754e-17-0.00021472j 8.65855e-18-5.56401e-05j -1.66699e-15-0.0001788j 1.09908e-17+2.97093e-05j 3.28652e-17+0.000255707j -1.744e-17-6.34571e-05j 5.49137e-18+4.28064e-05j 2.40619e-17+0.000189024j -6.55214e-18-0.000102011j 7.45691e-18-6.20998e-05j 1.16095e-18+0.00010536j 8.4392e-18-0.000173994j -2.82685e-17+0.000191882j 1.22057e-16+0.000201825j 4.6607e-18-6.08829e-05j 1.72437e-18-7.34161e-05j 4.91742e-18+0.000123916j -5.83318e-18-0.000221286j -2.02322e-18-0.000105087j -4.93729e-18-0.000118733j 1.82146e-17+0.00020443j -1.68043e-17-5.05723e-05j 2.45408e-16+0.000142753j 
4.04119e-16+0.000115644j 2.62101e-17+4.06819e-05j -3.01062e-18+0.000169392j -6.29938e-19+9.74852e-05j 1.26917e-18-8.92654e-05j 3.95045e-18-0.000186819j -1.52403e-18+0.000103318j -1.58419e-18-5.91648e-05j -4.77087e-18-5.4269e-05j 1.81825e-17+0.00018394j -1.71738e-17-0.000161982j -5.69838e-18-0.000151294j -5.68909e-18-6.72057e-05j -2.03224e-18+1.61155e-05j -9.87799e-18+6.50629e-05j 2.05575e-18-0.000206011j -4.44142e-18-8.03746e-05j -4.38269e-18+7.04068e-05j 1.73133e-17-0.000205597j -3.20705e-18+5.51763e-05j 3.92172e-17+0.000127666j 4.43552e-18-0.000122846j -1.72714e-17+0.000209601j 5.30457e-18+9.86711e-05j 1.59095e-17-2.16627e-05j 1.81319e-17+0.000101094j 1.88465e-17-4.53229e-05j -9.94097e-17+0.000214103j -1.81664e-17-0.000118526j -3.86413e-17-5.23124e-05j 2.5739e-17+9.30734e-05j 5.91412e-18-4.58131e-05j -2.41369e-16+2.36559e-05j -3.46246e-17-3.46874e-05j -8.17671e-17+0.000180267j 9.03443e-16+0.000112495j -4.25816e-17-5.94122e-05j 7.75815e-17+0.000119459j -2.54008e-16+0.000225243j 1.70131e-16-0.00010231j 1.83336e-17-3.78423e-05j 1.21903e-16-0.000125425j -2.23149e-17-0.000161981j 1.13961e-17-5.04204e-05j -9.27586e-18+1.36743e-05j -7.56138e-18-3.47716e-06j -3.25236e-17+6.11443e-05j -1.57865e-17+8.32312e-05j 1.35225e-18+0.000179211j 1.27591e-16+5.92772e-05j 6.37303e-17+0.000146382j 4.83294e-17+0.000107587j 1.18708e-18-2.99216e-05j -5.6369e-17+0.000110149j -1.62952e-17+0.000166811j -6.72662e-18+4.32254e-05j 1.29504e-15+0.000138906j -8.53847e-18-2.30804e-05j -2.55322e-17-0.000198652j 1.35487e-17+4.92983e-05j -4.26611e-18-3.32553e-05j -1.86931e-17-0.000146848j 5.09019e-18+7.92496e-05j -5.79309e-18+4.82438e-05j -9.01917e-19-8.18516e-05j -6.55621e-18+0.000135172j 2.19611e-17-0.000149069j -9.4823e-17-0.000156793j -3.62078e-18+4.72985e-05j -1.33962e-18+5.70352e-05j -3.82022e-18-9.62676e-05j 4.53166e-18+0.000171912j 1.57179e-18+8.16395e-05j 3.83566e-18+9.22409e-05j -1.41505e-17-0.000158817j 1.30549e-17+3.92884e-05j -1.90652e-16-0.000110901j 
-7.48836e-16-0.000214288j -4.85674e-17-7.53838e-05j 5.5787e-18-0.000313884j 1.16728e-18-0.000180641j -2.35178e-18+0.000165409j -7.3202e-18+0.000346176j 2.82404e-18-0.000191448j 2.93552e-18+0.000109633j 8.84046e-18+0.000100561j -3.36923e-17-0.000340842j 3.18231e-17+0.000300154j 1.05591e-17+0.000280348j 1.05419e-17+0.000124533j 3.76575e-18-2.98621e-05j 1.8304e-17-0.000120562j -3.80931e-18+0.00038174j 8.22997e-18+0.000148935j 8.12115e-18-0.000130464j -3.20817e-17+0.000380972j 5.94269e-18-0.000102242j -7.26698e-17-0.000236566j -8.21905e-18+0.000227634j 3.2004e-17-0.000388392j -9.8294e-18-0.000182838j -2.94804e-17+4.01411e-05j -3.35985e-17-0.000187328j -3.49227e-17+8.39836e-05j 1.84207e-16-0.000396734j 3.36625e-17+0.000219629j 7.16027e-17+9.69352e-05j -4.76946e-17-0.000172466j -1.09589e-17+8.4892e-05j 4.47258e-16-4.38345e-05j 6.41596e-17+6.4276e-05j 1.51515e-16-0.000334036j -1.67409e-15-0.000208455j 7.89039e-17+0.000110091j -1.43759e-16-0.000221358j 4.70678e-16-0.000417376j -3.15254e-16+0.000189582j -3.39723e-17+7.0122e-05j -2.25888e-16+0.000232414j 4.13496e-17+0.000300151j -2.1117e-17+9.34294e-05j 1.71882e-17-2.53387e-05j 1.40113e-17+6.4432e-06j 6.02665e-17-0.000113301j 2.92524e-17-0.000154228j -2.50573e-18-0.000332079j -2.36427e-16-0.000109841j -1.18093e-16-0.000271247j -8.95547e-17-0.00019936j -2.19968e-18+5.54449e-05j 1.04452e-16-0.000204108j 3.01952e-17-0.000309102j 1.24645e-17-8.0097e-05j -2.39972e-15-0.000257393j 1.58218e-17+4.27682e-05j 4.73113e-17+0.000368104j -2.51059e-17-9.135e-05j 7.90513e-18+6.16222e-05j 3.46384e-17+0.00027211j -9.43216e-18-0.00014685j 1.07346e-17-8.93962e-05j 1.67126e-18+0.000151672j 1.21487e-17-0.000250475j -4.0694e-17+0.000276225j 1.75708e-16+0.000290538j 6.70934e-18-8.76444e-05j 2.48232e-18-0.000105687j 7.0789e-18+0.000178384j -8.39719e-18-0.000318553j -2.91253e-18-0.000151279j -7.1075e-18-0.000170923j 2.62209e-17+0.000294288j -2.41908e-17-7.28016e-05j 3.53279e-16+0.0002055j 
2.43758e-16+6.97541e-05j 1.58094e-17+2.45386e-05j -1.81595e-18+0.000102174j -3.79967e-19+5.88013e-05j 7.65541e-19-5.38433e-05j 2.38284e-18-0.000112686j -9.19267e-19+6.23193e-05j -9.55556e-19-3.56871e-05j -2.8777e-18-3.27341e-05j 1.09674e-17+0.000110949j -1.03589e-17-9.77048e-05j -3.43716e-18-9.12576e-05j -3.43156e-18-4.05373e-05j -1.22581e-18+9.72057e-06j -5.95823e-18+3.92447e-05j 1.23999e-18-0.000124262j -2.67898e-18-4.84805e-05j -2.64356e-18+4.24681e-05j 1.04431e-17-0.000124012j -1.93444e-18+3.32813e-05j 2.36551e-17+7.7006e-05j 2.67543e-18-7.40984e-05j -1.04178e-17+0.000126427j 3.19962e-18+5.95166e-05j 9.59634e-18-1.30665e-05j 1.09368e-17+6.09782e-05j 1.13679e-17-2.73379e-05j -5.99621e-17+0.000129143j -1.09577e-17-7.14927e-05j -2.33078e-17-3.15539e-05j 1.55253e-17+5.61402e-05j 3.56729e-18-2.76336e-05j -1.45589e-16+1.42688e-05j -2.08849e-17-2.09228e-05j -4.93204e-17+0.000108734j 5.4494e-16+6.78551e-05j -2.56844e-17-3.58364e-05j 4.67958e-17+7.20554e-05j -1.53213e-16+0.000135862j 1.0262e-16-6.17118e-05j 1.10585e-17-2.28258e-05j 7.35298e-17-7.56542e-05j -1.34599e-17-9.77039e-05j 6.87392e-18-3.04127e-05j -5.59503e-18+8.24812e-06j -4.56089e-18-2.09736e-06j -1.96177e-17+3.68811e-05j -9.52211e-18+5.02036e-05j 8.15653e-19+0.000108097j 7.69608e-17+3.57549e-05j 3.8441e-17+8.82949e-05j 2.91514e-17+6.48946e-05j 7.16028e-19-1.80482e-05j -3.40008e-17+6.64402e-05j -9.829e-18+0.000100617j -4.05738e-18+2.60728e-05j 7.81146e-16+8.37854e-05j -5.15025e-18-1.39217e-05j -1.54006e-17-0.000119824j 8.17235e-18+2.97358e-05j -2.57324e-18-2.0059e-05j -1.12753e-17-8.85759e-05j 3.07031e-18+4.78019e-05j -3.49429e-18+2.90998e-05j -5.4402e-19-4.93714e-05j -3.95459e-18+8.15333e-05j 1.32465e-17-8.99155e-05j -5.71955e-17-9.45744e-05j -2.18399e-18+2.85296e-05j -8.08033e-19+3.44026e-05j -2.30429e-18-5.80669e-05j 2.73341e-18+0.000103694j 9.48074e-19+4.92435e-05j 2.3136e-18+5.56381e-05j -8.5353e-18-9.57954e-05j 7.87447e-18+2.3698e-05j -1.14998e-16-6.68936e-05j 
-7.64768e-16-0.000218847j -4.96008e-17-7.69877e-05j 5.69739e-18-0.000320562j 1.19211e-18-0.000184484j -2.40182e-18+0.000168929j -7.47595e-18+0.000353541j 2.88412e-18-0.000195522j 2.99798e-18+0.000111965j 9.02855e-18+0.0001027j -3.44091e-17-0.000348093j 3.25002e-17+0.00030654j 1.07838e-17+0.000286313j 1.07662e-17+0.000127182j 3.84587e-18-3.04974e-05j 1.86934e-17-0.000123127j -3.89036e-18+0.000389862j 8.40507e-18+0.000152103j 8.29394e-18-0.00013324j -3.27643e-17+0.000389078j 6.06913e-18-0.000104417j -7.42159e-17-0.0002416j -8.39392e-18+0.000232477j 3.26849e-17-0.000396655j -1.00385e-17-0.000186728j -3.01077e-17+4.09952e-05j -3.43134e-17-0.000191314j -3.56657e-17+8.57704e-05j 1.88126e-16-0.000405175j 3.43787e-17+0.000224302j 7.31261e-17+9.89976e-05j -4.87094e-17-0.000176135j -1.11921e-17+8.66981e-05j 4.56774e-16-4.47671e-05j 6.55246e-17+6.56435e-05j 1.54739e-16-0.000341143j -1.7097e-15-0.00021289j 8.05827e-17+0.000112434j -1.46818e-16-0.000226068j 4.80692e-16-0.000426256j -3.21961e-16+0.000193615j -3.46951e-17+7.16139e-05j -2.30693e-16+0.000237359j 4.22294e-17+0.000306537j -2.15663e-17+9.54172e-05j 1.75539e-17-2.58778e-05j 1.43094e-17+6.58028e-06j 6.15487e-17-0.000115711j 2.98748e-17-0.000157509j -2.55904e-18-0.000339145j -2.41458e-16-0.000112178j -1.20605e-16-0.000277018j -9.14601e-17-0.000203601j -2.24648e-18+5.66245e-05j 1.06674e-16-0.00020845j 3.08376e-17-0.000315678j 1.27297e-17-8.18012e-05j -2.45078e-15-0.000262869j 1.61585e-17+4.36781e-05j 4.83179e-17+0.000375936j -2.564e-17-9.32936e-05j 8.07332e-18+6.29333e-05j 3.53754e-17+0.000277899j -9.63284e-18-0.000149974j 1.0963e-17-9.12981e-05j 1.70682e-18+0.000154898j 1.24072e-17-0.000255804j -4.15598e-17+0.000282102j 1.79446e-16+0.000296719j 6.85208e-18-8.95091e-05j 2.53513e-18-0.000107935j 7.22951e-18+0.00018218j -8.57585e-18-0.000325331j -2.9745e-18-0.000154497j -7.25872e-18-0.00017456j 2.67788e-17+0.00030055j -2.47055e-17-7.43505e-05j 3.60795e-16+0.000209873j 
3.37569e-16+9.65992e-05j 2.18938e-17+3.39824e-05j -2.51483e-18+0.000141496j -5.26199e-19+8.14312e-05j 1.06016e-18-7.45651e-05j 3.29988e-18-0.000156053j -1.27305e-18+8.63032e-05j -1.32331e-18-4.94215e-05j -3.9852e-18-4.53319e-05j 1.51882e-17+0.000153648j -1.43456e-17-0.000135307j -4.75997e-18-0.000126378j -4.75221e-18-5.61382e-05j -1.69757e-18+1.34616e-05j -8.25127e-18+5.43482e-05j 1.7172e-18-0.000172085j -3.71e-18-6.71384e-05j -3.66094e-18+5.88122e-05j 1.44622e-17-0.000171739j -2.67891e-18+4.60898e-05j 3.27589e-17+0.000106642j 3.70507e-18-0.000102616j -1.44271e-17+0.000175084j 4.43101e-18+8.24219e-05j 1.32895e-17-1.80953e-05j 1.51459e-17+8.44459e-05j 1.57428e-17-3.78591e-05j -8.30388e-17+0.000178844j -1.51748e-17-9.90069e-05j -3.22778e-17-4.36975e-05j 2.15003e-17+7.7746e-05j 4.94018e-18-3.82685e-05j -2.0162e-16+1.97602e-05j -2.89226e-17-2.89751e-05j -6.83016e-17+0.000150581j 7.54663e-16+9.39695e-05j -3.55692e-17-4.96282e-05j 6.48053e-17+9.97863e-05j -2.12177e-16+0.000188149j 1.42114e-16-8.54619e-05j 1.53144e-17-3.16104e-05j 1.01828e-16-0.00010477j -1.864e-17-0.000135306j 9.51938e-18-4.21171e-05j -7.7483e-18+1.14224e-05j -6.31616e-18-2.90454e-06j -2.71676e-17+5.1075e-05j -1.31867e-17+6.95246e-05j 1.12956e-18+0.000149698j 1.06579e-16+4.95153e-05j 5.32352e-17+0.000122276j 4.03705e-17+8.98696e-05j 9.91595e-19-2.49941e-05j -4.70861e-17+9.20099e-05j -1.36117e-17+0.00013934j -5.61887e-18+3.6107e-05j 1.08177e-15+0.000116031j -7.13235e-18-1.92795e-05j -2.13275e-17-0.000165938j 1.13175e-17+4.11798e-05j -3.56356e-18-2.77788e-05j -1.56147e-17-0.000122665j 4.25194e-18+6.61987e-05j -4.83908e-18+4.0299e-05j -7.53389e-19-6.83722e-05j -5.47653e-18+0.000112912j 1.83445e-17-0.00012452j -7.92074e-17-0.000130972j -3.02451e-18+3.95093e-05j -1.11901e-18+4.76426e-05j -3.1911e-18-8.04142e-05j 3.78538e-18+0.000143601j 1.31294e-18+6.8195e-05j 3.204e-18+7.70506e-05j -1.18201e-17-0.000132663j 1.0905e-17+3.28183e-05j -1.59255e-16-9.26378e-05j 
-1.09926e-15-0.000314566j -7.1295e-17-0.00011066j 8.1893e-18-0.000460769j 1.71352e-18-0.000265173j -3.45232e-18+0.000242814j -1.07458e-17+0.000508172j 4.14557e-18-0.000281038j 4.30922e-18+0.000160936j 1.29774e-17+0.000147619j -4.94589e-17-0.000500342j 4.67151e-17+0.000440614j 1.55004e-17+0.00041154j 1.54751e-17+0.000182809j 5.52797e-18-4.38363e-05j 2.68695e-17-0.00017698j -5.59192e-18+0.000560379j 1.20813e-17+0.00021863j 1.19215e-17-0.000191516j -4.70946e-17+0.000559252j 8.72363e-18-0.000150087j -1.06676e-16-0.00034727j -1.20652e-17+0.000334158j 4.69805e-17-0.000570143j -1.44292e-17-0.000268399j -4.32761e-17+5.89255e-05j -4.93213e-17-0.00027499j -5.12651e-17+0.000123284j 2.70408e-16-0.00058239j 4.94152e-17+0.000322407j 1.0511e-16+0.000142297j -7.00138e-17-0.000253172j -1.60872e-17+0.000124618j 6.56556e-16-6.43472e-05j 9.41836e-17+9.43546e-05j 2.22418e-16-0.000490351j -2.45749e-15-0.000306003j 1.15828e-16+0.000161609j -2.11033e-16-0.000324945j 6.90936e-16-0.000612691j -4.6278e-16+0.000278299j -4.987e-17+0.000102936j -3.31594e-16+0.000341174j 6.06996e-17+0.00044061j -3.0999e-17+0.000137151j 2.52316e-17-3.71961e-05j 2.0568e-17+9.45835e-06j 8.84687e-17-0.000166321j 4.29414e-17-0.0002264j -3.67831e-18-0.000487479j -3.47066e-16-0.000161242j -1.73355e-16-0.000398179j -1.31463e-16-0.000292652j -3.22904e-18+8.13908e-05j 1.53332e-16-0.000299622j 4.43253e-17-0.000453749j 1.82973e-17-0.000117579j -3.52269e-15-0.000377843j 2.32258e-17+6.27819e-05j 6.94511e-17+0.000540362j -3.68544e-17-0.000134098j 1.16044e-17+9.0459e-05j 5.08478e-17+0.000399446j -1.3846e-17-0.00021557j 1.5758e-17-0.00013123j 2.45334e-18+0.000222648j 1.78338e-17-0.000367687j -5.97372e-17+0.000405487j 2.57932e-16+0.000426497j 9.84903e-18-0.000128658j 3.64394e-18-0.000155144j 1.03915e-17+0.000261861j -1.23267e-17-0.000467623j -4.27548e-18-0.000222071j -1.04335e-17-0.000250908j 3.84912e-17+0.000432003j -3.55111e-17-0.00010687j 5.18599e-16+0.000301666j 
1.00249e-15+0.000286876j 6.5019e-17+0.000100919j -7.46841e-18+0.000420209j -1.56268e-18+0.00024183j 3.14842e-18-0.00022144j 9.79983e-18-0.000463439j -3.78064e-18+0.000256299j -3.92989e-18-0.000146769j -1.18351e-17-0.000134624j 4.51051e-17+0.000456298j -4.26028e-17-0.000401828j -1.41359e-17-0.000375312j -1.41129e-17-0.000166717j -5.04135e-18+3.99775e-05j -2.45042e-17+0.000161401j 5.09967e-18-0.00051105j -1.10178e-17-0.000199384j -1.08721e-17+0.000174657j 4.2949e-17-0.000510022j -7.9557e-18+0.000136875j 9.72857e-17+0.0003167j 1.10031e-17-0.000304743j -4.28449e-17+0.000519955j 1.3159e-17+0.000244772j 3.94666e-17-5.37384e-05j 4.49796e-17+0.000250783j 4.67523e-17-0.000112432j -2.46605e-16+0.000531123j -4.50652e-17-0.000294026j -9.58572e-17-0.000129771j 6.38506e-17+0.000230886j 1.46711e-17-0.000113648j -5.98761e-16+5.86829e-05j -8.58928e-17-8.60487e-05j -2.02839e-16+0.000447187j 2.24116e-15+0.000279066j -1.05632e-16-0.000147383j 1.92456e-16+0.00029634j -6.30114e-16+0.000558757j 4.22042e-16-0.0002538j 4.548e-17-9.38749e-05j 3.02404e-16-0.000311141j -5.53563e-17-0.000401824j 2.82702e-17-0.000125077j -2.30105e-17+3.39218e-05j -1.87574e-17-8.62575e-06j -8.0681e-17+0.00015168j -3.91613e-17+0.000206471j 3.35451e-18+0.000444567j 3.16514e-16+0.000147048j 1.58095e-16+0.000363128j 1.1989e-16+0.00026689j 2.94479e-18-7.42261e-05j -1.39834e-16+0.000273247j -4.04234e-17+0.000413806j -1.66867e-17+0.000107229j 3.2126e-15+0.000344582j -2.11813e-17-5.72553e-05j -6.33374e-17-0.000492795j 3.36102e-17+0.000122294j -1.05829e-17-8.2496e-05j -4.63718e-17-0.000364284j 1.26272e-17+0.000196594j -1.43709e-17+0.000119678j -2.23738e-18-0.000203048j -1.62639e-17+0.00033532j 5.44786e-17-0.000369793j -2.35226e-16-0.000388954j -8.98204e-18+0.000117333j -3.32317e-18+0.000141487j -9.47679e-18-0.00023881j 1.12416e-17+0.000426459j 3.89912e-18+0.000202522j 9.51507e-18+0.000228821j -3.51029e-17-0.000393975j 3.23851e-17+9.74622e-05j -4.72948e-16-0.000275111j 
-8.48334e-16-0.000242761j -5.50206e-17-8.54001e-05j 6.31994e-18-0.00035559j 1.32238e-18-0.000204642j -2.66426e-18+0.000187387j -8.29284e-18+0.000392173j 3.19927e-18-0.000216886j 3.32556e-18+0.0001242j 1.00151e-17+0.000113922j -3.8169e-17-0.000386129j 3.60515e-17+0.000340036j 1.19621e-17+0.000317598j 1.19426e-17+0.000141079j 4.2661e-18-3.38299e-05j 2.0736e-17-0.000136581j -4.31546e-18+0.000432462j 9.32349e-18+0.000168724j 9.20021e-18-0.000147799j -3.63444e-17+0.000431592j 6.7323e-18-0.000115827j -8.23254e-17-0.000267999j -9.31112e-18+0.00025788j 3.62563e-17-0.000439998j -1.11354e-17-0.000207132j -3.33975e-17+4.54747e-05j -3.80628e-17-0.000212218j -3.95629e-17+9.51425e-05j 2.08682e-16-0.000449449j 3.81352e-17+0.000248811j 8.11165e-17+0.000109815j -5.40318e-17-0.000195381j -1.2415e-17+9.61716e-05j 5.06685e-16-4.96588e-05j 7.26845e-17+7.28164e-05j 1.71647e-16-0.00037842j -1.89652e-15-0.000236152j 8.93879e-17+0.000124719j -1.6286e-16-0.00025077j 5.33217e-16-0.000472833j -3.57142e-16+0.000214772j -3.84862e-17+7.94391e-05j -2.55901e-16+0.000263295j 4.68438e-17+0.000340033j -2.39229e-17+0.000105843j 1.9472e-17-2.87054e-05j 1.5873e-17+7.29931e-06j 6.82741e-17-0.000128355j 3.31392e-17-0.00017472j -2.83867e-18-0.000376203j -2.67842e-16-0.000124436j -1.33784e-16-0.000307287j -1.01454e-16-0.000225849j -2.49195e-18+6.28118e-05j 1.18331e-16-0.000231227j 3.42072e-17-0.000350173j 1.41206e-17-9.07395e-05j -2.71857e-15-0.000291593j 1.79241e-17+4.84508e-05j 5.35976e-17+0.000417014j -2.84417e-17-0.000103488j 8.95549e-18+6.981e-05j 3.92409e-17+0.000308265j -1.06854e-17-0.000166362j 1.2161e-17-0.000101274j 1.89332e-18+0.000171824j 1.37629e-17-0.000283755j -4.6101e-17+0.000312927j 1.99054e-16+0.000329141j 7.60081e-18-9.92897e-05j 2.81215e-18-0.000119729j 8.01947e-18+0.000202086j -9.51293e-18-0.00036088j -3.29952e-18-0.000171379j -8.05187e-18-0.000193634j 2.97049e-17+0.000333391j -2.7405e-17-8.24748e-05j 4.00219e-16+0.000232805j 
