-0.0669592-0j -0.0141897-0j -0.134595-0j -0.0581453-0j -0.120131-0j 0.125277-0j -0.104708-0j 0.0748645-0j -0.201874-0j -0.161389-0j 0.217346-0j 0.0708899-0j -0.0805882-0j -0.308021-0j -0.295607-0j 0.063888-0j 0.0553386-0j -0.164882-0j 0.000252305-0j -0.129765-0j 0.104856-0j -0.0627572-0j 0.00666074-0j 0.0182288-0j 0.0953366-0j 0.159464-0j -0.108728-0j -0.376888-0j -0.00744132-0j -0.0894862-0j 0.12348-0j -0.06439-0j 0.0152021-0j -0.0271911-0j 0.0779342-0j -0.113735-0j -0.132003-0j 0.103324-0j -0.141203-0j -0.0350735-0j 0.203836-0j -0.183633-0j 0.243476-0j -0.0922743-0j 0.104645-0j -0.156368-0j -0.116497-0j -0.137277-0j 0.0702878-0j -0.087528-0j 0.108728-0j -0.102479-0j 0.0543818-0j -0.119803-0j 0.013549-0j -0.0626664-0j 
-1.24269e-17-0j -2.63345e-18-0j -2.49793e-17-0j -1.07911e-17-0j -2.2295e-17-0j 2.32501e-17-0j -1.94327e-17-0j 1.3894e-17-0j -3.74656e-17-0j -2.9952e-17-0j 4.0337e-17-0j 1.31564e-17-0j -1.49563e-17-0j -5.71653e-17-0j -5.48614e-17-0j 1.18569e-17-0j 1.02702e-17-0j -3.06004e-17-0j 4.6825e-20-0j -2.40831e-17-0j 1.94601e-17-0j -1.16471e-17-0j 1.23616e-18-0j 3.38306e-18-0j 1.76934e-17-0j 2.95947e-17-0j -2.01788e-17-0j -6.99462e-17-0j -1.38103e-18-0j -1.66077e-17-0j 2.29165e-17-0j -1.19501e-17-0j 2.82134e-18-0j -5.04637e-18-0j 1.44637e-17-0j -2.11079e-17-0j -2.44983e-17-0j 1.91758e-17-0j -2.62057e-17-0j -6.50926e-18-0j 3.78298e-17-0j -3.40803e-17-0j 4.51864e-17-0j -1.71251e-17-0j 1.9421e-17-0j -2.90203e-17-0j -2.16205e-17-0j -2.5477e-17-0j 1.30446e-17-0j -1.62442e-17-0j 2.01787e-17-0j -1.9019e-17-0j 1.00927e-17-0j -2.22341e-17-0j 2.51454e-18-0j -1.16302e-17-0j 
-3.19915e-05-0j -6.7795e-06-0j -6.43063e-05-0j -2.77805e-05-0j -5.73957e-05-0j 5.98545e-05-0j -5.00272e-05-0j 3.57685e-05-0j -9.64506e-05-0j -7.71079e-05-0j 0.000103843-0j 3.38695e-05-0j -3.85032e-05-0j -0.000147165-0j -0.000141234-0j 3.05242e-05-0j 2.64395e-05-0j -7.8777e-05-0j 1.20545e-07-0j -6.19989e-05-0j 5.00977e-05-0j -2.99839e-05-0j 3.18235e-06-0j 8.70929e-06-0j 4.55496e-05-0j 7.6188e-05-0j -5.19479e-05-0j -0.000180068-0j -3.55529e-06-0j -4.27544e-05-0j 5.89958e-05-0j -3.07641e-05-0j 7.26321e-06-0j -1.29913e-05-0j 3.72352e-05-0j -5.43398e-05-0j -6.3068e-05-0j 4.93659e-05-0j -6.74634e-05-0j -1.67573e-05-0j 9.73882e-05-0j -8.77357e-05-0j 0.000116327-0j -4.40865e-05-0j 4.99971e-05-0j -7.47092e-05-0j -5.56595e-05-0j -6.55875e-05-0j 3.35819e-05-0j -4.18188e-05-0j 5.19477e-05-0j -4.89622e-05-0j 2.59824e-05-0j -5.72391e-05-0j 6.47337e-06-0j -2.99405e-05-0j 
1.0322e-17-0j 2.1874e-18-0j 2.07484e-17-0j 8.96333e-18-0j 1.85187e-17-0j -1.9312e-17-0j 1.61412e-17-0j -1.15407e-17-0j 3.11197e-17-0j 2.48788e-17-0j -3.35048e-17-0j -1.0928e-17-0j 1.2423e-17-0j 4.74827e-17-0j 4.5569e-17-0j -9.84859e-18-0j -8.53067e-18-0j 2.54173e-17-0j -3.88938e-20-0j 2.00039e-17-0j -1.6164e-17-0j 9.67428e-18-0j -1.02678e-18-0j -2.81004e-18-0j -1.46965e-17-0j -2.45819e-17-0j 1.67609e-17-0j 5.80988e-17-0j 1.14711e-18-0j 1.37947e-17-0j -1.90349e-17-0j 9.92598e-18-0j -2.34347e-18-0j 4.19162e-18-0j -1.20139e-17-0j 1.75327e-17-0j 2.03488e-17-0j -1.59278e-17-0j 2.1767e-17-0j 5.40672e-18-0j -3.14222e-17-0j 2.83078e-17-0j -3.75328e-17-0j 1.42245e-17-0j -1.61315e-17-0j 2.41048e-17-0j 1.79585e-17-0j 2.11617e-17-0j -1.08352e-17-0j 1.34928e-17-0j -1.67609e-17-0j 1.57976e-17-0j -8.38318e-18-0j 1.84681e-17-0j -2.08863e-18-0j 9.66028e-18-0j 
-9.66469e-06-0j -2.0481e-06-0j -1.9427e-05-0j -8.39252e-06-0j -1.73393e-05-0j 1.80821e-05-0j -1.51133e-05-0j 1.08057e-05-0j -2.91379e-05-0j -2.32944e-05-0j 3.13711e-05-0j 1.0232e-05-0j -1.16319e-05-0j -4.44588e-05-0j -4.26671e-05-0j 9.22141e-06-0j 7.98741e-06-0j -2.37987e-05-0j 3.6417e-08-0j -1.873e-05-0j 1.51346e-05-0j -9.0582e-06-0j 9.61392e-07-0j 2.63109e-06-0j 1.37606e-05-0j 2.30165e-05-0j -1.56935e-05-0j -5.43989e-05-0j -1.07406e-06-0j -1.29162e-05-0j 1.78227e-05-0j -9.29387e-06-0j 2.19423e-06-0j -3.92469e-06-0j 1.12488e-05-0j -1.64161e-05-0j -1.90529e-05-0j 1.49135e-05-0j -2.03808e-05-0j -5.06241e-06-0j 2.94211e-05-0j -2.65051e-05-0j 3.51426e-05-0j -1.33186e-05-0j 1.51042e-05-0j -2.25698e-05-0j -1.68148e-05-0j -1.98141e-05-0j 1.01451e-05-0j -1.26335e-05-0j 1.56935e-05-0j -1.47916e-05-0j 7.84931e-06-0j -1.7292e-05-0j 1.95562e-06-0j -9.04508e-06-0j 
-3.19071e-17-0j -6.7616e-18-0j -6.41366e-17-0j -2.77071e-17-0j -5.72442e-17-0j 5.96965e-17-0j -4.98951e-17-0j 3.56741e-17-0j -9.6196e-17-0j -7.69043e-17-0j 1.03569e-16-0j 3.37801e-17-0j -3.84015e-17-0j -1.46777e-16-0j -1.40861e-16-0j 3.04436e-17-0j 2.63697e-17-0j -7.8569e-17-0j 1.20227e-19-0j -6.18353e-17-0j 4.99654e-17-0j -2.99048e-17-0j 3.17395e-18-0j 8.68629e-18-0j 4.54294e-17-0j 7.59868e-17-0j -5.18108e-17-0j -1.79593e-16-0j -3.5459e-18-0j -4.26416e-17-0j 5.88401e-17-0j -3.06828e-17-0j 7.24404e-18-0j -1.2957e-17-0j 3.71369e-17-0j -5.41963e-17-0j -6.29015e-17-0j 4.92356e-17-0j -6.72853e-17-0j -1.67131e-17-0j 9.71311e-17-0j -8.75041e-17-0j 1.1602e-16-0j -4.39701e-17-0j 4.98651e-17-0j -7.4512e-17-0j -5.55126e-17-0j -6.54144e-17-0j 3.34932e-17-0j -4.17084e-17-0j 5.18106e-17-0j -4.8833e-17-0j 2.59138e-17-0j -5.7088e-17-0j 6.45629e-18-0j -2.98615e-17-0j 
-0.00017292-0j -3.66443e-05-0j -0.000347587-0j -0.000150158-0j -0.000310233-0j 0.000323524-0j -0.000270405-0j 0.000193335-0j -0.000521332-0j -0.000416781-0j 0.000561288-0j 0.000183071-0j -0.000208116-0j -0.000795453-0j -0.000763395-0j 0.000164988-0j 0.00014291-0j -0.000425803-0j 6.51568e-07-0j -0.000335115-0j 0.000270786-0j -0.000162068-0j 1.72011e-05-0j 4.70752e-05-0j 0.000246203-0j 0.000411809-0j -0.000280787-0j -0.000973299-0j -1.92169e-05-0j -0.000231095-0j 0.000318882-0j -0.000166285-0j 3.92589e-05-0j -7.02201e-05-0j 0.000201262-0j -0.000293716-0j -0.000340893-0j 0.000266831-0j -0.000364651-0j -9.0576e-05-0j 0.0005264-0j -0.000474227-0j 0.000628767-0j -0.000238295-0j 0.000270243-0j -0.000403816-0j -0.000300849-0j -0.000354512-0j 0.000181516-0j -0.000226038-0j 0.000280786-0j -0.000264649-0j 0.000140439-0j -0.000309387-0j 3.49897e-05-0j -0.000161834-0j 
-6.85185e-18-0j -1.45201e-18-0j -1.37729e-17-0j -5.94994e-18-0j -1.22928e-17-0j 1.28195e-17-0j -1.07147e-17-0j 7.66079e-18-0j -2.06575e-17-0j -1.65147e-17-0j 2.22408e-17-0j 7.25408e-18-0j -8.2465e-18-0j -3.15194e-17-0j -3.02491e-17-0j 6.53758e-18-0j 5.66273e-18-0j -1.68722e-17-0j 2.58181e-20-0j -1.32788e-17-0j 1.07298e-17-0j -6.42187e-18-0j 6.81586e-19-0j 1.86533e-18-0j 9.75569e-18-0j 1.63177e-17-0j -1.11261e-17-0j -3.85665e-17-0j -7.61461e-19-0j -9.15702e-18-0j 1.26356e-17-0j -6.58896e-18-0j 1.55561e-18-0j -2.78244e-18-0j 7.97492e-18-0j -1.16383e-17-0j -1.35077e-17-0j 1.0573e-17-0j -1.44491e-17-0j -3.58903e-18-0j 2.08583e-17-0j -1.8791e-17-0j 2.49146e-17-0j -9.44232e-18-0j 1.07082e-17-0j -1.6001e-17-0j -1.1921e-17-0j -1.40473e-17-0j 7.19247e-18-0j -8.95663e-18-0j 1.1126e-17-0j -1.04866e-17-0j 5.56483e-18-0j -1.22593e-17-0j 1.38645e-18-0j -6.41258e-18-0j 
5.88734e-05-0j 1.24762e-05-0j 0.000118342-0j 5.11239e-05-0j 0.000105624-0j -0.000110149-0j 9.20641e-05-0j -6.58241e-05-0j 0.000177496-0j 0.0001419-0j -0.0001911-0j -6.23295e-05-0j 7.08567e-05-0j 0.000270825-0j 0.000259911-0j -5.61731e-05-0j -4.86561e-05-0j 0.000144972-0j -2.21837e-07-0j 0.000114095-0j -9.21938e-05-0j 5.51789e-05-0j -5.85642e-06-0j -1.60275e-05-0j -8.38241e-05-0j -0.000140207-0j 9.55988e-05-0j 0.000331376-0j 6.54273e-06-0j 7.86802e-05-0j -0.000108569-0j 5.66145e-05-0j -1.33664e-05-0j 2.39076e-05-0j -6.85232e-05-0j 0.0001-0j 0.000116063-0j -9.08471e-05-0j 0.000124152-0j 3.08382e-05-0j -0.000179222-0j 0.000161458-0j -0.000214075-0j 8.11316e-05-0j -9.20088e-05-0j 0.000137486-0j 0.000102429-0j 0.0001207-0j -6.18001e-05-0j 7.69584e-05-0j -9.55984e-05-0j 9.01043e-05-0j -4.78149e-05-0j 0.000105336-0j -1.19128e-05-0j 5.5099e-05-0j 
-6.11906e-17-0j -1.29672e-17-0j -1.23e-16-0j -5.3136e-17-0j -1.09781e-16-0j 1.14484e-16-0j -9.56876e-17-0j 6.84149e-17-0j -1.84482e-16-0j -1.47485e-16-0j 1.98621e-16-0j 6.47827e-17-0j -7.36455e-17-0j -2.81485e-16-0j -2.7014e-16-0j 5.8384e-17-0j 5.05711e-17-0j -1.50678e-16-0j 2.30569e-19-0j -1.18586e-16-0j 9.58224e-17-0j -5.73507e-17-0j 6.08692e-18-0j 1.66584e-17-0j 8.71233e-17-0j 1.45726e-16-0j -9.93614e-17-0j -3.44419e-16-0j -6.80024e-18-0j -8.17769e-17-0j 1.12842e-16-0j -5.88428e-17-0j 1.38924e-17-0j -2.48486e-17-0j 7.12202e-17-0j -1.03936e-16-0j -1.20631e-16-0j 9.44227e-17-0j -1.29038e-16-0j -3.20519e-17-0j 1.86276e-16-0j -1.67813e-16-0j 2.225e-16-0j -8.43248e-17-0j 9.56301e-17-0j -1.42897e-16-0j -1.06461e-16-0j -1.2545e-16-0j 6.42325e-17-0j -7.99874e-17-0j 9.9361e-17-0j -9.36507e-17-0j 4.96968e-17-0j -1.09482e-16-0j 1.23817e-17-0j -5.72676e-17-0j 
9.44381e-05-0j 2.00129e-05-0j 0.00018983-0j 8.20071e-05-0j 0.00016943-0j -0.000176689-0j 0.000147679-0j -0.000105588-0j 0.000284719-0j 0.00022762-0j -0.000306541-0j -9.99819e-05-0j 0.00011366-0j 0.000434427-0j 0.000416919-0j -9.01065e-05-0j -7.80486e-05-0j 0.000232547-0j -3.55846e-07-0j 0.000183019-0j -0.000147887-0j 8.85117e-05-0j -9.39419e-06-0j -2.57096e-05-0j -0.000134461-0j -0.000224905-0j 0.000153349-0j 0.000531556-0j 1.04951e-05-0j 0.00012621-0j -0.000174154-0j 9.08146e-05-0j -2.14408e-05-0j 3.83499e-05-0j -0.000109917-0j 0.000160409-0j 0.000186175-0j -0.000145727-0j 0.00019915-0j 4.94671e-05-0j -0.000287487-0j 0.000258993-0j -0.000343394-0j 0.000130142-0j -0.00014759-0j 0.000220539-0j 0.000164305-0j 0.000193612-0j -9.91327e-05-0j 0.000123448-0j -0.000153348-0j 0.000144535-0j -7.66992e-05-0j 0.000168968-0j -1.91092e-05-0j 8.83836e-05-0j 
-3.32195e-05-0j -7.03972e-06-0j -6.67747e-05-0j -2.88468e-05-0j -5.95988e-05-0j 6.2152e-05-0j -5.19474e-05-0j 3.71414e-05-0j -0.000100153-0j -8.00676e-05-0j 0.000107829-0j 3.51696e-05-0j -3.99811e-05-0j -0.000152814-0j -0.000146655-0j 3.16958e-05-0j 2.74543e-05-0j -8.18008e-05-0j 1.25172e-07-0j -6.43787e-05-0j 5.20206e-05-0j -3.11348e-05-0j 3.3045e-06-0j 9.04358e-06-0j 4.7298e-05-0j 7.91124e-05-0j -5.39419e-05-0j -0.00018698-0j -3.69175e-06-0j -4.43955e-05-0j 6.12603e-05-0j -3.19449e-05-0j 7.542e-06-0j -1.34899e-05-0j 3.86644e-05-0j -5.64256e-05-0j -6.54888e-05-0j 5.12607e-05-0j -7.0053e-05-0j -1.74005e-05-0j 0.000101126-0j -9.11034e-05-0j 0.000120792-0j -4.57787e-05-0j 5.19162e-05-0j -7.75768e-05-0j -5.77959e-05-0j -6.8105e-05-0j 3.48709e-05-0j -4.3424e-05-0j 5.39417e-05-0j -5.08416e-05-0j 2.69797e-05-0j -5.94362e-05-0j 6.72185e-06-0j -3.10898e-05-0j 
3.49286e-18-0j 7.4019e-19-0j 7.02101e-18-0j 3.03309e-18-0j 6.2665e-18-0j -6.53496e-18-0j 5.46201e-18-0j -3.90523e-18-0j 1.05305e-17-0j 8.41869e-18-0j -1.13376e-17-0j -3.6979e-18-0j 4.2038e-18-0j 1.60676e-17-0j 1.542e-17-0j -3.33265e-18-0j -2.88668e-18-0j 8.60093e-18-0j -1.31612e-20-0j 6.76909e-18-0j -5.4697e-18-0j 3.27367e-18-0j -3.47451e-19-0j -9.50886e-19-0j -4.97314e-18-0j -8.31826e-18-0j 5.67171e-18-0j 1.966e-17-0j 3.88169e-19-0j 4.66796e-18-0j -6.44121e-18-0j 3.35884e-18-0j -7.93003e-19-0j 1.4184e-18-0j -4.06536e-18-0j 5.93286e-18-0j 6.88581e-18-0j -5.3898e-18-0j 7.36571e-18-0j 1.82957e-18-0j -1.06329e-17-0j 9.57905e-18-0j -1.27007e-17-0j 4.8134e-18-0j -5.45872e-18-0j 8.15681e-18-0j 6.07694e-18-0j 7.16089e-18-0j -3.66649e-18-0j 4.56581e-18-0j -5.67169e-18-0j 5.34573e-18-0j -2.83677e-18-0j 6.24941e-18-0j -7.06768e-19-0j 3.26893e-18-0j 
-9.32784e-06-0j -1.97671e-06-0j -1.87499e-05-0j -8.10001e-06-0j -1.6735e-05-0j 1.74519e-05-0j -1.45865e-05-0j 1.04291e-05-0j -2.81223e-05-0j -2.24825e-05-0j 3.02777e-05-0j 9.87542e-06-0j -1.12265e-05-0j -4.29093e-05-0j -4.118e-05-0j 8.90001e-06-0j 7.70902e-06-0j -2.29692e-05-0j 3.51477e-08-0j -1.80772e-05-0j 1.46071e-05-0j -8.74249e-06-0j 9.27884e-07-0j 2.53939e-06-0j 1.3281e-05-0j 2.22143e-05-0j -1.51466e-05-0j -5.25029e-05-0j -1.03662e-06-0j -1.2466e-05-0j 1.72015e-05-0j -8.96994e-06-0j 2.11775e-06-0j -3.7879e-06-0j 1.08567e-05-0j -1.5844e-05-0j -1.83889e-05-0j 1.43937e-05-0j -1.96705e-05-0j -4.88596e-06-0j 2.83957e-05-0j -2.55813e-05-0j 3.39177e-05-0j -1.28544e-05-0j 1.45778e-05-0j -2.17831e-05-0j -1.62288e-05-0j -1.91235e-05-0j 9.79154e-06-0j -1.21932e-05-0j 1.51465e-05-0j -1.4276e-05-0j 7.57574e-06-0j -1.66893e-05-0j 1.88746e-06-0j -8.72983e-06-0j 
-1.65814e-18-0j -3.51385e-19-0j -3.33304e-18-0j -1.43988e-18-0j -2.97485e-18-0j 3.1023e-18-0j -2.59294e-18-0j 1.8539e-18-0j -4.99909e-18-0j -3.99655e-18-0j 5.38224e-18-0j 1.75548e-18-0j -1.99564e-18-0j -7.62766e-18-0j -7.32025e-18-0j 1.58209e-18-0j 1.37037e-18-0j -4.08306e-18-0j 6.24794e-21-0j -3.21344e-18-0j 2.59659e-18-0j -1.55409e-18-0j 1.64943e-19-0j 4.51408e-19-0j 2.36086e-18-0j 3.94887e-18-0j -2.69249e-18-0j -9.33304e-18-0j -1.84273e-19-0j -2.21599e-18-0j 3.05779e-18-0j -1.59452e-18-0j 3.76457e-19-0j -6.73346e-19-0j 1.92992e-18-0j -2.81646e-18-0j -3.26885e-18-0j 2.55866e-18-0j -3.49667e-18-0j -8.68541e-19-0j 5.04769e-18-0j -4.5474e-18-0j 6.0293e-18-0j -2.28503e-18-0j 2.59138e-18-0j -3.87222e-18-0j -2.88487e-18-0j -3.39944e-18-0j 1.74057e-18-0j -2.1675e-18-0j 2.69248e-18-0j -2.53774e-18-0j 1.34668e-18-0j -2.96674e-18-0j 3.35519e-19-0j -1.55184e-18-0j 
3.92927e-06-0j 8.32673e-07-0j 7.89825e-06-0j 3.41206e-06-0j 7.04947e-06-0j -7.35146e-06-0j 6.14445e-06-0j -4.39317e-06-0j 1.18463e-05-0j 9.47056e-06-0j -1.27542e-05-0j -4.15993e-06-0j 4.72905e-06-0j 1.80752e-05-0j 1.73467e-05-0j -3.74905e-06-0j -3.24736e-06-0j 9.67557e-06-0j -1.48057e-08-0j 7.61485e-06-0j -6.15311e-06-0j 3.68269e-06-0j -3.90863e-07-0j -1.06969e-06-0j -5.59451e-06-0j -9.35757e-06-0j 6.38036e-06-0j 2.21164e-05-0j 4.36668e-07-0j 5.25119e-06-0j -7.246e-06-0j 3.77851e-06-0j -8.92084e-07-0j 1.59562e-06-0j -4.57331e-06-0j 6.67413e-06-0j 7.74616e-06-0j -6.06323e-06-0j 8.28601e-06-0j 2.05817e-06-0j -1.19614e-05-0j 1.07759e-05-0j -1.42875e-05-0j 5.4148e-06-0j -6.14076e-06-0j 9.17595e-06-0j 6.83622e-06-0j 8.05561e-06-0j -4.1246e-06-0j 5.13628e-06-0j -6.38033e-06-0j 6.01365e-06-0j -3.19121e-06-0j 7.03024e-06-0j -7.95074e-07-0j 3.67736e-06-0j 
-1.97751e-17-0j -4.19064e-18-0j -3.975e-17-0j -1.71721e-17-0j -3.54783e-17-0j 3.69981e-17-0j -3.09235e-17-0j 2.21098e-17-0j -5.96195e-17-0j -4.76631e-17-0j 6.41889e-17-0j 2.09359e-17-0j -2.38001e-17-0j -9.09679e-17-0j -8.73017e-17-0j 1.88681e-17-0j 1.63432e-17-0j -4.86948e-17-0j 7.45133e-20-0j -3.83237e-17-0j 3.09671e-17-0j -1.85341e-17-0j 1.96712e-18-0j 5.38351e-18-0j 2.81558e-17-0j 4.70944e-17-0j -3.21108e-17-0j -1.11306e-16-0j -2.19765e-18-0j -2.6428e-17-0j 3.64674e-17-0j -1.90163e-17-0j 4.48964e-18-0j -8.03036e-18-0j 2.30163e-17-0j -3.35893e-17-0j -3.89845e-17-0j 3.05148e-17-0j -4.17015e-17-0j -1.03583e-17-0j 6.0199e-17-0j -5.42325e-17-0j 7.19058e-17-0j -2.72514e-17-0j 3.09049e-17-0j -4.61804e-17-0j -3.44051e-17-0j -4.05419e-17-0j 2.07581e-17-0j -2.58497e-17-0j 3.21107e-17-0j -3.02653e-17-0j 1.60606e-17-0j -3.53815e-17-0j 4.00142e-18-0j -1.85073e-17-0j 
2.43594e-05-0j 5.16213e-06-0j 4.89649e-05-0j 2.11529e-05-0j 4.37029e-05-0j -4.55751e-05-0j 3.80923e-05-0j -2.72353e-05-0j 7.34406e-05-0j 5.87124e-05-0j -7.90692e-05-0j -2.57893e-05-0j 2.93176e-05-0j 0.000112056-0j 0.00010754-0j -2.32421e-05-0j -2.01319e-05-0j 5.99833e-05-0j -9.17871e-08-0j 4.7208e-05-0j -3.8146e-05-0j 2.28307e-05-0j -2.42314e-06-0j -6.63153e-06-0j -3.46829e-05-0j -5.8012e-05-0j 3.95548e-05-0j 0.00013711-0j 2.70711e-06-0j 3.25546e-05-0j -4.49213e-05-0j 2.34247e-05-0j -5.53044e-06-0j 9.89198e-06-0j -2.8352e-05-0j 4.1376e-05-0j 4.8022e-05-0j -3.75888e-05-0j 5.13688e-05-0j 1.27595e-05-0j -7.41545e-05-0j 6.68048e-05-0j -8.85751e-05-0j 3.35689e-05-0j -3.80694e-05-0j 5.6886e-05-0j 4.23809e-05-0j 4.99404e-05-0j -2.55703e-05-0j 3.18422e-05-0j -3.95546e-05-0j 3.72814e-05-0j -1.97838e-05-0j 4.35837e-05-0j -4.92903e-06-0j 2.27977e-05-0j 
2.09521e-05-0j 4.44008e-06-0j 4.2116e-05-0j 1.81942e-05-0j 3.759e-05-0j -3.92004e-05-0j 3.27642e-05-0j -2.34258e-05-0j 6.31681e-05-0j 5.05001e-05-0j -6.80095e-05-0j -2.21821e-05-0j 2.52168e-05-0j 9.63825e-05-0j 9.24981e-05-0j -1.99911e-05-0j -1.73159e-05-0j 5.15932e-05-0j -7.89485e-08-0j 4.06048e-05-0j -3.28103e-05-0j 1.96373e-05-0j -2.08421e-06-0j -5.70395e-06-0j -2.98317e-05-0j -4.98976e-05-0j 3.40221e-05-0j 0.000117932-0j 2.32845e-06-0j 2.8001e-05-0j -3.8638e-05-0j 2.01482e-05-0j -4.75688e-06-0j 8.50835e-06-0j -2.43863e-05-0j 3.55886e-05-0j 4.1305e-05-0j -3.23311e-05-0j 4.41836e-05-0j 1.09748e-05-0j -6.37822e-05-0j 5.74605e-05-0j -7.61858e-05-0j 2.88735e-05-0j -3.27445e-05-0j 4.89291e-05-0j 3.64529e-05-0j 4.29551e-05-0j -2.19937e-05-0j 2.73883e-05-0j -3.4022e-05-0j 3.20667e-05-0j -1.70166e-05-0j 3.74875e-05-0j -4.23959e-06-0j 1.96089e-05-0j 
9.81367e-06-0j 2.07967e-06-0j 1.97265e-05-0j 8.52189e-06-0j 1.76066e-05-0j -1.83609e-05-0j 1.53463e-05-0j -1.09723e-05-0j 2.9587e-05-0j 2.36535e-05-0j -3.18547e-05-0j -1.03898e-05-0j 1.18112e-05-0j 4.51442e-05-0j 4.33248e-05-0j -9.36355e-06-0j -8.11054e-06-0j 2.41655e-05-0j -3.69783e-08-0j 1.90187e-05-0j -1.53679e-05-0j 9.19783e-06-0j -9.76212e-07-0j -2.67165e-06-0j -1.39727e-05-0j -2.33713e-05-0j 1.59355e-05-0j 5.52374e-05-0j 1.09061e-06-0j 1.31153e-05-0j -1.80975e-05-0j 9.43713e-06-0j -2.22805e-06-0j 3.98519e-06-0j -1.14222e-05-0j 1.66692e-05-0j 1.93466e-05-0j -1.51434e-05-0j 2.0695e-05-0j 5.14044e-06-0j -2.98746e-05-0j 2.69137e-05-0j -3.56843e-05-0j 1.35239e-05-0j -1.5337e-05-0j 2.29177e-05-0j 1.7074e-05-0j 2.01195e-05-0j -1.03015e-05-0j 1.28283e-05-0j -1.59354e-05-0j 1.50196e-05-0j -7.97031e-06-0j 1.75586e-05-0j -1.98576e-06-0j 9.18451e-06-0j 
-1.20713e-17-0j -2.55809e-18-0j -2.42645e-17-0j -1.04823e-17-0j -2.1657e-17-0j 2.25847e-17-0j -1.88766e-17-0j 1.34964e-17-0j -3.63934e-17-0j -2.90949e-17-0j 3.91827e-17-0j 1.27799e-17-0j -1.45283e-17-0j -5.55294e-17-0j -5.32915e-17-0j 1.15176e-17-0j 9.97634e-18-0j -2.97247e-17-0j 4.5485e-20-0j -2.33939e-17-0j 1.89032e-17-0j -1.13138e-17-0j 1.20079e-18-0j 3.28625e-18-0j 1.71871e-17-0j 2.87478e-17-0j -1.96014e-17-0j -6.79446e-17-0j -1.34151e-18-0j -1.61324e-17-0j 2.22607e-17-0j -1.16081e-17-0j 2.74061e-18-0j -4.90196e-18-0j 1.40498e-17-0j -2.05039e-17-0j -2.37973e-17-0j 1.86271e-17-0j -2.54558e-17-0j -6.32298e-18-0j 3.67472e-17-0j -3.31051e-17-0j 4.38934e-17-0j -1.6635e-17-0j 1.88653e-17-0j -2.81898e-17-0j -2.10018e-17-0j -2.4748e-17-0j 1.26714e-17-0j -1.57794e-17-0j 1.96013e-17-0j -1.84748e-17-0j 9.80385e-18-0j -2.15979e-17-0j 2.44258e-18-0j -1.12974e-17-0j 
2.08358e-17-0j 4.41541e-18-0j 4.1882e-17-0j 1.80931e-17-0j 3.73812e-17-0j -3.89826e-17-0j 3.25822e-17-0j -2.32956e-17-0j 6.28173e-17-0j 5.02195e-17-0j -6.76317e-17-0j -2.20589e-17-0j 2.50767e-17-0j 9.58471e-17-0j 9.19843e-17-0j -1.98801e-17-0j -1.72198e-17-0j 5.13066e-17-0j -7.85099e-20-0j 4.03793e-17-0j -3.26281e-17-0j 1.95282e-17-0j -2.07263e-18-0j -5.67227e-18-0j -2.9666e-17-0j -4.96204e-17-0j 3.38331e-17-0j 1.17276e-16-0j 2.31552e-18-0j 2.78455e-17-0j -3.84233e-17-0j 2.00363e-17-0j -4.73045e-18-0j 8.46109e-18-0j -2.42509e-17-0j 3.53909e-17-0j 4.10755e-17-0j -3.21515e-17-0j 4.39382e-17-0j 1.09139e-17-0j -6.34279e-17-0j 5.71414e-17-0j -7.57626e-17-0j 2.87131e-17-0j -3.25626e-17-0j 4.86573e-17-0j 3.62504e-17-0j 4.27165e-17-0j -2.18715e-17-0j 2.72362e-17-0j -3.3833e-17-0j 3.18886e-17-0j -1.6922e-17-0j 3.72792e-17-0j -4.21604e-18-0j 1.95e-17-0j 
-1.31634e-16-0j -2.78954e-17-0j -2.64599e-16-0j -1.14307e-16-0j -2.36164e-16-0j 2.46281e-16-0j -2.05845e-16-0j 1.47175e-16-0j -3.96862e-16-0j -3.17273e-16-0j 4.27278e-16-0j 1.39362e-16-0j -1.58428e-16-0j -6.05536e-16-0j -5.81131e-16-0j 1.25597e-16-0j 1.0879e-16-0j -3.24141e-16-0j 4.96004e-19-0j -2.55105e-16-0j 2.06135e-16-0j -1.23374e-16-0j 1.30943e-17-0j 3.58358e-17-0j 1.87421e-16-0j 3.13488e-16-0j -2.13748e-16-0j -7.4092e-16-0j -1.46288e-17-0j -1.7592e-16-0j 2.42748e-16-0j -1.26584e-16-0j 2.98857e-17-0j -5.34548e-17-0j 1.5321e-16-0j -2.2359e-16-0j -2.59504e-16-0j 2.03124e-16-0j -2.77589e-16-0j -6.89507e-17-0j 4.0072e-16-0j -3.61003e-16-0j 4.78647e-16-0j -1.81401e-16-0j 2.05721e-16-0j -3.07403e-16-0j -2.2902e-16-0j -2.69871e-16-0j 1.38178e-16-0j -1.7207e-16-0j 2.13747e-16-0j -2.01463e-16-0j 1.06909e-16-0j -2.3552e-16-0j 2.66358e-17-0j -1.23195e-16-0j 
