0.13891+0.0504029j 0.136423+0.377168j -0.312406+0.375912j -0.18361+0.274842j 0.182663+0.134449j 0.398359+0.273973j 0.283836-0.0187582j 0.0932416+0.235733j 0.248627-0.0997251j 0.573445-0.28639j -0.0640385-0.308292j 0.695827-0.35991j -0.183064+0.990494j -1.65583-1.45854j 1.06741-1.42859j -0.0151785-0.164467j 0.296454-0.418097j 0.76976-0.118802j 0.515321-0.130418j 0.327224+0.360624j -0.548344-0.572229j 0.0896601-0.0325366j 0.481786-0.0716814j 0.18936+0.379042j 0.226882-0.24774j -0.324026+0.267354j 0.020627-0.282128j 0.0325939-0.378863j 0.330245+0.215379j 0.301416-0.104346j -0.47758+0.854049j 0.0359404+0.105725j 0.206472+0.432555j -0.0895396-1.24301j 2.38175+0.842557j 1.43085-2.75097j 0.974857+2.33155j -0.0469801-0.0744463j -0.172196+0.101562j -0.198121+0.221716j 0.228672+0.15229j -0.231843-0.29098j -0.251002+0.0824042j 0.415813-0.254676j -0.381767-0.19848j 0.089578+0.342414j 0.159622-0.182271j 0.162782+0.298033j -0.301496+0.609258j 0.182686+0.0410673j 0.395855+0.492097j -0.501995-0.339923j 0.386746-0.0831541j -0.392449+0.0867805j 0.371309-0.138059j -0.209706-0.519097j -0.0591096+0.221457j -0.103866-0.2193j -0.438883+0.341325j 0.368515-0.373184j 0.675363+0.275404j 0.14615-0.635206j 0.192734+0.00473136j 0.244075-0.725769j -0.0503912-0.00724254j -0.196003-0.649697j -0.241568-0.2478j 0.0372233+0.182534j 0.225522+0.219392j 0.306067-0.00989159j -0.208794+0.178926j 0.352345-0.0205047j -0.41807+0.2191j -0.0278536-0.0535853j -0.0866615+0.193367j -0.000267011-0.402396j 0.104077-0.691143j 0.0701233-0.180345j 0.105015+0.250186j 0.450472+0.194131j 0.301469+0.190835j 0.486964-0.830098j -0.0273553+0.628513j 0.0575401-0.170725j 0.111949-0.778909j 1.28153+0.91713j 0.629789+1.12548j -0.61397-0.0454167j 1.41908-0.425539j -1.87398+0.554996j 1.1694-0.875575j -2.34097+0.481986j 1.04552+3.83375j -0.29194+0.46262j -2.07678+1.4742j 
0.0861684+0.0588116j 0.108776-0.224363j -0.861807-0.142637j 0.170287-0.636268j -0.666519-1.34262j 0.0743992-0.331139j 0.650469-0.306517j 0.0592267-0.719847j -0.661176+0.0323177j -0.0714388-0.680351j 1.11775-1.23041j 0.48139-1.15082j -0.83504-0.345767j 0.229736+0.277077j 0.189889-0.262075j -0.104908-0.265892j -0.482902+0.281624j 0.596243+0.764413j -0.0458954+0.129918j -0.367622-1.03847j -0.419369+0.559419j -1.05653-1.08999j 0.236186-0.368367j -0.0242172-0.532524j -1.28888+0.945979j -0.505622+2.17557j 0.120483-3.51494j 1.61119+1.84184j -0.194484-0.228792j 0.370266-0.38731j 0.64679+0.494417j -1.35414+1.2516j -0.513469+1.04053j 0.0497401-0.689916j -0.678525+0.459022j -0.41706-0.171454j 0.0162124+0.292648j 0.298047-0.0722757j 0.0135964-0.233595j 0.288053+0.471138j 0.407564-0.0327734j 0.567457-0.361668j -0.0566673-0.430446j -0.333574+0.737448j 0.333137-0.274806j -0.370594-0.182853j -0.333052+1.10005j 1.07876-1.64563j 0.399476+0.627038j -0.783761-1.07982j 0.650134-0.0196876j -0.629766+0.886602j -0.174049-0.112358j -1.07583+0.00905845j -0.895072-0.297091j -0.533147+0.138682j -0.290551-0.13424j -1.35602+1.06965j -1.06817-0.390157j 2.47224-2.39002j 0.114681-0.270765j 0.666707-1.44956j 0.214727+2.55185j -0.107844-1.43073j 0.419095-0.519412j 1.46614+0.556869j -0.2805+0.751336j -0.551627-0.69623j -1.54975+2.1005j -2.1035-0.822576j 0.252555-1.44679j 0.037204-0.471623j -0.800538-1.83587j -0.78729-0.996395j -0.128815+0.333671j 0.993098+0.334019j -0.452901-0.415795j 0.453442-0.734318j 1.28602-0.493616j 0.787342+0.110237j 1.4671-0.435225j 1.14731-0.798708j 0.495727+0.303278j 0.134724-0.203258j 0.0561898-1.61977j 0.0870674-0.429019j -0.472679-0.17465j -0.50067+0.0435461j -0.139886+0.534453j 0.187945-0.525319j -0.0371706+0.150193j 0.33743+0.201391j 0.0284285-0.284198j 0.0507034-0.389727j -0.348738-0.0660012j 
0.0202588-0.0285441j 0.0705632-0.19128j -0.525184-1.03189j 0.950123+0.553077j -0.00660111+0.428667j 0.146271-0.598391j -0.250028+0.595421j 0.235691+0.186365j -0.854882+2.40658j -1.38482-1.18884j 0.673599-0.474345j 0.360239-0.21448j 0.372145+0.0641883j -0.587182+0.0206987j 0.412408-0.121799j -0.0952002-0.398829j -0.875109+0.250541j -0.0398673+1.5576j -0.106132-1.03487j -0.664747-0.547628j -1.36019+1.32146j 0.0637351+0.580796j -0.477654-0.323809j -0.377329+0.57748j 0.655254+0.901185j -0.754107+1.53345j -1.47892+1.72189j 0.208804-1.24131j 0.153421-1.16974j 0.429059+2.34248j 1.12685+0.569018j -1.31822-0.272598j 0.192366+0.677403j 0.139775-0.563822j -0.0490012+0.139332j 0.149531-0.616023j -0.233537+0.342861j 0.418816-0.0361372j 0.110716-0.275832j 0.502344+0.47739j 0.483955-0.072104j 0.937084-0.281238j 0.17226-0.667223j -0.704732+1.72815j 0.0130048+0.909971j -0.719649-0.421059j -0.401389+0.187446j -0.0472669-0.778055j 1.18461+0.520947j -0.360097+0.229968j 0.671518-0.427485j -2.11633+1.34944j -0.388904-0.47933j -0.949766+1.68735j 2.05382-2.11297j -0.0767375-0.468433j 0.681666+1.54475j -1.10769-1.81632j -0.807393-0.764402j 0.76208+1.23799j 0.185047+0.226523j 1.58472-0.451046j -0.846084-0.947073j 2.11855-0.861327j -2.07044+0.214092j 0.145641-0.630322j 0.496026+0.75718j -0.621896+1.90444j 0.731952-0.222175j -1.15661+0.0176801j 0.809677-0.418956j -0.274788-0.168944j 1.25907+1.02593j -1.66859+1.31983j -1.38207-0.0420147j 0.000672712+1.31198j 0.135586+0.0343232j -0.574308-2.39202j -0.81864-0.377677j 0.156755+0.603671j 1.00982+0.232355j 1.46457+0.102132j 0.513659+0.329381j 0.0641974-0.0783947j 1.07148-1.23812j 0.032838-0.276663j 0.327501+0.191022j -0.410028-0.0163827j -0.138016+0.0598024j 0.0744953+0.166089j 0.0237305+0.0114455j 0.0278781+0.13016j -0.0713075+0.109212j 0.294432-0.215337j -0.349225-0.370612j 
-0.173782-0.254558j 0.363791-0.359222j 1.30798-0.140188j -0.978994-1.5004j -0.526795+0.202684j 0.0149966-0.491225j -0.388205-0.28919j 0.0107743-1.61828j -0.112888-0.357554j -0.343391+1.39363j 0.791711+0.0895709j 0.565951-0.426783j -0.462515+1.63379j -0.455732-0.890106j -0.118712-0.10349j -0.334432+0.427063j -0.493003+0.493758j -0.511946-2.09583j -0.324691+1.44048j -0.910172-1.12321j -0.512026+1.70338j 0.690717-0.660948j -0.0939+0.746371j 0.531717+0.187173j -0.249218+0.929854j 0.741911+1.54036j -0.28146-0.389985j -0.498385-0.784394j 0.185262-0.781148j -0.191176+0.253482j -2.24677-0.453628j 0.366+0.209385j -0.778919+1.32282j 0.0755388-1.05035j 0.9261+1.35124j 0.991169+0.236647j 0.144824-0.143917j -0.600444-0.0450269j -0.122259+0.375271j 1.06252-0.547529j 0.0675172-0.954699j -2.15597+1.25452j 0.263473+1.73835j 0.281477-0.871213j 0.889178+1.71355j 0.290331+0.0297067j -0.869021+0.269078j -1.26555-0.249429j 1.6893-0.448726j -0.325573+0.421255j 0.335868-1.22179j 0.0505223+0.154772j -0.0127552-0.111809j 1.45601+0.258563j -1.48463-0.211618j 0.539975-1.67141j 1.18146-0.658297j -0.782303+0.940874j 0.00471998+1.3034j -0.736048+0.949621j 1.15021+0.877565j -1.08661-0.518214j 0.552664-0.303952j 0.475833+0.137535j -0.465095-1.24404j -0.402747-1.02624j -1.26403-0.772098j -1.04165+0.268932j -0.275939+0.248448j 1.71559-0.549015j 0.30106-0.30599j -0.48014+0.93261j -1.35892-0.18481j 0.179112+0.453543j 0.56327+0.0867621j 0.738626+0.165402j 0.362753+0.644239j -0.125155+0.956895j -0.854037-0.305515j -0.348394+1.22526j -0.583763-0.326466j 0.908905+0.923283j -0.446545-0.334271j 0.287813-0.0314037j -0.260731+0.387154j -1.15279+1.16069j -0.77102+0.553245j 0.329359-0.372605j 0.455806+0.696611j -1.05397-1.16232j 0.542844+0.560082j -0.137374-0.46538j -0.818514+0.487008j -0.439622+0.449222j 0.125538+0.0721875j 
0.0147071+0.524484j -0.802946+0.395269j 0.322698+0.637347j 0.732776+0.422174j -1.20652+0.891817j 1.21933+0.111065j 0.549039-0.145896j 0.743271+0.608102j 0.71049-0.389286j 0.013133+0.266924j 1.50037-0.103996j -1.31122-0.375636j -0.223523+0.0800883j 0.640162+0.257603j -0.326696-0.29972j 0.312532+0.135933j 1.62545+0.229987j -0.36236-0.293751j 0.0935392+0.378392j -2.12091-0.103438j -3.19111-0.735147j 0.0644936-0.206176j 1.15392+0.343399j -0.0354929-0.241901j 0.503014+0.803286j -0.500781-1.56785j -0.174253+0.175423j -0.197718-2.71382j -0.0147929-0.461758j -0.377058-0.222665j 0.743122-0.374042j -0.683582-5.72807e-05j -0.711599+0.483984j -1.61648+1.22506j 0.074112-0.660577j -0.367853+0.665574j 0.521185-0.0657468j -0.278238-0.2947j -0.260002+0.057261j -0.673074-1.40939j -1.15426+0.0915264j 0.121429+0.448571j 0.0542413+0.170208j 0.679866+1.68039j -0.318332-0.270829j -1.71628-0.343747j 0.798181+0.00986254j -1.41524+0.444959j 1.22694+1.95847j -0.328073+0.649565j 1.72163-0.242854j 0.427951-1.63334j 0.688101+0.37619j 0.826432-0.767705j -0.517743+1.46857j -0.346481+1.28663j 0.340045-0.923974j 0.564226+0.312376j -0.33367+0.247173j 0.159336+0.263971j -0.882009-0.712288j -1.08001-0.703581j 0.625828+1.3764j -1.02492+0.234021j -1.41671-1.23201j -0.011799-0.0247951j -1.59404+1.45402j -1.35544+0.982611j -0.884868+0.176271j 0.166229-1.2581j -0.794662+1.02507j 0.704061-0.422837j -0.991854-1.07113j -0.291017+1.3271j -0.369269+0.117081j -0.603666-0.937761j -0.879788-0.813064j -0.765186-0.661938j -1.62016-0.415711j -0.884742+0.350075j -0.151238+0.375696j -1.22999+0.597312j -0.680986+0.328076j -1.08699+0.0122725j -0.434541+0.283452j 0.425099+0.0453867j 0.394873+0.145515j 0.203012+1.39927j 0.189518-0.817204j -0.826873+0.178034j -0.248195+0.22958j -0.224325+0.197152j 0.326959+0.0245026j -0.331466+0.145041j 0.14775+0.624274j 
-1.10976+0.444407j -0.778737+0.487392j 0.40633+0.13617j 0.471898+0.670791j 1.37984+0.338668j 0.376401-1.03565j -0.756157-0.374026j 0.986899+0.340507j 0.29394+0.503033j -0.254647+0.338066j -0.0842236+0.895751j -0.603286-1.04345j 0.431568+0.238925j -0.372828+0.560191j 0.135352-0.765236j 0.709+0.705759j 1.0037+0.782004j 0.138641-0.152184j -1.91182-1.08916j 1.57096+0.622229j -0.360394-0.401453j -0.642608-0.703389j 2.15269-0.379772j 0.810643+1.86913j -1.75131+1.53849j 0.281633+1.15728j -0.89363+0.738614j -1.56886+0.810115j 2.3156-0.943501j 0.590424+0.159027j 0.138653-0.151917j 0.411631+0.038507j -0.285132-0.90037j -1.44021+0.267687j 0.871242-0.353169j -0.504678-0.0646164j 0.57842+0.589948j -0.147506-0.1106j 0.0440121+0.222426j 0.29286-1.57303j -0.865914-0.711691j -0.664472-1.01765j -0.844447+0.0353621j 1.40404-1.90036j 0.222832+0.510703j 0.957954+1.19701j -0.704154-0.599291j 0.431572+1.65076j -0.622517+0.895037j 1.06817-0.609632j 0.713836+0.740854j 1.18679-0.444807j -0.299698+0.0990807j 0.377639-1.35569j -0.394986-0.192145j 0.325879-0.405092j -0.499107+0.0405734j -0.712583-0.200708j 0.430024+0.252286j -1.61555-0.118745j 0.227622+0.431316j -0.436978-0.0519115j 1.84455-0.696067j -0.49436+0.156727j 0.0590225-0.219909j -1.0733-1.7933j -1.18888-0.514711j 0.24719+0.219414j 1.40675+0.338329j 1.57789-0.350231j -0.56958-0.465479j 1.39529+0.494881j -2.06583+0.89917j 0.402472-0.210114j -1.04604+0.636932j 1.68496-0.727794j 0.252765-1.44832j -0.00653587-0.335269j -0.270604+1.43597j -1.32595+0.488295j -0.429401-0.106974j -1.09448+1.17192j -0.256785+1.23331j -0.13901-0.0471797j -0.96537+0.651196j 0.532554-0.435718j -0.10144+0.0287186j -0.221352+0.176616j 0.0825654-0.320009j -0.0757471+0.279592j 0.0670696-0.063853j -0.232217+0.0884937j 0.397646+0.468829j -0.267694-0.230369j -0.488167+0.604024j 
0.121859-0.143638j -0.538246+0.181247j 0.679277+0.621766j 0.697565-0.120586j -0.794318+0.632597j 0.105509+1.26788j -1.75654-1.17143j 0.936215+0.279842j 0.143806+0.276432j -0.151105+0.200395j 0.00861038-0.204899j 0.128309+0.613017j 0.0561969+0.106503j -0.131735+0.0517397j 0.0118421+0.0867202j 0.128773-0.0481729j 0.16058-0.338379j -1.12254-0.0736922j -0.219932-0.0995641j 0.661633+1.94821j -0.0565382-0.328386j -4.86897+0.0218715j 0.451253+0.310023j 0.63654-0.612232j 0.0395437+0.158656j -0.500252-1.03175j -1.08899-1.3204j -1.0919+0.36919j 0.0262173-0.154904j 0.884464-0.0904004j 0.19283-0.122137j -0.0370899-0.0553821j 0.0909039-0.000649529j 0.53432+0.280343j -0.0774865+0.100315j 0.0298846-0.17595j -0.0958995-0.0442783j 0.178168+0.191246j 0.125957-0.0130858j -0.25083+0.392664j 0.0192734+0.220867j 0.877929+0.170839j 0.383776-0.413429j -0.877834-1.74201j -0.167164-1.15844j 1.31439+0.613023j 1.52378+0.867382j -2.13202-1.20946j 0.918634-0.256904j -2.11799+1.23275j -0.0867037-0.686713j -1.62142-2.12506j 3.63622+0.539803j 2.13058+1.90674j -0.0746893-0.675252j -0.217126-0.183384j 2.33268-2.69895j 0.390489-1.03383j 0.335426-0.19578j 0.281053+0.617313j 0.0910236-0.433916j 0.468062+0.490079j -0.56091+0.292281j 0.744961-0.00653636j 0.632203-0.630321j 0.432133-0.107219j 0.434587-0.171253j -0.443656-0.790852j 0.740939+0.535884j -0.447661+0.465139j -0.335417+0.385577j 0.345648+0.0591122j -0.217304+0.714351j 0.331586-0.0975584j -0.150891+0.0284852j -0.559877-0.377505j 0.418478-0.255588j -0.0287487-0.0171571j 0.156735+0.584661j 0.551228-0.140668j 0.272181-0.0291678j 0.225856-0.518525j 0.562213-0.133058j 0.202943+0.239362j 0.213898-0.131688j 0.10849-0.409634j -0.0603403-0.156895j 0.14694-0.259718j -0.181206+0.220832j 0.346538+0.0912043j 0.166943-0.0793733j 0.136704+0.112455j 0.0758023-0.0725553j 0.132439-0.0269345j 0.0172746-0.123476j 
0.853522+0.44138j -0.282267-1.37831j -0.346115-0.47512j 0.88002+0.910082j 2.17012+0.141404j -1.26206+0.369308j 0.203146-0.841395j 0.56488-0.882553j -0.0214031+1.16545j 1.0807+0.148889j 0.3439+0.124417j -0.320375+0.205241j -0.868448+0.0943985j -0.207372-0.336829j -0.104118+0.264639j 0.157561-0.428132j -0.459959+0.994798j -0.803997-0.61679j 1.18193-1.28009j 0.501484+0.98109j 1.18123+0.789766j 1.59256+2.07953j 2.733+0.455474j 0.465423-0.0195508j -1.6344-0.72956j 0.362486-1.36099j -0.437131-1.1271j 0.403751-0.538026j -1.40408-1.25479j 0.951047+0.189559j -0.51726+0.953441j -0.281651+0.101103j -0.0871632+0.0121673j 0.0703139+0.408007j -0.826675+0.526997j 0.47875-0.121327j -0.207195-0.318593j 0.194361+0.649424j 0.397833-0.0412522j 0.495928+0.133256j 0.292272-0.33111j 0.73951+2.27461j 1.84235+0.202054j 1.96589+0.47589j 0.292114-0.47393j -0.829508+1.68852j 0.0478901+0.0594869j 1.79642-0.0198668j 1.481-1.01592j 0.065073-0.883012j -0.155873-1.94722j -0.71835-0.533058j 1.1063-0.241118j -1.7835-1.68464j 0.339027-1.34426j 0.332033+0.299505j -1.37268+0.145537j -1.20097-0.550402j 0.933295+0.41184j 1.67575+0.919077j -0.0391279+0.112452j -0.635942+0.564653j -0.89203+0.97487j 2.32792-0.380257j 1.00071+0.0194267j 1.83282-1.04336j -0.181652-0.966361j 0.000613561-0.657236j 0.0154966+0.876229j 0.0202985-0.62096j -0.0559032+0.700227j -0.161851-0.546422j 0.0696007+0.273385j -0.215863+0.36753j 0.0660918+0.140403j -1.47455-0.383327j -0.100783+0.337775j -0.218008-0.279256j 0.131-0.305228j 1.51692+0.422626j 0.320808+0.0465915j 1.69535-1.31933j 0.82104-0.340942j 0.189068-0.203472j 0.464368-0.608386j 0.057491+0.311975j 0.365104-0.386306j -0.402863-0.240163j -0.670275+0.177908j 0.235006+0.356184j 0.206385+0.529254j 0.115848+0.389049j -0.0633183-0.0850612j 0.210779+0.20951j 0.298794-0.299146j 
0.981962+0.926056j 1.15592-0.00575708j -1.26475+0.909435j -0.869012-0.923717j 0.831436+0.919129j 0.510242+0.936827j 0.122246-0.46789j 0.184607-1.35244j -0.557429-0.192183j -0.875306-0.77642j 0.11691+0.577955j -1.02878+0.589698j 0.338751-0.3291j 0.0658011+0.381581j -0.416223-0.174383j -0.191701-1.57683j 1.29902-0.208719j 2.80019-0.407753j -1.26553-0.45216j -0.544121+1.32362j 1.38278+1.07391j 0.620497+0.207814j 0.740359+1.0678j 0.673214-0.936103j 0.48101+0.355554j -0.876511+1.5382j -0.194354-0.765361j -0.194288-0.624734j 0.0237642-0.828611j -1.85372-1.0977j 1.39099+0.0721895j 0.616436-0.368413j -0.0223908-0.338674j 0.166067+1.1152j -0.199488-0.460002j -0.0290668-0.250075j 0.377351-0.284951j 0.795947-0.772922j -0.369509-0.932347j -2.97391-1.08534j -0.893712+1.69777j -0.206541-1.656j -1.37698-0.411889j 1.29195-0.207647j 2.0716+2.29377j -0.125691+0.99447j -1.47487+0.706966j -1.80116+0.861582j 0.207866-0.51781j 0.181336+0.893182j -0.0321998+0.141991j -0.433716+0.613776j -0.189289-0.368947j -0.0230893+0.00609236j -1.39661-1.36741j -1.15765-1.00737j 0.38736-0.122375j -1.47201+0.952373j 0.277819+0.440048j -0.526501+1.21211j 1.44199-0.928022j -0.14891+0.0210988j -0.551512-0.480289j 1.07683+0.386919j 0.246795-0.394419j 0.430674-0.297771j 0.641523+0.0672037j -0.411303-0.326082j -0.318814+0.516404j -0.719392+0.490481j 0.827841-0.454912j 0.342945-1.03297j -0.211381-0.772485j -0.102381-0.391103j 0.237279-0.596814j -0.0895309+0.928199j -1.44356-0.915296j 0.399901+0.220607j -0.194229-0.419506j -0.370885-0.613494j -0.382632-0.114741j -0.838009+0.179191j -0.0254831+0.0550972j -0.524188-0.0422711j -0.360036+0.613724j 0.0505829-0.45988j 0.120737-0.0235729j -0.0844798+0.797027j -0.0413744-0.0190313j 0.443585+0.501193j 0.22178-0.422743j 0.164058+0.222107j 0.566375-0.109925j 0.0418801+0.0142064j 0.151613+0.253468j 
-0.316099+1.75103j 0.869387-0.128434j 0.915287+1.26506j -1.77522+0.779218j -0.0151816-1.82459j -0.296575-0.368285j -0.414261+0.139023j 1.78586-0.261268j -0.227989-0.0156313j -0.375858-0.4316j -0.214029-0.355096j -0.505408-0.167186j 0.69644-0.335511j -0.308875+0.00496072j -0.383412-0.508716j 2.52352-1.36468j -1.48601-0.750458j 0.431695-1.04419j 2.59615-0.0282728j 0.848236+0.496051j -0.22249+0.338148j 0.983445-0.435518j -1.167-1.68456j 0.0696015+2.63905j -0.103878-1.41656j 0.0369805+0.0520841j -0.700695-0.40176j 0.0958503-0.134679j 0.588028-1.34365j 0.10435-1.00594j 0.772029+0.225272j 0.0855629+0.111904j 0.74686+0.348443j -0.0245118+0.486696j -0.116641-0.883943j 0.319062-0.143769j 0.625377-0.229077j 1.6857+1.09858j 1.13366-0.663602j 0.00242758+1.83851j 1.08834+0.399282j -1.93818-1.20662j -1.24313+1.45422j -1.37634-0.324882j -0.620126-1.07822j 0.356859-0.773535j 1.671+0.279548j 0.121145-0.76647j 0.62057+0.372673j -0.683237+0.873787j 0.616196-0.619883j -1.95717+0.258946j 0.43818-1.44247j -1.21908+0.941712j 0.40684+0.523628j 0.889176-1.69028j -0.580727+0.762745j 0.317394+0.416601j -0.657526+0.986414j 1.67188-0.994877j 1.77213+1.4704j -0.273243-0.647384j -0.670926+0.636699j -0.122989-1.63582j 0.13812+0.179154j -0.54982+0.370442j 0.405608-1.48575j 0.272459-0.091137j -0.199375+0.54152j 1.13223+0.887267j 0.358544+0.0584306j 0.30905-0.371377j -0.474917-0.159172j -0.330395-0.00564633j 0.217573-0.264201j 0.000528655+0.222935j -0.206629-0.535918j 0.205296-0.102607j -0.17435-0.342204j 0.258616+0.130074j 0.393254-0.146348j 0.187329-0.162316j 0.527297-0.194625j 0.0904867+0.181686j 0.178892-0.312329j -0.190895-0.567235j 0.493898+0.59488j -0.112187+0.0160798j 0.335011-0.259701j -0.405155+0.477744j 0.106411-0.292029j -0.125213+0.359227j 0.718295+0.147074j -0.00626966+0.197302j 0.235537+0.384869j 
1.24043-1.50063j -0.0171895+1.2754j 0.174361+0.258302j 1.02108+1.25419j 0.463911-0.0173323j 1.16744-1.09712j 0.290237-0.749603j -0.132596-0.688478j 0.12298-0.619776j -0.368343-0.503146j -0.273984-0.294748j -0.151125-0.153j 0.360594+0.175147j -0.496996+0.530438j -0.440003+0.0036358j -2.10511-2.43413j 0.241272-1.12046j -1.29583-1.197j 1.91289-0.490074j 0.404467-0.795507j -1.77494-1.34997j -0.19363+0.435243j 1.69565+0.177719j 1.75429-0.219951j 0.960513-0.730294j 0.000874057+1.73993j 0.433192-0.283326j -0.262042-0.633263j -0.901325+0.600999j -0.748071-0.496655j 0.537379-0.0948232j 0.0895161+0.195071j 0.511215+0.0600676j 0.124898-0.296653j 0.295026+0.0984776j -0.0277017-0.938077j 0.0946567-0.323387j 1.77513-3.86367j -2.19848-1.74056j 0.308606-0.291291j -0.418647+0.231917j -0.294514+1.07509j 0.555631+0.872838j 0.712216-2.18813j -2.82014-0.624376j 1.43052+0.848946j 0.347089-1.99505j 1.70011-0.929807j -0.275959+0.967499j -0.13158-1.00525j 0.285258+0.00399367j 0.149056-0.33598j 0.378004+0.373547j 0.252424-0.462992j 0.382795+0.311436j -0.941426-0.690567j -0.110964-0.318081j 0.18624-0.523171j -0.580745-0.858418j 0.318816+0.66055j 1.11762-0.545578j 1.35366-0.669097j 0.112222+0.132745j 1.19004+0.211836j -0.128745+0.0863395j 0.758438-0.813182j 0.510759-0.00144071j -0.122782+0.402586j -0.288332-0.132979j -0.396311+0.580864j -0.398558-0.739822j 0.119358-0.494546j 0.274055-0.484314j 0.276016+0.273675j 0.0870736-0.182402j 0.863773-0.136215j -0.935372-0.594451j -0.247952+0.151444j -0.497718+0.123802j 0.251128-0.391959j -0.0521225-0.268001j -0.310417-0.287038j -0.659828-0.364055j -0.267185-0.133653j -0.312076-0.214102j -0.186942+0.419882j 0.150162-0.0411894j 0.0154271+0.552579j 0.448482+0.0435575j 0.0615134+0.27977j 0.27267-0.669745j 0.171167-0.0843261j 0.330458-0.0299277j 0.0704983-0.00477094j -0.0359388+0.0650101j 
-0.980835-1.7096j 2.04543-1.37497j 0.43056+0.718348j 0.711576+0.34323j -0.248044+0.135553j 0.0580298+0.560509j 0.195843+0.294752j 0.218919-0.186955j 0.335781+0.135679j 0.747089-0.273663j 0.238506-0.111558j -0.218222-0.452318j 0.337553+0.452156j -0.109459+0.373828j -0.0510423+0.102284j -1.08793+2.96948j -2.16757-2.5256j 2.48518-1.71417j -0.107331-1.73152j 0.486756+0.263352j -0.673466-0.00961836j -0.130766-0.0855273j -0.292147+0.0526991j 0.621455-0.643322j 0.0203974+0.399487j -0.35675-0.622153j 0.0638563+0.274209j 0.318482+0.252482j -0.324537-0.0715193j 0.437603-0.0115513j -0.384331+0.782857j -0.104383+0.113741j -0.108159+0.398414j -0.474651-0.223156j 0.721508+0.0645077j -0.291052-0.39838j 0.00979494+0.0851593j -2.83278-0.607808j -1.52033+1.88791j -0.251906+4.54268j 3.10154+1.40141j 0.0245663-0.662149j -0.477979-0.453655j 2.33608+0.474754j -0.665644+0.766081j -1.14228+1.63513j 0.137803-1.14248j -0.734298+0.378006j -1.05442+0.733931j 0.322146+0.413921j 0.163245+1.25161j -0.335677-0.852887j 0.544896+0.101046j -0.439622+0.045867j 0.217187-0.0214511j -0.482904-0.423106j 0.082351+0.161741j -0.0888147-0.000142844j -0.279558+0.241842j -0.147667-0.242014j 0.923121-0.1079j 0.0309142-0.344788j 0.0688894-0.200039j -0.288423-0.197521j 0.00625488+0.0335489j -0.313105+0.0771045j -0.353908+0.250595j 0.0764465-0.0461923j 0.20063-0.201061j -0.144256-0.39121j -0.193171+0.460902j 0.226827-0.137463j 0.215478+0.320482j 0.0373454-0.161635j -0.0358427+0.247915j -0.62873-0.453764j -0.0633973-0.333551j 0.0472641-0.010226j 0.458522+0.101207j 0.304883+0.23846j -0.0308787+0.147157j 0.538189-0.368499j -0.0920637+0.107912j -0.215895-0.127093j 0.112865-0.122248j 0.319672+0.689609j -0.126709+0.122904j -0.114154+0.1643j 0.365857+0.168588j -0.229575-0.249199j 0.20459-0.258942j 0.015017-0.0811869j 0.072552+0.285003j 0.0406091+0.119753j -0.161279+0.139433j 
0.121911+0.0442062j 0.325751+0.195817j 0.272743+0.523409j 0.216114+0.330863j 0.256785-0.270234j 0.507098-0.527989j -0.0368323-0.413707j 0.101207-0.0431281j -0.119388-0.449289j -0.33081-0.817059j -0.783349-0.110954j 0.265117-0.707873j 1.31875+0.0943006j -2.75413+0.658722j -0.65116-3.77611j 0.0795632-0.0406465j 0.0396339-0.229645j 0.196172-0.532565j 0.11433-0.323001j 0.472795-0.240398j -0.675085+0.340407j -0.0353787-0.0954323j -0.124131-0.436555j 0.291665-0.118914j -0.269945-0.399127j 0.502039+0.275708j -0.211212-0.109715j -0.288189-0.0962424j 0.514592-0.0261852j -0.142628+0.29578j 0.151492-0.0137541j 0.123753-0.175644j 0.0263654-0.429134j -0.584236-0.537311j 1.04403-0.513386j -0.953219-2.61361j 2.00993-0.687635j 0.0043038+0.065946j -0.0296735+0.186223j 0.0499559+0.0553606j 0.0476524-0.272208j -0.0407235-0.0235992j 0.0653571+0.00822388j 0.0867795-0.176478j -0.0792957-0.019494j 0.285329-0.274038j -0.184764+0.0230818j 0.0609971+0.101626j -0.0621745+0.279352j -0.0528054-0.191177j 0.482663-0.312296j -0.41858-0.0845079j -0.413985-0.260946j 0.168604+0.175997j 0.273393-0.126342j -0.136824-0.207853j 0.337542-0.0326077j -0.5697-0.0929333j -0.309113+0.190819j 0.288653-0.300862j 0.0973521-0.239083j -0.802887-0.099153j 0.493131-0.382566j -0.114072-0.265117j -0.0579073+0.0190675j -0.45512+0.238644j -0.24916-0.319862j 0.11346-0.0845318j 0.391508+0.458671j 0.123178-0.428648j -0.212544-0.0972851j 0.259374-0.0670748j 0.0388137+0.472299j 0.267134-0.0517318j -0.434885+0.065719j -0.235186-0.223505j -0.188717+0.173787j -0.0553755-0.106714j 0.452601+0.23807j 0.0733629+0.0341507j 0.0936032+0.392414j 0.260587-0.490972j -0.0445349+0.49912j 0.0172808-0.608752j -0.0139681-0.463944j 0.490775+0.03878j 0.81774+1.1367j 0.06738+0.150759j 0.647305-1.57279j 0.137991-0.266033j 0.0808143-0.655964j -1.58156+1.77017j 2.26181-0.0222058j -2.84388-1.53677j 1.06261+1.04874j 
