0.0501873+0.108518j -0.132635+0.170133j -0.0379434-0.0110881j -0.261828-0.0603079j 0.178443-0.111873j -0.181033-0.0308983j 0.105724+0.0227068j 0.216226+0.107075j -0.215517-0.0512112j -0.0484233-0.111053j -0.26534-0.112577j 0.38695+0.191482j 0.139456-0.203558j 0.156814-0.219328j 0.027083-0.090499j -0.0595716-0.437315j -0.17701-0.374261j -0.150924-0.318331j 0.0609426-0.120844j -0.15717-0.265043j -0.218664-0.154758j 0.349238+0.137127j 0.130357-0.215634j 0.21445+0.0470414j -0.0699986+0.360089j 0.465249+0.242899j -1.17475+0.333327j 1.19964-1.52416j 0.217677+0.240073j 1.33812+1.93655j 0.199501-0.53366j 0.00431172+0.0935821j -0.0470972-0.562685j -0.264675+0.465058j -0.210864+1.1578j 0.129292-0.466633j -0.0874881+0.470722j 0.190134-1.35972j -0.0981953+1.06557j 0.296866-1.81128j -0.0797644+0.164005j -0.216264+2.19692j 0.120294+1.29357j -0.371539+1.61323j -0.280692+1.2358j 0.266496-0.295532j -0.279502+1.25052j -0.0311979+0.606706j 0.98427-2.22279j -0.461169+1.5947j 0.451313-0.764042j 0.629003-1.02263j 0.160119-0.0379082j -1.12687+1.60809j 0.846356-1.5562j 0.306761-0.641823j -1.51206+2.79206j 0.0245563+0.15763j -0.724638+2.26771j -0.218907+0.984244j 0.167574+1.52749j -0.0950604+0.79382j -1.20907-0.208662j 0.565791-0.46356j -0.582151+0.450954j -0.984473+1.18324j -1.38292-1.16498j -0.139472+1.96723j -3.22714+1.83868j 
-0.381718-0.320679j -0.10136-0.110096j 0.0015849+1.57919j -0.35558+4.38448j -0.601545+1.04203j -0.10045+5.19637j 0.77194+3.28849j 0.640191+9.55778j 0.999282-6.50673j 1.72045+2.75401j -1.29881-2.02358j -0.608461+4.7807j 0.0356519+9.42446j -1.93424+8.31317j 0.314143+1.28314j -0.545515+9.83207j -0.31904+10.0563j 1.28322+2.93903j 0.232977+2.79033j 0.00873904+3.09694j 0.104852+5.93487j -1.41802-9.54678j 0.474854+0.409966j -0.344506-4.9699j 0.447127+2.28215j -1.71941-5.30111j 0.120763+1.57299j 0.436233-0.0302969j -0.252365-0.253011j -0.45847-0.0355097j -0.293602-0.348477j 0.295186+0.0735567j 0.328497-2.38186j 0.327066+0.798768j -0.70632+5.17635j 0.0865365-0.335465j 0.271371+2.06775j 0.633896-6.35671j -0.198888+3.07263j -1.25396-7.86729j -0.0575583+1.17726j 0.54276+8.71173j 0.67404+3.75675j 1.03234+6.38284j -0.997637+4.63816j -0.0393691+0.914572j 0.717751+4.84735j 0.690558+5.05816j -0.846871-10.9305j -0.50737+6.11443j -1.32522-4.65624j -0.555692-3.65183j -1.33906-1.60414j 0.966769+4.37622j -0.777833-5.11341j -0.897346-3.2926j 1.39836+8.06343j -0.00312882+0.483149j 1.81814+5.05055j 1.96482+1.56727j 1.45989+4.55108j 0.526327+1.12196j 0.185699-0.587361j -1.11441-3.03108j 0.47089+0.559201j 1.28511+1.76568j 0.376317-0.0643745j -0.0649992-0.454446j 0.0815072-0.129641j 
-0.560341+1.14686j -0.772791-3.72292j 1.29621-6.86493j 1.86144-25.1505j -0.233205-8.10962j 1.16123-26.3312j 0.742703-22.397j 0.803276-63.1699j -1.51731+38.7848j -0.146596-19.9425j 0.563519+13.1115j 0.182282-22.4361j 0.945045-68.9633j -0.411394-60.1819j -0.988236-9.20831j -0.885473-63.9052j -0.265098-65.7515j -0.973073-20.0729j -1.68182-9.9621j -0.100738-20.2668j -3.05244-41.752j 3.65546+68.2424j -0.661545-1.38838j 0.052962+34.3501j -0.45261-5.81792j 2.68607+26.8996j -1.86497-7.35758j 0.852999-1.80782j -0.458732+0.988944j -0.114591+0.852097j 0.0625211+6.10601j -1.85407-4.69031j -4.56286+16.8822j 2.29426-6.06371j 6.30011-34.0105j -2.39301+0.347609j 1.53663-15.9298j -5.08646+44.0565j 3.92202-23.8007j -3.54569+60.3982j -0.319811-4.42454j 4.42465-65.5765j 1.24675-32.3685j 0.995934-50.4744j 0.948545-41.9671j -0.00602319+2.58782j -0.0182743-42.547j 1.81591-31.5884j 1.66609+79.3014j -1.40371-50.4243j 1.6997+32.92j 0.631066+29.6621j 1.67576+13.3884j -1.02899-34.0732j 0.829273+41.1759j 2.98063+19.4223j -6.34208-59.4752j 0.47101-1.53401j -5.33323-40.0473j -2.14767-11.2876j -6.72558-33.7603j -1.36219-11.2932j -2.54622-0.279545j 5.35147+20.2896j -2.42751-5.88652j -4.15547-11.3093j 1.28443-1.0998j 0.296758+2.51789j -0.13847-0.672741j 
-0.0300243+0.166454j -0.583901-0.20711j 0.177836+0.387622j 0.533745+1.14081j -0.213908+0.3641j 0.400809+0.258509j 1.09409+0.615495j 0.502737+2.8004j 1.10046-0.273719j -1.30845+1.14714j 0.00872083+1.21776j -0.303133+0.228444j 1.1406+1.92182j 1.86246+1.78286j 1.3042-0.453331j 0.0625053+0.157853j -0.267612+3.09269j -0.161319+0.885884j 0.80203+0.104935j -0.366361+1.33086j 0.224158+1.46427j -1.32188-1.16244j -0.781072-0.564511j 0.616963-0.811723j 0.167589+0.220133j -0.00145213-1.58303j 0.762313-0.303741j -0.0742447+0.224952j -0.292909+0.148877j -0.112707+0.150703j 0.313925+0.296659j 0.0847792-0.0935925j -0.107596-0.371662j 0.0449761+0.404154j 0.521361+0.789632j 0.48016+0.391802j -0.0864935-0.55449j -0.467192-1.11089j -0.0984556-0.547053j 0.107037-0.554292j -0.472998+0.462273j 1.79692+1.10335j 1.01646-0.908127j -0.851291+0.870342j 1.25035+0.0112023j -0.71925-0.381596j 2.17665+0.871094j -0.378673-0.2844j -1.18061-0.949786j 1.2519+0.425934j -0.754353-0.871767j -0.475081+0.57332j -0.948683+0.264001j 0.426741-0.27458j -0.995685-0.279465j -0.208245-0.435268j 0.455684+1.79416j -0.343773+0.611223j 0.989559+0.762793j 0.438746-0.629134j 0.384653-0.560722j 0.281007+0.0765211j -0.364538+0.0523499j -0.00151648-0.459976j 0.113067+0.174483j 0.518758+0.151044j -0.222296+0.14231j 0.0242951-0.0513154j 0.0904331-0.0507459j 
0.148392-0.699163j 0.651331+3.20202j -0.696438+6.34942j -1.40786+22.4788j 0.508189+6.46866j 0.324566+25.0133j -0.927567+18.8671j 0.0355735+58.1005j 0.361233-36.0687j 0.210902+17.6241j 1.16021-12.6158j -0.671625+21.0593j -0.894643+64.5253j 0.155284+52.6917j 0.231025+13.15j 1.0702+56.2152j 1.64989+62.8461j 0.99244+18.4774j 1.20574+9.60116j 0.397305+20.0161j 0.700183+38.9807j -0.988159-61.6178j -0.946984+2.31188j -1.06865-30.4662j -0.329752+5.36581j -2.18045-24.3109j 0.943688+7.18968j -0.749792+1.31545j -0.0566614-0.738957j 0.0108094-0.575653j -0.04519-5.16636j 1.52137+3.79841j 3.58366-13.8827j -2.21566+4.67252j -5.72998+28.3031j 2.38543-1.35243j -1.68074+13.0544j 4.13593-37.3806j -2.98191+20.0634j 3.85623-50.6658j 0.538424+4.02824j -4.60652+56.111j -2.23492+26.2516j -1.4827+42.5779j -0.795144+34.2666j -0.883851-2.02044j -0.348379+34.7969j -0.3935+26.2254j -0.694799-65.5764j 0.533125+41.9499j -0.901864-27.2913j -0.474159-25.111j -1.49017-10.8115j 1.31168+27.1786j -1.37907-33.4902j -2.31415-15.4513j 5.87456+49.6629j -0.60796+1.19374j 4.36742+33.073j 2.44435+9.58638j 4.93055+27.6047j 1.84311+9.60135j 1.64559+0.825398j -5.03341-16.2467j 2.34319+4.37399j 3.59765+9.11353j -1.11236+0.513876j -0.13089-1.97302j 0.0760029+0.361764j 
0.068625-0.213804j -0.0896786-0.78941j 1.1534-2.58639j 0.553154-8.18851j 0.341801-2.66982j 0.342256-9.01121j 0.22776-7.35494j 0.254028-20.4597j 0.560269+12.6631j -0.905063-7.16063j -0.800805+2.56859j -0.494144-9.6813j -1.348-21.6397j 0.473993-18.3574j -0.374482-3.29176j -0.928904-19.4985j 1.10657-21.1312j 0.490943-9.02517j -0.908472-1.63517j -0.214965-6.82199j 1.03727-14.5068j 1.07839+21.4449j 0.141879-0.348321j 0.741476+11.5073j -0.467257-2.30833j 0.989585+8.6963j -1.40982-2.86109j 0.105905-0.260868j 0.202082+0.368571j -0.100527-0.142488j -0.404862+1.42638j -1.03113-1.24268j -1.66623+5.12235j 1.12407-1.4432j 2.71282-9.90783j -1.09423+0.351983j 0.720981-4.33627j -2.35788+13.0198j 0.975025-7.68924j -0.737015+17.0505j -0.462007-2.7654j 1.60927-18.6278j 1.40182-8.65301j -0.305944-14.1822j 0.123443-12.3806j 0.0191749+0.698986j -0.286029-11.7413j -0.354555-8.45855j 0.534752+20.483j -0.43103-13.4783j 0.218687+8.89466j 0.0144472+7.99493j 0.315293+3.47252j -0.68628-9.6518j -0.347743+11.0953j 1.33538+5.36728j -2.40711-16.4878j 0.406181-1.32542j -0.944913-10.9955j -0.880843-3.99422j -2.36777-9.41534j -0.597802-3.15212j -0.645009-0.3623j 2.39247+5.66214j -1.14811-1.64993j -1.63112-3.1947j 0.717579-0.217303j 0.32157+0.610973j 0.0698135-0.152998j 
0.119274+0.220888j 0.144283+0.55047j -0.751797+0.33546j -0.0278266+3.12495j -0.169319+0.737026j 0.679314+1.89346j -0.324082+2.16979j -1.55153+5.13143j -0.517633-4.25703j -0.0656862+1.87569j 1.1258-0.618611j 0.165989+2.68204j 0.317615+7.09668j -0.570863+3.43981j -1.47456+0.333723j -1.4103+5.53881j -0.916604+5.7455j 0.488836+1.72375j 0.196634-1.13297j 0.15553+1.12472j 1.64385+4.17061j 0.695427-7.12132j 0.496265-0.269745j 0.892517-2.64383j 0.33861+0.921386j 0.36974-2.96703j -0.0280042+0.865025j 0.604432-0.284566j 0.0414767-0.0304685j 0.0348321+0.290988j 0.161837-0.812858j 0.461605+0.72788j 0.931015-2.1766j -0.36994+1.02922j -0.571342+4.68383j -0.287588-0.511325j -0.501548+1.99157j 0.507175-4.42339j -0.553496+2.12927j 1.14086-7.68568j 0.518979+1.58991j -0.623256+9.5106j -0.552763+4.40625j -0.863351+6.66823j -0.31067+4.97466j -0.767758-0.612928j -0.596326+4.3139j -0.888701+4.33974j 0.841025-9.72209j -1.01729+6.07589j -0.158707-3.72971j 1.83775-4.62943j -0.53434-1.54716j -1.30863+3.9183j -0.583744-5.66552j 0.121994-1.48159j -1.2619+7.93826j 0.441333+0.526879j 0.312161+4.99515j 0.173203+0.911891j 0.178979+5.01465j 0.475891+0.946952j 0.353463-0.00657712j -0.0908878-2.98898j 0.121584+1.16371j 0.174728+1.66894j -0.26165+0.0277737j -0.156564-0.0927916j -0.153772-0.083305j 
0.0336927-0.726542j 0.551766+3.3169j -1.24126+5.72646j -1.46398+21.5815j -0.239921+5.96866j 0.00151717+23.7925j 0.947007+18.9467j -2.47103+55.4363j 0.941089-31.9965j -1.60389+16.566j 1.61268-11.5629j -0.67792+19.8338j 1.16895+59.2822j 0.152558+51.6673j -0.802846+7.90216j 0.488868+55.4775j 1.73916+57.7837j 0.344863+16.3415j -0.679979+8.17475j 1.56313+18.8317j 1.04011+36.9955j -1.67851-57.6661j 0.0633364+0.450518j -1.83685-28.9792j 0.179503+6.20518j -2.37656-23.2063j 1.50854+6.6988j -0.889573+1.57707j 0.0472568-0.729374j -0.26679-0.82265j 0.228382-4.56214j 1.62774+3.92657j 4.18337-11.6478j -2.10684+4.35855j -5.4128+24.949j 3.175-0.375041j -0.616946+10.5107j 5.58322-32.0611j -2.78146+16.4008j 5.29871-42.7221j 0.334172+3.39905j -4.13801+46.2954j -2.87566+22.2406j -0.469135+37.1919j 0.211581+30.3002j -1.29921-1.21949j -0.26627+28.5711j -0.76248+22.1695j -0.029722-55.1679j -0.18677+35.3828j -2.57664-23.0973j -0.461571-21.5398j -1.30749-8.63927j 1.64227+23.7832j -1.07048-27.9566j -1.28412-13.3254j 5.11099+40.283j -0.562606+0.784005j 3.60845+27.1737j 3.0848+7.89246j 5.33088+22.4128j 1.58684+8.02826j 1.47326+0.0431214j -4.81326-12.9796j 2.19816+3.60432j 3.95444+7.61636j -1.25871+0.52579j -0.133104-1.67456j 0.298508+0.298546j 
0.599905+0.0862099j -0.430648-0.69191j 0.291141+0.358868j -1.44422-0.941229j -0.0786143+0.585295j -0.247407-2.3611j 0.453833-2.27833j -0.514821-5.53116j -0.185542+3.32856j 0.361942-2.0845j 0.0463095-0.607516j -1.07332-2.27278j 0.689611-4.93229j 0.755385-4.58186j -0.252959-1.10589j 1.74765-5.19619j -0.455779-5.89307j 0.494257-0.674484j -1.13885-0.865965j 1.61531-0.690166j -1.25981-3.11346j 0.909047+5.04666j 0.689643+0.816343j 0.488229+1.78392j 0.673505-0.554907j -0.0165969+1.4517j -0.325759-0.204048j 0.303157-0.854936j 0.306923+0.213745j 0.506053+0.0680791j 0.104624-0.153468j -0.766703-0.895043j 0.315843-0.504086j -0.00189791-0.317019j -0.0665294+0.254742j -0.406612+0.422989j -0.0169886-0.610406j -0.508807+0.713255j -1.74653-0.529503j 0.0669697+1.28009j 0.0864841-0.0501083j 0.355359-0.454596j 0.00909967+0.849824j -0.0546557-0.313975j -0.427801-0.615788j -0.664102+0.0472446j -0.400411-0.640744j -0.871458+0.150608j 0.534536+0.0564709j 0.498578-0.553706j 0.657326-0.532658j 0.779694+0.695433j 0.598998-1.25366j 0.86737-0.372789j 0.936466+0.384996j 0.831678+0.464842j -1.86313+0.0873584j 0.130971+0.321403j -1.59248-0.119096j -0.207761-0.17885j -0.910784+0.655755j -0.607337-0.0659929j -0.408572+0.0609501j 0.716397-0.683196j -0.615747+0.0795396j -0.574186+0.0206201j 0.13325-0.202325j 0.199605+0.267099j -0.23726+0.0135679j 
-0.49884-1.10939j 0.516556+5.08547j -1.9102+7.04617j -1.13183+31.3467j -0.122168+9.09331j -1.57979+33.9665j -0.583064+27.8779j -2.6611+78.5322j 1.11893-47.3645j -1.45863+25.5229j 1.063-15.9634j -0.931027+30.0309j -1.49411+83.3004j -0.557482+74.3613j 1.0302+13.052j 0.932382+77.2752j 1.72107+81.8491j 0.67571+26.3461j 0.234146+13.1043j 0.471636+25.3126j 1.42368+53.2801j -0.79712-82.6988j 0.504566+0.109491j -1.67318-42.9889j -0.432296+7.6238j -2.92512-34.6044j 1.07251+10.0385j -1.00318+1.69433j -0.0990335-1.49231j -0.695329-1.36505j 0.7617-6.4395j 1.78189+6.11971j 5.64233-16.4672j -2.33551+5.91996j -8.76661+34.3369j 4.5838-0.153749j -2.25487+16.5829j 8.844-44.2619j -5.19579+23.4241j 8.30908-61.3909j 0.196436+6.77105j -7.95451+65.5577j -4.06104+31.5726j -4.17368+49.1278j -2.41087+41.2197j -0.0953088-2.04463j -2.57128+41.9201j -3.81884+29.7799j 1.8967-77.5843j -1.63263+48.0214j -0.750543-31.7958j 0.952147-29.8455j -0.856117-13.0041j 0.292946+31.1212j -0.860223-38.5774j -2.3414-18.1976j 6.10067+56.3002j -0.210131+1.28486j 4.07039+38.0993j 2.78524+10.8187j 5.49572+31.4926j 1.50925+11.3959j 2.65231-0.0957978j -6.2868-18.9506j 3.31443+5.78722j 4.80602+10.6877j -1.8657+0.379242j 0.0810501-2.13982j 0.508103+0.182853j 
0.127557+0.0370006j 0.0412927+0.00744776j 0.570726+0.181311j 0.565049-1.02252j -0.470929+0.0477045j 0.499854+0.261323j 0.665122+0.0527673j -0.0772735-2.83268j 2.18668+1.60948j -0.911547+0.0789017j -0.495143+0.395935j 0.186321-0.294006j 0.586625-3.50167j -0.436275-2.96658j -0.438751+1.77344j -1.53202-4.67394j 1.2153-2.86679j -0.358509-0.212735j -0.180184-0.959161j -0.819417-0.891302j 0.165778-2.41839j -0.875661+4.18127j -0.3103+0.0394171j 0.0431435+1.83858j 0.052417+0.180182j -0.317187+1.55979j 0.258675-0.661625j 0.0499252+0.0983775j 0.0511502+0.145297j 0.0833603+0.0359857j -0.112825+0.118787j -0.237007-0.478678j -0.107812+0.623068j 0.356872-0.382202j 0.621614-0.476988j -0.436089-0.0455521j 0.505081+0.239674j -0.331589+1.89754j -1.11029-1.12004j 0.901204+2.65453j -0.232421-0.595508j 0.265071-4.49091j 0.448951-1.04788j 0.632251-1.7728j 0.195643-1.74718j -0.281247+0.14343j -1.29989-2.48984j -0.56859-1.72256j -0.00202554+4.75836j 0.116144-2.98219j -0.075768+2.92304j -0.22637+2.60329j -0.142953-0.801303j -0.483913-1.92144j -0.198081+1.90284j 0.757235+1.109j 0.223107-3.63956j -0.00352951+0.153849j 0.0473437-2.62218j -0.283115-0.34701j 0.101455-2.3295j 0.0816078-0.707728j -0.19575+0.00368827j 0.275706+1.43464j -0.0820864-0.621876j 0.0179311-0.660188j 0.0568924+0.0810909j -0.0651793+0.106814j -0.0221716+0.0245018j 
0.146077+0.111941j 1.05382+0.197099j -0.622108+1.96672j -0.541637+8.27319j -0.171067+2.0016j 1.20706+7.90283j -0.839066+5.42972j -0.664942+17.4371j -1.16032-10.162j 0.406886+6.75599j 0.532799-3.74908j -0.322815+6.12343j -0.806666+18.8686j -1.41402+16.3908j -0.127858+2.62356j 0.954024+19.0622j 0.169687+18.4177j -0.558658+7.77152j 0.485807+3.07587j 1.4342+4.94783j -0.0549607+12.2594j -0.323005-18.6552j 0.465683-0.341433j -0.151325-9.14049j -0.702907+2.09326j -0.571025-7.19085j 0.534382+2.47227j 0.250875+0.947948j -0.240872-0.332074j -0.565129-0.425173j -0.759512-1.2968j 0.68024+0.995545j 2.13615-4.57989j -0.401137+2.0621j -2.05367+10.7132j 0.516471-1.63278j -1.09791+5.33608j 1.63723-13.6536j -1.28363+6.71928j 2.88086-18.7713j -1.06501+0.141672j -2.3973+20.7139j -1.03141+9.21698j -1.27466+15.9391j -0.71745+13.4727j -0.607272-0.234132j -1.55845+13.1572j -2.1663+10.2956j 1.82292-23.8496j -1.11517+17.0189j 0.736669-10.4644j 0.531831-9.23195j 0.279488-4.44343j -1.19457+10.4707j 0.806972-12.3726j -0.507771-6.75555j 0.355369+18.7362j -0.0801882+0.650112j -0.0341865+12.9954j 0.757085+2.7391j 0.370376+9.77645j 0.254841+4.10274j 1.06696-0.248805j -0.650396-6.32129j 0.561669+1.76758j 0.586973+3.74471j -0.813286+0.192864j -0.227072-0.889404j 0.1768-0.0289415j 
-0.507634-0.568557j 1.03498+1.07971j -1.46404+1.19984j -0.916364+8.14045j 0.985932+1.89184j -0.812468+6.80684j 0.690521+7.33542j 0.696709+18.3815j 0.100824-10.3395j 0.293208+4.37933j 0.517418-3.05454j -0.785238+7.58799j -0.954977+20.5885j 1.37236+18.869j -0.846544+5.27089j -0.496566+19.2221j -0.186999+20.7215j -0.244018+6.04352j 0.54552+2.90874j 0.50308+7.2101j 0.489087+12.9851j -0.00434262-20.5474j 1.01669-0.795943j -0.129302-10.4481j -0.906066+2.70226j -0.662439-8.23006j 0.0835176+2.12064j -0.0873835+0.823511j 0.0470599-0.813611j -0.301071-0.37483j -0.225465-1.00814j 1.24136+1.19996j 1.97451-3.00908j -0.709531+1.72584j -2.86674+7.96439j 2.23506+0.551755j -0.489492+3.19924j 2.09808-8.51554j -1.89186+4.04091j 0.635998-12.24j -0.746495+1.17327j -1.88291+11.7916j -1.34979+6.58379j -1.19454+8.71647j -0.91853+9.21209j -1.04193-1.29979j -0.12232+8.20961j -0.35089+6.35045j 1.15127-14.9723j -0.378121+10.2061j -0.902998-5.62498j 0.126081-5.72698j -0.33651-3.28936j -0.173983+6.1244j -0.0449635-7.60897j -0.985924-3.00074j 1.47356+11.3483j -0.458439+0.162021j 0.657291+6.89737j 1.1434+2.15939j 1.3996+5.82915j 0.325325+2.22595j 1.27054-0.460999j -1.50318-3.19872j 0.984431+0.952315j 1.16029+1.83207j -0.324462+0.0884496j -0.153822-0.514969j 0.159928-0.0230939j 
0.183108-0.00511475j -0.949137+0.479662j 0.602132+0.565071j 0.401467+2.62814j -1.20443+1.04718j -0.00143253+1.42408j -0.128379+0.668183j -0.280577+6.36154j -1.62205-4.06675j 0.916551+2.65905j -0.796138-1.19012j 0.68074+1.66509j -0.660741+6.41111j 1.66043+4.98207j -0.400189+2.0158j -0.250232+6.27232j -0.518355+6.52735j 0.668835+2.29242j -0.461525+0.873021j 0.74219+0.211119j -0.373285+2.91209j 0.146605-5.66494j 0.519719+0.111249j 0.418609-2.746j 0.8108+0.466246j -0.206696-3.20905j 0.720791+0.459493j -0.278171+0.104637j 0.150547+0.0877794j -0.0907267-0.177546j 0.753989-0.464748j -0.534855+0.45625j 0.559043-1.88393j 0.0473833+0.982426j 0.0640277+2.0061j 0.0824687+0.310013j -0.0603494+1.11428j 2.16627-3.95084j 0.233761+0.972072j 1.65766-4.77062j 0.254099+0.57303j -1.18963+3.59329j -0.122399+2.18346j 0.309698+3.54747j 0.0913466+3.19599j 0.0254103-1.48405j 0.306289+3.71622j 0.463622+2.8586j 1.33061-5.22502j -1.17525+2.69294j -0.586504-1.09795j 0.059622-2.14879j -0.294505-0.94801j 0.0634103+2.22518j 0.842573-2.43181j 0.227491-1.45457j 0.53823+3.72274j 0.372122+0.147314j -0.254716+2.28447j -0.217792-0.00517005j 0.0910135+2.11962j -0.159025+0.497229j 0.0391275+0.174413j -0.0938967-1.22083j -0.000715715+0.829819j 0.524118+0.869586j -0.302707+0.168814j 0.142392-0.122326j 0.134425+0.0332581j 
0.402803-0.769767j 1.05246+2.81286j -0.992971+3.33788j -0.516741+13.4199j 0.12186+5.06019j -0.808435+16.8228j -0.181232+12.2245j -2.02725+36.2348j 0.456133-20.7197j 0.787004+12.8385j -0.678277-7.71036j 0.328093+14.5327j 0.0529435+41.8065j -0.57514+34.4883j -0.843887+7.41566j -0.0213838+36.1704j 0.900125+37.372j 0.116007+12.8518j -0.165958+5.56966j 0.0233756+13.0092j -0.466534+24.7383j -2.18996-39.0856j 0.983562+0.554782j -1.13475-19.3964j -0.00466898+3.51009j -1.5556-15.563j 0.641629+4.35506j -0.348248+0.661379j 0.615099-0.720399j -0.312399-0.999622j -0.0934673-3.35369j 1.05125+3.4357j 2.93079-7.06956j -1.19097+1.96016j -4.783+14.7979j 1.97896+0.691466j -1.72169+7.23982j 5.49985-18.3774j -1.96547+9.83143j 4.63551-27.0573j -0.113147+2.32524j -4.52379+29.8201j -1.54904+14.1541j -2.63624+21.9892j -1.79908+18.047j -1.25808-1.38446j -0.638532+18.4254j -1.60376+14.0879j 1.89466-35.2791j -1.1946+21.8925j -0.354677-13.562j 0.480567-12.1052j -0.430522-5.53212j -0.487496+14.1295j -0.22058-16.068j -1.24377-8.65383j 1.55555+24.9767j 0.30763+0.529792j 1.60544+16.8477j 1.21356+5.45702j 2.73234+13.625j 0.75609+4.80679j 1.70766-0.135964j -2.75897-7.87795j 1.45321+2.31076j 2.22021+4.61161j -0.962754+0.340192j 0.0790461-0.704894j 0.335139+0.12435j 
0.200611+2.33075j -0.058192-5.30757j 0.320688-6.8451j 0.980354-29.5135j -1.53086-7.31996j 2.34309-30.6895j 0.925476-25.1448j 3.04928-69.1939j -1.9612+42.6156j 0.790659-22.8153j -1.51262+15.6678j 0.960514-26.4996j 0.969536-75.1746j -0.754864-65.7404j -0.751938-11.1576j 0.0531253-69.9319j 0.0459248-74.7115j 0.0108473-23.4602j 0.0573844-10.6094j 0.447285-21.9396j -0.292678-46.9285j 2.06994+73.9574j -1.80128-1.30022j 1.38572+36.9478j 1.13972-6.56834j 2.31863+29.7436j -0.994875-7.90721j 0.586811-1.47157j -0.909716+1.88778j 0.389043+1.60243j -0.67223+5.2416j -0.983148-4.62622j -5.01614+13.0613j 3.26224-5.06116j 11.0719-25.0674j -4.5868-0.679471j 3.54938-11.8514j -9.03908+31.1342j 4.63235-16.4308j -8.38794+43.0163j 0.194675-3.05996j 10.6978-46.3424j 4.60629-21.6784j 5.35276-36.3292j 2.80184-29.0803j 1.26487+1.36157j 3.43531-28.3122j 3.60951-22.0364j -4.38441+52.6309j 2.49657-33.366j 0.301956+21.6477j -1.03363+19.4111j 1.66277+7.60819j 0.0373213-20.8846j -1.06998+26.2012j 2.1089+12.1536j -3.71705-37.933j 0.118965-1.01838j -2.76114-24.4847j -1.9898-7.45138j -4.86756-20.0216j -1.26432-6.98625j -3.4423+0.0158493j 5.31383+11.1716j -2.92242-3.3575j -3.96048-6.40229j 1.62454-0.356113j -0.132864+0.9217j -0.577306-0.0975223j 
0.169755+0.621519j 0.324677+0.325915j -0.615495+1.30902j 0.819309+4.80576j -1.55494+1.28938j -1.43699+4.88321j 0.257626+4.98889j 0.169445+12.1924j -0.692253-6.82407j 0.129631+2.77361j -1.1947-4.87939j -0.583695+1.72436j 0.644459+9.85452j 0.0302192+10.9499j 0.297975+2.26508j -0.832699+10.7375j -0.129157+12.1742j -0.108447+3.38515j 0.441128+1.48708j -0.0879009+3.89157j 0.271144+7.40133j -0.217689-12.2086j -0.394788+0.482932j -0.388101-6.30873j -0.362638+1.51828j 0.15245-5.17805j 0.150074+1.50337j 0.291268-0.216285j -0.149936+0.458817j 0.210049-0.153932j 0.346612-0.739804j 1.11587+1.04183j 1.8732-1.91171j 0.0230084+1.61475j -2.13588+4.8409j 0.51697+0.56422j -1.01652+2.88599j 2.23921-5.61054j -0.466033+3.79763j 1.51713-8.44311j 0.183263+0.6997j -1.14525+9.66759j -0.745807+4.874j -0.449616+6.49996j -0.950804+4.77215j -0.572609-0.0113126j -0.732255+5.37363j -0.536374+3.7458j 2.0538-9.509j -0.816207+7.17983j 0.58841-4.13537j -0.133578-3.96888j -0.0113519-1.54734j -0.945661+4.40137j 0.310493-5.1696j 0.377351-2.15147j -0.512982+8.10692j -0.0099345+0.12572j 0.0888008+5.51003j 0.0420773+1.58172j 0.31405+4.55737j 0.0109048+1.92301j 0.277467+0.0378574j -0.622018-2.5326j 0.436554+0.543257j 0.299898+1.72691j -0.321326-0.0240888j 0.0711703+0.0147478j 0.0355124+0.110676j 
0.477468-0.963884j 0.928367+2.36714j 0.174345+2.76701j -0.0650105+13.6971j 2.22781+4.82251j 0.61465+14.7562j 1.20617+11.7235j -2.80585+34.8782j -0.177798-19.9967j -0.307074+10.9798j -0.455712-7.12729j -0.106933+12.7515j 0.0524562+36.2975j -0.147266+32.532j 0.904199+6.38689j 0.502183+34.7671j -0.529271+36.1047j -1.1249+10.5922j -0.0223679+4.91981j -0.129195+11.0062j 1.56628+23.5819j -1.18297-35.2103j 0.302817+1.30236j -1.57304-18.1868j -0.0788133+3.41548j -1.13329-13.7752j 0.531654+3.86992j 0.0938707+0.574089j 1.09911-0.539311j 0.120845-0.794462j -0.236139-2.62698j 0.909762+1.63314j 3.00369-6.1426j -2.54966+0.939307j -4.07534+12.1265j 3.03124+0.994187j -0.91172+5.85426j 5.11007-15.0992j -3.15969+7.04469j 5.25262-21.2655j 0.483915+1.87849j -5.51062+23.0779j -3.00046+9.69948j -2.6985+16.2331j -3.63541+14.1264j -0.571771-0.290956j -2.60643+14.5878j -1.85036+9.66592j 3.16147-24.1505j -1.74564+15.5861j 0.742384-9.51634j 1.37616-10.2001j -0.913308-4.21928j -0.455262+10.0367j 1.23339-12.3511j -0.769718-5.37527j 0.520395+17.5902j -0.23014+0.735116j 1.33119+11.346j 0.949569+3.40597j 1.74781+8.92828j 0.573431+3.32372j 1.36481+0.0264585j -2.6446-5.06799j 0.892344+1.38762j 1.72013+2.615j -0.825445+0.218512j 0.0373527-0.23056j 0.204124+0.0296569j 
