0.061529+0.0149618j 0.0799384-0.00382218j 0.0142493+0.00869795j 0.0719347-0.00788067j -0.0376462-0.0127538j 0.0135665+0.000149114j -0.00468604+0.00228042j -0.0200092+0.00754394j 0.0442841-0.00759268j 0.0300415+0.00111093j 0.0226658+0.000818216j 0.0631336+0.001451j 0.021331-0.000437427j 0.0404123-0.00175335j -0.019871+0.00661161j -0.00920388+0.00203433j -0.0105519-0.00788945j 0.0193259+0.0130461j -0.12138+0.00583116j -0.0451756-0.0108235j 0.0108447-0.00506456j -0.0364903-0.00483223j 0.0373767-0.00788962j 0.0299666-0.00138203j -0.00357703-0.00495275j 0.0169201-0.00346846j 0.0347732-0.00322867j -0.0134926-0.000557659j 0.0316131+0.00198305j 0.0104242+0.000722083j 0.012743+0.00631476j -0.0148141+0.00290692j 0.039036-0.00378448j -0.0823486-0.00628498j 0.096219+0.0135767j 0.0158185-0.00512893j 0.0127605+0.0149214j -0.0141316+0.060613j 0.0531018+0.0195704j -0.0223312+0.000255631j 0.047806-0.0281384j -0.0176963-0.0177903j -0.0232973+0.0570106j -0.00589614+0.0521694j -0.00356846-0.00288136j -0.0287756+0.0115715j -0.00259991-0.0150219j -0.0160371-0.016678j 0.00828328-0.0195695j -0.014717+0.029937j -0.0269473-0.00855427j 0.003807+0.0166797j 0.00935858-0.0279109j 0.00870204-0.0296734j -0.0345056+0.00694642j 0.0373251+0.00671514j 0.00274117-0.132046j 0.0307072-0.0769833j 0.0902644+0.0568244j 0.0257572-0.0456258j 0.0229893+0.015607j -0.0181118-0.00741851j 0.0254123+0.00913194j -0.0334609-0.00466336j 0.00230907+0.0324996j 0.0262924-0.0040271j -0.00237437+0.0490936j 0.000183491-0.010287j 0.0159853+0.0122215j 0.022779-0.0101532j -0.00529467-0.00278222j -0.00738894-0.0125616j -0.00966676-0.0012807j -0.0125858-0.00595748j -0.0194628-0.00383048j -0.00220855-0.033094j 0.0182816+0.0128267j -0.00601641+0.00864942j -0.0114679-0.00480655j -0.0157423+0.018837j -0.0141503-0.0210329j 0.00570489-0.0281923j 0.0260381+0.0183628j 0.00230116-0.0156208j 0.00259954-0.0288895j -0.000318634+0.218431j 0.00748472-0.0132071j -0.00738178+0.135792j -0.0740541+0.16817j 0.0134158+0.0429461j -0.0658244-0.085492j 0.0778505+0.104002j 0.133133-0.0252401j -0.227927+0.064143j -0.194549-0.100653j 
0.00924874+0.00294751j -0.0476862-0.00344007j -0.00580949-0.0309343j 0.031145-0.00398968j 0.0408588+0.00728142j -0.0418255-0.00572776j 0.0537441+0.015787j 0.0291127-0.00878893j -0.0285888+0.00131368j -0.016955+0.00594179j -0.0199161-0.00472143j -0.0902231-0.00148999j -0.0285152-0.00301841j -0.0508622+0.00680327j 0.0764367-0.0148915j 0.124842+0.0022065j 0.0340013+0.0102833j -0.0141273-0.0130814j 0.130951-0.000105734j 0.0834245+0.0103023j 0.0110408-0.00351511j -0.0870436+0.00432133j 0.0510378-0.00985529j -0.0246203-0.00201335j 0.0512665-0.000918696j -0.0624107+0.00401429j 0.0190728+0.00297533j -0.0123161+0.00215501j 0.00148298-0.00231836j 0.0986242-0.0027553j -0.0854199-0.000843387j -0.10882-0.00540148j 0.11729+0.012881j -0.507422+0.0180112j 0.226448-0.0207854j 0.0166831-0.0247228j -0.00369281+0.0102993j -0.0181621-0.0403412j 0.296515-0.0124548j -0.0195024-0.00990713j -0.00404015-0.00459873j -0.0779696+0.033437j -0.0638769-0.0582552j 0.00547125-0.0804419j 0.0128171-0.0249725j 0.0626943-0.0244464j -0.0883314+0.0273084j 0.0203341+0.0360513j 0.0819677+0.087317j -0.0380595-0.0877989j -0.0435111+0.0601797j 0.0589226-0.166293j 0.0869478+0.00200244j 0.0349995-0.195628j -0.137784-0.0721242j 0.294066+0.0260568j 0.028944+0.0267989j 0.0126796+0.0200529j 0.0734562-0.049171j 0.0461948+0.0834651j 0.0599914-0.0200262j -0.000654798-0.033033j -0.0467974-0.0377954j 0.000283503+0.00503939j -0.0533084+0.00448368j 0.0368518-0.016528j 0.00459086+0.00176716j -0.0375868-0.0180021j 0.000104117+0.0252719j 0.00907222-0.00199526j -0.0548603+0.0121692j 0.0299235+0.0377798j -0.0206514+0.0111492j -0.0228267+0.00287268j -0.0478388-0.00303318j -0.000353647+0.0152394j 0.00993268-0.0150276j -0.00497974+0.0237858j 0.039515+0.0222765j -0.000329023-0.0340691j -0.0204214+0.0595145j -0.00915744+0.00829284j -0.00655299+0.0799249j -0.0823277-0.0324068j 0.00208041-0.0110203j 0.0348588+0.0561078j 0.0171578-0.00733956j -0.129631+0.0129374j -0.00625473+0.0467002j -0.000205538+0.00928609j -0.0317585-0.0377029j 0.0402625+0.0504438j 0.0420719-0.0131237j -0.0221349+0.0204893j -0.00733418-0.0359192j 
0.0505014-0.00248287j 0.0582602-0.0266478j 0.00809833-0.0408809j 0.0141012+0.0206291j -0.0936551-0.00530643j 0.105584+0.00693887j -0.00717292+0.0133505j -0.0225361-0.00577686j 0.0796136-0.0107637j -0.0440258+0.00153765j -0.0214408-0.00975284j 0.00530537-0.00327561j -0.0552231+0.0289454j -0.0120957+0.00364523j 0.0101009+0.0385925j -0.0812742-0.0100987j -0.0266074-0.00874825j -0.0234039+0.00409085j -0.0622741+0.0148956j -0.117482-0.0073124j 0.00305295+0.00141804j -0.0539956+0.000309018j -0.0554549-0.00828273j -0.119305+0.00140976j 0.0278304-0.00374276j -0.0887095+0.0010361j -0.0780018-0.00441856j 0.00485448+0.00386192j -0.147386-0.000441429j 0.0455279-0.00335155j -0.144257+0.0092769j -0.121337+0.00816036j -0.101468-0.0170229j 0.0513671+0.0170503j -0.0348459+0.000509351j -0.261343+0.0131276j 0.0491455-0.0128494j 0.0177756-0.0641269j 0.00635377-0.0093668j 0.0290037-0.0196714j -0.171877+0.00240596j 0.0170783-0.00332249j 0.026848-0.0166392j -0.00891308-0.0662904j 0.00512941+0.0455481j 0.0634477+0.0134344j 0.0471422-0.00339805j -0.0200063-0.0206829j 0.0698675-0.0952624j 0.0444955-0.144346j 0.0459191+0.0681123j -0.141367+0.286304j -0.244301-0.248826j 0.239609-0.171255j -0.251513-0.120352j -0.038086+0.0204251j 0.00561722-0.031686j 0.0122502+0.0781155j 0.000981452-0.0193906j -0.0286348-0.0580583j -0.125505-0.0166623j 0.0491195-0.0260878j -0.0364533-0.0356263j -0.0144006+0.0204861j -0.0700672+0.00406484j 0.0471558-0.0407076j 0.0263775+0.0614122j -0.0387238-0.00706092j 0.0217806+0.0400039j -0.0316321-0.0259386j -0.0055671+0.00837379j 0.0108998-0.0145466j 0.0425207-0.0129542j -0.0375161-0.0214059j 0.0513665+0.00768649j 0.00305863+0.0567779j -0.0187037+0.018197j 0.015907+0.0126911j 0.0207744+0.0453509j 0.0259387-0.0915127j 0.0719651+0.0750725j -0.00792791-0.0149437j -0.13773+0.0576491j -0.0924561-0.0250328j -0.0182514-0.000425907j 0.0329037-0.0730101j -0.0273923+0.0121052j -0.0514619-0.0635856j -0.0211987-0.00882807j -0.0182197+0.0104474j 0.0409413-0.0209244j -0.0217592+0.0335818j -0.078297-0.0196941j 0.00288291-0.0124977j -0.00307495+0.00182273j 
-0.0822661-0.00849195j -0.0547194-0.00803411j -0.00721713-0.00333897j -0.0457732+0.0180115j -0.0295107+0.00148422j -0.121778-0.00149071j -0.0260094-0.0123707j -0.0206914+0.00142214j -0.0574822-0.00207945j 0.0202973-0.015193j -0.0170362-0.018039j -0.0291799-0.00144737j -0.0154177+0.00805674j -0.00627102+0.00573965j 0.00218501+0.0184564j -0.00475266-0.00283682j -0.0314488+0.0100428j 0.0852846-0.00479648j -0.0097629-0.00646874j 0.0865172+0.00872556j 0.00530726-0.00312337j 0.112772-0.00758689j 0.130614+0.00583866j 0.022917+0.00252522j 0.0162724-0.00187437j -0.0800531+0.000303367j -0.0683026+0.000422838j -0.0369172+0.000111366j -0.0773773+0.00266405j -0.104236+0.0023849j -0.14883+0.00365955j -0.200244-0.000810862j -0.334658+0.0136096j -0.186082+0.00283053j -0.0474105+0.00285502j 0.444653-0.0165788j -0.0189264+0.00382319j -0.00330115-0.00509902j -0.131341+0.0129475j 0.14089-0.0105344j 0.246565-0.000566953j -0.00389429+0.0010282j 0.0237262+0.0438713j 0.0149237-0.121115j 0.0665955-0.0697672j 0.00496172-0.0265208j -0.172473+0.096963j 0.10757+0.15439j 0.142016+0.0619422j 0.0419173-0.0299468j -0.0527503-0.0175087j -0.0237348+0.174461j -0.080908-0.0380445j -0.0115329+0.0350687j -0.0772696-0.0110948j -0.0942953-0.00802044j -0.0397954-0.0974207j -0.0121604+0.00949479j 0.0317613+0.000820505j -0.00879853-0.000486766j -0.0775125-0.0149602j 0.0194224-0.0541178j 0.0213885-0.0394308j -0.010199+0.0037513j -0.0428959+0.00786346j -0.00437061+0.00717162j 0.00243067-0.00854172j 0.0118831-0.00458603j 0.00789445-0.0254429j -0.00553865+0.042174j 0.0293901-0.0542117j -0.0123546-0.0254166j 0.0471887-0.0136025j -0.00737386+0.0240099j 0.0551472+0.0616188j 0.0525835+0.0110066j -0.0166042-0.0326844j 0.00801557+0.0709595j -0.0232639-0.00134678j 0.00456501-0.0136922j -0.0301955+0.030444j 0.0516897+0.0302084j 0.0314589+0.0693604j -0.0452576-0.0277223j -0.0400326+0.0113046j 0.0234433+0.0186453j 0.0352869-0.0233252j 0.0977167+0.0111549j 0.032702-0.00465164j -0.00246155+0.0161856j -0.000489316+0.00142133j 0.0416524+0.0107871j -0.000438642-0.0196763j -0.0346098+0.0175685j 0.00717362+0.0109931j 
-0.0385775-0.000270221j 0.0251981-0.022509j -0.0373209-0.0240769j -0.0246195+0.031744j -0.0151115-0.001197j 0.00419708-0.00182626j -0.013304-0.0065409j 0.00574378+0.00172546j -0.0101669-0.0192778j -0.0346084+0.0112793j -0.018777+0.0108232j -0.0520562-0.00304625j -0.00867853-0.00768316j -0.0134735-0.0135627j 0.0479867+0.0139625j 0.0271273+0.00282814j -0.0741631-0.00455188j 0.062914+0.00681482j 0.0216865+0.00195646j 0.0139827+0.00452469j 0.0483041+0.000780972j 0.0341944-0.00716757j -0.0765083-0.00230632j -0.0280502-0.00781768j 0.0988765+0.0056143j 0.0606675+0.00806756j 0.0908342+0.00423821j 0.126636-0.00490134j 0.04542+0.000834763j 0.0696266-0.000402802j -0.119058+0.00370503j 0.69505-0.00406384j 0.0606393+0.00026075j -0.185146+0.00695429j -0.169675+0.00550581j 0.176122-0.0182121j -0.0324266-0.0127737j 0.0416059+0.0137812j -0.0379396+0.00426114j 0.0288992-0.0110915j -0.0831819-3.63881e-05j -0.120672+0.0504872j -0.00747588-0.0701912j -0.0323483-0.0684687j -0.0155186-0.095271j -0.141975+0.0373989j 0.0764371-0.0723339j -0.0873825-0.0835552j -0.0111472-0.0530919j 0.0176498+0.0863231j -0.0357346-0.0290668j -0.0154478+0.0860304j 0.0167488-0.0936804j 0.0492888-0.118824j -0.173194-0.0659477j -0.0548869+0.0134562j 0.00494093-0.0593152j 0.0320842+0.0349571j 0.0485624-0.00798623j 0.00679278-0.030103j -0.0529312-0.0118349j -0.0174576+0.00237211j 0.0469887+0.00315934j 0.0277305+0.00340863j -0.0382863-0.0111998j 0.0107302-0.0229287j -0.00347337-0.014804j -0.0365129+0.00618265j -0.00206616+0.0205311j 0.0206621-0.0321081j -0.0115991+0.0189669j -0.0303488+0.0291115j -0.0343303+0.0455581j 0.0343928+0.013316j -0.0284961-0.0496911j -0.0460843-0.00510081j 0.0523912-0.00640327j -0.0346199+0.019656j 0.051923+0.0326712j -0.028132-0.0353834j -0.00224862+0.040118j 0.0435205+0.0498931j 0.0692474+0.0526433j 0.000945572-0.0149666j -0.0467387+0.0163582j -0.0292454+0.0446153j 0.0227288-0.0220516j 0.0783339+0.026385j 0.0147839+0.00449705j 0.0190677-0.0110564j -0.0396905+0.01448j 0.0123816-0.0226471j 0.0366634+0.0239729j -0.0134691+0.00295195j 0.0111766+0.0107295j 
0.0436592-0.0133671j -0.0504366+0.0240952j 0.00920007+0.0309296j -0.00299936+0.0106548j 0.0475263+0.00962742j 0.0197175-0.00435203j 0.00124069-0.0257435j -0.00163663+0.00217276j -0.0141718-0.00825602j -0.0184486-0.00640191j 0.00220896+0.00692895j -0.107905-0.0122104j 0.0663484+0.0232381j -0.0496712-0.00326109j 0.0110749+0.0161916j 0.0530641-0.00518526j -0.00619922-0.0227426j 0.00404982+0.0149189j 0.0642999+0.00711807j 0.00844105+0.000761633j -0.0413994+0.00684056j 0.0629757-0.0127479j -0.0718422+0.00452984j 0.144302-0.0140448j -0.0247519+0.0126197j 0.29853-0.00278179j 0.0691153-0.000104914j 0.0147273-0.000264452j -0.31877+0.00523068j 0.0135992+0.00192339j -0.0268447+0.00673655j -0.0550121-0.00648104j 0.227687-0.015779j -0.138014+0.00371315j 0.362161-0.00765386j -0.0354617-0.0137802j -0.0246746-0.0876066j -0.0759505-0.00888622j 0.0291624-0.00784319j -0.135927+0.0167257j 0.0914951-0.000921039j 0.0883074-0.0301564j -0.0306351-0.0530002j 0.0258099+0.0666903j 0.068425+0.0533093j -0.152658+0.0318558j 0.00180651+0.0446935j -0.036067+0.0560417j 0.0704714-0.0812737j -0.0102776+0.113306j -0.097315-0.0905825j -0.0405637+0.274097j -0.0742662-0.0318989j 0.0398229+0.183275j -0.0801715+0.0553152j -0.256485-0.0400522j -0.0271786+0.00428529j 0.0217491-0.0087739j 0.0878558+0.0242039j -0.0288885-0.0729174j 0.0273341+0.00990335j -0.00648913-0.0107216j 0.00576777+0.0124254j -0.0230859-0.00345656j 0.0752352-0.034699j -0.0209161+0.0279617j -0.0187248-0.0141084j 0.0741406+0.0583508j 0.0374154-0.0151776j 0.0516615-0.0319626j 0.0579881+0.0352982j -0.0440209-0.0202844j -0.0157055-0.0320102j 0.019831-0.0224048j -0.0155183-0.0945454j -0.0185783+0.0984895j 0.0137095+0.0309011j 0.00786685-0.026399j -0.0175669+0.0650059j -0.00958661+0.0779568j 0.033917+0.0134766j -0.0317097-0.0216427j 0.00450597-0.00128419j 0.0479869+0.0012472j 0.00832977-0.021642j 0.0378598+0.0349697j -0.00738945+0.00978951j -0.0692291+0.00718489j -0.000801585+0.0100895j 0.00174795+0.00581232j -0.0117092+0.00976328j 0.0317485-0.0200999j 0.0337319+0.0286346j 0.00531886+0.00256068j 0.0289216-0.00562084j 
-0.0411497-0.00127281j 0.0157175-0.0223632j -0.0413744-0.00602589j -0.00990471+0.0152144j 0.0417929-0.00788806j 0.033984+0.00309491j -0.0498657-0.00437685j -0.0435474+0.0107753j 0.0229129-0.00873558j -0.0074078+0.0127372j -0.0169261+0.0161966j 0.00539955-0.00222483j -0.0218021-0.034322j 0.00237364+0.00362237j 0.00741686+0.00188261j -0.0218643+0.0175554j 0.0148369-0.00958445j 0.0595924+0.0107981j -0.0145683+0.00154259j -0.0145233+0.00230345j -0.0280666+0.00188386j 0.0893545-0.00113441j -0.0999855+0.00241439j -0.1044-0.00366932j 0.131629+0.00362976j -0.0348004+0.00506122j -0.135562+0.00449932j -0.0083954-0.000503577j -0.0609727-0.00361105j 0.569272+0.00120146j -0.168588-0.00204963j -0.364645-0.0015541j -0.0752664-0.000603459j -0.0856984-0.000878645j -0.000558284+0.0158436j 0.0565905+0.00623396j 0.0237064+0.0506301j -0.00518575+0.0532352j -0.0995462+0.0121275j -0.0431452-0.00811704j -0.0347885-0.00895295j -0.137959+0.0419802j -0.0156784+0.0291804j -0.025985+0.0235882j -0.0234394-0.115288j -0.118591+0.0351834j 0.0625792-0.158161j -0.0413002-0.200068j -0.0855461-0.0820239j 0.0631632+0.147241j 0.160505-0.037419j 0.0307491-0.0475916j 0.113493-0.0142961j -0.0470796-0.0407741j -0.0235789-0.00912669j -0.12937-0.00453859j -0.0252834+0.0929699j 0.000530159-0.0714453j -0.0525504+0.0362934j -0.0196757-0.022664j 0.147587+0.0228406j -0.0264736+0.0613447j 0.0162614+0.0592432j 0.032096-0.00981392j -0.0168807-0.0114037j -0.0335383-0.00668203j 0.0094154-0.0463937j -0.018625-0.00361863j -0.0127678+0.00541108j 8.12065e-05-0.00753723j 0.00545032+0.00263265j -0.0296526+0.0296932j -0.039772+0.05537j 0.0563371+0.0321786j -0.0140259-0.0391866j -0.0297833-0.028684j 0.0128076+0.00359638j -0.0272991+0.0217723j 0.0174712+0.00582414j -0.0134549-0.017878j 0.0171772+0.00151838j 0.00355579+0.0626761j 0.0318284+0.00462725j -0.0060646+0.00997843j -0.0439515+0.0180612j -0.032078+0.0339721j -0.0312621-0.0208616j 0.0356029+0.0171031j -0.00111601+0.00595103j 0.0117036-0.0229667j -0.0153302+0.023394j -0.0257885-0.0475462j 0.0122749+0.0380261j 0.0108228-0.0107549j 0.0115441+0.0113082j 
-0.0389004+0.0255995j 0.0293663-0.00721507j -0.0023729-0.013596j -0.0158927-0.0185194j -0.0232121-0.0110724j -0.035142+0.000866498j -0.0542183+0.0198864j -0.059905-0.00246078j 0.0308061+0.0188789j 0.0101206-0.024655j 0.0243941-0.0441264j -0.0185783+0.011439j 0.0823305+0.00891259j -0.000138466+0.0126531j -0.0101955+0.00622452j 0.0206962+0.0127734j -0.0656699-0.00427674j -0.00967032+0.0013622j -0.0279091-0.00490575j -0.017309+0.00818426j 0.0563575+0.00173526j 0.251195+0.0026899j 0.0824716+0.00626265j 0.0651619+0.00707463j 0.0875852+0.00445157j 0.107507+0.00784367j -0.013115+0.00948899j 0.0848876+0.00282361j -0.248298+0.00199977j 0.142951-0.00263093j 0.151585-0.00359715j 0.155891-0.000590911j 0.203118-0.00176585j -0.105637+0.000534001j -0.00232545+0.0149667j -0.052348+0.0237528j -0.0238854+0.00515983j 0.00263412+0.0744213j -0.0204415-0.00437919j 0.119011-0.0026727j 0.240213-0.0081845j -0.0789503-0.0217535j 0.0132944+0.201833j 0.0070384+0.0878035j -0.0960407-0.00965579j 0.292726-0.0851722j 0.030218-0.0547317j 0.0894895-0.0122778j -0.0453922+0.0242876j 0.0483886-0.363092j 0.169149+0.192149j -0.0791668-0.000356684j -0.137119-0.0440779j 0.0337186+0.017181j 0.0261559-0.000763685j -0.00462523+0.00226099j -0.0321505+0.119655j -0.0650293-0.0500798j -0.189055+0.00320952j -0.0683575+0.0449508j 0.0761923+0.022055j -0.00482483+0.0463219j 0.0147912+0.0482046j -0.0401257+0.0107059j -0.0251515-0.0181563j 0.0515082+0.0354571j -0.0116039-0.0128048j -0.00146745+0.0655548j 0.0254803+0.0225285j 0.0184059+0.0533514j 0.00785025-0.0341164j -0.000503174+0.0190961j 0.0224798-0.0677929j -0.021402-0.00135412j -0.00557048+0.0264932j 0.0287705+0.0415941j 0.00324497-0.0781362j 0.000383808+0.0022486j -0.022449-0.00266262j -0.00892509-0.0490817j -0.0674037-0.0194289j 0.0279368-0.015005j 0.0177915-0.0213291j -0.0566719-0.0100609j 0.0278762-0.004169j 0.0018514+0.023832j 0.0437448-0.00732172j 0.0136785+0.0095842j -0.00446064+0.0158633j 0.0027864-0.00649996j -0.00785768+0.0177038j 0.00729262-0.0292341j 0.023971+0.0157734j 0.0164625-0.0059429j 0.0171624+0.00464501j 
0.0224173-0.00570527j -0.00086225+0.0218514j 0.0330391+0.0164357j 0.00689226-0.0129609j -0.0543745+0.00792063j -0.0474445-0.00300201j 0.044651-0.00579883j 0.0132364-0.00761137j 0.00574009+0.0106602j -0.00544007-0.00971329j -0.000318479-0.00967583j -0.00207693+0.00164058j -0.00200069+0.0216906j -0.0137392-0.00299866j 0.0118037-0.00240381j 0.0119641-0.00883217j 0.0148342+0.0105578j -0.0311629-0.0104556j -0.02632-0.00334543j 0.00641184-0.00235788j 0.00105592-0.00240298j -0.0437719+0.00241429j 0.0574053+0.000746059j 0.020625+0.00358385j -0.0406555-0.00353042j -0.112659-0.00665905j 0.0188953-0.00439087j 0.0444498-0.000767094j 0.139143+0.00176724j 0.691807+0.000540628j -0.151578+0.000199676j 0.260615+0.0012272j -0.0167968+0.00490606j 0.159037-0.00259808j 0.0369875-0.0157163j -0.0692695-0.00703342j -0.00892076-0.0292944j -0.00614074-0.0414581j 0.0361308-0.00547335j 0.0152578+0.00871961j 0.0650244+0.00609135j 0.149275-0.0345837j 0.00377309-0.0101761j 0.0203296-0.0277739j 0.0660631+0.0763265j -0.000481529-0.0284834j -0.181327+0.132648j 0.133044+0.173133j 0.0273113+0.0731627j -0.013707-0.074087j -0.0970623-0.00253584j -0.0208043+0.0447534j -0.0978566+0.0607124j -0.0585997+0.124554j 0.146195+0.050312j -0.0199956-0.0108288j 0.0165282-0.0862169j 0.0648011+0.0385023j 0.127037-0.0158145j 0.0555293+0.0131637j -0.0524602-0.0161418j 0.00680523-0.0434926j -0.0156022-0.0389943j -0.0349669+0.00248384j 0.0382518+0.00803609j -0.00973573+0.0118487j -0.00322016+0.0207876j 0.0442455-0.00158846j 0.00335422-0.0188979j 0.00716247+0.0116084j 0.00831419-0.00735926j 0.0137226-0.0255939j 0.0297492-0.0327727j -0.0218581-0.010868j 0.00284897+0.0439891j 0.041359+0.0168285j -0.0215278+0.00438012j 0.0267825-0.010925j -0.0490953-0.00586144j 0.0138836+0.0122855j -0.0136129+0.00673781j -0.0163076-0.0414246j -0.0237216+0.00708072j -0.0197736-0.00928221j 0.0494164-0.00817182j 0.0250614-0.0285956j 0.00404234+0.014498j -0.0318673-0.0192079j 0.00293788+0.00013533j -0.00713968+0.0152408j 0.0104336-0.0194711j 0.0104432+0.0413103j -0.0210006-0.0317456j -0.0161354+0.00803232j -0.0102507-0.00939945j 
0.023294+0.0108249j -0.00901026+0.00966032j 0.0200686+0.0018469j -0.015668-0.0169066j -0.0479893-0.000252347j -0.00486959-0.00300762j 0.0270156+0.0113868j 0.0567445-0.00245688j 0.0607191+0.0102425j -0.0771567+0.00708054j -0.00947053+0.0147364j -0.0209835-0.000826854j -0.047557-0.00378852j -0.0388485+0.00203192j 0.0525194-0.0265199j -0.0108688-0.0139805j -0.119526+0.000417043j 0.0126327-0.0115743j 0.0159664-0.00171845j -0.028277-0.00391749j 0.0227046-0.00140878j -0.0948651+0.00208667j 0.00508306+0.00621638j 0.113591+0.0101271j -0.128779-0.010136j 0.00302657-0.00468714j -0.144323+0.000288637j 0.037954-0.0028641j -0.393886+0.00257618j -0.101067+0.00230785j -0.529124-0.00441352j 0.0507373-0.000891364j 0.069342-0.000269964j -0.181175-0.00865187j -0.0591917+0.00135285j -0.167344+0.00678579j 0.0256953-0.0533981j -0.00500988-0.0322516j -0.128575+0.00387034j 0.103886-0.00233705j -0.0306805+0.0224699j 0.105858-0.024926j 0.0260122+0.0369834j -0.00546583-0.00253334j 0.00036891+0.12296j -0.0436407+0.0277708j 0.0814439-0.0223605j -0.0100164-0.0745895j -0.129717-0.0185488j -0.00357254+0.0365843j 0.00111784-0.019682j 0.063689-0.191474j 0.073986+0.12164j -0.0943808+0.064673j 0.145549+0.051108j 0.0540619+0.0212762j 0.0340562+0.01041j -0.0229987+0.147467j -0.0388281-0.0577075j 0.0274464-0.0252915j -0.0532043-0.0194073j 0.0273962+0.000970799j -0.0295136-0.0173598j 0.0460289+0.00606374j -0.0660525+0.0085002j -0.0309645-0.00955783j 0.00637888-0.000476719j -0.00491061-0.0200628j -0.0144019+0.0111387j -0.00132788+0.00301643j -0.00556933+0.0254078j 0.0222725+0.0160714j 0.0556658-0.0327142j -0.0370457-0.0248857j 0.0349758-0.00666173j 0.077478+0.02507j -0.0143969-0.0131894j 0.0189956-0.00412632j -0.0224785+0.0128691j 0.0158007-0.00749867j -0.0223406+0.0258655j 0.0276116-0.00334645j 0.0298622+0.0090453j 0.0174103-0.0124166j 0.0699447+0.010141j -0.0343648-0.0281719j 0.079975+0.00338481j 0.12055-0.0290973j 0.0480413+0.0160596j -0.00724925+0.00649914j 0.0348709-0.0172771j -0.0344251+0.0263011j -0.0553254-0.0349727j 0.0154924-0.00112374j -0.0328348+0.00699603j 
-0.015323-0.00791538j 0.0296426-0.00240823j -0.00611074-0.00291147j 0.00431639+0.00878861j -0.0587273+0.00641445j 0.00646872-0.00291658j -0.0113321-0.00565209j -0.055914+0.00549888j -0.0151641-0.00415937j 0.00977884+0.00975163j -0.0161328+0.00160403j -0.0141009-0.00583819j -0.0136491-0.0144601j -0.0147985+0.0061433j -0.0309704-0.00226885j -0.0119927-0.000305373j 0.0411163+0.00628641j 0.0425111-0.00597944j -0.093-0.00144827j -0.0215118+0.000888448j -0.00948255-0.00389651j -0.0261777-0.000220164j 0.000103225-0.00425938j -0.0161037-0.00338144j -0.0789171-0.00149498j -0.177084-0.00292315j 0.460171-0.000117844j 0.050598-0.00257147j -0.657971-0.00299451j 0.0846115+8.79466e-05j 0.206728-0.00266413j 0.0439392+0.000452842j -0.168999+0.00639789j 0.19049-7.71217e-05j -0.051235-0.0109561j -0.000461026-0.015839j 0.00847199+0.0065734j 0.0323626-0.0152814j 0.0157499-0.000339139j -0.0334429-0.000616346j -0.0532725-0.00358252j -0.198273+0.0273174j -0.0318671-0.0474708j -0.025645-0.0600218j -0.0240409-0.0774041j 0.0144456-0.00341338j -0.119638+0.0174845j 0.0447769+0.027251j -0.0151948+0.0507134j -0.0323155+0.0817638j -0.0508756-0.0366097j 0.0505558-0.0660254j 0.109826+0.0337927j -0.0481961-0.0504533j 0.0221324-0.00968043j 0.103749+0.00561836j 0.00128842-0.0669039j 0.0350152-0.0281833j 0.0457761+0.0113858j 0.0211597+0.00517965j 0.00815375-0.00568996j 0.00368892-0.022257j -0.0081033-0.013517j 0.00263943-0.00271798j -0.04511+0.00330616j -0.00276437-0.00876759j 0.00342881+0.00157296j -0.0120286-0.00928735j -0.00698374+0.000230126j 0.0172069-0.00795262j -0.00740794+0.00135259j -0.00188954+0.00763367j -0.0301143+0.0228555j 0.0113806+0.00914214j -0.0119532-0.00522148j -0.0251964-0.01725j 0.0150594+0.00431187j -0.0128378+0.00625481j 0.00150941+0.000124352j -0.0141598+0.000348051j -0.00196593+0.00466802j -0.00896228+0.0103252j 0.00215133+0.0144023j -0.00148742+0.00139039j -0.0312785+0.000588288j 0.00535128-0.0021905j -0.0308589+0.000358691j -0.0235908-0.000452915j -0.0189557-0.00145901j -0.00575372+0.0061825j -0.00887538-0.0125825j 0.0128574+0.00852266j 0.00801983-0.00586346j -0.0255832+0.00288619j -0.00976062-0.00493402j 
