-6.91119e-14+0.0948241j -1.55716e-14-0.0123531j 1.61271e-16-0.00854508j -5.05106e-16+0.0324012j -2.82e-16-0.0149134j 1.25672e-16-0.0330858j 2.3617e-16-0.047434j 2.20084e-17+0.0143437j 1.74947e-16+0.0708476j -1.23207e-15+0.0681083j -1.7944e-16+0.0669692j -3.61564e-16+0.0266905j -1.78979e-16-0.00598666j 1.50122e-16-0.0322149j 5.78001e-16-0.0276286j -3.18121e-15+0.0491963j -4.01311e-18+0.0486995j 2.75177e-15+0.025646j 4.93205e-16-0.00601396j 6.16013e-16-0.0643685j -3.56714e-16+0.0258803j -3.41501e-16+0.0283665j 9.20742e-17-0.00046905j 1.98698e-16+0.00191526j 3.62926e-16-0.0132536j -9.29324e-17-0.00640521j 1.36043e-16+0.0126577j -2.55835e-16+0.00755977j -1.43317e-16+0.0164566j -2.36027e-16+0.0213058j -7.0421e-17-0.00493019j 1.17775e-16+0.000393021j -3.49261e-16+0.0166142j -2.59508e-16-0.00165174j 3.82364e-17+0.00470522j 2.67229e-16-0.00450664j -4.32315e-16+0.0165087j -2.36404e-15+0.0497371j -7.71731e-15+0.0482557j 3.24892e-14-0.0114504j -1.54441e-16+0.0148718j -8.65715e-17-0.000530097j -9.94554e-17+0.0115084j -6.53213e-17-0.00157123j -2.01941e-16+0.00537945j -1.04056e-16+0.00235108j 1.02513e-16-0.00141345j -8.61262e-17-0.0142397j -4.14321e-17+0.00462415j 4.91024e-17+0.00304306j -5.3961e-17-0.00521946j 3.32162e-16-0.00616929j 1.34277e-16-0.0175181j 3.45103e-17+0.000130397j -1.52342e-16-0.00150877j -7.61091e-17+0.000608614j 6.24776e-18-0.00539561j 1.01161e-16-0.019223j 3.69027e-16-0.0120508j 5.0917e-16-0.0167355j -4.22814e-16+0.0297226j -6.59795e-17+0.00464674j 8.78398e-17-0.0027209j 8.63097e-17-0.0220112j -1.85548e-16+0.00966055j 1.68573e-16-0.0183721j 8.24515e-17+7.23287e-05j -4.41889e-17+0.00493601j -2.52471e-16+0.0261494j -4.8098e-17+0.00971757j -1.18417e-16+0.0297004j -1.23917e-16+0.0172659j 7.16309e-17-0.0120185j 2.46278e-16-0.038815j 1.28709e-16+0.00715481j 2.52749e-14+0.0186503j -1.16018e-13+0.0541601j 
-1.18563e-14+0.0179132j -2.43678e-15-0.0113536j 6.11292e-16-0.0379262j -1.79723e-16-0.0257026j 4.62701e-16-0.0174101j 3.40547e-17+0.022561j 3.43191e-17+0.0187016j 1.89243e-16-0.0286184j -2.12932e-16+0.0217746j -9.45321e-16+0.0425332j 2.56362e-16-0.0252347j 2.50788e-16-0.0373611j 3.29039e-17-0.00326348j -1.0967e-16+0.0187423j 3.28857e-16-0.0245062j -3.46483e-15+0.0484024j -5.92132e-17-0.00637841j -5.15087e-16-0.0101988j 2.77236e-16+0.0373614j -2.02116e-16-0.000238241j -5.38068e-16+0.0136198j 5.33718e-17-0.0295368j -5.04941e-16+0.0122355j 5.03196e-16+0.011107j 7.96192e-16-0.0105447j 1.23214e-17+0.00551456j -8.01562e-16+0.0434189j -2.29891e-16-0.00318424j 6.55983e-16-0.0349781j 5.04577e-16-0.0192487j -2.90133e-17+0.010261j 6.98831e-15-0.0222325j -6.00345e-16+0.000541493j 2.50591e-16+0.00938804j -3.02658e-16+0.00996111j -3.67229e-16+0.015763j 4.87325e-18-0.0130359j 1.64997e-15+0.0134919j -1.02439e-14+0.0074492j 3.38301e-14-0.0215661j 9.41742e-16-0.0143381j 2.18843e-16-0.00796793j -7.32206e-16+0.0351266j -2.9449e-16-0.0209933j -3.60776e-17-0.0348565j -8.50496e-17-0.00312136j -1.08401e-15+0.0295969j -1.01952e-16+0.0182974j -3.16306e-17-0.0209476j -1.8149e-16+0.0105255j 6.28407e-16-0.0417365j 3.491e-16-0.000824572j 3.47301e-16-0.0171782j 2.76357e-15+0.037046j -2.43269e-16+0.0277567j -4.86955e-17+0.00562899j -5.8002e-16-0.000599562j 1.1976e-15-0.0926587j 1.17233e-15-0.0195181j -1.61728e-16+0.00757915j -5.80955e-16+0.021158j -1.8633e-15+0.0441796j 7.70194e-16-0.0659575j -1.17583e-16+0.00844648j 6.72216e-16-0.0502886j -9.57863e-17+0.0116627j 7.03592e-16+0.000490829j -3.23132e-16+0.0864122j -1.13021e-16+0.0617879j 3.48486e-16-0.0342135j 3.87083e-16-0.0712216j -8.24471e-17-0.0319915j -2.7488e-16+0.0122716j 2.09158e-16+0.0436891j -5.89659e-16+0.0381718j 2.83682e-14+0.00460326j -1.29051e-13+0.0566226j 
2.06009e-15-0.000396359j 2.60837e-16-0.00980314j 3.29518e-16+0.0360176j 4.43392e-16-0.00741516j -6.34549e-17+0.0277461j -1.69642e-16-0.00489751j 2.68862e-16+0.006796j 6.24638e-17+0.0193377j 1.21326e-15+0.0318545j -3.55963e-16-0.0215954j -5.55075e-17-0.00684018j -3.56878e-16+0.00627517j -2.2101e-16-0.0105341j 1.14563e-16-0.0140642j -7.94376e-16-0.00420311j 1.72619e-15-0.0559623j -3.11314e-16-0.0031574j 1.7879e-16+0.00203334j -1.83363e-15-0.028737j -1.11183e-15+0.00118432j 1.04562e-16+0.0209764j -4.31634e-16-0.00472215j 1.33263e-16-0.00343466j 9.55215e-16+0.00604988j -6.78692e-16+0.0087194j 8.36657e-16-0.000375815j 3.32877e-16+0.00655829j 1.73914e-16-0.00023611j -1.26273e-15-0.0316025j 3.73102e-16+0.0104638j -1.87756e-16+0.00453395j -5.13367e-15+0.0181165j -1.4425e-16-0.034614j 6.94679e-16+0.00984228j 1.08929e-15+0.0193705j 3.23798e-16-0.0049837j 1.04997e-15+0.0469157j -1.82159e-15+0.0161287j 1.14062e-14+0.0339794j -3.15417e-14+0.0319375j -1.1088e-15-0.0112849j 9.54311e-16+0.0151162j -1.16495e-15-0.0622658j 1.15082e-15+0.0343807j 8.51703e-17+0.0421639j -1.46168e-16+0.0242676j 1.00998e-16+0.0149969j 8.83726e-16-0.00388198j -1.05627e-15-0.033276j -3.45376e-16-0.0137137j -2.09538e-16+0.000999549j -5.89965e-16+0.035885j 6.75786e-16+0.0402619j 2.84498e-15+0.0283346j -1.29856e-16-0.0113516j -8.88978e-17-0.0424626j -7.52095e-16-0.0287223j -1.48138e-15-0.0849649j 4.85403e-16+0.0571868j -3.43799e-16+0.00123932j -1.05197e-15-0.064488j -8.71623e-16+0.0181612j -3.02206e-16-0.0255727j -2.67756e-16+0.00250393j -1.03084e-15-0.00968673j 1.48518e-16+0.00585474j 7.41271e-16+0.00193257j 1.46034e-15+0.0821125j 2.31226e-15+0.0842381j -3.48454e-16-0.0255897j -1.64404e-16+0.0215154j -3.10826e-16-0.026805j 7.0438e-16+0.012093j 5.45003e-16+0.0440071j -4.5348e-16-0.0282914j 1.19507e-14-0.0238208j -5.43185e-14+0.0183969j 
1.25136e-14-0.0196039j 2.71396e-15+0.0140637j -4.05097e-17-0.0155434j 2.08896e-16-0.021912j -1.20949e-16-0.00036703j 1.51904e-16-0.0236726j 7.1539e-17+0.0472356j -2.49158e-16-0.0206612j 1.97544e-16+0.0166723j 3.79283e-16-0.039228j -3.12998e-16-0.0427061j -1.58835e-16-0.0137886j 8.29969e-17+0.017856j -8.15417e-17+0.00397885j -4.43789e-16-0.00596604j 7.21151e-16-0.0059592j -3.07379e-16-0.00180789j -1.68012e-15-0.0151135j 2.15366e-16+0.016139j -7.33073e-16-0.00561414j 1.69825e-16+0.00314134j -8.63694e-17+0.0190237j 3.03028e-16+0.0192991j 3.8905e-16+0.000194686j -1.91656e-15+0.042936j 2.21906e-16-0.0339855j 5.93244e-16+0.0236351j -3.04282e-16-0.00456271j -4.19409e-17-0.0172679j 1.94833e-16-0.0270295j 8.16856e-16+0.0445294j -4.2307e-15+0.0159519j 6.05554e-16-0.00512334j -2.66909e-15-0.0313031j 9.99171e-16+0.0304957j 3.78851e-17-0.0161651j 1.63684e-15-0.0489073j 1.00199e-14-0.0237706j -1.10723e-14-0.00150151j 1.8626e-14-0.00957609j -6.28544e-16+0.0026329j 1.09094e-15-0.0270955j 6.27055e-16-0.00311717j -4.80612e-16-0.0409074j -4.95442e-16+0.02159j -1.82067e-16+0.0199784j -2.00474e-16+0.0200927j 5.8374e-16+0.0245317j -3.83488e-16-0.0177262j 7.19831e-16+0.0122687j 1.30938e-16-0.0687607j 9.96804e-16-0.0127755j -1.54712e-16-0.0041732j 2.27602e-15+0.0232714j 2.37445e-16+0.0270876j 8.39357e-17-0.0126409j 1.35017e-16-0.0360972j -3.02241e-16-0.0316136j 1.24971e-16-0.0144084j -2.92852e-16+0.0300416j 5.86739e-17-0.0159724j 3.69518e-16-0.0172335j -7.76076e-17+0.00327076j -2.66512e-16-0.00866414j -4.7806e-16-0.0360956j 7.21995e-17+0.0187218j -2.11071e-17-0.021919j 3.10577e-16+0.000330468j 5.09708e-16+0.0380022j 1.27248e-16+0.0199487j -1.57083e-16-0.0172258j -8.75376e-18-0.0307598j 3.67114e-16-0.00379984j -1.23941e-16+0.026695j -3.42247e-17-0.0176043j -4.59216e-15+0.0232363j 2.12185e-14-0.00388749j 
1.97313e-14-0.0288406j 4.83866e-15+0.00151207j 3.25716e-16-0.00466179j 1.20112e-15+0.0323341j -3.44165e-17-0.00578847j -1.56572e-16-0.0045828j -2.05038e-17-0.0131988j -1.77368e-15-0.0362638j 6.945e-16+0.00718446j 6.56246e-17+0.0146605j -1.82865e-15-0.0243367j -6.86035e-16-0.00295975j 1.02948e-15+0.0186104j 2.172e-15+0.0404799j -2.0544e-15-0.0308216j -5.70544e-16-0.0067369j -1.75966e-15-0.0312501j -3.98563e-15-0.0228232j -3.08901e-15-0.0394538j -2.07006e-15-0.0322673j -1.3483e-15-0.0449968j -2.06229e-15-0.0409215j 1.26534e-15+0.0251863j 3.49652e-15+0.0367642j -5.97455e-16-0.0498551j 1.756e-15+0.0400517j 1.25979e-15+0.0140332j -2.64142e-15-0.0360131j -2.64461e-15-0.0384079j -6.34586e-16-0.0133981j -1.15513e-15-0.0114274j 8.54389e-15-0.0325815j 1.5977e-16+0.0255037j -5.76285e-16+0.00194006j 2.31474e-15+0.0413587j 3.33969e-16-0.00338471j 2.54389e-15+0.0659073j -9.34099e-15-0.0146828j 2.83994e-14-0.0124362j -8.21459e-14+0.0548516j -3.49818e-15-0.0828353j 9.38992e-16+0.043566j -1.44038e-15-0.0143758j 6.22609e-16+0.013751j -6.6306e-16-0.0193925j 9.25435e-16+0.0310091j 1.09078e-15+0.0364454j 2.22045e-15+0.0295955j -2.52631e-15-0.0392317j 3.55185e-16+0.0102495j -1.262e-16+0.0134818j 4.18709e-16+0.0519805j 9.54499e-17-0.00275579j 1.34279e-15+0.00445999j 4.71338e-17+0.00308088j -5.19691e-17+0.0114922j -2.20596e-17+0.0133828j -7.70381e-16+0.0164044j 1.29316e-16-0.00416891j 2.07225e-15+0.0676414j -2.852e-15-0.0484985j -3.75473e-17-0.00112092j -1.18005e-15-0.0230594j 1.07684e-15+0.0264316j -3.13163e-15-0.0500791j 3.64281e-16+0.00186096j -1.30645e-15-0.0464341j 3.4403e-15+0.0408618j -8.94726e-16-0.0566654j -1.06856e-15-0.0209282j -2.07159e-16-0.00319297j 1.39617e-15+0.046348j 2.89073e-15+0.0665651j 2.33199e-16-0.0108457j -8.41069e-16-0.00734911j -1.80674e-14-0.0324372j 7.32008e-14-0.0394115j 
-1.13577e-14+0.0121805j -2.4129e-15+0.0104953j -1.31636e-16+0.0055553j 3.46604e-16-0.00599716j -1.47632e-16-0.00665893j 1.00609e-16+0.0149164j -7.02994e-17+0.0253021j -6.09735e-16-0.00118014j 2.20855e-16+0.00328001j 5.38577e-16-0.019392j 3.75659e-17-0.00914531j 8.88136e-17-0.0359454j 4.74782e-16+0.00688323j 5.34672e-16+0.00347025j -3.06217e-16-0.0192968j 3.41807e-16-0.00807367j -6.9056e-16-0.0167462j 2.80609e-15+0.0295594j -6.96461e-16-0.0241851j 1.15748e-16-0.0253767j -1.10263e-15+0.0315376j -5.30778e-16-0.000692648j -7.91262e-17+0.0063831j 6.12465e-16-0.000320143j -4.79324e-17-0.00578509j 8.9579e-16-0.0333629j -4.69216e-16-0.00112187j -1.44268e-16+0.00994022j -6.45248e-17-0.0209166j -4.96501e-16+0.0168526j -3.35675e-16-0.0279097j -2.22466e-15+0.0064408j 5.64844e-16-0.0037264j 3.83449e-16+0.0116031j -2.4472e-16+0.019843j 1.18022e-16+0.0100689j -1.09399e-15+0.0454113j 6.94006e-15+0.010089j -1.55826e-14+0.023671j 4.02212e-14-0.0193323j 4.96567e-16-0.0294784j -4.82154e-17+0.0248485j 4.63225e-16-0.0138355j -2.93889e-16+0.00222205j -4.43246e-16-0.00219032j -3.55243e-16+0.0182573j 8.37861e-17+0.00136032j 3.67714e-16+0.00947484j -9.08862e-16+0.00719604j -2.79686e-16+0.0374446j -3.93534e-16+0.0209618j 1.39578e-16+0.00347627j -6.0486e-16+0.023415j 3.23368e-16+0.00493465j 7.14843e-16-0.029647j 2.77813e-16-0.00568268j 1.01897e-16-0.0278866j 3.03036e-16-0.0109128j 3.3117e-16+0.00518016j 1.8617e-15-0.0439205j -8.08774e-16-0.00875033j -9.59437e-17-0.00476059j -6.39507e-16+0.0147121j 1.35828e-16-0.0442731j -8.85191e-16-0.0269257j -3.37447e-17-0.00317078j -1.37746e-15+0.083136j 3.84553e-16+0.00644718j -1.25399e-15+0.0647775j -3.93428e-16+0.0126996j -2.37698e-16-0.0205562j 9.13436e-16-0.00881718j 1.39553e-15-0.0240261j 3.47145e-17+0.009551j -2.20507e-16-0.00820499j 1.15111e-14+0.0264731j -5.56625e-14+0.0296304j 
4.37138e-14-0.0508172j 9.58018e-15-0.0157206j 2.12298e-16+0.0012855j -1.79951e-17+0.00252699j 2.34843e-16-0.00317933j -1.37811e-15+0.0264j -5.02783e-16+0.00504187j 2.22626e-15-0.0366766j 6.03765e-16-0.00982234j -1.53045e-15+0.0314846j 1.39744e-15-0.0239602j 3.00463e-16-0.00441459j -1.21244e-15+0.0244452j -1.45638e-15+0.0189227j -1.0231e-16-5.16078e-05j -1.29744e-15+0.0155944j 1.73608e-15-0.0319765j -7.06429e-16-0.0218041j -6.35762e-16+0.0108844j -3.84629e-15+0.063318j 3.94931e-15-0.053208j 1.89857e-15-0.0339003j 4.36695e-16-0.00776619j -4.09488e-16+0.0143084j -1.74003e-15+0.0204697j -2.06239e-15+0.0286297j 1.12306e-15-0.0270114j 6.85704e-16-0.0113406j -7.68834e-16+0.0128156j 1.21809e-15-0.0211835j -1.22089e-15+0.0147767j 1.16888e-14-0.0359703j -1.30934e-17-0.0126702j 1.40727e-16+0.000694902j 1.73498e-15-0.0316634j -9.79813e-16+0.0140322j 2.64378e-15-0.0287271j 1.49643e-14-0.0474067j -1.30342e-14-0.0360671j 3.01588e-14-0.0255109j -5.41752e-16+0.00660873j -6.92798e-16+0.00450497j -4.81545e-16+0.0109459j 3.85495e-16-0.00267774j 6.34336e-17-0.00974562j 1.44171e-15-0.0204426j -1.53565e-15+0.0216039j 2.32508e-17-0.000659732j 1.96635e-15-0.0237434j 1.19055e-15-0.0125125j -2.16774e-16+0.0110607j 1.57264e-15-0.0181987j 1.4055e-15-0.0216833j -1.28793e-16-0.000790121j -1.97904e-15+0.024735j 5.75328e-16-0.015281j -1.12022e-15+0.0282062j -1.88302e-15+0.0301547j -1.56957e-15+0.0167334j -4.84118e-15+0.0632288j 2.03996e-15-0.0281926j -3.21421e-15+0.0375138j 3.01709e-15-0.055622j -2.38083e-15+0.0386945j 1.69936e-15-0.0175052j -4.61592e-16+0.0101835j 5.84942e-15-0.0956776j -2.65809e-15+0.0572494j 5.13165e-15-0.0975212j 2.20698e-15-0.0395339j 1.38724e-15-0.0175287j -2.17356e-15+0.0344189j -5.15498e-15+0.0834682j -1.34678e-15+0.0220942j 5.62196e-17-0.000830434j -6.83324e-15-0.0665965j 4.92029e-14-0.0349734j 
-1.20941e-14+0.0180346j -3.13134e-15-0.00386576j -1.81223e-16-0.0346422j 8.02219e-17-0.0218773j -8.7234e-16-0.0201279j 7.35992e-16+0.00810115j 1.96569e-17+0.00916845j -2.56841e-16-0.0131586j 4.62977e-16+0.0214315j 6.53316e-16-0.0082484j 8.82109e-16+0.0141653j -7.8029e-16-0.0331346j 8.70782e-17-0.00676335j 4.46313e-16+0.0213466j -7.67148e-16-0.0224504j -4.09767e-16+0.0278822j 1.29996e-16+0.0165626j 7.10114e-16+0.00426179j 8.79451e-17+0.00710615j -4.30762e-16-0.0206434j 1.55619e-16+0.000252301j -4.45422e-16-0.0220894j -1.08806e-16+0.00995603j 5.35167e-16+0.00944867j 3.19329e-16-0.00856615j 5.17235e-16+0.00471831j -3.59904e-16+0.00359777j -5.52425e-16-0.0182631j 8.88119e-17-0.0190513j 4.95755e-16+0.00361728j 1.05617e-16+0.0128531j -1.07951e-15+0.00657075j 5.60435e-16+0.0166767j 1.73536e-15+0.0153597j -1.30357e-15-0.0179631j 5.51037e-16+0.0181917j 2.84145e-16-0.02951j -1.52341e-15+0.0395926j -6.92569e-15+0.0280756j 3.35464e-14-0.0182961j -2.24416e-16-0.0111479j -5.72964e-16+0.0211662j 9.92226e-16+0.0361j -7.54208e-16-0.015847j -1.13736e-15-0.0195453j -1.22277e-16-0.000500923j 1.29973e-16+0.0247434j -4.84546e-16-0.00581824j -3.33228e-16-0.0177461j 2.56879e-16+0.0177671j 6.40493e-16-0.00387092j -1.19383e-15+0.0193332j -3.5363e-16-0.0128355j 5.54839e-17+0.00294465j 5.44933e-16+0.0200493j 2.43776e-16+0.0117142j 2.56553e-16-0.00394006j 3.52271e-16-0.00663715j 2.01188e-16-0.00357837j -1.13941e-16-0.00179915j 1.27362e-15+0.0440127j -3.85034e-16+0.004413j -3.56515e-16-0.0074107j -2.62098e-16-0.00887542j -8.26372e-16-0.0502087j -3.24701e-16-0.0157132j 1.43533e-15+0.0494156j -4.47932e-16-0.0171614j 3.48155e-16+0.032979j 1.87305e-16+0.0119445j -1.00893e-15-0.0408253j 2.87602e-16-0.00497393j 2.70336e-16-0.0267993j -3.7734e-16+0.00779722j 5.42246e-16+0.0208604j 1.37671e-14+0.0293528j -6.0278e-14+0.032974j 
6.84388e-15-0.00519095j 1.33143e-15-0.0192522j 2.20427e-17+0.0573082j 7.04561e-17+0.051718j -3.52877e-16-0.00716421j 6.31523e-16+0.0186485j 2.12285e-16-0.0195606j -2.73637e-16+0.0134783j 3.54989e-17-0.0128404j 2.97057e-16+0.0329246j 3.6843e-17-0.00119832j -6.92936e-16+0.0170783j 8.04773e-17+0.0203185j 2.33236e-16-0.0162049j -3.77228e-16-0.000357665j 9.41261e-16-0.0154554j -6.06977e-16-0.0253622j -2.17047e-16-0.000718392j -1.13342e-15-0.0420011j 5.77605e-16+0.0181295j -3.65745e-17+0.00218132j -5.64526e-16+0.00777865j -2.63859e-16-0.00667838j -2.09208e-16-0.00746935j 2.61216e-16+0.00222634j 2.5682e-16+0.0150983j -6.34729e-16-0.0345691j -4.98057e-17-0.00709386j -3.20236e-16+0.0238853j -2.40371e-16+0.00401755j -6.85702e-16-0.028657j 1.18506e-15-0.00581276j -8.58746e-17-0.00368296j -1.83091e-15-0.025574j -7.16936e-16-0.00310913j 6.00865e-16+0.011364j -1.00675e-15+0.0374711j -4.58212e-16-0.0177161j 8.65819e-15-0.0126646j -3.05592e-14+0.0180187j -9.6267e-17+0.00149727j 7.07724e-16-0.0115664j 5.94041e-16-0.0153544j -1.15446e-16+0.00400573j -4.44894e-16-0.0174172j -5.61326e-17+0.000756894j 4.74323e-16-0.0134584j -4.69749e-16-0.0118772j -5.08528e-16+0.0117602j 3.70016e-18+0.00792665j 1.5881e-16+0.0413337j 4.57166e-16-0.0116825j -4.16685e-16-0.0153042j -1.56541e-15-0.0165844j 4.0149e-16-0.0187827j -1.80447e-16-0.0175319j 2.2e-16+0.0395183j -4.93009e-17+0.0285373j 8.02768e-17+0.0104286j -1.28972e-16+0.0180873j 3.60042e-16-0.0234934j 4.19499e-16-0.0030955j -7.34475e-16-0.0122263j 1.85119e-16+0.00177874j -4.54929e-16+0.045648j -1.20547e-16+0.0217734j 1.44201e-16-0.0302573j 5.36979e-16+0.0284947j -4.90866e-16-0.0729988j -4.07818e-16-0.0183849j -4.94323e-16+0.0351217j 1.48653e-16+0.0375295j 3.69727e-16+0.0764394j 1.42352e-16-0.0387144j 1.54819e-16-0.0129633j -2.38657e-15-0.0627327j 9.08657e-15-0.0177735j 
9.0835e-15-0.0147386j 1.85537e-15+0.0119375j -1.74669e-16-0.0187109j -1.22009e-18-0.0192829j -1.88522e-16-0.0152334j -2.2208e-16+0.00679842j -6.22328e-17+0.0255898j 9.69989e-18-0.012005j 1.3659e-16-0.0252822j -2.41056e-16-0.0302897j -2.18186e-17+0.011491j -5.2831e-17-0.0215563j -8.05806e-17-0.0149996j 1.71539e-16-0.00661033j 3.91212e-18+0.0201329j 4.21483e-17+0.00418214j 1.79832e-16-0.0212968j 6.79336e-16+0.00496101j 6.91645e-16+0.0301753j -5.58483e-16-0.0105046j -4.03883e-17+0.0102636j 6.02464e-17-0.00102243j 5.32919e-16-0.00677017j -2.33953e-16-0.00556912j 3.24929e-16-0.0159815j 2.39475e-17+0.0382782j -5.4862e-17+0.00629014j 4.26068e-16+0.0276332j -4.81398e-16-0.00363388j 1.12553e-16+0.00272561j -6.37439e-16-0.0225155j 1.1487e-15-0.00372068j -2.49339e-16+0.000879087j 1.5161e-15+0.0190212j -1.24651e-16-0.00114894j -1.68031e-16+0.0095392j -4.79111e-16+0.0315102j -9.34242e-15+0.00973797j 1.52856e-14-0.00800547j -3.44191e-14+0.0189195j -7.36665e-18-0.0298133j 7.02947e-17-0.00397662j 2.31743e-17+0.00811761j -1.58384e-16+0.0184573j -2.50165e-16-0.0132278j -1.56119e-16+0.0158731j 5.76663e-16-0.014531j 1.2237e-16+0.00274322j 2.44833e-16+0.0192852j 2.80946e-16-0.0237843j 5.66388e-17+0.00785101j 1.79968e-15-0.0283676j 4.90821e-17+0.0177654j -1.1625e-15-0.0107146j -2.21955e-16-0.020921j -2.97882e-17+0.0300915j -7.08909e-17-0.00779225j 8.20802e-17+0.0143775j 1.47634e-17+0.00933604j 6.45869e-16-0.0496937j -6.16332e-17+0.0411623j 1.00331e-15-0.0413109j 2.2291e-16+0.0378725j -6.61178e-17+0.00722192j -1.02169e-16+0.00761015j 3.60943e-17+0.00519166j 4.3796e-16+0.0555929j -4.14499e-16-0.0657681j 1.73555e-16+0.0185961j 3.58536e-16+0.0440417j -8.28558e-17-0.0301431j -1.31202e-16-0.0272307j -8.66076e-17-0.04005j -2.2635e-16-0.000999379j 1.19137e-16+0.00491697j -5.52252e-15+0.0341192j 2.57021e-14-0.00348771j 
-1.57485e-14+0.0260768j -3.71245e-15-0.0223635j -3.00237e-16-0.0102417j -2.42962e-16+0.0107806j -1.44558e-16-0.00952069j -3.26488e-16-0.0166397j -3.46045e-16-0.0429294j 3.50478e-17+0.00782013j 8.32615e-17+0.0109822j -8.54874e-16-0.0342456j 1.5745e-16+0.0271922j -8.61959e-17+0.00247205j -2.53583e-16-0.0128079j 1.76582e-16-0.00533251j 2.2749e-16+0.00272679j -4.25353e-16+0.00217064j 7.84498e-16+0.0482296j 3.24467e-15+0.0258039j 6.17708e-16+0.00201248j -3.39153e-16-0.0381984j -7.27378e-18+0.0110683j -1.52687e-16+0.00428721j 2.35938e-16+0.0382798j -4.20511e-16-0.0101985j 7.94206e-16-0.0334906j -1.77831e-16-0.00069412j -1.22432e-16-0.022742j -8.39456e-17-0.0076859j -1.1159e-16+0.00251177j 3.38288e-17+0.0169451j -6.27399e-16-0.0232611j -1.3855e-15+0.0063068j 1.87078e-16+0.0208528j -2.14378e-15-0.0214789j 4.69818e-16+0.0320655j -1.3311e-16+0.000678087j -1.40526e-17+0.00809321j -9.16323e-15+0.0219279j 1.27093e-14+0.00735068j -2.5575e-14+0.0167277j -5.88735e-18+0.00783105j -9.88292e-17+0.00555299j -3.01887e-16-0.00669504j -3.63768e-16-0.0179666j -5.07656e-17-0.0292515j 5.32511e-16-0.00670181j 7.70833e-17-0.0254111j -3.7913e-16-0.00765395j 6.21246e-16+0.0432617j -2.18347e-16+0.019667j -2.75164e-16+0.00413034j -5.05612e-16+0.0134472j -4.12392e-17-0.0248819j -2.08011e-15-0.0199392j -1.04273e-15-0.049648j 1.69086e-16+0.0205183j -1.37765e-16+0.0279331j 5.27279e-16+0.0528577j -1.74756e-16-0.0116594j -4.1171e-16-0.00981579j 4.52693e-17+0.0137146j 7.5699e-16-0.0176243j 7.96237e-16+0.0506752j -1.6819e-16-0.016567j 2.2248e-16+0.0281457j 5.31544e-18-0.00401757j 1.06321e-15+0.0469645j -6.29627e-16-0.0414418j -5.16717e-16-0.0541373j 6.13498e-16+0.0424971j 2.16355e-16+0.0353073j 2.14794e-16+0.0299954j -8.83641e-16-0.0376421j -3.188e-16-0.0463483j 2.32543e-16+0.00702265j 2.20704e-15+0.00121395j -9.11492e-15+0.00416955j 
2.11229e-15+0.00356822j 6.23058e-16-0.0291048j -1.42715e-16+0.00692619j 1.59265e-16-0.0252327j 2.38826e-16-0.021566j -1.78446e-17+0.00986033j -1.95307e-16+0.0473288j -8.35169e-17-0.0145616j 6.85357e-17+0.0574312j -3.33953e-17+0.00520264j 1.08802e-16-0.0184581j 2.00697e-16-0.0296862j -7.99383e-17+0.0274527j -2.14037e-16-0.0002326j -1.32352e-17-0.0164698j 8.64845e-16-0.0196835j -2.54741e-16-0.0208721j -1.74042e-16-0.0038551j 2.49655e-16+0.0151998j -1.45368e-16-0.0144902j -3.13994e-16+0.0276027j 1.06594e-16-0.0235713j -7.77811e-17+0.00961417j 5.86696e-16+0.00857465j -9.41294e-16+0.026909j 2.11539e-16+0.0127871j 2.30833e-16+0.0324989j -4.37814e-16-0.0128285j 2.7671e-16-0.0268051j 7.52627e-18-0.0262227j 5.58888e-17+0.0101706j -3.34945e-15+0.0131291j 6.25364e-16-0.00398013j 6.15294e-16+0.00692696j 1.76041e-16-0.00119499j -1.22918e-16+0.000904097j 2.05883e-16-0.0112717j -5.85301e-15+0.0222242j 8.45262e-15+0.021426j -1.91837e-14+0.0175683j 2.04826e-16-0.00991539j 6.57481e-16-0.0190718j 3.4116e-16+0.0263945j -8.39193e-17+0.00143338j -2.87922e-16-0.0161117j -9.58934e-16+0.0368882j -9.59683e-16+0.0332238j 3.25277e-16+0.00535464j 8.00478e-17-0.0437442j 2.41884e-16+0.0167337j 1.35316e-16-0.0411625j 5.36709e-16-0.00941784j -5.69834e-18-0.00813506j 2.0938e-15+0.0249533j 7.66055e-17+0.028679j 5.48839e-16-0.0444294j 1.45373e-16-0.0280991j 5.31039e-16-0.109146j -1.28948e-16+0.0260673j -4.63417e-16+0.0249626j -9.95087e-17+0.000130098j -8.53704e-16+0.0158006j 3.97424e-16-0.0624037j -9.23324e-17-0.00390962j 2.09803e-16-0.0479435j -2.04848e-16+0.0335636j 6.26332e-18+0.00128614j -3.68947e-16+0.0833736j -9.34204e-17+0.0615948j 1.95365e-16-0.00917576j 1.67112e-16-0.0503157j -1.62335e-16-0.0407035j -2.97446e-16+0.0450173j -4.84468e-17+0.0526404j -1.21327e-16-0.00543221j 3.19041e-14-0.0258524j -1.43394e-13+0.056118j 
