-0.0590704-0j -0.0730959-0j -0.0426393-0j -0.00736065-0j -0.00858742-0j -0.0052587-0j -0.00751399-0j -0.00309936-0j 0.443672-0j -0.000669824-0j 0.501181-0j -0.000756647-0j 0.409213-0j 0.413454-0j -0.0006178-0j 0.358061-0j -0.000624202-0j -0.000540575-0j 0.295385-0j -0.000445951-0j 0.0943771-0j -0.000142484-0j -0.00344811-0j 0.0582756-0j -5.07954e-05-0j -0.00381636-0j 0.0644993-0j -0.00301709-0j -5.62202e-05-0j -0.0020114-0j -0.00304836-0j 0.0509912-0j -0.00351994-0j 0.0339941-0j 0.0515196-0j -4.4446e-05-0j -0.00124449-0j -2.96307e-05-0j -0.0020533-0j -4.49066e-05-0j -0.00217785-0j 0.0594897-0j 0.0210328-0j -5.18537e-05-0j -0.00127041-0j 0.0347023-0j 0.0368074-0j -1.8333e-05-0j -3.0248e-05-0j -0.000331419-0j 0.021471-0j -3.20828e-05-0j 0.00560123-0j -1.8715e-05-0j -4.88226e-06-0j 
2.11028e-05-0j -7.68533e-05-0j 1.52328e-05-0j -0.00037722-0j -0.00044009-0j -0.000239248-0j 0.00113331-0j -0.000158837-0j 1.65787e-06-0j 0.00325994-0j 1.87276e-06-0j 0.0036825-0j -4.50026e-06-0j 1.54495e-06-0j -0.00884905-0j 1.18778e-06-0j 0.00303791-0j 0.00233559-0j -3.24846e-06-0j -0.00638758-0j 3.52659e-07-0j 0.000693448-0j -0.000177831-0j -3.12381e-05-0j -0.0114057-0j -0.000196823-0j -3.45743e-05-0j 0.000457947-0j -0.0126238-0j -0.000103735-0j -0.000157215-0j 8.04439e-05-0j 0.000534272-0j -1.82222e-05-0j -2.76166e-05-0j 0.0293718-0j -0.000801798-0j -0.00665334-0j -0.000105896-0j -0.0100834-0j -9.97118e-05-0j 9.38512e-05-0j -0.000140845-0j 0.0342671-0j 0.000192829-0j -1.86019e-05-0j -1.75155e-05-0j -0.0514257-0j -0.00679195-0j -1.70924e-05-0j 3.38727e-05-0j -0.00639531-0j -3.00249e-06-0j 0.0123677-0j -0.00109627-0j 
0.000127929-0j 0.000148468-0j 8.29106e-05-0j 1.59409e-05-0j -1.79533e-05-0j -3.35178e-05-0j 1.58003e-05-0j 3.17249e-05-0j -0.00290268-0j 1.45064e-06-0j 0.00316531-0j -1.58189e-06-0j 0.00260102-0j 0.00270335-0j -1.29988e-06-0j -0.00665546-0j -1.35102e-06-0j 3.32612e-06-0j 0.00168572-0j -8.42451e-07-0j -0.00647475-0j 3.2358e-06-0j 7.46756e-06-0j -0.000381262-0j 1.10008e-07-0j -7.97868e-06-0j 0.000407358-0j -6.3481e-06-0j -1.17537e-07-0j 4.35608e-06-0j -6.59787e-06-0j 0.000324108-0j 7.14949e-06-0j -0.000222403-0j 0.000336859-0j -9.35164e-08-0j -1.32457e-05-0j 6.41711e-08-0j 3.99257e-06-0j -9.71957e-08-0j 1.38728e-05-0j -0.000365023-0j 0.000676272-0j 1.05322e-07-0j -1.26337e-05-0j -0.000203844-0j -0.000708289-0j -1.95128e-07-0j 5.88161e-08-0j 1.30469e-05-0j 0.000645023-0j 2.04366e-07-0j -0.000666118-0j -1.86112e-07-0j 1.92198e-07-0j 
2.23829e-05-0j -8.15152e-05-0j 1.61568e-05-0j -0.000265805-0j -0.000310106-0j -0.000168584-0j 0.00079858-0j -0.000111923-0j -0.00033799-0j 0.00112829-0j -0.0003818-0j 0.00127454-0j 0.000917466-0j -0.000314969-0j -0.00306272-0j -0.000242153-0j 0.00105144-0j 0.000808364-0j 0.000662262-0j -0.00221079-0j -7.18964e-05-0j 0.000240008-0j 1.30655e-06-0j 0.00423087-0j 0.000262211-0j 1.44609e-06-0j 0.00468272-0j -3.36461e-06-0j 0.000290214-0j 7.62155e-07-0j 1.15508e-06-0j -0.0108953-0j -3.92537e-06-0j 0.00246801-0j 0.00374038-0j -0.00067524-0j 5.89093e-06-0j 0.000152956-0j 7.78033e-07-0j 0.000231812-0j 7.32597e-07-0j -0.0127111-0j 0.019076-0j -0.00078778-0j -1.41674e-06-0j 0.00251943-0j 0.0023723-0j 0.00118224-0j 0.000156143-0j 1.25581e-07-0j -0.0045877-0j 0.000147024-0j 0.000406655-0j -0.000284325-0j 2.52027e-05-0j 
5.99012e-06-0j -6.53035e-08-0j 4.28305e-06-0j 7.27226e-05-0j -2.89086e-06-0j 5.19555e-05-0j -7.16652e-05-0j -8.97422e-05-0j 2.28776e-05-0j -0.000947682-0j 4.47752e-07-0j -1.85477e-05-0j -4.14968e-05-0j 4.0474e-05-0j 0.00171896-0j 3.1989e-07-0j -0.00167659-0j -1.32511e-05-0j -2.9671e-05-0j 0.00122909-0j -1.90444e-05-0j 0.000788893-0j -1.77799e-07-0j -0.000575758-0j 0.0068007-0j -3.40951e-09-0j -1.10409e-05-0j -1.55574e-07-0j 0.000130412-0j 5.11653e-07-0j 1.5174e-07-0j -0.000503789-0j 6.18437e-09-0j 0.00165686-0j 0.000491371-0j 0.00595061-0j -6.41711e-08-0j -0.0195704-0j -4.05613e-07-0j -0.00580394-0j 1.08408e-07-0j 2.00266e-05-0j -0.000207802-0j -0.000236548-0j 1.91984e-07-0j -0.00131348-0j 0.000351053-0j 0.0024545-0j 0.0155144-0j 8.36703e-08-0j 0.000621693-0j -0.00414654-0j 0.000270946-0j -0.00734326-0j -0.00320033-0j 
-3.01531e-05-0j -3.49942e-05-0j -1.95422e-05-0j 0.000538998-0j -0.000607041-0j -0.00113331-0j 0.000534243-0j 0.00107269-0j -2.36888e-06-0j -0.00465803-0j 2.58321e-06-0j 0.00507948-0j 2.12269e-06-0j 2.20621e-06-0j 0.00417394-0j -5.43153e-06-0j 0.00433816-0j -0.0106802-0j 1.37572e-06-0j 0.00270513-0j -5.28405e-06-0j -0.0103902-0j 0.000254097-0j 4.46352e-05-0j 0.0162973-0j -0.000271489-0j -4.76902e-05-0j -0.000216006-0j -0.0174128-0j 0.000148223-0j -0.000224504-0j -3.7944e-05-0j 0.000243274-0j 2.60372e-05-0j -3.94368e-05-0j -0.0138542-0j -0.000450711-0j 0.00950675-0j 0.000135854-0j -0.0143993-0j 0.000472049-0j 4.2734e-05-0j -7.91727e-05-0j 0.0156031-0j -0.000429884-0j 2.38644e-05-0j 8.2921e-05-0j -0.0289077-0j 0.00871342-0j 0.000443943-0j -7.55142e-05-0j 0.0302763-0j 7.79839e-05-0j -0.0275719-0j 0.0284736-0j 
-0.00014925-0j 0.000541264-0j -0.000128983-0j 0.000876903-0j -0.00299826-0j 0.00062649-0j 0.00423093-0j -0.00513714-0j 0.001121-0j 0.00016129-0j -0.00371117-0j -0.000533963-0j 0.00103394-0j 0.00493743-0j 0.000148763-0j -0.00265139-0j 0.000710398-0j -0.000381482-0j 0.000893533-0j 0.000128562-0j -0.00443977-0j -0.000638795-0j 0.00125772-0j -0.00694261-0j 1.84111e-05-0j -0.00407964-0j 0.0225197-0j 0.0011005-0j -5.97198e-05-0j 0.000733669-0j 0.00525531-0j -0.00607478-0j -0.00376278-0j -0.00404986-0j -0.0290093-0j 1.61097e-05-0j 0.000453934-0j 1.07398e-05-0j 0.000896668-0j 7.69297e-05-0j 0.00375457-0j 0.0207706-0j -0.00250572-0j -5.50814e-05-0j -0.00644705-0j -0.00494961-0j -0.0207253-0j 6.64491e-06-0j 1.31259e-05-0j 0.00380114-0j 0.0355878-0j 5.49612e-05-0j -0.0209823-0j -9.4375e-05-0j 5.56429e-05-0j 
-3.19822e-05-0j -3.7117e-05-0j -2.07276e-05-0j 0.000379801-0j -0.000427747-0j -0.00079858-0j 0.00037645-0j 0.000755861-0j 0.000482943-0j -0.00161218-0j -0.000526638-0j 0.00175805-0j -0.000432753-0j -0.000449779-0j 0.00144463-0j 0.00110732-0j 0.00150147-0j -0.00369651-0j -0.000280467-0j 0.000936266-0j 0.00107726-0j -0.00359614-0j -1.86689e-06-0j -0.00604536-0j -0.000374664-0j 1.99467e-06-0j 0.00645914-0j 1.58703e-06-0j 0.000400308-0j -1.08902e-06-0j 1.64947e-06-0j 0.00513911-0j -1.78737e-06-0j -0.00352646-0j 0.0053413-0j 0.000318499-0j 3.31144e-06-0j -0.000218554-0j -9.98142e-07-0j 0.00033103-0j -3.46821e-06-0j -0.00578787-0j 0.0107231-0j -0.000358706-0j 3.15842e-06-0j -0.00323218-0j -0.0112308-0j 0.000664569-0j -0.000200316-0j -3.26172e-06-0j 0.0102276-0j -0.000696032-0j -0.0105621-0j 0.000633861-0j -0.000654591-0j 
-5.27679e-05-0j 0.000191366-0j -4.56023e-05-0j -6.5753e-06-0j 2.24819e-05-0j -4.69762e-06-0j -3.17249e-05-0j 3.85199e-05-0j 0.0011973-0j -5.98357e-07-0j -0.00396374-0j 1.98091e-06-0j 0.0011043-0j 0.00527345-0j -5.51883e-07-0j -0.00283183-0j -2.63545e-06-0j 1.41523e-06-0j 0.000954344-0j -4.7694e-07-0j -0.00474193-0j 2.36981e-06-0j -3.08021e-06-0j 0.000157263-0j -4.53758e-08-0j 9.99124e-06-0j -0.000510111-0j -2.69519e-06-0j 1.47185e-07-0j -1.79679e-06-0j -1.28705e-05-0j 0.000137605-0j 9.21523e-06-0j 9.17366e-05-0j 0.000657114-0j -3.97038e-08-0j -1.11171e-06-0j -2.64692e-08-0j -2.19598e-06-0j -1.896e-07-0j -9.19513e-06-0j -0.000470491-0j 5.67591e-05-0j 1.35753e-07-0j 1.57891e-05-0j 0.000112118-0j 0.000469465-0j -1.6377e-08-0j -3.23499e-08-0j -9.30917e-06-0j -0.000806127-0j -1.35457e-07-0j 0.000475287-0j 2.32596e-07-0j -1.37137e-07-0j 
-1.86524e-06-0j 6.79293e-06-0j -1.3464e-06-0j 4.45333e-05-0j 5.19555e-05-0j 2.82448e-05-0j -0.000133795-0j 1.87517e-05-0j 1.40096e-05-0j -0.000580335-0j 1.58256e-05-0j -0.000655558-0j -3.80289e-05-0j 1.30554e-05-0j 0.00157531-0j 1.00372e-05-0j -0.000540807-0j -0.00041578-0j -2.74507e-05-0j 0.00113712-0j 2.9801e-06-0j -0.000123448-0j -1.08879e-07-0j -0.000352579-0j 0.00416456-0j -1.20507e-07-0j -0.000390233-0j 2.80384e-07-0j 0.00460932-0j -6.35129e-08-0j -9.62566e-08-0j 0.000907954-0j 3.27114e-07-0j -0.000205671-0j -0.000311703-0j -0.0107245-0j -4.90911e-07-0j 0.00242933-0j -6.48361e-08-0j 0.00368175-0j -6.10497e-08-0j 0.00105928-0j -0.00158969-0j -0.0125119-0j 1.18062e-07-0j -0.000209956-0j -0.000197695-0j 0.018777-0j 0.00247994-0j -1.04651e-08-0j 0.000382314-0j 0.00233511-0j -3.38885e-05-0j -0.00451579-0j 0.000400282-0j 
-2.23239e-07-0j 2.43372e-09-0j -1.5962e-07-0j -4.07239e-06-0j 1.61885e-07-0j -2.90946e-06-0j 4.01318e-06-0j 5.02547e-06-0j 8.91793e-09-0j 8.8789e-05-0j 1.74538e-10-0j 1.73775e-06-0j -1.61759e-08-0j 1.57772e-08-0j -0.000161051-0j 1.24696e-10-0j 0.000157081-0j 1.2415e-06-0j -1.1566e-08-0j -0.000115154-0j -7.42367e-09-0j -7.39119e-05-0j 6.62618e-09-0j -3.3724e-07-0j -0.00128741-0j 1.27065e-10-0j -6.46698e-09-0j 5.79791e-09-0j -2.46876e-05-0j -1.90682e-08-0j -5.655e-09-0j -2.95085e-07-0j -2.30478e-10-0j 9.70477e-07-0j 2.87812e-07-0j -0.00112648-0j 2.39151e-09-0j 0.00370478-0j 1.51163e-08-0j 0.00109872-0j -4.04013e-09-0j 1.17302e-08-0j -1.21716e-07-0j 4.47798e-05-0j -7.15482e-09-0j -7.69346e-07-0j 2.05623e-07-0j -0.00046465-0j -0.00293696-0j -3.11821e-09-0j 3.64145e-07-0j 0.00078496-0j 1.58702e-07-0j 0.00139012-0j 0.00060584-0j 
1.24375e-05-0j -4.51053e-05-0j 1.07486e-05-0j -0.000222325-0j 0.000760163-0j -0.000158837-0j -0.00107269-0j 0.00130244-0j 9.77113e-07-0j 0.00192134-0j -3.23481e-06-0j -0.00636074-0j 9.01222e-07-0j 4.30367e-06-0j 0.00177211-0j -2.31106e-06-0j 0.00846249-0j -0.00454433-0j 7.78841e-07-0j 0.00153147-0j -3.86989e-06-0j -0.00760953-0j -0.00010481-0j -1.84111e-05-0j -0.00672229-0j 0.00033997-0j 5.97198e-05-0j -9.17086e-05-0j 0.021805-0j -6.11391e-05-0j -0.000437942-0j -1.61097e-05-0j 0.000313565-0j -1.07398e-05-0j -7.69297e-05-0j -0.005882-0j -3.78279e-05-0j -0.00392133-0j -7.47224e-05-0j -0.0280887-0j -0.000312881-0j 5.50814e-05-0j -6.64491e-06-0j 0.0201114-0j 0.000537254-0j -1.31259e-05-0j -5.49612e-05-0j -0.0024262-0j -0.00479254-0j -0.000316762-0j 9.4375e-05-0j -0.0200676-0j -5.56429e-05-0j 0.0344584-0j -0.0203164-0j 
2.66518e-06-0j 3.09308e-06-0j 1.7273e-06-0j -6.36323e-05-0j 7.16652e-05-0j 0.000133795-0j -6.30709e-05-0j -0.000126638-0j -2.00179e-05-0j 0.000829222-0j 2.18291e-05-0j -0.000904248-0j 1.79376e-05-0j 1.86433e-05-0j -0.000743045-0j -4.58984e-05-0j -0.000772279-0j 0.0019013-0j 1.16253e-05-0j -0.000481567-0j -4.46522e-05-0j 0.00184967-0j 1.55574e-07-0j 0.000503789-0j -0.00595061-0j -1.66222e-07-0j -0.00053827-0j -1.32252e-07-0j 0.0063579-0j 9.07516e-08-0j -1.37456e-07-0j -0.000428266-0j 1.48948e-07-0j 0.000293877-0j -0.000445116-0j 0.00505856-0j -2.75953e-07-0j -0.00347119-0j 8.31785e-08-0j 0.00525758-0j 2.89018e-07-0j 0.00048233-0j -0.000893606-0j -0.00569715-0j -2.63202e-07-0j 0.000269353-0j 0.000935913-0j 0.010555-0j -0.00318152-0j 2.7181e-07-0j -0.000852314-0j -0.0110547-0j 0.000880189-0j 0.0100673-0j -0.0103965-0j 
1.3192e-05-0j -4.78414e-05-0j 1.14006e-05-0j -0.00015666-0j 0.000535643-0j -0.000111923-0j -0.000755861-0j 0.000917757-0j -0.000199204-0j 0.00066499-0j 0.000659479-0j -0.0022015-0j -0.000183732-0j -0.000877387-0j 0.000613341-0j 0.000471154-0j 0.00292893-0j -0.00157283-0j -0.000158782-0j 0.000530053-0j 0.000788953-0j -0.00263371-0j 7.70053e-07-0j 0.00249359-0j 0.000154541-0j -2.49781e-06-0j -0.00808841-0j 6.73796e-07-0j -0.000501283-0j 4.49198e-07-0j 3.21763e-06-0j 0.00218189-0j -2.30381e-06-0j 0.00145459-0j 0.0104193-0j 0.000135224-0j 2.77927e-07-0j 9.0149e-05-0j 5.48996e-07-0j 0.000645742-0j 2.29878e-06-0j -0.00746019-0j 0.000899983-0j -0.000462349-0j -3.94728e-06-0j 0.00177776-0j 0.00744392-0j 5.57769e-05-0j 0.000110178-0j 2.32729e-06-0j -0.0127821-0j 0.000461341-0j 0.00753624-0j -0.000792177-0j 0.000467062-0j 
6.95134e-08-0j -2.53158e-07-0j 5.01774e-08-0j -2.49382e-06-0j -2.90946e-06-0j -1.58168e-06-0j 7.49238e-06-0j -1.05008e-06-0j 5.46109e-09-0j 5.43719e-05-0j 6.16896e-09-0j 6.14196e-05-0j -1.4824e-08-0j 5.08913e-09-0j -0.000147592-0j 3.9126e-09-0j 5.06686e-05-0j 3.89548e-05-0j -1.07005e-08-0j -0.000106537-0j 1.16167e-09-0j 1.15659e-05-0j 4.05769e-09-0j -2.06517e-07-0j -0.000788372-0j 4.49104e-09-0j -2.28572e-07-0j -1.04493e-08-0j -0.000872568-0j 2.36699e-09-0j 3.58727e-09-0j 5.31818e-07-0j -1.21908e-08-0j -1.20468e-07-0j -1.82575e-07-0j 0.0020302-0j 1.82952e-08-0j -0.000459884-0j 2.4163e-09-0j -0.000696975-0j 2.27519e-09-0j 6.20454e-07-0j -9.31134e-07-0j 0.00236857-0j -4.39991e-09-0j -1.22978e-07-0j -1.15796e-07-0j -0.00355458-0j -0.000469465-0j 3.9001e-10-0j 2.23934e-07-0j -0.000442049-0j -1.98496e-08-0j 0.000854862-0j -7.57753e-05-0j 
-1.09933e-06-0j 3.98678e-06-0j -9.50048e-07-0j 2.6247e-05-0j -8.97422e-05-0j 1.87517e-05-0j 0.000126638-0j -0.000153762-0j 8.25697e-06-0j -0.000342037-0j -2.73353e-05-0j 0.00113234-0j 7.61566e-06-0j 3.63676e-05-0j -0.000315471-0j -1.95293e-05-0j -0.00150649-0j 0.000808981-0j 6.5815e-06-0j -0.000272632-0j -3.2702e-05-0j 0.00135465-0j -6.41711e-08-0j -0.000207802-0j 0.0024545-0j 2.08151e-07-0j 0.000674045-0j -5.61497e-08-0j -0.00796163-0j -3.74331e-08-0j -2.68135e-07-0j -0.000181827-0j 1.91984e-07-0j -0.000121218-0j -0.000868291-0j 0.00214769-0j -2.31606e-08-0j 0.00143179-0j -4.57497e-08-0j 0.010256-0j -1.91565e-07-0j 0.000621693-0j -7.49998e-05-0j -0.00734326-0j 3.2894e-07-0j -0.000148149-0j -0.000620337-0j 0.000885876-0j 0.00174989-0j -1.93941e-07-0j 0.00106519-0j 0.00732724-0j -0.00062803-0j -0.0125818-0j 0.00741812-0j 
-9.93255e-08-0j -1.15272e-07-0j -6.43728e-08-0j 3.56334e-06-0j -4.01318e-06-0j -7.49238e-06-0j 3.5319e-06-0j 7.09159e-06-0j -7.80319e-09-0j -7.76904e-05-0j 8.50919e-09-0j 8.47196e-05-0j 6.99223e-09-0j 7.26734e-09-0j 6.96164e-05-0j -1.78917e-08-0j 7.23553e-05-0j -0.000178134-0j 4.53166e-09-0j 4.51183e-05-0j -1.74059e-08-0j -0.000173297-0j -5.79791e-09-0j 2.95085e-07-0j 0.00112648-0j 6.19474e-09-0j -3.15282e-07-0j 4.92875e-09-0j -0.00120358-0j -3.38211e-09-0j 5.12266e-09-0j -2.50849e-07-0j -5.55095e-09-0j 1.72133e-07-0j -2.60719e-07-0j -0.000957611-0j 1.02842e-08-0j 0.000657114-0j -3.09988e-09-0j -0.000995287-0j -1.07711e-08-0j 2.82516e-07-0j -5.23414e-07-0j 0.0010785-0j 9.80895e-09-0j 1.57769e-07-0j 5.48194e-07-0j -0.00199812-0j 0.000602278-0j -1.01297e-08-0j -4.99228e-07-0j 0.00209272-0j 5.15555e-07-0j -0.00190579-0j 0.00196812-0j 
4.09697e-08-0j -1.48579e-07-0j 3.54062e-08-0j -1.4698e-06-0j 5.02547e-06-0j -1.05008e-06-0j -7.09159e-06-0j 8.61051e-06-0j 3.21865e-09-0j 3.20456e-05-0j -1.06556e-08-0j -0.000106089-0j 2.96866e-09-0j 1.41764e-08-0j 2.95567e-05-0j -7.61271e-09-0j 0.000141144-0j -7.5794e-05-0j 2.56553e-09-0j 2.5543e-05-0j -1.27476e-08-0j -0.000126918-0j 2.39151e-09-0j -1.21716e-07-0j -0.00046465-0j -7.75732e-09-0j 3.9481e-07-0j 2.09258e-09-0j 0.00150718-0j 1.39505e-09-0j 9.99282e-09-0j -1.06502e-07-0j -7.15482e-09-0j -7.10012e-08-0j -5.08586e-07-0j -0.000406568-0j 8.63143e-10-0j -0.000271046-0j 1.70499e-09-0j -0.00194151-0j 7.13921e-09-0j 3.64145e-07-0j -4.39298e-08-0j 0.00139012-0j -1.22589e-08-0j -8.67756e-08-0j -3.63351e-07-0j -0.000167701-0j -0.000331264-0j 7.22776e-09-0j 6.23917e-07-0j -0.00138708-0j -3.67857e-07-0j 0.00238179-0j -0.00140429-0j 
