0.133953+6.93889e-18j 0.0445144+0.035444j -0.0426103-0.0781845j 0.0136992+0.0345947j 0.0283565+0.0378325j -0.00250812-0.0156521j 0.0158179+0.0254023j -0.000710558-0.0273338j -0.000924692+0.00701345j -0.0589908+0.0667617j -0.0265622-0.0513864j 0.0528256+0.00342665j -0.0632411-0.0471861j -0.0548204+0.0635906j 0.00274445+0.0566437j -0.0241245-0.0331411j 0.0132061+0.00308399j 0.00241265-0.0184974j 0.0208284+0.0356891j -0.00456479+0.0600378j 0.0371814+0.0313193j -0.00731642+0.00783676j 0.0128965-0.0368074j -0.0027062-0.0158977j 0.0234271-0.0206389j 0.00680165+0.028059j -0.0350254+0.0885015j -0.0367574+0.0518177j 0.000853774-0.00584632j 0.0122571-0.0223354j 0.00996313-0.00427732j -0.0152209-0.039351j -0.021371+8.26317e-05j 0.0331852+0.0191175j 0.00433521+0.0294683j -0.0372194+0.0128967j 0.0436847+0.0278957j 0.0162252+0.133267j 0.0101171-0.051842j 0.0867027-0.0509661j -0.0315946+0.0144807j 0.00589935-0.0887323j 0.0710075+0.119983j 0.000584563+0.0954864j 0.12701-0.033203j 0.085882+0.0572143j 0.0708036+0.103466j -0.0353101-0.041459j 0.0333314-0.0150488j -0.045942+0.0228393j -0.0444688-0.0592616j -0.00878709-0.012251j 0.0161323+0.0305891j 0.0362226+0.0268064j 0.0384075+0.0519611j -0.00636159-0.106951j -0.0906036-0.158176j -0.0139807+0.0171991j 0.0960032+0.0789588j 0.165+0.016384j 0.0152025-0.0872516j -0.107088+0.259183j -0.0830386-0.00969146j 0.0341977-0.0571535j -0.0347418+0.0448807j -0.077465-0.0493885j -0.14694-0.0863521j 0.152521+0.00794657j -0.0675228-0.0591587j 
0.0362226-0.0268064j -0.0457001-0.0415287j 0.0143502+0.000992987j 0.0257258-0.0536905j 0.0156005-0.037928j 0.0325027+0.034083j -0.0284064+0.0288059j -0.0160823-0.00128292j 0.0012206-0.00886856j -0.0251122-0.045j 0.000998055+0.00293961j 0.0372967-5.17462e-05j 0.0119368-0.0144192j -0.0139869-0.0266812j 0.0121354-0.0422441j -0.0384447-0.0371821j -0.10475+0.0466736j 0.0404054-0.0289689j -0.0250232+0.0734708j -0.0185027-0.0806084j -0.113484-0.0960078j 0.0104954-0.16906j 0.0238505+0.0200162j 0.0713823-0.123242j -0.036461-0.0047162j -0.0118444-0.0401892j 0.0469279+0.0788197j -0.0149582-0.00111394j 0.0178905+0.0172922j -0.00416445-0.0436994j -0.0127931+0.0881179j -0.0371577-0.0791769j 0.0209586-0.0591614j -0.0208569+0.0549368j 0.0603442-0.0736069j 0.00132471+0.0416192j 0.0117696+0.0183065j 0.0122639+0.085062j -0.0886729-0.0177032j -0.0347465+0.097378j -0.0630958+0.0121293j 0.00438395-0.0466776j -0.0403909-0.0294685j -0.0204261-0.0535563j 9.75981e-05+0.0930957j -0.0827185-0.172175j -0.0321348-0.0184394j 0.131245-0.0631366j -0.106192+0.0550442j -0.0100351-0.0769936j 0.00245865-0.0374444j 0.0564874+0.00258127j -0.0486199-0.00310299j 0.200662+8.61342e-14j -0.0967029+0.018199j 0.00865922-0.0310219j -0.0433471+0.0280282j -0.0298161+0.084599j -0.0650748-0.00956295j -0.040395-0.0446046j -0.0584277+0.029308j -0.110153+0.000941929j -0.12759-0.00317654j -0.0842842-0.0292895j 0.0174999+0.0263107j -0.0455482-0.020807j -0.129822+0.0036324j -0.0337815+0.0301757j 0.025869-0.0575169j 
0.0384075-0.0519611j -0.0793792-0.0463867j 0.0731281+0.104127j 0.00231817-0.125283j 0.0168673+0.0298852j 0.0575796-0.0503321j 0.00219817+0.0376728j 0.0457225-0.0418384j -0.0162486+0.0282478j -0.0131374-0.0251833j -0.0249016+0.00723635j 0.0609691+0.0802121j 0.0543812-0.108077j -0.0317234-0.0539165j -0.0701719-0.0922854j -0.0505445+0.0651924j -0.0478222-0.0631377j 0.0628909+0.016513j -0.0491723-0.0724743j -0.0184352-0.100649j 0.0162807+0.112264j -0.0445724+0.0216782j -0.0945082+0.00343824j -0.0416803+0.0981044j 0.0924383-0.0215513j -0.0492388-9.25168e-05j -0.000900515+0.0281259j 0.010625-0.000490322j -0.0100209+0.0460982j -0.0127753-0.0173617j 0.0109714-0.0871846j 0.0182452+0.036242j -0.0324776-0.0028034j -0.0327536-0.00301423j 0.0644522+0.0450793j 0.0400449+0.0507442j 0.0206061-0.0599072j -0.112709+0.0432065j -0.0221771+0.0373429j -0.0156706-0.0674321j 0.135368-0.0760874j -0.0474041+0.0212897j 0.00609806-0.0390808j 0.00470326-0.141208j 0.11235+0.100077j 0.126844+0.0473036j -0.0734011-0.0168838j -0.0433634-0.0202064j -0.0600037-0.152925j -0.00289509-0.0187105j 0.0473443+0.0840361j 0.00570682+0.0216336j -0.037747-0.0378314j -0.0967029-0.018199j 0.0407084-1.66533e-16j -0.086711-0.0179643j 0.0442895-0.00555564j 0.00892665-0.0354668j 0.00692525+0.0329608j -0.142104-0.0538487j 0.0809555+0.00446969j 0.0737716+0.0338289j -0.153274+0.0997118j 0.0859035+0.0765601j -0.0132-0.00453989j -0.00760714-0.0311343j -0.0541142-0.0148354j -0.0526082+0.116961j -0.0577014+0.0260954j 
-0.00636159+0.106951j 0.0518889+0.0747631j -0.0111675+0.0409927j -0.0277187-0.0384155j 0.0179277+0.0527332j 0.031958-0.022131j -0.0334224+0.0762375j 0.0384747+0.0170348j 0.0126857-0.0286851j -0.0335323+0.0188357j -0.0100865-0.00107762j -0.0602951-0.0751971j 0.0309923-0.0130606j -0.00382273+0.0249586j -0.0521557-0.0569665j 0.0269215+0.0808281j -0.0859425+0.0917916j 0.0234155-0.00114103j 0.0401108-0.0743647j -0.0318652-0.0636955j 0.0596686+0.03992j -0.00844009-0.00442579j 0.0145885-0.0478248j -0.00814176-0.195331j -0.0737012+0.0741828j 0.0630067+0.0169374j 0.0392009+0.0500237j -0.0509201-0.118412j -0.00576037-0.0172016j 0.00465189+0.026016j -0.0010806-0.0525063j -0.0660764-0.0381419j 0.0721497-0.00815348j 0.00531648-0.0571401j -0.0138198-0.0227465j -0.011907+0.0246046j 0.0634032-0.0248145j 0.0232667-0.0289415j -0.0225195-0.0245169j 0.0037352+0.0694573j -0.0890604-0.0521188j -0.0194654+0.0280297j -0.0151495+0.0945774j -0.0270053-0.0234903j -0.0369656+0.106864j -0.107388+0.00775626j -0.0611788-0.0712336j -0.0485942-0.093704j 0.00164784-0.0207098j 0.0845276-0.129928j -0.065318+0.0962458j 0.0901847+0.00809332j -0.0859774-0.0174855j 0.00865922+0.0310219j -0.086711+0.0179643j -0.111363+1.19005e-13j -0.141772-0.00940801j -0.0951412-0.0315442j 0.113504+0.0324908j -0.0696932-0.0616245j -0.062945-0.0633778j -0.148279-0.00719075j 0.0118664+0.0191716j -0.0790692+0.00831182j 0.00295321-0.00428501j 0.0126792-0.0123965j 0.0100346-0.0156568j 0.0384419-0.0692928j 0.00455037+0.046001j 
-0.0906036+0.158176j 0.0734441+0.173296j -0.00583218+0.0294656j -0.0101251+0.00547605j 0.0604623+0.00458866j -0.0549454-0.00230164j -0.0260874+0.0641712j -0.0168268+0.0197463j 0.0510151-0.0209248j -0.00909691+0.0377269j 0.00687998-0.00336762j -0.0495744-0.0547007j -0.0254266+0.00279999j -0.0061017+0.0200223j -0.0123711-0.0901739j 0.105316+0.0733447j -0.0275407-0.069267j -0.0193575-0.00402814j 0.0909322-0.0426113j 0.00180226+0.103713j 0.0824105+0.111472j 0.171557+0.0937831j -0.00192445-0.056795j -0.0234703-0.0444147j -0.0107881+0.0336328j 0.127422+0.0760224j -0.0206486-0.0349208j 0.00361456-0.11711j -0.0313964+0.044257j 0.00641511+0.0123692j -0.0160085-0.0888975j -0.0223418+0.0426358j 0.0732217+0.0450318j -0.0144332-0.0522931j -0.0364896+0.0621214j 0.0181636+0.0509648j 0.0318994-0.0112333j 0.0644299+0.0535256j 0.0587025-0.0822514j 0.0255079+0.0219058j 0.0289621-0.0175638j 0.055877+0.0470341j 0.110423+0.0907678j -0.0686783-0.024631j 0.0559672+0.0397296j 0.0257042-0.0299791j -0.147259-7.63386e-05j 0.00990833-0.0120756j -0.204998-0.00734413j 0.0406435-0.00512151j 0.0793577+0.0453617j -0.102985+0.0269528j 0.0738683-0.0552788j -0.0433471-0.0280282j 0.0442895+0.00555564j -0.141772+0.00940801j 0.0190204+2.67841e-15j 0.151355+0.0899575j -0.00315134-0.07267j 0.0672571+0.0502323j 0.0927447-0.0353342j 0.0853836-0.0053279j -0.142748-0.0461798j -0.0943791+0.135549j 0.000613548-0.0248361j 0.0730581+0.0584814j 0.0223913-0.027327j -0.0210762-0.0555404j 0.0592422-0.000106566j 
-0.0139807-0.0171991j 0.0412475-0.0437316j -0.00846269-0.0341507j -0.0642645+0.0336955j -0.0231587+0.055442j 0.020762-0.0884996j 0.00485106+0.0181538j -0.0124978-0.0163367j 0.0112616+0.000281813j 0.0069135+0.057359j 0.0121554+0.0219065j -0.0137726-0.00299433j -0.0107868-0.0384998j -0.00361896+0.0282195j -0.0946218+0.158763j 0.0418861+0.113068j 0.0591022+0.0762736j 0.000381714-0.0504389j 0.0909948+0.0167902j -0.0172964+0.0390169j 0.0156402+0.0657262j -0.0572171-0.0403326j -0.0433782+0.0327074j -0.0316231-0.053135j -0.00948242-0.0787879j -0.00371566+0.0666943j 0.0262418+0.055786j 0.0159337+0.0814905j -0.025638+0.0337926j -0.00803922-0.0387092j 0.0558556+0.0479783j -0.0437526+0.0370102j -0.0182407-0.0734449j 0.0511211+0.00835276j 0.02408-0.0549744j 0.0224357+0.00652995j -0.0547115-0.0275431j 0.0617147+0.0400973j -0.0282653-0.00363557j -0.00451618+0.0548675j 0.108931+0.0601997j 0.150714-0.0413361j 0.00183042+0.084506j -0.0791676-0.00829654j 0.0598934-0.0256199j -0.00812971+0.00613006j -0.0484452-0.0251147j -0.124232-0.120755j -0.120103+0.11789j -0.158781+0.0491923j -0.241017-0.124127j 0.0470312-0.00664854j -0.101747+0.0157719j -0.0298161-0.084599j 0.00892665+0.0354668j -0.0951412+0.0315442j 0.151355-0.0899575j 0.00410083+1.04083e-15j 0.0607147-0.038714j 0.0769034-0.0569852j 0.038045+0.0468896j 0.111001+0.0303097j -0.0605848-0.0530423j 0.0138834-0.00972984j -0.00242015-0.0167279j -0.026306+0.0158553j 0.0442951-0.014582j -0.0458394+0.02909j -0.00974445-0.0121611j 
0.0960032-0.0789588j -0.0146429-0.0567664j -0.0707506-0.0319175j -0.00744472+0.0720543j 0.071252+0.00214621j 0.0997142-0.0723029j 0.00670948+0.0274224j 0.0232422-0.0306489j 0.00648831+0.0242471j -0.0338851-0.030493j -0.0090733-0.0228341j -0.00155559-0.0234475j -0.0192485+0.0272575j -0.0131291+0.0161154j 0.032411+0.159158j 0.0665513-0.0233867j 0.0851469-0.0126918j 0.166133-0.0439468j 0.0370872+0.061657j -0.0742718-0.0890296j 0.0105929+0.0228403j 0.16559+0.0508009j 0.0584834+0.0884897j -0.0205667+0.0154475j -0.0612756+0.069717j 0.0946059+0.00413973j 0.0917177-0.0355547j -0.00253312+0.0471066j -0.00620808-0.10324j 0.0084091-0.0376566j -0.0439691+0.0780593j -0.0235789-0.00678j 0.0474331+0.00761677j -0.0551182-0.0323424j 0.0321957-0.0360971j 0.00426471-0.0195467j 0.0108641-0.0545809j -0.00799668+0.061279j -0.0292824+0.0301718j -0.0610234-0.0716442j 0.0731831+0.0331628j 0.0185011-0.0260127j 0.0423715+0.0830944j -0.022984+0.0242198j -0.00714071-0.0842927j 0.00175402+0.0823255j 0.108891+0.0914382j -0.0554748+0.186067j -0.0538959-0.0783492j -0.093747-0.110303j 0.249758+0.163474j -0.0494942-0.0406838j -0.00441714+0.00637029j -0.0650748+0.00956295j 0.00692525-0.0329608j 0.113504-0.0324908j -0.00315134+0.07267j 0.0607147+0.038714j -0.0341081-1.92901e-15j 0.0701792+0.0683489j 0.0215921-0.0090911j -0.0712501+0.0728935j 0.089754+0.0125351j 0.0422805-0.0899864j 0.00142322-0.0119406j -0.0678717-0.16189j 0.028054-0.0128056j 0.0129789+0.00135925j -0.0661661-0.0239929j 
0.165-0.016384j -0.00465211-0.0078307j 0.0358168-0.0794302j 0.0383728-0.00240664j -0.0468564+0.074443j -0.0376404+0.0232248j 0.0647542-0.0253166j -0.0245339+0.0462964j -0.0519003-0.0137568j 0.0106488-0.000269574j -0.0133675-0.00387018j 0.0366265-0.0178394j -0.0235313-0.0578313j -0.0105063+0.0325825j -0.00359463+0.0833418j 0.0121859+0.115162j 0.0433921-0.0589215j -0.0804267+0.0752536j -0.0519001-0.00328583j -0.0264651+0.000130456j 0.0539254+0.0964476j 0.0816356-0.0131149j 0.0661676-0.0124342j -0.00232966+0.0883213j 0.028836-0.0475299j 0.00430886-0.0315319j -0.0141627-0.0155232j 0.0742895-0.011047j -0.0145038+0.0525962j 0.0196737-0.001253j 0.0185584-0.0488346j -0.00477566+0.0632709j 0.0126461-0.0210239j 0.0249299-0.00713354j 0.0122034+0.0129237j 0.0357341-0.0112911j -0.0887069-0.0239753j 0.0664469+0.0267728j 0.0710865+0.0153033j 0.00391208+0.011997j 0.138127-0.0980315j 0.155706+0.0746493j -0.0644417-0.0482932j -0.0151774-0.0633379j 0.0591586-0.0314747j 0.0388908+0.0375068j 0.0476377-0.0824282j 0.0382258+0.0135164j 0.0616945+0.0927039j 0.189935+0.0719019j 0.0211843-0.0887368j 0.0223613+0.0300187j -0.000277482+0.00273553j -0.040395+0.0446046j -0.142104+0.0538487j -0.0696932+0.0616245j 0.0672571-0.0502323j 0.0769034+0.0569852j 0.0701792-0.0683489j -0.00770798-2.20657e-15j -0.117548-0.00363967j 0.0220549-0.00920145j 0.0716956-0.0905721j -0.00587496-0.0260524j -0.00727776-0.00044219j 0.0213604-0.00522209j 0.0297502-0.0721157j -0.013355-0.0760181j -0.0835983-0.105547j 
0.0152025+0.0872516j -0.065545-0.0381907j -0.134143-0.229431j -0.182112-0.0952481j 0.0228626+0.0220732j 0.194691+0.198081j -0.0196263-0.0310148j 0.0501478+0.0984456j -0.00352306-0.02903j -0.0666072-0.0432826j 0.0023093+0.0350556j -0.0552683-0.0540807j -0.0196291+0.000379096j -0.0516252-0.0301552j -0.0814654+0.0505371j -0.013578-0.0536513j 0.0029962+0.0406749j 0.00938231+0.00431812j -0.0235591+0.00542j -0.0802169-0.0650479j -0.073062-0.076558j 0.0507489-0.0668701j 0.0457799+0.0675919j -0.112464+0.0225839j -0.00926845-0.114862j 0.0436644-0.014953j -0.1323-0.0326519j 0.036862+0.00295923j -0.0688953+0.0152416j 0.0178305-0.0126212j 0.0152868+0.0276126j -0.0616543+0.016102j -0.0107626-0.0302656j -0.0652989+0.0568019j 0.0549735-0.0388281j 0.00332565+0.0259028j 0.0797983+0.0449595j 0.0183908+0.0458749j 0.0622988+0.0321193j -0.00700977-0.0205166j -0.0028014+0.0756393j 0.0701033-0.0167791j 0.0136835+0.0423539j -0.0277571+0.0406491j 0.00814538+0.0953545j 0.0156797-0.103355j -0.00846079+0.100909j 0.200775+0.148771j 0.0180059-0.0375145j 0.297293+0.22127j 0.0394951+0.0651052j 0.00719956+0.0382741j 0.0492492-2.89437e-05j -0.0584277-0.029308j 0.0809555-0.00446969j -0.062945+0.0633778j 0.0927447+0.0353342j 0.038045-0.0468896j 0.0215921+0.0090911j -0.117548+0.00363967j 0.0135966-9.71445e-16j 0.0769291+0.0236388j -0.011369+0.0733911j -0.03006+0.0051368j 0.00459961+0.0027531j -0.0142629-0.0991261j 0.0119398-0.0502438j -0.0155818+0.0286622j 0.00546601+0.031433j 
-0.107088-0.259183j -0.196764+0.151125j 0.101986-0.0610289j -0.0755592-0.0227136j 0.00284061-0.0606423j -0.00377807-0.0273978j -0.0199217-0.0309905j -0.0664925-0.00598236j 0.0912513+0.0182621j -0.0120918+0.0108211j 0.0330432-0.0316721j 0.0406204-0.10748j -0.0499158+0.104047j -0.0101089+0.0685973j -0.0781206-0.03391j -0.0382043-0.0724661j 0.120649-0.0367633j 0.0538377+0.000695336j 0.0793823+0.0512462j 0.065368-0.108342j -0.00480487+0.0204922j 0.0560706-0.125369j -0.0324244+0.00533165j -0.0478128+0.0228265j 0.0060612+0.127404j 0.0485678-0.158436j 0.109186-0.0463665j -0.0496118-0.0677759j 0.0265364-0.0536781j 0.0285622-0.0177024j -0.00818082+0.0233467j -0.0599994+0.014031j 0.0335064+0.00106933j 0.0219355-0.0202759j -0.063682-0.0121898j -0.0324932-0.0326991j 0.0292207-0.0177983j -0.0956438-0.0731616j 0.0247835+0.0151703j -0.0267076-0.0421628j 0.00882251-0.059357j 0.00431911+0.100433j 0.0194476+0.0722607j -0.057405+0.0320711j -0.0372946-0.0390751j -0.0438187+0.00916454j 0.0212775+0.0513256j -0.0396965-0.0778064j 0.0917065+0.0557791j -0.0584954+0.00120276j 0.0960463-0.020738j 0.00814137-0.00158385j -0.0936257-0.00695725j -0.110153-0.000941929j 0.0737716-0.0338289j -0.148279+0.00719075j 0.0853836+0.0053279j 0.111001-0.0303097j -0.0712501-0.0728935j 0.0220549+0.00920145j 0.0769291-0.0236388j -0.0154365-3.60822e-16j 0.0924988+0.0870599j -0.0113599+0.00505085j 0.013935-0.0208039j 0.0691253-0.0439953j -0.0484166+0.0328009j 0.00324661+0.0723011j -0.0698303+0.0356585j 
-0.0830386+0.00969146j -0.086896+0.178835j -0.0100281+0.00581122j -0.0305056+0.108188j 0.0281083-0.0794339j -0.00747604-0.00785738j -0.00942809+0.0600665j 0.0146349-0.0210444j 0.00457493-0.00154971j -0.00705023-0.00859287j -0.00556051-0.00471591j -0.0329999+0.0641457j 0.0291498+0.0437114j 0.0286187-0.0129419j 0.0950266-0.12474j 0.0082007-0.101612j -0.051182+0.0179872j 0.0918583-0.0465315j -0.0775862+0.125416j -0.0402576+0.005628j 0.0898952+0.073233j 0.0472825+0.0909307j 0.0193568+0.0946686j 0.0448703+0.00336804j 0.0222781+0.112739j 0.0159975+0.0113097j 0.0794119+0.0135946j 0.0604956+0.0119864j -0.00523263-0.085777j -0.0138912+0.0073175j -1.62275e-05+0.0485857j 0.0290665+0.0155831j -0.0259228+0.00311129j -0.048833-0.0586503j -0.0170865+0.0342339j -0.0203451+0.0905194j 0.0712719-0.130229j 0.035848+0.103616j -0.0650402+0.0252712j -0.0396853+0.0863173j 0.00990414+0.010037j -0.0152606-0.105563j 0.0185331-0.0353463j -0.0655135-0.00648937j -0.020823+0.00151355j -0.170489-0.0289058j -0.0675115+0.122601j 0.0268468-0.0721992j 0.0758081+0.149729j -0.0507099+0.0272267j 0.039029+0.086183j -0.0307893-0.0156131j -0.0162685+0.00320991j -0.12759+0.00317654j -0.153274-0.0997118j 0.0118664-0.0191716j -0.142748+0.0461798j -0.0605848+0.0530423j 0.089754-0.0125351j 0.0716956+0.0905721j -0.011369-0.0733911j 0.0924988-0.0870599j -0.108585-4.71845e-16j -0.0177157-0.0392348j -0.0142099+0.0184104j 0.0552834+0.0292362j -0.0968447+0.105803j 0.0424598+0.0195752j 0.021213-0.0935586j 
0.0341977+0.0571535j -0.0913796-0.089663j 0.0207084+0.0865984j -0.0608492-0.0551233j -0.0367994+0.012706j 0.0702749-0.0755106j 0.0320133+0.0024703j 0.014243-0.00611859j -0.0322864-0.031017j -0.00328784+0.0313527j 0.0349759-0.00306258j 0.0135333+0.0186954j 0.00867538-0.00612561j -0.0337576-0.000672371j -0.0649185+0.0258418j -0.063143+0.103114j 0.0251339-0.0735683j -0.0397777-0.0679889j -0.135989-0.227089j 0.00850621-0.0448774j -0.0107241+0.144607j -0.134363+0.0258136j 0.0401044-0.0341756j -0.0573195-0.0490138j -0.0383206+0.0120259j 0.0138067+0.0536401j -0.0235314-0.085516j -0.0693182-0.010162j 0.0309356+0.00591772j -0.00928943+0.0162296j -0.00797843-0.0469097j 0.00837956+0.00224225j 0.00598965+0.0599046j 0.0532963-0.000115867j -0.0500323-0.0178484j -0.0218414-0.049679j -0.00592996-0.0246211j 0.0333714+0.0028231j -0.00231374+0.0658344j -0.00213617-0.0513116j -0.074151-0.0403908j -0.128314+0.0927021j 0.0057423-0.0188963j 0.0139649+0.0307858j -0.0325082-0.0668326j -0.0557697+0.0821603j 0.0765415-0.070318j 0.0931062+0.128338j 0.106924-0.00963219j 0.00960551+0.0402803j 0.0133899+0.0157281j -0.0237005-0.0353434j 0.0373625+0.0493978j -0.0842842+0.0292895j 0.0859035-0.0765601j -0.0790692-0.00831182j -0.0943791-0.135549j 0.0138834+0.00972984j 0.0422805+0.0899864j -0.00587496+0.0260524j -0.03006-0.0051368j -0.0113599-0.00505085j -0.0177157+0.0392348j 0.037953+8.32667e-17j -0.0251022+0.0133031j -0.0878169+0.0887175j -0.013408+0.0834998j 0.0767456+0.163097j -0.0363627-0.020305j 
-0.0347418-0.0448807j 0.0159701-0.05715j 0.0251393+0.0202962j 0.00882458+0.013917j 0.0227619+0.0244298j 0.0108005-0.0434676j -0.00408419-0.0197102j -0.0108353+0.0142959j 0.0133124-0.00119433j 0.000719728+0.00377947j 0.0256556+0.0048366j 0.00368565+0.00723981j 0.0287064+0.00709766j 0.00955184+0.0177267j -0.0556167+0.0582822j -0.0384196+0.00355752j -0.0025928-0.0435803j 0.103602+0.0323766j 0.013343+0.00576277j 0.0946572+0.0760553j 0.137815+0.132086j 0.0460877-0.108438j -0.0335815-0.106875j 0.0117277+0.0637571j 0.0122321-0.0314809j 0.0703249-0.010528j 0.0164499+0.0823321j 0.000494706-0.105263j 0.0044845+0.0777832j 0.0131393-0.00886971j -0.000726743-0.00498024j 0.00344445+0.088214j 0.022711+0.00862841j 0.0760604+0.0553409j -0.0400512+0.0527747j 0.00505543+0.0161004j -0.00593685-0.095851j 0.0389467+0.0412225j 0.0488471-0.115805j 0.0388155-0.0744806j 0.062235-0.0393792j 0.0351329+0.0463714j -0.0593558+0.0409201j 0.0188559+0.00207108j 0.00997352+0.00390245j -0.0646343+0.0120421j 0.0883183+0.0498737j 0.00332601+0.00825638j -0.0179318-0.0559865j -0.0382817+0.0424659j -0.0325843-0.0132486j -0.00883812+0.00284056j 0.00869944+0.00234156j 0.0174999-0.0263107j -0.0132+0.00453989j 0.00295321+0.00428501j 0.000613548+0.0248361j -0.00242015+0.0167279j 0.00142322+0.0119406j -0.00727776+0.00044219j 0.00459961-0.0027531j 0.013935+0.0208039j -0.0142099-0.0184104j -0.0251022-0.0133031j -0.626017+1.14492e-16j -0.00442039-0.00250883j -0.0259679+0.0048584j -0.0278816+0.0229203j -0.0106697+0.0172558j 
-0.077465+0.0493885j 0.0341117+0.0858591j 0.0154066+0.0263361j -0.00135561-0.0246761j 0.0097157-0.00740011j -0.0388281-0.0251206j 0.00512433+0.0192565j -0.0154171+0.00303327j 0.010979-0.0197405j 0.0136276+0.0310366j -0.0172433+0.0163414j -0.00950602+0.00515984j 0.0224585-0.0317826j 0.0293514+0.00672598j -0.0425509-0.05891j -0.0264849+0.0931237j -0.0541326+0.0509587j -0.0284708-0.0542571j -0.109329-0.0632726j 0.0350923-0.0126518j 0.109714-0.0275369j 0.132271-0.0280482j -0.0102344-0.0344219j 0.000654407+0.0253252j -0.00623796+0.00934587j 0.111201-0.0708586j -0.0387056+0.00283692j 0.0317124-0.0249491j 0.00861487+0.0110083j 0.0307092+0.00920408j -0.106894-0.0119491j -0.0315713-0.00795012j -0.0155404-0.00239625j -0.0995953-0.012988j 0.0743496+0.023369j 0.0130683-0.0119994j 0.0100747-0.00157194j -0.10943-0.0385021j -0.0324294-0.0386426j 0.0210653-0.00917193j -0.0956182-0.0344445j 0.0605474-0.00826099j -0.0350491-0.0750915j -0.0339022+0.0125267j 0.0106449-0.0859177j -0.065088+0.0119419j -0.057832-0.136648j -0.0261786-0.102697j 0.022719+0.0650659j 0.00416271-0.0210007j 0.0820924-0.0969575j 0.0287201-0.140526j -0.0522985+0.202509j -0.0455482+0.020807j -0.00760714+0.0311343j 0.0126792+0.0123965j 0.0730581-0.0584814j -0.026306-0.0158553j -0.0678717+0.16189j 0.0213604+0.00522209j -0.0142629+0.0991261j 0.0691253+0.0439953j 0.0552834-0.0292362j -0.0878169-0.0887175j -0.00442039+0.00250883j -0.404228+1.34753e-14j 0.00175327-0.00913573j -0.00543781-0.00808894j 0.0215267+0.00702043j 
-0.14694+0.0863521j 0.0803355+0.01415j -0.0850709-0.00417912j -0.0532016-0.04078j 0.0792183+0.00712772j 0.00515256+0.000727542j -0.0347691+0.0355077j 0.0209176+0.026099j 0.0098421-0.0470777j -0.00941224+0.00550733j 0.0112112+0.0294894j -0.066212+0.0165169j -0.0275238-0.0548888j 0.0175943-0.0124332j 0.0141715-0.0072424j 0.0835644+0.0516954j 0.0708998+0.00862046j 0.0460877-0.0497385j 0.0287273-0.182243j -0.00029409+0.00172044j -0.0624123+0.0145482j -0.00210954-0.0670453j -0.000519318-0.00880891j 0.00293475-0.0362724j -0.0199503+0.0451062j -0.023697-0.0352943j -0.00640531-0.0294515j 0.00201473-0.0648795j 0.00586304+0.0285952j 0.00307569+0.0058495j 0.0202467-0.0473111j 0.0277632+0.0277561j 0.0384836-0.00981564j 0.0403135-0.0039611j -0.0252627+0.00960426j -0.00320809-0.00175599j 0.0162273+0.0093944j 0.0756563+0.0534961j 0.0124199-0.0196918j 0.044557+0.102603j 0.0932349-0.123757j 0.0796944-0.121855j 0.0642125-0.0508306j -0.0227608+0.020306j 0.0407193-0.0668415j -0.0721628+0.0312064j -0.0578715-0.037358j 0.00158132+0.134058j 0.0712124+0.170187j 0.00287106-0.0828733j 0.0630477+0.0373682j 0.0234419+0.0146932j -0.0535075-0.0310394j -0.129822-0.0036324j -0.0541142+0.0148354j 0.0100346+0.0156568j 0.0223913+0.027327j 0.0442951+0.014582j 0.028054+0.0128056j 0.0297502+0.0721157j 0.0119398+0.0502438j -0.0484166-0.0328009j -0.0968447-0.105803j -0.013408-0.0834998j -0.0259679-0.0048584j 0.00175327+0.00913573j -0.0832954-3.747e-16j -0.117339-0.147356j 0.250623+0.0443077j 
