-0.13389-7.63278e-17j 0.0483986-0.0293739j 0.00238284-0.0288604j -0.0387513-0.0883512j -0.0204408-0.0193036j -0.0169049-0.0136844j 0.0103809-0.0226667j 0.0206971+0.00938626j 0.0260202-0.0220968j 0.0191391+0.0101777j -0.00791715-0.00383597j 0.0308486-0.0177136j -0.00597706+0.0109333j 0.0241377-0.0219812j 0.0114841+0.0167467j -0.0287426-0.00452495j 0.00464654-0.0169417j 0.011781-0.0105205j 0.011126-0.0231557j 0.0219471+0.0162762j -0.0557627+0.036674j 0.0530364+0.0299768j -0.012708+0.0732048j -0.0372101-0.0543196j 0.0211138-0.0325066j -0.0118974-0.0288782j 0.00359651+0.0227067j 0.0613604+0.0693536j 0.0191396-0.0129427j 0.0272815-0.00182934j 0.0513785-0.0253041j -0.0107497+0.0244055j -0.0111193-0.031659j -0.00581705-0.0174877j -0.00262679-0.0146328j 0.0178958-0.00246036j 0.0143695-0.0379954j 0.0203123+0.013515j 0.0131131-0.0105597j 0.0270781-0.0257556j 0.0324053-0.0430133j 0.00218105+0.017478j 0.00202713+0.0300574j -0.00231047+0.012057j -0.00878684+0.00380196j -0.000403673-0.0150503j -0.0162844-0.0322085j -0.0258472-0.031496j 0.00141201+0.00347123j -0.0456787-0.0440869j 0.00670753+0.0104801j 0.0258857-0.00436941j 0.0343006+0.057772j 0.0123693+0.0730647j -0.042148-0.0227657j -0.0147245+0.0333305j 0.000148168+0.00651884j -0.000452669+0.00960937j 0.020315-0.0579487j -0.0237019+0.0948364j 0.0149487-0.0430486j 0.06416-0.0148562j 0.0491994+0.0811533j 0.0667985-0.0175172j -0.00925912-0.0335173j 0.138775-0.0548567j 0.0646908+0.0159579j 0.0400197+0.0578579j -0.0298511+0.0161503j -0.0526416+0.0417848j -0.0213852-0.0111503j 0.0179597-0.0463838j -0.0092511-0.0572063j -0.0209737+0.08513j 0.00137721+0.0442692j 0.00295146-0.02378j -0.00304958-0.0108231j 0.0429542+0.0254287j -0.0238442-0.0120722j -0.013156-0.0527971j -0.0225471-0.0519658j 0.0319651-0.0385634j -0.00739346-0.00938655j -0.15021+9.84089e-05j 0.165638+0.171732j 0.137285+0.0135443j -0.113233+0.266208j 0.123139+0.15225j 0.0188352+0.0935154j -0.153761-0.0529674j -0.134563-0.0140622j -0.0968068-0.0173378j 
0.0308486+0.0177136j -0.0253652+0.0136819j 0.00643111-0.0395973j 0.0208164+0.0132343j 0.0406157+0.0268083j -0.0722964-0.0337211j -0.0413953-0.020885j 0.0706875-0.0350343j 0.0102288-0.0376361j -0.00788018-0.0144218j -0.116909-0.0949697j 0.0887435-8.90954e-15j -0.0968545-0.0779268j 0.00666099-0.0907051j -0.0460056-0.0283405j -0.152146+0.00745195j -0.0684342-0.072409j -0.0187193+0.0210628j -0.161507+0.123048j -0.0187048-0.031777j 0.000260613-0.0798292j 0.0416323-0.0870808j -0.00177228-0.0581818j 0.0497441+0.0500064j 0.0574605-0.062486j -0.0976477+0.067977j -0.00262289-0.0341041j -0.0070928-0.0188249j 0.0194048+0.110362j 0.0102901-0.0352669j 0.0433771+0.0606692j -0.013448+0.0195662j 0.0196701+0.0708685j 5.50858e-05-0.0644072j -0.0112327+0.0396339j -0.0140241-0.0860382j -0.0110879+0.0400447j -0.0207936-0.0586481j 0.0493096+0.104793j -0.00608954+0.0561774j 0.00916831+0.0179555j -0.000693014-0.0438106j 0.0175916+0.0599816j -0.0107837-0.0474872j -0.0707539-0.0532182j 0.0354966+0.089403j -0.0307157+0.0904571j 0.073429+0.0232325j -0.0756503+0.00254423j 0.0543227-0.0035014j 0.0418043+0.00846371j -0.052129-0.0815759j -0.0156936+0.042727j 0.100866+0.0697179j -0.0592524+0.0547481j 0.0591377+0.157099j 0.0811983+0.0865033j 0.0344089+0.052461j -0.0756995-0.0990779j 0.0530884+0.0730125j -0.0209985-0.0756005j -0.0130252+0.0251917j 0.0146631-0.008966j 0.0444051+0.0263291j -0.0619578+0.0465471j -0.0345018-0.0157021j -0.0221379-0.046694j 0.0177829+0.00141375j -0.0161305-0.0280529j -0.00980937+0.027356j 0.0237741+0.0180773j -0.0636747-0.0145582j 0.00315544-0.0379582j 0.0177432-0.0487257j -0.043666-0.00941098j 0.0601677-0.103115j -0.0102628-0.0225493j 0.00113558-0.0141014j 0.0366763-0.0302653j -0.0450421+0.00701455j 0.0299468-0.0462837j -0.00807848-0.00262223j 0.0113111-0.0121613j 0.0443295-0.052071j -0.00911988+0.0487461j -0.00987182-0.000929216j 0.0214076+0.05721j 0.00962601+0.0197414j -0.0048891+0.00153454j 0.0307499-0.0189737j 0.0355037-0.0562871j -0.0347767-0.0414544j 
-0.00597706-0.0109333j 0.0323121+0.0272078j -0.0334812+0.0567175j 0.0304168+0.0412431j -0.0752282-0.0203626j 0.0212505+0.0253663j 0.0104537+0.0258494j -0.00275348-0.0696827j -0.0429795-0.0347689j -0.0787208+0.00950462j -0.0555259-0.0649475j -0.0968545+0.0779268j -0.00851479-6.67522e-15j 0.0522637-0.0407498j -0.0840975-0.0201794j 0.114953+0.0093732j -0.069411+0.0458054j -0.114475-0.104421j -0.0703022+0.0375694j 0.0405323-0.019773j -0.0576116+0.0928756j 0.0157678+0.109292j -0.0993442+0.00819533j -0.070726-0.0219333j 0.00342533-0.0932934j -0.0294554+0.0336644j 0.0788609+0.0128547j -0.0349748-0.041197j -0.0383848+0.0577875j -0.050141-0.0780407j 0.00760074-0.0228494j -0.00406762-0.143329j -0.0291727+0.0420687j 0.000196987-0.0510016j 0.0263068+0.0207202j -0.0138916-0.0441139j -0.0446769-0.0387899j -0.00514028+0.0183685j -0.0152721-0.0141248j 0.0268506+0.0983214j -0.00058416-0.032521j -0.152135-0.0174513j -0.0599026+0.057945j -0.0050884-0.0489201j -0.0642214-0.109241j -0.00632-0.00945064j 0.020399-0.0111121j 0.166259-0.0868811j -0.0490516+0.0640626j -0.110171+0.0885587j 0.0061159+0.105288j -0.00485083-0.000785401j 0.0352638-0.0264272j 0.0827987-0.0500766j -0.0408996-0.0145054j -0.00489638-0.0469932j 0.0852832-0.08754j -0.0125593-0.0752582j 0.0292217+0.0292784j -0.0252875+0.0668629j -0.0646997-0.0195798j 0.0250157-0.0526317j -0.0895552+0.050281j 0.0497598-0.0104701j 0.0351767-0.0261224j -0.00258822+0.0065644j 0.0218439+0.0715164j 0.0199513+0.0274587j 0.0281962-0.0338829j 0.0111831+0.0215143j -0.0494638-0.0564267j -0.00850375-0.0763344j -0.0118194-0.020418j 0.0328176+0.0245907j -0.0439745-0.0175565j -0.0182339+0.0661763j -0.0401997-0.0590785j 0.0348153-0.0202636j 0.0107186+0.0347092j -0.00549119-0.0399335j 0.00423998-0.00386011j 0.0329807-0.0601335j -0.0188854+0.0176245j 0.030096+0.0239276j -0.0749187-0.0609555j 0.0571524+0.0345534j 0.0382783-0.0376454j -0.0380304+0.0314832j 0.0397481+0.0324981j -0.00483467+0.0349824j -0.0161455-0.0225551j 0.0486905-0.0190656j 
0.0241377+0.0219812j -0.0238277-0.00230134j 0.0223382+0.0550946j 0.00438811-0.00912312j 0.00379752+0.00615653j -0.0730541+0.0140557j 0.0658212+0.0828099j -0.0303835+0.0491479j 0.0699306-0.0135743j -0.05197-0.0631161j 0.0809555+0.0117013j 0.00666099+0.0907051j 0.0522637+0.0407498j 0.0877848+5.71244e-15j 0.0312245-0.0390338j 0.0379798+0.035531j -0.0535865+0.0373586j 0.0680496-0.0633424j 0.00692983+0.00758952j 0.052283-0.125467j -0.0940551+0.0992913j 0.0542825+0.051787j 0.0444051-0.0405797j -0.0469203-0.0578973j 0.00461666-0.0497095j -0.0907033-0.058397j -0.0179847-0.0324839j -0.00255674+0.0410102j -0.0239626+0.0140455j -0.00431597-0.0213436j 0.00134812-0.0163187j -0.0302531+0.00436181j 0.00405734-0.00844026j -0.0251106-0.0473234j -0.031796+0.0151941j -0.00602325-0.0488937j 0.00160769+0.090685j 0.0826627-0.0070043j 0.0684833+0.059977j -0.0073915+0.0479547j -0.0287459-0.111048j -0.00519012+0.131504j -0.0284774-0.00118245j 0.0162418-0.0803132j -0.0228534+0.082983j 0.00153391-0.125048j 0.0325028-0.0180145j 0.00287738+0.126787j -0.000300607+0.0472045j 0.0284342-0.0436021j -0.0206844+0.136839j 0.0372086+0.0277059j 0.0263527-0.019993j 0.0714057+0.038533j -0.0602255+0.0933937j 0.0305057+0.0240211j 0.0131852+0.0441942j 0.0245947-0.0175841j -0.0148938-0.0215031j 0.0435141+0.0588439j 0.0193887+0.067304j -0.0475877+0.0130105j 0.0172545-0.0743863j 0.0644805+0.0197115j 0.033701-0.120544j -0.0136854+0.013145j -0.0494982+0.0466917j 0.0355493+0.0308094j -0.000726855-0.011606j -0.013968+0.00467614j -0.0040984-0.0125868j 0.00399071-0.0469611j 0.00816585+0.0658367j 0.00663102-0.0129725j 0.0255879-0.0277116j 0.0264483+0.0299357j 0.0167382+0.00372837j -0.064172+0.0711519j -0.0179157-0.0496176j 0.0396934-0.0584602j -0.0224827-2.35417e-05j -0.00230391-0.0962233j 0.000400166+0.0182039j -0.0941878+0.0172154j -0.0390107-0.0259887j 0.00693355+0.0272044j 0.0111463-0.00809118j -0.0146547-0.0373852j -0.0231236-0.0150296j 0.0122212-0.00288178j -0.00403113+0.00733446j -0.0127809+0.0129367j 
0.0114841-0.0167467j 0.00469473-0.0486156j 0.0060059-0.0873313j 0.0332556+0.00135458j -0.0414618+0.0638002j -0.0339312-0.0130741j 0.020564-0.0471476j -0.0314192+0.0214726j 0.0429537+0.0756515j 0.0123079-0.103471j -0.0810874+0.0693913j -0.0460056+0.0283405j -0.0840975+0.0201794j 0.0312245+0.0390338j -0.00563771+1.46567e-14j -0.0319546-0.00954751j 0.176447-0.0306461j -0.0608204+0.0372527j 0.0616437-0.0455002j -0.0861471-0.0982125j 0.0676369-0.0229186j -0.0210131-0.023871j 0.0151306-0.0741401j -0.0465072-0.0663052j 0.034069+0.0201405j 0.0117756-0.0519072j -0.0657574+0.0412508j -0.0219938+0.0705897j 0.02775-0.0373982j -0.00600755-0.0256176j 0.0335702-0.0315542j -0.00321271+0.0525015j 0.0205641+0.00728822j -0.0694613+0.0724021j -0.0693582-0.000406007j -0.0345978+0.105729j 0.00402723+0.0109183j 0.0394708+0.0709708j 0.0591695+0.0130928j -0.0234436+0.0346526j 0.00506363-0.0227795j 0.0210833+0.00817844j 0.0537717-0.0490751j 0.0234368+0.0259888j 0.035608+0.000701342j -0.0207466-0.0591307j 0.000498933-0.0314984j -0.0555226-0.124025j -0.0127339+0.0272997j 0.099941-0.133127j 0.0464161+0.0106286j 0.0106528+0.0744663j -0.00340223-0.00728025j 0.0405611-0.116182j -0.027674+0.0445444j 0.00486434-0.0482134j -0.00250137-0.0960058j 0.0319249-0.139052j 0.00102158+0.0875688j 0.0322768-0.0261987j 0.0501712+0.0346539j -0.0297002+0.0117376j 0.0706628+0.00974598j 0.0148685-0.0633409j 0.0454449+0.0408509j -0.00876229-0.016304j -0.0284926+0.019262j -0.0170719-0.00823829j 0.00178303+0.0217695j -0.0345826+0.010599j 0.0238417-0.00360549j 0.0232143-0.0114766j 0.0417622+0.00462151j -0.0254341-0.0185635j -0.00123133+0.003178j 0.0386687-0.0182215j 0.0228515+0.0405718j -0.0483507+0.0380762j -0.0277173-0.000345739j -0.00047827-0.00117057j 0.0210911+0.00356482j -0.0133388+0.0501636j -0.0166273+0.00852389j -0.01485+0.0186344j 0.0480599+0.0631144j 0.0152155-0.0701002j -0.00448371+0.0142729j -0.0342365-0.024807j -0.00881089+0.00901056j 0.00480656-0.0435071j -0.00824612+0.0347481j -0.0161831-0.00871642j 
-0.0287426+0.00452495j 0.00302494+0.00444194j -0.0446489-0.193095j 0.0352228+0.0557379j -0.0844224+0.0671726j 0.00682159-0.0467032j 0.0591941+0.111116j 0.0513387-0.0274929j 0.0685997-0.00663611j 0.0435282-0.203736j -0.0767469-0.110614j -0.152146-0.00745195j 0.114953-0.0093732j 0.0379798-0.035531j -0.0319546+0.00954751j 0.179961-1.11161e-14j 0.0538755-0.125727j -0.131384-0.0195128j -0.0662909-0.177936j -0.068692-0.0228696j -0.0410804+0.006579j -0.0682548-0.0585244j 0.034465-0.0351579j -0.0365309+0.0774445j 0.129843-0.171579j 0.0201185-0.0212819j 0.0437909+0.0185609j 0.00497548+0.0316898j -0.073154-0.00984154j -0.0569878-0.0267615j -0.0150566+0.111013j 0.00711123+0.00466223j 0.0530035+0.0427933j 0.092863+0.00927038j -0.00683761-0.0522898j -0.0115842+0.0273131j -0.0202007+0.0285422j 0.0584811+0.0376708j 0.0706212+0.00997326j 0.0388288-0.00516905j -0.0162458+0.0926939j 0.0605048+0.0437026j 0.0358477+0.0677048j -0.00851471-0.0487421j -0.000894879-0.0075331j -0.0170625+0.065528j 0.0251879+0.00382515j -0.0533677-0.00387736j -0.0935314-0.0354967j 0.0865616+0.0211902j -0.034137-0.102817j 0.0342221-0.00705208j -0.0072282+0.0717545j 0.0475726-0.0373924j -0.0678075+0.0802872j -0.00175184-0.0259206j 0.00171596-0.00286417j 0.0309808+0.0606749j -0.0279596+0.0548602j 0.0230269-0.0533666j 0.00833101+0.0628051j 0.12103+0.0102047j -0.0605594+0.0254145j -0.0466612-0.0624027j -0.0603642+0.0183225j 0.0126852+0.0235056j 0.0211968+0.0239972j 0.00506706-0.0195494j 0.0227182+0.0119535j -0.0148167-0.00282782j -0.0397391+0.0121585j -0.00762025+0.00772934j -0.0286174-0.0312573j -0.00281925-0.0915742j 0.0147859+0.0664436j 0.0377383-0.150983j 0.00874692-0.00126278j 0.0482303-0.0477791j 0.0130084-0.0898269j -0.0189937+0.054727j -0.0169369+0.0623641j 0.0047562-0.00536297j 0.00941564+0.00601068j 0.000380934+0.0473098j 0.0250275-0.0509613j 0.000152462+0.0356255j 0.0142279+0.0180769j 0.0216986+0.00245699j -0.01564-0.0170338j -0.0301158-0.00911332j 0.0211669+0.0171774j 0.0283284-0.0105904j 
0.00464654+0.0169417j -0.00239446+0.00901413j 0.00317571+0.0228385j 0.0190632+0.022897j 0.00920207+0.0597912j -0.03933-0.0155573j -0.0315059-0.0219854j -0.0759215-0.0507878j 0.112856-0.109878j -0.077221-0.0155844j -0.0946944-0.00867809j -0.0684342+0.072409j -0.069411-0.0458054j -0.0535865-0.0373586j 0.176447+0.0306461j 0.0538755+0.125727j 0.132982-6.87644e-15j -0.0348289-0.0439698j -1.63847e-05+0.097329j 0.0269668-0.00134376j 0.067844+0.0318781j -0.0676922-0.00715409j 0.0336188-0.0749254j -0.0321107-0.0573195j -0.0689117+0.0873292j 0.0199504-0.0183426j -0.0774617+0.0566485j 0.04589+0.0400192j -0.00340934+0.0999519j 0.0664698-0.0750071j -0.012798+0.0591757j 0.0701544-0.03818j -0.00675356-0.0318577j 0.0464848-0.0204053j 0.0882633+0.00733142j 0.0943896+0.0244508j 0.121128-0.09254j -0.0590921+0.0608753j -0.0112199+0.0233643j 0.00686015-0.0176813j -0.0160399+0.00532684j 0.118234-0.0256919j -0.0256251-0.140601j -0.0544637+0.0183652j -0.0246617+0.0464315j 0.0729788-0.100183j 0.00367652-0.116501j -0.085258+0.0202319j -0.00154413-0.0418201j -0.0181884+0.102411j -0.0548198+0.00396069j 0.0257352-0.0488282j -0.0182396+0.0289535j 0.0799836-0.0863953j 0.0344982-0.0395143j 0.0540855-0.00332959j -0.025816-0.0667515j -0.0386037+0.0903669j -0.0239768-0.146941j 0.0123049-0.0108908j 0.0120411+0.00665438j -0.0540309-0.0702734j -0.00331716+0.00512502j 0.00981797+0.0436273j 0.0203675+0.0253733j 0.0413643+0.00673816j 0.0851751-0.0222365j -0.00450452+0.00815005j 0.00680566-0.00194132j -0.0464514-0.0162833j -0.0148438+0.023767j -0.00200898+0.00308444j 0.0285877-0.11057j 0.00207931+0.0154643j 0.0531487+0.0399186j 0.0962721-0.0812086j 0.0702998-0.0268849j -0.000216748+0.0458791j 0.0312364+0.0200751j -0.0103553+0.00569385j 0.0658781-0.0601738j -0.00631333+0.0380827j -0.0142486+0.0155078j 0.0486064+0.00534885j 0.0120247+0.0386059j -0.0168461+0.036978j 0.0270894-0.040782j 0.00721943+0.0241343j -0.0166656-0.0323464j 0.0252609+0.0159125j -0.0316499-0.0485509j -0.0509278+0.019714j 
0.011781+0.0105205j -0.0158067-0.0142899j -0.0149028+0.0581975j 0.0177845+0.0755752j -0.024944-0.00971821j -0.0389677-0.00417113j -0.00167557-0.0312743j -0.0584417-0.0406289j 0.0174114+0.0945452j 0.119016+0.211539j 0.0456391-0.149948j -0.0187193-0.0210628j -0.114475+0.104421j 0.0680496+0.0633424j -0.0608204-0.0372527j -0.131384+0.0195128j -0.0348289+0.0439698j -0.129791+9.49935e-15j 0.033621-0.0912862j -0.0113563+0.114625j 0.0845598+0.00350844j 0.0998946-0.0256661j 0.0657827+0.0422068j -0.0506761-0.101424j -0.0626345-0.115529j -0.0325363-0.00303311j -0.0440068+0.032404j -0.0579964-0.0332765j 0.0460104+0.00286344j 0.00548728+0.0760523j -0.024861-0.0610049j -0.0374533+0.0542719j 0.0376196+0.0443272j -0.00285437+0.0347529j -0.0527465-0.0429189j -0.0588853+0.171263j -0.00352824-0.0439579j 0.0423663+0.0771746j 0.0210426-0.150165j 0.01571-0.0545657j -0.0356645-0.0317371j -0.0864942+0.0711406j -0.000779636+0.0350933j -0.00912828-0.0104466j 0.0733485-0.137666j 0.0124961+0.0929917j 0.00735887-0.0526193j -0.0245994-0.00298352j -0.0760383+0.0670596j -0.0454184+0.0301955j -0.0791594-0.1895j -0.0313625-0.119005j 0.0195283+0.12633j 0.0254443+0.0129146j -0.00825756+0.0198738j 0.0194322+0.0369442j 0.0330309-0.00847491j 0.018618-0.0224013j 0.0525405-0.0861852j 0.0573292+0.0329814j 0.0304272-0.00455579j -0.0323734-0.0418392j 0.0658452+0.0083238j 0.0134445+0.135457j 0.0785656-0.0550998j -0.0105579+0.0460743j -0.0124827+0.0834603j 0.0511033+0.00952692j -0.0377387+0.061485j 0.0252381+0.0230643j -0.0363525-0.0238103j 0.0353649-0.0371046j -0.0395853-0.0151914j -0.0480351-0.0543228j -0.0377161+0.0783772j -0.085277-0.0949989j -0.0361296+0.0655029j 0.0285386+0.0617253j -0.00760999-0.028798j 0.0191441-0.0164457j -0.0248415-0.0384952j 0.0408188-0.0406555j 0.0286238-0.0154166j 0.0226392-0.0169448j -0.016523-0.0329128j -0.0228655+0.0351259j -0.00626613-0.0590506j -0.0359313-0.0426128j -0.0330173-0.0213623j -0.00843552+0.00187089j -0.0824689-0.00691497j -0.012905+0.0872822j 
0.011126+0.0231557j -0.00594019+0.0440895j -0.0294003-0.0180249j -0.0458508-0.0658258j 0.0242214-0.0466509j 0.013815-0.0554038j -0.0393756+0.175282j -0.0390722-0.0445253j 0.067358-0.0209352j 0.186124+0.0669927j -0.000684314-0.107521j -0.161507-0.123048j -0.0703022-0.0375694j 0.00692983-0.00758952j 0.0616437+0.0455002j -0.0662909+0.177936j -1.63847e-05-0.097329j 0.033621+0.0912862j 0.0404149+2.1233e-15j -0.0689312+0.0112379j -0.0857376-0.125284j -0.00923656+0.104406j 0.085108-0.0181729j 0.00441309-0.0084623j 0.0115452-0.0748454j 0.044902-0.133722j -0.00150753-0.0812527j -0.0661188-0.0708915j 0.00216475-0.0742279j 0.0170872-0.0639233j -0.00663178-0.0304846j 0.0771004-0.0846628j 0.00603019+0.00721236j 0.00467666-0.0893652j 0.0350845-0.0328554j 0.0582479-0.0874939j 0.0447401-0.0153678j 0.0438259-0.0086051j 0.0262866+0.0673188j 0.0104719+0.0120298j -0.00496473-0.0263336j 0.0619169-0.0895761j -0.0674271+0.0663965j -0.00744711-0.0550978j -0.061784+0.0582354j 0.024971+0.0567462j -0.00232517+0.0486634j 0.0089373-0.0496642j 0.0337231+0.0260857j -0.0361243+0.0616976j -0.0439964+0.113133j 0.099656-0.00396201j 0.0140659-0.075324j -0.0107273+0.0431573j -0.0451632-0.0258051j 0.00684966+0.0107621j -0.0183173-0.00709296j -0.0435111-0.0541846j -0.0171665+0.0276465j 0.00237397+0.0139517j 0.0621421+0.0529035j -0.0239175+0.012902j -0.0146644-0.00213553j 0.0170637-0.0116075j 0.0105855-0.0729706j 0.0189914-0.0131514j -0.0206387+0.0519021j -0.0116539+0.0478193j 0.0285836-0.0205776j -0.0365479-0.00190035j 0.0125459-0.0066107j -0.0144918+0.0177482j 0.0164748+0.06474j 0.0478446-0.0601984j 0.0646823-0.00383077j 0.0397316-0.088737j 0.0354336-0.0017724j -0.0785925+0.0341722j -0.0167052-0.0491907j 0.0291078-0.0169561j -0.0104294+0.0104799j -0.0195703-0.0687643j -0.00389289-0.00458071j -0.0947844+0.0267324j -0.040838-0.0395251j 0.00111221+0.0188142j 0.00446798+0.00233692j 0.0198681-0.0274349j -0.00255843-0.0150707j 0.0145259-0.0049607j 0.0409067+0.0200689j 0.0276598-0.0214686j 
0.0219471-0.0162762j -0.0213407-0.0173628j -0.00201256+0.0702185j 0.054225+0.0387113j -0.0501512+0.045008j -0.00709021-0.0868229j 0.0145857-0.0887219j -0.00535704-0.0447384j 0.103053-0.0181616j -0.0679692+0.124585j 0.000369463-0.0697082j -0.0187048+0.031777j 0.0405323+0.019773j 0.052283+0.125467j -0.0861471+0.0982125j -0.068692+0.0228696j 0.0269668+0.00134376j -0.0113563-0.114625j -0.0689312-0.0112379j 0.0226921-1.06859e-15j 0.0391537+0.145487j -0.0820689-0.0449654j 0.0283564+0.074382j 0.0255117-0.0482617j -0.0227658+0.0907271j 0.0828636+0.0546033j -0.0390017-0.0621609j -0.00892759-0.0475669j -0.0571227+0.0751096j 0.0557297-0.0183255j 0.0333543-0.0557526j 0.00325396+0.0544199j 0.0495663-0.00950422j 0.0317059+0.0654314j 0.0175873+0.110869j 0.0549566+0.0579976j 0.0102902+0.000168806j 0.0150739-0.00625542j 0.0142083-0.088096j -0.035424+0.130873j 0.072051-0.0416989j -0.0573641+0.0341853j -0.0895372+0.0346923j 0.0224449-0.041526j 0.0277806-0.0547941j 0.00922676+0.0707029j 0.0341455+0.00753684j -0.0813494-0.164113j 0.0371192-0.0147847j -0.0305515-0.0234541j -0.0212615+0.0138394j 0.0508299-0.0389724j 0.010908-0.07256j 0.016512-0.154456j -0.0331182+0.0451089j -0.0560137+0.0349107j 0.0122564-0.0424975j -0.0535151-0.0835977j 0.0856338+0.0998565j 0.0254162+0.0548075j -0.0255257-0.0200407j -0.013224+0.0701018j 0.0350836-0.0382532j -0.00532228-0.104321j 0.0710163+0.0944906j 0.0257423-0.0387189j 0.00583611+0.0156524j -0.0316798-0.0678301j 0.0441464-0.00330556j 0.0212266+0.0159211j 0.0519236-0.00406438j 0.00647261-0.00300216j 0.00607932+0.0164778j -0.0383528-0.0312487j -0.0777003+0.016508j -0.0761843-0.0622687j -0.0788374+0.00915261j -0.0543028-0.0359412j -0.0415646-0.0524492j 0.00884256+0.0232174j 0.0216918+0.0286732j 0.00213818+0.0353479j 0.000106694+0.00445718j 0.00116124+0.0083303j -0.0120017+0.0442882j 0.0535186-0.0759049j -0.00881078+0.0722331j -0.0231777-0.00714408j 0.0189599+0.0404676j 0.00632412-0.0107271j 0.0356961+0.0105753j -0.0025364-0.0567409j 
-0.0557627-0.036674j -0.0180779+0.0680823j 0.0846676+0.0466302j -0.017323+0.000329835j 0.00443078+0.111763j 0.0294415-0.0339931j -0.114354-0.0620637j -0.0347812+0.0456128j -0.0245001-0.12034j -0.187608+0.0317805j -0.0471686+0.0528748j 0.000260613+0.0798292j -0.0576116-0.0928756j -0.0940551-0.0992913j 0.0676369+0.0229186j -0.0410804-0.006579j 0.067844-0.0318781j 0.0845598-0.00350844j -0.0857376+0.125284j 0.0391537-0.145487j -0.0117298-4.47559e-16j 0.00335384+0.00998622j -0.040434-0.149914j -0.0145148-0.0246199j -0.00313883-0.032806j -0.0175725-0.100205j 0.0336367+0.0547432j -0.040662-0.0208199j -0.00215862+0.0200794j -0.0107663+0.0350475j -0.0271888-0.0587724j 0.00524863+0.044582j 0.0140096+0.0191426j -0.020623-0.0128734j 0.0362052-0.0246448j -0.0245578+0.0441683j -0.00727817-0.0148523j 0.0111683+0.0365339j -0.0225668-0.0496648j 0.0554454-0.11253j -0.0113142+0.0599088j 0.0476223+0.0270665j -0.0765276+0.00198108j 0.00481392-0.0712772j -0.0371376+0.00269929j -0.0688504-0.0183476j -0.0147658-0.109504j -0.0304434-0.105901j 0.0479171-0.105199j 0.00820264+0.0276316j 0.0476382-0.0884759j 0.112706-0.0500286j -0.00285287+0.101632j -0.0377352+0.0542616j -0.0888048+0.0404156j -0.0464464+0.0302096j -0.0696458-0.0196257j -0.0768431-0.0602981j -0.0182945+0.0289708j 0.00522386-0.0126098j 0.077565+0.119039j -0.0178026-0.0671251j -0.0146771+0.0611148j 0.0269093+0.043466j 0.00242173-0.10002j 0.011697+0.0211012j 0.00812835+0.0382831j 0.00404516+0.0349078j -0.00335369+0.0136428j 0.0101675+0.0399687j -0.010523-0.0474485j -0.0193182-0.0101526j -0.0269473+0.0437544j 0.0692331-0.0120067j -0.0247999-0.0532532j 0.0464757+0.0054158j -0.0255472-0.0048375j -0.0765663+0.0544987j -0.00168815-0.0443713j -0.00528883-0.0231322j -0.0248467+0.0474594j 0.0126436-0.100142j -0.00325196+0.0246149j -0.0717637+0.0724887j -0.0410405-0.066849j 0.0215145+0.00949784j 0.015828-0.00763251j 0.0120378-0.033893j -0.00344007-0.0190948j -0.00652104-0.00581473j 0.029074+0.037256j 0.0505149-0.00489935j 
