0.173695-0.0669169j -0.0394057-0.153851j 0.163926+0.301019j -0.140932+0.0940363j -0.370454+0.0965261j -0.186491-0.0236396j -0.000529845+0.148501j -0.0921789-0.0540187j 0.032342+0.0152411j -0.075224-0.334063j -0.0260646-0.0477956j -0.199633+0.0144928j 0.048463+0.101832j -0.0469326-0.265415j 0.30498-0.136354j 0.091018-0.282206j 0.22689+0.0793049j 0.140376-0.0342357j 0.0110396+0.149562j -0.0524313-0.024486j 0.042139+0.0606177j -0.042996+0.0319807j 0.0454944+0.0348381j 0.00259368-0.0208025j -0.00277306-0.0301994j 0.0469902-0.0186047j -0.0106202+0.0253905j 0.0342924-0.0255289j 0.0236533-0.0109285j -0.0536002-0.00397901j -0.0140135+0.0132561j -0.0249355-0.0145291j 0.0206195-0.00532206j -0.0023024-0.034941j -0.0194284-0.0318069j -0.0334117+0.00555207j -0.0188406+0.0474163j -0.0282447-0.0481302j 0.0621466+0.00152348j -0.0201096+0.0449277j -0.0431897-0.0236817j -0.00244138-0.00391983j 0.00252919-0.00126258j -0.0415948+0.0517014j 0.0119742-0.0232786j 0.0446931+0.0339127j 0.0147758-0.0124447j 0.0395101+0.00918003j -0.000944641-0.0108994j 0.0150959-0.0124032j 0.00124487+0.0124011j 0.0209422+0.0148001j 0.00655099-0.0167922j 0.0062562+0.00606606j 0.00844701+0.0139538j -0.00562435+0.00996333j 0.0155992+0.0191514j -0.0086551-0.0113584j 0.00656933-0.0205703j 0.00100627-0.0221579j -0.00203582+0.0227925j -0.0230469-0.0163898j 0.00590115-0.0156158j 0.0125764-0.0176136j 0.0087789+0.00784803j 0.0080147+0.0047364j -0.0102921-0.000710739j 0.0189436+0.0106089j 0.00824617+0.00403788j -0.0181362-0.00415808j -0.0155775+0.0153415j 0.009422+0.000678544j 0.0134012+0.00411021j -0.0025848+0.0127338j -0.025887-0.00289172j 0.0109765+0.00168415j 0.0150613-0.0132721j -0.00346912-0.00212467j -0.00793917+0.0043361j -0.00031777+0.0185983j 0.000826679+0.00263866j 0.00604374-0.0012888j -0.0040615-0.00447487j 0.0146018-0.0087262j 0.0108459-0.00826434j 0.0102898-0.0180969j -0.0234397-0.018915j -0.00624623-0.0132083j -0.0192278+0.00409292j -0.0049205+0.00907464j -0.0151013-0.0282478j -0.0185131-0.00851869j 0.00472412-0.018246j -0.0127293-0.000959402j 0.0143037+0.0277267j -0.0164265+0.01712j 0.0171347+0.0202933j 
-0.0228484+0.0128953j 0.0138768+0.0270228j -0.0138561-0.00469142j -0.000117066-0.0142257j -0.00672153-0.0220652j 0.0348253-0.0139941j -0.00761698+0.00416815j 0.000473514+0.0249458j -0.00835471+0.0124j -0.0163556+0.00251429j 0.0167802-0.0123481j 0.00552467+0.0285098j -0.0219375+0.0168796j 0.0099653-0.00302625j -0.00827022+0.0149512j 0.014107-0.0161466j 0.0185089+0.0103796j 0.0254083-0.0345582j 0.0184871+0.0554951j -0.0759142-0.076416j 0.0627539+0.0738052j -0.110352+0.0753424j -0.0641613-0.00314357j 0.0226843+0.0646999j -0.00181305+0.0263997j 0.0263827+0.00921541j 0.00192416-0.0416173j -0.0155079+0.0215732j -0.00559455-0.0136478j 0.0270358+0.0331083j 0.0414838-0.0113703j 0.00230147+0.058139j 0.0437029+0.00393521j -0.0382089+0.0226515j 0.0223308-0.0207916j -0.00255033+0.0468074j 0.0388828+0.0112253j -0.00607774+0.0354406j 0.0119204+0.00255044j 0.0119296+0.0219751j -0.0167912+0.00464132j 0.0582448-0.0289211j -0.0987213-0.0426064j 0.0706448-0.0741905j 0.074769-0.188526j 0.0910888-0.0560506j 0.032684+0.102398j -0.256245-0.0444426j -0.0343207+0.0607992j 0.037412+0.0538919j 0.128542+0.178417j 0.119725-0.113752j -0.196545-0.0202082j 0.018551+0.0165318j -0.00274222-0.0130575j -0.108654+0.107132j 0.0477967-0.0503711j -0.0624694-0.0123365j 0.0384385-0.0630088j -0.0329363+0.0347428j -0.0472206+0.0452288j -0.00855278+0.0449897j 0.0926003-0.0189414j 0.0431012+0.0240629j 0.0555675-0.013706j 0.00970015-0.104968j 0.049959-0.00492112j -0.00840301+0.119575j 0.0240667-0.0920496j -0.0131826-0.0911056j 0.0488295+0.107372j 0.0360726-0.040376j -0.0131654-0.0671225j 0.0655777-0.0260992j 0.059962-0.0352518j 0.00341887+0.120273j 0.0079339+0.0892207j 0.0550277-0.0116612j -0.123689+0.0609592j -0.152092+0.0448919j -0.05986-0.0521052j -0.0721935+0.0504524j -0.00669506-0.253707j 0.00828677+0.0153927j -0.0690576-0.0975988j 0.0463054+0.0704722j -0.134795-0.0953437j 0.115971+0.0629052j 0.157896+0.249021j -0.276787+0.0817375j -0.115012+0.157989j 0.0314046-0.0035323j 0.000845691+0.0361699j 0.0528845-0.0697345j -0.0273769-0.0709508j -0.000533863-0.0330011j -0.0303792-0.00047986j 
0.000157755+0.0319545j 0.0356505-0.0034726j -0.0100664+0.00781435j 0.00476294+0.0210147j -0.0119996+0.0030462j -0.00349652-0.0519265j -0.0396083+0.0209316j 0.0230169+0.0168669j 0.0220807+0.00807913j -0.0180546+0.0229299j 0.0242773-0.0205323j 0.0109762+0.0428535j -0.00237031+0.0213725j -0.0148678-0.00388929j 0.00668864-0.00206781j -0.00743876-0.00914293j 0.00926786-0.017889j -0.046999+0.0109731j -0.0276465-0.0412838j 0.0440143+0.0110311j -0.0278397-0.0478839j 0.0545691-0.0234103j 0.0759093-0.0414701j 0.0221363-0.0417114j -0.0375627-0.015299j -0.0285759-0.0221156j -0.043375+0.00762455j 0.024071-0.0285033j 0.00427862+0.0217216j -0.0325479-0.0246483j 0.0124967+0.00264174j -0.0182836-0.0262951j -0.0112985+0.0285799j 0.0177934-0.0399785j -0.00720567+0.00457918j 0.0157366+0.00363986j 0.0312856-0.0206355j 0.0105643+0.0504373j -0.0294032-0.00410886j 0.0463559+0.0272371j -0.0277935+0.0650681j -0.053148+0.0642262j 0.0761007+0.0489003j 0.0682819+0.0745488j -0.0952817+0.0817066j -0.0649661-0.0762618j 0.00168248-0.0684202j 0.188395-0.0165369j -0.112268+0.140268j 0.0598045+0.0225853j 0.199117-0.0122434j 0.130714-0.0241486j -0.0819455-0.191787j 0.0938953+0.167495j -0.0898631+0.0674746j -0.108143+0.101993j 0.0477137+0.0706499j 0.0518862+0.0388035j 0.040421+0.00533852j 0.101508-0.0384936j -0.0589123+0.0486188j 0.056533+0.0106788j 0.106885-0.116655j 0.0979603+0.0786683j 0.0993491-0.0132248j 0.0223146+0.124288j 0.0682457+0.103698j -0.0327578-0.0222243j 0.0378394-0.21757j -0.0474815-0.0951799j 0.00330081-0.102086j -0.0799232+0.0793853j 0.102688+0.0170211j -0.00557457-0.0702559j 0.10833-0.127314j -0.00482595+0.0268303j -0.0618997+0.0154432j -0.0315323+0.235551j -0.0454008-0.0571962j -0.152424-0.0641321j 0.0697057-0.0288944j -0.149424-0.018576j -0.073992-0.267145j 0.26923-0.019556j 0.139567-0.0424903j -0.0418733-0.0973849j 0.0541099-0.0304537j 0.0525359-0.0031186j 0.0225812-0.143386j 0.110064+0.0521276j 0.0375288-0.0589607j -0.0281324-0.0195026j 0.0173308-0.0270263j -0.0275423+0.0252038j 0.0158028+0.0430889j -0.0166021+0.0194805j 0.0193584+0.0197499j 
-0.00379499+0.0232187j 0.0282042+0.0130798j -0.0143133-0.0265435j 0.0130104+0.0175568j -0.012259+0.0207841j 0.0117202+0.0397803j -0.00250662+0.0112979j -0.0377817-0.0406669j 0.00486096-0.0270835j 0.00532248+0.0128678j -0.000217486+0.0116765j -0.00732241-0.0162567j -0.00704414-0.0232637j 0.0183613-0.021781j 0.00340998+0.00795824j -0.00326927-0.0278354j 0.035405-0.0146153j -0.0298186-0.00292538j -0.0352628-0.0015761j -0.0125916-0.0565266j 0.0183918+0.0190172j -0.0476591+0.0310649j 0.0257837-0.0496884j 0.0383122+0.0199193j -0.0375682-0.00338603j 0.00103176-0.00552516j -0.0211379-0.0332808j 0.0114873-0.0250777j 0.00244646+0.021345j 0.0219338+0.00871149j 0.0405056-0.0211221j 0.0108664+0.00882268j 0.0454712+0.00881698j 0.0194114+0.00911516j 0.0143123-0.0475166j 0.032614+0.0347534j 0.0725043-0.0592944j 0.0462122+0.0927082j -0.0273979+0.0203231j 0.0504387-0.0224693j 0.0139215+0.0338566j 0.00782539+0.0801619j 0.0199468-0.00915655j -0.0402511+0.0383954j 0.0458358-0.0795739j 0.0572964+0.108446j 0.0309685+0.0355104j -0.0697176+0.00163159j 0.0559192+0.0851792j 0.0961468+0.0769298j -0.10382+0.0811205j -0.0940887+0.101743j 0.106535+0.0442702j -0.0185315-0.0345313j -0.0763213+0.0818796j 0.0925864-0.0746872j 0.0840142-0.014617j -0.0173614+0.155224j -0.0169609+0.201985j 0.0184988-0.10258j -0.0552521-0.00112877j 0.177936+0.0317071j 0.185883-0.0243644j 0.105221-0.131903j 0.071458-0.0971388j -0.00742141+0.0698082j 0.0325115+0.0285321j 0.0706162-0.308179j 0.0128748-0.0728232j 0.0672995-0.0889826j -0.01273+0.133788j -0.203752+0.0247654j 0.0238894+0.151281j -0.0389469+0.0862427j -0.208824-0.00551002j 0.0473502+0.0250416j -0.0722785-0.0267193j -0.0574434+0.193415j -0.0754637-0.0539551j 0.142023+0.298778j 0.229981-0.113018j -0.00855923+0.0786568j -0.0129161+0.0581995j -0.0539259+0.0932182j -0.112388-0.0236675j -0.0690441+0.0463224j 0.0163099+0.0472081j 0.00773537+0.0647681j 0.0420078+0.0445272j -0.0234816+0.00328471j -0.0533601-0.00339281j 0.000808066-0.0158218j 0.0148828+0.00290387j 0.024088+0.00919521j 0.0201695-0.0275881j -0.00888792-0.0139333j -0.0131992+0.00862416j 
0.0312524-0.0172844j -0.00608409-0.046536j -0.0291477+0.00691834j 0.0452602+0.00214333j -0.00170918+0.0277434j 0.0138926-0.00698836j -0.0337596+0.0223462j -0.0104464-0.00759135j -0.00428087-0.0191846j 0.00369575+0.0118281j 0.0338046-0.0204507j -0.00550686-0.0105493j 0.0127311-0.0183027j -0.0229907+0.00725603j -0.0150201-0.0144888j 0.0139777+0.041386j -0.0509857+0.00634195j 0.0629285-0.0131978j 0.0469415+0.0413254j 0.0254909+0.0440771j -0.0129492+0.00704231j 0.0195448-0.0117884j -0.042448+0.0923556j -0.046127+0.00303602j 0.0856273-0.017553j 0.00418843+0.0011641j 0.0472661+0.0245216j 0.00747754+0.0545378j 0.000755089-0.033233j -0.0157666+0.00117498j -0.00523591+0.0186549j 0.00702421+0.00187092j -0.0279106+0.013539j -0.01999+0.0191606j -0.00263631+0.0355191j -0.0439759+0.000742485j -0.0061508+0.0898597j -0.0807873-0.0130573j 0.00101434-0.0433559j 0.0393233-0.0878967j 0.069899+0.10688j -0.0352977-0.0681266j -0.0344017+0.0156779j 0.0171444+0.101105j 0.0166365-0.0224073j 0.069422-0.00341334j -0.0579004-0.0216835j 0.0337984+0.0914943j 0.203204+0.0127526j -0.00923998+0.103996j 0.0544797+0.0693417j 0.00293521+0.012493j -0.107129-0.0485863j -0.0149374-0.0966703j -0.0464507-0.0652083j -0.0285776-0.00414211j -0.057823+0.0231108j 0.245105-0.101152j -0.0868829+0.0378993j 0.181625-0.161253j -0.032095-0.100316j 0.0257896+0.0703329j -0.00668061+0.144873j -0.0552962-0.174443j 0.155755+0.000112653j 0.0454421+0.141407j -0.0747718+0.00824176j 0.106356+0.057948j -0.00728758-0.090909j -0.00789355-0.150321j 0.0124432+0.112852j -0.109858+0.114849j -0.0368925+0.355227j 0.0617021-0.0683902j -0.113733-0.202191j -0.138799-0.0333719j -0.0732198-8.92119e-05j 0.0654244-0.0776125j -0.0820011+0.0447492j 0.048357-0.118614j -0.280103-0.00866273j -0.0694282+0.00567658j 0.0247992+0.00869264j -0.00882489-0.137052j -0.0210325+0.0169541j -0.0065159+0.0302376j 0.0275308+0.0567792j -0.05402-0.0199562j 0.0264955+0.0353913j -0.0217135+0.00494905j 0.0313523-0.0135915j 0.0181296+0.00241524j 0.00179746+0.0131663j 0.00938956+0.0105651j -0.0131953+0.00329598j 0.0176257-0.000751631j -0.00265318-0.0162483j 
0.0137046+0.0274263j 0.0270761-0.0322621j -0.00685813+0.0110994j -0.00945248-0.019004j -0.000622287+0.0034577j 0.00197359-0.0109114j 0.0263233-0.00337763j -0.0146177+0.00494431j 0.0163748-0.000478817j -0.00105965+0.0143305j -0.015781+0.00275746j -0.00421634-0.00411313j -0.00230361+0.0316597j -0.00130009-0.015858j 0.00573238-0.00186365j -0.0249809+0.027565j -0.0206125-0.0164682j 0.0249826-0.0442828j 0.0363704-0.0328599j 0.0443292-0.0349812j -0.0226059-0.00885754j -0.0139368-0.0153739j 0.0454932+0.00404472j 0.0415857+0.0151874j 0.0972121+0.0415466j 0.011943-0.0918991j 0.0345547-0.0136466j -0.0281109-0.0705591j 0.022796-0.00459819j 0.0311723-0.0217205j 0.055544-0.00776448j -0.037278-0.00883869j -0.0266469-0.00786074j -0.0210131+0.0128086j -0.0293218-0.0496789j -0.0119054-0.00628487j 0.0109997+0.0115654j -0.0202195-0.0654008j 0.0382813+0.0283176j -0.0622315-0.0334168j 0.0368647+0.0293068j -0.154094+0.0335506j 0.0175139-0.0330607j 0.0520823-0.0397943j 0.0800831-0.0238582j -0.0605852+0.00730139j -0.0106796-0.0321854j 0.0255634-0.00352757j -0.097474-0.0107382j 0.0731684+0.0583226j -0.0293486+0.0662528j 0.0378144-0.013099j 0.0309615+0.0507161j 0.0588882-0.00599147j -0.00353598+0.00535014j 0.010184-0.00811018j -0.137054-0.142807j -0.0325383+0.140106j 0.076848-0.172236j 0.0918652-0.125293j 0.0113223+0.083367j 0.0691875-0.0401014j -0.0231447+0.0255401j -0.173689+0.0402309j 0.0360797+0.0492289j 0.073945-0.0220913j -0.0133409+0.0685654j 0.12591-0.0407754j 0.110543-0.00959831j 0.0753713+0.0910552j 0.0401168-0.0170197j 0.0176103+0.0275729j 0.0428992-0.0178014j 0.00144511+0.0917586j 0.0280503-0.0805695j 0.0836968+0.0653459j 0.144216+0.0412913j 0.0162534-0.0603331j -0.00814857-0.115319j 0.0054113-0.122477j -0.0278865-0.093398j -0.0222972+0.0495665j -0.0204177+0.0518035j -0.0428678-0.0236003j 0.0019719-0.0182323j 0.042154-0.0249303j -0.0660764+0.0276645j 0.0789137-0.0504871j 0.018715-0.107824j 0.144479-0.0760142j -0.170077+0.161052j 0.016849+0.0267017j -0.0148882+0.0306235j -0.0339774+0.0274274j 0.0318566-0.0809764j -0.0339847-0.105438j -0.085103+0.0270171j 
-0.0304113+0.0479539j 0.0154162+0.0229571j -0.0141443-0.0128796j 0.00177414-0.0406448j -0.0193048-0.00861694j 0.0126537+0.0132625j 0.00401349+0.0313113j 0.00312321-0.00842762j -0.000731205+0.0140018j -0.00098199-0.00250747j -0.00598568-0.00323234j 0.00806026+0.0109406j -0.0161392-0.00552406j 0.0172926-0.00374227j 0.01068+0.00211761j -0.0250014-0.00432869j 0.0252584-0.0306512j 0.0480191-0.106797j 0.0325058+0.0300739j -0.0502788-0.0884136j -0.0785907-0.0129209j 0.0643885-0.0469197j -0.0385457+0.00158719j -0.00946216+0.00810159j -0.0450643-0.0524171j 0.0644777+0.0507664j 0.00195371+0.0423077j -0.00279487+0.00667289j -0.0248087+0.0511622j -0.00410741+0.0103086j -0.00446494+0.0358387j -0.0123551-0.0332801j 0.000364228-0.0187161j -0.00710481+0.0468327j -0.0253491+0.0202634j -0.0259566+0.00364627j -0.00598116-0.0854946j -0.0061453-0.0131989j 0.00812371+0.00847422j -0.00128209+0.0461882j 0.065434+0.012894j -0.0496357+0.0893958j -0.152417+0.0821562j 0.0108314-0.0614147j 0.0574594-0.0722387j -0.00346487+0.023022j -0.172491-0.153952j 0.00582416-0.0597389j 0.0343337+0.0810033j -0.132112-0.124698j 0.0203894-0.0235492j 0.0215787+0.0356302j 0.00806502+0.0116159j -0.049318+0.126716j 0.0215149+0.0161958j -0.0214829-0.0374391j -0.0608733-0.128705j -0.0594396-0.0936264j -0.026008+0.15835j -0.026532+0.0477477j -0.0125629+0.0165393j 0.033773+0.118653j -0.0520129+0.00406846j 0.0512121+0.0597852j 0.0334119-0.0301916j 0.0276708+0.04613j -0.0429363+0.062045j -0.0826694+0.000967232j -0.0434075+0.0589752j -0.0660578+0.0173965j 0.0274413-0.0179917j -0.0654594-0.0362478j -0.0207811-0.00974079j -0.0870926+0.00286291j 0.0261728+0.00297103j -0.0207927+0.0123126j -0.0852379+0.0454859j 0.0120543+0.0170631j 0.0579398-0.0739208j 0.0158916-0.00284686j 0.0362405-0.0461717j -0.0499219+0.0616679j 0.0260294-0.00956315j -0.0768218+0.0363283j 0.0808101-0.0476063j 0.0489894-0.00974728j -0.0426658+0.0496936j 0.0163751-0.0600308j 0.0607455-0.0747635j 0.0556302-0.0662017j 0.180921+0.115604j -0.0127297+0.039753j -0.0240745-0.0364374j 0.17448-0.0106371j -0.128365-0.142807j 0.0859904-0.0345249j -0.0415106-0.115241j 
-0.0308094-0.00507189j -0.0129109+0.0328992j 0.00517488-0.013309j 0.021695-0.0142372j -0.010801-0.00878702j 0.00040252+0.0151982j -0.0293193+0.00175193j 0.0138687+0.000641215j -0.0116556-0.00922559j 0.00306998-0.000996589j 0.00839823-0.00407875j 0.00224145-0.00188267j 0.00256111-0.017643j -0.0073661+0.0087337j -0.00484099+0.0177399j 0.0078979-0.0206269j -0.00272261+0.00822809j -0.0100861+0.0173515j -0.00737949+0.00503553j -0.0451848-0.0129301j -0.0182398-0.0401727j 0.00102366-0.0016142j 0.00146848-0.0224305j 0.00161832+0.014121j -0.02525-0.0110985j -0.00215752+0.0126367j 0.0360384+0.00235458j -0.00693855-0.0315585j -0.0441839-0.00928612j 0.00805965+0.0133573j 0.00493924-0.0110666j -0.000491893-0.0194027j -0.00539689-0.0178118j 0.00276004+0.00204934j 0.0129306+0.024965j -0.0184043-0.0043405j -0.0178126+0.00114257j 0.0290112+0.0190846j -0.00952143-0.0099188j 0.0173173+0.0646154j -0.0211814-0.00638704j 0.0768216+0.035544j 0.0127834-0.00108678j -0.0525534-0.00527039j -0.0477558-0.0210095j 0.0438741+0.0317402j -0.00821351-0.0359758j 0.0496928-0.0254088j 0.105171-0.0557601j 0.0303645-0.0318227j -0.0320273-0.03398j -0.0192908-0.0347054j -0.0768834-0.00720406j -0.004644+0.0808242j -0.0819159-0.0831688j -0.00135391+0.025829j 0.000205002-0.0322648j -0.0182617-0.0175222j 0.0236514-0.029747j -0.0365527-0.000490232j -0.0401296-0.0370862j 0.0232739-0.0958345j -0.00934452-0.0286364j 0.0542247+0.045882j 0.0354433+0.0412517j -0.0577752+0.0371467j -0.0328672-0.0516869j 0.0286094-0.0224997j 0.0198772-0.0204116j -0.0364489+0.0173172j 0.0161444+0.0692525j 0.0474027-0.00391279j 0.0107898-0.0461419j 0.0348711+0.0304231j 0.0179371-0.0129599j 0.026152+0.00805632j -0.0645084+0.025858j 0.0195298+0.0903282j 0.0215996-0.0923593j 0.0414809+0.0591205j 0.00207463+0.0823609j -0.0134371+0.00403094j 0.0189113-0.0298999j 0.0535302-0.00977034j 0.0382875+0.0753174j -0.0338869+0.0579836j 0.0345206+0.0183695j -0.0983366-0.0321024j 0.00329775+0.0264045j -0.123425+0.0642467j 0.0657843-0.0107607j 0.0110412+0.0373763j -0.0342512+0.00489489j -0.0209104+0.0795617j 0.0561514+0.0309488j 0.0203745+0.0362914j 0.00140971-0.0173005j 
-0.00862422-0.000822627j -0.0022231+0.0208419j -0.00737625-0.0046472j -0.00200875+0.000182454j -0.00603866-0.00815807j 0.0117921-0.00676367j 0.0170992+0.00380221j -0.00405662-0.00789348j 0.002249+0.00188864j 0.00430619+0.00179115j -0.00523876-0.0210922j -0.0101862+0.00710225j -0.0058745-0.00126848j 0.0199494+0.00790977j -0.0254596+0.005266j 0.0171453+0.00261855j 0.0082389-0.00198982j -0.0200366-0.00369382j -0.000416108+0.0184699j -0.0263852-0.0112538j 0.000152662-0.0208526j 0.016522-0.0312621j -0.00565704+0.00429822j -0.0127541+0.0120063j -0.0254551+0.00286612j -0.00987768+0.00330321j 0.0065819-0.0069015j 0.00191673-0.0140399j -0.0404994-0.00813567j 0.0147439+0.0226763j -0.0189251-0.0102086j -0.000227846-0.0239118j -0.00214333-0.00169054j 0.00468762+0.00664003j -0.00240201+0.0184943j 0.00980122+0.00746887j -0.00765767+0.0157835j -0.000679125+0.0325978j 0.00788192+0.0189397j 0.0378685+0.00189447j -0.0217851-0.00316767j 0.0615387+0.0410926j 0.0107172+0.00288856j 0.0191494-0.0124049j -0.0824598-0.000921924j -0.0165555+0.00218563j -0.0103043-0.00952411j -0.002434-0.0123731j 0.0242024+0.00375143j 5.63679e-05+0.0479974j -0.0174953-0.000116986j 0.0288905+0.00901812j -0.0141809-0.00631457j -0.00939817-0.00771762j 0.0496848+0.0543519j -0.0151338-0.0623034j -0.0250555-0.0135462j -0.0620669+0.0497841j -0.00630012-0.00142418j 0.00656269-0.0411122j -0.0225388-0.0273887j -0.0300689+0.11324j 0.0513259-0.012677j -0.0559814+0.0453734j 0.0200445-0.0110166j 0.00667939+0.015987j 0.0180191-0.0298335j -0.0295554-0.00163674j -0.0554075-0.0121393j 0.0131939+0.0520061j 0.0636866+0.0155188j 0.00880184+0.00380661j -0.0584858-0.0263234j 0.0106859-0.0399601j -0.00347932-0.0022629j -0.043741+0.0218174j -0.0486895-0.0162834j 0.010109+0.0538217j 0.00513525-0.0297981j 0.0198753+0.0234222j 0.0201088+0.0190186j -0.044009-0.0254604j -0.0326625+0.01092j -0.0193935-0.0116126j -0.00758263+0.0452854j -0.0228504-0.0149614j 0.0596258-0.021998j 0.0625446-0.0194379j -0.0462794+0.00797682j -0.0352894+0.0424373j 0.0475555+0.015179j 0.00968068-0.0464856j 0.0339856+0.0100293j 0.0172908-0.00278895j 0.0238524-0.0046823j 0.0247754-0.0143747j 0.0104593-0.0311994j 
0.0251678-0.031013j -0.0260532-0.0115685j 0.0131455+0.00878369j -0.0233962+0.026421j 0.00529468+0.00681756j -0.00984251-0.00903386j 0.00209236-0.0162544j -0.00103+0.0100512j -0.000595755+0.00195188j 0.00590664-0.00551504j -0.00339202+0.0132067j 0.00624233+0.00504549j 0.0171359+0.00417038j -0.00223615-0.0106499j 0.0165521+0.000837592j 0.0130234+0.00172343j 0.019009+0.0256923j -0.027669+0.0144725j -0.0460658-0.0194077j -0.0230299+0.0472539j 0.0184586+0.0335832j 0.00121274+0.0155172j -0.00382536+0.00321738j -0.000697604-0.00772254j 0.0210076-0.00187822j -0.00556467-0.00982392j 0.000942575-0.010074j -0.00716351-0.0230463j -0.00527455-0.0197906j -0.00249827-0.000939786j -0.000924331-0.0113334j -0.00603956+0.00460988j 0.00655154-0.0162574j -0.00475203-0.0297773j -0.00125354-0.0285278j 0.0226078+0.0307366j 0.00586717-0.000659435j 0.00629283+0.0130159j 0.00035008-0.00342812j 0.0336682-0.0196466j -0.00899719-0.023841j 0.0548502-0.0257376j 0.0223624-0.0342758j -0.0345965+0.00602628j -0.0557425-0.000368697j -0.0248378-0.0203418j 0.0481984+0.0134355j -0.0203159-0.0232734j -0.0512597+0.00308213j -0.0322295+0.0305862j -0.044322-0.0102331j 0.0200095+0.0220515j 0.00636515+0.0271723j -0.0202645-0.0134928j -0.00602474+0.0257475j -0.00742369+0.015955j 0.0116059+0.0428312j 0.00685809-0.0162595j -0.0148585-0.0230668j -0.0376012-0.0332054j 0.0291945+0.0485896j 0.0201689-0.0266103j 0.0117201-0.0397659j 0.00371076-0.00421234j -0.0335164+0.0753199j -0.0146317-0.00838286j -0.0483844-0.0505337j 0.0348851-0.022898j -0.0126493-0.0145309j 0.0178383-0.0304488j -0.0251102-0.00468304j -0.0117645+0.0256982j -0.00241213-0.0117756j 0.0214314+0.0458394j 0.00391967+0.0620766j -0.00253274+0.0544955j 0.0385797-0.0114344j -0.00428503+0.00346113j -0.000289994+0.0123807j -0.0233486+0.00456243j 0.0175839-0.00138787j 0.0379591-0.0658696j -0.0616497+0.0430286j -0.00119567-0.0191606j 0.00868343+0.0104252j 0.015677-0.0385165j 0.0121513-0.0104179j 0.0225987+0.0758944j -0.0555602+0.0154454j -0.0472713+0.0436145j -0.0236061-0.0240487j -0.0219937-0.0162688j 0.00298213-0.0241084j -0.0256148+0.0120733j 0.0211796+0.0620539j -0.00836445+0.00904805j 0.0144439+0.0568331j 
-0.00499375+0.0281518j 0.028521-0.00122467j -0.00960698+0.00262823j -0.00195957-0.00393529j 0.0057777+0.00780535j -0.00638746-0.00311805j 0.00959483+0.00339829j 0.00142729-0.00834973j -0.00771677+0.001542j -0.0148919-0.00203933j -0.0155378+0.00236462j -0.00298682+0.0125772j -0.000561051-0.00585945j 0.0121279-0.014628j 0.000148789-2.41821e-05j 0.00351361+0.0108835j -0.00604212-0.00940588j -0.0110744-0.0182445j 0.0174397+0.00959298j 0.0405443+0.00946902j -0.011662+0.0117313j -0.0230568-0.00211794j 0.0305062-0.0117486j 0.00610712+0.00739025j 0.00937877+0.00039608j 0.0142763+0.00211935j -0.0153634-0.017692j -0.00345432-0.0286332j -0.00429463+0.0247919j 0.0243992-0.0334496j 0.0526123-0.0212803j -0.0140264-0.0321564j -0.038827-0.0277038j -0.033902+0.0220094j 0.00387962-0.00959715j -0.0148392+0.0178939j -0.000867341+0.0102601j -0.00617694-0.00471221j 0.00727584+0.0135285j -0.0117542+0.00607396j 0.00206547+0.00744561j -0.0418355+0.047544j -0.00437401-0.00827944j 0.0426575+0.00325858j 0.0123916-0.0204004j -0.013325-0.00903933j 0.0274828-0.0217001j 0.00691357+0.00433473j 0.0160588+0.0462197j 0.0273469+0.0336623j -0.00514821+0.010488j -0.00338472+0.0306465j 0.0220786+0.0168573j 0.0189162+0.00337646j 0.00296397+0.0121489j -0.0399211-0.00940147j -0.0276234-0.0194961j -0.0238108+0.0406445j 0.0168856-0.0081955j 0.0264609-0.0238162j 0.0293912+0.0475639j 0.0122014-0.027101j 0.0190598+0.0364655j -0.00994434+0.0199484j -0.000317577-0.0023847j 0.0309435+0.0565899j 0.00152372-0.00164924j 0.0514117-0.021372j 0.0283839-0.0159875j 0.012964-0.0283148j 0.0155933-0.00297046j 0.00381155-0.00673744j -0.00394457+0.0329424j -0.0172577+0.0381959j -0.00677379+0.0111732j -0.00666021+0.00268341j 0.0493319+0.030487j 0.0318886+0.000533225j 0.0146065-0.0317681j 0.0149009+0.0184118j 0.00732557+0.00170457j -0.0507888+0.0237754j -8.53698e-06-0.00941481j 0.0155268+0.0021833j 0.00262709-0.0241255j -0.0223319+0.027351j 0.0286574+0.0329807j 0.0375716-0.00217363j 0.00941301-0.0405225j 0.0295075-0.0156083j -0.0338861+0.0432998j -0.00229217-0.000604542j 0.00279372+0.00287883j 0.0126202+0.00494588j 0.0189613-0.0210031j -0.00197034-0.0391369j -0.028095+0.00232832j 
