-0.0140899+0.0124164j -0.0493465-0.0736632j -0.0265253+0.0234062j -0.027319+0.0395702j 0.0145696+0.0217818j 3.95575e-05-0.0265996j -0.0042703-0.0279903j 0.0608809-0.0113j -0.004265+0.0476493j -0.0223707+0.00252017j 0.0127673-0.00230566j 0.0163519+0.0100299j -0.00979211-0.0248676j 0.0196065-0.00618792j 0.0193327-0.0123485j -0.0126973-0.0237449j 0.0019312+0.00323069j -0.0261911+0.022831j -0.00197833-0.0134822j -0.011953-0.0133242j 0.0174777-0.0140157j 0.0418067-0.0148696j -0.0341257+0.0530918j -0.0166598+0.0338558j -0.00944049-0.0511086j -0.0151387-0.0519975j -0.0840231-0.0222572j 0.0110473+0.00952518j 0.0082337+0.0374761j 0.0248557+0.0729024j -0.0136436+0.0111962j -0.0146442-0.0109823j -0.0158702+0.032225j -0.0121785-0.000745421j -0.00118352+0.0230871j -0.000504936+0.0199243j -0.0167939+0.015105j 0.0167621+0.043509j -0.0254431-0.00326332j -0.0226887-0.0260526j -0.024182+0.041088j -0.0190676-0.111481j 0.0729584-0.0284813j 0.010068+0.00671101j 0.0794578+0.0394823j -0.0400525-0.0107661j 0.0441602-0.0314015j 0.0584814+0.0289836j 0.0623347-0.0207923j -0.00590112-0.027629j 0.0809744-0.00166235j 0.10434+0.0864128j 
-0.00152044-0.00664841j 0.0230415-0.056199j -0.000159269+0.044779j -0.0577043-0.00361814j 0.0276378+0.0228529j -0.030484+0.0176524j 0.0113217-0.0206177j 0.00487415-0.00557119j 0.0249862-0.0486215j 0.0530454-0.0341078j -0.0742202-0.0131543j 0.0144743+0.0461642j 0.0349301+0.0250438j -0.000731683-0.0543335j -0.0574583-0.00751105j 0.0036863-0.0249191j 0.0433228-0.0661331j -0.00659128-0.0124033j -0.00284278-0.0321183j 0.0317694-0.0248604j 0.0418372+0.0253341j -0.0158719+0.00453307j -0.0368447-0.0172602j 0.00921717-0.0477435j 0.000611586+0.0195549j -0.0781296-0.0183072j -0.000834066-0.00313032j -0.0257052-0.00675399j -0.0437248+0.0395608j -0.0125081-0.022994j 0.020622-0.00300102j 0.00866208-0.00792308j -0.0406324-0.00909196j -0.0365256-0.015327j -0.0264968+0.0380798j -0.0980949+0.0830456j 0.0183753+0.00761251j 0.0396676+0.00727223j -0.138741-0.0463776j 0.0768274+0.0116985j 0.0579061+0.00248666j -0.0309684+0.0115269j 0.0939632-0.0331532j -0.0413174+0.0120866j 0.0150183+0.00585716j -0.00464511-0.00733039j 0.0296904-0.00504741j 0.00703427-0.00147412j -0.00451149+0.0496385j 0.00984468-0.0184986j -0.00159361+0.0351908j 0.0171175+0.0154355j 
0.0855654+0.0623285j 0.000732952+0.0342809j 0.0422665+0.074508j 0.024786-0.0549348j 0.0254523+0.01199j 0.00843416+0.0213352j -0.0209893-0.00572195j 0.0268817+0.0157717j 0.00190725-0.0327661j 0.0221548+0.0296234j -0.047797-0.026181j 0.0443303+0.0491886j 0.034614+0.0371615j 0.00254474-0.105621j -0.0841554+0.0228811j -0.0110145-0.0694931j 0.043097-0.0451121j 0.0157436-0.00798895j -0.00483104-0.0705832j 0.0456255-0.0915156j 0.073832-0.00904236j -0.0645108-0.00477658j -0.0357069-0.0331853j 0.0449204-0.045892j -0.0178188-0.015253j -0.0761206+0.00583873j -0.00364402-0.0322025j -0.0688197+0.0441779j -0.0349499-0.0038493j -0.00504364+0.0017606j 0.0494038-0.0104428j 0.010665+0.00514944j -0.105693-0.0424291j -0.150831-0.079436j -0.0127917+0.0679103j -0.18623+0.0617355j 0.024882-0.0277025j 0.0113226+0.00926394j -0.207905-0.0340854j 0.0528692+0.0132569j 0.0322201+0.0438293j -0.0544357+0.024067j 0.167982-0.0395972j -0.0559298+0.0210333j 0.0312061-0.0257606j 0.0104325-0.0124536j -0.0117741-0.00397129j 0.00314635+0.0371067j -0.015686+0.030718j 0.00417835-0.00119543j 0.012384-0.0110335j -0.00718012-0.00432978j 
0.0240788+0.0388925j -0.0152736-0.0579619j 0.0180701+0.0875076j -0.0343982-0.0957211j 0.00181913+0.0107451j 0.0157004+0.0712932j -0.00531177-0.0205542j -0.0188801-0.0412624j 0.0280892+0.0082014j -0.0470935+0.00640352j -0.0278808-0.0214887j 0.130182+0.0883479j 0.0424228-0.0607908j -0.0608515+0.0377964j -0.0269728-0.0899431j -0.0766186-0.020187j 0.0246855+0.0270547j -0.0151388+0.0774951j -0.0545559+0.0520389j 0.0624306+0.00506085j 0.0457212-0.0140046j 0.0434799-0.0271825j 0.0524165+0.00945742j -0.0503089+0.0321752j 0.0154661-0.0308638j 0.00486221-0.0419428j -0.0762441-0.0256232j 0.0788956-0.0110849j 0.0413329+0.0102236j -0.12951-0.0345415j -0.0291459+0.00920276j -0.0564849-0.0465197j 0.0344973+0.0405009j 0.17692+0.108493j -0.0331298+0.0177142j -0.241186+0.0804614j 0.0313388-0.0828353j 0.12432-0.117308j -0.2229-0.0770297j 0.165284-0.0338068j 0.0962122+0.0469846j 0.0227194-0.0417713j -0.125984+0.0171487j 0.00421461-0.00126605j 0.0348512+0.0227828j -0.0124033+0.00585054j 0.0062258+0.00181891j 0.0205466-0.018743j -0.024209-0.00331949j 0.00326212-0.0110444j 0.00700424+0.0026155j 0.013986+0.00769427j 
-0.0167859-0.0162747j 0.00283583-0.0461917j 0.00143363+0.0434825j -0.00647545-0.00405428j 0.00512075+0.0236422j -0.0228797+0.0510736j -0.0149909-0.0406436j 0.0315573+0.0323296j 0.0181136-0.0325572j 0.0586674+0.0261362j -0.00431049+0.000589415j 0.00331764-0.0105034j 0.0148944+0.0122153j 0.0325503-0.0382133j -0.0454992+0.00330925j -0.0165487-0.015111j 0.0246211-0.0362017j -0.0143717-0.01601j -0.0163173-0.0248253j 0.0176766-0.0235957j 0.0301413+0.0126774j -0.0242023+0.0216736j -0.0209118-0.00777188j 0.0388051-0.0249135j 0.00885111+0.0340077j -0.0220274-0.011866j -0.00350305-0.00805515j -0.0507634-0.0303795j -0.0542684+0.0106358j -0.00799002-0.0431727j 0.0412461-0.0118554j 0.000751925+0.00251745j -0.0575668-0.00310784j -0.0674884-0.0571333j 0.0269117+0.0439899j -0.0956592+0.0498738j 0.0501047-0.0401259j 0.0175897+0.0451423j -0.07918-0.0237978j 0.0327703+0.0207765j 0.011778+0.0436954j -0.0132644-0.00925102j 0.0573178-0.034379j -0.0244323+0.0298676j -0.00347964-0.00260608j 0.00568522-0.0179355j -0.00931679-0.0111779j -0.00496251-0.0215983j -0.0238324+0.0175621j -0.00375148+0.00532937j -0.00626352+0.00145196j 0.0166265+0.00485632j 
-0.0220686-0.0086931j -0.0166003-0.00534306j -0.023293+0.0137776j 0.0211456-0.0354724j 0.0427226-0.0417655j 0.0428699+0.0586835j -0.076231+0.0048143j 0.0292271+0.0167758j 0.0336294-0.0224742j 0.00249387-0.0284118j 0.0163504-0.00540925j -0.008342-0.000543788j -0.00869079+0.0103334j 0.00205082-0.0515337j -0.0638974-0.000958933j -0.0202276+0.00966081j 0.00896327-0.00253879j -0.00592227-0.0219656j -0.0226942+0.0067941j 0.0142031-0.0392543j 0.00273898+0.00485298j -0.0616352-0.0304406j -0.0403381-0.00122166j 0.0752182-0.0177449j -0.0107707+0.0139585j 0.0343884+0.0328069j 0.0307493-0.0640898j -0.0483813-0.00383329j -0.0272516-0.0395064j -0.0167277-0.0164895j -0.0365793-0.0121507j -4.37239e-05-0.00040252j -0.0646886+0.00266002j -0.0502503-0.0649008j -0.0251393+0.0338148j -0.1135+0.0380171j 0.00234588+0.0120682j 0.0370576-0.000461224j -0.0744179-0.0272641j 0.00760379+0.0292472j -0.00472288+0.0216678j 0.00273867+0.0200631j 0.0849513-0.0296524j -0.00291523+0.0247021j -0.00872604-0.00687481j 0.0210773-0.00213419j -0.0287647-0.036042j -0.0326424+0.00200674j -0.0165576-0.0330131j -0.0435063+0.0150416j 0.0301426-0.07618j -0.0642148-0.0381074j 
-0.0314566-0.0341491j 0.015779-0.0129218j -0.00495607+0.0317223j -0.0396008-0.0309966j -0.0174254+0.00804486j 0.0131106-0.00862744j 0.0053538-0.0290068j -0.00899425-0.0712305j -0.000882683+0.0535581j -0.0307446+0.0170043j 0.00416419-0.0199942j 0.00323592-6.06155e-05j 0.0165392-0.0381254j -0.0281921+0.0549345j -0.00766313-0.034581j -0.00751181+0.0309249j -0.0632666+0.0288193j -0.0070655+0.0516988j -0.0182266+0.0453774j 0.0137953+0.0213964j -0.00307701-0.0094419j 0.0388708-0.0133647j 0.0364914+0.0337962j -0.0537651+5.15281e-05j 0.00489+0.00929696j 0.0122433-0.0150993j -0.00632264-0.0121735j 0.0494292-0.00778877j 0.049406+0.0115029j -0.0204468+0.0141887j -0.0124142-0.0102487j -0.013732-0.0276761j 0.040173+0.00716262j 0.0844056+0.0580317j -0.0177071-0.0191213j 0.0150155-0.018136j -0.00728837-0.0124789j 0.0246815-0.0424422j 0.00967986+0.0113329j 0.0219022-0.00950718j 0.0212244-0.00142279j 0.0308815-0.00178268j -0.0842678+0.0308923j 0.0104115-0.011686j -0.00862778+0.0199505j -0.0211828+0.00340587j 0.00142307-0.00587328j -0.00265333+0.0133841j -0.00238-0.0326261j -0.0300803-0.0213566j -0.00690063+0.00863153j 0.00961654-0.00670537j 
0.00191589+0.0918856j -0.0637855-0.00586543j -0.0191292-0.0592294j 0.028378-0.0370522j 0.0147862-0.0467946j 0.0287583+0.0319518j -0.0186645+0.0131044j 0.0273069+0.00480214j 0.0311484-0.00576133j -0.0235523+0.0184161j 0.0544448+0.0174638j 0.0364672+0.00237775j -0.00814006+0.00490262j -0.0236134+0.0165251j -0.0128594-0.0275054j -0.00501414+0.0524368j -0.0235377+0.0159661j -0.0335657-0.00747619j -0.0320006+0.0142117j 0.0164921-0.00574785j -0.0296753+0.0197515j -0.0494185-0.0403823j 0.0105454+0.018858j 0.0298119+0.0126197j -0.0231314+0.0312404j 0.109808+0.0213135j -0.0405292-0.0621132j -0.00393396-0.0252949j 0.0166301-0.00776875j -0.0105979-0.0137077j -0.0010578+0.011839j -0.00328889-0.00190922j 0.0323666+0.0292714j 0.0350403+0.0413451j -0.00683128+0.0209911j -0.0558989+0.0245294j -0.00168715-0.000205326j -0.000172663+0.00750968j -0.038764-0.0121108j 0.027497-0.0113805j 0.00775879-0.00420369j 0.0350889-0.0181352j -0.03798+0.00475753j 0.0188486-0.0088583j -0.0266114+0.0321824j -0.00267084+0.00160409j -0.0184275+0.00133605j -0.0324064-0.0304436j -0.0117378-0.0615732j -0.0655064+0.0260751j 0.0604756-0.0602519j -0.0605289-0.0285949j 
-0.00627754+0.0571179j -0.0332438+0.0463739j -0.0205967-0.0641153j 0.0435279-0.0183646j -0.00223313-0.0251354j 0.0221778-0.00951864j 0.0108151+0.0463277j 0.00896244-0.0060887j 0.0219032+0.0389296j -0.0270303-0.0105643j 0.0541417+0.0313245j -0.0183895-0.0441525j -0.0118942+0.0198849j 0.0148339+0.0390583j 0.0373102+0.0332076j -0.00421553+0.099196j -0.0388898+0.0308798j -0.00387686-0.033685j -0.0392956-0.0024618j 0.0124105-0.0166457j -0.0495212-0.00466608j -0.0342016-0.0539817j -0.0108438+0.0386087j 0.01982+0.0126798j -0.0192082-0.00177436j 0.102384+0.0392537j 0.0118451-0.0372244j 0.00237416-0.00553192j 0.0190404-0.0324586j 0.0441638+0.0122256j -0.021301+0.0148751j -0.0459852-0.000598376j -0.00393863+0.00107084j 0.017177+0.0223978j 0.0299718-0.0238226j 0.0926833-0.0236652j -0.0240892+0.0187428j -0.0483675+0.00713829j 0.0501127+0.0112383j -0.0309251-0.00946751j -0.0255002-0.0173249j 0.0205055-0.00320317j -0.0335286+0.00818888j 0.0473609-0.0139361j -0.0282559+0.015298j 0.00489491+0.016586j -0.0328587-0.0190135j -0.0494809-0.0255019j -0.00289211-0.078651j -0.0503801+0.0286751j 0.0472067-0.058535j -0.0826135-0.0350302j 
-0.0107028-0.0543442j 0.0295677-0.0387003j 0.0103362+0.0411064j -0.0167089+0.021826j -0.0119481-0.00567068j -0.00638424-0.0105575j 0.0225457+0.0129616j 0.0184443+0.0104132j -0.0111596+0.0160157j 0.00672852-0.0210797j -0.0178998-0.0231631j 0.0291826-8.01689e-05j -0.019811-0.0270894j -0.0129439+0.022782j 0.0147266+0.00533489j -0.00419873-0.00247749j 0.0103979-0.00969547j 0.00593787+0.0125541j 0.00244637+0.014646j -0.000607883+0.0237638j 0.0189318+0.0217099j 0.0367038+0.02169j 0.0122132+0.00460707j -0.021719-0.00243127j 0.0219621-0.0171856j -0.0199655-0.0288374j 0.0209409-0.0042163j 0.00897109-0.0181418j -0.012362-0.000747726j -0.0293511-0.0113333j -0.022514+0.00410681j -0.00205376-0.0255932j -0.00975656-0.000958376j 0.0533+0.00230104j 0.0475153-0.00664345j -0.00823616-0.000458958j -0.00117412-0.0111885j 0.0226952-0.0254543j -0.00093702+0.0086582j 0.00132321+0.0135233j 0.00352318+0.0046788j 0.0231869+0.0162611j -0.00867389+0.0146541j 0.00328456+0.00187199j 0.00394175-0.00390422j -0.0068106+0.00619738j -0.00117824-0.0108323j 0.00192454+0.0124723j 0.00345947+0.00671804j -0.000793323-0.0225228j -0.0251946+0.0164828j 0.0125611+0.00624034j 
0.0217796+0.066878j -0.0254951-0.00174335j 0.0257666+0.0100755j 0.00542036-0.00538925j -0.00466134-0.0104986j 0.0238862+0.0450552j -0.00575402-0.0195552j 0.038359+0.0112354j 0.0411006+0.0162185j -0.0477096+0.0143454j -0.0208744-0.00908513j 0.0450827+0.01772j 0.0014982+0.00954533j -0.0022137+0.0606552j 0.0266776-0.0330112j 0.0096456+0.00568381j -0.023358+0.0270409j -0.018586-0.00764623j -0.0169429+0.0273852j 0.00359062-0.0174119j -0.00773132-0.00972911j 0.00865331-0.0135416j 0.0199947+0.0225198j -0.00466008+0.0148656j -0.0110277-0.00118368j 0.0537269-0.00919615j -0.0369084-0.0463931j 0.030209-0.0283363j -0.00860713-0.00762301j -0.00219527-0.0094742j -0.0030743+0.00579564j -0.0489231-0.000679371j 0.001087+0.0112949j 0.0597156+0.0134707j -0.0227197-0.0208184j -0.0264855+0.00120931j 0.0035788-0.0090177j -0.00670016-0.0277239j -0.016506-0.000792142j 0.0368433-0.0102713j 0.0270965+0.0118482j 0.0238888-0.0205982j -0.0444057+0.0135911j 0.0208771-0.0118506j -0.00856872+0.0289083j 0.00302516+0.0110979j 0.0149219-0.00571738j -0.0367463-0.0236225j -0.0115757-0.0322173j -0.0189611+0.0168837j 0.0442535-0.0227437j -0.0394984-0.00382302j 
0.0114133+0.06975j -0.0386063+0.00682326j -0.000596688-0.00839149j 0.0298426-0.011407j 0.0196479-0.0110893j 0.00357651+0.0291903j -0.00213519+0.0494494j 0.0362946+0.0423023j 0.0344345+0.00485141j 0.00360217+0.033849j 0.00875552+0.0300077j 0.0291973-0.0348394j -0.0165461+0.0274713j 0.0475996+0.015164j -0.000901391+0.00599032j -0.0388204-0.00557192j -0.0165705+0.00161307j -0.00954926-0.0144007j 0.00119282-0.0212674j -0.00523677-0.0056196j -0.0309856-0.00807634j -0.0404179-0.0496652j -0.025252+0.0112131j 0.047893-0.0165071j -0.0407358+0.0299537j 0.054609+0.00802175j -0.0250741-0.0390554j -0.0297378-0.00689974j -0.00515775-0.011809j 0.0234681+0.0351824j 0.00330791-0.0106094j 0.0154289-0.00773318j 0.0236227-0.0057393j -0.0479686-0.0183591j 0.0118681+0.00051795j -0.0302537+0.0313095j 0.019853+0.017176j -0.033084+0.0602858j 0.00409664+0.000418085j 0.024715+0.0117105j 0.0178927+0.0109036j 0.00193765-0.0240385j 0.0278683-0.0133429j -0.00653326-0.0136494j 0.0126114+0.0230948j 0.0179415-0.00366548j -0.000916183-0.0202131j -0.00971685+0.012897j 0.0123063-0.0322018j -0.0459084+0.0141394j 0.0441808-0.0350417j -0.0282992-0.0175764j 
0.0207261+0.00472706j 0.0150824-0.0371324j 0.0289444+0.0603096j -0.0532677-0.0447464j -0.058399+0.00170726j -0.0128568-0.0507039j 0.0322178+0.0129128j 0.0105334-0.0189652j 0.00298713-0.0127971j 0.0102684+0.0186765j -0.0362838-0.00972868j 0.0198735-0.00603615j 0.000838565-0.0136679j 0.000741604+0.00841284j 0.0159096-0.00415312j -0.0190404-0.0149936j 0.00726127+0.00111277j -0.00596609+0.0302537j 0.0214169-0.0135087j 0.00496782+0.0186935j 0.0221295-0.000841343j 0.0122882+0.0212609j 0.026301-0.00393344j -0.0281717-0.00794987j 0.0236351+0.00163554j -0.0445847-0.0114241j -0.00747452+0.0531818j 0.000590502+0.011701j -0.00207412+0.0198445j -0.0235208-0.022833j -0.0225616-0.00235362j 0.038544+0.00511073j 0.00852688+0.00639303j 0.0156061+0.00943231j -0.0120665-0.0165075j -0.0199623-0.00661328j 0.0118049+0.0122386j 0.00902064-0.0254039j -0.00438701-0.0241222j 0.00402658-0.0127811j 0.0229687-0.00749535j -0.0221503+0.00614637j 0.00319824-0.000360713j -0.0216009-0.00693112j 0.000200333-0.0239539j -0.017313-0.0112506j -0.00840059+0.0140336j 0.0154538-0.0206288j -0.0165277+0.0375375j 0.0203604-0.0200004j -0.0458441+0.0281023j 0.0312068+0.0154476j 
-0.0666891-0.0776899j 0.0415934-0.0372795j -0.0640352-0.0326212j -0.0223395-0.0298355j -0.0392878-0.0336671j -0.00902624-0.0382861j -0.00597539+0.0201001j -0.060187-0.0649903j -0.0238134+0.022921j -0.026722+0.00141184j 0.0168473+0.0162584j -0.0110217-0.00574361j -0.0246645-0.0165287j -0.0142473+0.0280989j 0.00451941-0.0479148j 0.00722716-0.0219788j -0.0046739-0.00743239j 0.00217648+0.0172705j 0.0279992+0.0186496j -0.0197104+0.0318122j 0.0208559-0.00744473j 0.0463708+0.027062j 0.0289204-0.0136167j -0.0310922+0.0154758j -0.0024607-0.00575615j -0.0297492-0.014037j 0.00834933+0.0322234j 0.00607783-0.0111367j 0.0245782+0.0153491j -0.0469218-0.0076346j 0.00017778-0.0183364j 0.00197498+0.00489965j 0.0331809+0.0027865j 0.0402061-0.0157169j 0.00620916-0.00371313j 0.01718-0.0103603j -0.000355594+0.000995951j -0.00385078-0.0425215j 0.0344138-0.00506898j -0.0114854-0.00439285j -0.00511242-0.00662746j 0.00419407-0.00461268j -0.0124653+0.0109446j -0.0177026-0.00615839j 0.00654733-0.00460105j -0.00575904-0.00513884j 0.0124316+0.00884979j 0.0150722-0.00235335j -0.000471246+0.0289119j 0.0111078-0.0261815j -0.0464901+0.0286789j 0.0253504+0.00678092j 
0.0315973+0.0314846j -0.00867933+0.0368678j 0.0381872+0.0118929j -0.0144967+0.00907638j -0.0229345+0.0688386j -0.0696749-0.0530868j -0.0360743+0.00294923j -0.0161185+0.00477168j -0.0443796+0.0370596j -0.000929678+0.0336727j -0.0434254+0.0325141j 0.0113493+0.0496538j -0.00214751-0.0501308j -0.0121855+0.0302778j 0.023797+0.00566508j -0.0457559-0.0484877j 0.00530608-0.0352453j 0.0229568+0.00581328j 0.00847019-0.0147074j -0.0031157+0.00493368j 0.0121638-0.00901734j 0.0618467+0.0139j 0.00353176-0.014467j -0.0275707+0.0201602j -0.0117397-0.0324078j -0.0376615+0.00946042j 0.0261626+0.0162059j 0.0281445+0.0111312j 0.00740449+0.0371355j -0.014547+0.0152355j 0.0616598-0.00185354j 0.0134238-0.0149069j 0.0186904+0.00210427j 0.0108884+0.0267144j 0.00769288-0.000536575j 0.00357998-0.0323189j 0.0183428-0.00667402j -0.00171523-0.0497723j 0.0222272+0.00206765j 0.0264904-0.0182387j 0.0203687+0.0224128j -0.0156977-0.0120267j -0.0397985+0.00973577j -0.0133142-0.0161039j 0.0258235-0.0248274j 0.0362341+0.00066736j 0.0420632+0.0242614j 0.0328021+0.0169862j -0.0254595+0.03343j 0.0546383-0.0135201j -0.0327088+0.0361929j 0.0259841+0.0115411j 
-0.0364805+0.0816715j -0.115127-0.0561267j -0.0087215-0.0514232j 0.0304138-0.0230211j 0.0257688-0.000618733j 0.00295953-0.052319j 0.00516921-0.0193074j 0.0356888-0.00303122j 0.00104121+0.0184961j -0.0340113+0.00594165j 0.0421121+0.028409j 0.00599982-0.0073457j -8.14141e-05-0.0278585j -0.00398271+0.010914j 0.0147064+0.0119426j 0.0205552-0.0102034j -0.00414563+0.00730272j -0.0372777-0.00422037j -0.024338+0.000185943j -0.0276267-0.0101457j -0.0204239+0.0232827j -0.044455-0.00593644j 0.0140645+0.0115249j 0.0333565+0.0195434j -0.00666382-0.0101139j 0.0351039+0.00740307j -0.0264589-0.0115284j 0.00667162+0.0149081j 0.0196776+0.00853759j 0.0181691-0.0302849j -0.020858+0.0108087j 0.037022-0.00124942j 0.00200696+0.00428564j 0.0144562+0.0311439j -0.013245+0.00941398j -0.0267129+0.0146858j -0.023506+0.00339211j -0.00489438+0.00889305j -0.0138435+0.00113452j -0.010406-0.0196237j -0.00500429-0.0139875j 0.0164546-0.0251669j -0.00694407+0.0168651j 0.0111616-0.00866701j 9.54942e-05+0.0265801j -0.000560962-0.00975303j 0.00234067-0.00460818j -0.00859413+0.0265849j -0.0102265-0.0389821j 0.00648176+0.0274567j 0.0405664-0.0285275j 0.0524336-0.0175236j 
-0.0195387-0.0300293j -0.0151856-0.0873756j -0.0330879+0.0216072j -0.0505841+0.00219034j -0.0385388+0.0622179j -0.0306894-0.0413427j 0.033711-0.0186976j -0.00162574-0.01033j -0.0421597+0.00819828j 0.0159564-0.00743891j -0.047139+0.0216123j 0.0260531-0.00938589j 0.0014762-0.0177831j 0.02948+0.00512722j 0.00418885-0.0191237j -0.0445772+0.00991832j -0.018063-0.0156546j -0.0140861-0.00686727j 0.00152022-0.00984376j 0.0168993+0.0175315j -0.0018341-0.0133005j 0.0412391-0.0364837j -0.0188538+0.00657208j -0.000479114+0.0122393j 0.0187987-0.0106195j 0.00715949+0.0158485j 0.0402744-0.00553425j -0.00310105-0.00396801j 0.0126655+0.0149982j -0.00529749-0.00840633j -0.0194167-0.0164051j 0.0153757-0.0136853j -0.0159589+0.00949971j 0.0406757-0.0163725j -0.00180081-0.018219j 0.00673383+0.00357929j 0.00610933-0.00971141j 0.00802864-0.0215545j -0.00526384-0.0143988j 0.00343741-0.00712925j -0.00050439-0.00524316j -0.0139432-0.0106416j -0.0106931+0.00637926j 0.00216521-0.00649748j 0.0135871-0.0141839j 0.0280949-0.0253749j 0.0123007-0.00393383j -0.0143712+0.00893645j -0.0329778+0.0242612j 0.0180343-0.00151873j 0.00965062-0.00171585j 0.0226646+0.0199124j 
0.0863372-0.0333352j 0.00763141+0.102503j -0.047893+0.0618978j -0.0225205-0.0197366j -0.00986526+0.00243857j 0.0589685-0.0824614j -0.0102466+0.039765j 0.00355668-0.00471151j -0.0634083+0.0154894j -0.00857385+0.0214666j -0.0465845+0.0280664j -0.0065166+0.0146367j 0.0384205-0.0163014j 0.017787-0.0154151j -0.0176256-0.00173123j 0.0276806-0.0129919j 0.0194834-0.0131639j 0.00956464+0.0165725j 0.0214714-0.0121879j -0.00803655-0.0205391j 0.0256468-0.0279548j 0.0415504-0.0195263j 0.00465942-0.012703j -0.0153566-0.0118267j -0.00170003-0.0352493j -0.0431864-0.00665636j 0.00658069+0.00427701j 0.0102047+0.020155j -0.0174959+0.00451829j -0.0334109+0.0171171j -0.0224639-0.00168403j 0.00968589+0.00979857j -0.00950727+0.0109565j -0.0515301-0.0339467j -0.0128379-0.0132519j -0.0322583-0.0387199j -0.0159576-0.0199729j -0.0382575-0.0524206j -0.013159-0.00057773j -0.0145883-0.00228955j -0.00285138+0.00841749j -0.00160328+0.0259387j 0.0245229+0.00154137j -0.00616837-0.00491864j 0.00134821-0.0400229j -0.0199335-0.0197231j 0.00456174+0.0248422j -0.0169072+0.0414405j 0.00822894+0.0309121j 0.0142473-0.00270859j 0.00131387-0.0138877j -0.00526957+0.00907612j 
-0.0567631-0.123003j 0.0567107-0.018578j -0.0134401+0.0693909j 0.0124305+0.0704987j 0.0041655-0.00397615j -0.0230023+0.0308311j -0.0566864-0.0521553j 0.00224401-0.0132685j -0.035439+0.0364434j 0.0142705+0.00284706j 0.010253-0.0167578j 0.00512887+0.0163341j -0.00104611-0.035503j 0.00243577-0.0117903j -0.0335413-0.0054086j -0.00948689-0.0171411j -0.0290589-0.00259436j -0.0055656+0.0111156j -0.0106683+0.0195419j 0.0211116+0.0256484j 0.00579435+0.000923801j 0.0139403-0.00587759j -0.00863491-0.00144043j 0.0106338+0.000737756j 0.0312451+0.0268084j 0.00806595-0.0157408j 0.0428263+0.0123398j -0.0173902-0.0183866j 0.016541-0.015205j -0.0249191-0.000752731j -0.0134885-0.00454538j -0.00364391-0.00334064j 0.0281915+0.00347025j 0.0157603-0.0438532j 0.0135353+0.0135675j 0.0084061-0.0117081j -0.00795103+0.00717475j 0.0311719+0.0169446j 0.0157716+0.00386914j -0.00619507+0.0108784j -0.0107415+0.0137344j 0.0181738-0.00302956j 0.00856305+0.00489839j -0.012856+0.00303365j 0.0109742-0.000926591j 0.00223891-0.0217552j 0.00666544-0.0172246j -0.0228125+0.0188206j -0.0159049+0.0128263j 0.0244507-0.0108607j -0.0349958+0.000207574j 0.0591506-0.0152236j 
-0.0347413+0.00652138j -0.0391076-0.0790333j -0.0169922-0.0450566j 0.00688156+0.0295256j 0.0548997-0.00750475j 0.00747641+0.0572636j 0.0485835-0.0536241j 0.0316269+0.032838j 0.016148-0.0315912j -0.0166776-0.0450469j 0.0177311-0.016634j 0.00494494-0.00437961j 0.00510791+0.0147034j -0.00917367-0.00753963j 0.0017477+0.00160473j 0.0253148+0.0257455j -0.00504511+0.00874152j -0.024825-0.0171212j -0.0206807+0.00482838j -0.00950069+0.00281133j -0.0233264+0.0180237j -0.0402193-0.00725198j -0.00878088+0.0188379j 0.0224725+0.00230478j 0.0138115+0.0176996j 0.0479327+0.0101491j -0.00383396-0.0137328j -0.00261839-0.0309789j 0.00713953+0.0147211j 0.0416517-0.00689129j -0.0199247+0.0100698j 0.00678889+0.00717253j 0.0046307+0.0215637j 0.0374765+0.0100139j -0.0017452+0.00847759j -0.00289253+0.0331212j -0.0114467-0.00141047j 0.0134645+0.0480855j -0.0169737-0.00227317j 0.00229845+0.00937509j -0.00146602-0.0125281j 0.0213772-0.0119763j -0.0092596+0.00407587j 0.0185789+0.013998j -0.0188056+0.0419249j -0.000867634+0.0134568j 0.0111103+0.000378158j -0.0296155-0.0257103j 0.0117824-0.0164459j -0.0115647+0.0234934j 0.0554211-0.0179403j 0.0130632+0.00401428j 
