0.00520903+0.0112386j 0.0970549+0.131552j -0.0537303+0.116186j -0.0308107-0.00421039j 0.0345558+0.0332466j -0.0178806+0.0545557j -0.00673715+6.06455e-05j 0.0151687-4.72099e-05j 0.0412177+0.00307162j 0.0193245+0.0304079j 0.0774443+0.0133003j -0.0151329+0.0165883j 0.0359874+0.00359684j 0.0113795-0.00453883j -0.00378471+0.0426472j 0.0199158+0.00905592j -0.0258852+0.0180462j -0.0142046+0.0367494j -0.00630815+0.0143483j 0.0851101-0.0116052j 0.0180236-0.00910845j 0.0126564+0.0553007j -0.00351841-0.00364903j 0.0281997-0.00957569j 0.00744433+0.0286711j -0.0367303-0.0455674j 0.0207709+0.0349521j -0.0637142+0.00214361j 0.0927934+0.0139581j -0.00949728+0.00620286j 0.030018-0.0179986j -0.0116437+0.0128494j -0.00922292+0.0180045j 0.0270595+0.0152403j -0.0314544+0.00853241j -0.0190037-0.00636139j -0.00375387+0.0217803j -0.0135244-0.00116895j 0.0105101+0.0331268j 0.00119903-0.0130874j -0.0594496+0.0227085j -0.0201139-0.00188687j 0.00307882-0.00795991j -0.00696225-0.00863181j -0.00241142+0.00725973j 0.0357325-0.0232268j -0.00082701+0.0287047j 0.0206584-0.00992224j -0.0124275+0.0374231j -0.00607465-0.0146822j 0.0396871+0.00135929j 0.0230277-0.0103782j 0.0424072+0.0514191j 0.00345092-0.00627156j 0.0082136+0.0396268j -0.00333081+0.00384573j 0.000502658+0.0143535j 0.0296338+0.0247733j 0.0304116+0.0924459j -0.0481461+0.10502j 0.073806-5.54413e-05j 0.0326389-0.0590697j -0.0149231+0.0508152j -0.0523861-0.0085324j -0.116149-0.0562882j -0.057732-0.0470656j -0.0623906+0.0125989j 0.0383761-0.0584756j 0.0378051+0.0604131j -0.0524606-0.102306j 0.0194154+0.00610193j -0.0188057+0.0134585j 0.0227991-0.0282629j 0.0201851-0.0103512j 0.0124424+0.0513007j -0.0362617+0.00983974j 0.00423349+0.0362359j 0.0109448+0.023505j -0.0377782-0.0206937j 0.00372662-0.0181863j -0.111948+0.0138307j 0.038909+0.25874j 0.102521-0.0392438j -0.141247+0.0733546j -0.208736-0.108191j 0.0878027-0.10433j 0.082069+0.048096j 0.0162108+0.0052703j 0.07251+0.00470324j 0.124469-0.0289054j 0.0606071-0.105195j 0.126264+0.169401j 
-0.0556134-0.0686027j 0.0547453-0.0829508j -0.00256405-0.0574051j 0.0417401-0.00227212j 0.0056746+0.0485702j -0.0154356-0.0453338j -0.0911991+0.0958325j -0.0320199-0.119345j 0.0102629-0.0393689j 0.11903+0.0599423j 0.0469951+0.0691218j 0.0269085-0.115155j 0.0246951+0.0905571j -0.0467813-0.0454043j -0.0907669+0.0390472j -0.0566829+0.0308734j -0.0459467+0.022536j 0.128752-0.0965109j 0.0573353+0.032111j -0.00417447+0.0807811j 0.104177-0.130763j 0.067456-0.119312j 0.0394854-0.132407j 0.0870132+0.045731j 0.0820036+0.0658155j 0.0475505+0.00206922j 0.0780314+0.00170221j -0.0497662-0.0468115j -0.0275597+0.0469426j -0.0299523+0.00889914j 0.129302-0.121473j 0.0600545-0.0490078j -0.0173288+0.04685j 0.0500605+0.0115383j -0.0380194+0.0712788j 0.047357+0.028117j -0.039843-0.0551465j -0.0964895+0.0201113j -0.0366496-0.0449982j -0.028451+0.0666069j 0.0614531+0.0425072j -0.0182691-0.00226065j -0.00447366-0.0421235j -0.0147153+0.00548044j 0.0104009-0.0146819j -0.0467658-0.0803926j -0.0773464-0.0125921j 0.0120983+0.0424154j -0.0104228+0.0372588j -0.0276191-0.0801932j -0.121168+0.0270755j -0.0294789+0.018359j -0.137699-0.0176074j 0.104672+0.00296115j 0.0137383+0.0966543j -0.0284713+0.0279209j -0.00661329-0.0491759j -0.00176823-0.0187487j 0.0409275+0.0349712j 0.0196312-0.0974235j 0.0110895-0.0514687j 0.0934631+0.0635204j 0.0308332-0.00338812j 0.0537605+0.00970472j -0.00266654+0.0789272j 0.00727943-0.0276486j -0.104439+0.0306937j 0.0649174-0.0142466j -0.0518288+0.00592053j -0.00226378-0.00590584j -0.0107872-0.0295158j -0.029371-0.0485485j 0.0690362-0.00991238j 0.00626135-0.00286442j -0.031214+0.0154438j 0.0416698+0.0264686j -0.0273503+0.0254738j -0.0502732+0.0402611j -0.0280804-0.0393391j 0.0381874+0.028937j -0.0870709-0.0280393j -0.12078+0.0423377j 0.0814139-0.0629692j 0.066299+0.0383815j 0.0311768+0.0339981j -0.0143788+0.0506998j 0.0140741+0.0106587j 0.021144+0.0790578j -0.000559096+0.0679221j 0.0487779+0.0686697j 0.00497704-0.020948j -0.0256879+0.060889j 
-0.083842+0.0581801j -0.0525482-0.0391172j -0.0566191+0.0392767j -0.0262245-0.00557974j 0.0311761+0.0437967j -0.0679955-0.0591785j -0.0563326-0.0354308j 0.0506042+0.0695084j -0.0736261+0.0089684j -0.048989+0.0560789j -0.0643376+0.0260499j 0.0212196+0.0585302j 0.0570726+0.00215686j 0.0438519-0.0727756j -0.0262579+0.0506714j -0.010629-0.0607666j 0.0245283+0.0124322j 0.0455392+0.0766815j 0.0644543+0.0509866j 0.0585052-0.0251711j -0.0694201+0.00533322j 0.0514546+0.0353453j 0.0663959-0.0742695j -0.0786308-0.0515228j -0.000816771+0.0355683j -0.0773404+0.112036j 0.0134568+0.0291242j 0.0238133+0.0224833j -0.0504695+0.0652511j -0.0269766+0.0648964j 0.0393151-0.0709356j -0.0292757-0.0194615j -0.0922451-0.0792717j 0.0628616-0.0513598j 0.0251681-0.0167854j -0.0480896+0.0925129j -0.0829108+0.0300723j 0.0403038-0.00866229j 0.137557-0.0993473j -0.0609571-0.0308826j -0.0628194+0.0855419j -0.0639539-0.0398226j -0.0041173+0.0222233j -0.0461424+0.0497723j 0.0102075-0.0628834j 0.0198867-0.0367328j 0.0571124-0.00250904j 0.0229812+0.038499j 0.0115834-0.0634877j 0.078701-0.0142846j 0.0375435+0.00695399j -0.0146677-0.0281121j -0.0039621-0.0334881j 0.0180946-0.00421309j -0.0448509-0.0141676j 0.0236992+0.0522517j 0.119503-0.0163495j 0.0710343+0.0145492j -0.0478106+0.0251755j -0.0225394+0.00927051j -0.0511085-0.0837209j 0.0549413-0.0196903j -0.056071+0.105583j -0.0290851+0.063111j 0.163657-0.0940917j 0.044502-0.0630406j -0.0265636-0.0271045j 0.0110709+0.0163856j 0.0668649-0.0520381j 0.0457897+0.011136j -0.0589155+0.00140656j 0.0662346-0.0594907j 0.0242406+0.0664709j -0.0521516-0.031861j -0.0726818-0.0886423j 0.0376343+0.0350846j 0.032522+0.0735559j -0.0224753+0.0219108j -0.00786217-0.120383j 0.0563862-0.0164465j -0.0069306-0.129867j -0.0755029+0.00469908j 0.0765519-0.0134312j -0.00693184+0.0581268j -0.0840291+0.0928776j -0.0444899-0.00104729j -0.0111191-0.000628448j 0.0352901+0.0481602j -0.0371297+0.0818457j 0.0862201+0.0742911j -0.0340083+0.0132861j -0.00591132+0.0565608j 
-0.0140684-0.0671509j -0.0103714-0.0473041j 0.0591212+0.0174121j 0.0760949+0.00409164j 0.0202114-0.0181844j 0.0226663-0.10491j 0.0261736-0.090687j -0.0988616-0.0120828j 0.0187188+0.00932573j -0.0104849-0.0363931j -0.0597637-0.0536054j 0.0323084-0.0176448j -0.0141544+0.00753788j -0.00255978+0.00863347j 0.00897947+0.0303892j 0.0543042-0.0409331j -0.0259385-0.0158252j 0.00272465-0.0950712j 0.0187975+0.0339134j 0.0272853-0.0905458j -0.00593149-0.110269j -0.0235347-0.0278064j -0.00398581-0.0667811j 0.0407271+0.0113593j 0.00419997+0.0335319j 0.06505-0.0798112j 0.0693545+0.0180911j 0.0775267+0.0106467j -0.00801082+0.066212j -0.0317521-0.0634876j 0.00298842+0.0868889j 0.0630231-0.0589708j 0.0680923+0.0105295j 0.00311749-0.0503601j 0.0282035+0.123361j -0.0809766-0.0212975j 0.0929838+0.0141838j 0.0554404+0.0221166j -0.0248214+0.0557409j 0.00783119+0.00992459j -0.00448486-0.0588885j -0.0291664-0.0394563j 0.092861+0.0403364j -0.0645353-0.0751278j -0.0268393+0.103564j 0.0359177+0.00321064j 0.0394732+0.0602565j 0.0908299-0.071476j -0.047417+0.0814687j 0.028041-0.0247888j 0.0211038+0.0200107j 0.00919918-0.0807176j -0.0366086-0.0577208j -0.0703387+0.000583911j 0.0205728-0.0653856j 0.029275+0.00744806j 0.0466204+0.0124657j 0.0547089-0.0129637j 0.0801333-0.0775285j 0.0254999-0.0565638j 0.0553015-0.0392178j 0.0823823+0.0673221j -0.0395098-0.0441713j -0.0933873+0.157745j 0.0786606-0.115064j 0.082206+0.0137491j 0.0444142+0.0326851j -0.142077-0.0126786j 0.123348+0.0520213j 0.0325109-0.0767817j -0.0149848+0.0634555j -0.0657016+0.0205707j 0.007239-0.0241487j -0.139213+0.0890923j 0.134759-0.088399j 0.0790105+0.0125872j 0.00775404-0.00249134j 0.019366+0.0543307j -0.0701977+0.0248723j 0.043288-0.070126j -0.0819173-0.0319794j -0.0419015+0.103113j -0.00923547-0.0599839j 0.0866715-0.0311958j 0.0760971-0.0109417j 0.0278534-0.0476045j -0.00152368-0.135508j -0.0411308-0.0347635j 0.0408936+0.0209384j 0.0952512-0.0115198j -0.0232813+0.0479533j 0.029591+0.033011j 
0.0446627+0.0405159j -0.00552109+0.0596323j -0.0986561-0.0270107j -0.036984-0.0283964j -0.000670927+0.013969j -0.0508895-0.00133893j -0.000219966-0.0238118j 0.0171832+0.0310962j 0.00425962-0.00220299j -0.011928+0.00918478j -0.0472188+0.0808519j -0.0539936-0.0455756j -0.0473906-0.00494444j -0.0305509+0.0713015j -0.0150604-0.0116379j 0.0126523+0.0279149j -0.0305878+0.0178195j 0.0078163+0.00770575j -0.00665082+0.0294371j -0.0142572+0.0172661j -0.0175502+0.0605909j 0.0151868-0.0252916j -0.0162252+0.0168618j -0.00108001-0.0394728j 0.00358637-0.0419626j -0.00188998-0.0500728j 0.0304886+0.0623491j -0.011516-0.0115307j 0.00521198-0.0370277j 0.0299875+0.0557551j 0.000707448+0.0549433j -0.0115846+0.0331207j 0.0316643-0.0402328j 0.0720103+0.010857j -0.0208687-0.062799j 0.00580344-0.0200953j -0.111253-0.00567077j 0.0158606-0.0314136j -0.0277506+0.0301459j 0.0590527+0.0139333j -0.000579605+0.0902136j 0.0753541+0.00574772j 0.00832959-0.000345281j 0.0310282+0.142744j 0.0207635-0.0647808j -0.0648472+0.112797j -0.00585258+0.00966271j -0.0196186+0.000625777j -0.00292709+0.00513991j 0.0144802+0.0197198j -0.00144391+0.0296604j -0.0276832+0.0982148j -0.0668985+0.233795j -0.0600437-0.017755j -0.0438655-0.0857402j 0.101109-0.055737j -0.0408655+0.0230112j 0.0478352-0.0368823j 0.0776133-0.0575466j 0.084685-0.00385039j 0.00675842+0.0433326j -0.0534979+0.142831j 0.0274449-0.0320736j -0.10982-0.0497839j -0.00556952+0.148343j -0.0306825+0.0612542j 0.0325425+0.0632319j -0.016863+0.0863753j -0.0742504+0.114757j 0.0172871+0.0883177j -0.0520412+0.0944166j 0.011097-0.0120864j -0.0678474-0.0896779j -0.0198369+0.102062j -0.0207106+0.0244416j 0.123259-0.0332564j 0.0392737+0.0052725j 0.0256455+0.0110078j 0.000222082+0.000798313j 0.0240831-0.0359439j -0.00691168-0.0199526j -0.100323-0.118733j 0.014195-0.0534388j 0.0110016-0.0927701j 0.0393001+0.0955529j 0.0725334-0.0091661j 0.0089983-0.00317914j -0.0155172+0.0341289j 0.0198349-0.0206717j 0.00235196-0.0777868j -0.0327601-0.00937272j -0.0264694+0.0568243j 
0.00385769-0.0114276j 0.0167521+0.0758949j -0.0160314-0.0947636j -0.0508517+0.0204723j 0.00344444-0.0226748j 0.0493839-0.0411718j 0.0812262-0.0960302j 0.0156942+0.0192817j -0.0317654-0.0118807j -0.0201758-0.0471358j -0.000747251+0.0422537j -0.0864931+0.0200901j -0.00677225-0.0635487j 0.0658356+0.0688601j 0.018808-0.0114196j -0.00477933+0.0513859j 0.0284633+0.0550831j -0.00750574+0.0501771j 0.0459203-0.0485532j -0.0430818-0.0144442j -0.0313077-0.0320565j -0.00583625-0.0466765j -0.073712+0.0926504j -0.0528542-0.00635082j -0.0415011+0.0123752j 0.140345-0.11341j 0.0658213+0.0860181j -0.074741+0.00175325j -0.0191437-0.00051351j 0.00602443+0.0308435j -0.0468531+0.102571j -0.0242666+0.00769424j -0.00200421+0.0449764j -0.0521485+0.0944344j 0.0101202+0.0156644j 0.00803052-0.072195j 0.0819358-0.0357021j 0.0434638-0.052115j 0.0232444-0.00910398j -0.0447994+0.0394342j -0.0228436-0.00141048j -0.0488833+0.0124062j 0.0400798+0.00672347j -0.047934+0.0136579j 0.00943844-0.0126081j -0.113789+0.0314118j 0.0526957-0.0149367j -0.0252752-0.052819j 0.0437707+0.0179567j -0.0441005-0.0376748j -0.0306973+0.00194341j 0.00983595-0.0651309j 0.0117644-0.0961148j 0.0186719+0.059449j 0.0228058-0.0390622j 0.0333493+0.127107j -0.0289391-0.0213758j -0.0940546-0.0935671j 0.161102-0.0137734j 0.119851+0.105232j -0.00890637+0.00711416j 0.0512448-0.0882598j 0.0484238-0.0121381j 0.0716117-0.13871j -0.0385964+0.0842674j 0.040994-0.00104037j -0.039304+0.0437031j 0.0224171-0.101288j -0.0997575-0.151234j 0.0663603+0.089582j 0.0110433-0.00718138j -0.126157-0.0802948j 0.102443+0.00204256j 0.0253532-0.0206953j -0.127855+0.0770231j -0.00926663+0.00395606j -0.0950771+0.000429166j 0.0320653+0.0221913j -0.00773849-0.0349289j -0.0116982+0.0148201j 0.0241795+0.045384j -0.0892049+0.0531176j 0.0136648+0.00515124j 0.0750852+0.104655j 0.0244717+0.0197996j -0.00425662+0.0704101j -0.00876411+0.0628746j 0.0422057+0.0759223j -0.0256151+0.0462859j 0.0283881+0.0166988j -0.00454954-0.00539421j -0.016463+0.0218969j 
-0.0840286+0.00534757j -0.058001-0.0394044j 0.0241722+0.0155929j 0.0581926+0.0652385j 0.030076+0.0112006j -0.0224729+0.0076411j 0.0395282+0.0796284j 0.0291568-0.0277969j 0.0202729+0.0599657j -0.0437782+0.0403459j 0.00712431-0.0454866j 0.0188754+0.0971669j 0.00338581-0.0824457j 0.0134986-0.0531534j 0.0826579+0.0108623j 0.0335909-0.0382508j 0.00983392+0.0232318j -0.0302295-0.00737937j -0.00242529+0.0551972j -0.0522383-0.0134816j -0.055478-0.0320721j -0.0863399+0.0132907j 0.0394119+0.0011125j -0.0231059+0.0570069j -0.0354852+0.0832438j -0.0791686+0.163703j -0.00956428-0.0825606j -0.11856-0.0838127j 0.0114695+0.0568244j -0.00979389-0.0234152j -0.142219+0.0142632j -0.122704-0.0113818j 0.063529-0.00342172j 0.0609512-0.0719829j 0.0028808-0.014531j -0.08069+0.00108517j 0.0527206+0.110682j -0.0517339-0.0247132j 0.0146347+0.0433404j 0.0323554-0.0752182j -0.028448-0.0148785j 0.056702+0.0583178j -0.0267254-0.0157737j -0.00434096-0.0232865j -0.0357021-0.00182061j 0.00443525-0.00156569j -0.0399157-0.0516279j -0.00942599+0.0908748j -0.0957806-0.0757857j -0.0181118-0.00545114j -0.0381277+0.0580894j -0.0672405-0.103598j 0.0342063+0.0769526j 0.0974387+0.134007j 0.0168691-0.00463259j 0.0296978+0.0871161j -0.0506297+0.0472704j -0.108449-0.0178898j 0.0439313+0.0135857j 0.0332316-0.064726j -0.0674573-0.0137464j 0.0593364+0.0013229j 0.0443839-0.00987872j 0.0558396+0.0924915j 0.074334-0.0887116j -0.0425529+0.0164775j -0.0548878+0.00635582j -0.0417752+0.0963986j -0.0497937+0.101442j 0.0290877+0.100204j -0.0303464-0.164973j -0.0109203-0.0325472j 0.0283718-0.0053553j -0.0464966-0.0259277j 0.0734812-0.107104j -0.038191+0.0459925j -0.0221817-0.0521727j 0.0384405+0.00435915j 0.0227938-0.00686838j -0.0281159+0.124135j -0.0885538-0.0753724j 0.015888-0.050254j 0.0362811+0.0143121j -0.0243051-0.0647629j 0.0303208+0.0112177j 0.0535892-0.0130249j 0.0671326-0.0570227j 0.042129+0.0289544j 0.0447332+0.0740229j 0.0130194+0.0551174j 0.0463721-0.0262501j -0.0329736-0.0123385j 
0.00481179-0.00265491j 0.00955185+0.0154397j -0.0439367-0.0496501j 0.0083392+0.0549521j -0.00429811-0.0209498j 0.0370126-0.0154416j -0.0279705-0.010778j 0.00262225+0.0778703j -0.00378902-0.048423j 0.0129027+0.0371943j -0.0118084-0.0395822j 0.00251117+0.0501564j 0.0153069+0.0235832j 0.00314695-0.0147308j -0.0377177-0.00534401j 0.00131933-0.00228709j 0.013006+0.0670561j -0.00500215-0.0127399j -0.00541688-0.0124917j 0.00827598+0.00120052j -0.0114171-0.0584704j 0.020765-0.0296999j 0.00703473-0.0211143j 0.00259085+0.0352016j 0.0212838-0.0212362j 0.0551155-0.00515503j 0.0183476+0.0196072j 0.0392654-0.00783974j -0.00270146+0.0149635j -0.0587001+0.0872588j -0.0142509+0.0680157j 0.00762865+0.0402059j -0.00861443-0.0159812j 0.0950743+0.0245297j 0.0279929+0.0557322j -0.0370682-0.0055669j 0.00474761-0.105008j 0.0179539-0.0135484j -0.0455734-0.0789879j 0.0287756-0.0255303j 0.0135086+0.0171368j 0.0531357-0.0754092j -0.00236484+0.0182738j -0.0799105-0.0221331j -0.0071974-0.0217993j -0.121727-0.0527506j 0.0549552-0.0217502j 0.0660281-0.0271195j 0.0562751-0.0754592j -0.058637+0.0401843j 0.00560325-0.033194j -0.0903238-0.0643093j -0.0724793-0.0570364j -0.0793968+0.0174577j -0.0541198-0.0199418j 0.0693471+0.116476j 0.0626451-0.0401647j 0.108915-0.0663032j 0.000993783+0.0960051j 0.048739+0.0461754j 0.0977618+0.0620454j -0.102554+0.0578484j 0.00761681-0.00357674j -0.0108859+0.0606297j 0.0857286+0.0311543j 0.0604689-0.179207j 0.0771021-0.0157829j 0.00850561+0.078632j -0.0630577+0.105702j 0.0429611-0.0283796j -0.121122+0.0251846j -0.098604+0.0740632j 0.0806877-0.0133479j -0.0238705-0.00303711j -0.00421536-0.0284394j 0.0367335+0.0264884j 0.107526+0.0921738j -0.0826912-0.0617307j 0.100544-0.0235831j -0.00935241-0.195728j -0.0986106+0.123248j 0.00557357+0.0344063j 0.135823-0.100626j 0.0763205+0.00120553j -0.00350019+0.0796099j 0.0311602-0.0802795j 0.0427347+0.00230295j 0.0642322-0.0208878j -0.00112201+0.0129564j 0.0728114+0.0317626j 0.0412741+0.00718323j -0.0182163+0.0228664j 
0.0435726+0.0535267j -0.00752712-0.0258059j -0.0368894-0.00754081j 0.0310171-0.0885976j -0.0135542-0.0588586j 0.00540504+0.0845266j -0.0404525+0.063298j -0.0181604+0.0887679j 0.00820053+8.36637e-05j 0.0669539-0.0131408j 0.0260149+0.0241963j -0.0334316+0.0707402j 0.0027058-0.0317322j -0.0412315+0.0136917j -0.0345259-0.0453957j 0.0168008-0.0372069j -0.0679047-0.0144512j 0.0587571+0.00852361j -0.0032993-0.0379698j -0.0628363+0.0031814j 0.0200249+0.0658604j 0.0300556-0.0294322j -0.0171439-0.00433522j -0.0520705+0.0416533j -0.0666145+0.0322235j -0.0234124+0.122405j -0.0142927-0.0230764j -0.019186+0.0754631j -0.0451638-0.0450894j 0.118814+0.0376447j -0.0536472+0.00600317j -0.0704237+0.0405858j -0.00962419+0.0232484j -0.0261544-0.0437272j -0.201482+0.0281891j -0.0182586-0.0159497j -0.0404117+0.0457112j 0.051601+0.0456267j -0.0297307-0.0500127j -0.0677491+0.0401501j -0.0395935-0.0113746j -0.0259248+0.0266703j -0.016643-0.00245558j 0.0294274-0.0741056j 0.0296175+0.0599315j -0.0694169+0.0484696j 0.0314524-0.0295506j -0.0197605-0.0028958j 0.110678-0.00828634j 0.0275837-0.00847275j 0.0821442+0.0873745j -0.00612023-0.0609287j -0.117203+0.0864931j -0.0208025-0.0193312j 0.0295191-0.0387077j -0.0356821-0.0375491j 0.100677-0.110379j -0.0118929-0.00196722j -0.105913+0.0104461j -0.170578+0.0117759j 0.0753785-0.0384285j -0.105271-0.0826497j -0.0294565+0.0314011j -0.212206+0.0533466j -0.0314376+0.036432j 0.00672414-0.08898j 0.00835113-0.0381473j 0.0407074+0.0722931j -0.0131984-0.0226788j 0.0400528+0.0546198j -0.0203664+0.0280145j -0.0856649+0.0956385j -0.0194015-0.00216955j 0.0135431+0.00947508j 0.0528037-0.0923032j -0.0560653+0.00729941j 0.0607011-0.0177478j -0.0671867-0.0662226j -0.0207815-0.0211824j 0.0583104-0.152517j 0.0154181+0.122097j -0.0593683-0.00308101j -0.0153557-0.0628634j -0.130302-0.0380883j -0.0693827+0.0767376j 0.00230922+0.0382166j -0.00227667-0.0271459j -0.070201+0.10142j -0.00829066-0.0470683j -0.108624-0.0307917j -0.0396314-0.00249557j -0.0162434-0.0604276j 
0.0334647-0.0139625j 0.0141272-0.00547269j 0.016703+0.0103476j 0.0204064+0.0512291j -0.0246999+0.00282744j 0.0179658+0.00787203j -0.0193308-0.0567j -0.00796107+0.0503745j -0.0298944-0.0312584j 0.0200673+0.0395906j -0.0875674-0.0293049j 0.0225526+0.00590677j 0.0326921+0.0288939j 0.0253823-0.0228467j -0.0250779-0.00525673j -0.00533393+0.0234286j 0.040879-0.0567411j 0.0220016-0.00363807j -0.0239737-0.0269712j -0.0244888+0.00198785j -0.0159736-0.0380603j 0.00109932+0.00751656j -0.045562-0.0441017j 0.0379207-0.0524966j 0.00769954-0.0120026j 0.00124863+0.0118469j -0.0646064+0.0462237j 0.0432954+0.0478972j 0.000842736+0.0416198j 0.0228831+0.00604469j -0.0142118-0.00680776j -0.0192157-0.00823756j 0.0226568+0.0324625j 0.0371095+0.0760992j 0.0108705+0.0176157j -0.026202-0.0243054j -0.0903202-0.0639736j 0.0277781-0.00827775j -0.0753627-0.00141572j 0.0644868-0.00713786j 0.0403023-0.0607364j 0.12504-0.054086j -0.0155129+0.0250453j -0.0158868-0.0747139j -0.0608154-0.0597262j 0.0268087-0.0309755j -0.0767074-0.0314877j 0.0622974+0.146407j -0.0680683-0.0758659j 0.0307082+0.0619475j -0.0332865-0.0167165j -0.0612241-0.020977j -0.154485+0.0424527j -0.0367648-0.0385834j 0.0589394-0.00504619j 0.0596776-0.00155227j -0.0440485+0.0954516j 0.140565-0.0350417j 0.0543309-0.00470551j 0.0321011-0.0457143j -0.0729785+0.0546286j -0.136433+0.0564153j -0.00127181+0.00112169j -0.0354881+0.0215986j -0.0983606+0.0128835j -0.0153297+0.00628755j 0.00467988+0.049162j 0.0999631+0.0330767j 0.0179157-0.00474359j -0.0914705+0.00747588j -0.0276703-0.00340357j 0.0163065-0.0694496j -0.00692741+0.0963727j 0.0309074-0.0287045j 0.0156645+0.0682774j -0.053107-0.0678015j -0.048306-0.0112819j -0.0461385-0.00737651j 0.0255811+0.0273868j 0.0656902-0.0963423j -0.029443+0.0369063j 0.165258-0.000334134j -0.0729515+0.0297732j 0.143487-0.0132632j -0.0291783+0.0637357j -0.0510978-0.0347933j -0.0553357-0.0270171j -0.0341625-0.117598j -0.00715332-0.0289702j 0.0626436+0.0513038j 0.0108434+0.0339507j 0.00530723+0.00525785j 
0.0133663-0.00906612j 0.000705655+0.0147532j -0.0149701+0.00371473j -0.00194915-0.021897j 0.0626916+0.0241326j 0.0202977-0.0458207j 0.0148956-0.0147294j 0.0187086+0.0559151j -0.0738878-0.00206355j 0.0188599+0.0187962j -0.000513833-0.00151377j 0.00240719+0.0749351j 0.0369561+0.0163835j 0.0359401-0.167797j -0.0240891+0.0343338j -0.0139143-0.128212j 0.102522+0.00785638j -0.0237517-0.0432502j 0.0366673-0.0135906j 0.0256373-0.0754304j 0.0174605+0.0228772j -0.00999674-0.0138251j 0.0228268+0.0494511j 0.0234207-0.0475931j 0.0271833-0.0838407j -0.0712441+0.0253339j 0.0226728+0.0538542j -0.045333-0.0836703j 0.0286035+0.0269446j -0.0107694-0.028348j 0.0499106+0.03651j -0.0481272+0.0924247j -0.0599641+0.0119218j 0.00382435+0.01608j -0.101754+0.0340759j 0.0245929+0.0661437j -0.0634027+0.0335495j 0.0400549+0.135188j -0.0553364+0.0059132j -0.0978984-0.0413118j -0.0137629+0.0273107j -0.0102417+0.0175324j -0.177168+0.0181548j 0.154994-0.0170918j 0.00770749-0.0385952j 0.106092+0.0265633j 0.0832053-0.0395428j 0.0690187-0.0271927j 0.0114114-0.0641475j 0.0215463-0.108187j -0.0258959+0.0453737j 0.0401595-0.0244464j 0.112576+0.06608j -0.0571398-0.0106403j -0.0241268-0.0261425j 0.0592548-0.0496734j 0.0611808+0.0391094j -0.00656394-0.0969729j -0.000351316-0.0737133j 0.0161039-0.0444684j 0.0188998+0.0567852j 0.0912141-0.0301945j 0.0133206+0.00795746j 0.0640123-0.0369778j -0.0531338-0.0340918j -0.0102363-0.00650163j 0.0547432+0.125495j 0.124493+0.0221606j 0.108567-0.0209792j -0.037933+0.0223332j 0.04269-0.00305515j 0.0166471-0.121663j -0.0138591-0.0103257j 0.00719174-0.00402643j -0.03584+0.121758j 0.0155998+0.0392432j 0.011383+0.0325509j -0.0257583+0.00266774j -0.0356997-0.0366427j -0.020852-0.0174222j 0.0696679-0.00962471j 0.013866+0.061996j -0.00104897-0.0110115j 0.043112-0.0108763j -0.00280849+0.0729631j -0.0533974-0.011777j -0.0425862-0.0305352j -0.0431919-0.03627j -0.0108781+0.0195179j 0.0196873+0.0207445j 0.000998032+0.010044j 0.0120196-0.00711846j 
