0.087215+0.0210088j -0.00330922-0.00219006j 2.29151e-05+0.00413j -0.0228894-0.0739913j 0.00265049-0.0253242j 0.0122085-0.00229788j -0.0189754+0.0631229j 0.00833811-0.0240512j 0.00721795-0.00294845j -0.0158842+0.0261698j -0.0129509+0.00816018j -0.00471704-0.0454653j -0.0252879-0.0308799j 0.00404637+0.0261463j -0.00448576+0.0140982j -0.0197356+0.00912674j 0.00687012-0.019588j 0.0111074-0.00980254j 0.0321037-0.00253708j 0.00616411-0.00499463j 0.0184704+0.00385616j 0.00446049-0.00799529j -0.00223259-0.00604546j -0.0114813-0.0219725j 0.0102219-0.00235846j -0.00388527-0.00572197j 0.0108556+0.00160122j -0.00851434+0.0283905j -0.0174006-0.00628988j 0.0141999-0.0180728j -0.00379789+0.000486711j -0.00187277-0.00994316j 0.00160209+0.00953213j -0.00495984-0.00779792j -0.0151048+0.00838419j -0.0138519-6.66169e-05j 0.00863936+0.00638154j -0.0239881+0.0125248j 0.0472977-0.0128422j -0.00733645+0.000408716j -0.0130441-0.0187359j 0.0237606+0.00586327j 0.0145445-0.0259867j 0.00490516+0.011913j -0.00601482-0.00148772j -0.0220201-0.00534609j 0.00659898+0.0347711j 0.00859044-0.00526476j -0.00190368-0.00053355j 0.0214454-0.00576134j 0.000743327-0.000750595j -0.000604158-0.00184248j -0.00772856+0.000125466j 0.00626942+0.0238893j 0.0356908-0.0174119j 0.0307121+0.0106283j -0.0137365+0.0135274j -0.0215319-0.0193595j -0.00940184-0.00705076j -0.0118855+0.0146004j -0.0324999+0.00797945j 0.0379195-0.00356982j -0.062305-0.00254239j -0.0190226+0.0354151j 0.0332338-0.0280777j -0.0109365-0.0237117j 0.0563243+0.00474505j 0.0116099+0.00576262j 0.0282277-0.0291313j 0.0148032-0.0358904j 0.0404792-0.0341986j -0.0223094+0.0243783j 0.074409-0.0159486j -0.00406985-0.0391539j -0.0936866+0.00849593j 0.0596696+0.0233005j -0.0542774+0.0201j 0.0393027+0.0119991j 0.000169912+0.0763575j 0.0227085+0.0305918j 0.00102639-0.0488594j -0.100731-0.00483167j 0.0469492+0.0240095j 0.00462135+0.109909j -0.0156799+0.066897j 0.0570422+0.0428355j -0.0702001+0.108204j 0.0914174-0.0363159j 0.103607-0.016579j 0.0799425-0.153744j 0.234203+0.149707j -0.0916447-0.176224j 
-0.0139347+0.00941641j 0.00648943-0.0263972j 0.0221702-0.00929341j 0.00173328+0.0200479j -0.00453176-0.0186758j -0.0597621+0.031004j 0.0101354+0.0231933j -0.0582305+0.0595068j -0.0205924-0.00579346j -0.00800467-0.0293682j 0.0575945-0.0182177j -0.0162483-0.0975101j 0.0362735-0.0424561j -0.024945+0.016521j 0.0140208+0.112531j 0.00958787-0.0119083j 0.00804028+0.0897524j -0.0145653+0.128963j -0.000616342-0.0587094j 0.00721669+0.0720162j 0.00442534-0.0206802j 0.0223474-0.13582j -0.0548522+0.0933274j 0.0421074-0.00852337j 0.0242702-0.068151j 0.0296774+0.144916j -0.0440096-0.145525j -0.012686-0.0488622j -0.0212073+0.0698619j -0.0166714-0.0229529j -0.144111+0.0792597j -0.0123865-0.0191484j -0.0468747+0.0191003j 0.021854-0.112304j 0.0417646-0.0160845j 0.0362566+0.0263666j -0.101155-0.0769846j 0.105072+0.151251j -0.0686251+0.232576j -0.0367487-0.102839j -0.0643249+0.0952664j 0.115522-0.109244j -0.00702-0.0564571j -0.0467656+0.10356j -0.0863+0.0258983j -0.0610187+0.036628j -0.121359-0.0152387j -0.063828-0.0797261j 0.00664987+0.14528j 0.13294+0.0519416j -0.0949957+0.225316j -0.130892+0.0668905j -0.0908025-0.0233572j -0.109411+0.0240459j -0.0532183-0.0322178j 0.0094297-0.0400195j 0.0252473+0.0804671j 0.0156089-0.000759276j -0.0418378-0.0141347j 0.00941703-0.0795966j 0.0152035-0.0653764j 0.0977262+0.0295417j 0.0700534-0.0238645j 0.103942-0.0230746j -0.0210634-0.0566914j 0.0223643+0.00325255j 0.0667207-0.00173006j 0.104271+0.0131516j -0.0434377+0.0238703j 0.105124-0.010696j -0.0436386-0.0199781j -0.0560568+0.00523222j -0.0852579-0.0172655j -0.0389239-0.0386252j -0.0153832-0.0336684j 0.00914121+0.0272847j 0.00547425+0.033563j 0.0618155-0.00710254j 0.00354581-0.0363849j 0.0325343+0.0385218j -0.0199184+0.00613213j 0.00538427-0.0523163j 0.0414406-0.000761327j 0.00517142+0.00846247j -0.000306752+0.00715006j -0.0103449+0.0325117j 0.0189555+0.0220068j -0.0234122+0.0146147j 0.013937-0.00453777j -0.0406842+0.0260007j -0.0265009-0.0292829j -0.00950525-0.0123538j 
-0.0289121+0.0247248j -0.00170539+0.00398512j -0.0157426+0.0168692j 0.00810375-0.00909613j 0.0160385+0.0167899j -0.0187019-0.0191649j -0.0484624+0.0625933j -0.00866576-0.0673663j 0.00509466+0.0330888j -0.129211-0.004491j -0.0930086+0.147547j -0.0380697+0.0453464j -0.0226669+0.0794834j -0.00733668-0.0675484j -0.0115068-0.0497917j 0.0589663+0.0203582j 0.104572-0.0945288j -0.0215866+0.0684949j 0.0104427-0.0981868j -0.0678121+0.00753319j -0.0738252+0.187734j -0.0553905+0.00172136j 0.0389555-0.0608337j 0.0211876+0.0565941j 0.0184074-0.0190991j -0.0139626+0.0646056j 0.00606711+0.0022024j 0.100124-0.0244354j 0.0156869-0.0386878j -0.105337-0.0640437j -0.0576263-0.117066j 0.0370844+0.0211898j 0.0186476+0.011718j -0.0914362+0.0432302j 0.0163317-0.152028j -0.0431983-0.00107086j -0.0318344-0.0263869j -0.0224072-0.00342651j 0.0551338-0.0643036j -0.0440001-0.0499996j 0.0423644+0.00760702j -0.0237045+0.074287j 0.0511388+0.0353249j 0.0160448-0.0401854j -0.0196941-0.0640317j -0.0238205-0.0259184j -0.033552-0.00219724j -0.0723745-0.0469466j 0.0117475-0.103072j 0.0461491+0.0439616j 0.0573166-0.0824785j 0.0485603+0.0449379j 0.05485-0.0365144j 0.120737-0.0544886j 0.0221884-0.00753912j 0.0232425-0.0116009j -0.0488768-0.00439156j -0.018379-0.031476j -0.0444471-0.0510178j -0.0942915+0.0591339j -0.000343874+0.0876894j 0.0559253+0.0698006j 0.0429252-0.0635537j -0.0395134+0.00986866j -0.0727648-0.0336836j 0.00288868+0.061607j 0.0114124+0.017012j 0.0136708+0.0022873j -0.142503-0.0730878j 0.128593-0.0498295j -0.136793-0.0683374j 0.00901055-0.0330757j -0.0408994-0.0607631j 0.0455477-0.0454847j 0.0140821-0.012478j -0.0131354-0.0193039j -0.0320144-0.0139673j -0.015653+0.010374j -0.0733779+0.0584197j -0.0301201-0.0318622j 0.0279854+0.0960736j -0.0498799-0.0790164j 0.0674011+0.0531536j 0.107409-0.0288123j 0.00491556+0.0240385j 0.0672161-0.00334765j -0.016384+0.0157879j -0.0177924+0.00359061j 0.0162442-0.00594936j 0.0483534+0.00814483j 0.00215461-0.00693852j -0.00820793-0.0370513j 
-0.00895216+0.0196001j -0.0637973+0.0176863j 0.0163248+0.0157057j 0.0248737-0.0131754j 0.0334451+0.0122599j 0.0595367+0.0278309j -0.00746798-0.0117748j 0.0705013-0.0473756j 0.141218-0.0158436j 0.076445+0.0792879j -0.0224168+0.0377372j 0.046987+0.13032j -0.147554-0.00128123j 0.0404177+0.0559556j 0.045737-0.0366819j 0.0571311+0.0112572j 0.0484793+0.0656489j -0.0337274-0.0251587j 0.0393529-0.0196918j -0.0522268+0.0498814j -0.0144792+0.0503507j -0.0891397-0.182492j 0.0426675+0.0431796j 0.00875863+0.00571637j -0.101639+0.0174082j -0.0144926-0.0528208j -0.0178132-0.00276597j -0.0307693+0.0117915j 0.153074-0.00357989j 0.0641803-0.058882j -0.0754976+0.0150086j -0.0528264-0.0121907j -0.0288046-0.0649277j 0.0214811+0.0993558j 0.0139836-0.0480976j 0.154861+0.0155025j -0.24067+0.0322438j -0.0670514+0.00110763j 0.0849018-0.0409984j -0.130622+0.064813j 0.00990043-0.0378987j 0.000233959+0.0365732j 0.0600953+0.0160345j 0.0511943-0.0928117j 0.0189935+0.00433367j -0.000632423+0.00324276j -0.0137531+0.038338j 0.0702699+0.0264128j -0.00380846-0.0287512j -0.0304022+0.0669798j -0.0344848-0.0508954j -0.00897439+0.0379462j 0.0356287-0.0376744j 0.00620614-0.0120658j -0.103759-0.0231506j 0.00821186+0.0231352j -0.0888821-0.0343771j -0.00424498-0.00492072j 0.0224055-0.0345801j 0.0958684-0.068665j 0.0330055+0.0489709j 0.0711769+0.0415173j 0.00723298-0.00101345j 0.0195067-0.0181417j 0.0687544+0.00614475j 0.0389933+0.011228j 0.0143362-0.00717381j 0.114491-0.0183768j -0.0260696-0.00456135j 0.107685-0.00566801j -0.0293811-0.000755176j 0.0265247-0.0423996j -0.00386227+0.000860345j 0.0264681+0.0309221j 0.022551+0.00297105j -0.0142846-0.021862j -0.0523909+0.0341145j 0.0274373+0.00628794j 0.111374-0.0358626j 0.0436775-0.0329143j 0.0217772+0.0023747j 0.0292932+0.0843401j -0.0484054+0.0431487j -0.0464844-0.0563013j 0.0338355-0.0277794j -0.0144176-0.0542387j -0.0515917-0.0281849j 0.0198847-0.00301099j -0.000535671+0.0103287j -0.00139946-0.00959169j -0.00917915-0.0324176j 0.0405485+0.0686904j 
-0.0348364+0.0273773j -0.00715375+0.00926349j 0.0209775+0.0376896j -0.0122556+0.00276765j 0.0214398+0.0333062j -0.0302862+0.0480419j 0.0297187-0.00629169j -0.014866-0.00527985j 0.0234574-0.0110842j 0.0635443-0.0480054j -0.0587129+0.0562787j -0.0390172+0.017116j -0.0963421+0.0261199j 0.0562858-0.0411074j 0.065048-0.0477135j -0.00244393-0.0395514j 0.0524934-0.0590832j -0.0164523+0.00986135j -0.0616853-0.023912j -0.0376741+0.00636306j -0.00751151+0.0207053j 0.0040065-0.0108498j 0.000485016-0.0229055j -0.104096+0.0260805j -0.00647968+0.00258771j -0.0012124+0.0216493j -0.0105558+0.00196817j -0.044659-0.0544874j -0.0128698-0.0370407j -0.0346144+0.0385436j -0.00628446-0.030737j -0.0228296+0.0406933j 0.018702+0.0198538j 0.0774648+0.0527557j 0.000646672-0.0325831j -0.0358151+0.0483918j 0.0256032+0.00966017j 0.0257838+0.0130221j 0.0883888+0.0368611j 0.00463741-0.0110611j 0.00978044+0.0304669j 0.09031+0.0183968j 0.0138499+0.0252978j -0.0791466-0.0407031j -0.017445-0.047305j -0.0753048-0.000258316j -0.0186782+0.00299722j 0.0753742-0.0319705j 0.0735596-0.0612266j 0.0451847-0.031455j -0.0366741+0.0758059j 0.0391008-0.0633037j 0.0635779+0.0271025j 0.0135831+0.0198036j -0.0111325-0.00119699j 0.0053307-0.0234677j 0.0566564-0.0833461j 0.00493168-0.0515128j 0.00215172-0.118344j -0.026482-0.120466j 0.0149748+0.0313884j -0.109377+0.0622053j 0.0617809-0.029604j 0.000511731+0.0630504j -0.00749794+0.0304778j -0.0310785-0.0138715j 0.0294218-0.0862011j -0.0760661-0.00747006j -0.0982229-0.0778866j 0.0771945+0.0269956j 0.0987976+0.0156703j -0.012651-0.00252773j -0.0229734+0.0498423j 0.0873284+0.00938313j -0.0547145+0.0409265j -0.00961435-0.0182459j 0.029203+0.0582791j 0.0043486+0.0510753j 0.0134138-0.0443469j 0.11117+0.0989899j 0.0138866+0.0500634j -0.00429671+0.00532531j 0.13144-0.0732542j -0.165172-0.0545949j -0.075828-0.00795534j -0.110808+0.056114j 0.027858+0.00924556j -0.0535299-0.0464383j -0.0373077-0.00145923j -0.0908461-0.0137073j -0.0250986-0.0231972j 0.0111346+0.0412718j 
0.0200882-0.015187j 0.0347469-0.00342315j -0.036102+0.0136608j -0.0563618-0.0182742j 0.00723524+0.0211395j -0.0547788-0.012467j 0.0443566+0.00396998j 0.00393618-0.0217206j -0.0142595+0.007896j -0.101138-0.0372609j -0.0249321+0.0231909j -0.0289308+0.0185225j 0.113994-0.0110612j 0.0511426-0.0146019j 0.0280219+0.0147688j 0.0192006-0.0601046j 0.111074+0.0194709j 0.0716074+0.00977419j -0.00892777-0.0330628j -0.0922988-0.00517371j 0.0173817+0.0478762j -0.0806018+0.0309368j -0.0232902+0.108553j -0.158256-0.05316j 0.0446225+0.0386015j 0.0514993+0.0345319j -0.174418+0.0181596j 0.00133333-0.0289128j 0.0223514-0.00966413j 0.0210266+0.0142381j 0.0236935-0.0703878j -0.0332615+0.0549013j 0.043248+0.00331393j -0.0423019+0.0211684j -0.0549704-0.0402493j -0.0651937-0.0167588j -0.00811594-0.0233986j 0.0502421-0.0337929j -0.032195+0.075399j 0.00467345-0.00765831j -0.0834597-0.0160737j -0.059293-0.00266224j 0.0353141+0.0179528j 0.0406906-0.0993214j -0.0118633+0.0107666j -0.0211263+0.0351062j -0.00683647+0.100121j 0.0672263-0.0311404j -0.0319754-0.0194723j 0.0748265+0.0306049j 0.109612+0.00896148j 0.00774605-0.017242j 0.0834796+0.0511643j 0.0264543+0.030604j -0.0171837-0.0562425j 0.0978501-0.0284394j 0.0482213+0.0314022j 0.00107908+0.0501612j 0.0561275+0.0207421j 0.177544+0.120839j -0.0733972+0.0315933j -0.0294329+0.0209361j 0.0419718+0.127298j 0.0935296-0.0969646j -0.0522332-0.0680986j 0.0678678+0.0500043j -0.00207156+0.0308851j -0.0343372+0.0610259j 0.055921-0.00521199j 0.0641972-0.00994452j -0.0372342-0.0917993j 0.0276482+0.0700783j 0.027184+0.0502941j 0.030483-0.0491871j 0.0520725-0.0433041j 0.0503811-0.0810653j 0.0330891-0.080819j 0.0540042+0.0852195j 0.0458332-0.020097j -0.0714388+0.0513436j 0.00457931-0.132692j 0.0666737+0.0863627j -0.0793133-0.165289j -0.0687396+0.0404918j -0.0283055-0.0152512j -0.00869168+0.0738485j 0.070939+0.0929532j -0.00309614+0.00428517j -0.0361738-0.00211346j -0.0501342-0.0352215j 0.0370891+0.0843532j -0.00119798-0.00713275j 
0.0342533-0.00925095j -0.0323738+0.0283053j 0.0500701+0.0171479j -0.0354732+0.0394395j -0.0188647-0.00141501j 0.0596635-0.00693335j -0.038007-0.0233584j 0.0165946-0.0249402j -0.127886+0.00848006j -0.00789155+0.0186398j -0.0222084-0.0536062j -0.059226-0.0525583j -0.0207345-0.0821074j 0.0577843-0.0467529j -0.0359067-0.00874887j 0.0604141+0.0330175j -0.0651414-0.0624914j -0.0261527-0.0108236j -0.0578971-0.0369147j 0.0133091-0.00448268j -0.0215323+0.078205j 0.0334394+0.0387207j 0.0944203-0.0979384j 0.0352524-0.0402503j -0.0303316-0.0243314j 0.0858954-0.0608156j -0.0162526+0.0823312j -0.115214-0.173355j -0.0755707+0.0863049j 0.00187635+0.0480945j 0.0141347-0.0264838j -0.0598281+0.052062j 0.0137142+0.0227135j 0.0271739+0.114483j -0.0656887+0.00439522j -0.0979893+0.0117617j 0.0603151-0.0139627j 0.0118705-0.0665074j 0.0127941+0.107189j -0.0231512+0.043878j -0.0463682-0.0134303j 0.0625815-0.00432522j 0.0197884+0.0409295j 0.0780469-0.000241169j 0.00607565-0.0235116j 0.00676011-0.0173748j 0.0533357-0.0398329j -0.116817+0.152233j 0.0962785-0.0224992j 0.0390623-0.0677356j -0.0549962+0.0614193j -0.13387-0.0300202j 0.043709+0.0443486j -0.00700598+6.83339e-06j 0.118734+0.128453j -0.110665+0.00248099j 0.0778816+0.0605491j -0.00183286+0.0262843j -0.0116974+0.0987411j 0.0662785-0.155242j -0.0881319+0.107232j 0.0587753-0.0290025j -0.00831077+0.0962314j -0.034701-0.0719683j -0.102516-0.0750991j 0.0249687-0.0118315j 0.0364403+0.0162407j 0.0248786+0.0106429j -0.0184715+0.0948122j 0.0319848+0.0134813j -0.0226723+0.0192949j 0.0799263+0.0157166j -0.00677591-6.90664e-05j -0.0708532-0.0807123j -0.0626893+0.00741628j 0.00814162-0.0405547j 0.00105176+0.0104614j 0.0580293+0.0203415j -0.00526721-0.00916357j 0.0396147+0.0724538j -0.074362+0.0820544j -0.0242785-0.0114119j 0.133861-0.0418778j 0.0717774-0.140147j 0.0171086+0.0136015j 0.00377338-0.000445106j 0.0325923+0.0162405j -0.00229943+0.0145781j -0.0142702+0.0298738j -0.00632467-0.0160903j 0.0208678+0.0496458j 0.0589529+0.0537914j 
0.0255077-0.00586827j 0.0407399-0.0420297j -0.017643-0.0272386j 0.00260972-0.0139642j -0.0249115+0.00164081j -0.0221031+0.00970665j -0.0348227+0.0108522j 0.0711207-0.00717716j -0.108764+0.00850523j -0.0874098-0.0791758j -0.143998+0.0785207j -0.0566346+0.00960259j 0.0306078-0.00583774j -0.0269999-0.0229633j -0.0929342-0.0252016j 0.0610287+0.0505j 0.0210025-0.0865685j -0.0126896+0.129656j -0.04068-0.0700792j -0.0484595-0.0169801j -0.0453383+0.0280818j 0.0847927+0.0313931j -0.0233659-0.155555j 0.00497703+0.0515993j -0.0561557+0.0377313j -0.0179527+0.0584409j -0.0040562+0.0243648j -0.000264886+0.00311427j -0.00715268+0.0465943j -0.0241259+0.0668131j 0.0460723-0.0510876j 0.00334406+0.00992087j 0.0592332-0.0157784j -0.0373763-0.0259046j -0.093503-0.180057j 0.0635768+0.00726888j -0.107578-0.0282346j -0.0438492-0.0477825j -0.0451512-0.0690415j -0.0648868-0.0586461j 0.0714386-0.0369463j -0.0842484-0.00218782j -0.0311692-0.0510544j -0.00646391-0.0466434j 0.0893952+0.0507672j 0.0463714-0.0309594j 0.026103+0.0290794j -0.0126544+0.0468426j 0.0552724-0.0763641j -0.00340694-0.0619108j -0.085439-0.0313527j -0.0504615-0.0469332j -0.00760015-0.0468029j 0.0358506+0.0858251j 0.0853244-0.0222756j -0.00493099-0.00779452j 0.0259654-0.0246978j 0.00644793-0.0302956j 0.0244356+0.00147073j -0.0239783+0.0634745j -0.0749175-0.121232j -0.0632438-0.0694514j -0.0387119+0.0357178j 0.0192492+0.0544334j 0.0979156-0.00326369j 0.00555928-0.0572638j 0.041431-0.0134769j 0.138423+0.00922303j 0.0134255-0.0477227j 0.0841775+0.0405395j 0.0398223+0.0215264j -0.0178966+0.0536962j 0.00699534+0.0107138j 0.08991+0.167542j 0.0286562+0.00477257j 0.00174112+0.0306012j 0.0133633+0.0899373j -0.0650376-0.0576195j -0.0187453-0.00742j 0.0717293+0.0265533j -0.030862-0.130927j 0.0160043+0.0800924j -0.0351276-0.0490206j -0.0422061+0.137844j -0.0142464+0.00471984j -0.0424231-0.0370869j -0.0146069+0.0461734j 0.0516127-0.0149772j 0.0500852+0.0126456j -0.034462-0.00618282j 0.0568454+0.0502922j -0.0239047-0.0551638j 
-0.0227812+0.00133842j 0.0200755-0.0207415j -0.00756279+0.0404411j -0.0184146+0.00335397j -0.0383315-0.030637j -0.0600995-0.0143703j -0.0143751+0.053966j -0.0399862+0.0606152j -0.0653591-0.0613605j -0.0270061-0.0667009j 0.0248302+0.00407618j -0.00509568-0.0655137j 0.00721794+0.0290438j 0.0314857+0.0610889j 0.0346494+0.0105865j 0.0553081-0.0060296j -0.0268304-5.1113e-05j -0.0460174-0.0583578j 0.00854264-0.0191793j 0.00526833+0.0144258j -0.0679028-0.0493773j 0.163929+0.0136912j -0.0424993-0.138277j 0.0192135+0.0231728j 0.0375733+0.0374596j -0.0810726+0.0834972j 0.0623079-0.00241047j -0.0403658-0.028609j 0.0726093-0.0554232j -0.0343463+0.0357547j -0.0742702-0.0325826j -0.0522306+0.0057176j -0.0218037+0.0234879j -0.128342-0.124306j -0.0187137-0.0305743j 0.0565386+0.0119501j -0.0137159+0.0231329j -0.0380766-0.0835084j 0.0859023-0.0489811j -0.0161219+0.0498189j -0.0127697-0.0636787j -0.0307374+0.0926566j 0.0743802-0.0462226j 0.0445322+0.0139381j 0.0128811-0.112982j 0.0711787+0.00251902j 0.109058-0.0649262j -0.0469748+0.133687j 0.110081-0.0906952j -0.040909-0.0469021j -0.0717997+0.0678401j -0.167137-0.040475j 0.0574618+0.0742428j -0.0143499-0.0190668j 0.10702+0.114393j -0.0380064+0.0216517j -0.0406447+0.00565619j -0.0867438-0.030182j 0.091067-0.0373716j 0.123914+0.0491798j 0.0542741+0.0843493j -0.0201533-0.0063448j 0.0732554-0.0664885j 0.105599-0.0222332j -0.101666-0.0706809j -0.0749874+0.0918459j -0.0635913-0.00898091j -0.00445166+0.0589339j 0.0957971-0.0278398j 0.00629225-0.0136903j -0.0382725-0.0607944j -0.0150696-0.0461882j -0.0149824-0.0545991j -0.0100836-0.0238254j -0.000910597-0.0540445j 0.0638126+0.0831292j 0.069364-0.179887j 0.0879503+0.0672659j 0.0200236-0.13544j -0.033756-0.0358846j -0.0141671+0.0977528j -0.0240572-0.0806057j 0.0702895-0.0188573j 0.018521-0.0384969j -0.0406603+0.0451542j 0.00764663+0.0798211j 0.0123995-0.0210551j -0.102288-0.0114122j -0.00277742+8.75892e-05j -0.000283655+0.0245899j -0.0224833-0.0507559j -0.0560232-0.0344799j 
0.0285713-0.0280084j 0.0184152-0.00701227j -0.00903113-0.00242272j -0.0147164-0.0172609j 0.00597092-0.0313653j -0.0158925-0.0203489j 0.0286018+0.00937185j -0.0295928-0.0142361j 0.0627658-0.0260666j 0.000969604-0.0236462j 0.00998313-0.0342915j 0.0249668+0.040534j 0.00969214-0.0469292j -0.0384185+0.00523803j -0.0198393-0.0458416j 0.0168143-0.144583j -0.0623851+0.0199922j 0.00172719+0.0163861j 0.0274144-0.0134442j 0.0235469+0.0289208j 0.129694+0.0581456j -0.0308303-0.124786j -0.0175372-0.048711j -0.052011+0.0135806j 0.00525164+0.151326j -0.0426402+0.0520689j 0.0711629+0.0527498j -0.0255712+0.0761449j 0.00246568-0.0790076j 0.0236127-0.055665j 0.0296037+0.0175268j 0.0317522+0.0623981j 0.0392652+0.0459652j 0.0375971+0.0122947j 0.0146901+0.0449215j -0.0664563-0.14617j -0.026693+0.07639j -0.0288025-0.021329j -0.100156-0.138389j 0.048675+0.0558124j -0.0285867+0.0250686j 0.00298517+0.0615339j 0.0204054+0.00508672j 0.0450521+0.10168j 0.0388259-0.0554306j -0.0358361+0.0626524j -0.144586-0.0347747j 0.0645728+0.0472805j -0.0613389-0.0906154j 0.0540999-0.00929695j 0.052748-0.0156508j 0.0934307+0.0538608j -0.0277108-0.0618605j -0.0101288+0.0174283j -0.00653076+0.045116j 0.000889411-0.0280046j -0.0778001+0.0587174j 0.0298236+0.0261184j 0.00223109+0.0266823j -0.0329713-0.118133j -0.0690223-0.0684758j 0.00240637-0.109858j 0.0142889+0.0758778j -0.0363863-0.113149j -0.0130252-0.0128356j -0.0353478-0.00103743j 0.0315863+0.0213486j -0.0464121-0.122431j -0.0393636+0.0122391j 0.0615475-0.0795616j -0.0535025+0.0217192j -0.0199237+0.0250434j 0.0172599+0.0323145j -0.00943084-0.0508883j -0.00865079-0.0124753j 0.020943+0.0285286j 0.0543131+0.0268553j 0.0165867-0.0633618j -0.0587607-0.0683261j -0.0465285-0.054835j 0.011116-0.0352315j 0.0601875+0.0636686j -0.0299888-0.069173j -0.0157076+0.0193213j -0.0286529-0.0112377j -0.0413793-0.024883j -0.00725707+0.0431856j -0.0170149-0.00793544j 0.0212158+0.00357345j -0.0091505+0.00886992j 0.0219053+0.0278805j -0.0155309-0.0075786j 
0.0271737-0.0349807j 0.03695-0.0221617j -0.0193738+0.0244031j -0.0326675-0.00584822j 0.00905625-0.0050076j 0.0299063-0.0404749j -0.0107332-0.0238737j -0.0238562-0.0479512j -0.0358793+0.00551149j 0.00910894-0.0236024j 0.0370573+0.0146836j 0.034863-0.0244467j 0.0454954-0.008534j -0.00777897-0.038521j -0.0746177+0.0279444j -0.000142341-0.038508j -0.052701-0.112126j -0.0721483+0.00941659j 0.0171243+0.000345052j 0.00661838-0.0119065j -0.0199872+0.139003j -0.0260673+0.0306821j 0.0611429+0.0468731j 0.0198662+0.00542697j -0.00570501+0.0384923j -0.0570836-0.0781796j 0.0321467-0.037683j -0.0175687-0.0547566j 0.0319864-0.0346765j 0.00502153-0.118284j -0.0517561-0.0711326j 0.0691353+0.058887j -0.107361+0.0541483j -0.0169979+0.0101295j 0.011307+0.0790938j 0.0692335-0.0332318j 0.0799765+0.0247271j 0.0849599-0.0577786j 0.0129698-0.0010302j 0.0492398+0.0448211j -0.0122838-0.0687166j -0.0281724+0.0463343j 0.103146+0.0305299j -0.0191781+0.0283284j 0.0146486+0.116967j -0.162316+0.000712318j 0.0733421-0.0465893j -0.0369624-0.0581665j -0.0192749+0.0909124j 0.0604576-0.0309547j -0.0171754+0.0429131j -0.053171+0.172826j 0.0449425-0.0369457j 0.0660404+0.0168923j -0.0320321+0.0621663j -0.00711374-0.000232319j -0.0210552+0.0594162j -0.0449774+0.181551j 0.00793171+0.025838j -0.00517998-0.0521796j 0.0453641+0.0334456j -0.0254566+0.039344j -0.0195367+0.0192946j -0.0146221+0.0465264j -0.0388635-0.059539j 0.0755994-0.0346484j 0.0484528-0.00267762j 0.0441681+0.202274j -0.0371276-0.0139584j 0.0707112-0.0377283j 0.0549647+0.0350852j -0.11413-0.0475126j 0.055356-0.0543197j -0.0174215-0.151919j -0.0512591-0.0378378j 0.0360199+0.034682j -0.0443861-0.0447275j 0.0672501-0.0129305j -0.0403373-0.00119631j -0.0451164-0.0276446j -0.0640053-0.0322171j -0.0669253+0.0184043j 0.00195526-0.118591j 0.0289734+0.0492226j -0.0517585+0.018139j -0.0219598-0.0319052j 0.00870005+0.0287975j 0.0140247-0.00628333j 0.00420885+0.0548504j 0.0253941-0.0154994j 0.0590403+0.105932j 0.00648651-0.0328524j 
