0.0387888-0.0491054j 0.00230945+0.128483j 0.0863438-0.0467772j -0.00703582+0.0173225j 0.0286193-0.0480903j 0.0258658+0.0340508j -0.0101405+0.0109567j -0.0586366+0.0584429j 0.00753828+0.0246541j 0.00672015+0.00184437j -0.00981188-0.0544548j -0.0634356-0.00317183j -0.0279316-0.0498134j -0.00390262+0.0416348j 0.000180214-0.048328j 0.0230159+0.00204674j 0.00271878+0.0283112j 0.0302426-0.00980468j 0.00505053+0.0241601j 0.0174626+0.0278608j -0.024127+0.00153169j 0.017414+0.00526674j 0.0531071-0.00610221j 0.000177149+0.0697071j -0.00231111+0.0215249j 0.0303835+0.00896128j 0.0111387+0.0126754j 0.0174605+0.0496373j -0.031739+0.0137648j -0.0273479+0.032707j -0.0309793+0.0404547j 0.018323-0.00870537j -0.0245216-0.0121047j -0.0650186-0.00132098j 0.0194028+0.0428604j -0.027247-0.0193971j -0.0325877-0.0548733j -0.0258625-0.0016972j -0.0405597-0.00684683j 0.0793816+0.00745198j 0.0546009-0.0320501j -0.00372531+0.0275466j 0.00616858+0.0153527j -0.0179517+0.0190026j -0.0211177+0.0383627j 0.027591+0.00937429j 0.00554037+0.0465054j -0.00528368+0.00749273j -0.0455421+0.0393635j -0.0246585-0.0064762j 0.0185316-0.036535j -0.0426536-0.0484281j -0.0311221-0.0332731j 0.0108197-0.00151535j -0.0442323+0.00226202j -0.00482988+0.0297811j 0.0112134-0.0418749j -0.0414223-0.0182862j 0.0671792+0.0425734j 0.0212686+0.0428116j -0.00924653-0.0145165j 0.014687-0.00108593j -0.037156+0.0296602j 0.0376931+0.0810844j -0.0277129-0.0651739j -0.0228615-0.0481692j -0.00906486+0.00403685j 0.0408102+0.0330668j 0.00891721-0.00881692j -0.0332749+0.00215316j 0.00738031+0.0269924j 0.0761193-0.00303954j -0.00621295-0.00447439j -0.0301491+0.0445108j 0.0642391+0.0775054j -0.0347805-0.00197083j 0.0137519-0.0964082j 0.00142029-0.0449574j 0.0155539+0.00446606j 0.0280228-0.094681j 0.00431122+0.00528425j -0.0619263-0.0793751j -0.0725376-0.0380838j 0.0240334+0.0243315j 0.111921+0.00124789j 0.063662-0.0114598j 0.0343894+0.104639j -0.0495342-0.0910248j 0.0659401-0.0101607j -0.0359452-0.0331414j -0.00524556-0.0131975j -0.0369803-0.0888192j 0.118543+0.0927333j -0.0743127+0.229942j 0.300173-0.214617j 
0.0209914+0.05319j -0.0424579-0.0422919j -0.0238463+0.0442882j 0.0458769+0.0167621j -0.0263613-0.0427751j 0.0547546+0.0196814j -0.0162009-0.133054j -0.076909-0.00820527j 0.121627+0.0889503j 0.0687776+0.0129211j 0.0995064-0.0674874j 0.0457875+0.0173315j 0.0243076+0.00493753j -0.00716488-0.011583j -0.0943093-0.142737j -0.105992+0.00499005j 0.0294124+0.0828684j -0.042219-0.00201359j 0.0547229-0.0046182j 0.00171458+0.0379303j -0.176805+0.0483445j -0.0678053+0.0495405j 0.0179861-0.00742194j -0.0363119-0.0722248j -0.0499824+0.0242759j -0.049885+0.0687918j -0.0702314-0.0690179j 0.15202+0.0134628j 0.0300167-0.0546562j -0.141011+0.0363203j 0.145373+0.0886969j -0.0208295+0.075446j 0.00772293-0.137308j 0.0779682-0.00428911j -0.0345943-0.0688575j 0.0185932+0.124364j 0.00686754-0.027204j 0.0636185+0.0953198j 0.0567663+0.0776607j -0.203035+0.0906956j -0.0808772-0.0021671j 0.0241639-0.0558631j 0.0517013-0.0723706j 0.0243776+0.00138776j 0.111657-0.0239858j -0.0436758-0.0115087j 0.0684086-0.0716962j -0.0122399+0.0102929j 0.116491-0.0696834j 0.0540961+0.117714j -0.0639868-0.10651j -0.00287443-0.00842607j 0.0327347+0.0923792j -0.0261501-0.0835726j 0.0457662-0.113194j 0.0763802+0.0198068j -0.0180823+0.0501539j 0.00776904-0.0516486j -0.023895-0.0224459j -0.0377931+0.0288443j 0.0279303+0.0296814j -0.00383225+0.0087871j 0.0138086-0.0127885j -0.0285139-0.116099j -0.0188955+0.0341975j 0.005204+0.0437766j 0.000472382-0.0268581j -0.0253936-0.0290844j 0.0272346-0.00912833j 0.0114508-0.0525465j 0.062212+0.0280363j -0.0726132+0.0483468j -0.0017572-0.0319267j -0.0432484+0.0692959j -0.000484+0.0103099j -0.00139071-0.0272967j -0.0224476+0.0105901j -0.00586259-0.0163458j 0.00987992+0.0348516j -0.0499091+0.0569814j 0.0195171+0.00711927j 0.00292537-0.00106554j -0.0599215-0.0562067j 0.00929457+0.00332389j 0.0523588+0.015657j -0.0340354+0.00700685j -0.0260846+0.0509316j -0.0423732-0.00264934j 0.0690996-0.0249855j 0.0638728-0.0555277j 0.021267-0.0102527j -0.0365587+0.0767914j -0.0243714-0.0143984j 0.0417483-0.0413487j -0.0329701+0.0182983j 
0.0334405+0.0128308j 0.0449949+0.0733332j -0.00687834-0.0101136j -0.0101951+0.0129131j -0.0136588+0.0574694j -0.0761421+0.0396301j 0.00223785-0.14518j -0.00441937+0.0222577j 0.166292+0.072664j 0.0571861+0.0594411j 0.0484637+0.0668642j -0.0980843+0.0163407j -0.0112745+0.107108j -0.058894+0.104038j 0.0958774+0.0457843j 0.0276332-0.0225258j -0.0463108-0.0436967j -0.114197+0.104778j 0.015563+0.110686j 0.036779-0.0870003j 0.00545804+0.00178821j -0.030876+0.135066j -0.0497255-0.104522j -0.0961821+0.00736983j 0.0718119-0.0301786j 0.0433974+0.0289681j 0.0763611-0.116123j 0.0997514-0.0951734j 0.0568054-0.0993186j 0.0290668+0.0583752j 0.0520733+0.107982j 0.0253966+0.0540008j -0.0857359-0.056438j -0.0195942+0.105738j 0.0528786-0.0673832j -0.0375343+0.0313686j -0.147076+0.0987779j 0.0928915+0.108783j -0.107501+0.0254339j -0.0397481+0.0394479j -0.0561711+0.0527885j -0.00346002+0.0328156j -0.0414939-0.0147261j -0.0964143+0.0503523j -0.0232074+0.0322278j 0.0580299-0.00238047j -0.0692255+0.0482978j -0.0921641+0.0290343j 0.00033801-0.025709j 0.0836142-0.103246j -0.0252612+0.0508685j 0.0171151+0.0396275j 0.0155657+0.016215j -0.0119348-0.0466813j -0.0478203+0.0144869j -0.0585099-0.0459092j -0.0406304+0.0516266j -0.036906+0.0437572j 0.0152127+0.00803235j 0.0404912+0.0314802j 0.029984+0.0159371j 0.0093687+0.00205891j -0.00400142+0.00639959j 0.0151379-0.00125347j -0.0161993+0.0411062j -0.0635247+0.0216047j -0.0121135+0.00448884j 0.0365497-0.0200762j -0.00466319+0.0465703j 0.0115516-0.016472j -0.00570035-0.00347328j -0.0241632-0.0525931j -0.00952083-0.0278951j 0.0391692+0.00317382j -0.0632661+0.000534632j 0.0259185-0.0769582j 0.0247396-0.0165021j 0.00565332-0.0232016j -0.0424949+0.0762394j -0.0277257+0.0776926j -0.00125724+0.0784432j 0.0230063+0.0145053j -0.0032834-0.0267223j 0.00301353-0.0358608j -0.0652401-0.0236794j -0.0272931+0.0311341j 0.0757285-0.00455609j 0.00928114-0.0773713j 0.00118863+0.0582367j 0.110959-0.109824j -0.00547657+0.0414198j -0.0237044-0.000613998j 0.00599349+0.0655819j -0.0425321+0.0156743j -0.0282192+0.0159278j 
0.0606629+0.0433131j 0.0134526+0.0409505j -0.0539901-0.0237817j -0.0508317+0.0232516j 0.0045717+0.0769677j -0.0802836+0.0349027j 0.00733235-0.0116003j -0.0420795+0.165294j 0.0944925+0.0329759j -0.0403521+0.0757232j 0.113839-0.0212777j -0.0157194-0.00859928j 0.230061-0.0933455j -0.000354231-0.0433652j -0.0077613+0.158155j -0.0289822-0.0494898j -0.0836313-0.0660519j -0.0339566-0.0259992j -0.00202287-0.00546841j 0.0184936+0.0892939j 0.0742628-0.00869818j -0.0126904+0.165795j 0.058627-0.099457j -0.108379-0.00131851j 0.0529918-0.140614j 0.142812-0.0251123j 0.2274+0.0719653j -0.138812+0.0403397j 0.0228576+0.124553j 0.0308443+0.0415782j 0.278993-0.048282j -0.00753591-0.0169603j -0.0393473-0.0996851j 0.296434-0.0693817j -0.0198916+0.115026j -0.0465808+0.104134j -0.0781578-0.041241j 0.0790831-0.0599097j -0.0874347-0.00104802j -0.218391-0.089255j -0.13303-0.037658j 0.0303472+0.0387608j -0.0373476-0.0405253j -0.0683846+0.0419241j -0.0103036-0.0640802j -0.0303205+0.0178254j 0.105517-0.0450752j 0.0780087+0.0257986j 0.13663+0.0693137j -0.189427-0.0011036j 0.0618864-0.0268258j 0.0236657-0.0163258j -0.0155191-0.0237509j -0.00572353+0.0447328j 0.129708-0.0601943j -0.00870976+0.0135598j -0.00938848+0.0123547j 0.0604986-0.0642604j 0.0918799+0.0165535j -0.0826387+0.0264237j -0.0809819+0.0355104j -0.0194678-0.00134354j 0.0448717-0.0291055j -0.0136111-0.0097898j -0.068044-0.0213208j -0.0524134-0.00536939j -0.0596489-0.00261648j 0.00447985+0.0137255j 0.00973989-0.0276685j 0.0399275+0.0423263j 0.0221303-0.0109001j -0.019628+0.00797425j 0.0105114+0.00864848j 0.0223145+0.0310389j -0.0159305+0.000577972j -0.00735535+0.0171196j -0.0323357-0.00304435j 0.00556574-0.00974939j -0.00879983-0.0114594j 0.0108189-0.046152j 0.00752244-0.0035681j 0.00505725-0.0128349j 0.0501784+0.00680393j -0.00122274+0.00202197j -0.0509065-0.000264357j -0.0464612+0.0318499j -0.038207-0.00059604j 0.0369753-0.063132j -0.0505253+0.0118633j -0.0233708+0.0465257j -0.00783314-0.0198767j 0.0433297-0.00421569j 0.00517293+0.026596j -0.0159204+0.0241687j -0.0363338+0.0184719j 
0.0233233+0.0167854j 0.0207464+0.0295827j -0.00453055+0.0474098j 0.0432057+0.0537184j -0.0100258-0.122812j -0.12342-0.0782516j 0.11112+0.0134382j -0.0965161+0.00669058j 0.124292+0.00617054j 0.123724-0.0706178j 0.0161879+0.184112j -0.048025+0.191936j 0.0836936-0.246668j 0.0916309+0.228572j -0.180981+0.180536j -0.0297122+0.235786j -0.233079-0.150586j -0.08299+0.0465973j 0.0756532+0.18717j 0.0807446-0.0308268j 0.232863-0.0321979j -0.0186695-0.030133j -0.0975888+0.0454314j 0.0558042-0.0129916j -0.0508068+0.0445408j 0.00931308-0.0160888j -0.0191217-0.00094109j 0.0566108+0.0429473j -0.037868+0.0265621j -0.038349+0.0370288j -0.0539025+0.0648656j -0.138525+0.00311196j 0.0177795+0.00500758j 0.0430029+0.0241611j 5.56382e-05-0.0759196j 0.0247914-0.00259799j 0.0233814-0.0487171j 0.0139279+0.020042j 0.0293936-0.0404211j -0.0484275+0.0421942j -0.0247112+0.00551924j -0.00886267+0.0205876j -0.0141668+0.00606373j -0.00238638+0.00821249j 0.00914142+0.00866364j -0.0257074-0.00047425j -0.0045441-0.0156416j -0.0547116-0.0502871j -0.04875-0.0268016j 0.0318933+0.0333497j 0.0343875+0.0165476j -0.00165355+0.00852709j 0.000853119-0.0181363j 0.00594434-0.00786848j -0.0277839-0.0429078j -0.0102869-0.0123837j 0.00995789-0.00138459j 0.01286-0.000829519j -0.0249455+0.0224174j 0.00981303-0.00768852j 0.0261019+0.0113237j 0.0192627-0.0533212j 0.0327997+0.00186129j 0.0119353+0.0278318j 0.00832335+0.00921338j -0.012343+0.0054921j -0.0244766-0.00762658j 0.027375-0.00629864j 0.0299043-0.0211859j -0.0107863-0.0199673j -0.0242249-0.00540941j -0.00649761+0.0077487j -0.0176961-0.00754981j -0.00649727+0.022618j 0.000533898+0.00931587j 0.0179355+0.0087231j 0.00201669-0.0101562j 0.0239093+0.0183854j 0.0244261-0.0382288j -0.0190993-0.0277469j -0.00413839-0.0385866j 0.0191919+0.00700647j -0.00747195+0.0491372j -0.0013119+0.00728082j -0.000743884-0.0122548j -0.00163339-0.0196036j -0.0183175+0.010676j 0.0205641+0.0047872j 0.00223544-0.0339687j 0.00952097-0.0101027j 0.0152763-0.0105967j -0.00931582+0.0142932j -0.00799648-0.0143365j 0.00730705+0.01678j 0.00986972-0.0108735j 
-0.0455871-0.0291248j -0.0192145-0.0401602j -0.000439844-0.0282735j 0.0188875-0.065255j 0.0189929+0.0237062j -0.0986867-0.00903857j 0.0123981-0.0882019j -0.0147619+0.0119924j 0.0956206+0.0345709j 0.0251022-0.015189j 0.0270784+0.0936595j -0.0653628+0.0386465j 0.038662+0.0233107j 0.142091+0.0547778j -0.0300125+0.0708206j -0.0314455+0.0864848j -0.127367-0.162045j -0.074159+0.0819233j 0.01895+0.0621387j -0.0414289+0.168853j 0.145738-0.0111874j 0.0635261+0.0668931j -0.0683507+0.0714039j -0.0232818-0.119804j 0.0156958-0.132557j -0.0793124+0.0900585j -0.182402+0.0100133j 0.0993875+0.0442841j 0.0202217+0.0935734j -0.0896064-0.0849251j -0.142338-0.0429662j -0.0285149+0.0303361j -0.0993655-0.0942848j -0.100467-0.100179j -0.0357504+0.174141j -0.0331991+0.0627682j -0.0135418+0.0667458j -0.0785983-0.111149j -0.0444607+0.103843j 0.195422-0.0615129j 0.145651-0.0239406j 0.0452115-0.0293121j -0.00461875+0.0178293j 0.0288202-0.0428991j -0.10785+0.0377443j -0.0155384+0.00126774j 0.0412176+0.0387039j 0.152193+0.0380326j 0.106432+0.0692228j -0.189941-0.00277832j -0.0251199-0.0676474j -0.0418652-0.0254077j -0.0143238-0.0151841j 0.0299177-0.0232762j 0.053817+0.108905j 0.0285277+0.0632241j -0.0269715+0.0174359j 0.00351376+0.0471548j 0.014516-0.0209733j -0.0501554-0.0133584j 0.0202975-0.0192621j -0.018312-0.00372965j -0.0649043-0.0036683j -0.0661395+0.00973988j 0.00176685-0.0167884j -0.00265398-0.029084j -0.00252968-0.0243674j -0.0151846-0.00681552j 0.017416+0.0280811j -0.0293542+0.037645j -0.000872313-7.55859e-05j 0.0233443-0.0619301j 0.0283093+0.00734876j 0.00532081-0.0618798j 0.0340768-0.00240797j -0.0433559-0.0373066j -0.0205851+0.0194167j -0.0128798-0.0313816j -0.0417805+0.0529824j 0.026015+0.04437j 0.0361469+0.0594714j -0.0311505-0.0194619j -0.0298074-0.0912143j -0.0175125-0.00421271j -0.0170394+0.0298372j 0.0236186+0.0279785j 0.050442-0.0118959j -0.0295888-0.00602679j -0.00514423+0.0777589j 0.023338-0.020966j -0.034726+0.0339683j -0.00213355-0.0378429j 0.0258135+0.0185602j -0.0107088-0.0345972j -0.0207715+0.0201923j 
0.00574053+0.00499987j -0.0438068-0.0344247j -0.0115174-0.0313178j 0.057319-0.0112307j 0.0177701+0.137144j -0.0845011+0.0650392j -0.0486281-0.117054j -0.0681801-0.0137509j 0.00387468+0.0363715j 0.0135247+0.103351j 0.0138638+0.0201313j -0.0246117-0.0854254j -0.0123641-0.124615j 0.0623681+0.0171261j -0.120244+0.00914305j -0.00076849+0.0123626j 0.0214733-0.0624425j -0.101865+0.11789j 0.0384757+0.010952j 0.0572814+0.0785332j 0.186565-0.0955912j -0.0239727-0.0245082j -0.0474127-0.0548645j 0.108354+0.154501j 0.0662922+0.00993896j 0.0190609-0.0280155j -0.233858-0.0796705j 0.0841032-0.0698075j -0.0221522+0.0401061j -0.0453218-0.0227903j 0.0903132+0.0682854j -0.000660275-0.0431226j 0.0483616+0.00840936j -0.0163714+0.0552956j 0.0782996+0.0500474j 0.04595+0.0387938j 0.098745+0.0145648j 0.00900714+0.0356458j 0.11066-0.0357097j 0.0672631-0.016528j 0.0357471+0.0240725j -0.00822132+0.0042607j 0.0649069-0.0500515j 0.0588713+0.00276782j -0.014472+0.0118299j 0.00385851+0.0159871j 0.0517656-0.153007j -0.0708795-0.0431815j -0.089806-0.0592871j 0.0688962+0.0971848j -0.00799961-0.0403251j -0.0119149-0.0556309j -0.00399918+0.00540469j 0.0499789+0.0118478j 0.00679328-0.0504086j 0.00406762-0.0237427j 0.0737859-0.0781824j 0.0550724-0.0111519j -0.0244245+0.0264008j 0.0216779-0.0114213j -0.00195671+0.0465225j 0.00960707-0.00147144j 0.047908+0.014028j 0.0288463-0.00409563j -0.00967692-0.0617973j 0.0323814+5.92119e-05j 0.01669-0.0112861j -0.0161819-0.0127629j -0.015383-0.00790227j 0.033594-0.0415901j -0.0118435+0.0540699j -0.000271923+0.0628898j -0.00752705-0.0349942j -0.0603362+0.0134975j 0.0142909-0.0979524j 0.0204066+0.0357868j 0.00697624+0.0110082j -0.0403542+0.0348552j -0.0276597-0.0268695j 0.0196533-0.0679128j -0.0111198-0.00722824j -0.029484+0.0177483j 0.0132285+0.00597686j 0.070494-0.0220404j 0.0205152+0.0231308j -0.0397427-0.0165355j 0.0248394-0.00467357j 0.00639801-0.0185384j 0.0487075-0.0241325j -0.0632562+0.014611j 0.0874616-0.123693j 0.0118257+0.000929842j 0.00513782+0.0021805j 0.0362965-0.0292604j -0.0213954-0.0078927j 
-0.00193446+0.0264635j -0.0694153-0.0161281j 0.0223629+0.0174452j -0.0272425+0.0413302j 0.0206352-0.0453715j 0.0665255+0.0470901j -0.0275728+0.12251j -0.0754651+0.108983j -0.117571-0.014621j -0.132204-0.0306059j 0.0212479-0.16255j 0.0381338-0.00843087j 0.0656717-0.181062j -0.0858676-0.0247031j -0.018707+0.00153021j 0.0836844+0.00577642j 0.141823+0.0577835j 0.0175067-0.103939j -0.0257014-0.0416731j 0.0619444+0.0404941j -0.107586+0.0578201j -0.0141437+0.056476j 0.111029-0.0185798j 0.0922387+0.000521853j 0.0259683-0.0102955j -0.0466816-0.00572062j -0.140402+0.0104599j 0.0345538+0.0585698j 0.0471703+0.0857016j -0.095955+0.0352504j 0.161918+0.0292664j -0.0405979-0.0306151j 0.0589008-0.0792521j -0.0288028-0.0113091j -0.00308044+0.152363j 0.0565987+0.0103721j 0.12544-0.109964j -0.0123376-0.0585853j 0.0435824-0.0028306j 0.0814009-0.0310706j 0.116733-0.00125521j -0.0127876-0.0205709j 0.00502079+0.0111184j 0.069425+0.0647616j -0.0452622-0.0220471j 0.0225358+0.0281854j 0.0707455-0.101945j 0.0353131-0.0598529j -0.0668392-0.0183269j -0.105815+0.153131j 0.0413202-0.127184j 0.0173073-0.0883472j -0.0816598-0.0290431j 0.10024-0.0663976j 0.0465627-0.0180315j 0.0825328-0.0437469j -0.01335-0.0262352j 0.000457556+0.0353078j -0.0120852+0.0246089j 0.0311783+0.0304403j 0.0300389-0.0730625j -0.011516+0.0245076j -0.0236627-0.00875825j -0.0107472+0.0525099j -0.0401475-0.101765j -0.0450103-0.018034j -0.00819697+0.0146564j -0.023057+0.0480093j -0.0341124+0.0221447j -0.04764-0.0308747j 0.0265867-6.04309e-07j -0.0213433-0.0159564j 0.0336228-0.0302967j -0.0320582+0.0265192j -0.00363165-0.0342971j 0.00535599-0.0269425j -0.0277466-0.0452869j -0.00337754+0.02578j -0.0566439-0.00917338j -0.0287479+0.0383997j 0.0221183+0.0449627j 0.0331138+0.027713j 0.0031738+0.00249794j -0.0107432-0.0105202j -0.0154378-0.0120667j -0.0249315-0.0683566j 0.021112+0.0154351j -0.00883479+0.0118488j -0.0406572+0.00143745j 0.0775197-0.0883241j 0.0141462+0.0428123j -0.0426715-0.00245204j -0.00317755-0.00702202j -0.021667+0.0393813j 0.019296+0.00902836j 
-0.0223549+0.0863299j -0.0952847-0.0962721j -0.0114686+0.0614803j -0.0108431+0.0181339j 0.0135852+0.00959432j 0.0361131+0.00621956j 0.0196603+0.04424j 0.0389055+0.00485728j -0.0516348-0.0270571j -0.0432505-0.0260061j -0.0420796-0.00900376j 0.0335518+0.0318427j -0.0317552-0.0237359j 0.0230866-0.029763j -0.0610312+0.0502577j 0.0405602-0.00250634j 0.0502912-0.00989081j 0.00504221-0.0825949j 0.0112971+0.00822005j 0.013583-0.0261699j -0.0572667+0.0370498j 0.0205783+0.102183j -0.0477061-0.0414602j 0.134339-0.113355j 0.0822188+0.0200979j -0.182803-0.106561j -0.191603-0.0423783j 0.0749547-0.0074206j 0.0687109-0.0331198j -0.103053-0.0252317j 0.113814+0.161868j -0.0582767+0.0164186j -0.0341383+0.0893555j -0.032793+0.076329j 0.0894226+0.0282532j -0.0110257+0.0916718j -0.0559548+0.186069j 0.141139+0.0516641j -0.0433277+0.128985j -0.0643399-0.0312378j 0.117479+0.0409622j -0.0479154-0.0277636j -0.0707921-0.0324015j -0.0467059+0.0610259j -0.0860504-0.131513j -0.014792+0.00220012j -0.0742113+0.0641371j 0.0999553+0.0274547j -0.00369409-0.023252j 0.0704068+0.0267105j -0.0854152+0.0139584j -0.0961356+0.0481584j -0.00672157+0.0393311j -0.0704204+0.0414925j 0.0112284-0.0911147j 0.0193677+0.0494155j 0.000631472+0.089223j 0.037958-0.0456008j -0.0301368-0.0117741j -0.048449-0.00344412j -0.0887842+0.0255532j -0.033411+0.00729558j -0.00232411-0.0493425j 0.0347175-0.0805558j -0.0449974+0.157638j 0.00920687+0.0986779j -0.010282+0.0310192j 0.0101748-0.0202164j 0.0213348-0.0180325j 0.0359133+0.0365744j -0.0341956+0.0151508j -0.0537411+0.00768132j 0.012763+0.078729j 0.0232772+0.0256156j 0.000599385+0.140025j -0.0247573+0.0248303j -0.0599728+0.0348973j 0.0565786-0.0475848j 0.0607802+0.021321j -0.00691745-0.00761068j -0.017741-0.050515j 0.0136473-0.068452j 0.04316-0.0438048j -0.0383577+0.070735j 0.0349116-0.0169497j 0.0249871+0.0506698j -0.103977+0.0460189j 0.038263-0.0257057j -0.0463356-0.0139686j -0.074621+0.110766j -0.099844+0.063849j 0.0340398-0.00404031j -0.00443352+0.0119634j -0.00598973-0.0200049j -0.0105308+0.0353413j 
0.0486462+0.0803088j -0.0527908+0.0185795j 0.0418743-0.0155572j -0.0184952+0.0773958j -0.0241555+0.0327437j -0.0120347+0.0503119j -0.0184943-0.048508j -0.0416154+0.00466433j 0.0299839+0.0458597j 0.0449571-0.00242738j -0.0382422-0.0130217j -0.00810406+0.0227283j -0.103207-0.0729169j 0.00356195-0.0066417j -0.066074-0.0528349j 0.0395157-0.021192j 0.021022+0.0770984j 0.0105505-0.0468344j -0.00839443+0.0161435j 0.0618308+0.116765j 0.00792799-0.027574j 0.0206228-0.0458131j -0.048191-0.0706815j 0.0358903+0.19118j 0.0289035-0.0756425j 0.0106574-0.0179306j 0.032946-0.0457992j -0.0143941+0.0810412j -0.117501-0.0795915j 0.0509916+0.172945j 0.055736+0.102182j 0.0494699-0.0300269j 0.0483849+0.0985462j -0.069561+0.0635612j 0.0585916-0.0193063j 0.0080012+0.0815492j -0.0307785-0.0468643j -0.0347573+0.0509614j -0.0500347-0.0221728j 0.00563651-0.0896063j 0.0107627-0.0383344j 0.0048305+0.0282999j -0.0762947+0.0076833j 0.0503644+0.0604318j -0.120131+0.0658452j -0.111188+0.0331246j -0.103728+0.068972j 0.124321-0.0169583j -0.0618802-0.0771755j -0.0457982-0.0916983j -0.0668224+0.083491j -0.027743-0.00870771j -0.114376-0.226722j 0.0375945+0.0483111j -0.0728705-0.0731983j -0.12318+0.0176708j -0.0239364+0.13159j 0.0166703-0.101024j 0.0465147+0.0379668j -0.0256349+0.0383895j 0.00810155-0.101932j -0.0499211-0.0189663j 0.0105398+0.0622274j -0.0650829+0.103253j 0.00416633-0.079083j 0.00404575-0.136115j 0.0120771+0.000242791j -0.0496554+0.0121525j -0.000999447-0.0154468j -0.0499956+0.00152743j -0.0388195-0.0713023j -0.0077971-0.082486j 0.0251609+0.00458399j 0.0242604-0.0750016j -0.0129111+0.0224478j 0.000871001+0.0196014j -0.0278568-0.0365803j 0.0324718-7.96174e-05j 0.0117263+0.0682724j -0.00873269-0.0461065j 0.00045291-0.0531406j -0.037695+0.0531285j -0.0852743+0.0461651j -0.0470493+0.0372122j -0.0235964+0.0351082j 0.00150495-0.00729036j 0.0106145-0.0142291j 0.0319173-0.0345875j 0.0254291+0.0172017j 0.0900758-0.0336346j -0.0368983+0.039487j 0.0255577+0.0282386j 0.0907804+0.00706187j 0.046571-0.00169017j 0.0194371-0.0437546j 
0.0426172+0.0418811j -0.0461141-0.0391048j 0.0299435-0.00703764j -0.0410876-0.0629405j -0.000821393-0.00420132j -0.0202584-0.0452502j 0.0028789-0.0329044j -0.08907+0.0338669j 0.0618976+0.0566333j -0.0535877-0.0635509j 0.00537627+0.0531332j -0.0163932+0.0279378j 0.0599172+0.0759587j 0.0498008-0.0117669j -0.103398+0.0624245j 0.052327+0.0363646j -0.0326693-0.0613731j 0.00024873+0.0233705j -0.0255741-0.0773039j 0.111834-0.0182602j 0.0222422+0.0103017j -0.00179443+0.134658j 0.0667385-0.079502j -0.0151187-0.0309712j 0.0533786-0.0106292j 0.084407-0.0948625j 0.105816-0.0382902j -0.0488893-0.0402873j 0.0208555-0.0589412j 0.059819+0.0245964j 0.123487-0.0488364j -0.030602+0.0904041j -0.0653841+0.0139259j -0.105125-0.0738594j 0.115197+0.230521j -0.00725066-0.115759j -0.0087709+0.105225j -0.0982328+0.000214875j 0.0294366+0.0284603j 0.119045-0.0674642j -0.0271113-0.0270215j -0.0596067-0.0479493j -0.0645019-0.0461548j 0.0433605-0.00263533j -0.0309884-0.0125939j 0.0259461+0.0653477j -0.0566415+0.0329773j 0.0695987-0.0975772j 0.0454301+0.0161088j -0.0276952-0.015055j 0.0250354+0.148419j -0.0520704+0.0799434j -0.0807199-0.0236883j 0.0439516-0.0458008j 0.00862965+0.0285991j -0.0083936-0.0238944j -0.0448087-0.0207151j -0.0234542+0.0533511j 0.051534-0.0683421j -0.0280106+0.102674j -0.0773743-0.0122141j -0.00248069+0.00258025j 0.0262041+0.037691j -0.0772988+0.0678994j -0.0212551+0.0178824j 0.0193855+0.0139332j -0.012041+0.0763713j -0.0182357+0.00952617j 0.00924154+0.0177793j 0.0251103-0.0606228j 0.0279221-0.0560947j -0.0518617+0.0221282j 0.0266421-0.0144632j -0.0112341-0.0656065j -0.0099882+0.0448921j 0.0092145+0.0215173j -0.005291+0.00456751j 0.0049495+0.0079249j 0.0170904+0.0242345j -0.0194656-0.0065982j -0.0248732-0.0243602j 0.0262633-0.0732655j 0.00658888-0.052071j 0.0188757+0.026951j 0.169845+0.0407884j 0.0952074-0.0333282j -0.0193248-0.0220627j 0.0246554+0.165484j 0.029953-0.0860077j -0.0190155+0.0190505j -5.02917e-05+0.0307434j -0.0647083+0.0352021j -0.0233673-0.00132697j 0.0361332-0.0330505j 0.0400164-0.00552566j 
