-0.0946602-0.00259851j 0.0320067-0.00995187j 0.00146028-0.00475464j 0.0888034+0.00283537j -0.00231379-0.00186369j 0.0170163-0.0121052j 0.0922872+0.00391172j -0.0367171-0.00605986j 0.0133076-0.00304094j -0.112212+0.00609178j -0.0504723-0.00573085j -0.0896187-0.0010031j 0.202198+0.00429048j -0.0732297-0.0251441j 0.262483-0.000718399j -0.0586738+0.00203272j -0.0378896-0.0123353j -0.0151153-0.013329j -0.028017+0.00868412j 0.00133518+0.0296387j -0.0024345-0.0198821j 0.0227549+0.00728658j 0.0172237+0.00877878j 0.00109819-0.000877726j 0.00512522+0.0100278j 0.00814281+0.0380514j -0.0100954-0.000369473j -0.000232818+0.0096243j 0.0180165+0.00373552j 0.00650743+0.00135787j -0.00861501+0.00380035j 0.00237314-0.00187764j 0.0053551+0.0539215j -0.000249678+0.00634651j 0.0049738+0.0153972j -0.0701011-0.0226087j -0.023854+0.0867719j -0.0187027-0.0262736j 0.00582069-0.0153802j 0.00895487-0.00983433j -0.0307985-0.0112756j -0.0156117+0.0069727j 0.00261962+0.0130648j -0.00317725+0.017266j 0.0142749-0.00479077j 0.00982278+0.0185002j 0.0213525-0.000386918j -0.00329617+0.00862184j 0.0174514+0.00181653j -0.00828419-0.00608845j 0.00960279+0.00260359j 0.00443613+0.00482633j -0.0104117+0.0016719j 0.00830598-0.0048429j -0.00948448-0.00777534j -0.00339293-0.00587304j 0.0140192-0.0025848j -0.000538716-0.00687217j -0.0037519-0.0054198j -0.00765858+0.00186173j -0.00046058+0.00612806j 0.00328762-0.00645635j -0.0165642-0.00796096j 0.00556366-0.000903287j 0.00197294-0.00308675j -0.00708006-0.00436123j -0.0107823-0.0047147j 0.00773083+0.00250762j 0.0041405+0.0046545j 0.0192389+0.00168968j -0.00577038-0.00528921j -0.0123422-0.0137j -0.000329012+0.0135629j 0.000521953-1.3575e-05j 0.00571448+0.00130894j 0.00874791+0.0129814j 0.00183215-0.00125674j 0.00163658-0.00588028j -0.00847729-0.00432137j 0.000252418-0.0157303j -0.0133431+0.00222467j 0.00653959-0.0131982j -0.00752922-0.00632204j 0.00171843-0.00713215j 0.0131689+0.00276647j -0.00540559+0.0125367j 0.00189854+0.00517425j -0.0411986-0.00374616j -0.0131653-0.00499803j 0.0516007+0.0163192j -0.00589029+0.09685j -0.0140793+0.0217547j -0.0224499-0.0184514j 0.0542552-0.089665j -0.0874108-0.0403956j 
-0.00723108+0.00733337j -0.0192817-0.00199715j -0.00734397+0.00568791j 0.00324956+0.00771949j -0.00246223+0.000588537j -0.00952227-0.00379128j -0.000318128+0.00498823j -0.0104202-0.00750595j -0.0223956-0.00236458j 0.0236614+0.0134281j 0.0507409+0.00848299j 0.000874244+0.00709728j 0.0228349-0.0194799j 0.00621914+0.00794874j -0.00579961+0.0189263j 0.00985876-0.00598771j -0.00528328-0.00538442j -0.0272867+0.000499339j 0.0125885+0.00628892j -0.000492846+0.00816425j 0.00790829-0.00338303j 0.00119046+0.000766074j -0.0143311-0.00240433j -0.0335681-0.00578691j 0.00836173+0.0138089j 0.00734989+0.0116516j -0.0632231-0.00519071j 0.0506937-0.000920734j -0.0625209+0.00149075j 0.0830075+0.0147258j -0.0224817+0.0139683j 0.00520191+0.0353534j -0.0145116+0.00118821j 0.00625189+0.00793149j -0.0170836+0.00934516j 0.00917686-0.0145805j -0.0339352+0.0010003j -0.022345-0.00129398j 0.00784003-0.0212769j -0.00933586-0.00944576j -0.0186329+0.00114556j 0.00833221+0.00139176j 0.00137635+0.0144213j 0.00893316+0.00695077j 0.01552+0.00107897j 0.0039094+0.00899672j -0.000660211+0.00375239j -0.000509161-0.00346429j 0.0101315-0.00202591j 0.00270413+0.00398354j 0.00983918+0.00555358j 0.00577126+0.00409663j 0.010452+0.00722534j -0.00689946+0.00402348j -0.00607797-0.00239786j 0.00925839+0.00232651j -0.00504012+0.00102304j -0.00256897-0.0137919j -0.000313185+0.00961197j 0.00537908-0.00282166j 0.000740158-0.0124727j 0.000391854-0.00942975j 0.00750109-0.00099103j -0.0010614+0.00960266j -0.00685849+0.00819096j -0.00462656-0.0209337j 0.00593868-0.0100801j 0.00911364-0.0189071j 0.0251397+0.00375222j -0.0102622-0.0363871j -0.021236+0.00112802j 0.0153762-0.0128814j -0.0591114+0.104168j 0.0969502-0.0792517j -0.000981512+0.0257768j -0.0586245-0.0122307j 0.100883+0.155141j -0.0253742+0.064607j 0.195567+0.0440059j -0.206345-0.094909j -0.0299885-0.093965j 0.0376075+0.0126816j -0.0638958+0.115014j 0.0629615-0.162777j 0.0485136-0.130604j 0.0163608-0.0940606j 0.0727133-0.109323j -0.0320679+0.0195876j -0.077534+0.0401961j -0.0226713-0.016002j 0.0140131+0.00369397j -0.0703052-0.0442538j 0.0081642+0.0053364j -0.0239861-0.00369827j -0.0144669+0.00693874j 
-0.00537641+0.0106383j -0.0196219-0.00624323j 0.00990126+0.00760212j 0.015274+0.00654537j 0.00218189+0.00592756j -0.00999999+0.00576511j 0.0051738+0.0100442j -0.00696286-0.00941269j -0.0105177-0.0151412j 0.00665854-0.0123293j -0.0357192+0.0127021j -0.00974715-0.00100038j -0.0343183+0.00260294j -0.00664655-0.00431684j 0.0104329-0.00389341j -0.0406427-0.00956391j -0.0044595-0.021959j 0.044396-0.00136116j 0.0340084+0.000566552j 0.015122+0.00473019j 0.00289764+0.00816292j -0.0540065-0.00999433j -0.059848-0.00434831j -0.0357929-0.00771244j 0.0161801-0.00617692j 0.0424061+0.00918261j 0.0291236-0.00501382j 0.0137055+0.00758926j -0.114164+0.000266183j 0.0516886+0.0197972j 0.0176642-0.0430114j -0.00577533-0.00267817j -0.00459472-0.0021911j -0.0411975-0.016622j -0.0120102-0.013178j 0.00782664-0.0236456j -0.0280106-0.0108686j 0.0072743+0.00490666j -0.033939-0.0359342j 0.0033919-0.00358727j -0.000933722+0.00356373j 0.00936733+0.00345254j -0.0352298-0.0035136j 0.011445+0.0128566j -0.00115413+0.0100871j 0.0101609-0.00106043j 0.00128365-0.00506725j 0.0115993+0.00113575j 0.00187557+0.0165419j -0.0166305+0.012546j -0.0185569+0.0195634j 0.0103824+0.00686945j -0.0131868+0.0214594j 0.00821506-0.0170873j 0.0233483-0.00811769j 0.00990563+0.00628633j 0.00446274-0.00550494j -0.0291469+0.00657705j 0.00892168-0.016753j 0.00536139+0.0195445j 0.01072+0.00294731j -0.0153144-0.0170508j -0.00451262-0.0140455j -0.00914371-0.016279j 0.00456034+0.005259j 0.00162562+0.0140569j -0.0105221+0.0131474j -0.00714632+0.00732856j -0.0455923+0.00373191j -0.0164268-0.0235103j 0.0683812-0.0209478j 0.0676722-0.0249245j -0.085035+0.0983445j -0.0706443+0.0465012j 0.0286785-0.027714j -0.00129993+0.0950919j -0.0893595-0.00361659j -0.0241008+0.0984331j -0.222876-0.0898701j -0.136355-0.0431246j -0.0860946-0.0375432j -0.0315057+0.110824j 0.022409-0.112865j -0.034737+0.118296j 0.0184792+0.0323273j -0.0156129+0.0233299j 0.0588392+0.0798595j -0.0262929+0.190586j 0.0289484-0.000229056j -0.000142665-0.0057912j -0.00297528+0.00218427j 0.023427-0.00623763j -0.0530034+0.0269723j -0.00477877-0.000805071j 0.00118666+0.00719552j 
-0.00250077-0.00518799j 0.00200202-0.0103071j -0.0209314-0.00593024j -0.0118796-0.0107966j 0.00712907-0.00288855j 0.00635554+0.00193506j -0.00285265-0.0104858j 0.00481735+0.0137916j -0.0358453-0.0172703j -0.0125682-0.00422728j 0.0273904-0.0125268j -0.0130998+0.0136663j -0.0200888-0.0114404j 0.000667087+0.0169945j 0.00218214+0.0040809j -0.0157213+0.00292702j 0.0131646-0.00584975j 0.00741093-0.0131875j 0.00329715-0.0149775j -0.0124486-0.00284833j -0.0108536-0.00355708j 0.00101803+0.00971195j -0.00976443+0.0144925j -0.0192049+0.00645236j 0.00912576+0.00168588j -0.00219085-0.00230679j 0.00418546-0.00656156j -0.00606261-0.00153056j -0.0111348+0.0141303j -0.0326187+0.0120104j 0.0277664-0.00278896j 0.0323711+0.005318j -0.00469658-0.00541332j -0.00764843+0.0159962j -0.0137776-0.00772074j -0.0127097-0.00481193j 0.00454958-0.00125973j 0.032274-0.0183142j 8.29859e-05+0.0104977j 0.0137474-0.00894516j 0.00287452-0.0029125j 0.0038677-0.00368137j -0.00922025+0.0170772j 0.00185545-0.00552312j 0.0163747-0.00546719j -0.00735409+0.00946807j 0.00107359-0.00106918j -0.000270354+0.00418376j 0.0177657-0.00435283j 0.0123964+0.00134955j 0.0225887-0.0019217j 0.0063499-0.00168809j 0.0149946-0.00703916j -0.0109434+0.00369053j -0.0178527+0.00655755j 0.0110633-0.018216j -0.00517344+0.00205219j 0.00224178+0.00476675j -0.0046575-0.0028668j -0.00382749-0.00368519j -0.0173454-0.00230047j 0.0122031+0.00414132j 0.00960714-0.013182j -0.000642308-0.00217056j -0.00406809+0.00550448j -0.000490578+0.00312911j 0.0143312-0.00812178j -0.00326318-0.0115273j 0.0288334-0.0204395j -0.00323464+0.027914j -0.0431412+0.032408j -0.0177737-0.0305939j 0.0190659+0.0695954j -0.0112598+0.203103j 0.0305792-0.0464084j -0.073284-0.0287066j 0.215259+0.0781558j -0.108355-0.0908337j -0.115089-0.0724371j -0.0178242+0.0268695j 0.0274755-0.0159758j 0.0602275+0.0143436j -0.0444113+0.134373j 0.137077-0.185438j -0.0502519+0.0299048j 0.00985883+0.105867j -0.0317633+0.0206925j -0.0862951+0.0506103j 0.0330326-0.0307568j -0.014944-0.00355078j 0.0281671+0.00936973j -0.0188923+0.00800175j 0.108396+0.0208631j 0.00688526-7.92213e-05j -0.0207987+0.00162673j 
0.00964617-0.012855j 0.0067688+0.00640279j 0.0334247-0.0105855j 0.0297222-0.00267957j -0.0076414+0.00271333j -0.0180513-0.00186695j 0.0155133+0.00208529j -0.00793126+0.0161541j 0.00628556-0.0174459j 0.0319759-0.0145857j 0.0272213+0.00516654j 0.0340294-0.0210907j 0.0256642+0.0227706j 0.00154639-0.00584605j 0.00635375-0.00122746j 0.0275421+7.56162e-05j 0.00434544+0.0107626j -0.00190554-0.00907908j 0.00836281+0.011353j 0.0130783+0.00562736j -0.0347157+0.00649413j 0.0122485-0.00316591j 0.0380331-0.00305872j 0.00479819-0.00399651j 0.00614865-0.0041394j 0.0300523+0.000374152j -0.0183058-0.0129299j 0.0686084+0.0136039j 0.022052-0.017654j 0.00878795-0.00159197j -0.00175467+0.00531006j -0.0175525+0.0143715j -0.0339003+0.0059735j -0.0560846-0.00514701j -0.00945804-0.0217118j 0.00681313+0.00185208j -0.0120545-0.00175439j -0.00266756-0.000789482j 0.0192864+0.0202072j 0.0199821-0.00243288j -0.00821741-0.0145749j 0.00525317+0.00970986j -0.0280962+0.0105036j 0.022659+3.97927e-05j 0.0102282-0.00125075j 0.00905784+0.00106114j 0.00180958+0.00782135j 0.0025878-0.00464241j -0.0168847-0.000277445j 0.00851478-0.010745j 0.00681881-0.00425118j -0.0148688+0.0136884j 0.00404398+0.000638233j 0.00108405+0.00615513j -0.00638713+0.0119976j -0.0157923-0.000329449j 0.00156041+0.00887638j 0.0408707-0.0150083j -0.0012749+0.00707771j 0.0124384-0.0057237j 0.0193032-0.00865423j 0.0265992-0.00730057j 0.0210542-0.00513756j -0.00766936+0.0112893j -0.0298337+0.00269954j 0.0107766-0.00931373j 0.0186433+0.00193358j 0.0198983-0.00483891j 0.0178163-0.00229303j 0.0106483-0.0542724j -0.0593576+0.0714142j -0.0160881+0.056938j -0.0740303+0.00220292j 0.170703+0.0676435j -0.12021-0.096429j 0.108719+0.0250072j -0.0898465-0.0535633j -0.11116-0.0333071j 0.0440737+0.120198j -0.000627906-0.0593004j 0.0675173-0.115034j 0.0258347-0.0889205j -0.0973177+0.186496j -0.0776812+0.210486j -0.00517545+0.00571224j -0.0396511-0.0589008j -0.0639079-0.0165158j -0.00824828-0.0263884j 0.170471+0.0489408j 0.0152668+0.000792297j -0.00746133-0.00508383j 0.0165328-0.0167306j -0.0647836-0.0297357j -0.000489522-0.00774107j 0.00609344+0.000430795j 
0.0321769+0.00522384j -0.0200468-0.00124333j 0.0106656-0.000208109j -0.00606481-0.00189841j -0.0032624-0.00151045j 0.0152416+0.00772253j -0.0214546-0.00715116j -0.00762168-0.0051274j 0.0295098-0.00115578j 0.0202723-0.0106291j -0.0246599-0.0162342j 0.0181194+0.00318238j 0.00807543-0.00113021j 0.00474519-0.0147862j 0.011763+0.00742556j -0.03632-0.0128069j 0.00362898-0.00239923j -0.00738491-0.00494795j -0.0196189-0.00360689j -0.0535071-0.00361961j 0.041742+0.0160581j 0.00765911+0.0029646j -0.0449077-0.00663791j -0.0237032-0.00151897j -0.0159576-0.000427316j -0.0844863-0.0090826j -0.00402816+0.00287127j -0.0832309-0.013789j -0.0299334+0.00513995j -0.0156171-0.0149971j 0.00627131+0.00197777j -0.00391364+0.0210894j -0.0301771+0.0250459j -0.0156143+0.000921533j 0.0079138+0.00703509j -0.0395097-0.00293684j 0.00691752+0.0233374j 0.0285601+0.0272239j -0.0577414-0.00733148j -0.00345726+0.00109518j 0.0223716+0.0107557j 0.00230678-0.00189616j -0.00465214+0.0139018j 0.000652736-0.0154681j 0.00827796-0.011547j 0.00688915-0.00694407j 0.0023744+0.0105849j -0.00905127-0.00988116j -0.012351+0.012546j 0.0188306+0.00398309j 0.021702-0.0128572j 0.00019113+0.00745531j 0.0154042+0.00857504j -0.00649332+0.013934j -0.00186613+0.000391123j -0.00641466+0.017703j -0.0342205+0.0131687j 0.00632159+0.015004j 0.0235602+0.00264618j 0.0221528-0.00944413j 0.00780871+0.000479277j -0.0194962+0.0138036j 0.0277954+0.0121466j 0.00638002-0.00716707j -0.00672524+0.0162743j 0.00694042+0.00921982j 0.0565401-0.0212227j 0.00916806-0.0125776j -0.00470653-0.0236667j -0.150192+0.0962735j 0.00997781-0.0322098j 0.0249668-0.0426057j 0.078492+0.000459516j 0.0470773+0.0269998j -0.146405+0.00303858j 0.0771246+0.0762021j 0.0575834+0.123148j 0.179351+0.143243j 0.0198604+0.0526266j -0.0389194+0.149597j -0.0655252+0.119225j 0.076005-0.0891501j -0.0781521+0.121142j -0.0404323+0.0984642j 0.00687389-0.0481864j -0.00300421-0.0604047j 0.038949-0.0272338j 0.000625312+0.014885j 0.117164+0.0848422j -0.0152259-0.00238525j -0.00804735-0.00508999j -0.0315586-0.0168738j -0.0310006-0.0324555j -0.00752888+0.0076171j 0.00923232+0.00204745j 
-0.0117022+0.00437985j -0.00742166-0.00472724j -0.0022817+0.00136456j 0.00665019+0.00513872j 0.0102333-0.00456864j 0.00368011-0.00863525j 0.00886899-0.00138977j -0.00197164-0.00589202j -0.036069+0.0133771j -0.022027+0.0152156j 0.0148038-0.0321957j -0.0101042+0.00825886j -0.00256048+0.0075262j -0.0044641-0.0199476j 0.0161341+0.0200921j 0.00401965-0.013417j -0.000726292+0.00117965j 0.00768708-0.00143563j -0.00350109-0.00540842j 0.00163649-0.00115656j 0.00735394+0.00380996j -0.00231205-0.00794532j 0.0020581-0.00272054j 0.0088596-0.00103398j -0.0040355+0.00608818j -0.00920905+0.00128301j 0.00116296+0.00744961j 0.00121748+0.000376047j 0.0143921-0.0057982j -0.0108364+0.0197677j 0.0188499-0.000637811j -0.0286631+0.00964745j -0.0341015-0.00413092j -0.00186105+0.0135222j 0.00288304-0.00496788j -0.00771599-0.0150393j 0.0130733-0.000684585j -0.0204171+0.00405017j 0.00991807-0.0151966j -0.00502756-0.0011676j -0.00422367+0.0029255j 0.000287525-0.000970541j 0.00689941-0.00617105j -0.00604556-0.00427155j -0.00119014+0.00997757j -0.00734499+0.00421921j -0.00478663-0.00192967j -0.000719417+0.00152562j -0.00920819+0.00826065j 0.00178503-0.00115206j -0.0128482+0.00771247j 0.00765833+0.00104907j -0.0209234-0.00138801j 0.00467191-0.00186337j 0.00870105-0.00897232j 0.0111645+0.01235j 0.00213839+0.00663412j -0.015358+0.00601228j 0.0127185-0.00818845j -0.000586361+0.00260585j -0.000280884-0.00632075j -0.0164732-0.00832753j 0.0131079-0.00624223j -0.0184905-0.000196619j -0.00764361+0.00843131j -0.000211289-0.00797979j -0.00964727-0.00314432j -0.00928116-0.00358334j -0.0423053-0.00562104j -0.04733+0.00541711j -0.0121734+0.00537567j 0.0508391+0.0421509j -0.101883-0.099208j -0.0226437-0.0433737j 0.119469+0.0712175j -0.149313-0.0345745j 0.0817013+0.0294836j -0.0292019-0.0600058j 0.0533036+0.0243059j 0.0691886+0.0200217j -0.0765477+0.0490746j -0.108546+0.343721j -0.0801411+0.145164j 0.0473945-0.00303303j -0.0128364-0.00962516j 0.0061563-0.0114549j 0.124653+0.0221742j 0.152911+0.0527538j 0.197246+0.0502492j -0.013814-0.000305931j -0.0114217-0.00314335j -0.0297212-0.00954489j -0.0155364-0.00678685j 0.00517479+0.00416026j -0.00238085+0.00159959j 
0.00466658+0.00394461j 0.00303477+0.00550264j -0.0131265+0.00180393j -0.00885815+0.00385045j 0.0209551+0.00696131j 0.00321429+0.00379493j 0.0103391+0.00839006j 0.0262629+0.00481959j -0.00746415-0.0120501j 0.0303393+0.00944473j 0.0106677+0.00284054j -0.0343806-0.00414523j 0.00570822-0.0157295j -0.0066377-0.00466562j 0.00725011-0.00333908j 0.0182762-0.00482124j 0.0239802+0.00888026j -0.0265156+0.00255774j 0.000112884+0.0035265j -0.01917+0.00479658j 0.0243877+0.00783003j -0.0270385-0.0114595j 0.0109678+0.00864185j 0.0146042+0.00538489j -0.0644005-0.00337159j -0.0386836+0.00638095j 0.0497793+0.0101749j 0.0693962+0.0141719j 0.0216332+0.0130486j 0.0267339-0.00400224j 0.0200835-0.0186584j -0.0279372+0.0358266j 0.0265781-0.0112026j 0.000470763+0.0041717j -0.0120747+0.000335812j 0.0173438+0.00988076j 0.0128395+0.00127343j 0.016823+0.010747j 0.0195851+0.0119289j 0.00205855+0.00471513j 0.00515015-0.000997053j 0.000585942+0.000848601j 0.0155573+0.0027211j -0.0106118-0.000266218j 0.003319+0.010038j -0.027651-0.00450366j 0.00593465-0.00276576j -0.00949867+0.00564788j 0.0159712-0.0082458j 0.00627705-0.000577144j -0.00426456+0.00446699j 0.0113796-0.00519348j 0.0041697-0.021529j 0.00397803-0.00359258j -0.00280202-0.000800997j -0.0149711+0.00683661j -0.00332458+0.0198135j -0.012599+0.0132888j -0.000319663-0.0135071j -0.0057052-0.00924672j 0.0235104-0.0309401j 0.00757718-0.00349212j 0.00467746+0.0154114j -0.0158356-0.00737528j 0.00664746+0.00279527j -0.00841293-0.0172842j -0.0639578+0.018146j 0.034159-0.0575811j -0.113158+0.0713016j -0.019674+0.0472964j -0.126394+0.112856j -0.0606737+0.00740047j -0.0247021+0.0967965j -0.0662135-0.0288376j 0.0603443+0.0809805j 0.223245+0.145107j 0.0833083+0.018214j 0.0620351-0.156079j -0.0447498+0.075166j -0.025716+0.0940934j -0.0306946+0.0896269j -0.0152331-0.0202715j 0.00812471-0.0961137j -0.0190829+0.0250209j 0.0203137-0.0167593j 0.0107003-0.0214539j 0.0354812-0.0306448j 0.087381+0.0807744j -0.0136725+0.0169415j 0.00541984-0.00202442j -0.012673-0.00349783j -0.00454564-0.00965885j -0.00103742-0.000157048j 0.00196683-0.00220981j -0.0037199-0.00865015j 
0.00543075+0.00360317j -0.00772938+0.00157045j 0.0137958-0.00633658j 0.00368689-0.00547962j -0.000436891+0.000478177j 0.0108776-0.00471358j -0.00242879-0.00538962j 0.00222882+0.00536191j -0.0270239-0.00586842j -0.0104228+0.00769342j -0.0171788+0.00819788j 0.0103124-0.0232526j -0.00795132-0.00171305j -0.0147544-0.006386j -0.00624631-0.013192j 0.0124533-0.00863418j -0.00137802+0.00723684j -0.00679135+0.000882256j -0.0203143-0.00123509j -0.0280304-0.0173325j -0.00820999+0.00486325j 0.0397632-0.00456479j 0.00782889-0.0178063j -0.0185293-0.0158924j 0.0239318-0.00344532j -0.0516217-0.0136324j -0.0805756-0.00383654j -0.0199091+0.00205445j 0.0275403-0.0242007j -0.00977616-0.00183643j 0.0416831-0.000882191j -0.0116468-0.0062654j 0.0491756-0.00431586j 0.0405573-0.000411412j 0.0311094+0.0129026j 4.87236e-06+0.000645968j 0.00843113+0.0157442j -0.0166299+0.00949847j 0.00400359-0.00682636j 0.00254331-0.00276643j -0.00272694+0.00275648j 0.000646705+0.00180393j -0.00294477+0.00587645j 0.00958261-0.0144919j 0.0103993-0.00870438j 0.00803756+0.0134648j -0.00368361+0.0085595j 0.00635379-0.0096246j -0.0152769+0.00304445j 0.0104804-0.00246707j 0.0298819-0.0117115j -0.0147988+0.0140819j -0.0097044+0.0125247j -0.00987787+0.0265531j -0.0142783+0.00532735j 0.000255357-0.00181487j -0.0270051-0.00195862j 0.0282597-0.00941486j 0.0121865+0.028206j 0.0115313-0.00728862j -0.0196804+0.00343395j -0.00100831+0.0116772j 0.00514004-0.00234234j 0.0192217+0.0338931j -0.0424963+0.0333236j 0.0256962-0.0184979j 0.0846634-0.0498914j -0.0160739+0.000763576j 0.0743185-0.0332819j -0.0836015+0.00561425j -0.0819143+0.0458519j 0.11315+0.0672459j -0.0799331-0.0394845j -0.110923+0.00859688j -0.0539041-0.167087j 0.0309803+0.000542825j -0.0591413+0.1256j -0.035057-0.0152529j -0.0746984+0.0155082j -0.0879242+0.127759j 0.0396941-0.14529j -0.0659881+0.0809426j -0.0514638-0.164337j 0.0089823+0.0726017j 0.00573197-0.00740685j 0.0107535+0.0139346j -0.102133-0.0770706j 0.175254+0.0341439j -0.0888166-0.0208662j 0.000371059+0.000522739j -0.00606086-0.00158466j -0.00986658-0.00407293j 0.0205614-0.0111897j -0.00484619+0.00551951j -0.00626241-0.000376583j 
-0.0130674-0.00515987j 0.00541704+0.000918092j -0.0144635+0.00249235j -0.0118465+0.00621485j -0.0107564-0.00103485j -3.79926e-05-0.00967675j -0.0121459+0.00867635j -4.89393e-05-0.000473557j 0.0315835-0.00292024j -0.0199917+0.00414207j -0.0338843+0.00858006j -0.00165069+0.00572967j -0.0109941-0.0019377j 0.00769631-0.0152926j 0.00990834+0.0189611j 0.0178604+0.00542417j -0.0152805+0.00586843j -0.00715908+0.00720754j -0.00159973-0.00398815j 0.00987731-0.00178514j -0.0279333-0.00678316j 0.0187789+0.00609926j 0.0118793+0.00576043j -0.0138611+0.00466964j 0.044459+0.00107822j 0.0254861+0.000577438j -0.0443025-0.00125155j 0.0201832-0.00572532j 0.0081294+0.000273891j -0.00805233-0.0215662j 0.00751907+0.00164657j 0.0352056-0.0126375j -0.0253073-0.010087j 0.0301423+0.00680096j -0.0346377+0.00877719j -0.0209899-0.003236j -0.0154018-0.000175869j -0.025854-0.00925144j 0.0223539+0.00256435j -0.0104455+0.000916765j -0.0112724-0.000364069j -0.000662532-0.00641201j 0.012451-0.00819769j -0.00598498-0.00195751j 0.000761428-0.00070299j 0.00133229+0.00973434j -0.0119598+0.000343287j 0.00361044-0.000956622j 0.00213816-0.00388406j 0.00430327-7.8999e-07j 0.00662939+0.00328652j -0.00206325-0.00148098j -0.00258682+0.00356788j -0.0105918+0.00445279j 0.0044799+0.00313825j 0.0139482-0.0124283j 0.0119939-0.00431935j 0.0112702-0.00941407j -0.0184143+0.0163304j 0.000954188+0.00289979j -0.0308306+0.00157354j -0.00728069+9.51216e-05j -0.00769959-0.0145785j -0.00372545+0.0196911j 0.0163285+0.000152915j -0.00159541-0.0112852j 0.0514024-0.0344195j -0.0551244+0.00671741j 0.0854137-0.0241832j 0.0512772-0.0705777j 0.000162946+0.0400317j 0.0157671+0.0331807j 0.193034+0.135236j -0.161509-0.0763059j -0.0528239-0.138413j 0.0961078-0.123666j -0.0878681+0.0218339j -0.0497708+0.0719806j 0.0313899+0.0466377j 0.0355011+0.00992347j -0.110954+0.284417j 0.0767431-0.0101032j 0.0168232-0.0559951j 0.0202103+0.0314735j 0.0101575+0.0147905j 0.0571179+0.035439j 0.166244+0.0490237j 0.0122161-0.0286001j 0.0475106+0.00053464j -0.0144317-0.00162254j 0.000810224-0.00086395j -0.00126989+0.00622965j 0.0119937+0.00249745j -0.00320661+0.00146344j 0.00312368+0.0036254j 
-0.000231075-0.0128994j 0.00703838-0.00230431j 0.00355851-0.00832272j 0.0127854-0.00268046j -0.00196901-0.00670043j -0.0137288-0.00325124j 0.0114444-0.0128748j 0.00565932-0.0052534j -0.0207744-0.0116748j 0.00535886-0.0201354j -0.00101466-0.0440459j 0.00802429+0.000704239j 0.000574299-0.0411921j 0.00509387-0.0059322j 0.00524488+0.00551579j 0.00135162+0.0101754j -0.000892347-0.000729572j -0.0211884-0.002913j 0.00792231+0.00973712j 0.0111732+0.00777992j -0.0140921-0.00975867j 0.0248353+0.00270953j 0.0126491+0.00423911j -0.000368202-0.00324763j -0.0272821-0.00334777j 0.0242899+0.0122504j -0.0502967-0.00998277j -0.01702+0.0159619j -0.015875-0.0023701j 0.0144268+0.00386108j 0.0130314+0.00239191j 0.0342194+0.000582781j -0.0173557-0.00217685j 0.0290055-0.00911406j -0.0156907-0.0090147j -0.00211612+0.00136064j 0.00422858-0.0125708j 0.0125481-0.0107592j 0.000857897+0.0231589j 0.00763176-0.00282338j 0.00249494-0.0136992j 0.00525494+0.00603442j -0.00932862+0.00680419j 0.00640231+0.00893001j 0.00333453-0.0015033j 0.00136744+0.00010389j 0.00945018+0.00109434j 0.00144552+0.00164808j 0.0174665-0.00347932j 0.00598209-0.00218069j 0.011611-0.00986169j 0.00169408-0.00158612j 0.0171504-0.00361254j -0.00752944+0.00352297j -0.015851+0.00674681j -0.00371889-0.00788941j 0.00516719-0.00269436j 0.034965-0.0165641j -0.0234144+0.0109202j -0.000638997-0.01472j 0.0208473-0.00173579j 0.0346838+0.0053434j -0.00359076+0.00935183j 0.00037759+0.010457j -0.0132895-0.00561352j 0.0141872-0.0111664j -0.0622427+0.0174287j 0.0314213-0.0263456j 0.0779393-0.0815853j 0.094851+0.0454172j -0.0324191-0.107601j -0.117013-0.152413j -0.115028-0.064537j 0.0670281+0.0853968j -0.0607097-0.0672894j -0.0221001+0.062613j -0.0479362-0.0340426j 0.0624796-0.0935771j -0.128722+0.236691j 0.118246-0.123671j 0.0604643+0.030623j 0.081523+0.0207037j -0.0936635-0.0524081j 0.00952903+0.00941627j 0.0472919+0.0216282j 0.0760622+0.0285485j 0.134333+0.0317795j 0.062015-0.00750917j -0.0438073-0.0112531j 0.00627274+0.00352018j 0.00407148+0.00291677j 0.0349744+0.00617028j 0.0210476+0.0110284j 0.0152894-0.00487246j 0.00111843+0.00124321j 
