-0.0108285+0.00337094j -0.000806837+0.00301271j 0.00332732-0.00340285j -0.0156454+0.00390581j -0.00532453+0.00367938j 0.00897284-0.00366487j 0.0107881+0.000787192j 0.00388022-0.00365228j -0.0077817+0.00101039j -0.00563295+0.00128137j -0.00963605+0.00124897j -0.000512511-0.00461802j 0.00739756+0.00073883j -0.00449879+0.00293367j 0.00252716+0.000197532j -0.0045644+0.0032189j 0.000905449+0.000943197j -0.00323964+0.000644078j 0.00591663+3.68858e-05j -0.00332963+0.00334657j -0.000696043+0.00155081j 0.00708439+0.00118825j 0.00928523-0.00656986j -0.0106793+0.00311064j 0.00844058-0.00468499j 0.00180415-0.00768117j -0.0128979-0.0050485j 0.00752187-0.00142995j -0.00157183-0.000563844j 0.0168547-0.00345047j -0.00632498+0.00302633j 0.00479685+0.00337971j 0.0109047-0.00509855j -0.00205111-0.000267365j 0.00467511+0.000949847j -0.00531046+0.00405138j -0.00104445+0.00255367j -0.00564646+0.000375952j 0.00665691+0.00423638j -0.00792456+0.00199785j -0.00897333-0.00605178j -0.0039219+0.00104201j -0.0130033-0.00511488j 0.00214071-0.00131081j 0.00433397+0.00678474j -0.00403696-0.00279386j -0.000234031+0.00494776j 0.00595573-0.00477838j -0.00170267-0.00810249j 0.0167905+0.010007j -0.00614035-0.00932863j 0.0118072+0.00613203j 
-0.000998129+0.00144234j -0.000492399-0.00499868j 0.0012752-0.00309227j -0.0020935+0.00532777j 0.000133546-0.000649555j -0.00332018-0.00391675j 0.000451208-0.00489123j 0.00233494-0.00842814j 0.00141008+0.00421189j -0.00440756+0.00188237j 0.000888906+0.00701591j -0.000159387+0.00160735j -1.88292e-05+0.00863894j -0.00354203-0.00224873j -0.00168754-0.00381334j -0.00400742+0.00406226j -0.0032941+0.00174938j 0.000757979+0.00405944j 0.000929985-0.000238544j 0.0034037-0.00944142j 0.000646564+0.000530902j 0.000919289+0.00757717j 0.0010014-0.00530239j -0.00299108-0.00976777j -0.00823883+0.00719368j 0.000938655-0.0188089j -2.84981e-05+0.00394501j 0.00808568-0.00368638j 0.0112197-0.00866354j 0.0143635-0.0116884j 0.001234-0.0177978j -0.0113302-0.00625283j -0.0053189-0.00556881j 0.000820775+0.00888534j 0.00867558-0.0189249j 0.00190186+0.00936489j -0.00103888-0.012187j 0.011571-0.0059262j -0.00504347-0.000428064j 0.016857-0.00680078j -0.0025782-0.000425904j 0.000776543-0.000688509j -0.00642432-0.00855056j -0.0110945+0.0095123j 0.00687859-0.0028298j 0.0048438-0.0127695j -0.00512647+0.00119198j -0.000459706+0.00387417j -0.00471172-0.00107246j -0.00253601-0.00020859j 0.00367715-0.000454912j 0.00106015-0.00208518j 
0.00163337-0.000962639j 0.00086422-0.000991816j -0.00209522+0.000869159j 0.000843122+0.000669432j 0.0019463-0.000871001j 0.00284508+0.00121095j 0.000679374+0.00191956j -0.00251982+0.00147813j -0.00243956-0.00227042j 0.00522615-0.00566928j 0.00248777-0.00553533j -0.00187103+0.00368794j 0.000734077-0.000755145j 0.00205672+0.000240203j -0.000358762-0.000810593j 0.00638528-0.00837645j -0.00885232+0.00495813j 0.00384313-0.00477383j 0.010326-0.000428404j -0.0093396+0.00710619j -0.00698257+0.00903084j -0.00419793-0.00264243j -0.00982814+0.0106411j 0.000350383+0.00795613j -0.0127682+0.0207705j 0.00999701+0.0011734j 0.00455819+0.00437765j 0.011912-0.0205494j 0.00907731-0.0103293j 0.00719885-0.00891923j -0.0134567+0.00615016j -0.00591806+0.00526388j -0.00278926+0.00237441j 0.0155214-0.0140887j 0.00556704-0.00132331j -0.0082823+0.0168909j 0.00746078+0.000991152j 0.0212094-0.00762185j -0.0120945-0.00374483j 0.00385789+0.00661183j 0.0151008-0.00106681j -0.00312681-0.00355574j -0.00730331+0.00214958j 0.00360323-0.000126066j 0.00166504-0.00283261j -0.00236737+0.00576982j 0.00291018-0.00335908j -0.000516938-0.00210803j 0.00214312+0.00228876j 0.0001848+0.00176996j -0.00037105-0.000416844j 0.0014221+0.000852435j 
0.000695989+2.78122e-05j 0.000686929-0.00154597j 0.000587097+0.00328412j 0.00182515-0.000792244j 0.000955288-0.00248113j -0.00108466-0.00613121j -0.00040716-0.00291159j -0.00122377+0.00212323j -0.00488955+0.0022494j 0.00411155-0.00332138j 0.00371806+0.000649246j -0.00132983+0.00401458j -0.000794759-0.000795079j -0.000138661-0.00452915j 0.00322851+0.00158691j 0.00412689-0.00700346j -0.00330667-0.00053159j 0.000914782+0.00316572j -0.000188582-0.00173733j -0.00921113-0.000933614j -0.00161031+0.00198783j -0.00309853+0.00149853j -0.00397291+0.00298562j -0.00596478-0.00216251j 0.00423302-0.00605657j -0.00628942+0.0124894j 0.0117688+0.0135803j -0.00908601-0.00742362j 0.00413522+0.00891819j -0.00157297+0.00107358j -0.00553131-0.00879854j 0.00206311-0.00661556j 0.00198898-0.0060577j -0.00430154-0.00669627j -0.00565981-0.0195099j -0.00634615-0.00875061j -0.00771342+0.00527028j 0.00494044+0.00997273j 0.0144957+0.0222776j -0.0101727-0.000278493j -0.000517024-0.00907139j -0.0117463-0.0193532j -0.000915885-0.00793478j 0.00732717+0.00172949j 0.000689552-0.000469655j 0.00232419-0.0072141j -0.00241823+0.0112234j 0.00148723+0.00587355j -0.00249201-0.00644059j 0.00168391-0.00499903j 0.000668739-0.000282731j 0.00104169-0.000245246j 
-4.08377e-05-0.000391096j -0.00102515+0.000697454j 0.001906-0.00233721j -0.0037333+0.00406774j -0.00341326+0.000108513j -0.00114228+0.00477304j -0.000858633+0.0044008j 0.00371472-0.00235828j 0.00531339-0.00863231j -0.000539848+0.00268427j -0.000569606-0.00583007j -1.72306e-05-7.08643e-06j 0.00193093-0.00216184j -0.00375174+0.00238268j -0.00702308+0.00776448j 0.0065245+0.00397644j -0.00376347+0.00148193j 0.00987297-0.00652066j 9.47354e-05+0.00706327j 0.00450878-0.00784397j 0.00867209-0.00200029j 0.00611389-0.00434684j -0.00678636-0.00326645j -0.000974886+0.00295152j -0.00630775+0.00143071j 0.00161009-0.00484047j -0.0170085+0.00234952j -0.00726302-0.00299364j -0.00268207+0.002625j -0.00100608-8.34111e-05j -0.00698966+0.00703164j 0.00433842+0.00313627j -0.00459109+0.0052727j 0.00275189-0.0125035j -0.0100233+0.000586272j 0.00928073-0.000760887j -0.0236136+0.00286941j -3.50308e-05+0.00535697j 0.00201658+0.0105408j 0.00523601+0.00219966j 0.000150388-0.00430587j 0.0134512-0.0100141j -0.00414971-0.00762847j -0.00112786-0.00375627j 0.00271668-0.00147188j -0.00563717+0.0056054j 0.00512844+0.00253877j 0.00271884-0.00483042j 0.00317845+0.000854164j -0.0022247-3.80099e-05j -0.000990107+0.000115667j -0.00139644-0.00209612j 
-0.00175336+0.00179311j 0.000946176+0.00042154j -0.000633781+0.00180709j 0.00129073-0.00135603j 0.00100089+0.0018313j -0.00240935+0.00186042j 0.00260571+0.000134423j 0.00140554+0.0023435j 0.0051175-0.00737847j 0.00287835-0.000531172j -0.00329623+0.00195818j -0.00295219+0.00166708j 0.00154635-0.00157451j -0.00112607+0.00102082j 0.00219106+0.00430448j 0.00427062-0.00621376j 0.00525951-0.00215055j -0.00233628-0.00134163j -0.0127126+0.00586745j -0.00201516+0.000430338j -0.00269151+0.00193181j 0.00968004-0.00420674j 0.00282561-0.00176368j -0.0172793+0.00533443j -0.0107544+0.0163223j -0.00158941+0.0179957j 0.00843598-0.000651216j 0.0210495-0.00653769j 0.01044-0.00118116j 0.0179053-0.00215614j 0.0163977-0.00261087j -0.01098+0.00334914j -0.00476921-0.000700409j 0.0139989-0.00761848j 0.007596-0.00360812j -0.0174448+0.00399762j -0.00512241-0.00197096j 0.0159296-0.00457631j 0.00760284+0.00283008j -0.0142933+0.00291081j 0.00563855+0.00226979j 0.00482438-0.00214062j -0.00591634-0.000265431j 0.000489338-0.00100518j -0.00193909-0.000533387j -0.00202048-0.000185722j 0.00307155-0.0019099j 0.00158585-0.000285538j 9.22534e-05-0.00160135j 0.00214835+8.26571e-05j 0.00117813+0.00110838j -0.00010866+0.000181963j 
0.00130628-0.000819316j 0.00300317-0.00127441j -0.00178687+0.00016608j 0.000872044-3.2538e-05j 0.00374447-0.00269555j -0.00108222-0.00127011j 0.00393996-0.00402455j 0.00206533-0.0037841j 0.000124892-0.00283493j 0.00301252-0.00449662j 0.00327117+0.00336116j -0.00383363+0.00395393j 0.00433345-0.00321395j 0.000158939+0.000545754j -0.00434381+0.00440577j 0.00472457-0.00855294j -0.00708921+0.000330959j 0.0071663-0.00677753j -0.00532132-0.000336182j -0.00488702-0.00385693j 0.00458236-0.00558061j 0.00352719+0.00157342j -0.00604374+0.00434681j -0.00838407+0.00696082j 0.0232638-0.00481558j 0.00545539+0.00282072j 0.00675516+0.0115617j 0.00670896+0.00544384j -0.00145574-0.0039612j -0.00323432-0.000755898j -0.00467562+0.00705147j 0.000714104+0.00497764j -0.00585259-0.00198886j -0.00706833+0.00646151j -0.0104592+0.0154198j 0.0195035-0.00374922j -0.00712526+0.00735197j -0.000331633-0.00284542j 0.0093945-0.00730799j -0.00311392-0.0014646j 0.00950987+0.00663298j -0.00103347+0.00370801j -0.000114082+0.00894845j 0.00148971+0.00285986j 0.0012196+0.00144237j 0.00127386-0.000580359j -0.00393067-0.00243682j 0.000464596+0.00282929j -0.000749496-0.00106408j 0.000283511+0.0004143j -4.0854e-05+0.000231299j 0.00170204+0.00254216j 
-0.00144386-0.000353005j 0.000980659+0.00122298j 0.00256138+0.00110507j -0.00120417-0.00059678j -0.00220934+5.60673e-05j -0.00228782+0.00030771j -0.00247863+0.000917764j 0.00207052+0.00274836j -0.00223022-0.00466921j 0.00210328+0.00175171j 0.00552346+0.00409922j -0.000879185-0.00169538j -0.00456554-0.00254638j -0.000147348+0.00148581j -0.00060019-0.0011875j 0.00510326+0.00821853j -0.001409-0.00187782j -1.56822e-05-0.00139646j -0.00138951+0.00210063j -0.00457776-0.00181114j -0.00201322+0.00177518j 0.00599982+0.00216186j 0.00346888+0.00223103j 0.00263892-0.000478148j 0.00104815+0.0116405j -0.0155454+0.00211077j 0.00568071+0.00140049j -0.00326722-0.00927091j -0.0112991-0.0151482j -0.00521935-0.0129061j 0.00365434-0.00416412j 0.00380079+0.0118759j 0.00664708+0.00541097j 0.00765909-0.00336709j 0.00804122+0.000238683j 0.000572376-0.0018155j -0.00204235-0.00186098j -0.000662147-0.00829115j -0.00372748+0.00711469j -0.0117767-0.0155169j -0.00345598-0.00423073j 0.000685505-0.00480193j -0.00157811+0.00575292j 0.00296425+0.0152245j -0.000452631+0.00899786j -0.000949434-0.000543188j 0.00543982+0.00767619j 0.00366232+0.000941345j -0.00216495-0.00677771j 0.00107501-0.00382107j 0.000680963+0.00299313j -0.000373582+0.00119862j 
0.000207377-0.000367873j 0.00164426+0.0033253j 0.00177582-0.000541582j 0.00105292+0.00151018j -0.00115532+0.0035906j -0.00443935+0.0002499j 5.52151e-05+0.00634456j 0.00384237+0.00540446j -0.000721557-0.00377998j -0.00220663-0.00040313j 0.00325473-0.00301631j 0.00335307+0.000269613j -0.000555116-0.0024019j -0.00131623+0.000372226j -0.00162772+0.00212524j -0.00588652-0.000965134j -0.00465035-0.000869673j 0.00103229-0.00279179j -0.00265619-0.000161244j -0.000711277+0.0022147j -0.0104203-0.000811155j 0.00535356+0.000193015j 0.00660467+0.00489946j -0.000152803-0.00495211j -0.00137055+0.0122336j 0.0073831+0.00419078j -0.0150643+0.0072422j 0.00868274+0.0100569j -0.0015104+0.00388747j -0.000992645+0.00908834j -0.000621105+0.00743095j -0.013745-0.0071778j -0.00526483-0.00960572j 0.000717638-0.00852493j 0.00316647+0.00962251j 0.000678385+0.00476556j 0.01587+0.0265815j 0.0160079+0.00781498j 0.00214406-0.000778839j -0.00447304+0.00166601j 0.000743107+0.0132797j 0.00490736+0.00320261j 0.003203+0.0123566j 0.00206475-0.00396922j -0.000126841-0.001466j -0.00117948-0.00543809j 0.00344443-0.00688429j 0.00364525+0.00740934j -0.000950795-0.00719253j 0.000135064-0.00208665j -0.00079175+2.53217e-05j 0.000167382+0.00385036j 
0.00039097-0.00280125j -0.000213135-0.00192307j 3.07638e-05+0.000996228j -0.000644713+0.00183301j -6.05796e-05-0.00317304j 0.000962988-0.00343158j -0.000136402+0.00115497j 0.000129959+0.00317242j 0.000466871+0.00590436j -0.00413121-0.00635613j -0.00173457-0.00760336j 0.00514544+0.00235212j 0.0005912-0.00107504j -0.000271959-0.00492426j -0.0021074-0.00237418j -0.00137748-0.00548282j 0.00237032+0.0136658j 0.00165545-0.00737462j -0.00559826-0.0141655j 0.00511916+0.0147905j 0.00527205+0.00468258j -0.00798425+0.00794895j 0.00574092+0.0128085j 0.00101761-0.00919249j 0.00492529+0.00686595j -0.000756125-0.0071836j 0.00528378-0.00245685j -0.00854008-0.00315675j -0.00235227-0.000428279j -0.00873987+0.00227518j -0.00415766+0.0242713j -0.000462039-0.00145736j -0.0078259-0.00597728j -0.00471889-0.012134j -0.00897262-0.00153264j 0.00539422+0.000390525j 0.003412-0.00713285j 0.00376819-0.00829369j -0.00540579+0.0110372j 0.00671976-0.0045263j 0.00210186-0.0100426j -0.00882934+0.00661509j 0.0010461+0.00463163j 0.00399057-0.00722041j 0.00273758-0.00293323j 0.00206573-0.000702477j -0.000543736-0.00226155j -0.000272826+5.19474e-05j 0.00148447-0.000552469j -0.000612066-0.00014866j -0.00134976-2.0796e-05j 0.00184391-0.00174421j 
7.03033e-06+0.00263081j -0.0012007+0.000237833j -0.000896415-0.00125332j 0.00197985-0.000319551j -0.000119462+0.00344314j -0.00125914+0.00364569j 0.000889602-0.000400179j -0.000552673-0.00339129j 0.00189941-0.00427741j 0.000478209-0.000695136j -0.00408103+0.00187805j -0.00227452+0.00461892j 0.00130978+0.00457916j -0.0030631+0.00433389j -0.000709465+0.00659669j -0.00728797-0.000133881j -0.00399407+0.00792613j -0.00158836+0.00225308j 0.0103394-0.00695448j -0.0070593+0.00102816j 0.00800872+0.00505653j 0.0161811-0.00996187j 0.0061166-0.00252352j 0.00670878-0.00278155j 0.0128054+0.0121998j 0.00788129-0.00704989j -0.000168987+0.00132533j -0.0145691-0.00544607j -0.0162015-0.000293654j 0.000762117-0.00519326j -0.00406071-0.00120687j -0.000515071-0.000312616j 0.0101008-0.00178629j 0.00167954-0.00881008j 0.00086957-0.0142327j 0.022408+0.00736387j 0.00113662+0.000897141j -0.00302043-0.0147655j 0.00159719+0.00371101j 0.00292023+0.00443195j 0.00441373-0.00287646j 0.0030033-0.00195708j -0.00223319+0.00442073j 0.000692037-0.00291424j -0.00208102-0.00516158j -0.000641039-0.000283868j -0.00225644-0.00509349j -0.00129692-0.000332306j -0.000623912+0.0032643j -0.000286235+0.00166358j 0.000476475-0.00299852j -0.000636497-0.000639066j 
-0.00207845-0.000607148j 0.000260347-0.000667767j 0.000593421+0.00133615j -0.000719152-0.00120393j -0.000456629-3.72897e-05j -0.000884954+0.000269957j -0.000513351-5.02207e-05j 0.000122221+0.00103762j 0.00236369-0.0010172j 0.0022459-0.00400786j -0.00121311+0.000889475j -0.00282215+0.00304416j -0.00520695-0.000674559j -0.00266424+0.00144314j 0.000958952+0.00598951j 0.00257352+0.00298337j -0.0029962+0.0117343j -0.000179499-0.00543218j -9.31802e-05-0.0147061j -0.00957146+0.00753525j 0.00184783-0.002329j 0.00993395-0.00147516j 0.00415055+0.00513617j 0.00326251-0.0143746j -0.0175818-0.0130725j -0.00326434-0.00256907j 0.0143257+0.00160181j 0.00121293+0.0151603j -0.00511079+0.00999373j 0.00762852+0.0145343j 0.00226692+0.0170624j -0.000282593-0.00971501j 0.00892019-0.00959251j 0.0176051+0.00903121j 0.00947127+0.00762203j 0.000796722-0.0228044j 0.00141366-0.00112785j 0.00485214+0.0107872j -0.00208544+0.000111629j -0.000993932-0.00597649j 0.0013444-0.00277608j -0.00266486+0.00121378j -0.00355611-0.00444306j 0.00319019-0.00201602j -0.000542515+0.00284585j 0.000225823-5.98031e-05j 0.00274263+0.00326876j 0.000802665-0.000732509j -0.00100328-0.00151804j 0.0010706-0.000757869j 0.00086021+0.00264539j 0.000305889-0.000708524j 
0.000223346-0.000565286j 0.000723062-0.00353713j 0.000821652+0.00188363j -0.00360874+0.0034326j 0.000390931-0.00868991j -0.000224775-0.00479143j -0.000473026-0.00656277j -0.00136943+1.52824e-05j -0.00122947-0.00278427j -0.00437202-0.00438169j -0.000822583+0.00934115j 0.00424745+0.000810097j -0.00597628-0.00107835j -0.00346673-0.000200954j 0.00652517-0.00362104j -0.0150711-0.00142155j 0.00130493-0.00156644j 0.00582064-0.00746301j -0.00772744+0.0171036j -0.00813069+0.00975609j 0.000766037-0.00554305j -0.00551505-0.00321182j 0.0030271+0.00825549j 0.00445861+0.0174911j -0.00550333+0.00321085j 0.0169871+0.00364234j 0.00943677-0.0065654j 0.00583366-0.0161173j -0.00828166-0.00293749j -0.00357416-0.00326602j 0.00872416-0.0071452j -0.000462165+0.00124935j -0.00214907+0.00612233j 0.0124799-0.00870042j -0.005338+0.0116858j -0.0071441+0.00162638j -0.00414516+0.013188j -0.00396451-0.00234217j 0.00255109-0.00865975j 0.00356626+0.00631051j 0.00218325-0.00844226j -0.00513201+0.000971111j -0.000932778+0.00488013j -0.00524536-0.000331711j 0.00282667+0.00116417j 0.00225591-0.00162931j -0.00331981+0.00296256j -4.96424e-05+0.00145221j 0.000968616-0.00323701j 0.000651735-0.00270796j 0.00141111+0.000215109j 0.00182774-0.000892902j 
-0.000926819+0.000341921j -0.00138119-0.000786251j -0.00081684-0.0023914j 0.00283238+0.00094394j -0.000824686+0.00229284j 0.000687477+0.00196564j -0.000742987-0.000538413j -0.00255975-0.00735303j -0.00483695+0.000664827j -0.00059757+0.00197688j -0.00233869-0.00961043j 0.00344235+0.00474292j -0.000282998+0.00142904j 0.00195486-0.0018785j 0.00610056+0.0087033j 0.00149927-0.0138778j 0.000550577+0.0160746j -0.0158132-0.000117821j 0.00877048+0.00829385j -0.00538201-0.0118821j -0.00581252-0.004829j 0.0064668-0.00773776j -0.000324335+0.00438657j 0.00448482+0.00526943j -0.00430199-0.00865543j -0.0116918-0.0143326j 0.00339064+0.00913795j 0.00251278-0.0103428j 0.00173936-0.00612777j -0.000478225-0.00567098j 0.00512858+0.00484116j 0.00672959-0.00521884j -0.00338641+0.0124848j -0.00589439+0.00724511j 0.015573-0.00244285j 0.000808629-0.0151692j 0.00274841+0.0139785j 0.00477161-0.00943147j -0.00209571-0.00273537j 0.00102955+0.00041539j 0.00285004-0.00512335j 0.00140861-0.0107911j 0.000372169-0.00179174j 0.00405941+0.000190522j 0.00205091-0.00707882j 0.000841484+0.000309659j -0.000206364-0.00195439j -0.00107479-0.00240984j -0.00294591+0.000844346j -0.00119907+0.00230136j 0.00151004-0.00040264j -0.000357234-0.000440308j 
0.00167612-0.00115095j 0.000488327-0.00153944j -0.00433398-0.00518689j -0.00101995+0.00650159j 0.00196084-0.00198618j -2.00936e-05+0.000256419j 0.00254808-0.00158667j -0.00668129-0.00846369j 0.00557645+0.00435246j -0.00102706+0.00302985j -0.0037322-0.00265972j 0.000257275-0.00493482j 0.00366361+0.0112544j -0.000954153+0.00618463j -0.00194906-0.000606732j 0.000119222+0.00174816j 0.0014579+0.00790391j 0.014111-0.00368337j -0.0108011+0.000562746j -0.00917087-0.00454604j 0.00529939-0.00582252j 0.00143514-0.00220467j -0.00753416-0.00117992j -0.0137727-0.00786438j -0.0124108+0.0070632j -0.0172741-0.00494391j -0.0102776+0.0211371j 0.0116885+0.010271j -0.0117719+0.00737575j -0.00435512+0.000351891j -0.000435445+0.00164872j -0.0049309-0.00511821j -0.00761958+0.00350975j 0.0119144+0.00309007j -0.0138588-0.00463069j 0.00199141-0.00896263j -0.00331156-0.00269845j -0.00184864+0.000827491j 0.00224103+0.00522763j 0.00265224-0.0108937j 0.00189036+0.004963j 0.00386527-0.00265492j -0.00247711-0.00263038j -0.00340746+0.00459458j 0.00664626-0.00731451j -0.00306159-0.00157521j -3.92053e-06+0.000736022j 0.00217218+0.00196942j 0.00151574+0.00670346j -0.00409149+0.00545774j -0.000438779-0.00231101j 0.00120883+0.00142669j 
-0.00118381-0.000747468j 0.00213258-0.000263771j -0.00141281-0.0031445j 0.00161549+0.00343055j -7.54156e-05+0.00212497j 0.0025369+0.00351233j 0.00271753+0.00150315j 0.00245067-0.0019353j -0.00425353+3.52791e-05j 0.00415319+0.00447082j -0.0043881-0.000365329j -0.00514192-0.00820948j -0.00098326+0.00768485j 0.00355025+0.0108183j 0.00157901-0.000515024j 0.00884281+0.01511j 0.00602983-0.0032624j -0.00271772-0.0127666j 0.0166579+0.00572124j 0.000760588+0.00389226j -0.000803659+0.00061866j -0.00845609-0.0046828j -0.00101428-0.00230332j 0.00493061-0.00348211j 0.00849653+0.0135986j -0.0080337-0.00282271j -0.00208872+0.0224524j -0.00694158+0.00327656j -0.00304694+0.0182729j -0.00156615+0.00854596j 0.00155005-0.0058505j 0.00044818+0.00588233j 0.0101727+0.00764843j -0.00809393-0.0138904j 0.00611199+0.00685269j 0.00104492-3.75992e-05j 0.0119598-0.00431804j -0.00526385-0.000167083j -0.00452792-0.000268782j 0.00501475-0.00314874j -0.00297878+0.00328708j -0.000448714-0.00980245j 0.00169296-0.00547927j -6.10543e-05+0.00514265j -0.00132405-0.000469985j -1.75394e-05+0.00736324j 0.00121565-0.00434356j -0.000317617-0.00796314j -0.00287658-0.00236234j -0.00122598+0.00253716j 0.000697565+0.0031304j -0.000273424+0.000295821j 
0.000222061+0.000972928j -0.000562774+0.00280796j 0.0006152+0.000307358j 0.00101578-0.000710484j 0.00103055+0.000807011j 0.0031232-0.00336317j 0.000443036+0.000443989j 0.000695425+0.00320164j -0.00332306-0.00150887j -0.00237848+0.00704283j 0.00228162+0.00148691j -0.00035296+9.13362e-05j -0.00175747+0.00764785j 0.00287223+0.00123791j 0.00515042-0.0134754j 0.00266823+0.00327227j -0.000525787+0.0228404j -0.00956552+0.00685179j -0.0150929+0.0125749j 0.00818383+0.00880085j -0.000705512-0.010316j 0.000105214-0.0165251j 0.00657948-0.0156654j -0.00290575-0.0102812j -0.00169586+0.0183687j -0.00273086-0.0135475j -0.00313429-0.00259876j 0.0180347-0.0143742j 0.00217914+0.0158458j 0.00202065-0.00333706j 0.00857331-0.000884192j -0.000567826-0.00189269j -0.00801153-0.00457141j -0.00075222-0.0155614j 0.000246845-0.00360144j -0.00324754-0.0103295j 0.00498306-0.00338344j -0.000406896-0.00506732j 0.00177447+0.000951465j -0.00471238+0.000384271j -0.00389772-0.00157736j 0.000450962-0.000997778j 0.0025439+0.00295503j -0.00189894+0.000771469j -0.000260683+0.000832919j -0.000120272+0.0011334j -0.000331787-0.000565248j -0.000223243-0.000884025j 0.000670491-0.00129473j 0.000480509-0.000741533j -5.84396e-05-6.56414e-06j -0.00204148+0.000684204j 
-0.000670565+0.00069767j -0.000537525-0.00282923j -0.000148546-0.0018411j 0.000970237+0.00313219j -0.00133405+0.000713515j -0.00167629+0.00525027j 0.000976602-0.000452511j 0.0016279-0.00543841j -0.0019762-0.0035309j -0.00207988-0.00437324j -0.00279917-0.00215932j 0.00478391+0.00325273j 0.00279347-0.00337724j -0.00113701+0.00390922j -0.002077+0.0145173j 0.00186916-0.00183113j 0.0238953-0.00450351j -0.00330905-0.0124804j -0.00256222-0.00697051j 0.0103253+0.00175938j 0.000393077-0.00175661j -0.00373639-0.00206957j 0.000592433+0.00319762j -0.0165496-0.000118903j 0.0128735-0.00407315j -0.00888368+0.0015656j 0.00398363-0.00467677j -0.0122507+0.0103907j 0.00754119+0.00327988j 0.00674433+0.000461633j 0.0174191+0.00873965j -0.00719575+0.00439314j -0.00835024-0.000279604j -0.0104068-0.00805749j 0.00263246+0.000872096j -0.00557267-0.0106757j -0.00621544+0.00136674j -0.00126304-0.00776395j 0.0037079+0.00389464j 0.00092484-0.00430425j -0.00267341-0.00544527j 0.00388819+0.000465397j 0.00114357+0.00119429j -0.00153086-0.00444834j 0.000488405-0.00413381j -0.00121307+0.000286718j -0.00167835-0.00378337j 0.000102353-0.00336368j -0.00193202-5.72493e-05j -0.000971818+0.00124698j 0.00118573+0.000284207j -0.000116072-0.00248996j 
0.00222577+0.00221848j 0.000644366+0.000150131j 0.000237695+0.000719056j -0.00193247-0.000540368j -0.000548044+0.000289234j -0.000466286-8.79003e-06j -0.00225399+0.000358475j -0.00257039-0.00145454j -0.0060438-0.00652412j -0.00074357-0.00538435j 0.012256+0.00700711j 0.00295857+0.0128602j 0.00485796+0.00479217j 0.00511383+0.0102677j 0.00286739+0.00778026j -0.00179744+0.00818346j 0.00393834-0.000548244j 0.00909479+0.000731749j 0.00146506-0.00990052j -0.00659198+0.00500035j -0.00251675-0.00031265j -0.00551022-0.0239736j -0.00819229-0.000404627j -0.00167484+0.00449878j 0.00912777-0.00486036j 0.00183188-0.00791006j 0.005166-0.00797232j -0.00365721+0.00418944j -0.000275166+0.0059724j 0.00255986-0.0149235j -0.00841502-0.00893447j -0.00552027+0.00442244j 0.00223862-0.0149236j 0.0056275-0.0141508j -0.00243717-0.00703225j 0.000693605-0.0117293j 0.00104698+0.00815816j -0.00222153+0.00307999j -0.000283796-0.00518255j -0.000486738+0.00221579j 0.00314081-0.0033651j -3.36352e-06-0.00480995j -0.00183565+0.0083764j -7.85036e-05+0.00463159j 0.000247254+0.00383812j -0.000316621-0.000188812j 0.0014339+0.00458803j 0.00045683+0.00425321j 0.000607722+0.00118034j 4.23743e-05-0.00225186j 0.000318521-0.00297816j 0.000623999+0.00236251j 
-0.00108419+0.00251826j -0.000937176+0.00166899j 0.000363146+7.31385e-05j 0.000749585+0.00270528j -0.00109324+0.00677772j 0.00014735-0.00959177j 0.000269023+0.00485064j 0.000771289+0.0058752j 0.00241175+0.0116587j -0.00277174+0.00973282j 6.66634e-05-0.00656237j -0.00312389+0.0122313j -0.0032105+0.00873869j 0.0030976+0.00365494j -0.0149772+0.0113438j -0.0134132+0.0235954j -0.00154564+0.00559009j -0.00306067-0.00916173j -0.00424632+0.00548848j 0.00909276-0.013291j -0.0124832+0.0133164j 0.00526393+0.0117105j -0.000246021+0.0143988j -0.00507593+0.00965304j 0.00693921-0.0134986j 0.00523571-0.0200805j 0.000968986+0.00123466j -0.000709496-0.00319984j 0.00106146-0.00525829j -0.00294892+0.00601388j 0.000152063+0.0018039j -0.00701809+0.00167061j -0.00159874+0.0044469j -0.00126956+0.00425431j 0.000987029+0.00211984j 0.00409777+0.00137014j 0.0068668-0.00711606j 0.00143109+0.00158128j -0.000799941+0.00187592j -0.00215921-0.000903137j -0.00317655+0.00200474j 0.000881482+0.0049217j 0.00276928-0.00302533j 0.000434346-0.000310614j 0.00222812-0.00363021j 0.00110665-0.0046745j 0.00250818-0.00131852j -0.000295853+0.00215332j 0.00128851-0.00179974j -5.2332e-05-0.000403723j 0.000812316-0.00139797j -0.00111997-0.000385977j 
