0.0139444-0.00723836j 0.00480034+0.0036391j 0.0111524-0.00676581j -0.0107344+0.000452979j -0.00118673+0.00368639j -0.00151223+0.00295414j 0.0104238-0.00155941j 0.00130363-0.00485463j -0.00342719-0.00169379j 0.00230522-0.00254368j -0.00209622+0.000381824j -0.0012402+0.00170612j -0.00571979+0.000709688j 0.0004381+0.000204096j 0.00265643-0.0023148j 0.00384505+0.00101563j 0.000360751-0.00214483j 0.00255152+0.000733317j 0.00196332-0.00307252j -0.00952113+0.00185718j 0.00826182-0.00387577j -0.00323588-0.00213076j 0.000565739-0.00106156j 0.00331342-0.00119804j -0.000599571-0.00273514j -0.00260072+0.000339855j -0.00360363+0.00469133j -0.00909904+0.00552249j 0.00220189-0.00309984j 0.0026872+0.00129227j 0.00312921-0.00274537j -0.00471753+0.000418565j -0.00260764+0.00156904j 0.00145071+0.00165547j -0.00821092+0.00218249j -0.00495211-3.32635e-05j 0.00309525-0.00217184j -0.00160188+0.000465292j 0.01317-0.0056286j -0.0103659+0.00261629j 0.00655411-0.00388128j -0.00470121+0.000661347j 0.005102-0.00148919j 0.00502644-0.00334555j -0.00916719+0.00183258j 0.00772375+0.00210957j 0.00344648+0.00512878j 0.00315159+0.00277595j 0.00265134+0.00355767j -0.0111525+0.00289964j -0.00644452+0.00184554j -0.00136665+0.0048268j -0.00819155-0.00109748j -0.00230454-0.000558214j 0.00467091-0.00564527j 0.00786826+0.00704281j -0.000615842-0.00704941j -0.00206261+0.00232304j -0.00600066-0.00334973j -0.00424286+0.00310002j -0.00678596-0.0106969j 0.000936068-0.00603569j 0.00745028-0.000684405j 0.00149699-0.00953471j -0.000109928-0.003484j 0.000374957+0.0046582j -0.00933288-0.0124932j 0.00922952-0.00289829j 0.00885745+0.0188458j 0.0154195+0.00329421j 
-0.000707615+0.00107927j -0.00765839-0.0100308j 0.00378125+0.0065795j 0.00191759+0.00632937j -0.00682542-0.00747091j -0.00218823-0.0034926j 0.00046903+0.00243743j 0.00596112+0.008641j 0.00299829+0.00318109j 0.00134496+0.000688024j 0.00303388+0.000463602j -0.00285875+0.00370055j 0.00131474+0.0050957j -0.00131359-0.00211559j 0.00172253-0.000918089j -0.000546136+0.00331165j 0.000480465-0.00047935j -3.72297e-05-0.0027646j 0.00361344+0.00181017j -0.00427248+0.00116004j -0.00311741+0.00432581j -0.000199339+0.00609199j 0.00127158+0.00219325j -0.00156611-0.00289893j 0.00113843+0.00338615j -0.0035836+0.000869363j -0.0026059-0.00143883j -0.00622563-0.00146292j 0.00172609-0.00125848j 0.00354726-0.000925882j 0.00380714+0.000954605j -0.00963145-0.00207995j -0.00106434-0.00196158j -0.00133882+0.00426326j -0.00682564-0.00397615j -0.00104222+0.00121907j -0.00130697+0.00219289j -0.000475405+0.000474494j 0.0124215+0.00327567j 0.000597857+0.000267139j 0.00480453+0.00494985j 0.00112452+0.0017855j 0.00496261+0.000914862j -0.00145201+0.00507182j -0.0051425+0.00421859j 0.000850099+0.00152233j -0.00702331-0.00225365j -0.00085162+0.00247293j -0.00159928+0.00177206j -0.00850338+0.00110658j -0.00624978-0.00494781j -0.00904085-0.012425j -0.00264481-0.00313722j 7.21818e-05-0.000200704j -0.00202352+0.00901016j -0.00173661-0.000904391j -0.00408555+0.0094248j -0.00273598-0.00122529j 0.00331815-0.00042334j -0.000720243-0.00152999j -0.0189743+0.00241096j -0.00563541+0.0152354j -0.0031272+0.00062935j -0.018488+0.00380042j 0.00670088+0.0121895j 0.000283704-0.00159827j -0.00844574+0.0126658j -0.0117751+0.00294252j 0.0252004-0.0155285j -0.0108783-0.0107057j 
-0.00870909-0.0109097j 0.000148117-0.000851742j -0.00525371-0.00523444j -5.49615e-05+0.00419687j -0.00152063-0.00551076j 0.00217569+0.00134128j 6.9552e-05-0.00670146j -0.00179032+0.00296828j -0.00306017+0.00046598j -0.0039402-0.00351905j 0.000748619+0.00235073j -0.00348837-0.0072446j 0.00325051+0.00304661j -0.00228962-0.00680254j -0.00495177-0.0024014j 1.71523e-06+0.00451378j -0.0027779+0.000178132j 0.00239645+0.000522226j -0.00315137+0.000474993j 0.000771574-0.00133694j -0.00140971-0.0018728j -0.0100122-0.00236198j -0.00582237+0.00128497j 0.00586739+0.00537713j -0.00604459-0.00424751j 0.00171274-0.00296295j 0.00507524+0.00342038j 0.00400553-0.000328577j 0.00164969-0.00437666j 0.00282775+0.00248564j -0.00288611-0.00278784j 0.00154847-0.00588502j 0.00165567+0.000460995j -0.000912801+0.00138606j -0.00213673-0.00319873j 0.000108557-0.000885049j 0.0042378+0.000518401j -0.00178643+0.00173084j 0.00290598+0.00428999j 0.00299414+0.00124951j -0.0053001+0.000314933j -0.00317108-0.00206314j 0.000400133+0.0012346j -0.00976783-0.00128194j -0.00614734-0.0040415j -0.00515795+0.00393376j -0.00496121+0.00434718j -0.00908156-0.0028733j -0.00774167+0.00105827j 0.00785691+0.0102755j -0.00493485-0.00834689j -0.00318432+0.00154777j 0.00554666-0.00574176j 0.00550988+0.00230484j 0.00274524+0.00580323j -0.0074034+0.0126546j -0.00146671-0.00429592j -0.00649226-0.00154203j -0.0111775+0.00247064j 0.00516424-0.00356991j -0.00372935+0.00687453j 0.00712307+0.000148776j -0.00205312+0.00211512j 0.00707733-0.00856425j -0.00798273+0.00753674j 0.0175982+0.00701327j -0.0134759+0.00388446j -0.00122041-0.00866814j 0.0089052+0.0112996j 0.0242186-0.0162915j 
0.00418671+0.00949184j -0.00161217-0.00152253j -0.000953821+0.00196276j 0.00622871+0.0107265j 0.00158721+0.00113834j 0.000428585+0.00546628j -0.00550985-0.00263898j 0.00359534+0.0144281j 0.00483288+0.00621466j 0.00417852+0.00999179j -0.00169843-0.00894753j -0.00142526-0.00296447j -0.00311641+0.00303873j -0.000280651-0.0106351j 0.00345104+0.00281275j -0.00173972-0.001959j 0.00326992-0.00196377j -0.000951067-0.00229646j 0.000858415+0.00386565j -0.000154926-0.00128189j 0.00142844+0.00250746j 0.00260451+0.00333977j 0.00239645+0.00150446j 0.00113154+0.00971226j 0.00441463+0.00671372j -0.00280883-0.00393719j -0.00759327-0.000406071j -0.00276784-0.00162643j 0.00212766-0.00137845j -0.00398383+0.000644201j 0.00460456+0.00613954j 0.00240179-0.000271826j -0.000563233+0.00101846j 0.000116637-0.00181789j 0.00141021+0.000898847j -0.00260808-0.00114727j 0.00035639-0.00402113j 0.00105797+0.00112846j 0.00152293+0.00402071j -0.00351383-0.00743068j 0.00189801+0.00221887j 0.00125927+0.000624626j -0.00841301-0.0140573j -0.00285842-0.00869438j 0.00216143-0.00985449j -0.0014621-0.00462749j -0.000676769+0.0080098j -0.00371491-0.0164963j 0.00288334-0.00751615j 0.00501248+0.00345556j 0.000380411-0.000376483j -0.00178115+0.0113509j -0.00298945-0.00372707j 0.00207764-0.00172434j 0.00314044-0.00443869j 0.0109236+0.00887791j 0.00248286-0.014245j 0.00500309-6.80681e-05j 0.00246971-0.00621723j -0.00438522+0.00344731j -0.00186614-0.00642865j 0.00687702-0.0131531j -0.0194374+0.00846879j 0.00741409+0.00137585j -0.00137177+0.00302254j 0.00280886+0.00830434j -0.0158148+0.00751579j 0.0109442-0.0188021j 0.00178652-0.00427447j -0.00822392+0.00634779j 
-0.00386929-0.00532201j -0.00233026-0.00620274j 0.000203761-0.00165309j -0.00665963-0.00760611j -0.00239855-0.00454319j -0.00241128-0.00847931j 0.00032246-0.000930431j 2.11332e-05-0.000490385j 0.00122374+0.00427267j 0.00119451+0.000260665j -0.000784544+0.000976678j -0.00300805-0.00719479j -0.000756419+0.000928627j 0.00167753+0.00146154j 0.00108211+0.00129645j -0.00052932+0.00311747j 0.00040743-1.07126e-05j -0.00132684-0.00195763j 0.00465534+0.00224692j -0.00219574-0.000444247j 0.0035386+0.0116279j -0.0022672-0.00473299j -0.0027157-0.00268532j -0.00262628+0.00781536j -0.00246138-0.00116343j 0.00182307+0.000789775j 0.00111961+0.00117859j 0.00136715+0.00700464j 0.00240528+0.00147172j 0.00449191-0.00060726j -0.00184441-0.00529337j -0.00205783+0.00283173j -0.00050126+0.00117608j -0.00235565+0.000738864j -0.00293179-0.000270517j -0.00242482+0.00222498j 0.00132679+0.0063829j 0.000287546+0.00361917j 0.00212771-0.000424553j 0.00821503+0.0092815j -0.00118167+0.000540801j 0.000983203-0.00520862j 0.000795124-0.0128137j -0.00555753+0.00955405j -0.00113012+0.0156945j -0.00741638-0.00570834j 0.00277594-0.00470232j -0.00146009-0.0248217j 0.00090526+0.00435553j -0.00155268-0.0205599j -0.00243333+0.0091716j 0.0050358+0.0112238j 0.00621963-0.0191985j -0.00393229-0.0108652j 0.000256506-0.00798925j -0.00091029-0.00501572j -0.00939918+0.00850881j -0.00186368+0.00322753j 0.00833885-0.0135397j -0.00514975+0.00373993j 0.00914327-0.0130877j 0.011203-0.00288798j -0.0091879+0.0061175j -0.00139687+0.0044766j -0.00754797+0.011145j -0.00140289+0.00773787j 0.0100053-0.0121275j 0.0023287+0.00738974j 0.00536462-0.00228621j 0.00294226-0.00587239j 
-0.00156287-0.005225j 0.00149416+0.00142837j -0.0013772-0.00450796j -0.000764408+0.00119763j 0.00298431+0.00521185j 0.00299499+0.00989357j 0.00420429+0.00384234j 0.000314227+0.000387824j 0.00255715+0.00598598j -4.1707e-05+0.000601775j -0.00121223-0.00415173j 0.00554294+0.00721054j 0.000309335-0.00761894j -0.000829591-0.00275188j 0.00186174+0.00472817j 0.00558466+0.01076j 4.15958e-05+0.00149781j 0.00237147+0.0114712j 0.00555355+0.015873j 0.00385845-0.00499037j -0.00337129-0.00497052j -0.000696258-0.00777915j -0.00128012-0.000267568j -0.000602556-0.00516153j -0.00160139-0.00234079j -0.000639704-0.00430533j 0.00358607+0.0098083j -0.00266459-0.0028692j -0.00277664-0.0089666j 6.42534e-05+0.00291439j -0.0045331-0.0101613j 0.00115617-0.0109296j -0.00446172-0.00596322j -0.00159865-0.000512711j 0.00308248-0.00611213j -0.00374474-0.0109814j 0.00165265-0.00317971j -0.00325586-0.00699532j 0.000391438-0.00760323j -0.000461105-0.0109003j 0.00311427+0.00861442j -0.000147587+0.00967202j 0.000487726-0.0193318j 0.00249105-0.000951387j -8.09526e-05-0.00215448j 0.00115793+0.00613124j 0.0032267-0.0143419j -0.00178686-0.0127253j -0.00496137+0.0107036j -0.003903-0.00223315j -0.00479426+0.00614659j 0.00169551-0.01023j -0.00730097-0.000253104j 0.00290232+0.00409562j -0.0071583+0.00993095j 0.00636203-0.0126803j -0.00170165+0.0136184j -0.014722+0.0165906j 0.00304868+0.000785093j 0.00157385+0.00260736j 0.00106746+0.0112968j -0.00693076+0.00677253j -0.00624834+0.0107732j -0.000324496+0.00860674j 0.0100224-0.013554j -0.0046197+0.00228014j -0.00075994-0.00114088j 0.00147477-0.00153243j -0.0011274+0.00212706j 0.00355871-0.00207679j 
-0.000793456-0.00226445j 0.000499664-0.000701134j 4.90732e-05+0.00238625j 0.00222147+0.00427156j 0.00213711+0.000808881j 0.00635253+0.0133457j 0.00240432+0.000488428j -0.00234668-0.00416645j 0.000724606+0.00153199j 0.000317898+0.00142117j 0.00292263+0.00323365j 0.00309039+0.00688621j 0.00378603+0.00239326j -0.00107455-0.00376918j -0.00257514-0.00703836j -0.00266321-0.0050942j -0.000291701-0.000645833j -0.00286221-0.0123387j -0.00104449-0.00126927j -0.000853799-0.00467431j -0.00367899-0.00709138j -0.00314504-0.00389138j 0.000743077+0.00654212j 0.00286144+0.00323232j -0.0005261-0.00442099j -0.00101584-0.00138595j -0.00110063+0.00243411j 0.00274156+0.00750084j 0.00153319-0.00489811j -0.00384805+0.00455665j 0.00357098+0.0115702j 0.000855086+0.0029022j -0.00349785-0.00474732j 0.00370389+0.00659085j -0.00286745-0.00597463j -0.00140143-0.0182069j -0.000783123+0.0160036j 0.0028453+0.0202781j -0.00242212+0.00133632j 0.000356435-0.00980487j 0.00569899+0.00800631j 0.00319983-0.00336644j -0.00100217+0.0123775j 0.00352043-0.0124672j 0.000313455+0.013599j -0.002213-0.000794782j 0.0030323-0.000357166j -0.00209221+0.00305382j -0.000649323-0.00153231j 0.00367799-0.0204929j -0.00134828+0.00131797j -0.00176776+0.0040392j -0.00841197+0.00354356j 0.00576622-0.00948216j -0.00444138+0.00663507j -0.00817358+0.00822155j -0.00408466-0.000609101j 0.00467536-0.00712131j 0.00222607-0.00743291j -0.00299633+0.000210725j -0.00289086+0.0063914j 0.00453403-0.00785179j 0.00249761-0.00401242j 0.00558412-0.00541041j 0.00537117-0.0162059j -0.00724855+0.00678275j -0.00358711+0.00432688j -0.00257254-0.000233538j 0.000725919+0.000678175j 0.00162126-0.000738314j 
-0.00323718-0.00519682j -0.00176811-0.00545855j -0.000872731-0.00438173j -0.00656584-0.0088402j -0.000473911-0.00192276j 0.00116863-1.10029e-06j 0.00231154+0.00326301j 0.00268205+0.00103564j 0.0010285+0.00341168j 0.002425+0.00217534j 0.000132508+0.00278137j -0.000299644-0.00393196j -0.00176362-0.00484279j -0.00103735-0.00164318j -0.000114641-0.000779826j 0.00149846+0.0041647j 0.00149369+0.00251413j -0.00148465-0.00365681j 0.00471181+0.00659696j 0.00118311+0.00178754j -0.00453937-0.00324062j -0.00116515-0.00226568j 0.000939837+0.00186374j -0.00533136-0.00698078j 0.00022579+0.00349916j 0.00208157+0.0152086j -0.0002908+0.00848877j 0.00815246+0.0177025j 0.00306727+0.0069478j 0.000446948+0.00319415j -0.00144457+0.00780013j -0.000906962+0.0158685j 0.00144017+0.0033761j -0.00370607-0.0093862j 0.00220113+0.00596919j -0.0011287+0.00914134j -0.00369337-0.00146759j 0.0011442+0.00261684j 0.00183896+0.00727512j 0.00335818-0.0215846j 0.000875118+0.0232788j -0.00151178+0.0116313j 0.00494003-0.00711959j -0.00469707+0.000525759j 0.00050428-0.0173516j -0.00127081+0.0109865j -0.0016463+0.0139733j -0.00559976+0.0128036j 0.00320774-0.0142812j 0.00317411-0.00498319j 0.000413065-0.0063117j 0.00547353-0.00421481j -0.00734765+0.0171558j -0.00173779+0.00711154j 0.000259804+0.00168074j -0.00201329+0.00347297j -0.000445692-0.00477925j 0.0026042-0.00571811j -0.000261013-0.00237085j 0.00444289-0.00627669j 2.51725e-05+0.00407067j -0.00396377+0.00623847j -0.00205191+0.0115682j 0.00296757-0.00235198j 0.00105408-0.00128683j -0.00207242+0.0045925j 0.00623772-0.00961049j 0.000591363+0.00326486j 0.003131-0.00154497j 0.00212278-0.00425986j 
0.000147519-0.000694523j 0.000258383+0.00045345j 7.45257e-05-0.00307135j -0.00369927-0.00624122j -0.000144331+0.000613342j -0.00120057-0.00370234j -0.00100577-0.00544768j -0.00122342-0.00504636j 0.00152308+0.00537894j 0.000402793+0.00704287j 0.0034219+0.00679198j 0.00156852+0.00606224j 0.00196428+0.00365474j -0.004752-0.00870056j -0.00238524-0.00258324j -0.0045685-0.00566371j 1.32034e-05-0.00895985j -0.00143772-0.0114816j 0.00340599+0.00382983j -0.00546718-0.0120689j -0.00024867+0.000107881j -0.00116827-0.00135516j 0.00113015+0.00231647j -0.00206613-0.00148817j -0.000957473+0.00609552j -0.00259119-0.0121454j 0.00219135+0.00728257j -0.00396202-0.00574777j 0.00516511+0.0124249j 0.000486599+0.0155203j -0.00127513-0.00135187j -0.000999498-0.00975088j 0.00174123+0.00190275j 0.00193858+0.0147224j 0.00465553+0.0233746j 0.00117264+0.00719597j 0.00373923-0.00371357j -0.00188702+0.00246061j -0.00170787-0.00218476j -9.24665e-05-0.00728131j 0.000898321-0.00573456j 0.000108572+0.00348424j 0.00438181-0.0111061j -0.0013465+0.0129792j -0.000723202+0.00481807j 0.00257776-0.0155379j 0.00309234-0.00461532j 0.000729777-0.00350054j -0.00327037+0.00907883j -0.00183578+0.00874095j 0.0044727-0.00884314j 0.00684537-0.00849011j -0.00313824+0.00606626j 0.00805933-0.0136767j 0.00374158+0.00789522j 0.00082606-0.00706075j 0.00103111+0.0010965j -0.000724727-0.00305227j 0.00416635-0.00428981j -0.00238174-0.00511949j -0.00878445+0.0152945j 0.00267083-0.00794814j 0.000670607+0.000725879j 0.00041547-0.000323582j -0.0044211+0.00448986j -0.00213658+0.00430392j 0.00346247-0.00428219j 0.00114692+0.0012452j -0.000791535+7.85426e-05j 0.000441602-1.75247e-05j 
0.00235328+0.00363979j 0.000967734+0.004649j 0.000822525-0.000975292j 0.000864356-0.000324357j -0.00150433+0.00260789j -0.00670012-0.0130483j -0.00141171-0.000924231j 0.000341619+0.000831977j -0.00100143-0.000766717j -0.00335571-0.00223428j -0.00123098+0.00290606j -0.00226628-0.00748643j -0.0060933-0.00909804j 0.000600183+0.00108886j 0.0031737+0.0104803j -0.00261773-0.00515302j -0.00120155-0.000558906j 0.00254505+0.00318456j 0.000440131+0.00736555j -0.00339916-0.00298735j -0.00123638-0.00740114j 0.00244044+0.00879679j 0.00129989+0.00458061j 0.00337536+0.0113095j 0.00050234+0.00735392j 0.000518925+0.00128352j 0.00430226+0.0211513j 0.00408956+0.0120312j 0.00155462-0.0113493j 0.000676499-0.00450599j 0.00126827+0.00598633j 0.00202811-0.00840992j -0.00395415-0.0112544j 0.00160053-0.00847426j -0.000824011-0.000841919j -0.00253301+0.0108727j 0.0035764+0.0137723j -0.00594558+0.014209j -0.000430945-0.00779448j -0.00220685+0.00232959j -0.00120292+0.0148852j -0.00764559+0.0201135j -0.00211903+0.00555124j 0.00373404-0.0158082j -0.00341333+0.00745668j -0.00118122-0.00237471j 0.00217315-0.00641779j -0.00215665+0.00238301j 0.00147919-0.00767202j -0.0028296+0.010155j 0.00209068-0.00260571j 0.000116649-0.00479687j -0.00215689+0.0117634j -0.00376559+0.00361922j 0.00226803+0.00811243j -0.00149179+0.0103411j -0.00588282+0.0121008j 0.0023002+0.00200341j 0.00398399-0.00207408j 0.00106017-0.00675154j -0.000969674-0.00261242j 0.00034336+0.000973788j -0.000236763-0.00124625j -0.00347082+0.00655817j -0.00384941+0.00958575j 0.003484-0.00552439j 0.000262772+0.000729383j 0.00183816-0.000805136j -0.0027678+0.000574486j -0.00147781+0.00261406j 
-0.000317056+0.000765745j -0.00165473-0.00269126j -2.7429e-05+0.0020772j 0.000157042-0.000209455j 0.00217403+0.00296366j 0.000810599+0.00447104j 0.00116059+0.00446193j 0.00149645+0.00425664j 0.00281798+0.0105975j -0.00488925-0.0120119j -0.00248368-0.00314222j -0.0013862-0.00117431j 0.00303061+0.00186942j 0.00552912+0.00841769j -0.000564504+0.00546463j -0.00195901-0.00245998j -0.00844371-0.0178119j -0.000516314+0.00185992j 0.00126111-0.00688404j -0.000740219-0.00242793j 0.00171838+0.00642006j -0.00402746-0.0170345j 0.00339448+0.00152421j -0.00289187-0.00425023j 0.00327495+0.0142493j -0.000621398+0.00241392j 0.000921551+0.00647367j 0.000456699-0.000273297j -0.00380622-0.00717974j -0.0025328-0.0194035j 0.0010091-0.00388357j -0.0057865+0.00166241j 0.00107203+0.00142253j -0.00156003-0.00495584j -0.00146035+0.022094j -0.000234194-0.00628974j -0.00420006+0.0147794j -0.00248059+0.003006j -0.00175968+0.0106562j 0.000399024-0.000909272j 0.00137988+0.00238356j -0.000975284+0.00432521j -0.00844848+0.0183885j -0.00143363-0.0024699j 0.00315723-0.0182252j -0.00115805-0.00162868j -0.000650896-0.000284017j 0.00363054+0.00103991j -0.00165931+0.00706125j -8.4741e-05+0.00453775j 0.00365243-0.00999289j -0.000126913+0.010309j -0.000566932+0.00583147j 0.00164786-0.0115513j 0.00337233-0.0106221j -0.00458641+0.00878267j -0.0013551-0.000876937j -0.00553187+0.00687246j -0.00503805+0.0139941j 0.00442545-0.00103497j 0.00236513-0.00927995j 0.00387603-0.00615223j -0.00233179+0.0034462j -0.000451618+0.00136658j 0.00287579-0.00559184j -0.00160219+0.000492611j 0.000828331-0.000628367j -0.00109616+0.000535248j 0.0013824-0.0014524j -0.000927611-0.000502969j 
0.00167562+0.00185593j 0.000838177+0.00335876j 0.000217292+0.00189898j 0.00324269+0.00511129j 0.00345323+0.00676068j -0.000712774+0.00402353j 0.00251198+0.00267179j -5.05288e-05+0.00058299j 0.00187415+0.00477036j -0.00678652-0.0120619j -0.00177821+0.00441704j -0.00382612-0.00945279j -0.00591656-0.011578j -0.0024979-0.00238593j -0.00350692-0.00936667j 0.00148925+0.0121616j -0.00310476-0.00432014j -0.00660568-0.0131694j 0.00106863+0.0046831j -0.00209522-0.00496198j -0.00104981-0.00998922j 0.00199754+0.0108033j -0.00496904-0.00767548j 0.000330902+0.00386164j -0.00202283+0.00319809j 0.0014946+0.00650525j -0.00160976-0.0147465j 0.000354557-0.00640635j -0.00180456+0.00562595j -0.00224119+0.0177478j 0.00239335-0.0178477j 0.00141085-0.00372564j -0.00195851+0.0212616j -0.000259443+0.0148339j -0.000580728-0.00316556j 0.00251165-0.00547897j -0.00344465+0.0054626j 0.000762485-0.00613719j 0.00129899-0.00382483j -0.00352088+0.0206944j 0.00175358+0.00661558j -0.00548725+0.000119836j 0.00379324-0.0130518j 0.000716653+0.011469j -0.00087698+0.00486819j -0.000243354-0.00301833j -0.00244046+0.00241295j 0.00324532-0.0107975j -0.00063076-0.00265833j 0.00349554-0.00942988j 0.00266369-0.00541257j -0.000386787-0.00702459j -0.00262586+0.0118969j -0.00176379+0.000828181j 0.00434262-0.00549619j 0.000193069+0.0024773j -0.00376661+0.0113185j 0.000177492+0.000214107j -0.00097557+0.00301078j 0.00269433-0.0059213j 0.000798333-0.00621401j 0.000941068-0.00273298j -0.000356941-3.83653e-05j -0.000342537+0.00363763j 0.00185281-0.00348758j 0.000154569-0.00116023j -0.00266957+0.00348423j -0.000118441-0.00115619j -0.00165949+0.000660695j -0.000382106+0.00194831j 
-0.00134418-0.00299346j 0.00163374+0.000473033j -0.00239585-0.00815731j -0.00337368-0.00203011j -0.00233284-0.00379412j -0.00351908-0.00794871j -0.000721555+0.00195641j 0.00518183+0.0109961j 0.00550166+0.00545213j 0.00186292+0.0112212j -0.000172659+0.00257423j 0.00207156+0.00383927j -0.00520432-0.00865884j -0.00156644-0.00131261j -0.00686088-0.0098598j -0.00259945-0.00510231j 0.0014667-0.0102167j 0.00490883+0.0103481j -0.00124805-0.00727347j 0.000947817-0.000768488j -0.00157599-0.0044086j -0.00093049-0.00196105j 0.00368391-0.00516939j 0.00242965-0.00289704j -0.000998183+0.00522831j 0.00201232+0.0211052j -0.000248392+0.0018913j -0.00132506-0.0247545j -0.00156006-0.0133471j 0.000329697-0.0115058j -0.00223261+0.0232014j -0.00421703-0.000167168j 4.6658e-05+0.00959177j -0.00124307+0.015191j 0.00519412-0.00544156j -0.002073-0.00207245j -0.0033602+0.00747799j -0.000564714+0.00210559j -0.00372998-0.0015988j -0.00208617+0.00141418j -0.000428119-0.00617595j -0.000469808-0.00355724j 0.00350172+0.00267077j 0.000414723-0.00516333j -0.00128422+0.00222785j 0.000797363+0.00388276j -0.00249832+0.00654535j -0.00040782+0.00388934j -0.00181786-0.000412258j -0.00397482-0.00120118j 0.00216185+0.00342093j -0.00355152+0.0147119j -0.000975+0.00717326j 0.0029775-0.00547608j 0.00523491-0.00986879j -0.00316348+0.000858405j 0.00426942-0.00496662j -0.00243214+0.00654959j 0.00416749-0.00685849j 0.000908136-0.00512738j -0.00406412+0.0103069j -0.00505959+0.00679795j -0.00132216+0.00355853j -0.000952101+0.0018214j -0.00155339+0.00616753j 0.00294655-0.00221906j 0.00100726-0.0034179j 0.00251098-0.00242777j 0.000476255+0.00183551j 0.00143506-0.00106553j 
0.00224795+0.000305937j 0.00371946+0.00803282j 0.00162444+0.00142241j 0.00360752+0.00708969j 8.98849e-05+0.00443397j -0.00314307-0.00774305j -0.00211351-0.0105186j -0.00670276-0.0090385j 0.00204673-0.00112875j -0.0028533-0.00233188j -0.00184039+0.000466057j -0.00397287-0.00346378j 0.00306717+0.00642501j -0.00717788-0.0195711j 0.00491498+0.00684123j 0.000849804+0.0127381j 0.000594621-0.00270534j 0.000628088+0.0136857j -0.00112623+0.0136546j 0.00245788+0.00249485j 0.00446489-0.000718977j -0.00487953-0.00731577j 0.00228629+0.0301665j 0.00247192-0.0183307j -0.00154109+0.0125414j 0.0012448+0.0173125j 0.00139194+0.00510631j -0.00262063+0.0168177j 0.00085193+0.00108655j 0.000130962-0.000318179j 0.000231591+0.00980774j 0.00482919+0.00393441j -0.000721762-0.00235573j -0.00440617+0.00647414j 0.000198056-0.009509j 0.000359343-0.00265047j -0.000117318+0.0084676j 0.00174762-0.00598198j 0.000446207+0.0149717j -0.000195296-0.00895344j -0.00149987+0.0076839j -0.00138639-0.00276489j -0.00375806+0.00565594j 7.48404e-06+0.0053956j 0.00130191-0.00726978j -0.00161517+0.000350342j -0.00126006+0.00559664j -0.0029425+0.000250795j 3.69632e-05-0.00160518j -0.00383029+0.000546129j 0.00370832-0.00523207j 0.00273367-0.0157869j 0.000689535-0.000401043j 0.000920522+0.0009631j 0.00111086+0.00538384j 0.00482671-0.00999875j -0.00157167+0.0127658j 0.00132468+0.00124367j 0.00178924-0.00429378j -0.00276401+0.000479434j -0.00177253+0.00220075j 0.000231536-0.00360077j 0.00189098-0.00671964j -0.00302546+0.00609713j -0.00188587+0.00397463j 0.00202753-0.0011516j -0.00390421+0.0054871j 0.000294383-0.0012983j -0.00297869+0.00341612j 0.0010859+0.00289785j 
0.00165094+0.00507545j -0.00484158-0.00529581j -4.0449e-05-0.00372979j -0.00545699-0.0122457j 0.00460745+0.00364947j 0.00192539+0.00612545j -0.00231113-0.00343233j 0.00174895+0.00403551j -0.00478019-0.000685248j 0.00373406+0.000248768j -0.00241226-0.00575786j -0.00290337-0.0151413j 0.00128726+0.00964571j -0.000482783-0.0115567j 0.00243409+0.0226192j -0.000165376-0.0138161j -0.00203756-0.00698267j 0.00117362+0.0027652j 0.00373594-0.00395364j -0.0013393+0.016363j 0.00446225-0.0340107j -0.00146863-0.00602939j 0.00105529+0.0061366j -0.00367768-0.00881763j -0.000489408-0.000672942j -0.00142803+0.0147126j -0.00359194+0.00659158j 0.00200867+0.00291515j -0.00132057-0.00307984j -0.0012623+0.00143735j -0.00312351+0.00158544j -0.00379033+0.0052234j -0.00111311+0.00151476j 0.00319565+0.00351328j -0.00430875-0.00460297j 0.00176631-0.00686524j 0.00269234+0.00276928j 0.00160516-0.000484596j 0.000647796-0.00245661j 0.00109163+0.00148593j 0.000265794-0.00161664j 0.00201263-0.00183194j 1.09678e-05+0.00114384j -0.0007819-0.00170634j -0.00033936+0.00553023j -0.000589935+0.00132695j 0.000339094-0.00833311j 0.000525439+7.84059e-05j -0.000412988+0.00201847j 0.00191796+0.0064645j -0.00185056-0.0029713j 0.00407632-0.0073387j -0.000958652-0.00162925j -0.00271058+0.00314223j -0.000758652+0.0084138j 0.000976557+0.00318549j -0.00121228-0.0025523j 0.000875618-0.00728859j -0.00455363+0.012639j 0.00198346-0.00396052j -0.000747054-0.000734141j 0.00139403-0.000569857j -0.00299798+0.00832103j 0.00365643-0.00329805j -0.00218336+0.000197529j -0.00141402+0.0040977j 0.00302359-0.0059627j 0.00183845+0.00108214j 8.37236e-05-0.00518274j -0.00186408+0.0013646j 
