-0.0331292+0.0236101j 0.0205525+0.0374895j 0.029882-0.0449969j -0.0430516-0.0274432j 0.00347532+0.0284924j -0.0386523+0.00745202j -0.0159313-0.00700419j -0.00649111+0.0175488j -0.0246525+0.000550376j -0.0013454+0.0163184j 0.00719345+0.0285102j -0.0161066+0.0110543j -0.028251-0.00935818j -0.0149156+0.0138425j -0.00986756+0.0032446j -0.0122083+0.0094556j -0.000623858-0.00148376j -0.000613384+0.011074j -0.0108758-0.00895017j 0.0139885+0.0123701j -0.00515076-0.0160975j 0.00586099+0.0115485j -0.000844247-0.00552112j -0.0130454-0.011105j 0.0215885+0.00877763j 0.00194792-0.000439808j -0.00213221+0.000655428j -0.0186128-0.0167658j -0.0233787+0.0104612j -0.00582521-0.0238307j -0.000182516+0.0031902j -0.00487859-0.0163411j -0.00649147+0.0076125j 0.00750234+0.00103418j -0.000344929+0.00952686j 0.00328906-0.00431572j -0.00719309-0.0113016j 0.00469475+0.0305336j -0.0155576+0.00447097j 0.0169325+1.55762e-05j 0.00890087+0.006856j 0.0239402-0.00716958j -0.0175458+0.000500568j -0.021334-0.0274314j 0.0146106+0.0118442j -0.0149985-0.0047572j 0.0123914-0.00201731j -0.0144528+0.0165992j -0.01151+0.049785j -0.0444153-0.00974516j -0.0373432-0.0131899j 0.0206964-0.0395101j 
0.00151006-0.00212022j -0.00304786-0.0021052j 0.00218749+0.00687428j 0.00581927+0.00135236j 0.00379813+0.00555588j -0.00165747+0.00515205j -0.00243072+0.000874634j 0.00281557-0.000310247j -0.00233537+8.45191e-05j 0.00205635+0.00724459j -0.00463845-0.000527267j -0.000136587-0.000139275j 0.00119623+0.0011552j 0.0056267-7.20002e-05j -0.00313952-9.99554e-05j 0.00538742+0.00318167j 0.00287356+0.0067937j 0.00120137-0.000447642j -0.0030242+0.00468031j -0.00310163+0.00796891j 0.00738401+0.00134994j 0.00540085+0.00169123j -0.00162317-0.00356245j 0.007064+0.00202824j -0.00183756-0.00339657j -0.00174731-0.00755642j -0.00133474+0.00206625j -0.000673717-0.0111923j 0.00960652-0.00372794j 0.00263467+0.000934318j -0.00893862-0.000750081j 0.00529837+0.00202639j -0.00345126+1.00429e-05j -0.00192936+0.00118417j 0.000218023+0.00234723j 0.00320823+0.00176459j -0.0032076+0.00136741j 0.0016668-0.00577571j -0.00821835+0.000712166j -0.00455547-0.00763056j -0.00912617-0.00330671j -0.00346322-0.00582806j 0.0098575-0.00668649j -0.00411589-0.000152643j -0.00553337-0.00369576j 0.00611681+0.00139635j -3.61384e-05+0.000315252j 0.00476838-0.00164647j -0.00156189+0.000479881j -0.00480392+0.00209298j 0.00205582+0.000661037j -0.00153355+0.00320285j 
0.00050109+6.50856e-06j 0.00106745-0.000895651j 0.000302678+0.000124487j -0.000775533-0.00201451j 0.00275092+0.000344492j -0.00520558+0.00137909j -0.00019827+0.00235518j -0.00183274-0.000291626j 0.00115025+6.23956e-05j 0.000147525+0.00164558j -0.000289858+0.00122105j 0.00027345-0.000235301j -0.00400459+0.00141626j 0.00138591+0.00138581j -0.00198448-0.000208416j -0.000876312-0.00134486j 0.00529496+0.00768389j -6.44574e-05-0.00550768j 0.00260278+4.85708e-05j -0.00185065+0.000905979j -0.00254035+0.000907625j -0.0027121+0.000502052j 0.00225618+0.00305438j 0.00149952-0.0020593j 0.00105755-0.00334124j 0.00350816-0.00146943j -0.003227+0.00143285j 3.95598e-05-0.00220959j 0.000252795-0.000408864j 0.00335442+0.000277212j -0.00493557+0.00095574j -0.0027366+0.00152204j -0.000648347+0.000206949j -0.00248063-0.00175084j 0.00302784+0.00468377j 0.000756838-0.0030503j -0.00293492-0.00100548j -0.00102257-0.00145609j -0.00571626+0.00217859j -0.000426997-0.00170596j -0.00162416+0.00170284j 0.00317617-0.00114187j -6.30555e-05-0.000765577j 0.000496114-0.00527369j -2.01905e-05-0.00244914j -0.000334243-0.00181428j -0.00088181-0.00142202j -0.000961786+0.002888j -0.000842443+0.00138036j 0.00224195-5.97974e-05j -0.00164277-3.8047e-05j 0.000960412-0.00132124j 
0.00191904-0.00261746j -0.00140013-0.00215297j 0.00153694+0.0067065j 0.00399606-0.00107075j 0.00559804+0.0102269j -0.0108891+0.00818683j -0.0015625-0.000380378j -0.00345579-0.0036155j 0.00469488+0.00359065j 0.00553558+0.0095871j 0.0011576-9.79533e-05j 0.0089792-0.00146695j -0.00771298+0.00638126j 0.00851796+0.00257594j -0.00650654-0.000762687j 0.0052768+0.00647357j 0.00710102+0.00686406j 0.00026085-0.0195111j 0.00490726+0.00473218j -0.00941811-8.47519e-05j 0.00541496-0.00670445j 0.00369959+0.00715032j 0.00343545+0.00203809j 0.000359288+0.00880526j 0.00286299-0.00856896j 0.00350534-0.00289468j 0.00146216+0.00617168j -0.000696945-0.00982876j 0.00646046-0.0113989j 0.00739125-0.00194337j -0.0135217-0.00170001j -0.00638934+0.00872979j -0.00485955+0.00499487j -0.00879537+0.00598095j 0.00847327+0.00609511j 0.00965763+0.00242525j -0.00709465-0.000196333j -0.00572818-8.36871e-05j -0.0155781+0.0115408j -0.00295545-0.00930377j -0.00580831+0.00439971j 0.00707064+0.000115584j -0.00107398-0.00315797j -0.00294942-0.0116459j -0.00592325-0.00499243j 0.00404518+0.00419931j -0.00441735+0.00301218j -0.00131634+0.00454802j 0.00181672-0.00033177j 0.00729665+0.000592255j 0.00128178+7.28846e-05j 0.0020491+0.00195435j 
-0.00225919+0.00167185j 0.00228495+0.00181403j -0.00138588-0.000796824j -0.0025767-0.00076348j -0.000300094-0.00493811j 0.00573666+0.000124414j 0.00408168+0.00652669j -0.00218067-0.00303374j -0.013098+0.00437568j -0.0071433+0.000555804j -0.00158128+0.00829178j -0.0067436-0.00141587j -0.00217076-0.000546268j -0.00808676+0.0034551j -0.00739609-0.00517968j -0.000961646+0.00321072j 0.00709716-0.007035j -0.00104596+0.00121239j 0.00208847-0.00621052j 0.00498092+0.00383979j -0.0044572+0.00571159j 1.4804e-05-0.00818075j -0.00693792-0.00487158j 5.62274e-05-0.0119461j 0.00286963-0.000302601j 0.00121215-0.000214245j -0.00364314-0.00823573j 0.010726-0.00608597j -0.00221178+0.0025123j -0.00409405+0.00441704j 0.000137914+0.00329461j 0.0122357-0.00139331j -0.00830003-0.00308417j 0.00545009-0.00722901j -0.00933099+0.00362836j -0.00102693-0.00442954j -0.000426144+0.00730849j 0.00919559+0.000966822j 0.00569398-0.000958332j -0.00136737+0.00389681j -0.00740496+0.00771677j -0.00728713-0.00344566j 0.00420566+0.00566552j -0.00878787+0.00181522j 0.00652981-0.00871259j -0.00533228-0.00718279j -0.00506897+0.00211907j -0.00921612+0.00557948j -0.000752489+0.00288803j 0.00509826-0.000157316j -0.00221162-0.00145768j 0.00368247-0.00153611j 
-0.00196874-0.000606974j -0.000229758+0.00372101j -0.00221029-0.00361131j -0.00125631+0.00256646j -0.000237207+0.0030995j -0.00819416-0.00389079j 0.00348141-0.00473441j 0.00230735-0.00360121j 0.012779-0.000328595j 0.00194796-0.00404483j 0.00567783-0.00580292j 0.00349734+0.00549138j 0.00449223-0.00174103j 0.00312352+0.000403306j 0.00721864-0.00109528j 0.000941578-0.0059524j -0.0025161-0.00190557j 0.00079174+0.00400361j 0.00764883-0.00261804j -0.00707489-0.00953039j -0.00785156-0.00862548j 0.00717228+0.00758925j 0.00431368+0.0117955j -0.00329298+0.00622602j -0.00553115+0.00132932j 0.00018942+0.00677655j -0.00176635+0.00497988j -0.0109363+0.016724j -0.0029698+0.000974893j -0.00106761-0.00320038j 0.000803395-0.0016123j -0.021416-0.00205368j 0.0107923+0.00613547j 0.00271518+0.00911085j 0.00532306-0.00310267j -0.00237502+0.000824692j -0.000522394-0.00935217j -0.0137515-0.00525938j 0.00144807-0.000856746j 0.00685368+0.00422295j 0.0108231-0.00174228j 0.0129917+0.00507572j -0.01466+0.006872j 0.0110874-0.00607376j -0.000369806+0.00575861j 0.00429689+0.00776812j 0.0016301+0.000879228j 0.00151755+0.00458898j 0.00219534-0.00108154j 0.00202123-0.000510797j 0.000108372-0.00167704j 0.00175601-0.000312203j 
0.00264071+0.00123052j 0.0018697-0.00261192j 0.00278332-0.00335113j -0.00142309-0.00389532j -0.00115297+0.00111098j -0.000272738-0.00262376j -0.00151043-0.00482105j -0.00440701+0.00634976j 0.00813064+0.0035717j 0.000116522+0.000794811j 0.0131339+0.00305804j 0.00617646-0.00286266j 0.000494308+0.00391718j 0.00420055-0.00435862j 0.00349311+0.00113763j -0.00473541+0.00441564j 0.00735393-0.00368113j -0.00067042-0.0182964j 0.00301836+0.000534924j -0.000621736+0.000426907j 0.00194842+0.00238096j -0.00309436-0.000876349j 0.0059228-0.00220645j 0.00023302+0.00265505j 0.00417624+0.00137056j -0.000714694+0.0035232j -0.00254423+0.00292636j -0.000877849+0.00040604j -0.00633794-0.000356469j 0.0015329-0.00730876j -0.00161805-0.000991157j 0.000807042-0.00287807j 0.00793822-0.00274604j -0.00448129-0.00603024j -0.00390832-0.00184984j 0.00673712-0.00203941j -0.000473349-0.003617j 0.000532423+0.00380179j -0.00496833-0.00153764j 7.21154e-05+0.00413299j 0.00800596-0.00151058j -0.000804951+0.00434206j -0.00363509+0.00532678j 0.00277903+0.00241389j 0.00363063+0.000231731j -0.00346129-0.00340887j -0.00103669-0.00334509j -0.000341166-0.00161803j -0.00233831-0.00355349j 0.00475577-0.00018761j -0.00350236+0.00117738j -0.000749735-0.00306868j 
0.00130575-0.00392308j -0.00330845-0.00198989j 0.00166772+0.000857849j 0.00399509+0.00105318j 0.00324088+0.00365463j 0.00388467+0.000110147j -0.00127028-0.00141271j -0.00235214+0.0086793j 0.00757245+0.00527173j 0.000196374+0.0025712j 0.0126936+0.00295878j 0.00683806-0.00592735j 0.00143042+0.00437385j 0.00480558-0.00460722j 0.00525003+0.000262984j -0.000772029+0.00357624j 0.00943432-0.00679046j 0.00122299-0.018418j 0.00333899-0.000424444j -0.000492749+0.0062831j 0.00483355+0.00542594j -0.00652749+0.000504579j 0.00573578-0.00951686j 0.00775674+0.000371636j 0.0012268+0.00113721j -0.00746201-0.000348061j -0.00182051+0.00285017j -0.00431596-0.00552213j -0.00215842+0.00177086j 0.00435668-0.00765082j -0.000485435-0.00208302j 0.00577977-0.00582564j 0.00929326-0.00399547j -0.00697573-0.00617415j -0.00936794-0.00439823j 0.00855301-0.00243411j -0.00375889-0.00287848j 0.00307333+0.00131845j -0.00673857-0.00650312j -0.000739972+0.000469323j 0.00604145-0.00350713j -0.00648372-0.000975565j 0.00031956+0.00704453j 0.00201259+0.00639035j 0.00405094+0.00046811j 0.000129911-0.00330341j 0.000488531-0.000842942j 0.00361983+0.00229327j 0.000794109+9.66063e-05j -0.00030135-0.000604134j 0.00182249-0.000157172j 0.000440185+0.00189494j 
0.00169722+0.00151259j 0.00056139-0.00116588j -0.000895831+0.00163108j 0.000871013+0.000880241j 0.00135633-0.00187084j -0.00541509-0.000427846j 0.000305179-0.00114928j 0.00119767-0.00413024j -0.00544596-0.00308418j -0.00103678-0.00135108j -0.00748038-0.00305419j -0.00422999+0.00365364j -5.35043e-05+0.0010213j 0.00262986+0.0044621j -0.0070523-0.00139242j 0.00422048-7.69296e-05j -0.0048675+0.00989395j -0.00106333+0.0100645j 0.000115935+0.000442517j 0.000434322+0.00183637j 0.00405835-0.0012074j 0.00252901+0.00509076j 0.00534053-0.00294526j 0.00413986+0.000740019j -0.00118926-0.000415083j -0.00029272-0.00270882j 0.00160605+0.0014497j 0.000406482-0.00341501j 0.0037365-0.00214901j -0.00175096+0.00242967j -0.00467473+0.000373899j -0.00511738+0.00223584j -0.00509872+0.0039165j 0.00279371+0.00335812j 0.00425689+0.00391955j -0.0034018+0.00584829j 0.00261569+0.00441413j -0.00357173-0.00783236j 0.000297527+0.00389524j -0.00248565-0.00447776j -0.00586146-0.00547027j 0.00156348+0.00028583j 0.00345125-0.010509j -0.00484104-0.00442269j -0.00651907-0.00559334j 0.00535762+0.000753861j 0.00450431-0.000784783j 0.00164372-0.00405011j -0.000450347-0.00445163j -0.011059-0.00117683j -0.00239648+0.00093643j -0.00588733-0.00263491j 
-0.000451568-0.00095753j -0.00330387-0.00159007j 0.00241104+0.00308603j -0.00152183-0.000707786j -0.0056752-0.00160131j 0.00263552-0.00264628j -0.00527109-0.00575625j -0.000682749+0.00825228j 0.00381502+0.00172843j 0.00242626+0.000288506j 0.00567818+0.00457637j 0.00479144-0.00592228j -0.000533451+0.0038125j -0.00103289+0.000800842j 0.00454156+0.0074778j -0.000789066-0.000173344j -0.00281256+0.00201526j -0.00291511-0.012471j 0.00225243-0.000817944j 0.00253932+0.00478435j 0.00545876+0.00176616j -0.0071291+0.000850142j 0.0108812-0.0125467j 0.00575248+0.000867505j -0.00866473+0.00157282j -0.00826703-0.00348266j 0.0067318+0.00386621j -0.00537437+0.00348425j -0.000786214+0.000108495j 0.000733004+0.00862373j 0.00611355-0.00349697j 0.00342049-0.00468504j 0.00861869-0.00301188j -0.00582583-0.00301814j -0.00985492-0.00501473j 0.00301127-0.00209169j 0.00581138+0.00726961j -0.00161786+0.00641293j -0.00426841-0.00841098j -0.00197027+0.00277553j 0.0114997-0.00694008j -0.00975017-0.00186816j 0.0038134-0.000508004j -0.000683972+0.0066494j 0.000204931+0.00299249j 0.00325351+0.00395398j 0.00503617-0.00272364j 0.00751917-0.00184688j 0.000145642+0.000732048j -0.0115256+0.000484019j 0.00230235+0.0022763j -0.00519123+0.00165606j 
0.000578583-0.0018269j -0.00207207-7.78872e-05j 0.000661221-0.00239376j 0.00924919-0.00187281j 0.0076325+0.000806738j 0.00646019-0.000785204j -0.000645596-0.00129881j 0.00353529-0.00262814j 0.0037184-0.00405277j -0.00558738+0.00551739j -0.0035403-0.0102821j -0.00146219+0.00124716j 0.00394619+0.000568683j 0.00129498+0.00347842j 0.00868458-0.00517113j -0.00287956+0.00265004j 0.00442991-0.00467004j 0.0114463+0.00645064j -0.0117621+0.000676849j 0.00513913+0.000232704j -0.00211572-0.000706225j -0.000724235-0.00205837j -0.00470015-0.00241451j 0.00503808-0.00248184j 0.00887174+0.00786777j -0.00176671-0.00305712j -0.00130859-0.00500518j -0.00816681-0.0107055j -0.00334006-0.00224988j 0.00300508-0.0110044j 0.000565121-0.000512205j 0.00821009-0.00120218j 0.00396839-0.000267573j -0.00172735-0.00631659j 0.00840033+0.00256133j 0.00214245-0.000645924j -0.00798111-0.000179237j 0.00876105-0.00746773j 0.00267511+0.00292771j -0.00703901-0.00696441j -0.00712204-0.000596688j 0.00161975-0.00332783j -0.0024151-0.00121149j 0.00591093-0.00191694j 0.00438842-0.00150226j -0.00319187-0.00225j 0.000829734+0.0034797j 0.00469694-0.00378435j 0.00276694+0.00470551j 0.000255195-0.00930333j 0.00353707+0.00181056j 0.000210091-0.00088638j 
-0.00235594+0.00325394j -0.000564932+0.00159422j 0.00622489-0.000808059j -0.00177754-0.00385812j -0.00101084+0.00159092j 0.00373962-0.00159848j -0.0062865-0.00909447j 0.0031239+0.00126255j -0.00204342-0.00366027j 0.0031165+0.0065995j -0.00906908-0.00624508j -0.00174984+0.00387624j 0.00277978-0.0033928j 0.000156896+0.00660731j 0.00423238+0.00221702j -0.00235635-0.00236327j -0.00618018+0.00307236j 0.00435284+0.0103909j -0.00501539+0.00310256j 0.00125795-0.00337151j -0.0049733-0.00641435j 0.00279987+0.00133599j -0.0044394+0.00215972j 0.00310765-0.00107219j -0.000363771+0.00746549j 0.00518713-0.00630221j 0.00255666-0.00155109j -0.00511473+0.00256791j -0.00172908-0.00661939j -0.0034881+0.00458891j 0.00175542-0.000298903j -0.00595674-5.98336e-05j 0.00217103+0.000539189j -0.000194419-0.00176182j 0.00777047-0.00440735j -0.00267023+0.000917272j 0.00257362+0.0027674j 0.000386982-0.00412712j 0.00215637+0.00124434j -0.00292576-0.00489548j -0.00319194+0.00254188j -0.000818527-0.00288903j 0.00177406-0.00595521j 0.0052853-0.00366712j -0.000342912+0.00500138j 0.00279039+0.00404619j 0.0020888+0.000119843j 0.00731945-0.0078743j 0.000813389+0.00615188j 0.000314062+0.00166131j 0.00375722+0.00290704j -0.000700448+0.00178897j 
0.000476079-0.000353635j -0.000590077-0.0017012j 0.00219729+0.00133102j -0.00150831-0.00263958j -0.00121505-0.000775572j 0.0022774+0.00111787j -2.64984e-05+0.000393358j -0.0016853+0.00326513j 0.000731871-0.00125812j 0.002991-0.00101888j 0.00320915+0.00141152j 0.000268301-0.000921154j 0.000560182-0.00183419j -0.0021614+0.00141741j 0.00104927-0.0008117j -0.000365201+0.00138729j 0.000953603-0.00350237j 0.00259824-0.00459194j -0.00100839-0.000759658j 0.000105628-0.00141128j -0.00122174-0.00069748j 0.00113273+2.32674e-05j -0.0013573-0.000605702j 0.000978252-0.00269301j -0.00660804-0.00234085j 0.00149053+0.00121944j 0.00127858-0.00532514j -0.000242803+0.000998394j -0.00168626+0.000909201j -0.000101483-8.69673e-05j 0.00149697-0.00288752j 0.000762658+0.0010879j 0.00282209-0.000985645j 0.000501918-0.00353146j -0.00243977-4.03822e-06j -0.000364257-0.00293836j 0.000969799+0.00279351j -0.00106724+0.00119855j 0.00162627-0.00357j -0.00103445+0.00291717j 0.00404997+0.000780091j -0.00408819+0.00193575j 0.000313081+0.00180862j 0.00100991+0.000929454j 0.00500734+0.00108097j -0.00271127-0.00164982j -0.00135202-0.000594998j 0.00308979-0.00253193j -0.00101287+0.00128664j 0.00376973+0.00228227j 0.00176863+0.00138332j -0.000150452+0.00183818j 
0.00216911+0.00524767j 0.00575429-0.00165189j 0.00168433-0.00486255j -0.00177075-0.00466123j -0.00363877-0.00254635j 0.00282111-0.00239891j 0.000363457-0.00185252j -0.00427235-0.000376318j 0.00314851-0.00147769j -0.00486828-0.000653975j 0.00373745+0.000146255j -0.000896933+0.000641206j 0.00130731+0.00147892j -0.00228773+0.00103074j 0.00299945-0.00480093j -0.00437254+0.00398995j 0.00544346-0.00589375j 0.00489797-0.00356106j -0.00377585-0.00360453j 0.000972953-0.00199791j -0.00384811+7.57376e-05j 0.00170616-0.00252593j 0.00022354+0.00177301j -0.00443369-0.000414354j 0.00450491+0.00105889j 0.00345982+0.00247993j -0.00229732-0.00638879j -0.000488672+4.01173e-05j -0.00463513-0.00010206j 0.000460072-0.00723943j -0.0020505-1.28128e-05j 0.00321226+0.000876994j 0.0022796+0.000757006j 0.00424844-0.00278145j -0.000172738+0.00403472j -0.000423992-0.00311126j -0.00110988-0.00295652j 0.00140656+0.00030201j 0.00158463+0.00119438j 0.000656437+0.00450589j 0.00175308+0.00205349j 0.000364343+0.00460904j -0.00437219+0.00501931j 0.00255436-0.00131442j 0.0042763-0.00178324j -0.00745629-0.00346296j -0.00264346-3.05974e-05j -0.00330858-0.000457587j -0.00590137-0.00235869j 0.00468154-0.00126013j -0.00752393+0.00189581j -0.00105013-0.00669585j 
0.00191312-0.00259945j -0.00109514+0.00037971j -0.00407151+0.000151812j 0.00382266+0.00323696j 0.000893153-0.00386219j -0.00457404-0.00110416j 0.00179062-0.00189429j -4.31191e-05-0.00688359j 0.00461954+0.003298j -0.00466735-0.00645124j 0.00310151-1.84397e-05j 0.00279506-0.00087683j 0.00068085+0.00481989j 3.89337e-05-0.00200468j 0.00116896+0.000260976j -0.000883028-0.000455654j 0.00284335+0.000421792j -0.00446187-0.0006039j 0.0016554-0.0022243j -0.000572319-0.00184182j 0.00147748-0.000480558j 0.00180289-0.000836367j 0.0016884+0.000172979j -0.00241805+0.00363605j 0.00107388-0.00140099j -0.00656146+0.00250095j -0.00195479+0.00624918j -0.000422973+0.000713367j -0.00111219+0.000808617j -0.000994694+0.00184276j -0.00131742-0.000765779j -0.000789972-0.00149404j 0.00232594-0.000360159j -0.000376171+0.00118566j -0.002296+0.000740951j 0.00361+0.000686533j 0.000375065-0.00314785j -0.000244129+0.00147949j -0.000280374+0.00172673j 0.00107788+0.0027393j 0.0035751-0.00448322j 0.00481196+0.00116699j -0.00217961+0.00313699j 0.000296459+0.00124621j -0.000914009-0.00322168j 0.000531161+0.00434427j -0.00210911-0.00158963j -0.00211369+0.00474131j 0.000791679-0.00216695j -0.00227449-0.0082218j -0.00133045+1.96831e-05j -0.00143567-0.0022083j 
0.000568718-0.0087214j -0.00835182-0.000951152j -0.000294111+0.00424413j 0.00692425+0.00405752j 0.00282033+0.00230885j 0.00195955+0.00362567j -0.000897446+0.00288872j 0.00594628+0.00157932j -0.00401016+0.000508775j 0.0066591-0.0022953j -0.000147446-0.00428026j 0.00143481-0.0018157j 0.00434877-0.00568477j 0.00260291-0.00234303j 0.00272467+0.00474082j 0.00131572-0.000327395j -0.00400037+0.000542536j -0.000304056+0.0043307j -0.00528944+0.00763887j 0.000731993+0.000219001j 0.00746771-0.00351592j 0.00463991-0.000199726j -0.00862245-0.00217188j 0.0088539+0.000784414j -0.00912632-0.00181431j -0.0062633+0.000409946j 0.00324544+0.00378327j 0.000780553-0.00627186j 0.00460265+0.00149491j -0.0020326+0.00333617j 0.00352301-0.00327222j 0.000864278-0.00192907j 0.00268253-0.00504332j -0.00731009-0.00262587j -0.00352105-0.0112876j 0.00680694+0.00311806j 0.00247492+0.00476954j 0.00309554-0.00252734j 0.00101448-0.00308099j -0.00430385-0.00375838j 0.000234169-0.00402599j -0.00150471-0.00283022j 0.00588903-0.004883j -0.00179704+0.00429742j 0.000459691+0.00632814j 0.00513024+0.00200075j -0.00187838-0.000874725j 0.0119407-0.00631546j 0.0102354+0.00355457j 0.00118554-0.00727978j 0.0120572+0.000728243j 0.000745571+0.0080156j 
0.000173524+0.000642957j -0.000446923+0.000192581j 5.25625e-05+0.00107371j -0.000224719-0.000703204j -0.00146294-0.00434685j -0.00044941+0.00251927j 0.000354993+0.00165861j 0.00290589-0.00490319j -0.00882165-0.00323123j -0.00387203+0.00341364j -0.00351423+0.00181063j -0.00360648-0.00185881j -0.00238252-0.000151421j 0.00122008+0.00388858j -0.00337804+0.00149355j 0.00104486-0.000189978j 0.00112971+0.00396678j 0.000363098+0.00474984j -0.00290741-0.000866981j 0.00184162+0.00181548j 0.00200598+0.00652229j 0.00249808-0.0017598j 9.37877e-05-0.000870646j 0.00271922-0.00339846j 0.0036483+0.00218849j -0.000963585-0.00199151j -0.00318922+0.0011904j 0.00422719+0.00186752j 0.00295906-0.000609052j -0.000542024+0.00273549j -0.000308932+0.00100373j 0.0049339-0.00130734j -0.00699941-0.000110594j 0.000459489-0.00116136j -0.00118394+0.00190602j -0.00237989-0.000356225j 0.00202823+0.00265637j 0.00197349-0.00303061j -0.000970081+0.00134526j -0.00135967-0.000363346j -0.00453257-0.000904267j -0.000683522-0.00312708j 0.00242512-0.00119631j -0.00476972-0.00235002j -0.000954241-0.00503214j -0.000870314-0.000384269j 0.000846382-0.00214574j -0.00216665+0.00208763j -0.000646874+0.000553624j -0.00272878-0.00306571j -0.00117699+0.000447342j -0.000857703-0.00148052j 
7.50866e-05-0.000814406j -0.00145865-0.000648053j 0.000941128+0.0003713j 0.00140507+0.000442092j 0.00115663+0.00352443j 0.00203334-0.00119664j -0.00180116-0.00152882j -0.000402488+0.00367475j 0.00311907-0.00042525j 0.00398981-0.000515263j -0.0013728-0.00347295j 0.00166083+0.000480578j 0.00113062-0.000210096j 0.0021462-0.00137867j 0.00203555+0.00191465j 0.00243359-0.00055177j -0.00455931-0.000463132j 0.0024276+0.000733371j -0.000461884+0.000935044j 0.000101307+0.00145709j 0.00171997-0.00257882j -0.00233048+0.0014587j 0.000494088-0.0034428j 0.00235614+0.00227937j -0.00164979+0.00168593j -0.000749474-0.000739637j 0.00354939-0.00151985j -0.00520124-0.00203782j 0.000956832-0.00109873j 0.000627331-0.00182935j -1.57771e-05-0.00140924j 0.000215873+0.000138892j 0.00226862+0.000923063j -0.000964198+0.000964741j 0.00114749-0.00151658j -0.000314652+0.00265994j -0.00120334-0.00135353j 0.00124827-0.001108j 0.00129703-0.00184764j -0.00139335-0.00242114j -0.00164624+0.000371504j -0.00294898-0.00065419j 0.000939309-0.000372588j 0.00270492+0.000630449j -0.00076954+0.00140344j 0.00265197+0.000472259j 0.00132723+0.00119857j 0.00390847-0.00237723j 0.000403883-0.000806531j -0.00259472+0.001027j 0.00245833+0.000636236j -0.00118082+0.00220544j 
0.00033179+0.00121654j 0.001176-9.88493e-05j -0.00110199-0.000662356j 0.000234055-0.00063907j -0.000562796+0.00349128j -0.000351984+0.00204268j 0.000163393-0.00340488j -6.80838e-05-0.000446276j 0.00169872-0.000105738j -0.00339777+0.001811j 0.0017235+0.000606358j 0.00177515+0.000843091j 0.00239794+0.00179254j 0.00225744-0.00213851j 0.000440796-0.00208773j 0.0023435+0.0027263j 0.00236757-0.00508869j -1.34278e-06-0.00172111j -0.00373249+0.00099079j 0.000265049+0.000194053j 0.00294892+0.00171125j 0.00473712-0.00172601j -0.000747121-0.000319047j -0.00300788+0.00328886j 0.00361284+0.000661434j -0.00355624-0.00139304j -0.00253426+0.00165943j -0.00149057-0.00112793j -0.00181306+1.28715e-05j -0.00117449-0.00374812j -0.00145597-0.00238758j 0.00351948-0.000670378j 0.00123675-0.000749279j 0.00357903+0.00376716j -0.00183733+0.0040437j 0.000775605+5.9891e-05j -0.00218936-0.000523782j -0.00354344+0.000147339j -0.000923795+0.000400744j -0.00107354+0.000317594j 3.47787e-05-0.00326708j 0.00121992+0.00115009j -0.0013042+0.000679895j -0.00310973+0.000717561j 0.00169981-0.00418094j -0.00259706+0.000412971j 0.00217139-0.000896067j -0.00493663-0.000609993j -0.00326024-0.00307853j -0.00358995+0.000442758j -0.00309027-0.00202239j 0.000286824-0.00186265j 
-0.0017088-0.000742211j -0.00186367+0.00167097j 0.000547341+0.00134145j -0.000993969+0.00253148j 7.34825e-05+0.00160171j 0.00285001-0.00115801j -9.06252e-05+0.000563429j 0.00166894+4.26486e-05j -0.00147899+0.000102274j 0.00279717+0.000885986j -0.00248996+0.00140879j 0.000350448-0.00229535j -0.00190295+0.00101423j 0.000571516+0.00119342j -0.000492211+0.0050409j 0.00221459-0.00168157j -0.00319829+0.000908202j -0.00214342-0.000759977j 0.000709566-0.000238789j -0.00266328+0.00038644j -0.00021426+0.00025344j -0.00140902+0.00193232j -0.000825912-0.000342616j -0.000648653-0.0011612j -0.00122576+0.00141248j -0.000244589-0.00187766j 0.00227563-5.94084e-05j 0.00136446+0.00259809j -9.60248e-05-0.00358222j 0.000754603+0.00588312j 0.0036118-0.00160108j 0.000130315-0.000279605j -0.00215793+0.000948665j -0.00121766+0.0022979j -0.00177137-0.00168122j 0.00015423+0.00152084j -0.00060478+0.00349372j 0.00116867+0.000293394j 0.000931191-0.0022782j -0.00108643-0.0014554j -0.000582435+0.000707127j -0.00227857-0.00271555j 0.00186997+0.000121083j 4.74355e-05-0.00114142j -0.000380523+0.00197748j 0.00332043+0.00248196j 0.00187413+0.000273084j 0.000584145+0.00109052j 0.00207622+0.004726j 0.000201049+0.00127609j 0.00342039-0.000499852j 0.00174488+0.00290726j 
