0.00831227+0.0113558j 0.0114411-0.00923778j 0.00938057-0.0127765j 0.0208791+0.00824541j -0.0150703-0.0165087j 0.00843284+0.00960855j 0.0333841-0.00748248j 0.012017+0.0222463j 0.00223383+0.0260776j 0.00525546+0.0172809j 0.000248796-0.013596j -0.00805047+0.0356503j -0.025594+0.0010905j -0.0107413+0.00148014j 0.0118718-0.0190698j -0.0153873+0.0191767j -0.0106263+0.000969401j 0.0109847+0.0080685j 0.0124908+0.00765236j -0.00678758-0.0116677j 0.0294054+0.00739135j -0.0107542-0.0299457j 0.0104302-0.010702j -0.0130479-0.0186405j -0.00500661+0.00581941j -0.00507617+0.00478689j 0.00483523+0.0274847j -0.0106549-0.0146426j -0.00238348+0.0175197j -0.0195333-0.00846949j -0.00044874+0.000732659j -0.00338558+0.00599613j 0.00217266-0.00739283j 0.012476+0.00488176j 0.0196103-0.013711j -0.0175907+0.011483j -0.00230981-0.014001j 0.00177847+0.00869854j -0.00615267-0.00211452j 0.00567753-0.00442796j -0.0106541-0.00770847j -0.000906516-0.0113859j 0.00810846+0.00985036j -0.00368049-0.00334445j -0.0161344-0.0144766j -0.0178805-0.0177207j 0.00800535-0.000642895j -0.0146155+0.0329467j 0.00162131-0.00191321j -0.0161581-0.0130998j 0.00754864-0.00238843j -0.00686556-0.0578968j 0.00716591-0.0159408j -0.0206825-0.0210415j 0.00984269-0.0177477j 0.0164044+0.0100423j 
0.00317896-0.00222018j -0.00334143-0.00279612j -0.0116972+0.00982742j -0.0115187+0.000145182j 0.0232751-0.013717j 0.00483754-0.00896382j 0.000338149+0.0185557j -0.00690421-0.0102062j 0.0109549+0.00423947j -0.00486245-0.0210875j 0.00272888+0.0039951j 0.00988601-0.0265096j -0.00848137-0.00578633j 0.0127215-0.010383j 0.00423322+0.0127401j -0.00699214+0.00857372j -0.00445276-0.0173796j -0.000866418-0.0042749j 0.00103162-0.0122489j -0.016145+0.00293039j 0.00192524-0.00801673j 0.00468818-0.00484094j 0.0107476+0.00996934j 0.00782118-0.00544914j 0.0113831-0.00934422j -0.0023302-0.00706697j 0.00945784+0.00923782j 0.00547452-0.0046798j 0.00436082-0.015868j 0.00604834-0.00366059j -0.00134277-0.0128771j -0.00221448-0.00815582j 0.00223088+0.0220667j 0.0111848-0.00403426j -0.0192051-0.0154048j 0.0133302-0.00912193j -0.0142885+0.0017796j 0.00275862+0.00808741j 0.0103238-0.000359214j -0.0102644-0.00364573j 0.00919711-0.00410337j -0.0080021-0.00293002j 0.00424702+0.00618557j 0.00705775-0.00858603j -0.00823558-0.00155422j -0.00504748-0.00567755j -0.00543919-0.00106708j -3.60326e-05-0.00419555j -0.00649705+0.00564874j 0.00641521+0.00447857j -0.000826378+0.0104475j 0.00413188+0.00753218j -0.0110161+0.0118242j 0.0044539+0.015365j 0.00101511+0.00299929j -0.00121142-0.00185102j 
0.0074391-0.00734243j -0.00729546-0.00644585j -0.0225703+0.0138856j -0.00399365+0.00402808j 0.01264-0.0202935j -0.00433882-0.0040401j -0.0114242+0.00928406j -0.00519054+0.00921541j 0.00565374+0.0151353j 0.00369468+0.00224505j 0.00642752+0.00148937j -0.00713743-0.0144624j 0.00367879-0.00981867j 0.00108019+0.00326162j -0.000406064+0.00824723j 0.000888433-0.00687962j 0.0158894+0.0049497j -0.00743503-0.0072587j -0.00342068-0.0101451j -0.00723686+0.00383286j -0.00702046-0.00072424j 0.00691196+0.00626071j -0.00630594-0.00472325j -0.00275309+0.0128513j 0.00924738-0.00147985j 0.00480181+0.00807745j -0.00510481-0.0116821j 0.00400101-0.010397j -0.000869704+0.00404618j 0.0103187-0.00895607j 0.0109631-0.00685894j -0.00944602-0.00991432j -0.00796449+0.0119462j -0.00088145+0.00101317j -0.0102794-0.0246062j 0.00511355+0.0140337j 0.00868658+0.0143048j 0.000531296-0.000920994j 0.00446361+0.00979356j 0.00489741+0.00737461j -0.0125384-0.00929151j -0.00394434-0.00160041j 0.0102466+0.0201249j -0.00517453-0.00271253j 0.00666225-0.0105586j 0.00303996+0.016826j -0.00113026+0.0193994j 0.0040656+0.00743908j -0.00348486+0.0194518j 0.0151646+0.0166169j -0.00165445-0.0107833j 0.00628897+0.0048413j -0.00768651+0.00611054j 0.00186536+0.00912825j 0.000314401-0.000883829j -0.00120629-0.0055502j 
0.000876945-0.00986711j -0.00653953-0.000362993j -0.013309+0.0211618j -0.0102263-0.0170584j 0.0116297-0.00568781j 0.00625146+0.0232358j -0.00123707+0.0106288j 0.00866426-0.0117994j -0.00891546+0.00547217j 0.00805233-0.00228768j -0.00184777+0.00915576j 0.0061979-0.00518608j 0.00651792+0.00546508j -0.00604771-0.0108267j 0.00517181-0.002286j 0.00986633-0.00474394j 0.0153085-0.0117276j -0.00136785-0.00396565j -0.00244553+0.00830264j -0.000168877-0.00782505j 0.00196205-0.0126634j 0.00153526+0.0149925j -0.0127803+0.00361222j -0.004384+0.0148584j -0.0133554+0.00373633j 0.00777856+0.00158639j -0.00155711-0.0118628j 0.0215448+0.00277824j 0.00647769+0.0125729j -0.00624694-0.013918j 0.0108972-0.0166294j -0.0112811+0.0136878j 0.00419261+0.00877845j -0.0136987+0.00322621j 0.00987292-0.0184382j 0.00118063+0.015433j 0.00379256+0.0117758j 0.00663762+0.00631602j -0.00212206+0.0133197j -0.00687398-0.00578371j -0.0146928-0.00491466j -0.0146554+0.00267872j -0.00519935+0.00703125j -0.00576253-0.0117819j 0.00253557+0.0111995j 0.013038-0.00567623j -0.00245375+0.0221513j 0.0128912+0.00690979j -0.0052725+0.0196324j 0.00936501+0.00401452j -0.0030508+0.00989563j 0.0184931-0.00312942j -0.0120712+0.00454817j 0.00737354+0.0130581j -0.00431747-0.00176832j -1.31321e-05-0.00640843j 
-0.006567+0.00352416j 0.00288613+0.00664643j 0.00645649-0.00949j -0.00454935+0.000989214j -0.00161314+0.015569j -0.0083736-0.00137249j 0.00410387-0.00868998j -0.00363517+0.0041615j 0.00418483-0.00882305j -0.0153469-0.00255368j 0.00262085+0.00865111j -0.00107486+0.00133614j -0.00248795+0.00671408j -0.00556666+0.000403997j -0.0102642-0.00182086j -0.00530675-0.00409115j 0.000574287+0.00453268j -0.00294585+0.00373009j -0.000686007+0.00213458j 0.00613055-0.00237735j 0.00431367-0.00349091j 0.0039245+0.00862134j -0.0114758+0.00256107j -0.000683116-0.00461994j -0.00847405-0.0114396j -0.0104834-0.00382718j 0.00497466+0.000419903j 0.00844223+0.00437423j -0.0108445-8.25587e-05j 0.0089886+0.0187667j -0.0118024-0.00475865j -0.0310274+0.00704207j 0.000739384+0.00136139j 0.0246235+0.00365923j -0.00643358+0.00536525j -0.00406502-0.00603606j 0.00426042-0.00433079j 0.0157924-0.00743646j -0.00343838-0.00689201j 0.00894212-0.00356888j 0.0142398-0.0104729j 0.00403639-0.00222141j -0.0017239+0.00513994j 0.00318826-0.0140724j 0.00750177+0.0252182j -0.0152242-0.00641468j -0.0052144-0.000758067j -0.00728993-0.0111263j -5.2885e-05-0.0134056j -0.00873264-0.00851877j -0.00408353+0.00724832j -0.00135717+0.0059271j 0.00289205-0.00356575j -0.00118907-0.00422053j -0.00058956+0.00433412j -0.000601343+0.00201218j 
0.00127299-0.00564648j -0.00210046-0.00254962j 0.000613232+0.00456371j -0.00243338-0.00756114j -0.00315231-0.0047901j 0.0144233-0.000406762j -0.0121886+0.011329j 0.000579867-0.0112753j -0.0114484+0.00339989j 0.00571145-0.00768261j 0.00984701-0.0132746j -0.00237852+0.000696956j 0.005299+0.0046537j -0.00215901-0.00329959j 0.00597389-0.00471841j -0.0192035+0.00496161j 0.00938997-0.00361224j 0.00709092-0.00581042j -0.00593375-7.6544e-05j 0.000777508+2.3376e-05j -0.00620833+0.00369358j -0.012188-0.0014104j -0.00698685-0.0105441j -0.00611529+0.00847437j 0.00919626-0.00402047j -0.00141774+0.0105668j -0.00978371+0.00861142j -0.00852087+0.000994606j 0.0171108+0.0295856j -0.00615557+0.013699j -0.00589331-0.00424355j 0.0052826-0.0214492j -0.0084618+0.00115026j -0.0113925-0.00659573j -0.00528039+0.00816853j 0.0109462+0.009246j 0.00253432+0.00852365j 0.000983427-0.00171106j 0.00392451+0.00378257j 0.00280356+0.0026751j -0.0102423-0.00261299j 0.00334423-0.0136857j 0.0049549+0.00334913j 0.00161365+0.00219077j 0.00202639-0.00917038j -0.000229655+0.00576002j 0.00191188+0.00871305j -0.00317856+0.00182349j -0.00109932+0.0104498j 0.0148609+0.00111118j -0.000513636-0.0122974j 0.00370392-0.00358233j -0.00158815+0.00294586j 0.00855903+0.00139641j -0.0047902-0.000853018j 0.000775212-0.00560862j 
-0.00424805+0.00191282j -0.00107171+0.00261925j -0.01189-0.00893154j -0.0121066-0.00201431j 0.0104097+0.0129341j -0.00135632-0.0135225j 0.0131769-0.0132939j -0.0106348+0.00172684j 9.42871e-05-0.000271528j 0.000481922+0.00303404j -0.00754434+0.017328j -0.00849077-0.0184879j -0.00569033+0.00342667j 0.00160781-0.00924562j 0.00557916-0.00789641j -0.0141453-0.00490099j 0.00710909-0.0180511j -0.0100909+0.00252272j -0.0157841-0.0124972j -0.00728572-0.00905768j 0.0131105+0.00396438j 0.00325065+0.00298955j -0.010976+0.00488903j 0.00379672+0.0118544j 0.0105512+0.00557894j -0.00533899+0.0123098j 0.0110691-0.0107065j 0.00463288+0.00947738j -0.0159547-0.000489258j -0.0190706-0.022329j 0.00574739+0.00467348j 0.0122561+0.0124659j -0.0036665+0.00341484j -0.0139063-0.00636042j 0.0229549+0.00368026j 0.00401939-0.00826503j -0.00231899+0.00559815j 0.00619922+0.0123067j -0.00908314-0.00425266j 0.00279152-0.0084669j 0.00207379+0.0138528j 0.00558841+0.01446j -0.0121276-0.00544684j -0.00270083-0.000326038j 0.00659402+0.0125079j 0.00466947-0.00105785j -0.00490797+0.00602729j 0.0129605+0.00282731j -0.00231344+0.00229024j 0.00198875+0.00187111j -0.0027617+0.00263217j -0.00163169+0.00401197j -0.000249667-0.00171776j -0.00170983-0.000343565j 0.00291103+0.00272037j -0.00145741-0.000650152j 
0.00502658+0.00335161j 0.00405277-0.00590966j -0.00286836+0.00256843j 0.00541789-0.0103418j -0.00132262-0.00749653j 0.00105548+0.00696971j -0.000402314-0.000252917j 0.00130237-0.0038915j -0.00173835-0.00317405j -0.0110453+0.00377448j -0.000358913-0.00787509j -0.00593456+0.00865327j -0.00583172+0.00265923j -0.0034394-0.00270979j 0.00372786-0.00132251j -0.00233961+0.00411331j -0.00127736-0.00374125j -0.00301207-0.00537142j -0.00525932+0.00561538j -0.0118909-0.0171418j 0.0027873-0.00367966j -0.0234443-0.00752961j -0.011351-0.0132032j -0.00969406-0.00915503j 0.00919175+0.0104765j -0.00419608-0.00162334j 0.00603822+0.000708834j -0.00513526-0.00747181j -0.015077+0.00815997j 0.00594537+0.00346834j -0.00518894-0.00361504j 0.0102778+0.00103197j -0.00123469-0.00829501j 0.00960222+0.00312661j -0.00480941+0.00904348j -0.00678267+0.0131361j -0.00893881-0.00655347j 0.0107751+0.00539353j -0.00520579-0.0149597j -0.00260696-0.0049068j -0.00920394-0.0158104j 0.0108847+0.0030083j -0.00179208+0.0067861j 0.0041416-0.00209637j -0.00339479-0.0109179j 0.00440053-0.00296463j 0.00384739+0.00452216j 0.000731156+0.00896871j -0.0045612+0.00268619j 0.00774477+0.00744794j 0.00180214+0.00181967j 0.00570735-0.00809292j -0.00243034-0.000146983j 0.00112993+0.00148214j -0.00194748-0.00444762j 0.00235601+0.000384392j 
-0.00500409+0.00420474j 0.00118632+0.0097263j -0.0106852+0.00435396j -0.0029708+0.00432372j 0.0170287-8.4637e-05j -0.0164445+0.000937495j -0.00807769-0.00594644j 0.00431524+0.0208394j -0.0151242-0.0100408j 0.00621216+0.00891183j -0.00471111+0.011803j -0.0125087+0.00562706j 0.00567581+0.00894699j -0.00603912-0.000813456j -0.00238768+0.00268515j 0.00593374-0.0153288j 0.00411307-0.0116656j 0.00996911+0.00612952j 0.00243483-0.0115959j -0.0128369+0.00174949j -0.00648396+0.0114019j 0.0175091-0.00486739j -0.0136429+0.00224725j -0.0125595+0.00595532j 0.0148993-0.0189857j 0.00390431+0.00385319j 0.0110048-0.0131911j 0.0078778-0.00440848j 0.00135859-0.00230244j -0.0136657+0.0042176j -0.0222064-0.00139937j 0.00411866+0.015132j 0.000979266-0.0119162j -0.0139208-0.00257535j 0.0243069+0.0114j 0.00946936-0.00166653j -0.00809331-0.0055822j 0.00173743-0.00211224j -0.000747981+0.00869447j 0.0102822-0.00807998j 0.00448652+0.00314257j -0.00610715+0.00745569j 0.000951185-0.0132247j -0.00519284+0.00164349j 0.000391812+0.014506j -6.06616e-05-0.00949411j -0.00927827+0.00474129j 0.00239252+0.00202158j -0.00537456-0.00729913j 0.00285816-0.00571361j -0.0016077+0.0119337j 0.00214897+0.00655911j 0.00528859-0.00104712j -0.00300185-0.00102213j 0.00115436+0.0047885j -0.0027505+0.00285337j 
-0.00273977+0.012279j 0.00752639+0.00321085j 0.0059987-0.0103259j 0.00717322+0.013561j -0.00638468+0.00605448j -0.0139634-0.0131972j 0.0108043-0.0108497j -0.00812904+0.00720248j 0.0113682-0.0135026j 0.00544713+0.00364557j -0.00790593+0.00828033j 0.00323973+0.00355141j -0.00755844+0.00056231j 0.00833521-0.00382036j -0.00640466+0.0085673j -0.00141246-0.00676292j -0.010194-0.00658864j -0.0188915+0.00462172j -0.00536922-0.012999j -0.0171898+0.00908971j 0.000415574+0.015672j 0.00897435-0.0107347j 0.0052967-0.00678923j 0.00255522-0.00908089j 0.00590729+0.00969641j -0.00827027+0.0190716j 0.0094697-0.00640007j -0.0100642-0.0133651j 0.00312049-0.00929086j 0.00663622+0.00770612j -0.00870306+0.0138148j 0.00531514-0.0109364j -0.00400918+0.00282652j 0.00217529+0.006072j 9.01848e-06+0.0242074j -1.60418e-05-0.0146473j -0.00892541-0.00297098j -0.00733445-0.0145046j 0.00210039-0.0147089j 0.00494772-0.001693j 0.00784878-0.00526409j -0.0019792-0.00930052j -0.000328166+0.00794976j -0.00199034+0.00974131j 0.00563401-0.00367942j -0.0050283-0.00279818j 0.0126125-0.0217811j -0.00301242-0.00771669j 0.000556652-0.0134775j -0.0108384+0.00128416j 0.00286755+0.00440152j -0.0106768+0.00726365j 0.00797379-0.00578925j -0.0106966-0.00575179j 0.00595754+0.00214636j -0.00318673+0.00607729j 
0.0019565+0.00322627j 0.00373374-0.00597661j 0.0105928-0.00828558j 0.000613312-0.0023333j -0.0128768+0.000865528j 0.0111772+0.0141796j 0.0193754-0.00420469j -0.00201532+0.0045652j 0.00743577+0.0152162j 0.00762648+0.0142444j 0.00381965+0.00286913j -0.0103711+0.0129376j -0.0109677+0.00135427j 0.00320824-0.00671083j 0.00492645-0.0137443j 0.00051531+0.00657231j 0.00111767+0.00701659j 0.00149467+0.0210067j 6.97701e-05+6.51218e-06j 0.00503752+0.0129067j 0.00862229+0.00327836j -0.00733139-0.0207583j 0.0161458-0.0102007j -0.00539649+0.0153728j 0.00739183+0.00232192j -0.0171976+0.00280748j 0.00536597+0.00556534j 0.00473237+0.00583425j 0.00369686+0.018836j -0.00434568-0.00622587j 0.000278718+0.00784584j 0.00410185-0.0011535j -0.00378616+0.00632264j -0.00377172-0.0125357j 0.0127083-0.00186548j 6.50994e-05+0.00348526j -0.00112161-0.00901069j -0.00800606-0.0115766j -0.00617764-0.00209181j 0.00863654-0.00605999j -0.01965-0.00854735j -0.0099263+0.00397218j -0.000759613-0.00200109j -0.00503493-0.00886031j -0.0117638-0.00815814j -0.00943879-0.00478578j 0.00445607-0.000619469j 0.00486233+0.0141179j 0.00339332+0.00360609j -0.010151+0.00618686j 0.000162003-0.00266326j -0.00597428-0.0160782j -0.00275623-0.00420565j -0.00712221-0.00393387j 0.00466806-0.00649307j 0.0082797+0.00558956j 
0.00323123+0.00465509j 0.00487245-0.00801558j 0.00593218-0.00572683j 0.00238527-0.0177042j -0.0103822+0.000673336j 0.0194597-0.00812424j 0.0109566+0.0136466j -0.00333209-0.014846j -0.00178593+0.00860606j 0.00156178-0.0143281j -0.00351021+1.91532e-05j 0.00668547-0.00265805j -0.00426572-0.0113198j -0.0106963-0.0120464j 0.00383468-0.00331999j -0.00138463+0.0175316j 0.00348174-0.0121062j -0.00482632+0.00205304j 0.00693146+0.0040346j -0.00865892-0.00768417j 0.00881822-0.00162725j -0.0222165-0.0214472j -0.00745352-0.0147568j 0.0120277-0.00564201j 0.0217307+0.0103188j 0.0145463+0.00862263j 0.00839131+0.00571532j -0.000206083+0.00178266j -0.00566078+0.0092592j 0.000558557+0.000302872j 0.00756768-0.00531493j 0.00785333-0.000842671j -0.00134354+0.00718509j -0.00341159-0.00161957j 0.00654319+0.0129965j -0.00747655+0.00304284j -0.0196064-0.00753483j 0.00174527-0.00973926j -0.00870612-0.00529933j 0.00714283-0.00644581j -0.0134077-0.0072214j 0.00398727+0.00260842j -0.00654748+0.00423489j 0.00126465+0.0038358j -0.00804407-0.0161481j -0.00382433+0.00446954j 0.00962557+0.00489898j 0.001699+0.00382484j -0.00548903+0.00288558j 0.00940767+0.0089205j -0.00452464-0.00633312j -0.00183304-0.00562131j -0.000942003-0.000997418j -0.00147921-0.000610193j 0.000946517-0.0031784j 0.00161361+0.00244945j 
-0.00297048+0.00854827j 0.0017764+0.0011692j -0.00300922-0.0163346j -0.0144465+0.00173105j 0.0199258+0.017692j 0.0121951-0.00250847j 0.0228373-0.0155886j -0.0165557+0.00611814j 0.00385522-0.00166729j 0.00220483-0.000272042j -0.00995572+0.0131782j 0.00775549+0.00669815j -0.00707622+0.0103973j 0.0109545-0.0119105j 0.00285745+0.00233805j -0.0102258-0.00172437j -0.0154655-0.0186054j 0.0123433+0.0151187j 0.00320123-0.000502495j -0.0170118+0.00820705j -0.00804448+0.0257787j -9.01058e-05-0.00415301j -0.0147884+0.00421423j 0.00246001+0.00643338j 0.00734038-0.0125204j -0.0223821+0.00463292j 0.0108244-0.00674761j 0.000670591-0.00348631j -0.0220172+0.0122895j 0.00584123+0.00647335j 0.00439285-0.00107474j 0.00351237+0.00461366j -0.000287485-0.0025849j 0.00624895+0.0123652j 0.00579581+0.0147624j 0.0119796+0.00739543j -0.00674752+0.00175363j -0.000359466-0.0169314j 0.000327969-0.00492576j 0.00724306+0.000105616j -0.00661392+0.00411652j -0.00973536+0.00267709j -3.52806e-06+0.00769753j -0.00488889-0.00533579j -0.00578272+0.0049168j 0.00429557-0.00439526j 0.00703019-0.00680297j 0.00563464+0.00055213j 0.00619848-0.00150987j -0.00781584+0.00287173j -0.00144907+0.0111715j 0.00177105-0.0030316j -0.00261689-0.00063091j -0.00225056-0.000746118j 0.0040143+0.000218324j 0.00021603+0.00590191j 
0.0011862-0.00321777j -0.00224183-0.00153572j -0.0146497+0.0107569j -0.00573225-0.0078655j 0.00888847-0.00753311j 0.00285215-0.0114912j 0.00291741+0.0044465j 0.00443475-0.0114965j -0.00513191-0.000234478j 0.00500279-0.00728176j -0.00181327+0.00101225j -0.00271754-0.0143921j -0.00426071+0.00065728j -0.0128309-0.00433503j 0.0032458-0.00299975j 0.0103629+0.00940756j -0.000418444+0.00766068j -0.0156754+0.000177124j 0.00570841-0.00695488j -0.00363773-0.00215625j 0.0243455-0.00367127j -0.00456594+0.00558776j 0.00252042-0.00236289j 0.00111106+0.00757434j 0.003427+0.0164168j 0.00914707+0.0203268j -0.00206244+0.00655402j 0.00309618-0.00831057j 0.0185252+0.000733335j -0.00769628-0.00342368j -0.00218251-0.00654553j -0.00733114-0.0026612j -0.00123406+0.0151397j -0.00984514-0.00194727j 0.0122198-0.00200894j -0.00379298+0.00230384j 0.00885408-0.00745628j 0.00882371-0.00294839j -0.000716188+0.00660547j -0.00689527+0.00220672j -0.00116191-0.0030938j -0.00142876+0.00180392j -0.00102431-0.000285824j 0.00658666-0.0035729j 0.00557499-0.0037056j 0.0119957-0.00400991j 0.0030172+0.0108466j 0.00478265-0.000971658j -0.00944152+0.0055124j 0.0144094-0.00245466j -0.000414501-0.000791267j 0.010806+0.00190823j -0.00620197-0.00240514j 0.00184023+0.00568051j -0.00399993-0.00173039j 0.000349823-0.00703136j 
-0.00836436+0.011548j 0.00764949+0.0092453j 0.00668717-0.00456409j 0.00291504+0.00585142j -0.0036416+0.0086318j -0.00448483-0.00490376j 0.0204671-0.0111665j 0.0103536+0.0110107j -0.00270329-0.0129325j 0.00522715-0.00887965j -0.012405-0.00157345j -0.00890917+0.00347624j -0.0113699+0.00390082j 0.00382545-0.00475458j 0.0134227-0.00840852j 0.00800011-0.00838043j -0.000963794+0.0118547j 0.00232989+0.00331338j -0.00252531-0.00553353j 0.00774414-0.00464965j 0.0176888+0.00225477j -0.00038106-0.00413435j -0.0143812+0.00450673j -0.00357492+0.0148988j -0.0124604+0.0169152j -0.0281781-0.000771386j 0.00533156-0.0146815j -0.00215071-0.00606686j -0.0128045+0.0170273j -0.0225798+0.0108477j -0.00576299-0.0146126j -0.00887854+0.00453243j -0.00330481-0.0235461j 0.00165823+0.00563364j 0.0287191+0.00881763j 0.0100712-0.005629j 0.0049045-0.0018461j 0.0096949-0.00398644j -0.00288076-0.00848714j 0.016383+0.00156909j 0.00619988+0.00652j 0.00139363+0.00475057j 0.00282753-0.0148786j -0.00508135+0.0129819j -0.0057392-0.000103348j 0.00160478-0.00339956j -0.000768499-0.00548003j 0.00527305-0.00456907j 0.00474153-0.0156351j -0.0163484-0.00323344j -0.00359763+0.00916279j -0.00904024+0.00111456j 0.0106142-0.00615727j -0.00960871-0.00628432j 0.00387517+0.000151876j -0.00107889+0.00324547j 
0.00841792-0.00105274j 0.000705055-0.0106603j -0.00887858+0.00672037j 0.0026298-0.00614937j 0.00261648-0.0179915j 0.0064593+0.00447308j 0.0076381+0.00542815j 0.00216638+0.00203525j 0.00659392+0.0208078j 0.00833062-0.00155832j -0.0022932-0.00871225j -0.00840406+0.000417341j -0.00371203+0.00516391j -0.0011607+0.00150623j -0.00427117-0.0054145j 0.00160315+0.0174326j -0.0163803+0.00284826j 2.11417e-06+0.00866358j 0.0114424+0.0136703j -0.0050411-0.00840679j 0.0169392-0.00501518j -0.0217721+0.0116981j 0.00489752+0.00697341j -0.00253975+0.00787864j 0.0017513+0.00833583j -0.00108975-0.00191392j -0.00514446+0.00105635j 0.00524548+0.00306822j 0.000231475-0.010712j 0.012135-0.0209107j 0.015659-0.00663899j -0.00869867+0.0150807j -0.00786306+0.00288416j 0.00159918+0.00931102j 0.00500487-0.015152j -0.0117257+0.0206545j 0.00252395+0.00761606j 0.0017975+0.00303302j 0.000256349-0.00759166j -8.92289e-05+0.0107322j -0.0129479-0.00126699j -0.00118986-0.000471022j -0.00768917+0.0122933j 0.0109947-0.00693049j -0.0112161-0.0138491j -0.00181127+0.00207683j 0.00400609+0.0111241j 0.00932496+0.0061829j -0.00023352+0.0110055j 0.00942878+0.00714294j 0.00377839-0.00292485j 0.0088594-0.012783j -0.0100175-0.00220239j -0.000488399+0.00499704j -0.00133753-0.00753793j 0.00514128-0.00186469j 
-0.00161199-0.00544147j -0.00343049+0.00195583j 0.00490984+0.0020435j 0.00819443+0.00202422j -0.00325186-0.00210182j -0.00429683+0.00294944j -0.000763594+0.000285088j 0.00771009+0.00110622j -0.0138624+0.00512092j 0.00207177-0.00357307j -0.0167302-0.00717727j -0.0119937-0.00231126j -0.000928261-0.00319244j -0.000705558-0.000342105j -0.00588036-0.00943529j -0.00574436+0.0167206j 0.00813677+0.0013488j 0.00241146+0.0019098j 0.00899968+0.0262474j -0.000720948+0.00827639j -0.00149976-0.00792234j 0.0139151+0.0189781j 0.0205553+0.0154893j -0.00827813+0.00285995j -1.39262e-05+0.0038318j 0.00926252-0.00304184j -0.00489401-0.00287629j -0.0111812+0.0155085j 0.0152349-0.00227517j 0.0031523+0.000576571j -0.0106558+0.00337718j -0.0031274+0.0224415j -0.00140544+0.00441667j -0.0027671-0.011937j 0.0028119-0.00169183j 0.00301961-0.00902019j 0.0145352+0.00580563j -0.00111454-0.0057869j -0.00564429-0.00167629j -0.00175817+0.000336439j 0.00108038-0.00735931j 0.00545103-6.17089e-05j 0.00678311+0.00201206j 0.000708192+0.0025496j 0.000760076+0.0101171j 0.00543362-0.00165273j -0.00568193-0.00110186j -0.00411938-0.00135785j 0.0033687-0.00231508j 0.00115013-0.00340205j 0.00129046-0.00620249j -0.00254141-0.000579337j 0.00372676-0.0020383j -0.000951224-0.00277324j -8.49046e-05-0.00192633j 0.00063298-0.000444958j 
0.00389456-0.00165414j 0.00122653-0.00608811j -0.00858776+0.0142708j -0.00114507-0.00572424j 0.00665671-0.0150664j 0.00582673+0.00774914j -0.00701635+0.00526105j 0.00644422-0.00436027j 0.00798867-0.00365316j 0.00142914+0.00039951j 0.00816151-0.0129396j 0.00440925-0.00606398j -0.00527288+0.00460876j 0.00836247-0.00740931j 0.0161444-0.00257308j -0.00146139+0.0164869j 0.00164962-0.00581889j 0.0018514-0.0178134j 0.000440112-0.00115458j -0.0164957-0.0113956j -0.00442808-0.00601773j 0.000447811-0.000272914j 0.00785559+0.00547993j -0.00135358-0.000850297j 0.0131545+0.000406947j -0.00176866+0.00773573j -0.00213473+0.00721721j -0.00813988-0.000926275j 0.00254505+0.0146084j -0.0052484-0.00892936j -0.0101578-0.0110252j 0.00829086+0.00340784j -0.00126865+8.18483e-05j -0.0101063+0.00544276j 0.000967027-0.00565462j 0.00308287+0.00652192j -0.00943544-0.00137472j 0.00115582+0.00484174j 0.00587764-0.00123912j -0.0121964-0.00166224j 0.00183857-0.0020052j -0.00636042-0.00132681j 0.000613865+0.00732881j 0.00409705-0.00408283j -0.00291829-0.0118777j 0.00359849+0.00261942j 0.00551311+0.000535462j 0.00190293+0.00594097j -0.00519283+0.00527597j 0.0084774+0.000677206j 0.002606+0.000365279j 0.0127468-0.00953838j -0.0108598+0.00386569j 0.0046578+0.00396799j -0.0032145-0.00200925j 0.00298511-0.00399712j 
-0.00167942-0.00254511j -0.00412432+0.00291167j 0.000461017-0.00817103j 0.00267762+0.0103034j 0.0088903+0.0132414j -0.00802777-0.00678001j -0.00908304+0.00266786j 7.49012e-05+0.00535178j -0.00821457-0.000346924j 0.00745566-0.00309969j -0.0107338-0.000480747j -0.00782212+0.00690859j 0.0118327-0.010993j 0.0154373+0.0113592j -0.00846618+0.0035084j -0.00671815-0.00733858j 0.0149483-0.00236856j 0.00450057-0.00393048j -0.0134961+0.0027936j 0.00299387-0.00237237j -0.0133282-0.0146983j 0.0109678-0.0021535j 0.0153639+0.00677769j -0.00428103-0.0114877j 0.00704586-0.000664624j 0.00458828-0.0174153j 0.0122046-0.00641602j -0.000495514+0.0166207j -0.0035551-0.0182289j 0.00309215-0.00559987j 0.00380254+0.0211052j 0.00547743+0.00740821j 0.00824294+0.00120823j 0.00534745-0.0231818j -0.00503881-0.00277352j 0.00555169-0.0189517j -0.0019988+0.00770879j -0.00877501+0.0193752j -0.00265689-0.017125j 0.00229498-0.00216155j 0.00247056-0.00213556j 0.0103249+0.00550288j -0.00570782-0.0056846j -0.00764635+0.00117586j -0.00332569+0.0128144j -0.00373159+0.000601176j -0.00067278-0.00146519j 0.00429487-0.00174864j 0.00131825-0.00371545j -0.00501483+0.000493747j -0.0082127-0.00246867j -0.0153093+0.00594046j 0.00401107+0.00354838j 0.000435605-0.00345545j 0.00486676+0.00350439j -0.00365169+0.00280377j 
