-0.00877603-0.00128106j -0.00601618-0.00902179j -0.00248599+0.000427249j 0.00425953+0.0108075j -0.00340328-0.00153957j 0.00050317-0.000968887j 0.00757447+0.0200327j -0.0034096-0.00436409j 0.00142679+0.00679647j -0.00578865-0.00848467j -0.00495172-0.0115965j -0.00136717-0.00487424j -0.00551321-0.00821832j -0.00110364-0.00300567j 0.000489328+0.0131569j 0.00207335+0.0166088j -0.00117375+0.0113411j -0.00465708-8.53015e-06j -0.000236623+0.00185573j 0.000838305-0.0117131j 0.00209073+0.0106231j 0.00176112-0.00527342j 0.00517637-0.0123056j -0.000820268-0.00960887j -0.00372033+0.00874127j -0.00369028+0.00917255j -3.66566e-05+0.0030699j 0.00229039-0.00421228j -0.0070259-0.0053632j 0.0151-0.0139269j -0.00899479-0.00923788j 0.00736021-0.0146772j 0.00068578+0.00292551j -0.00358095+0.00196022j -1.30379e-05-0.00315175j 0.00557171-0.00390212j -0.00852159+0.00531228j -0.00728677+0.000262124j -0.00994815+0.00539259j 0.00410624-0.00402257j -0.00469864+0.00216209j -0.00461905+0.00440203j 0.00951156-0.00241969j -0.00189836+0.00348834j 0.00553826-0.00176209j -0.0127545+0.00208006j 0.0016184+0.0012292j 0.0120145-0.00268085j -0.00398563+0.00200693j -0.000924578+0.00151254j -0.00589549+0.00164179j 0.00372+0.00377347j 0.00188417-0.00258479j -0.00070561-0.000954308j 0.0104981-0.00149496j -0.00298732+0.00108099j -0.0124977-0.00189266j 0.0125168+0.00197232j 0.00782957-0.00266584j 0.00414859+0.00254351j 0.00540866+0.00118627j -0.00629502+0.000433758j 0.00477228+0.0016313j 0.00774803+0.00330573j -0.00219613-0.00470512j -0.00998129-0.000372388j -0.00956429-0.00282962j 0.00462312+0.00207278j -0.000895364-0.00166363j 0.0082777+0.00260409j 0.00297061+0.00397022j -0.0165128-0.00140947j 
-0.00287531-0.00159189j 0.00481827+0.00517497j 0.00700331+0.00562765j -0.000971501+0.0011627j -0.00569157-0.00591971j 0.00645732-0.00815468j -0.00589629+0.00277715j -0.00565089+0.00138808j -0.000707685-0.00117752j -0.0080193+0.00205093j 0.00451186-0.00220485j 0.00502767+0.00227849j -0.000112999+0.000155261j 0.00263386-0.0072902j -0.00207635+0.0034688j -0.000183861+0.00144819j 0.00287333-0.00126241j -0.00356389-0.000163902j 0.0017922-0.00844064j -0.00253159+0.00103121j 0.0125184-0.00518264j 0.0077531+0.00213044j -0.0077999+0.00717325j 0.0130727+0.00537945j 0.0169052+0.00122779j 0.00121577-0.00358229j -0.0190958-0.00809474j -0.00523296+0.00550827j 0.00396021+0.00335048j -0.0120942-0.00972268j -0.0135257-0.00925309j 0.00175543-0.00702017j -0.00175809-0.00451658j -0.00188848-0.000810879j -0.00496058-0.00199028j 0.00332693-0.00411994j 0.000126684-0.00155965j -0.00323185+0.00134473j 0.000609434-0.00196203j 0.00103543+0.00304484j 0.00196296-0.00526052j -0.000783535+0.00217j 0.000257371+0.00285113j 0.00254301+0.00115985j 0.00057013-0.0014603j -0.00798376+0.00169956j -4.76687e-05-0.00124543j 0.000475938-0.00369152j 0.0034154+0.00477982j -0.000625239-0.00429424j 0.0015807+0.00380442j 0.00251523+0.00309777j 0.00267493+0.00409124j 0.000424266-0.00151117j -0.000809098+0.00307459j -0.00353067-0.00116112j 0.00257072+0.000774905j -0.000642765-0.00759526j -0.000649161-0.000936039j -0.000423695-0.00219659j -0.00489907-0.00992782j 0.0018181-0.00077104j 0.00394441-0.000699046j -0.00142453+0.00458496j 0.000164935-0.00990774j 0.00149076+0.0009022j 0.00135219-0.000248821j -0.00359814+0.00630657j -0.00308309+0.00100105j -0.00143905-0.00216335j -0.00571137-0.0033081j 0.000642078-0.00163712j 
-0.00194518-0.00043982j 0.00499663+0.0031578j 0.00149411+0.000895535j 0.00119875-0.00250332j -0.00199403-0.00617432j -0.00848043-0.00628415j 0.00403737+0.00412497j 0.00132356-0.000211589j -0.000237289-0.00253691j -0.000381264+0.000985306j -0.0116804-0.00973265j -0.00481494+0.00519447j -0.00331448+0.00182525j -0.00312652-0.00382137j 0.00307872-0.00446129j -0.00528147-0.00608549j -0.0103279-0.00267414j 0.00268507-0.00665192j -0.0058664+0.00709892j -0.0120909+0.00984783j 0.00061762-0.0124923j -0.00637577-0.00439644j 0.00862242-0.00791597j 0.017032-0.00413456j 0.0125575+0.015631j 0.0022283-0.000362494j -0.00748482-0.00816151j 0.00166138+0.00559828j -0.00351124-0.000938796j -0.000864155-0.000991588j -0.00431241-0.00745324j 0.00460235-0.00113793j -0.000800646+0.00163274j -0.00285936-0.00410629j -0.00299725-0.00525405j -0.00569626-0.00297494j -0.00119378+0.00361112j 0.00641093-0.000107411j 0.00044588-0.0020817j 0.000529441+0.000572006j 0.00507191-7.2686e-05j -0.000518046+0.00373665j -0.00106276+0.00497773j -0.00149061-0.00247237j 4.38222e-05-0.00218774j 0.00396153+0.000870011j -0.00149885-0.00236666j 0.00151309-0.00261013j -0.00773946+0.000286997j 0.00422394+0.00204656j -0.00564708+0.0127038j 0.00430663-0.00320797j -0.00514794+8.29319e-05j -0.0129699-0.00663814j 0.00413747+0.0107515j 0.000908722+0.00628049j 0.000118538-0.00526357j -0.0127678+0.00867383j 0.0154916-0.00399234j 0.000395154-0.00886299j -0.00541676-0.00317751j 0.0119336-0.00527736j 0.00732807-0.00925328j -0.00325939-0.00398894j -0.00931164-0.000507075j -0.00304687+0.00389309j -0.00658801-0.00548j 0.00154674-0.00337726j 0.00273905-0.0009211j -0.00277813-0.00291247j -0.000801097-0.000528021j 0.00355945+0.00454386j 
-0.00626831-0.00242449j 0.00287371+0.00174625j -0.00113425-0.00534275j 0.00199959+0.00334858j -0.00465564-0.00399062j 0.0096711+0.00970398j -0.000200059+0.00159106j -0.000204918+0.00592231j -1.49057e-05-0.00243557j -0.00470854-0.00291962j 0.00332551+0.00554913j 0.00227841-0.000770708j -0.000621341+0.00567119j 0.00660772+0.00394625j -0.0030772+0.00285396j 0.00486577+0.00459676j 0.0150938+0.00588768j -0.00629163-0.00448335j 0.000518216+0.00483826j 0.000964179+0.000621751j 0.000232965-0.000938653j 0.0120152+0.000655333j 0.00226318-0.00435203j -0.0138434-0.0132487j 0.00457074-0.00705643j 0.0240963+0.00638769j -0.00330846+0.0147577j 0.0157781+0.0155822j -0.0061309-0.0136066j -0.00355856+0.00368759j -0.00680372-0.00825909j 0.0141513+0.0083672j 0.00250073+0.00457721j 0.00428188+0.00689507j -0.00407256-0.0033279j 0.00607225+0.008498j 0.00122711+0.000308332j -0.000408908+0.00267971j -8.21804e-05+0.00252519j -0.00109505-0.00210932j -0.00127637-0.00101846j 0.00154482-0.00232172j 0.000588677-0.00249649j -0.000632318-0.000496437j 0.000506436+0.00273224j 0.000407383-0.000612808j -0.00142199+0.00102878j -0.00164087+0.00448575j 0.00246691-0.000607477j -0.000990207-0.00289057j 0.0081938-0.00727463j 0.000739713-0.0012646j 0.00230193+0.00109163j 0.00172917+0.0032669j 0.00422582-0.00536727j 0.000686286-0.00188149j -0.00545938+0.00479459j 0.00397207-0.00911739j -0.00650025+0.00034606j -0.00497947+0.00546175j -0.00267789-0.00696211j -0.0100787-0.0024512j -0.00779854+0.00747096j 0.00397386-0.000684844j 0.00242394-0.00117697j 0.00322505+0.00502216j 0.00308104+0.0010968j -5.3633e-05+0.00103498j 0.00331664+0.000921581j -0.00531216+0.00435931j 0.00318796-0.000398095j 0.00683631+0.0020893j 
0.00295562-0.000239078j -0.00179021-0.00284016j -0.00522733-0.00189009j -0.00152827+0.000249271j 0.00468355+0.00467778j -0.00372803+0.00107242j -0.000302671-0.000110493j -0.00143356-0.0039114j -0.000456681-0.00238708j -0.00018309+0.00339697j -0.00600367-0.00137328j 0.00116642+0.00485975j 0.00358283+0.00128446j 0.00343758-0.000216603j -0.0116142-0.0103236j -0.00390597+0.00273032j -0.00615525-0.00729391j -0.00110311-0.00443094j 0.00155191+0.00637435j -0.00257964+0.0071294j -0.00437556+0.00946937j -0.00517347+0.00231581j -0.0103591-0.0107472j -0.0134067-0.0201033j -0.0034853+0.00181755j 0.00214044+0.00538547j 0.0064562+0.00280053j 0.00669643+0.0159431j -0.00791703-0.0131371j 0.00147673-0.00232241j 0.00623045+0.00933295j 0.000394407+0.00565814j 0.00254492-0.000941706j -0.000406528-0.00242175j 6.63348e-05+0.00243455j 0.00236442+0.000179152j -0.00150687-3.37487e-05j -0.00100877-0.00241734j -0.00139493-0.00478197j -0.000842543+0.00171412j -0.00108468-0.00150189j 2.53365e-05-0.000277994j 0.00103578+0.00312235j 0.00170492+0.000397146j 0.00558038-0.000970985j -0.00318515-0.00512141j 0.00379593-0.00156186j 0.000446384+0.0009619j -0.00341397+0.00556541j -0.000178755+0.000928257j -0.00215594+0.00748701j -0.00040851+0.000838797j -0.00238775+0.00225748j -0.00500667+0.00106218j -0.00143574+0.00542962j -0.00477141-0.00127441j 0.00641351+0.000683288j -0.00233493-0.00369352j -0.000131149-0.00185105j -0.00116846-0.00177032j 0.00131067-0.00944306j 0.00411358-0.00343833j 0.00263202+0.00177627j -0.00354949+0.00412917j -0.000432003-0.000700873j -9.02053e-05+0.00601435j -0.000735271+0.00520568j -0.00567008+0.00849122j 0.00293423+0.0028529j 0.0022198+0.00195766j -0.000611964-0.00403582j -0.00326328+0.000330603j 
-0.00433464-0.000926611j 0.000798072+0.00159331j 0.0125543-0.00294358j 0.00417988+0.00380216j -3.74118e-05+0.00370363j -0.00441034+2.8622e-05j -0.00414401+0.00290629j -0.00539023-0.00169153j -0.0011049+0.00602295j -2.53689e-05+0.0016752j -0.00171622-0.00446216j 0.00167908-0.0116234j -0.00869911-0.00579983j -0.00315092+0.00805351j 0.00381964+0.00560678j 0.00162762-0.0114986j 0.000834034+0.00738543j 0.00524067-0.00435456j -0.0107678-0.00967524j 0.00721288-0.00729946j -0.0140675-0.01417j 0.000830869-0.00785973j 0.00773085+0.015949j -0.00585643+0.0115974j 0.00228796+0.00240681j -0.00556874-0.00665793j 0.00538368-0.00353196j -0.0019051-0.00155418j 0.00351082+0.00482192j -0.00120139-0.00460673j -0.00211889-0.0010524j 0.00172763+0.000150871j -0.0115586+0.00021945j -0.00025725+7.13055e-05j 0.00182915+0.0012825j -0.0043627+0.00252902j -0.00222927+0.0018416j -0.00171665-0.00258227j -0.000898359+0.00491979j 0.00262824-0.00120519j -0.00232849+0.00514912j 0.0033815-0.00281338j 0.00125421-0.00223416j 0.00227441+0.00292094j -0.00248255+0.00851638j 0.00846481+0.00386621j -0.00231724+0.00469154j -0.00567005+0.00252282j -0.000271722-0.0110364j -0.00445142+0.00402683j 0.0108576-0.000788921j -0.00089506+0.0022696j 0.00697064-0.00265354j -0.00508541-0.00057124j 0.00926753+0.00116541j 0.000899792-0.00364313j -0.00561416-0.00559147j -0.00431336+0.000114033j -0.000333027-3.50726e-05j -0.00865486-0.00510686j -0.00679772+0.00264246j -0.0135752+0.00193277j -0.00509024-0.0019136j 0.00893405-0.00241028j -0.00937209-0.00631145j 0.00211323+0.000197791j -0.00235794+0.00137688j -0.00310602+0.00104744j -0.00312032+0.00282419j 0.00017829-0.00405483j 0.00167851-0.000708909j -0.00178022-0.000152317j 
0.00278191-0.00157458j -0.000834111+0.000712684j -0.0060371-0.0077642j -0.00214546-0.00290179j 0.00687424+5.03447e-05j -0.00581034+0.0120747j 0.00223467-0.00343941j -0.00394534-0.00220869j 0.00151691+0.0039172j 0.00438462-0.00964334j -0.000955621-0.00387104j 0.00124326-0.00797682j -0.0042452+0.00251638j 0.00461181+0.00965958j -0.00156788-0.0112668j -0.0008404-0.0112242j -0.00739465+0.00150213j -0.00121673-0.00131491j -0.00110209+0.0048636j 0.00727292-0.0230674j -0.00406455+0.0190002j 0.00499209-0.0023106j 0.001858-0.00822472j 0.00186333+0.0250095j 0.0130455+0.00499878j -0.00249943+0.00603039j -0.00879492-0.013653j 0.00352836+0.00047193j -0.00593379-0.00454899j -0.00509758-0.0100555j -0.00446695-0.00278515j -0.00290782-0.00122456j 0.00682792+0.00931318j -0.000327402-0.00288881j 0.00118338-0.00660451j -0.000877094+0.00997573j 0.0031052-0.000979218j 0.00123361+0.00043384j -0.00191308+0.00836875j -0.00116437-0.00363321j -0.005787+0.0105086j -0.000881266-0.00265874j -0.00038188-0.00398422j -0.00374149+0.00201469j -0.000476839+0.00587267j 0.00567988-0.00915225j 0.000279689+0.00160003j -0.00201467+0.00229576j 0.000335307-0.00596363j -0.00515217+0.00131605j -0.0027318+0.00254411j -0.0037962+0.00129953j -0.000893054+0.00276509j 0.00546624+0.00513993j -0.00584815-0.00595394j 0.00161039-0.006377j 0.00267703+0.000526183j 0.000486703+0.0047529j -0.00289538-0.000727447j 0.0052192-0.00080421j 0.00218455+0.00108948j -0.0110529+0.0121612j 0.00410856+0.000890422j 0.00288684-0.00382483j 0.0012073+0.00605297j -0.00259447-0.00460602j -0.00517627+0.00403584j -0.00579918+0.0022281j -0.00428387-0.00188996j -0.0022939+0.00286114j -0.0022598+8.53346e-05j -0.000834514+0.00047063j 
0.000219522-0.00108697j 0.00144102+0.00228457j 0.000937954-0.00307814j -0.00212025-0.00292541j -0.00103079-0.00467113j 0.00507774+0.00857988j -0.00325871+0.00392417j -0.00274455-0.0054078j 0.00294048-0.00254439j -0.00425939+0.00206677j -0.00248832+0.0080293j -0.00301756+0.0165136j -0.00177988+0.0124011j 0.00329384+0.000208572j -0.00040804-0.000629414j -0.00938361+0.0145848j 0.0174636+0.000367677j -0.0114616-0.00926078j 0.00690315+0.0236904j 0.0104068+0.0153628j -0.0160693+0.0115838j -0.00189883+0.0251722j 0.00255712-0.0150484j -0.00484944-0.00346953j 0.000621252-0.00190897j -0.0097044+0.013729j -0.00117898-0.0107241j -0.000468101-0.000977487j 0.00346464+0.00364142j -0.00438462-0.00916987j -0.0056172-0.00238688j -0.00380109-0.000870401j 0.000579303+0.00404182j 2.33882e-05-0.00101122j -0.00164431-0.00371742j -7.60471e-05+0.00374234j -0.00174358+0.00389099j 0.00138675-0.00411518j 0.00186663-0.000295329j 0.0012778+0.000767819j 0.00434296-0.00627224j 0.00305714+0.00384021j 0.000606237+0.0056769j 0.00131482-0.00531129j 0.0031584-0.000430194j 0.00574132-0.00353336j -0.00477069+0.00400942j -0.00726359+0.00459258j -0.00261865+0.00628297j 0.001109-0.00386643j 0.00676055-0.00396759j -0.00301917-0.00174977j 0.00163707+0.000414184j -0.0034296+0.00419785j 0.00187005-0.00172263j -0.00232539+0.00438974j -0.00794627+0.00298606j 0.00673739-0.00289091j -0.00107871-0.00799884j -0.00838107+0.00529581j 0.00193643+0.00222793j -0.00421334+0.00273223j -0.00741782-0.000464818j -0.00363253+0.00190777j -0.0025765+0.00378802j -0.00276493-4.32196e-05j -0.00337728+0.00174834j -0.00320512-0.00419071j -0.00184793+0.00102292j -0.000122462-0.00119562j -0.000268966+0.00226063j -0.00318614-0.00184136j 
-0.00227162-0.00148003j 0.00176031+0.0059754j 0.00290797+0.00238562j 0.00557069-0.000117274j 0.001128-0.0117655j 0.00870332+0.00686006j 0.00215432+0.000713909j -0.00712634+0.00436417j 0.00230609-0.00202268j 0.00703189-0.00190621j 0.00564681-0.00324693j -0.00173283-0.000934762j 0.00164323+0.0072267j -0.00389678-0.00275558j 0.00115807+0.00542834j 0.00688271-0.00449379j 0.00152747-0.000415408j 0.00112406-0.0101514j 0.00105821+0.0115254j 0.00489697+0.0154824j 0.0090964-0.0164453j 0.00668267-0.000745872j -0.00170389-0.00927115j 0.0133897-0.0161719j -0.00890493-0.00190696j -0.00232043+0.00121057j 0.0072666+0.00090636j -0.0171359-0.00242728j 0.00627337+0.013777j 0.00330577+0.0108286j 0.00426269-0.00166062j -0.000280014-0.00685144j -0.00349298+0.00120896j 0.00192051-0.000195345j 0.000906001-0.0133132j 0.00019711+0.00946708j 0.00193435-0.00136267j 0.00104334+0.00328365j -0.00197951+0.00533462j 0.00279046-0.00468287j -0.00223038+0.00122598j -0.00154299-0.00137161j 0.000792568-0.00350388j -0.00658965-0.000335006j -0.00512527+0.00309618j 0.00141369+0.00339155j -0.00273631+0.002679j -0.00228815+0.00734442j 0.005714-0.0128572j 6.1551e-05+0.00288077j 0.00199286+0.00308832j -0.00149684+0.00692237j -0.0018587-0.00271324j 0.00406607-0.00601241j -0.000209926+0.00612327j 0.00210678-0.000520302j -0.000188868+0.00128677j -0.000167111-0.00454142j 0.000441379+0.00240031j 0.0027966-0.00167355j 0.000473293-0.00759889j -0.00532836-0.00320822j 0.00410879-0.00273669j 0.00270119+0.00612372j -0.00133302-0.00139174j 0.00258884+0.00512772j -0.00384327+0.0055515j 0.00288904+0.00201945j 0.000678712-0.00595752j 0.00451854-0.000200961j -0.000305584+0.00163349j -0.00246576+0.00338022j 
0.000617847-0.0012164j -0.00189173+0.00102196j -0.00225863-0.00158946j 0.000385071+0.00152177j 0.00405173+0.000661497j 0.00696497+0.00305567j -0.00488868+0.000170965j -0.00223086+0.00100762j 0.00103468-0.00187731j -0.000410798+0.0019204j 0.0121626+0.0016479j 0.000746261+0.00143689j 0.00351051+0.000235396j 0.0019621-0.00260136j -0.00758364+0.00313487j 0.00594294+0.00694241j -0.000936708-0.00346277j 0.00216457-0.00261815j -0.0085565+0.00520331j -0.000304237+0.00927001j 0.0145738+0.00246651j 0.00436511+0.00660701j -0.00329751-0.000209765j -0.011724-0.00758446j -0.0049498-0.00643502j -0.00117344-0.00172086j 0.0039342+0.00669852j 0.00836524+0.00946229j -0.00887617-0.00705759j -0.00093462-0.00394852j 0.0012969+0.000389354j -0.00269547+0.000376529j -0.000949858-0.000352364j -0.000145907-0.000737668j 0.00249538+3.68318e-05j -0.00305796+0.00143351j -0.00409099-0.00119017j 0.00282461-0.00108392j 0.002401-0.00312099j 0.00311323-0.00187826j -0.00184224+0.000895125j 0.0026776+0.000673974j 0.00369246+0.00208696j -0.00853778+0.000410106j -0.00441288+0.00173964j -4.66611e-05+0.00381112j -0.00335155+0.00518087j -0.000196594+0.00280825j 0.00588516-0.00613241j -0.00331055+0.003896j -0.0037652+0.00134971j -0.00649356+0.00474589j -0.00301768-0.00358558j -0.00188944-0.00783188j -0.00285708+0.0116774j 0.00605268+0.000362685j 0.00583866-0.000406227j 0.00508837-0.010409j -0.00300992+0.00597491j 0.00747981-0.00282572j 0.0166019-0.00893816j 0.00101693-0.00135901j -0.0009076-0.000427317j 0.00569229-0.00337672j 0.00770557-0.00194758j -0.00697455+0.00643733j 0.00311112-0.00181589j -0.0117155-0.00215471j -0.00123901-0.001156j -0.00321805-0.000884282j -0.000355128-0.00128773j -0.00227751+0.00100882j 
-0.00113613+0.00114536j 0.00403632-0.00159226j 0.000431731+0.000938572j 0.00237525+0.00071261j -0.00402954+0.00346213j -0.000413479-0.00805431j 0.00118225+0.000987185j 0.00790573+0.00441876j 0.000256828+0.00196692j -0.00272052+0.000761157j 0.00204671+0.00624302j -0.00445464-0.00188931j -0.0011628-0.00442185j -0.0021975-0.00603282j 0.0125418+0.00773516j -0.00263758+0.00564018j 0.00634862+0.00128638j 0.003314+0.0151148j -0.00703458-0.0100125j -0.00962465-0.00785924j -0.00623455-0.0017487j -0.00932233+0.000360234j 0.0140374+0.014168j 0.00123893+0.014911j -0.00723908-0.00389155j -0.00658885-0.00325658j 0.00167418+0.00725343j -0.00251402-0.0150669j 0.00392292-4.49265e-05j 0.0066675+0.00664676j 0.00135374+0.0025803j -0.00182523+0.00184079j 0.00331156-0.000561551j -0.000910192+0.000259326j -0.00365115+0.00571376j 0.00312056-0.00338794j -0.00312976-0.00142385j 0.00860295+0.00355349j 0.0037483-0.00551869j 0.00119556+0.000319158j -0.00534419-0.0106811j -7.88433e-05+0.000186751j -0.00218516+0.000725689j -0.000789005+0.000719406j 0.000380391-0.00748581j 0.00201674+0.00152589j -0.000993682-0.000879808j 0.00202788+0.000290033j -0.00329673+0.00617297j -0.00340055-0.00148317j 0.000547405-0.00254147j 0.00625504-0.00255177j 0.00217641+0.00327648j -0.0100912+0.00105197j 0.00511819-0.000643878j 0.000216394+0.00590664j 0.000624378+0.00383197j -0.00279375-0.00613354j 0.00152039+0.00345915j -0.00286171+5.8266e-05j -0.00611362+0.00117257j 0.00346753-0.00535175j -0.00487477+0.0012947j 0.00314652+0.00701949j -0.00411019-0.00135025j 4.28305e-05-0.00379935j 0.00566941+0.00145519j 0.00123853+0.00273733j -0.00317292-0.0101917j -0.00196746+0.00230635j 0.00315617+0.00349989j 0.000973226+0.00520476j 
-0.0030794+0.00126028j 0.00219799+0.00503984j -0.00110857+0.00284753j 0.00453279-0.000353659j -0.00187458-0.00872535j 0.0131809+0.000329227j 0.000775236-0.000504699j -0.00551455+0.00738065j -0.00248645+0.00272859j 0.00132416-0.00853277j -0.00604681-0.00237106j -0.00810714-0.00261016j -0.00340665+0.0101463j 0.0144441-0.0050694j -0.0010203+0.00206175j -0.00942323-0.0105239j 0.0107939-0.0152751j -0.0180442+0.00720077j 0.00580629-0.00469992j 0.0014332-0.0185145j -0.0138738+0.00673817j -0.0104397-0.0159521j -0.00619722+0.00138005j -0.00327096+0.00274956j -0.00139216-0.00132244j 0.00448944-0.00830209j 0.00374852-0.000372826j 0.00205366+0.00572372j 0.00108904+0.00531011j -0.000495767+0.00675647j 0.00161352+0.00016982j -0.000260244-0.0045179j 0.00140044-0.00316835j -0.000834496-0.00109029j -0.00422678-0.00729607j 0.00201755+0.00189827j 0.000825738-0.00314425j 0.00317515+0.00261294j 0.000631345+0.00522118j -0.00341373+0.000591959j 0.0103826-0.00148302j -0.00307159+0.00357244j -0.00136458+0.00127202j -0.00575305-0.000949105j 0.00366419-0.00191164j 0.00746779-0.0106277j 0.00139475+0.00308595j 0.000906056+0.00992844j -0.00994886+0.000461306j 0.00755663-0.00157932j 0.00181612-0.00889715j 0.00529754+0.000956118j -0.00906073-0.00373398j 0.00609152-0.0118888j 0.00401809+0.00336536j -0.00640781+0.00639651j -0.0154218+0.0102185j -0.00139255-0.00608558j -0.00177292+0.00494665j -0.00379574+0.00304982j -0.000408834-0.00495249j -0.00130828+0.00918858j -0.00313898+0.000449059j -0.00515298-0.0045875j 0.00312288+0.000322339j -0.0012461+0.00568809j 0.00281482-0.00164873j 0.00022337-0.000221933j 0.000538965-0.000786182j 0.00166708+0.000462702j 0.000690292+0.00103655j -0.0012366+0.00134449j 
-0.00388231+0.0010135j 0.00236316+0.000430247j 0.00874106-0.00137755j 0.00246606+0.00151991j -0.00369357-0.000567291j -0.00165653-0.00294587j 0.00323383+0.00541277j -0.00971037+7.20616e-05j -0.00157082-0.00094427j 0.00331526+0.0089846j -0.000190647+0.00870701j 0.0135958+0.00990795j 0.00627467+0.00911683j -0.000471663-0.0104946j 0.00103582+2.18813e-05j 0.00549708+0.01226j -0.00965587-0.0244757j -0.00232152+0.00562599j 0.00520287+0.00259209j 0.00219849+0.00950296j 0.00255379+0.0231771j 0.00437302+0.0143459j -4.40777e-05-0.00898081j 0.00281852+0.0029087j 0.0062725+0.00781161j 0.00357523+0.00360264j -0.00389169-0.00684985j 0.00270663+0.00213593j -0.000560943+0.0030367j -0.00460732-0.00267254j 0.000306964-0.00161744j 0.00449344-0.000690318j -0.00401585-0.00025408j -0.00404698+0.000276701j -0.00199379-0.00106038j -0.00108117-0.00158536j 0.00242278+0.00389655j -0.000336927-0.00282923j -0.00367757-0.00257315j 0.00379642-0.000778828j -0.010928-0.00446613j 0.00252295-0.000289595j 0.00605233+0.00379547j -0.0072307-0.00600859j -0.00650178-0.00400618j -0.00137363-0.00922808j -0.000513846+0.00690628j 0.00259552+0.00416073j 0.00955472+0.00567464j -0.00512705+0.00278164j 0.000715628-0.00716381j -0.00248409-0.00341909j 0.00129429-0.00833306j -0.00397774+0.00677992j 0.00632677-0.00278605j 0.0103751+0.00511464j 0.00137362+0.0125199j -0.0115938+0.00303759j -0.00256314-0.00405694j 0.00096045+0.0078406j -0.00667341+0.00391324j -0.00411453-0.000833661j 0.00142475+0.00301313j 0.00686311+0.00180759j -0.0055731+0.00935667j 0.000456597+0.00672899j 0.000476977-0.000380632j 0.00243201-0.00062614j -0.00429675+0.00108318j -0.000300613+0.000792315j 0.000369871+0.0005026j 0.000549417-8.68575e-05j 
0.000418322+0.00167318j 0.000243171+0.00335344j 0.00838473+0.0020014j 0.000489569+0.00222918j -0.00385625+0.000190929j -0.00772093-0.0076079j 0.00209472+2.62776e-05j -0.00490795+0.000874315j -0.00424638+0.00458007j 0.00641819+0.00117425j -0.00925231-0.00492775j 0.00943522-0.000838181j -0.00215354-0.00166547j -0.000841966-0.00412995j 6.02781e-05-0.00115339j -0.0024379-0.00451252j -0.010292+0.00322238j -0.00616719+0.00241181j -0.000589864-0.00686241j 0.0121799+0.00605996j -0.00952906-0.0160965j -0.00795351-0.00190067j -0.00116829+0.00785243j -0.0119436-0.0148828j 0.0110416-0.000911208j -0.00316509-0.00521322j -0.0015055+0.00629928j 0.0134565+0.00693939j 0.000404568+0.000765515j -0.0038081+0.00379152j -0.00214647-0.00131899j -0.00418716-0.000305871j -0.00111831-0.00623842j -0.00428882+0.000178036j -0.00132297-0.00024951j -0.00165085-0.00300177j 0.00070381-0.00283466j 0.00253351-0.00217628j -0.00168754+0.00261643j -0.000610985+0.000483945j -0.00536423+0.00299934j -0.000458452-0.000337748j -0.00369134-0.00050396j 0.00164342+0.000713243j -0.00327664+0.00293282j 0.00675242-0.00909628j -0.00114593+0.00117753j -5.33554e-05+0.00108764j -0.000152221+0.00231749j -0.00655276+0.00463904j 0.000704697-0.00167358j 0.000960205-0.000298884j 0.00702304+0.000403959j 0.0108521+7.73699e-05j -0.0102709-0.00141314j -0.00132672-0.00381464j -0.00303817+0.0027078j 0.000707397-0.0057864j -0.00559144-0.000185605j 0.0046152-0.00272369j 0.00638395+0.00520467j -0.00635965+0.00609998j -0.002098+0.00330524j 0.00760116-0.00110621j 0.0056534-0.00278308j -0.0143755-0.00244305j 0.00365317+0.001862j -0.00251351+0.000935421j -0.00776015-0.0012792j -0.00366306-0.000232999j 0.0039891+0.000173954j -0.000749175+0.00216428j 
