-0.00612315-0.00186665j -0.000968774+0.00278387j -0.0165723-0.00671712j 0.0102537-0.00284961j -0.0316407-0.00543255j -0.0133378+0.00206361j -0.00700167-0.000480762j -0.0144005+0.00320599j 0.0119699+0.0023302j -0.000270423+0.000395813j 0.0110546-0.00237529j -0.00596309+0.00179525j 4.25545e-05-0.000944854j 0.00809799-0.00242892j -0.00879813+0.00235882j 0.00044886-7.22363e-05j 0.00011125+0.000176455j -0.00352151+0.000920857j 0.00388389-0.000696478j 0.00177721-0.00217277j 0.000933595+0.000239237j 0.00431391-0.00162858j 0.00352852-0.00130425j 0.0042221-0.00208633j 0.00794181-0.00408577j 0.00278195-0.00146267j 0.00143765-0.000688862j 0.0017663-0.0012466j -0.000645833+0.000268211j 0.00114308-0.000372826j 0.000758331-0.000368843j 0.000119218-0.000407041j 0.00153759-0.00041006j -0.00519507+0.00189063j 0.000925739-0.000912616j 0.00148081-0.00013406j -0.00402799+0.00366123j -0.000176611+0.000976266j -0.00130899+0.00155825j -0.00289167+0.00316404j -0.00135519+0.00154895j 0.000589231-0.000123152j 0.000754524-0.00149794j -0.0019367+0.00160457j -0.00181761+0.00268313j 7.02421e-05-0.00244271j 0.0013701+0.000752558j 0.000789842+0.00242565j 0.00391365+0.00127464j 0.00217399+6.59103e-05j -0.00320903+0.000649097j 0.00286241-0.0026112j -0.00234958-0.00211918j -0.00359306+0.00212453j 0.00100741+0.0017568j -0.00267295+0.00123442j 
-0.00213076+0.00188981j -0.00088219+0.00232601j 0.00161041-0.00207263j -0.000433963+0.0016509j -0.000579357+0.00159632j -0.000667318-0.00188689j -0.0024813+0.0025158j 0.000282422-0.000905883j 9.21305e-05+0.00110285j -0.00041774+0.00103927j 0.000119256-0.000541162j -0.00134032+0.00186618j -0.00196115+0.00104338j 0.000759008-0.00125024j 0.00330533-0.00082239j -0.00105662+0.00273125j -0.00111829+0.00388696j 0.00284936-0.00357475j 0.00159523+0.000693532j -0.00295458-0.00116322j -0.0019371+0.000433319j -0.000242152+0.0010984j 0.000633793-0.00330779j -0.0012999+0.000475917j 0.000826428+0.000492781j 0.000894313-0.00418632j 0.00175493-0.00423918j 0.00065159+0.00378308j -0.00117797+0.00435384j -0.000831723+0.00194795j 0.0013576+0.00105826j -0.0012298+0.000373685j -0.00196316+0.00170085j -0.000811328-0.000510176j -0.00204423-0.000609158j 0.000778893-0.00246372j -0.00165923-0.00383886j 0.000470449-0.00365382j 0.000350639+0.00273685j -0.00162764+0.00234995j -0.000552084+0.000569196j 0.00259956+0.00159242j -0.00324052-0.000753269j 0.00278739+0.00556741j 0.000331526-0.00166768j -3.56036e-05-0.00084186j -0.00157137-0.00192545j -0.000624268-0.000773899j -0.00137123-0.000292831j -0.00147368-0.00198286j 0.00121128-0.000767575j 0.000248062+0.000571094j -0.000523696+0.00132668j -0.000189897-0.000720361j 0.00114998+0.000192677j 0.000614105-0.000470985j 
-0.00243409+0.0014131j -0.00115269+0.00163013j -0.000258781-0.00185098j 0.00117021+0.00135522j -0.00201852+0.00478259j 0.000767419-0.000476652j 0.00128488-0.00501197j 0.000201935-0.00107307j -0.000122036-0.00286043j 0.000333242+0.00187203j -0.00116623+0.00293223j 0.00207633-0.00438948j 0.00115523-0.000535208j 0.00185214+0.000631148j 0.000195094+0.000829192j 0.000526971+0.00114212j 0.000726497-0.00120869j 0.00392958-0.00469335j 0.0030706+0.000807298j 0.00194614-0.00474646j -0.00354712+0.000417994j -0.00351867+0.00231466j -0.00121123+0.000659709j -0.000244161-0.0018122j -0.000536181+0.00406972j -0.00106258+0.00259923j -0.00258759+0.002781j -0.000420643-8.33674e-05j -0.000361517+0.00109661j -0.0013633-0.00162058j -0.00095377-0.00223456j 0.00356043+0.00371082j -0.00237091+0.00483664j 0.00075731+0.00402519j -0.00178563-0.00220598j -0.00224755+0.0033991j -0.00195679+0.0026356j 0.00275516+0.0027075j -0.000545272+0.00129231j 0.000801805-0.0045188j 0.00130583+8.00788e-05j 0.00156175+0.0012016j 0.0013595+0.00303348j 0.00141026+0.00226989j 0.00215951+0.00353125j -0.0010182+0.000628834j -0.0020974+0.00203067j 0.0005349+0.00171555j -0.00035631-0.000240926j 0.00366162+0.00322849j 0.00298581+0.00323857j 0.0004302+0.00203214j -0.000567766-0.00203647j -0.00264486-0.00183313j 0.00214945+0.00182002j -0.000720888-0.000708013j 
-0.000564949-0.00312505j -0.000595045+0.00110161j -0.000618569+0.00087778j 0.000112438-0.00150315j -0.00128765-0.00163868j -0.00167247+0.00217461j 0.000834007+0.00155325j 0.000346952-0.00174977j -0.000805829-0.00025095j 0.000576487+3.1805e-05j 0.00248284-0.00513466j 0.000588987-0.00131897j -0.000112399+0.000830121j -0.000235589-0.00344606j -0.000164661-0.00224353j 0.00030966-0.00266296j -0.000162051+0.00555099j 0.0036879-0.000395937j 0.00227277-0.00396264j -0.0011416+0.00100317j -0.00323421+0.00151521j -0.00250678-0.00192188j 0.000744835-0.00134835j -0.00146218+0.00884436j -0.000509259+0.00057445j -0.00205608-0.00625897j -0.000914021-0.00361223j 0.000303007+0.00768864j -0.00159937+0.00550365j -0.00125097-0.0027025j -0.00303921-0.00555918j 0.000216568+0.00114413j 1.02883e-05-0.000299633j 0.00190112-0.00527716j 0.00160888+0.0044963j -0.000166746+0.000902739j 0.00321939-0.000440214j -0.00521882-0.00479876j 0.00246816+0.00430845j 0.00142031+0.00179829j 9.50808e-05-0.00263003j 0.00204397+0.00138473j -0.000320104-0.000738902j -0.000600995-0.00218245j -0.000697868-0.00208321j -7.80184e-05-0.000518186j -0.000916412-0.000405886j 8.84165e-05-0.00175053j -0.00134667+0.000195953j -0.000987984-0.000423094j -0.000544-0.000752049j 0.00113945+0.000500605j 0.000674916+0.000680368j 0.00128704-0.000147879j -0.00209969-0.00103715j -0.000654058-0.000309974j 
-0.000462975+1.79992e-05j 0.000210659+0.00228601j 0.00133929-0.0025888j -0.00108089+0.000318351j 0.00127166-0.000263399j -0.00040117+0.00111075j 0.000157671+0.00181523j 0.00159038-0.00409135j 0.000712452+0.00150804j 0.00021574-0.00258866j 0.000467512-0.00290988j 0.00133792-0.00334963j 0.00169523-0.004151j 0.00268069-0.00936151j 0.000938186-0.00540522j 0.00164213-0.00443653j -0.00259069+0.0020675j -0.00197242+0.00303729j 0.000932576-0.00529719j -0.00199291+0.00241215j -0.00125663+0.00108552j 0.000887745-0.00444123j -0.00237386+0.00103019j 0.000482255+0.00689173j 0.0035558-0.00253951j -0.00109089-0.00786066j 0.000427253-0.00441545j 0.00302208+0.00345988j -0.00299189-0.00195254j -0.00201289-0.00440077j -0.00120814-0.00802518j 0.0017423-0.000834912j -0.000860027+0.00143694j -0.00259993-0.00263148j 0.00381854+0.0084519j 0.00295445+0.00198643j 0.00349307+0.00132699j -0.00295084-0.00786485j -0.000824743-0.000364125j 0.00176348+0.00249439j 0.000553906+0.00149293j 0.00190961+0.00113147j 0.00122644-0.00291999j -0.00454126-0.00144575j 0.00125157+0.00179377j 0.000272977+0.00136174j 0.00207469+0.00128518j -0.00160284-0.00211395j -0.00229401-0.00264354j -9.05976e-07+3.06025e-05j -0.000440042+0.0015124j 0.00032175-0.00146281j 0.000733019+0.00046466j -0.0013969+0.000360228j 0.000165771+0.000653232j -0.00101408+0.000879839j 
0.00236564+0.000392255j 0.00151371+0.000414322j -0.00335486-0.000314457j 0.00191057-0.00073831j 0.00148855-0.000407413j 0.00139564+0.001193j 0.00244531+0.000708422j -0.00293971-0.00121103j -0.000252201-0.0017014j -0.00226041-0.0017538j -0.00199832-0.000571334j -0.00312938+0.000333952j -0.00393599-6.55853e-05j -0.00320532-0.000114599j -0.00372505+0.000452278j -0.00626151-0.00197727j -0.00181624-0.000760503j 0.000126743-2.4114e-05j -0.00412191-0.000557434j 0.00113318+0.0019971j 0.00298569+4.98734e-05j -0.00319717+0.00028654j 0.00402381+0.00289964j 0.00394126+0.00112431j -0.000929873-0.00155909j -0.00408344+0.00382085j -0.0021542+0.0015557j 0.00169854-0.0014812j -0.00640002+0.000727683j -0.00303179+0.0013662j -0.00455142+0.00410684j -0.000827406-0.00176547j 0.000377247-0.00104092j 0.00026742-0.000616165j 0.00714581-0.00331382j 0.00312807-0.00113995j 0.00412655-0.000336577j -0.00448789+0.00416015j -0.00274041+0.00162442j 0.00275582-0.00148622j -0.000504298-0.00334834j -0.00167873-0.00165296j -0.000560913-7.73081e-05j -0.00393885+0.00222453j 0.00119872-0.00335899j 0.000174445-0.00101492j 0.00219104-0.0031821j 0.000381453+0.00125101j -0.00264175+0.00256373j 0.00022211+7.09309e-05j -0.00216747-0.000701075j 0.000717574-0.000124782j 0.00112621-0.00107005j -0.00103276+0.00150874j -0.000309654-0.00103453j -0.00126952-0.000469505j 
0.000246587+0.000706222j -0.000260819+0.000374731j -0.00052668-0.00106583j 0.00105232+0.000560387j 0.000456208+0.000937164j 0.000710851+0.000186184j -0.00151732+0.000307158j 0.00131635-0.000356305j -0.000903176+0.000255044j 0.000553844+0.000416488j 0.00251122-0.000989528j -0.000272934-0.00174016j -0.00195163+0.00339988j 0.000849517-0.000542572j 0.000697252-0.00160616j -0.00109367+0.00121508j -0.00291798+0.00640057j 0.000327405-0.00259243j 0.000190682-0.000242045j -0.00091249-0.000382165j -0.00191942-0.000562161j -0.000933277+0.000402096j 0.000335975+0.000318425j -0.00360813+0.00263662j 0.0020391-0.00183141j 0.00124696-0.00327894j 0.00142874-0.00183848j -0.0017528+0.00704214j -0.00335657+0.00804245j -0.000952042+0.00141369j 0.000389335-0.00322057j 0.000778961+0.0016187j 0.00170312+0.00250746j 0.000932562+0.000136709j -0.000297278-0.000948489j -0.000313635+0.000616835j 1.64897e-05-0.00033238j -0.00106112-0.00392242j 0.00208354+0.00635333j -0.000106479+0.00106755j -0.0011679-0.00420801j 0.00167145+0.00249912j -0.000594297-0.00033542j 0.00179264+0.00345262j -0.000968488-0.00174718j -0.000482951-0.00283225j -0.00183568-0.00179056j 0.000981779-0.000335789j 0.000834326+0.000663325j 0.000481996-0.00150541j 0.000528042-0.000858266j 0.000214369+7.72236e-05j 0.000230667+5.04263e-05j -0.000534313+0.000302787j 0.000124356-0.000156078j -0.000292211-0.000829028j 
-0.0016277+0.0028169j 0.000849265+0.000713007j -0.00150027-0.000177876j 0.000794234-0.00386837j -0.000254949-0.00391741j -0.0019673+0.000134514j 4.25378e-05-0.00124761j -0.000678719+0.001652j -0.00224484+0.00805871j -0.00118984-0.00476678j 0.00043416+0.00342649j 5.28056e-05+0.00172551j 0.000164769-0.000363573j -0.00265476-0.0108778j -0.00229659-0.00597496j 0.00386245+0.00523963j 0.00129397+0.00360104j 0.00489012+0.00626819j -0.00485419-0.00384199j 0.00597631+0.00931274j -0.00649854-0.00204121j -5.60635e-05-0.00302925j -0.00245159-0.000113782j -0.00070966-0.000335926j -0.00856189-0.00358776j 0.00630489-0.00176298j 0.00105156+0.00195529j -0.000585935-0.00556258j 0.00073516+0.00405749j 0.000632209+0.00122199j -0.0029321-0.00147798j -0.00178165+0.00230166j 0.000252934+0.00182608j 0.00675021+0.00558442j -0.00161375-0.00184325j 0.0022692+0.00150136j 0.00200589+0.00105843j 0.00282533+0.00125673j -0.00186951-0.00162442j -0.00156274-0.00207544j -0.00374438-0.00161842j 0.000892766+0.00115601j 0.00198415+0.000846385j -0.000917646-0.000190392j 0.00318155+0.00206753j -0.00280251-0.000133444j 0.000342999+0.000390635j 0.00363642+0.00106525j 0.00367128-0.000151121j 0.00218172+0.00036581j -0.00224249+0.000546463j 0.000855813-0.000879501j -0.00306537-0.00171535j -0.00117635+0.00114016j 0.00165534+0.00178297j -0.0011962+0.000566j 
0.00152745+0.00103753j 0.00103182+0.00154181j 0.000367224-0.000113849j -0.00247522-0.00547314j 0.000641137+0.000214904j 0.000688942+0.00299741j 0.00138876-0.00211367j 0.00215537+0.00401142j 0.00139997+0.00521784j -0.000928826-0.00322561j -0.00268464+0.000631957j 0.00344485+0.00276303j -0.00279411-0.000924988j -0.00357927-0.00745855j -0.000490586-0.00105197j 0.00255082+0.0045593j -0.0013634+0.000801921j -0.0086051-0.00326098j -0.00833673-0.00587572j -0.00489479+0.00116387j 0.0027826-0.00310465j 0.00553376+0.00259231j -0.00799537-0.00646367j 0.0013546-0.00032757j -0.000489489+0.00232812j 0.00252078+0.00439149j 0.00320616+0.000155303j 0.00482775+0.00491419j 1.07341e-05-0.00178944j -0.00105312-0.00314995j 0.00824018+0.00296669j 0.00110868+0.00245706j 0.00279155+0.00149205j -0.00816418-0.00817231j 0.00409479+0.00199033j 0.00254022-0.00194003j -0.00545635-0.00224216j -0.000426962-0.000560346j 0.00119117+0.0023806j -0.0065173+0.00115029j -0.00108282+0.000866918j 0.0010742-0.00188161j 0.00380478+0.00100323j -0.000503154-0.00152718j -0.00650277-0.00294055j 0.00546015+0.000265788j -0.000596572+0.000920137j -0.00352012-0.000476685j -0.000393695+0.00178636j 0.000653671+0.00102002j 0.000105788+0.000316611j 0.00286428+0.000596074j 0.00164754+0.000743431j -0.00201498-0.00144908j -0.00144974-0.00134763j -0.000537726-0.000446037j 
5.52012e-05-0.00256898j -0.000441476+3.6669e-05j -0.00012149+0.00126985j 0.0010118-0.000210709j 0.000439989-0.00042196j -0.0013785-0.000264567j 0.000187377-0.000686454j -0.000900731-0.000928316j -0.00240978-0.00195159j -0.00052797+0.00247259j 0.000176939+0.000322464j -0.00192805-0.00207903j 0.00206899-0.00193784j 0.00227529+0.00015816j 0.00184545-0.00233105j -0.00128416+0.00137343j -0.00086858+0.00312051j 0.0009944-0.000509982j 0.00492989-0.000793266j -0.00232344+0.000766858j -0.00161564-0.000283461j -0.000530148-0.000703899j 0.00431951-0.0029908j 0.000905769+0.00090431j -0.000699256+0.00325652j -0.00011361-0.00307319j -0.000452676-0.00260163j 0.00152344-0.0023646j 0.00100716+0.00417182j -7.26323e-05+0.00066102j -0.00210562-0.00227145j -0.00075538+0.00248688j 0.00023716+0.00339464j 0.00230562+0.00227447j -0.00189185-0.00116367j -0.000564563-0.00319065j 0.00246446+0.000337118j -0.000892613-9.94012e-05j 0.00167175+0.00207734j -9.91397e-05+0.00153561j 0.00080246+0.000766978j 0.00106536-0.000699538j 1.44816e-06+0.000371232j 0.00291121+0.000804454j 0.00250132+0.00136976j -0.00122031+0.00142248j -0.00113043+0.000641288j 0.00169376+0.000605068j 0.001473+0.00192525j 0.00144535+3.07321e-05j 0.000654171+0.000969032j 0.000510763-0.000173905j -0.000868316-6.59727e-05j 0.000766055+0.000574635j -0.000676916-0.000817849j -0.00059088+0.000462479j 
-0.000387403-0.000243259j -0.000641542+0.000725837j 0.000304608+0.000582474j -0.000157941-0.000124966j -0.000471238-0.000595376j -0.000866698-0.000669153j 0.00136392+0.0012242j 0.000469619-0.00107328j 5.25456e-05+0.000518316j -0.000876001-0.00037652j -0.00112044-0.00170234j -0.000100446+0.00034874j 0.0027451+0.00115835j 0.0014335-0.001282j 0.000961622-0.000440588j 0.000762364+0.000610483j 0.00233351+0.00133688j 6.20368e-05-0.000343191j 0.000955047+0.000745185j -0.000995608-0.000210022j -0.00115244+0.000878814j 0.000162249-0.000573654j 0.00120882-0.000961112j 0.00172531+0.00275143j -0.00251996-0.000503589j -0.000192147-0.00179561j -0.000166392-0.00189605j 0.0047898+0.00114112j 0.00355071+0.00195814j 0.000620106-0.000450445j -0.000423849-0.00129362j -0.000268824-0.000184146j -0.00121311-0.00118723j -0.000232899-0.000732407j -0.00115868+0.000360698j 0.00170459-0.000465994j -0.000434786-0.000683685j -0.00166072-0.000270586j 0.00242265-0.00103362j 1.11271e-05+0.00012819j -0.00283384+0.0021432j 0.00229189-0.000377062j -0.000821277+0.000352009j 0.00124592-6.71591e-05j -0.000961531+0.00120615j -0.00206859+0.000412702j -0.00178018+0.000918j -0.000538007-0.000313537j -0.000315557-0.000842831j -0.00153561+0.000686431j -0.00114233+0.000302097j 0.000196271+0.000112956j -0.00080735-1.45261e-05j 0.000565764+0.000246077j 0.000189193-0.000116919j -0.00014063-0.00024063j 
-0.00136796+0.00174396j 0.000530219+0.000380006j -0.000826094+0.000919272j -0.00140684-0.000451144j -0.0013934+0.000643674j 0.00154766-0.00110784j 7.64706e-05+0.000818391j -0.000543164-1.12472e-05j 0.00307723+0.000835828j 0.001408-0.00188452j -0.000231846-0.00239314j 0.00441462-0.000380668j -0.00106554+0.00223899j -0.00433695+0.00116841j -0.00136877+0.00210038j 0.00119376-0.00124857j 0.00170651-0.00171731j 0.00181465-0.00219149j -0.0033544+0.000880668j 0.00428316-0.00336306j -1.85955e-05+0.00116443j -0.00124241+0.00196509j -0.00556944+0.00328719j -0.000814563+0.00279221j 0.000355362-0.00224903j -0.00186697+0.000447876j -0.000772112+0.00276257j -0.00222171+0.00508295j 0.000180206+0.00130308j 0.000186857-0.000191144j 0.00114941+0.000323244j 0.000313843-0.00208703j -0.00118134-0.00130995j -0.00292253-0.000801327j 0.00248188+0.000111198j -0.00140981+0.00554295j -0.00424669+0.00092224j -0.00121052-0.000571618j -0.000973686+0.000136008j 0.000699538-0.00377866j -0.000944174-0.00215656j 0.00102991+0.00371618j -0.00124671+0.00025472j -0.00114894+0.000619569j -0.00269782+0.00108636j 0.000244781-0.00120595j -0.00101008-0.000799715j -0.0019567-0.000272026j -0.0014536-0.000363598j -0.00182331+0.000776202j -0.000260652-0.000810195j -0.000444945+0.00135116j 6.10908e-05-0.00124774j -1.98569e-05-0.000945506j 0.000428256+0.00147026j 0.000216823-0.000595764j 
-0.00171555-0.0026691j -0.000254112-0.00075523j 0.000398548+0.00185829j -0.000491867-0.00151471j -0.00109383-0.000261802j 0.000713964+0.00235241j -0.000209232-0.00206732j -7.15321e-05+0.000225814j -0.00274401+0.00128952j 0.000454635+0.00382735j -0.000467843+0.000427882j 0.000604999+0.000454723j 0.00179848-0.00464855j 0.000638591-0.0019583j 0.00266591-0.00268249j -0.00230691+0.000850434j -0.00215974+0.000640169j 0.00118354-0.00254347j 0.00297553-0.00441489j -0.000713306+0.00262465j 0.000614057+0.0011737j -0.000533428-0.00079662j 0.000865821-0.00823608j 0.00141217-0.000796721j 0.00218804+0.0066394j 0.00122763-0.0045537j -0.000274502-0.00220882j -0.00127112-0.00586456j -0.00126563+0.000679512j -0.00151402-7.69691e-05j -0.000409828+0.000176819j -0.000478531+0.00330804j -0.00167913+0.0050403j -0.00282833-0.00158773j 0.00111293+0.00205531j -0.00319132-0.00513472j -0.000666544-0.00452433j 0.000531387-0.00122619j -0.00116256+5.6299e-05j 0.000407371+0.00195168j 0.00394403+0.00205789j -0.00244945-9.61482e-05j 0.000631508-0.000909007j -0.00141352+0.000752958j -0.000113327+0.000678206j 0.00172805+0.00274509j 0.000523166+1.5432e-05j -0.000101189-0.000256598j 0.00131126+0.00308598j 0.00188279+0.000294122j 0.00134782+0.00200304j -0.000438297-0.000976831j 0.000425613-0.00025488j 0.001236-0.000674189j -0.00192336+2.01774e-06j 0.000861288+0.00104537j 
0.000804594+0.000337503j -0.000604974-0.00116354j -0.00126688+1.76654e-05j 0.000530087-0.000157241j 0.000666889-0.000764839j 0.000176654-0.000174734j 0.00184999+0.00546878j 0.00172936+0.00114893j 0.000793302+0.0011999j -0.000132448-0.000896859j -0.000378383-0.000425911j -0.000506514+0.000573882j 0.000659093-0.00168937j 0.000955287+0.00152144j -0.000236959-0.00443393j -0.000773961+0.00166472j 0.000218434+0.000747035j -0.00136631-0.00281366j -0.000316744-0.00263654j 0.00199922+0.00103189j 0.00114421+0.000729697j 0.000247206-0.00171838j 0.000594528-0.00207674j 0.000850123+0.00232286j 0.0003765+0.000151541j -0.00258241-0.00557828j 0.000247849-0.00357198j 0.00138142-0.00148524j 0.000321267+0.000995314j 0.00275493+0.0018923j 0.00146476+0.00259985j 0.000588718+0.00293053j 0.0034746+0.0037119j 0.000143651+0.00123916j 0.00217676+0.00175031j -0.000146539-0.00203422j -0.00134604-0.00188151j -0.00303727-0.00292554j -0.000486397-0.00038911j 0.00345164+0.00287527j -0.00120317-0.000173576j 0.000523137-0.000310031j -0.00153358+0.000253059j 0.00104842+0.00123582j 0.00069147-0.000121674j 0.00116552+0.00108638j -0.00118651-0.00140416j -0.00108823-0.000377931j 0.0035448+0.000115903j -0.00281705-0.000647064j -0.00216214-0.000837854j -0.00146264-0.00152195j 0.00038282-0.000473736j -0.00034185+0.000873394j -0.000380453-0.000382684j 0.00202648-0.000908165j 
-0.000124996-0.00127631j -3.40082e-05+0.000461843j -0.000127783+0.00110916j -0.00035539-0.00112952j 6.31034e-05-0.00031813j 0.000104469-0.000662073j 0.000588439-0.000829328j -0.000963697-4.78575e-05j 0.000101077-0.000453988j -0.00021937+0.000248768j -0.00142342+4.68721e-05j 0.000475299-0.00080086j 0.00202448-0.00230328j -0.000195533-0.0012169j 0.000281353-0.000529169j 0.000606482+0.00130407j 0.00163-0.000572106j -0.00102316+0.000279597j 0.00135267-0.000936649j -0.00023852-0.000770968j -0.000175276-0.000670824j 0.000297862+0.000226825j -0.000407653-0.00188332j 0.00164542+0.000573771j -0.000981387+0.00147721j -0.00066777-7.10965e-06j -0.000414846+2.00928e-05j 0.00271943-0.00140594j 0.00287705-0.000734259j 0.000637415-0.000668338j -4.66014e-05+0.000244617j 0.000467833+0.000355282j -3.63722e-05+0.00135167j -0.00119094+3.26428e-05j -0.000223911+0.000634719j -0.000292945-0.000433942j -0.0001768+0.000571186j -0.000375056+0.000607878j 0.00117948-0.00132527j -0.000450248-0.00087641j -0.000361962+0.00226124j 0.00056506-0.000771691j 0.000665937+0.000422576j 0.00088957-0.000958539j 0.000245592+0.00195339j -7.63389e-05+0.00254153j -0.000654518+0.00130022j -0.000749958-0.000167687j 5.20756e-05+0.000442385j 0.000290616+0.000861552j 6.63804e-05+0.00107021j 0.000215483+0.000108465j -0.000397346-0.0002849j 0.000392343+9.1897e-05j -0.000485071+1.4567e-05j -0.00063962+0.000243558j 
-0.000914011+0.00174553j 0.000185399-0.000668343j 0.000483182-0.000268841j -0.000196465+0.00126699j -0.00225188+0.0008651j -0.000342793+0.00112822j 0.00119722+6.54306e-05j 0.00025561+0.00117225j 0.000514574-0.000224347j -0.00107805-0.000274251j -0.0014474+0.000505134j 0.000424555-0.00094854j -0.00127575+0.00140474j -0.00192116+0.00285272j -0.000105035+0.000947886j -0.00138228-0.0010049j -0.000460391-0.000275859j 0.00337481-0.00262839j -0.00148243+0.00127736j 0.00132614-0.00122161j -0.000109903+0.00160517j -0.00107323+0.000775247j 0.000832573+0.00197572j 0.00115782-0.00101606j -0.00223791+0.000181151j -0.000870982+0.000568338j -0.00010359+0.000861135j -0.000420336+0.000982635j -0.000997768+0.00104445j -0.00106777+0.000507779j -0.000838013+0.000651992j -0.00201811+0.0013626j -0.0015853+0.000933215j -0.000667297+0.00104824j 0.00170735-0.00220062j 0.000871717+0.000397972j -0.00103676-0.00111626j -0.00115867+0.00117181j -0.00132954+0.0011112j -0.000596224-0.000687769j 0.000217853-0.00116542j 0.00127566+0.000547667j -0.00127755+0.000918481j -0.00087136+0.00236781j -0.000211133-0.00027671j 0.000271146-0.00113355j -0.000597694-0.000745966j -0.000633193+0.00105335j -2.17563e-05+0.00133612j -0.000180281+0.00119058j -4.53498e-05+0.000120854j -0.000275087+0.000537793j 0.000312058-6.07556e-05j -0.000146111-0.00155316j 0.000831825+0.000482162j 0.000994426-0.000115337j 
0.000889262-0.00408316j -0.000894972+0.00218786j 0.00494075-0.00632424j -0.00104396+0.00213823j 0.00478611-0.00242705j 0.000704331-0.00501618j -0.000586903+0.000797106j -0.00332545+0.000913441j 0.000607692-0.00209273j -0.00185589-0.00166703j -0.00274735+0.00171589j -0.00144249-4.29295e-05j 4.99818e-05-0.00337273j 0.00849002-0.00907613j 0.000363768-0.00217595j -0.00306137+0.00747809j -0.00431811+0.00425765j -0.00646823+0.0132309j 0.0042567+0.00248799j 0.000336863-0.000347449j -0.000658355-0.0128471j 0.00230565-0.00392441j 0.00592886-0.0040058j 0.00412504-0.00348792j 0.00595115-0.0110426j 0.00134196+0.00462533j 0.00348472-0.00288085j 0.00218956+0.00429507j -0.00250038-0.00365019j 0.00192482-0.00145169j 0.00346555+0.0020164j 0.00338028+0.00118987j -0.00227572+0.00121058j -0.00184358-0.00276699j -0.00429994+0.000631638j 0.00563308-0.00311899j 0.0115949-0.00338049j 0.0093871-0.00377894j 0.00161964+0.00273742j 0.00186531+0.000681299j -0.0059638+0.00558694j 0.000407995+0.000295708j 0.00167142-0.0035029j -0.0021747+0.00566038j 0.00312051-0.00232749j -0.00102115+0.00617804j -0.00100941-0.00448108j 0.000472281-0.00758206j -0.000554797-0.00416696j -0.00048196-0.00425704j 0.000864617+0.00648236j 0.000183226-0.00473053j -0.000458779+0.00206593j -0.00145476+0.00370591j 3.07201e-05+0.000648807j -0.000987369+0.00350476j 
