0.106775+2.34552e-14j -0.312657+5.0543e-15j -0.0569335-3.73229e-16j 0.106503+4.52428e-16j 0.115223-3.6141e-16j -0.0449625-7.84303e-16j -0.109059-1.4308e-16j 0.0645381-2.49621e-16j -0.0336133-2.41913e-16j 0.125388+3.82184e-15j 0.00742589+8.97897e-16j 0.0198816-1.79931e-15j -0.205727+1.80117e-15j 0.0928517-5.69956e-15j 0.0527922+1.10225e-14j 0.197192-2.4254e-14j -0.115831+3.92754e-16j 0.00954048-5.47391e-15j 0.0167318+1.20911e-14j -0.145923+1.4277e-14j -0.141728+9.23999e-15j 0.0754838+3.6526e-15j -0.184807-1.49903e-15j -0.000491364+1.74924e-14j 0.150957+7.34591e-15j 0.0360482-2.00096e-15j -0.0160959+6.16956e-15j 0.0728093+8.82168e-15j 0.171568-7.9708e-14j -0.0226279-8.21441e-15j 0.16626-4.34901e-14j 0.100294-3.13717e-14j -0.0383003-7.77786e-15j -0.00230593-1.71102e-14j -0.229748+4.62534e-15j 0.00252421+1.78634e-14j 0.0567547+1.46775e-14j 0.00528964+5.70686e-14j 0.0722888+4.81292e-14j 0.120955+6.16091e-14j -0.0584329+4.70404e-14j -0.115019-3.10903e-13j -0.114371-1.10205e-15j -0.167765-2.90372e-15j 0.120767-2.08489e-15j -0.0288416+1.09078e-15j 0.0249856-1.89264e-15j -0.012644-5.62079e-16j 0.0707572+7.48608e-16j -0.127962-2.47355e-16j 0.058701-1.12255e-15j 0.00214831+1.49358e-17j -0.0361195+5.52125e-17j 0.179537+1.91725e-16j -0.296081+3.38906e-15j 0.0732402-1.52128e-14j 
5.75059e-06+1.33849e-17j 0.00105132+1.41859e-16j -3.79505e-05+1.42277e-16j 0.00201926+1.98214e-16j -0.00098986-1.12849e-16j 0.00149915+3.49845e-16j 0.00122858+1.5445e-16j 0.00231697+2.57504e-16j -5.89704e-05+6.65944e-17j 0.00371995+6.62551e-16j -0.00171008-3.37533e-16j -0.000105173-1.66525e-16j 0.000745751+8.4589e-17j -0.00254012-5.48077e-16j -0.00217831-2.96351e-16j -0.000963258-2.35048e-16j 0.00087315-3.3647e-17j 0.00307707-1.71424e-15j -0.000730666-2.03151e-16j -0.00138483-3.97404e-17j -0.000778653-2.70092e-17j -0.00045801+1.02172e-16j -0.00443915-8.12082e-16j 0.00239681+1.02698e-15j -0.000513806+5.22686e-18j 0.000308805+1.38863e-16j -0.00412534-8.50779e-16j -0.00463849-1.16493e-15j -0.0041646+1.16537e-15j -0.00149634-2.97862e-16j 0.00107794-4.44441e-16j 0.000409348-4.72478e-17j 3.86974e-06-4.94402e-17j 0.00159529+3.89596e-16j 0.00130442+3.70136e-16j -0.0013684-7.07351e-16j -0.000337401+5.28391e-16j 0.00530969+2.76696e-15j -0.00289752+1.11296e-15j 0.00145971+7.99678e-16j 0.000112185-5.80721e-16j 0.000959473+2.74649e-15j -0.00173694-3.27292e-16j 0.0020781+2.77928e-16j 0.00123717+1.80489e-16j 0.00246159+5.38018e-16j 0.00166809+1.83368e-16j 0.00220194+3.64125e-16j 0.00322393+4.67216e-16j 0.000745248+8.482e-17j -5.61955e-06-1.08371e-16j -0.00226111-2.56163e-16j -0.00250471-3.77379e-16j -0.000113977-1.63179e-16j 0.00120787+1.11831e-16j -0.000409004-1.00831e-16j 
-0.00173754-2.80516e-17j 0.0069923+4.91325e-17j 0.000365124-1.13712e-16j -0.00197082+2.26409e-16j -0.00200035-1.05363e-16j 0.000945685+9.2669e-18j 0.00253708+7.86006e-17j -0.00122455+2.50208e-16j 0.000839619-1.40331e-16j -0.00185245+2.01896e-16j -0.00103319+1.44141e-16j 7.8778e-05+4.61975e-17j 0.00476066+6.77607e-17j -0.00300808+9.49418e-17j -0.00132604-3.09118e-16j -0.00439249+5.94163e-16j 0.00158376+2.27538e-16j 0.000925061-6.91797e-16j -9.38395e-05-7.4649e-16j 0.00223868-2.40619e-16j 0.00283864-4.06663e-16j -0.00203869-1.84822e-16j 0.00207767-1.58166e-16j 0.000261606-2.26447e-16j -0.00334041-8.21237e-17j 0.000115738+3.07473e-16j -0.000873328-1.83413e-16j -0.00213366-6.47726e-16j -0.00410874+1.56049e-15j -0.000593841+4.91675e-16j -0.00227603+6.94222e-16j -0.00241631+5.25904e-16j 0.00114651-2.51064e-17j 0.00137897+2.49046e-16j 0.00493845-1.5553e-16j 2.38402e-05-3.96434e-16j -0.00188807-9.42181e-17j 0.00130178-3.1502e-16j -0.00177726-5.42381e-16j -0.00158631-6.71034e-16j 0.00118883-9.98251e-16j 0.00298292+8.09334e-15j 0.00191093+1.05014e-16j 0.00453326+1.34204e-16j -0.00199946+1.03657e-16j 0.00137629-5.87758e-17j -0.00106836+2.44972e-16j 0.000484407+1.08662e-16j -0.00101924+2.15047e-16j 0.00265259+9.25212e-17j -0.00109979+1.46292e-16j -0.000828888-1.76266e-16j 0.000690235-1.54645e-16j -0.00310177+1.07877e-16j 0.00679695+2.43021e-17j -0.00104038+3.52274e-16j 
-0.00400438-2.06078e-15j 0.0026374-5.01593e-16j 0.0043963+3.04673e-17j -0.00246071-1.65379e-16j -0.00198005+1.19681e-16j 0.0024762+1.04224e-17j 0.000733375-6.90208e-17j -0.00124791-1.63318e-16j 0.00190972+6.2344e-17j -0.00246481-2.72867e-16j -0.0015991-5.23449e-17j -0.00209158+4.82518e-17j 0.00144613-8.27462e-17j -0.00188506+1.54446e-16j -0.00199742+1.78102e-16j -0.00219165-7.82633e-18j 0.00370352-6.93277e-16j -3.20813e-05-5.6988e-16j 0.00300886-2.79624e-16j 0.00193098-3.71557e-16j 0.00325704-5.58079e-17j 0.00153828+1.10381e-16j 0.00323725+1.66471e-16j 0.00159828-5.17539e-17j -0.00296528+1.58847e-16j -0.00413551-4.33589e-16j -0.000312588+9.81446e-18j -0.00102844+3.28231e-16j -0.000982147+5.9689e-16j -0.00166922-2.16322e-16j -0.00567202+1.18887e-15j 0.000466104+5.41067e-16j 0.00140509+2.78401e-16j -0.000518747+4.06784e-16j 0.00424964+5.0344e-17j -0.00187785-6.3739e-16j 0.000403326-1.51059e-16j 0.00105187-3.24926e-16j -0.00154947+5.62767e-18j -0.00424631-2.36702e-15j -0.00213556-9.10933e-16j 0.00120768+4.27469e-15j -0.000131855-5.87551e-18j 0.00114977-2.87473e-17j -0.002287+1.81668e-17j 0.0017419+4.47841e-17j 0.00067246-1.92616e-16j 0.00107024-7.67391e-17j -0.000840449-2.00571e-16j 0.000989949-7.38437e-17j -0.00264591+1.3322e-17j 0.00171967+1.3338e-16j -0.000514713+1.40014e-16j -0.00538679-1.79518e-17j 0.00214399-1.64678e-16j -0.00360676+4.50283e-16j 
-0.00619285-4.61041e-15j -0.00723523-9.7578e-16j 0.0104978+4.7277e-17j 0.000614262-2.5673e-18j -0.00228767-1.76706e-17j 0.0047329+1.34863e-16j -0.00412005+2.01875e-17j 0.00322456+2.71633e-17j 0.00193149-2.38357e-17j -0.000858705+4.14893e-17j -0.000394243-9.45695e-17j -0.00549606+2.88692e-17j -0.00283172-1.85832e-17j 0.00123946+1.76904e-16j -0.00235255+7.82779e-16j 0.00382604-1.69439e-15j 0.00835139-2.24815e-15j -0.00219909+1.10474e-15j 0.00296556-1.20341e-16j 0.000426993-3.17921e-17j 1.75314e-05+2.78561e-16j 0.0076901+6.5588e-17j 0.00253845+1.33175e-16j 0.00354276+6.61746e-16j -0.000481666+7.15709e-16j -0.0126383-1.66487e-15j 0.00163603-3.59605e-16j -0.00276008+4.38738e-16j 0.0024574-1.58338e-15j -0.000814975-9.68919e-16j -0.00738205+1.87738e-15j 0.00621848+1.62849e-16j 0.00010778+7.90024e-17j -0.00754094+9.71343e-17j 0.000261264+5.68473e-16j -0.00577287-1.07606e-15j 0.00644803+2.18615e-16j 0.00146951+3.09797e-16j -0.00261071+4.14101e-17j -0.00679127-3.60447e-15j -0.00667713+9.47249e-16j -0.00413373-9.28516e-15j -0.00212487-3.44191e-17j -0.00370191+7.19252e-17j -0.00187285+1.25376e-16j 0.00079927+2.34518e-16j 0.00596418-2.42151e-16j 0.00249282-6.32525e-18j 0.00343609+2.74082e-17j -0.00330109+1.58205e-17j -0.00332312+7.25783e-17j 0.00526867+2.37816e-17j -0.0051403-3.31146e-17j -0.00696916-3.98671e-17j -0.00817417-1.21951e-16j -0.00706517+5.49654e-16j 
0.00202636+1.61594e-15j -0.001552-7.63116e-17j -0.00266065-8.66672e-16j -0.000993614-3.70095e-16j 0.00225038+6.55614e-16j -0.00212824-7.15254e-16j -0.000365157-3.11277e-17j -0.00229642-7.83059e-16j -0.000286629-5.75097e-17j -0.000969798-4.3993e-16j 0.000439948+1.2549e-16j 0.00137509+4.72911e-16j -0.00224022-6.02148e-16j 0.00161668+3.91017e-16j 0.00190297+4.44535e-16j 0.00109738+4.98028e-16j -0.00369902-4.51368e-16j -0.000768588+2.59e-16j 0.00123348+5.69113e-16j -0.000685675-2.29509e-16j -9.31731e-05+2.57626e-17j -0.000685973-2.45891e-16j 0.000354865+2.0142e-16j -0.00184041-8.50264e-16j 0.00145367+2.26586e-16j 0.00330332+1.37183e-15j 0.00120599+6.26211e-16j 0.00450935+1.70856e-15j 0.00372353-4.38033e-16j -1.0729e-05+1.01781e-16j 0.00176388-5.00467e-18j -0.000721113-4.78872e-16j 1.32235e-05+7.29937e-17j 0.00181331+4.71231e-16j -0.00235133-7.59432e-16j 0.00210832+1.27567e-15j -0.0011952-6.98994e-16j -0.00303868-1.31526e-15j 0.00308014+7.23565e-16j 0.00152383+1.23616e-15j 0.000514714+4.33078e-16j -0.000166661-6.23819e-16j -0.000271919-8.28587e-17j -0.00218276-6.41224e-16j 0.000837187+1.53694e-16j -0.00126112-4.27841e-16j -0.00242341-7.35771e-16j -0.00183807-5.67423e-16j -0.0025779-8.86849e-16j -0.000588249-1.12103e-16j 0.000837524+2.23747e-16j 0.000163003+1.32822e-17j 0.00260219+8.66537e-16j 0.00284434+8.44255e-16j -0.00126731-1.42053e-16j 0.00226023+4.29582e-16j 
0.00266955-9.47831e-16j -0.0201071-1.89105e-16j 0.00117689-4.05877e-17j 0.00218035+7.59186e-17j 0.00741285-4.40622e-17j -0.0013194-1.66997e-17j -0.00781965+1.59782e-17j 0.000150366+5.94893e-17j 0.000672025-3.49521e-17j 0.00274225+8.43664e-17j -0.00134623+5.93544e-17j -0.000870984-1.08381e-17j -0.014121+8.57603e-17j 0.00553718-2.19341e-16j 0.00292962+8.11518e-16j 0.0121059-1.62077e-15j -0.00551122-3.41331e-16j -0.00103731-5.24584e-17j 0.00750059+2.65771e-16j -0.00767061+3.1529e-16j -0.00479353+3.81812e-16j 0.00784234+3.22894e-16j -0.00650417+2.37001e-18j 0.00021044+8.98799e-16j 0.00725414+6.72428e-16j -0.00220886-7.15051e-16j 0.000889177+5.1822e-16j 0.00865619+1.08589e-15j 0.0155065-7.225e-15j -0.00422541-7.1851e-16j 0.00405587-1.37407e-15j 0.00737887-1.47515e-15j -0.000250797-1.97116e-16j -0.00033252-8.38001e-16j -0.0120566+3.22186e-16j -0.000907366+7.64299e-16j 0.00405915+5.11854e-16j -0.0019781+3.09904e-15j 0.00613036+2.58053e-15j 0.00239892+1.06577e-15j -0.00778444+2.45763e-15j -0.00691847-1.70637e-14j -0.00797663-1.2812e-16j -0.012272-1.61881e-16j 0.00513114-8.4851e-17j -0.00102912+1.3383e-16j 0.000214554-7.56047e-17j -0.0014452+3.16005e-17j 0.000766047+5.36078e-17j -0.00877796-1.40558e-17j 0.000501795+3.25591e-17j 0.00410729-2.53946e-17j -0.00060254-3.8439e-17j 0.0064074+4.04525e-17j -0.0195485+1.58638e-16j 0.00122661-5.91511e-16j 
-0.00977045-5.20146e-15j 0.00333702-1.13034e-15j 0.0107442-1.61782e-16j -0.00936638+1.03304e-16j -0.00171123+3.43419e-17j 0.00458389+1.60534e-17j -0.000193701+3.37642e-17j -0.00728686+1.33779e-16j 0.00611-8.95852e-17j -0.0101507-2.79354e-16j -0.00464969+6.28442e-17j -0.00479238+2.57438e-16j 0.0007158-5.94571e-17j -0.00311167+3.62359e-16j -0.00262494+2.52905e-16j -0.00340591+3.09879e-17j 0.00587498-1.07423e-15j -0.0019512-4.30758e-16j 0.0124473-1.38141e-15j 0.00417225-1.27113e-15j 0.00965702-5.6303e-16j 0.00537935+1.03837e-16j 0.0104378+1.19076e-16j 0.00181754-3.90155e-16j -0.00676327+4.91311e-16j -0.00998712-1.00647e-15j 0.00207257+1.3091e-16j 0.00470055+7.82498e-16j 0.00528784-2.57881e-15j -0.00619137-2.49094e-16j -0.0146353+3.26661e-15j 0.00133128+1.26598e-15j 0.00487711+5.93463e-16j 4.95067e-05+7.64628e-16j 0.00841315-1.66511e-17j -0.00315271-1.13986e-15j 0.00039501-7.38813e-16j -0.00190558-8.03514e-16j 0.000645572-6.39341e-16j -0.0115737-6.14248e-15j -0.00781008-1.71857e-15j 0.00239077+9.83745e-15j -0.000988521-3.77108e-17j -0.000226803+7.69238e-17j -0.00598919+1.69599e-16j 0.00322536+9.58249e-17j -0.00199307+8.24048e-18j 6.10318e-05+8.26333e-17j -0.00644664-1.77082e-17j 0.000308101-7.32681e-18j -0.00730466+2.89498e-16j 0.00707017-7.87983e-17j 0.00229328-1.98681e-17j -0.0124728+1.83496e-16j 0.00219001-1.73279e-16j -0.00824929+1.09738e-15j 
-0.00165326-3.30077e-16j 0.00508663-8.37551e-17j 0.00110701+1.40491e-18j -0.000280628-2.54666e-17j -0.00387361+4.74034e-17j 0.00112227+5.09772e-18j 0.00381809-4.66377e-17j -4.04343e-05-1.49682e-17j -0.000841786-1.27685e-17j 0.000763796+9.91582e-18j 0.00142515-7.96731e-17j -0.00108662+4.14452e-17j 0.00046509+1.80694e-17j 0.000221378+8.77366e-17j -0.00229584-1.09167e-17j -0.00384226+1.84532e-16j 0.00340609-2.53333e-16j -4.78149e-05+1.94277e-16j -0.00213074-1.43552e-16j 0.00344188-2.52444e-16j 0.00172866-1.33397e-16j -0.00179559+2.93189e-17j 0.00372129-1.23437e-16j 0.00152474+4.67171e-17j -0.0012551-6.13016e-17j 0.000968721+2.07424e-16j -0.00127236-2.67919e-16j -0.0026597-1.54518e-16j -0.00582433+2.45423e-15j 0.00311495+3.12341e-17j -0.00475599+1.25224e-15j -0.000884906+5.93139e-16j -0.00121359+2.29974e-16j -0.000387307+3.70451e-16j 0.00395931+1.47768e-17j -0.000284169-4.13776e-16j -0.000305584-3.08543e-16j 0.00023723-1.47276e-15j -0.0024691-1.19417e-15j -0.00164007-7.81465e-16j 0.003145-5.25356e-16j 0.00163012+3.5336e-15j 0.000694322+1.67173e-17j -0.000182129+8.72585e-17j -0.00118185+3.06605e-17j 0.000308271+1.32638e-17j 0.00277021-1.34163e-16j 0.00157111-6.25555e-17j -0.00031132-2.0057e-17j 0.00425668-2.65244e-17j -0.000497875+9.27467e-18j -0.00135607+1.64419e-17j -0.000796241+1.8929e-17j -0.00318038+5.40806e-18j 0.00473543-7.3715e-17j -0.00152105+2.90678e-16j 
-0.00119624-7.2932e-16j 0.000385332-1.98207e-16j 0.000883784+6.79183e-17j -0.00249321-1.68019e-16j 0.00074069+1.08155e-16j 0.000474451+3.92334e-17j 0.00061553-2.07061e-17j -0.00289976-1.83598e-16j 0.00152669+1.18046e-16j -0.0014776-1.96279e-16j -0.00207719-1.33946e-16j -0.000350337+7.8534e-19j -0.00158264-1.31464e-16j -0.0010321-7.53539e-17j -0.000609521-6.08658e-18j -0.000796574+2.05109e-16j -0.000917407+1.11842e-16j 0.000708681-1.11009e-15j 0.00448954-8.52536e-17j -0.00011791-3.98111e-16j 0.00246085-3.4406e-17j 0.000677511+2.44398e-16j 0.000809906-1.0331e-17j 0.00054787+8.63451e-17j -0.00105703+3.44194e-17j 0.00030179+3.92632e-17j -0.00106855+1.13304e-16j 0.00255481+4.15491e-16j 0.00214691-7.58632e-16j -0.00274621-1.76737e-16j -0.00247256+1.23255e-16j 3.65763e-05+1.87341e-16j 0.00142771+2.85742e-16j 0.00278038+3.35777e-16j 0.00139616+3.00193e-18j 7.53158e-05-1.3312e-16j -0.00120958-1.57667e-16j 6.69735e-05+6.07558e-16j 0.00107945+6.6957e-16j -0.00126207-8.73544e-16j -0.00171709-8.42101e-16j 0.00126096+4.25805e-15j -0.00179376-1.85093e-16j -0.000951572-1.12948e-16j -0.000253238-1.79575e-17j 0.00146351+1.40336e-16j -0.00157993-9.98614e-17j -0.000147251+1.57773e-17j -0.00231096-1.74365e-16j 0.000255861-6.02676e-17j -0.00150859-6.63526e-17j 0.000782655+8.92726e-17j 0.00143801+9.61376e-17j -0.00140674-6.53534e-17j 0.000384987-7.38074e-17j -0.000789365+4.87059e-17j 
0.000870082+7.83636e-16j 0.00203625+1.93288e-16j -0.00224886-9.91557e-18j -0.00227419+5.67334e-17j 0.00152697-6.07688e-17j -0.00125341-1.0194e-17j 0.000962405+6.51863e-17j -0.00318545+5.12511e-17j 0.000671973-2.27061e-17j -0.00174716-3.71836e-18j -0.00116183+6.85884e-17j 0.00137667+3.06098e-19j 0.000153827-5.74188e-17j -0.000860956-2.19292e-17j 0.000815402-2.99076e-16j -0.00128073+5.91624e-16j -0.00314611+8.42724e-16j 0.000516098-6.42123e-16j 0.00240378-2.52725e-16j -0.000118725-2.157e-16j 0.00175439-2.06063e-16j -0.00146509+3.07933e-17j 0.000440574-2.01736e-17j -0.00122414-2.32027e-16j -0.000662742-1.50827e-16j 0.00322691+4.51975e-16j -0.000191214+1.7958e-16j 0.00327016+7.48603e-18j 0.00179949-7.57955e-16j -0.00168808+3.48623e-16j 0.000564897-3.93148e-16j -0.00182556+8.81766e-17j 0.00115741+4.71484e-17j 0.00353324+4.55936e-17j 0.000586932-1.79923e-16j 0.00183047+2.72389e-16j -0.00251109-1.87358e-16j -0.00123873+1.29406e-16j 0.00201467+9.21092e-17j 0.000716747+3.28737e-16j 0.000342002-5.82165e-16j 0.00177947+4.95245e-15j -6.48507e-05-5.91289e-17j 0.000563149-8.37657e-17j -1.2504e-06-1.87777e-17j 0.000335007-3.37276e-17j -0.00333906+2.08275e-16j -0.00131847+9.13736e-17j -0.00299404+2.52466e-17j 0.00058106+5.40554e-17j -0.000134521+1.75965e-17j -0.000340745-6.11639e-17j 0.00287556-5.25143e-17j 0.00100916+1.81446e-18j 0.00227074+5.17003e-17j 0.00149027-1.12861e-16j 
0.00194269+1.47079e-15j 0.00301736+3.34959e-16j -0.00382358+9.19093e-17j -0.00116139-3.11888e-18j 0.00123606-3.10258e-17j -0.00138899-1.50573e-17j 0.00225348-9.73801e-17j -0.0024834+5.5411e-17j 1.69085e-05+8.19611e-18j 0.000468565-1.40732e-16j -0.00134926+1.31837e-16j 0.00200351-6.15329e-17j -2.32409e-05+1.59965e-16j -0.00144004-7.52089e-17j 0.000165257-2.41605e-16j -0.00202207+7.78068e-16j -0.00386352+1.12741e-15j 0.00194717-1.69102e-15j 0.00128531-3.50086e-16j -0.000647144-6.93697e-17j 0.00112432-2.24819e-16j -0.00275717+1.41086e-16j -0.00161531+2.5285e-17j -0.000578894-1.23164e-16j -0.000306153-2.36866e-16j 0.00551562+5.56538e-16j -0.00221085+3.70431e-16j 0.00177364-2.01472e-16j -0.000458688+3.38652e-16j -0.00152145+5.09358e-16j 0.00184953-7.79685e-16j -0.0022834-2.63265e-17j 0.000689229+3.66305e-17j 0.00504593-1.54163e-16j 0.000723557-2.0829e-16j 0.0021257+2.45931e-16j -0.00333235+7.53679e-17j 0.000507028+5.7893e-16j 0.00117519+6.38274e-16j 0.00246177+1.10377e-15j 0.00174161-8.39818e-16j 0.00248703+6.32741e-15j -0.000742903+1.27139e-16j 0.0010189+2.08885e-17j 0.00103608-1.52093e-16j 0.000997595-1.23091e-16j -0.00288841+1.35972e-16j -0.000628099+5.58855e-18j -0.00203667+9.54299e-18j 0.00159031-6.22884e-17j 0.000538947-2.43193e-17j -0.00218168+8.7388e-17j 0.00236691-2.18782e-17j 0.00218204-7.9599e-17j 0.00344786+2.89054e-17j 0.00240355-2.39829e-16j 
-0.000906809-1.68486e-16j 0.00242801-5.62992e-17j 0.000449813-8.5014e-17j -0.0013997-1.73496e-17j 0.000525749-1.63925e-17j 0.000262574-3.72084e-17j -0.00109275+1.38559e-16j -0.000424986-8.74496e-17j 0.00128972-2.22636e-17j -0.00285535-8.26753e-18j -0.00128307+7.96222e-17j 0.000426574+1.44178e-17j 0.0047457-2.56842e-16j -0.00245513+1.37416e-16j 0.000659694-2.11839e-16j -0.000885358+2.68667e-16j 0.000143045-2.64476e-17j 5.03516e-06-5.62942e-17j 0.000600293-5.17495e-17j 8.02454e-05+1.33559e-17j 0.00107464-2.09075e-17j -6.21084e-05-1.91301e-16j 0.000189466+1.82269e-16j -0.00108848-3.66631e-16j -0.00222631-2.01176e-17j -0.00218066+2.89634e-17j 0.00129473-1.57813e-17j -0.00050771-1.54471e-17j 0.000437599+2.11298e-17j -0.00198571+1.81009e-16j 0.000963589-2.43006e-16j -0.00128062+1.18271e-16j 0.00171551-1.23341e-16j -0.000228248+1.62603e-16j 0.00158707-1.20703e-16j -0.000182664-2.10729e-17j -0.000616832-1.44272e-17j 0.000398579+7.50346e-17j -0.000111392+1.43462e-16j -0.0010622-5.11023e-16j -0.00137567-4.10641e-16j 0.000900279+3.15421e-15j 0.00212866-5.89294e-17j 0.00446798-1.88786e-16j -0.00157407+8.80253e-17j 0.000424072-4.80091e-17j -0.00239402+1.38344e-16j -0.000754422+4.48652e-17j -0.000320301-9.72254e-17j -0.00101586+1.14131e-16j -0.000692054+3.52508e-17j 0.00090622-6.19308e-17j 0.000768578+5.72409e-17j -0.00118998+6.20345e-17j 0.00235588-2.24318e-17j -0.000416435+1.5921e-16j 
2.56905e-05+1.37657e-16j 0.000954292-6.03909e-17j -0.000156511-1.23706e-17j 0.000727807-1.77175e-16j -0.00125766+1.98478e-16j 0.000388715-8.20726e-17j 0.0016773-1.9735e-16j 0.000467777-1.74965e-16j -0.000648302+7.47721e-17j 0.0018577-2.40157e-16j 0.000362862-5.72002e-17j -0.000273123+4.09484e-17j -0.00113778+1.1105e-16j 0.000220775-7.65289e-18j -0.00118009+2.25246e-16j -0.00101144+8.39795e-17j 0.000733089-2.06122e-16j 0.000714071-5.73037e-16j -0.000875638+9.54619e-17j 0.000524543-5.34709e-17j -2.2821e-05+3.02829e-17j -0.000733405+1.29128e-16j -0.00013063+4.71929e-18j 0.00113147+6.17479e-17j 0.000260682-6.54595e-18j 0.0013474+1.16197e-16j -0.00165624+1.31874e-16j -0.00136351+1.89619e-16j -0.00249972+1.37414e-15j 0.00104588-1.03071e-16j -0.00108561+2.98027e-16j 8.39186e-05+2.6961e-17j -0.000808437+1.63125e-16j 0.00057773+8.52357e-17j 0.000789773-5.10675e-17j -0.000137377-6.76828e-17j -0.00016366-8.68131e-19j 0.00101991-2.35983e-16j -0.00110012+2.23493e-16j 0.000400922+1.48903e-16j 0.00139229-2.56275e-16j 0.000472317+7.71933e-16j -0.000823018+1.0303e-16j -0.000894793+6.21099e-17j 0.000502774-7.65247e-17j 0.000470497-5.69406e-17j 0.00158278-3.30066e-16j 0.00101637-1.96514e-16j 0.000564574-1.875e-16j 0.00163049-1.79634e-16j 0.000156833-3.29492e-17j -0.00123346+1.76791e-16j -0.000793019+1.93166e-16j -0.000274017+3.60462e-17j 0.000949192-9.68186e-17j -0.000148319+8.2163e-17j 
0.00109481+3.64204e-16j -0.00262514+4.48069e-17j -0.000545064-7.51199e-17j 0.00212874-2.89551e-17j 0.000792632+3.49244e-17j 0.000149537-5.32724e-17j -0.00109254+1.90577e-17j 0.0021121-7.97067e-17j -0.000366795-3.18442e-17j 0.00249682+8.03201e-17j -0.000497753+7.52632e-17j 0.000247228-2.648e-17j -0.000676397-5.95114e-17j -0.000320577-8.02939e-18j -8.18594e-05+1.71623e-16j 0.00176298-2.84102e-16j -0.000583862-2.20377e-16j 0.00117045-7.70968e-16j -0.000764502+6.7675e-17j -0.00208601+3.07134e-16j -0.0020679+1.26255e-16j 0.000608114-2.50601e-17j -0.00384211+1.87477e-17j 0.000672821+2.93445e-16j 0.00114441+1.62243e-16j -0.000186667+1.05531e-16j -0.00132766+1.67789e-17j -0.0016803-3.83985e-17j -7.27832e-05+5.25958e-17j -0.00076911-1.46341e-18j 0.00277765-6.9704e-16j 0.00106162-4.32255e-16j -0.000310951-2.0268e-16j -5.63081e-05-1.32656e-16j -0.00188121+2.96779e-17j -0.000655428+7.69848e-17j 0.000664768+3.86998e-16j 0.00226994+1.18106e-15j -0.000634475+1.13674e-15j 0.0017991+9.4822e-16j -0.000659718+4.14069e-16j -0.000962402-2.58394e-15j -0.00118277+2.02903e-17j 7.88893e-05-1.19331e-16j 0.00148679+1.17574e-17j 0.000503348-2.60556e-17j 0.000807582-6.68373e-17j 0.000646349-5.20657e-17j 0.00245854-6.73413e-17j -0.00139574+2.37112e-17j 0.000714847+1.06603e-17j -0.000754903+1.34659e-18j -0.00156694+7.79999e-17j 0.00180141+6.27818e-17j -0.00241223+8.99156e-18j 0.000582736-6.49697e-17j 
-0.00144055-8.56101e-16j -0.000261833-2.17352e-16j 0.00212626-3.66716e-17j 0.000268527-3.46641e-17j -0.00105303+8.64071e-17j 0.00124041-1.20019e-17j -0.000236578-7.97231e-17j 0.000952164-2.43783e-17j 0.000325966+1.62193e-17j 0.000150169-6.20882e-17j -0.000161764-3.66247e-17j -0.00112822+4.32028e-17j 0.000223508+8.07773e-17j -0.000298267+1.80717e-17j -0.000933744+2.11571e-16j -4.11009e-06-2.31247e-16j 0.00218924-5.6337e-16j -5.30499e-05-3.63469e-17j 6.81448e-05-5.62218e-17j 0.000389605-4.44149e-17j 0.000170188+2.14145e-17j 0.0011002+7.39772e-18j 0.000412313-2.01002e-17j 0.00103213+8.18488e-17j -0.000538526+1.234e-16j -0.00244676-2.94132e-16j -0.000206299-4.63105e-17j -0.00162249+4.62318e-17j -0.000899554+4.14731e-16j -3.55227e-05-2.07298e-16j -0.00169355+5.50485e-16j 0.000946963+6.68819e-17j -6.15748e-06+5.65911e-17j -0.00139005+7.77215e-17j 0.000883814+5.74661e-17j -0.00131485-2.86133e-16j 0.00109617+6.20263e-17j 0.00102342+3.87349e-17j -0.00124738+9.59163e-17j -0.00138108-7.06057e-16j -0.000892666-2.76411e-17j -0.000373056-7.40611e-16j -0.000215016+6.24367e-17j 8.62047e-05+1.01891e-16j -0.000522935+2.08721e-17j 0.000496848+1.91066e-17j 0.00149581-1.68935e-16j 0.000881312-7.09e-17j 0.00105932-2.58364e-17j -6.25406e-05-7.87786e-17j -0.000711303+2.745e-17j 0.000584317+4.47093e-17j -0.00135511+5.56157e-17j -0.00183427+4.99355e-17j -0.000473713-5.81758e-17j -0.00159809+2.05432e-16j 
