-0.0940107+1.77444e-14j 0.23473+9.08335e-15j 0.115374-7.31396e-17j 0.120846+1.3168e-16j -0.191901+8.96742e-16j -0.0815614-4.56608e-15j 0.245897-3.50464e-16j -0.244223+5.64931e-14j -0.154982-1.28817e-14j -0.0209826+1.099e-14j 0.309908-1.57944e-14j -0.0784754+1.46058e-14j -0.0484402+3.15684e-15j 0.197642-2.29224e-14j -0.170559+1.96761e-14j -0.277198+1.18963e-14j 0.116714-2.55213e-14j 0.166175+3.66202e-15j -0.143505-1.20189e-14j 0.238288-1.31834e-14j 0.0467315-1.00395e-16j 0.175076+4.89383e-14j 0.0729266+8.04992e-15j 0.285615-3.4129e-14j 0.0833066-2.14572e-14j -0.0182058+3.81588e-16j 0.206376+3.96875e-15j -0.0890421+3.39227e-15j 0.0721576+6.36262e-14j 0.153323-9.18894e-13j -0.0769943-3.65456e-13j 0.339938-2.51243e-14j 0.0331631-1.88242e-14j -0.0071345-1.12849e-15j 0.0303197-9.90828e-17j -0.0087204+9.80847e-17j -0.00825716-4.51103e-16j -0.00234934+2.31949e-16j 0.000804108-4.27778e-16j -0.00419552+2.0615e-16j -0.0144147+3.26728e-16j 0.0137045+1.31549e-16j -0.00748582-2.96269e-14j -0.014133+1.52796e-16j 0.00062495+3.46012e-16j -0.0114657-6.8377e-16j 0.00666728+4.91228e-16j 0.0133237+5.9077e-17j 0.000353815+6.90465e-17j -0.0157287-1.96468e-16j 0.00561642+2.00312e-15j -0.00542701-1.65692e-15j -0.00803402-9.06709e-17j 0.00517648+9.00119e-16j -0.0237987+9.42901e-16j 0.00348142-3.38421e-16j -0.00876899-5.29616e-16j 0.00849042-2.10019e-16j -0.000887699-9.40366e-16j 0.0165366-3.7112e-16j 0.00209783+2.50283e-16j -0.0227617-1.12492e-15j -0.0152398-3.90101e-16j -0.0081633-3.08707e-16j 0.00719473-3.97729e-16j -0.0457488-2.68299e-16j 0.00462833+1.92146e-16j 0.0115055-1.17995e-16j 0.0357339+2.84828e-16j 0.00478952+2.84602e-16j -0.0829636+1.02071e-14j -0.00852148-3.04981e-14j 
-0.000435512-1.09718e-15j -0.00254951-4.56715e-16j 0.00182356-2.08243e-16j -0.000892084+8.43967e-17j -0.00118303+1.5451e-16j -0.000896409+1.08286e-16j -0.00112007+7.37486e-17j -6.5279e-05+7.31948e-17j 0.00020512+7.68157e-17j -0.000898015+4.62021e-17j 0.000152036-8.89929e-17j -0.00116108+1.409e-16j 0.000977485-1.22866e-16j 0.000476109-1.17848e-16j 0.000565754-6.69161e-17j 0.000434254-1.70695e-17j -0.000366745+1.68775e-17j 0.000628544-7.99878e-17j -0.00074559+4.83209e-18j 0.00027023-4.05956e-17j -0.000808501+7.36897e-17j 0.0001251-4.85273e-17j -0.00107104+9.83111e-17j 0.000655611-1.75836e-16j 6.25358e-07-4.30595e-17j 0.000484028-2.53417e-17j 0.000401201-2.97646e-17j -0.0003242+2.62141e-17j -0.00203701+1.0847e-17j -0.000447419+1.9388e-15j -0.000130005-5.17961e-16j 0.000745729-1.35178e-16j -0.00177891+1.18983e-15j 0.00192049-1.21168e-16j -0.000749479+1.19815e-16j -0.0014931+2.03675e-16j -0.00169895+1.23996e-16j -0.00127053+6.39647e-17j 0.000866164-4.61945e-17j 0.000164406-5.1262e-17j -0.00142682+1.01979e-16j -0.00132157+1.18384e-16j 0.00261456+1.01302e-14j 0.00082127-4.32255e-17j 0.000233223+9.88771e-17j -0.00182981+8.93802e-17j 0.00300231-4.25568e-16j 0.0021423-1.60371e-16j -0.000124274-9.39561e-18j 0.00273698-1.59253e-16j -0.00115265-2.31439e-16j -0.00025405+1.49154e-16j -0.000494469+1.83983e-17j -0.0020147+4.6186e-16j 6.35405e-05+9.26667e-17j 0.00376827-4.69944e-16j -0.00181195+1.60257e-16j -0.00199656+1.55749e-16j -0.00193753+9.48952e-17j -0.000694091+1.27417e-17j -0.000192823-7.22477e-18j 0.00174372-7.91979e-17j 0.0012388-9.55729e-17j 0.000530695-3.36477e-17j -0.00261856+1.82824e-16j 0.000618848-5.52147e-18j 0.00135188-1.63689e-16j -0.0023783+2.3318e-16j 0.00117173-8.84831e-17j 0.00230215-2.29932e-16j 0.00280957+5.46826e-16j 0.00228172-2.34309e-15j 
0.000636977-3.724e-17j -0.00148549-1.09765e-16j 4.1585e-05-2.05112e-17j 0.000103644+4.08434e-17j 0.000151447+3.09877e-17j 0.000180192+3.85749e-17j -0.000347099+3.48599e-17j 0.000536959-7.2085e-17j 0.000257481+3.79456e-17j 4.02211e-05+2.93056e-17j -0.00047225-1.51337e-17j -3.33983e-05+2.59113e-17j 0.000101754-4.3942e-17j -0.000257142-1.68508e-18j 0.000123049-3.79711e-17j 0.000291862-1.24534e-17j -4.1485e-05+3.71896e-17j -0.000270884-4.93715e-17j 8.77773e-05+6.02939e-17j -0.000132056+4.88323e-18j 1.63506e-05+4.32413e-17j -0.000102186-2.5462e-17j 7.34224e-05+5.54148e-17j -0.00018687-1.05045e-17j 5.54697e-05+4.03356e-17j 9.86745e-05-3.33841e-17j 6.1281e-05-3.59499e-17j -0.000333037-2.64835e-17j -0.00108693+8.03148e-17j 0.000278786-2.1452e-15j 0.000421101+2.5648e-15j 7.12425e-05+1.44755e-16j 0.000288864-1.62104e-16j 0.000472056+2.02811e-17j 0.000505022+2.72061e-17j -0.000242487-3.94134e-17j -0.000136442+9.14014e-18j -0.00150953-1.08603e-16j 0.000946646+9.9543e-17j -0.000783595-8.789e-17j -0.00107496-8.07456e-17j -0.000808841-1.03377e-16j 0.00110051+4.42911e-15j 0.00081254+1.74203e-17j 5.77899e-05+9.39377e-17j 0.00041794+7.82043e-18j -0.000638764-9.58309e-17j 0.000726346+5.76322e-17j -0.00132693-3.0384e-16j 0.000305351-1.3847e-17j -0.000572747-1.58514e-16j 0.000162873+8.76897e-17j 0.000388638-1.18965e-17j -0.00121073-2.58975e-17j 0.0009332+6.36278e-17j 0.000585003+2.35883e-17j 0.000118132-2.44491e-17j 9.17267e-05+1.17262e-17j -0.000397323+3.07836e-17j -0.00113848-7.12873e-17j -0.00109504-1.59727e-16j 0.001224+1.30724e-16j 0.000658911+8.24134e-17j 0.000958181+9.64167e-17j -0.00154352-1.4232e-16j 0.000684415+1.44911e-17j -0.000251426-3.04906e-17j -3.36355e-07+2.06987e-17j 0.000252147+3.30244e-17j -0.000359161-3.25734e-17j 0.00187235-2.22756e-17j 0.00038842+3.97289e-16j 
0.000523751+1.63055e-16j -0.00066128+8.824e-17j -0.000129395-4.64959e-17j 0.000998366+2.19424e-17j 0.000193104+3.39206e-17j 0.000359663+3.15341e-17j 0.000964084+1.68856e-17j 0.000753049-1.70025e-16j 0.000234519-1.3679e-17j 0.000724285+3.24152e-17j -0.000269226+3.37179e-19j 0.000622831+1.37099e-17j -0.000733361+1.07185e-17j -0.000295503+2.24232e-18j -0.000582213+3.47296e-17j -0.000448225+3.17817e-17j 0.000502031-2.53317e-17j -0.000642416-2.61252e-17j 0.000630361+8.91789e-17j 0.000257061-4.53276e-17j 0.000679413+3.53325e-17j 0.000324788+1.1763e-16j 0.00114811+5.56012e-17j -0.000146863-3.35286e-17j 0.000488942+1.94374e-18j -0.000696611-1.71702e-17j -0.00034934-3.40198e-17j -0.000270702-1.46588e-17j -0.00107903+4.23592e-16j 0.000862149-5.77782e-15j -0.000149496-7.38072e-16j 0.000491808-6.50526e-17j 0.000841459-4.89559e-16j 0.000980192-9.07376e-17j 0.00039307+3.64754e-17j -0.00134121+6.99558e-17j 0.00108369+3.53913e-18j -0.00272707+2.85596e-17j 0.00247768+1.41337e-17j -0.00177559-5.38222e-17j -0.00177204-1.00494e-18j -0.00271043+3.24871e-17j 0.00173392+6.87694e-15j -0.00015131+7.40111e-17j 0.00205474+8.79022e-17j 0.000230299-3.60487e-17j -0.00180964-9.50258e-17j 0.00135635-5.49015e-17j -0.00319722-5.39286e-16j -0.00137518-1.79375e-17j -0.000273218-8.99981e-17j 0.00101931-4.06656e-17j -0.0016124-4.2379e-17j -0.00305273+3.39724e-16j 0.0013334+4.67882e-17j 0.00207271-3.03835e-16j 0.000112606-1.37194e-16j 0.00168013-5.04906e-17j 0.00079322+6.70644e-17j -0.00125698-9.89006e-17j -0.00289854-1.12567e-16j 0.00194375+6.36939e-17j 0.00159661+3.1208e-17j 0.00244122+2.31994e-17j -0.00300451-4.31798e-18j -0.000561847+3.71829e-18j -0.000553333-4.04804e-17j 0.000596822+6.28294e-17j 0.00119579-2.27612e-17j -0.000267146-7.13053e-17j 0.00133583-3.74326e-17j 0.000407359+9.04729e-18j 
0.000160036-2.15978e-16j -0.00101866+5.30721e-18j 0.000219763-1.21185e-16j -9.57477e-05-6.44798e-17j -1.06693e-05+8.78508e-17j -2.52349e-06+4.64852e-17j -0.000495892-4.35473e-17j 0.000638895-2.38973e-16j 0.000475197-1.09123e-17j -0.000166766-3.18981e-17j -0.000605542+5.2636e-17j -9.6711e-05-1.09884e-17j 0.000169778+1.99215e-17j -0.000249494+1.80819e-17j 0.000371683-2.62726e-17j 0.000557032-1.34247e-17j -0.000265163+3.11053e-17j -0.000248762+1.81312e-17j 0.000135784-1.72444e-17j -0.000334055-1.03058e-17j -0.000241158+1.00292e-17j -8.77117e-05-9.83576e-17j -0.000114108-6.06557e-17j -0.000444938+5.59363e-17j -0.000107967-4.24907e-19j 8.73078e-05+5.18439e-17j -0.000279435+4.01578e-17j 0.000162663-2.49615e-17j -0.000745189+8.05105e-17j -0.00028933+1.46469e-15j 0.000101639+5.23698e-16j -0.00053496+1.66456e-17j 2.09925e-05-5.5296e-17j 0.000802313-2.90192e-16j -0.000149381+7.84703e-17j -0.00103019+4.19005e-16j 0.000505877-2.15404e-16j -0.00141252+4.63129e-16j 0.00135889-4.56524e-16j -0.000759398+2.34227e-16j -0.000949182+2.97891e-16j -0.001715+6.15018e-16j 0.00118779+4.35732e-15j -0.000241342+2.00552e-16j 0.00134769-4.45684e-16j -0.000350906+8.92205e-17j -0.0003352+7.90386e-17j 0.000954968-3.35353e-16j -0.00154625+2.60499e-16j -0.000443288+2.43979e-16j -0.000185584-4.78766e-17j 0.000536976-2.23519e-16j -0.00129038+4.59419e-16j -0.00189036+8.71156e-16j 0.000556643-1.15671e-16j 0.00183123-8.0817e-16j -0.000313301+1.85475e-17j 0.000627259-3.03073e-16j 0.000307045-1.47468e-16j -0.000509476+5.98316e-17j -0.00145127+4.55504e-16j 0.00117379-3.11963e-16j 0.00102982-3.22093e-16j 0.00129809-4.29953e-16j -0.00186672+5.93414e-16j -0.000427362+2.34951e-16j 7.46757e-06-1.87595e-17j -0.000153031+4.23939e-17j 0.000815611-3.09226e-16j 0.000468976-1.87945e-16j 0.00087184+9.69661e-18j 0.000604808-6.95609e-16j 
-4.97386e-05-5.5666e-17j -3.42547e-05-1.32939e-16j -0.000180401+9.16417e-17j -0.000655353+3.00667e-17j 0.000238162-8.09206e-17j -1.09103e-05-2.68304e-17j -0.000905144+3.08814e-19j 5.55304e-05+2.34644e-17j 0.000163688+6.66484e-17j -0.00035465-6.76394e-17j -0.000412612+2.17034e-17j -0.000192343-6.96453e-17j 0.000447596-6.38873e-18j -0.000188561+5.72319e-17j 0.000591493-5.02034e-17j 0.000711772-3.68649e-17j -0.000466708+5.43747e-17j 3.76161e-05+1.18453e-17j -9.32336e-05-4.63767e-17j -0.000551233+6.82061e-17j -0.00043541-3.73056e-17j -0.000439584-8.52793e-17j -0.000680067-1.95211e-17j -0.00043714+9.3502e-17j -0.000407998+4.96981e-17j 0.000420612+1.53763e-17j -0.000130435+3.47565e-17j 0.000299787-4.04386e-19j 0.000461511-4.27573e-16j -0.000685445+4.44275e-15j 0.000263097+1.31636e-15j -0.000883548+1.12625e-16j -0.000320933+2.26579e-16j -0.000519126+1.80354e-16j -0.000173649-2.07901e-17j 0.000677601-2.29474e-16j -0.000352429+1.14973e-16j 0.00123732-2.99348e-16j -0.00112185+2.67519e-16j 0.000769944-1.41026e-16j 0.000861712-1.92831e-16j 0.00121684-3.47054e-16j -0.000872568-3.24047e-15j 5.29575e-05-8.51565e-17j -0.000906753+2.21505e-16j 2.11406e-05-2.71498e-17j 0.000610722-5.78629e-17j -0.000722907+2.03766e-16j 0.00138481-9.11803e-17j 0.000482468-1.16595e-16j 0.00016377+2.26349e-17j -0.00042354+1.24198e-16j 0.000742089-2.29057e-16j 0.00141274-5.31967e-16j -0.000531404+8.66847e-17j -0.0011014+4.713e-16j 6.23929e-05+1.65771e-17j -0.000641321+1.75016e-16j -0.000242167+5.33252e-17j 0.000547315-5.71417e-17j 0.00126128-2.51544e-16j -0.00088118+1.93207e-16j -0.000730314+1.80833e-16j -0.00106956+2.5247e-16j 0.00141198-3.56169e-16j 0.000293754-1.03896e-16j 0.000160804+4.1697e-18j -0.000165074-2.77031e-17j -0.000641484+1.7556e-16j -3.5095e-06+9.64182e-17j -0.000561644+9.46628e-17j -0.000271262+2.53252e-16j 
-0.000330348-2.78125e-16j -0.000143731-1.8289e-16j 0.000824093+4.94052e-17j -0.000168807-3.40327e-17j -0.000926232-6.16394e-17j -0.000522265-4.46289e-17j -0.000189549-6.38384e-17j -0.000719574+1.09803e-16j -0.000258077+1.01102e-18j -0.000730742-9.22747e-17j 0.000749019+3.32566e-19j -0.000875759-5.37309e-17j 0.000483686+5.36196e-17j 0.000717665-1.91325e-17j 5.46841e-05+4.68196e-17j -0.000251163+2.01015e-17j -0.000101697-7.59636e-17j 0.00080333+8.75448e-17j -0.000888494-1.85047e-16j 0.000494227+7.56314e-18j -0.000482008-6.91671e-17j 0.000435924+1.18902e-16j -0.000518791-6.04926e-17j 0.000837388-2.43016e-17j -4.50262e-05-7.84122e-17j 0.000519248+9.64596e-17j 0.000904018+1.34473e-16j -0.000187291-2.65427e-18j -0.000147286-2.67487e-17j -6.50805e-05+3.13778e-16j 4.59755e-05+5.14624e-16j 0.000663039+4.1707e-17j -0.00023662+1.26055e-16j 0.000305531-9.73262e-18j -5.07877e-05+2.9882e-17j -0.000280155+5.0486e-17j -0.000267693-5.36028e-17j -0.000264297+1.07841e-17j 0.000134364-4.19344e-17j 4.97307e-05+2.1928e-17j -0.000291148+1.2751e-18j -0.000213929+6.38527e-17j 0.000453508+1.79135e-15j 0.000121504+5.50551e-17j 3.69707e-05-5.68517e-17j -0.000356211-4.00509e-18j 0.000569482+1.37641e-17j 0.00040843-3.8311e-18j -1.68762e-05+4.98888e-17j 0.000474622+8.74472e-17j -0.000207558-7.75977e-17j -7.9631e-05-1.46386e-17j -0.000112203+7.66362e-17j -0.000363491+1.06221e-16j -2.80061e-05+1.48939e-17j 0.000698766-6.98351e-17j -0.000355163-2.60353e-18j -0.000365478-6.72439e-17j -0.000353672-7.22483e-17j -8.32656e-05-1.96617e-17j -1.0353e-05+5.3936e-17j 0.000299016+3.00214e-18j 0.000183407-2.82197e-17j 6.69237e-05-4.40786e-17j -0.000494382+1.87445e-17j 1.08368e-05+5.91266e-17j 0.00026764+3.89567e-18j -0.000464477-2.5883e-17j 0.000288079-2.02049e-17j 0.000490725-2.59374e-18j 0.000381995+2.21709e-16j 0.000438659-4.84849e-16j 
-0.000213778+2.90927e-16j 0.00125502+4.08726e-16j -0.000441841-1.51162e-16j -9.69019e-05+2.76952e-17j 0.000196511+1.00609e-16j 7.41464e-05+5.96568e-17j 5.98183e-05+4.4174e-17j -0.00032977+7.867e-17j -0.000163523-2.15574e-17j -3.08803e-05+5.86312e-17j 0.00014015-3.24442e-17j 0.000100619+8.67054e-17j -4.34445e-05-5.41931e-17j 3.25779e-05-4.84191e-17j 2.6974e-05-1.23994e-17j -1.78531e-05-1.49481e-18j -7.38739e-05+9.10438e-18j 0.000104263-4.48931e-17j -3.20514e-05+5.1917e-17j -0.00013689-5.00231e-17j -3.21976e-05+2.97159e-17j -9.64587e-05-5.85965e-17j -0.000103213+3.5947e-17j -0.000104562-5.78982e-17j -0.000184315-2.16382e-17j 8.4565e-05-2.10661e-17j -1.24127e-05-4.90003e-17j 0.000285357+7.18173e-17j 0.00115289+8.67719e-17j -0.000254424+2.0425e-15j -1.95359e-05-2.39665e-16j -0.000424781-1.37201e-16j 0.000173689+4.02139e-17j -0.000896795-1.82176e-16j -6.45947e-05+1.37233e-17j 0.000790656+1.19246e-16j 0.000252839+1.61214e-16j 0.00147191+2.00666e-16j -0.00112727-1.50239e-16j 0.000638471+6.1801e-17j 0.00115165+1.95396e-16j 0.00124831+1.64977e-16j -0.0014622-6.08239e-15j -0.000451032-1.26131e-16j -0.000560746-1.05506e-16j 0.000290972+1.76807e-16j -0.000155814-1.51963e-16j -0.00112831-2.28918e-16j 0.00122307+2.83641e-16j -0.00049961-2.62392e-16j 0.000557047+2.80424e-16j -0.000227837-3.43378e-17j 0.000376167+5.29078e-17j 0.00164608+6.84578e-17j -0.000634329-8.74721e-17j -0.00167238-2.5302e-16j 0.000412373+1.99054e-16j 9.96522e-05+1.86417e-16j 0.000459732+1.78952e-16j 0.000856073+1.53026e-16j 0.00109617+1.36142e-16j -0.00131404-2.64891e-16j -0.000918606-1.65381e-16j -0.00103052-1.15511e-16j 0.00190103+3.38377e-16j -0.000254953-8.61502e-17j -0.000142155-8.17741e-17j 0.000476905+1.80273e-16j -0.000678212-1.27848e-16j -0.000414878-1.58312e-16j -0.00165801-4.8244e-16j -0.000818397+2.15834e-16j 
-0.000690107-9.47859e-17j 0.00109273+2.13953e-17j 0.000570723-5.02942e-17j 0.000286215+2.47627e-18j -0.000784428+4.82834e-17j -0.000427014+4.0526e-18j 0.000831077+2.12425e-17j -0.000788389+1.90212e-16j -0.0004189-3.03565e-17j -0.000140596+6.40038e-17j 0.00102576-6.57522e-17j -0.000268937+9.11617e-17j -0.000163628-1.1899e-17j 0.000692443-1.06556e-16j -0.000482904+4.97073e-17j -0.000851809+3.30369e-17j 0.000311527-6.7826e-17j 0.000575058-1.65708e-17j -0.000419268-5.60899e-18j 0.000743857-5.68124e-17j 4.95252e-05+2.53868e-17j 0.0006206+1.47957e-16j 0.00016957+4.77185e-17j 0.000863822-1.3022e-16j 0.000235385-6.6684e-17j -0.000156214-2.74438e-17j 0.000433582-2.78787e-17j -1.21749e-05+2.85283e-17j 0.000396831+1.29177e-16j 0.000199827-1.07364e-15j -0.00056222-3.14402e-15j 0.000894678-2.02992e-16j -0.000202464+1.1538e-16j 0.000274018-4.23011e-17j -0.000396518-4.09148e-18j -0.00059366+7.17858e-17j 0.000242601-8.86487e-18j 0.000105848+9.70476e-17j 0.000234094-6.80633e-17j 7.58105e-05+4.21617e-17j 2.51111e-05+6.66011e-17j -0.000522246+9.64125e-17j 0.00011104+3.84047e-16j -0.000706927+1.43228e-17j 0.000799651-1.70174e-17j -0.000672718-3.26065e-17j 0.00047219+7.71555e-18j 0.000270601-6.68217e-17j -2.19632e-05+5.35554e-17j -0.000349426+6.43338e-18j 0.000228933+5.95913e-17j 0.0001817-6.87253e-17j -0.00111772-2.15174e-17j -0.000424376+2.0024e-16j -0.000393828-1.50515e-17j 0.000978111-1.62804e-16j -0.000427851-2.70558e-17j 0.00021277-1.86471e-17j 0.000326571-9.38368e-18j 0.000492658+1.25527e-17j -0.000128635+8.46998e-17j -0.000105654-8.21228e-17j 0.000201957-5.48688e-17j 0.000131788-6.52648e-17j -0.00020642+1.14988e-16j -0.00085206-6.94263e-18j 0.000287472-1.83957e-18j -0.000205325+2.29278e-17j 0.000524984-3.32649e-17j 0.000698451-1.32061e-17j -0.000880028+1.80458e-16j 0.000215983-8.58287e-16j 
0.000145698+1.07468e-16j 0.000424432-1.11779e-16j -0.000595726+4.8281e-16j 0.000262508-1.3425e-16j 0.000637092-5.32232e-16j 0.000362348-2.8963e-16j 0.000549999-3.0208e-16j 0.000282179-3.34171e-16j -3.84527e-05-5.94519e-17j 0.000738384-5.02418e-16j -0.000223131+2.74295e-16j 0.000763262-5.83305e-16j -0.000535143+3.75187e-16j -0.000408109+3.95562e-16j -0.000335416+1.95534e-16j -0.000207015+6.391e-17j 0.000311137-1.77046e-16j -0.000528148+4.18233e-16j 0.000674762-4.461e-16j -9.4346e-05+1.41776e-16j 0.000581793-3.9213e-16j -0.000217+1.83481e-16j 0.000579955-3.8199e-16j -0.000332514+3.48391e-16j 0.000203486-9.4395e-17j -0.00058032+3.79107e-16j -0.000606807+4.58129e-16j -1.41593e-05-2.69556e-17j 0.000196978-1.13729e-17j 0.000320879-2.07227e-15j -0.000204571-1.12943e-15j -8.64782e-06+5.209e-17j 5.3363e-05-3.44122e-17j -0.000337592+2.89074e-16j 4.80158e-05-4.06391e-17j 0.000429922-3.96838e-16j -0.000125102+1.45718e-16j 0.000558598-4.878e-16j -0.000462593+4.17128e-16j 0.000200798-1.89301e-16j 0.000402912-3.43186e-16j 0.000628213-5.66365e-16j -0.000523723-1.65127e-15j 5.6796e-05-9.91587e-17j -0.000456046+4.01745e-16j 0.000249037-1.75867e-16j -0.000103141+5.2847e-17j -0.000441938+3.76291e-16j 0.00049423-3.76322e-16j -1.09442e-05-7.33733e-17j 0.000128506-4.88445e-17j -0.000129467+1.35713e-16j 0.000482793-4.2796e-16j 0.000737988-7.41364e-16j -0.000160256+1.20741e-16j -0.000844811+7.77009e-16j 0.000236343-1.52235e-16j -6.97593e-05+1.33347e-16j 1.07248e-05+4.05684e-17j 0.000166021-1.11453e-16j 0.000451327-4.11747e-16j -0.000488438+3.87993e-16j -0.000381305+3.2471e-16j -0.000426222+3.86675e-16j 0.000788712-6.64281e-16j 0.000171022-1.91115e-16j -0.000109385+7.8535e-17j 0.000250949-1.72528e-16j -0.000377799+3.3481e-16j -0.000381941+2.99599e-16j -0.000396849+1.40407e-16j -0.000375281+6.79787e-16j 
-0.000219514-2.80555e-16j -0.000235686-1.10004e-16j 0.0003596+5.19587e-17j 0.000415516-2.52805e-17j -0.000109629-4.52818e-17j -7.46044e-05-4.65238e-17j 0.00101757-1.55238e-17j 6.31189e-05-4.1818e-17j -0.000178887-5.48196e-17j 0.000721938+7.31122e-18j 0.000347794+9.39702e-18j 0.000498853-1.7564e-17j -0.000575946+4.46733e-17j 1.72896e-05+1.77814e-17j -0.000684661+7.2081e-17j -0.000765984+4.22573e-17j 0.000615418-7.12714e-17j -0.000245603+3.24042e-17j 0.000471585+3.11255e-17j 0.00056537-2.88386e-17j 0.000664066-1.852e-17j 0.000237965+9.2744e-17j 0.000730602-1.70211e-17j 0.000395383-5.95232e-17j 0.000586465-4.38621e-17j -0.000849687-1.25206e-17j -0.000413376-3.04302e-17j -0.000334766+6.93058e-18j -0.000827974+3.10504e-16j 0.000673968-4.5568e-15j -0.000684476-3.82744e-15j 0.00113299-2.12419e-16j -0.000635964+3.07679e-16j 0.000865924+7.11031e-17j -0.000333476-5.08024e-17j -0.000764009-5.18681e-17j -0.00063372-3.45356e-18j -0.000571937-1.30674e-18j 0.000570671+3.79563e-17j -0.000104486+9.74143e-18j -0.000644705-7.90915e-18j -0.000734979-6.85246e-17j 0.00109641+4.38886e-15j 0.000153246-5.57082e-17j 0.000371871+1.51919e-16j -0.000781891-1.49156e-16j 0.00104852+4.60748e-17j 0.000950268+5.78397e-17j -0.00026915-3.37919e-17j 0.000818148+3.39826e-17j -0.000376339-1.08136e-16j 4.4407e-05+4.74568e-17j -0.00047533-1.60776e-16j -0.00099088+7.54753e-17j 1.41207e-06-6.40209e-18j 0.00167499+8.36157e-17j -0.000722937-9.75513e-17j -0.000536226-2.60808e-17j -0.000603201-1.39462e-17j -0.000254039+2.7587e-17j -0.000322014-1.96814e-17j 0.000668697+3.47583e-17j 0.00059955+4.57228e-17j 0.000395127+1.85531e-17j -0.00111905-6.57714e-17j 1.40891e-05-6.86949e-17j 0.000488034+3.95554e-17j -0.000744612-5.41562e-17j 0.000629646+6.99518e-17j 0.000825774+1.0956e-16j 0.000801605+2.56591e-16j 0.000808764-8.06769e-16j 
-0.000207849+1.04943e-16j 0.000430061-4.40741e-17j 0.000204401-1.2878e-16j 0.000467665+4.75233e-17j -0.000281072+1.56167e-16j -8.38943e-05+8.41744e-17j 0.000810195+7.28935e-17j -0.000178412+1.19732e-16j -0.000176053-3.27227e-17j 0.000250472+1.82376e-16j 0.000457764-9.45162e-17j 0.000145716+1.71424e-16j -0.000375343-7.33997e-17j 0.0002335-1.36334e-16j -0.00048658-1.39695e-17j -0.000632544+6.41752e-18j 0.000369166+1.356e-17j 5.27616e-05-1.19317e-16j 5.45178e-05+1.45377e-16j 0.000476652-5.84979e-17j 0.000316062+1.31246e-16j 0.000392913+5.29876e-17j 0.000502363+1.33791e-16j 0.000396235-1.26465e-16j 0.000309769+1.27544e-17j -0.000380661-1.08875e-16j 4.32612e-05-1.08913e-16j -0.000105799-5.25856e-17j -9.9108e-05+1.33684e-16j 0.00041545-2.51162e-15j -0.000388051-2.13761e-15j 0.000665055-9.12089e-17j 9.11109e-05-4.84903e-17j 0.000394529-7.88309e-17j -0.000103697+7.64344e-17j -0.000629083+1.66455e-16j 0.00034614-1.25655e-16j -0.000614938+7.05462e-17j 0.00072965-1.03738e-16j -0.000402373+1.98536e-17j -0.000433033+2.99565e-17j -0.000918657+1.9937e-16j 0.000498771+1.93757e-15j -0.000372281+1.79059e-16j 0.000888021-1.83222e-16j -0.000286234+6.8764e-17j -0.000187022-2.711e-17j 0.000483724-8.02376e-17j -0.000789651-4.04904e-17j -0.000482892+1.35488e-16j 3.71607e-05-5.21024e-17j 0.000338328-1.00758e-16j -0.000933582+2.28287e-16j -0.000960648+2.98084e-16j 0.00012812+4.48879e-17j 0.00100675-3.27629e-16j -0.000194101+3.84231e-18j 0.000499754-1.23891e-16j 0.000332051-1.06146e-16j -7.43005e-05-9.99233e-17j -0.000773274+8.88466e-17j 0.000424661-3.02023e-17j 0.000496618-7.48199e-17j 0.000663491-9.26282e-17j -0.000841751+1.22714e-16j -0.000546453+1.7208e-16j 1.32908e-05-3.57791e-17j 4.30333e-05+3.6193e-17j 0.000559258-1.13616e-16j 0.000274483-1.35658e-16j -0.000100082+2.29551e-16j 0.000209858-4.5059e-16j 
