-0.221649+1.43495e-12j 0.191763+3.14973e-13j -0.10553-3.53903e-15j 0.183779+5.53892e-15j 0.0750578-3.65466e-15j -0.0557643-8.00221e-15j -0.0318248-1.47398e-15j -0.0162848+1.16491e-15j -0.0838409-2.08082e-15j 0.144112+1.08606e-15j 0.00848093+8.43559e-15j -0.049725-1.83413e-15j -0.150215-6.08316e-15j -0.140017-2.76067e-14j -0.00641913-2.82521e-15j -0.0425919+2.48606e-15j -0.0832968-2.45835e-14j -0.0723952-3.48004e-14j 0.208971+3.0751e-14j -0.0252898-5.08639e-15j 0.173541+2.96222e-14j -0.0270576-1.26963e-14j 0.169254-1.08506e-14j -0.0391338+4.82856e-14j 0.147838-1.11225e-14j -0.108271+3.60761e-14j 0.0572889+1.31355e-14j -0.146855-6.66335e-15j 0.00894277+1.60775e-14j 0.136335-1.78597e-14j 0.057958+2.93128e-15j 0.192739-5.34234e-15j -0.0785091+4.70013e-15j 0.0788708-1.1029e-13j 0.203267+2.54053e-14j 0.0014208+2.33249e-14j -0.0234448+1.09083e-14j -0.0684904+1.98934e-14j 0.042435-1.7583e-14j 0.00180857-9.52989e-15j 0.0701494-1.30893e-14j -0.0808264+1.60482e-14j 0.088079-8.87781e-15j -0.102689+1.13687e-13j -0.146436+7.76105e-15j 0.0529715+1.68919e-14j -0.00875069-2.77547e-14j -0.127358+3.33049e-14j -0.274954+4.91065e-15j 0.0207918+8.11168e-15j 0.112779-1.25787e-14j -0.0684978-5.03472e-14j 0.0794012+5.91877e-15j -0.00193463-5.33255e-15j -0.0451215-1.63486e-15j -0.0400549-4.06245e-15j 0.0737295+1.15477e-14j -0.00502064+6.55564e-15j 0.0478258-7.25331e-15j -0.0353828-5.54605e-14j -0.113592+3.24639e-14j 0.0715054+3.4569e-15j -0.0535886-2.54877e-15j 0.0612724-7.09863e-16j 0.0837428-1.48116e-15j -0.1563-1.248e-15j -0.0248547+2.47397e-15j 0.00833799-2.60677e-15j -0.0530087+1.904e-15j -0.0942649-1.73838e-15j 0.00665459+4.31517e-16j -0.0845531+4.63186e-15j 0.0420089+1.47527e-15j 0.0566254+2.8033e-15j -0.241596-7.8429e-16j 0.204234+3.04924e-13j -0.139815-1.36745e-12j 
-0.00532432+3.79151e-14j 0.00262954+8.41563e-15j -0.00316859-1.52846e-16j 0.00310204-3.5379e-17j 0.00531647-1.64269e-16j -0.00178043-4.03503e-16j -0.00635858+7.12553e-17j 0.000141749-1.61827e-16j -0.00263324+6.43571e-17j 0.000807702-2.16376e-16j -0.00270173+2.64459e-16j -0.00421018+1.67134e-16j 0.00222979-1.38667e-16j 0.00087032-6.74428e-17j -0.00105632+8.22438e-18j -0.00529693+9.78138e-16j 0.000545669-3.41391e-16j -0.00208876-1.54211e-15j 0.00427524+4.57416e-16j 0.00352205-1.51558e-16j 0.00124938+3.05757e-16j -0.00105431-1.58286e-16j 0.00226149-2.3223e-16j -0.00180708+1.98239e-15j 0.00428475-3.62566e-16j -0.00298537+1.48378e-15j -0.00194356+7.25875e-16j -0.00268217-3.30702e-16j 0.000239628+5.49251e-17j 0.00359614-9.52943e-16j 0.00627039-4.23604e-16j 0.00428446+1.41564e-15j -0.00508143+2.93802e-15j 0.00116888-1.97197e-15j 0.00333313+3.77072e-16j 0.00225931+6.85486e-16j 0.000697596+8.67898e-16j -0.00102413+9.33063e-16j 0.00390561-5.66994e-16j 0.00752145-1.23254e-15j -0.00497965-1.55855e-16j -0.00205413+1.79358e-16j 0.00274589-3.37549e-16j -0.00387837+4.56294e-15j -0.00418813+3.26621e-16j -0.00167572-3.96069e-17j -0.00206376-7.03964e-17j -0.000932711+8.55565e-17j -0.0069811-3.43065e-16j -0.000447581+6.0428e-16j 0.00339546-5.41168e-16j 0.000662739+1.41961e-16j 0.00166378-9.97125e-17j -0.000895818-1.51123e-16j 0.000120448+3.23658e-17j 0.0012876-4.87988e-17j -0.00548279-5.40546e-16j -0.000146655-1.65038e-16j 0.000912805+1.27665e-16j 0.000216707+1.87603e-16j -0.00248103+6.8974e-16j 0.00331506-1.86029e-16j 0.000558783-4.57433e-17j -0.00375734-1.79328e-16j -0.00137724+4.11969e-17j -0.0021494-3.65279e-17j -0.000605644+1.14585e-16j 0.00504771+5.68823e-16j -0.00432468+9.39336e-17j -0.00429852+1.44177e-16j 0.00421636-1.26088e-16j -0.00221754-1.96202e-17j -0.0021359-1.33395e-16j -0.00021674-1.55414e-16j -0.00581945+1.04296e-17j 0.00288911+8.8529e-15j -0.00467211-3.92333e-14j 
-0.0027003+1.62691e-14j 0.00306645+3.52137e-15j -0.00181588+6.93121e-17j -0.000445714+1.37851e-16j 0.00324503-1.23652e-17j -0.00146991-3.44735e-17j -0.00197627-1.4741e-16j -0.00209543+1.34637e-16j -0.0010397-1.48954e-17j -0.000529485+1.53239e-16j -0.000934416-2.04581e-16j -0.000604711-3.44543e-17j -0.000340518+2.4759e-16j -0.000735641-6.97714e-17j 3.36194e-05-1.72814e-16j -0.00393462+3.33022e-16j -0.000412448-2.83574e-17j -0.000780906-3.15065e-16j 0.000852327+5.61824e-17j 0.00155935+7.58377e-17j 0.00119185+4.44589e-16j -0.000995585-1.91264e-16j 0.00316003-3.50871e-16j -0.00200152+2.33209e-15j 0.00217715-1.22817e-16j 0.000786598-7.35932e-16j 0.000545427-2.83543e-16j 0.000140727+6.34419e-17j 0.000169783+2.3806e-18j 0.0015341-1.78294e-16j 0.00337693+1.90942e-17j 0.00313577-1.70807e-16j -0.000318235-7.88554e-16j 0.000588098-7.32017e-16j 0.00125532-8.72183e-17j -0.000952127+1.2091e-16j 0.00129899-1.71098e-16j 0.00246819+1.26961e-16j 0.00212723-3.52487e-17j 0.00256462+9.0346e-18j -0.00344705-2.8925e-16j -0.00295908+3.51318e-16j 0.00134603+6.05379e-18j -0.00130276+1.25e-15j -0.000704656-4.35052e-17j 0.00138066+1.70548e-16j -0.000549397-4.01236e-16j -0.000817832+3.62126e-16j -0.00468415+1.25858e-16j -0.00131895+5.94833e-16j 0.00117845-3.3979e-16j 0.00224904+1.32589e-15j 0.000197705+3.75229e-17j -0.00134723-1.6164e-16j -0.00172037+3.58439e-16j 0.00100363+5.89565e-17j -0.00152327-4.45524e-16j -0.000109921-2.30616e-16j 0.00214917-7.01746e-16j -0.000604819-7.23311e-16j -0.00139837+2.29739e-16j 0.000108733+2.65134e-16j -0.000141446+9.13009e-17j -0.000717997-2.57404e-17j 0.00062287-1.37763e-16j -0.0025169+1.00468e-16j -0.000379211-2.7015e-16j 0.00319249+4.11992e-16j -0.00235247-4.90542e-18j 0.000119956-1.8787e-16j 0.00102163+1.70552e-16j -0.000602421+8.51528e-17j -0.00176691+1.70667e-17j -0.00210526+2.2264e-16j -0.0026861+2.85399e-17j 0.0031982+4.86417e-15j -0.00228375-2.2026e-14j 
-0.000607622+4.98477e-15j -0.000102784+1.23934e-15j 0.0013536-1.45105e-16j 0.00492647-1.97281e-16j -0.00128845+1.6462e-16j 0.00106699-4.98513e-17j -0.00182308+3.45511e-17j 0.00335245-2.00395e-16j -0.0012943+1.22353e-16j 0.00330379-2.93411e-16j -0.000539504+1.62667e-16j -0.00137088+8.4628e-17j 0.00155887-2.34146e-16j -0.000627569-5.91682e-17j -0.000316516+3.75107e-17j 0.000679224-8.60147e-17j 0.000609805-1.72401e-16j 0.000322052+1.99414e-16j 0.00260381+3.78115e-16j 0.000189801-1.31732e-16j 0.00232149+2.86425e-17j 0.00066083-1.84839e-16j -0.00241894+3.02197e-16j 0.00143361-1.91502e-15j -0.000257981+2.84911e-17j -0.00454223+2.75487e-15j -0.00318716+6.85872e-16j -0.00225662-2.06115e-16j 0.000756195-8.5245e-17j 0.00268361-7.84374e-16j 0.00131222-4.69918e-16j -0.00183675+1.6239e-15j -0.0035223+3.57109e-15j 9.9756e-05-3.59745e-16j 0.00125734+5.3565e-16j 0.00314824+4.25814e-16j -0.00389818+1.03772e-15j -0.00470785+6.92061e-16j -0.0012534-3.75608e-16j 0.00128166-4.54994e-16j 0.00147134-1.12666e-16j 0.00201942-8.45748e-17j -0.000780613-8.55932e-17j -0.00158817+1.57421e-15j -0.00264753+1.37181e-16j -0.0033054-6.24185e-16j -0.00150963+5.40824e-16j -0.000125324-1.72041e-16j 0.000830432-2.6092e-16j 0.00228629-5.43548e-16j 0.000674412+2.06966e-16j -0.00335263-2.02947e-15j 0.000778137+5.12254e-17j -0.000194122-1.84778e-16j 0.00196544-1.30841e-16j 0.000193288+1.20331e-16j -0.000677959-1.24007e-16j -0.00170346+1.50179e-16j -0.00409333+1.2842e-15j 0.00156066+2.13883e-15j -0.00156319+5.58572e-16j 0.00344265-2.32441e-16j 0.000378855-8.59825e-17j -0.000226547+1.3812e-17j 0.000273867-5.74233e-17j 0.000907932-1.0141e-16j -0.000990195+2.09955e-16j -0.00216254-2.62274e-17j -0.000103486+2.74334e-17j -0.00414815+2.39357e-16j 0.00112753+1.42044e-17j -0.000975463+5.13995e-17j 0.0014255-1.38192e-16j 0.00485413-3.18852e-16j -0.00127125-7.00069e-17j -0.000137255-5.20678e-16j 0.000372627+2.88292e-15j 
-0.000978176+1.56467e-14j -0.00440925+3.59567e-15j -0.00264051-7.61006e-17j -0.000664121-3.38254e-16j -0.00121968+5.36235e-17j -0.000761307-1.96017e-16j 0.000624361+2.10401e-16j -0.000827295-2.74989e-16j -0.00165656+1.56546e-16j 0.000998193-3.09371e-16j -0.00071162+2.03605e-16j -0.00230967+2.38304e-16j 0.00205511-3.4973e-16j 0.000840258+3.61417e-17j -0.000280554+1.66271e-16j -0.000519531+3.24988e-16j 0.00209331+2.85703e-16j -0.000672425-8.27243e-16j -0.000130045-3.38431e-16j 0.00139295-7.18267e-17j -0.000450736-2.771e-16j 0.000757377+1.47555e-17j -0.00212848+4.13763e-16j 0.00142811-1.56552e-15j 0.00060278-7.04959e-17j -0.00015672+1.85716e-16j -0.000474304+4.89208e-16j -0.00262332+7.75644e-16j -0.00281752+5.52352e-16j -0.00177015+1.83673e-16j 0.000821381-3.68922e-17j 0.00160174-5.57129e-17j -0.000185892+1.80078e-16j 0.00112876-1.99492e-15j -0.000175637+1.71372e-16j 0.00279423+7.75382e-17j -0.00148501+5.61457e-16j -0.000916886+2.46546e-16j -0.000467564+1.63041e-16j -0.00142747-2.52956e-16j -0.000412777+1.00119e-16j 0.000273196-2.15502e-16j 0.00247183+6.16255e-17j 0.000804389-1.67527e-16j -0.00157234+2.84327e-16j 0.000268193+4.59914e-16j -0.00274411+2.69082e-16j 0.00281803-1.12791e-15j 0.000337556-3.50792e-16j -0.00108111-8.30257e-17j -0.000766285-1.55227e-16j 0.00103441+7.16512e-16j 0.00124401-1.18536e-16j 0.00193627+5.05864e-17j 0.00180203-2.45153e-16j -0.00052318-7.36115e-17j -0.00281026-1.00096e-16j -0.000619791-4.16743e-17j 0.00108322+1.51218e-16j -0.000273616-5.2882e-16j 0.000888535-2.06263e-16j 0.00322483-4.02727e-16j 0.000423677-8.00349e-17j -0.00210239+5.9687e-17j -0.00115615+1.2566e-16j 0.000296779-9.57253e-17j -0.000163955+1.72457e-16j 0.000980479+1.75922e-16j -0.00110292+1.07148e-16j -0.000668628+3.822e-16j -0.00179662-1.70574e-16j -0.000705287+1.31641e-16j 0.00185152-1.20625e-16j -0.00169545-3.45342e-16j -0.000113887+1.11259e-16j -0.00427722+2.33248e-15j -0.0022668-9.60636e-15j 
0.00275702-3.10697e-14j 0.00501865-6.72951e-15j 0.00484675-1.32672e-16j 0.00108685-1.97442e-16j 0.00173135-2.33774e-17j 0.0018924-2.09221e-17j -0.00200431+1.61042e-16j 0.00273744-2.44144e-16j 0.00296896-3.25951e-17j -0.00208146-1.93086e-16j 0.000444375+1.98828e-16j 0.00281683+4.12672e-17j -0.00140885-1.30387e-16j 0.000626009-2.38765e-17j 4.42451e-05+1.39763e-17j 0.00143256-1.75966e-16j -0.00238544-8.11751e-16j 0.00117301+9.16045e-16j -0.000216415+2.06644e-16j -0.00150052-1.30375e-16j -0.00079561-1.66217e-16j -0.000843259+3.4111e-17j 0.00148434+1.68397e-17j -0.00139078+1.17883e-15j -0.00147036+1.27937e-16j -0.000596644+1.17241e-15j -0.000541458+3.10331e-16j 0.00428223-1.25543e-15j 0.00459726-1.03421e-15j 0.00244556-7.72469e-16j -0.00159912-3.89524e-16j -0.00399205+9.85986e-16j -0.0007852+1.73441e-15j -0.00213249+3.23547e-15j -0.000525194-3.14797e-16j -0.00318563-7.07018e-16j 0.00220014+1.57279e-16j -3.32241e-05+3.79367e-16j 0.000928443-1.26944e-16j 0.00362352-4.73758e-16j 0.000183118+1.74009e-16j 0.00120711-3.38706e-16j -0.00436544-2.25848e-16j -0.00145896+1.06934e-15j 0.00249682+1.49631e-16j -0.00218104-2.65307e-16j 0.00414632+1.84933e-16j -0.0036276+1.17066e-15j 0.00144759-5.1902e-17j 0.00226165-3.95478e-16j 0.000867767+3.66061e-16j -0.00227467-1.24843e-15j -0.00206641-1.23627e-16j -0.00254972+9.70993e-17j -0.00155953-3.95263e-16j 0.000929475-3.54137e-17j 0.00279339+6.73146e-16j 0.00129843+4.43897e-16j -0.00291709+9.5893e-16j 0.00128278+1.60053e-15j -0.000821598+4.98772e-16j -0.00454764-3.50311e-16j -4.52268e-05-8.00045e-17j 0.00195147-1.69441e-17j 0.000355253+1.30375e-16j 0.00133216-1.78713e-16j 0.00039608+2.50007e-16j -0.00144356-1.87289e-16j 0.00197376-7.67835e-17j 0.000106505+2.4598e-16j 0.00396688-1.97696e-16j 0.00133676-2.83766e-16j -0.00312005-1.18796e-16j 0.00341469-3.3723e-16j 0.00128791-9.8047e-17j 0.00471426-5.14451e-15j 0.00425387+2.33762e-14j 
-0.00436232+3.32792e-14j 0.000896606+7.36883e-15j -0.00511267-1.1097e-16j -0.0024294+2.77675e-17j 0.0041939+1.78955e-17j -0.0036115-4.21093e-16j -0.00194792-9.24061e-17j -0.00356573+1.15056e-17j -6.46368e-05+1.89689e-17j -0.00333784-1.26231e-17j 0.00111718-1.10242e-17j -0.00180288-1.66456e-17j -0.000473038-6.63401e-17j 0.000199104+3.97252e-17j -0.000836805-5.0342e-17j -0.00167133+2.28184e-16j -0.000977881-1.55576e-16j -0.00225269-1.43327e-15j 0.00225887+3.38329e-16j -0.000958202-1.09444e-16j -0.00340982-2.51865e-16j -0.0018749+1.39143e-16j 0.00340252-2.72456e-16j -0.00467297+5.11728e-15j 0.0026726-1.07244e-16j 0.00372096-2.65179e-15j 0.00317607-2.01372e-16j -0.00123892+5.50358e-16j -0.00235434+5.79154e-16j -0.00320058+7.00109e-16j 0.00203711+2.69368e-16j 0.00523996-5.47986e-16j -0.000702925-1.24742e-15j -0.000103044+7.92139e-16j 0.00143896-4.40508e-16j -0.00233182-2.14101e-16j 0.00701841-5.23295e-16j 0.00593173-1.18212e-16j 0.00278509+4.00902e-16j 0.00375453+2.97259e-16j -0.00143232-1.66166e-16j -0.00411854+1.73562e-16j 0.00432301+3.59823e-17j 0.000634824+7.13928e-17j -0.00135872+1.96242e-16j 0.0024621+7.44898e-16j 0.00171685-3.37605e-16j -0.000887763+3.96048e-16j -0.00615258-7.70263e-17j -0.00357991+1.51796e-15j 0.00489973-1.05533e-15j 0.00351556+2.13117e-15j 0.00145436-6.10231e-17j 0.00038246+1.26146e-16j -0.00149085+4.30084e-17j -0.000267406-2.473e-16j -0.00139123+3.29422e-17j 0.0019321+4.67213e-17j 0.00667096-1.35893e-15j -0.00438999-6.57104e-15j 0.00205596-6.73175e-16j -0.00336462-1.87469e-16j -0.000335726+4.4853e-17j -0.0020517-2.10519e-16j -0.00285044-7.19584e-17j -0.00288652-3.77003e-17j 0.00235936-7.24886e-17j 0.00473403+4.88941e-16j -0.00247378+4.18614e-17j 0.00160357-3.34069e-17j 0.00119236+1.08225e-16j -0.00155411+4.01037e-17j -0.00218693-1.11729e-16j -0.00589912+7.75257e-18j -0.00392546-1.36682e-17j 0.00147096+9.07908e-15j -0.00515683-4.0449e-14j 
-0.000718319+1.07275e-14j -0.00284967+2.39658e-15j -0.00188082-8.65511e-17j 0.00196543-6.86575e-18j 0.000153425+4.23114e-18j 0.0019318+1.27488e-16j 0.00153334+4.83908e-17j 0.00138046-6.3647e-17j 0.00157188-1.53758e-17j 0.00435975-1.46076e-16j -0.00225099+1.35045e-16j -0.0011636+7.23346e-18j 0.0011049-6.14903e-17j 0.00144702+1.49416e-16j -0.00339047+2.12007e-16j -0.00142926+2.633e-16j 0.00466013+6.72687e-16j 0.00373177+2.62165e-15j 0.00253592+7.1519e-16j -0.00505509-4.1194e-16j -3.32505e-05-6.81414e-17j -0.00131102-6.56933e-17j -7.42548e-05-1.55093e-16j -0.0021527+1.97335e-15j 0.000742354-7.8478e-17j -0.00107735+1.26635e-15j -0.00340786+1.61783e-16j 0.00224011+1.74852e-16j -0.00306036-5.28148e-16j -0.00328199+5.99642e-16j -0.00202868+2.39689e-16j 0.00124979+4.73017e-16j -0.00339737+2.38551e-15j 0.00587555-9.97796e-15j 0.00171996+9.5423e-16j 9.208e-05+1.58711e-16j -0.00190433+1.67154e-16j 0.00446324-1.00096e-15j -0.00599536+9.41076e-16j 0.00252875+2.41634e-16j 0.00118205+4.21087e-16j 0.0017461-4.74265e-16j 0.0062705-8.42413e-16j -0.00471009+5.72615e-15j -0.00700206+2.38667e-16j -0.00360473-1.93501e-15j 0.00547711+7.83209e-16j 0.00305219-1.57474e-16j 0.00451465-4.89184e-16j -0.000125974+4.19032e-16j 0.00368082-7.19507e-16j 0.00194963+1.00943e-15j 0.00565041+2.63639e-16j -0.00190339+8.33025e-17j 0.00807403+2.83947e-16j -0.00079639+3.01071e-16j -0.00188277-4.21267e-16j -0.00295236-2.69153e-16j -0.0012115+4.10135e-16j -0.00114777-1.71676e-15j 0.000157811+7.35254e-17j 0.0023582+7.42212e-17j -0.000106542-1.15207e-16j 0.00460567+1.29617e-17j -0.00612385+1.96205e-17j -7.02392e-05-2.59884e-17j -0.00428744+5.50315e-17j 0.000675081+2.39891e-16j 0.00142614-8.79806e-17j -0.00155747+5.00732e-17j 0.00174405-1.24409e-16j 0.00150596-1.41624e-16j 0.00481091+4.42363e-17j 0.00195886-8.54273e-17j -0.00217844-2.31334e-17j -0.00341112+8.415e-16j -0.00125125-3.63335e-15j 
-0.000596965-1.68772e-14j 0.0126316-3.71833e-15j 0.00300474+5.33371e-16j -0.000710113-4.39733e-16j 0.00604257-7.71466e-17j 0.000401777+3.62709e-16j -0.00138505+2.37528e-16j -0.00199788+7.63997e-17j 0.00199454+2.5234e-16j -0.00197139-3.08862e-16j -0.000763144-1.22159e-16j 0.00464821+3.27187e-16j -0.00641412-1.39428e-16j -0.00243616-1.89868e-16j 0.00104643-1.71948e-16j -0.00439393+5.82631e-16j -0.004611-1.42116e-15j 0.000391942+8.15071e-16j -0.000477258-5.16376e-16j 0.000367206+2.43264e-16j 0.00371449+6.73238e-16j -0.00223514-3.60611e-16j 0.00959888-3.52514e-16j -0.0033846+4.22336e-15j 0.00225973-1.81583e-16j 0.00168331-2.27515e-16j 0.00286411+4.76806e-17j 0.00620759-8.30541e-16j 0.00608597-6.87609e-16j 0.00610631-9.32533e-16j 0.000771539-7.67238e-16j 0.00184775-1.10322e-15j 0.00254736-2.20089e-15j -2.18165e-05+8.75616e-18j 0.00203877-5.89465e-16j -0.00715741-1.26696e-15j 0.0032511-9.75938e-17j 0.0040786+1.22283e-16j 0.00388869+2.99188e-16j 0.00275942-5.05934e-16j -0.00407732-2.79037e-16j -0.00385514+5.54339e-16j -0.00348163-8.46413e-16j -0.00362329+2.90514e-15j 0.00350455+8.58868e-16j 0.00300534+8.66967e-16j 0.00428166-8.13154e-16j -0.00639329+1.86903e-15j -0.00611888+7.66061e-16j 0.00069078+1.64435e-16j -2.82973e-05-2.86763e-16j 0.00126499+7.11573e-16j -0.00259236-4.56042e-16j -0.00488106+6.67376e-17j -0.00623771-3.32911e-16j 0.00167925-1.10383e-16j 0.00433617+8.8673e-16j 0.00164579+7.66911e-16j 0.000872797-4.25014e-16j 0.00115683+2.06624e-15j -0.00444664+1.36197e-15j -0.0053606-3.48179e-16j -0.00147987-1.38596e-17j 0.00438522+1.97341e-16j 0.0046721+1.93918e-16j -0.00396594+3.10948e-16j -0.00121984-4.71494e-17j 0.00208794+6.92922e-17j -1.83142e-05+2.7761e-16j 0.00288339+3.628e-16j 0.00324763+5.74416e-17j 0.00161688+1.5863e-16j -0.00508101-2.93657e-16j 3.35162e-06+4.74539e-17j -0.00199802+6.13784e-16j 0.0123021+6.09993e-16j 0.00242768-1.81783e-15j 
-0.0107952+7.76662e-14j 0.00425284+1.70373e-14j -0.00689424-1.15086e-15j 0.00747762+1.09221e-15j 0.00223097-2.23328e-16j -0.00434609-1.13851e-15j -0.00243132-3.95955e-16j -0.00137227-2.86306e-17j -0.0043211-6.95685e-16j 0.00516917+6.98454e-16j 0.0020494+6.2151e-16j -0.00396567-7.76115e-16j -0.00268466-4.43497e-17j -0.00611956-1.70653e-15j -0.000886344-2.1587e-16j -0.00133318+5.84858e-17j -0.00200274-5.66506e-16j -0.00313573-1.80714e-15j 0.0100876+2.68836e-15j -0.00272825-6.74766e-16j 0.00461406+1.14794e-15j -0.0014714-4.34557e-16j 0.00383752-7.65636e-16j -0.00404968+3.9445e-15j 0.00497723-6.95662e-17j -0.00311657-5.47758e-17j 0.00139199+2.8597e-16j -0.00848743-8.01094e-16j -0.00303892+3.86697e-16j 0.00173129-3.40747e-16j 0.00496296+7.25213e-16j 0.00799151+1.20513e-15j -0.0053301+1.05008e-15j 0.00205586-2.24106e-15j 0.00741682+1.31547e-15j 0.00149398+1.72503e-15j 0.000512103+1.44618e-16j 0.000141976+3.72967e-16j 0.000103993-5.89709e-16j 0.00197335+1.58448e-16j 0.00388372+1.53731e-16j -0.00467629+3.66871e-16j 0.00641974+8.21442e-16j -0.0019048+2.9971e-15j -0.00831348-7.73223e-16j 0.00132054+3.97359e-16j -0.00114191-1.22728e-15j -0.00298193+9.66318e-16j -0.0113629-9.10717e-16j -0.00126484+1.07613e-15j 0.00823364-3.54363e-16j -0.00136071-1.29276e-15j 0.00470846+8.97879e-16j 0.000329791+2.93933e-17j -0.000236328+4.34526e-16j -0.00131775-2.62132e-16j 0.00108224-3.29169e-17j -0.00164426-2.82154e-16j 0.00373426-2.49877e-16j -0.00471255-7.82128e-15j -0.00189563+5.69335e-16j 0.00288899+7.34267e-16j -0.00151859-7.31806e-17j 0.000367042-4.20743e-16j 0.000522623-3.45512e-16j -0.00653603-5.97436e-16j 0.000541604+2.3291e-16j 0.000922596-1.99984e-17j -0.00374652-3.80523e-16j -0.00450874-7.59132e-16j -0.000275154-1.47344e-16j -0.00501921-3.89993e-16j 0.00233069+5.36785e-16j 0.0004498+1.08673e-16j -0.0110554-1.15502e-15j 0.00522814+1.60036e-14j -0.00865173-7.35302e-14j 
0.000521135-2.99812e-14j 0.014639-6.62032e-15j 0.00617549+1.02896e-16j 0.00095558-1.2707e-17j 0.00498955-1.07749e-16j 0.00050533-2.27965e-18j -0.00344456-8.1337e-17j -0.000948743+3.25079e-17j 0.00139565-9.53763e-17j -0.00209174-6.69977e-17j 0.000316947+6.00815e-17j 0.00604786-3.0632e-17j -0.00391763+2.48202e-16j -0.00463444-8.17373e-16j 0.00206661-3.33878e-16j -0.00538+6.20591e-16j -0.00492984-1.62785e-15j 0.00180891+1.8368e-15j -0.000909146+1.57302e-16j 0.000465536+4.50886e-17j 0.00536949+9.36782e-16j -0.00221822-6.07256e-16j 0.0072904-7.40184e-16j -0.0045713+4.80634e-15j -0.00057707+6.34162e-17j 0.00105315+1.49164e-16j 7.12275e-05-1.41616e-16j 0.00701701-1.83092e-15j 0.00758255-1.55995e-15j 0.0080405-1.75604e-15j 0.00470831-9.34125e-16j -0.00222394+5.71317e-16j 0.00145877-4.636e-16j -0.00299842+4.54839e-15j 0.000125235-8.37682e-16j -0.00673974-1.06437e-15j 0.00109368+1.85651e-16j 0.00456074+2.03711e-16j 0.00261362+2.44892e-16j 0.00461412-2.60157e-16j -0.00486891+1.58992e-16j -0.0048254+5.21966e-16j -0.00662847-8.66399e-17j -0.00239883+1.40557e-15j 0.00443882+2.62453e-16j 0.00129523+4.20025e-16j 0.00267026-8.91457e-16j -0.00646473+1.96022e-15j -0.00529304+2.26387e-16j 0.00129911+3.13546e-17j 0.000389523+4.05532e-16j 0.000708283+3.86584e-16j -0.00443321-2.29053e-16j -0.00759969+1.62189e-17j -0.00757937-7.57067e-17j 0.00406313+1.2565e-16j 0.00470287+5.84363e-16j -0.00105546+5.18613e-16j -0.00230415+4.51229e-16j 0.00147785+2.06267e-15j -0.00515172+1.72713e-15j -0.00555593-4.26492e-17j -0.000744566+1.0369e-16j 0.00419834-3.14348e-17j 0.00666061+8.64077e-19j -0.00374521+5.53499e-17j -0.00111721+1.51708e-16j 0.000212977-1.07818e-16j -0.000915257-4.72051e-17j 0.00185265-9.82499e-19j 0.00364723+2.97303e-17j 0.00128968-2.33261e-16j -0.00657295-1.68233e-16j 0.00251868+8.3418e-18j -0.00110263+1.79641e-17j 0.0143786-1.92578e-15j 0.00439142+8.60329e-15j 
0.00837528-7.81231e-14j 0.00633933-1.71694e-14j 0.0122228+1.93208e-16j 0.00219794-2.37084e-16j -0.000506203+7.05233e-17j 0.00469757+5.00336e-16j -0.00397795+9.43031e-17j 0.0063018-4.35916e-17j 0.00378697+8.49591e-17j -0.00285499-1.76627e-16j 0.000201905-1.59833e-16j 0.00561211+7.57161e-17j 0.00200686+1.55057e-16j 0.000778949+3.77627e-16j 0.00148548-1.15748e-16j 0.00154972-2.61088e-16j -0.00228686-8.39955e-16j 0.00380291+2.77304e-15j -0.0037239-3.04114e-16j 0.00026835+1.43852e-16j 0.000451823-1.76748e-16j 0.000177962-2.55109e-17j -0.00278209+6.78354e-17j 0.00032994-8.68345e-16j -0.00619085+4.25563e-16j -0.00253954+2.83797e-15j -0.00502872+1.36587e-16j 0.00790953-1.95639e-15j 0.00877383-1.92377e-15j 0.00603-1.70675e-15j 0.00026706-1.40248e-15j -0.0123494+2.59757e-15j -0.0010125+4.4728e-15j -0.00598419+8.89473e-15j -0.0045901-8.16915e-16j -0.00226915-9.0787e-16j -0.00198001+4.95239e-16j -0.00291834+3.046e-16j -0.00020046-3.17476e-16j 0.00507419-6.87358e-16j -0.00157783+2.69265e-16j 0.00349329-1.07974e-16j -0.0114956-1.15832e-16j -0.000654151-1.01235e-15j 0.00633953-2.1416e-17j -0.00585927-1.34215e-15j 0.00248988+8.4159e-16j -0.00345358+1.05043e-15j 0.00706522+2.38413e-16j 0.0051054-1.14081e-15j -0.00246589+1.05381e-15j -0.00457371-2.6396e-15j -0.00601564-2.80559e-16j -0.00546177-6.44954e-17j -0.002568-1.81139e-16j 0.00383008+3.00582e-16j 0.00301234+3.1123e-16j -0.000873862+5.01838e-16j -0.00998193+2.15039e-15j 0.00504337+7.46248e-15j -0.00209312+8.46779e-16j -0.00460413-1.73613e-16j 0.00132979+4.14327e-17j 0.00175652+8.02739e-17j 0.00301429+5.50571e-17j 0.0047851+6.82586e-17j -0.000220997+1.52223e-16j -0.0049283-4.81107e-16j 0.00294784-1.07329e-17j -0.00101114+1.69491e-16j 0.00539317+1.49775e-17j 0.00282854-2.73549e-16j -0.00536002-1.74499e-16j 0.00860536-1.74462e-16j 0.0063186+3.14116e-17j 0.00561604-1.54734e-14j 0.0106767+6.94211e-14j 
