0.495957-0j -0.509266-0j -0.0590299-0j 0.0718741-0j -0.0426101-0j -0.0359219-0j -0.00518488-0j -0.0419089-0j 0.0761682-0j -0.00604903-0j 0.036082-0j 0.0109939-0j 0.00520799-0j -0.0151257-0j -0.00218321-0j -0.0260693-0j -0.00460845-0j -0.000384037-0j -0.0294484-0j 0.0236588-0j -0.0052058-0j -0.0242937-0j -0.000433816-0j 0.062442-0j 0.00418233-0j 0.0170779-0j -0.00429456-0j 0.000348528-0j 0.0110383-0j -0.00554541-0j -0.00035788-0j 0.000919857-0j 0.00301897-0j -0.0009803-0j 0.000251581-0j -8.16916e-05-0j -0.0204805-0j -0.00341342-0j -0.00209028-0j -0.0226678-0j -0.000426678-0j -2.51422e-05-0j 0.017633-0j -0.00377796-0j -0.011947-0j -0.0181062-0j -0.00231352-0j -0.000472246-0j 0.00293883-0j 0.0205718-0j -2.78273e-05-0j -0.00199116-0j 0.0366033-0j 0.00179966-0j -0.00301769-0j -0.0121959-0j -0.00121933-0j -0.00184795-0j 0.000367354-0j 0.038392-0j -0.000248895-0j 0.00342864-0j -0.000377212-0j 2.16465e-05-0j 0.00742477-0j 0.0020996-0j 0.00610056-0j -1.46663e-05-0j -0.00203264-0j -2.22274e-05-0j -0.00196851-0j 0.00373581-0j -0.00124474-0j 0.00639867-0j 0.00042858-0j 0.00391837-0j 0.00076257-0j 0.00123746-0j 2.52543e-05-0j -0.000254081-0j 0.000799834-0j 0.000757787-0j 4.49348e-05-0j -0.000328085-0j -1.49718e-05-0j 0.000154683-0j -0.00020091-0j 4.71306e-05-0j -4.10106e-05-0j 9.11476e-06-0j -2.41657e-06-0j 
-0.0121959-0j -0.0112849-0j 0.00284901-0j 0.00345938-0j -0.00399193-0j -0.00086917-0j -0.000125454-0j -0.003959-0j -0.000620965-0j -0.000571432-0j -0.00081258-0j -8.96286e-05-0j -0.000117286-0j -0.000425851-0j -6.14664e-05-0j -0.000630776-0j -0.000111507-0j -9.29221e-06-0j 0.00139465-0j 0.00116048-0j 0.000246541-0j 0.0010738-0j 2.05451e-05-0j 0.000996385-0j 0.000205146-0j -0.00162603-0j 0.000189822-0j 1.70955e-05-0j 0.000176138-0j 0.00173848-0j 1.58185e-05-0j 1.46781e-05-0j -0.000287443-0j 0.000307323-0j -2.39536e-05-0j 2.56103e-05-0j 0.0970714-0j -8.25915e-05-0j -5.05767e-05-0j -0.210289-0j -1.03239e-05-0j -6.08344e-07-0j 0.0849375-0j 0.000178921-0j -0.282524-0j 0.0785929-0j 0.000109566-0j 2.23651e-05-0j -7.22675e-05-0j 0.386883-0j 1.31787e-06-0j 0.000240381-0j 0.0350349-0j -4.42546e-05-0j -6.68694e-05-0j -0.446442-0j 0.000147203-0j -4.0949e-05-0j -9.03344e-06-0j 0.0561495-0j 3.00476e-05-0j -0.000329173-0j -8.35867e-06-0j -5.32301e-07-0j 0.0416153-0j -0.000201576-0j -2.98088e-05-0j 1.77057e-06-0j 0.000379847-0j -4.9254e-07-0j -0.412728-0j -1.82541e-05-0j 0.000232608-0j -4.77738e-05-0j -4.11466e-05-0j -2.92554e-05-0j -3.7261e-06-0j -3.54076e-05-0j -2.42459e-06-0j 4.74809e-05-0j -5.97172e-06-0j -2.16826e-05-0j -2.19563e-07-0j 0.000351162-0j 2.79784e-06-0j -4.42595e-06-0j 0.000215042-0j -3.51887e-07-0j 4.38953e-05-0j -2.60802e-07-0j 2.58656e-06-0j 
0.00121933-0j 0.00123197-0j -0.000712483-0j 0.000176706-0j 0.000103078-0j -0.0168087-0j 1.25428e-05-0j 0.0978425-0j -0.0120087-0j -7.30109e-05-0j -0.0171589-0j 8.96099e-06-0j 1.28041e-05-0j -0.00707767-0j 5.28141e-06-0j 6.30645e-05-0j -0.0021564-0j 9.29027e-07-0j 7.12389e-05-0j -0.000290214-0j -0.00243591-0j -0.000293222-0j 1.04945e-06-0j 5.08955e-05-0j 0.00992347-0j 4.19867e-05-0j 0.0100263-0j -4.27526e-06-0j -0.0017403-0j 1.34149e-05-0j -4.31957e-06-0j 7.49762e-07-0j -0.00143567-0j -0.000458705-0j 6.18522e-07-0j 1.97621e-07-0j 4.95446e-05-0j 8.25743e-06-0j 0.0936145-0j 5.48358e-05-0j -0.000199652-0j 6.08217e-08-0j 4.33515e-05-0j 9.1393e-06-0j 0.000201082-0j 4.38007e-05-0j 0.103612-0j -0.000220974-0j 7.22525e-06-0j -0.000252347-0j 6.73173e-08-0j 3.35137e-05-0j 1.78816e-05-0j 0.0819127-0j 7.30012e-06-0j -0.000147203-0j 0.379945-0j 0.0827616-0j -0.000174696-0j 3.12928e-05-0j -0.000810311-0j -4.20579e-05-0j -0.000176506-0j 5.3219e-08-0j 1.82541e-05-0j -0.47681-0j 2.98026e-06-0j 2.46852e-07-0j -2.45338e-05-0j 5.37705e-08-0j 4.76203e-06-0j 0.0337873-0j -0.278139-0j 5.21546e-06-0j 0.0010169-0j 0.0591277-0j -7.20583e-05-0j 3.04235e-06-0j -3.09785e-07-0j 0.000593189-0j -0.000126102-0j 0.0344912-0j 2.19517e-08-0j 7.93672e-07-0j -1.80708e-07-0j -7.35595e-05-0j 0.00899787-0j 3.84155e-08-0j -1.91898e-05-0j 2.2409e-08-0j 5.84595e-09-0j 
-0.00184795-0j 0.00186635-0j -0.000216419-0j 0.000260181-0j -0.000143068-0j -0.0768838-0j 5.73713e-05-0j -0.0288739-0j 0.0181997-0j 2.1546e-05-0j -0.0259945-0j -1.35808e-05-0j 1.93973e-05-0j 0.0512158-0j -3.82177e-05-0j -9.5577e-05-0j 0.00326812-0j -1.40798e-06-0j -0.000316575-0j -8.81536e-05-0j 0.0108248-0j 8.90311e-05-0j -4.66358e-06-0j 7.49386e-05-0j 0.00301429-0j -5.82756e-05-0j -0.00304429-0j -1.29863e-06-0j -0.00256242-0j -0.000215041-0j 1.31155e-06-0j 1.10395e-06-0j 0.00199265-0j 0.00735302-0j -8.58481e-07-0j -3.16786e-06-0j -7.5087e-05-0j -1.25145e-05-0j -0.141877-0j 8.07402e-05-0j 0.000302582-0j -9.2178e-08-0j 0.000198292-0j 1.34567e-05-0j -4.38007e-05-0j -0.000200266-0j 0.152559-0j -0.000325363-0j 3.30487e-05-0j 7.44692e-05-0j 9.9118e-08-0j -7.30012e-06-0j -2.71003e-05-0j 0.374673-0j -3.33776e-05-0j -4.0949e-05-0j -0.0827616-0j -0.378403-0j -0.000799068-0j 4.74064e-05-0j 0.000176506-0j 1.24115e-05-0j 0.000807021-0j 2.43427e-07-0j -0.000132091-0j 0.14071-0j -4.51672e-06-0j -5.37705e-08-0j -6.82483e-06-0j -2.4585e-07-0j -0.000132237-0j -0.0512061-0j -0.0773731-0j 7.90106e-06-0j -0.000300092-0j 0.0895744-0j 0.000109208-0j -2.20152e-05-0j 9.14196e-08-0j 0.000165014-0j -0.000191036-0j -0.249587-0j -3.32688e-08-0j -2.20396e-05-0j -5.02696e-08-0j 0.000532295-0j -0.249863-0j 5.81968e-08-0j 0.000532884-0j -1.62158e-07-0j -1.62337e-07-0j 
0.000367354-0j -0.000377212-0j 0.00418017-0j -0.00508972-0j 0.00301741-0j -0.00772629-0j 0.0518578-0j 0.00298665-0j -0.00542816-0j -0.020046-0j -0.0025714-0j 0.036433-0j 0.0172589-0j 0.00107794-0j -0.00723499-0j -1.93095e-05-0j -0.0313989-0j -0.00389988-0j 6.58318e-05-0j 1.7524e-05-0j 0.107048-0j -1.79943e-05-0j 0.0132959-0j 4.62506e-05-0j 0.0284956-0j 1.26495e-05-0j -0.0292603-0j 0.00353928-0j 0.0752075-0j -4.10747e-06-0j -0.00363426-0j 0.00934111-0j 0.0205692-0j -0.00667911-0j 0.00255479-0j -0.000829575-0j -1.51699e-05-0j 0.000241719-0j 0.000299478-0j -1.679e-05-0j 0.136044-0j -0.000514216-0j -3.94184e-05-0j 0.000267534-0j -8.84909e-06-0j 4.04762e-05-0j 0.000331462-0j 0.150574-0j 0.000628101-0j 1.52375e-05-0j -0.000569132-0j 0.000141003-0j 2.7112e-05-0j 0.000778186-0j -0.000644955-0j -9.03344e-06-0j 0.000174696-0j -0.000799068-0j 0.353507-0j 2.84368e-05-0j 0.0793592-0j -0.000242797-0j -0.362993-0j -0.00133617-0j 5.4995e-06-0j -0.000300813-0j -0.000432007-0j -0.000299959-0j 0.000143941-0j 0.00137203-0j -1.45807e-06-0j -0.000535236-0j 0.000178335-0j -0.000453118-0j -0.136651-0j -0.00056139-0j -0.243142-0j -8.763e-05-0j 0.000516508-0j 0.0810125-0j -0.255024-0j -0.000108569-0j 0.00091902-0j 2.32331e-05-0j -0.000306208-0j -0.0493199-0j 2.87847e-05-0j 0.000963929-0j 0.0130761-0j 0.000186418-0j -4.94244e-05-0j 
0.038392-0j 0.0130644-0j -0.00151493-0j -0.00540538-0j -0.00100148-0j -0.000921894-0j -0.000133064-0j 0.00104492-0j -0.000616711-0j 0.000150822-0j -0.00279198-0j -8.90145e-05-0j -0.000402987-0j -0.00185346-0j -0.000267524-0j -0.000669039-0j -0.000118271-0j -9.85588e-06-0j 0.000734245-0j 0.00183143-0j 0.000129797-0j 0.000623218-0j 1.08165e-05-0j 0.000491181-0j 0.000323754-0j 0.0012107-0j 0.00011017-0j 2.69795e-05-0j 8.68294e-05-0j -0.00150529-0j 9.18086e-06-0j 7.23578e-06-0j 0.000214024-0j -0.0002661-0j 1.78353e-05-0j -2.2175e-05-0j 0.10296-0j -8.76015e-05-0j -5.36447e-05-0j -0.110712-0j -1.09502e-05-0j -6.45246e-07-0j -0.267379-0j 9.41969e-05-0j 0.0600599-0j -0.0909865-0j 5.76836e-05-0j 1.17746e-05-0j 0.000227495-0j 0.303062-0j 6.93826e-07-0j -5.11009e-05-0j 0.47241-0j 0.000139312-0j 7.74143e-05-0j 0.0561495-0j -3.12928e-05-0j 4.74064e-05-0j 2.84368e-05-0j -0.0608664-0j -6.38761e-06-0j -0.000257855-0j 9.67678e-06-0j 1.67566e-06-0j -0.537563-0j -0.000157903-0j -0.000401941-0j -3.76393e-07-0j -4.77738e-05-0j 5.7021e-07-0j 0.181325-0j -0.000246138-0j -2.92554e-05-0j 5.17871e-05-0j -3.22319e-05-0j 3.1713e-05-0j -5.02427e-05-0j 0.000457376-0j -1.89928e-06-0j -5.97172e-06-0j 6.47339e-06-0j 0.000280084-0j -2.96058e-06-0j -0.000154277-0j -3.51887e-07-0j 5.7172e-05-0j -9.4475e-05-0j 3.81448e-07-0j -1.92846e-05-0j 3.36889e-06-0j -1.13636e-06-0j 
-0.000248895-0j -0.000251475-0j -0.0139043-0j 0.00344846-0j 0.0020116-0j 0.00170666-0j -0.0114549-0j -0.00993439-0j 0.0012193-0j 0.0666782-0j 0.00174221-0j -0.00818375-0j -0.0116935-0j 0.000718627-0j -0.00482332-0j -1.2873e-05-0j -0.0209326-0j -0.00259992-0j -1.45416e-05-0j 5.92398e-05-0j -0.0236459-0j 5.98537e-05-0j -0.00293692-0j -1.0389e-05-0j 0.0963291-0j -8.57049e-06-0j 0.0973274-0j 0.0119645-0j -0.0168934-0j -2.73831e-06-0j 0.0120885-0j -0.00209824-0j -0.0139364-0j -0.00445274-0j -0.00173096-0j -0.00055305-0j -1.01132e-05-0j 0.000161146-0j 0.000199652-0j -1.11933e-05-0j 0.0906962-0j -0.00034281-0j -8.84909e-06-0j 0.000178356-0j -4.10457e-05-0j -8.94079e-06-0j 0.000220974-0j 0.100382-0j 0.000141003-0j 5.15101e-05-0j -0.000379422-0j 0.00065403-0j -3.65006e-06-0j 0.000174696-0j 0.000142464-0j 3.00476e-05-0j 0.000810311-0j 0.000176506-0j 0.0793592-0j -6.38761e-06-0j 0.368101-0j -0.000820772-0j 0.0801816-0j -0.000299959-0j -3.7261e-06-0j -0.0010169-0j 5.81607e-05-0j -0.00139133-0j -0.000478784-0j -0.000303068-0j -9.72046e-07-0j 7.20583e-05-0j -0.000593189-0j 0.000101781-0j -0.461946-0j 0.000126102-0j 0.032734-0j 5.93724e-05-0j 0.00174605-0j -0.269469-0j 0.0572845-0j 7.35595e-05-0j -0.000123727-0j 1.54888e-05-0j 0.00101853-0j 0.033416-0j 1.91898e-05-0j -0.000216522-0j 0.00871738-0j -0.000126304-0j -3.29496e-05-0j 
0.00342864-0j 0.00342042-0j -0.0385044-0j -0.000334546-0j -0.0272729-0j -0.000248334-0j 0.00342686-0j 8.22587e-06-0j 0.000526564-0j -0.000113512-0j -0.00024234-0j -0.00726626-0j 0.00334415-0j 0.000307746-0j -0.00424672-0j 0.0262655-0j 0.00150701-0j 0.000382063-0j 0.000422319-0j 0.0475474-0j 2.4231e-05-0j 0.0474334-0j 6.14312e-06-0j -0.000895477-0j 0.00272808-0j 0.033678-0j 0.00272154-0j 0.000691632-0j -5.13789e-05-0j -0.021951-0j 0.000689974-0j -1.30258e-05-0j 0.00193231-0j -0.00125946-0j 0.000489886-0j -0.000319302-0j -0.000141585-0j -0.162679-0j -1.44505e-05-0j -2.23053e-06-0j 0.000282006-0j 3.34085e-05-0j 0.0001219-0j -0.00256283-0j 0.000412081-0j 0.000121608-0j -2.27653e-07-0j 4.44271e-06-0j 0.14006-0j -4.03783e-06-0j 5.26317e-07-0j 0.473473-0j 0.000253045-0j 1.24414e-05-0j 0.139725-0j -0.000329173-0j 4.20579e-05-0j 1.24115e-05-0j -0.000242797-0j -0.000257855-0j -0.000820772-0j -0.00463939-0j -0.000242215-0j -2.87635e-05-0j -0.000151064-0j -4.1211e-07-0j 0.290744-0j -9.72348e-05-0j -0.378213-0j -2.86946e-05-0j 6.6881e-05-0j 2.58263e-05-0j -3.3596e-05-0j -0.29627-0j 8.04245e-06-0j -2.63172e-05-0j -0.000504008-0j -0.173569-0j 9.52769e-07-0j 0.000655637-0j 0.000513588-0j -1.54179e-05-0j -5.97086e-05-0j 0.0768449-0j 7.76717e-05-0j 0.000300884-0j 6.82601e-06-0j 6.08435e-05-0j -0.000133212-0j 3.5645e-05-0j -1.57813e-05-0j 
0.000377212-0j -0.000380966-0j -0.00422349-0j 0.00507752-0j -0.00279202-0j 0.00780635-0j -0.0523952-0j 0.0029317-0j -0.0018479-0j -0.0196772-0j 0.00263933-0j 0.0124028-0j -0.0177148-0j -0.00520017-0j 0.0349028-0j 1.95096e-05-0j 0.0317243-0j 0.0039403-0j 6.46205e-05-0j 1.79943e-05-0j 0.105079-0j -1.81734e-05-0j 0.0130512-0j -1.52968e-05-0j 0.0292603-0j 1.18955e-05-0j -0.0295515-0j 0.00363426-0j -0.0248739-0j 4.38951e-05-0j -0.00367043-0j -0.00308945-0j 0.0193431-0j 0.0713773-0j 0.00240249-0j 0.00886537-0j 1.53271e-05-0j -0.000244224-0j -0.000302582-0j -1.6481e-05-0j -0.137454-0j 0.000519544-0j -4.04762e-05-0j 0.000262612-0j 8.94079e-06-0j 4.08791e-05-0j 0.000325363-0j 0.147803-0j 0.000644955-0j -1.5201e-05-0j -0.000558661-0j -0.000142464-0j 5.53183e-06-0j 0.000799068-0j -0.000651375-0j 8.35867e-06-0j -0.000176506-0j -0.000807021-0j 0.362993-0j -9.67678e-06-0j -0.0801816-0j 0.000242215-0j -0.366607-0j -0.00137203-0j 2.6963e-05-0j 0.000300092-0j -8.81452e-05-0j 0.000303068-0j -0.000133189-0j 0.00138569-0j 2.69928e-05-0j -0.000109208-0j -0.000165014-0j 0.000154192-0j 0.136323-0j 0.000191036-0j -0.0496098-0j -0.000429634-0j -0.00051527-0j -0.0749611-0j 0.086782-0j -0.000532295-0j 0.000187514-0j -0.000430109-0j 0.000283335-0j -0.241806-0j -0.000532884-0j -0.000328016-0j -0.242074-0j 0.000913971-0j 0.000914982-0j 
-2.16465e-05-0j 2.22274e-05-0j -0.000495214-0j 0.000602966-0j -0.000357464-0j -4.73191e-06-0j -0.0188589-0j 1.82915e-06-0j -3.32443e-06-0j 0.00729006-0j -1.57484e-06-0j -0.0132495-0j -0.00627648-0j 6.60177e-07-0j 0.00263112-0j 1.13782e-06-0j -3.86612e-05-0j -0.0439374-0j -3.87918e-06-0j -1.03261e-06-0j 0.000131808-0j 1.06032e-06-0j 0.149796-0j -2.72534e-06-0j 3.50864e-05-0j -7.4538e-07-0j -3.6028e-05-0j 0.0398748-0j 9.26024e-05-0j 2.42035e-07-0j -0.0409448-0j 0.10524-0j 2.53267e-05-0j -8.22393e-06-0j 0.0287831-0j -0.00934627-0j 8.93893e-07-0j -2.86359e-05-0j 9.12325e-08-0j 9.89358e-07-0j 0.000514216-0j 0.131675-0j 2.32275e-06-0j -3.16941e-05-0j 5.21437e-07-0j -2.38508e-06-0j 1.00976e-07-0j 0.000569132-0j -7.44095e-05-0j -8.97878e-07-0j 0.145738-0j -1.67043e-05-0j -1.59759e-06-0j 2.37065e-07-0j 7.64062e-05-0j 5.32301e-07-0j 5.3219e-08-0j -2.43427e-07-0j 0.00133617-0j -1.67566e-06-0j 0.000299959-0j 2.87635e-05-0j -0.00137203-0j 0.342154-0j -3.24061e-07-0j -9.16393e-08-0j 5.11788e-05-0j 0.0768104-0j -1.70523e-05-0j -0.351335-0j 8.59176e-08-0j -1.63053e-07-0j 5.43277e-08-0j 5.36797e-05-0j -0.000516508-0j -1.71021e-07-0j -0.00091902-0j 1.03813e-05-0j -0.132262-0j 0.000306208-0j -0.000963929-0j -3.30744e-08-0j -0.235333-0j -2.75237e-06-0j 0.0784106-0j -0.000186418-0j 8.76892e-09-0j -0.246833-0j 4.94244e-05-0j -0.0477359-0j 0.0126561-0j 
-0.00742477-0j 0.0364023-0j 0.000883712-0j 0.00316673-0j 0.000742245-0j 0.000537771-0j 7.76206e-05-0j -0.00184648-0j -0.00114028-0j -0.000266516-0j -0.00257914-0j -0.000164585-0j -0.000372267-0j -0.00319363-0j -0.000460961-0j 0.000390273-0j 6.89911e-05-0j 5.74926e-06-0j -0.00129748-0j -0.000354186-0j -0.000229364-0j 0.00173651-0j -1.91137e-05-0j 0.00275115-0j -6.26119e-05-0j -0.000297487-0j 0.000306975-0j -5.21766e-06-0j 0.00048634-0j -0.00155175-0j 2.55812e-05-0j 4.05283e-05-0j -5.25888e-05-0j -0.000274313-0j -4.3824e-06-0j -2.28594e-05-0j -0.0600599-0j 5.11009e-05-0j 3.12928e-05-0j 0.195638-0j 6.38761e-06-0j 3.76393e-07-0j 0.0517094-0j -0.000166455-0j -0.0350349-0j -0.253522-0j -0.000101932-0j -2.08068e-05-0j -4.3996e-05-0j -0.177548-0j -1.22605e-06-0j 2.98088e-05-0j 0.107341-0j -2.69419e-05-0j 0.000215704-0j -0.0416153-0j 1.82541e-05-0j 0.000132091-0j -5.4995e-06-0j 0.537563-0j 3.7261e-06-0j 0.000151064-0j 2.6963e-05-0j -3.24061e-07-0j -0.307084-0j 9.25072e-05-0j -9.13288e-05-0j 2.19563e-07-0j 3.54076e-05-0j 1.58881e-06-0j -0.187019-0j -5.59273e-05-0j 2.16826e-05-0j -0.000457376-0j 1.8883e-05-0j -0.000280084-0j -1.14161e-05-0j 0.000261277-0j 1.11269e-06-0j 4.42595e-06-0j -5.7172e-05-0j 0.000159999-0j -6.727e-07-0j 0.000159122-0j 2.60802e-07-0j 3.26596e-05-0j 9.74418e-05-0j -3.36889e-06-0j 1.98902e-05-0j 1.92448e-06-0j 1.17204e-06-0j 
0.0020996-0j 0.00209457-0j 0.000498473-0j 4.33099e-06-0j 0.000353071-0j 0.0294152-0j -2.19499e-05-0j -0.000974354-0j -0.0623714-0j 7.27071e-07-0j 0.0287052-0j 4.65421e-05-0j -2.14201e-05-0j -0.0364525-0j 2.72012e-05-0j -0.000110363-0j 0.0037737-0j -1.6258e-06-0j -1.7745e-06-0j -0.000199785-0j 6.06766e-05-0j -0.000199306-0j -2.61409e-08-0j 3.76263e-06-0j 0.00683136-0j -0.000141509-0j 0.00681499-0j -2.94311e-06-0j -0.000128658-0j 9.22338e-05-0j -2.93606e-06-0j 5.54287e-08-0j 0.00483869-0j -0.0031538-0j -2.08462e-06-0j 1.35873e-06-0j -8.6703e-05-0j -1.44505e-05-0j -0.163825-0j -1.36592e-06-0j 0.000349391-0j -1.06438e-07-0j 7.46481e-05-0j -2.27653e-07-0j 0.000252347-0j 7.44692e-05-0j -0.0025809-0j 5.5043e-06-0j 1.24414e-05-0j -2.47266e-06-0j -1.67682e-09-0j 4.20579e-05-0j 0.000154958-0j 0.141048-0j 1.24115e-05-0j -0.000201576-0j 0.47681-0j 0.14071-0j -0.000300813-0j -0.000157903-0j -0.0010169-0j -4.1211e-07-0j -0.000300092-0j 9.16393e-08-0j -9.25072e-05-0j -0.00467209-0j 2.58263e-05-0j 3.09785e-07-0j -3.3596e-05-0j 9.14196e-08-0j 4.09561e-05-0j 0.292793-0j -0.380879-0j -2.63172e-05-0j 9.9642e-06-0j -0.298358-0j -0.000624441-0j -1.54179e-05-0j -3.03548e-09-0j 0.000812302-0j 0.000636311-0j -0.174793-0j 1.90229e-07-0j 6.82601e-06-0j -2.47458e-07-0j 0.000372781-0j 0.0773866-0j -1.93845e-07-0j -0.000165043-0j -1.13563e-07-0j 5.02783e-08-0j 
0.00610056-0j -0.00124474-0j 0.00682479-0j -0.0418198-0j 0.00492639-0j -8.77994e-05-0j 0.00121158-0j -0.000102433-0j -0.000797435-0j 0.00141351-0j 0.00044383-0j 0.0110041-0j -0.00612458-0j -3.69699e-05-0j 0.000510163-0j 0.00928627-0j 0.000532809-0j 0.00013508-0j 0.01049-0j -0.0424129-0j 0.000601872-0j 0.00865377-0j 0.000152589-0j 0.0952746-0j -0.00243348-0j -0.0306152-0j 0.000496519-0j -0.000616945-0j 0.00546648-0j 0.00197536-0j 0.000125879-0j 0.00138588-0j -0.00175658-0j 0.000113338-0j -0.000445334-0j 2.87339e-05-0j -5.0058e-05-0j -0.0575156-0j -5.10902e-06-0j -5.5404e-05-0j 9.97041e-05-0j 1.18117e-05-0j 0.000216896-0j -0.0636581-0j -2.92005e-05-0j -4.42546e-05-0j -5.65465e-06-0j 0.000110352-0j 0.249209-0j 0.000253045-0j 1.30732e-05-0j -0.0335508-0j -0.000128993-0j 2.21368e-05-0j -0.0508477-0j -2.98088e-05-0j -2.98026e-06-0j -4.51672e-06-0j -0.000432007-0j -0.000401941-0j 5.81607e-05-0j 0.290744-0j 8.81452e-05-0j -5.11788e-05-0j 9.13288e-05-0j 2.58263e-05-0j -0.148211-0j 6.89016e-06-0j -0.0342497-0j 1.04423e-05-0j -4.81138e-06-0j -1.31653e-05-0j -3.04235e-06-0j -0.461822-0j -0.000504008-0j -4.1023e-05-0j 0.000256925-0j 0.104935-0j -5.97086e-05-0j 5.93724e-05-0j 0.000800576-0j 9.32121e-06-0j 3.04373e-05-0j -0.00552818-0j 7.0337e-06-0j -0.000181906-0j -4.9106e-07-0j 9.48422e-05-0j 9.58318e-06-0j -2.155e-05-0j 1.1353e-06-0j 
1.46663e-05-0j 1.48183e-05-0j 0.00164721-0j -0.000408531-0j -0.00023831-0j 1.04523e-06-0j 0.00416575-0j -6.08424e-06-0j 7.46749e-07-0j -0.0242486-0j 1.06701e-06-0j 0.00297615-0j 0.00425253-0j 4.40118e-07-0j 0.00175408-0j 7.58548e-07-0j -2.57741e-05-0j -0.0292916-0j 8.56871e-07-0j -3.49074e-06-0j -2.9115e-05-0j -3.52691e-06-0j -0.0330884-0j 6.12178e-07-0j 0.000118609-0j 5.05021e-07-0j 0.000119838-0j 0.134796-0j -2.08008e-05-0j 1.61357e-07-0j 0.136193-0j -0.0236395-0j -1.71597e-05-0j -5.48262e-06-0j -0.0195016-0j -0.00623085-0j 5.95928e-07-0j -1.90906e-05-0j 6.08217e-08-0j 6.59572e-07-0j 0.00034281-0j 0.0877834-0j 5.21437e-07-0j -2.11294e-05-0j 2.41864e-06-0j 5.26841e-07-0j 6.73173e-08-0j 0.000379422-0j -1.67043e-05-0j -3.03526e-06-0j 0.0971584-0j -7.74813e-05-0j 2.15082e-07-0j 5.3219e-08-0j -1.68774e-05-0j -1.77057e-06-0j 2.46852e-07-0j 5.37705e-08-0j 0.000299959-0j 3.76393e-07-0j 0.00139133-0j 9.72348e-05-0j 0.000303068-0j 0.0768104-0j 2.19563e-07-0j -3.09785e-07-0j -6.89016e-06-0j 0.356279-0j 5.67203e-05-0j 0.0776064-0j 5.72784e-08-0j 2.19517e-08-0j -1.80708e-07-0j -1.20578e-05-0j -0.00174605-0j 3.84155e-08-0j 0.000123727-0j -7.0337e-06-0j -0.44711-0j -0.00101853-0j 0.000216522-0j 2.2409e-08-0j 0.0316827-0j -1.83491e-06-0j -0.260814-0j 0.000126304-0j 5.84595e-09-0j 0.0554447-0j 3.29496e-05-0j 0.0323427-0j 0.0084374-0j 
0.00203264-0j 0.00188081-0j 0.0224609-0j 0.0272729-0j -0.0314714-0j 0.000144862-0j -0.001999-0j 0.000659833-0j 0.000103494-0j -0.0091053-0j 0.00013543-0j -0.00142816-0j -0.00186885-0j 7.09752e-05-0j -0.000979416-0j -0.0153216-0j -0.00087909-0j -0.00022287-0j 0.033876-0j 0.0281881-0j 0.00194367-0j 0.0260826-0j 0.000492766-0j 0.0242022-0j 0.00161732-0j -0.0394962-0j 0.00149651-0j 0.000410029-0j 0.00138863-0j 0.0422278-0j 0.000379401-0j 0.000352049-0j -0.00226613-0j 0.00242286-0j -0.000574518-0j 0.000614252-0j 8.25915e-05-0j 0.0948959-0j 8.42946e-06-0j -0.000178921-0j -0.000164503-0j -1.94883e-05-0j 7.22675e-05-0j -0.205576-0j -0.000240381-0j 6.68694e-05-0j -1.8261e-05-0j 0.000356369-0j 0.0830339-0j 0.000329173-0j 4.22182e-05-0j -0.276192-0j 2.98088e-05-0j 7.37577e-06-0j 0.0768315-0j -0.000379847-0j -2.45338e-05-0j 6.82483e-06-0j -0.000143941-0j 4.77738e-05-0j 0.000478784-0j 0.378213-0j -0.000133189-0j -1.70523e-05-0j 3.54076e-05-0j 3.3596e-05-0j 0.0342497-0j 5.67203e-05-0j -0.436437-0j -1.57785e-05-0j -0.000351162-0j 3.04235e-06-0j -3.8768e-05-0j 0.0548911-0j -0.000655637-0j 4.87589e-06-0j -5.93724e-05-0j 0.0406826-0j -7.76717e-05-0j 0.000756569-0j -9.51545e-05-0j 3.61377e-06-0j -7.0337e-06-0j -0.403478-0j 8.96289e-05-0j -7.05239e-05-0j -3.58404e-05-0j -1.12727e-05-0j 0.000699436-0j -8.35479e-06-0j 8.28604e-05-0j 
