0.106244+3.17645e-12j 0.105391+0.00175619j -0.0814377-0.0842066j -0.0389437-0.0754403j 0.0591781+0.00315825j 0.00168424+0.0428085j 0.0402951+0.106669j -0.00361707-0.0166835j -0.0259698+0.0463027j -0.0293894+0.0226038j 0.0354224-0.0303065j -0.0163724+0.0095808j -0.0230401-0.0455961j -0.0113936+0.0642424j -0.0105952-0.0424621j 0.0299172-0.0314631j 0.00856364-0.0594965j -0.0101008+0.00198706j 0.000269963-0.0417212j -0.0351248+0.0131063j -0.00231999-0.033209j 0.00373133+0.00968899j -0.0153343-0.00472532j -0.0378699+0.0253954j -0.00679182-0.00541762j 0.010165-0.030218j 0.0261288-0.0123102j 0.0370768-0.0226666j 0.0303585-0.0179828j -0.00750021-0.00236426j 0.00159973+0.0155808j 0.00690907-0.000119357j 0.0151723+0.0228393j -0.0226403-0.0169033j 0.00998183+0.00755246j -0.0145501+0.021439j 0.0285712+0.0172803j -0.00843228-0.0121188j -0.035259-0.00894512j -0.0127215-0.0140514j 0.00203407-0.0195096j 0.0293125-0.0609038j 0.00284194+0.0170769j -0.0154435+0.0115817j 0.0110517+0.0112785j 0.0173982-0.0118153j -0.0220249+0.0280086j -0.0177674-0.0162853j -0.0177783+0.000653938j -0.00924718-0.00668626j 0.0457295+0.0404873j 0.0129499-7.15189e-05j -0.00716847-0.00588191j -0.0374675+0.0230988j -0.0145389+0.0331158j -0.00693762-0.00683862j 0.0144762-0.055606j 0.0335008+0.0257066j 0.0648412+0.0527546j 0.0326513-0.0180084j -0.0432175+0.00853698j -0.0120065+0.0180459j 0.00655585-0.033215j 0.0127866+0.0206116j 0.0463292+0.000125795j 0.0263303+0.0454492j -0.00958475-0.0116689j 0.0495993-0.0520085j 0.0311794+0.103146j 0.193229-0.196985j 0.0950492+0.276359j -0.348953-0.126243j 0.100609-0.0688073j -0.00166711+0.109503j 0.108242+0.0160213j -0.00819332-0.00696756j 0.16609+0.019055j 
0.0457295-0.0404873j -0.0577447+0.00710017j 0.0343792-0.00319707j 0.0603753-0.0797715j 0.0712726-0.0247797j 0.00489136+0.00631255j -0.0237132-0.0735257j -0.104553-0.0351799j -0.013908-0.106688j -0.0694784-0.0145752j 0.0366132-0.12181j 0.0580269+0.162012j -0.119632+0.0409348j 0.0780343+0.0962047j -0.0771714-0.0243484j -0.0478017+0.119237j -0.0436134-0.0110012j -0.107765+0.0761869j 0.0116049-0.0232802j -0.0126636+0.0950874j -0.00565514-0.0573857j 0.0778479-0.0481378j 0.0698483-0.0310683j 0.114028-0.0056277j 0.0347837-0.0202913j 0.0442207+0.0270679j 0.0633354-0.00226353j 0.00446176+0.0732149j -0.0551823-0.216461j -0.153015-0.0713119j -0.0627637+0.00224276j -0.0184541-0.150804j 0.033167-0.0978094j 0.072018+0.053488j -0.0145045+0.124145j -0.117885-0.0205985j -0.0393985-0.00485444j 0.0474292-0.119839j -0.025495-0.00164566j -0.105125+0.21331j 0.0532903+0.0148806j -0.0147655-0.0284726j -0.0281417+0.0319525j 0.00158614-0.162762j -0.0268094-0.0763996j 0.0329656-0.011747j 0.0205306+0.0171217j -0.140787+0.0316361j 0.0087548-0.0808067j -0.0283474+0.0398403j 0.0281656+1.62648e-14j -0.0818288+0.01306j 0.0693253-0.00939025j 0.0670489+0.00581911j 0.0446869+0.0595234j -0.138853-0.0368209j 0.0434166-0.0203116j -0.0213438-0.0202881j 0.11756+0.0242569j -0.0879262+0.0199981j 0.0857072+0.0205285j 0.0742855+0.0581796j 0.0608905+0.0762526j 0.0585445-0.000893421j -0.127629+0.028914j -0.057051-0.0123903j 0.00718115-0.0441427j -0.0647633+0.0219078j 0.0923715+0.0151709j 0.00109392+0.0650241j 0.0842323+0.00748709j -0.00139136-0.0387897j 0.0921487+0.0324506j -0.0933385-0.0295981j 0.0764612+0.0145625j -0.0659454-0.000217709j -0.00246377-0.00130284j 
0.0129499+7.15189e-05j -0.00351215-0.0133038j 0.0149034+0.0273381j -0.0367648+0.0167189j 0.0126332-0.0103768j 0.032281-0.0184596j 0.0159809-0.0190802j 0.11436+0.00358789j -0.0214947+0.0180094j 0.0173563+0.0344916j -0.0446403+0.0406467j 0.0166228-0.00264402j -0.00801053+0.0830408j 0.00159214-0.0693514j 0.101348-0.0629623j 0.0964635+0.0224774j 0.032001+0.060412j 0.0418833+0.0272231j -0.00646498-0.0173755j 0.0147024+0.050133j -0.0259006-0.0663331j 0.115254+0.12204j -0.0621674+0.0866451j -0.0985877+0.0872726j -0.0188221+0.0834782j 0.0360174+0.0145295j 0.0766377+0.0496235j 0.018045+0.0993666j -0.0192677-0.154679j 0.0114283-0.0566031j 0.0728307-0.015757j -0.0129716-0.0435049j -0.0633047-0.124926j -0.0411554+0.0703528j 0.0116244+0.00493619j 0.117453-0.0544014j 0.0168286+0.019201j -0.0382743-0.0513816j 0.0972504+0.00691568j 0.127497+0.0890924j -0.0730543+0.0765237j 0.0508648-0.0395312j 0.00657383+0.0242479j 0.0753847-0.0187998j 0.146637-0.117766j 0.0335672+0.0289017j 0.21416-0.0308789j 0.153495+0.0681958j -0.0577233-0.0609872j 0.231485-0.0241543j -0.0818288-0.01306j -0.220232-3.82333e-14j 0.0213142+0.0213727j -0.00917022+0.0640016j -0.153104-0.117194j -0.145487-0.0389621j -0.103214-0.0176027j -0.122259-0.000433901j -0.0221389+0.0380615j 0.0891162+0.0322997j -0.0246726-0.00834428j 0.00740309+0.0162466j 0.0107146-0.051661j 0.00305629+0.0183731j 0.0775047+0.042601j -0.0100888+0.0126086j -0.00518181+0.053384j 0.0657168+0.0338704j -0.0305983+0.0492402j 0.0246698+0.0103339j -0.031677-0.028492j 0.00849929+0.0319482j -0.0624008-0.0250054j 0.0573469-0.00887257j -0.0304766+0.0168144j 0.0547698-0.0331243j 0.0051464+0.0229362j 
-0.00716847+0.00588191j 0.00938958+0.0121295j 0.0556409+0.0478329j 0.0311906+0.0457503j 0.00700855+0.00962625j 0.055328+0.0344256j 0.0228227-0.0145285j 0.00436005-0.0506391j -0.116556+0.00395702j 0.00691018+0.0419831j -0.0666542-0.0109941j 0.0631429+0.054671j 0.0964015+0.112711j 0.0869984-0.0521553j 0.00706981+0.018873j -0.0108136-0.0360661j -0.044513+0.0130016j 0.106828+0.0174331j -0.0712874+0.0813953j -0.0489553-0.0543965j -0.0801524-0.0492978j -0.0153376+0.012248j -0.0560804-0.0891404j -0.0167709-0.00466519j -0.0512109-0.123471j 0.0332623+0.189265j 0.0430276+0.0428456j -0.00288874-0.0850146j -0.0617707-0.0241137j 0.0769816+0.12979j 0.0110968-0.0339649j 0.0297101-0.0659879j 0.0236806+0.0344817j 0.0708906-0.0831921j -0.22821+0.0741079j -0.0274696+0.0323214j -0.00553774-0.0223515j -0.0288531-0.0149479j 0.0762298-0.0193568j 0.035645-0.0206195j -0.0169482-0.105746j -0.117892+0.0774094j -0.0510315-0.0851852j -0.000942035+0.064436j -0.0206536-0.0194983j 0.0925416-0.048993j -0.0209723+0.0837174j -0.0359702-0.00196521j -0.112582-0.00388482j -0.0334476+0.0663873j 0.0693253+0.00939025j 0.0213142-0.0213727j 0.111386+2.27734e-14j 0.00433535+0.0919755j -0.0292398-0.0199376j 0.0862624-0.027402j 0.0867724+0.0292656j -0.0530105-0.0235095j 0.0311028+0.0051125j 0.0151304-0.0578278j -0.0474029+0.0196659j -0.0956948+0.019303j -0.0153131-0.000922045j 0.0256592-0.0663477j -0.0270627+0.0617467j 0.0217028+0.0814459j -0.0498087-0.00169582j 0.0182915-0.0355572j 0.0576804+0.026654j -0.00769008+0.0377799j 0.0342637-0.0217797j 0.0416666+0.0727285j 0.0160704-0.0520869j -0.0141576-0.0276298j 0.0230348-0.0023053j 0.01141+0.0158946j -0.00961629+0.016202j 
-0.0374675-0.0230988j 0.00880074-0.0155321j -0.00737531+0.0123318j -0.071886+0.0144111j -0.0707051-0.0275417j -0.0318715-0.060415j 0.032513-0.0164658j 0.105962+0.0745428j -0.0520471-0.0680224j 0.0582916-0.0467698j 0.0735206+0.0647366j -0.0567186-0.00609771j 0.0334323-0.0624424j 0.0104679+0.0565575j 0.0940842+0.0170183j -0.0765343-0.0101551j 0.0885359+0.0546867j 0.0677424+0.00500806j -0.020612+0.0278417j -0.0830392-0.125572j 0.0239604-0.0241636j 0.0470004+0.0790295j -0.0751509-0.0711563j 0.0981488-0.000271796j -0.0543091+0.0672696j 0.0342442+0.183183j 0.15897+0.0661716j 0.0526985-0.00988065j 0.0469187+0.0781708j -0.119155-0.0871232j -0.126658-0.0490819j 0.127867+0.0894904j 0.0372521-0.109292j -0.0960284+0.110402j 0.0487766+0.108209j -0.15228+0.0979984j -0.0145461-0.00648461j 0.0597129+0.0190955j 0.0216549+0.0250128j 0.126245-0.0732443j -0.0785641-0.137571j 0.096601+0.0128239j -0.109405-0.0502266j -0.0145393-0.010691j -0.0150824-0.00514409j 0.116887+0.00136041j -0.0304591+0.0563685j 0.0560735-0.108789j -0.0834935+0.0415066j 0.134+0.0270401j 0.0670489-0.00581911j -0.00917022-0.0640016j 0.00433535-0.0919755j 0.017614-9.02056e-16j -0.0402798+0.0205734j -0.0183439-0.0350845j -0.0517175-0.0641627j 0.131079+0.0467681j 0.0465386+0.0107676j 0.00105491-0.0153677j -0.0576813+0.0611695j 0.00897653-0.0210961j 0.0187712+0.018372j 0.00274555-0.000395985j 0.0334396-0.0281727j 0.0554122-0.00422082j -0.0883406-0.00755597j 0.022665-0.0481441j -0.0310106-0.0462608j 0.0256799-0.0604725j -0.0884174-0.0285672j 0.00459938-0.0433432j -0.0534126+0.00720786j 0.0869968-0.0323162j -0.0523253-0.0599512j 0.0412166-0.0126733j 0.00443417-0.0360567j 
-0.0145389-0.0331158j 0.0154489-0.0184084j 0.0351792+0.0765571j 0.0287544+0.00948633j -0.0251913+0.0646059j 0.00668405+0.0115105j 0.0518233-0.0522777j -0.12064-0.111256j -0.168473-0.0189615j 0.0957155+0.118824j 0.121076-0.0289051j 0.0909683+0.0685785j -0.00255147-0.00300413j 0.189972+0.152029j 0.0756004-0.0445708j -0.123407+0.180137j -0.0168017+0.0670653j -0.0357194-0.0173417j 0.0602368+0.052815j 0.0552527-0.110621j 0.0805171-0.00697586j -0.0357602+0.00481614j 0.0187809-0.0178085j 0.0799748+0.130755j 0.0195326+0.0668528j -0.0455112+0.0542616j -0.0601634-0.0333201j -0.0277916-0.100053j -0.0907279-0.00324833j 0.0233996-0.0238336j 0.0582647+0.053119j -0.18146+0.0388043j -0.00144003+0.153177j -0.0409949+0.00804648j 0.0531264-0.0939168j 0.00193322+0.0337236j -0.0936816-0.077698j 0.00629018-0.0103029j -0.0330385-0.0280536j 0.0149138-0.0626702j -0.135385+0.127283j -0.0584696+0.0550832j -0.0481935-0.0737838j -0.0651834-0.0431732j 0.107931+0.0293731j 0.0633881+0.0836874j -0.0254227+0.0512785j -0.0549448-0.0712337j -0.0204857+0.004255j 0.00396568+0.0554941j 0.0446869-0.0595234j -0.153104+0.117194j -0.0292398+0.0199376j -0.0402798-0.0205734j -0.0516812-8.57647e-15j -0.0108448-0.00581948j 0.0681557-0.00366619j -0.121671+0.0487871j -0.00122333+0.0453137j -0.0267126+0.0832278j 0.0480662+0.0156898j 0.00177828+0.0254137j 0.0384886-0.0181498j 0.0940262+0.00676886j -0.113694+0.00135738j -0.0569023-0.0326394j 0.0504429-0.0341615j -0.152236-0.0177887j 0.112432-0.0591244j 0.070324+0.0439909j 0.0999014-0.054326j -0.0178737-0.0749117j 0.0346408-0.066313j -0.0334014-0.0390636j 0.0738573-0.050523j -0.00105827+0.0300558j -0.00104387-0.0346892j 
-0.00693762+0.00683862j 0.049753-0.0120065j -0.052963+0.0211355j -0.169061+0.0106082j -0.0586161-0.0238203j -0.0706597-0.0583469j 0.08406-0.0586745j 0.340986+0.0612151j -0.0255834-0.131031j -0.0253605-0.0430493j -0.0236871+0.0140753j -0.101358+0.0586747j -0.130383+0.102376j -0.122124-0.0413543j 0.084144-0.0097413j 0.203956-0.0508179j 0.0974588-0.0268269j 0.159909+0.0409622j 0.0390915+0.0245336j 0.00205828+0.0128602j 0.0527604+0.0602483j -0.0777044-0.0795079j -0.083477-0.00920686j -0.153524-0.118403j -0.0389915-0.00497895j -0.0744842+0.0682885j 0.0641141-0.00812245j 0.00180419-0.274048j 0.0175788+0.126162j -0.0864731+0.129892j 0.00633974-0.0308152j 0.17114+0.0887035j -0.000161944+0.202329j 0.118374-0.00778968j 0.0340248-0.0620084j 0.0402708-0.0249613j -0.0559618-0.0725721j -0.0120052+0.0345248j 0.190612-0.132445j 0.198814-0.0885232j -0.0315126+0.156571j 0.0989879+0.0115191j 0.0332443-0.0497944j 0.0609354+0.0154879j -0.00309385-0.194138j -0.0488604-0.115596j -0.147486+0.0464506j 0.234145-0.0583569j -0.173386-0.0658031j 0.0447289-0.0371609j -0.138853+0.0368209j -0.145487+0.0389621j 0.0862624+0.027402j -0.0183439+0.0350845j -0.0108448+0.00581948j 0.122501+4.82947e-15j -0.149902+0.02048j 0.0449224+0.00792869j 0.0187541-0.0470916j 0.160987+0.0266037j -0.120278-0.0382362j 0.104597+0.0236133j -0.0447533-0.0151101j -0.0692904+0.0126717j 0.155464-0.0194486j 0.0423844+0.0269922j -0.136613+0.0294608j 0.235055+0.0395071j -0.0920398+0.0171827j 0.0527993-0.0653694j -0.230645+0.000423311j 0.0684644+0.0453219j -0.172713+0.0450504j 0.204343-0.0449489j -0.167429-0.00187814j 0.128844-0.0280545j -0.00578689+0.027894j 
0.0144762+0.055606j -0.0789785+0.0186171j 0.0061095-0.0459195j 0.189141-0.0499764j 0.0997426-0.0512136j 0.0415698+0.0893093j -0.0693425-0.00401098j -0.27898+0.0115151j 0.0868384+0.115994j -0.0891378-0.0448679j -0.169956-0.0495861j 0.0187422-0.0240126j 0.0198039-0.0164028j 0.105755-0.00967752j -0.0667076+0.0646657j -0.0793901-0.037939j -0.0728785-0.0545634j -0.186288-0.140068j 0.0133052-0.158685j 0.0379631-0.0206002j -0.181925-0.043184j -0.0672247-0.045169j -0.00972798-0.0116388j 0.00576717-0.0261258j 0.0449711+0.106253j 0.042637+0.0164531j 0.073561-0.0483439j 0.0468792-0.0886922j -0.0217986+0.122576j 0.0600649-0.0108145j -0.0145568+0.0825859j -0.0520825+0.0502339j 0.0109228+0.0363258j -0.115166-0.0690713j -0.0455311-0.0951737j -0.134285+0.0712953j 0.0746952-0.031115j -0.0809663+0.0328478j 0.0171464-0.0515296j -0.0262707-0.0596629j -0.145195+0.0968692j -0.0454935-0.0379005j 0.0552757-0.0459109j -0.0551703+0.0458633j 0.172011-0.14137j 0.162949-0.000972974j 0.0887731+0.035822j -0.14338+0.00188968j -0.0367925-0.021029j 0.0534705+0.0288094j 0.0434166+0.0203116j -0.103214+0.0176027j 0.0867724-0.0292656j -0.0517175+0.0641627j 0.0681557+0.00366619j -0.149902-0.02048j -0.0196563-5.78704e-15j -0.0467661+0.0243296j 0.103254-0.0178589j -0.137587+0.00218404j 0.0587113-0.00522039j -0.048428+0.00578026j -0.011928-0.00477049j 0.0667629-0.0712488j -0.150398-0.00146807j -0.111421-0.0650054j 0.111496-0.0285473j -0.130175-0.0307377j 0.116517+0.0370851j -0.0821163+0.103865j 0.143236+0.0354567j -0.0327588+0.0243176j 0.166043+0.0318057j -0.204694+0.0161224j 0.0920698+0.0687031j -0.130122-0.00284506j -0.0245537+0.0132437j 
0.0335008-0.0257066j 0.0700526+0.0312165j -0.0187131-0.000955142j -0.073744-0.0113037j -0.0435894-0.0802575j 0.0821546+0.0253769j 0.0166525+0.127451j 0.00366344-0.00449143j 0.00603349+0.0828502j 0.0466021-0.0401527j 0.0317026-0.0452483j -0.03225-0.0768872j 0.0921258+0.00777295j -0.066899+0.0298822j 0.0127215-0.022989j 0.0477892-0.0429202j -0.0559431-0.0984973j 0.0573387+0.0202417j -0.0289854+0.122497j -0.043631-0.00428694j -0.0279132+0.0128741j -0.0298237-0.17184j -0.117675+0.119677j 0.134022-0.0204067j -0.198079-0.0438551j 0.0324345+0.0367059j -0.0279626+0.0172874j -0.0574864-0.042198j -0.0195415+0.165738j 0.0472251+0.0447741j -0.0857509+0.00676213j 0.158259-0.103142j -0.0461534+0.0386915j 0.0490742-0.0134664j -0.0363975-0.0831274j 0.0441534+0.00880027j 0.00969047-0.0792819j -0.101517-0.0794991j 0.00513121-0.0739118j 0.12208+0.0658025j -0.0868664+0.0978563j 0.0606266-0.0173251j 0.0545589-0.0833557j 0.0375456-0.00693854j 0.037515-0.0637695j 0.0157441-0.00043455j 0.0176809+0.0199177j 0.0681553-0.149586j -0.120843+0.0653509j -0.0687874-0.0907074j -0.0213438+0.0202881j -0.122259+0.000433901j -0.0530105+0.0235095j 0.131079-0.0467681j -0.121671-0.0487871j 0.0449224-0.00792869j -0.0467661-0.0243296j 0.00136118-5.07927e-15j -0.0329809+0.0441601j 0.0374752-0.0317344j -0.0321749+0.0211186j 0.0864296-0.0644119j -0.0261219+0.0190637j -0.0794937+0.0587887j 0.0860947-0.00834503j 0.0575155+0.00799353j -0.090448-0.0663765j 0.0660699-0.0465716j -0.114807-0.00481069j 0.0492152+0.00809706j -0.118429-0.00772411j -0.00567243-0.0202854j -0.0938224-0.0418177j 0.0771841-0.00174083j -0.0669557-0.030416j 0.0304587+0.036957j 0.0315225+0.0102143j 
0.0648412-0.0527546j -0.0625791+0.00917659j 0.122962+0.0438141j 0.0411278+0.0368256j 0.0674413-0.0907908j 0.0778483+0.0990231j 0.125565+0.00562925j -0.0240005+0.116867j -0.0356319+0.0231151j -0.0191052-0.0542251j -0.0462572+0.0145114j 0.037096+0.0134908j -0.0773245+0.0226014j 0.151313-0.0460037j 0.0924792+0.00603132j -0.0467372+0.0939779j -0.0218168+0.062948j -0.0933831+0.0552398j 0.0411182-0.0291787j 0.0303741+0.0744035j 0.0351328+0.0744236j -0.0107543-0.0630666j 0.0257513+0.027465j 0.0190384-0.0851943j -0.0472726+0.0344205j -0.034731+0.0592027j -0.0783428-0.0443849j 0.0592165-0.00353806j 0.0107221+0.142491j -0.030947+0.0730926j 0.158054+0.112382j -0.0474401-0.0687914j 0.0361451-0.0991365j -0.128692+0.0120863j -0.0977979-0.0166664j -0.090218+0.10018j 0.0825992-0.0695034j 0.0471617-0.108625j 0.161159-0.0342033j -0.0456135+0.063684j 0.00528764+0.00571095j -0.0843297-0.0447872j -0.0244387+0.0548249j 0.00984386+0.0665104j -0.00824439+0.00295643j 0.0644068-0.0804174j -0.0444967+0.0813597j -0.0376284+0.00358971j 0.073137+0.0672328j -0.000669265-0.0990607j 0.11756-0.0242569j -0.0221389-0.0380615j 0.0311028-0.0051125j 0.0465386-0.0107676j -0.00122333-0.0453137j 0.0187541+0.0470916j 0.103254+0.0178589j -0.0329809-0.0441601j -0.00666316-4.94049e-15j -0.0315993-0.0446318j 0.062285+0.0294384j -0.0111608+0.0024561j -0.0392324+0.00347423j -0.0190113+0.0073214j -0.105171+0.0526843j -0.0500797-0.059499j 0.0510785+0.0518034j -0.111649+0.0159434j 0.0344872+0.0141725j 0.0268966+0.0704983j 0.0931036-0.0599007j -0.0273826-0.0510455j 0.0882235-0.00955383j -0.0622684-0.0488208j 0.104494+0.0135914j -0.038684-0.0114938j 0.0166423+0.00753599j 
0.0326513+0.0180084j 0.087735+0.00212195j -0.0959086+0.00478308j -0.141313-0.0358751j 0.00300273-0.133806j 0.0125526+0.065332j 0.117434-0.032258j 0.221899+0.0259905j -0.0262244+0.0387498j 0.0359933-0.0910238j -0.104726-0.0435093j -0.121117+0.00601488j -0.0876658+0.0969693j -0.126373-0.0213977j 0.131843+0.0243158j 0.136735-0.0836997j 0.131394-0.0249253j 0.186857+0.00801223j -0.00598648+0.00678564j 0.0277993-0.096691j -0.102631-0.160047j -0.0620346+0.0644105j -0.0690828-0.0774547j -0.0758177-0.0214475j -0.102399-0.0986648j -0.0647745+0.126223j 0.0857325+0.105102j -0.039529+0.064917j 0.0419918-0.14928j -0.00255114-0.00693789j 0.0244653-0.246374j 0.108482+0.0480891j 0.00938038+0.00252766j 0.225053-0.0426212j 0.0159042+0.070339j 0.236015+0.0975785j -0.0997964-0.0596813j 0.00820049-0.157902j -0.0682457+0.104747j 0.147623+0.0530626j 0.183611-0.0616875j 0.00545399+0.0472921j -0.0642411+0.0474276j -0.000826641-0.00194292j -0.0740397+0.0230099j -0.119633-0.00207787j -0.0943639+0.0505281j 0.132667-0.0435255j -0.101393-0.0129808j -0.0531386-0.0345061j -0.0879262-0.0199981j 0.0891162-0.0322997j 0.0151304+0.0578278j 0.00105491+0.0153677j -0.0267126-0.0832278j 0.160987-0.0266037j -0.137587-0.00218404j 0.0374752+0.0317344j -0.0315993+0.0446318j 0.170313-9.4369e-16j -0.159017-0.0524173j 0.102359-0.00668894j -0.153803-0.00842991j -0.0914043+0.0368352j 0.118988-0.0342681j 0.00287011-0.0199102j -0.128111-0.0332402j 0.213528-0.000874949j -0.0867605+0.0253411j 0.0696292+0.0118623j -0.277855-0.020928j 0.0656216+0.0348535j -0.17152+0.0275876j 0.160136-0.0477825j -0.190403-0.00155353j 0.0995591+0.0204991j 0.000786169+0.0455596j 
-0.0432175-0.00853698j -0.0779227+0.0810793j 0.102624+0.0868719j 0.147451+0.0635853j -0.158681-0.0505679j 0.205038-0.115272j -0.12391+0.0930183j -0.214548-0.0703299j 0.0759609-0.0269128j -0.0730647+0.0226587j 0.0687018+0.035034j 0.177096-0.0193157j 0.133954+0.0725416j 0.168654+0.0680746j -0.119335-0.0966146j -0.0722146+0.0551091j 0.00831389+0.0474964j -0.0679689+0.0440712j -0.107469-0.165227j 0.000437633-0.00929271j 0.0176472-0.0390285j -0.0083511+0.0262246j 0.0914727-0.0943203j 0.0820888+0.0497535j -0.00629414+0.00217291j 0.124913-0.0415604j -0.0554302-0.00779739j -0.0180599+0.0833632j 0.00538061-0.107609j 0.0278361+0.130597j -0.074292+0.0885j -0.124939-0.0288594j 0.0914497+0.0767597j -0.0541719-0.079132j 0.0238723-0.146358j -0.0226098-0.0955892j 0.109964+0.0597002j 0.086527-0.0608257j 0.0266453+0.0332754j -0.125363-0.113136j -0.0250691-0.0267195j -0.000638692-0.0642499j 0.0712034+0.0776473j -0.0568706+0.127499j 0.114499+0.00934456j -0.0667729+0.0285489j 0.0205546+0.0263111j -0.123943-0.0205719j 0.142715-0.0946229j 0.0201403+0.0142162j 0.0857072-0.0205285j -0.0246726+0.00834428j -0.0474029-0.0196659j -0.0576813-0.0611695j 0.0480662-0.0156898j -0.120278+0.0382362j 0.0587113+0.00522039j -0.0321749-0.0211186j 0.062285-0.0294384j -0.159017+0.0524173j 0.000193586+9.29812e-16j -0.0558898+0.00253818j 0.120524+0.0602406j 0.0114392-0.00162857j -0.196451+0.0582275j -0.0791953+0.00194661j 0.0974213-0.0592529j -0.256078-0.0290619j -0.0271263-0.0744883j -0.0494331+0.019479j 0.253231-0.00261245j -0.0709038-0.0341237j 0.158489-0.0495757j -0.112163-0.00638927j 0.187761+0.0384593j -0.0840695-0.00145094j -0.000192048-0.0307857j 
-0.0120065-0.0180459j 0.00428979+0.0083072j -0.155073-0.00377717j -0.088317-0.172619j 0.0816323-0.0578708j 0.0870378-0.0613995j -0.158186-0.139522j 0.187474-0.232155j -0.0441707+0.0321511j 0.0238915+0.0514869j -0.0423182-0.120638j -0.0260597+0.0810559j 0.012921+0.0964086j -0.239816+0.0939259j 0.143251-0.022447j 0.0646188+0.0921859j -0.0435978-0.0802142j 0.0530778+0.0175004j 0.137228-0.108209j 0.024346-0.0241878j 0.0571248+0.00510109j 0.0510813-0.0216262j 0.0260675-0.0213266j 0.0159751+0.0690381j 0.00835373+0.0896712j -0.000736866-0.0579491j -0.127661-0.0264716j 0.130382+0.00564706j 0.0402034+0.04785j 0.0998398+0.0769086j 0.108551-0.0149888j 0.17489+0.0008911j -0.00694696+0.0487878j -0.129761-0.0835843j 0.0367887-0.029411j 0.0514359-0.0609713j -0.135276-0.00952118j 0.0504231-0.0383091j 0.0736375-0.0821409j -0.0183002-0.0103072j -0.0363118+0.0318669j 0.0539949+0.0619364j 0.072002+0.0161885j 0.14187-0.018643j 0.00294115-0.0158767j -0.0881826+0.0892181j -0.0250361-0.0218015j 0.141841+0.004719j -0.00238874-0.0429235j 0.0463003+0.00335915j 0.0742855-0.0581796j 0.00740309-0.0162466j -0.0956948-0.019303j 0.00897653+0.0210961j 0.00177828-0.0254137j 0.104597-0.0236133j -0.048428-0.00578026j 0.0864296+0.0644119j -0.0111608-0.0024561j 0.102359+0.00668894j -0.0558898-0.00253818j 0.0465402+1.50054e-15j -0.0278083-0.0531505j -0.187654+0.00500615j 0.0976835-0.0510938j 0.0871561+0.0405156j -0.0953986-0.00274088j 0.0866127-0.0135186j -0.0715195+0.0413552j 0.0431604-0.0183007j -0.19199+0.0116725j 0.0718426+0.0515904j -0.1877-0.00933704j 0.110651+0.0256127j -0.137223-0.0345809j 0.0607002-0.00966485j -0.00389357+0.0272145j 
0.00655585+0.033215j -0.0362318-0.0322215j 0.00140715-0.0104221j 0.0507706-0.00109365j -0.0492172+0.0700313j -0.0509419-0.0581497j -0.117599+0.116616j -0.172769-0.0663806j 0.00829506+0.0830343j -0.114706+0.0737787j -0.0620626-0.0917102j 0.0441683-0.0528382j 0.0414734-0.00793126j 0.0146141+0.0154384j -0.0936574-0.0237159j 0.00132031+0.0916363j -0.142867-0.0135271j -0.0389386-0.0658424j -0.119888+0.0192909j -0.0175046+0.0332822j -0.00202207-0.0326263j 0.0156907+0.00144691j -0.0828374-0.0762413j -0.00867704-0.0402117j -0.0102936+0.0156521j 0.0293186+0.0513194j 0.0323892+0.0675791j 0.0370227-0.172141j 0.0322342-0.0145591j 0.0865065+0.135298j -0.00268434-0.134069j -0.152392-0.0549476j -0.0589164+0.00752839j 0.0125831+0.165066j -0.0298566+0.0680578j 0.0281541+0.0792408j 0.0716139-0.0423658j 0.0361062-0.102715j 0.0847894+0.0162416j -0.0687857-0.0508577j -0.0788471+0.0273539j -0.117468+0.0543967j -0.0382264+0.111628j 0.0161576-0.0456023j -0.0378698+0.151387j 0.056038-0.0912446j 0.0207765+0.0351712j -0.0515411-0.0747978j 0.226647-0.0320721j -0.00406541+0.0347453j 0.0608905-0.0762526j 0.0107146+0.051661j -0.0153131+0.000922045j 0.0187712-0.018372j 0.0384886+0.0181498j -0.0447533+0.0151101j -0.011928+0.00477049j -0.0261219-0.0190637j -0.0392324-0.00347423j -0.153803+0.00842991j 0.120524-0.0602406j -0.0278083+0.0531505j 0.0790973+1.97065e-15j 0.0431124-0.0109768j -0.0120928+0.00376917j -0.0878975-0.0278332j 0.0606472-0.00302144j -0.119954+0.036784j 0.0387852-0.0334892j -0.0261347+0.0183107j 0.175822+0.0573492j -0.0602773-0.0196981j 0.0536187-0.035689j -0.106968+0.02582j 0.0648357+0.0190532j -0.0391221-0.0618876j 0.0103352+0.0187363j 
