-0.011956+0.00615947j -0.00567227-0.00447028j -0.00577559+0.00505122j 0.00851668+0.000248514j -0.00449414+0.00138262j -0.0015024-0.003129j -0.00716902+0.00644475j 0.00543747+0.00250094j 0.0067009+0.00151213j 0.000381513-0.00340014j 0.00272395+0.00239747j -0.00185515+0.00695374j 0.00396698+0.00313248j -0.00115351-0.00530699j 0.00285521-0.00136734j -0.00410373+0.00390291j 0.0011432+0.00266135j -0.00324243+0.00324407j 0.00246616+0.00350178j 0.00226145+0.00139968j -0.00614648+8.11271e-05j 0.00236671+0.00539559j 0.000470696+0.00447684j -0.00311121-0.000310978j 0.00317946+0.0019356j -0.00275427-3.94395e-05j -0.0019101-0.0012678j -0.00128579+0.000751405j 0.00133449-0.00185386j 0.000695824-0.00189745j 0.00175652-0.0014669j -0.00407308-0.00252485j -0.00248453-0.000716243j -0.00231439+0.00224247j -0.000885153-0.000735253j 0.000611476+0.000895038j -0.00339485+0.000430866j -0.00171987+0.0024196j 0.00271552-0.00318062j 0.00634546-0.000345558j 0.00139304+0.00237891j 0.0032038+0.000572858j 0.00424846-0.00359429j -0.00371807+0.0040402j -0.00179067+0.00205549j -0.00454434+0.00449433j -0.0062274+0.00429224j -0.000956142+0.00704553j -0.00399237+0.00815368j -0.00563872+0.00455083j -0.00215078-0.0015855j -0.00664924+0.00756228j 0.00451389+0.00128354j 0.00169863-0.00976382j -0.00618763-0.00386685j -0.0113251+0.00588823j 0.00386077-0.00764042j -0.00697797+0.00253544j 0.00909794-0.0143661j 0.00325975+0.010653j -0.0195831-0.0113714j -0.00625856+0.0139843j -0.00462576-0.0039291j 0.00130881-0.00919366j -0.00577168+0.0143145j -0.0239908-0.0152308j -0.0125178+0.0133419j -0.0270674+0.000374435j 0.0475567-0.0126819j -0.0202999-0.049197j 
-0.000118783-0.000816386j -0.000310151-0.000456663j -0.000366168-0.000247961j 0.000917681-4.14864e-05j 0.00182922+0.000108207j -0.000125845-0.000936416j -0.000922255-0.00203199j 0.00107923-0.00133023j 0.0026614-0.000756664j -0.00116267+0.00010527j -0.00186868-0.00576442j 0.00199155+0.00373924j 0.00106133+0.000886269j 0.000512132+0.00306411j 0.00234879-2.92718e-05j -0.0036626-0.00320238j -0.00136835-0.00040447j -0.000509035-0.00375184j -0.00147525+0.00124338j 0.00398496+0.00416557j 0.0010403-0.00478793j 0.00196874+0.000804875j -0.00229104+0.000881179j -0.00226392+0.0020986j 0.00217641+0.000558078j 0.00634267-0.00812335j -0.00796113-0.00380362j 0.00158861+0.0031163j 0.00567693+0.00652943j -0.0024697-0.000304809j -0.0117221+0.0158992j 0.0029612+0.00932279j -0.0233692+0.000754091j 0.00142059-0.0111428j 0.0265806+0.00633267j 0.0088983+0.00172515j 0.00660186+0.032135j -0.00466361+0.0190905j 0.0287269+0.00167952j 0.00529266+0.0271207j -0.00666136-0.0262672j -0.0133917+0.00513318j -0.0169791+0.00311749j -0.0176443+0.0229719j 0.029121-0.0125295j 0.00322948-0.0310226j 0.00774885+0.00594906j -0.00964445+0.0402475j 0.0134938+0.00746203j -0.00252616-0.00708543j -0.0073544+0.000146781j 0.000673527-0.00361551j -0.00377776-0.0114987j 0.00279558-0.000760075j 0.00635941+0.0169536j 0.000528089-0.0195131j -0.00160428+0.00794517j -0.00267436-0.00256901j -0.00116406-0.00684894j 0.000324437-0.00660863j 0.000568023+0.00311947j 0.00221329+0.00135505j -7.31925e-05-0.00112348j -0.000866342-0.00441622j 0.00181987+0.000241636j 0.000574862-0.00220052j -0.000346777-0.000698463j 0.000620348+0.00165183j -5.72622e-05+0.0010266j -0.000241058+0.000229421j 
-0.000828068-0.00130637j 0.000885071+0.00132944j 0.00110393-0.0012003j -0.00107499-0.00141757j 0.00292932+0.00252313j 0.00340296+0.00193784j 0.00349033+0.00545672j -0.00111697-0.00134515j -0.000380374+0.000707109j -0.00209177-0.0057375j -0.00180601-0.000848214j 0.00664467+0.0053323j -0.00154276+5.72555e-05j -0.000929515+0.00324516j 0.0043614+0.00313763j 0.000321746-0.00654037j -0.000763168-0.00218693j 0.00393939+0.00979304j 0.00208516-0.00874304j -0.00303376+0.00303315j -0.00300316+0.00360802j 0.0061474+0.00271827j 0.00481135-0.00985287j -0.0096081-0.00554483j -0.00373396+0.00241946j 0.00798336+0.00467608j 0.00183798-0.00616627j 0.00261708+0.00180711j 0.00570367+0.0178847j 0.00923003-0.00976599j 0.00564261+0.00669861j -0.0115931+0.0135357j 0.00147493+0.0120923j 0.00958646+0.0158156j 0.00960165-0.00134638j 0.00891042+0.0194899j -0.000621741+0.00196925j 0.0136599+0.0113975j 0.0157095-6.15795e-05j 0.00370434+0.0147809j 0.00116859+0.0210009j 0.00135836+0.0132434j 0.00805608+0.0233081j -0.0126538-0.0166938j 0.00784532-0.00423209j 0.00238709+0.0319872j 0.00883709-9.5203e-05j 0.00108399+0.00149891j -0.0038508+0.0204297j 0.00902956-0.00378152j -0.0106589+0.00449375j 0.0111907-0.0172335j -0.0125434+0.0218987j -0.00674869-0.0107793j -0.000814861+0.0199732j 0.00249638-0.00185633j -0.00122312-0.00456024j -0.00056662+0.00651111j 0.00285101-0.00108251j 0.0032191-0.000922917j 0.00143817-0.0103336j 0.00360456+0.00281975j -0.000265468-0.00769498j -0.0018609-0.00308658j -0.000214854+0.0106196j -0.00158797-0.00199673j -0.000793684+0.00226692j -0.000478646-0.00291679j 4.8232e-05-0.00208197j -0.000396694+0.00227419j 
-0.00139052-0.00102727j -0.00182185+7.43576e-06j -0.000128719+0.000842201j -0.00228446-0.000745448j -0.000217942-0.000786937j -0.000384686-0.000439561j 0.00349883+0.00142134j -0.000642307+0.000428289j -0.00230426-0.00195978j -0.0025841-0.00130872j 0.00228886-0.00240321j -0.000585565+0.00144669j -0.00196759-0.00350156j -0.000289614-0.00065316j 0.00278509+0.00816892j 0.00194526+0.002393j -0.00184958-0.00206432j 0.00408967+0.0053769j -0.0107343-0.00162987j -0.00543906-0.00968237j -0.000960151-0.0044975j -0.000365045-0.00240652j 0.00117718+0.00431442j 0.0021624-0.00365037j -0.00422384-0.00919794j -0.00894923-0.00195538j -0.00296256-0.00267448j -0.00077696-0.00581057j 0.00393826+0.00304201j 0.00377188+0.0133466j -0.000922572-0.019416j -0.00886257-0.022966j -0.00375565-0.0194363j 0.00392495-0.0073996j -0.00106029+0.0191262j 0.0125915+0.0180986j -0.00862605-0.00122386j 0.00018635-0.014551j 0.0153261+0.0362307j 0.00706585+0.0127902j 0.00404853-0.00735827j -0.000946782-0.0121438j 0.00882713-0.0237075j 0.000179095-0.0126037j 0.00911902+0.0426353j -0.00515196+0.0138851j 0.00952463+0.0152574j -0.00836111+0.0312021j -0.01346+0.0117239j -0.00468759-0.0187662j 0.00545842+0.00370889j -0.012644+0.00991916j 0.00355532+0.00484206j 0.000673204-0.00281746j -0.00543922-0.0151469j -0.00622735-0.0106452j 0.00459196-0.000165591j 0.0044387+0.00412049j 0.00324102+0.000529485j 0.00573108+0.000108724j 0.000459598-0.00357761j -0.00154108-0.00375524j -0.00230437-0.00763849j -0.000176412+0.00182192j -0.00122337+0.00578087j -0.000341166+0.00120933j 0.00162766+0.00584131j -0.000163889-0.00316162j 0.000678148+0.00111195j -4.43011e-05-0.000377622j 
-0.00153607+0.00170585j -0.000402631+0.00270393j 0.000324238+0.000113068j 0.00140333+0.000657553j 0.000994563+0.00215182j 0.00115289-0.00349569j -0.00147916+0.000317491j -0.000422335+0.000171437j -2.67735e-05+0.00188233j 0.000373023+0.00157689j -0.0017011-0.00170169j -0.00210888+0.00982777j -0.00336499+0.00309908j 0.00103606+0.00103623j 0.0054543-0.00418282j -0.00168456+0.00460711j 0.000720661+0.000545508j 0.00738873-0.00985902j 0.00441865+0.00770415j 0.000274435+0.00453259j 0.00387411-0.00985118j -0.00115313+0.0020857j -0.00811641+0.00694042j 0.00919258-0.0155584j 0.000838853-0.00174681j -0.00517339+0.0125193j 0.000463416-0.00213367j -0.00620653+0.00125154j 0.0139481-0.0135814j -0.00684662-0.00216486j -0.0122598+0.00272285j 0.00162943+0.00183552j 0.0297514-0.0224303j -0.00422024-0.0042966j -0.0110354+0.0286769j 0.0193241-0.02055j -0.00595964+0.0137478j 0.00886557+0.000509645j -0.0320829+0.013075j 0.0209722+0.00597738j 0.00138213-0.0101694j 0.0152099-0.00651904j 0.0158296-0.00320457j 0.0130044-0.0181204j -0.0120821-0.0163953j 0.0140571-0.000510292j 0.0017625+0.000666008j -0.00564796+0.0079852j 0.00317937+0.0113271j -0.0246148+0.0129028j 0.0104632-0.00252283j 0.00543628+0.00505065j 0.00340854-0.00424171j -0.00153915-0.00708904j 0.00534896+0.0138216j -0.00363089+0.00391104j 0.00189794+0.000731952j 0.00274206-0.000930169j 0.000750527-0.00432017j -0.00197662-0.00367776j 0.00436386+0.000620385j -0.00171512+0.00462752j -0.00109652-0.00114262j 0.00156898-0.00419288j 0.00244283+0.00271795j -0.000703387-0.00229506j 0.000252558-0.0014019j -0.000592968+0.000650322j 0.00197736-0.00108502j 0.000838296+0.00063128j 
-0.000721672+4.77061e-05j -0.000594855+0.0012501j 0.000916267+0.00210217j -0.00288246-0.000418682j -0.000140065-0.0017205j -0.000370959-0.000409049j 0.000729556+0.00390686j -0.00215719-2.39015e-05j -0.00101616-0.00426841j -0.000606743-4.00759e-05j -0.00205713+0.00108719j 0.00507005+0.000309936j -0.00141468-6.93243e-05j -8.02479e-05+0.000995799j 0.00245535-0.00249497j 0.00364437+0.00404991j 0.000382712-0.001586j 0.00154535-0.00112159j 0.00249918-0.00202205j 0.00110372-0.00919848j -0.00697199-0.0093743j -0.000680332-0.00517697j 0.00223472+0.0102723j -0.00079354-0.0036166j -0.00559075-0.00649082j -0.0031545-0.0107545j 0.00879405+0.00149745j -0.0117313+0.0180593j -0.0158757+0.00207831j 0.00130273+0.00960437j 0.00737117+0.0251261j -0.0102217-0.0158338j 0.0135542+0.0110827j -0.021345+0.00323605j -0.0180206-0.015426j -0.000330688-0.011484j 0.0189524-0.00550842j -0.00186388+0.0176673j 0.00414177-0.00886101j 0.0156366-0.011801j -8.61771e-05-0.00397204j 0.0157928+0.00938614j -0.00873231+0.0234059j -0.00136044+0.0239936j -0.0234726-0.0235765j -0.0155398-0.00275373j 0.0101761-0.0113182j 0.00179011+0.0277819j -0.00645462+0.00550198j 0.000240809+0.000136064j -0.00395756-0.0012911j 0.00436181-0.00924724j 0.00342626-0.00798514j -0.00644176-0.0118481j -0.00374127-0.0104838j -0.000164013+0.00645389j 0.00422186-0.000538582j 0.000739293+0.000515514j -0.00133622+0.00318935j 0.000817787-0.00252632j -0.00087072-0.00832033j 0.000270483-0.00163187j -0.00224338-0.00405178j -0.0014168+0.00245534j -0.0017878+0.00193099j -0.00148381-8.32154e-05j 0.0015797+0.00374673j 0.000582207-0.00468688j 0.000489285-0.00120949j 8.09261e-05-9.0802e-05j 
-0.00115402-0.00120421j 0.000121612+0.000686383j 0.000693311+0.00160853j -0.000420447+0.00158555j -0.00031711+0.0017333j -0.000692643+0.00486701j 0.00201423-0.00402055j 0.000369786-0.00179588j -0.00224904-0.00369705j -0.00315446+0.00442419j 0.00262422-0.00917442j -0.00101663+0.000231738j 0.00165467-0.00907168j 0.00428229+0.00203112j -0.0043638+0.0057851j -0.00106485-0.00422942j -0.00208134+0.0044053j 0.00476137+0.0131465j -0.0137209+0.0201708j 0.000518123-0.0126055j -0.00300862+0.0117017j -0.00053172+0.00512683j -0.00297081-0.00318296j -0.00278879-0.00515905j 0.000797539+0.00533443j -0.00748367+0.00471679j -0.0112851-0.00194438j 0.0195081-0.00920419j 0.0162882+0.0100901j -0.00533463+0.0004689j 0.018198-0.002574j 0.00539265-0.0113251j 0.0166963+0.0280967j 0.00627105-0.00466994j -0.0078254+0.00464825j 0.0130925-0.000673275j -0.00754417-0.00683975j 0.024081+0.0055155j -0.00143966-0.0312988j -0.00176956+0.0244493j 0.00822981-0.005502j 0.0106236-0.00144368j 0.0331397+0.00508347j 0.010439+0.00867979j 0.00563749-0.0253304j -0.000675475+0.00620367j -0.0105099-0.0212825j 0.000510784+0.00191088j -0.00808364+0.00420803j 0.00402466-0.0169858j -0.00728064+0.00851556j -0.0214299+0.0062924j -0.00547083-0.000550492j -0.000115534-0.00736213j 0.000347126+0.0100896j -0.0108859+0.00744007j -9.97821e-05+0.00166656j -0.00427914+0.00628688j 0.00297706-0.00269444j 0.00572673-0.00416812j -0.00270449+0.00338581j 0.00162071+0.000880554j 0.00105891-0.0022721j 0.000164649-0.000252103j -0.00102804+0.00486015j 0.00203371-0.00235087j 0.00111158-8.84291e-05j -0.000733912-0.00257668j 0.000314424+0.000125692j -0.000302736+0.00186475j 
-0.000565499-0.000229703j -0.000246885-0.000643788j 0.000857512-0.000488865j 0.000159349-0.00258594j -0.000222509-0.00128232j 0.00229537-0.00144747j 0.000304398-0.00087729j -0.000751769-0.00145077j -0.00340343+0.00222699j 0.00194653-0.00312653j -0.00246451-0.00248911j -0.00127576+0.00780286j -0.00430561+4.73357e-06j -0.00199086-0.000480018j -3.13023e-05+0.00589114j 0.000436758+0.00287964j 0.000891199-0.00167779j 0.0021225+0.000711111j 0.00457669-0.00227689j -0.00936225+0.00978243j 0.00403614-0.00906496j 0.00156122-0.00066104j 0.0030945-0.0100619j 0.00506557+0.00081954j -0.00039018-0.00851974j -0.00975117+0.00270931j 0.0022231+0.0229902j 0.0125223-0.0321144j 0.00809638-0.0267916j 0.012536-0.00124148j 0.0109688+0.00410186j -0.0153495+0.00591764j 0.00485184+0.0233377j 0.00925128-0.0259459j 0.000133765-0.0178058j -0.000195647+0.00496188j -0.0152897+0.0224607j 0.00434988+0.00101315j -0.0128834-0.00350077j 0.00493567+0.00616041j -0.00712413+0.0103004j -0.0265675+0.0298324j 0.0176021-0.0175255j 0.0140895+0.014507j -1.51279e-05-0.0278731j -0.00559824-0.00210963j -0.0101599+0.00927952j 0.00985436+0.00669632j -0.00598204+0.00195904j -0.00654722-0.00532349j 0.00854183-0.00149737j 0.00636547+0.00255829j -0.00126952+0.000693865j -0.00481541-0.00453271j 3.07435e-05-0.00481081j 0.00254835+0.00411135j 0.00224494+0.00106279j 0.00369006-0.000261347j 0.0054044-0.000529057j -0.00126505-0.00277923j 0.00268927-0.00229431j -0.00108935-0.00212564j 0.000807256-0.00274315j 0.000689545+0.00107968j 0.00115166-0.000573662j -0.000996745-0.000721987j -0.00173574+0.00208575j -0.000890007-0.00161694j 9.46225e-05+0.000301653j 0.000181896+0.000127459j 
0.00049694-0.00197148j -0.000910848+0.00197874j -5.0605e-05+0.00131837j 7.33742e-05-0.00162622j -0.000105811-2.56232e-05j -0.000587988-0.000992035j 0.00068568+0.00197974j 0.00232544-0.000369824j 0.00250408-0.00460333j -0.000672281+0.00186671j 0.00045651+0.00270643j -0.000517227+0.00133089j 0.0033387+0.00211608j -0.00137369+0.00175442j 0.00103206-0.0176188j 0.000478352-0.00353856j 0.00280149-0.00549957j -0.00608435+0.00905546j 0.000224829-0.0133048j 0.00647731-0.00855722j -0.00703816+0.012698j 0.00130517-0.00314663j 0.00762284-0.0107987j 0.0112266-0.00574331j -0.00397831+0.01159j 0.00232442+0.00465679j 0.012997-0.0153995j 0.00787112+0.0260028j 0.0126532-0.0243442j 0.0109813-0.0119133j 0.000467843-0.012899j 0.0117573-0.0221928j 0.00117447-0.0108561j 0.00639166+0.000532965j -0.0238824+0.0282236j 0.0207468-0.0234612j 0.00155935+0.00339652j 0.0163753-0.0203628j -0.0159947+0.0186134j -0.00630511+0.00773376j 0.000102619+0.0122237j 0.01024-0.012566j 0.0155933+0.000335105j 0.00825632+0.00885837j -0.00411982+0.0112453j 0.00140069-0.00297536j 0.0192851-0.0155463j 0.00861603-0.00795859j 0.00191694-0.00662102j 0.00625663+0.000458745j 0.00572075-0.0053055j 0.00555404-0.0164538j -0.000319526+0.00116056j -2.67826e-05+0.00235309j -0.00429168-0.00169666j -0.00504344-0.00131021j -0.0013253+0.00362122j 0.000168709-0.00305801j -0.00411708+0.00371685j 0.000322441+0.0029533j 0.0016099-0.00345783j -0.00232572+0.000299541j -0.000509255+0.00113987j 0.000220301+0.00138738j -0.000200888-0.00200976j 2.73797e-05+0.00125059j -0.000316242+0.000702446j 0.00158089-0.000971783j 0.000901329-0.000162641j -0.0016448+0.000720091j 
-0.00187573-0.000941233j -0.00194051+0.000668256j -0.000952182-0.00140939j -0.000245086-0.000785755j -0.000395644-0.00194592j -0.000345398-0.00326985j -0.000218054+0.0011761j 0.000113475+0.000672219j 0.00183688+9.91394e-05j -0.00108366-0.00207715j -0.000618142+0.00164925j -0.00252433-0.0041408j -0.000778868+0.00204763j 0.000548356+0.00345289j 0.00694268-0.000181544j -0.0028751+0.00464173j -0.00191592-0.00154451j 0.00292673-0.00334865j -0.00345051-0.011673j 0.00486338+0.00298041j 0.00737102-0.00198674j -0.000911757-0.00661435j -0.0118347+0.000269235j 0.0157853+0.0181895j -0.00089725-0.0051311j -0.0066522-0.00677168j 0.0100185-0.0110372j -0.0283245-0.00478082j 0.00742199+0.0112771j -0.00231233-0.00930691j -0.00822088-0.0135153j 0.0179545+0.0159427j 0.0244398+0.0150746j -0.00515217-0.00845305j -0.0273921-0.022419j 0.0213384+0.022194j 0.00983336+0.00408508j 0.00264024+0.00683145j -0.0109461-0.0214749j 0.0108629+0.0110055j 0.0127083+0.00582433j 0.0174232+0.0233341j -0.0156347+0.0165161j 0.0118525+0.00843572j -0.00160106-0.00452182j 0.0060714+0.00924599j 0.00928485+0.00955757j -0.00917137-0.00653237j -0.00175085-0.00305434j -0.0111649-0.0125741j 0.00646691+0.0106337j 0.000976887-0.00624107j 0.00709334+0.00899433j 0.00265334+0.00448298j 0.00200355+0.0023515j -0.00134453-0.0153808j 0.00269035+0.00336589j 0.00430624-7.07401e-05j -0.000229057-0.00238982j -0.000432351+9.59753e-05j 0.00176426+0.00373555j -0.00236291-0.00358188j -0.00301911-0.0013372j -0.00059911+0.000622048j 0.000500013+0.000596499j -0.000969593+0.00236934j 0.00074835+0.00220334j -0.000509039+0.00138224j 0.0011216+0.0026658j 0.000118573+0.00114919j 
0.000229783-0.000117066j 0.000390773+0.000277494j 0.000545293-0.00132347j -0.00206905-0.00169323j -0.00049398+0.0002775j -0.00143439+0.000428135j -0.000159925+0.00194285j -0.000638221-0.00285277j 0.00135884-0.00210846j -0.0021108-0.00314132j -0.000416508-0.00395271j 0.00647288-0.00215328j 0.00304722-0.00105993j -0.00138671+0.00349455j -0.00166298+0.00578343j 0.000234893+0.00505539j -0.00473826+0.0051397j 0.00260855+0.00178045j -0.00518758+0.00596502j 0.00634033-0.00300774j -0.00471804+0.00805185j 0.00614794+0.00266699j -0.0102329+0.0108485j -0.014022-0.00986651j 0.00767866-0.00118417j 0.0010385+0.0335916j 0.0104547-0.0176127j -0.0133328-0.015044j -0.0285077-0.02837j -0.00780424-0.00757286j 0.00701504-0.00543466j 0.00357373-0.0102107j 0.00346088-0.00551147j -0.0136108-0.017942j 0.00986482+0.0242957j -0.0045804-0.00706j 0.00883808+0.0220979j 0.00205981-0.027705j 0.0204343+0.00463946j 0.0128676-0.0067077j 0.0113526-0.00145093j 0.00753742+0.0198431j -0.0134453-0.0325411j -0.000691071-0.0238496j -0.00962273+0.000549996j -0.00154598-0.00700417j 0.00202631-0.00441146j -0.00313013-0.00811008j -0.000854781+0.000483251j 0.00394841+0.00780371j -0.0118121-0.00750426j -0.00501966+0.00102375j -0.00435656+0.00309554j -0.000605958+0.00140949j 0.000399626-0.00186101j 8.63753e-05+0.00848619j 0.00172469-0.00214821j -0.00514194+0.00117646j -0.000660237-0.00547564j 0.00320159-0.0017062j -0.00305141-0.00355653j 0.0033858+0.00184412j -5.27189e-05-0.00214973j -0.000988954-0.00138865j -0.00231811-0.000320577j -0.000225493-8.48285e-05j 9.53485e-05+0.00271676j -0.000417322+0.000333144j -7.99774e-05-0.00129608j -0.00033844+0.000642227j 
0.000326457-0.000798652j -0.000615751-0.00139932j 0.000186314-0.00464218j 0.001637-0.000780139j -1.92689e-05+0.000685038j 0.00181731+0.00168841j 0.000756635+0.0017358j -0.000277414-0.0022231j -0.00180014+0.000801289j 0.00169929-0.00408408j -0.00142583-0.00543601j -0.000907608-1.29017e-05j -0.00318637-0.00217297j -0.0026268+0.000680567j 0.0049077+0.0106679j 0.000305722-0.00264525j -0.00437269+0.0120893j -0.000542177-0.0106035j 0.00430882-0.00688849j -0.00855805-0.00185154j 0.00167633+0.000301523j 0.00549631+0.00443613j -0.00102772+0.0153923j 0.00179498+0.0237531j 0.0100888-0.00385925j -0.0196813+0.0436711j 0.00386015-0.0218202j -0.00443642+0.0302667j 0.0214408-0.00874048j 0.00493154+0.00658564j 0.0118778+0.00222231j 0.00165129-0.0305675j 0.0075194-0.0220983j 0.0158891+0.00807082j -0.0148139+0.0151697j 0.00350401+0.0152337j -0.0177837-0.00166318j 0.0212738-0.0238807j -0.000187303-0.0113474j 0.0115315-0.0253711j -0.00701582-0.00341465j -0.00929192-0.00466828j 0.00312234+0.0134083j 0.00172176+0.0012411j -0.00277697+0.00501178j 0.00197385+0.00059719j -0.00105993+0.00654777j 0.00238271+0.00781427j 0.00151848+2.72654e-05j -0.00660663+0.0027529j 0.0041145+0.0102698j 0.00344917+0.00991136j -0.00262833+0.00108575j -0.00109694-0.00132769j 0.0012909-0.0017599j 0.00140774-0.00242357j -0.00191654+0.00064937j 0.000994287+0.00328645j 0.00361507-0.000685336j 0.0002268-0.00306191j 0.00211548+0.00280334j 0.00107706-0.00474333j 0.00150609-0.00123379j -2.0089e-05+0.00132519j 0.000545154+0.00213009j -0.000469315-0.000722547j -0.00151339-0.000778974j -0.000991115+0.00179546j -0.000258062+0.00115461j -0.000614038-0.000294987j 
-0.000256737+0.00158323j -0.00014185+0.000462567j -0.00131345-0.000979059j -9.77987e-05-0.00339155j -0.003324-0.00464344j 0.000129702-0.00353399j 0.0023334+0.00134299j 0.00141314-0.000280827j 0.000815721-0.00467301j -0.000991993-0.0056787j 0.0039975+0.00251607j -0.00331193-0.00650278j 0.00338018+0.00252885j -0.00139177-0.00189802j -0.00844855-0.00578974j -0.00475835+0.0221681j -0.00207296-0.00127466j -0.00604828-0.000739395j -0.0183502-0.0108252j 0.00279972+0.00524058j 0.00308445-0.00777838j 0.000552618-0.00371228j -0.000810041+0.0181035j 0.0168792-0.0103662j 0.0115532-0.00570223j -0.0160269-0.0214289j -0.0109205-0.0107558j 0.0306632+0.00652325j -0.00159601-0.00390607j -0.00608889-0.00193419j 0.00360121+0.0221031j -0.00992645+0.0223753j -0.018383+0.00162465j 0.0149695-0.000973975j -0.00414103+0.0134983j -0.010954-0.000205769j -0.0150181-0.00539967j -0.0121534+0.014751j 0.00998114-0.00702647j -0.0054077-0.00849515j 0.00942178-0.00763959j -0.0223786+0.00449741j 0.0211381+0.0174808j 0.0170465+0.000671455j 0.00540926+0.011741j 0.00403981-0.00738048j 7.37932e-05-0.00605011j -0.00647051+0.00715598j -0.00372859-0.00779309j -0.00371612+0.00954061j 0.000776408-0.000341465j -0.0115579-0.0203907j 0.00593507-0.00558486j 0.0027295+0.00322149j 0.00174247-0.00721692j -0.0051111-0.00426008j 0.00490413-0.000793077j 0.000152337-0.00404417j 0.0031049+0.000758795j 0.00219356+0.00768812j -0.00128104-0.00335953j -0.00147072-0.00179687j 9.00769e-05+0.00149212j -0.000146055+0.00437871j -0.000129778-0.00174538j -0.000151334+0.00456579j -0.00101878+0.00280713j -8.68235e-05-0.000532015j 0.000790542-0.00026265j 0.000396724-0.000617904j 
-0.00167345+0.00107277j 0.0014546+0.00173524j -0.00032771-0.00198673j 0.00130128-0.000902823j 0.000558604-0.00225596j 0.00325955-0.0013924j 0.000603061+0.00445166j -0.00138954+0.00154134j -0.0021291-0.00115585j 0.00508732+0.00192887j -0.00345535+0.00341007j -0.000717334-0.00250242j -0.00400946-0.00113266j -3.35966e-05+0.00150321j 0.00181122-0.00108289j -0.00457185+0.013685j 0.00144976-0.00550552j 0.00215452-0.00325005j 0.015312+0.000284488j -0.0135016+0.0018753j 0.022687+0.0200665j 0.00341791-0.0105663j -0.00535834-0.00682219j -0.00580697+0.00813917j 0.0133848-0.006341j 0.0160904-0.0200566j -0.00936271-0.0161972j 0.0067469-0.00246748j -0.0121668+0.00393294j 0.000989263+0.000417379j -0.0206838+0.00549068j -0.0328594-0.0158008j -0.00530402+0.0050139j 0.0041066+0.0209459j 0.015306+0.0134031j -0.0157681-0.0169916j 0.00273537+0.00184153j -0.0263929-0.0200517j -0.00263191-0.00996373j 0.0140112+0.00521041j 0.00189323-0.00263458j -0.011387-0.010523j -0.0114226+0.000392395j -0.00705747-5.02266e-05j 0.000726142+0.010956j 0.0017057+0.00383507j -0.0106546-0.0111961j -0.0062541-0.00430816j 0.00159026-0.000801577j -0.00528098-0.00917938j 0.00104308+0.00972449j 0.0114744+0.00112955j 0.00655958+0.0087855j -0.0018574+0.00121509j 0.00235297+0.00446237j 0.00884208+0.00351479j -0.000863527-0.000880595j 0.00475689+0.00489815j 0.00269051+0.0110008j -0.00389242-0.00227324j 0.00153217+0.00138061j 0.000387226-0.00497491j -4.608e-05-0.000338617j -0.00108418-0.000511736j 0.00210524+0.00146305j -0.00210162+0.00151334j -0.00161574-0.00154825j -0.000944032+0.000298573j 0.000170433-0.00139133j 0.00112133+0.00220391j 
-0.000255791+0.0011887j 0.000707945-0.000335386j -0.000859107+0.00561543j -0.000981826+0.00466039j -0.000466183+0.000355127j -0.00173817-0.0073299j -0.000710601-0.00207053j -0.000150439+0.0104797j 0.00034947+0.00288077j 0.000821779+0.00748795j 0.00720752+0.00559279j -0.00581914-0.00133805j -0.00100864+0.00547383j 0.00385861+0.000555548j -0.00859324+0.0107685j 0.00161388+0.00227841j 0.00199446-0.0107156j -0.00261245-0.00814039j -0.014611-0.00370856j 0.00186036+0.00448799j 0.00446404-0.0256468j -0.0146167-0.0199502j -0.0120168-0.0378929j -0.00940636+0.012832j -0.00562313-0.0178547j -0.0102382+0.0263712j 0.000683029-0.0136523j 0.0161358+0.0066055j -0.00430456-0.00510394j -0.00738116-0.00837417j -0.0103419+0.022965j 0.0192665-0.0233024j -0.00784205-0.00328705j 0.00650619-0.000378442j 0.00485018+0.0185j -0.0198611+0.0242387j -0.00360609-0.00550086j -0.00475023-0.00611686j -0.010228+0.017098j -0.00501363-0.00753467j -0.000319499+0.00921771j -0.00656211+0.0106601j 0.00283423+0.00538189j 0.00598626-0.00420857j 0.00915515-0.00183997j -0.00321221+0.00565242j -0.00131233-0.00752626j -0.00161428-0.00416237j -8.84219e-06-0.00262929j 0.00246809-0.00510511j 0.00443607-0.00934571j -0.0135021-0.00162866j 0.00737986-0.00719391j 0.00414873-0.00181212j -0.00010281-0.000505524j 0.00178919-0.0102946j 0.000898744+0.000791618j 0.00107786-0.00414051j -0.00156892+0.00450239j 0.00120551+0.00448674j -0.00421353+0.00362614j -0.00219355+0.0015646j -0.000343844+0.00191269j 0.00351463-0.00331325j 0.000716337-0.00288278j -1.26867e-05+0.004052j 0.00210888-0.000845485j 0.000125135-0.000589996j -0.000590816+0.000460902j 0.00175502-0.00123663j 
