-0.103343-0.0220733j 0.00740602-0.0098239j 0.00563873+0.0210089j -0.0197235-0.068279j -0.00794396-0.0113633j -0.010587+0.0434145j 0.00664975+0.011616j -0.0137467+0.0427305j 0.000948693+0.00135755j -0.00105289-0.0166209j -0.00666705+0.064121j -0.00203337-0.0180526j -0.0313531-0.0258888j -0.0027502+0.0515693j -0.0278463+0.00521574j 0.00818353+0.00110262j 0.0166621-0.00716133j 0.0270557+0.0190328j -0.0353335+0.00562749j -0.00794636+0.00959568j 0.0295053+4.51307e-05j 0.00510057-0.0307921j 0.018505+0.00535037j 0.000989647-0.0587305j 0.0121266-0.014999j 0.0053397+0.000790097j 0.0211552-0.00884187j -0.0236388+0.0343218j -0.00860151+0.00274784j -0.00611571+0.0197406j 0.000418397-0.0034067j 0.00499387-0.0157423j 0.0190657+0.0059127j 0.00336458-0.00826609j 0.017477+0.0123007j 0.0155929-0.00770403j 0.0112619-0.0136401j 0.00824489+0.000920759j 0.0334895+0.00573326j 0.0233678-0.0134026j 0.040118+0.0155405j -0.0240864+0.00674966j 0.00287363-0.0146305j 0.00826135-0.0125516j 0.0133901+0.00436665j -0.0115768+0.0414389j -0.0099139-0.0160539j -0.0288175-0.0476373j -0.0272846-0.0332463j 0.00231288+0.00188381j -0.0195473-0.0375804j 0.00396444+0.00722946j -0.035738-0.0094682j -0.00601572+0.026323j 0.0276503-0.0204925j 0.0131807+0.00725621j -0.0205343-0.00657732j 0.0285252-0.0247685j -0.0666104-0.00941624j 0.0267662-0.0186956j -0.0483671-0.000858845j -0.143936+0.0601445j 0.0347826+0.0299898j -0.0501648+0.0353607j -0.0540214-0.00458902j -0.0422406+0.012077j 0.0486433+0.00486318j 0.0252496+0.0226268j 0.0269738-0.0317475j 0.0123259+0.00928721j -0.0410695-0.0318399j -0.012758-0.0193054j -0.0038736+0.00185121j -0.0239913-0.00227594j -0.0631963-0.0187279j 0.0838739+0.0072995j 0.00159205-0.0151325j 0.0813426-0.0157403j 0.0218288-0.0747783j 0.00564777-0.00957952j -0.00165863-0.0617428j 0.103509+0.0371935j -0.00391574-0.0953117j 0.0349369+0.0632803j 0.00141046-0.0643448j -0.0430567-0.0831393j -0.112354+0.0521966j 0.0561961-0.0882701j 0.120432-0.0143767j 0.0587794-0.19015j 0.25924+0.148197j -0.116165-0.198498j 
-0.00897253-0.0323861j 0.00533304+0.00342594j 0.0429464-0.0626249j -0.0131702-0.0286916j 0.0518401-0.0614726j 0.0187596+0.0594839j 0.010626-0.00202387j 0.0231569+0.0711411j 0.0324116-0.00759995j 0.00807428+0.0580545j -0.0943015+0.0322468j 0.0901111-0.0503028j -0.0821712+0.0928963j -0.0251017+0.0576097j -0.031334+0.04015j -0.0694734-0.046213j 0.0333915-0.0121611j -0.0148014+0.0558993j -0.0982894+0.0738803j 0.0156573+0.0238006j 0.150472-0.0702967j 0.021712+0.0998863j 0.030541-0.0207006j 0.0562388+0.00402212j 0.0303075+0.0688699j 0.0560651+0.0110102j 0.0372715+0.0577754j 0.0393062-0.00923172j -0.0551211+0.0210904j 0.102645+0.0247735j 0.0164799+0.000219175j -0.0801003-0.0224343j 0.0354408+0.0925202j -0.102914-0.0443986j 0.0421957-0.0733468j -0.070953+0.0326188j 0.0575527+0.0469683j 0.0204067-0.0267412j -0.0936132+0.0231879j 0.0595142+0.0152363j 0.0249609+0.0236407j 0.030217+0.028647j -0.0130973+0.0475531j -0.0262038+0.00602794j -0.0689072-0.0222131j -0.12975+0.00795649j 0.0526743+0.0340828j -0.134526+0.0511244j 0.00866466-0.0399932j -0.0388402+0.081637j 0.202612-0.0654826j -0.116909+0.109854j 0.0267726-0.00277261j -0.108862+0.026092j 0.01688-0.0535784j -0.0385232+0.0544793j -0.00904603-0.000141305j 0.0131739-0.0763349j -0.0332792-0.100894j 0.075196+0.0032942j -0.00493011-0.146657j -0.00449906-0.00633563j 0.0555105+0.0987206j 0.0388416+0.0702342j 0.0247894+0.0208487j 0.036398+0.119646j -0.0479029+0.0248784j -0.00507202+0.0206982j 0.0213628+0.0794552j 0.0532092-0.0405733j -0.00874057+0.037165j 0.0526278+0.0616664j 0.0166201-0.0805397j -0.0572547+0.0151593j 0.0220188-0.00238543j 0.0405651-0.00780752j 0.00777716-0.0708364j 0.147678+0.0968887j 0.121173-5.27998e-05j 0.0526499+0.00799857j 0.0663374-0.0329276j -0.0573013-0.011809j -0.00805721+0.0164227j 0.0649669+0.0545747j -0.0803967-0.0314139j -0.0101172+0.000337599j 0.035751-0.0161611j 0.0827501-0.0598383j 0.0438622+0.0225721j -0.0128312-0.0525155j 0.00750789-0.0517169j -0.056981-0.0564324j 
0.0384693-0.0325553j -0.00253302+0.0117897j 0.0245351-0.0618665j 0.0166813+0.0584467j -0.0768063+0.00014906j 0.0390269-0.051191j 0.0717762+0.0156638j -0.016932-0.0698512j 0.0446314-0.057811j -0.0156512+0.02255j 0.0555441-0.0796001j -0.00704282+0.0504415j -0.0975826-0.0723399j -0.0351073-0.0117911j 0.0888667+0.00764563j 0.0743088-0.0252229j -0.0296908-0.0902356j 0.0765237-0.0471711j 0.0509201+0.0627528j -0.0894211-0.0481457j -0.0472708-0.0320493j 0.0434475-0.0844016j 0.0322096+0.0414065j 0.0298721+0.0658057j 0.0423822+0.048913j 0.00309451+0.00193829j -0.0164389+0.062424j -0.0249612+0.0462796j -0.00480968-0.0319575j 0.0371358-0.015863j -0.0561439-0.0176539j -0.0323649-0.038909j -0.0295199-0.0141212j 0.0791212-0.00439456j 0.00219875-0.0546113j -0.00973184-0.110437j 0.0822844+0.00182318j -0.0495701-0.0361476j -0.088247+0.0640284j 0.0351103+0.0359283j 0.116308+0.0327067j 0.00789963+0.00171093j 0.0247456+0.0239527j -0.006557+0.0447499j -0.0368755-0.017988j -0.0377387-0.153934j 0.0692156+0.0299067j 0.0589536-0.0435531j -0.0168596+0.044828j -0.096622-0.0351357j -0.0285033-0.0843314j -0.0181429-0.0308007j 0.0364826-0.00458934j -0.07182-0.0367941j -0.0736626+0.0603255j 0.0374807+0.0202142j 0.0261631+0.0430915j -0.00500642+0.0466438j -0.0284258-0.102066j -0.0396274+0.0111667j -0.110721+0.0322128j 0.0617621-0.00839389j -0.0519611-0.0741222j 0.0439106-0.0423675j -0.0267694-0.0223289j 0.00837755+0.0140849j 0.0128764+0.0981635j -0.0800192-0.0503151j 0.035764+0.0419799j 0.0657255-0.0117357j -0.0209317+0.0327269j 0.000536289-0.00394355j -0.0358672+0.0457874j -0.0290393-0.0168383j 0.0244598-0.01987j -0.103449-0.00861415j -0.0189945+0.0330029j 0.0391772-0.0990696j -0.0248567-0.00704697j 0.109005+0.124927j -0.109407+0.0552005j 0.0513569+0.0337148j -0.0706629+0.0217749j -0.0068708-0.0886571j 0.125591-0.00763981j -0.0427198+0.025843j 0.130373-0.0250403j 0.131867-0.131605j 0.000526105+0.0239996j -0.000794212-0.0275924j -0.0944143-0.0562043j 0.00449832+0.0663351j 
0.00608165-0.00216454j -0.0586989+0.037232j 0.0318415-0.00170236j -0.0289952+0.0259649j 0.140813+0.0392013j -0.0346161-0.0148j -0.0596949-0.0469306j 0.130265+0.00878946j 0.0629709+0.0487239j -0.0418662-0.101342j -0.0440081-0.0364791j -0.0489818-0.089732j 0.151594+0.0822646j 0.0451252+0.0144317j -0.0156394-0.0438292j -0.0125916+0.0146135j -0.0372394+0.0748397j -0.0527366+0.0673768j 0.0482625-0.0395797j 0.0271385-0.015799j 0.0363487+0.0026063j 0.0574543-0.041253j -0.00286044-0.0722647j 0.00053036+0.0300864j 0.00771042+0.0899408j 0.0565038-0.00536001j -0.00176953+0.00478751j -0.035513-0.0110473j 0.126431+0.0914266j 0.0696953+0.0302766j -0.00184812-0.101231j 0.015991-0.0448301j 0.134522+0.0158511j 0.0806079+0.0132883j 0.0273497-0.0440145j 0.046642-0.00809608j -0.0683921+0.0321897j -0.0550928-0.0221774j 0.114037-0.0627195j -0.0559819+0.0463213j -0.0396626+0.0852227j 0.0749002+0.0107451j -0.0172298+0.0170704j 0.029326+0.0298327j -0.0328974-0.00410849j 0.0691943+0.0510957j 0.0705934+0.0511847j -0.0769141-0.0380475j -0.0715407+0.0483256j -0.0540998-0.0419478j -0.165756-0.121766j -0.0166274+0.0238736j 0.0307989+0.0591256j 0.142993-0.0172207j 0.026653+0.0260583j 0.0331485+0.0455551j 0.0294474-0.0763122j -0.0615086-0.0500898j -0.0630362+0.0881033j -0.0662852+0.0185519j 0.0227233-0.0489302j 0.0212719+0.0192225j 0.0338147+0.18318j 0.026814-0.00120809j -0.0938425-0.0625519j -0.0332917-0.0125001j 0.0401833+0.0664389j -0.0433038-0.0262789j 0.071043+0.00416866j 0.0826692+0.0395979j 0.00380306-0.0837681j -0.00637242-0.0236669j -0.038584-0.025731j 0.00476249+0.0562307j -0.00117075-0.0419063j -0.0134946+0.0553499j -0.0594165-0.0603215j 0.0717892+0.000951499j 0.0576003-0.0552037j 0.0264016+0.0641837j -0.0238552+0.0618694j 0.098539+0.08255j -0.025953-0.0813494j 0.121452-0.0929034j 0.021677-0.0165333j -0.0490983-0.0367773j 0.0236026-0.00870971j -0.051508-0.0889721j 0.0405256+0.0165048j 0.0100794-0.0184582j -0.0140647+0.0392758j -0.0287954-0.0664546j 
-0.00588491-0.0138648j -0.0310092+0.0189155j 0.0435826+0.0125218j -0.0290384+0.0162962j 0.0495615-0.0172867j 0.00106754-0.0573008j -0.0626289+0.0489229j 0.0894241+0.0321256j -0.0732348+0.0409213j -0.0618535-0.0473359j 0.0165708-0.0880523j 0.0789859-0.0557185j -0.0508636+0.0364352j 0.0582138+0.00564625j 0.0561341+0.0203243j 0.026654+0.0250726j 0.0224232+0.109499j 0.0221734+0.0523453j -0.0566568+0.0925702j -0.0621831-0.058186j 0.0657282+0.0019244j -0.0408415+0.0430412j -0.0442121+0.000718623j -0.0845112+0.0522191j 0.020271+0.0985386j -0.0994387-0.00817402j 0.122542+0.056096j -0.0193802-0.0451017j 0.0220441+0.0320836j 0.00833836-0.0205912j -0.00981754+0.00362207j -0.0742937+0.0271789j 0.0366599-0.00539409j -0.0169787-0.0303733j 0.0125643-0.0609703j 0.0371019+0.0281556j 0.0524486+0.0293931j -0.0217328+0.0320056j 0.0217325-0.020239j 0.0217416+0.0461047j 0.0265349+0.115807j -0.0233272+0.0173709j 0.0590047+0.0314299j 0.0503-0.0120875j -0.0193967+0.00300021j 0.00851571+0.0186501j -0.0102198-0.00661901j -0.0839597-0.0327755j -0.0283333+0.0617426j -0.109344-0.0234503j 0.12293-0.0585802j 0.0536137-0.0593018j 0.114285+0.0306169j -0.0368909+0.0640077j -0.0257975+0.0445022j 0.0794176-0.0280908j -0.00736512-0.010122j -0.148825+0.0200779j 0.0722729+0.0167674j -0.00450135-0.0823028j 0.0258058+0.0594721j -0.00145672+0.044039j -0.0413606+0.0859312j -0.0379467+0.0828331j -0.127908-0.0607798j -0.0955217-0.0350223j -0.00554992-0.0233407j 0.0719574-0.0481217j 0.0157033-0.0193335j -0.0641871-0.0603297j -0.000558938-0.0696701j -0.0262375+0.0722456j -0.0455995-0.0472503j 0.006044-0.0502814j 0.0220864+0.0337329j 0.10623+0.0682451j 0.0398132+0.085779j 0.0123399+0.0394419j 0.00422833+0.0732049j 0.016732+0.0663513j -0.0528669-0.0479824j -0.0412533-0.158999j 0.122427-0.099561j -0.0970167-0.0162531j 0.181431+0.00782718j 0.0819261-0.0646144j 0.0562074+0.0385358j 0.0249485-0.0500279j -0.0225207+0.00515159j -0.097915-0.0264378j -0.00403568+0.0253773j -0.000478878+0.0213121j 
-0.0426062+0.0188199j -0.0260846-0.00512341j -0.0309039-0.0301968j -0.0636831+0.00908256j -0.0143528-0.0381854j 0.0509494-0.0373602j -0.0513048+0.0028805j 0.0255731-0.0385166j 0.0166451-0.0136928j -0.00374499+0.00683461j -0.0630492-0.0344656j 0.0293651+0.0494829j 0.101062-0.0551627j 0.0520832-0.0318867j -0.0485653-0.0532665j -0.109757-0.0141261j -0.0103769+0.00500476j -0.0362299-0.0719541j 0.112154-0.120544j -0.0934044+0.0399982j -0.0282956-0.0344909j 0.0381784-0.00691115j 0.0208701-0.0430248j -0.0962931+0.0115411j -0.0355544+0.00612376j 0.0918992-0.0187234j 0.0699782+0.0479831j -0.0787472-0.0301375j 0.0808755-0.0487339j -0.0657224+0.0131031j 0.0641247+0.0541719j -0.0467307+0.0780344j -0.00978589-0.0280839j 0.0279593+0.0115658j 0.122994+0.0147192j 0.0838519+0.00931354j 0.0194064+0.0201797j -0.016597+0.0300151j -0.0530429+0.019831j -0.0892695+0.0246593j -0.0411674+0.116043j 0.101589+0.0463539j -0.0393254+0.0676096j -0.0153652+0.0758651j -0.0125532-0.0521958j -0.102656+0.080719j -0.0585874+0.00479784j 0.0238455+0.017761j 0.00216057-0.057859j 0.140597-0.0528999j -0.0272548-0.0197855j 0.0426609+0.0240333j 0.00476575+0.0684398j -0.0210553+0.0161011j -0.0450476-0.0876102j 0.0261869+0.0145386j 0.0367794+0.0172283j -0.17581-0.103245j 0.0537203+0.0768559j 0.0347707-0.0173709j -0.0976307+0.0923212j 0.00694742+0.0237309j -0.0234813-0.0173584j 0.0882953+0.0836187j 0.0473741-0.0121586j -0.0121893+0.111943j -0.0486487-0.0956564j -0.0503174-0.103976j -0.080926+0.0737934j -0.00295691+0.0400591j 0.0473843+0.0360663j 0.117807+0.0945626j 0.0454728-0.00465909j -0.029423-0.0175286j 0.00808319-0.11453j -0.0338638-0.0350492j 0.0182368+0.0572056j -0.0580862+0.0686226j -0.0542135+0.0252126j -0.0516146-0.00557496j 0.0319229-0.0962423j -0.11833-0.127369j -0.0106075-0.0796172j -0.110606-0.0714986j 0.106409+0.0499513j -0.0113886-0.0514897j 0.0605636+0.0246539j -0.00923627-0.0779789j -0.0102472+0.00635538j -0.0600752-0.0105387j 0.00213181+0.048808j 0.0208748+0.0363625j 
0.032864-0.0156113j -0.0171939+0.00540364j -0.0596212-0.00742911j 0.0436186-0.0213335j -0.141332-0.0447171j 0.0836429-0.021345j -0.0632196+0.0273504j -0.0371953+0.00377218j 0.0161773+0.0222535j 0.0296428+0.129392j 0.0518166+0.0044485j -0.0189731-0.00482305j -0.0451093+0.0588003j -0.0844225+0.015933j -0.10968-0.00615112j -0.0218971-0.0692077j -0.0110508-0.0532333j -0.0667587-0.131467j 0.0452954-0.112606j -0.0613443+0.081195j -0.0342414-0.115279j 0.0260459+0.0800543j 0.0515099+0.00986311j -0.0774259-0.0842165j -0.104381-0.00958837j 0.0382832+0.0766293j 0.0396071-0.0998342j 0.103646+0.0598483j 0.0126836+0.0140143j 0.0485749-0.042044j 0.0728586-0.0321581j 0.0525856-0.0678197j -0.0226861-0.0132117j 0.044182-0.0182883j 0.0134869-0.00363865j -0.0654236-0.05675j 0.0352136-0.0299987j 0.00461239-0.0625174j 0.00135851-0.0623368j -0.0235829+0.0545031j -0.070219-0.0348342j 0.0106535+0.00552381j 0.0765163-0.0056068j -0.0443912+0.0381878j 0.155923-0.0296339j -0.0913949+0.0956751j -0.194946+0.260883j 0.11411+0.00114795j 0.159923-0.10432j 0.192182-0.0163449j -0.0770123-0.0689841j 0.154729+0.117052j -0.0218419-0.0319719j -0.00243278+0.00843724j -0.0391726-0.140555j -0.175182-0.0705283j 0.0286347-0.0295134j 0.0325759+0.0593652j 0.0639761-0.0810639j -0.076911-0.0292924j 0.0626081-0.0348543j -0.0371207-0.0294072j -0.0412119-0.0314579j -0.0804403+0.0470074j 0.00991573-0.0356169j -0.0242673-0.0489183j 0.0243966+0.0507369j -0.0265288+0.0193592j 0.0189782-0.0484673j -0.0617975-0.0793576j -0.0517693-0.0261207j -0.0408976+0.0222331j 0.00992683-0.04577j -0.000257167-0.0830522j 0.0458726+0.0691216j -0.069902-0.00584327j -0.0237824-0.0154623j 0.0579305-0.0732512j 0.0761714-0.0267446j 0.0382829-0.0467224j -0.00505749-0.0368473j -0.00839713-0.0309956j -0.0253477-0.0687522j -0.0688454+0.0428934j 0.0628042+0.00328362j 0.0304802+0.0173068j 0.0418097+0.0215929j 0.0778747-0.0330424j 0.00897564+0.0234377j -0.00329563-0.0290685j -0.00537043-0.00729015j -0.00711717+0.000277796j 
-0.0104626+0.00921073j 0.0100782-0.0182187j -0.00231089+0.0286367j -0.0167202+0.0206829j -0.0937329+0.00911474j 0.0569238+0.0232326j -0.0314246-0.00268558j 0.000603837+0.0535456j 0.0399511-0.0430295j 0.0904018+0.0220244j 0.0296789-0.0155203j -0.0346412+0.0410026j -0.0361605+0.00583245j -0.0195846-0.00277013j -0.0308038-0.0670673j 0.0464778+0.151397j -0.0155146+0.0369817j -0.00451306-0.0561311j 0.00197951-0.00737653j -0.00523948+0.0186071j 0.0262237-0.0825838j -0.0586139+0.0409925j 0.007233-0.0416862j -0.0277682-0.0900652j 0.0065509-0.0421909j -0.00759894-0.0191445j 0.119528+0.0216854j 0.0695239-0.0822016j -0.0337017-0.0227229j 0.0536491-0.0629053j -0.036667-0.0818377j 0.0352878+0.116228j 0.0264149+0.00690408j 0.200829+0.0242351j 0.0509856+0.0800642j -0.0397628-0.077381j -0.0345435-0.0561719j -0.0250436-0.00429503j 0.113042+0.0869841j -0.0975851-0.0239922j 0.07979-0.0170786j -0.0247688-0.134297j 0.122661-0.0899352j -0.0113973-0.0847004j 0.126098+0.00790906j -0.12694-0.0496737j -0.0249812+0.0735527j -0.0335155+0.0439716j -0.00739301+0.0242291j 0.0935462+0.10173j 0.0128902-0.011163j 0.0643051+0.0155903j 0.10745+0.0893896j -0.100202-0.0109903j -0.0333712+0.083606j -0.0720519-0.00128237j -0.013356+0.0472685j -0.114175+0.0987783j -0.093717-0.0275224j 0.00679166-0.026648j -0.0119426-0.00140334j 0.127717+0.0847396j -0.058247+0.0308291j 0.0457155-0.0215239j -0.0826141+0.0342243j 0.0160645+0.0574584j -0.00137532+0.0284767j -0.0571171-0.0433414j 0.0361905+0.123786j 0.0194369+0.168952j 0.0859929-0.0562749j -0.00575333-0.0324131j 0.0182718+0.0239638j -0.00987714+0.051421j -0.0355485-0.0508198j 0.0513542+0.0249559j 0.050155-0.0911946j 0.0962016+0.127485j -0.0459668+0.039437j -0.019719+0.133083j 0.0616083+0.0702029j 0.0651979-0.0129142j 0.0786679+0.0603966j 0.076496-0.0794859j -0.0206485+0.0114161j -0.00406674-0.073828j 0.0447606-0.0116144j -0.0650697+0.000997485j -0.0167993+0.0173715j -0.0217109+0.0200223j 0.00847936+0.000496702j 0.0044499-0.00309035j 
0.0206371-0.00548575j 0.00814268-0.00158971j -0.0165204+0.0215726j 0.0198547+0.00619293j -0.000980426+0.0825336j -0.00785425-0.0545684j -0.00535588+0.0453033j -0.0658678+7.59897e-05j -0.0378816-0.0105021j -0.0387494-0.0874903j -0.0545976-0.0945636j 0.000544082-0.0932409j -0.0570476+0.0492411j -0.00787434+0.0651377j 0.113192+0.119105j 0.130993-0.00405926j -0.125433-0.096635j 0.0232703+0.10367j -0.0285541-0.0556403j 0.12228-0.0123707j 0.0144523+0.0240237j -0.077538-0.123712j 0.0498549+0.0265645j 0.0419751+0.0479755j 0.0992051+0.0569695j -0.0157268-0.157824j 0.0247866-0.023669j 0.0315121-0.0638093j -0.0393009+0.0204952j -0.0714872+0.00213j -0.0308446+0.0583341j 0.0165057-0.0213653j -0.00825459+0.00276192j -0.0582996-0.0466393j -0.0285615+0.070947j -0.0793762-0.0311285j 0.0512786+0.00439158j 0.0293655-0.0738816j -0.0583645-0.0643838j 0.00817824+0.100607j 0.0295305-0.0732619j 0.0991541+0.0484538j 0.305595-0.0665151j 0.0271035+0.0121945j -0.0171222+0.0117863j 0.0611439+0.0178525j -0.0430743+0.0571193j 0.0482401+0.0205068j -0.0576404-0.0768928j -0.0714668+0.054839j -0.0520569-0.0184035j 0.0248335+0.0353144j 0.033599+0.0591801j -0.0373301-0.0198971j 0.0221035-0.0429318j -0.0364301-0.0783397j -0.0640502-0.0398485j -0.0468087-0.0305292j -0.0389199-0.048171j 0.0390303-0.0924002j -0.113155-0.113645j 0.0540591-0.0460802j 0.0205847-0.0710485j -0.0189869+0.0514417j 0.061241+0.0203474j 0.0291874-0.0136539j -0.0169619-0.0196987j 0.0158552+0.0226843j -0.0682611-0.000585966j -0.00812693-0.00863055j 0.00212603-0.0254288j 0.0598537+0.124813j 0.0646133-0.133864j 0.00297193+0.141226j 0.0284768+0.0670648j -0.0525079+0.0595865j 0.00690639-0.0300805j -0.054419+0.0309771j -0.0235091-0.0532074j -0.0145506-0.0334994j 0.0359049-0.000181139j -0.0171032+0.00974758j -0.042832+0.02046j -0.0255759+0.0396914j -0.00351379-0.0141195j -0.0402657-0.00685957j 0.00176552-0.0149861j 0.0136027+0.0216181j -0.00434816-0.00176786j 0.0191698+0.0207247j -0.00173812-0.0196933j 0.0116571+0.00501421j 
0.0388953-0.0112166j 0.014921-0.00393891j -0.00106084+0.0118656j 0.0249412+0.0133621j 0.0408996+0.0694719j -0.0104569+0.0317147j -0.0433061-0.0123167j -0.035104+0.0643174j 0.0963096-0.0531134j -0.0438221-0.00446978j -0.0576331-0.0896764j -0.0271595+0.0319816j 0.0692048+0.0124764j 0.0486438+0.136538j -0.141637-0.0487126j -0.100045-0.0600117j 0.0252914-0.0154707j 0.0973639-0.0697651j -0.0125032+0.131658j 0.0410351+0.144281j 0.123634+0.0894256j -0.00731507+0.157473j -0.110069+0.0311186j -0.0322431-0.0508629j -0.0635317+0.0624591j -0.00293652-0.035197j -0.0249848-0.110101j 0.0572015-0.0616096j 0.0797438+0.0295395j 0.0722834+0.0578617j -0.106756+0.0377941j -0.0227519-0.0530192j 0.0323356+0.0236132j 0.0384364-0.122767j 0.0664865+0.0632488j 0.0090475+0.03108j 0.0321336+0.0030067j 0.0306861-0.0375384j 0.0192908-0.0858993j 0.0668285-0.0113822j -0.00615206-0.225968j 0.00631954-0.0675308j -0.150165+0.0089952j -0.0438179-0.267052j -0.125764-0.0109525j 0.00598231-0.106633j -0.00512938-0.136232j 7.20049e-05+0.0781719j 0.0336765-0.171253j -0.0455642-0.095079j -0.0987607-0.17604j 0.00917889-0.110219j 0.0146561+0.0551246j 0.0166414-0.00711667j 0.0369495-0.0855385j 0.027029+0.0070389j -0.0338802-0.0461615j -0.0974196-0.0393881j 0.0192565-0.0914365j -0.0678873-0.207704j 0.0195718-0.0760859j 0.0539168-0.110026j -0.0119285-0.116757j -0.00684712+0.0115455j -0.000506939+0.0366993j 0.00708613-0.0637877j -0.00765129-0.0163162j 0.0390017-0.0205945j -0.0614257+0.056308j -0.02658-0.0526777j 0.0461128+0.0141901j 0.0199394-0.0329261j 0.0101648+0.0637881j -0.0346368+0.00461119j 0.0366909+0.0103262j -0.0229836-0.012228j 0.0124549-0.0336699j -0.0601979+0.0654574j -0.0610613+0.0125037j -0.0217136+0.0376534j 0.00343003+0.0586701j 0.0206899+0.0103379j 0.00529507+0.0394723j 0.000272613+0.00511132j 0.0303147-0.0294075j -0.00815663-0.0160878j 0.0575207+0.00670379j 0.0304851-0.0062387j 0.00181247-0.00535789j 0.0111717+0.021194j -0.0148293-0.0397676j 0.00559083+0.0109909j 
-0.01244+0.0121068j -0.0563946+0.0429155j -0.0278586-0.0269923j -0.0232049-0.022562j 0.0822038-0.0492751j 0.0402905+0.0365026j -0.106175-0.0322394j 0.0310807+0.038242j 0.0219678+0.0558713j -0.045432+0.0706067j -0.00179503-0.0905212j 0.0271096-0.0301268j 0.0138797+0.0460019j -0.107491+0.00116201j 0.0737502+0.00218416j 0.0607637-0.00990455j -0.0749541+0.0608891j -0.0185821+0.00439279j 0.0976022+0.0222437j -0.11559+0.0685649j 0.0291357+0.00362571j 0.038092+0.021077j 0.117691-0.0867936j 0.0382553+0.0049927j -0.00514609-0.0544926j 0.040042+0.039561j -0.00112576-0.0553027j 0.0907929+0.0594223j -0.0129242+0.0361522j -0.0024879+0.0608585j -0.019853+0.0558594j 0.0732419-0.0613718j 0.10212+0.192319j -0.0106469+0.0278579j -0.0802014+0.0167926j -0.0563185+0.0658815j 0.0049186-0.0486614j -0.0521185+0.197672j -0.0822309+0.074747j 0.000508146-0.164828j -0.0402526+0.165341j 0.0510462-0.0390314j -0.00668317-0.058566j 0.0303872+0.0553212j -0.0588821+0.0399569j -0.0596268+0.136567j 0.00257757+0.0191705j -0.0172996-0.0411232j 0.00505316+0.11036j 0.000609426+0.0816642j -0.146791+0.141604j -0.01039+0.0332663j -0.055168-0.090751j -0.0344451+0.0222209j 0.0616966+0.0262502j -0.0209709+0.013502j -0.0262924+0.0568721j -0.0204111-0.0397884j 0.00256578+0.105424j -0.0234198+0.0522453j 0.0474164-0.0296703j 0.0828713-0.0206312j 0.0180782+0.0581197j -0.00818925+0.0689311j 0.0674351-0.000223725j 0.0209391+0.00548987j -0.0508522+0.0696895j 0.0701879-0.00940084j -0.0139954-0.00849953j 0.0671487-0.0203875j 0.0694359+0.046094j 0.0777171-0.0155174j 0.068298+0.063631j 0.0424259-0.000731475j 0.0465421-0.026588j -0.0220267+0.0107125j 0.0195483-0.123674j -0.0701425+0.0117158j -0.0659741+0.10118j -0.0812842-0.0953424j 0.0744547+0.0587892j -0.00736814+0.0111239j -0.0444817-0.0392496j -0.0104854+0.0422573j 0.0134113-0.0671658j -0.0621421+0.0569998j 0.0545651+0.0271873j 0.0365196-0.0636461j 0.0207493+0.0116301j 0.039628-0.00566829j -0.0120004-0.0103496j -0.048125-0.023291j 
