0.0595101-0.101123j 0.122301-0.167472j -0.281181+0.200141j -0.191829+0.116658j -0.204765-0.155611j -0.392415-0.302946j 0.290203-0.0623472j 0.0250439+0.160477j 0.291412-0.131373j 0.548419-0.328782j -0.016539-0.492786j 0.546087-0.00956719j 0.0265569+0.937898j 0.777952+1.71258j 2.26783-0.73419j 0.187404+0.082027j -0.190901-0.148294j -0.437054-0.0874867j -0.272859-0.120675j 0.30366+0.444712j -0.406077-0.620397j -0.115663+0.0572041j 0.521784-0.186497j -0.0292715-0.358477j 0.384964-0.299888j 0.374397-0.522465j -0.0475724+0.312651j 0.00638191+0.400033j 0.220984+0.591954j 0.116303+0.18356j -0.00311126-0.519562j -0.183028-0.143707j 0.596614+0.152909j 0.40884-1.06207j -1.14931-0.94235j -3.06407+1.5795j -1.44543-2.3719j -0.0286929+0.13692j -0.0761047+0.0255901j -0.22734-0.124088j 0.266175-0.0302005j -0.0364215-0.0240921j -0.0057507-0.0373862j -0.244471+0.367716j 0.00526021+0.0276247j 0.182576+0.328455j -0.145214-0.135328j -0.0250323+0.252499j -0.377188+0.329828j -0.143012-0.0245237j 0.0630088+0.495934j -0.462523-0.348447j -0.3434+0.14313j -0.381561+0.191987j -0.469876-0.106366j -0.0296176-0.160323j -0.111565+0.246992j -0.137468+0.288597j -0.698331-0.0135072j 0.491239-0.238402j 0.194307+0.133276j 0.587301-0.659829j 0.231895+0.150385j -0.428218+0.639953j -0.0530876+0.0223234j -0.0123207+0.684973j -0.0313635+0.562529j 0.0191866+0.250698j -0.0233726-0.453136j 0.557906+0.523918j 0.211283+0.227681j -0.188295-0.0572602j -0.755585-0.255503j -0.149702-0.182675j 0.278847+0.289946j 0.692555-0.0724885j -0.00390192+0.451987j 0.13919-0.0495333j -0.739042+0.259449j 0.211167-0.0640788j -0.222268+0.157762j -0.0237905-0.206518j -0.488323+0.314993j 0.314593-0.300039j -0.207669-0.11981j 0.0559734+0.629576j 0.2801-0.88151j -0.448203-0.468751j 1.72853+0.359662j 0.281905+0.589801j -1.23361+1.6121j 1.16947+0.973497j -0.323179-3.49424j -0.0183099-1.15356j -4.11428+0.194679j 
0.391469+0.241821j -0.956958+0.564453j -1.25403+0.99684j 0.216522-0.490248j -1.022-0.321107j 2.2825-0.71065j -1.33519+1.73095j 0.940524+0.413941j 0.468479-2.19859j -0.413939-0.650079j -0.724711+1.56459j 0.417572-0.0831814j -0.115088-0.755912j 1.12727-0.26526j -0.0894986-0.0940091j 0.127865+0.353014j 0.704993+0.318049j -0.817027+0.380441j 0.331262+0.108901j -0.216851+0.820169j 2.30209-0.371675j 0.0764384+0.272088j -1.99864-0.0615186j -0.789973-0.371581j -1.23249-0.40381j -1.0139+0.468306j 0.792454+0.0377012j 0.258771+0.219974j 1.15835-0.199057j 2.32241+0.37075j -1.33016-0.104794j -0.653563+0.261088j 1.76135-0.5938j -0.744552-0.110863j -0.708096-0.877328j -0.259066+0.273296j -0.116166-0.0580902j -0.525269+0.095464j 0.565761+0.0976399j 0.697829-0.129232j 0.504354-0.499575j -1.9559+0.156804j 0.521799-0.254337j -8.00228+0.574015j 1.75012-0.112487j -1.6696-0.470601j 2.98196-0.966215j -9.37757+0.679697j -1.70932-0.431323j 3.36614+1.5938j -0.698949+0.759062j 17.1876-1.40861j 4.81296+2.23729j 14.538-0.0134214j 8.00127+0.0858019j 2.46949-0.0412743j 4.7583+1.59056j -0.579455-0.0239328j 4.15347-1.34809j -16.7196+1.5288j -2.48115+0.394596j -2.28464-1.35773j -0.315824+2.20239j 19.1915+0.494267j 0.218799-2.39782j 10.8195+1.15349j 12.9863-0.231814j 3.81247+2.53636j -8.90526+2.62289j 13.8138+0.199024j 3.00028-0.918794j 0.0799089+0.146435j -16.0749-2.46118j 0.342098+1.36094j 7.74502-2.04763j 5.69128+0.568851j 5.20662+0.254142j 3.52499+0.760048j -6.59605-2.12889j 9.55617-0.0723353j -2.79479-0.507679j 14.4685+1.07218j -5.13605-0.968039j 1.01718-1.2533j 6.88283+0.390958j 5.13327+0.52287j 0.386604+0.73553j 1.9519+0.590341j 2.36028+0.715683j 5.78489+0.571646j -1.72569-0.200747j -1.80236+0.168114j -0.51462-0.267956j 0.477622-0.324315j -0.390497+0.0965853j 
0.296608+0.941324j 0.316389-0.792127j 0.732138-0.66045j -0.548593+0.653466j 0.456322-1.08734j -0.025849-1.79748j 0.0833027-0.520492j 1.65324-0.0119436j -0.13229+0.832126j 0.0864065-1.26972j -0.293007+0.00617759j -0.477829-0.267005j -0.952126-1.66053j -0.444171-0.825562j 0.165792-1.02384j 0.0247115+0.80317j -0.318783+0.860155j 0.616754-0.613641j -1.28323+0.207611j -1.75224+0.760287j 2.53922+0.0744983j 1.29422-0.199478j -3.14773-1.35677j -1.65761+0.192764j -2.30221+0.697107j -2.38576-0.769517j 0.575763+0.472187j 2.78519+1.41733j 3.41772+0.537085j 2.57514-0.105994j -3.29659-0.855124j -1.92766-0.820353j 2.28897+1.1968j -1.23849-0.196785j -0.54455+0.344267j -0.11484+0.339082j -0.168657-0.455346j -1.2276+0.1264j 0.54418+0.741041j 1.63921+0.164461j -0.29506+0.0884887j -4.7448+0.856747j 0.644857+0.892955j -18.9418+1.75411j 3.83861-0.750491j -5.84419-1.37399j 7.60806-2.5871j -24.3094+1.57538j -2.83946+0.0171487j 6.80943+2.83522j -2.89104+0.474473j 42.6343-4.58382j 11.5203+5.35736j 36.3533+0.227986j 18.0916-1.77717j 5.76794-0.505311j 11.6407+3.32613j 0.573183+1.51409j 8.87663-1.39542j -41.2695+4.3392j -5.85769+0.376998j -8.26678-2.20304j 0.786283+5.77287j 45.4724-0.918602j 1.48489+0.286039j 29.3625+4.85236j 30.5612-4.25561j 9.06738+0.0583317j -22.282+5.25994j 36.0134+2.94197j 7.64711-2.45422j 2.29332-0.578402j -39.2431-4.03016j 1.17854+0.400367j 14.7904-3.51305j 13.8632+1.63314j 11.8969+0.92685j 10.9643+2.71739j -18.5761-2.77048j 23.2244-4.80392j -5.25641+2.48456j 35.8186+3.39999j -14.4196-3.59381j 1.64972-1.74388j 18.3542+2.03102j 13.1535+0.690271j 0.730316+2.06712j 5.58826+0.621692j 7.74308-0.271683j 13.6962+2.29019j -4.14617-0.869566j -3.82454-0.801493j -1.47478-0.030355j 1.21961-0.403993j -0.96936+0.0447119j 
0.241665-0.11676j -0.953883+1.27254j 0.0120533-0.415055j -0.390065+0.94606j -0.777407+0.050715j 0.214773+0.941433j -2.00641+0.207791j -0.26471+0.28018j -1.87602+0.516953j 0.368427+1.61339j 0.984485+0.547753j -0.00627128-0.490639j -0.197427-0.596763j 0.956813+1.22751j 0.222133-0.139687j 0.213247-0.0433128j -0.0039947-0.451297j -0.18724+1.19168j 0.441278+1.19117j -0.933486+0.220127j 1.23654+0.274254j 0.251654+0.0475318j -2.34627-1.68253j -0.605205-0.566816j -1.81615-0.189779j -2.64611+0.0645434j 0.931574+0.154068j 1.9154+0.105172j 2.04157-0.907946j 1.82967-0.219543j -2.04838-0.736067j -0.614892-0.453681j 1.62159+0.59261j 0.258658-1.13774j -0.791507-1.33739j -0.285524-0.0303899j -0.068685+0.108327j -0.50386+0.114352j 0.132789-0.065598j 0.844896+0.40344j -0.789953-0.246384j -3.17813+0.602605j 0.116229+0.292417j -13.0176+1.3888j 2.42424+0.32051j -1.83602-0.94774j 4.10378-0.414177j -15.7491+1.646j -2.49082+0.353399j 4.18256+2.06636j -0.251796-0.63912j 26.4743-3.1899j 7.88956+4.00096j 23.2351+0.209336j 11.2798-1.41012j 3.43237-1.45926j 7.74403+2.50179j 0.178798+0.906265j 6.77819+0.859392j -26.1064+2.33034j -4.25475-1.68138j -4.39609+0.309391j 0.86057+3.38198j 29.0152-0.523221j 0.879727+0.223811j 18.8638+2.66765j 19.6685-2.43548j 5.83894-0.0694104j -14.5207+2.97422j 22.7472+1.5839j 3.6725+0.383824j 1.65206-1.90013j -24.8494-2.20199j 0.825254+0.414961j 9.93439-2.49135j 9.49498-0.401394j 7.51609+1.3605j 6.54959+1.65057j -11.5265-1.9685j 15.415-3.42444j -3.96982+1.29659j 21.7328+1.71636j -9.89076-3.05916j 1.4033+0.0956916j 11.1591+1.17974j 8.53553+0.915428j 2.39761+1.85145j 3.11266+0.0812076j 4.82727+0.434036j 9.48801+1.25557j -2.51581-0.369027j -3.08108-0.282817j -0.941918-0.0905573j 0.453946+0.0173685j -0.686175-0.0106056j 
0.0992257+0.123592j -0.801585-0.308963j 0.17841-0.612203j 0.17789+0.634335j 0.447243+0.745045j 0.127544-1.22018j -0.136756+2.03627j 0.52324-0.102819j -1.24761-1.63517j -1.86752-0.592494j 1.82276-0.0547799j 0.509556+0.591014j 1.09259+0.766606j 0.822242+0.296428j 0.52833-0.327763j -0.111037+0.198086j 0.148862+0.183976j -0.402296+0.618569j -0.654543+0.238969j -1.6577-0.821056j 0.765642+0.0789839j 0.664331-0.0013112j -2.3286-0.485978j 0.295108-0.689458j -0.151174+0.0415249j -1.62143-0.575272j 0.666149+0.111552j 1.75744-0.174251j 1.79597+0.504188j 1.47373+0.522711j -2.30519-0.831783j -0.280956+0.0511562j 0.377747+0.928106j 0.215172-0.0363538j -1.05963-0.210506j -0.491858+0.227627j 0.0164285-0.237649j -0.553304+0.0241605j 0.192804+0.541072j 0.602801+0.0738828j -0.371339-0.259974j -2.31549+0.287054j -0.229347-0.309494j -8.39477+0.870161j 1.42134-0.482985j -2.1985-0.16854j 2.69275-1.06583j -10.2405-0.0979029j -1.04951+0.664006j 3.69062-0.349866j -1.25839-0.507321j 17.531-1.3043j 6.15773+1.00838j 15.1289-0.638891j 6.99504-2.07934j 3.24072-0.0535169j 6.45621+1.76563j 0.685093+2.11293j 3.8224-0.175848j -18.0812+2.98238j -1.93084+0.508258j -3.59116-0.605003j 0.546859+2.24213j 18.3674+1.17799j 0.95796-2.53738j 13.3772-0.0338293j 12.4984-2.16548j 3.66791+2.2372j -9.40458+2.60928j 15.7434+0.759184j 2.27422-1.66702j 1.12116-0.17812j -16.7992-1.59196j 1.04916-0.799442j 6.34905-1.22276j 6.53382+0.986237j 5.01494+0.34858j 4.4576+1.19974j -7.94824-0.570758j 9.77834-1.93419j -2.93795+2.01749j 15.0729+1.15331j -6.32546-1.06351j 0.404155-0.492329j 7.50291+0.957723j 5.50976-0.0679002j 1.09692+0.966554j 2.44177+0.262332j 3.52247+0.270937j 6.13029+0.671055j -1.9283-0.331321j -1.31606+0.0955083j -0.686199-0.0133817j 0.799409-0.0237086j -0.482811+0.0198984j 
0.2432-0.311018j -0.177517+0.706479j -0.852779+0.761739j -0.990094+0.807482j 0.247648+1.24563j 1.77765+0.539542j 2.61242-2.0757j -0.80364-0.204346j -0.338289-0.619051j 0.203599+0.503644j -0.108462+0.00157825j 0.126639+0.370965j 0.296266+0.587824j 0.127276+0.0578773j -0.224942+0.184331j 0.182238-0.0475184j 0.14029-0.337573j -0.356417+0.595746j -0.213298+0.297357j 0.140704-0.429874j 0.126971-0.863006j -1.35248-1.29384j 0.519076-1.43854j 0.30551+0.161541j -0.203527-0.0203357j 2.03904+0.226282j -2.22201+0.903268j -1.07292-0.317859j -1.05214-0.515666j -1.25628+0.0683536j 1.40748+1.07318j 0.42663+0.285911j -0.983581-0.204895j 0.329972+0.219576j 0.257378-0.0425552j 0.131354-0.0736651j -0.0277647+0.0657985j 0.448805+0.0578129j 0.117068-0.268014j -0.546531-0.0944387j 0.227698-0.123809j 1.8988-0.270198j -0.363369-0.316861j 7.5801-0.87781j -1.78928+0.0826423j 2.26877+0.826307j -2.83371+0.251279j 8.87322-0.592366j 1.21737-0.185173j -4.37464-1.09095j 1.09343+0.562588j -17.6116+3.33622j -3.42226-3.07091j -15.3317-1.50009j -6.76863+0.76844j -2.36373+0.258845j -3.34912+0.186237j -0.934971-1.45714j -3.94746-0.684781j 17.2802-2.38724j 2.35366-0.0415301j 3.35681+0.0549929j -0.0331538-2.68783j -17.6171+0.0660773j -0.187228+1.29084j -11.97-1.67742j -12.2853+1.54222j -4.09475-1.28224j 9.68268-1.35761j -14.6532-1.31523j -2.72596-0.670776j -1.44012-0.344745j 15.192+0.97503j -0.93879-1.34184j -6.02876+2.22766j -5.77788+0.481561j -4.40697+0.106509j -4.26531-0.81353j 7.64523+1.98851j -8.51955+1.61772j 2.71472-0.98137j -14.3348-1.23363j 6.48778+1.14719j -0.999102+0.762368j -7.24219-0.742119j -5.64222-0.0447447j -0.649313-0.980544j -2.07125-0.385151j -3.33576-0.0173373j -5.57968-0.887685j 1.6516+0.269741j 1.55914+0.313005j 0.594482-0.10719j -0.436024+0.00522294j 0.430859+0.0253147j 
-0.122516-0.20895j -1.44265-0.886145j -0.124318-0.820261j 1.21402-1.52446j 0.0936956+1.50409j 0.0956721-1.03016j 1.13362-0.303563j 1.26824-1.56566j -0.693705-0.138347j 0.0098483+0.483644j -1.37571-0.108413j -0.687126-0.138293j 1.08795+0.208251j 1.13201+1.10198j 0.612027-0.197676j -0.113429+0.0587419j 0.2046+0.614584j -0.202861+0.678072j 0.29547-0.682488j 0.425164-0.879682j 1.27445-0.340067j -0.0408524+0.411436j -0.806117+0.75923j -0.119603+0.244595j -0.105873-0.913452j -0.855469-0.539131j 1.34887+0.794024j -0.509212+0.172532j 1.16848-0.621727j 1.0957+0.198863j -0.883454-0.630716j -0.549322-0.471789j 0.852753+0.30011j -0.0620606-0.185627j -0.722275+0.0164958j -0.731463+0.075271j 0.0724957-0.207398j -0.261937-0.00339569j 0.263218+0.452082j 0.399251-0.0128379j 0.255558+0.172967j -1.32187+0.154317j -0.814633-0.462127j -3.77514+1.15506j 0.788715-0.365113j -0.0357804-1.60913j 1.32055-0.921588j -3.76138+0.285061j -0.495025-0.330874j 1.96422+0.644853j -0.754287+0.688736j 9.04313-0.453074j 0.753949-0.0279143j 5.8625-1.01767j 2.01995+0.0132241j 1.38097+0.185943j 2.96047+0.761486j 1.42227-0.267574j 1.922-0.343806j -6.91865+0.69354j -0.759187+0.271109j -1.34753-0.0484846j 0.171627+0.753983j 9.07149-0.601513j 0.836469+1.20125j 5.03478+0.744996j 3.64251-0.760934j 0.675784-1.33476j -3.84773-0.446173j 7.88739+0.321417j 0.426971-1.07263j -0.267934+0.00196173j -7.0007+0.617957j 1.57521+0.166112j 1.88208-1.41952j 2.85227+0.462267j 2.57233+0.0122098j 1.71716+0.575372j -4.13744-0.560734j 4.5552-0.693012j -1.52457+0.349641j 6.28088+0.422273j -2.72996-0.219557j 0.20458-0.153395j 3.03639+0.197786j 2.4465+0.114211j 0.454679-0.290026j 0.979151+0.0419318j 1.68666-0.0264211j 2.40525-0.0293182j -0.885569-0.338768j -0.261119+0.423329j -0.303106-0.0655752j 0.701812+0.0739215j -0.246268+0.0137384j 
1.28592+0.318621j -1.65705-0.380949j -0.137235+0.319662j -0.620732+0.060843j 0.657063+0.94069j -0.372012-0.494525j 0.722442+1.11921j -0.594824-0.36963j -0.416152+0.817212j -0.12177+0.348905j -0.220754-0.291867j -0.349289+0.96806j -1.18521+1.07838j -0.214454+0.203008j -0.935396-0.396648j 0.914971+0.391863j 1.00227+0.362434j -0.781369-0.548102j -0.717591+0.967966j 1.21738-0.254804j -0.964209-0.0280865j 0.00690902+0.379434j -0.153977+1.73168j 0.981804-0.158716j 0.119458+0.256691j 2.2216-0.115521j -1.60779-1.07344j -0.986364-0.105912j -1.98595-0.302772j -0.383063+0.397903j 1.74303+0.711217j 0.39861-0.248905j -1.68648+0.0172235j 0.28309+0.179372j 0.962165-0.59447j -0.0996008+0.0940913j -0.463513+0.147284j 0.422496+0.219486j 1.05676-0.365922j -0.66146-0.30796j 0.796251-0.400764j 2.66761-0.531007j 0.845036+0.102333j 8.38384-0.710024j -2.06173-0.398972j 2.62978+0.427919j -3.32345-0.43296j 11.0974-1.55528j 1.64765-0.381821j -2.83049-1.43324j 0.370787+0.667435j -19.1244+2.28737j -5.08349-2.92646j -15.8713+0.814736j -8.42753+0.931431j -2.56722-0.842822j -5.48432-2.89923j 0.436272-0.717125j -4.02595+1.26063j 16.975-3.21073j 2.71688-1.27847j 3.5265+1.44366j -1.53656-3.46298j -21.1725-0.620766j -0.875033+0.956044j -13.4067-1.653j -13.9626+1.16336j -3.95207-0.909136j 10.4076-1.57672j -16.0878-0.74955j -3.33474+0.626192j -1.49762+0.872962j 17.3887+1.10965j -0.025722+0.313137j -7.7638+1.93863j -6.24223-0.362542j -5.18196-0.804902j -4.64488-1.32941j 7.67696+1.14019j -10.3776+1.65326j 3.5851-1.23565j -15.8691-1.60309j 6.66775+0.78708j -0.818156-0.283508j -7.92271-0.893284j -6.17204-0.144534j 0.21914-0.282656j -2.40898-0.0475856j -3.9055-0.177384j -5.53014-0.562776j 1.48535+0.180352j 1.70943+0.491456j 0.538703-0.252026j -0.585121-0.229872j 0.515679+0.0817992j 
-0.779527+0.0582258j -0.0376227+0.885382j -1.2401-0.100176j -0.992397-1.07314j 0.602853+0.457468j -0.896344+1.134j -0.486359+1.0122j 0.137749-1.56656j 0.314689-1.10122j 1.0418+0.138728j 0.313983+1.00563j 1.05299-0.135666j 0.294959-0.774111j -0.0458155-0.286399j 0.243074+0.0257474j -0.477942+0.0657783j -0.357244-0.561899j -0.930818+0.482568j -0.744077-0.484746j -2.12844-0.294304j 0.888782+1.21595j -0.164487+2.29735j -1.80023-0.166513j 0.0710842+0.441316j -1.61957-1.0277j -1.39153-0.949178j -0.290724+0.537534j 2.2505-0.753482j 1.2703+0.191953j 1.46843+0.891984j -1.45823-1.09462j -0.697194+0.0743712j 1.23757+0.0327135j 0.0367272-0.288471j -0.681017-0.00517484j -0.0775865+0.0794569j 0.0429106-0.0401267j -0.615132-0.0130959j -0.396612+0.289606j 0.720049+0.199113j -0.5917-0.332231j -2.7899+0.365392j 0.171892-0.33285j -10.4069+0.551449j 2.48128+0.0249398j -3.59463+0.297826j 3.75507-0.517934j -11.7663+1.50276j -2.17004+0.260066j 6.19392+2.59393j -0.761535-0.457601j 23.2128-2.35079j 5.55452+2.54283j 20.1957-0.742207j 9.67178-0.893249j 2.47431+0.221001j 5.57943+2.10466j 0.851235+0.61476j 4.79089-0.467643j -20.5376+2.08563j -3.69821+0.43387j -4.7475-0.764555j 1.59057+2.99311j 25.4494-1.01568j 0.817605+0.315444j 16.0573+2.28711j 15.8586-1.5931j 4.86925-0.165314j -11.613+4.30138j 19.6698+0.333163j 3.2291-0.984336j 1.0103+0.18407j -21.7728-2.8749j -0.362061+0.146841j 8.63624-2.24435j 8.18786+0.433265j 6.64448+0.0425628j 6.22617+1.42292j -9.28099-1.70647j 11.8675-2.77123j -3.9248+1.38325j 19.2345+1.49814j -8.54783-1.94601j 1.53801-0.491822j 9.69116+0.990358j 7.61772+0.283099j 0.589901+1.41547j 2.62795+0.329648j 4.45199+0.312251j 7.35186+1.12199j -2.11124-0.30424j -2.06665-0.365471j -0.869108+0.131913j 0.500269+0.0253372j -0.550537-0.0557753j 
-0.31768-0.191748j -0.590578-0.568171j 0.0366352-0.0147823j 0.658793+0.098309j 0.228728+0.320286j 1.38868+0.630159j 0.571046+0.411488j 1.10064-0.218704j 2.63855+1.23182j -0.207102+0.00215684j 0.803677-0.833701j 0.104413+1.5434j 0.340734-1.33613j -0.487388+0.620968j -0.192269+0.177265j 0.517009+0.0476865j -1.0193+0.392158j 0.726276+0.393311j -0.595833+1.51414j -0.0635811-0.662018j -0.0475199+0.121342j 0.197405-0.187515j -1.15035-0.345079j 1.10744-0.55284j -1.74866+1.05789j -0.783805+0.194991j 0.63147-0.100981j 0.379431+0.225605j -0.462368+0.206819j 0.751881-0.0863817j -1.45754-0.32897j -0.0714144-0.0986262j 1.08162+0.401578j 0.587628+0.128115j -0.22344+0.357791j -0.335377-0.0675568j -0.12466+0.2261j -0.18198+0.120248j 0.25201-0.0584735j 0.392363+0.329751j -0.776103+0.628181j -1.28138+0.707029j -0.111861+1.34165j -5.22246+0.924862j 0.62642-0.43876j -1.4592-0.81274j 1.21266-1.38927j -6.48385+0.790531j -0.852934+1.56208j 2.41576+1.31782j -0.251836-2.19056j 11.9534-1.80974j 2.95181+1.98049j 9.37565-0.760316j 5.19105+0.493273j 1.50221+0.534881j 3.89601+1.16413j -0.295656-0.915186j 2.11822-0.596188j -10.9679+1.70176j -1.72778+0.659887j -2.41674-0.207699j -0.114769+1.52177j 13.5677-0.407384j 0.909477-0.538703j 7.28859+0.881741j 8.61455-1.03005j 2.0369+0.459015j -5.70088+1.36324j 9.41704+0.0800548j 2.04724-1.06721j 1.0709+1.06977j -10.8731-0.386038j 1.04155+0.0785154j 5.17225-2.08021j 3.88688+0.520069j 2.51525-0.561859j 2.44384+1.1948j -5.10616-1.01641j 5.14248-1.76327j -1.62343+0.370597j 10.0435+0.770042j -4.56421-0.680443j 0.470155+0.195832j 5.028+0.203837j 3.78433+0.0767588j 0.241211+0.437375j 1.46914-0.0676396j 2.75113+0.0471493j 3.54314+0.336959j -1.03461-0.0797183j -0.758208-0.259043j -0.56964+0.256208j 0.249254+0.232783j -0.274394-0.130286j 
0.324484+1.00551j 0.476637+0.951948j -0.535489-0.804743j -0.952145+0.229047j -1.10098+1.71966j -1.45731+0.619368j 0.253452-0.357916j 0.546034-0.16557j 1.64991+0.662816j -0.872119-0.193983j 1.53412-0.673224j 0.603932-1.46399j -1.26314+0.348033j 0.0252851-0.175494j -0.0653199-0.669817j 0.0504941+0.501204j 0.572932-0.130109j 0.408123-0.84352j -0.48973+0.792976j 2.16004-0.302429j -1.65451-0.225701j -1.69962+1.04888j 3.43808+1.63739j 0.361588+0.103116j 2.06597-0.296823j 3.42045-0.490571j -1.26443+0.102027j -2.10188-0.693691j -2.68226-0.82007j -3.95019-0.571168j 2.23222+1.10363j 1.94961+0.407463j -2.84835-0.268176j 0.0442255-0.405493j 1.50321-0.233155j 0.351298+0.0220297j -0.105316-0.212294j 0.72892+0.0459498j 0.727092-0.0388423j -1.11196-0.160064j 0.994573+0.19896j 4.09832-0.306926j -0.762032+1.1923j 15.2764-2.31528j -3.55235-0.146647j 5.86033+1.70113j -6.09691+0.394491j 20.0082-1.89489j 2.75058-0.668494j -6.48329-1.26126j 1.40701+0.6626j -36.0005+4.9419j -9.11408-4.09558j -29.6375+0.723057j -13.9332+1.87636j -4.06752+0.542629j -10.9781-2.42643j -1.47818-1.22648j -8.18352+0.269459j 33.9119-3.02421j 6.06137+0.0775537j 6.56691+0.57833j -1.86329-3.52622j -37.3003+2.53475j -0.223539+0.485961j -25.3013-2.58985j -25.0851+3.86314j -8.45815-0.369551j 19.2722-5.52888j -30.6334-0.917861j -6.93474+2.37353j -2.91987-0.235275j 32.4463+2.83863j -0.730095-0.735683j -12.1207+2.89809j -11.2968-1.10204j -9.01114-0.0892525j -9.30955-1.33569j 15.4854+1.9064j -18.9211+3.39696j 5.85929-0.710397j -29.1452-1.15097j 13.2055+2.22085j -1.34104+0.213435j -14.9582-0.648615j -11.7424-0.59509j -0.636186-1.21795j -4.43046-0.0586804j -7.01244-0.270508j -11.0819-0.983907j 3.3932+0.279407j 2.70789+0.545612j 1.53305-0.495172j -0.774144-0.416345j 0.836001+0.223732j 
0.988987+0.648151j -0.302324-0.513408j 1.64682+0.114677j 0.0520755-1.00188j 0.722127+1.00904j 1.65937+1.66594j -0.410696+0.401653j 0.746277+0.168496j -0.696133+1.39126j 0.526915-0.664258j -0.513907-0.448047j 1.62305+0.0950557j -0.468455+1.12031j -0.326496+0.397197j 0.0591622+0.545475j 0.296487-0.404396j 1.83562+0.00274574j 0.346689+0.215077j 0.19161-0.480396j 0.725998-0.179318j -0.386076+0.908151j 0.252306+0.685172j -0.838134-0.529336j -0.511879-0.764765j -1.14869-0.247796j 0.511186-0.228784j 0.582671-0.337164j -0.174777+0.0394222j 0.229836+0.831463j -0.259081-1.08083j 1.04611+0.0446655j -0.345371-0.158823j -0.262588+0.542994j 0.294419-0.139827j 0.0551438-0.216982j 0.268572-0.0570613j 0.228513+0.210531j 0.245106-0.0894105j -0.376487-0.0998945j -0.476034-0.346691j -0.42669-1.70129j -0.452872-0.770828j -0.484373-2.00043j -0.627083+0.227209j -0.312251-0.200648j 0.276705-0.508294j -0.781375-0.56064j -0.771155+0.226902j 0.69985+0.370321j 0.326758+1.01028j -0.859444-0.754045j 0.715746-0.180995j 0.929636+0.442335j 0.83496+0.5267j 0.141628+0.0337644j 0.838768+0.856822j 0.816283-0.207164j 0.502131+0.747175j 0.734964-1.60137j -0.773994-0.470516j 0.564521+1.47476j 0.0998996-1.67345j 0.350676-0.175531j 1.46738-0.364607j -0.128713-0.197771j 0.663895+0.217233j 0.374862+0.782394j 0.280697+0.276557j -0.864729-0.317353j 1.25535-0.436482j 0.944589-0.52315j 1.36022+0.081157j -0.773602+0.122403j -0.0762182+0.303684j 0.310948-0.124817j -0.0335911+0.281505j -0.44232+0.0514805j 0.374758+0.157996j -0.403221-0.299046j 1.11363-1.37964j 0.0914367-0.022644j 0.461194+0.556583j -0.596554-0.551896j -0.417874+0.276639j 0.463596-0.00885946j 0.292224+0.142215j 0.468168+0.432592j 0.300808-0.162346j 0.415619-0.144868j 0.430046+0.275989j 0.00368127-0.0140923j -0.283571-0.245843j -0.00862542+0.0615448j -0.134458+0.188226j -0.0843658-0.0523925j 
0.738472-1.5529j -1.79963-0.343355j -0.273442-1.34404j -1.09051+1.29171j -0.511593-2.13439j 0.0888126+1.12567j -1.01143-0.428334j 0.507164-0.181248j -0.42747+0.248353j -0.269326+0.868474j 0.0784117-0.691182j -0.465508+1.20407j 0.835261+0.452656j 0.445788-0.00779022j 0.0135487+0.148761j 0.461927-0.612834j 0.666273+0.0653846j -0.715813-0.597912j -0.419753+0.859987j -0.872263-0.637143j 1.93047+0.198309j -0.393757+1.3721j -1.51423+0.0494418j 0.124007-0.36088j -1.15741+0.0747649j -2.10051-0.159704j 2.22854+0.167756j 3.01023+0.826247j 2.16918-0.0971848j 1.79791+0.0817781j -1.84534-0.305081j -0.849098-0.253996j 1.83509+0.582145j -0.047643+0.53358j -1.21201-0.0825774j -0.302023+0.101618j 0.000647395+0.00421775j -0.419844-0.0198151j -0.297761-0.547797j 0.879384-0.211475j 0.210545-0.744448j -2.8478+0.138311j 0.928734-0.257869j -10.3559+1.33975j 1.64779+0.0157271j -5.08274-1.23249j 3.40069-1.60395j -15.1967+2.21655j -2.57738-0.36797j 3.30323+3.25345j -0.00449659+0.834299j 24.855-2.97077j 7.30273+2.48601j 21.3965-0.942941j 10.671-1.08445j 3.73671+0.196508j 7.3319+2.02153j 0.193261+0.233058j 5.39827+0.294635j -24.1825+2.32395j -3.3115+0.263182j -4.59896+0.343915j 1.25103+3.34266j 26.4037-2.57289j 0.519518-1.18991j 18.2235+2.78823j 18.7528-3.06912j 5.99032+0.938611j -13.0393+1.93855j 20.981+1.35678j 4.71102-1.88506j 1.50199-0.301217j -23.344-0.705928j 0.388199-0.771269j 9.50912-1.26259j 8.24815+1.13222j 6.80705+0.319492j 6.2784+1.11353j -10.3511-0.440482j 13.7968-2.69093j -3.80598+0.960887j 20.7966+0.980013j -8.84994-1.50546j 0.862461+0.338234j 10.6637+0.572485j 7.95752+0.324686j 0.441775+1.0951j 3.05807-0.156155j 4.58887+0.433494j 8.04411+0.683848j -2.58703-0.126552j -1.91499-0.224088j -1.11415+0.259951j 0.594745+0.146464j -0.571304-0.104879j 
