-0.00185072-0.00334222j -0.0243653+0.0104068j -0.00331545-0.0104187j 0.0341631+0.0075011j 0.00471378-0.0064787j -0.0885984+0.00259464j 0.0629289+0.00981848j 0.0147216+0.0110048j -0.0345947+0.017175j -0.145262+0.0108049j -0.0140176-0.00400624j 0.0160778+0.0193421j -0.0361374-0.0080983j 0.0211794-0.00488204j 0.00940988-0.00377198j -0.00408462-0.0285384j 0.0116677-0.00910936j 0.00145492+0.00302101j -0.0130987-0.0127333j 0.00202006+0.020198j 0.00242526+0.00434039j 0.00924158-0.016201j 0.0140956+0.00643199j 0.00139563+0.0143631j 0.0220063-0.0233064j 0.0296205-0.000744703j -0.00164367-0.0214541j -0.0241704-0.019437j -0.0544345+0.00869059j -0.00673857+0.00909378j 0.00366108-0.00303767j -0.0107171+0.00546775j 0.00463922-0.00514171j 0.0062719-0.00530565j 0.0124438+0.00838911j -0.00497927-0.00823395j -0.00417742+0.00214452j 0.00280232-0.0102053j -0.00269969-0.00418886j -0.0113703-0.00126389j 3.44001e-05-0.0195699j -0.00672315-0.0058747j 0.00215331-0.0360373j 0.0348078-0.00359305j 0.00708266-0.00710048j -0.0161373+0.00635914j 0.0311718+0.0176834j 0.00918329-0.00866339j -0.00208753+0.00738935j -0.0126031-0.001841j -0.00964866+0.00549507j 8.33069e-05+0.00127256j 0.00123735+0.00811802j -0.00460947+0.00327182j 0.0014136+0.00102638j 0.00395627-0.000775104j 0.000681955+0.0025149j -0.00423111+0.00461194j 0.00543216-0.00263032j 0.0121497-0.000192349j -0.0147819-0.00369049j 0.000860567-0.000600257j 0.0055213+0.00437642j 0.00620003+0.00876783j 0.00498534-2.82696e-05j -0.00220199-0.00754503j 0.00971108-0.00134803j 0.00148927-0.014281j -0.00917922+0.00335188j 0.000437952-0.0150111j -0.0066369-0.00454414j 0.00295513+0.00346299j -0.00583911-0.00717986j 8.89993e-05-0.0056419j 0.000189871-0.0106164j -0.00111943+0.0166458j 0.00428539-0.00170867j 0.00992347+0.00322747j -0.00115121-0.00242141j -0.00565987-0.00242788j -0.00224374-0.00232389j 0.00208312+0.000697837j 0.00136391-0.00212165j 0.00192623+0.000288199j 0.00425461+0.00221735j 0.00389188+0.00195956j 0.000918549+0.0011864j 0.00429817+0.000583345j -0.000740661-0.00604345j 0.000393077+0.00420812j -0.002855+0.00174514j -0.0148297+0.00324268j -0.00329346-0.00798084j 0.00429418+0.00215807j 0.00350271-0.00312467j 
0.00416406+0.00285638j 0.00066236-0.00373595j -0.0109422-0.000349546j 0.00900305+0.00143918j -0.111709-0.0022631j -0.00505997+3.93595e-05j 0.00182055+0.00146473j 0.0394809-0.00114141j -0.112736-0.00130279j 0.0934013-0.00554202j 0.0535729+0.0074975j -0.00377193+0.0032426j 0.0950755+0.013773j -0.0590374-0.00609975j -0.0669974-0.00593569j -0.0455556-0.00239146j 0.0365441-0.00355073j 0.0403945+0.00229679j 0.010988+0.00563711j 0.000439895-0.00309168j -0.0612772-0.00622498j 0.0424712-0.00191733j -0.278273-0.00625425j 0.157203-0.00218993j -0.0556775+0.0022528j -0.338016-0.00728698j 0.370536-0.00511686j -0.332543+0.0077748j 0.00858541+0.0051872j -0.00456302-0.00756571j -0.0543032+0.00812172j -0.012994+0.0135585j -0.0109258+0.00220191j -0.00212427+0.00312303j -0.00611315-0.00463489j -0.00346277-0.0098027j 0.0326255-0.01368j -0.00964872+0.0271637j 0.00377566-0.00813265j 0.0311016+0.0149014j 0.00458722-0.00647909j 0.0623079-0.0131798j -0.0106709-0.0277319j 1.30709e-05+0.00136914j -0.00910106+0.0113955j 0.0360169+0.0127445j -0.0446818+0.0156918j -0.0313634+0.0084125j -0.0399956-0.00512655j 0.0115213-0.0110662j 0.0050749+0.0131714j 0.00345046+0.00438924j 0.00024476-0.015028j 0.00410421-0.00811946j 0.00302203-0.000407407j -0.00525906-0.000976648j 0.00103504-0.00140314j -0.00331594+0.00328354j 0.000529058-0.00804054j -0.00570468-0.00533279j 0.00759166+0.00398807j 0.00369194+0.00655804j -0.00468456-0.010795j 0.00868886+0.00157897j 0.00885596+0.00140136j 0.015151-0.00431604j -0.00758139+0.000759639j 0.0111504-0.00386927j 0.00246398-0.000533693j -0.00667049-0.0160983j 0.00767534+0.00789901j 0.00210998+0.0188915j -0.00745028-0.0161893j -0.0118301+0.00655557j 0.0506305-0.000299129j -0.0438333-0.00652572j 0.0136029+0.00217268j -0.0231333+0.00722812j 0.000744735-0.00288625j 0.00954341-0.00284675j 0.00259547+0.00144826j -0.00859675+0.000850373j 0.00132039-0.00184472j 0.00304192-0.0011096j -0.00583432-0.00083052j 0.00926707+0.00268199j 0.00375155-0.000389738j 0.0125194-0.00159421j 0.00293287+0.00248857j -0.0187794+0.0112127j -0.00280797+0.0021146j -0.00953+0.00372704j 0.00216425+0.00336215j 0.0195464-0.00392983j 0.00414898-0.00681184j 
0.0113249-0.0064078j -0.049213+0.00110256j 0.0333423+0.000347621j -0.0313616-0.00167169j -0.00262927-0.00480463j -0.0136987-0.00381766j 0.0544393+0.0021948j -0.0217009+0.00100112j -0.00353266-0.00123853j -0.0527696-0.00740895j 0.0246086-0.00793003j 0.0156038+0.00538651j -0.00318347-0.0170993j 0.0120488+0.00464238j -0.067072+0.00638856j 0.0697236+0.00605286j 0.0031828+0.00281349j 0.0211933-0.00772762j 0.116753-0.00785495j 0.0358054-0.000268929j -0.0604368+0.00562247j -0.0373747+0.00214467j -0.0227488+0.00108703j 0.100556+0.00484396j -0.1228+0.000884246j 0.0293123+0.00874433j -0.0961549+0.00643552j -0.0422474-0.00528307j -0.397612-0.00533169j -0.0907641+0.0089224j -0.0704537+0.0108343j -0.0762481-0.00112269j 0.050302+0.00468543j 0.00183703+0.00178801j 0.0559661-5.30915e-05j 0.00743413-0.00310067j -0.00580421+0.00247399j -0.0354515-0.00548556j 0.00397152+0.000447111j -0.026302-0.00351706j -0.00983252+0.000954258j -0.00113391-0.000427802j 0.0144584-0.000475563j 0.00654114+0.000382489j 0.00972392+0.00044139j -0.00310077-0.0036395j 0.0351585-0.00245451j -0.0687764-0.0072377j -0.0527988+0.00330626j -0.0340951+0.00303165j -0.00696697-0.00197419j 0.00684213+0.00285423j -0.00306495-0.000656601j -0.00754345+0.00133832j -0.00153574+0.00379733j -0.00118127-0.000688591j -0.00311758+0.00377879j -0.00620198-0.00262968j -0.000715691-0.00290387j 0.00486179+0.000660603j -0.0086026+0.00501908j -0.00828606+0.00705012j 0.00399984+0.00360087j 0.0118242+0.00376463j 0.00534482+0.0163717j -0.00507094-0.00208832j -0.00459741-0.00210204j -0.00797122+0.00159624j -0.00470126-0.00873498j 0.00631496+0.0148229j 0.0171269+0.00201891j -0.00148159-0.00241938j -0.0231803+0.00971323j 0.0168063-0.0052568j -0.000883319-0.0444804j -0.00366359-0.0580656j -0.00843755+0.0117363j 0.0121159-0.0106623j 0.0065832+0.00276557j -0.0106769-9.15389e-05j -0.00122762-0.000541118j 0.00704362+0.00417548j -0.00243473-0.00125793j 0.010039+0.00318921j -0.0105832-0.0125413j -0.00685142-0.0181619j 0.00542006-0.00487174j 0.00374537-0.016541j -0.00393661+0.0119117j 0.0258061-0.00859353j 0.0136223+6.03428e-05j -0.00409131-0.00725394j -0.0145971-0.00636396j 0.00709451-0.00606592j -0.00959968+0.00243522j 
-0.0290949+0.0219743j -0.0123364-0.00851736j -0.00213622-0.00233467j -0.011051+0.0077228j -0.000261509+0.0104978j 0.00909623-0.00437289j -0.0265856+0.0018424j 0.00544283+0.00172834j -0.00551116-0.00795868j -0.0335371-0.00741104j 0.0550789+0.0318725j 0.0136308+0.0238891j 0.141918+0.067269j -0.0551455-0.0451373j 0.0354258+0.00114227j -0.0135464-0.0472241j -0.00109579-0.0105744j 0.030209+0.0259886j 0.061782+0.0204356j -0.0556985+0.037021j 0.0648948-0.0252911j -0.130864-0.0362754j -0.040344-0.0190605j -0.0209181+0.0245799j 0.0302349+0.0102298j 0.153511-0.0568881j 0.00963413-0.0723104j 0.0680923+0.0126294j -0.0183852+0.0343132j -0.0270685-0.0281122j -0.041121+0.0231962j 0.0033656+0.0649533j 0.00276749-0.0166924j 0.0173475+0.0234002j -0.0248199-0.0183271j -0.0354561-0.0361882j -0.0508521-0.0464883j 0.1344+0.141184j -0.0531098-0.0537201j 0.0331851+0.0422674j -0.0219146-0.0238523j -0.0204119-0.0380932j -0.0190987-0.0362393j 0.0474695+0.0532056j 0.0588471+0.0919538j 0.0791619+0.0592625j 0.0529519+0.0176525j 0.0813029+0.0288777j -0.0419703-0.020487j -0.0170747-0.0477835j 0.0334773+0.0411099j -0.0447445+0.026242j 0.0329617-0.0636606j 0.00760817-0.0278527j 0.0323634+0.00173511j -0.00648135-0.000940294j 0.0205429+0.0100457j 0.00136001+0.0157282j 0.00135035+0.000419733j 0.0266273-0.0168999j -0.037358+0.0176662j 0.00107293+0.0164479j 0.00789947+0.00584931j -0.00281727+0.0173875j -0.0166112+0.0266133j 0.00189747-0.00683546j 0.0146143-0.0158979j 0.000276209-0.00390815j -0.00899269-0.00384705j 0.00199723+0.00114114j -0.0294314+0.0130974j -0.031867+0.0124755j 0.0126166-0.00952097j -0.00504161-0.0236627j -0.0247655+0.0150774j -0.0154995-0.0232573j -0.0109532-0.00299846j -0.04629+0.0319501j -0.0368559-0.000326223j 0.0161766-0.0018175j 0.00305825+0.00258303j 0.000275161-0.00285162j 0.00457716-0.000230628j -0.0103571-0.00139109j 0.0527679-0.00723265j 0.0855642-0.0170128j -0.00881284-0.00247631j -0.0312794-0.00382994j 0.0106491+0.033192j -0.0616551+0.063412j -0.0353874-0.0190079j -0.00964154+0.00154325j 0.0205854+0.0404586j 0.036365+0.00367181j 0.0184082-0.0183175j 
0.0565558+0.00729706j 0.0312305+0.000967604j -0.00197946-0.000712515j -0.00254102+0.00397728j 0.00500293+0.0025605j -0.0510218+0.000593901j 0.0156251+0.00138758j 0.011272+0.000975453j -0.034218-0.00455519j 0.0336121+0.000365253j -0.0440388+0.00403795j -0.120671+0.00895878j -0.146147+0.00923606j 0.109305-0.0134697j 0.00455357+0.0107742j 0.0880471-0.020994j 0.0752402-0.00552841j -0.0180952+0.0108544j -0.18636-0.0096483j -0.23622+0.0183697j -0.0284562-0.0142937j 0.252886-0.0180096j 0.290123+0.00146962j 0.0843801+0.0286592j -0.0862674+0.0168264j -0.331992-0.0114584j -0.122374-0.0189696j 0.0628303-0.00202004j -0.0391702+0.00173287j -0.0869837-0.00350491j 0.116491+0.0139561j 0.0352824+0.020506j 0.0204544-0.00808602j -0.0244371+0.0100492j -0.0154699-0.00461516j 0.00122305-0.0162523j 0.0309425-0.0141868j 0.0569495+0.0338422j 0.0185678-0.00742351j 0.0277211+0.0098159j -0.0181887-0.00616249j -0.000485021-0.0143692j -0.00860651-0.0235714j -0.000317575+0.0120953j -0.0392947+0.0218364j -0.0165602+0.0231843j -0.0114181+0.0145924j -0.00469802+0.00339507j -0.0126478+0.00068743j 0.0213667-0.0134513j 0.00712928+0.0139699j 0.0182456+0.0104092j -0.0230769-0.0188337j -0.00255054-0.0064636j -0.00123984-0.00140794j -0.00237447-0.00288044j -0.00355179+0.00711015j -0.000725886+0.00622959j -0.00024277-0.00547466j 0.0132099+0.018261j -0.0164313-0.00382033j -0.0130835+0.00170507j -0.00931679+0.00397134j -0.00763152+0.00809826j -0.0142936+0.0268395j 0.00700763+0.00324633j -0.00209666-0.00803856j 0.00726739-0.0055976j 0.000798527+0.0156892j 0.000324829+0.0172694j -0.0144571-0.00499315j 0.00874344-0.00953716j 0.0417233+0.00113441j 0.0396898-0.0116389j -0.0259784+0.00703229j 0.0183592-0.00227715j 0.0117524-0.00322539j 0.00238645+0.00124506j 0.00669246-0.00448501j -0.00300646+0.00143295j -0.00588068+0.00622437j 0.00416071-0.00532228j -0.00359067-0.00171244j -0.00108422-0.00304194j 0.0044264-0.00934531j 0.0270939-0.0206081j -0.00957563-0.00133294j -0.02918-0.00270044j 0.0400118+0.017529j 0.018904+0.0206669j -0.00938578-0.0101034j 0.0177683-0.0154204j 0.0329205+0.00436768j -0.0105386+0.00179352j -0.01064+0.001906j 
-0.0193857+0.00292517j 0.00332466+0.00124702j -0.00980554-0.00210987j 0.022373+0.00257315j -0.0227623+0.00582456j -0.0582301-0.00292218j 0.0157049-0.000796394j 0.0190532+0.00224985j -0.0604001+0.00227589j 0.0232472+0.00586556j 0.0145625-0.000996524j -0.0376753+0.00394135j 0.049326+0.00134952j -0.0147057-0.00323649j -0.0144247+0.0041765j -0.0158295-0.000827506j 0.0132727-0.00370705j -0.0476878-0.000555094j -0.000503476+0.00261596j -0.0315361+0.00887017j 0.0125925+0.00297513j 0.0125958-0.00922375j -0.101433+0.00668818j 0.108048+0.00383629j -0.0480263-0.00170083j -0.245281-0.00623842j 0.274336-0.00659977j -0.315998-0.000614696j 0.0434825+3.83643e-05j -0.04584+0.00162104j -0.0158681-0.000541765j 0.00475032+0.000372854j -0.0273473-0.00199054j -0.00405093+0.00299946j -0.00150235+0.00214837j -0.00514754-0.00315502j 0.0235783+0.00252519j -0.00806668+0.00475109j 0.0122291-0.00438763j 0.0195669-0.00773863j -0.00423163+0.00049225j 0.0378801+0.00635135j -0.000306445+0.021515j 0.00796123+0.0108047j 0.0126469+0.0100451j 0.0161726-0.00224093j -0.00186829-0.0108745j 0.0243692+0.000951048j -0.0568391-0.00412888j -0.00606588-0.00285085j 0.00411007-0.000247445j 0.0115609+0.00205809j -0.00386833-0.00261294j 0.00593012+4.73916e-05j 0.000275284+0.0035536j 0.0145972-0.00180492j 0.00315759+0.00752817j -0.00132893-0.0019733j 0.00202914+0.00825478j 0.00885338-0.000246906j -0.00755171+0.00806292j -0.00775075+0.00807889j 0.00199547+0.0122503j -0.00984919+0.000389642j -0.00608572+0.0131899j 0.0028684+0.00742877j 0.00593729+0.00332179j 0.000763353+0.00971895j 0.00137059+0.00331624j 0.00530378+0.0194759j 0.00121469-0.0157424j -0.000236991-0.0279815j 0.0161586+0.0227485j 0.0240637-0.0180791j -0.0092624+0.00305246j -0.00868635+0.00542011j -0.00260489-0.00461486j 0.00927276-0.000652723j -0.00254678+0.00849558j -0.00244077-0.00238227j -0.00184994-0.00116844j 0.00478383-0.00146001j -0.00252252+0.000551562j 0.00276203-0.000855156j -0.00236995-0.00262124j 0.00720284-0.010978j 0.00350169-0.00524192j -0.00227358-0.00385879j 0.0118267+0.00344025j 0.00349762+0.00204475j -0.00264888-0.00837048j -0.00375211+0.00269073j 0.000294335+0.00161549j 0.00127882-0.00363066j -0.00151185-0.00121483j 
-0.000998698+0.00387128j -0.0262172-0.00815622j 0.0139326-0.000752449j 0.0238442-0.00181537j 0.00636828+0.00298682j 0.00401354-0.00478452j 0.0451395+0.0045695j -0.0100257-0.000648793j 0.0252862+0.00293437j -0.0118826-0.0111708j 0.0420434+0.0141635j -0.0231571+0.0134971j 0.049613+0.0311712j 0.0333306-0.00914291j -0.149413-0.0305672j -0.0445712+0.0450012j -0.0266604-0.0032373j -0.162738-0.0220451j -0.0251922+0.0463914j 0.0761771-0.0345895j -0.00164091+0.0141175j 0.170657+0.0243992j 0.138025-0.0333019j 0.060004-0.0598152j 0.062149-0.0276705j -0.0651949-0.0169695j -0.0379015-0.00290117j 0.0639048+0.020968j 0.00420293+0.0246007j -0.0381651-0.0143322j -0.00452723+0.0186927j 0.0735599+0.0201183j 0.0183967+0.00662195j 0.00948695+0.00197805j -0.00492341-0.0170643j -0.0367772-0.0248997j -0.028262-0.0351448j 0.107132+0.0865428j -0.0345816-0.0262953j 0.0287216+0.0352753j -0.0340918+0.00105756j -0.0583652-0.0127735j -0.0199048-0.0178559j 0.0687285+0.0292308j 0.0130552+0.0441893j 0.0638371+0.0222997j 0.0165183+0.0205617j 0.0578726+0.0125404j -0.0463569-0.0274847j -0.0177523-0.0141375j 0.0180311+0.0225982j -0.0314023+0.0218375j 0.0234214-0.0440609j -0.00165017-0.0141431j 0.0212372-0.00545783j 0.00361702-0.00656305j 0.00794297-0.00703483j -0.0248864+0.000176055j 0.006412+0.00586255j 0.0138006-0.00688513j -0.0139599-0.00292746j -0.00274634+0.0168909j 0.00741444-0.0191317j -0.00624855+0.019741j -0.0259533+0.0202324j 0.0393389+0.00208802j 0.0236736+0.00900869j 0.0233742+0.0114794j 0.00303274-0.00201198j 0.0279898-0.0126514j -0.0283448-0.0126752j -0.00487069-0.00982484j 0.00391366+0.0016666j 0.0153017-0.0221589j -0.0466905-0.00942096j -0.0175881-0.0095043j -0.0281485+0.0296646j -0.0399704+0.0128578j -0.012172+0.0119975j 0.024852-0.0277091j 0.0219707-0.0138957j -0.0243245+0.0214843j 0.00541936-0.00267564j 0.00610504+0.0173369j 0.00656116-0.0104439j 0.00758658+0.00665819j 0.0337729+0.00519702j 0.0548628-0.00610347j -0.0544186-0.0272458j -0.0324317-0.0142801j -0.0150482+0.0483613j -0.0201797+0.0313097j 0.0184404+0.00682394j 0.00427083+0.00682606j 0.0152629-0.00364674j 
-0.00786844-0.00147472j -0.0289962-0.000941196j 0.0268159+0.00148545j -0.0278661-0.00206313j -0.050751-0.000443663j 0.0321326+0.000433793j -0.0154425-0.00123685j -0.00114391+0.000959768j -0.0340917+0.00137502j 0.0354144-0.000840447j 0.0115778+0.00129143j -0.0695156-0.000841374j -0.0447045-0.00435948j 0.122429+0.00706793j -0.158174-0.00208091j -0.0498385+0.0130911j 0.0134183+0.0053088j -0.0347676-0.0051565j 0.00358594+0.0100337j -0.122825-0.00525902j 0.126351+0.0117252j 0.1305+0.00817801j 0.154798+0.00475849j 0.105484-0.0173226j 0.0851078-0.00951163j -0.238014+0.00551185j -0.0549241+0.0123568j 0.00129043-0.000266442j -0.00737825-0.0017216j -0.0591587-0.00493268j 0.0259946+0.0165479j 0.029907+0.00875617j 0.0324735+0.0017303j -0.0113342+0.00173477j 0.0237316-0.00529585j 0.00901593+0.00161825j 0.0345874-0.0122829j -0.00371734+0.0306724j 0.025193-0.00500515j 0.000286043+0.0119231j 0.0174403+0.00122735j 0.0195394-0.0161755j -0.00174515+0.0130523j 0.0179284+0.00771648j -0.080389+0.0216772j -0.0489122+0.00942708j -0.00689115-0.00887128j 0.008428+0.0105542j -0.00655261-0.000342527j 0.0149198-0.00470954j 0.000496394+0.00464367j 0.0108861+0.00662429j -0.00998274-0.0110525j -0.0199262-0.0144634j -0.000952394-0.0029171j 0.00195755+0.0187833j 0.0118612-0.0104341j 0.0143744-0.000388948j -0.0147268+0.00931051j -0.0315187-0.0150218j 0.00547954-0.00038093j -0.00309409-0.00805556j -0.00154093+0.00977194j 0.0224243-0.00995639j 0.00595653-0.0133172j -0.0139216-0.0184686j -0.000715474-0.0089345j -0.0237821-0.00919298j 0.00140418-0.0183134j -0.0255763-0.0073936j 0.00568124+0.0256164j -0.0185596+0.0242235j -0.00518952-0.00756644j -0.00951432+0.0128069j 0.0144805+0.00917918j -0.00448079-0.0146056j 0.00931619+0.00878004j -0.0190456-0.00293452j 0.0148789-0.00418687j 0.0101004-0.00818742j 0.0100904+0.00321724j -0.00387262+0.0025399j -0.00242818+0.00150936j 0.00607441+0.00563798j -0.0127954+0.0029205j -0.0224729+0.0091299j 0.011666+0.00384088j 0.0155765+0.00222363j -0.00449064-0.00805092j 0.00209766-0.00990585j -0.0063412+0.0222805j -0.00635286+0.000912189j 0.0228291-0.0067638j 0.000270099+0.0024322j 0.00332184+0.00409564j 
0.0157777-0.00201584j 0.0372332+0.000799786j -0.0247926-0.0022516j -0.00272484-8.30316e-05j -0.0323833-0.00284729j 0.00997594-0.00175729j -0.00834599-0.00162902j -0.0105905+0.000405351j 0.0459908+0.00050301j -0.0128007+0.00109085j -0.0398606-0.00089332j 0.0171874-0.00560843j -0.0812103+0.00177931j -0.00252928-0.00167312j 0.136611+0.00610852j 0.130999-0.0177381j -0.0028581-0.00163716j 0.091462+0.0124056j -0.158631-0.0100344j -0.0230287+0.0117215j -0.175468-0.00422572j 0.115741-0.0057427j 0.0487061+0.000239749j -0.00790457+0.0159519j -0.193423+0.00792242j -0.263978-0.0020704j -0.10967-0.00638068j 0.0549806+0.000579721j -0.0185228-0.00209578j 0.0171371+0.00149869j 0.0797379-0.0210575j 0.00294212-0.0118488j -0.0185232-0.00305725j 0.00453373-0.00448357j -0.0101159+0.00909046j 0.00604208+0.0111773j -0.0147193+0.0221021j 0.0153831-0.0376832j -0.00172668-0.00379542j -0.00467592-0.0183767j -0.0137652-0.00169131j -0.0105957+0.0214895j 0.00421674+0.0102945j -0.0323957-0.00117121j 0.0275986-0.0184615j -0.00603851-0.0178278j 0.000371069-0.0196175j 0.00686774-0.00414041j 0.0322805+0.00157905j 0.004629+0.00673989j -0.000588284-0.01836j -0.0107925-0.0178651j 0.0182296+0.024471j 0.00144693+0.0145395j 0.00359792-3.78767e-05j -0.00404007-0.0108045j -0.00863471-0.00497993j -0.00488274-0.000145393j 0.0152198-0.000886197j 0.00680504-0.0200772j 0.00478519+0.0100132j 0.0144861+0.00469631j 0.00927118-0.0162231j 0.0108212+0.0021228j 0.0181462-0.0180206j 0.0127249+0.00301159j -0.00830096+0.00411141j 0.0102567+0.00807902j -0.000778336-0.0113444j 0.0059457-0.0235416j -0.00243448+0.0064178j 0.00774066+0.0145002j -0.02327-0.00971635j -0.00417088+0.00253888j 0.00259255-0.0143777j 0.00368228+0.00770938j -0.0125617-0.013623j 0.00365159+0.00374508j -0.0145746+0.00209303j -0.00720602+0.0118544j -0.0140584-0.000818165j 0.00447321-0.00501549j -0.00345493+0.00182545j -0.00684842-0.00577836j 0.00823127+0.00977009j 0.0170695+0.00954447j -0.0108754-0.00236942j -0.0169071+0.00189373j 0.00804656+0.00432026j -0.00996827+0.00843446j 0.00400575-0.0251491j 0.00782975+0.000924433j -0.0208908+0.0049889j -0.00549749+0.00172879j -0.000608702-0.00283791j 
0.07961+0.000941223j 0.0346416+0.000771138j 0.0115594+0.00116107j -0.0446731-0.00229979j 0.0477735+0.00364706j 0.0451515+0.000630983j -0.0142022-6.8717e-05j -0.022056+4.20341e-05j 0.015155-0.00223743j -0.0137005+0.00214497j -0.0181129+0.00123311j 0.162097-0.00511952j -0.0644505-0.00108503j -0.082383+0.00208745j 0.099125+0.0010264j 0.02723-0.00357688j 0.0385678+0.00250413j 0.0911199+0.00318348j 0.0224922-0.000930015j 0.229761-0.000600046j -0.270572-5.03495e-05j 0.125998+0.000675798j -0.0936436+0.00192669j -0.115116-0.000396953j -0.132144-0.000227971j -0.103891+0.00264974j 0.176254+0.00183553j 0.0759284-0.000507186j -0.0963274-0.00146471j 0.188309-0.00362992j -0.0032883+0.0074245j -0.0110387+0.000196809j 0.00423494-0.000232636j 0.022465+0.00225663j -0.011372-0.00128601j -0.0151472+0.00481469j -0.0295546-0.00461486j 0.00649842+0.0073672j -0.0250712+0.00294043j 0.00416719+0.0105846j -0.00616346+0.0108096j -0.0277958-0.00576327j -0.00743886-5.7896e-05j 0.0212503+0.00739863j 0.0610658+0.00198205j 0.00152056+0.00226286j -0.00605013-0.006985j -0.0683963+0.00300015j 0.0786559+0.00108305j -0.00804292+0.00369632j -0.0105776+0.00169677j -0.0301985+0.0102086j 0.0031921-0.00328174j -0.00523515+0.0025922j -0.000978679-0.00730925j 0.00909922+0.00216201j 0.00604415-0.0066956j 0.0195351+0.0160138j 0.00582406+0.0159851j -2.07124e-05+0.0176482j -0.00605039-0.0303471j 0.0100911-0.0268316j 0.0065115+0.0123059j -0.000924982+0.0116536j 0.00085754-0.00690378j -0.00159574-0.00396074j 0.0100168-0.0266667j -0.00102204-0.0142976j -0.000662729-0.00126889j -0.00287882+0.0109146j -0.00353985+0.00939471j -0.00553719+0.00219572j -0.00943697-0.00387284j 0.00530667-0.00587279j -0.0103051+0.000680599j 0.0259646+0.00427083j 0.00867886+0.00534635j 0.000348657-0.00291769j -0.000752346-0.0153966j 0.00276474+0.00126803j -0.00192644+0.00418911j -0.00157753-0.00153216j -0.000861218+0.000583934j -0.0045355+0.0024277j 0.00373726-0.000874127j 0.00479704-0.00186382j -0.000457814+0.00287431j 0.00166855+0.00366577j -0.00619052-0.00430729j -0.00098156+0.00785517j 0.00319863+0.00962114j 0.00637556-0.0131183j -0.0050457+0.000992587j -2.32909e-06+0.00622787j 0.000100812+0.00188302j 
-0.0424508-0.000878172j -0.00993284-9.61756e-05j 0.0136702-0.00191885j -0.00317364-0.00146905j -0.0230399-0.000249611j 0.00389275+0.00224714j -0.019755-0.00158681j 0.0402298-8.89164e-05j -0.0863623-0.000325342j 0.0489871+0.00395631j 0.00969075-0.00758744j -0.130583-0.00221513j 0.049514-0.0125465j 0.0700377+0.00545857j -0.00489991+0.0122431j -0.0735219+0.0060316j 0.0353043+0.00612044j 0.0623727+0.000827038j 0.0423615-0.00837725j -0.315653-0.00241553j 0.24556-0.00153882j -0.190638+0.00811295j 0.0269604+0.000167518j 0.0682593+0.00689845j 0.074712+0.0132075j 0.109782+0.0113255j 0.031709+0.0092338j -0.0653305-0.00456819j 0.0192994-0.0083083j -0.105628+0.00231341j -0.0139462+0.00663534j -0.0484289-0.0130046j -0.01664+0.000725925j -0.0106339+4.10555e-05j -0.00377774+0.00039554j 0.0274854+0.00648836j 0.0673532+0.0064218j -0.0682322-0.0130936j 0.042783+0.00524526j -0.0330894+0.00246273j 0.0181123+0.0137641j 0.063986+0.00929741j 0.0213978-0.00504339j -0.0530694+0.00455211j -0.0894053-0.0088845j -0.0437445-0.000892816j -0.0150488-0.00822969j 0.0215195-0.000313515j 0.00350905-0.000255581j 0.0291369+0.00348901j -0.0155089+0.00201795j 0.0424856+0.00275822j -0.0437961+0.00796193j -0.0209685+0.0155882j -0.0219949-0.00940013j 0.0150831-0.0112231j -0.00989972-0.00790143j 0.0293748+0.0142754j 0.0191491+0.0142613j -0.0121521-0.0026097j 0.00572846-0.00689725j 0.0184983-0.0166604j 0.0194972+0.000302006j 0.00297122+0.0127356j 0.00776501-0.00855327j -0.00668752+0.00599487j -0.0106769-0.0253843j -0.0137583-0.00527988j 0.00512586-0.000584141j -0.0328258+0.00411119j -0.0220247+0.0104516j 0.0175726+0.00750694j -0.0185103-0.00874929j 0.00245319-0.0067736j 0.0248221-0.0162967j -0.00200651+0.0147513j 0.0401481-0.00257294j 0.00449836-0.00750735j 0.0283798-0.0121054j 0.00563139-0.000468784j 0.0113899+0.00194075j -0.00354765+0.000570621j -0.00173979+0.000345058j 0.00640328+0.00481829j -0.0168279-0.00279142j -0.0283384-0.00210478j 0.00307779+0.00441146j -0.017656-0.00107865j 0.0270845-0.00522059j 0.0234085+0.00145111j -7.29443e-05+0.00616298j 0.0110355-0.0173996j 0.0404005-0.00758696j -0.00405613-0.00814325j -0.00650398+0.00417991j 
