-0.00278612-0.0443777j -0.03137+0.0688562j 0.0662068+0.035716j -0.0299268-0.0192528j -0.00561371+0.00509426j -0.0142249-0.0113442j 0.0205029+0.0704326j 0.0161243+0.0540363j 0.0180203+0.0168639j 0.00393364-0.0265002j 0.0171345-0.00933573j 0.0177208+0.038476j -0.0227793-0.00446183j 0.00837777+0.0228425j -0.0210878-0.0161905j 0.0140028-0.0328834j -0.0585441+0.00580965j 0.0223837-0.0379307j -0.0138286+0.0239618j -0.0108154-0.0302931j 0.0329166+0.00886342j 0.0300126-0.000253104j 0.00510566+0.0111309j 0.0020143+0.00760314j -0.0139449+0.0434911j 0.000305047+0.0268592j -0.028725+0.0386537j -0.0239971-0.0301267j -0.00807712+0.00950456j 0.0271688-0.00923804j -0.0226956+0.000492842j -0.00231477-0.0171294j -0.00742006-0.0102351j 0.0136088+0.00674594j 0.0152596+0.0209864j 0.0237182+0.0237251j -0.00764801-0.012359j -0.0102224+0.0288851j -0.0103491-0.075615j 0.00292792-0.0179406j 0.00404952-0.00991687j -0.00260293-0.00719525j -0.00538286+0.0567934j 0.0118046-0.0115408j -0.0130268-0.00299047j 0.0181378-0.021718j 0.00926722+0.0037437j 0.0331545+0.013254j 0.0495972+0.032955j 0.0398045+0.00868613j -0.0100759-0.00484601j 0.0336906+0.000186742j -0.000927117+0.0859838j -0.022674+0.0358365j 0.0146623-0.099735j -0.000599931+0.05244j 0.00812021+0.0277365j 0.00921177-0.0260455j -0.0333841-0.0012731j -0.0101654+0.0145404j 0.00334944+0.0232491j 0.00662345+0.01046j 0.0210315-0.0979995j -0.0292027+0.000243987j -0.0622402-0.0607973j 0.0326327+0.00791675j 0.00133316-0.0714292j 0.00724431-0.0384432j -0.0857375-0.0747577j -0.0213638-0.00206076j 0.0204023-0.0917423j 0.0436025+0.00830398j -0.0343094+0.0859052j 0.0407081+0.0129048j -0.029902+0.0266929j 0.0736854-0.0435256j 0.00207514+0.0189103j 0.0806711-0.0814777j 0.124401+0.00359872j -0.0205711+0.0663525j -0.00353069+0.0682694j 0.0622163-0.0825289j -0.0418527+0.0438932j -0.0738744+0.0226284j 0.0384851+0.0875092j -0.0167279-0.0215426j -0.026698-0.0320669j 0.174656-0.041183j 0.0182986-0.115891j -0.120059+0.0401333j 0.122083-0.260285j -0.223897+0.159279j 
0.00863029+0.0395219j 0.0151315+0.0577373j -0.0120251+0.0402215j -0.0266276-0.0468812j -0.0600737+0.0454721j 0.0226082-0.0384488j 0.0289547-0.0159096j 0.0468875-0.0326699j 0.00414319-0.0125663j -0.0102501+0.111706j -0.0117308-0.0298175j -0.0555773-0.0119654j -0.00245584+0.0707798j -0.0112611-0.0340028j -0.0220818+0.0376032j 0.106486-0.0415073j -0.0654179+0.00615497j 0.0777297+0.034548j -0.0762707-0.00247316j 0.0033737-0.0933579j -0.113449-0.039562j -0.0079701-0.0041426j -0.0379199-0.143457j 0.016526-0.0204927j -0.118057+0.147866j 0.0219516+0.0448719j -0.0222801+0.0310158j -0.0499346-0.0374291j 0.0267004+0.0391085j -0.136414+0.0644063j 0.0280616+0.118198j -0.018119-0.042564j 0.126806-0.0483681j -0.0311902+0.00801843j 0.0846846-0.000839897j 0.0220988+0.00378342j 0.051661+0.0467759j 0.12015-0.00704084j 0.0266175-0.0169262j 0.0654599-0.104441j 0.124978-0.122294j -0.0650403-0.127111j 0.0865715+0.0308976j -0.0153006+0.0130392j 0.00480452-0.00323367j -0.055802-0.0940983j -0.0251163-0.0939493j 0.0628819+0.0820902j -0.131226+0.0652248j -0.0923384-0.0341897j 0.0108424-0.0839485j 0.0184479+0.0855495j 0.0534363-0.00627787j 0.0578743+0.122789j -0.0441309-0.0102487j -0.0975945+0.0131887j -0.0393053+0.0433986j 0.0361448+0.0338217j 0.057907-0.102396j -0.0265237-0.0133034j 0.0650101+0.00489786j 0.0306344+0.0805805j 0.0437674+0.0298382j 0.126342+0.107282j 0.0639697+0.0248294j -0.0193743+0.00253751j -0.0677291-0.0343502j -0.0411061+0.0301895j -0.0137508-0.0140872j -0.13071-0.0330992j -0.0393117-0.0559263j -0.0939295+0.0893534j -0.0423067-0.0937796j 0.0530405-0.000957082j -0.0299117+0.0152364j 0.00857241+0.00813771j -0.0989426+0.00592707j 0.0687124-0.034971j -0.0399784-0.14101j -0.0506166+0.017808j 0.0770138+0.120785j -0.15894+0.089255j 0.0621064-0.0116358j -0.0742618-0.0805679j -0.00455513-0.0061134j 0.0252804-0.0231537j 0.0930352-0.000824452j -0.0264388-0.0609998j 0.0501851-0.0093271j -0.0124049+0.0144399j 8.97546e-05-0.0185258j 0.0257469-0.0158369j 
-0.0029545+0.0015032j -0.0145338-0.0227422j 0.0059207+0.00373216j 0.0245412+0.0357514j 0.0186708-0.0348176j -0.00604809-0.03199j 0.0215256-0.0436585j 0.010427+0.00322594j -0.0667273+0.0153751j -0.0564404+0.0150339j 0.0061625-0.0157608j -0.0469626+0.00960268j 0.0192853-0.00433649j -0.0419923-0.0491537j 0.0759796+0.0493059j 0.0667032-0.00441159j -0.0181747-0.0219169j 0.0501815+0.111011j -0.0655456+0.0393662j -0.0240291-0.124762j 0.0368494+0.0807234j 0.0191816+0.0253578j 0.0227634-0.2093j 0.048725+0.0179812j 0.0282116+0.11357j 0.0213265+0.0108172j -0.0636214+0.139516j -0.0138186+0.124159j -0.00703868+0.0364779j 0.0106326-0.0958631j 0.0211435+0.0530208j 0.0699515-0.102563j 0.0111125+0.0806721j -0.154424-0.104154j 0.00598926-0.0399292j -0.0504548-0.127364j 0.0220392+0.106236j -0.059084-0.0654339j -0.0192162+0.0161554j 0.044409-0.0276952j 0.0268584+0.0642085j 0.0581622+0.0385355j -0.00863863-0.0467187j -0.0340943-0.0123549j 0.122687-0.0751748j 0.100903-0.0153856j 0.0108989-0.0413625j -0.0172712+0.0444448j -0.0719862-0.126943j 0.10159+0.0649535j -0.0628739-0.101518j 0.133372-0.0488462j -0.0373705+0.109583j 0.0644517-0.0405494j -0.0601819+0.0681662j -0.0680289+0.120927j -0.0582878+0.061828j 0.00531861+0.0486806j 0.137823+0.0182398j 0.00882925+0.108177j -0.0212402-0.158904j -0.0363799+0.0472693j 0.00581848-0.123483j -0.185743-0.0566276j 0.0315369+0.0679402j 0.126049+0.0454895j -0.0357258-0.0621352j 0.0747363+0.142022j 0.0877751+0.0763229j -0.00630957-0.0510866j -0.00988029-0.0542421j -0.0726885+0.047312j -0.0475359+0.0830167j 0.0101615-0.0610706j -0.026351+0.07958j -0.0542113-0.0128575j -0.0275639-0.118805j -0.0212498-0.0311997j 0.0189617+0.00501218j 0.0373675+0.0558311j -0.0409731-0.0399843j 0.0306506-0.0445083j -0.0709563+0.0364505j 0.0430154+0.0430376j -0.0356243-0.0539504j -0.0597045-0.0108047j 0.0178326+0.011442j 0.0291546+0.026427j -0.00995451+0.00857447j -0.00872153+0.0300599j -0.00322174+0.00288535j -0.0182812+0.0231612j 
0.0102356+0.00767845j -0.000264025+0.0291638j 0.00710175+0.00920631j -0.0284629-0.00916416j -0.0194827-0.064485j 0.0359494+0.0246287j 0.0115825-0.00202951j -0.00837062+0.0223219j 0.0291724+0.162279j -0.0172729+0.0524348j -0.00196496-0.0753515j 0.0777066+0.196696j 0.0403412-0.00201113j 0.020701+0.00900139j 0.0429336-0.0227661j -0.00271405+0.0384768j -0.00840065+0.0855828j -0.113618-0.082969j -0.0401197+0.0577903j 0.0470741+0.0446537j 0.0238224-0.0138273j 0.039099-0.0882721j -0.00874022+0.098112j -0.0354207+0.00214919j 0.0348113-0.00126448j -0.0422834+0.0421314j -0.179636-0.1215j 0.0241659-0.0565821j 0.0610558+0.0572644j 0.0488536+0.0191329j 0.0271974-0.0965853j -0.144576-0.0292042j 0.0538012-0.0327294j 0.0625746-0.0828042j 0.0497814+0.0168842j -0.0333885-0.00398291j -0.0364323-0.055587j -0.15211+0.0542723j -0.264045-0.0992286j 0.0789702+0.0491273j 0.0982116-0.0767682j 0.105464-0.0395873j 0.0450469+0.019427j -0.125778+0.0431603j 0.0657763-0.0270923j 0.0309668+0.0079285j -0.0124417-0.0334937j 0.0475888-0.0446065j -0.100071-0.0810158j 0.0362466+0.0616455j -0.015324+0.0836993j 0.114875+0.0795359j 0.140138+0.123857j 0.139361-0.0375653j 0.0116281+0.0991855j -0.0563102-0.0417076j 0.0014093-0.0393748j -0.0282037+0.0376647j -0.0313932-0.0224967j -0.00233533-0.00039794j 0.0539558-0.0511923j -0.0071849+0.0619127j -0.0780644+0.0562869j -0.0360436+0.0279673j 0.0207166-0.00460103j 0.0463627+0.0611849j 0.0183529-0.0333392j 0.0347023-0.10133j 0.00258512-0.0948177j -0.0748996+0.0756845j -0.0820545+0.0179337j 0.0122869-0.0316324j -0.0165726+0.000644814j 0.00795242+0.0581316j 0.00417135-0.0233817j -0.0104675+0.0242459j -0.0120333+0.00683817j -0.0387432+0.00724827j -0.0202561-0.00255217j 0.00166708+0.0290213j 0.0102651+0.0362268j -0.0519471+0.0100446j 0.0389266+0.00805083j 0.0194789-0.0132903j -0.0348638+0.0184164j -0.0170988-0.00990014j -0.00110269-0.0246205j 0.00115486+0.0184129j 0.0149704-0.0156635j 0.0062017-0.0121389j 0.0211678-0.0203968j 0.0130944+0.00622015j 
-0.0176846+0.00155536j 0.000400757-0.0232598j -0.0103872-0.00687866j 0.0441231-0.00061649j 0.0026189+0.00973981j -0.011159-0.0305054j -0.0330628-0.133395j 0.0788308-0.0402609j 0.0194119+0.188719j 0.0522162+0.0326019j 0.0106133-0.0382896j 0.0335963+0.0152499j -0.0655685+0.0230752j 0.0300172+0.0127167j 0.031331-0.00453315j 0.162534-0.0769657j 0.0772774+0.0344401j -0.0585488-0.0266552j -0.0798766+0.072928j 0.103979-0.184635j -0.0349921-0.0776578j -0.00707652-0.0358001j 0.0522135+0.104183j 0.00765969+0.0606111j -0.00758539-0.0474877j -0.0714438+0.015703j -0.0882812+0.0648005j -0.0428109+0.0378887j 0.0392456-0.0789139j -0.00671728+0.0670759j -0.0158448-0.0498072j 0.0783115+0.0376327j -0.0960701-0.0175987j 0.00822008+0.0317381j -0.0502797-0.015534j 0.025645-0.130723j -0.185382+0.00352391j -0.0674983+0.141317j -0.112956+0.00659389j 0.111649+0.108056j 0.0379018+0.0261177j 0.0183544-0.00397214j -0.124467-0.0665279j 0.00713189+0.0898643j -0.0958812-0.0315982j 0.0124753+0.019015j 0.00455878+0.0196028j 0.0731661-0.194664j -0.205497-0.0361887j -0.144455-0.00470065j 0.235098+0.0299578j 0.0207725+0.00645207j -0.100676+0.042589j -0.0483049-0.0573331j 0.0275662-0.0158572j -0.0484481-0.0116831j -0.0589505+0.0102588j -0.0925314+0.028399j 0.0151011-0.0552975j -0.0272851-0.0204938j 0.0188705-0.0664851j -0.00661575+0.0587465j 0.0914759+0.0241448j 0.069693+0.0930317j 0.00064504-0.0341595j 0.0265912-0.140043j 0.0081973+0.0388595j -0.0246816-0.0970965j -0.0102133-0.00378049j 0.0354617+0.0265585j 0.0568874+0.061707j -0.103765+0.00771907j 0.0430887+0.0341431j -0.00406172+0.0208287j -0.0533391+0.0149081j 0.0159997-0.0597643j -0.00562164-0.043904j 0.0862924+0.00136158j 0.0668188-0.0344172j 0.0160388-0.0480963j -0.0310833+0.00465634j -0.000259537+0.00597908j -0.000142822+0.0114838j -0.0444135-0.0290514j 0.0166279-0.00444441j -0.00800817+0.0225312j 0.0332308-0.011943j 0.00202823-0.0190379j -0.00432299+0.00528388j -0.00656141+0.0234136j -0.0215717+0.0103518j -0.00537669-0.00225507j 
0.0159131+0.00856455j 0.0140411+0.0206945j -0.00988475+0.00245418j 0.002315-0.00486668j -0.0102615-0.010476j -0.0330256+0.0585217j 0.00841729+0.0062634j -0.0378373-0.019398j -0.10998+0.0776794j -0.0907643+0.049007j 0.020369+0.00540426j -0.0472434+0.0602223j -0.043302-0.13746j -0.00776403-0.200864j -0.063149-0.195836j -0.00805374+0.127276j -0.0369861+0.00567061j -0.100524+0.170326j 0.088083+0.135143j 0.0513103+0.175724j 0.0869656-0.00909934j 0.117985-0.0141214j 0.0829724-0.0796619j -0.105947+0.200072j -0.16081-0.0699586j -0.0705207+0.0085678j 0.0479841+0.210807j 0.0230499+0.0418367j -0.0236117-0.115797j -0.124234-0.144329j -0.0262375+0.0417169j 0.0345191-0.0069351j 0.0268176+0.00679184j 0.0583663-0.0248317j 0.0372729-0.00949508j -0.0833689+0.0519111j -0.0433855+0.0682651j 0.0679782+0.120386j 0.082294-0.0174605j 0.0111132+0.030131j 0.0228959-0.111624j -0.0344062-0.073071j 0.0223001-0.0342112j 0.0271151+0.046151j 0.0775611-0.0520859j 0.0370534+0.100518j 0.0158651+0.0210013j 0.0268727+0.0381505j -0.00365319-0.0400831j 0.037364+0.0791982j 0.0353187-0.0602722j 0.0032705+0.0300744j 0.0508465-0.0764753j 0.0280984-0.00691959j -0.0322407-0.02195j 0.148944+0.0819173j 0.0198826+0.00496211j 0.0346546-0.0146582j 0.0735167+0.100679j -0.0116922-0.0342853j 0.0401136-0.0247009j 0.0357533-0.00192536j 0.0326834+0.0438603j -0.123008-0.0272719j -0.026659-0.0148357j 0.00725658+0.0480774j -0.0139072+0.00828417j 0.0214666-0.0943731j 0.0326817+0.0146562j 0.174842+0.173914j -0.0178295+0.112384j 0.200416+0.0381866j 0.0121834+0.0807271j 0.0568435+0.00571207j -0.0120998-0.0157103j 0.0441833+0.00761787j -0.0540511+0.04653j 0.0122909-0.00605118j 0.0249323+0.0520926j -0.00921085+0.0440124j 0.0552431-0.011004j 0.0118085+0.0577427j 0.00328246-0.00679483j -0.0242759+0.00854358j 0.0324417+0.00450678j 0.0232753-0.0107728j -0.0171059+0.0453113j -0.00236006-0.0104953j 0.022609+0.0091876j -0.0138537+0.00802046j -0.00140713+0.00511937j -0.00143924-0.00887035j 
-0.000695775+0.00894802j -0.022098-0.000429468j 0.00783932+0.00162758j -0.0301612-0.034677j 0.0235982-0.00364143j 0.0184179-0.0238157j 0.019491+0.0529834j -0.0276015+0.0199358j -0.0315705+0.0164872j -0.00114513-0.0356214j -0.0367158-0.0289541j -0.11123-0.0537153j -0.0196824+0.0904836j -0.0173541-0.108557j -0.112348+0.0563468j -0.0438846+0.0453166j -0.110494-0.0229601j 0.0313718+0.0783634j -0.0152045+0.0690209j -0.0113619-0.00778087j -0.0379306-0.049148j 0.0734091-0.0201335j -0.100333+0.143845j -0.0851342+0.197227j -0.17901+0.0663572j 0.0223643+0.0316572j 0.0146022+0.0574383j 0.0190636-0.0144566j -0.0840902-0.129975j 0.121273+0.04217j 0.153514+0.0352688j -0.0249632+0.0519727j -0.101398+0.0880481j 0.0206261+0.012835j 0.012144-0.0562922j 0.0100258-0.0215808j 0.128695+0.0266058j -0.0131543+0.0578284j -0.0444089-0.0472756j -0.0406751+0.0152172j -0.0461081+0.058299j -0.000697434-0.0457691j -0.0310774+0.113678j 0.0650234+0.063228j 0.0889242+0.147088j -0.0336465+0.0518037j -0.021604+0.0214807j -0.101209-0.0272234j 0.105343-0.00947676j -0.0609183-0.0459674j -0.126769+0.00997466j -0.085059+0.046439j 0.0204532+0.0373296j 0.0308249+0.0383961j -0.10593-0.0699554j -0.0589236-0.0268304j 0.0585205-0.0609506j 0.105895-0.0247172j 0.0265125-0.0182509j -0.0780335+0.0415959j 0.0658031-0.0107822j -0.0544626+0.0892806j -0.0276764-0.0119711j -0.00748921+0.0641679j 0.0490388-0.0772421j -0.0730968-0.0301788j -0.0470071-0.00135196j 0.0451494-0.0843421j 0.107348-0.0832155j -0.111532+0.0952354j -0.0935191+0.0512615j -0.0574428+0.0468756j -0.0405202+0.0270038j -0.00707396+0.0151555j -0.0258964+0.0216425j 0.0245982-0.0415524j 0.0326926-0.0291013j 0.00641013-0.0695125j -0.0192533-0.0483924j 0.0137236-0.0421278j -0.010304+0.0688958j -0.0363691+0.0370281j 0.0156507-0.0148972j -0.0112037-0.0542146j 0.0436468+0.00303347j 0.00372939+0.0298318j 0.0147765-0.00194151j 0.00376839+0.00333147j 0.0114898-0.0299338j -0.0183236+0.0145519j 0.00720918-0.0221486j -0.00107205+0.0132928j 
-0.0386244-0.0777695j 0.00757837-0.0174195j 0.0722774-0.00150315j -0.00628823+0.0577606j 0.0206827+0.0171593j 0.00806633+0.0268365j 0.0785228+0.0438185j -0.0178047+0.0466424j -0.0587813-0.0626565j 0.0146574+0.0263579j 0.0586199+0.142815j -0.0484014+0.00829862j 0.0993004-0.00339437j 0.0811536+0.11578j 0.0190634+0.04201j 0.151206+0.027772j -0.0578653-0.0195971j 0.0061461+0.0863746j 0.0016442-0.0438507j 0.0256198+0.000978671j -0.0422336-0.12017j -0.0264486+0.00863058j 0.0376076-0.142903j -0.0750091+0.0267161j -0.0146424-0.00765528j 0.0421812+0.0821616j -0.115698-0.118527j -0.0929227-0.0490771j 0.117754-0.0733619j -0.16724-0.0998377j -0.0895609-0.0324642j -0.060207+0.147756j 0.223131+0.118498j -0.0989616+0.0604875j 0.0927911+0.0225296j 0.0322648+0.0646475j -0.0964676-0.0570615j -0.0204567-0.0195216j -0.0191049+0.0896395j 0.0532345-0.0630749j 0.10669-0.0435268j 0.0440959-0.0583095j -0.0445772+0.0865485j 0.102213-0.112234j -0.0195026-0.0969404j -0.0247658-0.124224j -0.0506158-0.0525985j 0.0338665+0.11214j -0.0285474+0.0547944j 0.0523937-0.0852097j -0.110743-0.0486378j -0.0779453+0.0170883j -0.0556033-0.080402j 0.00617137+0.0356044j -0.0512674+0.0369994j -0.0923161-0.0568534j 0.00905541-0.0160063j 0.00440068+0.0166535j 0.000263392-0.0412883j 0.138054+0.0210954j -0.010319+0.0427136j 0.00686473-0.0346547j 0.0700246+0.0217666j 0.0710596-0.0378565j -0.000553874+0.0337069j -0.0701853+0.0276578j -0.0414639+0.0236312j -0.0127034+0.0520126j -0.0295959+0.0271024j -0.0946334+0.00217083j 0.0251036+0.00728938j 0.0234319-0.00550679j -0.0609486+0.0366299j 0.0926546-0.0650764j 0.0192314-0.00808325j -0.0803549-0.0117346j 0.069486-0.0218123j -0.050828+0.022339j 0.051956+0.0116259j -0.0179018-0.0336087j 0.0371173-0.0518823j 0.00265425+0.0781746j -0.0789923-0.023124j -0.0278406+0.0352009j 0.0147797-0.0112827j -0.0602131+0.039056j -0.0411841+0.00897332j -0.00499409+0.0317528j -0.0356672-0.000612197j -0.00981771-0.012357j 0.0316042+0.0047329j -0.013948+0.0214671j 
-0.0113569-0.00653642j -0.00228423+0.00919309j 0.00249438+0.00818206j 0.0142943+0.0215815j -0.0114675+0.0153509j -0.0136732-0.0168969j -0.0640879-0.0628263j 0.0124944-0.0140809j 0.0592782+0.0378963j 0.0746404-0.0970938j 0.0135601+0.0437802j 0.0562102+0.0479087j 0.0153983-0.0751336j -0.0432961+0.284555j 0.0143619+0.124879j -0.100505-0.0512235j 0.0224305+0.126553j 0.107916-0.0536394j 0.0546916-0.149347j -0.0358133+0.0524884j -0.0208392-0.0665617j 0.00114012-0.0295978j -0.111571-0.000675619j 0.0712326-0.0821799j 0.0552576-0.157407j -0.0432043-0.0312826j -0.0595543+0.0242498j 0.0480327+0.123228j 0.000706914+0.129259j -0.028068-0.0374583j 0.0395352+0.0501674j 0.166371+0.0507915j -0.0688851-0.00222788j 0.103568+0.0805963j -0.165746+0.17526j -0.0903998+0.0661242j -0.102424+0.0107083j 0.088645-0.0362959j -0.0207722+0.0184692j 0.0538498+0.0646831j -0.0715592+0.00336433j 0.00373103-0.0508323j 0.0801811-0.0110831j -0.0518868-0.0439417j -0.00164457+0.0320467j -0.0387236-0.0664993j 0.0447029-0.0908447j -0.0433847-0.0125645j 0.0127303+0.0122612j -0.093095+0.082661j -0.0268579+0.0230625j -0.0489843+0.103193j -0.0141888+0.0625404j 0.058354-0.0228969j -0.0494065-0.0391996j 0.0381336+0.0233797j -0.000593861-0.0167598j 0.0253558+0.0720366j -0.0171577+0.136363j 0.0444267+0.00433198j 0.0113067+0.0114238j 0.0779771+0.0160774j 0.102519+0.0021396j -0.105627+0.0690963j 0.0310059-0.0536175j -0.0058079-0.0209762j -0.0207085-0.000897022j 0.0426323+0.0611978j 0.0409317+0.0160213j 0.201191-0.139087j -0.0678622+0.00671633j 0.140538+0.0284241j 0.0490779+0.0127142j 0.0473401+0.0111138j 0.000207973+0.0399255j 0.0701523-0.108665j -0.0179673+0.0195438j 0.0279291-0.0447041j 0.0679084-0.0232467j 0.0213097+0.00626841j 0.030146+0.0190609j 0.0583307+0.0667709j -0.0339341-0.0157288j -0.0684142-0.00911794j 0.0308468-0.0120447j -0.0350463+0.0342059j -0.0356248+0.0334833j 0.0188715+0.00942974j 0.0362789-0.00766874j -0.0294027+0.0136176j 0.00807102-0.0149332j -0.00532434+0.00776151j 
-0.0246014-0.0326702j 0.0170425+0.0229845j 0.0175288+0.029855j -0.0479694+0.0182286j 0.025853-0.0715587j 0.0261292+0.0745122j 0.0163668+0.0860135j -0.0490568+0.025723j -0.0104455+0.075939j -0.0541729+0.0184732j -0.0469254-0.1377j 0.00036821-0.0103217j -0.0503522-0.00038693j -0.0227657-0.0919548j -0.0594672+0.0184515j -0.00223461-0.083656j -0.0161682-0.0497014j -0.0117964+0.00313581j -0.0450711+0.0273225j 0.0487428-0.118195j 0.000891069+0.0720113j 0.02765+0.00222608j -0.050944+0.0680385j 0.0711405+0.0642883j -0.0249907+0.0279224j 0.0981683+0.0276464j 0.052763+0.0425492j -0.0167959-0.0311626j 0.0118678+0.0024425j 0.0658113+0.0917628j 0.0897483+0.0151731j -0.0201009-0.0235778j -0.107172+0.00825264j 0.0695042-0.0559303j 0.0555686-0.0172381j 0.0328389+0.124346j -0.0205592-0.0770599j 0.0167042+0.117324j 0.0314466+0.0596875j 0.0211355+0.0365032j -0.0194745-0.00775218j 0.0339129+0.0801541j 0.0328398+0.000752375j 0.0467964+0.0537067j 0.0130918+0.00439976j -0.00244387-0.0752655j -0.0432457+0.120899j 0.0268885-0.0782449j -0.101588+0.00591165j -0.0345372-0.049784j 0.0697405-0.0233682j -0.0178723-0.0614661j -0.0528804+0.163406j -0.0460516+0.0202802j 0.0398309+0.110102j -0.0821864-0.012855j 0.0103979-0.0132543j 0.0335292+0.00399384j 0.0624664+0.0383889j 0.142004+0.0346151j -0.124922+0.137511j -0.0686941-0.0666982j -0.170117-0.00246055j -0.0398474+0.0483329j -0.111111+0.0499165j 0.0158634-0.0188691j 0.0298526+0.0865536j -0.0404328+0.0380774j -0.0298963-0.0108611j -0.00593671-0.00517205j -0.101896+0.0155773j -0.0207813+0.0101648j -0.0653705+0.0302423j -0.0665345+0.0104824j 0.038069+0.0370235j -0.0936714+0.0237833j 0.00546273-0.0720553j -0.0834338+0.02243j -0.0362119-0.0638943j 0.0167186+0.0152146j 0.0298019+0.0101131j 0.0415431+0.0939219j -0.112494+0.0172172j -0.0520255+0.0324406j -0.0758586-0.00739673j -0.0452537-0.0289042j -0.063576-0.0784543j 0.0132117+0.0449266j 0.0557003-0.02214j -0.00111069-0.0736296j 0.0518612-0.0382356j 0.0312281-0.0214249j 
0.0135321-0.0116795j 0.0312794+0.0475547j 8.60586e-05+0.0523035j -0.019966-0.00993877j -0.0382288+0.081199j -0.0743353-0.0314034j -0.00113309-0.0299306j 0.0383784-0.0513854j -0.0680494-0.109052j 0.043025+0.00268599j -0.00208429+0.0497503j -0.045343+0.0112497j -0.0787434+0.0377221j 0.076731+0.0304855j 0.144767+0.124167j 0.139284-0.0089373j -0.0415185+0.0733j 0.112798+0.0672094j -0.10902-0.0073261j 0.031703-0.158288j 0.149039+0.165057j 0.022157-0.135504j 0.0430483+0.056869j -0.0620453+0.0472465j -0.105512-0.0313476j 0.20189+0.0401181j -0.146433-0.0188635j -0.092068-0.0516279j 0.119099+0.136324j 0.0213969-0.120118j 0.121227-0.00528795j -0.0627308+0.0166493j -0.0149312+0.0314105j -0.1189+0.0339325j -0.103867-0.011715j 0.0882843+0.0349482j -0.046338+0.0663567j -0.123158-0.00863104j -0.0167201+0.0773496j -0.0855511+0.123246j -0.162758+0.0936528j -0.053848-0.0321416j -0.0295215-0.0722097j 0.135676-0.0489804j -0.0950319-0.0326773j 0.043108+0.0299654j -0.0597932+0.0347758j -0.128867-0.0294732j -0.0661392+0.0349979j 0.00187007+0.0496194j 0.0264544-0.0139393j 0.0445067+0.0916022j -0.0447152-0.0843834j 0.000180561+0.0136796j -0.118737-0.0655053j 0.0246947+0.0200874j 0.026344+0.0297304j 0.00117696+0.024848j 0.0153663+0.0458644j -0.0119089-0.0410445j 0.00441915+0.0211526j -0.0110481-0.0381168j -0.0422437-0.000326032j -0.02735+0.0368079j -0.0169412+0.0125024j 0.0613176+0.0150461j -0.0130496+0.010015j 0.111767+0.00331972j 0.148251+0.00678813j -0.0312258-0.0147065j -0.160792+0.00878696j 0.192513+0.0353524j -0.0114718+0.00349151j 0.0489361-0.043391j 0.0155523+0.0722646j 0.0649377-0.0517903j -0.047405+0.0371808j 0.00595214-0.00663442j 0.026056-0.0207558j -0.0172674-0.0237329j -0.00115394+0.0374985j -0.0238888+0.0417223j 0.0131488-0.0304565j -0.0541198-0.0318424j 0.00233408+0.000299784j -0.0106842+0.00540824j 0.0284206+0.00818127j 0.0204034-0.0307957j 0.0277202-0.0130135j -0.0457339+0.0231281j 0.0200974-0.0151504j -8.3982e-05+0.00117788j 
-0.00684611+0.0247575j 0.00702735+0.0229928j -0.0380488+0.0287555j 0.00406409+0.0116329j -0.0201754+0.0155534j -0.0564483+0.0343371j -0.0328372+0.0388j -0.0243003-0.0368731j -0.0141977-0.0146703j -0.0383628-0.0741206j -0.0236817+0.0820505j 0.0307652+0.0144404j 0.0234544-0.0466175j -0.0288586+0.0503711j -0.0111714+0.0128473j -0.13602+0.0875445j -0.0240698+0.0155956j -0.0262622-0.0714041j 0.116491+0.0400523j 0.0422078+0.112031j 0.0206464-0.040717j -0.00166653+0.00412452j -0.0318993+0.036234j -0.0850321+0.0468312j 0.0950363+0.022212j -0.0302603+0.0440491j -0.00336624-0.0427508j -0.0590536+0.0472906j -0.00278401-0.0484292j -0.0290135+0.000673079j 0.00440219-0.0121788j 0.0125463-0.122587j -0.016547+0.0729954j -0.00927816+0.0243752j 0.0691012+0.0384358j 0.0756753-0.0394437j 0.0264168+0.0344727j -0.0115197-0.158221j -0.0190244+0.0195796j -0.0138123-0.0116772j -0.0286213-0.00352645j 0.0378397+0.0400658j -0.000628527-0.0717007j -0.0330887-0.0185327j 0.139158-0.0837766j -0.0322626+0.0797738j -0.0363011+0.0165632j -0.0461101-0.0675203j 0.00424673-0.0128077j 0.0687616-0.0629091j 0.00972471-0.0111923j -0.0797701+0.0246788j 0.013597-0.044847j 0.00273636-0.0150149j 0.0219858+0.0715044j 0.0386927+0.103491j 0.0448396-0.0206208j -0.000998755+0.00803012j -0.00184731-0.101307j -0.111926-0.0492556j -0.0984169-0.0176245j -0.0204875-0.0734145j 0.113557-0.0212283j -0.00386821+0.0551296j -0.0718382+0.033167j 0.0791502-0.139695j 0.135952+0.0367894j 0.038823-0.0432096j 0.0134582+0.0777088j 0.0762321+0.028899j -0.0227457+0.0198929j 0.0190941+0.0802481j -0.00429326-0.0229257j -0.00034849-0.028115j -0.0444488-0.022174j -0.01685-0.0348791j -0.0572139-0.160729j -0.0139674+0.0706735j -0.0229848-0.139608j -0.0163292-0.0657862j 0.0544793-0.0144495j -0.0504236+0.0393919j -0.000962554+0.0142562j -0.0431751-0.0310825j -0.0652574-0.00395561j -0.0565216-0.0536805j 0.0714228-0.046582j -0.0748922-0.0659698j 0.0719475+0.0620553j 0.00664931+0.00331262j -0.013351+0.0193385j 0.0718735-0.0738186j 
