-0.0062696+0.00236849j -0.00997733-0.0043094j 0.00749923+0.00102813j 0.00332944+0.000303367j -0.000301532+0.00874253j -0.00122854+0.00461168j -0.00155362-0.00662328j -0.00401068+0.000481102j 0.00079615-0.00341927j 0.00398627+0.00417011j 0.000550817+0.00525702j -0.00018003-0.00446604j 0.00153342+0.00331198j 0.000430829+0.00276342j 4.11908e-06-0.00343195j -0.00143621+0.00020178j -7.49377e-06+0.00150348j 0.00316949-0.0017357j 0.0024561+0.00412187j -0.00233963+0.000178071j -0.00199917+0.00603707j 0.00138781+0.00465024j 0.000606363-0.00773919j 0.0074629+0.00797615j -0.0103225-0.00295083j -0.00561397+0.0169738j 0.00964883-0.00798499j -0.00947617-0.00985298j -0.000242212-0.00835068j 0.00271867+0.00670277j -0.000397026-0.00410281j 0.000402108+0.00708672j 0.00284846-0.0146282j -0.00201592+0.00523405j 0.000125366+0.00578224j 0.00302534+0.00694704j 0.00784352+0.00259551j 0.00062693+0.00181331j -0.00603069-0.00930636j -0.00249659+0.00919529j 0.00308393+0.00253646j 0.00561357-0.00228223j -0.00153278-0.0111337j 0.0106125-0.00514297j -0.0139104+0.00601134j 0.00684973-0.00270908j -0.00699368+0.00517055j -0.00142555-0.00226409j -0.00149877+0.000171433j -0.00821505-0.000560853j 0.00886984-0.0107571j -0.00614563-0.00174477j -0.00389712+0.00697238j 0.00331298-0.00797558j -0.0019344+0.0030143j 0.00461808-0.00254543j 0.00409159+0.0127523j -0.00834702+0.00756477j -0.00487251-0.00379897j 0.0111797-0.00276419j 0.0144013-0.00604974j -0.000316023+0.00547387j 0.00229603-0.00174628j -0.00901342-0.00171593j 0.00346863-0.0133962j -0.00100619+0.00082856j -0.00466214+0.00130268j -0.00395018-0.001132j -0.00031859+0.00471864j -0.00212408-0.00715417j 0.00436362-0.00417692j 0.00336777-0.00584376j -0.00159849-0.00155546j -0.00344302-0.000382324j 0.00609662-0.00529833j -0.00233589+0.000962353j -0.00126579-0.00679081j 0.00230441-0.000548926j 0.00611737+0.00176362j 0.00491921+0.00849375j 0.0043984-0.00340946j 0.00109164+0.00634681j 0.00164946-0.00400762j 0.00340549+0.00415923j 0.00738443-0.00120351j -0.00239206-0.00467682j 0.00217475-0.00224035j -0.00636325+0.00156027j -0.0174877+0.0107059j -0.0671468-0.0354275j -0.0482881+0.047197j 0.0255471+0.0179961j 0.00635807-0.0116325j -0.010089-0.0587043j -0.100369+0.0323865j 
0.00115296+0.00380745j -0.0115724-0.000852175j -0.0105607-0.0229994j 0.00715182-0.0168748j -0.00849683-0.00484348j -0.00753591+0.00068742j -0.0196186+0.00351721j -0.00332963+0.00496466j -0.00587781+0.0027699j -0.0017168-0.000465451j 0.000759473+0.0109617j -0.0136955+0.0253812j 0.00231385+0.0109269j -0.00996855-0.00172118j 0.0122405+0.00114455j 0.00952386+0.00274017j -0.00214061+0.0014936j -0.0174325-0.00250359j -0.00380981+0.00614947j 0.00701362-0.00620967j 0.00963733-0.0160436j -0.000425258+0.00194345j -0.00593214-0.00729406j 0.00346803+0.0127415j -0.000617313-0.0048166j 0.00773939-0.00182096j -0.000199995-0.0053378j -0.00752255-0.0056207j 0.000616572-0.00575709j -0.00276072-0.00955841j 0.00804496-5.33371e-05j 0.00573797+0.012134j 0.00365424-0.0172573j -0.00758247-0.00316466j -0.00124295+0.0022451j -0.0194203-0.00999261j -0.00847548+0.0147279j 0.00368321+0.0135685j 0.00437063-0.0355641j -0.00182538-0.0211319j 0.0171008+0.0263693j 0.00885396+0.0103767j -0.00826122+0.0114141j 0.00338256-0.000344682j 0.0278333+0.00876116j 0.00182802+0.0162259j -0.00752982-0.0296252j -0.000224966-0.0197331j 0.00640783-0.0192541j 0.00221543+0.0308836j 0.00541235+0.00320949j -0.0165346+0.00769631j -0.00334752+0.0124434j -0.00202081+0.0131618j -0.00603234+0.00715893j -0.000401352+0.013546j -0.0154305-0.000434813j 0.00404044+0.0131027j 0.00423263-0.000217156j -0.00484409-0.00825972j 0.00777933-0.00646605j -0.00711955-0.00637588j -0.00822273+0.00300792j -0.0345212-0.0132674j 0.000322433+0.00372991j -0.00881908-0.0321582j 0.00692886+0.00548501j 0.00330022-0.00689741j 0.0107505-0.0207856j -0.0231263-0.00791296j -0.00613017+0.000223726j -0.0122427+0.00218492j -0.0210547-0.015233j -0.00351042-0.0244728j -0.00187052+0.0113076j -0.014491+0.0235333j 0.0196187+0.0233117j 0.0223977-0.000595999j 0.011733-0.00510258j -0.0228659-0.00820239j -0.0209274-0.00284656j 0.0140196-0.0116853j -0.00360719-0.020983j -0.00888026-0.00802491j -0.0193317+0.00997455j 0.014768+0.00287067j 0.00138055-0.0112344j 0.00188642+0.0233542j 0.0200532-0.0155972j 0.00481033+0.00470114j -0.00320496-0.00825499j 0.00158154-0.0146743j 0.00897519+0.00946148j 0.00250418+0.00535865j 0.00898257-0.000597243j 
-0.0146174-0.00016483j -0.000605589-0.00780178j 0.0166032-0.00529096j 0.01721-0.00657571j -0.00639403+0.0105206j 0.00315802-0.00838665j -0.00722553-0.00102148j -0.00964546-0.0130108j 0.00684272+0.00488796j -0.00886946-0.0209574j 0.028088+0.00243389j -0.00567484-0.000781838j 0.00443223+4.81012e-05j -0.0281463+0.0129459j 0.00781601-0.00263598j 0.0111394-0.00648999j 0.0130726+0.00584792j -0.013074+0.0032405j -0.0165868-0.00600103j 0.00951176-0.00491759j 0.00836021-0.00460063j -0.00367984-0.00555861j -0.0200078-0.0158183j 0.0155513+0.00790107j -0.0125899-0.0112402j -0.00593979+0.00923246j -0.0125326-0.00259987j -0.00482506+0.0160134j 0.00222857-0.00783738j -0.00349806+0.0132207j -0.0017376+0.00634072j -0.000932423+0.000104048j 0.00255259+0.0104009j -0.00352612-0.00678488j -0.00278794+0.0166143j 0.000872014+0.0193692j -0.013228+0.00615746j -0.0204885-0.013617j 0.00638211-0.0055147j -0.0176959-0.00178991j 0.0193275+0.00675119j 0.0147985-0.00985726j 0.00878285-0.00983955j 0.00377909-0.0273179j -9.93497e-06+0.0172019j -0.00388529-0.0112506j -0.0309524+0.00197539j -0.0128919-0.0153385j 0.0177443-0.00736298j 0.00247248-0.0217638j 0.00955015+0.00668736j 0.0232376-0.022423j 0.000768242+0.000398765j -0.0158217+0.00321115j 0.00578437+0.0150164j 0.00475351-0.0202516j -0.00985961-0.00232241j 0.0030375-0.0439509j 0.0611263+0.0382405j -0.00891425-0.0203103j -0.00953472+0.00864238j -0.00998745+0.00880601j 0.0229538+0.0554241j -0.00401442-0.0119487j -0.0184014+0.0405217j 0.0266708+0.00695463j 0.0154786-0.00666974j -0.000204976+0.0336257j 0.00541798-0.0100831j -0.0025714+0.0286578j 0.0107908-9.89348e-05j -0.00336436+0.00704538j -0.00571614-0.00902366j 0.0270815-0.0188725j -0.00749834+0.0128586j 0.0211038-0.00253246j -0.0109+0.00952889j -0.0332743+0.00800911j 0.00632901+0.00307097j 0.0021917+0.0169107j 0.0166871+0.0135002j -0.00227717+0.00346276j -0.01553+0.030347j -0.00263106-0.0244795j 0.0153679+0.000474792j 0.00284399+0.0132115j 0.00628976-0.00442938j -0.00390177-0.0132489j 0.0204343+0.00136004j -0.00542966-0.00993385j -0.00300216+0.00906086j 0.00876432-0.00392605j 0.0130964-0.016941j -0.00406015-0.00438824j -0.00829378+0.00258027j 
-0.00157611-0.0086305j 0.00344272-0.000312142j 0.0110186+0.00244452j 0.0170785+0.00264814j 0.00235201+0.00141116j 0.0102812+0.00101449j 0.0132655-0.00434667j 0.015568-0.00445418j 0.00358123-0.0172916j -0.00183011+0.00499987j 0.0219245-0.010268j 0.000591689-0.0034352j -0.00245108-0.0011225j -0.00751424+0.00630188j -0.00286232+0.00445067j 5.60606e-05+0.00825956j 0.008009-0.012622j 0.00238663-0.00210183j 0.00230921-0.000690686j 0.0109367-0.00403089j -0.000677509+0.00622044j -0.00654416+0.0113526j 0.00536971+0.0192956j 0.00122409-0.00253288j 0.00506442-0.00593367j -0.00751949-2.67328e-05j -4.88183e-05-0.00499499j 0.00173152+0.0201639j 0.01197+0.00925876j 0.00135401+0.0100614j -0.00317864+0.00390655j 0.00254137-0.00713352j 0.00341931-0.00671678j 0.00149464+0.0111841j 0.000614103-0.00190666j 0.00199974-0.00724169j 0.00938422-0.00287077j -0.000335167+0.00244192j -0.00947059-0.00670429j 0.00703044+0.00561541j -0.00461885+0.00292481j -0.00943576-0.0134703j -0.00906326+0.0158538j -0.00240781-0.00403295j 0.0083232+0.000828473j -0.0108416-0.0206587j -0.00928928+0.0017924j 0.00908792-0.00903449j 0.00287448+0.0157773j 0.00447792+0.0103749j 0.00429273+0.00461529j 0.0108146-0.00321318j -0.00355575-0.00325787j 0.0127842-0.00709954j 0.00311693+0.0166068j 0.00483596-0.0307657j -0.00873807-0.0134014j -0.0095948+0.00458359j 0.0184574+0.0111193j 0.0017236+0.00617864j -0.0161476+0.0173653j 0.0160307-0.000351215j -0.0179648-0.00471326j -0.00403408-0.00337628j 0.0136074-0.0050697j -0.00461257-0.00253795j 0.0116736+0.00304002j 0.00358899-0.00129552j -0.00187496-0.00811769j -0.00790388-0.00473145j -0.0016858-0.0130722j -0.0254689+0.026876j 0.00559432+0.00466937j 0.00191088-0.00301002j 0.0104198+0.0225572j -0.0239537-0.0245613j 0.00892351+0.00907152j 0.00227863-0.0238253j 0.00101838+0.0048435j -0.0071849+0.00325157j -0.0171911-0.00444157j -0.000153905+0.00443227j 0.00337368-0.013235j 0.015022-0.00686156j -0.000739319-0.00525582j 0.0166515-0.0159304j 0.0171826-0.00430868j 0.00808616+0.00852383j -0.00638803-0.01488j -0.00799637+0.00558865j -0.00219326+0.0204553j 0.000236556-0.00208845j -0.00832656-0.00081152j 0.006222-0.00665027j -0.00905069+0.000632024j 
-0.00494229-0.0100536j 0.00118764-0.00641774j -0.000473701-0.0303272j 0.0283004+0.00553723j 0.000205886-0.00203296j 0.0145895+0.00596001j 0.0174004+0.0136861j 0.0147699+0.00440835j 0.00109173-0.0170207j 0.00399748+0.0274621j 0.00876995-0.00294962j -0.0071929+0.0157566j 0.00792064+0.00910897j -0.005638+0.00822617j -0.0028258+7.46268e-05j 0.000165331-0.00386771j 0.0146172+0.00101054j 0.0120988+0.00895376j 0.00730151-0.00287202j 0.0144822+0.00178423j -0.00451283-0.000636535j 0.0146099+0.00114127j 0.00293943+0.0134308j 0.00229951-0.0237045j 0.0109515+0.00525967j -0.00926459-0.00731906j 0.00728837-0.0120519j 0.00634917+0.0190922j 0.00817641+0.00795677j -0.0108276-0.0249601j -0.011647-0.0137786j 0.0024909-0.00620706j 0.00274101-0.0407173j 0.00118982-0.00228088j -0.00737436+0.0116304j -0.00576147-0.0230837j 0.0108881+0.0237968j 0.00416471+0.00709545j -0.00339715-0.0196858j 0.00520108+0.000984915j -0.0106533+0.00315753j -0.00398033-0.00418403j 0.00661586+0.0160044j -0.02384+0.0107866j -0.00636197-0.0111278j -0.00625522-0.00161922j -0.000840524-0.0102363j 0.00645711-0.00746856j -0.0140641+0.0207948j 0.00858863+0.0155191j 0.00813126+0.00911316j 0.0110433+0.0032644j -0.0164531-0.0019292j 0.00101523-0.0327085j 0.0104355+0.00786452j -0.00383282+0.00725058j 0.0162757-0.0247347j -0.018926-0.00614077j 0.0305246-0.000638948j -0.00663762+0.00240613j 0.0120794+0.00865304j 0.00823525+0.0106035j 0.00239346-0.00267574j 0.00158431+0.000377674j -0.0113218-0.00758328j -0.00358357+0.0221292j -0.0299434+0.0266596j -0.0339345+0.0157409j -0.00421444+0.0321643j 0.00147898-0.00783716j -0.00195008+0.0287513j -0.0132636-0.0068238j -0.0210429-0.0226339j -0.00809686-0.0184897j -0.00939539+0.00285344j 0.000212308-0.0121416j 0.0168549+0.0337109j -0.0359007-0.015504j -0.0217371-0.0120451j -0.0068046+0.0109834j 0.0148279+0.00966392j -0.00539318+0.0100506j -0.018057+0.0164912j 0.000150386-0.0217056j -0.00588889-0.0252757j 0.0122621+0.00546392j 0.0230498+0.00752274j -0.00691396+0.0031809j 0.00621064+0.00287724j -0.00423167-0.0130672j -0.00332+0.0159841j -0.00112218-0.00805695j 0.0113916-0.0068824j -0.0040375-0.001226j -0.0115656+0.00447382j 
-0.00215358-0.000561072j -0.0177425+0.00246877j 0.0329221+0.00211154j -0.00359384+0.0089263j 0.0140419+0.00384103j -0.00476589-0.00471139j 0.0138816+0.00124342j 0.00543017+0.000424451j -0.0019537+0.00951118j 0.00666018-0.00246215j -0.0059808+0.003969j -0.00513383+0.0119555j -0.00367502-0.000717669j -0.000593519+0.0100725j -0.00482397+0.0143324j -0.00617552+0.00279753j 0.0033476+0.0070215j 0.0165253-0.00324011j 0.00316547-0.0150046j -0.00933607-0.0030452j 0.00714999+0.00243689j -0.0121844-0.0150897j 0.0193816+0.00556924j -0.00472579+0.00276965j -0.00494246-0.00928915j 0.00364979+0.0224224j 0.00438687+0.015685j -0.00636224-0.0156604j -0.00895162+0.010506j 0.00358145+0.0185489j -0.00809322-0.0085134j 0.00583228-0.000677206j -0.0185407+0.0124411j 0.00302419-0.00826183j -0.000290604+0.00789651j -0.00943605-0.0124125j 0.00621163+0.0103765j 0.0195983-0.00147359j 0.00154013-0.0159121j 0.00240029+0.0053258j -0.00113631+0.0194697j -0.00787097-0.0234501j -0.0013069-0.0118589j 0.0171037-0.00353437j 0.011385-0.00114127j 0.0225369+0.00469623j -0.015985+0.0205962j 0.00210392-0.0126324j -0.00222885+0.00262954j -0.0228773+0.000887426j -0.00727623-0.0172101j -0.00300896-0.00100735j -0.00887652-0.015336j 0.00130228-0.00909072j -0.00594139+0.00516079j 0.0160064-0.0114696j -0.00150504+0.0359182j -0.00100064+0.0101483j -0.0110899-0.0320712j 0.0165673-0.00679855j 0.0289025-0.00794723j 0.000466844+0.00729987j 0.0107741-0.0118875j 0.0219793+0.0111012j -0.0048083-0.0259617j -0.00227019+0.0180085j -0.0167349+0.00499447j -0.00860516-0.0252313j 0.00332158+0.0312599j 0.00596035-0.00473993j -0.00117891+0.01951j 0.00330644-0.0114673j -0.00763198+0.0114011j -0.00785622+0.0100682j -0.0104936-0.0216277j 0.012283+0.00942557j -0.000409808+0.0169841j -0.0156143+0.00311828j -0.0378486+0.00622419j -0.0177687+0.00250154j 0.00659499+0.00176354j -0.0014132+0.00904834j 0.008858+0.0152195j -0.0244772-0.0148775j 0.00670513-0.00996482j 0.000935625+0.0120315j -0.0045909+0.0216494j 0.0121098+0.00994728j -0.0144821+0.0161876j 0.00579685+0.0114644j 0.00895502-0.00756095j 0.0149344-0.00564439j -0.0153199+0.00972699j 0.0105204+0.00114072j 0.00969778-0.00782634j 
-0.00746232-0.0104642j -0.00509653+0.00127724j 0.018194-0.0053593j 0.0124641-0.00843322j 0.0152419+0.00328232j 0.0163012-0.0016788j 0.0131891-0.00959101j 0.015234-0.000653894j 0.00803097-0.00323573j -0.0025589+0.00325321j 0.000716888-0.0047481j -0.0025328+0.00597921j 0.00468933+0.00115944j -0.00731881+0.0096104j -0.00123763+0.00477281j 0.00475651-0.00323789j 0.00266918-0.00025424j -0.00110881+0.000669847j 0.00991806+0.0119098j 0.00858629+0.00514512j -0.00207096-0.0129894j -0.00931253-0.00715262j 0.00987714-0.0042497j 0.00616017+0.00123548j 0.00362556+0.00276605j -0.000926188-0.0121155j -0.00219775-0.0228512j -0.00173438-0.00217194j -0.000742733-0.0143228j 0.00162421+0.000628959j -0.00969743-0.00629077j -0.00213803-0.0177681j -0.00118273+0.00293396j 0.0024443+0.00605255j -0.00245404-0.0159105j -0.00642603-0.0068072j 0.0054004-0.0181569j 0.00842744-0.015079j 0.00417565-0.0251717j 0.00588087-0.00269353j -0.0116073+0.00611449j 0.0217148-0.017538j -0.0046709+0.0116714j -0.00603942+0.0205172j -0.0047621-0.00747654j -0.00484705-0.0258304j -0.000962998+0.013734j 0.00319134+0.00269744j 0.00514985+0.0185819j 0.00392577+0.0066018j 0.0115605-0.0175885j -0.00816834-0.0121787j 0.013117+0.00294305j 0.021984-0.0303041j 0.00444346+0.00325792j 0.00296865-0.00634417j 0.00977328+0.00709263j -0.0092818-0.0111822j 0.0178121+0.00479882j 0.0110019-0.0202095j -0.0082625+0.00751082j -0.0191681+0.00211334j -0.00814955-0.00521755j -0.00261388-0.0195451j -0.00158483-0.0186048j -0.00982043-0.0275694j 0.0260687-0.00745671j 0.0201454-0.00365565j 0.00831895-0.0250941j 0.031792+0.0318226j -0.000144402-0.0148997j 0.00927751-0.0026666j 0.0293554+0.0190545j 0.00520192+0.0326862j 0.00339832+0.017076j -0.00424257-0.0316571j 0.00295689-0.00436261j 0.0178409-0.0125225j 0.0290052-0.0185334j -0.00352312-0.00653953j -0.0122904-0.00119609j -0.017823-0.00828227j 0.00247021-0.00822882j -0.00308655-0.0113019j -0.00895951+0.014489j 0.00189665+0.00413678j 0.013064-0.0233986j 0.0108194+0.00323046j -0.00936508-0.00782882j 0.000261962+0.0149079j 0.00104735+0.0135644j 0.00847716+0.000612144j -0.0016159-0.00225201j 0.00903078-0.0041454j -0.000538446-0.000908171j 
0.00192318+0.00744946j 0.00846661-0.00261982j 0.0137101+0.0111999j 0.00261107-0.00025029j -0.0052617-0.00486525j -0.0036949+0.00417479j -0.0034391+0.000413306j -0.0181069-0.0174366j -0.00546771-0.00285481j -0.000716052+0.00602644j 0.00155684-0.0110201j 0.000831691-0.00611748j 0.000863037+0.0218674j -0.00118878+0.0169281j 0.00207413+0.0257568j 0.00484882+0.0169222j -0.00414545+0.011188j 0.00920998-0.0109119j -0.00526605+0.00171878j -0.000768742-0.00432058j 0.00195736+0.00554308j 0.0073157+0.00111042j -0.0011656+0.00296065j -0.002432-0.0142963j -0.0113167-0.0123421j -0.00537832-0.00267515j -0.00209466+0.00968823j -0.00328682+0.0127552j -0.00225561+0.00771463j -0.0144045-0.00280807j -0.00112386+0.000821452j 0.00338337-0.0184598j 0.00263283-0.00151458j -0.00174213+0.00256281j 0.00380801+0.00488639j 0.00498749+0.00643586j -0.00768466+0.0146763j -0.00292714+0.00711633j -0.0104404-0.000364398j -0.00888593-0.011173j 0.0191845+0.00806299j -0.00347196+0.0170968j -0.0173596-0.025263j -0.00690064-0.00481642j 0.00986551+0.00512207j -0.00350039-0.00760571j -0.00696612-0.0137393j 0.0054603-0.0119307j 0.00738066-0.0275139j 0.0146453-0.011155j 0.00715726+0.0033564j 0.00165019+0.00819056j -0.0208523-0.00961421j -0.00777624+0.0126531j 0.00434019+0.00398325j -0.00703564-0.0230476j -0.0249828+0.00315166j -0.000938909+0.0131226j 0.00976184+0.0123813j 0.015513+0.0124435j -0.0177736-0.00660895j 0.00898421+0.00580854j 0.0151196+0.0187389j -0.0196039-0.0221721j 0.00565049-0.012577j -0.00906496+0.00932604j 0.0135734-0.0205556j -0.0154997+0.0309323j 0.00638251+0.00314766j -0.00645238-0.015529j -0.0031816-0.00504698j -0.0139491+0.010888j -0.0150008-0.0181653j -0.00706933-0.00624183j 0.00831684-0.00770577j -0.00605431+0.000795492j -0.00367062+0.00897848j 0.00282469-0.00203936j 0.00367133+0.0225313j 0.00531932-0.00682753j -0.00373988+0.0124486j 0.00284351-0.0039791j -0.0161507-0.00387476j -0.00350994-0.00387971j -0.0122975-0.000360942j 0.0123847+0.0175534j -0.00101939-0.00688736j -0.0135798-0.00381535j 0.0131214-0.0127123j -0.00994789-0.0113969j 0.0052993+0.0200607j 0.00368978-0.0110938j 0.0199548+7.84692e-05j 0.00413371-0.00447211j -0.0117332-6.41625e-05j 
-0.00357083-0.00626512j 0.00639876+0.00611414j 0.0150435+0.0151717j 0.0046672-0.00574873j 0.0209354+0.00927461j 0.00494162-0.0115118j 0.0130591+0.00048395j 0.00970917+0.0217645j 0.00415511+0.00038692j -0.00717008+0.000638002j -0.00639835+0.0118446j 0.0153626-0.00566927j 0.00567337+0.00602173j 0.0072732-0.0399903j 0.00344738-0.0205111j 0.00575797-0.00140878j 0.00149604-0.0120555j -0.00297471+0.0119816j -0.00827174-0.00556315j 0.00196848+0.000819928j 0.000854509-0.00124453j -0.0113962+0.00921549j 0.00603546+0.00722388j 0.0122381+0.0111986j -0.00229425+0.00476879j -8.05011e-05-0.00363234j -0.00637591+0.00918781j -0.000135789+0.0192624j 0.00373581+0.0213362j 0.000471004+0.00743942j -0.00202005-0.0038862j -0.00372082+0.0181339j 0.00340845+0.00500242j -3.75527e-05-0.0130882j 0.00407991-0.00771493j 0.00372551-0.0178057j -0.00169861-0.014057j 0.00227882-0.00433069j 0.00157108+0.000318895j -0.00385064-0.00464969j 0.0042181+0.0150596j -0.0107607-0.0203519j -0.00353985+0.00547678j 0.0040903-0.0109852j 0.00693339+0.00870324j -0.00959247-0.0185028j -0.0247122+0.013463j 0.00381041-0.0342867j 0.0212729-0.0103998j 0.00353407+0.00387348j 0.015851+0.0195915j 0.0056963+0.00381212j -0.00734446-0.00444273j -0.0092701-0.00742763j -0.00170006+0.0219134j 0.00445277-0.0209605j -0.00959139+0.00214974j 0.00298697+0.00428814j 0.0182449+0.0204125j -0.000130443+0.00859573j -0.000273587+0.00395503j 0.0194042+0.00858888j -0.00750034-0.00582938j -0.0111677-0.000987895j 0.00892273+0.00993325j -0.00302735-0.00127495j 0.0121451-0.00417286j 0.00429072-0.00697998j 0.00021828-0.00252332j 0.00296416+0.0101277j 0.00911183+0.0045704j 0.000628587+0.0160179j -0.0267263+0.00501714j 0.00178959+0.00351511j 0.00602873-0.000866877j -0.0131716-0.00248228j 0.00635197+0.0336204j -0.00819064-0.0232453j -0.0236821+0.0144094j 0.00809201+0.00133652j -0.000654403-0.0055853j -0.00648097+0.0142943j -0.0088998+0.0132352j -0.00805538-0.00766012j -0.0145823-0.0103466j 0.00514146+0.0195603j 0.0143054-0.0062392j -0.00104968+0.00386403j 0.00293218-0.0105002j -0.0026742+0.00113758j 0.00443119+0.0240459j 0.0100677-0.0155676j 0.0163531-0.013108j 0.00944174-0.00528255j -0.00850347+5.77011e-05j 
0.00426216-0.00325542j 0.0174985+0.00498153j 0.0303996+0.0108026j -0.0142338+0.00752311j 0.0106084+0.00760779j 0.0027571-0.000695659j 0.019587-0.0107555j -0.0118509-0.000648758j -0.000851779+0.00294765j 0.00295833+0.00983671j -0.0158941+0.000934769j 0.000261739+0.00898854j 0.00607191-0.00284159j 0.00194752-0.015307j -0.00234482-0.00848772j -0.00263231-0.0137946j -0.00499714+0.00646142j 0.0190122+0.00389797j 0.00830184+0.01256j -0.00924414-0.00682638j -0.00204725-0.00842584j -0.0060915-0.0169003j 0.0109925-0.0105038j -0.00633276-0.0215244j -0.00166118+0.00428777j -0.0110787-0.0202093j -0.000962961+0.00937587j -0.000979888-0.00406584j -0.00698959+0.0104125j -0.0105334-0.00229365j -0.00529183-0.00485801j 0.00519172+0.0129152j -0.0176003+0.0111435j 0.00624348+0.000230804j 0.00730202-0.00650554j 0.0127392+0.00252016j -0.00549233-0.00732438j 0.00376215+0.000302405j 0.00589653+0.00670604j -0.00484688+0.00980744j 0.00166996+0.00696035j 0.00856734+0.00171276j 0.00156805-0.0333689j -0.010908+0.0148965j -0.0194692-0.00341678j 0.00138845-0.005705j 0.00483745+0.0174518j -0.00734553+0.00778955j -0.00878351-0.0124844j 0.00082625-0.00642139j 0.00612857-0.0170305j -0.00600916+0.00411556j -0.0103798-0.00238485j -0.00164349-0.00469743j 0.00897145-0.0018838j -0.00494398+0.0172764j 0.01326+0.0228848j -0.0169094-0.00906973j -0.0144371-0.0192378j 0.0104651-0.00714846j -0.00142486-0.0176741j -0.0290225+0.00677841j 0.0131221+0.0206007j -0.00273175-0.00997472j -0.0145746-0.0376938j 0.000859718+0.00362288j -0.00202259+0.00319873j 0.00983369+0.00237863j -0.00634708+0.0114317j -0.00398516-0.0124239j 0.00336069-0.0155278j -0.00175464+0.000293263j 0.00406193-0.000392616j -0.00648427+0.0166894j -0.00431631-0.0233071j -0.00565113-0.00535415j -0.00257069-0.00814788j 0.00944318-0.00117478j 0.0143867+0.00924208j 0.00804747-0.00399084j 0.0064035+0.000794045j -0.00209543-0.0187536j 0.000120479-0.0129397j 0.0114846-0.00172397j -0.00196298-0.00420097j 0.0124591+0.00861694j 0.0015495-0.00656029j -0.00243672-0.0161089j -0.00525082+0.000270163j -0.00564417-0.00211119j 0.00820219+0.01076j 0.00767251-0.00342525j 0.00595187+0.00535401j 0.00531186-0.00366351j -0.00630865-0.00347905j 
-0.0588187+0.0180661j -0.0529168-0.0304993j -0.0125064-0.00446998j 0.0155616+0.00479469j -0.0151481-0.0129228j -0.0157577+0.0279463j -0.0237418+0.0491571j 0.00588394-0.0154135j 0.0101644+0.0102455j -0.000406939-0.023679j 0.00113598-0.00128782j -0.00606869+0.00673814j -0.00209434+0.000211123j -0.00382511-0.0118847j 0.00523465+0.00800505j -0.00301161+0.00247633j 0.00747434-0.00706423j -0.00961862-0.00447684j 0.00480058-0.00821765j -0.00202029+0.0124287j 0.000771112+0.00451158j 0.0208264+0.00821294j -0.00982738-0.0260761j 0.0264641+0.00967492j -0.00972297-0.00753371j 0.0101916+0.0530642j 0.0109736-0.0337478j 0.00476082-0.00201903j -0.00350287-0.0107478j 0.0128312+0.00203549j 0.01076+0.0101427j -0.000863621+0.00628682j 0.0218788-0.0163511j -0.00587153+0.0059198j -0.0100412+0.0165444j -0.0122076+0.0168486j 0.00487934+0.014867j -0.00869624+0.000697834j -0.0119596-0.0166921j -0.00585417+0.00366851j -0.0184621-0.0131046j -0.00120876-0.00737923j 0.00549723+0.00118092j 0.00554642-0.00176124j 0.00331169-0.00171275j -0.00509533+0.00562592j -0.00904627+0.000477821j -0.000900583-0.0134953j 0.00627147-0.00197063j -0.00174205+2.4073e-05j 0.0051702+0.0123537j 0.00236521+0.00762962j -7.7287e-05+0.0177902j 0.00761411-0.00247186j 0.00109564+0.0134066j -0.00631555-0.00683647j -0.00703639-0.0127632j -0.00885841+0.00545941j 0.0108446+0.00656022j 0.00132603+0.0181891j -0.0164614-0.00546915j 0.00959827-0.005124j 0.00619428+0.00695511j 0.0155754+0.0194121j -0.00288613+0.0223j -0.000215227-0.00564953j -0.01486+0.00397172j 0.000320956-0.00321085j -0.002593+0.00751569j -0.00204564-0.00813044j 0.00584003+0.00308002j 0.00708752+0.00176839j -0.00100358-0.0200932j 0.0121068+0.0131591j -0.00293823-0.00366132j 0.000132439-0.0249774j 0.011819+0.0180433j -0.00637241-0.00257964j 0.0198637+0.0146151j 0.00615854+0.00655415j 0.00368006+0.0292826j -0.021589-0.0197197j -0.0245382+0.0178398j 0.00135201-0.0181592j -0.0110953-0.00166357j 0.0188726+0.0313527j 0.00938146-0.0298782j -0.0152016-0.00212476j 0.0242194-0.0222266j 0.000373354-0.018128j -0.00461958+0.0137218j 0.013387-0.00793123j 0.026302-0.00953542j -0.00555481+0.000437775j -0.00398518+0.00754041j 
