-0.0238912+0.0574946j 0.0194727-0.0306813j 0.0362131+0.00585193j -0.032576-0.0412205j 0.0104477-0.0269221j 0.0181345-0.0257893j 0.0304149-0.0298167j -0.0414614-0.0351754j -0.0306888-0.0300755j 0.0240702+0.00686951j 0.0159679-0.000715069j 0.0286082-0.0354739j -0.0606597-0.0604594j 0.0213121+3.95527e-05j 0.0419268+0.00101566j 0.0141818+0.0258038j 0.014221-0.0120541j -0.0164934+0.0337103j -0.00641061+0.03962j 0.0030023-0.0182386j -0.0137474-0.0272453j 0.002887-0.0587076j -0.02425-0.0109825j 0.00440544+0.0143673j -0.0324516-0.0084823j 0.00842248-0.0230181j -0.0134038-0.012106j -0.0159521-0.0258834j 0.028367-0.0681016j 0.068508-0.0251964j -0.0212481+0.0844694j -0.0144675-0.0583818j 0.0317845+0.0341875j -0.0141977+0.0176375j -0.0128839+0.0283237j 0.0285102+0.0499538j -0.0168664-0.0465956j 0.0137446-0.0145588j 0.00967085-0.0154652j -0.00721652+0.0256978j 0.0939468-0.0174379j 0.0253991+0.00365943j 0.0190268-0.0758089j 0.0554052+0.0587663j -0.0496351+0.13029j 0.00685378-0.0271676j -0.0554478+0.0085225j 0.0331757+0.0431604j -0.0381059+0.002842j 0.0447536+0.0455616j -0.00721184+0.0304575j -0.0395165-0.015112j -0.0608909+0.0280464j 0.00598685+0.00914625j 0.0384875-0.00250462j -0.0289749+0.117889j 0.0119865+0.0850087j -0.0849658+0.0427511j -0.0418434+0.0284174j -0.099909+0.0632667j 0.0242562-0.000815267j 0.121517+0.0246837j -0.0117009+0.0157225j 0.0101248+0.00633892j -0.0208778+0.00788579j 0.02118-0.0247003j -0.017225-0.023434j 0.0299281-0.0084711j 0.111954-0.245579j -0.221833+0.139817j 
0.00330682-0.0183982j 0.022849+0.00725941j 0.0155674-0.0250699j -0.0126652-0.00549779j 0.00316466-0.0103352j 0.000521631+0.0279606j 0.0067062+0.00973668j 0.0124185+0.0200231j -0.013068-0.0290876j 0.0136862+0.0256036j 0.0262192+0.0545857j 0.0176791-0.00868484j -0.0220162+0.00239095j -0.0156978-0.0239302j -0.00122353-0.0171699j -0.00712216+0.0101724j -0.0353673+0.016472j -0.00568655+0.0371117j 0.0166328-0.00868305j -0.0407404-0.00261529j -0.0058309+0.00542436j 0.0198123-0.0198167j -0.0300428-0.0152496j -4.73475e-05-0.00644187j -0.00757384+0.0328707j 0.00221132+0.0130943j 0.00351947-0.00849848j -0.0193574+0.00617184j -0.00556243-0.0090402j -0.00988752+0.020064j -0.018205+0.0149941j -0.0183037+0.00790415j 0.018961+0.017273j 0.000979652+0.013592j 0.0109125-0.0162079j -0.0262171-0.00541455j 0.00616064-0.0212144j -0.0549424-0.00685012j 0.00466103+0.0241346j 0.0314228+0.0807657j 0.00917492-0.040065j 0.0309908+0.0285396j -0.0370177-0.0633j -0.0569637-0.0113129j -0.0234184-0.017749j -0.0117081-0.0194024j -0.000935167-0.0213715j -0.00430349+0.0114343j 0.0182809-0.0203548j 0.0018728+0.00454829j 0.0249793+0.0101122j 0.0214897+0.0182423j -0.0205882+0.0317406j -0.00429237+0.00860787j -0.0353308+0.00519695j -0.032859+0.0433866j -0.0406252-0.00120418j -0.0447773+0.0262339j -0.0339625+0.00848776j -0.0262186-0.00827813j 0.0399696-0.0517951j 0.0174791-0.0343339j 0.00212945+0.00152099j -0.00920613-0.0185462j 0.00277299-0.00279889j -0.00386429-0.0197362j 0.00690355+0.000119102j 0.00391378-0.00918318j 0.00805513-0.0389536j -0.00914583-0.00275114j 
-0.0464434+0.0245299j -0.0520786-0.0525083j 0.0048481+0.0472802j 0.0428259+0.0185639j 0.00984781-0.01824j 0.0339029-0.0443247j -0.0183758+0.0056021j 0.00693218-0.0293103j -0.00907511-0.0103152j 0.0511112-0.0123068j -0.0276991+0.010064j -0.0476706+3.84732e-05j -0.0201151-0.00255634j -0.0104883+0.0580625j -0.0345753+0.0629951j 0.0378257+0.0228776j -0.000555577-0.0132925j 0.0137377-0.00289072j 0.00843359-0.00790505j 0.0248358-0.0199721j 0.022747-0.0122823j -0.110366+0.0419759j 0.0336506-0.0358907j 0.0266622+0.00422811j 0.0172995-0.0215823j -0.00307455-0.0209352j -0.0427903+0.0326619j 0.00691501-0.0572124j 0.00102136+0.0264597j -0.0610773+0.0261865j 0.021315+0.00999587j -0.0469113-0.0208912j 0.00451562+0.00278709j 0.0396961-0.0530993j 0.0475945+0.0315348j 0.0281076+0.060009j -0.0563986+0.0110997j 0.0331235+0.0413177j -0.0342095-0.0231795j -0.0684181-0.152235j -0.00813577+0.119468j -0.0378307-0.0212259j 0.105863+0.0839701j 0.10653+0.0680362j 0.0618613+0.0415209j -0.00129515+0.0228922j -0.0196854+0.0198218j 0.0359835-0.0369679j -0.0065646-0.0225197j 0.000981034-0.00418186j -0.00921676-0.026561j -0.0141788+0.00576942j 0.0806213-0.066018j 0.0100659-0.019579j 0.0483434+0.00208993j 0.047265-0.0698331j 0.056182+0.0186584j 0.0636321-0.0531063j 0.0946203-0.0261151j 0.0631861+0.0310908j -0.063436+0.0565351j -0.0511809+0.0892973j -0.0358841-0.0109423j -0.0372329-0.00855108j 0.047758+0.00628027j -0.0189991+0.00226374j 0.00583297+0.0135933j -0.0650363+0.0128625j -0.0065564+0.0446792j 0.0200528+0.000155269j 
0.0213615+0.00127356j 0.0161094+0.0243278j 0.0126028-0.0142332j -0.014602-0.00648974j -0.0239383-0.00789123j 0.00529535+0.00266384j 0.00928935-0.000130614j 0.0249641-0.000213601j 0.00912145-0.024082j 0.00684483+0.0215741j 0.00222809-0.00102143j 0.0326+0.0254455j -0.0250412+0.0159623j 0.00851068-0.0169156j 0.0352893+0.0123431j -0.00740431-0.028156j -0.0333862+0.0105194j -0.00912204-0.00209383j -0.0116492-0.000704192j -0.0470139-0.00637653j -0.0145382+0.0467869j 0.00621985+0.00447519j 0.00382437-0.0102181j -0.00555782-0.00987719j -0.00321217+0.00971236j -0.0241313-0.00471718j -0.00741724+0.0160366j -0.00121426-0.00248236j -0.00981317-0.00567971j -0.0143327+0.0292295j -0.00642826+0.0113545j -0.00599282-0.0283961j 0.00305083-0.0159305j -0.00813812+0.00256889j -0.00672782-0.0291445j -0.0125661-0.0258718j -0.00397191-0.027328j 0.00603007+0.00684781j -0.00141584+0.0156942j 0.0241754+0.0246343j 0.0265111-0.0219113j -0.00621528+0.0147735j -0.0120497-0.0155827j -0.0457401-0.0312859j -0.0121525-0.0289026j -0.0060151-0.00407443j 0.0249479+0.000476301j -0.0100344-0.00813431j 0.00617899-0.000643014j -0.0173121+0.00287207j -0.00228332+3.66679e-06j -0.00655125-0.0037135j -0.027326+0.0157638j 0.00760509+0.00548954j -0.0233702+0.017211j -0.00102394+0.0161087j -0.0121415-0.00176405j -0.00931098-0.00564585j -0.0283612+0.0037704j -0.014261-0.0161388j 0.00737781-0.0205392j 0.014268-0.0227898j -0.0187426-0.014281j 0.0242793+0.00324996j -0.000313811+0.00845136j -0.0124037+0.0112006j -0.0015079-0.00658339j 0.0292991-0.00494956j 0.00366572-0.00451475j 0.00170848+0.00283696j 
-0.00745214+0.00959059j -0.011264-0.023931j 0.0147542-0.0046203j 0.00373983-0.0155676j 0.0414383+0.00770271j -0.00511487-0.0294399j -0.00394155+0.0342564j 0.000849168+0.0148932j 0.00269497+0.0212998j 0.015548-0.00240802j -0.030395-0.00755127j 0.0364143-0.0462328j 0.0168654+0.00880556j 0.0142986-0.00259614j -0.0139727-0.00984797j -0.00232382-0.0250192j 0.00988158-0.00297022j -0.00816558+0.0132511j 0.00458906-0.0256739j 0.00880358+0.0219124j -0.00138299-0.0250335j -0.0264912-0.00212649j -0.00620123-0.0148263j -0.0167506+5.7122e-05j -0.00772812-0.00677562j 0.00348706-0.0328122j 0.00040049+0.000285783j -0.0125529+0.0110032j -0.00860806-0.00545644j -0.0121811-0.0132201j 0.00378722+0.00723127j 0.00150273-0.0272959j 0.0228339+0.00909425j 0.0215765-0.00846162j 0.0072142+0.0199407j 0.0142081+0.012909j 0.0178994+0.0142298j 0.0129418+0.0163731j -0.0105057-0.0186653j -0.00515198-0.0135109j -0.0130659-0.00346746j 0.0172464-0.00541953j 0.00801906+0.0194639j 0.0141852+0.00817667j 0.00884963+0.0125005j -0.00104974-0.00967953j -0.0151081-0.00595971j 0.010167-0.0280421j -0.0228735+0.0165963j -0.0126523+0.0131712j -0.0113996-0.0104942j -0.0120272-0.0153118j 0.0104264-0.0149052j -0.000218931-0.0142973j 0.00685317-0.000478901j -0.0174796-0.0085032j 0.00744407-0.00275122j 0.0033721-0.00201841j 0.0308714+0.00429061j 0.00504598+0.0052771j -0.0156498+0.0194888j -0.00270168+0.013155j -0.00141324-0.00352432j 0.0367812-0.0106712j -0.00280933-0.0156045j -0.0164939-0.0114847j 0.00922094-0.00190353j -0.0168552+0.00943779j 0.00170194+0.00331831j -0.00102284+0.000677858j 
0.0306249-0.00459145j 0.027669+0.0365078j 0.0402937-0.0238659j -0.0228288-0.000999714j -0.0564918+0.00860033j -0.00908556-0.00806861j 0.0183536-0.0418373j 0.00650894-0.000863667j 0.00332219-0.0343662j -0.0114549+0.0467094j 0.0350434-0.0253121j 0.0259714+0.0155815j -0.043879-0.0173827j 0.00392355+0.00105003j 0.0427198-0.0323099j -0.0245771-0.0548165j -0.000516692-0.0130942j -0.0157983-0.0213759j -0.0061632+0.0201971j -0.0241666+0.000650127j -0.017958+0.0530262j 0.0180132-0.0299978j -0.0267915+0.0067042j -0.00673974-0.0272633j -0.0197035+0.0206055j -0.00222033+0.0161889j -0.0132475-0.00559601j 0.0129513+0.00526335j -0.00831626+1.48374e-05j 0.00849204+0.0137981j -0.0185783-0.0163836j 0.0154288-0.0325547j 0.00428384-0.00182717j -0.0199459+0.0262293j 0.00798516-0.00872596j -0.0342091-0.0322461j -0.00824716-0.0117234j -0.00584029-0.0408041j 0.0148857-0.00574388j 0.00876297+0.0696109j 0.0412905-0.0454666j -0.0278797+0.0235164j -0.0686605-0.0068568j -0.0767845-0.0478576j -0.0197582-0.0179388j 0.00252361+0.00100598j 0.00314222-0.0109522j -0.00422457+0.0236946j 0.0370634-0.011092j 0.0141754+0.00387633j -0.00950208-0.0117567j -0.0088242+0.000645565j -0.0166473+0.0470756j -0.0201615+0.0148666j -0.0298292+0.0089726j -0.0412188+0.0370843j -0.0189824-0.0097477j -0.0395231+0.00972179j -0.0490088+0.0263209j -0.0224481-0.0319507j 0.0306591-0.0179538j 0.00168189-0.0407595j -0.033753-0.0174186j -0.0301765-0.011934j 0.0290257+0.0047465j -0.00025862+0.0237166j -0.00288427-0.0213164j 0.0349266-0.00661365j 0.00632954-0.0166206j 0.000385201+0.000443722j 
-0.010944-0.0107845j -0.00412682+0.00332877j 0.00879123+0.0352571j -0.0089877+0.0094781j -0.00430705-0.00382022j -0.00635326-0.000170224j 0.000136467-0.0617787j 0.00857867-0.0140213j -0.0294368+0.00906075j 0.0177261-0.0130318j 0.0173092-0.034569j -0.0090066+0.0498708j -0.00934156-0.0248663j -0.00529706+0.00955177j 0.0192042-0.0165791j -0.00406828-0.00455893j 0.0449207+0.0127303j -0.0240031-0.0106646j -0.01577+0.0549711j 0.0142255-0.0111133j -0.00725792+0.00694192j -0.0155666-0.00276031j -0.00334572-0.00684179j -0.00180964-0.0174651j 0.0142637-0.0105525j -0.000385356+0.0188938j 0.0315541+0.00533508j 0.00782116+0.0159107j -0.0184093-0.016811j -0.00697295-0.0281558j 0.00546823-0.0102164j 0.00653345+0.0199256j 0.017127-0.00122708j 0.0112667-0.0218159j 0.0203709+0.0162329j 0.0112055-0.00268251j 0.0168418+0.0223019j 0.0144362-0.0319801j -0.00754192-0.00578609j -0.0116922+0.00178658j -0.0109066+0.0138331j -0.00479204-0.0328856j -0.00177392-1.17043e-05j -0.0116242+0.0173895j -0.0101142-0.00753514j -0.0119233+0.012681j -0.0141717-0.00520241j -0.00312766+0.00183933j -0.0165758+0.0136288j -0.00174267-0.00327608j 0.00224174+0.00800233j -0.021033+0.0131261j -0.00567559-0.0100049j 0.0029377+0.00563226j 0.00223756-0.00262235j 0.0130239-0.00586298j -0.00088924+0.015997j 0.000476964-0.0188987j 0.00622688-0.00231639j 0.0101329+0.0101996j 0.00720325-0.010017j -0.0283028+0.0110806j 0.0108623+0.0136318j 0.0302427+0.00297649j -0.0236502-0.00388937j 0.03003+0.014676j 0.00406336-0.00366418j -0.0161828+0.00750027j 0.00520568-0.00303225j -0.000441712-0.000753043j 
0.000760608+0.00156932j 0.0248752-0.000968407j -0.00516846-0.0338446j 0.0409295+0.028696j -0.00514572-0.0326254j 0.0440448+0.00484535j 0.0347644+0.0114248j -0.00966434+0.0392308j 0.0450576+0.00121938j -0.0168742+0.00842597j 0.0016805+0.0550648j -0.00857168+0.000918584j -0.00138611+0.00899591j -0.0346836+0.0329171j -0.00516146-0.000274604j -0.00975559+0.00124824j 0.00191772-0.0169667j 0.0205067+0.0233228j 0.00800908-0.0326129j 0.000974214+0.013339j 0.000243009+0.000530957j -0.025048-0.000613072j -0.0131293-0.0184605j -0.00670461-0.000503875j -0.0106367+0.00390477j -0.00757197-0.0224319j 0.0126187+0.015202j 0.00217811-0.00716344j 0.020755+0.0102966j 0.0206264+0.00393818j -0.0146004+0.00895318j -0.0128291+0.016387j 0.00542363-0.0101747j -0.02076-0.0251059j 0.0126472-0.0060194j -0.00016024+0.0134864j -0.0132365+0.0254168j -0.0150353-0.00833649j 0.016256-0.00234265j 0.00837562+0.0104122j 0.00323599+0.00604159j 0.0271403-0.0211053j 0.00840914-0.0301731j 0.01432+0.0241058j 0.00610326+0.0167234j 0.00552065+0.00647836j -0.0104491-0.0227702j 0.00588766-0.00131364j 0.0251426-0.0129951j -0.0196677+0.0113771j 0.0103126-0.00891013j 0.000884182-0.00153873j -0.00624869-0.00588596j 0.00453642-0.00537879j 0.0195515-0.00322537j 0.0221086-0.000845443j 0.0117425+0.00241406j -0.00318029+0.00346494j 0.00250697-0.00366643j 0.00298977+0.00884745j -0.0108501-0.0116581j 0.00200863-0.0100637j -0.0331913-0.0104238j -0.0052889-0.00191645j 0.0345652+0.00725572j 0.0154981-0.00857178j 0.000590831+0.0175087j -0.0157155-0.00367631j 0.00284286-0.00311704j -0.00268421-0.0133088j 
0.0026345+0.0440369j 0.0272007+0.0072652j -0.00176667-0.0313346j -0.0531911-0.00480417j -0.0193574+0.00193971j 0.00954936-0.00488801j 0.0114989-0.0198339j 0.0247736+0.000758558j -0.0013516-0.0669352j 0.0157968+0.0450069j 0.01003+0.00789022j -0.00356312-0.000230252j -0.0576387-0.0218385j -0.0348996+0.0133456j -0.0383749-0.0191198j -0.00140741+0.0181156j 0.040436+0.0433443j -0.0146859+0.016064j 0.011536+0.0226719j -0.0137808-0.00392505j 0.000406574-0.0164256j -0.0194496-0.0105899j 0.0172593-0.0265355j -0.0103223-0.0168807j 0.00553492+0.0056947j -0.00087117-0.00688808j -0.0196433+0.0137644j 0.0234237-0.0261323j -0.0113924+0.0152055j -0.0103736+0.00959308j 0.00724381+0.00745581j 0.0022082-0.0159673j -0.0121731-0.001819j 0.0373206-0.00808444j -0.000349904+0.00170921j -0.0101351+0.038391j -0.00175941-0.0119942j 0.0152699+0.017115j 0.0350261-0.00875582j 0.0384394-0.0422313j -0.0422064+0.0342287j -0.0160895+0.0147078j 0.00261866+0.0219858j 0.0796908+0.0330382j 0.0101894-0.00699515j 0.0184236+0.00041027j 0.00225342+0.00571208j 0.0125955-0.0123471j -0.00316699-0.00403374j 0.00211371-0.0105467j -0.0131451+0.00968023j -0.0175724+0.00212788j -0.00800621-0.0381415j -0.0175393-0.00479213j 0.0100267+0.00148973j -0.00792683-0.015667j -0.00262918+0.00926918j 0.011283-0.0100784j -0.0255726-0.0172657j 0.00421235+0.0235169j -0.0550589+0.0254637j 0.00410178+0.0511601j 0.00149479-0.0108806j -0.00736921+0.00651582j -0.00795314+0.00249516j -0.000794465+0.00795062j -0.0110978+0.00717032j -0.00565448+0.0049933j 0.00543089-0.0137475j 0.00566875+0.0422601j 
0.00521451-0.0197944j 0.0204109+0.0370337j -0.0169309-0.0287834j 0.0161472+0.028471j 0.0212943-0.0171746j 0.00941198+0.0571769j -0.0131583-0.0372456j -0.0290218+0.0191457j 0.0326201-0.0110689j -0.0269825+0.0176887j 0.00608584-0.0161142j 0.00308538+0.0173256j 0.0183303-0.00565955j -0.0237124-0.0114353j -0.00586623-0.0108967j -0.00396377-0.000928091j 0.00914233+0.0113135j -0.0165318-0.0214054j -0.0140646-0.0227094j 0.0127016+0.0350727j -0.0211224+0.0116453j 0.017317-0.0632711j 0.000103858+0.0177492j -0.0131259+0.0125538j -0.00561375+0.0323979j 0.00327035+0.0190947j 0.00579398-0.00932898j 0.00647483+0.0291575j 0.0198641+0.0350217j 0.00939981-0.0103578j -0.0178844+0.00452382j -0.00740556-0.00832916j -0.00949166+0.0148455j -0.00218743+0.0388889j -0.0301819-0.0210231j -0.0191417-0.0428569j -0.0388966-0.0426821j -0.0228351-0.0266316j -0.00241392+0.0552378j 0.00493659+0.051743j -0.000689368-0.036793j 0.00433292-0.0232897j 0.0111372+0.00268572j -0.0211735-0.0226724j 0.0191344-0.0393658j -0.00330689-4.53683e-05j -0.0140845-0.00934134j 0.00204356+0.0127479j 0.0201422+0.0036943j -0.0246734-0.0088606j -0.00533114+0.0221189j -0.0124828-0.00509975j -0.00623703+0.0285681j -0.0138494+0.000403266j -0.00632445+0.00750415j -0.0232043-0.00181853j -0.0243737-0.0101665j -0.0011422+0.0284779j 0.012564+0.0252128j -0.00466641-0.0221734j 0.01216-0.00778062j 0.0276993-0.0377867j -0.00337363+0.0196688j 0.000600105+0.00178023j 0.00858777+0.0096334j 0.0249606-0.00401107j -0.0366203+0.00752043j 0.0324916-0.0300726j -0.0138813+0.0213088j -0.00391061-0.00534416j 
-0.0145148-0.00859686j 0.0152395+0.0060133j -0.0257555+0.0172688j 0.0238363+0.0347386j -0.00912002-0.000670749j 0.000568672-0.0220546j 0.00534804-0.0722811j 0.0230791-0.0187273j -0.00311235-0.00551719j -0.0077339-0.011888j 0.0218855+0.00461386j -0.0396011+0.0325543j -0.0327746-0.0172232j 0.00668203+0.024997j -0.0275876+0.0349821j 0.00664078+0.0372384j 0.0282231-0.00500331j 0.0266225-0.0277945j 0.0197897+0.0100232j 0.0123308-0.0304382j -0.0120764+0.00657181j -0.0384941+0.0597718j 0.00233085-0.0110744j -0.0041285+0.000542624j 0.0185061-0.00594739j -0.00239337-0.00918707j -0.00601335+0.0153111j 0.0131388-0.011798j -0.0136663+0.00468464j 8.1156e-05+0.00656877j -0.00241289-0.0116801j 0.00481287+0.00648314j -0.00347936-0.0270237j -0.0108213-0.0322302j 0.0449798-0.0176076j 0.0427913+0.0155801j 0.0114093+0.014611j -0.000459037+0.00243944j -0.0287586-0.030336j -0.0226434-0.0502175j -0.000861271+0.0485958j -0.0326285-0.0343218j 0.0649079+0.0672975j 0.107604+0.0411385j 0.0400773+0.026211j 0.00279077+0.0223441j -0.0294732+0.011553j 0.00542929+0.0120697j -0.00611737-0.00447734j 0.0121394-0.0140923j -0.00094682-0.0131062j -0.000787991-0.00667389j 0.0209479-0.0224822j 0.00116713-0.00486562j 0.00513684+0.0162685j 0.0318636-0.0332246j 0.0257367-0.00250896j 0.00523648-0.0132286j 0.023571-0.0230591j 0.0181534-0.00694532j -0.000719559+0.00877396j -0.0373869+0.0340498j -0.0096575+0.0058369j -0.00404923+0.00307644j 0.00244868+0.0084572j 0.0105788+0.0234489j 0.00779825-0.0135613j -0.0221998+0.0124077j 0.00927084+0.0134082j 0.00739792-0.000694306j 
0.0243036+0.0465256j -0.0230947-0.0250723j 0.0331683+0.00802898j 0.00289026-0.0225879j -0.0160306-0.00104098j -0.0208042+0.00106128j 0.00346453-0.0175023j -0.0271498+0.0145664j -0.000803104-0.00319484j 0.00516819+0.0111064j 0.0143742+0.0184315j -0.0155836+0.00206327j -0.0188865-0.00666739j -0.0074152+0.0099878j 0.0173377+0.00983937j -0.00393893+0.0294441j 0.000904652-0.0224058j -0.00044808+0.0063614j -0.000635241-0.0105314j -0.0125675-0.00501705j 0.0272983-0.0252534j 0.0144943+0.00252882j -0.0058476-0.0117043j -0.00315701+0.00719075j 0.00795202+0.00105701j 0.00640652-0.0064402j 0.0183354-0.00940035j 0.0115354+0.00337784j -0.0138023+0.0130605j -0.00682581+0.00163154j 0.0045614-0.00954851j 0.00612756+0.000948076j -0.00587152-0.00983318j -0.00672002+0.005379j 0.0148582-0.014324j -0.0075379+0.0185945j 0.0149746-0.0252371j -0.00103288-0.00538221j -0.00366913-0.0114235j 0.0259882-0.0166376j 0.00348601+0.0077547j 0.00148551-0.00123299j 0.00760605-0.0055663j -8.26905e-05+0.00792696j 8.29811e-06-0.0103449j -0.0400191-0.0374969j -0.0181608+0.00781064j 0.00685958+0.0114076j -0.00189439-0.00313194j 0.016405-0.00509919j -0.0268309+0.0166964j 0.00194949-0.00639451j -0.0365976+0.0019862j 0.0129397-0.0289486j 0.0120505-0.00381497j -0.00739539+0.0093927j -0.00139326+0.00509242j -0.00968127+0.0151393j -0.0143337-0.011032j -0.0185355+0.0100092j -0.000191855+0.0101564j 0.00975672+0.0342952j -0.00261447-0.00349672j 0.00261971-0.00249065j 0.000608833-0.00473428j 0.021511-0.000406928j 0.00135618+0.00140169j 0.0035546+0.00585113j -0.000772386-0.0269233j 0.0128681+0.011153j 
-0.0211617-0.0296134j 0.00849046+0.0141134j -0.0285455-0.000898688j -0.0116343+0.00640663j 0.00951348+0.00545689j 0.0199383-0.00545828j -0.00770171+0.0164344j -0.00126926-0.00464529j 0.0034516+0.00452574j 0.00790374-0.0167609j -0.0130181-0.00413807j 0.0168948-0.0156175j 0.0036704+0.0222702j 0.0232234-0.0149761j -0.036838-0.000300649j 0.0148378+0.00933733j -0.0192443+0.0305742j 0.00864155+0.00302313j -0.000205002-0.00525681j -0.00131431-0.00272288j -0.0134969+0.0273423j -0.00388503-0.0264757j 0.0206538-0.00298302j -0.0209323-0.00640866j 0.00706405-0.0177553j 0.00781524+0.0131418j -0.0100976-0.0118792j -0.00143913-0.00596536j 0.0159882-0.002681j 0.00179032-0.00284637j 0.00349628-0.0185154j -0.00837526+0.000629895j 0.0110425-0.0118364j 0.00458047+0.00825469j 0.0130922-0.00505573j -0.00828969-0.00534743j -0.0155192+0.0186248j 0.0122701+0.00828007j 0.00368753+0.016427j -0.00119328+0.00678959j -0.00629636-0.00255182j 0.0209804-0.0206623j 0.0080562-0.00899776j 0.0054323+0.0037676j -0.00180673+0.00470292j -0.0184232-0.0253352j -0.0102936+0.0217627j 0.00785439+0.000397853j -0.00908071-0.00467864j 0.00688316+0.00437656j 0.0215777+0.00459866j 0.0040916+0.00924237j -0.00990855-0.00333737j 0.0138746-0.0194577j -0.0121949+0.00571932j -0.0172732-0.00157777j 0.0110177-0.0065204j 0.0136502-0.0118199j 0.0183613+0.0111797j 0.00800858-0.00334361j -0.00624654-0.00875929j -0.00361139-0.0211493j 0.00341106+0.0015949j -0.003691-0.00113978j -0.00325487+0.000930266j -0.00986189+0.0142228j -0.00169385+0.00473969j -0.00485272-0.00373729j 0.000547826+0.0152551j -0.00807455-0.00398169j 
0.0419042+0.0691456j -0.0273548-0.0358977j 0.0501107-0.0210293j 0.00957779-0.0303182j 0.0202855-0.00748033j -0.0221966+0.0220434j 0.00657807+0.0147806j -0.0186359+0.00683564j 0.000254372-0.0228795j -0.00111275+0.0210472j 0.00724016+0.0363768j -0.00124936-0.0160375j -0.0104674-0.00407814j -0.0195366+0.00822711j 0.0279272+0.0155409j -0.017033+0.0151123j -0.015422-0.036102j -0.0332681-0.0232204j 0.0120126-0.0232812j -0.00873661-0.00143307j 0.0253635-0.0154199j 0.0292681+0.0119783j -0.0280184+0.00488459j -0.00151785+0.00716793j 0.00631491+0.00947616j 0.00615643-0.0204904j 0.0144085+0.0110643j 0.000311466-0.0187484j -0.0138018+0.0166046j 0.00984519-0.0199029j -0.0122763+0.00598806j 0.00612822+0.0120739j -0.0139155+0.00257168j -0.0106852+0.0151439j 0.0191751-0.0163808j 0.010398+0.00590993j 0.0129007-0.0290403j 0.000106322+0.00286452j -0.0102353+0.00901641j 0.0125556-0.0140562j 6.42905e-05+0.000184953j 0.0226395-0.0116287j 0.0140869-0.0289808j -0.0152713-0.0130338j -0.0072531-0.00683661j -0.019626+0.0129439j -0.0419291-0.0124266j 0.000115664+0.0299697j -0.00165824-0.0109469j -0.0130129-0.0128606j 0.030039+0.0292385j -0.00712162+0.00522583j 0.00415276-0.00813622j -0.00468896+0.00482267j -0.00258631+0.00329736j -0.0036559+0.00176751j -0.0197364-0.00859913j -0.0182275+0.0274218j -0.0156836-0.0115149j -0.0242168+0.014294j -0.00128297+0.00661734j 0.0229399+0.032698j 0.00100892-0.00453304j 0.00661543-0.00061982j 0.00600322-0.00640325j 0.0286321+0.0107346j 0.00305659+0.003548j 0.00744809+0.00597447j -0.00326327-0.0309808j 0.0117297+0.00911415j 
0.0473002+0.0371613j 0.0520799+0.0720875j -0.0203009-0.0528059j -0.0510143-0.0105884j -0.00626124+0.00873512j -0.0156402+0.00530694j 0.00746308-0.0183367j 0.00675369+0.0024307j 0.0122927-0.011333j -0.0354814-0.0210552j -0.0164967+0.000565528j -0.0027551+0.0197031j -0.0286614+0.014032j -0.0100012+0.0123782j -0.0342021+0.0371905j -0.00975262+0.0183298j 0.0401286-0.00857444j 0.0312031-0.0236414j 0.00687062-0.00957441j 0.0136639-0.0285094j 0.0152701+0.0111955j -0.013511+0.0384644j 0.00493662-0.0296041j -0.00324545+0.00972776j 0.0269828+0.00684717j -0.00177306-0.00409628j 0.00429435+0.0187611j 0.0227246-0.00590508j -0.00571238-0.0209782j 0.00816711+0.00285955j -0.0135354-0.0101136j 0.00723678+0.0157308j -0.0100795-0.0346719j 0.0028785-0.0251254j 0.0184212-0.0032176j 0.00086273+0.0173212j 0.0216836+0.0281262j -0.0203334+0.0125271j 0.00691389-0.0339927j 0.0337898-0.00430162j -0.0219883+0.00533158j -0.026793-0.006401j 0.0292659-0.00120827j 0.054846-0.0305371j 0.00804316-0.0129721j 0.00740907-0.00730643j -0.0143098-0.00695552j -0.00482738+0.0225901j -0.0058354-0.00919235j 0.00951438+0.00328672j -0.00751701-0.0112003j -0.00266026-0.0101846j 0.00810445-0.0141517j -0.0051329-0.00420188j 0.0181366+0.00549259j 0.00584298-0.00523379j 0.0320877-0.0089742j -0.00541507-0.00745426j 0.0172301-0.0251188j -0.0146884+0.000369555j -0.0132613-0.005918j -0.0434826+0.0192974j -0.0006886-0.00345079j -0.00285404+0.00454299j -0.00632724+0.00239992j 0.00241198+0.0141405j -0.0104472-0.00782949j -0.0359914+0.021411j 0.0190996+0.0088922j -0.00193427+0.0251294j 
