-0.0685527-0.0866495j -0.00509669-0.0349147j 0.00129781-0.0236761j 0.0399005-0.0948631j 0.0151827+0.0214792j 0.00194287+0.0438226j -0.00746445-0.0102121j 0.0445389-0.000660259j -0.0129688+0.0226836j -0.00723239+0.0454066j -0.0234205+0.0153237j -0.00284801+0.0326953j 0.00446004+0.0198406j 0.0140522-0.00790523j 0.0010516-0.0216998j -0.00784428-0.0159031j -0.0135745+0.0255336j -0.00887205+0.0159906j 0.0156114+0.0221462j -0.0127096+0.00858043j -0.01471-0.00196848j -0.0467624+0.0213548j 0.00207944-0.0204258j -0.00443152+0.017632j -0.00102946+0.0190418j -0.000563678-0.0264796j -0.0174996-0.0214029j 0.0010643-0.017695j -0.0141667+0.0089173j 0.00050844+0.00151114j 0.016538+0.00770021j -0.0166549-0.00187896j -0.00666251+0.037323j -0.0412671+0.0161942j 0.00783061+0.00307133j -0.0141182+0.0237048j 0.00815404-0.00350466j 0.00142165-0.0126778j -0.00465078-0.02424j -0.0220629-0.000688185j 0.00962727+0.0127268j -4.71048e-05+0.04138j 0.000992402-0.00157811j -0.0110937-0.0213396j -0.0045033+0.00461788j -0.0103583+0.0243922j -0.0102374+0.000693243j -0.0152138+0.000689203j -0.00411314+0.0124165j -0.0133924+0.000359346j -0.0142917+0.00653261j 0.0049492+0.0271737j -0.0184889+0.00116087j 0.0130411-0.0105718j 0.00387515-0.00173332j -0.00304611+0.00675743j -0.00740887+0.00610405j 0.000602423+0.0028422j 0.0358489+0.0125929j 0.00961616+0.0211668j -0.0178108+0.0109503j 0.0016984-0.00304853j -0.0222033+0.0165971j -0.0111846-0.0195064j -0.0310078+0.00938296j 0.0245355-0.0204293j -0.0106416-0.00315026j 0.0171613-0.0150071j 0.000705612+0.0150178j -0.00795058+0.0211943j 0.0178071+0.0156583j 0.0061424+0.0107776j -0.0194133-0.0107214j -0.00876687-0.00319464j -0.0578238-0.0118666j -0.0473453-0.00816329j -0.00763984-0.01624j -0.0127605+0.0720512j 0.00625752-0.060579j 0.033565-0.0615087j 0.0339097+0.0693857j 0.0248852+0.00178621j -0.0827667+0.03638j -0.0559771-0.0082347j 0.000725698-0.0128771j -0.05133-0.0186032j -0.00570334-0.097457j 0.134007+0.0187391j 0.0120725+0.0418199j -0.0217609-0.00102615j 0.00898606-0.00953263j 0.0327293-0.0247959j -0.146579-0.0832745j -0.0525235+0.00280937j -0.116847-0.129986j 
0.0567455-0.0295925j 0.0289448+0.0290152j -0.0491724+0.0300553j -0.00156091+0.0640343j 0.102206+0.0410333j 0.0610793+0.101323j -0.0489261+0.069694j -0.127836+0.0579619j -0.0193961-0.0952826j 0.0686249+0.0102761j 0.0736278+0.0633053j -0.0198917-0.192119j 0.146168-0.183269j -0.0684701-0.175354j 0.0392848-0.0459147j -0.0670302+0.124322j 0.245662+0.10594j -0.0654953-0.040386j -0.021351+0.0877802j 0.0743257+0.0484959j 0.113572+0.141571j -0.200432+0.0666511j 0.0300997-0.0595551j 0.0346881+0.0717574j -0.0133205+0.0988024j 0.0569846-0.0142914j -0.0216379+0.0596349j 0.0104059-0.0463086j -0.0140289+0.0306962j 0.0207583-0.00239942j -0.00753551-0.0673933j 0.00165698+0.0596517j 0.0293377+0.0616082j -0.0432209+0.0240091j -0.0287696+0.04577j -0.0325737+0.0266402j 0.0361684-0.0364013j 7.90039e-05+0.0331017j 0.00796913-0.0132367j -0.0450392+0.018115j 0.0083871-0.0453807j 0.00225307+0.0381603j 0.00859522-0.000579054j -0.0268655+0.0281862j -0.0183537+0.0245949j -0.00213158+0.0356072j -0.012443-0.0196702j -0.0082119+0.00738531j -0.00271427-0.00252882j 0.0531983-0.00164552j -0.0344148+0.0206973j -0.0197465+0.0183768j -0.0163521+0.0153566j 0.00815235+0.0304592j -0.000455561-0.00820657j 0.0259021+0.0132966j 0.0119771-0.00637961j -0.00773076+0.0135292j -0.0151342+0.0203911j 0.0510494+0.0282194j -0.00437083-0.0355907j 0.0210509-0.0129157j -0.00436223-0.0210742j 0.000434883-0.0180335j 0.0272254-0.027556j 0.0252383-0.0221327j -0.027498+0.0271344j 0.0331555+0.0140744j 0.0166258+0.0197633j 0.0631683+0.0296997j 0.0267755-0.0143371j -0.00615825-0.0121563j -0.0106142+0.0107267j -0.0147588-0.0165989j 0.00227976+0.055108j 0.0122879-0.00524448j 0.0121762+0.0031886j -0.026665+0.0339028j -0.00970145-0.00143223j 0.0348349-0.00834641j -0.0196029+0.0178592j 0.000909295-0.00545764j -0.0716151+0.0204936j 0.046888-0.0130473j -0.00401124+0.0212957j -0.042852-0.0192378j 0.0279789+0.0264142j 0.0510813+0.00326838j 0.0678044+0.0326911j 0.0364589-0.0619645j 0.0359785+0.0390843j -0.0069818+0.0722992j -0.043067+0.061983j -0.0219706+0.01728j 0.00430388-0.00910571j 
0.00275052-0.000903895j -0.0125086-0.00916761j 0.0172113+0.0553848j -0.0159826+0.0109284j -0.00892709+0.0232829j -0.0508476-0.0440578j 0.0453854+0.0267604j 0.00574046+0.0102732j -0.0452309+0.0455901j -0.0694356+0.0202437j -0.00537725-0.0818134j -0.0623024-0.106616j -0.114357-0.119524j -0.0932408+0.0602914j 0.00289315+0.0072749j 0.0546457-0.0396539j -0.0198527-0.158784j -0.0776854+0.0258722j -0.018873-0.0094392j 0.152172+0.0418932j 0.0482022+0.0285526j 0.10195+0.05059j -0.0132619+0.0818504j -0.0619233-0.0156603j 0.0583611+0.000975989j -0.00780856-0.0454127j 0.012687+0.0195837j -0.0623381-0.00576098j 0.0190111+0.0222137j -0.063972-0.00131074j -0.0106413+0.00525782j 0.0259722+0.0672079j 0.0215181-0.0236274j 0.0347338-0.0080063j -0.00302052+0.0412497j 0.0657462+0.055005j -0.0399963+0.0342159j -0.0200003-0.00676984j 0.038344+0.0254858j -0.00940875+0.041854j -0.0207217+0.00174087j 0.00592739-0.0173577j -0.00194523+0.0195838j -0.0128412-0.0321689j -0.00880623+0.0229665j -0.0331036+0.0384567j 0.00698894+0.0414685j -0.0131737+0.00408125j -0.024015+0.021941j -0.0221565-0.00972978j 0.0135231+0.00541119j 0.00492821+0.0282649j 0.000699069-0.00181224j -0.00563946-0.0202465j 0.0175081-0.00213828j 0.0168837-0.0206736j -0.0333076+0.00050631j 0.020378-0.0103042j -0.027994+0.00097312j -0.00183714-0.000421736j -0.00728858+0.0303657j -0.0147891-0.0205123j 0.00192383+0.0178419j -0.00760139+0.0212213j 0.00430127-0.0574497j -0.0277963-0.0398534j 0.00390534+0.0310566j -0.0238984+0.00656673j 0.00710676+0.0144964j 0.0109796-0.0415824j -0.00961882-0.0126603j -0.0166577-0.0390378j 0.0205448+0.0103225j -0.0134548-0.0171344j 0.0386881+0.0338272j 0.00663567-0.0157214j 0.00205739-0.00512514j 0.00629788-0.0147548j -0.0242805-0.0247901j 0.0151594-0.0275176j 0.0548529+0.00361244j 0.0196992-0.00647279j 0.00801602-0.00319954j 0.00900279-0.00817743j -0.0236288+0.0156705j 0.0216209+0.00778304j -0.0275879-0.0154683j 0.00338683-0.0289236j 0.00821101+0.0114974j -0.00302765+0.00899218j 0.000468961-0.0108715j 0.00941998+0.0308404j -0.0168402+0.00540683j -0.000500421+0.00112417j -0.000367473+0.00545649j 
0.0062419+0.00547117j -0.0199361-0.00743689j 0.00540378+0.040619j 0.0108199+0.0556938j 0.0521574-0.00568257j 0.0113093+0.0264215j 0.0131182-0.0393585j 0.0661207+0.0191773j -0.0130846+0.0251522j 0.0358231+0.095179j -0.084244+0.0267838j 0.0756247-0.103864j -0.0574498-0.304171j -0.135695+0.161457j -0.110756-0.0547342j 0.0359468-0.129321j -0.0951591-0.0496997j -0.0831925+0.100553j -0.0932663-0.00102862j 0.0876302+0.0832415j 0.1352+0.0727377j -0.0116998-0.00736194j 0.0389415-0.0237671j -0.00280972+0.0273925j 0.0184409+0.0524475j 0.0461964-0.026454j 0.0374932+0.0299989j -0.00953614-0.0110263j 0.00293347+0.0085905j -0.0093018+0.018874j -0.0291894+0.0403095j 0.00276843+0.0375412j 0.043377+0.0612486j -0.00612906+0.0106662j -0.00908684+0.0387972j 0.00124983+0.00353656j -0.0303496+0.0134337j 0.0205233+0.00320518j 0.00712496+0.0157646j 0.00411841+0.00750058j -0.0296965+0.0416025j 0.00535365+0.0148016j -0.0131256+0.015028j -0.0100704+0.00494657j -0.0101148+0.040467j -0.0250852-0.0182407j -0.010424-0.00522106j -0.0282882-0.020701j -0.00977958+0.0194294j -0.0137699-0.00251198j -0.0301743+0.014114j -0.00889409-0.00261104j -0.00735843-0.0237462j -0.0160671+0.00643986j 0.00503037+0.0242141j -0.0104049+0.014266j -0.000296311-0.0065254j 0.0087008+0.00551165j -0.0311878+0.0351275j -0.00306622-0.0055998j -0.0278914+0.0119644j 0.0210036-0.0144193j 0.0176365+0.024061j -0.0398841-0.00924526j -0.00268639-0.024564j -0.0232645+0.00623252j -0.0144229+0.0306467j 0.0267141+0.00226133j 0.0220122-0.06044j 0.0326829-0.0196038j -0.0307207-0.00507517j -0.0364949-0.0516979j -0.00404896-0.0341809j 0.0223211-0.0156242j -0.00124267-0.00298627j 0.014527-0.0520922j -0.00825342-0.0532319j -0.0167096+0.00528236j 0.00861994+0.0341355j 0.00994918-0.00812396j 0.0256159-0.027869j 0.0173895-0.0437413j -0.0614433-0.00224022j -0.00433273-0.00152243j -0.00831776+0.0306648j 0.0145835-0.0220988j -0.00247607-0.013872j 0.0442267+0.0068706j 0.0367402-0.0160568j -2.28518e-06-0.0292168j 0.0120914-0.0180121j 0.0324079+0.0785098j -0.0264737-0.0191572j -0.0328366-0.0344476j -0.00777616-0.000416434j 
0.019984-0.00284833j -0.012247+0.0169988j -0.00226037+0.0529464j -0.0177647+0.00410563j -0.0587375-0.0161718j 0.0166505+0.00636929j 0.061816+0.0570445j 0.030555+0.080979j 0.0252103+0.137358j -0.00821545-0.0621305j -0.00739522-0.268376j 0.155851-0.0574755j -0.179346+0.24652j -0.0128684+0.309244j 0.203674-0.0850103j 0.161607+0.271201j 0.349517-0.0176771j -0.0270781-0.0143475j -0.00779389-0.0967365j 0.0108619-0.0680389j 0.0406698-0.0559603j 0.0114123+0.0592108j 0.0233091+0.0433733j -0.0730027+0.0918562j -0.0295853-0.0557903j 0.040115+0.0269918j 0.0781756+0.0628458j -0.0204531-0.0191309j 0.0526091-0.029651j 0.000730986-0.0759156j 0.00231776+0.0321806j -0.0495237-0.0142526j 0.015796-0.0223559j -0.00784765+0.0116259j -0.00962811+0.0393073j -0.0180495+0.0129836j 0.00850268-0.0360014j 0.025803+0.022026j 0.0153051+0.00406382j 0.0117578-0.00729125j 0.00625549+0.0127718j -0.0100521+0.0105832j 0.0153608-0.00946126j -0.0212208+0.0156434j -0.0253257+0.00549314j -0.018411+0.0449731j -0.00829675+0.0313834j 0.00152059+0.0236752j -0.0138241+0.0128117j 0.01496-0.0204392j 0.0152396-0.00463326j 0.00714692-0.00247798j 0.0342682+0.0117916j -0.012026-0.015102j -0.0016815-0.00390185j 0.0182778-0.0377835j -0.0388566+0.00811197j -0.0174363-0.00603023j -0.00633074+0.000528459j -0.0123695-0.00617348j -0.0179157+0.0378701j -0.00352891+0.028276j -0.0176304+0.0502135j -0.0202933+0.0131793j 0.0327571+0.0227647j -0.00397589+0.022503j 0.0426576-0.0105601j -0.0299274-0.0172593j 0.0370835+0.044897j 0.00242449-0.0132531j -0.00267117-0.0558656j -0.0172132-0.0116045j 0.0058775-0.0188489j 0.0116378-0.0198197j 0.000746446+0.00191375j 0.0255506+0.00757856j -0.000269897-0.0170788j 0.013924-0.0222684j -0.0475699-0.0301715j -0.00113126-0.00101317j 0.00668715+0.0130315j 0.000443841-0.000621969j -0.0068532-0.00664208j 0.0114909-0.0493005j -0.0299734-0.0382527j 0.0280594-0.00433359j 0.0186893+0.0182962j 0.00572355-0.00799516j 0.0170978+0.010454j -0.0151575+0.0428402j 0.00465971-0.00987199j 0.0231555+0.0227814j 0.0172141+0.0505212j 0.00544834+0.0142754j 0.0411164+0.00482317j 
-0.000268052-0.0249935j 0.0316258+0.0341469j -0.0432156-0.0134753j 0.0244084+0.0359199j 0.0241414-0.0974083j 0.0664788+0.127411j -0.0562167-0.034085j 0.0511614+0.0971322j 0.0237938+0.0857611j 0.155407-0.0608297j -0.0322091+0.0443658j 0.245335-0.0693931j -0.0363934+0.0677531j 0.0273658+0.30283j -0.017447-0.0434365j -0.00418029+0.0484591j 0.088653+0.249115j 0.0689334+0.0978033j 0.00584187-0.0852239j -0.122073-0.053131j 0.0404307-0.0484019j -0.110658-0.0339953j 0.0258521-0.179186j 0.0667388+0.079764j -0.0400351-0.0662173j 0.0699486+0.00852629j 0.0696265+0.0153118j 0.0325461+0.00822275j -0.0509148+0.0442236j -0.00963945-0.0176703j -0.00883101+0.060889j 0.030893+0.00418608j 0.0188754-0.0164324j 0.0129647+0.0109198j 0.0057562-0.00356325j -0.0508708-0.0242773j 0.0262203-0.0307969j -0.00339684-0.0159103j -0.00352174+0.0142192j -0.00296482-0.00114459j 0.0161715+0.0145059j -0.0131304-0.0373202j -0.0101408-0.0146985j -0.0148522+0.0389209j 0.0109723-0.0154561j 0.0127173-0.0250373j 0.000332811-0.018045j 0.0135697-0.0249625j 0.0304667+0.0253715j 0.0387203-0.0237608j -0.029686-0.00582974j -0.021371-0.022274j -0.0282157+0.0205083j -0.0298853-0.000313777j -0.00634981+0.00631719j -0.0117279-0.00975164j 5.47947e-05+0.0131488j -0.0400115-0.00862486j -0.00743455-0.000466168j 0.0297812+0.0118094j -0.0205404+0.0155188j 0.0136598-0.00560846j 0.013484-0.0039318j 0.0212318+0.0181417j 0.00283441-0.0122627j 0.00276005+0.0205413j -0.0083886+0.0172229j 0.0417158-0.00561847j 0.0292444+0.00956372j 0.00555836+0.0100536j 0.0362538-0.0196207j 0.0120451+0.00711864j 0.0166717-0.0093148j -0.00774488-0.0229035j -0.0363587+0.0126869j 0.01373+0.00109765j 0.0112799-0.0137184j 0.0106205+0.0019799j -0.0261673+0.0159329j 0.00665911+0.024437j -0.00421491+0.00156702j 0.0424348-0.0173805j -0.0148709-0.000579336j 0.00594767+0.00474753j 0.00975829-0.0288007j 0.0459403-0.0304326j -0.0154885+0.0347646j -0.0349896-0.00649245j -0.0105157+0.0123838j 0.00286963+0.0281248j -0.00499263-0.00942382j 0.0121074-0.0332967j 0.0261099+0.025554j 0.0109276-0.00858396j -0.0233271+0.0175702j 
-0.00176733+0.00526674j 0.000284407-0.0250545j 0.00837194+0.0170658j -0.0493263-0.0305664j 0.0225876+0.0650344j -0.0271421-0.0856556j 0.0459272+0.0557085j -0.033013-0.0214502j 0.0505443-0.0445593j -0.0999838+0.0120269j 0.0900462-0.156812j -0.101477+0.0843239j 0.0580569+0.0384914j -0.0810014-0.163699j 0.116946-0.0224983j 0.16013+0.0383303j 0.0197333-0.156271j -0.0484178-0.110611j -0.00389983+0.00607835j 0.0424025+0.0537827j -0.108305+0.0619591j 0.0401381+0.0285762j -0.00692345+0.117663j -0.0204125-0.0610163j 0.0581021+0.0253875j -0.000341678+0.0300996j -0.0706-0.0142083j -0.0325007-0.0219232j 0.00777877-0.0359618j -0.00749089-0.0322348j -0.00587098-0.0279013j -0.0618907+0.0341067j 0.00677415-0.000458686j 0.0336807-0.0112003j -0.0173075-0.0049059j 0.0235571+0.0388731j -0.0240927+0.00481194j 0.00682021-0.00796536j -0.0186763+0.0019944j -0.00138732-0.0289019j 0.0130164-0.0028627j 0.00847197+0.0236851j -0.00122245+0.012322j 0.0110283-0.0154549j -0.00235596-0.0179386j 0.00448301+0.00102338j 0.00560985+0.0276744j 0.00133012+0.0211515j 0.00262744-0.0159086j -0.0140136-0.0024388j 0.0158088-0.0061245j -0.0144692+0.0248221j 0.00147211-0.0213799j -0.0250609+0.00300768j 0.0167188-0.00492005j -0.0073787+0.0168596j -0.012176-0.0171049j 0.000988151+0.0022662j 0.00966023+0.0124705j 0.00833262-0.0224184j 0.0213058-0.0129679j 0.00460925+0.00144501j -0.00630179+0.0149497j -0.000498996+0.00219159j -0.0209859+0.0204713j -0.0155694+0.0251989j -0.028184+0.00341002j 0.00593512-0.0158746j -0.033885-0.00723087j -0.0414562+0.0148602j 0.00752054+0.0139094j 0.024779+0.0112894j 0.0106864+0.00553712j -0.0111721-0.00158994j 0.00475719+0.00127341j -0.0145441+0.00134234j 0.00314822+0.024215j 0.00930993-0.00264055j -0.00165113+0.00484209j -0.0276851-0.00570357j 0.0157977+0.00883531j -0.0234156+0.0111383j 0.0248434-0.00967063j 0.00619616+0.000599647j 0.00345946+0.0163418j -0.0401116+0.0158195j -0.00111997-0.00608406j -0.00544948-0.00159033j -0.00219896-0.00966266j 0.0123015-0.0304314j 3.26544e-06+0.0264501j -0.0228633-0.00328196j -0.0188319-0.0181025j 0.00560976+0.00630232j 0.000199642-0.0104053j 
0.00374085+0.00772889j -0.0128213-0.0226386j 0.0328431+0.0861485j -0.051129-0.00774635j 0.048651+0.0823263j -0.153643-0.0295327j -0.0679708+0.0728402j -0.0960044-0.145776j 0.13889+0.038057j 0.0264828-0.0504216j 0.17763-0.00443534j -0.137042-0.346944j -0.256046+0.0146569j 0.125335+0.118114j 0.198356+0.185972j 0.0068598+0.0308591j -0.208561+0.124418j 0.115535-0.0318815j 0.0238579+0.0541411j 0.129581+0.100037j -0.227007+0.0229773j 0.00365152+0.0231236j 0.0699726+0.0540288j -0.0244284-0.00990051j 0.113019+0.0263937j -0.114806-0.0679076j -0.0389755-0.0854819j -0.0177596+0.0063887j 0.0315597-0.0013191j -0.015677+0.0252966j 0.017914+0.0449198j 0.0236042-0.0106565j 0.0413675+0.00574064j -0.0392164-0.0017536j 0.0131606+0.0288887j 0.0348922+0.078628j 0.00613352+0.0320406j -0.0146149+0.02777j -0.0159044-0.0150008j 0.00740058+0.00203873j 0.0268687-0.0114048j 0.0135891+0.0387487j 7.17548e-05-0.00475252j -0.0028075-0.0219057j 0.028382+0.0161555j -0.0186797+0.0121003j -0.0406398+0.00953843j -0.0326517+0.000578511j -0.0264929-0.0130189j 0.00618893+0.00158704j 0.0188956+0.0346394j 0.0035996+0.0254579j -0.00528395-0.00872376j -0.00365745+0.00932366j 0.0126546+0.00782365j 0.052965+0.0285558j -0.0377491-0.0129051j 0.0243532+0.0102378j 0.00746852+0.0205606j 0.0009559-0.00256981j 0.0078799-0.0199454j 0.0249018-0.000501919j -0.0162752-0.00371948j 0.00374076+0.00360461j -0.0198675-0.0119085j -0.00877771+0.0164857j 0.0219282-0.00139529j 0.0300929+0.00484695j -0.0158052-0.0154066j -0.022702+0.00551872j -0.0170539+0.029391j -0.012104+0.0155221j -0.000117417-0.00963511j 0.000702085-0.0196886j 0.00952614+0.00597467j -0.00872575-0.036576j -0.00534512+0.00623999j 0.0143214-0.0012905j 0.0325301+0.00554247j -0.00256348-0.00859684j 0.0231695-0.00340229j 0.00129087-0.0178886j 0.0159981+0.00827524j 0.0199992+0.0109007j -0.0013719+0.0316676j -0.0367834-0.0159086j -0.0153067-0.0160823j -0.00221902+0.00701462j 0.000759703-0.00546835j -0.00137287-0.0431975j 0.00978949+0.0208769j 0.00569005-0.00248443j -0.0237276-0.0231599j 0.0171712-0.0218739j -0.0220024-0.0143485j 
-0.0519702-0.0252614j 0.00956764-0.0120344j 0.0236088-0.0420139j 0.0364538-0.00798234j -0.117693-0.10952j 0.0286404+0.0389478j 0.0789314+0.0262263j -0.0906348+0.101071j -0.362954-0.00248301j -0.0831861-0.136317j -0.0614239+0.113697j -0.0799126-0.0412744j 0.0498987-0.0283204j 0.10065-0.113036j -0.199567-0.023703j -0.274703-0.022079j 0.0882573-0.0239732j -0.0524487+0.0327359j 0.215387-0.0522296j 0.022607-0.0421795j 0.0837472-0.0472312j 0.118353+0.0984442j -0.101332-0.134178j -0.0989832-0.046594j -0.0417793-0.0138547j -0.0616592+0.0054708j -0.00499963+0.00269207j -0.0908342-0.0175727j -0.0260089+0.0209638j 0.0131977-0.0361904j 0.0164167+0.0393796j -0.0101129-0.0516974j 0.0249405-0.0414597j -0.0253693+0.035896j 0.0359212-0.00675673j 0.00488044-0.0382511j 0.0324266+0.0243331j -0.0259031-0.0173077j 0.06301-0.0681323j 0.0569444+0.0323648j -0.01083+0.00555163j 0.00555396-0.0143826j 0.0155183+0.0395133j -0.00611688-0.0412712j 0.0617598-0.02673j -0.0448981+0.0672323j -0.0367637-0.0424643j 0.000616011+0.04344j -0.0277273-0.0396611j 0.0039919+0.00166212j 0.0259506-0.0363613j 0.0727657-0.032187j -0.0514566+0.0140004j 0.0217359+0.0403512j -0.0296826+0.00195296j -0.00388809+0.0183882j 0.0158958-0.00694569j 0.0239787+0.04119j -0.00320522+0.0101294j -0.0240923+0.0465997j 0.0466399+0.0075442j -0.022273-0.00319009j 0.000152495-0.0285042j 0.0169989+0.00579572j -0.00614573+0.00856898j -0.0115251+0.044393j 0.0171238+0.0035128j -0.00241268+0.0208494j -0.00785328+0.0043546j -0.0414746-0.0030625j 0.00578905-0.00242953j -0.00555008+0.060645j 0.00211356-0.0353039j -0.00241002-0.00944616j -0.0153177+0.0066896j -0.045237+0.0219026j 0.015239+0.0086944j 0.0677086-0.00507956j 0.0307954-0.04627j -0.00419379-0.0211554j -0.00859422+0.0134546j 0.00559331-0.0349619j 0.050732+0.0314432j -0.00330578+0.0255384j -0.0241261+0.0325579j -0.0211971-0.0536247j -0.0224631-0.00144351j -0.0500398+0.00293383j 0.000431448-0.000304085j -0.0523923+0.0304788j 0.0093698-0.0197817j 0.0488063-0.082251j -0.0208332+0.0273928j 0.0391196+0.0022763j -0.0166825-0.0511167j 
0.0140323-0.000540301j 0.0257806+0.0611764j 0.0827163+0.027973j 0.0150491+0.0818512j 0.19701+0.063225j 0.095079+0.191707j -0.0111568-0.017122j 0.0554616+0.230629j 0.206069+0.249137j 0.0362658+0.0748042j 0.0872222+0.129053j -0.39295-0.1814j 0.115504-0.155645j -0.000565666-0.0742317j -0.0259339-0.0227272j 0.149659+0.081345j -0.113431-0.0243291j 0.0230769+0.12308j -0.106228-0.112181j -0.0250271-0.187096j 0.0407455+0.062767j -0.0613595-0.0107289j -0.0754004-0.0931973j 0.160743+0.135024j 0.0692051+0.0102931j 0.0698561+0.0789783j -0.0308431+0.0153293j 0.0509643+0.00705815j 0.0203416+0.0187415j 0.0574676+0.0362096j 0.0369928+0.07656j 0.0165958-0.0217783j 0.00202039-0.0329188j 0.0124079-0.0047212j 0.0625724+0.0605665j 0.0152941-0.0303591j 0.022034-0.0200539j 0.0230894+0.002211j 0.0120086-0.00405488j 0.0255265+0.00696951j 0.0298947-0.00656186j 0.0111936-0.0384937j -0.0141041+0.0104894j -0.0484765+0.00906582j -0.00233741+0.00252154j 0.011881+0.0213292j 0.0196362-0.0370434j -0.00636996-0.0229994j -0.00430837+0.0432375j 0.0114055+0.00362372j 0.00358112+0.0040638j 0.0299389-0.0136047j 0.000241626+0.0209242j 0.022168-0.0044196j 0.0303421+0.00351562j -0.0048437+0.00156657j 0.0176392-0.0293902j 0.00577746+0.0146749j 0.00524921+0.0234056j -0.0184898+0.0199918j 0.0148898-0.0126331j -0.0173716+0.00227712j -0.0318598+0.0159304j 0.0217614-0.0122318j -0.0153123+0.0112514j 0.0148693-0.00645569j 0.00792586-0.00176548j 0.0229913+0.00621582j 0.011022+0.010026j 0.0051187-0.0119479j 0.019715+0.00216004j -0.010954+0.0237705j -0.0206008-0.0225868j -0.0322435-0.00992207j -0.0159115+0.0166509j 0.0135341+0.0180773j 0.010236+0.0118677j 0.0167065+0.0155954j -0.00113968-0.0262403j 0.00991619-9.72571e-05j -0.0261404-0.0230652j 0.0264244-0.00343537j -0.00823908+0.0104469j 0.00836949+0.00372366j -0.00239968-0.00839199j 0.0278312-0.0288157j -0.0222585+0.0312011j -0.0316985-0.00551821j -0.00934599+0.039928j -0.0217179+0.00101236j 0.0313545-0.0316767j 0.00408261-0.0235955j 0.0183113-0.000972682j 0.0048194+0.0156366j -0.0181154+0.00699967j 
0.0191473+0.019661j 0.0167324-0.0203055j 0.0245415-0.0431181j 0.0219438-0.0167044j 0.0669943+0.105865j -0.00150434-0.0292999j -0.0355241-0.00914554j 0.0327879-0.120911j 0.118625-0.0049229j 0.0584884+0.116282j -0.0386901-0.0297959j 0.0501327+0.0220533j -0.0763917+0.0839158j 0.0102299-0.0636596j -0.00972574+0.107466j -0.0926645+0.0149759j 0.10034-0.0955056j -0.0433227+0.0780074j -0.227812+0.158408j 0.0818071-0.147699j 0.137475-0.032286j -0.159184-0.073831j 0.0277353+0.132183j 0.010445+0.0397063j -0.084957+0.0492988j 0.0514399+0.00298111j -0.0556442+0.0585988j -0.0254473+0.0644935j 0.0560374-0.0261209j 0.0134236+0.0183326j 0.0751796-0.0413702j -0.0228934+0.0987997j 0.0102181-0.0191328j -0.0712347+0.127835j -0.0747398+0.0117322j 0.0232979-0.0855106j -0.0901945+0.0674703j -0.0162347+0.0718952j 0.0856153-0.0431806j 0.0163229+0.0363185j 0.0327595+0.0400289j -0.0780486+0.0687301j -0.0297203+0.0834872j 0.0741646-0.0813382j -0.0136964+0.0553387j -0.107867+0.209004j -0.0685232+0.0403j -0.076819+0.0739945j 0.0528559-0.0380813j -0.0342815+0.0654032j 0.0737339-0.066588j 0.0495499-0.0906399j -0.0147639+0.0389082j -0.0228977+0.00760416j -0.0256211-0.00457337j -0.00468938+0.0160519j -0.0398779+0.0011241j -0.00447208+0.0122517j -0.0442174+0.0115843j 0.00701017+0.0659681j 0.0620339-0.0323168j 0.0343026+0.0253214j 0.0091733+0.0154688j -0.00317961-0.00996345j 0.0423638-0.00971947j -0.0191208+0.0248018j -0.011963-0.00123988j -0.0889559+0.089882j -0.00729508+0.00518074j 0.0147429+0.0407327j -0.0204972-0.0144098j -0.0101839+0.0155942j 0.0565278-0.0937246j 0.0237046-0.0214369j 0.0159504+0.0356886j -0.0264888+0.0390652j -0.00896129-0.0301426j 0.0342966-0.0122867j 0.0558968-0.0669726j -0.0342892-0.0599977j 0.0466665+0.00195915j 0.00120269-0.0287304j 0.00407404-0.0483071j -0.0294994+0.0275088j -0.0488874+0.0519109j -0.0279557-0.023751j 0.0446659-0.0451202j 0.00724835+0.00143899j 0.0343093+0.0175916j -0.0863206+0.00426699j 0.0122999-0.0439585j 0.106731-0.0315317j -0.0779362+0.115664j 0.0276717+0.00876927j 0.0419576-0.0671048j 
