0.00403769+0.0131125j -0.00342894+0.00353355j -0.0021271-0.000113263j 0.00337912+0.0123414j -0.00203893-0.00336809j 0.00199609-0.0137783j 0.00375961+0.0148273j -0.00105019+0.00595739j 0.00324333+0.00709316j -0.000189309-0.0099269j 0.0015002-0.00803421j 0.00164669+0.0211986j -0.00195672+0.0272994j -0.0021023-0.0131132j 0.0022673+0.00659961j 0.00114204+0.00391229j -0.00092771+0.00654793j -0.000848963+0.000550588j 0.000983958+0.00485827j 0.00236427+0.0166028j -0.00158191+0.00313966j -0.000499822+0.00533359j 0.000543314+0.00022933j -0.000846287+0.00136693j 0.000797587-0.00752112j -0.00139473-0.00253345j -0.000156807+0.00948581j 0.00174044+0.00819406j -0.000609392-0.021234j 0.00135517+0.0124695j 0.000998454-0.00880216j -0.000107751-0.00624801j 0.00230979+0.00493716j 0.000522618-0.00126734j 0.000743877+0.00179938j -0.00203354-0.00629558j -3.95491e-06+0.00266661j -0.00228665+0.00377669j -0.00121338+0.00745292j 0.000579805-0.0027057j 0.00272702+0.00848561j 0.00122347-0.00510794j -0.000329394-0.0101145j 0.00219857-0.0033304j 0.000414144+0.00217614j -0.000363577+0.00593646j 0.000138086-0.00324755j 0.0004823-0.000989142j -0.00120143+0.0142723j -0.00234381+0.00165243j 0.00131368-0.00899443j 0.00197857+0.00544551j -0.00132247+9.51864e-05j 6.53222e-05-0.0140348j 0.000190416-0.00278725j 0.00020633+0.00590761j -0.000769014+0.00147366j -0.0033591-0.0093835j 0.00153095-0.00923847j 0.000219865-0.00479002j -0.00324615+0.00272586j -0.000993095+0.00840612j -0.000284851+0.000762849j -0.000227666+0.00180207j -0.00305279+0.0060383j 0.000626659+0.00578867j 0.00369433+0.0150186j 0.00541538+0.00584117j 0.00384908+0.00365009j 0.00493836-0.00918695j -0.000839374-0.00213116j 0.000916293+0.0118391j -0.00208536-0.00784278j -6.11689e-05+0.0268616j 0.00622205-0.0115418j 0.00281559+0.00481481j -0.00365252-0.0382807j 0.0200377-0.000706991j 0.0116264+0.0882713j 0.00374543-0.0572839j 0.00536233+0.0457729j -0.00565135+0.0342878j -0.00903238-0.0339803j 0.00190114+0.0257408j -0.00190245+0.00685266j -0.00396137-0.0177863j 0.00106865+0.00253423j -0.00206793-0.0111224j 0.00549302+0.0202675j 0.000307509+0.0965206j 0.0142742-0.0518051j 0.000523412+0.927853j 
0.00269598+0.0156439j 0.00113459-0.00349783j 0.00466406+0.0156267j 0.00273788-0.0358868j -0.00155257-0.0407934j 0.000717211+0.00343979j -0.00199596-0.0115447j -0.00515765-0.0207798j -0.000231678-0.108402j 0.00322844-0.170246j -0.0020198-0.266379j 0.00524955+0.308625j 0.00528009-0.189838j -0.00588396-0.548205j -0.000237301+0.15955j 0.00286137-0.0970663j -0.0030485-0.172339j 0.00267548-0.059656j 0.00557182-0.0259825j 0.0039938-0.0698205j -0.00281536-0.17853j 0.0066389-0.0499791j -0.00320059+0.203844j -0.00363988+0.123075j -0.00498939-0.104182j 0.00200335-0.155607j 0.00513008-0.0426196j 0.000807436-0.00632615j 0.00578774+0.0555326j -0.00214595-0.0197454j 0.000603243-0.134313j -0.00159997+0.0251123j -0.00279569+0.00639604j 0.00463291-0.0702763j -0.00193871-0.00628859j 0.00127374+0.0155478j -0.000880153-0.0333738j 0.00688022-0.0438163j 0.00439541-0.00603756j 0.00173907-0.0445528j 0.000544325-0.0718815j -0.000324071+0.0124634j -0.00163599+0.06806j -0.00363021-0.0405836j -0.000277175-0.0908622j 0.00423799-0.078408j -0.00113587-0.0135741j 0.00769613-0.0450305j 0.000295534-0.065155j -0.00146175+0.0646492j 0.00401753-0.00158126j -0.00216004+0.0328519j -0.00174975+0.0853741j -0.00307674+0.123645j -0.000462843-0.0531938j -0.00500123-0.0517223j -0.00406606+0.0741047j 0.00244266-0.0393975j 0.00117751-0.0458748j 0.00579112-0.0124683j -0.000277932+0.0464283j 0.005365-0.0850057j 0.000397314+0.0132094j -0.00016465-0.0255588j 0.000516191+0.0115911j 0.00234182-0.100598j -0.00016688-0.00632147j -0.00162049+0.0418428j -0.000179985+0.0447649j -0.00298815-0.00277731j 0.000521092-0.0544705j 0.0024398-0.0395003j 0.000571147-0.0415174j 1.16434e-05+0.0049526j -0.000948448-0.0513977j 0.000412956-0.0229536j -0.00111199+0.0700809j -0.00358834+0.0529544j -0.000287561-0.0641665j -0.00109656+0.0543549j 0.00143191-0.0403968j 0.00154848+0.0881105j 0.000701931+0.00268206j -0.00144462-0.00742195j -0.0030692-0.0156829j -0.00141799+0.0336002j 0.00092405+0.0190348j 0.00102591-0.00446335j 0.000860405-0.0128456j 0.000355509+0.014583j -0.00186079+0.00232461j -0.00190687+0.0123571j 
-0.00230853-0.000236022j 0.000555817+0.00632917j -0.000542832+0.035156j 0.00426011+0.0150686j -0.00229753-0.0612378j -0.00307672-0.0457126j -0.00235274+0.0335034j -0.00413397-0.0252074j 0.00283147-0.403933j -0.000124505+0.37211j -0.00241762+0.160292j 0.0039454+0.433681j -0.000712323-0.271046j 0.00318295+0.15902j -0.000204676+0.0243159j -0.00312491-0.00269131j -0.00692473+0.168203j 0.0031006-0.0445035j -0.00797717+0.0636455j -0.000353218-0.0265442j -0.000492803+0.105275j 0.00875453+0.0687551j -0.000998651-0.0660693j -0.00612661+0.232795j 0.00116933-0.0360128j 0.00346985+0.0751192j 0.00270883-0.0767314j -0.00318697+0.0386504j 0.00208915-0.0892929j -0.00483333-0.059924j 0.00361829+0.0735902j -0.00012592-0.0902755j -0.00515374+0.0561731j 0.00162168+0.0155756j -0.00369569+0.192137j 0.00160587-0.0122648j 0.00279087-0.0919985j 0.00190059+0.0556595j 0.00501665-0.102785j 0.00320984+0.0290814j -0.00643648-0.0771909j 0.00202848+0.0180836j 0.00528436+0.0362481j 0.00313839-0.00227269j 0.000114363+0.0292543j 0.00190331+0.0467767j 0.00242009-0.0468688j 0.00297695+0.0631457j -0.000638357-0.0346196j -0.00406589-0.116547j 0.00262714-0.0115699j 0.00119201-0.027442j -0.00121141-0.0770435j -0.000237098+0.011063j -0.00254775-0.0751658j -0.00178104+0.0170024j -0.00257243+0.00802352j 0.00194124-0.108524j 0.00142069-0.0243539j 0.0030051-0.0356665j 0.00185461-0.00677608j -0.000839329+0.0501447j 0.000109876-0.0587484j -0.00258926+0.089218j -0.0037822+0.0677663j 0.000284079-0.0139771j -0.00321349-0.0105482j 0.00202369-0.0203971j -0.000437042-0.00358016j 0.00109552-0.0254337j -0.00227931-0.0204503j 0.00177646-0.00294433j -0.00128214+0.0164322j 0.000975554+0.00996279j -0.000812412-0.0173411j 0.00275614+0.0209646j 0.000457405+0.0263566j -0.000284719+0.0292917j 0.000722794-0.0117791j 0.00156535-0.00999692j 0.00228324+0.000293719j 0.00246164+0.0233405j -0.000800002-0.0137301j -0.0006577-0.0233189j -0.0015416-0.0173226j 0.00250172+0.0298771j 0.001449+0.0145451j 0.000253311-0.0214104j -0.00103292-0.00436539j 0.00023314+0.0125548j 0.00012546+0.00106887j 0.000585905+0.00431047j 
0.000925477-0.000112532j 0.00160559+0.00399571j -0.00247197-0.0214867j -0.000484151+0.0358574j -1.77126e-05-0.00736845j -0.00323561+0.0778831j 0.00357783+0.0537547j -0.00283132-0.0532207j -0.00165404-0.551402j 0.00325088-0.504881j 0.00197434+0.258722j -3.58593e-05-0.164301j 0.00374912+0.0190055j -0.00188352-0.119248j 0.00488257-0.0751125j -0.00320891-0.0931526j 0.00597689+0.0998053j 0.00158258+0.0267418j -0.00430325+0.0863421j 0.00286345+0.119166j -0.00139939+0.116904j 0.00314661-0.0110414j 0.00212274-0.0529843j 0.00113973-0.0889321j 0.00760814-0.128815j -0.000896037+0.034787j -0.003973+0.0661114j -0.0019285+0.077652j 0.00430691-0.16204j 0.0014501-0.214792j -0.00446998-0.0476401j 0.00366259+0.0136614j 0.00445796-0.00780203j -0.000672806+0.0399986j 0.00285085+0.0179338j -0.00476166-0.0390801j -0.00462528+0.0358056j 0.00261211+0.0967277j 0.00411779-0.000970163j -0.00067+0.0563615j -0.00335706-0.0984953j -0.00160117-0.0349853j -0.00210423-0.0215077j 0.00130269-0.000687206j 0.00219934-0.0469098j -4.23928e-05-0.00574696j 0.000901565-0.0110459j -0.00231031-0.0772679j 0.000319794-0.0143991j -0.000306939-0.0460141j -0.00323151+0.0206818j 0.000663546+0.0467843j 9.16704e-05-0.0182413j -0.00102033-0.0318225j 0.000945212+0.00420659j 0.00260607+0.00939493j -9.94136e-06-0.0609289j -0.000404853-0.0102362j -0.00106978+0.0572686j -0.00104193+0.0714073j 0.000329926+0.0282077j -0.000262762+0.00954313j -2.99498e-05+0.0151723j -0.000271154-0.0278471j 0.000485272-0.024748j -0.000209653-0.0132864j 0.00290379-0.0276949j 0.00132459+0.0255681j -0.00120285-0.0344029j -0.00401808+0.0109487j 0.00163437+0.0112154j 0.000463555+0.0142833j -0.00276273-0.0306739j 0.00125175-0.0657886j -0.000776528-0.00604227j -1.97489e-05-0.000561211j -0.000124134-0.0585255j -0.000468543-0.0129618j -0.00103237+0.0217205j -0.00107974+0.0827415j 0.000695543-0.00130675j 0.000118181-0.0408394j -0.000912886+0.00718941j -0.00153375+0.0712363j 0.000656493-0.000983215j 0.000980666-0.0158082j 0.000218886-0.0141834j -8.65109e-05-0.0160668j 0.000543314+0.00699342j -0.00301054-0.00621186j -0.000503847+0.00151175j 0.000101736+0.000621122j 
0.00229929+0.00274733j -5.68386e-05-0.0122507j 0.00249387+0.0645703j -0.00028556+0.0214545j 0.00549056-0.0578581j 0.0025264-0.132999j 0.00566385+0.430674j 0.00430018-0.732834j 0.00542761+0.0751158j 0.00757052-0.00157967j -0.00572901-0.0442378j -0.00448636-0.0336493j 0.0020994-0.0142355j -0.00795855+0.0029128j 0.0114021-0.192706j -0.00853948-0.0471253j 0.0135579-0.0387397j 0.00159572-0.0390887j 0.00569517-0.00235692j 0.00461442-0.0966844j 0.00418017+0.0865062j 0.000562863-0.143438j -0.00550357-0.0977417j 0.0023167+0.0604176j -0.0035123-0.037788j -0.00447325-0.00115884j -0.00434536+0.0129758j 0.00133388+0.0497841j -0.00368434-0.0314611j 0.000210957+0.068006j -0.00108703-0.015148j -0.0040613+0.0777664j 0.00145987+0.0157673j -0.00288213+0.00356703j 0.00171168-0.0752343j -0.00260499+0.0178582j 0.00079407-0.00734j 0.00204283-0.0259332j 0.000443646-0.0634173j 0.00268313+0.0326364j -0.00333489+0.0116542j 0.00114555+0.0256509j 0.000894818-0.00764025j 0.00073658+0.0358834j 0.00181634+0.00891194j -0.000235208-0.0163667j -0.000467222-0.0626152j -0.00115754-0.0920532j 0.00222384-0.0339501j 0.000717511+0.0615806j -0.00245876-0.0168981j 0.00116104+0.0359338j 0.00210648+0.0258326j 0.00202062-0.0327237j -0.00121868-0.0306475j -0.000481771+0.0137983j -0.000195153-0.0105129j 0.00112456-0.00758548j 0.00100536-0.00923221j 0.00059981-0.0632089j 0.00524905-0.0217098j -0.00267702+0.0347835j 0.00235983-0.0177637j 0.00139167+0.030952j -0.00251201+0.046146j -0.000677268-0.00957384j -0.00168908-0.0354141j 0.000729455-0.0343961j 0.00295229+0.0366529j 0.00210056+0.0312689j -0.00194108-0.0307705j 0.00141745-0.0200621j 0.00413263+0.00022564j -0.00234647+0.00331688j 0.000434702-0.0368862j 0.000379731-0.0109156j -0.00350769-0.0138929j -0.000821001-0.0189301j 0.00231694-0.00336662j -0.000785446-0.0176086j 0.000143325-0.0183897j -0.000313937+0.0250796j -0.00132423-0.00072585j 0.000648445+0.0017871j -0.000926295-0.00732002j -0.000746529+0.00364336j 0.000890373-0.0078173j -0.00101295+0.0233712j -0.00211859-0.00738982j 0.0014849+0.00171431j 0.000466003-0.00423891j -0.00205147-0.00620072j 
0.00354781-0.00138902j 0.00131648+0.0200862j -0.00363007+0.101787j -0.00541081-0.0271823j 0.0042457+0.0224342j -0.00623775-0.0395565j -0.00169466+0.73743j 0.00542439+0.423149j 0.002229-0.0397038j 0.00280011+0.0378875j 0.00609284+0.0621704j -0.00428262-0.036467j -0.000106396+0.00757079j -0.00630849-0.0831813j -0.000351443-0.128709j -0.00793731+0.0724725j 0.00450075-0.168902j -0.00342515+0.00989704j -0.00589565-0.0412806j -0.00655231+0.0218793j 0.0093816-0.0850076j -0.00273074+0.132216j 0.00322685-0.020516j 0.00274069+0.0121243j 0.00476927-0.00107797j 0.00180523+0.0598203j -0.00651153+0.0639763j 0.00106973-0.0281081j -0.0045442+0.0638868j -0.00138471-0.0357709j -0.00270955+0.0798424j 0.00676695-0.0638547j 0.00501666-0.0293154j -0.00459606+0.0102061j 0.00315965-0.00707188j -0.00196279+0.0225806j -0.00686853+0.0174096j -0.000769702-0.0703216j -0.00151083-0.0228985j 0.00144144-0.0377087j -0.00413414-0.0157395j -0.00379901+0.00493589j -0.00285666+0.00240697j 0.00248986+0.0220285j 0.00177678+0.00956469j -0.00303572-0.0148748j 0.00159702+0.0218236j -0.00496907+0.0521283j 0.00286282+0.0110865j 0.0035469-0.0254168j -0.00438838+0.0538645j 0.00105059+0.0277418j 0.00323024+0.0397399j 0.000601409-0.0358622j 0.000281624+0.00935268j 0.00485185+0.0143046j 0.00551884+0.0145123j 0.000703164+0.0296981j -0.00270382-0.0426523j -0.00469672+0.0152798j 0.00144245-0.0192606j -0.00151053+0.0521847j -0.000205671-0.0238295j 0.000647224+0.00807721j 0.00194528+0.0267805j 9.28209e-05+0.015913j 0.00181846-0.0120832j -0.00102036+0.0254501j -0.00181332-0.000818145j -0.00293943+0.000784273j 0.00178818+0.0193679j 5.29436e-05+0.00578711j -0.00119374-0.0325931j 0.000749583+0.0304504j -0.00126345-0.0142218j 0.000722455-0.0295655j 0.000772721+0.0349616j -0.00278991+0.0299602j -0.00133267-0.0725239j -0.00275189+0.00625428j -0.00076801-0.0396252j -0.000162733+0.0185164j -0.000634602-0.0064387j 0.00165236-0.0255325j 0.00184234+0.00926277j 0.000165201+0.0555195j 0.00133947+0.0318353j -2.15073e-05+0.0155913j 0.00162851-0.00102957j 0.000127297+0.00460568j -0.00227476+0.00105843j -0.00130865+0.00728774j 
0.00124382+0.010798j -0.00831782-0.00106129j -0.000596242+0.0466796j -0.00315523-0.0425038j -0.00726248-0.26853j -0.000817787+0.833838j 0.00444102+0.080741j -0.000841152-0.0463357j -0.00303216+0.0352079j 0.00458406-0.0200249j 0.0031579-0.0691796j -0.00645823+0.00900647j -0.00672035-0.0922496j -0.00365483+0.101411j -0.00336013+0.0395927j 0.00275423-0.0222968j -0.00136666-0.0959333j -0.00273087-0.0279718j 0.00302685-0.0964986j 0.000146866+0.000411507j -0.00267656+0.0664009j -0.00360312+0.0122697j 0.0122067-0.0462625j -0.000675765-0.00763423j 0.00242019+0.0999854j -0.00450122+0.0463725j -0.00100704-0.020856j -0.00235714+0.019767j 0.00287296-0.00292207j 0.00104359-0.0418733j 0.000487845+0.00655505j -0.0016174+0.0996829j 0.00140209+0.0248259j -0.000340828+0.0138548j 0.00126649+0.048499j 0.00123787-0.0275915j 0.00492614-0.0479957j -0.00147092-0.00537763j 0.00344072+0.0134873j -0.0012179+0.0494208j 0.000151311+0.0173039j -0.00182147-0.0247676j 0.00132911-0.0635536j -0.00109903+0.0592201j -0.00348872+0.0151632j -0.000273017-0.00118079j 0.00241956+0.0221681j -0.00153842-0.000351339j -0.00101262+0.0541636j -0.00396123+0.0196232j 0.00238904+0.0102084j -0.00116647+0.0402643j -0.00807772+0.0336978j -0.00293671+0.0181904j 0.00182694-0.0186024j 0.00265821-0.0144733j -0.00457976+0.00379051j -0.0022438-0.0107617j 0.00281146+0.00468771j 0.00267537-0.00646149j 3.7104e-05+0.0130697j 0.00086743-0.0207868j 0.0042177-0.0150616j 0.000511259-0.00957624j -0.00296426+0.00887663j 0.00341886+0.0350654j 0.00461294-0.0182266j -0.00177601-0.0216809j 0.00511288-0.0340548j 0.00257302-0.00896812j -0.00241952+0.00191791j -0.00144402-0.0184403j 0.000749356-0.0253179j 0.000799381+0.0391159j -0.00196197+0.0122506j 0.00066054-0.0497683j -0.00304324+0.0155885j 0.00287448-0.0343412j 0.00524293+0.0076672j 0.00107979-0.0503107j -0.000825582+0.0126368j 0.000945942+0.0571334j -0.00125086-0.00629315j -4.56072e-05-0.0130234j -0.00268169+0.00352227j 0.00109285+0.0371317j 0.000788661-0.0065296j 0.00388102-0.0164785j 0.00225037+0.000486833j 0.00250215+0.00312211j 0.00367348-0.00843437j -0.000760502+0.000961133j 
0.00453884+0.0111221j -0.00125351+0.000512161j 0.00402606-0.0983451j 0.00506071+0.026205j 0.000589351-0.843465j -0.00652825-0.258054j 0.00313191-0.00597107j -0.00422365+0.0935434j -0.000294639-0.0080885j -0.00169937+0.0405287j 0.00125472-0.0785876j 0.00623743-0.151663j -0.0010886-0.0151487j 0.00450006-0.00466809j 0.000103891+0.10347j 0.0133877-0.0614218j -0.00783233+0.00632364j 0.00581895+0.0422436j -0.000476856+0.081968j 0.0132804-0.00992654j -0.0113314+0.00827495j -0.00245638+0.0566633j 0.00635442-0.128919j -0.00311691-0.00663857j -0.000344467-0.0458039j -0.00120248+0.0202895j 0.00672566+0.025364j 0.00732332-0.0242263j -0.00754836-0.02238j -0.00212091-0.011439j -0.00447958-0.0248806j 0.00327476-0.00189959j 0.0010932-0.00118738j 0.00105456+0.0103186j 0.00155981+0.0282716j -0.000688238-0.0139655j -0.00522118+0.0186103j 0.000833265+0.00932958j 0.00405369-0.0282376j -0.0037126-0.0204525j 0.00326674+0.0257014j -0.00520029+0.0149938j -0.00761221-0.0107532j -0.00349726-0.0100702j -0.000387895+0.0116734j 0.00195257+0.00180316j 0.00116377+0.0274788j 0.00136464-0.0194018j -0.000514644+0.0266249j 0.00112391+0.00702733j 0.00145907+0.00245614j -0.000478437+0.0234689j 6.72627e-07+0.0117401j -0.00109871+0.0279614j 0.000165148-0.00966305j -9.44399e-05-0.0101823j -0.00149191+0.0173142j 0.00250298+0.00419242j -0.00163098+0.000441197j 0.00159875+0.00305789j 0.000608031+0.0148256j -0.000312046-0.0194836j -0.000493936-0.00831495j -0.0016732-0.00179064j -0.000417127+0.00126016j 0.000852414-0.0366763j 0.00276477-0.0394852j 0.00058754+0.00372703j -0.00189144-0.00358945j -0.00281495+0.0198872j 0.00358772+0.00528965j 0.00218223+0.0149879j 0.000551338+0.0346885j 8.78332e-05-0.0208876j -0.000532453+0.021641j 0.00139635-0.0345719j -0.00219605-0.00290198j -0.00180368-0.0227012j 0.00280322+0.0101806j -0.000902735+0.0146193j 0.000715882+0.0307012j -0.0014871-0.014051j -0.000972581+0.0164614j 0.00010008-0.00925419j -0.000198648-0.0167038j -0.00133416+0.0132822j 0.00299825-0.0239221j 1.02504e-08+0.0386469j 0.000986289-0.00169977j -0.0010233-0.00952795j 0.000689022-0.00154444j -0.00243453-0.00467309j 
-0.00565875+0.00231492j 6.39164e-05+0.0772023j 0.0130697+0.199402j -0.00283699+0.880082j 0.00476441+0.00694163j -0.000950638+0.0480444j 0.000583355-0.0384603j 0.000909365+0.0345878j -0.0100698+0.0279552j 0.000533613+0.0849482j -0.0189761+0.0252851j -0.00453924-0.118032j -0.00420706-0.0916361j 0.0116065-0.0989813j 0.00035785-0.0665859j 0.00427161-0.0814664j -0.00568487+0.0139163j 0.00129127-0.0429665j 0.00603767+0.0227584j 0.00872211-0.0661834j -0.00644167+0.0369395j -0.00461923-0.0375008j -0.00175505+0.0239638j -0.00282105+0.0151247j -0.00281896+0.0129414j 0.000126245-0.00192779j 0.00655968-0.0132818j -0.000607132-0.00660845j -0.000581507+0.0142434j -0.00296798-0.0143526j 0.000263674-0.0106837j -0.000386222+0.0226176j -0.00691388-0.0076856j 0.00081978-0.0148292j -0.00110688-0.020475j 0.00408043+0.00893411j -0.000841042+0.00122201j 0.000915144+0.00148415j 0.00116049+0.00254218j -0.00509406+0.000383499j 0.00656175-0.0147422j 0.000371094-0.0105079j -0.00473318+0.0176235j -0.00347144-0.0025788j -0.000183544-0.0138415j 0.00121767-0.0209365j -0.000476558+0.0114081j 0.000310538-0.0344102j -0.00279648-0.0138265j 0.00166043-0.00308723j 0.00240403+0.00875356j -0.00418142-0.00331711j -0.000389335-0.020675j 0.00219316-0.00212911j 0.000303334+0.0184114j -0.0025319+0.0143099j -0.00101662+0.0087239j 0.00177984-0.0074451j 0.00128038+0.0110845j 0.00247347-0.015374j -0.00282272-0.0260557j 0.0017818+0.00124042j -0.00162882+0.00297507j 0.000450195+0.00425378j 0.0023475+0.035075j -0.00162791+0.0206934j -0.0023139+0.0264365j -0.00129582-0.0147139j -0.00118574-0.00947178j 0.000476122-0.00904968j 0.00113+0.0101537j -0.00193912-0.0132673j 0.00130827-0.0135432j -0.00109922+0.0127664j -0.00102119-0.00346699j -0.00157099-0.00160933j -0.000355904+0.0162877j -0.00377234-0.00824318j 0.00088918-0.0265906j 0.00187288+0.00857123j 0.000850253-0.023013j 0.000566162+0.0104738j 0.00046512+0.0182787j 0.00122927-0.0118588j -0.00233391-0.0130368j -0.000620348-0.0022793j -0.00339813-0.000381632j -0.000362232+0.0103138j -0.0017947-0.00841479j 0.00149087+0.00844281j -0.00251547-0.00192178j -0.00074765+0.00782351j 
-0.000241131-0.0561896j -0.00416178+0.00224289j -0.000263755+0.864825j -0.0109368-0.19288j 0.000701106-0.104888j 0.00155386-0.0410364j -0.00384942-0.111516j -0.00263602-0.00496121j -0.00277023+0.0634636j 0.0113871-0.0489238j 0.00375718+0.155382j -0.0136232+0.0210873j -0.00979474+0.0485349j -0.0057734-0.0480966j -0.000439186-0.0234056j 0.000264768+0.00899871j -0.00115636+0.0364832j -0.000597786-0.0113047j 0.00727552-0.0648229j 0.00578756-0.0463921j -0.000462602-0.0148987j -0.00205147+0.0338098j 0.00580731+0.00803652j -0.00317589+0.0124084j 0.000236489+0.0121802j -0.00126187-0.00971064j 0.00177422-0.024545j 0.000429113+0.0175227j -0.000279834+0.00526314j -0.00409074+0.0336404j 0.000656556+0.0112318j 0.000281701-0.023002j -0.00642205+0.0492196j -0.0012544-0.0020954j -0.00212987-0.00557384j 0.00405056-0.0275794j -0.00126355+0.00748413j 0.00024553-0.0112425j 0.00312623-0.0159119j -0.00533376+0.0298773j 0.00256176-0.0412094j -0.00251541-0.000214613j -0.00285036+0.0342686j -0.00266847+0.0132179j -0.00180572+0.000672556j -0.00114697-0.00290818j 0.00154932-0.00556157j -0.00038406+0.0118391j -0.00319843-0.0121471j -0.000992423-0.000590508j 0.00312599-0.0105144j -0.00449902+0.0118009j -0.00420596+0.00120242j -0.00219442-0.0142737j 0.00280336+0.00134741j 0.00126571+0.0224168j 0.000183189-0.0125426j -0.000269829+0.00588041j -0.000540355-0.0073194j 0.000134923-0.008826j -0.00609221+0.0232273j 0.00302775-0.0172213j -0.00296588+0.0120993j 0.00114292-0.0111974j 0.00590355-0.0326488j 0.00243038-0.00198532j 0.00453813-0.0028415j -0.000429401+0.015379j -0.00370795+0.00806603j -0.00367027+0.00550402j 0.00427731-0.00448292j -0.00383461+0.0254299j -0.00164527-0.0036482j 0.000449353-0.00843234j -0.00163813+0.0246802j -0.000494918+0.0278447j 0.00106697-0.00344303j -0.00134546+0.026517j -0.00168416+0.00198775j 0.00285063+0.0147772j -0.00222383+0.0062787j -0.00059338-0.0293701j 0.00248895+0.000437987j 0.00229521-0.000440804j -0.0016504-0.00368829j -0.00235312-0.0161553j -0.00149556+0.000374773j 0.00363155+0.0101339j 0.00248435+0.00947599j -0.000390325-0.00230685j -0.00105254+0.00672928j 0.00242772+0.0100493j 
-0.0154205-0.0529792j -0.000421234+0.923357j 0.00166696-0.0232379j -0.000834813-0.0734079j 0.00106299-0.00757897j -0.000584002+0.00699822j -0.0011869-0.0133554j 0.00190152-0.0365811j -0.0069486-0.00404865j -0.00655667+0.0520033j -0.013733+0.0363188j -0.00183239-0.0656891j -0.0010406-0.0462125j 0.0137246-0.0431604j -0.00212409-0.0037229j -0.00391093+0.0224895j -0.00217974-0.029578j -0.00163243-0.00628631j -0.00431096+0.0127187j -0.0112544+0.0117088j 0.00121173-0.0449834j -0.00114653-0.0067256j -0.00270732+0.00987087j -0.000633297-0.00592813j 0.00311846-0.00736996j 0.00271844-0.00219582j -0.00425992+0.0165251j -0.00496809-0.000669573j 0.00720984-0.00848345j -0.00114816-0.00346697j 0.0023654-0.00801806j 0.000939493+0.01128j -0.000736309+0.0127884j 0.00165898+0.0014603j -0.000225246+0.0119903j 0.000422781-0.00299079j 0.00249967+0.000491093j -0.00109696-0.0229073j -0.0023245-0.00948776j 0.00336329-0.0112237j -0.00141389+0.0197838j 0.00348937-0.00660604j 0.00512449-0.0142715j 0.0030809-0.00385117j 0.000740697-0.00395938j -0.00123279-0.00430183j -0.000234267+0.00848036j -0.000373577-0.00825016j -0.00102801-0.000943382j -0.000960787-0.0129494j 0.000652461+0.0128967j 0.0010562+0.0153112j -0.000609645-0.00352243j 0.00227997-0.000350011j -0.00113477+0.00990608j 0.00132472+0.00285919j -0.00187979+0.00127279j 0.00139445-0.0033035j 0.0019191+0.00549048j 4.04094e-05+0.00707929j 0.0011667+0.00122217j -0.000993782-0.00871066j 0.000833357+0.0136838j 0.000118944-0.00174205j -0.00149332-0.0115121j -0.0027774+0.0131244j -0.00371597+0.0103778j 0.000849038+0.0135738j 0.00012659+0.0170981j 0.00233276+0.0232872j -0.00224829-0.0122871j -0.00194875+0.010855j -0.00179813+0.00898781j 0.000965076-0.0123095j -0.000978881+0.0087388j -0.00131667+0.0124189j 0.00327861-0.00328529j 6.0406e-05+0.0358506j -0.00327602-0.000865658j 0.000966684+0.0192129j -0.000358378-0.00773011j 0.00558853-0.0159926j 0.000518253-0.00812164j -0.000675975-0.00937322j 0.000823057-0.00613697j 0.00486122+0.00368944j -0.00247077+0.0141734j -0.000381679+0.00143117j -0.00305964-0.00711393j -0.00198401+0.00704415j -0.00296015+0.00325905j 0.00371921+0.0133176j 
