1.00719-0j 0.102152-0j 0.103211-0j 0.0586083-0j 0.00845938-0j 0.0725241-0j 0.010468-0j 0.0423057-0j 0.00610631-0j 0.0411828-0j 0.00728015-0j 0.0480466-0j 0.000606679-0j 0.0294224-0j 0.00849351-0j 0.0420407-0j 0.00520119-0j 0.000707793-0j 0.0173409-0j 0.000433433-0j 0.00743182-0j 0.000619319-0j 0.00306547-0j 0.000255456-0j 0.0317002-0j 0.00528337-0j 0.0358092-0j 0.00323539-0j 0.000660421-0j 0.0292381-0j 3.89157e-05-0j 0.0295411-0j 0.0059682-0j 0.00365476-0j 0.0255833-0j 0.00487302-0j 0.000746025-0j 0.0211052-0j 0.0029841-0j 0.00492352-0j 4.396e-05-0j 0.00674321-0j 0.000609127-0j 0.00426389-0j 0.00301503-0j 0.00261109-0j 0.00061544-0j 3.58932e-05-0j 0.00351753-0j 0.000532986-0j 0.00215404-0j 0.00112387-0j 3.62651e-05-0j 0.000688226-0j 0.000439691-0j 3.14065e-05-0j 2.59091e-05-0j 0.000140483-0j 8.27807e-06-0j 
5.09654e-05-0j 0.000731934-0j -0.000751575-0j 0.000569163-0j -0.0117062-0j 0.000347424-0j -0.0071456-0j -0.000205968-0j 0.00423622-0j 2.0839e-06-0j 0.00510064-0j -4.84955e-06-0j -0.0194819-0j -4.41868e-06-0j -0.0118699-0j -2.09319e-06-0j -0.0108153-0j 0.0453373-0j 8.77475e-07-0j 0.0413092-0j -0.00512338-0j 0.0195688-0j 0.00214774-0j -0.00820331-0j 1.60408e-06-0j -3.84731e-05-0j 1.812e-06-0j -3.16671e-05-0j -0.0440818-0j 2.90379e-06-0j -0.00516183-0j -2.98171e-06-0j -4.346e-05-0j -3.57718e-05-0j -3.84212e-06-0j -6.96462e-05-0j -0.0497957-0j -1.05082e-06-0j -5.73256e-05-0j 7.15152e-05-0j -0.00583091-0j 3.41216e-07-0j -0.0797994-0j 9.21518e-05-0j 5.88639e-05-0j 7.58499e-05-0j 0.0819408-0j -0.00934424-0j 2.52035e-05-0j 0.105586-0j 2.07449e-05-0j -8.18392e-06-0j 0.00959499-0j -6.73616e-06-0j 0.0288777-0j 0.0123638-0j 0.00338148-0j -0.00937698-0j -0.00109801-0j 
6.21929e-06-0j 0.0125744-0j 0.00415882-0j 2.54253e-05-0j 0.016419-0j -1.32911e-06-0j -0.000858308-0j -3.59221e-05-0j -0.0231976-0j -0.00260376-0j -0.000301945-0j -4.32384e-05-0j 0.0036083-0j -0.00174181-0j -5.01414e-06-0j -0.00766416-0j -0.000201989-0j 5.99199e-05-0j 0.00322669-0j 0.00241381-0j -0.000888774-0j 0.010621-0j 0.000374183-0j -0.00447156-0j 1.37521e-05-0j 0.0319358-0j 2.21117e-07-0j 1.40357e-06-0j 0.00128183-0j -3.7645e-05-0j 0.000466157-0j -1.24506e-05-0j 0.000513489-0j 2.25677e-08-0j 1.47919e-07-0j -0.087421-0j 2.06103e-05-0j 5.31868e-05-0j -3.84212e-06-0j -0.0289134-0j 7.49525e-06-0j -1.14931e-05-0j -0.00350887-0j 0.000343504-0j -1.27073e-06-0j 1.50969e-08-0j -0.00116051-0j -0.00127606-0j 0.123513-0j 1.37874e-05-0j 5.42836e-06-0j -0.0266898-0j -0.00042204-0j -1.17301e-06-0j 0.00495752-0j 5.01403e-06-0j 0.00180288-0j -0.00107126-0j -0.000389583-0j 
-0.000424499-0j -0.00209623-0j 0.0021171-0j 0.00980982-0j 0.000699846-0j 0.00591241-0j 0.000421799-0j -0.00325111-0j -0.000231938-0j 1.78658e-05-0j 0.0288968-0j 4.03926e-05-0j -3.78747e-05-0j 1.27639e-05-0j 0.0653328-0j -1.82306e-05-0j 0.0206449-0j -8.56308e-05-0j 3.59189e-05-0j -2.7059e-05-0j -0.0294869-0j 3.86481e-05-0j 0.0580968-0j -7.61467e-05-0j 1.37521e-05-0j -0.000108418-0j -1.50924e-05-0j 0.0259846-0j 0.00529819-0j -2.53007e-05-0j -3.24494e-06-0j 2.55525e-05-0j 0.000118985-0j -0.0285171-0j -1.07825e-05-0j 0.000199464-0j -0.00581456-0j 8.38497e-06-0j -0.0478056-0j -0.00020145-0j 3.56121e-06-0j 3.09412e-05-0j -0.00974745-0j 8.50068e-05-0j 0.0482815-0j -0.0203736-0j 0.00984447-0j 5.96995e-06-0j -6.61051e-05-0j -0.00415413-0j 0.0158434-0j -0.000243933-0j -6.02937e-06-0j 0.0584634-0j 0.00323043-0j 2.54425e-06-0j -1.97852e-06-0j 0.0119205-0j -7.30088e-06-0j 
-0.00488797-0j -0.000249221-0j 0.000234364-0j -0.0139816-0j 2.09748e-05-0j -0.0333206-0j 4.99867e-05-0j -0.039077-0j 5.86223e-05-0j -0.0148817-0j -0.00173675-0j 0.0339826-0j 1.50424e-06-0j 0.0315549-0j 0.00396589-0j 0.0136896-0j 0.00368257-0j -3.43496e-06-0j -0.00729132-0j -3.18957e-06-0j 0.00159763-0j -1.38375e-06-0j -0.000850924-0j 7.37006e-07-0j 7.85997e-05-0j -0.00190919-0j -0.000173784-0j -0.00155169-0j -0.00015755-0j -7.1332e-05-0j 9.64902e-08-0j 6.70798e-05-0j 0.00422122-0j 0.00343079-0j 0.000368489-0j 0.00173266-0j 0.000348343-0j -0.000199365-0j 0.00140821-0j -0.00162937-0j -2.1334e-07-0j -0.000216629-0j 0.000142982-0j -0.0089506-0j -0.00132427-0j -0.00727459-0j -0.000134459-0j -8.75683e-08-0j 0.00484259-0j -0.000738621-0j 0.00393581-0j 0.00526191-0j 8.23482e-08-0j 0.00427661-0j 0.00039962-0j 4.52363e-07-0j -2.44744e-07-0j 0.000434223-0j -2.65937e-07-0j 
5.38606e-06-0j 0.00538793-0j 0.00178199-0j -0.00425907-0j -0.000303848-0j 0.000222644-0j 1.58837e-05-0j 0.00601745-0j 0.000429292-0j 1.54722e-05-0j 0.0250254-0j 2.56934e-07-0j -3.28004e-05-0j 1.03503e-05-0j 0.000415575-0j 4.55424e-05-0j 0.016741-0j -5.44689e-07-0j -1.91738e-05-0j -2.19422e-05-0j 0.0736622-0j -9.65481e-05-0j -0.0310125-0j 4.06477e-05-0j 1.19097e-05-0j -9.38928e-05-0j 1.91493e-07-0j 0.0225033-0j 0.00458837-0j -3.26015e-05-0j -2.8102e-06-0j -1.07825e-05-0j -1.50969e-06-0j 0.000361827-0j 1.28101e-07-0j 0.000257022-0j 7.37755e-05-0j 4.60611e-05-0j -0.0616006-0j 8.50068e-05-0j -4.51848e-08-0j -9.95329e-06-0j -0.0125602-0j -1.00992e-06-0j -0.0203736-0j 0.000242048-0j -0.00415413-0j 7.69266e-06-0j -0.000363135-0j 4.93529e-05-0j 0.0870326-0j 7.84693e-05-0j 2.54425e-06-0j -0.0188068-0j 0.0177457-0j -3.02268e-08-0j -1.08686e-05-0j -0.00383465-0j 2.34858e-06-0j 
-2.32624e-06-0j -5.58349e-05-0j 5.73332e-05-0j 2.70009e-07-0j 0.00179977-0j 1.64817e-07-0j 0.0010986-0j -9.77104e-08-0j -0.000651299-0j -9.51168e-08-0j 4.04409e-06-0j 2.21351e-07-0j 0.00927949-0j 2.01684e-07-0j -9.41117e-06-0j 9.55408e-08-0j -8.57501e-06-0j -0.0215947-0j -4.00511e-08-0j -0.0196761-0j -4.06211e-06-0j -0.00932086-0j 1.70285e-06-0j 0.00390734-0j -7.32157e-08-0j 2.93488e-06-0j -8.27059e-08-0j -7.47254e-09-0j -7.04406e-05-0j -1.32539e-07-0j -0.0563062-0j 1.36096e-07-0j 3.3153e-06-0j -8.44114e-09-0j 1.75368e-07-0j 5.3129e-06-0j -7.95712e-05-0j 4.79632e-08-0j -1.35272e-08-0j -5.45546e-06-0j -0.0636046-0j -1.55743e-08-0j -0.000127516-0j -7.02971e-06-0j 1.38902e-08-0j 1.78984e-08-0j 0.000130938-0j -0.101929-0j -1.92262e-06-0j 0.000168721-0j 4.89522e-09-0j 6.24302e-07-0j 0.104664-0j -1.58954e-09-0j 4.61452e-05-0j 0.134866-0j 0.0368858-0j -1.4984e-05-0j -0.0119773-0j 
0.00313482-0j -8.09253e-05-0j -0.000864821-0j 0.00446718-0j -6.70154e-06-0j -0.021718-0j 3.25807e-05-0j -0.0417796-0j 6.26766e-05-0j 0.00475478-0j 0.0005549-0j -0.0217942-0j -4.80613e-07-0j 0.00339698-0j -0.00254346-0j 0.0513392-0j 0.00039644-0j 2.20295e-06-0j -0.0374228-0j -3.43366e-07-0j 0.00599147-0j -5.18936e-06-0j -0.00436737-0j 3.78269e-06-0j -2.5113e-05-0j 0.000609995-0j 0.000111454-0j 0.000495772-0j 5.03379e-05-0j -2.31625e-05-0j -3.08291e-08-0j -0.000247529-0j -0.00270721-0j -0.00220028-0j 7.96263e-05-0j 0.000562617-0j -0.000223404-0j 0.000216629-0j 0.000457266-0j 0.00601249-0j 1.36822e-07-0j -0.000271494-0j 4.64282e-05-0j -0.00193412-0j 0.00488664-0j -0.00157195-0j 0.000496162-0j -2.84346e-08-0j -0.00526191-0j -0.000159608-0j -0.00427661-0j 0.00659459-0j -3.03871e-07-0j 0.00535974-0j -0.000434223-0j 9.77505e-08-0j 2.65937e-07-0j 0.000544198-0j -3.3329e-07-0j 
5.00276e-05-0j 0.000751575-0j -0.000759056-0j -0.000575061-0j 0.0118275-0j -0.000346591-0j 0.00712847-0j 0.000190583-0j -0.00391979-0j -2.1055e-06-0j -0.0051535-0j -4.76032e-06-0j 0.0196838-0j -1.50424e-06-0j -0.0116515-0j 2.14849e-06-0j -0.00368184-0j 0.0445031-0j -4.23309e-06-0j 0.0140628-0j 0.00525873-0j -0.0200858-0j -0.0103611-0j 0.0395742-0j -1.6207e-06-0j 3.88718e-05-0j 1.77866e-06-0j 3.19953e-05-0j 0.0445386-0j 2.98171e-06-0j 0.00521532-0j -3.01139e-06-0j -4.26604e-05-0j -3.51136e-05-0j 1.27073e-06-0j -7.15152e-05-0j -0.0488794-0j -9.88179e-07-0j -5.88639e-05-0j 7.2227e-05-0j -0.00572362-0j -3.64645e-06-0j -0.0819408-0j -3.0478e-05-0j 5.94498e-05-0j -2.50864e-05-0j 0.0827564-0j -0.00959499-0j 2.37011e-05-0j -0.0349212-0j 1.95083e-05-0j 8.74587e-05-0j 0.0096905-0j 7.1987e-05-0j 0.0271563-0j -0.00408915-0j 0.00317991-0j 0.100209-0j 0.0117341-0j 
0.000705518-0j -0.0034391-0j 0.00323409-0j -2.09748e-05-0j -0.013545-0j -4.99867e-05-0j -0.0322801-0j -5.86223e-05-0j -0.0378568-0j 0.00214799-0j 0.000249092-0j -0.00490497-0j -0.0029767-0j -0.00455456-0j -0.000568805-0j -0.00197593-0j -0.00052817-0j 0.00679733-0j 0.00105241-0j 0.00631174-0j -0.000229138-0j 0.00273825-0j 0.000122043-0j -0.00145844-0j -1.13449e-05-0j -0.0263457-0j 2.50836e-05-0j -1.15788e-06-0j -0.00105745-0j 1.02959e-05-0j -0.00038456-0j -9.68213e-06-0j 0.0582503-0j 2.56008e-06-0j -5.31868e-05-0j 0.0239096-0j 0.00233803-0j 2.87759e-05-0j 1.05082e-06-0j -0.0224843-0j 0.000850263-0j 3.12677e-05-0j 0.000959676-0j -0.123513-0j -9.88179e-07-0j -5.42836e-06-0j -0.000902468-0j 0.000349002-0j 0.0668249-0j -0.00495752-0j 2.93693e-06-0j 0.0726113-0j -0.000328197-0j 3.19124e-06-0j 0.00268219-0j -0.00180288-0j 0.000975423-0j 0.00291445-0j 0.00105989-0j 
-6.34754e-07-0j -0.00193177-0j -0.000638907-0j 0.000249671-0j -0.00513507-0j -1.30516e-05-0j 0.000268437-0j -0.000352748-0j 0.0072551-0j -1.82342e-06-0j -0.00446306-0j -3.02799e-08-0j 0.0170467-0j -1.21979e-06-0j -7.41142e-05-0j -5.36723e-06-0j -0.00298561-0j 0.00028308-0j 2.25966e-06-0j 0.0114036-0j -0.013137-0j 0.050177-0j 0.00553082-0j -0.021125-0j -1.40357e-06-0j 3.3664e-05-0j -2.25677e-08-0j 2.77087e-05-0j 0.0385716-0j 3.84212e-06-0j 0.0045166-0j 1.27073e-06-0j 5.41277e-07-0j 4.45524e-07-0j -1.50969e-08-0j -9.21518e-05-0j 0.000620185-0j -5.42836e-06-0j -7.58499e-05-0j -3.0478e-05-0j 7.26216e-05-0j 1.17301e-06-0j -0.105586-0j 3.62093e-07-0j -2.50864e-05-0j 2.98038e-07-0j -0.0349212-0j -0.0123638-0j 0.000130197-0j 0.00041488-0j 0.000107165-0j -2.81341e-05-0j -0.00408915-0j -2.31571e-05-0j 0.149177-0j 4.8581e-05-0j 0.0174682-0j -0.0322355-0j -0.00377467-0j 
0.000610996-0j -0.0014736-0j 0.00138575-0j 0.00351356-0j 0.000250662-0j 0.00837344-0j 0.000597372-0j 0.00982002-0j 0.000700573-0j -1.27639e-05-0j -0.0206449-0j 2.91466e-05-0j 2.7059e-05-0j 2.70644e-05-0j 0.0471429-0j 1.17415e-05-0j 0.0437751-0j -6.17896e-05-0j -6.25371e-06-0j -5.73754e-05-0j 0.0189911-0j -2.48914e-05-0j -0.010115-0j 1.32576e-05-0j -9.82496e-06-0j 7.74576e-05-0j 2.1723e-05-0j -0.0185643-0j -0.00378521-0j 8.9165e-06-0j 2.3183e-06-0j -8.38497e-06-0j -0.000171259-0j 0.0410457-0j -4.60611e-05-0j -7.02955e-05-0j 0.00836911-0j 2.49207e-05-0j 0.0168477-0j 6.61051e-05-0j -5.12577e-06-0j 2.70786e-05-0j 0.00343521-0j 0.000363135-0j -0.0158434-0j -0.0870326-0j -0.00323043-0j -2.10394e-06-0j -0.000196469-0j -0.0177457-0j 0.0470877-0j -0.000213481-0j 1.97852e-06-0j 0.051165-0j 0.00960106-0j 1.08686e-05-0j -5.88029e-06-0j 0.0104324-0j -6.38947e-06-0j 
-0.000452472-0j -0.00111672-0j -0.011934-0j 6.70154e-06-0j 0.00432769-0j -3.25807e-05-0j -0.0210398-0j -6.26766e-05-0j -0.040475-0j -0.000686293-0j -7.9586e-05-0j 0.00314572-0j 0.000951069-0j -0.000490312-0j 0.000364793-0j -0.00741018-0j -5.6859e-05-0j -0.00435935-0j 0.00540151-0j 0.000679476-0j -0.000859321-0j 0.0102691-0j 0.000626386-0j -0.00748544-0j 3.62475e-06-0j 0.00841756-0j -1.60869e-05-0j 3.69949e-07-0j 0.000337861-0j 3.34322e-06-0j 0.000122869-0j 3.57278e-05-0j -0.0373579-0j -1.64187e-06-0j -1.14931e-05-0j 0.00776378-0j -0.00149946-0j -3.12677e-05-0j 3.41216e-07-0j 0.0829688-0j -0.000545302-0j 3.91867e-05-0j 0.00031162-0j -0.0266898-0j 3.64645e-06-0j -1.17301e-06-0j 0.00333017-0j 0.000113326-0j -0.0726113-0j -0.00107126-0j -3.19124e-06-0j 0.0910014-0j 0.00121107-0j 3.99948e-06-0j -0.00291445-0j -0.000389583-0j -0.00105989-0j 0.00365258-0j 0.00132832-0j 
-2.28344e-06-0j -5.73332e-05-0j 5.79038e-05-0j -2.72807e-07-0j -0.00181842-0j -1.64422e-07-0j -0.00109597-0j 9.04118e-08-0j 0.000602649-0j 9.61025e-08-0j -4.08599e-06-0j 2.17278e-07-0j -0.00937566-0j 6.86589e-08-0j -9.23801e-06-0j -9.80649e-08-0j -2.91918e-06-0j -0.0211974-0j 1.93213e-07-0j -0.00669829-0j 4.16943e-06-0j 0.0095671-0j -8.21485e-06-0j -0.0188497-0j 7.39744e-08-0j -2.9653e-06-0j -8.11842e-08-0j 7.54998e-09-0j 7.11706e-05-0j -1.36096e-07-0j 0.0568897-0j 1.37451e-07-0j 3.2543e-06-0j -8.28582e-09-0j -5.80008e-08-0j 5.45546e-06-0j -7.81071e-05-0j 4.5104e-08-0j -1.38902e-08-0j -5.50977e-06-0j -0.0624343-0j 1.66437e-07-0j -0.000130938-0j 2.32499e-06-0j 1.40285e-08-0j -5.91968e-09-0j 0.000132241-0j -0.104664-0j -1.80801e-06-0j -5.58024e-05-0j 4.60341e-09-0j -6.6717e-06-0j 0.105706-0j 1.69869e-08-0j 4.33944e-05-0j -0.0446052-0j 0.034687-0j 0.000160129-0j 0.127998-0j 
2.89724e-08-0j 0.000147363-0j 4.87384e-05-0j 1.18443e-07-0j 0.000789494-0j -6.19164e-09-0j -4.1271e-05-0j -1.67342e-07-0j -0.00111544-0j 8.32272e-08-0j -3.53857e-06-0j 1.38208e-09-0j -0.00811956-0j 5.56757e-08-0j -5.8762e-08-0j 2.44979e-07-0j -2.36717e-06-0j -0.000134834-0j -1.03139e-07-0j -0.00543166-0j -1.04158e-05-0j -0.0238999-0j 4.38515e-06-0j 0.0100621-0j 6.40637e-08-0j -2.56802e-06-0j 1.03007e-09-0j 6.53848e-09-0j 6.16356e-05-0j -1.75368e-07-0j 0.0492679-0j -5.80008e-08-0j -4.12908e-08-0j 1.05131e-10-0j 6.89076e-10-0j 7.02971e-06-0j 9.91027e-07-0j 2.47769e-07-0j -1.78984e-08-0j 2.32499e-06-0j 0.00079217-0j -5.35402e-08-0j -0.000168721-0j -2.76219e-08-0j -5.91968e-09-0j 7.03285e-11-0j -5.58024e-05-0j -0.134866-0j -9.93195e-06-0j 6.62958e-07-0j 2.52879e-08-0j 2.14618e-06-0j -0.0446052-0j -5.46442e-09-0j 0.000238378-0j 0.000529931-0j 0.190546-0j -5.15109e-05-0j -0.0411748-0j 
-7.20066e-05-0j 0.000528338-0j -0.000496843-0j -0.000205968-0j 0.00423622-0j -0.000490859-0j 0.0100957-0j -0.000575659-0j 0.0118398-0j 1.50424e-06-0j 0.00368184-0j -3.43496e-06-0j -0.0140628-0j -3.18957e-06-0j -0.00840753-0j -1.38375e-06-0j -0.00780691-0j 0.0321126-0j 7.37006e-07-0j 0.0298185-0j -0.00338691-0j 0.0129363-0j 0.00180392-0j -0.0068901-0j 1.15788e-06-0j -2.77714e-05-0j -2.56008e-06-0j -2.28585e-05-0j -0.0318199-0j -1.05082e-06-0j -0.00372601-0j 9.88179e-07-0j 6.14026e-05-0j 5.05403e-05-0j 5.42836e-06-0j 2.52035e-05-0j 0.0703539-0j -2.93693e-06-0j 2.07449e-05-0j -2.37011e-05-0j 0.00823822-0j -3.19124e-06-0j 0.0288777-0j -0.000130197-0j -1.95083e-05-0j -0.000107165-0j -0.0271563-0j 0.00338148-0j 7.04411e-05-0j -0.149177-0j 5.79799e-05-0j 7.65407e-05-0j -0.00317991-0j 6.30004e-05-0j 0.0807101-0j -0.0174682-0j 0.00945089-0j 0.0876989-0j 0.0102693-0j 
-0.000391852-0j -0.000478497-0j -0.00511353-0j -0.0011226-0j -8.00876e-05-0j 0.00545771-0j 0.000389361-0j 0.0104992-0j 0.000749025-0j 4.07813e-06-0j 0.00659614-0j -1.86927e-05-0j -8.64548e-06-0j 2.91356e-06-0j -0.0302343-0j 4.40332e-05-0j 0.00471251-0j 3.96277e-05-0j -3.20972e-05-0j -6.17663e-06-0j 0.0712212-0j -9.33486e-05-0j -0.0519153-0j 6.80447e-05-0j 3.13912e-06-0j -2.47481e-05-0j -1.39317e-05-0j 0.00593138-0j 0.00120939-0j 2.89531e-06-0j -7.40708e-07-0j 3.09412e-05-0j 0.000109834-0j -0.026324-0j -9.95329e-06-0j -2.28259e-05-0j -0.00536739-0j -2.70786e-05-0j 0.00547069-0j -0.000243933-0j 3.28733e-06-0j 3.39367e-05-0j 0.00111546-0j 7.84693e-05-0j 0.0584634-0j -0.0188068-0j 0.0119205-0j -6.83178e-07-0j 0.000213481-0j -0.00383465-0j -0.051165-0j -0.000267549-0j -7.30088e-06-0j 0.0641235-0j -0.0104324-0j 2.34858e-06-0j 6.38947e-06-0j 0.0130746-0j -8.00772e-06-0j 
3.28664e-06-0j -4.03037e-05-0j 3.79011e-05-0j -9.77104e-08-0j -0.000651299-0j -2.32862e-07-0j -0.00155216-0j -2.7309e-07-0j -0.00182031-0j -6.86589e-08-0j 2.91918e-06-0j 1.56784e-07-0j 0.00669829-0j 1.45583e-07-0j -6.66598e-06-0j 6.3159e-08-0j -6.18977e-06-0j -0.0152956-0j -3.36396e-08-0j -0.0142029-0j -2.68534e-06-0j -0.00616173-0j 1.43026e-06-0j 0.00328184-0j -5.28499e-08-0j 2.11851e-06-0j 1.16851e-07-0j -5.39397e-09-0j -5.08467e-05-0j 4.79632e-08-0j -0.040644-0j -4.5104e-08-0j -4.68404e-06-0j 1.19261e-08-0j -2.47769e-07-0j -1.92262e-06-0j 0.000112422-0j 1.34052e-07-0j 4.89522e-09-0j 1.80801e-06-0j 0.089864-0j 1.4566e-07-0j 4.61452e-05-0j 9.93195e-06-0j -4.60341e-09-0j -2.52879e-08-0j -4.33944e-05-0j 0.0368858-0j -5.37353e-06-0j -0.000238378-0j 1.36816e-08-0j -5.83883e-06-0j -0.034687-0j 1.48663e-08-0j 0.000128971-0j -0.190546-0j 0.103092-0j 0.000140139-0j 0.112019-0j 
4.61802e-05-0j 0.000171558-0j 0.00183338-0j 6.58078e-05-0j -0.00135349-0j -0.000319936-0j 0.00658025-0j -0.000615472-0j 0.0126586-0j -4.80613e-07-0j -0.00117637-0j 2.20295e-06-0j 0.00449314-0j -3.43366e-07-0j 0.00539203-0j -5.18936e-06-0j -0.000840436-0j -0.0205949-0j 3.78269e-06-0j 0.00321005-0j -0.0127017-0j 0.0485142-0j 0.00925865-0j -0.0353635-0j -3.69949e-07-0j 8.87308e-06-0j 1.64187e-06-0j 7.30341e-06-0j 0.0101666-0j -3.41216e-07-0j 0.00119048-0j -3.64645e-06-0j -3.93795e-05-0j -3.24132e-05-0j 1.17301e-06-0j 8.18392e-06-0j -0.0451203-0j 3.19124e-06-0j 6.73616e-06-0j 8.74587e-05-0j -0.00528344-0j -3.99948e-06-0j 0.00937698-0j -2.81341e-05-0j 7.1987e-05-0j -2.31571e-05-0j 0.100209-0j 0.00109801-0j -7.65407e-05-0j -0.0322355-0j -6.30004e-05-0j 9.59259e-05-0j 0.0117341-0j 7.89564e-05-0j -0.0876989-0j -0.00377467-0j -0.0102693-0j 0.10991-0j 0.0128701-0j 
-2.10783e-06-0j -1.30872e-05-0j -0.000139858-0j 3.1219e-08-0j 0.000208093-0j -1.51777e-07-0j -0.00101168-0j -2.91977e-07-0j -0.00194621-0j 2.19369e-08-0j -9.32691e-07-0j -1.00551e-07-0j -0.00214014-0j 1.56725e-08-0j 4.27511e-06-0j 2.36861e-07-0j -6.66346e-07-0j 0.00980961-0j -1.72655e-07-0j -0.00152899-0j -1.00706e-05-0j -0.0231079-0j 7.34079e-06-0j 0.0168441-0j 1.68858e-08-0j -6.76875e-07-0j -7.49406e-08-0j 1.7234e-09-0j 1.62458e-05-0j 1.55743e-08-0j 0.0129859-0j 1.66437e-07-0j 3.00403e-06-0j -7.64859e-09-0j -5.35402e-08-0j -6.24302e-07-0j -7.21002e-05-0j -1.4566e-07-0j 1.58954e-09-0j -6.6717e-06-0j -0.0576327-0j 1.8255e-07-0j 1.4984e-05-0j 2.14618e-06-0j 1.69869e-08-0j -5.46442e-09-0j 0.000160129-0j 0.0119773-0j 5.83883e-06-0j -5.15109e-05-0j -1.48663e-08-0j -7.31762e-06-0j 0.127998-0j 1.86315e-08-0j -0.000140139-0j -0.0411748-0j -0.112019-0j 0.000175631-0j 0.14039-0j 
