-0.0110775+0.0134442j -0.0269304-0.00341547j -0.024572+0.000556378j -0.0192534+0.0105026j -0.00906875+0.00230602j -0.0117522+0.00626663j -0.035663+0.00707442j -0.0155473+0.00179095j 0.0186253-0.00126393j -0.012186+0.00109588j 0.0200328-0.000695429j 0.0389197-0.00384166j 0.0394959-0.0030868j -0.0120442-0.00129675j -0.0366075+0.00185617j 0.00715291+0.000759954j -0.0336829+0.000393095j -0.0511644+0.00333599j 0.000592029-0.00353431j 0.0400324-0.00138182j -0.031605+4.03122e-05j 0.0711226+0.00014821j -0.0127943+0.000305448j -0.0446185+0.000991014j -0.0412793-0.00211375j 0.0627646-0.00205465j 0.00419764-0.00223702j -0.0204762-0.000510126j -0.0071876-8.53037e-05j -0.0244132+0.00157077j 0.02221+0.00259874j -0.00317144-0.000345844j 0.00419284-0.0007152j 0.0698535-0.00297518j -0.0295749-0.000189794j 0.0128926+0.00138277j 0.0112928-0.00326035j 0.0265713-0.00306297j -0.11158-0.00480638j 0.0674836-0.00186917j -0.0543085+7.50265e-05j 0.119678+0.00626339j 0.0524005+0.00116306j 0.11042+0.0033533j -0.207565+0.00898617j -0.270291-0.00612401j -0.241334-0.00469757j 0.0749305+0.00509226j -0.195004-0.00380269j 0.122928-0.00737016j 0.374743+0.00107417j -0.0275022+0.000543992j 0.22687+0.00142546j 0.0510483+0.00118029j -0.203238+0.00080101j 0.140453-0.0030803j 0.0164453+0.000444472j -0.0162028-0.00202001j 0.00960765+5.41065e-05j -0.0650169+3.34192e-05j 0.0732252+0.00566567j 0.00379377+0.00540991j 0.0104523-0.00346227j 0.0847726-0.00182001j 0.0539574+0.00371001j 0.0597978+6.89294e-05j -0.00942154-0.00328157j 0.0649764-0.00156106j 0.0175866-0.00102366j 0.0686912+0.00308873j -0.0416851-0.00382214j 0.0829042+0.00310804j -0.0443894+0.000295458j -0.0281028-0.00310261j -0.0474277+0.00208528j -0.0097574+0.00186528j 0.0515872+0.0050557j -0.0424981+0.000264142j -0.0471704+0.00299204j 0.0335522-0.00369373j 0.00801339+0.00220893j 0.0268386+0.000982907j -0.0275276+0.00479913j 0.0213316+0.00463878j -0.0041217+0.00452006j 0.0138318-0.00410855j -0.0465962-0.00734227j 0.015211-0.0115982j -0.00118343+0.00112553j -0.0307945-0.00941514j -0.0249328-0.00340409j -0.0168597+0.0419379j 0.0769064-0.000635726j 0.0372839-0.0349729j -0.0139308+0.0506486j -0.0760741-0.0174423j -0.00911052-0.0689865j -0.230126+0.0201107j 
-0.00171153+0.000872098j -0.00206015+0.00933656j 0.0135798+0.00627251j 0.0270064-0.00490546j -0.0643068-0.00580926j -0.0180351+0.00413703j -0.0928428+0.00247966j 0.0821196-0.000220003j -0.0126801-0.00246577j -0.0481361+0.000928426j -0.00218226-0.00329686j -0.00200284-0.000367881j -0.0445566-6.3202e-06j 0.270164+0.00240055j -0.087239+0.00130444j -0.0274993+0.000338438j -0.159471-0.00142748j -0.180984+0.000126075j -0.0572885-0.000521186j 0.0031888-0.00135534j -0.125032-0.000769775j 0.00251907-0.00166482j 0.168569+0.00198079j 0.0869163-0.000179414j -0.0312919+0.0028152j 0.106928-0.00210613j -0.0390686+0.000385571j 0.000832266+0.000589301j -0.0567717+0.000357608j 0.306057+9.80997e-05j -0.167887+0.00195364j -0.166233-0.00261458j 0.251154-0.000131899j 0.303478+0.000356188j -0.173213-0.00209037j 0.00711977-0.00158659j 0.192098+0.00469549j -0.337063-0.00361399j 0.20763+0.00525033j -0.0267897-0.0040093j 0.0780227+2.03648e-05j 0.136276+0.00142302j 0.0691709+0.00161577j -0.0665674-5.00476e-05j 0.043962+0.00471417j -0.049794+0.000110732j 0.0191608-0.00217497j -0.0244621+0.00512357j -0.0068235+0.00292964j 0.0226702-0.00190738j -0.0014691-0.00173049j 0.022427+0.00157484j -0.016551+0.00116859j -0.00967659+0.00323753j 0.000773881-0.00171184j -0.0221364+0.0010493j 0.00389377+0.00143956j 0.0072668-0.00502413j 0.0103994+0.000281296j 0.0086278+0.00123978j -0.00292535+0.00062918j 0.0166102-0.00138337j 0.0022173-0.0021307j -0.0133034-0.000321911j -0.00793287+0.00129261j 0.00790934-0.00128174j -0.0205739-0.00189173j -0.00392932+0.00157115j 0.0207196-1.66346e-05j 0.00816569+0.00147603j -0.00690324-0.00118847j -0.0291236-0.000806053j 0.00579283+0.00491476j 0.00570061+0.00332721j 0.00444817-0.00461167j 0.00613236+0.00234343j 0.00692807+0.00290476j 0.00683293+0.00157133j -0.0142314+0.000405652j -0.0117859+0.000836166j -0.0252513-0.00115217j 0.0103564-0.0031055j 0.012772+0.00189269j -0.00541114-0.00637637j 0.00537156-0.00495443j 0.00964455+0.00107076j -0.0244597-0.00407149j 0.0376494-0.00392869j 0.00545677+0.00313278j -0.0545366-0.00614963j -0.0102677-0.00480444j 0.0157369+0.0022159j 0.0222666+0.00239276j -0.0290403-0.00331088j 0.00429141-0.00114319j -0.00563115-0.000865496j 0.00912534+0.00232211j 0.0142276+0.00430505j 
-0.000571371+0.00477966j 0.000815809-0.00545991j -0.0121375+0.00469856j 0.00817206+0.00192339j 0.0356217+0.00358839j 0.0604363+0.00493312j -0.00452748-0.000546834j -0.0356361-0.00214579j -0.0496306-0.000977783j 0.0567429-0.000243594j -0.180953+0.0023861j -0.100338-0.000518211j -0.103252-0.000362399j 0.14939-0.00044301j -0.0748358-0.0024417j 0.282581-0.000552624j 0.157398-0.00282538j -0.00688494+0.000941771j 0.120374-0.000780672j 0.11992+0.000155128j -0.174591-0.00102694j -0.0529611-0.000696596j 0.124957+0.000385268j 0.202069-0.00137108j 0.131978+0.00140593j 0.0660166+0.00031737j -0.0435692+0.000247009j -0.495349-0.000281952j -0.236697+0.000273518j 0.142133+0.00145347j 0.0688526+0.000732188j -0.0883123+0.0024334j 0.187639+0.000869044j -0.103141-0.00158458j 0.243665+0.00160999j 0.308955+0.00170343j -0.038881+0.00136681j 0.154545+0.000283923j -0.090751-0.00277615j -0.0765493-0.000220389j 0.0312118-0.00144593j 0.0257165-0.001179j -0.00437034+0.00136403j 0.0195011+0.000938606j -0.0205045+0.00088505j -0.0253648-0.00157312j -0.00309775-0.00327315j -0.0252204-4.66426e-05j -0.0164386+0.00256229j -0.0119126+0.000680493j -0.0145716-8.99427e-06j -0.0147045+0.000448813j -0.0100201-0.0020751j -0.0199981-0.00132014j 0.00917397+0.000201515j 0.00913804-0.000110069j 0.00481284-0.00131035j 0.00566-0.00119169j 0.0118173-0.00277407j -0.00392881+0.0018224j -0.00627516+0.000611291j -0.0143121-0.0011648j -0.0151004-0.00331508j -0.00453094-0.0018091j -0.011411-0.00275606j 0.00444303+0.000593953j 0.00631799+0.00165291j 0.0172419+0.00121959j -0.00690702+0.000383755j -0.00149928+0.000736306j -0.00120049-0.00221282j -0.00520056+0.00026198j -0.000901662+0.0019491j 0.00240412-0.00114338j -0.00753582+0.000535483j 0.0125792-0.000611273j -0.000552643-0.000671915j -0.0122536-0.00318178j 0.0111839+0.00409272j -0.0105794+0.00167487j 0.00486885-0.000707902j 0.00227367-0.000439992j -0.00226573+0.000290512j -0.00884027-0.000634048j 0.0315468+0.00211691j -0.00520891-0.00165277j 0.00669329+0.00310143j -0.0178081-0.00226318j -0.0119748-0.00417702j 0.0104239-0.000427097j 0.00487505-0.000138926j -0.00188217-0.0005375j 0.00555999-5.40165e-05j -0.0141535-0.00214881j 0.00980086+0.00217384j 0.0104998+0.00124889j -0.0122493-0.00256632j 0.00234487+0.0011194j 
-0.000454218-0.00581381j -0.00213918-0.00231104j -0.00909663-0.000831125j -0.0112456+0.00109789j 0.0570864+0.00190881j 0.0140493-0.00315733j 0.113165-0.00137149j -0.00822299+0.00142657j 0.00364395+0.000822705j 0.134912-0.00094526j 0.00139867+0.00170436j 0.205615+0.00114868j 0.202924-0.000453061j -0.0960519-0.00109286j -0.19127+0.000623678j 0.00680058+0.00235594j -0.0123037+0.00175068j 0.159466-0.00166769j -0.0931922+0.00366151j 0.103611+0.000904554j -0.0673516-0.000786688j -0.0977555+0.00113424j 0.107765-4.46588e-05j 0.066928-0.00147662j 0.0123729-0.000316798j 0.238972+0.000516678j 0.117553+2.75501e-05j -0.0512284-0.00012992j -0.0880365-0.00217806j 0.0765179+0.00287658j 0.358326+0.000582807j 0.171876+0.00130591j 0.132801+0.00110835j 0.176294+0.000999628j 0.323218+0.00211492j -0.386163-0.000544019j -0.0478337+0.000653945j -0.1034-0.000843711j 0.191617+0.00353158j -0.0419932+0.000554577j -0.0945856-0.00057854j -0.0475224+0.0031529j 0.0317973+0.00124839j 0.0203715-0.00126436j -0.00573044-0.00164027j 0.00561963+0.0015539j -0.0131423+0.00322976j 0.00175942-0.00263799j -0.0121416-0.0015111j 0.00235859+0.000233469j -0.0125115+0.00134235j -0.0231596-0.00181502j -0.0136641-0.000171353j 0.00551147-0.000814199j 0.00603646+0.0014176j 0.00142296-0.00082221j 0.0102045-0.000301383j -0.0334876+0.00395276j -0.019547-0.000256257j -0.00482648-0.00264447j 0.016129-0.00105647j -0.00346105-0.000821683j 0.000346203+0.000961541j 0.0173146-0.000355519j 0.0147046+0.000271344j -0.00576344+0.00149479j -0.011423+0.00066637j -0.00936716-0.0011926j -0.00561638-0.00419998j 0.00662+0.000418183j -0.00207402+0.00077299j 0.00699733+0.00183998j -0.00639622-0.000273774j -0.0313789-0.00587754j -0.00207607-0.000143983j -0.0185524-0.00244443j -0.00568814+0.000753435j -0.0101509+0.00141192j -0.0078113-0.00502316j -0.0061098-0.00488391j -0.00372244+0.00269669j 0.0218824-0.000351428j 0.0159743+0.0072045j 0.0055811-0.00121583j -0.00719647-0.00254532j -0.0135137+0.00488481j 0.0287028+0.000512234j 0.0343326+0.00675201j 0.0249108+0.00434331j 0.0285355+0.000775925j 0.00448167-0.00118659j -0.000835209+0.000554688j 0.000476733+0.000532902j 0.00292082+0.00151282j 0.00973362+0.000379106j -0.00396512-0.00163061j 0.00690136+0.00165718j -0.00522442-0.00135803j 
-0.00288419+0.00272198j 0.0041437+0.00783403j -0.0185249-0.0108241j -0.0199606-0.000344434j 0.139316-0.00647834j -0.0777533-0.00296837j 0.138677+0.000619229j -0.0283698+0.00110062j -0.242126+0.00101547j -0.0425943-0.00204322j -0.190643-0.00375621j -0.0272668-0.000188988j 0.140919+0.00245364j 0.11382+0.00165376j 0.157139+0.00337492j 0.0848748-0.00117842j -0.137181+0.0011863j -0.0470424+0.000213696j 0.0203332+0.00405046j -0.0487143+0.00177711j -0.0282563+0.000927901j 0.203615+0.00301436j 0.0148728+6.23058e-06j -0.121786+0.00205492j -0.00898837-0.00468839j 0.178281+0.00351562j -0.254891-0.00038007j -0.0488654-0.00146913j -0.242742-0.00173708j -0.198806-0.00142397j -0.136062+2.09598e-05j 0.392999-0.00100068j 0.072178-0.00211771j -0.127813+0.00326499j -0.070178+0.000369251j -0.0332307-0.00163702j 0.169501-0.00392063j 0.078756-0.0022397j 0.208689+0.00519666j 0.0107461-0.00327513j -0.029416+0.00440829j 0.118037+0.00503102j 0.00345378-0.000916199j 0.0366621+0.00513693j -0.00409747-0.000940579j 0.0732749+0.00370291j -0.0183315+0.00413599j 0.0465543-0.00293227j -0.0139475-0.000966492j -0.0149543-0.002076j -0.0231364+0.00279405j -0.0102005-0.00266281j 0.0415609+3.86665e-05j 0.0137344+0.000657975j 0.0277001-0.00168907j -0.0169451+0.00170299j -0.0262447-0.000324553j -0.013311+0.000146918j 0.0127885+0.00210108j 0.00151924-0.000365933j 0.00271358+0.00128321j 0.034793+0.00152011j -0.0258793+0.000575617j -0.00237971-0.000389529j -0.0167022-0.00148181j -0.00739253+0.000957194j -0.0351659+0.00126732j -0.0101907-0.00149969j -0.00941442-0.00548617j 0.00532048-0.000389507j -0.00722348-0.00138099j 0.0229884+0.00469297j -0.0077334+0.000950449j 0.0146209+0.00365988j 0.00513049+0.00241014j -0.0017102-0.000144422j -0.00141447+0.000441516j 0.00777701+0.000993053j -0.00391778+0.000367828j 0.00542025-0.00395421j 0.00323967+0.000759481j -0.0102088-0.000544837j 0.00574944-0.00378658j -0.00564807-0.00054403j -0.00717893-3.84368e-05j 0.00620475-0.00508519j 0.00750869-0.00364928j 0.0285349+0.00836172j -0.0113294+0.00031817j 0.0269772+0.0023626j -0.0424326+0.00231777j 0.0268221+0.00409274j 0.0199907+0.00386704j 0.0320299+0.00217084j -0.0119354-0.00102306j 0.0116245+0.00601328j 0.00229202+0.00125334j 0.00732364+0.001217j 
-0.00488898-0.00495471j 0.00157998+0.0043267j -0.00817062-0.000316395j -0.0255105-0.00102724j 0.091745-0.00254415j 0.0180688-0.00210383j 0.12854+0.00114622j -0.0849313+0.00431273j -0.129603-0.000281732j 0.041571+0.000723863j 0.135626+0.000449134j -0.0895994+0.000502359j 0.107935+0.00232784j -0.0287834-0.00164346j 0.146797-0.000900552j -0.00935138+0.00156891j 0.240491+0.000155148j -0.149985-0.00193303j 0.176862+0.00299885j -0.297512-0.0033658j 0.00492489+1.75029e-05j 0.0516829+0.000202829j 0.128946+0.00317616j -0.07491+0.00138526j -0.188502+0.000545831j -0.213185-0.00152295j 0.086498-0.00126094j -0.298825-0.000148705j 0.341232+0.000201992j -0.160469+0.00118613j 0.0918992+0.000224686j -0.0233885-0.00232009j 0.283464-0.000771252j 0.0259513-6.13226e-05j -0.0110375+0.00180971j -0.166918+0.000388353j 0.11151+0.00197688j 0.0403623-0.000355913j 0.0423023+0.00183467j 0.0207718+0.000369119j 0.138095+0.00339945j -0.00215135+0.00207913j 0.0543528+0.00117275j 0.0226545-0.00484407j 0.0363526+0.00272415j -0.0452794+0.00241761j -0.0675609+0.00350114j 0.0275926+0.00212599j -0.0150852-0.00392496j 0.00642789-0.000646498j -0.00983328+0.000808844j -0.0317885-0.000233596j -0.0196137-0.000887515j -0.00928585+0.00166394j -0.0123752+0.00144685j -0.0112619-0.00186398j -0.0167152-0.000542553j -0.028821+0.000657699j -0.011521-0.00338888j -0.00145413-0.00120828j -0.00858024-0.000621328j -0.0106928+0.000777728j -0.0118411+0.00137671j -0.0111329+0.00337967j -0.0199389+0.00131605j 0.00563858+0.00120378j -0.00184034-0.000695964j -0.0148541+0.00026281j -0.0066-0.00299442j 0.000132407+0.001752j 0.0123925+0.00259154j -0.00809858+0.000224426j 0.0347829+0.00464757j 0.00180498+0.00268431j 0.0103964-0.000566611j -0.00586059+0.0010565j -0.00305518-0.000298981j 0.00706977+0.000647063j -0.00242912-0.000975893j -0.00267544-0.00227347j -0.00571374+0.00117045j 0.00787899-0.00190993j -0.00124818-0.00314032j 0.00857439-0.00158175j 0.00713612+0.00258295j -0.00862498+0.00151118j -0.0191047-0.00269523j 0.018143-0.00121299j 0.0220259+0.000908756j 0.00702751-3.30407e-05j -0.00598989-0.0024211j -0.0259411-0.00128016j 0.0330314+0.00492356j 0.0042627+0.00111226j 0.00472-0.000262846j -0.0138748-0.00161845j -0.000910616+0.00187114j 0.00856491+0.00378171j 
-0.000390212+0.00541246j 0.00184999+5.50232e-05j -0.0152694-0.000761027j -0.0031177+0.00268034j 0.0181413+0.000742284j -0.00596329+0.00167957j 0.0903476-0.000470995j 0.0182103-0.000387244j 0.0666628-0.00245283j 0.0713395-0.000383515j 0.0566985-0.00208894j 0.00885257-0.000227313j 0.0476339-0.000797269j 0.194186-0.00179302j 0.0197381-0.00165642j -0.0665692-0.00359703j -0.0453718+0.000986302j 0.202028+0.0021476j -0.035691-0.00325326j -0.0579444-0.000575321j -0.0925208-6.75064e-05j -0.367403-0.00160168j -0.00814051-0.000385714j -0.0730905+0.0011804j -0.157148-0.000706326j 0.229642+3.95664e-05j -0.281889-0.00325692j -0.154104-0.000689809j 0.279163+0.00101591j 0.356431+0.000635107j -0.0913034-0.00158439j 0.223497-0.000937515j 0.0639994+0.00136299j -0.094684-0.00309023j -0.181957+0.000365092j -0.135632+0.00165734j -0.139999-0.00401938j 0.0757189+0.000206824j -0.193954-0.00615694j 0.0858498-0.000477887j -0.0156371-0.00138159j -0.0316755-0.00289592j -0.0718303+0.000746741j 0.00105457-0.00157668j -0.0295623-4.80581e-05j 0.014424-0.0017315j -0.0066841-0.000804571j 0.0379075-0.00112688j -0.00815654-0.00117549j -0.00993563-0.000419937j -0.0108534+0.00085937j 0.0244571-0.00360903j -0.0179224+0.00300155j 0.0149008-0.0014331j -0.0094941+0.00514677j 0.00135588-0.00243042j -0.0056632+0.000625833j 0.00546068-0.000428158j -0.016398+0.000458054j -0.0139795-0.00166687j -0.0118135+4.40534e-05j 0.000905892+0.00233195j 0.00765957+0.00233174j 0.00163832+0.00206101j -0.0117564+0.0021547j 0.00258567+0.00188739j 0.00951084-0.00600781j 0.0069401-0.0020198j -0.0119711+0.00400371j -0.00790589-0.00100097j 0.016082+0.000393853j 0.00916048-0.00150326j 0.000502016+0.000625639j 0.00960493-0.000778283j 0.0182188+0.00171271j 0.017411+0.00254333j -0.00624016-0.00695231j -0.000352776+0.00102872j -0.000219944-0.00145668j -0.0185375-0.00052615j 0.0107871+0.00337185j -0.00585204-0.0011759j 0.0141674-0.00346659j 0.0250745+0.00371043j 0.0106674+0.00623001j 0.0193587+0.000505439j -0.0276174-0.00338065j -0.0148161-0.00470004j 0.00137016-0.00192282j 0.00949587+0.00262597j 0.011154+0.00417633j -0.00243876-0.00098108j -0.0216629-0.0034252j 0.0102759+0.000126706j -0.00970451-0.000251005j -0.00352798-2.85495e-05j -0.00976628-0.00234942j 0.00426329+0.00144743j 
0.00182787+0.00684251j 0.00196646+0.00609251j 0.0068806-0.00246007j 0.0167779-0.00289705j -0.0421179-0.00581028j -0.0224458+0.00202164j 0.0326357+0.00132974j 0.0819446-0.000873527j -0.0488358-0.000783018j -0.0767888+0.000767656j 0.0323488-0.00305811j 0.163849-0.00287269j -0.017277+0.0020877j 0.0838654+0.00221743j 0.0532075+0.00075304j -0.232367-0.000553493j -0.117674+0.00025121j -0.293889-0.000733878j 0.0408715+0.000970513j 0.118235+0.000808126j 0.135995+9.5863e-06j 0.0396933+0.000180506j 0.178402+0.000547823j -0.250711+0.001268j -0.115639+0.00152428j -0.0448762+0.000866893j 0.288951+0.00111842j 0.178955+0.00180613j -0.015047+0.00178298j 0.244244+0.00117474j 0.018595+0.00327045j -0.00424714+0.000979764j 0.311141+0.00225255j -0.274764-0.00301357j 0.230607+0.00479143j 0.0779999-0.000802156j -0.166534-0.00448615j 0.160616+0.00156215j -0.0316233-0.00028936j 0.0132236-0.00175338j -0.0310746+0.000916028j 0.0950025+0.00104428j -0.0118765-0.000790515j -0.00144262+0.00479288j -0.00147912+0.000803122j 0.0155191+0.00132589j -0.00326087+7.03918e-05j 0.014637+0.00101116j 0.0301388+0.000752903j -0.0199428-0.000521554j -0.00525755+0.00219828j 0.00423898+0.00221021j 0.00491086+0.00158862j -0.00209233+0.00185794j 0.0105521-0.000703038j -0.0207301-0.00131447j -0.010811-0.00171637j 0.00322814-0.00108917j -0.00812954+0.00171305j -0.00783609+0.00168822j 0.0089294-0.00129998j 0.0192852+0.00212911j -0.0206431+0.000761712j -0.00717291-0.00227516j -0.00848416+0.00134118j -0.00434881+0.000234712j 0.0100754+0.000192042j -0.006302+0.000128209j 0.0142985+0.00089589j -0.00341371+0.0012671j 0.0037177+0.00159596j 0.0375527+0.00114934j 0.00189605-0.000990088j 0.00557496+0.00216399j 0.0140463-0.000699743j 0.00749676+0.00332099j 0.00177628+0.000750672j 0.00118075+0.00191505j -0.0185104-0.00245367j 0.0128066+0.00126959j 0.00152612+0.00232891j 0.0101584+0.00510099j -0.00859415-0.00064549j 0.00636415+0.00157725j 0.00550404+0.00139283j 0.00237859-0.00283168j 0.00121797+0.00102604j -0.0320491-0.000774143j 0.00648052+0.00108833j 0.015012+0.00259767j -0.0078447+0.00158279j 0.0151628+0.00158481j 0.00136321+0.000432179j 0.0109598+0.00174821j -0.0126552-0.000894085j 0.0111036+0.00374478j 0.00249785+0.00149656j 0.0109461+0.00155505j 
-0.000266947+0.000944615j 0.00148336+0.00154878j -0.0021528-0.00031311j -0.00396474+0.0013363j 0.0261518+0.00069557j -0.040736+0.000470433j -0.0187067-0.000110382j -0.00308581+0.000257486j 0.0112535-0.000895963j -0.0694948-0.00110899j -0.137506-0.00162154j -0.00110803+0.00144853j -0.101465-0.000920067j -0.239255+2.51249e-05j 0.155172-0.000278089j -0.0362219-0.00187228j -0.224939+0.000544565j 0.0129903+0.00235141j 0.0189173-0.00199155j -0.121518-0.00183736j 0.249822+0.000146524j 0.0941642+0.000815501j -0.204343-0.000605908j -0.0396116+0.00110499j 0.327522+3.94166e-05j 0.00276092-0.00030254j -0.239812+0.000579814j 0.0143104-0.00139514j 0.252494+0.00188443j 0.111606+0.00216816j 0.209358+0.00045848j 0.133405-0.0021686j 0.275245+0.00233218j 0.196019+0.000249559j 0.241351+0.000132615j 0.267298+0.000461989j 0.0511214-0.00218132j -0.112331-0.000321041j -0.0487062-0.00300228j 0.0606527-0.0018412j -0.0240312-0.000418793j -0.0230399-0.00179625j -0.0310144+0.00103729j -0.0225523-0.00208124j -0.0117284+7.35504e-05j 0.00719963-0.00128275j 0.0117146-0.000849569j 0.0104757+5.26781e-05j -0.0252031+0.000257886j 0.0206178-0.000911795j -0.0102207-0.000365313j 0.0250411-0.00275237j 0.00939773+9.49122e-05j 0.0162755-0.00148096j 0.0106162-4.65198e-05j 0.000923433+0.00112386j 0.00846003+0.000723776j 0.00177014-0.000689512j 0.0132029+0.00219138j -0.01831+0.000963314j -0.0110511+0.00394899j -0.00818917+0.00107997j 0.00459281-0.000542562j 0.0158484+0.000764249j -0.0128867-0.00334625j -0.00883402-0.000758954j 0.00249056-0.000526442j -0.0155756-0.00127819j -0.00904247+0.000844j -0.0188809-0.00375609j -0.000605037+0.00155783j -0.00280832-0.000545118j -0.00818226-0.00262628j 0.00526499-0.000580789j 0.0030341-0.00164591j 0.00166761-0.00314756j 0.00521396-0.000589733j -0.0072367+0.000110343j 0.0116281-0.000506932j 0.00463524-0.00258831j 0.00314955-0.000666812j 0.016161-0.00113161j 0.00672804+0.00175912j 0.0210609+0.00327041j 0.0158588+0.00175245j -0.00734481+0.000198756j -0.00582661-0.00292992j 0.0168667-0.0014242j -0.0166806-0.00132833j -0.00979064-0.000239162j 0.00294532+0.00172013j 0.00863834+0.000311669j -0.013603-0.00266954j -0.00164937-0.0011077j -0.00431762-0.000621305j -0.00805015-0.0016158j -0.0021167-0.00113215j 0.0011402+0.000713919j 
-0.000434467+0.00265476j -0.00310976-0.00613054j -0.0255924+0.0055657j 0.0288471+0.00271714j 0.0541399+0.00179434j 0.0534807+0.00124757j 0.0227482-0.00275061j 0.0207549-0.00254322j -0.115891-0.00316085j 0.213173+0.00312612j -0.115965-3.04034e-07j -0.120948-0.000604034j -0.19383+0.000867429j 0.186304+0.00104713j -0.0219174+0.00296338j -0.280519-0.000395296j 0.0155675-0.00102115j -0.151051+0.000783787j 0.208335-0.00344765j -0.245163+0.00133563j -0.205376+0.000399747j 0.229571-0.00112539j 0.0769148-0.0011272j -0.100954-0.000208153j 0.0385758+0.000370842j -0.131886-0.00261275j -0.213862+0.00107112j 0.063726-0.000730216j -0.106675+0.000443156j 0.203559+0.0012161j 0.282999+0.00345794j 0.00617145+0.00304714j -0.305691+0.00128321j -0.0591537-0.00342732j 0.0940378-0.000126082j -0.154135-0.00310597j 0.029536+0.00126876j -0.126045+0.000179124j -0.0619788+0.00100989j 0.0292271+0.00236999j -0.0728232-0.00170842j 0.00439216+0.000504802j -0.00673873+0.00282615j -0.00762657+0.00132296j -0.0366989+0.00112254j -0.0068223-0.00379463j 0.0203544-0.00393135j 0.0163092-0.00288898j -0.0275854+0.00219445j -0.0104048-0.00192476j 0.0210737-0.00245934j -0.0331304+0.00241688j -0.0211674+0.000518727j -0.0388536-0.00120518j 0.0138981-0.000796066j -0.00871362-0.000955664j -0.0145192+0.000418212j 0.00163291-0.00187906j 0.0142544+0.00282278j -0.0382976+0.00273999j -0.0302705-0.000626571j 0.0205373-0.000897953j 0.00437371-0.00352334j -0.0176295-0.00411271j 0.022496-0.00258944j -0.0122812-0.00134309j 0.0297939+0.00293677j -0.0072813+0.00274557j 0.0284414+0.000662691j -0.0222823-0.00093213j 0.00513845+0.00156025j -0.00409834-0.00112964j -0.0183561-0.0012714j -0.00514248+0.00202694j 0.000221252-0.00310081j -0.0068427+0.00048872j 0.00622969+0.00296877j 0.00286703-0.000889487j -0.00072677+0.00122174j 0.00170269-0.00222839j -0.00686295-0.000533714j 0.0148543+0.00212944j 0.0146426+0.00282663j -0.00048493+0.000541076j -0.00637125-0.00510516j -0.0137731-0.000338962j 0.0211481+0.00238095j -0.0221879+0.000316989j 0.0178283+0.00266668j -0.0151207-0.00168789j -0.016384-0.00326101j -0.00299364+0.0024168j -0.0232527-8.76809e-05j 0.00159489-0.000357389j 0.0167894+0.00428685j -0.00485667+0.000899874j -0.0137538-0.00181727j 0.00198494+0.00186752j 
0.00528314+0.00553387j 0.00649003+0.00306769j 0.014383-0.00372436j -0.0145166-0.00108545j 0.010331+0.000234352j -0.115636+0.00328841j -0.100959+0.00134642j -0.0251176-0.00022824j -0.0837731+0.00217854j -0.307942-0.00262075j 0.101856-0.000767004j -0.225325+3.34813e-05j 0.0282563-0.00199327j 0.164906+0.00075518j -0.0315366-0.000469426j -0.0800874-0.000144639j -0.0238818-0.000632475j 0.0136594-0.000987071j -0.0830556+0.000558323j -0.203426+0.000105304j 0.0511626-0.00235321j -0.0730374-0.000388203j 0.308229-0.000880725j 0.157535-0.000412156j 0.226098+0.00275458j 0.217835+0.000121582j 0.165569+0.00204768j -0.0158672-2.09106e-05j 0.0978281+0.000831157j -0.151305+0.000704666j 0.40101+0.00108835j -0.00205286-0.000476717j -0.0349595+0.000353559j -0.103302+0.00219369j -0.271656-0.00181996j 0.0603491+0.000243036j -0.00131912-0.00304579j 0.0137764-0.0025078j -0.0184918-0.00345856j -0.0268499-0.00449061j -0.0895802-0.000156507j 0.0320676+0.000684406j -0.0110112-0.00136035j -0.0223562+0.00204912j -0.0266774-0.00120294j 0.0384302+0.000899374j 0.0195578-0.00125876j -0.0177029+0.00141613j 0.0192405-2.66755e-05j 0.0354154-0.000193938j -0.0376545+0.00169567j 0.0037846-0.000411872j 0.0505391+0.00088325j 0.00453727+0.000797447j -0.0064493-0.00134202j 0.0196484+9.60005e-05j -0.00492192+0.000317602j 0.0267337-0.00309993j -0.00902004+0.00178437j -0.0104168+0.00152634j -0.00803096+0.00057977j -0.00531893-0.00101893j 0.000986628-0.00144173j -0.000507197-0.000958449j -0.0329736-0.00231136j 0.00946787+0.000686119j -0.0152419+9.29992e-05j 0.00366767+0.00234011j 0.0120203+0.00316925j 0.00570065-0.000913878j -0.00920642-0.00311164j 0.00773487-0.000294233j -0.0134846+0.000129387j -0.00694257+0.00140262j -0.0141025-0.00188947j 0.00564264-4.46822e-05j 0.00906827-0.000204141j -0.0111016+0.00139555j -0.00121848+0.00364079j -0.00442298+0.00111838j 0.0106247-0.000897138j 0.0078089-5.09909e-05j 0.00487994+0.000483528j 0.00102221+0.000143061j -0.0144503-0.00187302j -0.0141411-0.00477892j -0.0142091-0.00201183j -0.00683976-0.00122015j -0.0160826-0.00175328j 0.0136449+0.00025111j 0.00268974+0.0024243j 0.0324393+0.00174823j -0.00667902-0.0035044j -0.00545673-0.00265965j -0.0105261-0.0015353j 0.0100671+0.000108273j -0.00140647-0.00287875j -0.00758075-0.00142608j 
