0.161657+4.57967e-16j 0.12035+0.0124229j -0.0972652-0.0988605j 0.0590215+0.0987247j -0.0373736+0.0189011j -0.0172252-0.0258526j -0.0252048-0.0922009j 0.0210116+0.102455j 0.0199135-0.0712403j -0.0235284+0.0184822j -0.00693092-0.0408497j 0.0170945-0.0185128j 2.62799e-05+0.0622799j 0.00224832+0.0144641j 0.0280304+0.0198945j -0.00274152-0.0217027j 0.085017-0.0133755j -0.0143661-0.011029j -0.0531787+0.0314956j 0.00942916+0.0549587j 0.103594+0.00798246j -0.0469504+0.021364j 0.0769514-0.0652761j -0.222232-0.0833147j 0.0545651-0.237876j -0.0767288+0.102038j 0.0755182+0.0988686j 0.0537082+0.0219948j -0.134174-0.10716j 0.0925491+0.026721j -0.0635128-0.0135895j 0.0363357+0.0537802j 0.0209943+0.0535597j 0.0114239-0.0411624j -0.00199455-0.00193581j 0.0191066+0.0451919j -0.00532219-0.0190714j -0.00699749+0.00232908j 0.0121686-0.0385971j -0.0174874-0.00589058j -0.00426751-0.0319617j 0.00619191+0.00692821j 0.020031-0.0165222j -0.00994344+0.0267514j 0.00586984-0.0349104j 0.0161106-0.00585822j 0.00693912-0.0176491j -0.0146086-0.0019894j 0.00524079+0.0207569j 0.044376+0.00655389j -0.0105818+0.0219464j 0.0108576-0.0207137j -0.0155904-0.0147645j 0.0105892+0.00377551j -0.0137982+0.0173148j -0.00590669+0.0246396j -0.00741399+0.00800931j -0.00560872+0.00287015j 0.0231585-0.0304886j 0.0125317+0.015624j 0.00419947-0.0573241j 0.0453453-0.111994j -0.048809-0.108543j -0.238598-0.0529464j -0.0201993+0.128857j 0.0239957-0.132471j 0.027108+0.0177738j -0.0230299-0.00625142j 0.136432+0.049552j 
0.0105892-0.00377551j -0.0477231+0.00353605j 0.0181889+0.0254168j -0.0251913-0.00080969j -0.0110559-0.0031115j 0.0394915-0.0218336j 0.0362005+0.0493385j -0.00691113+0.0193311j -0.0265349-0.0186742j 0.00226408+0.00846772j -0.0179905+0.0177225j 0.000422536+0.00403086j -0.00974612-0.0371186j -0.0069195+0.0153379j 0.00278132-0.0360466j -0.00180299+0.00455199j -0.00357616-0.0126413j -0.0065283-0.000865937j 0.00437196+0.0176094j -0.00371819+0.00934018j -0.0101034-0.0084202j -0.0115181+0.00444166j 0.0093244+0.00346553j -0.00722244+0.00625752j -0.0087098+0.00915873j 0.0213086-0.0135456j -0.00365698+0.0135242j -0.0192976-0.0161556j 0.0199625-0.0110312j 0.0771946+0.0170932j -0.0293947-0.041268j 0.0458168+0.0450661j -0.0559454-0.0101649j 0.0387487-0.0604008j 0.130923+0.0155986j 0.00935298-0.15793j -0.0162118+0.0677778j 0.0851309+0.211683j 0.11454-0.126501j 0.0339691+0.104135j -0.217564-0.00224805j -0.023824-0.266609j -0.0331225-0.106212j -0.119094+0.0757494j 0.062143+0.27707j 0.214494+0.00639676j -0.0063808-0.138374j 0.0466926+0.148922j 0.122612+0.052544j -0.0656765-0.0859762j 0.021853+0.0558138j -0.0847508+0.0260611j 0.105567+0.0198168j -0.0158058-2.2371e-14j 0.0164036-0.09228j 0.128141-0.013831j 0.0508618-0.0220558j -0.0579371-0.012688j -0.0803003-0.0300267j -0.0376914+0.0278609j -0.0123092-0.0206121j 0.0188132-0.0154281j -0.00090024-0.0691798j 0.0441435+0.0777447j -0.0082031-0.0323985j 0.00845497+0.0997577j -0.00492838+0.00362321j 0.0245912-0.0516135j 0.0038658+0.0588867j 
-0.0137982-0.0173148j 0.0192925+0.0261374j 0.00487067-0.0399352j -0.0355247-0.0137915j -0.0224079-0.069072j 0.000651614+0.0196335j 0.0171044+0.00270751j -0.0211351+0.001557j -0.0154087+0.00240129j -0.0152245-0.00212627j 0.02022-0.00752091j 0.0339969-0.0407616j -0.00662293-0.0180809j -0.0115713-0.00272941j -0.00177776-0.00902073j 0.00858385+0.0173681j -0.00365202+0.0170453j 0.00331688+0.0172923j -0.0232555+0.00542156j -0.0053197+0.0096594j 0.0101212-0.000966431j -0.00376014+0.0169843j -0.0139851+0.00114998j -0.00391011+0.00339409j -0.000164244-0.0126014j 0.0143324+0.00766221j 0.000643051+0.00848788j -0.00923897+0.0151504j -0.011695-0.019762j -0.0287237-0.0385384j 0.0175237+0.0216678j 0.0167968-0.0493939j -0.0535336-0.0366113j 0.00850727+0.201077j -0.0408689+0.0141986j -0.103745+0.00790324j -0.120855-0.0430222j 0.0923331+0.134834j -0.0099698+0.122954j -0.0999098-0.165261j -0.0557307+0.138624j -0.0389593+0.14569j 0.0625595+0.0759158j -0.310732+0.0909011j -0.0656908-0.00671681j -0.035769+0.0780501j -0.120059+0.101977j -0.0165439-0.167219j 0.0819886-0.0566356j -0.0141302+0.0281001j -0.0150235-0.0855995j -0.0764285+0.0599674j 0.00830941+0.139049j 0.0164036+0.09228j 0.0056564+2.93515e-15j -0.0358808-0.0324201j -0.09981-0.103574j 0.00573978+0.0587941j 0.0299269-0.0814528j 0.058476-0.0149825j -0.0169787-0.0270853j -0.0430219-0.12828j -0.0669109+0.060225j -0.0826862+0.0438527j -0.0470504-0.0144046j -0.0547476+0.0460976j 0.0414461+0.00512518j 0.0225924+0.0181294j 0.0251065-0.0555449j 
-0.00590669-0.0246396j 0.00292749+0.00408923j 0.0147665-0.0166578j -0.00285869+0.0272403j -0.0640937+0.0319116j 0.0280847+0.058677j -0.0418539+0.0546455j -0.0169961-0.0190147j -0.0155714+0.000690475j 0.00424941+0.0123128j -0.0233893-0.00651306j 0.0113962-0.0124531j -0.00355724+0.0198963j 0.0204055+0.00900323j 0.00839552+0.00199884j -0.0175775-0.0166301j 0.00194149+0.0130686j -0.00565288-0.00109646j -0.00352945-0.0080541j -0.00820622+0.00136049j -0.00172351-0.00813678j -0.00454123+0.0094564j 0.00167889-0.00336066j 0.00738252-0.0149496j -0.00882127+0.0109565j 0.00573671-0.00954076j 0.0093004+0.00393516j -0.00926831-0.00359881j 0.00157415-0.0119387j -0.0610553-0.0225795j 0.00722689+0.0397251j -0.00621428-0.0345927j 0.00353297+0.074391j 0.148413-0.0452542j -0.00693374+0.16427j 0.08872-0.0679083j -0.0697425-0.0832145j -0.132167+0.0116044j 0.254975+0.147271j -0.097516+0.0878469j -0.206209+0.0116253j 0.0791163-0.0589206j 0.00766205-0.0656755j -0.0462188-0.0532585j 0.0343133+0.0905484j -0.0679135-0.00779529j 0.120406-0.0644145j -0.0966344-0.0853878j 0.0263321+0.0230689j 0.0508902+0.0106785j -0.024145-0.00897788j 0.0365625+0.0131494j 0.04559-0.0188708j 0.128141+0.013831j -0.0358808+0.0324201j 0.0798954-9.7769e-15j 0.00484124+0.00684171j -0.0795516+0.0676177j 0.0310191+0.051046j -0.120282-0.0620855j -0.0567873+0.0320492j 0.0507103+0.0330064j 0.00541762+0.0727589j -0.0395463-0.0698776j -0.0328687+0.0161789j 0.0295934-0.0377462j 0.0172736+0.0229397j -0.0182834-0.0124329j 0.0220375-0.0461635j 
-0.00741399-0.00800931j 0.00205589-0.00817226j 0.0276694-0.0160114j -0.0151213-0.0168233j 0.000250687-0.0278682j -0.0145384+0.022185j -0.0166396-0.0601805j -0.0273876+0.00714206j 0.00188873-0.000648401j 0.00769993-0.0104844j 0.00612315-0.00212312j -0.0231636-0.0275677j 0.0157586-0.0172914j 0.020696+0.0245512j 0.00903717-0.0216131j 0.00612099+0.00535046j 0.00423684+0.00942631j 0.0067099-0.00170483j 0.00790766-0.00514392j 0.0056385+0.00303338j 0.00279056+0.00508988j 0.00694687+0.00283122j -0.00093233-0.0073261j 0.00359971+0.00445009j 0.00309395+0.0047842j -0.00314632-0.00979886j 0.00429913-0.0036228j -0.00142031-0.0026442j 0.00569381+0.00126476j -0.0260469-0.0342668j -0.0146853-0.00185526j 0.0518357-0.0258816j -0.0230873-0.02614j 0.011486+0.0622587j 0.0129598+0.0458783j 0.0334603+0.232225j 0.0224585+0.00294362j 0.0417343-0.178561j -0.0177691+0.00249055j -0.127432-0.0978937j 0.0730239-0.243031j -0.156388-0.267279j 0.0363357-0.0864186j 0.0606658-0.102169j 0.0508861+0.28235j 0.0829797-0.142004j 0.179582-0.0347021j 0.0012407-0.0420738j 0.0736304+0.0891704j -0.0090113-0.0560652j 0.167016-0.0905106j -0.0282507-0.0587352j 0.0352318-0.00845227j 0.0508618+0.0220558j -0.09981+0.103574j 0.00484124-0.00684171j -0.0388751-2.22045e-16j 0.0203666+0.0290008j 0.0217922+0.0541996j 0.013629-0.0254565j 0.0224195+0.0287854j 0.00257018-0.0401354j -0.0540184-0.0138616j 0.000761807+0.0248636j 0.0525216+0.0208303j 0.00728504-0.0583568j -0.0158898+0.0163102j 0.0035786-0.0308732j 0.0171483-0.00131306j 
-0.00560872-0.00287015j 0.0454735+0.0490383j -0.066962+0.0139074j 0.0595033+0.0570732j 0.0046978-0.0329889j -0.0326023-0.0266103j -0.00379913+0.0241956j -0.0168664+0.0171421j 0.00550699-0.0480706j -0.0171788+0.00389746j 0.0234744-0.0344261j 0.0130474+0.0129802j -0.00570933-0.0243287j 0.00215515-0.00440484j 0.0074343+0.00919309j 0.000582366+0.0103276j 0.00574813+0.00311239j -0.0115074+0.00803319j -0.0043088-0.00946101j 0.0059832-0.00787977j 0.00121044+0.0070615j -0.00462812-0.0114294j -0.00296843+0.00466188j -0.00411872-0.00823057j 0.00113826-0.0123418j -0.0111735+0.0120203j -0.00252449+0.00693326j 0.0300146+0.018764j -0.0193844+0.00530388j -0.0324056-0.00616563j 0.0463614+0.0472485j -0.157644+0.0212163j 0.128885+0.125763j 0.0183761+0.14227j -0.0986032-0.0890743j -0.108445-0.144233j -0.113524+0.0820211j -0.0459621+0.0503068j 0.0166002+0.0720005j 0.00110043-0.0479964j -0.0512739-0.423225j 0.115107-0.133309j -0.241354+0.0152271j 0.102329-0.125064j 0.167339-0.0495928j -0.0143519-0.0603325j 0.131122+0.120598j -0.00404643-0.0313244j 0.109443-0.116185j -0.0595813-0.0237049j 0.0375743+0.0496181j -0.0661885+0.0982679j 0.0739028+0.0914612j -0.0579371+0.012688j 0.00573978-0.0587941j -0.0795516-0.0676177j 0.0203666-0.0290008j 0.03122-2.02616e-15j -0.0493843-0.00607801j 0.0453894+0.00982778j -0.0309223-0.00731798j 0.00930823+0.0883792j 0.0146838+0.0493272j 0.000528445-0.0451472j -0.0703384+0.0325813j -0.0138659-0.0211293j 0.0300815+0.0445614j -0.00259973+0.097713j -0.013376-0.050483j 
0.0231585+0.0304886j -0.0189292+0.0330712j 0.0494313+0.0379267j 0.0435792-0.0544086j -0.00563326-0.0106696j 0.0149018-0.00471879j -0.0235211+0.00220855j -0.0163048-0.00764223j 0.0340202+0.00430374j -0.00771066+0.000969843j 0.0188421+0.0174356j -0.0128511+0.0135753j 0.0226941-0.0186977j 0.000706308-0.00356878j -0.00389683-0.000234348j 0.00148843-0.00022451j -0.0116797-0.0102338j 0.00126755-0.00450996j 0.00399499+0.00590633j 0.00111456-0.00622354j 0.0134908-0.0020122j -0.00423073+0.0002081j -0.00183862+0.0069796j -0.00169754+0.00133891j -0.00230143+0.00481095j 0.0204498-0.00549959j -0.0133779+0.0158591j -0.00787701-0.00132376j 0.0190398-0.00806042j 0.0395395+0.0113781j -0.016616+0.0305694j 0.100802+0.0428143j 0.122269-0.118261j 0.0916777+0.0892915j -0.0192189-0.0403289j -0.00222934-0.0311726j -0.23781-0.0424411j -0.0725808+0.0852881j -0.0342453+0.0738254j 0.0732132+0.248419j -0.00269113+0.0711166j 0.124747+0.0709363j 0.0951502-0.105537j -0.10021-0.1295j 0.0597348+0.143959j -0.0664318+0.0658048j -0.119335+0.00311796j 0.0757952-0.151762j -0.0231382+0.028301j -0.199627+0.0127945j 0.143927+0.0592175j 0.0736178-0.0331367j 0.0557625+0.059219j -0.0803003+0.0300267j 0.0299269+0.0814528j 0.0310191-0.051046j 0.0217922-0.0541996j -0.0493843+0.00607801j 0.0981073+3.88578e-16j 0.0373184-0.00671651j 0.112339-0.0251424j -0.0768172+0.0560429j -0.00476634+0.0422102j 0.0015212+0.0393359j -0.0741376-0.0130904j 0.0364537+0.0502212j 0.0464489+0.0673043j -0.00573415-0.000689154j 0.0285305+0.0357237j 
0.0125317-0.015624j -0.0610434-0.0391659j 0.071812-0.0297143j -0.0316595-0.111296j 0.00742522+0.0159383j -0.0102818+0.00563845j -0.030885+0.0132276j -0.0179495-0.0452475j -0.00229274-0.00376632j -0.00160921-0.0147674j -0.00357245-0.00624087j -0.000746763-0.0228442j -0.0109416-0.00722205j -0.00888226+0.00757026j -0.0149685-0.0057006j 0.0191935+0.00194421j 0.0027465-0.0102531j -0.00206599+0.0121139j -0.0028054-0.00908608j -0.00719817+0.0179522j -0.00717779-0.0163311j 0.0052852+0.0129445j -0.00742458+0.0132299j 0.00533976+0.00229783j -0.00209033-0.0100253j 0.0121631+0.00332767j -0.00640706+0.00538014j -0.0163989-0.000597932j 0.00102846-0.00527969j 0.064895+0.0410234j -0.0310455-0.0655192j 0.161357-0.0990906j -0.119022-0.229546j 0.00669393-0.10686j -0.130288+0.0219598j 0.088305-0.0829812j -0.134636-0.018191j -0.0222765-0.0835583j 0.0790609+0.176373j 0.0526645-0.0664455j -0.0402976+0.0560808j 0.0462034-0.169247j -0.197164-0.0187945j -0.0945478-0.136122j -0.0582761-0.211449j 0.0429041-0.0388079j 0.0631872+0.0968182j 0.057512+0.0505169j -0.0730323+0.0873335j 0.0624036-0.0788855j -0.0748126-0.0146496j -0.0187447-0.0140276j 0.0122557+0.00203615j -0.0376914-0.0278609j 0.058476+0.0149825j -0.120282+0.0620855j 0.013629+0.0254565j 0.0453894-0.00982778j 0.0373184+0.00671651j -0.093297+1.03695e-13j -0.0749793-0.0454013j -0.0469537-0.0545148j 0.0574813+0.00944939j 0.0791747+0.0316974j -0.0179763-0.0851131j -0.00988466+0.0841409j -0.0127664-0.0311873j 0.0157433-0.015283j -0.022567+0.0479852j 
0.00419947+0.0573241j -0.00375116+0.0138553j -0.0157516+0.0143462j -0.00356033-0.046161j 0.0479863-0.0363028j -0.015593-0.0254984j 0.0311494+0.0125957j -0.0388786-0.00169518j -0.0131646-0.000829366j -0.015151+0.00884225j -0.0122107+0.00642511j 0.00506325-0.0134372j 0.00449704+0.0169051j 0.0121333+0.00914892j -0.00910234+0.0104794j -0.00577086-0.00547826j -0.0142092-0.00141444j 0.00453058-0.00206694j -0.00328622-0.0220532j -0.00159183-0.0141893j -0.00522109+0.00793412j 0.00746571-0.00639011j -0.00325104-0.00706437j 0.00410088-0.00424657j -0.00396919+0.00364955j -0.00658607+0.00244589j 0.0100758-0.00933951j -0.0147686+0.0308581j -0.0187579-0.00911988j -0.00573232+0.0430996j -0.012087+0.0637304j -0.00967651-0.00225601j -0.0189783-0.102711j -0.0840442+0.14016j -0.0755093-0.0416789j -0.195041-0.0627735j -0.0986684+0.0398469j 0.0484811+0.0701954j -0.0530704-0.216538j 0.0636621-0.100266j 0.00699927+0.039906j -0.00895865-0.0644241j 0.193663+0.123408j -0.0576113-0.156818j -0.0947992+0.0894455j -0.0297384+0.0763282j 0.0609822+0.0569657j -0.0413875+0.16042j 0.056718-0.0659169j -0.126085-0.107542j -0.0515511+0.017138j 0.0110576-0.106724j 0.0039699+0.0426274j -0.0123092+0.0206121j -0.0169787+0.0270853j -0.0567873-0.0320492j 0.0224195-0.0287854j -0.0309223+0.00731798j 0.112339+0.0251424j -0.0749793+0.0454013j 0.0244151+3.0656e-14j 0.00159576+0.00748564j 0.0160196+0.0335297j 0.00757492-0.0364515j -0.0323152-0.0111586j -0.010687-0.0290972j 0.100502+0.0902327j -0.0597195+0.0413518j -0.0040178-0.0550134j 
0.0453453+0.111994j 0.0640374-0.00571639j -0.0500634-0.142006j -0.0429425+0.00080632j -0.0405737+0.0220653j 0.00132802+0.0369366j 0.0120459-0.0187573j -0.010121+0.00824627j 0.00856173+0.0138139j -0.00676958-0.00634548j 0.00558917+0.0095618j 0.013947+0.0163843j 0.00877375+0.00195049j -0.00190959-0.00713296j 0.0183419+0.00248179j -0.0142544-0.00404949j 0.00284982+0.00313356j 0.017431+5.82509e-05j -0.00593345+0.0030769j 0.00726722-0.000273608j -0.00388381+0.00120528j 0.00105876-0.00255172j 0.00711903+0.00789339j -0.00499024-0.00506798j -0.0162364-0.00870929j -0.0174516+0.00667362j -0.00412289-0.00366853j 0.0428583+0.0299638j -0.0119149+0.0325194j 0.0503841+0.13539j 0.0788049+0.00352766j -0.180266-0.368418j -0.170659+0.0340512j 0.250694-0.0215307j 0.0650086+0.0819631j -0.131056-0.0296229j 0.00868634-0.0681706j -0.182963-0.0113972j -0.0424901+0.0366514j 0.238946+0.0445588j -0.103888+0.0631678j 0.0344417+0.0129995j -0.0630925-0.0680744j 0.128932+0.0159633j -0.0333001-0.0718277j -0.0187848-0.115314j -0.0283742-0.020025j 0.0639901+0.0445282j -0.0316591+0.0508073j 0.0751603-0.138037j -0.042706-0.061964j 0.00316702+0.0468034j -0.0385455+0.040645j 0.0188132+0.0154281j -0.0430219+0.12828j 0.0507103-0.0330064j 0.00257018+0.0401354j 0.00930823-0.0883792j -0.0768172-0.0560429j -0.0469537+0.0545148j 0.00159576-0.00748564j -0.0688535-1.11022e-15j 0.00668826-0.0664898j 0.0790187+0.0196052j 0.0241793-0.0295776j -0.0681822-0.0454312j -0.0129021+0.134999j -0.0151461+0.0956842j -0.00354764+0.0170638j 
-0.048809+0.108543j 0.184939+0.0221807j -0.0112495-0.00185614j 0.0174774-0.0599573j 0.0407163+0.0214188j 0.0134634+0.0246279j -0.00868479-0.026895j -0.00102653+0.0229912j 0.0216458-0.010684j 0.000455043+0.0124582j 0.0095675-0.0148503j -0.00754293-0.00224148j 0.0120391-0.00333669j 0.00942217-0.0179201j 0.0070232+0.00797678j -0.00643893+0.00901741j 0.00769268+0.00716715j 0.00583614+0.00601j -0.00906673+0.00983236j 0.00261147-0.0130792j 0.0127363+0.0019327j -0.00550932-0.00745631j -0.00360158+0.00836614j -0.00904237-0.00124769j -0.00134309-0.0194894j -0.00580635+0.0294314j -0.00100424-0.00102727j 0.0283039+0.0098357j -0.0265719+0.0126934j -0.126503+0.125265j 0.190674+0.0658928j 0.054675+0.00550705j -0.0289441-0.20561j -0.182839-0.155249j -0.00729855+0.0211476j 0.237026+0.26035j 0.0994869-0.0149326j -0.0259148+0.100784j 0.187227+0.0154191j 0.00279284-0.039828j 0.102664+0.118623j -0.0390883-0.255668j -0.105153+0.0772658j -0.0750143-0.0411258j 0.0246657-0.15377j 0.083289+0.0696743j -0.0210053+0.0418492j 0.0206214+0.00190442j 0.0775545+0.0645063j 0.00758579-0.0360454j -0.0191039-0.0755177j 0.0396341+0.0380797j 0.0224542-0.0424291j -0.00090024+0.0691798j -0.0669109-0.060225j 0.00541762-0.0727589j -0.0540184+0.0138616j 0.0146838-0.0493272j -0.00476634-0.0422102j 0.0574813-0.00944939j 0.0160196-0.0335297j 0.00668826+0.0664898j -0.0127842+1.66533e-16j -0.0888012-0.00488708j -0.034113+0.0271491j -0.0125158-0.0103061j 0.0392638+0.0228897j 0.00945714+0.0524312j -0.039458-0.112627j 
-0.238598+0.0529464j -0.0360445+0.198232j -0.0496868+0.0191056j -0.0469151-0.0270693j -0.0085177-0.0283729j 0.0112743-0.0330504j -0.00618912-0.0115815j 0.033814+0.0257038j 0.00115942-0.0123341j 0.00518417-0.0144748j -0.00217154-0.0244375j -0.0151604-0.00183319j 0.0189516-0.00963715j -0.0132237-0.021595j 0.00923483+0.00409601j -0.00184704+0.00690477j 0.00548471-0.000406434j 0.00375613-0.0101463j -0.00905675-0.00770175j -0.0135607-0.00713551j -0.00162541+0.00375769j 0.00302088-0.0204522j -0.00733722-0.0166348j 0.0111159+0.00425517j -0.0123163+0.0122425j -0.0177042+0.0048907j 0.0206382-0.0377997j -0.0222506+0.0494021j -0.0442962+0.00288358j -0.244176-0.0275347j -0.138742+0.264381j -0.106865+0.0178397j -0.0901479-0.013762j 0.0170936+0.0438055j 0.00102106-0.156289j -0.00681524-0.0171119j 0.0772406+0.122541j -0.141788+0.0034915j -0.0130761-0.0625361j 0.0127564+0.031315j -0.0654455-0.0747807j 0.00532297+0.0514266j 0.0239477+0.184612j -0.0076415-0.0244061j -0.138174+0.0104102j -0.0745953+0.0671971j 0.113836-0.0426571j -0.117287+0.0299864j -0.0898196+0.0363328j -0.0156772+0.0214201j -0.00936651-0.0617705j -0.0123552+0.0834704j -0.0842348+0.0279968j 0.0441435-0.0777447j -0.0826862-0.0438527j -0.0395463+0.0698776j 0.000761807-0.0248636j 0.000528445+0.0451472j 0.0015212-0.0393359j 0.0791747-0.0316974j 0.00757492+0.0364515j 0.0790187-0.0196052j -0.0888012+0.00488708j 0.0747925+5.82867e-16j 0.105939+0.00186025j -0.037287-0.0320085j 0.0918616+0.041023j -0.0565916-0.0552338j -0.012172-0.0323253j 
-0.0201993-0.128857j -0.0975191+0.0934064j 0.0157521+0.00413778j -0.0184708+0.0306014j -0.0277546+0.0071059j -0.0173903+0.00368047j -0.0103347-0.00179961j 0.0288721+0.002296j 0.00833509-0.00497104j 0.00537467-9.83163e-05j -0.000869004+0.0108848j -0.00290686+0.0114827j -0.00498253-0.00350517j -0.00598951+0.0130967j 0.000361591-0.00571556j -0.00478057-0.00413794j -0.0115991+0.00281628j -0.00606731-0.01568j -0.00470258-0.00156617j -0.00987042+0.0139644j -0.00677799+0.00580418j -0.00158438+0.00427252j -0.000894377-0.006458j 0.00811635-0.00885272j -0.0111193+0.0155414j -0.000571858-0.0164619j 0.0122592+0.00916543j -0.0141628+0.0193578j -0.0121728-0.0301314j -0.0114299-0.191231j -0.13996+0.0537545j 0.0988948-0.0186355j -0.090674-0.0328954j -0.0153714-0.13618j 0.0505165+0.0387242j 0.190587+0.171767j 0.196522-0.0567617j -0.0381819-0.0549623j -0.0993469+0.149766j -0.0799489-0.0865616j 0.00930248+0.163181j 0.011919+0.0579463j 0.160791-0.064892j -0.0106586-0.186794j -0.0177166+0.113431j -0.082384+0.072275j 0.0366811-0.00835833j 0.0719775+0.0220094j -0.00788252-0.000777721j 0.0264873-0.0961953j -0.0412308-0.0784255j 0.0192603+0.0291114j -0.0294091-0.00904528j -0.0082031+0.0323985j -0.0470504+0.0144046j -0.0328687-0.0161789j 0.0525216-0.0208303j -0.0703384-0.0325813j -0.0741376+0.0130904j -0.0179763+0.0851131j -0.0323152+0.0111586j 0.0241793+0.0295776j -0.034113-0.0271491j 0.105939-0.00186025j -0.103839+4.16334e-17j 0.0955439+0.0217116j 0.062398+0.085006j 0.00404069+0.0428446j 0.0284822-0.0423199j 
0.0239957+0.132471j 0.00837129+0.00236828j -0.00939285+0.0280284j 0.0424893-0.027771j 0.00262517-0.018691j -0.000369707-0.0127858j -0.0284729-0.0136785j -0.0318205-0.00223113j 0.00834575+0.0320052j -0.0234053-0.000532426j -0.00611556+0.00798628j -0.0100523-0.00361731j 0.00792658+0.00252171j -0.00243918-0.00553609j 0.00269222+0.00265002j 0.00655859-0.00174231j 0.0108629-0.00923185j 0.0110033+0.0201006j 0.00176875-0.00158182j 0.00821753-0.00220299j -0.00100621-0.00970653j 0.00047678+0.0041861j 0.00214983+0.0094473j -0.00423564+0.00660236j 0.00293343-0.0115767j 0.0064536+0.00394659j -0.0283239-0.00968996j 0.0207517+0.005308j 0.024299+0.0368169j 0.00428524+0.166521j 0.0519524+0.070009j -0.0313913+0.0197162j 0.0724971-0.124433j -0.069888+0.00431198j -0.112657-0.0293003j -0.0251905+0.201322j -0.212977-0.0198062j -0.0948825-0.286561j 0.00331527-0.0469901j -0.132928+0.115773j 0.114118+0.132361j -0.0351503-0.0484872j -0.0132629+0.0767163j 0.0698793+0.0589563j 0.0473937+0.00475372j -0.0630459-0.0599188j 0.000306598+0.0248377j -0.00642081+0.0199961j 0.0243683+0.000877304j -0.0767028-0.134287j 0.00638778+0.018869j -0.0129007-0.0331408j -0.0323713-0.0685525j 0.00845497-0.0997577j -0.0547476-0.0460976j 0.0295934+0.0377462j 0.00728504+0.0583568j -0.0138659+0.0211293j 0.0364537-0.0502212j -0.00988466-0.0841409j -0.010687+0.0290972j -0.0681822+0.0454312j -0.0125158+0.0103061j -0.037287+0.0320085j 0.0955439-0.0217116j -0.0526414+1.38778e-16j -0.0868749-0.0369393j -0.0113939-0.0264892j 0.067551+0.127201j 
0.027108-0.0177738j 0.0332712+0.0802314j 0.0173182+0.0293839j 0.0117673-0.00247381j -0.00872778+0.00116847j -0.00433587-0.0181025j 0.0105488+0.0349784j 0.00645818+0.0411969j 0.0327361-0.00531369j 0.00781751+0.0210761j 0.0126238-0.00622552j -0.00912616+0.000520086j 0.00385358-0.00660023j 0.00720405+0.00154527j 0.00196969+0.00757065j -0.0114613-0.00775589j -0.0128605-0.00523863j 0.00321955-0.00783876j -0.00429994-0.00843031j 0.0115573-0.00472008j -0.00615251+0.00639997j 0.0132315-0.00958153j -0.00656432-0.00542081j -0.00071246-0.00663335j 0.0074891+0.00283279j -0.0327136-0.00111189j -0.000809822-0.00542672j 0.0386729+0.036174j -0.0201202+0.00273337j -0.041612-0.0546324j 0.0422103+0.111773j 0.0597336+0.125499j 0.0276105-0.0451045j -0.108429-0.00767906j 0.118645-0.00748391j 0.0801671+0.0512613j 0.12747+0.392911j -0.152616+0.0869285j 0.0706145-0.0393879j 0.0831713+0.0707739j 0.172698-0.0247301j -0.0750785+0.0289223j -0.0184803+0.0271815j 0.0376296-0.0321145j 0.0592471+0.0633442j -0.0214685-0.0406192j 0.00921955+0.0216224j 0.0104357+0.01044j -0.0356426+0.0296681j 0.0224665+0.133255j 0.00106835+0.0159019j -0.0144619+0.0285301j 0.0402471+0.0769851j -0.00492838-0.00362321j 0.0414461-0.00512518j 0.0172736-0.0229397j -0.0158898-0.0163102j 0.0300815-0.0445614j 0.0464489-0.0673043j -0.0127664+0.0311873j 0.100502-0.0902327j -0.0129021-0.134999j 0.0392638-0.0228897j 0.0918616-0.041023j 0.062398-0.085006j -0.0868749+0.0369393j -0.0581154+2.77556e-17j 0.1046+0.127164j 0.0223816+0.0278906j 
