-0.105899-1.73472e-17j 0.0702231-0.00977762j 0.074414+0.104624j -0.0072063+0.0490179j 0.0104582-0.0426858j 0.0172776-0.0227782j 0.00173276-0.0487933j 0.0350932+0.0266511j 0.0322562+0.011302j -0.0120086-0.0377487j -0.0375902-0.0484674j -0.00660327+0.0325807j 0.0251499-0.00978581j 0.0247433-0.0186178j 5.88079e-05+0.00300607j -0.0212071-0.0416919j 0.0238068+0.0322002j -0.0511373-0.0290905j 0.0124156+0.0157875j 0.00516589+0.0210056j -0.0299017+0.016639j -0.0155491-0.0163345j 0.0330233+0.0234896j -0.0223368-0.00356061j 0.0562634+0.0250918j -0.0375556+0.00378947j -0.0114402+0.0161964j -0.000192031-0.00436444j -0.0317282-0.0142062j -0.0188463+0.008685j -0.0269862+0.0229852j 0.0258368+0.0296854j -0.0104779-0.0234713j 0.0138284+0.0235952j -0.0454269-0.00426742j 0.0260389+0.00688078j 0.00507552+0.000190281j 0.0277501-0.0184294j 0.0118483+0.0139836j -0.0163643-0.0399924j 0.00604129-0.0432622j -0.00501093-0.0232169j -0.00445935+0.0182094j 0.0379486-0.0265506j -0.0427866+0.0177073j 0.0263253-0.00725754j 0.0352177-0.00898172j 0.0102546-0.00446086j -0.0190103-0.0400228j -0.0367669-0.0239143j 0.00767251+0.0314973j 0.0738037-0.0495558j -0.00329064+0.0371525j -0.0170324+0.00104072j -0.0218695+0.0297007j -0.0950204+0.0347714j -0.0388645+0.120447j 0.0128631-0.0624791j -0.0111196+0.0394239j 0.0283622-0.0526972j 0.0189039-0.0518382j -0.0132476+0.0345583j 0.0309235-0.119968j -0.0228457-0.291696j -0.272949-0.176735j -0.360368-0.0316333j -0.00996354-0.100054j 0.270348-0.00954874j -0.0444073-0.0298692j 0.10462-0.0269406j 
-0.0170324-0.00104072j -0.0851062+0.0578724j -0.146629-0.0415199j 0.04703-0.170566j -0.0554696+0.0215866j -0.0686921-0.069891j -0.030081-0.0869058j -0.0487886+0.00390023j -0.10603+0.100008j -0.077028+0.0624489j 0.0296376-0.0434743j -0.154469+0.00848125j 0.0521969+0.0139183j 0.0645928-0.117709j 0.0521947+0.0696702j 0.0866015+0.0396315j 0.138477+0.0669518j 0.0592703+0.00254787j -0.0391427+0.0267738j -0.0459913+0.0322939j 0.004756-0.00617795j 0.0540554-0.0561544j -0.0534142+0.0496079j -0.0247472-0.157742j 0.0135548-0.0338891j -0.0348676+0.086462j 0.0209155-0.000476949j -0.0761123-0.0400579j -0.0340703-0.0140868j 0.112477-0.129138j -0.118258+0.0084277j 0.0943586+0.06217j -0.0154839-0.0172888j -0.10386-0.00184576j -0.00186745-0.000799122j 0.0557112+0.0134272j 0.0493465-0.0518473j 0.0140723+0.0253772j 0.117168-0.0421506j 0.0224192-0.00240841j -0.0770991+0.00297036j 0.00713522+0.0563231j -0.0777283+0.00698915j -0.0444749+0.0205129j 0.0693063-0.00629726j 0.0758455-0.00389189j 0.00710054+0.1056j 0.0675183-0.00515142j 0.019789+0.0222275j 0.0771356+0.00933558j -0.019367+0.102098j -0.10879-0.0275522j -0.00421347-0.0514091j 0.034365-4.51028e-17j 0.0480013-0.0195178j 0.0384919+0.0543979j -0.0241166-0.0164063j 0.0688934+0.0165129j -0.0711915-0.0260427j 0.0573457+0.0343938j 0.0878481-0.0633855j -0.0741781-0.0470956j -0.113941-0.0453344j 0.0585734+0.0487273j -0.0616889-0.0182711j 0.0560272+0.0568957j -0.0546968+0.0102949j -0.115465-0.0581708j 0.04813-0.0496254j 0.00718672+0.00609625j 
-0.0218695-0.0297007j 0.0406176+0.0461216j -0.0281004-0.0824303j 0.229468+0.0416453j 0.0660314-0.138979j 0.0790668+0.0702825j 0.139672+0.0465609j -0.322705+0.0147868j -0.0429901+0.0605813j 0.0881893+0.0965044j 0.166253+0.0807141j -0.0209523+0.00785598j 0.21719+0.0234213j 0.0240112+0.0469265j -0.237001+0.0516585j -0.133353-0.0533173j -0.0810615-0.041781j 0.162584+0.0840905j -0.0959899-0.0946489j 0.109824+0.0628452j 0.00975801-0.0221974j 0.0135063+0.0978414j 0.0487502-0.00719193j 0.17025+0.189059j -0.120323+0.00589882j 0.207628+0.0299813j -0.00330485-0.0315336j 0.0468564+0.00579214j -0.00980531+0.196684j 0.00421331+0.0427297j -0.0162866+0.0395436j 0.000845491-0.0261701j 0.068439+0.117238j -0.00253865+0.0639513j 0.0738277+0.0169115j 0.0430896-0.0163839j 0.00410089+0.0241201j -0.121493+0.0673939j -0.0297747+0.044376j -0.114898+0.0851034j 0.182281+0.042335j -0.0239228-0.0100631j 0.0554857+0.0868935j -0.038005-0.0179399j 0.0277621-0.0433943j 0.0471558-0.0285288j 0.00610886+0.0515645j -9.70766e-05-0.0714267j -0.0755496+0.0202313j 0.0682598-0.0919463j -0.0163724+0.0221449j -0.332332-0.00712573j -0.0180053-0.0159396j 0.0480013+0.0195178j 0.224723+4.69069e-15j 0.134681+0.0678634j -0.263996+0.0470709j 0.305653+0.0202934j 0.369196+0.0233247j -0.0124194-0.0476427j 0.0824223+0.0710431j 0.118509+0.0419653j -0.0838457+0.00953432j 0.293398-0.0649411j 0.136874+0.0196851j 0.404249+0.0307988j -0.12194+0.0141669j -0.555552+0.0783894j 0.157563-0.111479j 0.176495+0.0206293j 
-0.0950204-0.0347714j 0.0479877+0.0230208j -0.103197-0.196987j 0.192257+0.0175289j -0.00296398-0.00250906j -0.0752442-0.056103j 0.106178+0.0761417j 0.0042943+0.00280129j -0.0909602+0.045138j -0.0771658+0.00516197j 0.10119+0.0348413j -0.0898524+0.0039409j -0.0334632+0.0592564j -0.0544953-0.0213904j -0.0378801-0.0717867j 0.0339934+0.0166144j 0.110364+0.0527882j 0.0140783-0.154505j -0.0594807-0.0967396j 0.0519748+0.106336j 0.000915976-0.0494821j -0.011191+0.0983767j -0.0682226-0.121755j 0.0937262+0.072101j -0.0503005-0.11879j 0.0424675+0.00418482j -0.00105087-0.0684486j 0.00348864-0.027336j 0.0396491+0.0725575j -0.0312365+0.0620402j -0.180683+0.129271j 0.0261557+0.0685314j 0.0498447-0.122759j -0.0474817+0.0701507j -0.055512+0.0471673j -0.00201169+0.0570248j -0.00185837-0.022907j 0.0261118+0.108397j -0.154238-0.0639955j 0.102814+0.0259905j 0.0695359-0.0673789j -0.0592806-0.143155j -0.0122608+0.0513936j 0.0869079+0.0340569j 0.0181893-0.00257705j 0.0373429+0.0450755j 0.130101+0.0218292j -0.0414952+0.0298719j 0.0142614+0.0149103j 0.020103-0.0318605j 0.0502634-0.0534369j -0.0565353-0.0210957j -0.0200889+0.00052454j 0.0384919-0.0543979j 0.134681-0.0678634j 0.0531588+3.82333e-15j -0.0702498+0.0365542j 0.0658613-0.103819j 0.136239+0.017899j -0.0489029+0.003558j 0.0425856-0.0363834j 0.10011+0.00787576j 0.0352835-0.0403301j 0.209199-0.0373535j 0.0436513+0.0448909j 0.116011-0.0458105j -0.0731262+0.0356767j -0.186656-0.0329084j 0.0601316+0.00189065j 0.0529988-0.0238641j 
-0.0388645-0.120447j -0.0773544+0.0439666j 0.0699641-0.085421j -0.062218+0.0511025j -0.0957041-0.00486364j -0.193949-0.110568j -0.113826-0.112294j 0.290164-0.0233443j 0.0231576-0.069738j -0.0829208-0.0377247j -0.0938168+0.0611072j -0.081361+0.0166852j -0.0945649+0.0231049j 0.0402092-0.0169409j -0.0448095-0.00942274j 0.00956569+0.0572867j 0.00852919+0.102153j -0.126805-0.0167384j -0.0119053-0.115797j 0.0259234-0.0165105j 0.0611906-0.0732692j 0.0167186-0.0192723j 0.0572961-0.0368469j -0.17534-0.0727978j 0.209357-0.0558974j -0.0928003+0.0379609j 0.00491908-0.0352769j -0.0378434-0.110306j 0.056882+0.0479859j -0.0161447+0.0929269j 0.0183058-0.00647166j -0.040551+0.0151493j 0.0405169+0.06038j 0.0121896+0.00807922j -0.0329617+0.00213522j -0.110376-0.00533098j 0.0578448-0.0702945j -0.000552986+0.0235742j 0.013988-0.0407131j 0.0643316-0.00201251j -0.156708+0.0320365j 0.00584746+0.00870562j -0.0531857+0.00871627j -0.0396638-0.0357039j -0.0137506-0.0157014j -0.0271202+0.0376622j 0.0321987-0.0376117j 0.00645833-0.00377928j 0.0371527+0.0503648j -0.0623051+0.0573252j 0.000310191+0.0566831j 0.186528+0.0763941j 0.0662943+0.0349866j -0.0241166+0.0164063j -0.263996-0.0470709j -0.0702498-0.0365542j 0.0416735-2.63678e-15j -0.241285-0.00323877j -0.211947-0.0166948j 0.144978-0.00496187j -0.0758286+0.0457447j -0.119875-0.0105381j -0.0916969+0.0145682j -0.196129-0.00612683j -0.0469867+0.00107514j -0.310167+0.0380052j 0.171258-0.0158156j 0.497464+0.111439j -0.165887+0.0706263j -0.088901-0.0378726j 
0.0128631+0.0624791j 0.129083-0.113915j -0.121462-0.276621j 0.433566+0.0319282j 0.0714981+0.0651049j -0.00863029+0.139898j -0.132939+0.0031233j -0.223281-0.0362505j -0.0826315-0.0899491j 0.112449+0.113708j 0.15618+0.0530157j -0.0236048+0.0957716j 0.0586507-0.0301026j -0.112435-0.0126687j -0.121797-0.00280606j -0.175573+0.0141605j -0.0103755-0.060854j 0.114907+0.0412104j -0.251669-0.167922j 0.0844422+0.034978j -0.0770482+0.00172587j -0.0136334+0.119646j -0.0405273+0.0263263j 0.270968+0.0121565j -0.181962-0.0596783j 0.136008+0.0322724j -0.0891078+0.0835756j 0.0322813-0.135562j 0.0149942+0.0536944j 0.105718-0.00151479j -0.0208224+0.000220431j -0.103476-0.0236665j 0.0479199-0.0258969j -0.0127094+0.0168182j 0.0583422-0.0436989j -0.0505075+0.0561964j -0.0803977-0.0693567j -0.105326-0.0152163j -0.0309713-0.00707558j -0.131792+0.073082j 0.268963-0.062753j -0.0264284+0.0128466j 0.0585546-0.0373015j 0.104184-0.000598985j -0.0328073-0.00353353j 0.0627809+0.00693958j -0.0420473+0.0259618j -0.0451385-0.0123677j -0.0721501-0.0194635j 0.0436815+0.0592884j 0.103055-0.0853139j -0.290659-0.0452076j -0.0762673+0.00963855j 0.0688934-0.0165129j 0.305653-0.0202934j 0.0658613+0.103819j -0.241285+0.00323877j 0.230216-2.38524e-16j 0.327604+0.0392608j -0.157225+0.00913695j 0.0913809+0.0125569j 0.167492-0.0106716j -0.0200566+0.00752081j 0.369032+0.041065j 0.147911-0.026807j 0.455967-0.000416682j -0.135123+0.0944595j -0.576528-0.0852517j 0.237083-0.0867528j 0.198158+0.0441683j 
-0.0111196-0.0394239j 0.031637+0.00518967j -0.150377-0.12101j 0.321588-0.077358j 0.0276778-0.0887124j 0.0349076-0.0360263j -0.0576831-0.0701142j -0.366416+0.0571112j -0.0077185+0.0354853j -0.101722-0.0157815j 0.0891823-0.00887605j -0.0905938-0.0338999j 0.099024+0.0412158j -0.0385549+0.0202992j -0.137613-0.139151j -0.168179-0.0648027j 0.0561813+0.126397j 0.202789+0.0846702j -0.0715484-0.0449893j -0.0361935-0.110436j 0.0429065-0.0351119j -0.000908431+0.0300189j 0.0426504+0.00508615j 0.157881-0.0956505j -0.163523+0.0476023j 0.1544+0.0377227j 0.0239956+0.0197008j 0.0637957-0.0411225j 0.083818-0.0267739j 0.0851378+0.123681j -0.134805+0.0388205j -0.183463-0.0464209j 0.0718173+0.0430702j -0.0372466+0.0245665j 0.0597881+0.020278j 0.0162015-0.0441668j -0.127103-0.0150885j 0.0186833-0.0639224j -0.040048+0.0606953j -0.055163+0.0475462j 0.22353+0.0206895j -0.0796776-0.017391j 0.0399201+0.040793j 0.0802524+0.024287j 0.0423703+0.00476356j 0.0396915-0.0479178j 0.0682706+0.0342618j -0.03056-0.0440829j -0.122397+0.0349522j 0.0611777-0.0474486j 0.0982269+0.0575775j -0.211677+0.0210401j -0.0882314+0.0249625j -0.0711915+0.0260427j 0.369196-0.0233247j 0.136239-0.017899j -0.211947+0.0166948j 0.327604-0.0392608j 0.53302+1.1241e-15j 0.132769-0.0300171j 0.0995484-0.0454525j -0.14538+0.0252062j -0.0317427-0.0362069j 0.330331-0.0303718j 0.17482+0.0459629j 0.581008-0.00152927j -0.169851+0.0256995j -0.709991+0.0451241j 0.221243+0.00232988j 0.174961+0.0569573j 
0.0283622+0.0526972j -0.0220676+0.00126099j -0.000391474+0.094192j -0.0551712+0.0451616j -0.0209068+0.0479697j -0.0426424+0.037872j -0.0484819+0.0375632j 0.0435195-0.0554712j 0.0586191-0.111125j 0.0664411-0.074713j -0.00780063+0.00272436j -0.0558676+0.014943j -0.122531+0.0296093j 0.118054+0.0456439j -0.00749829+0.085996j -0.00788399+0.039409j -0.0961063-0.069815j 0.0833449+0.0271951j 0.0303299+0.0326645j 0.0584194+0.0527875j -0.0459423+0.0161577j -0.0947814-0.208722j -0.000596799+0.0674812j -0.0406407-0.0608252j 0.0733557-0.059154j -0.0409714-0.130996j -0.0630305+0.11266j -0.068842-0.0986826j -0.0119825+0.0909979j -0.0189997+0.0279838j -0.00990804+0.080041j 0.109457+0.0640812j -0.03584-0.0808634j 0.0158869+0.037656j 0.0696008+0.108659j 0.0494782+0.00717487j 0.099587-0.0163801j -0.0947024+0.0776767j 0.00703505-0.0393605j 0.0557487-0.0625447j -0.0231802+0.0547324j 0.0726515-0.00762629j -0.0125133-0.0417246j 0.032527-0.0539567j 0.0633408-0.0326837j 0.0084166-0.0371392j 0.0378874+0.0341213j 0.0121074+0.0593131j 0.0584001-0.0234254j -0.107031-0.00833288j -0.0329668-0.0344231j -0.00476221+0.00667755j 0.0798033-0.00470382j 0.0573457-0.0343938j -0.0124194+0.0476427j -0.0489029-0.003558j 0.144978+0.00496187j -0.157225-0.00913695j 0.132769+0.0300171j 0.258084+1.45717e-16j 0.0700872+0.00690731j -0.197145+0.00689839j 0.177693-0.00472729j -0.139629+0.0413501j 0.0182115-0.042607j -0.142585+0.00586959j 0.0282876-0.0220765j 0.112039+0.00186389j -0.0495787-0.0125398j -0.0489864+0.00689331j 
0.0189039+0.0518382j 0.00395349-0.0245301j -0.0900783-0.0123842j 0.0652721-0.0249606j 0.0176912-0.0495953j 0.0249408-0.00566371j -0.049021+0.000240134j -0.0697581-0.00671155j -0.136066-0.0184815j -0.0386781-0.0137779j 0.0127806+0.00893672j 0.0945884-0.00762181j -0.0362429+0.0512075j -0.00485989-0.126409j -0.0316101-0.147592j -0.0687198-0.013427j -0.0222566+0.0278366j -0.00992831-0.0687643j -0.0766484+0.0554372j 0.105192+0.237072j -0.0559998-0.0252618j 0.0638326+0.0102805j 0.0534429+0.0270618j -0.144318-0.0747415j 0.00980782+0.0430043j 0.155288-0.0482815j -0.0163198-0.0456152j -0.0124715-0.156804j 0.0584377+0.02599j 0.0434034+0.0861811j -0.0467773-0.0227371j -0.00923245+0.00242982j -0.0495955+0.0531044j 0.0552758-0.0794193j -0.0281061-0.107298j 0.0768792+0.0247992j 0.0257957-0.0791827j 0.0205983-0.0578712j -0.00739094-0.0670282j 0.031375-0.0232118j 0.0974979-0.0519616j -0.0167849-0.00763244j 0.0373475+0.000915095j 0.0262878-0.0104698j -0.0288635-0.00604558j 0.0262447+0.116497j 0.037375-0.0178413j -0.0243769+0.0867956j 0.0623711+0.0107035j 0.200095+0.123767j -0.0760873+0.064795j 0.00556584-0.00263694j -0.0123825+0.00164662j 0.0878481+0.0633855j 0.0824223-0.0710431j 0.0425856+0.0363834j -0.0758286-0.0457447j 0.0913809-0.0125569j 0.0995484+0.0454525j 0.0700872-0.00690731j -0.219969+1.26704e-14j 0.00195+0.0151597j 0.055081-0.0331303j 0.0510222-0.00180639j 0.00678534+0.043994j 0.0932729-0.0174062j -0.0403651-0.00195378j -0.145558-0.0293491j 0.0435103-0.0341674j 0.0248009+0.0148117j 
-0.0132476-0.0345583j 0.0106874+0.0056904j 0.0342673+0.0126387j 0.029928-0.0308295j 0.0257739-0.0316803j 0.12253+0.0923868j 0.00938753+0.0807016j -0.137904+0.107289j -0.000742827-0.0218956j 0.0396991+0.0805358j -0.00281878+0.0594273j 0.0140333+0.111271j 0.143915+0.129741j 0.0401894-0.0331284j 0.0326911+0.0252553j -0.0126243+0.0113786j -0.128097-0.00386112j 0.0500698+0.0519753j -0.0109916-0.00767394j 0.00579557+0.109155j 0.113469+0.0681658j 0.099601-0.00303097j -0.0195626-0.0582692j 0.0639015+0.0690129j 0.0123823+0.0310016j -0.00924708-0.102552j -0.058724-0.0414624j -0.0329692-0.0505106j -0.0167986+0.0504626j 0.0528917-0.14097j -0.11155+0.027586j 0.0283415+0.0919961j 0.0350924+0.0122582j -0.0409687-0.0224447j 0.0204393+0.0765755j 0.0495769+0.010528j 0.0410558+0.0329781j -0.00246891+0.125929j -0.0131854-0.00581352j -0.0514797-0.0280973j 0.0280408+0.082193j -0.0455408+0.0548282j -0.0317493+0.0602806j -0.0331515+0.0433058j -0.0719158-0.188665j 0.0791066-0.0969421j 0.10019-0.0945775j 0.0806375+0.0362344j -0.060091+0.0679231j 0.0397539-0.00173762j 0.043552+0.0360621j -0.13191-0.0196571j -0.0179805+0.00722537j -0.0741781+0.0470956j 0.118509-0.0419653j 0.10011-0.00787576j -0.119875+0.0105381j 0.167492+0.0106716j -0.14538-0.0252062j -0.197145-0.00689839j 0.00195-0.0151597j -0.00769651-9.29812e-16j -0.205105+0.00983853j 0.119875-0.00815535j 0.0625308+0.0127346j 0.207735+0.00624389j -0.0417466+0.0154992j -0.195236+0.024032j 0.0689549+0.0336046j 0.0421373+0.00458381j 
0.0309235+0.119968j 0.0747929-0.0597462j 0.075799-0.0450465j 0.0279978+0.193598j 0.0123287+0.119439j -0.0575929+0.03174j 0.0490982+0.0592128j 0.0674881-0.00894161j -0.0317176+0.0198152j 0.000952304-0.025026j 0.115118-0.0732171j 0.151981+0.0596686j -0.133944+0.0337941j -0.0446387+0.0694902j -0.0130679+0.0422684j -0.0530372-0.000866171j -0.0679662+0.0227398j -0.0569192-0.0113132j -0.187443+0.124514j 0.0441634+0.00276598j 0.035986-0.00992106j 0.0861672+0.0295854j 0.0464767+0.0320073j 0.0714748-0.0167885j 0.0864189-0.0236928j -0.0253235+0.0714748j 0.0355282+0.0128087j -0.0203824+0.0710566j 0.0747564+0.0246204j 0.0743894+0.0621791j -0.0169901+0.0480457j 0.0304581+0.041329j -0.0886292-0.045635j -0.0360966-0.0602262j 0.0346137-0.0200803j -0.0827632-0.0615945j -0.0142371+0.134687j 0.00942526+0.0376321j 0.0535393+0.127275j -0.0704145+0.0102348j -0.0407579+0.0981712j 0.0169811-0.0989323j -0.0221267+0.0707248j -0.00231445+0.0394638j 0.0712178+0.0377964j -0.00603946-0.0420474j 0.114256-0.0509768j 0.102748-0.0959766j -0.104087+0.0919937j 0.0176616+0.00691473j 0.0641417+0.00713283j 0.0366586-0.0195286j -0.0347929+0.0305128j -0.113941+0.0453344j -0.0838457-0.00953432j 0.0352835+0.0403301j -0.0916969-0.0145682j -0.0200566-0.00752081j -0.0317427+0.0362069j 0.177693+0.00472729j 0.055081+0.0331303j -0.205105-0.00983853j -0.124983-4.30211e-16j 0.0278766+0.063295j -0.0442455-0.0344481j -0.056511+0.0240727j 0.0362291+0.0128349j 0.023473-0.0714209j -0.00017917-0.0555624j -0.0094806+0.0154912j 
-0.0228457+0.291696j 0.44593-0.0110337j -0.164447+0.0382482j 0.260261+0.0120845j 0.0861338+0.0896026j 0.155206-0.0798663j -0.0445267-0.00788384j -0.389708-0.0534735j -0.146735-0.0417728j 0.0184495+0.0111814j 0.0842636-0.0120013j -0.0823234-0.193419j 0.134776-0.0619842j 0.0570772-0.134257j -0.0585023+0.137845j -0.068196+0.0284303j -0.0118319-0.0814403j -0.0371173+0.0728054j -0.0772894+0.00173529j 0.0724856+0.0450086j -0.00342527+0.0799106j 0.0372598-0.0960225j 0.0712849+0.00389506j 0.231021-0.0578298j -0.0621878-0.0633778j 0.165855+0.0754121j -0.0604807-0.0243099j 0.0650334+0.0919863j 0.0497836+0.0684026j 0.124375+0.0475439j -0.0641445+0.0569534j -0.0196577-0.080887j 0.0387062+0.190678j 0.00368113+0.0523783j 0.106985+0.0184165j 0.0829934-0.0181301j -0.0844986-0.0507985j -0.10214+0.0397842j 0.0464361+0.0321157j -0.156335-0.0337758j 0.324346-0.0117195j 0.0120046+0.0138395j 0.011941-0.0222561j 0.0116743-0.0165002j 0.0350461-0.0673496j 0.0857925+0.0114975j 0.0895035+0.0132882j 0.0161993+0.0495717j -0.104492+0.02643j 0.0103201+0.0196161j 0.0722373+0.0156733j -0.310779-0.128559j -0.0281542+0.0189493j 0.0585734-0.0487273j 0.293398+0.0649411j 0.209199+0.0373535j -0.196129+0.00612683j 0.369032-0.041065j 0.330331+0.0303718j -0.139629-0.0413501j 0.0510222+0.00180639j 0.119875+0.00815535j 0.0278766-0.063295j 0.340502-2.77556e-16j 0.174801+0.0254086j 0.514808-0.0113782j -0.103153+0.0539905j -0.668883-0.0264134j 0.243422-0.048102j 0.233399+0.123125j 
-0.272949+0.176735j 0.184421+0.126636j -0.0481145+0.0740367j 0.0907556-0.000884438j 0.0930324-0.0994989j 0.0176463-0.0466218j -0.149622-0.0196658j -0.0982979+0.0875365j 0.0142263+0.0648161j -0.0844645+0.0531713j -0.0239891+0.054798j -0.0230183+0.2066j 0.0538506-0.036435j -0.0143026-0.167414j 0.0925163+0.0129798j -0.02514-0.0226997j -0.117309-0.0465784j 0.0351992+0.175053j -0.218031-0.0274425j 0.0515036+0.0994461j -0.0158483-0.00953975j 0.00958631-0.0822461j 0.0518759+0.0454498j 0.0123111+0.028291j -0.0851028-0.0787812j 0.165579-0.066123j -0.066756-0.0107335j 0.042458+0.0359383j 0.0595895+0.0204156j 0.110411+0.0411776j 0.00647159-0.0735538j -0.021517-0.0591979j 0.0386509-0.0204889j 0.0322118-0.000353921j 0.0559536-0.0630374j 0.0678504+0.0206779j -0.0902343+0.00659156j -0.0358255+0.0367971j 0.0648223+0.055744j -0.145578+0.0608486j 0.0243219+0.0292764j 0.000622759+0.0402655j -0.00221808+0.0209746j 0.0849357+0.0129166j -0.0416676+0.0619089j 0.0964766+0.0153893j 0.0626176-0.00921621j -0.0463198+0.0494377j 0.0349215+0.00201349j 0.0191082+0.0128658j -0.00247411+0.00112379j -0.0955453+0.0623361j -0.0292746-0.0356939j -0.0616889+0.0182711j 0.136874-0.0196851j 0.0436513-0.0448909j -0.0469867-0.00107514j 0.147911+0.026807j 0.17482-0.0459629j 0.0182115+0.042607j 0.00678534-0.043994j 0.0625308-0.0127346j -0.0442455+0.0344481j 0.174801-0.0254086j 0.142629+2.22045e-16j 0.103644+0.0278804j 0.0377807+0.0207751j -0.270659+0.0390523j 0.154553+0.0804532j 0.05637-0.00432161j 
-0.360368+0.0316333j 0.05648+0.347309j 0.0381424+0.00762862j 0.369206-0.0025593j 0.14072-0.0621248j 0.0967786-0.0228325j -0.043175-0.0783061j -0.366655-0.0109956j -0.260041-0.0591546j 0.222242+0.0998461j 0.0523197-0.0636068j -0.0604068-0.111959j 0.0788292+0.00672472j -0.0658174+0.0263824j -0.0495164-0.043093j -0.264173+0.0394171j -0.0992487+0.155983j 0.351953+0.0945676j -0.260871+0.185489j 0.0839947-0.0409715j 0.0444381+0.050097j 0.0171252+0.0449251j -0.0560783-0.0940909j 0.222429+0.0323397j -0.28963-0.0650603j 0.179159+0.0300175j -0.0431502+0.00581762j 0.0910662+0.0471226j 0.129197+0.0193589j 0.135459-0.00422652j -0.00143349+0.0111091j -0.206996+0.0253217j 0.150411+0.0698836j -0.0534794+0.0809147j 0.00420502+0.0061653j -0.0443037+0.0300756j -0.181366+2.27972e-05j -0.0275527-0.0116889j 0.0481071+0.00650985j -0.102537+0.0661949j 0.246518-0.0456672j -0.0952315+0.0227161j 0.0303906-0.00764794j 0.0544433-0.11905j -0.0760645+0.0127026j 0.108479-0.0398516j 0.0508314+0.0067323j 0.0256819+0.0194603j -0.167839-0.0133345j 0.0897481+0.0324828j 0.0581569+0.0241534j -0.385037+0.0146721j -0.0697991-0.0223127j 0.0560272-0.0568957j 0.404249-0.0307988j 0.116011+0.0458105j -0.310167-0.0380052j 0.455967+0.000416682j 0.581008+0.00152927j -0.142585-0.00586959j 0.0932729+0.0174062j 0.207735-0.00624389j -0.056511-0.0240727j 0.514808+0.0113782j 0.103644-0.0278804j 0.525951+3.46598e-15j -0.238078+0.0226159j -0.985648-0.0810524j 0.294986+0.0121397j 0.211979+0.0529535j 
-0.00996354+0.100054j -0.0796905+0.0091299j -0.00465971+0.0614795j -0.086109-0.0606417j -0.0355837-0.0193495j 0.0537105+0.0163221j 0.0980005+0.00869534j -0.00589968-0.0722191j -0.0164684-0.261628j -0.138308+0.199065j 0.0672743+0.0560958j 0.0384526-0.0910418j -0.0145325-0.173355j 0.126013+0.090675j -0.0273966-0.0944174j 0.0939817+0.0241648j -0.0960273-0.00546662j -0.137298-0.126536j 0.053916+0.053365j -0.0657392-0.011285j 0.0385396-0.0275976j -0.0223065-0.0732574j -0.00140039-0.0780618j -0.101189-0.0791912j 0.0739602-0.0188274j -0.10649-0.0574468j 0.0203022+0.0137491j 0.00799238+0.0540658j -0.0265014-0.0326216j -0.0869889-0.0257418j -0.0237638-0.0592924j -0.00276073-0.0537545j 0.0329046-0.00352984j -0.0339825-0.0340814j -0.0607545-0.067483j -0.109713-0.0441855j 0.0557347+0.0514218j 0.057194+0.0637745j -0.0433362+0.00741551j 0.110195+0.0145808j -0.0766992-0.0354791j 0.00319838-0.00715854j -0.00832872-0.0224456j -0.0138106+0.0312641j -0.0552951-0.0180851j -0.0360124+0.0120687j 0.015672+0.0660636j -0.0467263+0.0484599j 0.0270724+0.0546418j -0.00647885-0.0230867j 0.0152653-0.0171118j 0.116562+0.0543519j -0.0106385+0.00246014j -0.0546968-0.0102949j -0.12194-0.0141669j -0.0731262-0.0356767j 0.171258+0.0158156j -0.135123-0.0944595j -0.169851-0.0256995j 0.0282876+0.0220765j -0.0403651+0.00195378j -0.0417466-0.0154992j 0.0362291-0.0128349j -0.103153-0.0539905j 0.0377807-0.0207751j -0.238078-0.0226159j 0.11796-2.22045e-16j 0.327056+0.0250162j -0.0774802-0.0112339j -0.148956-0.0996909j 
