0.0109631+0.000666771j 0.000702687-0.0109632j -0.0037252-0.0107217j 0.0108544-0.00390892j -0.000544413-0.00672329j 0.00525723-0.00422498j -0.00895001+0.000161229j 0.000529153+0.0101734j 0.00186751+0.00195998j 0.00192413+0.00355355j -0.0053026+0.000813811j 0.00452364+0.00149011j 0.00109533-0.00596814j 0.00252362+0.00417153j -0.000971617-1.74289e-05j -0.00446067+0.000261567j 0.00336678+0.000954134j 0.00329993-0.00206331j -0.00279743-0.00069596j 0.0016196+0.00390045j 0.00416467+0.00454562j -0.00569194+0.00435068j -0.00164058-0.00111363j -0.00149124+0.00288548j -0.00238982+0.00245247j -0.00206102-6.81045e-05j -0.000642293-0.00234843j 0.0024725+0.00358751j 0.0029768-0.00381718j 0.00541474-0.000456733j -0.00155218-0.000138682j 0.00623057-0.00714346j -0.00407728-0.0011583j -0.000534612+0.00275909j 0.00015525+0.00115399j 0.00282591-0.000433364j -0.000718092+0.00345755j -0.00882201-0.00491453j 0.0048441+0.00384357j 0.00231973-0.00144105j 0.00143827+0.00223881j 0.00168608-2.72438e-05j 0.00467823-0.00245553j 0.00239029+0.00356222j 0.000390666+0.000295619j 0.000962523+0.00106845j 0.000434361+0.00334858j 0.00232139-0.00197773j 0.00126985-0.00885424j -0.000246866+0.00122684j 0.00153769+3.07164e-05j 5.29338e-05+0.00441137j 0.000734402-0.000220452j -0.000814-0.000640777j -0.00106874+0.00342118j 0.00650353-0.00473335j 0.000756033+0.00433927j 0.0061448-0.00204838j -0.00414371+0.000118845j 0.00428277-0.000496825j -0.00554408+0.00120292j 0.00324611+0.000277934j -0.00695943+0.000454484j -0.00533966+0.00868035j -0.00179772-0.00288659j -0.00567596+0.00216614j 0.00970904+0.00502774j 0.00641032-0.0123461j 0.0111647-0.00532007j 0.00401103-0.00095077j 0.0071997-0.00871475j -0.00842249-0.00411589j -0.00223335-0.00250515j -0.00955593+0.0118085j 0.00981954+0.00999855j 0.0101747+0.0207169j -0.0208526+0.0111798j 
0.00095754+0.000224658j 0.000726462+0.000370343j -0.00355313+0.0021767j 0.00348912+0.000733223j 0.0030127-0.000620658j -0.00246893-0.000427433j -0.000940228-0.00063947j 0.000587569+0.00326037j -0.00254637-0.00212021j 0.00331529+0.00328667j -0.00436313-0.00562901j -0.00742416-0.00191702j 0.00597144+0.000839533j 0.00105356+0.00319344j 0.00938314+0.00234442j -0.00470737-0.00163489j 0.000923214+0.0011669j -0.0109881-0.00399811j -0.00343528-0.00624805j -0.00545108-0.000244442j -0.0033537-0.00170795j 0.00547109+0.00215345j 0.00122101+0.00364846j 0.000449081+0.000272673j 0.00139312+0.00101284j -0.00480129+0.0047799j -0.00462076+0.000623248j -0.00250979+0.0013117j -0.0140152-0.00587621j 0.000921586+0.00069083j -0.00723226-0.00088428j -0.00381284+0.00100752j -0.00469952+0.00951516j 0.00715084-0.007413j 0.00232597+0.00804162j -0.00188486+3.14276e-05j -0.0086468-6.62047e-05j -0.000950442+0.00884031j -0.00245496-0.00427127j -0.00393349-8.33384e-05j -0.00910724-0.00393343j 0.000201186+0.00148996j 0.00445753+0.00382665j -0.00222766+0.00367255j -0.00396924-0.00784685j 0.00603753+0.00485403j 0.00167435+0.00588979j -0.00425739+0.000901358j -0.00287128-0.00996139j -0.00271151+0.00985934j -0.00370835-0.00700572j -0.0105447-0.0158766j 0.0101867+0.00184845j -0.00603058-0.00337134j -0.00523232-0.000820077j -0.00137727+0.0019644j 0.00421349+9.01305e-05j -0.00595639+0.000240533j -0.00251673-0.00368867j 0.00292971+0.000994184j -0.00212323-0.00549015j -0.00315139+0.0105271j -0.0022726+0.0021787j 0.00174533-0.00312763j 0.000814516+0.00482217j 0.004397-0.00421046j 0.00169486-0.00627781j 0.000521934+0.00204473j 0.00322625-0.00316483j 0.000850757+0.000409831j 0.000771637+0.000791397j 0.00559164-0.00155714j -0.00100098-0.00077511j 0.00113094-0.00182565j -0.000852551-0.0011876j 0.00152521+0.00221462j -0.00175829-0.000354648j 
0.000591061-0.000728124j -0.00544318+0.00213054j -0.000306553-0.0024627j -0.00374365-0.00112624j -0.00151786-0.00128812j -0.00263558-0.00263854j -0.00232132-0.00129155j -0.00276563-0.00082099j 0.00653089-0.00156063j -0.001717-0.00208851j -0.0094283+0.00147383j 0.010008-0.00301103j 0.00127451+0.00324619j 0.00320247-0.00193599j 0.0113427+0.00237235j -0.00140763-0.00173118j 0.0107216+0.000644841j 0.0116105-0.0046391j 0.0127495+0.000614162j -0.00712808-0.00151066j -0.00680815-0.0024136j 0.00374426-0.000366582j -0.00345344+0.00237508j 0.00586089+4.7103e-05j -0.00413344+0.00234457j 0.00283934+0.00271377j -0.00928867+0.0026127j -0.00441769+0.00315444j 0.00260451-0.00147075j 0.00752074+0.00157551j 0.00483029-0.00564528j -0.00460869-0.00745131j 0.00305372+0.0120117j -0.0117677+0.000160544j 0.00995285+0.00529143j 0.000973721-0.000115108j -0.0017118-0.00978731j 0.0025244+0.00430121j -0.00388109+0.00355826j 0.00829544-0.00147298j 0.00744365-0.00494566j -0.00408541-0.00322331j 0.0112485+0.0129428j -0.00282362+0.0035066j -0.00316316-0.0131917j -0.00305411+0.00199043j 0.0135188+0.00302369j 0.000623413-0.00493969j 0.00382465-0.00358885j 0.00302918-0.00111921j 0.00534954+0.000932433j 0.005611-0.00362584j -0.00201135+0.00349293j 0.000496919+0.00185555j 0.0068123+0.00718394j -0.00315358-0.00335286j -0.00157507-0.00432433j 0.00560639-0.00136246j 0.000236952-0.00743952j 0.00119856-0.00185535j 0.00586093-0.00112901j 0.00134572+0.00828387j -0.000853792-0.000828675j 0.00110354+0.00217601j 0.00359336-0.00325763j -0.000481481-0.00286928j 0.00502012+0.00173178j 0.00329029+0.00473731j -0.00216447+0.00240018j -0.00241004+0.0035702j 0.00146851+0.00261029j -0.000269375+0.00244234j -0.00424049+0.00166544j -0.00514833+0.0016142j -0.00215061+0.000930556j 0.000184942+0.00216194j 0.00141688+0.000340115j 
0.00141243+0.00103668j -0.00514694+0.00296184j 0.000596533+0.000408248j -3.76654e-06+0.00137588j -0.00407421+0.00147683j 0.000462251+0.00172159j -0.00471076+0.00422659j 0.0013407+0.00194489j 0.00331048-0.00380448j -0.00289089+0.00351086j 0.00257564-0.00150304j 0.000811532-0.00274926j 0.00684053-0.0031055j 0.000118967-0.00256398j -0.00940146-0.00576125j 0.00871978-0.0025902j -9.56891e-05-0.00382072j 0.00100484-0.00945919j -0.00178426-0.00555886j 0.0130335+0.00439801j -0.00134943+0.00466454j -0.00378867-0.00826114j -0.0024071-0.00531931j -0.00305285-0.00208036j -0.00487313+8.75672e-05j -0.00955205-0.00333355j -0.00030553+0.00860182j -0.000425374-0.000352395j -0.00570091-0.00859886j 0.000836169-0.00548228j -0.0026027-0.000934576j 0.00232039+0.00838895j -0.00939503-0.00643077j -0.00340808+0.00550164j -0.0039653-0.00725058j 0.00311496-0.00258805j 0.0105773-0.000657148j -0.000975724+0.000517651j 0.00131876-0.00763382j -0.00340029+0.00703554j 0.00227341+0.0014751j 0.00308769+0.00634775j -0.0111916-0.013512j -0.00875156-0.00146095j 0.0138401+0.00267865j -0.0032076+0.00506771j -0.00236538+0.000738314j 0.00543286+0.000467172j 0.00999882-0.00197553j 0.00405514+0.00153246j 0.00718651-0.00246526j 0.00434227-0.00653269j -0.00644741-0.00552438j 0.00597782+0.00074153j -0.00222748-0.0119591j 0.00298429+0.000886581j 0.00107411+0.00474899j 0.000424502-0.000307108j 0.000565593+0.00420733j -0.00412779-0.00499398j 0.00315753+0.000484501j -0.00910944-0.00779641j -0.00460852+0.00499429j -0.00140461-0.00139713j -0.00616335-0.00540614j -0.00110502+0.000858224j 0.000213023+0.00110652j -0.00220328-0.00630938j 0.00134907+8.85297e-05j 0.00195553-0.0014775j 0.00228345+0.0039139j 0.00139343+0.00323325j 0.000617152+0.00629448j -0.00276204+0.000698594j -0.001091+0.00033964j -0.000244266+0.00437137j 0.000959137+7.46363e-06j 
-0.00312201-0.0001366j -0.000224217-0.00347218j 0.0022586+0.0014319j 0.00185734-0.00288915j 0.00425401+0.00034236j 0.00437024-0.00620756j 0.0011605-0.000510561j 0.00249646-0.00158737j -0.00312316+0.00280071j 0.00346783-0.00516117j -0.00780216-0.00105607j 0.000751845+0.000655794j -0.00686106-0.000752873j 0.00407067+0.00188119j 0.000502659+0.00371246j -0.000684542+0.00139936j 0.00645068+0.00534899j 0.0117598+0.00381747j -0.00658067-0.00475354j 0.00698919+0.00593769j -0.00133976+0.00223954j -0.00398653+0.00464253j -0.00421717-0.00231391j 0.000302564+0.0004185j -0.0055411-0.0100804j -0.0064583+0.00767478j -0.00200869-0.00980249j -0.00524257-0.00727381j -0.0026876+0.000510978j 0.00749144+0.0051738j -0.00212209-0.00462039j 0.00660996+0.00415387j -0.00400802+0.000131989j -0.00106479+0.00357474j -0.00715398-0.00233984j -0.0033721-0.00324949j 0.00794426+0.00408566j 0.0045239-0.00472149j -0.00878816-0.00257835j -0.00387019-1.74803e-05j 0.0200054-0.00265808j 0.0132042+0.00574247j -0.0104793-0.000700344j -0.0129187-0.000663714j -0.00363482-0.00266696j 0.0104841+0.00157966j 0.0176667-0.00311457j -0.00213174+0.00857267j 0.00401053+0.00429673j 0.00700956+0.00537462j 0.00692929-0.0100304j -0.000122513-0.00428914j -0.0124409-0.0020262j 0.000421318+0.000743522j -0.00322231-0.00603953j 0.00341849+0.00301487j -0.00121152+0.00772012j 0.00452111+0.00406431j -0.00180567-0.00407038j -0.00319717+0.00110556j 0.000454459+0.0044033j 0.0105528+0.000372389j 0.00151508+0.000443898j 0.000271267-0.0035004j -0.00340083+0.0068882j 0.0015078+0.00152015j 0.00531364-0.00160652j 0.00434795+0.00225714j -0.0054467+0.00329569j -0.0014673+0.0024403j 0.00237491-0.00103451j 0.00259881-0.0011813j -0.000883974-0.00409863j 0.000638642-0.00173914j 0.00576896-0.00127868j -0.00250524-0.00207979j -0.00243924+0.000187707j 
0.000351075-0.000502018j 0.00343287+0.002357j -0.00175711+0.00274178j 0.0037615-0.0011542j 0.00364434-0.00396928j -0.000500862+0.00147108j 0.00139442+0.000384268j 0.00167439+0.00198179j -0.000853363-0.00152339j 0.00293019-0.000633324j 0.00263865+0.0025859j -0.00495272-0.00317266j 0.000511194-0.00093199j 0.000222891+0.00103696j -0.0001106-0.000695059j -0.000621758-0.00151271j -0.00943956-0.00545838j -0.00457146-0.008603j -0.00137392-0.00229371j 0.0041278-0.00849731j 0.0120432+0.0034556j 0.0035993+0.00512489j 0.0017183+0.00658801j 0.00068287+0.00116737j 0.00886254+0.011186j -0.00976632+0.00998445j -0.00290866-0.000928377j 0.00815555+0.00970329j 0.00866225+0.00275849j 0.00624445-0.00397878j 0.00447114+0.00149361j -0.00382939+0.00344975j -0.00781978+0.0147693j -0.00333734+0.00920827j -0.000321647+0.00153104j -0.000527205+0.000817491j -0.00023359-0.0144596j 0.00695934-0.0071573j 0.00247921+0.00158143j -0.00157859-0.00553439j 0.00240487-0.0200254j 0.00536378-0.00534611j -0.0096905+0.003362j -0.00480517+0.0144291j 0.00664634-0.0024001j 0.000157783-0.00583591j 0.00291105-0.0190552j 0.00529495-0.00355195j 0.00542161-0.0130644j 0.00708156-0.00465909j 0.00875921+0.000666244j 0.00319301-0.0055133j -0.00320311+0.0190287j 0.0040117-0.000999687j -0.00470089+0.00100528j -0.00273709-0.00155046j 0.00587732-0.00959518j 0.00697709+0.00446629j -0.00287515-0.000558013j -0.0120915-0.00151109j 0.0100225+0.0022389j -0.00283926+0.000261159j 0.00212332-0.00185744j -0.000499897-0.000223298j -0.00125252+0.00332218j 0.00449343+0.000563701j 0.000984034-0.00413462j 0.00375194+0.0003988j 0.0011518-0.0023666j 0.00134758-0.00111158j -0.00129212-0.00163559j 0.00670168-0.00106131j -0.00377625-0.00101092j 0.000818632-0.00243808j -0.00235057-0.00166842j 0.00424732+0.00109822j -0.00269883+0.0002958j 
-0.00717364+0.00184427j -0.00264557-0.000192709j -0.002043+0.00232728j 0.00129293-0.000196023j 0.00411127+0.00016471j 0.00135474-0.00411659j -0.000658543+0.00276251j -0.00056227+0.000901849j -0.000685371-0.00329626j 0.00392616+0.000877253j 0.00089574-0.00047698j 0.00159578-0.000849229j -0.00228666-0.00108482j -0.00148599-0.00126577j -0.00281176+0.00821845j -0.00151807-0.00310402j -0.00385005-0.00253399j 0.00493428-0.00322708j 0.0046014+0.000899149j 0.00402943+0.00456421j 0.00765444+0.00777165j -0.00209666-0.0002568j -0.0049876+0.0030634j 0.00481385-0.00506588j 0.00345126+0.00260749j 0.000884242-0.000724178j -0.00468191-0.0123288j 0.00977754-0.00051782j 0.0122243-0.00688598j 0.000253954-0.000109058j 0.00590673+0.00211352j -0.00861416+0.00773538j -0.000577013-0.0017722j -0.0038975-0.0014697j 0.00521472+0.00604201j -0.00100464-0.00126635j -0.0096322-0.00759797j -0.00543796+0.002508j 0.00438294-0.0109686j 0.0119833+0.0017854j -0.00570804-0.0125193j -0.00233257+0.00306703j 0.00394694-0.000761341j 0.00511603-0.00390258j -0.00317851-0.00215498j -0.0093857+0.000598987j 0.00560729+0.00573114j -0.0117639+0.00095846j 0.00477045-0.00503037j -0.00785216+0.0056043j 0.00972142+0.00436673j 0.0088551+0.00161775j 0.00321047+0.00914291j -0.0027927-0.00363491j 0.00673997+0.00484473j -0.00355442-0.00110425j -0.00828709+0.00364916j 0.00469344+0.0106692j 0.0067343-0.00666189j -0.00313108-0.00164456j -0.00689005+0.0070794j 0.000923472-0.00414039j -0.00383477-0.00214883j 0.00425308+0.000664415j -0.00740458-0.000885782j 0.000734128+0.00194446j 0.00270532+0.00212912j 0.000261808+0.000844098j 0.000359917+0.00223965j 0.000761543+0.00144038j 0.000777018+0.00357666j 0.0015365+0.00282317j 0.000927815-0.0046896j 0.00152645-0.00307138j 0.00536047-0.00368529j -0.00470288+0.0028179j -0.00421756+0.00103961j 
-0.000407006-0.000373124j -0.00313328-0.00100863j 0.00575286+0.00098025j -0.000834984-0.00326116j -0.00441415+0.00210049j 0.00250122-0.00468664j -0.00576112-0.00018489j 0.00565428-0.00379228j -0.00449576+0.00263564j 0.002875-0.00322916j -0.00472767-0.00873057j 0.00133041+0.00807511j 0.00304864-0.00475842j -0.0027568+0.0025647j -0.0154434+0.00455814j 0.0112423+0.000710233j 0.00539627+0.00268857j 0.00190913+0.0109415j -0.0043258+0.00162444j 0.00943963-0.00347386j 0.001543-0.00017206j -0.00360089+0.00226325j 0.00620973-0.00382918j 0.00698613+0.0110284j 0.00376059-0.00657147j -0.000607075-0.00823563j -0.00237482-0.0102821j -0.000830901+0.000318344j 0.00179347-0.00135708j -0.00253353+0.00560539j -0.00206104+0.00339853j 0.0114678+0.00310043j -0.00216922+0.0032203j -0.00354104-0.00334764j 0.00643574+0.000693668j -0.00368297-0.00479803j -0.00305476-0.0087903j -0.0057209+0.00473085j 0.0026271-0.00315954j -0.000318435-0.0021975j -0.0107603-0.00276052j -0.00411848+0.00337386j -0.00525976+0.0112928j 0.00510895-0.00279168j 0.00739751-0.00251003j -0.00163548-0.00499553j -0.0104746+0.00341334j 0.00489894-0.00240053j -0.00164107-0.00339063j -0.00125304-0.00042778j -0.00216093+0.00825909j 0.00168953+3.75039e-05j -0.000420682+0.00245668j 0.00196565-0.00212371j -0.00293739-0.00322489j 0.00791573+0.0047603j 0.00201192+0.000792605j -0.00403867-0.00563306j 0.00213061-0.00347766j 0.000791066-0.00335124j 0.000497434+0.0004611j -0.00493055+0.0014262j 0.000582864+0.000789154j -0.00553857-0.00847117j -0.00752957+0.00153185j -0.00011125+0.000965737j -0.000810147+0.000632079j -0.00667372+0.0011583j -0.00240826+0.000973519j -0.00025058-0.0025739j 0.00185333-0.00249467j -0.00313482-0.00298393j 0.00309958+0.00285898j -0.00156237+0.000823823j 0.00100462-0.000196758j -0.00097416+0.000623509j -0.000750915-0.000375936j 
0.00392983+0.00407669j -0.00389908+0.00371082j 0.000356142+0.000130867j -0.00467395+0.00149064j 0.0030553-0.00224579j 0.000781119-0.00282804j 0.00736972+0.0022164j -0.00249491+0.000692047j 0.00754953-0.00110757j -0.00513833+0.000262952j -0.0116059+0.00159842j -0.00184037-0.00301171j 0.00637374+0.00205954j 0.0115086-0.00228421j 0.0091086-0.00312943j 0.00444045-0.00459918j 0.0108751-0.00305752j 0.00884189+0.00646536j -0.00812054+0.00389372j -0.00784482-0.003537j -0.00321294+0.00193303j -0.000239256-0.00264862j -0.00269534+0.00306629j -0.00571869-0.00538967j -0.0101991+0.00122308j -0.0181927-0.00745055j -0.00218562+0.00624117j -0.00131856+0.00650934j 0.0029237+0.00554173j 0.00280906+0.00677506j -0.000434147+0.00731757j 0.00228121-0.00567595j -0.0105178+0.0020699j 0.00355927-0.00475286j -0.0114662-0.00560119j -0.00257903+0.000108377j 0.0110263+0.00322839j 0.00892661+0.00545155j -0.00576425-0.00314173j -0.00637611-0.00625914j 0.00905664+0.00754126j 0.0112165+0.000264117j -0.0182629-0.00881072j -0.00539421-0.00551835j -0.00327368-0.0086286j 0.00715516+0.00351002j 0.00356437+0.00805756j -0.00407834-0.00121157j 0.00534636+0.00463507j -0.00011168+0.00488783j -0.000399834+0.0120857j 0.0010952+0.00802109j -0.00357616-0.000106014j 0.00147693+0.0021781j -0.0072571-0.00297786j 0.000391992-0.000734334j 0.0012635+0.000665359j -0.00216338-0.000695893j 0.00348185-0.00244236j 0.00289871-0.00394804j -0.00221115-0.0012604j -0.00149934+0.00235056j 0.00214091+0.00799413j -0.00186361+0.00238895j 0.00230407+0.000984316j -0.00268352+0.000417946j -0.00162537-0.000301066j -0.00545489+0.00444749j 0.00097954-0.00247335j -0.00256619-0.0016597j 0.00280237-0.00272279j -0.00382882+0.00267413j 0.00390448-0.00351103j -0.00270858+0.000457296j -0.00326853-0.00306764j -0.0010766+0.00294432j 0.00294799-0.0014592j 
0.00474891-0.000352593j 0.00309054-0.00194581j 0.00762556+0.00130057j -0.00176966-0.000691861j -4.03879e-06-0.000943284j -0.000512466+0.00394481j 0.00435737+0.00067663j 0.00445031+0.00164088j 0.000622193+0.00436663j 0.00742678+0.00328095j -0.00283083-0.00512422j -0.00421894-0.00213745j 0.00589648+0.00152414j 0.009175+0.00235808j 0.00276479-0.00834257j -0.00913007-0.000667895j 0.00071073+0.00671512j -0.00288295+0.00698271j 0.00523514-0.00572323j -0.00680841+0.00443062j 0.00685056-0.00511498j 0.00397267-0.0020706j 0.0123425-0.00320834j -0.000233424-0.00461666j 0.0077352+0.000937208j -0.000530142-0.0033888j 0.00949107-0.00119614j 0.00729993-0.00114309j 0.0146197+0.000822198j 0.00959832+0.00249471j -0.000232029-0.000489008j -0.0104629-0.00126152j 0.000528896-0.00601895j -0.00587509+0.000338414j 0.00766284+0.0017081j -0.00133747-0.00188875j -0.00178544+0.00327804j 0.00167327-0.00222966j 0.00596749+0.00154378j -0.000251326+0.00403022j -0.00912595-0.000551347j -0.00609791-0.000874036j 0.00137529-0.00623023j 0.00539603-0.000512159j -0.00657038-0.00586939j -0.00891618-0.00246866j -0.000926523-0.00305564j -0.00765383-0.00213038j -0.00304659+0.00375909j -0.00343898+0.0011714j 0.0085323+0.00721581j -0.0015158+0.00198836j 0.0113615-0.00233055j -0.00299048+0.000826033j 0.00476143-0.00200457j -0.000780384+0.00813018j -0.0101322-0.00866351j 0.0071383+0.00437967j -0.000234372-0.00206485j -0.00482877-0.00063002j 2.49694e-05-0.00504886j 0.00248087+0.00389643j -0.00200609-0.00524914j 0.00461486-0.0028447j 0.00326274+3.14239e-05j -0.0023805-0.00628853j -0.000742237+0.0056938j 0.00347458+0.00115772j -0.00216193+0.00467493j 0.000320119-0.00134049j -0.000793578-0.00432225j -0.00120694-0.00035609j -0.00175013+0.00217987j -0.00243667+0.0021552j -0.00186928+0.00176933j 0.000804374-0.00400061j 0.00266959-0.00185341j 
7.14202e-05+0.000525572j -0.00163224-0.00391383j -0.000137228-0.00291842j -0.00113983+0.00360293j -0.00413167+0.00504267j -0.00112396+0.00215316j -0.00129524-0.00115546j 0.00106647-0.00246252j -0.00277899+0.000539503j -0.00727911+0.00194537j -0.00784198+0.00198235j 3.38282e-05-0.00013941j -0.000386605+0.00278126j -0.00480903+0.00095955j 0.0119699-0.00645254j 0.0142164+0.00668709j 0.000172884-0.00270677j 0.00409449+0.00243312j -0.00515587-0.00513748j -0.00316517+0.0100585j 0.00127946+0.00189606j 0.000523773+0.000276815j 0.00122197+0.00146416j -0.000897244-0.0011147j 0.00541287-0.0011276j 0.00405109-0.00803045j -0.017013-0.000214264j 0.00887994-0.00142643j 3.23444e-05+0.000653185j -0.0110867-0.00417473j 0.00756348-0.00305869j 0.017157+0.00756295j 0.0194115-0.00623175j -0.000797251+0.00747968j -0.0056063-0.00836986j 0.00400745-0.00425716j -0.0214138+0.00376296j 0.0052876-0.00289579j 0.000225873+0.00260866j -0.00616382-0.000444197j -0.0084815+0.00216447j 0.00085933+0.00580475j 0.00667265-0.0136748j 0.00221769-0.00133833j 0.000632135+0.00817057j 0.00776575-0.00169555j -0.00144619-0.0080801j -0.00131705+0.000476142j -0.00949964+0.000170179j -0.000970239+0.00321725j -0.000605702+0.00885501j 0.00145957-0.000273827j 0.00651879-0.00128797j -0.00516811-0.00466758j 0.0101397-0.00237333j 0.00272417+0.00657838j -0.00483624+0.000757842j -0.0012883-0.00380748j -0.00954474-0.00405657j 0.00524146-0.00109232j 0.00265702+0.00120892j 0.00779105-0.00767779j 0.0024624+0.000396023j -0.00383347-0.00472011j 0.00082251-0.00902431j -0.00692832-0.00444615j 0.000331648-0.000943847j 0.00377372-0.00289849j -0.00121343+0.00115092j 0.000478159+0.000725314j 0.000522437+0.00192145j -0.00356398+1.39247e-05j 0.000629929+0.0015231j 0.00411007+0.00283364j 0.00510966+0.000581195j -0.00333091-0.00180317j 0.00266626+0.000269119j 
-0.00171331+0.00170042j 0.0012412-0.000182638j -0.00297392-0.00046275j 0.00146997-0.00140838j 0.00490367-0.000206528j -0.00052532-0.00140043j 0.00157406+0.000509402j -0.00160409+0.000635953j -0.000936453+0.00351266j 0.00258386-0.00243668j -0.000310041-0.00692822j -0.00461442-0.000449515j -0.00496414+0.00599417j -0.0025916+0.00443727j 0.00117858+0.0116046j 0.0113573-0.00228497j -0.00641479+0.00988542j -0.00317019+0.00134021j 0.0012911+0.00059576j -0.0072144-0.00936048j 0.00199818-0.0192637j 0.00177561+0.00419177j -0.0126688-0.00129211j -0.00135701-0.00596036j 0.0103674-0.0098943j 0.000111657-0.000966566j 0.00382824+0.00531101j 0.00124213-0.00746466j 0.00362736-0.0135524j -5.84347e-05+0.00851355j -0.000443059-0.0125913j 0.0114603-0.00298659j -0.00494919+0.0013636j -0.00067378-0.000874533j -0.019432-0.00525206j 0.00358658+0.00331645j -0.00384443+0.0089492j -0.00167417+0.00448057j 0.00432792-0.000485355j 0.00169014+0.00243225j -0.00145675+0.013626j 4.36019e-06-7.50945e-05j -0.0116934+0.000575258j 0.0010523-0.00641053j 0.00680066-0.0102134j 0.0034899+0.013918j -0.00867052+0.00563746j -0.000214543-0.000808096j -0.00560706-0.00258391j -0.00711915+0.000110437j 0.00871411-0.00482627j 0.0115599-0.00430941j 0.0112496-0.000933624j -0.00140997+0.0024819j 0.00325105+0.000289245j -0.00434341-0.00323581j -0.010861-0.00758585j 0.00349086-0.00835959j -0.00217309+0.000316312j -0.00416366+0.00454655j 0.00532928-0.00145642j -0.0135078-0.000520687j 0.00083716+0.00342483j -0.00302728+0.0018718j -0.00439619+0.000829457j 0.00113651+0.000568377j 0.00389316-0.000437577j -0.0041032+0.00135336j 0.00265845-0.0046379j -0.00344552-0.00284049j -0.0011973+0.00112794j 0.00190061-0.000525187j 6.48109e-05-0.00219457j -0.000179139-0.00311162j -0.00248912-0.00072187j 0.00184529-0.000540457j 0.000431954+0.00181806j 
0.0026835+0.00327183j -2.85548e-05+0.00278515j -0.000368594+0.00230765j -0.00158635-0.00114941j 0.000231875-0.00269003j 0.00491296-0.00185057j 0.00316542+0.000815353j -0.000177612-0.00196342j 0.0029077+0.00492413j -0.00629018-0.00320294j -0.00193231+0.00185619j 0.00179867+0.00107415j 0.00172069+0.00129786j 0.00548282+0.00256176j 0.0037408-0.00148315j -0.00794449-0.00211048j -0.00651912+0.00643027j 0.00289154+0.00395324j -0.00605776+0.00021966j 0.00713094-0.00419517j 0.00460549-0.00292539j -0.00498524-0.00126629j 0.011127-0.00848958j -0.00191279-0.000883449j 0.0102895-0.00809714j 0.00495956+0.00209737j -0.017224+0.00691468j -0.00343498-0.00742915j -0.00133478-0.0104906j 0.00621709+0.00661416j 0.00821275+0.00289596j -0.00685469-0.00401798j 0.00189912-0.00266806j 0.00820596+0.0106339j 0.0156302-0.00308376j -0.00378245+0.00471371j -0.0154161+0.00635207j 0.00169125+0.0020996j -0.00475215-0.00661975j 0.000827349-0.00055171j -0.0132682+0.00630764j -0.000961127-0.000808871j -0.0019797-0.00936493j 0.00872923+0.00829559j 0.00627974+0.00309758j -0.0114917+0.00204252j -0.0047521+0.00294786j 0.00653313+0.00580197j -0.00440764+0.00559588j 0.00350553-0.000634075j 0.00831751+0.00192522j -0.00540768-0.012989j 0.00345472-0.00495727j -0.00494059+0.00349304j -0.000116199-0.00599012j 0.00434295-0.00239065j -0.000517085+0.00208118j 0.00855285+0.00214105j -0.00573002+0.00234826j -0.00223147+0.00231216j 0.00310731+0.00147319j -0.00232322-0.00545493j -0.00426361+0.000802567j -0.00247494+0.0032735j 0.00109787+0.00344261j -0.00234505+0.00452302j 0.000826-7.49589e-05j 8.73231e-05-0.00203406j -0.000122286-0.00180443j -0.00149693-0.00302644j 0.00200732-0.000697681j -0.000347793+0.00136449j 0.00097911-0.000611347j -0.000338211-0.000951544j -0.0017499-0.00167498j 0.000343583+0.00199044j 0.00145233-0.00121363j 
