0.0349428+0.0132731j 0.0360171-0.0185709j -0.0141476+0.028441j 0.0579846+0.00869186j -0.0443871+0.000454681j 0.0397963-0.00964551j 0.0162176-0.0144907j 0.0270308-0.0398685j -0.000741348+0.0276849j -0.0496867+0.0113881j 0.0307607-0.0155812j 0.000667915+0.00820446j -0.000820624+0.0121411j 0.0101684+0.0224673j 0.00476304+0.0138371j 0.0124119+0.0297459j 0.00343339-0.0287073j -0.0322686-0.090817j 0.0408039-0.0599485j 0.125328-0.0412292j -0.0126274+0.0453925j -0.0129639-0.0263176j 0.0198583-0.0331413j -0.0426588-0.0189053j 0.0115009-0.00923854j -0.0194479+0.01339j 0.0305048+0.011263j -0.00623048+0.0142478j 0.0627223-0.00755063j 0.00558047-0.00316754j 0.0320825-0.0284433j 0.0183651-0.0140218j -0.0597874-0.0114858j 0.0101041+0.031895j 0.100992-0.0388697j 0.0490371-0.0477515j 0.1406+0.069509j -0.090896+0.10933j 0.0380837+0.0169491j -0.0088397-0.0918476j 0.0583525-0.0123057j -0.0437487+0.0107991j -0.00215799+0.00562056j 0.0698035+0.00763918j 0.0121641-0.00583185j 0.0213209-0.0104236j -0.0152928-0.00612217j 0.0395216-0.0130296j 0.0233838-0.0068011j -0.00844346-0.0175323j 0.040263-0.00981562j -0.0088092+0.0161979j -0.00247848-0.00148386j 0.0467749-0.0209722j 0.0648134+0.0036239j 0.0114322-0.00131119j -0.00721148+0.00612316j -0.016564-0.00886417j 0.025032-0.00936895j -0.0242267-0.0135467j -0.0145441+0.025429j 0.00250028+0.0154805j -0.00773518-0.026155j 0.0246134-0.00120359j -0.00413546+0.00105014j -0.0108309-0.00041942j 0.0126133+3.78863e-05j 0.0123385-0.00218349j 0.000282346-0.00378828j -0.00692217+0.00199968j -0.0148634-0.0015499j -0.00199133+0.000198429j 0.00167363-0.00531035j -0.000837614+0.000595168j 0.0192176-0.00158028j 0.00619364+0.000332181j 0.00222367-0.00200944j -0.0194885-0.0025109j 0.00734624+0.00528433j -0.012648-0.00142031j 0.00351861+0.00343063j 0.00629662+0.00615166j 0.00039407-0.0035875j -0.00885672-0.00269752j -0.0203396-0.00325067j 0.0189042+0.000456088j 0.00176325-0.00992794j 0.00226671-0.0107974j 0.00585941-0.00802919j -0.0276442+0.0356207j 0.0255763+0.0248492j -0.0156845-0.0195395j -0.012183-0.00721819j 0.134842-0.0259605j 0.137888+0.0121542j 
0.0225978-0.00436999j 0.0165255+0.00531179j -0.00116977+0.0133558j 0.0139254-0.010095j -0.0111476-0.00262267j 0.0236361-0.0499981j 0.017947-0.0131611j 0.0209362+0.0351179j -0.0143301-0.0277363j -0.00123733-0.00958847j 0.0042579-0.00379867j -0.00463182-0.0155756j 0.0076205+0.0271133j 0.00806214-0.00511143j -0.0132174-0.052842j 0.00144385-0.0298642j -0.0151923+0.0409048j 0.0281541+0.0736171j 0.0059745+0.00638358j 0.0512336+0.00558201j -0.0262926+0.0145045j -0.000912201+0.0326397j 0.00662971+0.0066474j -0.0247392-0.00425444j 0.024014+0.00239663j -0.00208911-0.00128833j 0.00809353+0.00284471j -0.00887839+0.00421108j 0.0221731-0.00934481j 0.00425491+0.00191336j 0.016163-0.0081661j 0.00368827+0.0187032j -0.032116+0.022451j -0.0388681+0.0286094j 0.062025+0.0221775j 0.0374801-0.0219918j 0.0348804-0.000485647j -0.099287+0.011779j 0.00372262-0.00323963j 0.0170853-0.00634835j 0.0338684-0.0189688j -0.012813+0.00798151j -0.00769588+0.00886569j 0.0409157-0.00180948j 0.02658+0.0036092j -0.00331731-0.00256893j -0.00413187-0.00553928j 0.0164566-0.00500551j 0.015902+0.00312259j -7.98616e-05+0.0065986j 0.0233581-0.00710903j -0.00359107+0.00759845j 0.00281984+0.0178723j 0.0158607+0.0139155j 0.0349169-0.00860434j 0.00204364-0.00142583j -0.0316342+0.0151164j -0.0062353-0.0057719j 0.00855646-0.00134749j -0.0123591-4.60642e-05j -0.0160777+0.00730837j -0.00589588+0.00337532j -0.00282503-0.00553996j 0.0177366+0.000362285j -0.00128598+0.00650039j 0.00164998+0.0134543j 0.00609972-0.0130802j 0.0109664+0.00101359j 0.0061122+0.00584275j 0.00268626-0.0013468j -0.00425777-0.00607531j -0.000321242-0.00261399j -0.000783587-0.00147181j -0.00536386-0.00152112j 0.0106494-0.000342771j 0.0137271-0.0112167j 0.00551357-0.00133029j -0.00795667-0.00109986j 0.00112547+0.00233626j -0.0194158-0.0100762j 0.00601334+0.000744533j 0.00453892-0.0110237j 0.00982203-3.42506e-06j -0.00853613+0.000192319j 0.00360413-0.00644758j 0.00208601-0.00200994j 0.00831475-0.00515339j 0.00232413-0.00231732j 0.00783797-0.00356863j -0.0103562+0.00617906j 0.00920294-0.0110703j 0.00405185-0.00405264j 0.00949043+0.00395974j 0.10781-0.00926199j 0.0633807-0.0113538j 
-0.029123-0.0193519j -0.0194497-0.00211359j -0.0326404+0.0216342j -0.110267+0.0262216j 0.00257835+0.00760737j 0.00889602-0.0128745j -0.00677343+0.0325266j 0.0133421-0.00755793j -0.0425713+0.0403981j 0.0174525+0.0108944j -0.00484304-0.0512329j 0.00507081-0.0189597j 0.00250361+0.00141097j -0.00618028-0.00810595j 0.00647333-0.0413954j -0.0027752+0.0232704j 0.0390663-0.0207598j 0.0420673-0.00234039j 0.0463297-0.0790639j -0.0723463+0.0215055j -0.0534682-0.0259685j 0.00979057+0.00251323j 0.0114824-0.008832j 0.0530325-0.0261445j 0.0567925-0.0121896j 0.0257652-0.00662776j -0.0672235+0.0138143j -0.0614705+0.0318734j 0.0109028-0.0621534j 0.027094-0.0234238j -0.0421784+0.0124274j -0.0722574-0.010386j -5.30686e-05+0.0334096j -0.0359662+0.00378042j -0.00296326+0.0194703j 0.00654828-0.00649678j -0.0254897-0.0504545j -0.0514209+0.0394631j -0.0051723-0.0119053j 0.0272579-0.00935402j 0.0115324-0.013087j -0.00722607+0.00637673j -0.00378517-0.00605095j 0.0193841-0.0246211j -0.022075-0.00329163j -0.0299565+0.00107911j 0.0269726-0.00845446j -0.0142612-0.00306585j 0.00611374+0.00750351j 0.0324337-0.00966642j -0.00796252+0.00119691j -0.0319994+0.00702015j -0.0233766+0.025433j -0.0274671+0.00151947j -0.0262631-0.0104306j -0.0192865-0.00237962j 0.00964759-0.0129227j -0.00200515+0.002296j 0.0292865-0.00535639j -0.022587-0.012517j 0.00734174+0.0086643j 0.0094283+0.00286184j -0.00411264-0.00487286j 0.00685515+0.00351575j 0.0102094-0.000210367j 0.000584749+0.00749762j -0.00190975-0.0119324j -0.0115667-0.00468447j 0.0101869+0.00485112j 0.00235609+0.00733847j -0.00881859-0.00673629j -0.00110814-0.000199266j 0.00454751-0.002526j -0.000251578-0.00186049j 0.00519451-0.00485523j 0.00248248-0.00368569j 0.000280066-0.00795434j -0.00564629-0.00353242j 0.0113311+0.0135302j -0.0164295-0.00959232j 0.0185209+0.00702445j -0.00417549-0.00927218j 0.0344651-0.00123995j -0.0199016-0.00359035j -0.00760711-0.00373985j 0.0139487-0.0131654j 0.00397302-0.00620485j -0.006192+0.000366565j -0.0139996-0.00558271j -0.0111541+0.0155282j 0.0167822-0.0121373j -0.0336141-0.000902317j 0.0872156+0.00558074j 0.0323475-0.0101047j -0.0254743+0.00224685j 
-0.0210058-0.0594041j 0.010642-0.0451196j -0.00924676-0.0339255j -0.0231768-0.224637j -0.0260092+0.0304684j 0.0106098-0.0489121j 0.0238386+0.00160515j 0.0159938-0.00905865j 0.0164217-0.0336009j 0.0138274+0.0315583j -0.0118877-0.0196863j -0.00371842-0.000966932j -0.0316176+0.0407384j -0.0197298+0.0217699j 0.00409673+0.00491814j 0.0247097+0.0338678j -0.0100787-5.48415e-05j 0.0570505+0.0824257j -0.0129149-0.0027271j 0.0330898-0.0962913j -0.0363864+0.00798402j 0.00802386-0.00415957j 0.0228553-0.0304188j -0.0162704+0.0274714j -0.00559585-0.0102778j -0.0203558+0.01055j -0.00210469-0.0167278j 0.0121651-0.0364904j -0.00764499-0.0282449j -0.00828726-0.000426167j 0.0288795-0.00778446j 0.000365446-0.0308519j -0.00850805+0.0135794j -0.0292172-0.0163427j 0.0222435-0.0116529j 0.0407236-0.00429682j -0.0647097-0.0512896j -0.0728308-0.00896906j -0.00803595-0.0174993j 0.0625243-0.0137629j 0.00968907+0.000701278j -0.0248932+0.0115674j -0.0161616+0.00204937j 0.00115775-0.0203729j -0.00172175+0.00942307j 0.0173156-0.00308031j 0.000336066+0.00835625j 0.00899368-0.00529477j 0.0101279-0.0185155j 0.00489143-0.00526191j 0.0173307+0.000489899j -0.00911368-0.00457752j 0.0233735-0.0039874j 0.00380554-0.0188768j -0.00485478-0.0147124j 0.00311497+0.0180426j -0.0152288+0.0117383j 0.0130096+0.0349962j 0.0094558+0.017628j 0.0119215+0.0130886j -0.0165508+0.00125747j -0.010015-0.00358558j 0.0189425-0.0160335j 0.0025786-0.00500917j -0.00290149+0.0052351j -0.000609407+0.00121277j 0.00587572-0.0215022j 0.00121133-0.0116639j 0.000311429-0.00746028j 0.0026087-0.000530514j 0.00536255-0.0128467j -0.000154409+0.00569486j 0.000510883+0.00757467j -0.00320291+0.000408987j 0.00429241+0.00348035j 0.00293264-0.000295335j 0.000795048-0.00660735j 0.00227811-0.00452332j -0.00304183-0.0126294j -0.00459258+0.0166623j 0.00526407+0.0103085j -0.0019415-0.0131559j 0.00404828+0.0124068j -0.00723604-0.0156827j -0.00280676+0.0176435j -0.0164047+0.00898059j -0.00086303+0.0256663j 0.00538934+0.00453488j 0.00232625+0.0119434j -0.00705588+0.0250841j -0.00352539-0.036053j 0.0184844+0.00351005j 0.0037014+0.0325694j 0.0660692-0.00601627j -0.0336867-0.0331981j 
-0.0234058-0.00810227j 0.000212553-0.00580459j 0.00794258+0.0187999j 0.0225859-0.0124242j 0.0309949+0.00816408j 0.00949132-0.0290943j 0.000592617-0.0135109j 0.0147296-0.00980842j -0.00129836+0.012689j 0.0179923+0.0449141j -0.00614081+0.0492785j -0.00347356+0.0289203j -0.0180136+0.0190343j -0.0143721+0.00950543j -0.0239732-0.0443132j -0.0363658+0.0418862j -0.000523013-0.0194381j 0.032659-0.0167391j -0.0207754-0.0563597j 0.000118076-0.0710901j -0.0259309+0.0110397j 0.0145436-0.0196979j 0.0233513-0.000791301j 0.0250719+0.00622988j 0.0281288-0.0188501j 0.0171084-0.000555981j -0.015209+0.00156709j -0.00278412+0.040422j -0.0268467+0.00139833j 0.00121077-0.00318422j -0.0151379+0.00666827j -0.0143222+0.0356219j 0.0288652-0.0160726j -0.0220348+0.0120968j -0.0170283-0.0375969j 0.0122677-0.011457j -0.0880327-0.0117756j -0.0079482+0.0211939j -0.0230232+0.00337727j 0.0588877+0.00090906j -0.000657143-0.00562368j 0.0125142+0.0208502j 0.00281454+0.00227246j -0.0305042-0.00974287j -0.00045324+0.00668297j 0.00410279-0.00417488j 0.00712747-0.00943021j -0.0058406+0.000120892j -0.00431755-0.000598658j 0.009425-0.00788102j 0.00479391-0.0211062j 0.000624047+0.00899678j 0.00612764-0.00268576j 0.00151972-0.000358273j -0.0103385+0.00225165j 0.00212265+0.00803162j 0.00782567-0.000315567j 0.00450287+0.000465244j 0.0064357-0.00221835j 0.00270933-0.0116996j -0.00997718+0.00272999j -0.0113876+0.0108496j 0.00882343+0.000391839j -0.00992697+0.000501965j 0.000595894-0.00578341j 0.00480312+0.000241586j -0.0153161+0.0055946j 0.00411989-0.00104508j -0.00405474-0.0119174j -0.0179389-0.0102431j -0.0109675-0.000489757j -0.0189498+0.0147174j -0.00158951-0.00278839j 0.00592337-0.00380962j -0.0163089-0.0155318j 0.0178062-0.00337646j 0.00422902-0.0119951j 0.00300304+0.00037466j -0.00188325-0.00131785j -0.00196555-0.0131075j 0.00856419+0.00733814j -0.00880755-0.00256408j -0.00267495+0.0114862j 0.000280937+0.00576465j 0.00379494-0.00272296j -0.0122579-0.0104292j -0.00200483+0.00272815j 0.00569288-0.00452786j 0.00219421-0.000993706j -0.0264562+0.0217326j -0.00908997-0.00139851j 0.00487807+0.00679242j 0.025675+0.0137139j 0.0122485-0.0164906j -0.0820222-0.000935829j 
-0.0251276+0.00530237j -0.00189978-0.0223732j 0.0335571+0.0457703j 0.0387083-0.0104058j 0.0358962+0.0160481j 0.023445-0.0260064j 0.00221694-0.0196206j 0.0134098-0.0326908j -0.00144443+0.015348j 0.0147576-0.0107491j -0.00348913-0.0107917j -0.00643988-0.0260029j -0.0241936+0.0474272j -0.0218556+0.03559j -0.00548056+0.0190413j -0.0272322+0.00299112j -0.0175054-0.0165097j 0.0303635-0.0676672j -0.015426-0.121115j -0.0442715-0.073215j -0.0108325+0.0228562j 0.00166316-0.0320951j 0.0301134-0.0280793j 0.0373879+0.00668501j 0.0181893-0.0114819j 0.0209376+0.00600157j -0.0145816+0.0154391j 0.00817595+0.00664375j -0.0104677+0.00156801j 0.0040399+0.00147066j -0.0166137-0.00597465j -0.00143965+0.00948946j 0.023598-0.0195541j -0.0214736+0.00753952j -0.0689529-0.0335526j 0.0217845-0.00905797j -0.126061+0.0122057j 0.0118713+0.028387j -0.0404499+0.00435024j 0.0704083-0.0349198j -0.0181991-0.00915358j 0.0163469+0.0332403j 0.00462526+0.00989402j -0.0459383+0.000959704j 0.00172242-0.00368806j 0.00458803-0.0158794j 0.0183124+0.0046801j -0.015192-0.00708129j -0.0111782+0.00104488j 0.0110843-0.00333499j -0.0128508-0.0222641j 0.00695074+0.0119252j -0.00289976-0.00515304j -0.0150393-0.0115281j -0.0305394+3.73557e-06j 0.0117346+0.00134892j 0.015941-0.00766201j 0.0103773-0.0120033j -0.000562146+0.00102227j 0.0185515-0.0121363j -0.0170828+0.00697356j -0.0119205+0.00814685j 0.00969489-0.00594339j -0.0120309-0.00496541j 0.0028398+0.00545393j 0.00785766+0.00484185j -0.00742699-0.00309134j -0.00357361-0.00352605j 0.00801196+0.00815004j 0.0158195+0.0147357j 0.0107435-0.00821111j 0.019444-0.0105085j 0.00678876+0.00713706j -0.00952027-0.000673655j 0.003141+0.0141943j -0.00503317+0.00929895j -0.0038678+0.00713691j 0.00672828-0.0105141j -0.00859916+0.00563781j 0.008408+0.00148998j 0.0108409+0.00229973j -0.00526329+0.00628122j -0.00904875+0.00360233j 0.00964921-0.004284j 0.0102285-0.00333818j -0.0184019-0.0134136j -0.0162128+0.0141037j 0.0029415-0.00949937j -0.00374977-0.00208063j -0.0235896+0.0338209j -0.000752837+0.0265819j -0.00671241+0.00721235j 0.0134817+0.0170093j 0.0038983-0.0346099j -0.128218+0.00828158j 
-0.00891693+0.0284984j -0.0239684-0.0597468j 0.0281297+0.111833j -0.0550039-0.0547288j -0.00442034-0.0274943j 0.00801214-0.0367442j -0.0065987-0.0175633j -0.0279212-0.0383611j -0.0040154+0.0226576j 0.003243+0.0481152j 0.0082029-0.0199759j 0.0104616+0.000269797j -0.0287587+0.0097842j -0.00389023-0.011825j 0.0284452+0.0102689j 0.0107444+0.0612992j -0.000920915+0.0164315j -0.0354682-0.123587j 0.0196533-0.170784j -0.107287-0.0856886j 0.0205025+0.0518162j -0.019594-0.0540327j -0.00570292-0.0463014j 0.0488402-0.0178837j -0.0244227+0.023767j -0.000271329+0.0282301j -0.0152222-0.0168451j -0.0143806-0.00733438j 0.0220811+0.0371192j 0.00902468+0.0143578j -0.0114471-0.0354578j -0.00174424-0.0507918j 0.000110112-0.0203943j -0.0267523-0.0045325j -0.102279-0.029366j 0.000735585-0.0413863j -0.0783259+0.0589402j 0.0255513+0.0659607j -0.0181102+0.0102723j 0.0263184-0.0677222j -0.0344108+0.00661213j 0.0220141+0.00456261j 0.00131339+0.00963181j -0.0212016+0.01528j -0.0156342-0.0152571j -0.00680199-0.010692j 0.0234465+0.0027817j -0.0248094-0.0179251j -0.00863411-0.000422485j 0.0240873-0.0086586j -0.0244609+0.00108479j 0.00512868+0.0196534j -0.00503006+0.0107614j -0.0386233-0.0437828j -0.0430296-0.00964466j 0.00568931+0.00405827j 0.000349771-0.000705233j 0.0147673-0.00577517j -0.0193899+0.0108707j 0.0220727+0.00479447j -0.000949837+0.0197842j -0.003674+0.00821878j 0.0163638-0.0197359j -0.0176906-0.00573696j 0.00212735-0.00292933j -0.000794577-0.00307447j 0.00709587+0.0120432j -0.0126198-0.00524601j -0.00533756-0.012969j 0.00603436+0.00425347j 0.00930007+0.00181707j -0.00402373+0.00333409j 0.000178795-0.00430544j 0.00877445-0.00181566j -0.0171251+0.0024j 0.00309883+0.0120506j -0.00990844-0.0071354j 0.00696762-0.0164156j 0.000350176+0.00110672j 0.0133329-0.0101185j -0.000995271+0.000494381j 0.000755213+0.00227066j -0.0054184-0.00228516j 0.00200174-0.0132214j 0.0109508-0.0113027j -0.00302963-0.0265305j -0.0046653+0.0247255j -0.00656421-0.0116086j -0.0136963-0.00567197j 0.000128235+0.0591201j 0.0270903+0.0682354j -0.0302889+0.00809706j 0.00548285+0.0134487j -0.0271858-0.0531081j -0.0745601+0.0039773j 
-0.0181675-0.0793863j 0.0135203-0.0186632j -0.0229758+0.0265023j 0.00233205-0.169589j 0.0287309+0.0328879j 0.00326542-0.029092j 0.0169248-0.00130675j 0.015823+0.00129579j 0.00215749+0.0237029j -0.0330745+0.0440254j 0.0256432-0.0335756j 0.000205102+0.000121141j 0.0266824+0.00853162j 0.0275221+0.00766569j -0.0248006-0.0161957j -0.00158761+0.0112149j -0.0236854-0.0570017j 0.0542076+0.157222j -0.00416278+0.0106502j 0.0501801-0.160399j -0.056547-0.00616874j -0.00422392+0.0112242j 0.00470794-0.0262732j 0.0143761+0.0465233j 0.0069259-0.0389097j -0.0105757-0.000687525j 0.00461324-0.0219145j 0.0112578+0.0102525j -0.0212948-0.0548706j -0.00246997-0.011404j 0.033991+0.0141112j 0.0164588+0.0224921j -0.00225916+0.0295338j -0.0331335-0.011156j 0.0500438-0.0652752j 0.0576927-0.025725j -0.0427078-0.116313j -0.133306-0.00513249j -0.00325527-0.0252875j 0.0683124+0.034978j 0.0127308-0.0413319j 0.0159561+0.0260896j -0.00115016-0.00388534j 0.0103247-0.0303043j 0.0144293-0.00200555j 0.00467547+0.00492745j 0.000786296+0.0171804j 0.031278-0.0205095j 0.0141471-0.0110966j 0.00322142+0.00365284j 0.00178801-0.0116638j -0.00413023+0.000942524j -0.0121692-0.0124031j 0.0180617-0.0140299j 0.0181229-0.0252508j -0.00547034-0.0184568j -0.020284-0.00138023j -0.0056754+0.0368758j 0.000773753-0.00547468j -0.00505726+0.0141752j -0.0321316+0.0159632j -0.0173303+0.00640598j 0.0170445+0.0117692j 0.00393912-0.017185j -0.00153791+0.0032362j 0.00621116-0.00431256j -0.00358161-0.00768082j 0.0109961-0.00736175j 0.000807477-0.00351135j -0.00622436+0.00141053j -0.0017484-0.00551473j 0.0044116+0.00141952j 0.0026395+0.0107749j -0.0131886+0.00118807j 0.00706686-0.0042612j 0.0119399-0.00889921j 0.0124194-0.00417443j 0.00308696+0.001245j -0.0169927-0.0132522j -0.0113938+0.0187155j -0.00371835+0.00170764j 0.00179249-0.0138434j 0.00967902+0.00826329j -0.0138609+0.0012807j -0.00763074+0.025446j -0.0178393+0.00475315j 0.0194919+0.0111477j 0.00872464-0.000482741j 0.0177975-0.000320465j -0.0211997+0.0526137j -0.00926727-0.0686496j 0.0542994+0.00773917j 0.0228046+0.0390313j 0.100413-0.00249337j 0.00578521-0.0616842j 
-0.0166705+0.0168144j -0.011173+0.0142491j -0.0393017+0.0677283j 0.033321+0.119804j 0.0176026+0.00961703j -0.0404374+0.0359741j 0.00867943-0.00460598j -0.000579703-0.0313906j -0.0104426+0.0597302j 0.0148595-0.00937874j -0.0105282+0.00567918j -0.0229366+0.0228606j 0.0231736-0.0438784j -0.0323985+0.0287187j -0.0413338+0.0223405j -0.0562466+0.0325021j 0.0518676-0.065167j 0.040564-0.0786736j -0.0929831-0.0612223j 0.0623125-0.0307618j -0.0260262-0.000137692j 0.00574884-0.00885001j 0.0106366+0.0252185j 0.015153-0.0432929j 0.0321057-0.0647841j 0.00922801-0.0303462j -0.0189507+0.0355872j -0.00398015+0.0633323j -0.0564851-0.0200859j 0.00420199-0.0445465j -0.0591121+0.0247668j -0.0577094+0.0621855j 0.0581041-0.0322418j 0.00688091+0.0265861j 0.0482191-0.0735816j -0.0601966+0.013907j -0.0109599-0.00715146j 0.0140508+0.0549123j 0.0117006+0.00405064j -0.00327143+0.000701731j 0.0353259-0.0313211j -0.00754259+0.0156739j 0.00571441-0.0140359j -0.00782954-0.0321743j -0.00762693+0.00686232j -0.0147107+0.0111854j 0.00558571-0.0106116j 0.000757874-0.00529166j -0.00319727-0.00225508j -0.00543074-0.0289001j 0.00955972-0.0117832j -0.00411308+0.0103995j 0.0106742+0.0158642j 0.00918237+0.0158559j -0.00374854+0.00871178j -0.0449723+0.0166496j 0.00655017-0.00450364j 0.00408707-0.00377259j 0.00711162-0.0278205j -0.0290389+0.0178475j 0.00281571+0.00791471j 5.52125e-05+0.0104008j -0.0130456+0.0121077j 0.010139-0.0139897j 0.0111624-0.00462513j 0.0181333+0.00198418j -0.0296974+0.00551752j 0.00230806+0.00469722j 0.00222342+0.00668163j -0.00817059+0.0068797j -0.00272666+0.0104275j 0.0125927+0.000837198j -0.00255165+0.00113387j -0.00545211+0.00613934j -0.00936419+0.000247164j -0.00969879+0.00256175j 0.0115781+0.0107894j -0.00557556+0.00100494j 0.000114364+0.0123381j 0.00459642-0.0080429j -0.00795014-0.00615166j -0.0055745+0.00482872j 0.0088778-0.0125165j -0.00337215+0.026514j -0.0309693+0.00280502j 0.00667051-0.0376353j 0.0331121-0.0230682j 0.0108595-0.0103712j 0.0107427-0.0103346j -0.0427863+0.0442829j -0.0130128+0.0138967j 0.0279915+0.00479422j 0.0529695-0.00248819j -0.0444287-0.0137105j 0.0398525-0.0120106j 
0.0174607-0.0304615j -0.021846+0.0166778j 0.0438791-0.0739597j -0.0356976+0.100576j -0.0406636+0.0662j 0.00485983-0.00806926j -0.00258434-0.00179454j 0.0110298-0.0102988j 0.00961104-0.00220001j -0.0207812-0.00263513j 0.0196887+0.0114458j -0.00857196-0.00226538j 0.0107546+0.0230211j -0.0156928+0.00770521j 0.0129122-0.0241969j 0.0265953-0.050244j 0.0175588-0.0405884j 0.0453181-0.0114047j 0.0630539-0.0280891j -0.112959+0.0757363j -0.0050032-0.00134754j -0.0380336+0.0155134j 0.0131406-0.0265029j 0.0272466+0.00335451j 0.0364258+0.00430536j 0.0384217-0.00877194j -0.0367815+0.0115655j -0.0528601+0.0221075j 0.055458-0.0698038j 0.0251264+0.00100935j -0.0349866+0.00656134j -0.0367132-0.0172394j -0.0510003+0.0585936j -0.0108537-0.00215793j -0.0594132+0.0523678j 0.00130894-0.00785524j 0.0322514-0.021835j -0.0570924+0.023188j 0.00821339-0.0213254j -0.0284616-0.00349586j 0.0359837-0.0187826j -0.0151531+0.0305917j -0.00130255+0.00174154j 0.0090324-0.0198907j 0.00555061+0.00852422j -0.017103-4.57187e-05j 0.0125246-0.000477423j -0.00220869+0.00969776j -0.0133778+0.00243678j 0.0218038-0.00116079j -0.0199365+0.0015828j -0.0247375+0.00571264j -0.00662065-0.0107879j -0.0300528+0.00479288j -0.009937-0.0267291j 0.0106604+0.00145139j 0.0123996+0.00679931j 0.0119139-0.0212868j 0.0197519-0.017838j -0.0325919+0.00506744j 0.012886-0.00321769j 0.0174694-0.00757327j -0.0137714-0.00980367j 0.0093217+0.00317379j 0.00595217-0.00344341j -0.00248547+0.00787074j -0.0026882-0.00943885j -0.012502+0.00546316j 0.00678271+0.00357646j 0.00159394-0.00989657j -0.0156868-0.00352138j -0.0129039+0.00491358j -0.00122958-0.0047594j -0.00413792-0.00752153j 0.00651169-0.0090344j -0.00351606-0.00577865j 0.00152593+0.00132j -0.00170584-0.00175044j 0.015489+0.00272215j -0.00343982-0.0154143j 0.0159276-0.0168788j -0.00172343-0.0174983j 0.0396003-0.0189371j -0.0160968-0.00994328j -0.0132238-0.0041612j 0.0252252-0.0169733j -0.00815248-0.0118534j -0.0130356-0.00154003j -0.0163312-0.00462378j 0.0213272+0.00834535j 0.0351343-0.00867067j -0.031997+0.00424672j 0.0805177-0.00573828j 0.0106907+0.00138852j 0.0328122-0.0116217j 
-0.00535172-0.0171963j -0.0121943-0.0283062j 0.0285494-0.0922781j -0.0497249-0.072926j -0.0237629-0.00663338j 0.00872615-0.000958384j -0.00266083+8.46582e-05j 0.0292881-0.0207581j -0.0573346-0.0403374j -0.0142614+0.00422427j 0.0348858+0.00122969j -0.0285073+0.0150582j 0.0444554+0.0062561j -0.0295485+0.0115412j -0.0286579+0.06789j -0.0215972+0.0444599j 0.167546-0.00356169j -0.0250822+0.0464862j -0.0281333+0.0172825j -0.0197039-0.0487043j 0.00147611-0.0394915j -0.0177067+0.0102751j 0.0212902+0.0143533j 0.0623977-0.032707j -0.0398626+0.0505632j -0.0178614-0.0157486j -0.0148388-0.0430896j -0.0166757-0.0365691j 0.0604316-0.0156482j 0.0406692+0.00400772j -0.0227011+0.00122802j -0.0221392-0.0689707j 0.00716394-0.0145761j 0.00460314-0.0130778j -0.0231496-0.0118804j -0.00352274+0.0215334j -0.00141992+0.0346624j 0.00322081-0.00855502j 0.00389232+0.00621071j 0.0325759-0.0256787j 0.0143522-0.00352695j -0.00524778+0.00544222j 0.00775061+0.00363725j -0.00911905+0.0218063j -0.0110891+0.00486182j -0.0227673-0.0282165j 0.0350045-0.0186179j -0.00773652+0.0132381j -0.00728144+0.00926182j 0.0457479-0.00138647j -0.0173694+0.0261218j -0.0301016-0.0183909j -0.00500617-0.0099931j 0.00793517-0.0240041j -0.0136922-5.32587e-05j -0.00785723+0.00857289j 0.0192687+0.00844608j 0.0116042+0.0134219j 0.0123996+0.0115571j 0.0220821-0.00318168j -0.00239546+0.00316559j -0.0186035+0.00606997j -0.00257463-0.0040491j -0.00432492-0.00517687j 0.00260773-0.00437161j -0.00432914-0.00298433j -0.0077258-0.0102342j -0.0149808-0.0101908j -0.00674259-0.00287982j -0.0082297+2.54165e-05j 0.00589489-0.00207569j 0.00362782+0.012036j -0.00162293+0.00205613j 0.00648206+0.00928729j 0.00553315+0.00112934j 0.00144685+0.00600693j -0.00344975-0.00708857j 0.000892346-0.0177143j 0.00854539+0.0198602j 0.0106682+0.00361896j -0.00179522-0.000272606j 0.000566616+0.00464998j -0.00426275+0.00702024j 0.00863673-0.00516935j -0.0366696+0.00425591j 0.00123407+0.00746572j 0.0105075+0.02039j -0.0032717+0.00534635j -0.0117438+0.00614222j 0.00357819-0.00879149j 0.0101642+0.0102678j -0.0217112-0.00302191j 0.0114396-5.03854e-05j 0.0166384-0.00145451j -0.058819+0.00412053j 
