-0.0181025+0.0168699j 0.00221738+0.095709j -0.0469042+0.0533314j 0.0238801-0.0258494j -0.000683866-0.0111552j -0.0030494+0.0195621j 0.0311254-0.0391994j -0.0268707-0.0100426j 0.0890772+0.0267863j 0.0329717-0.0174674j 0.00473271+0.0144947j -0.00273092+0.00652939j 0.0132858+0.047449j 0.000144746+0.00903044j 0.0229865+0.0350236j -0.0274866-0.00708959j -0.046473-0.0202998j -0.000431969-0.0322346j -0.0394968+0.0163057j 0.0477881+0.0321399j 0.0290814+0.00345015j -0.0241052-0.013447j 0.00156164-0.00445053j -0.00446095+0.00732243j -0.0283244+0.00604827j 0.0187807-0.00494616j 0.0137604-0.0133007j 0.0136742+0.00360743j 0.0163611+0.00656097j 0.0011669+0.00532963j 0.00926439-0.0131319j -0.00796167-0.0152128j -0.00754108-0.0201066j -0.0152782-0.0180449j -0.00885458+0.00891384j -0.006924-0.0025259j -0.00530641-0.0142275j -0.032597-0.0190136j -0.0195739-0.0226097j 0.00282181+0.00135788j 0.0151555+0.00519724j 0.017836-0.00692388j -0.00171954-0.00415829j -0.00706973-0.0172678j 0.0124012-0.00726492j 0.00921741+0.00182397j -0.0125002-0.00520099j 0.00453424+0.0106365j -0.0166918+0.0061443j 0.032598+0.017938j -0.00249228-0.00748533j -0.0189325+0.00391359j 0.00149341-0.00717019j -0.00453159+0.0177068j -0.0038999+0.00893927j 0.0169744-0.00954413j -0.00468312-0.00302609j -0.0114875+0.0262492j 0.0130727+0.000838173j -0.00820047-0.0127427j -0.000747833-0.00210451j 0.00902027-0.0116475j -0.00397205-0.0069747j 0.00518519+0.00131171j -0.00142273+0.036851j -0.0259404-0.0252587j -0.00219527-0.0197892j 0.0162233+0.0165723j 0.0106704+8.06858e-05j -0.0115959-0.0160781j -0.0074178-0.0192572j 0.00669811+0.033692j -0.0210077-0.0355032j 0.0648889-0.0181771j -0.00816557+0.0264417j 0.00174347-0.0148561j 0.055094+0.0639171j -0.00227653-0.00968662j 0.0139826-0.02666j -0.0104623+0.0489578j -0.0340604-0.0715722j 0.0774408+0.0497705j -0.0199187-0.0213178j -0.0092349+0.0865618j 0.0901987+0.0220093j 0.0882283+0.0194662j -0.0961783-0.0252247j 0.0482118+0.0131077j 0.0402298+0.0553264j 0.107977+0.115592j 0.0381611+0.0722046j 0.0217117-0.019179j 0.0341846+0.0339209j -0.0202778-0.0477905j 0.105115+0.128903j -0.201996+0.233576j -0.114925+0.0417132j 
0.0264996+0.0444469j -0.0133877-0.0013154j 0.0111688+0.00215752j -0.00364327-0.00499954j 0.0143397-0.0570781j 0.00318922+0.00857086j -0.0209543-0.0122703j 0.00486348+0.0455791j 0.0760167+0.0115747j -0.00149626-0.0098707j -0.0331134+0.0451722j 0.00833642-0.0133034j 0.00864098-0.0208901j -0.00158156+0.0200445j 0.0211761+0.00883377j -0.0245756+0.0375923j -0.00407352+0.019315j 0.0639843-0.062082j -0.0146648+0.0250279j 0.0326962+0.0438055j 0.035524-0.0406158j -0.00764534+0.0300193j -0.0196608-0.0325783j -0.000918871-0.038135j 0.0255773+0.0366109j -0.0162112+0.0237531j 0.0206339-0.0481456j -0.0163938-0.038084j 0.0278404+0.0347495j -0.038751+0.0218583j 0.0303199-0.0605383j -0.0532368-0.0337739j 0.00487792+0.034346j 0.0115573-0.0089354j -0.00820655+0.0177761j -0.0135346-0.00827121j 0.0125792+0.00174864j 0.0173385-0.0142924j 0.0442322-0.010509j -0.00919038+0.00791203j 0.0593627-0.0535541j -0.0026174+0.0201937j -0.0262664-0.0675756j 0.0139429-0.034758j 0.030983-0.00871429j 0.0593749-0.0500622j -0.0126923+0.0262912j 0.0111005-0.0424721j 0.00224888-0.0150959j -0.0381201-0.0206137j 0.0061156+0.0050037j -0.0198283-0.0567369j 0.00825439-0.0222202j -0.0484316-0.000788002j 0.0192209-0.034158j 0.00353042+0.0337038j 0.0517936+0.00508541j -0.0408854-0.0410248j 0.0105204+0.0199897j 0.0189465+0.0496731j -0.0510697+0.00159083j 0.0337088+0.0266344j -0.0229076-0.00947376j -0.0174778-0.0061187j 0.0107524-0.00505786j 0.0321179+0.0120523j 0.0184051+0.0427612j 0.0587667+0.0293519j -0.00886342-0.0192918j -0.0181242-0.0149907j -0.0614409-0.00636552j -0.0757628+0.0277057j 0.0664654-0.00251048j 0.02543-0.00855401j -0.0654748+0.0549258j 0.0331636+0.00597563j 0.00828503+0.0100421j -0.0543045+0.032567j -0.0166711+0.0309115j 0.00525288+0.0736664j -0.00689716-0.0213001j -0.00284958+0.0585226j 0.0423053+0.112859j 0.0264635-0.029956j 0.104349-0.0197554j 0.037681-0.0200808j 0.0700562-0.0188646j 0.02232-0.0107471j 0.110562-0.0399076j 0.0861641+0.0795453j 0.0402638-0.0651931j 0.00136881-0.0573871j -0.0490749+0.0978712j 0.0205798-0.07509j -0.00846588-0.00296206j -0.0499063+0.0717294j -0.0554015+0.0245909j 
-0.00937729-0.00325338j 0.0190081-6.55288e-06j 0.0196439-0.0242204j -0.0160047-0.00171139j 0.00538266-0.0194565j -0.00055888-0.00963111j -0.0238575+0.00324386j 0.00613233-0.00138192j -0.0399165-0.00726715j -0.00137736-0.0124987j 0.00297241-0.0157602j -0.0312307+0.0123029j -0.0127314+0.0202148j -0.00829538+0.0488182j -0.00542384-0.035591j 0.00350157+0.0203302j 0.0238822+0.0107278j 0.0309861+0.00860589j -0.00624821+0.0474672j 0.0332342+0.00602323j 0.0280195-0.0217464j 0.00429479+0.0488901j 0.00950826+0.00853109j -0.0241839-0.00958018j 0.0472865-0.00466656j -0.00893713+0.00258223j -0.00204925+0.0208534j -0.000480121-0.0149636j -0.0446205+0.0462959j 0.0440881-0.0347787j -0.0251579-0.00491715j 0.0140511+0.0325588j 0.0520564-0.0580336j 0.000133237-0.017506j 0.031586+0.0644288j -0.0408539+0.0379875j 0.0183545-0.00674024j 0.0489743-0.0471021j 0.0602377+0.0192815j 0.0124921+0.00631115j -0.018027-0.00069757j -0.0386495-0.0107075j -0.00894214-0.0122545j 0.0373876-0.00111067j -0.0595878+0.00264247j -0.0326862-0.0601901j -0.0522219-0.0348717j 0.0148622-0.0136454j -0.0487419+0.0144071j 0.0292494-0.00965493j 0.0132343-0.031975j -0.027272-0.00320948j -0.01266+0.0184677j 0.0617636+0.00203924j -0.0855134+0.0149131j -0.01032+0.020815j 0.0298928-0.0500622j 0.0670985-0.0357436j 0.00530452+0.0327882j -0.0127221+0.0345168j 0.0174607+0.0173309j 0.00192579-0.0116631j -0.0182429-0.0264237j -0.00308187+0.00107643j -0.0367851-0.00682199j 0.0379104-0.0274584j -0.0281431+0.0108431j -0.0509805+0.0637466j -0.031207-0.0713729j -0.0903919-0.0239184j -0.0350838+0.0102595j -0.0429005-0.0315232j 0.0318416+0.0474105j -0.00541298+0.00630754j -0.0267142-0.0211999j -0.00987395-0.0431282j 0.0380238-0.0604015j -0.0269482-0.00911704j 0.0326659+0.0334732j 0.0713383-0.0220474j 0.02702+0.0248979j -0.0257398-0.0095313j -0.0403562+0.0565937j -0.00387322+0.00545256j -0.0656267+0.0373777j -0.0819102-0.00576755j 0.0544933+0.0223123j -0.00495662-0.0302567j 0.0281833+0.00688632j -0.0186015+0.0228849j 0.00857327-0.00779684j -0.0495671+0.010274j -0.054036+0.0587762j -0.00490656-0.00261848j -0.0141587-0.0011055j 0.0600171-0.042856j 0.0554551-0.00299809j 
-0.00960924-0.0343404j 0.0170064+0.0290544j 0.0082835-0.0160608j 0.0176057-0.0285901j -0.00431559+0.00257062j -0.00414075-0.0512195j -0.0139178+0.012257j -0.029586-0.0318469j -0.0211486+0.00624984j -0.0356347+0.0356973j 0.00580836+0.00745284j -0.0536262+0.0244003j 0.0161317+0.0459136j -0.0424827-0.0242681j -0.0319993+0.0286715j 0.018335+0.0174889j 0.00124583+0.0519329j -0.0411608-0.0121549j 0.0274786+0.0180588j -0.0482231-0.0513672j -0.0083299+0.00420554j 0.0105089-0.0027875j 0.0186826-0.053945j -0.0286531-0.00261727j 0.0170578+0.0237769j 0.0520001+0.0292196j 0.0301467+0.0148518j 0.0090867-0.0058751j -0.0148145-0.0113308j -0.0465481+0.0597577j 0.0296551-0.00474603j 0.00484636-0.0219216j 0.00814983+0.0102529j 0.00489525-0.00714129j -0.0199868-9.32643e-05j -0.0423903+0.0111588j -0.00269934-0.00943069j 0.0370005+0.026605j 0.0201679+0.0145544j 0.0175777-0.0185136j -0.00108556-0.0259712j -0.00929231-0.000427562j 0.0219331-0.0466101j 0.0534413-0.0313892j -0.0312663-0.0152476j -0.00901481-0.000265309j 0.0165871+0.0136876j 0.00398173+0.00600162j -0.00094033-0.053221j -0.00611267-0.00265618j -0.0340267+0.0284984j -0.00912719-0.0109288j 0.0262171-0.0295814j 0.0802597+0.0253889j -0.0466526-0.0664525j 0.00925253+0.0353171j 0.0197783-0.0699877j 0.0369284-0.0145954j 0.0236732+0.015014j 0.0808671-0.0247032j -0.0399797+0.0368463j -0.0374758-0.0131511j 0.016386+0.0341422j 0.00854711+0.0189103j 0.0392778-0.00293836j 0.0097689+0.0153026j -0.00891217-0.00200064j -0.0828316-0.0119472j 0.0218891-0.00975405j -0.0296231-0.00171108j -0.017493-0.00553988j -0.0229147-0.0403601j -0.0592883+0.0247684j -0.0191042-0.0339274j -0.040269+0.0115621j -0.0367195-0.00164167j -0.0722255+0.0197485j 0.0107082+0.0135134j -0.029838-0.0578164j 0.0174164-0.049357j 0.00632481-0.013347j 0.0275516-0.119764j -0.0562195+0.0304254j 0.072393-0.0406417j -0.0216186+0.0101556j -0.0516859+0.00724403j 0.0333997+0.043863j -0.0282326-0.0383708j -0.00179738+0.000168305j -0.00146537-0.0492033j -0.0361008+0.0367461j -0.0552197+0.0768884j 0.0494402-0.012075j 0.00482873+0.0159649j -0.00184958+0.00353894j -0.00783392-0.0356193j 0.0984422-0.0640429j 
0.0130111-0.0127213j -0.00028301-0.00878926j -0.0354803+0.0250273j 0.0323382+0.0248687j 0.00605694+0.00905175j 0.0205372+0.0351301j 0.0266987+0.0321851j 0.00883339-0.0317436j 0.0141467+0.0007981j 0.0336596-0.0243501j -0.00162523+0.0102787j 0.0125857-0.0239167j 0.0445573-0.0119507j 0.0156763-0.0533675j 0.010025+0.0308932j -0.0372979-0.00449256j -0.00134454-0.0495155j -0.00254532+0.0628748j -0.0476316-0.00789867j -0.0125661+0.0341582j 0.0257851-0.0207546j -0.0121003-0.0200069j -0.0147759+0.0100688j -0.00439926-0.0140313j -0.0572283-0.0185649j -0.0112371+0.00945609j -0.0188142+0.00539742j -0.0216551-0.0122772j 0.0536564-0.0073668j -0.0101264-0.0233439j -0.0066391+0.0326359j -0.0675435+0.00836869j -0.0219297-0.0167295j 0.00970628-0.0115703j -0.0108284+0.0102858j -0.009348+0.00575095j 0.025307+0.0176105j -0.0424695-0.0148928j -0.00695511-0.0352365j -0.00696215-0.0306825j 0.076526-0.0158061j -0.0397926-0.00891521j 0.00281278-0.00678096j 0.00929518-0.0487974j 0.0279742-0.0618929j 0.0583606-0.0197015j 0.00167913+0.02779j 0.0129496+0.0175943j -0.0224501-0.0197201j 0.0104908-0.028992j -0.0216921+0.0651594j -0.0156397-0.00064996j 0.00949304+0.00762339j -0.0962179-0.00275611j 0.0551446-0.0111264j -0.0433258+0.0334898j -0.036688+0.032341j 0.0161328+0.00846844j 0.0104958+0.0327857j 0.00517194-0.0129355j 0.00128091-0.0315883j -0.0269945-0.027755j -0.0439802-0.0332003j 0.000691685-0.00628524j 0.0030567+0.0612641j -0.053316+0.038797j 0.0432486+0.0239803j 0.0713515-0.022306j 0.00630573+0.054906j 0.0442872-0.0371245j 0.0382313+0.0419757j 0.00617609+0.0142983j -0.051752-0.00490638j 0.0374189-0.00811037j 0.0185793-0.0144622j -0.0429834+0.0948078j -0.00994104+0.0613617j 0.036862-0.0562061j -0.00117973-0.0774478j -0.0118091+0.00772137j -0.00946483-0.108606j -0.0897373-0.0434235j 0.0316393-0.132439j 0.0247657+0.0283138j 0.0640118-0.0159939j 0.0736828-0.0099382j -0.124443-0.0632207j 0.00752977+0.103909j -0.0824734-0.000358985j 0.0057893-0.052124j -0.0164313+0.0176081j 0.0174121-0.0200816j -0.00864861-0.0331324j -0.0301956+0.0474686j 0.0145562+0.0313712j -0.06544+0.0318939j -0.0689534+0.00753868j 
0.0296039+0.00994603j 0.0431054+0.0534318j -0.0195491+0.0293033j 0.0374674+0.00268292j 0.00394838+0.00455482j -0.037148-0.00878156j 0.0067643+0.0513779j -0.0094434-0.00809185j 0.0452276-0.00604505j 0.00686747-0.00389138j 0.0106843-0.0302238j -0.0195646-0.0169563j -0.0153188-0.0145602j -0.0508705-0.0542739j 0.0150711+0.0175299j -0.036252+0.0549612j -0.00783875-0.0325608j -0.0118315-0.00142316j 0.00414219-0.0442133j -0.072037+0.0303133j 0.0648379-0.0285771j 0.0184795-0.00456321j 0.0177799-0.0199753j -0.00936886-0.0175584j -0.0207073-0.000470502j 0.0166944+0.00844591j 0.0519862-0.0184601j 0.05017-0.0282124j 0.0223991-0.0379047j 0.00817605-0.0196364j 0.00555842-0.0301861j -0.00982256-0.00801824j -0.024696-0.0159122j -0.0260788-0.0125115j -0.0220974-0.00571729j -0.0330069+0.00659114j 0.0246312+0.0160269j -0.0061948-0.0221616j 0.0348393-0.032301j -0.0312072+0.0211993j 0.0184395-0.0697282j -0.0116855+0.0284222j -0.0176954+0.0197253j -0.0347549+0.0663027j 0.0743529-0.0339755j 0.0273984+0.05099j 0.0100839+0.0198854j 0.0364392+0.0156357j 0.00487294-0.0434128j 0.00337789-0.0430408j 0.0217977-0.017595j 0.00031439-0.0258533j 0.0350388+0.017001j 0.027451+0.0297202j 0.0464624+0.014287j 0.0495186-0.00958464j 0.0471062-0.0407962j -0.0639937-0.0269849j -0.00199398+0.037211j 0.0248811-0.0240532j -0.0709791+0.103233j -0.00128806+0.0106706j -0.02+0.0429456j 0.0364611-0.01726j -0.0392695+0.0500205j -0.00411004-0.0242225j 0.00335721-0.00617036j -0.0271349-0.0411923j 0.0428203+0.0448948j -0.0113261+0.0268968j -0.0429626-0.00528031j -0.0318205+0.0597929j -0.0365913+0.0514898j 0.0544606-0.0145474j 0.00936779+0.0532346j -0.0401699+0.0290411j -0.064733+0.00444204j -0.0416167+0.0788346j -0.0446508-0.0405882j -0.0299769-0.0683519j -0.00227408-0.0933823j 0.0719636-0.0505009j -0.046077+0.0136297j 0.148283-0.0840266j 0.174042-0.0903767j 0.0706187+0.0202863j -0.00124777+0.0302741j 0.00362345+0.023997j -0.00763015-0.0164449j -0.0145503-0.0450156j 0.00552136+0.0333223j 0.0435676-0.0414164j 0.0282894-0.0474201j -0.030347+0.0195941j -0.00866691+0.038297j -0.124352+0.0886132j 0.0114708-0.0750259j 
0.0149199-0.00248534j -0.0160734-0.0469649j 0.0184397-0.0126443j -0.0226468+0.0218382j 0.00903658+0.0480862j -0.0202978-0.06287j -0.0132278+0.00914841j 0.0317469+0.0436105j -0.00705363-0.015408j -0.0338107+0.0339715j 0.00347748-0.0345513j -0.0294186+0.0399081j -0.0195004-0.0355304j 0.0496986-0.0318843j 0.0289138-0.0188604j 0.0191345-0.00225103j -0.015599+0.00509369j -0.0494241+0.0608205j -0.0166098-0.0151161j -0.0534483-0.00645106j -0.0451782-0.0382275j -0.0834803-0.00367125j 0.0398131+0.0105272j 0.0589376+0.0260021j 0.00382813-0.0220717j -0.00726686+0.0285569j 0.0533958+0.0190415j 0.00156703+0.0546907j 0.0521326-0.00169856j 0.000245062+0.00382694j 0.00114377+0.0641973j 0.0321742-0.0231832j 0.00227327-0.00495449j -0.0198048+0.0392679j 0.00268419-0.0547142j -0.00707437-0.0465713j 0.00168797+0.0162577j 0.0540592+0.0400197j 0.00121658+0.00622335j 0.0464536-0.0142458j 0.0313543-0.035493j -0.00420366+0.0435977j -0.0259445+0.0122642j -0.00385614+0.0497446j 0.0233462-0.0834403j 0.00245597+0.0557988j 0.0300408+0.0217066j 0.0124233-0.0109332j -0.00746354-0.0125573j -0.0306654-0.0273705j -0.0468193-0.00185437j 0.0685182-0.008766j 0.0297029-0.00744599j 0.078737-0.012485j -0.0239413+0.0151239j -0.0057905-0.00855428j -0.0619916-0.0532235j -0.0658027+0.0112086j -0.0135571-0.0600247j 0.0326268-0.0702074j 0.0438115-0.0121387j 0.0442608-0.00282995j -0.012155-0.0203401j 0.030727-0.0124578j 0.00274491+0.0181975j 0.0184104+0.0138265j 0.00592457+0.00197303j -0.0607146-0.0117999j 0.0233791+0.000454721j 0.0487562+0.0890793j 0.0321022+0.0714198j -0.00938769-0.00978325j -0.126957-0.0447555j 0.0556224+0.0443016j -0.0615525-0.0489551j -0.0629653-0.0669059j 0.0382399-0.0117357j -0.0171925-0.0231455j -0.00700672-0.0151603j -0.0648225+0.00155531j 0.0614652+0.0834838j -0.00397585-0.0555403j -0.0105891+0.0179827j -0.153336-0.0428401j -0.0258487-0.0940303j 0.0335602-0.0106614j 0.00851053+0.0406858j -0.0216732-0.0393808j 0.0219326+0.016944j -0.0395663-0.015029j -0.0369225+0.0353298j -0.132078+0.142139j 0.0897844-0.0357403j 0.00777645-0.00541057j -0.0379922+0.0122326j 0.0730429-0.069433j -0.0161659+0.0403202j 
0.0125131+0.0237308j 0.0108863+0.0112277j -0.0159596+0.0280645j -0.0145451+0.0108465j 0.00816488+0.0200326j -0.00997137-0.00657476j 0.0362788-0.0007167j 0.0361731+0.0165365j -0.0540358-0.0194223j 0.00714772-0.0124631j 0.0102156-0.00698959j -0.0459622+0.0274967j -0.0521923-0.0129845j 0.000116551-0.00620914j -0.00629664+0.0208102j -0.00180189+0.0140445j 0.0254159-0.00908075j 0.0117915+0.00501213j 0.00573241-0.0161338j 0.00326027-0.0166077j -0.0171287+0.020858j 0.0273045-0.00012353j -0.017194-0.0303854j 0.0260424-0.0173656j 0.0306539+0.0172291j 0.0131133-0.00261531j 0.00782759+0.00732671j -0.00168255+0.0111457j 0.0140636-0.00825646j 0.0187962+0.0175491j 0.000579033+0.0167464j 0.0219797+0.0246336j -0.016684+0.0356115j -0.0287516-0.011824j 0.0106909-0.00181675j -0.016811-0.0736937j -0.0204117-0.0384538j 0.0408521+0.0302374j 0.0207905-0.00449295j 0.0248567+0.044832j 0.0122148+0.00208597j -0.00886881-0.0103553j -0.0213769-0.0590128j 0.0488252-0.0478032j -0.0134983-0.016455j 0.0374487+0.00463056j -0.00906391+0.0230439j 0.0265462-0.0137428j 0.00519477+0.00641748j 0.0028256+0.0300931j -0.0209225+0.0105506j 0.0637457+0.010296j -0.0305436+0.00646586j 0.0281544-0.0184594j -0.0159345+0.0135847j -0.0598874+0.0474062j -0.0403042-0.00489585j -0.103389-0.00798803j -0.0442995-0.0452452j 0.00979286-0.00510259j 0.07562+0.00936918j 0.0170253+0.0358938j -0.0302973-0.00736896j 0.00176616-0.0355233j 0.0188942-0.0432383j 0.0214018+0.00180776j 0.0549274+0.0226544j -0.00807054+0.0205894j -0.0668675-0.0403232j -0.0423594+0.0114543j -0.0425776-0.062068j 0.0225552-0.0616458j -0.0364199-0.0752418j -0.0262288+0.0424331j 0.0386883-0.0477107j -0.0492454+0.047697j 0.0696146+0.0373343j 0.0336559-0.0572892j -0.00274626+0.0854056j 0.0688866+0.0837097j 0.00104004+0.0721598j -0.102844+0.0601089j -0.00300382+0.0564422j 0.00215198+0.045717j -0.0109045+0.112743j -0.062962+0.0635634j 0.00922164-0.0354703j 0.00947385+0.0227592j 0.0478979-0.0375659j -0.0243671+0.0428894j 0.0469968-0.0151257j -0.0650659+0.052148j -0.00295583+0.0315908j -0.0202545-0.033192j -0.0249366-0.023986j 0.0760071-0.0225653j -0.00667609+0.0479658j 
-0.0141244-0.00867465j 0.0142046+0.00913951j -0.00214636-0.0294926j 0.0206238+0.0222779j 0.00227454-0.00753957j 0.0350209+0.0489177j 0.0131356+0.0420811j -0.0106804+0.00116768j 0.0222406+0.00837906j -0.0122319+0.00160066j 0.069915-0.0627579j 0.0347628+0.00931077j -0.0163108+0.0232927j 0.00379955+0.0564854j 0.0238175-0.01054j 0.0209129+0.0104507j -0.0233671+0.0421116j 0.0459671-0.0052248j 0.0444862+0.00655117j 0.0361137+0.0253143j -0.0509594-0.0447241j 0.0210312+0.0152958j 0.0245698+0.036721j -0.0621472-0.0406424j -0.0401006-0.0322332j -0.0233455-0.0208596j -0.0195956+0.0406765j -0.037607+0.00227491j -0.0182604-0.0135095j 0.0364019+0.0204731j -0.0452068-0.0713303j 0.0224302-0.0229683j -0.0147042-0.0282598j 0.0235961-0.0230698j -0.00465606-0.00253283j 0.0665328+0.0639437j 0.00913497+0.0811704j -0.0554789+0.00153316j -0.0943091-0.0333892j -0.0527904-0.0282143j -0.0971315+0.0012731j 0.0644753+0.0329262j 0.0259853+0.0707183j -0.0452272+0.060419j 0.0621039+0.0551638j -0.0885567+0.0609072j -0.016407-0.054133j -0.0440876+0.00488905j 0.070409-0.00163103j -0.0178035-0.0213025j 0.0808949-0.0547437j 0.0467296+0.105975j -0.022505-0.0068417j -0.00342482+0.0461198j -0.0211152+0.0795234j 0.0394266-0.0177558j 0.0278393+0.00166465j 0.0383004+0.0306919j -0.0690382-0.0409505j -0.0631678-0.0128159j -0.0233202+0.0444226j -0.0249749+0.0406961j 0.0194591+0.045137j 0.0284849+0.0126159j -0.0607584+0.00372586j 0.0175361-0.0720627j -0.058756-0.0293682j 0.0345739-0.0286287j 0.015149+0.0278022j -0.00559645+0.0583218j 0.0465275+0.0373281j 0.0875905-0.0555275j 0.0548154+0.0645156j 0.0212691-0.0467015j 0.0886017-0.0355734j 0.0816245-0.124643j -0.0259297-0.0365335j -0.0305235+0.000368449j 0.092633-0.0075617j -0.00386804-0.0660563j 0.0220096+0.0130867j 0.0673789+0.0701212j -0.0702836-0.0099538j -0.0693393+0.0563977j -0.0743437-0.0588985j -0.0708637+0.0182605j -0.00766957+0.0987548j 0.0223966+0.0371232j -0.0207908+0.0198525j -0.0938302-0.0172886j -0.0155145+0.0570126j 0.117125-0.0432164j 0.129184-0.128695j -0.00844709+0.0124337j 0.00786875+0.0283496j 0.0320631-0.0226736j 0.0127652-0.00372933j 
-0.0133553-0.014876j 0.0524923+0.0600841j 0.0136052-0.0120917j 0.0326199-0.0289678j 0.0193687+0.00664643j 0.0259844+0.0465652j -0.0373929+0.00992353j -0.00456925+0.0190284j 0.0395654+0.0385015j 0.0112758-0.00662377j 0.0224276-0.00409535j -0.0328577-0.0139569j -0.00790042+0.0424916j -0.0177482-0.0306498j 0.00966528+0.0396286j 0.000564226+0.00981133j 0.0439886+0.0091954j 1.49426e-05-0.0102556j 0.0230835+0.0212941j 0.0029752+0.0331674j 0.0306382-0.000537672j 0.0402888-0.0131501j -0.028453+0.0196568j -0.0546232+0.0102526j -0.0318528-0.00126438j -0.00778185+0.0271717j 0.00156305-0.0148456j -0.016865-0.0335357j 0.0391093+0.00684078j 0.00331326-0.000211272j -0.0138708-0.0206384j -0.0272302+0.0304205j 0.00216348+0.0108037j 0.0155234-0.0140411j -0.0130575+0.0900887j -0.0560312+0.0114673j -0.00895977-0.0151912j 0.08625-0.0122533j 0.025155-0.0232776j 0.00336994+0.0058808j -0.0142984-0.00408691j -0.022895+0.00299146j 0.0145016-0.0222816j 0.038291-0.0628853j 0.0362113-0.00684253j -0.0479377+0.00264773j -0.026676+0.00996897j -0.00125362+0.0148336j 0.0373797+0.0315623j 0.0294592-0.00502682j 0.0517873+0.06408j -0.00679853-0.0881881j 0.0490518-0.02632j 0.0177582+0.0415957j -0.0649668-0.0308537j -0.0296459+0.0578487j 0.0187104-0.0118851j -0.0135517+0.0330567j 0.0295729-0.0210663j 0.0186286+0.0534214j 0.0811513-0.000439391j -0.0222333+0.103219j 0.0422327-0.00481385j 0.0532586-0.00986482j 0.0443663+0.142355j -0.00121199-0.0373567j 0.0379009-0.0331669j 0.00622602+0.00916411j -0.0184569-0.0110464j -0.0624035-0.0499807j 0.0110342+0.03579j -0.0117613-0.0927842j 0.0204326-0.00104551j 0.0648639-0.0612083j 0.00281913-0.0248201j -0.109121-0.0293594j -0.0135393-0.0109533j 0.0131011-0.0332229j -0.00363154-0.0582484j 0.105216+0.0612918j 0.0765472-0.0699632j -0.0386482-0.0390224j -0.0659004+0.123355j 0.0903259-0.0457166j -0.0602137-0.0279429j -0.104377-0.0167499j 0.0485927+0.106689j -0.0448429+0.0308244j 0.0668796+0.0399201j -0.0178196+0.119919j 0.0225782+0.0094797j -0.0151522+0.0335798j 0.0333066-0.02456j -0.0100758-0.00208284j -0.0392061+0.0514503j -0.0318126-0.0166216j 0.0883364-0.0894616j 
-0.0386582-0.0205968j -0.00706945+0.0265058j -0.0438202+0.00848779j -0.0178255-0.00757424j -0.0242908-0.0179612j 0.00704683+0.0345483j 0.0344319-0.037159j 0.0132636-0.0442781j -0.00587686+0.03513j 0.0504885-0.0239566j 0.0223474-0.0415139j -0.0160333-0.0112091j 0.0458379+0.0245607j -0.00451203+0.00335044j 0.00293079+0.0654523j 0.0315009-0.0886831j 0.020625+0.022154j -0.0307804-0.0243856j 0.0390457-0.0320247j 0.061873-0.00539831j 0.0200671+0.0146863j -0.0341581+0.0141178j 0.0324307-0.0286093j -0.0561312+0.0120437j 0.0578908-0.0133133j 0.048069-0.025247j -0.0105946+0.00217342j -0.0135477+0.0439299j -0.0531122+0.0371948j 0.0544576-0.0749705j -0.00713729+0.00608879j 0.0215996-0.0573805j -0.032277-0.0547314j -0.0406588+0.017713j -0.0577575+0.0160898j -0.0646155-0.0540205j -0.0456028+0.00356577j -0.0151624-0.0379884j -0.0183313-0.0535957j -0.0914068+0.0163524j 0.0401035+0.0211364j -0.0069813+0.00508092j 0.0150924+0.0132268j -0.00139935+0.0109238j -0.0222531+0.0600098j 0.0322032-0.0332492j 0.0291118-0.0191255j -0.0242834+0.00169391j -0.0543114+0.0389546j 0.0391922+0.0406588j 0.0312224-0.0986267j -0.0942888-0.029729j -0.0619535+0.053701j 0.0075031-0.0482487j 0.0446299+0.0555193j -0.0240382+0.00966832j 0.115807-0.000281155j 0.0237356+0.0280556j 0.0431041+0.0298416j -0.0243487+0.0339769j 0.0857797-0.0350442j 0.00933739+0.0134513j -0.0224847-0.058822j -0.0226359-0.0105879j -0.0671417+0.0213479j 0.0593197+0.0158046j -0.00558949+0.0462614j 0.0134158-0.085776j 0.00619218+0.0837576j -0.0097944-0.0466161j 0.0765713-0.0140562j -0.11739+0.138692j 0.0132769+0.0497831j 0.023922+0.112791j 0.0240017-0.00626904j 0.0149729+0.0437632j 0.0176373+0.0232671j 0.00721241-0.019416j -0.0210156+0.0100158j -0.0630537+0.00433554j -0.0304708-0.118351j -0.0364252+0.0701488j -0.0500053-0.0880184j 0.0433337+0.0410702j 0.00568248+0.0133124j 0.0695305-0.0473493j -0.0617343-0.0420786j 0.0292985+0.0771798j -0.0347436-0.0263968j 0.0164546-0.0201208j 0.0459411+0.0114544j 0.120323-0.140343j -0.121659+0.0326861j -0.010737+0.0134635j 0.0606344+0.00334584j 0.00833174+0.0495335j -0.0839083+0.0344506j 
