0.000729497+0.0132119j -0.0232518+0.0245936j 0.00930301+0.00697906j 0.030064-0.00163395j -0.00341877+0.0556351j 0.0242272+0.00526206j 0.0280484+0.0121178j -0.0193412-0.0232533j 0.0341032-0.0293969j 0.00151157+0.0229917j -0.0105936-0.0301268j -0.00576444-0.0455741j 0.0187109-0.0187581j -0.0120227+0.0392939j -0.0307111-0.0410639j -0.0036127-0.0359585j 0.0125912-0.00735806j 0.00257591-0.0215067j 0.00522288-0.0303948j -0.00470523-0.00883703j -0.00385896+0.0322417j 0.0295154-0.0206571j -0.00844542+0.0251445j 0.0380563+0.0215431j 0.0150665-0.00813245j 0.0025667-0.0348817j 0.066668-0.0285023j -0.0601554-0.0350803j 0.0353235+0.0435653j -0.00526216+0.0176929j -0.00418294-0.00316896j 0.00860914+0.0618712j 0.00594746+0.0421688j -0.0222674+0.0337643j 0.0499527-0.0365605j 0.0276425+0.0399712j -0.0387096+0.0111112j -0.0220197-0.00332744j 0.0123021-0.00742424j 0.0217164-0.0365143j -0.0185172-0.0365222j -0.0135974+0.0753441j 0.017398+0.00222756j 0.0640169-0.0142006j -0.066988-0.0549972j 0.0158814-0.0380094j 0.0177902+0.0241725j -0.0174411+0.0241607j -0.00902588+0.0112148j -0.060708-0.0309212j -0.075038+0.00754207j -0.0778409-0.0152047j -0.022861+0.0372488j 0.00709665-0.0461793j 0.00485101-0.0451087j 0.0548303-0.0737181j 0.0641504+0.0504548j -0.0899982-0.0227436j 0.0179609+0.0288085j -0.040453+0.0881829j 0.042282+0.0651673j 0.012428+0.00644558j 0.0295089+0.0297845j 0.00583227-0.0325555j -0.0164042-0.0297059j -0.0200942-0.0389588j -0.0600022-0.0499244j -0.0992798+0.0504337j 0.0115079-0.0409002j 0.0170721-0.0277465j 
0.00828705+0.0114009j -0.00830273+0.00257504j 0.00151745-0.00246241j 0.000959888-0.0160366j 0.020345+0.00310835j -0.00247836-0.024778j -0.00264526+0.00731493j -0.00855397+0.0134729j -0.0102098+0.0026729j -0.0116373-0.00779734j -0.0117875+0.00992752j -0.0066777-0.00395546j -0.0402028-0.00667531j -0.00358599-0.00081947j 0.00448307+0.00128893j 0.00866018+0.00894292j -0.0144766+0.00980115j 0.000170656-0.0127618j -0.0142123-0.00410669j 0.0205583-0.0072778j 0.00340007-0.020928j 0.0111975+0.00895953j -0.0178297+0.0110474j 0.0086776+0.0184427j 0.00594471-0.00218326j 0.000789177+0.00650729j 0.0258937+0.000614031j 0.0182811-0.0011557j 0.0147757-0.00202066j -0.0252873+0.0101997j -0.0037556-0.0186954j -0.00769794+0.0110913j 0.00124537+0.00992007j -0.0103272-0.0261828j 0.0093729+0.00844978j 0.00371416-0.00283626j 0.000931136+0.00279792j -0.00103019+0.00917999j 0.00996201-0.00906987j 0.000938428-0.00628465j -0.00354426-0.00319914j 0.00939442+0.0156743j -0.0054111-0.0145104j -0.0114904+0.0158304j -0.00256933+0.0217592j 0.0169492+0.00779917j 0.00744705-0.00363291j 0.000988966+0.00104224j -0.00643844+0.000892861j 0.0147566+0.0432137j -0.00103092-0.0227976j -8.585e-05-0.0139821j 0.00932603+0.00764587j -0.00119554+0.00131781j 0.00798947-0.0133768j 0.0168454+0.000773721j 0.00813342-0.000947871j 0.0105539-0.00783496j -0.0182593+0.00909677j 0.0162133-0.00690955j 6.13137e-05+0.00101928j 0.0262222+0.0050097j 0.00816988+0.00612431j 0.0018763-0.0297955j -0.00129345+0.0154412j -0.00512753+0.00356965j -0.00161611+0.0166089j 0.0151875+0.00180628j 0.000636684+0.00395543j -0.0175324-0.00654876j 
0.00266991+0.00235428j -0.00829123+0.0015628j 0.00877093+0.003156j 0.00156662+0.00582173j 0.0138184-0.00862565j -0.0141253-0.0142754j -0.00637695+0.00933996j -0.00316883+0.00285848j -0.0174289+0.00922367j -0.00607116-0.015244j -0.00398053+0.0115907j -0.00988785+0.00158351j 0.000601519-0.00436688j -0.0019776-0.00642001j -7.70758e-05+0.00273892j -0.00425377+0.00179156j 0.00150021+0.0121941j -0.00622209-0.00830501j -0.00789997-0.000578852j 0.0134419-0.00014114j 0.00595333+0.00276206j 0.00334612+0.0017622j -0.00840001-0.0117564j 0.00504091+0.0197722j -0.00904613-0.00309742j 0.00134092-0.0147203j 0.0106739-0.00918369j 0.0102893-0.00523502j -0.0103743-0.00327649j -0.00443118-0.00832137j -0.00815496-0.0166101j -0.0152125+0.00425269j -0.00516089+0.0111219j 0.000149376-0.00698643j 0.00384181+0.00259122j 0.00608904-0.00537607j 0.00529879-0.00933314j 0.00549197+0.00778634j -0.00125718+0.00881859j -0.00354392-0.00366624j -0.00575864-9.93914e-05j 0.0163929-0.00945104j 3.44775e-05-0.00179483j 0.000105102-0.0181411j 0.011942-0.00611437j 0.0112885-0.000222782j 0.010592+0.00213905j 0.000376598-0.00976569j -0.00537105-0.00586565j 0.00141015+0.0232598j 0.00195178+0.0015956j -0.00984712+0.00480631j 0.000680732-0.00424135j -0.00988906+0.000541705j -0.00109548+0.00806319j -0.000654633-0.00798009j 0.00600335+0.00932069j 0.00543473-0.00679025j 0.0106609-0.00564951j 0.00484126-0.00109215j -0.00615398+0.00787865j -0.0186695-0.00292257j 0.00432346-0.00290652j 0.00229031-0.0171808j 0.0016345+0.0146867j 0.0243973-0.000857189j 0.00114363+0.00596526j -0.0132176-0.00710913j 0.00545996+0.0033609j 0.00428457+0.00188461j 
-4.96572e-05+0.00196835j -0.00399349+0.00418629j -0.00728436-0.00616866j 0.00364535-0.00362735j 0.00481077+0.00148773j 0.00411106+0.00301792j 0.00117174+0.000159588j 0.006794-0.00664038j 0.00198414-0.00527082j -0.0076176+0.0103238j -0.0115898-0.00231845j 0.0167167-0.00504195j -0.00726866-0.00757922j 0.00056548-0.011688j -0.00951373+0.0054277j 0.00309311-0.00352695j 0.00682882-0.00718679j 0.00240425-0.0123894j 0.0111905-0.00268823j 0.00973232-0.00740511j -0.000398023-0.0101997j 0.00279473-0.00260568j 0.00201176+0.00539683j 0.00619297-0.00137913j 0.00143271-0.0148468j 0.00856556+0.00878526j -0.0019165+0.0018394j 0.00338222-0.0087931j 0.00560365+0.0151243j 0.00485367-0.00031821j 0.00289464-0.00262606j -0.00488675+0.00580572j -0.00757613+0.00571308j 0.00184252-0.00565127j 0.000894469+0.0130758j -0.0040823-0.00993398j 0.00289591+0.018574j 0.00403906-0.00406271j 0.0161073+0.00656102j -0.00735854-0.00477271j 0.00176661-0.00151455j 0.00292696-0.00686975j -0.004577+0.0148448j 0.0148079-0.00296959j -0.0178153+0.0137546j -0.000152097+0.00283964j 0.00592553-0.00033288j 0.00236074-0.00345169j 0.00517308+0.00303687j -0.000210694+0.00837833j -0.00384428+0.00477691j -0.000618819-0.00410893j 0.00557204+0.00216768j 0.00697335-0.00539242j -0.0122601+0.00322029j 0.00716305-0.0094723j -0.00912719+0.00942199j 8.49096e-05+0.0148927j 0.0183131-0.0121674j -0.00871949-0.000181317j -0.00349106-0.0113191j -0.0117055-0.00603195j -0.000477343-0.00167654j -0.000387164+0.00926381j 0.000400121-0.0042881j -0.00670859-0.0020634j -0.00920278+0.00459904j -0.0302542-0.00601885j 0.00145616-0.00665277j 0.0097418+0.00539415j 
-0.00423263-0.00482104j -0.0146523+0.00529599j -0.00404468-0.00361551j 0.0136366+0.00165809j 0.00565276+0.00734096j 0.0100779+0.00627549j 0.0139969+0.00462026j 0.00994894-0.0162115j -0.0106863+0.0031055j -0.00839487+0.00198705j -0.0189602-0.00131475j 0.0145845-0.00289508j -0.00135921-0.00812847j 0.013235-0.020359j -0.0179012-0.00362126j 0.00696264-0.00829328j 0.015418+0.00314245j 0.00467683-0.0207126j 0.00437996+0.00362946j 0.00600685+2.48921e-06j 0.000467752-0.0046364j 0.00232913+0.0131387j -0.000748894+0.00229273j 0.00598757+0.00449327j 0.00215271-0.0158275j 0.00291067+0.00236868j 0.00367396+0.0123974j 0.00796604-0.00324698j -0.00553094+0.018445j 0.00638452-0.0113017j 0.014525+0.0028591j -0.00328127+0.00914113j -0.00962847+0.00252163j -0.00472466-0.00624052j 0.00831334+0.00422411j 0.00641972-0.00740498j 0.0156123+0.00550349j 0.0104835+0.00323414j 0.0277589+0.0188151j -0.0115928-0.00435309j -0.00238012+0.000408266j 0.000664111+0.000605077j -0.00979441+0.0193208j 0.0261011-0.0268463j -0.0130808+0.00707958j -0.0026046-0.00304253j 0.00449895+0.00486851j -3.17015e-06+0.00429068j -0.0034846-0.00197586j 0.000716187+0.00455627j -0.00397707+0.00442606j -0.00146106+0.00991801j 0.00307049-0.0189786j 0.00165118-0.00728136j -0.00793161+0.0143112j -0.0091244-0.0256053j -0.00267412+0.0219993j 0.00124448+0.0201959j 0.0283602-0.0294379j -0.0157328+0.0122189j 0.00392376+0.0013709j -0.0245248-0.00624702j -0.0017171+0.00256744j 0.00165884+0.0020701j -0.000797523+0.00169209j -0.00574525+0.000636244j -0.015915+0.00492528j -0.049373-0.0127409j 0.00842843-0.00662698j 0.0237532+0.0107436j 
-0.00708909-0.00101117j -0.00913812+0.00113103j 0.00718305+0.00472923j 0.00348858+0.00741057j 0.00138417-0.00135123j 0.00166355+0.00245501j 0.0188537+0.0155064j 0.000552442-0.00299959j -0.0172729+0.01266j -0.00859961+0.00647402j 0.00269483+0.00825513j -0.0110544+0.0239529j -0.0148978-0.00482981j 0.00557657+0.00596402j -0.0044187-0.0048965j 0.0020284+0.00109475j -0.00871937-0.00110322j -0.00574609-0.0232057j 0.00390668+8.83546e-05j 0.00985452+0.00437609j -0.0140215-0.00241975j 0.00896211-0.00337482j -0.0145498-0.00742921j -0.0160105-0.0180003j 0.012664+0.00530885j -0.0160219-0.00111169j 0.00630232+0.00660541j -0.00776317+0.00201171j -0.00479171+0.0117543j -0.00373875-0.0138195j 0.00786176+0.00611669j -0.00966444+0.00879182j -0.00296704+0.00532798j 0.00762465-0.000735612j -9.93796e-05-0.00966723j -0.00626079-0.0149593j 0.00909164-0.0089378j 0.017599-0.00594735j 0.00218286-0.00439768j 0.00414865+3.56177e-05j -0.0027215+1.12146e-05j -0.003934+0.0116756j 0.0159686+0.0148776j -0.0115315-0.019005j -0.00185571+0.00531078j -0.00836927-0.000569455j -0.00426282-0.00258649j -0.0156504+0.00906707j -0.00666661-0.00902269j 0.00246223+0.00516609j 0.0122615+0.00396766j 0.00569686-0.00717246j 0.0027257-0.0220586j -0.00580186-0.0118256j -0.00284346+0.00556444j -0.0158867-0.0117928j -0.0201297+0.0138906j 0.0250022+0.000773715j 0.0227808-0.0113118j -0.00753202+0.000492351j 0.00954261+0.00151569j -0.0272351+0.012098j -0.00352738+0.00525262j -0.00808063-7.79631e-05j -0.00222657-0.00611221j 0.00111422+0.0045468j 0.000505547-0.000523633j -0.0373882-0.0168964j 0.0205641+0.0109381j 0.0137432+0.014127j 
0.00736324-0.00279621j 0.00136064-0.00393399j 0.00459773-0.0101063j 0.000635175+0.00645242j 0.00346286+0.00808625j -0.00157758+0.00314574j -0.00972921-0.00142867j 0.00793169-0.000743415j 0.0126024-0.00512323j -0.000651848+0.00322964j -0.000884162-0.00295051j 0.0161743+0.00117218j 0.0106887+0.0062294j 0.000137547-0.00736071j -0.0153961-0.0107721j 0.00552021-0.00379903j -0.00374334-0.00401472j 0.00670695+0.00102542j 0.00650301+0.00403732j 0.00542096-0.0103286j 0.00491186-0.00894931j 0.0108491+0.00593853j 0.00260681-0.000128955j 0.00313552+0.00338173j -0.0107878+0.00203277j -0.000479309+0.00939593j -0.00457515-0.00539529j 0.00793259+0.00392311j -0.00751914+0.0203606j -0.0128548-0.0243659j 0.00973128-0.00381995j -0.00542225+0.0164352j -0.00535814+0.00404258j -0.0035333-0.0118297j 0.0292649+0.00227492j -0.00446152-0.0208343j 0.0157135+0.0165639j 0.0072039-0.00473823j 0.0102644-0.010571j -0.0144566+0.000148463j -0.000539717-0.0101841j -0.00417001+0.0007749j 0.0140105-0.0153862j 0.00660342-0.0154859j 0.0146641+0.0073033j 0.0123849+0.00175848j 0.00837918+0.00205257j 0.00512422+0.00143637j 0.00761168-0.00209252j -0.00742557+0.00682332j -0.00175393+0.0133831j -0.00783017+0.0108134j -0.00185148-0.0198467j 0.00126957-0.000664697j -0.00345338+0.0138556j -0.011085-0.00108143j -0.0116598+0.00836963j 0.00901143+0.0135866j 0.0217776-0.0107862j -0.0130602-0.00110031j 0.0211617+0.0153093j -0.0132062+0.00443128j 0.00176222-0.0059193j -0.000303813-0.000368297j -0.00223495+0.00230828j -0.00542773-0.00179054j 0.00579304+0.00490875j -0.0419489-0.00521364j 0.0139966+0.00778258j 0.0143932+0.0131789j 
-0.00634481+0.00273672j -0.00347758+0.00558087j -0.00516407+0.00166221j 0.00530092-0.00449111j -0.00134081-0.000565617j 0.0104508-0.000290673j 0.00590613+0.00103899j -0.00243551-0.00345523j -0.0105159+0.0108896j -0.00200518+0.00207936j -0.00189117+0.000612981j -0.00166074+0.00481459j -0.00679791-0.0152154j -0.0055246-0.00448892j 0.00245832+0.0125407j -0.0076136-0.00820976j 0.0155935-0.00606143j -0.00566087-0.00465571j -0.00102884+0.00722857j 0.00742884+0.00165355j -0.00819023+0.00856408j 0.00484573-0.00545389j 0.00487856-0.000343919j 0.00278704-0.00415063j 0.00576554-0.00128209j 0.00241965-0.0109015j 0.00692837+0.00259616j -0.00447576-0.004832j 0.000418124-0.00563092j 0.0119755+0.000599243j -0.00128498+0.000126877j -0.00286906+0.0014421j -0.0100753+0.00654528j -0.00222266+0.00215365j 0.00105538+0.00503007j 0.00651467-0.00200484j 0.000344901+0.00327837j 0.0050693+0.00194326j 0.00518756+0.00556039j -0.00497746-0.00497148j 0.00420796+0.0025189j -0.00338645-0.000495314j 0.00726317+0.0112573j -0.00684045-0.00603348j -0.0029355+0.00396999j -0.00159761-0.00360712j 0.00283883-0.000680336j -0.006472+0.00353375j -0.00365233+0.00594356j -0.00442724-0.00246747j -0.0020792+0.00167974j -0.00600285-0.00863326j 0.0190037+0.00445895j -0.0044285-0.00648925j -0.0120826-0.00824392j 0.000256463-0.0165828j -0.00697127+0.00133181j -0.0139957+0.00546416j 0.0342319-0.00272888j 0.000366136+0.00288848j -0.00359306-0.00794077j -0.0333888-0.000171995j 0.000734981+0.00437474j -0.00150008-0.00118577j 0.000858973+0.0034434j -0.0042648-0.0027235j -0.0103775-0.0107454j -0.0357375-0.000821421j -0.000661109-0.00895971j 0.0119096-0.000218255j 
-0.00410441+0.00652139j -0.00250109+0.000947614j -0.00163132+0.00808956j -0.00219658+0.00123363j 0.00104125+0.00660366j 0.011381-0.00435265j -0.00315152-0.00139344j -0.00610899+0.00788908j -0.00713904+0.00279232j -0.00159864+0.00287053j -0.00229431+0.00488075j -0.0103128+0.00223565j -0.0106257-0.0091452j -0.00295588+0.00460176j -0.00888158-0.00112887j -0.00382887-0.00553381j 0.00516801+0.00664303j -0.00721547+0.000930874j -0.00128173+0.0064995j 0.00265489+0.00765639j -0.00530851+0.000212648j 0.000507243-0.0022481j -0.00257431+0.00483084j -0.0012645+0.00104152j 0.00685485-0.00426367j -0.000999983-0.00674272j 0.00157997+0.00312084j 0.000564037-0.0018594j 0.00275759-0.0086292j 0.00223095+0.0102867j -0.00426297-0.00363377j 0.00852872+0.00618824j -0.00412905-0.000291561j -0.00486567-0.00972347j -0.00431245+0.00399898j 0.000567117+0.00622087j -0.00222167+0.000133098j 0.00273612+0.00397907j -8.88489e-05+0.00302939j -0.00375621-0.000525158j 0.000508275-0.00420131j -0.00331984+0.00190097j -0.0117128-0.00177348j -0.00813335+0.00334368j -0.00466828+0.0114654j -0.00416146-0.00243451j -0.00731939+5.99167e-06j 0.000666298-0.00177216j -0.00323452+0.000895705j 0.00444009-0.00432965j -0.00222605-0.0033668j 0.00689418-0.00277373j 0.00504158+0.00152978j 0.00187546-0.00143689j 0.0052152-0.0044397j 0.00954442-0.00171843j 0.0169846-0.00682714j -0.00687047+0.000646724j -0.0102439+0.00326638j 0.0100612+0.00391518j -0.00544692-0.00555478j 0.0112513-0.00424776j -0.00042268-0.000917954j 0.000641316-0.00123484j 0.00250031+0.00395141j -0.00466793-0.00111029j -0.0104289+0.0052343j 0.0190412+0.0069414j -0.00690215-0.00192648j -0.00404834-0.00796565j 
0.000556534+0.00381462j 0.00114298+0.000180263j -0.00319479+0.00142097j -0.00460985+0.00167912j -0.00161984+0.00097682j 0.00454347-0.00194824j -0.0061175+0.00137441j 0.000418779+0.000875252j -0.0048887-0.00568339j -0.00220854+0.0048846j 0.00264774+4.42832e-05j 0.00400778+0.00114769j 0.00138772-0.00366701j -0.00264222+0.00284145j -0.00237593-0.00142269j -0.000620251+0.000240907j -0.00490007-0.00341116j 0.00412116+0.000588542j 0.00794237-2.07429e-05j 0.00192712+0.00450688j 0.00404618-0.00359189j 0.000809914+0.00362368j -0.00669704+0.0067782j 0.00296776+0.000102951j 0.000231043-0.00487433j -0.00417977+0.00687662j 0.000402782-0.00364875j 0.000652829-0.00170787j 0.00305226-0.00347522j -0.00285007+0.00097447j -0.00132625-0.00443682j 0.000592713-0.00181388j -0.00025343+0.00384134j -0.00509836+0.000679315j -0.00237064+0.00108391j -0.00347511+0.000291987j 0.00857365+0.00507495j 0.00617971+0.00549668j -0.0058279-0.00567141j 0.000898706-0.000836353j -0.00216574-0.00288264j 0.00360343-0.000988505j -0.00548518+0.00561404j 0.00246164+0.00454193j -0.00209757+0.00324147j -0.00254185-0.00462152j 0.00424397-0.0080504j 0.00106572-0.000698028j -0.00147379+0.000935416j 0.00165911+0.00790452j 0.00151135-0.000685469j -0.000548545-0.000421643j -0.00680938-0.00249889j -0.00246583-0.000533952j -0.00500944+0.000397466j 0.0108727+0.0114429j 0.00675835-0.00484858j -0.00136869+0.00566453j -0.0169793+0.000758953j 0.00318857+2.41851e-05j -0.00367287+0.00025512j 0.0175625-0.00323558j -0.000342331-0.000633644j -0.00438496+0.00279845j 0.000271514-0.000629785j 0.00199548-0.00309586j -0.00400737+0.00519525j 0.02263+0.00378567j -0.00473622+0.002393j -0.0061513-0.00336729j 
-0.00262774-9.79477e-05j -0.00495486-0.00187306j 0.00615387+0.00627625j 0.00379325+0.00304993j -0.00644324-0.0120255j -0.0100404+0.00589401j 0.000249668-0.000773389j 0.00312461-0.00129701j -0.000492176+0.00289047j -0.00462262+0.000314023j 0.0122661-0.0101128j -0.00534054-0.000278914j -0.00257952+0.00581606j 0.0117096-0.00543656j -0.00458959+0.0093031j 0.00203883+0.00184982j 0.00292673-0.000402772j 0.00674053-0.000407519j 0.000268272-0.00295374j -0.00200006-0.0153916j 0.00942652+0.00973085j -0.0087141-0.0122769j 0.00392553-0.00106298j -0.00105133+0.00453528j -0.0263858+0.00093564j 0.00181553-0.00906272j -0.0028741+0.00514064j 0.0091158+0.00709681j -0.00357308-0.00155711j 0.005099-0.00201871j 0.0123764+0.0040925j -0.00473257-0.00634479j -0.00100338+0.00294632j 0.0105972-0.0100912j -0.00439585-0.00884252j 0.00546869+0.00721574j -0.00361618-0.0244655j -0.00195514+0.00676651j 0.00918716+0.00655178j -0.00601583-0.00247j -0.000937087+0.00594385j -0.00423166-0.005419j -0.00308585+0.0140039j 0.00325184-0.00295663j 0.000140601-0.00218298j 0.00474439+0.00220076j -0.00752374-0.00179705j -0.00883485+0.000250228j 0.001334-0.0125737j 0.000968963+0.00426252j 0.00116938-0.00786459j -0.000795925+0.00346517j 0.00589778-0.0035753j 0.00622739+0.00395476j -0.00861123+0.0106481j -0.0126078-0.00166659j -0.016121+0.0171098j 0.00275773+0.00048572j 0.024684-0.00748765j 0.00528317+0.00471715j 0.00130892-0.00771422j -0.0302064-0.0130652j -0.00336266-0.00111626j 0.0116909+0.00459348j -0.0082447-0.00735848j 0.000711866-0.00206219j -0.000819661+0.00473021j -0.0147735-0.00689949j 0.00237728+0.000555899j 0.00182385-0.00168464j 
0.00171908+0.000805925j -0.00764951-0.00229492j 0.00812711+0.00737617j -0.00158631+0.00731482j 0.00320478-0.0070393j -0.00997159-0.00712781j -0.00602972+0.00169376j -0.00132615+0.000717356j -0.00732328-0.00709944j -0.00224222-0.0025666j 0.00653516-0.00471944j -0.00741167+0.00318767j 0.000331913+0.0120501j 0.00824358+0.0019783j -0.0041351+0.00393713j 0.00478057+0.000422525j -0.0100913+0.00650923j -0.00845466+0.00129442j -0.00397807-0.000906357j -0.00184187-0.00373405j 0.0076877-0.000516719j -0.00192607-0.00492555j -0.00484483+0.0141357j -0.00381748+0.009337j -0.0176321-0.0011214j -0.0077755-0.00610544j -0.00512011+0.00403022j 0.0103077-0.0115848j -0.00511721+0.00521023j 0.00368119-0.00545007j -0.00366993+0.00121382j -0.00800808-0.00804914j -0.00112836+0.0150274j 0.0159588-0.00799024j -0.00496715+0.00208269j 0.00132823+0.00759246j -0.0012718-0.00126397j -0.00233139+0.00262424j 0.00130673+0.000702063j -0.00303238-0.00332987j -0.00543261+0.0134747j -0.0089161+0.00439331j 0.0178359+0.0126762j 0.00616034-0.00954822j -0.00112849+0.000955791j 0.00422356+0.00726377j -0.000160645-0.00683843j -0.0063772+0.00704106j -0.00163356-0.00708291j -0.00251463+0.0059179j 0.00408728-0.00685389j -0.00292848-0.00338245j 0.00418527+0.0070319j -0.000561799-0.00174706j -0.00263452+0.00455523j -0.00886731+0.0119296j -0.00664748+0.00952424j 0.00601073-0.00149558j 0.0259357+0.00430474j 0.01478-0.00273897j -0.00116161-0.00917269j -0.0368397-0.0125424j 0.00692567+0.00248015j 0.00661405-0.00886572j -0.0145295-0.00122278j -0.00812079+0.00210707j 0.000544693+0.00678847j -0.0236673-0.00974891j 0.0101997+0.00585562j 0.00539785-0.00317182j 
0.00152386+0.000391626j -0.000805639-0.000244283j -0.00256819+0.00168499j -0.00642241-0.00307704j 0.00372013+0.00461162j -0.00872016-0.00473906j -9.81861e-05-0.00802324j -0.00645646-0.0163426j -0.000634484+0.00342688j 0.00486041-0.00550533j 0.00895095-0.000751205j 0.00582372-0.00924461j 0.00898613-0.000379455j -0.000917106-0.00881062j 0.00391176-0.00844878j 0.000477074-0.00258072j -0.00417627-0.00485428j -0.00767945+0.000693531j 0.004635-0.00765991j -0.000361908-0.00880724j 0.00223323-0.00835139j 0.0105533-0.00775919j 0.00710491-0.000672958j -0.0066458+0.00329882j 0.00632632-0.00264676j 0.00803723-0.00285546j -0.00947055+0.00187305j -0.00179998-0.00532305j 0.00581041+0.00434873j -0.00815956+0.00411809j -0.00374595+0.00894656j -0.0151729+0.00424425j 0.00879034+0.00258452j 0.00866215+0.00277313j -0.0144364-0.00500292j -0.00338134-0.00880514j 0.000288737-0.00141437j 0.0159288-0.0067101j -0.0102508+0.0067823j 0.00661141+0.011065j -0.00410534+0.00081973j -0.00307895-0.00201403j -0.00143769-0.00103463j 0.00434624+0.000600492j -0.00271924+0.00195689j -0.010075+0.00613364j 0.0117999-0.00364015j 0.00199395-0.00434142j -0.00019712-0.00287859j 0.00211186+0.0104874j -2.37895e-05+0.00188348j -0.00695983+0.0115555j 0.00172851-0.00241096j -0.0215953-0.00299987j -0.00498621+0.0109525j 0.0010147-0.0025964j -0.00526278-0.000110419j -0.00882273-0.00363173j -0.00600989+0.00951272j -0.0048807+0.00666696j -0.00153007-0.00583476j -0.0132433+0.00172474j 0.00343667+0.00131577j 0.00671995+0.00133206j -0.001749-0.0038456j 0.0218413-0.003505j -0.00181844+0.00111456j -0.00549386+0.0022088j 0.00136905-0.00161775j 0.000436835-0.00162136j 
0.00456892-0.00364328j -0.00149806+0.000654239j -0.00385502-0.00447674j 0.000768408+0.000814212j 0.00547286+0.00144153j -0.00675608-0.00524132j -0.00376228+0.00189691j 0.000574432-0.0156138j -0.0131164-0.00410962j -0.00577262-0.0146051j 0.00127517+0.000185471j 0.00320419+0.0014069j 0.0162489+8.98119e-05j -0.00190686-0.00113498j 0.00517469-0.0106241j 0.00204961+0.00139488j 0.000550734-0.00025852j 0.00139503-0.00780154j 0.0059937-0.0059518j -0.00221172+0.00605215j 0.0110209+0.000717237j 0.000456615+0.00567417j -0.0120022+0.00213769j -0.00418306+0.00122954j 0.00300317+0.000157463j -0.004602+0.000134594j 0.000819038-0.00658576j 0.00264124-0.00219022j 0.00238233-0.0117301j -0.00700406-0.00870567j 0.00121911-9.40429e-06j -0.0221478-0.001631j 0.00714485-0.00611124j 0.00632691+0.00980481j -0.00865801-0.00270871j 0.00189631-0.00716467j 0.00639338-0.00189172j 0.00309369+0.00244715j -0.0149707+0.00889771j -0.0042021-0.001528j -0.00513685+0.0092356j 0.0100225+0.0107414j 0.00675998+0.0136165j 0.00273341-0.00168723j -0.00486107-0.0138358j -0.000635788+0.00146372j 0.0170715-0.00559401j 0.00280674-9.61064e-05j -0.00402997-0.00342738j 0.00523243+0.01465j -0.00670921-0.00102013j -0.00293878+0.00698368j -0.00235643-0.0121834j -0.0228779-1.72513e-05j -0.00185171+0.00430923j -0.00750563+0.00449539j 0.000244884+0.00254754j 0.00187636+0.00769996j 0.00142908-0.000306922j 0.00485808+0.00427012j -0.00258283+0.00348604j -0.000377724-0.00421759j 0.00220409+0.00454372j -0.000217284-0.00482609j -0.000304991-0.00151203j 0.00353919+0.0115058j -0.00261629-0.00305942j 0.00158942-0.00310404j 0.00188009+0.00151642j 0.00031916+0.000206153j 
-0.00071974-0.00210615j 0.00503281+0.00276188j -0.00537978-0.00425984j -0.00127627+0.00165985j -0.00684394+0.00978524j 0.00092836+0.0047952j 0.00380244+0.00189404j -0.00768572-0.00649278j -0.00151664+0.00192441j 0.00533423+0.0160925j -0.0018891-0.00669692j 0.0106733-0.00278113j 0.00608694-0.00465081j -0.0052159-0.000495983j 0.00189403+0.00347278j -0.00416098+0.000585628j -0.000449504-0.0136738j 0.00598614+0.00506027j -0.00317238-0.00499965j 0.00915229+0.00618742j -0.00284656-0.00393859j 0.00982829-0.00537277j -0.0064931-0.000540612j -0.00409928-0.00248538j 0.0159691-0.00436443j -0.00246396+0.0092565j 0.00850025-0.000788588j -0.0124282-0.0100028j 0.000645976+0.00466668j 0.0012286+0.00162012j -0.00768883-0.000781223j -0.00369042+0.00282781j 0.00156979+0.0096391j -0.00349962+0.00862442j 0.000641438+0.000377299j 0.00253341-0.000385355j 0.00939931+0.0198222j 0.0102039-0.0148361j -0.00279016-0.0102998j 0.0130469-2.43602e-05j 0.00282248-0.00117425j 0.00437334+0.00484885j 0.00336051+0.000384376j 0.00315142+0.000971794j -0.00551202+0.00246635j -0.00970828+0.000224914j 0.0105271-0.00467596j 0.0113057+0.00122934j 0.00376166+7.48195e-05j 0.00298445-0.000466461j -0.00152575+0.00865984j 0.000337447-0.00520062j -0.00545191-0.000366745j -0.00889852-0.00214692j -0.00220855-0.00607302j 0.0103215+0.00426142j -0.00717013-0.0100422j -0.00331591+0.00238503j 0.00573113+0.00741247j -0.00880476-0.00640501j -0.00277199+0.00466317j 0.00687072+0.00780921j 0.00814667+0.00153919j -0.0139133+0.00539802j 0.00552351+5.05348e-05j -0.00877659+0.00822854j 0.00625042-0.00489995j -0.00378301+0.00280385j -0.00163449-0.00214583j 0.00147396+0.00553213j 
