0.0563822-0.000323248j -0.00642949-0.0761996j -0.0990123-0.0117555j -0.0275585+0.0793032j -0.145884+0.061779j 0.0280863+0.149207j 0.0242079-0.0667369j -0.0223534-0.0533353j -0.0934175+0.0273748j 0.0204179+0.065355j 0.087456+0.00734755j 0.00784044+0.0210489j 0.0457605+0.0601664j -0.0620753+0.0184073j -0.0581886-0.0271553j -0.0115357+0.0228057j 0.025757+0.0168838j -0.0140298-0.0940261j 0.099196+0.0239241j 0.0113392-0.073292j 0.079803-0.0211923j 0.0773155+0.135546j 0.17248+0.0733388j 0.0305597-0.113077j -0.0265866+0.0688341j -0.023452+0.0705946j 0.0406529+0.0129032j -0.0107423+0.0221658j -0.00174973-0.0790979j 0.0952483+0.026684j -0.0486948+0.0533135j 0.112039+0.00245329j 0.00470118+0.0159168j -0.00111603+0.0453446j 0.0750872-0.0762066j -0.0452628-0.0881663j 0.077384+0.00938389j -0.0645653-0.0916009j 0.0942303+0.0376187j 0.0653018-0.0382552j 0.0853018+0.0113183j -0.045164-0.0163317j 0.0237383-0.0347642j 0.0208477+0.0190063j 0.0016072-0.00199101j -0.0365221+0.105431j 0.0588649-0.0409143j 0.0862476-0.0810781j -0.0397218-0.0422716j -0.0621675+0.0624921j -0.00326972-0.022137j -0.0207021-0.0380452j -0.000148093+0.00283362j -0.0722292+0.051789j -0.0085874+0.0296813j -0.0258935-0.0164422j 0.0167025-0.0240084j 0.0257785-0.0577887j -0.014505-0.0128723j 0.0371538+0.02174j -0.0187283+0.0479753j 0.037508-0.0155692j -0.0214595+0.0340925j 0.0235996+0.0149162j -0.0382306-0.0223156j 0.00608608+0.022533j -0.017473+0.0382796j 0.0253958+0.0345352j -0.0231395+0.0118352j 0.0121533+0.0323838j 0.00600059-0.0341629j 0.0414456+0.0293282j -0.0180898-0.0218017j 0.015413+0.0715907j 0.0122593-0.015707j 0.0506246+0.018059j 0.0265296-0.00365981j -0.00458539+0.0273363j -0.0184959+0.0160505j -0.0427676+0.0243085j 0.0211035+0.00319795j -0.0242033+0.00721501j -0.0194371-0.0234811j 0.0104478-0.0292715j 0.133655+0.0307946j 0.0375561-0.0206329j 0.102143+0.0346879j 0.010926+0.0172645j 0.0107004+0.0258043j -0.0293895+0.0116803j 0.0309115+0.00166734j -0.0215594-0.0250879j -0.052878-0.0981674j 0.0559805+0.0481855j -0.0198143+0.0681427j 
0.0311894+0.000633253j 0.0122472-0.0268008j -0.014101+0.00645228j 0.0101138+0.0111732j 0.00188846+0.0150132j 0.0182638+0.0391587j 0.00700259+0.00448038j -0.0166713+0.0164159j 0.0076407-0.0045324j -0.0260065-0.00586963j -0.029233+0.000699209j 0.00664921+0.00129268j 0.0261618+0.00452981j -0.0154219+0.0112587j -0.00525504+0.0125287j 0.0210741+0.0153j -0.0257426-0.0196815j 0.00738354+0.00723985j -0.00431037+0.00915701j -0.026294-0.0111735j -0.0130317+0.00841677j -9.83012e-05+0.000702204j 0.0420594+0.0464356j 0.0306071-0.0204759j 0.0466979-0.0597117j -0.0210565+0.0188496j 0.00307035-0.000469385j 0.00923596+0.00690663j 0.00658272+0.0109446j -0.00378309+0.0114555j -0.0249868-0.00368949j -0.0233255+0.00700047j 0.0530545+0.00950329j 0.0894349+0.00896042j -0.00332846+0.0281166j 0.0240008-0.0205362j 0.000873599+0.00625237j 0.00457242-0.0222377j 0.0568822-0.0619661j -0.040926-0.0376028j -0.0459268-0.0261661j -0.00853157+0.0202251j -0.0195415-0.000897079j -0.0318838+0.0149162j 0.00939222-0.000341303j 0.0207138-0.0285297j -0.0562192+0.085404j -0.0220044+0.00732557j -0.0473204+0.0761635j 0.0192615+0.0428945j -0.0319165+0.0328515j -0.0790903-0.0295188j 0.125581+0.0168481j -0.0883938+0.0180747j 0.0185384-0.019554j -0.0222505-0.00270641j 0.0167487-0.0687866j 0.0589385+0.0538301j 0.0190968-0.101951j 0.0404101+0.0695159j -0.113926+0.0198596j 0.0542263-0.0408534j 0.0394864+0.0448394j 0.120787+0.0929429j 0.0327922-0.0542526j -0.0333669+0.00162416j 0.0760086+0.0728687j -0.0241661-0.012571j 0.0816651+0.00974103j 0.0161458+0.066244j 0.00677987+0.000809923j 0.00906731+0.00750524j -0.0744391-0.0103626j 0.0183182-0.0135421j 0.0150252-0.0216746j -0.037505-0.033093j 0.0861397-0.0755601j -0.0372577+0.0458132j 0.048616-0.0190658j -0.0564222+0.0376082j 0.123726-0.0847847j 0.0433969-0.121995j 0.06238+0.0318868j -0.0160666+0.139711j -0.00754561+0.0553865j 0.0852471+0.0918203j -0.0483989+0.0489231j 0.0340746+0.113295j 0.037891+0.0801556j 0.0123051+0.063394j 0.0777265+0.0534513j -0.0197232+0.124108j -0.0306815-0.107054j 0.0485802-0.0145279j 0.0161992+0.0562375j 
-0.00283397+0.00236814j -0.00357885-0.00380488j -0.0144115+0.00115041j 0.00126442+0.0154798j -0.0237194-0.00370162j -0.0102573-0.00736483j -0.00821692-0.00929268j -0.00228579-0.0188115j -0.00687675+0.0127909j 0.00532482-0.000510311j 0.005335-0.0140642j -0.00197691-0.0163977j 0.0100722+0.00675095j 0.00312265+0.00360774j 0.00109562-0.00689582j 0.00541317+0.0106768j 0.00640194+0.00666768j -0.00159318-9.21494e-05j 0.0158703+0.00441103j 0.00974497-0.00267598j 0.0275907-0.0134998j 0.013894+0.0321901j 0.00287862-0.00986507j -0.00533632-0.00328511j -0.00102081+0.0218259j 0.00199974-0.0222182j 0.0148302-0.0170108j -0.0127361+0.000117134j -0.0119692-0.00651518j 0.00894797-0.00259045j -0.0187857-0.00643543j 0.0174024-0.0038055j 0.00504001+0.0252055j 0.00386582-0.00775669j -0.00702582-0.0261794j -0.0193723-0.00514201j -0.0113275-0.000763075j 0.00449585-0.0323086j 0.0029314+0.0177928j -0.00601953-0.00697299j 0.022042+0.0245746j 0.0313455+0.0287874j 0.0785586-0.0763068j -0.011979+0.00545899j 0.0422974+0.00242492j 0.0331644+0.029765j 0.00391148+0.0233838j 0.0244533-0.00448299j -0.0136298-0.00480867j -0.0314849+0.0274073j 0.0637883-0.0589503j -0.00760817-0.0398147j -0.0182549-0.0121618j -0.019044-0.0197815j 0.0181153+0.0303682j -0.00911843+0.00804592j 0.00522391+0.0244389j 0.0146465-0.0506079j 0.0402611-0.015243j -0.0414514-0.00247855j 0.0153999+0.00808248j -0.0252062+0.0100428j 0.00995012+0.020214j 0.0207518+0.011378j -0.0236997+0.0340264j 0.0753583+0.0357485j -0.0610548-0.0594982j -0.0180301-0.0103515j -0.0525242+0.00291148j -0.00868736-0.0186838j 0.0243802+0.0420547j 0.0213496-0.000193311j -0.0618627-0.01245j -0.0187299+0.0542539j 0.0186286+0.0197054j -0.00430843+0.0317061j 0.0112592-0.00844j -0.0123831+0.0916896j -0.0926937-0.0216139j -0.0282076+0.0201321j 0.054587-0.0245979j -0.0805435+0.0123848j -0.0267576+0.017819j 0.00931132-0.0851664j 0.024313-0.0096896j -0.00960359-0.00584317j 0.0627388+0.0156498j 0.0139096+0.0515532j -0.0132211-0.0489808j -0.000960315+0.0297585j -0.0299225+0.00639613j 0.000375826-0.026281j -0.0048797-0.0157876j -0.000180922+0.0319524j -0.00792176+0.0256378j 
-0.0200064+0.033007j 0.0217938+0.0159211j 0.014049-0.0078316j 0.00311885-0.0212914j 0.0447475-0.016569j -0.0136454-0.056209j 0.00492319-0.000926257j 0.00299082+0.0097285j -0.025369+0.000749674j 0.00610099+0.0281003j 0.0112449+0.0332962j 0.00529021-0.0129759j -0.0147574+0.0181565j 0.00104771-0.017536j 0.00347714-0.019439j -0.0125739-0.0232775j -0.00954798-0.00179156j -0.000386388+0.0209677j -0.0136311-0.0100765j 0.028297+0.0180276j -0.00805537-0.0369374j -0.0437625+0.0126234j 0.0210883-0.0441176j -0.0484259+0.00969218j -0.0223494+0.0317617j 0.00595086-0.0120292j 0.017167+0.00585798j -0.0106611-0.0186222j -0.00854091-0.0179843j 0.0159082-0.00373046j -0.0246833+0.0412875j 0.0115375-0.00929488j 0.0132385-0.00467944j 0.0263597+0.0488339j 0.00157746-0.0287428j 0.0145927-0.0364067j -0.000183771+0.0229906j 0.0286001+0.069574j -0.0562151+0.0528628j -0.0244066+0.0523017j 0.0380312-0.0243409j -0.0189889-0.0236276j -0.0261211-0.0232189j 0.0794913-0.0399716j -0.0228842+0.0231365j 0.0649106-0.00141576j 0.0174891+0.0478285j -0.0301087-0.00469824j 0.0216417+0.00177977j -0.081405-0.0221078j -0.0338666-0.0185036j -0.0449317-0.0154316j 0.0406914-0.0126264j -0.00554414+0.0312636j -0.0594823-0.0718828j -0.0145832-0.00441071j -0.0263253+0.0204683j 0.0243111+0.103374j 0.0274818-0.066048j -0.0493987-0.0699087j 0.0506347-0.0172339j -0.143349+0.0106221j -0.0501747-0.0498046j 0.0575387-0.055001j 0.102172+0.0498652j 0.0454929-0.0476813j -0.00844185-0.061515j -0.0178803-0.141258j 0.0201824-0.0357545j 0.0251054-0.0445631j -0.0343647-0.0860653j -0.0296203-0.0604223j 0.0165762-0.00999887j -0.009469+0.00191966j 0.0654726+0.000424214j 0.00902773+0.00649654j -0.055599+0.0178133j -0.0252993-0.0133216j -0.000402784-0.0218757j 0.0747826-0.0978087j 0.0196718-0.0523524j -0.0198235+0.00789045j -0.121-0.0108064j -0.00210913-0.0765103j -0.0486163-0.0164603j -0.0923501+0.11042j -0.0226589+0.00655263j -0.0250716+0.0180689j -0.049092-0.058456j 0.068916-0.0238396j -0.0422562+0.0710471j 0.0560276+0.0633132j 0.014345+0.0994511j -0.0479755-0.0225956j 0.0231006-0.0655357j 
0.02061-0.00341613j -0.0133206-0.0159761j -0.0189938+0.0243777j -0.00520642+0.023508j -0.00610988+0.0245695j 3.37e-05+0.0581207j 0.0216431+0.0164953j 0.0367683+0.0156796j -0.00602101+0.00516103j -7.14751e-05-0.0322433j 0.0041947-0.0111621j 0.0115316+0.019817j 0.00646597+0.0136317j -0.011535+0.016801j -0.00757342-0.00276725j 0.000399488+0.0129319j 0.00277665-0.00822119j 0.00716546-0.00528093j -0.0214028+0.0259017j -0.0185416-0.037777j 0.0165188-0.00868844j 0.0414397+0.0241488j -0.00680456+0.051626j 0.0413257-0.00556566j -0.00992131-0.00904952j -0.000574216+0.0167666j 0.00336921+0.0408206j 0.00936067+0.00309337j 0.00294096+0.0354484j 0.0251795+0.0119045j -0.0174238-0.0516387j 0.0149578+0.0190115j 0.0216896-0.0179676j -0.0400644+0.00484613j 0.0147685+0.0300328j -0.0113252+0.0279966j -0.00765856+0.0156556j -0.0102009-0.0670232j 0.029188+0.00135619j 0.0492352-0.0401787j -0.00955836-0.0208548j -0.0326+0.00723276j 0.0299268-0.0456279j -0.0511198+0.0727476j 0.0624461+0.00112212j -0.0332197-0.0210741j 0.00903007-0.0390353j -0.0196602-0.0458565j -0.0474259-0.0208802j 0.0334253-0.0136436j 0.0291339+0.0406606j 0.106769+0.0886076j -0.0771017+0.0100781j 0.0830965+0.01852j 0.0767472+0.0564545j -0.0171867+0.000782005j -0.0698393+0.0246636j -0.0623615-6.03724e-05j -0.00138501+0.173834j -0.0209097+0.0434602j -0.0853875+0.00681703j 0.158535-0.0109173j 0.0494047-0.0144413j -0.0364603+0.027902j 0.0376981-0.0673666j 0.0393483+0.0619532j 0.0303544+0.126429j 0.0437256+0.00846446j -0.0878129-0.0981313j 0.0675029+0.0331103j 0.0489925+0.0156782j 0.0136456+0.0356943j -0.052394-0.00869798j 0.0102569+0.00533929j 0.0718328-0.0834786j -0.0179336+0.0456382j 0.13976-0.0812925j 0.0637552+0.0592812j 0.0294774-0.0449711j -0.000155189+0.0187669j -0.0946196+0.0556629j -0.052103+0.0292795j 0.0839456+0.0132884j -0.00472575+0.00162826j 0.0366469-0.036796j 0.0339698-0.10278j 0.0436579-0.0464541j 0.0396738-0.00141198j 0.0359393+0.034146j -0.113891-0.030037j 0.00851827-0.0799306j -0.0239219-0.136198j -0.0185537-0.037195j 0.0176385+0.0378056j -0.0289266-0.00313472j 
-0.00652648-0.0120366j 0.00364472+0.000100981j 0.00568019-0.0130279j 0.0169384-0.00519922j 0.0432699-0.0037122j 0.0037283-0.0251641j -0.0185687+0.0050509j -0.0225683+0.000594098j 0.00655599-4.30325e-05j -0.0103318-0.00240311j 0.00121579+0.00276416j -0.00116316+0.00490107j 0.0292631+0.0192274j -0.0146751-0.00563747j 0.00419219+0.00348135j 0.0222777+0.0208839j -0.0130174-0.00105978j -3.05024e-05+0.011275j 0.00716257-0.00471929j -0.0203854-0.0174064j 0.0179437-0.0354671j -0.0359958-0.0157084j -0.00921361-0.00773844j -0.055436-0.0116568j 0.000927183-0.00888038j -0.0271099+0.00903343j 0.0130223-0.00402999j 0.000257605-0.00162461j -0.00328742-0.0188742j -0.00539372+0.000359425j 0.00636294-0.0199969j 0.00459829+0.00182324j 0.00791025+0.0415867j 0.0384885+0.00881934j 0.0155059+0.0277246j -0.0204029-0.0565902j -0.0119224+0.0144719j 0.0282474+0.0145734j -0.00486742+0.058307j -0.0403212-0.00584333j 5.26047e-05+0.0515345j -0.0187525+0.0652295j -0.0537143-0.0370212j -0.0321192-0.0618606j 0.0274162+0.0352546j 0.0035352+0.00623911j 0.0474988-0.0110216j -0.0459312+0.0597687j -0.0613748+0.0346331j -0.0686718+0.00485944j -0.00682188+0.00793379j -0.0853616-0.0051873j 0.0782229-0.0125423j -0.111761+0.0306049j 0.045102-0.0404254j -0.0186305+0.000277043j -0.00261461-0.010792j 0.06304+0.0399996j 0.0276787-0.124349j -0.0105613+0.0517736j 0.025196+0.0631538j -0.110464+0.000912068j -0.0364067+0.0464478j 0.0847364+0.009041j 0.00666598+0.0827995j 0.0387789-0.0118952j -0.0454967+0.00284762j -0.0346795-0.110296j 0.0558176+0.0104166j 0.0173119-0.0495085j -0.00488871-0.00236965j -0.0522777-0.0900377j -0.00874901-0.0284145j 0.0346505+0.0562178j 0.00330881+0.0634458j 0.0602808+0.0304027j -0.0238186-0.00665799j -0.0429728+0.00559439j -0.0329294-0.0630408j -0.00809378-0.0130447j 0.131634-0.0602662j 0.00499073-0.0309003j -0.0887063-0.025356j 0.0256554-0.0576644j -0.00361805+0.00105934j -0.046256+0.117541j 0.0641708+0.0665334j 0.00421574-0.00847813j -0.013361+0.0297084j 0.0281703+0.013754j 0.055689+0.0575703j 0.0134247+0.121949j -0.00911334-0.0746518j 0.0305861-0.011809j 0.0188261+0.0553877j 
-0.00872521+0.0069647j 0.0107982+0.00924745j -0.0287667+0.0210709j 0.0102784+0.000458488j 0.000453818-0.0231249j -0.00214762+0.00391026j 0.0189202+0.0130807j -0.0152445+0.00834666j -0.0124418+0.0154504j -0.0177732-0.0199713j -0.00966293+0.013375j 0.0284839-0.00633079j -0.00104045+0.0191469j -0.0189248+0.0122204j 0.00411189-0.0283419j 0.00494766-0.0155081j 0.00665439+0.0102248j -0.0118141+0.00157443j -0.0114217+0.00817711j -0.00411973+0.0139208j -0.0142733+0.0403132j 0.0192158-0.0146193j -0.0123236+0.00715897j 0.0295768+0.00602558j 0.0160523+0.00727503j 0.0132922-0.0214931j -0.00650474-0.00701782j 0.0181355-0.0114082j -0.0087642-0.0196761j 0.0134221+0.00305114j 0.00165618+4.65247e-05j 0.00930599-0.0114587j 0.021148+0.0296978j 0.0103342+0.0219372j 0.01418+0.010128j -0.00617698-0.00629489j -0.00320193-0.0337839j 0.0157663+0.0131813j 0.0371153-0.0552081j -0.0200324+0.0103759j -0.0345778+0.00591148j 0.065022+0.0786311j 0.0479131-0.133859j 0.0160117+0.022719j 0.123183+0.0942092j -0.0140788-0.00405941j -0.0217629+0.0215932j -0.0227479-0.126119j -0.114333-0.070844j -0.123752-0.0814318j 0.0855539-0.0435763j 0.00361976+0.0937772j -0.0044517-0.0164098j 0.0289759+0.0304208j -0.0299961-0.0478913j -0.0259263+0.0167633j 0.0239527+0.0084847j -0.0852289+0.0874804j 0.041689-0.0272602j -0.0443837+0.0302803j -0.074755-0.0312089j 0.0110267+0.0509066j 0.0975897-0.0889163j 0.121674+0.0311349j 0.228064-0.0867491j 0.220306+0.139561j -0.0475577+0.135773j 0.0515458-0.178717j -0.0938878-0.166502j 0.160285-0.0178927j -0.0412364+0.00850061j -0.119434-0.249755j -0.0761548-0.00872682j -0.0316411-0.0472015j 0.0861621-0.0555779j -0.16459+0.0611285j 0.00722998-0.0647616j -0.0109483+0.159464j -0.158865-0.0931908j 0.0491372-0.105596j 0.0823493+0.0261276j -0.134787+0.0121836j 0.0450763+0.0323656j -0.0797039-0.000386125j 0.00374999+0.0309525j 0.00685712-0.000121033j -0.00672626-0.0239313j 0.0425322+0.0161918j -0.00889259-0.0099908j -0.0137094+0.00154069j 0.0140452+0.0239194j -0.0041588+0.00468561j 0.0119956-0.00781746j 0.00762255-0.00815221j 0.00464962+0.0124239j 
0.00389281+0.00528413j 0.00337474-0.0142696j -0.00607962+0.0284718j -0.00125114-0.0177777j -0.00133548+0.00495794j -0.00126958-0.000657405j -0.00727023-0.00831386j -0.00581797-0.0213383j -0.0250319+0.0180347j 0.00846983-0.0243686j 0.0183641-0.0196892j 0.0126746-0.00868724j 0.0127649-0.00845172j -0.0316853+0.00983022j -0.00433411-0.000279927j -0.00177467-0.00482615j 0.00190672+0.0118442j -0.0121911+0.00833556j -0.00309002-0.0113269j -0.00514422-0.0136114j 0.0348032-0.0175712j 0.0240846-0.0344868j 0.000373543+0.010817j -0.0336436-0.00878341j -0.0164218+0.00428964j -0.00757912+0.00097483j 0.00338708-0.0131852j -0.0172036-0.0144536j -0.0267036-0.00319874j -0.0204467-0.0170924j 0.0093084-0.00201267j 0.0401152+0.0406707j -0.0246529-0.0206827j 0.0238947+0.00498322j 0.00284354-0.0179186j -0.0233107+0.0407045j 0.00644174+0.0383822j 0.0105441-0.0108605j 0.0259558+0.0560957j -0.0329652-0.0187628j 0.0095807+0.019772j 0.0437854-0.0340521j -0.000100701-0.0296886j -0.0710533-0.0202953j 0.0584161+0.139508j 0.0185517-0.00721546j -0.00383033+0.130964j 0.0829815-0.123239j -0.0936929-0.0949287j -0.0998114-0.0629538j 0.145277-0.0982271j 0.0498884+0.0122385j -0.0418906+0.0329923j 0.0260291-0.0114872j 0.00951777-0.0501093j -0.0150627+0.00753646j 0.0935775-0.0173999j 0.00330358+0.0266878j 0.0280496+0.0490611j -0.00243987+0.0428414j 0.0583721+0.0317235j -0.0965314+0.0153348j 0.00477718+0.0397273j 0.0951849-0.043717j 0.0256205+0.00675218j 0.0945302-0.0530999j -0.123468-0.00544713j 0.0352091-0.0516282j -0.062974-0.0285871j 0.0779754-0.0586471j -0.0923038-0.0808593j -0.091921-0.201115j -0.00866899-0.00167405j 0.0187313-0.0170454j 0.140975-0.0195212j -0.115797+0.0812016j -0.148076+0.0101608j -0.0678703-0.0577071j -0.071183+0.0131422j 0.0232446-0.0639334j -0.0161873-0.00606972j -0.047087-0.0241337j -0.0062423-0.0022272j -0.0275777-0.0813458j 0.0979032+0.0488125j -0.0268826-0.0452705j 0.0866137+0.0106342j -0.00839226+0.00917038j -0.00111834+0.0261476j -0.0229881-0.0311153j 0.00318167+0.0100507j 0.0113556-0.0178639j 0.00356074-0.0200657j 0.037472+0.0199423j -0.00463336+0.0544767j 
0.0132174-0.0515862j -0.0533228-0.0206874j -0.010459+0.0112377j -0.00807479+0.0144743j 0.0362826+0.00532284j -0.0389751-0.00798401j -0.0441327+0.0450918j -0.017542+0.0561218j 0.00296635-0.0129409j -0.0213375-0.00367717j -0.0147496+0.0171261j -0.00739398+0.0204169j -0.0292554+0.0212007j 0.0267776-0.0029828j -0.00902541-0.0157789j -0.0388569+0.0126321j 0.0469461-0.0159618j 0.0167461+0.00593891j -0.00503732+0.00421294j 0.0464867-0.0301233j 0.0122545-0.0689296j -0.034907+0.046535j 0.0158872+0.0566313j -0.0662913-0.0134386j -0.0275237+0.000955834j -0.0138126+0.0873585j 0.0315613+0.00287391j 0.00894951+0.00714232j 0.02807-0.011871j -0.0217206+0.0102853j -0.0467354-0.0697707j -0.0296193+0.0449316j 0.0256234-0.0168039j -0.0163517+0.0096747j -0.00749237-0.0168702j 0.0123713-0.0659271j -0.0428914+0.0543037j 0.00641252+0.00205929j -0.0810962+0.176612j 0.111032-0.0382263j 0.147945-0.112094j -0.00368104+0.0944098j 0.0491272-0.0335255j 0.0298136+0.0979958j 0.0990785-0.0152728j 0.10799-0.105249j -0.102251-0.0363719j -0.106684+0.00543982j -0.0405904+0.0532616j 0.0357642-0.0257776j -0.154454+0.0768712j 0.0184923+0.0253661j -0.0703962+0.0602652j -0.00829463+0.0387458j 0.0507083-0.0013252j 0.0674679-0.00259696j -0.121066+0.0582857j 0.00423861+0.0278593j 0.00947147-0.0166428j -0.0466205-0.0514512j -0.0252815+0.0696146j -0.028868-0.0225735j 0.0488349+0.00537366j -0.00377299-0.101031j 0.0881953+0.091375j 0.00290173-0.0317859j 0.0737978+0.00689371j 0.0276201-0.19128j -0.0717294-0.158697j 0.0860649+0.0688075j 0.00126421+0.00886879j 0.0478375+0.0994135j -0.028941-0.0594212j 0.0142173+0.103145j 0.0985372-0.0766726j 0.0446414+0.0913046j 0.174934-0.0869223j 0.113124-0.0220085j 0.0383693-0.116256j -0.182054+0.00645071j -0.0874064-0.056036j -0.139507+0.0263424j -0.139017-0.0940064j 0.070256-0.112896j -0.175155-0.121353j -0.0923453+0.0699386j 0.0616227-0.00719203j -0.00746349+0.0336261j -0.00644381+0.00210351j -7.83188e-05-0.0338917j -0.00756749+0.0543224j 0.0152997-0.0461458j 0.0338952+0.00903021j -0.029837-0.0360937j 0.00969242-0.0496502j 
0.00808023+0.0142893j 0.00892977-0.00366024j -0.000629843+0.0110954j -0.00892544-0.0357559j -0.0152447-0.0154129j 0.0102491+0.0337888j 0.0247299+0.010211j -0.0268894+0.0268531j 0.00349895-0.00583942j -0.0366612+0.0212735j -0.0149437+0.000736711j 0.0241954+0.00639689j -0.0155231-0.0286848j -0.00113223-0.0119174j 0.00475666+0.0120165j -0.00893351-0.00925258j 0.00741752-0.0431496j -0.00884884-0.00435567j -0.00755158-0.00668917j 0.00138616-0.00184904j -0.0447339+0.0233474j -0.0531081+0.00993057j 0.0431448-0.0190333j 0.0553222+0.0271804j 0.00593571-0.016398j -0.00810808+0.00880677j -0.00771622-0.00511683j 0.0212131-0.00962935j 0.0221605+0.0279075j 0.0264991+0.0184531j -0.0142688+0.0576738j -0.0324931-0.0381479j -0.0176047-0.0360552j 0.0741527-0.0263178j -0.0112604-0.0351095j 0.0831125+0.0395115j 0.00840383-0.00286846j 0.00740289+0.0406191j -0.0362515-0.105466j 0.00996579+0.0473689j -0.0148605-0.13458j 0.0905033-0.0324463j 0.00681229+0.0762789j 0.0743363+0.116237j -0.010498+0.0863343j 0.049139-0.0324826j -0.269587+0.112402j -0.0338514-0.11551j -0.0316977+0.0263855j -0.038834-0.0277788j 0.0368284-0.0292355j -0.0371677+0.0167066j -0.0360525+0.0497533j 0.00195459-0.0278753j -0.0348371+0.023726j 0.0408564-0.00740394j 0.100343-0.00413055j 0.0090634+0.00305387j 0.00832532-0.0863485j 0.00179814-0.0204509j -0.107973-0.0553329j 0.135689-0.0124866j 0.141707-0.0890045j 0.035792+0.0119586j 0.0148499-0.111369j -0.151514-0.0187723j 0.0525049-0.0064886j -0.02375+0.125998j -0.0965832-0.0451763j 0.123518+0.268978j 0.0344234-0.0267628j -0.028197-0.0220697j -0.0107655+0.0300661j 0.0442711-0.105171j 0.125406-0.151079j -0.174581-0.0690236j -0.114757+0.0014406j -0.109678-0.0562577j 0.0730979+0.102806j -0.158779+0.0203287j -0.0362956+0.000557369j 0.00528931-0.079042j 0.11348+0.0566088j 0.00361197+0.151732j -0.0642348-0.0220108j 0.0654215-0.0305977j -0.132897-0.0478721j 0.00892071-0.024751j 0.00186705-0.0292896j 0.0767747+0.0418224j 0.0136394+0.0787069j -0.0249561+0.0590495j 0.00622783+0.0487097j -0.049329-0.04435j 0.0118213-0.0638258j 
-0.0169603+0.0195128j 0.0208722+0.0251757j -0.0154258-0.0270766j 0.00775042+0.0322648j -0.00317038-0.0378968j -0.00517775+0.0196736j 0.0214564+0.0292409j -0.00784257+0.0197645j 0.0153109+0.0215635j -0.00375702-0.0254357j -0.0166649-0.00432236j -0.0102383+0.00233635j -0.000710963-0.0066604j 0.0120133+0.017552j 0.00273205-0.0110578j 0.00248928+0.00285067j -0.00886844+0.00989567j -0.00262262+0.013591j -0.00885747+0.00366942j 0.0183688+0.0113153j -0.0528171+0.0440136j -0.0320623-0.00699527j 0.0292816-0.0212202j 0.0492806+0.0316994j 0.017484-0.0252179j -0.00555503-0.00471262j -0.011295+0.00746218j 0.0202199+0.0167632j 0.0151504+0.0203206j 0.0261872+0.0118848j -0.000990143+0.0203627j -0.0181389-0.0254499j 0.0766149+0.0544828j -0.0338027+0.0353369j 0.0167854+0.0364355j -0.0214323-0.0662952j -0.0257459-0.0881715j -0.00913216+0.0330583j 0.0182758-0.101225j -0.0233818+0.0175592j -0.0866705+0.0351944j -0.0196449+0.122971j 0.0222008-0.104116j 0.109735-0.00559894j 0.088352-0.084177j -0.0172256+0.0499382j 0.120241-0.103263j -0.0976719+0.0678221j 0.0944248-0.0157854j 0.0733291-0.000210404j -0.0729726+0.0382844j -0.0684577+0.0741463j 0.0445142-0.0368441j -0.0138664+0.0117437j -0.0267269-0.0095704j -0.0689353+0.00792694j -0.0749306+0.0367508j -0.00587507+0.0556617j -0.00586907-0.0391343j -0.0250714-0.0176367j -0.0979649-0.0843804j 0.0896429+0.0172186j 0.0203839-0.10918j -0.0127057+0.0881213j 0.0930512-0.107808j 0.0544656+0.170669j 0.0528767+0.128879j 0.00966055-0.0846522j 0.0584428-0.0808951j -0.0293188-0.0601784j 0.105429+0.112791j 0.016186+0.0869884j -0.0797471-0.0449679j -0.0560789-0.0114328j -0.160528+0.106262j 0.0800242-0.052201j 0.200735-0.0906951j 0.0826931+0.195333j -0.0518227-0.0919254j 0.123424-0.0133676j 0.107035+0.0314285j -0.0641993+0.0681554j 0.0374425+0.0343111j -0.0572936+0.104053j -0.0649006-0.0121027j 0.0340585+0.0538296j -0.0860283-0.037681j -0.0186098+0.0033123j 0.00720998-0.0215011j 0.00366503+0.0341389j -0.00142053-0.00975367j -9.40669e-06+0.0134526j 0.00564429+0.0388609j -0.0313083-0.013685j 0.000811728-0.0412726j 
