-0.11371+9.81583e-13j -0.0400016+2.16199e-13j -0.166559-1.84984e-15j 0.0958549+1.93537e-15j 0.0877726-3.8756e-16j 0.183694+1.96382e-14j 0.10159+3.09905e-15j 0.0581754-9.83115e-16j 0.0533614+4.49697e-16j 0.180864-4.91231e-15j -0.159273+3.72832e-15j -0.148764-9.31962e-16j -0.0660818+3.78731e-16j 0.015846+8.37204e-16j 0.0639748-9.1599e-15j -0.202566+3.16896e-14j -0.0790305-2.26982e-14j -0.0692294-5.64741e-14j -0.202159-3.40182e-14j -0.0542536+1.11519e-14j 0.125531+3.27595e-14j -0.120792-2.69603e-14j -0.206096+5.80774e-15j 0.097021-1.1332e-13j -0.0213004+9.11755e-15j -0.0994035+8.61781e-14j -0.0445649+2.98516e-15j 0.210523-4.09513e-14j 0.116544-4.16562e-14j -0.0514376+3.12478e-15j -0.0915169+4.97751e-15j -0.045047+1.32353e-14j -0.0232603+2.50883e-14j 0.0341073-1.01343e-13j -0.177252-3.27462e-15j -0.110614-1.91636e-14j -0.0584187+1.55572e-14j 0.117461+3.57579e-14j 0.221476-2.93594e-14j 0.100599-2.49464e-14j 0.0372094-2.35212e-14j -0.123328+1.60552e-14j 0.159272+3.89788e-15j 0.0495772-2.71523e-14j 0.0134457-9.02039e-15j -0.00341901+9.40616e-15j -0.0601218-8.31582e-16j 0.0818393-2.37263e-14j -0.176214-1.70561e-15j -0.0582859+2.32011e-14j 0.143934-3.38173e-14j -0.105788-6.18347e-14j 0.0294212+8.65733e-15j 0.108307-9.10233e-15j 0.164021+1.97094e-15j 0.0425026+4.27384e-15j 0.136583+1.51683e-14j -0.0226944+1.26519e-15j 0.19533-3.67783e-14j 0.0484739+7.81274e-14j -0.0326991+1.49498e-14j -0.144392-1.96644e-15j -0.0779243+8.941e-16j -0.0474371-2.1462e-15j 0.0804828+1.40537e-15j 0.132912-3.31009e-15j 0.146576+1.24225e-15j -0.15417-2.21156e-14j -0.0465075+3.52955e-15j -0.0560814+5.49442e-16j -0.0946577+3.97575e-15j -0.169037+1.23877e-14j -0.0802742-2.32785e-15j 0.0906984-2.12001e-15j 0.156161-2.05027e-15j -0.0386313-1.94093e-13j 0.109046+8.65814e-13j 
0.00044934-3.87887e-15j 0.000158072-8.5434e-16j 0.000658182+7.30991e-18j -0.000378784-7.64788e-18j -0.000346846+1.5315e-18j -0.000725895-7.7603e-17j -0.000401447-1.22463e-17j -0.000229888+3.88492e-18j -0.000210865-1.77704e-18j -0.000714709+1.94117e-17j 0.000629392-1.4733e-17j 0.00058786+3.68278e-18j 0.000261132-1.49661e-18j -6.26177e-05-3.30833e-18j -0.000252806+3.61967e-17j 0.000800469-1.25226e-16j 0.0003123+8.96954e-17j 0.00027357+2.23166e-16j 0.000798859+1.34428e-16j 0.000214391-4.40683e-17j -0.000496055-1.29454e-16j 0.000477325+1.06538e-16j 0.000814417-2.29501e-17j -0.000383393+4.47801e-16j 8.41717e-05-3.60293e-17j 0.000392807-3.40545e-16j 0.000176105-1.17963e-17j -0.00083191+1.61825e-16j -0.000460539+1.6461e-16j 0.000203263-1.2348e-17j 0.000361642-1.96693e-17j 0.000178009-5.23011e-17j 9.19163e-05-9.91402e-17j -0.00013478+4.00472e-16j 0.000700438+1.29401e-17j 0.000437107+7.57276e-17j 0.00023085-6.14764e-17j -0.000464165-1.41303e-16j -0.000875194+1.16018e-16j -0.000397533+9.85793e-17j -0.000147038+9.29473e-17j 0.000487347-6.34444e-17j -0.000629386-1.5403e-17j -0.000195912+1.07296e-16j -5.31325e-05+3.56454e-17j 1.35107e-05-3.71698e-17j 0.00023758+3.28612e-18j -0.0003234+9.37578e-17j 0.000696335+6.73998e-18j 0.000230325-9.16824e-17j -0.000568776+1.33634e-16j 0.000418036+2.44349e-16j -0.000116262-3.42107e-17j -0.000427992+3.59692e-17j -0.000648154-7.78846e-18j -0.000167955-1.68887e-17j -0.000539726-5.99397e-17j 8.96803e-05-4.99958e-18j -0.000771875+1.45335e-16j -0.000191551-3.08732e-16j 0.000129215-5.90764e-17j 0.000570586+7.77067e-18j 0.000307929-3.53316e-18j 0.000187454+8.48101e-18j -0.000318039-5.55352e-18j -0.000525219+1.30803e-17j -0.000579215-4.90894e-18j 0.000609227+8.73931e-17j 0.000183781-1.39475e-17j 0.000221614-2.1712e-18j 0.000374053-1.57107e-17j 0.000667973-4.89519e-17j 0.000317215+9.19884e-18j -0.000358408+8.37752e-18j -0.000617092+8.10195e-18j 0.000152657+7.66986e-16j -0.000430913-3.42139e-15j 
0.00107686-9.29583e-15j 0.000378825-2.04745e-15j 0.00157735+1.75184e-17j -0.000907769-1.83284e-17j -0.000831228+3.67029e-18j -0.00173963-1.85978e-16j -0.000962081-2.93487e-17j -0.000550935+9.31033e-18j -0.000505345-4.25874e-18j -0.00171282+4.65208e-17j 0.00150836-3.53081e-17j 0.00140883+8.8259e-18j 0.000625811-3.58668e-18j -0.000150065-7.92852e-18j -0.000605857+8.67465e-17j 0.00191835-3.00108e-16j 0.000748438+2.14958e-16j 0.000655619+5.34823e-16j 0.00191449+3.2216e-16j 0.000513794-1.05611e-16j -0.00118881-3.1024e-16j 0.00114393+2.55321e-16j 0.00195178-5.50007e-17j -0.000918813+1.07317e-15j 0.00020172-8.63454e-17j 0.000941375-8.16128e-16j 0.000422041-2.82702e-17j -0.0019937+3.87819e-16j -0.0011037+3.94494e-16j 0.000487126-2.95924e-17j 0.000866687-4.71382e-17j 0.000426606-1.25341e-16j 0.00022028-2.37593e-16j -0.000323005+9.59744e-16j 0.00167862+3.10115e-17j 0.00104754+1.81484e-16j 0.000553239-1.4733e-16j -0.00111239-3.38636e-16j -0.00209743+2.78041e-16j -0.000952701+2.36248e-16j -0.000352382+2.22751e-16j 0.00116794-1.52046e-16j -0.00150834-3.69139e-17j -0.000469508+2.57139e-16j -0.000127334+8.54253e-17j 3.23788e-05-8.90786e-17j 0.000569368+7.87528e-18j -0.000775038+2.24694e-16j 0.00166879+1.61526e-17j 0.000551981-2.1972e-16j -0.00136309+3.20258e-16j 0.00100184+5.8559e-16j -0.000278626-8.1987e-17j -0.0010257+8.62013e-17j -0.00155332-1.86653e-17j -0.00040251-4.04743e-17j -0.00129347-1.43648e-16j 0.000214922-1.19817e-17j -0.00184982+3.483e-16j -0.000459059-7.39886e-16j 0.000309669-1.41578e-16j 0.00136743+1.86227e-17j 0.000737962-8.46734e-18j 0.00044924+2.0325e-17j -0.000762191-1.33092e-17j -0.0012587+3.13473e-17j -0.00138811-1.17644e-17j 0.00146003+2.0944e-16j 0.000440437-3.34257e-17j 0.000531104-5.20335e-18j 0.000896431-3.76513e-17j 0.00160082-1.17315e-16j 0.000760217+2.20453e-17j -0.000858935+2.0077e-17j -0.00147888+1.94166e-17j 0.000365848+1.83811e-15j -0.0010327-8.19947e-15j 
2.87589e-05-2.48258e-16j 1.0117e-05-5.468e-17j 4.21254e-05+4.67854e-19j -2.42432e-05-4.89485e-19j -2.21991e-05+9.80201e-20j -4.64592e-05-4.9668e-18j -2.56937e-05-7.83798e-19j -1.47135e-05+2.48645e-19j -1.34959e-05-1.13735e-19j -4.57433e-05+1.2424e-18j 4.02828e-05-9.42951e-19j 3.76246e-05+2.35708e-19j 1.67131e-05-9.57871e-20j -4.0077e-06-2.11742e-19j -1.61802e-05+2.31668e-18j 5.12322e-05-8.0148e-18j 1.9988e-05+5.74074e-18j 1.75092e-05+1.42832e-17j 5.11291e-05+8.60373e-18j 1.37216e-05-2.82049e-18j -3.17488e-05-8.28539e-18j 3.05501e-05+6.81869e-18j 5.21248e-05-1.46887e-18j -2.45381e-05+2.86605e-17j 5.38721e-06-2.30597e-18j 2.51407e-05-2.17958e-17j 1.12712e-05-7.54993e-19j -5.32445e-05+1.03572e-17j -2.94757e-05+1.05355e-17j 1.30094e-05-7.90307e-19j 2.31461e-05-1.25889e-18j 1.13931e-05-3.34741e-18j 5.88289e-06-6.34524e-18j -8.62628e-06+2.56313e-17j 4.48299e-05+8.28203e-19j 2.7976e-05+4.84677e-18j 1.4775e-05-3.93466e-18j -2.97078e-05-9.04375e-18j -5.60147e-05+7.42547e-18j -2.54432e-05+6.30934e-18j -9.41085e-06+5.94887e-18j 3.11915e-05-4.06061e-18j -4.02824e-05-9.85835e-19j -1.25389e-05+6.86725e-18j -3.40062e-06+2.2814e-18j 8.64721e-07-2.37897e-18j 1.52057e-05+2.1032e-19j -2.06985e-05+6.00075e-18j 4.45673e-05+4.31377e-19j 1.47414e-05-5.86792e-18j -3.64032e-05+8.55292e-18j 2.67554e-05+1.5639e-17j -7.44108e-06-2.18957e-18j -2.73926e-05+2.30212e-18j -4.14836e-05-4.98482e-19j -1.07496e-05-1.08092e-18j -3.45439e-05-3.8363e-18j 5.73978e-06-3.19986e-19j -4.94021e-05+9.30182e-18j -1.22598e-05-1.97596e-17j 8.27013e-06-3.78104e-18j 3.6519e-05+4.97343e-19j 1.97083e-05-2.26132e-19j 1.19976e-05+5.42807e-19j -2.03554e-05-3.5544e-19j -3.36154e-05+8.37174e-19j -3.70713e-05-3.14185e-19j 3.89921e-05+5.59339e-18j 1.17625e-05-8.9268e-19j 1.41839e-05-1.38963e-19j 2.39404e-05-1.00553e-18j 4.2752e-05-3.13305e-18j 2.03026e-05+5.88751e-19j -2.2939e-05+5.36184e-19j -3.94955e-05+5.18547e-19j 9.77047e-06+4.90892e-17j -2.75796e-05-2.18978e-16j 
0.000222471-1.92045e-15j 7.82624e-05-4.22989e-16j 0.00032587+3.61918e-18j -0.000187539-3.78651e-18j -0.000171726+7.58255e-19j -0.000359395-3.84218e-17j -0.000198759-6.06323e-18j -0.000113819+1.92345e-18j -0.000104401-8.79825e-19j -0.000353857+9.61086e-18j 0.000311616-7.2944e-18j 0.000291053+1.82337e-18j 0.000129288-7.40982e-19j -3.10024e-05-1.63797e-18j -0.000125166+1.79212e-17j 0.000396317-6.20002e-17j 0.000154622+4.44087e-17j 0.000135446+1.10491e-16j 0.00039552+6.6556e-17j 0.000106146-2.18185e-17j -0.0002456-6.40934e-17j 0.000236327+5.27475e-17j 0.000403223-1.13627e-17j -0.00018982+2.21709e-16j 4.16739e-05-1.78383e-17j 0.000194481-1.68606e-16j 8.71906e-05-5.84041e-18j -0.000411884+8.01206e-17j -0.000228016+8.14996e-17j 0.000100637-6.11358e-18j 0.000179051-9.7384e-18j 8.81336e-05-2.58946e-17j 4.55083e-05-4.90849e-17j -6.67304e-05+1.98276e-16j 0.000346791+6.40674e-18j 0.000216414+3.74932e-17j 0.000114295-3.04374e-17j -0.000229811-6.99598e-17j -0.000433314+5.74413e-17j -0.000196821+4.88072e-17j -7.27996e-05+4.60188e-17j 0.000241289-3.14117e-17j -0.000311613-7.62614e-18j -9.6997e-05+5.31231e-17j -2.63062e-05+1.76482e-17j 6.68923e-06-1.8403e-17j 0.000117627+1.62698e-18j -0.000160117+4.64201e-17j 0.00034476+3.33701e-18j 0.000114035-4.53925e-17j -0.000281604+6.61629e-17j 0.000206972+1.20979e-16j -5.75621e-05-1.69379e-17j -0.000211902+1.78086e-17j -0.000320905-3.85612e-18j -8.31556e-05-8.3617e-18j -0.000267222-2.96765e-17j 4.44013e-05-2.47532e-18j -0.00038216+7.19562e-17j -9.48383e-05-1.52855e-16j 6.39753e-05-2.92491e-17j 0.000282501+3.8473e-18j 0.000152458-1.74929e-18j 9.28098e-05+4.199e-18j -0.000157463-2.74958e-18j -0.000260039+6.47613e-18j -0.000286773-2.43045e-18j 0.000301632+4.32689e-17j 9.09911e-05-6.90551e-18j 0.000109722-1.07497e-18j 0.000185196-7.77848e-18j 0.000330717-2.42364e-17j 0.000157055+4.55441e-18j -0.00017745+4.14776e-18j -0.000305526+4.01133e-18j 7.55816e-05+3.7974e-16j -0.000213348-1.69395e-15j 
0.000390051-3.36706e-15j 0.000137215-7.41612e-16j 0.000571337+6.34539e-18j -0.000328805-6.63876e-18j -0.000301081+1.32942e-18j -0.000630115-6.73635e-17j -0.000348477-1.06305e-17j -0.000199555+3.37231e-18j -0.000183042-1.54257e-18j -0.000620405+1.68504e-17j 0.000546345-1.2789e-17j 0.000510294+3.19685e-18j 0.000226676-1.29914e-18j -5.43554e-05-2.87181e-18j -0.000219449+3.14206e-17j 0.00069485-1.08703e-16j 0.000271093+7.78603e-17j 0.000237473+1.93719e-16j 0.000693452+1.1669e-16j 0.000186102-3.82536e-17j -0.000430602-1.12373e-16j 0.000414343+9.24803e-17j 0.000706957-1.99219e-17j -0.000332805+3.88715e-16j 7.30655e-05-3.12753e-17j 0.000340977-2.95611e-16j 0.000152868-1.02398e-17j -0.000722142+1.40473e-16j -0.000399772+1.4289e-16j 0.000176443-1.07187e-17j 0.000313924-1.7074e-17j 0.000154522-4.54001e-17j 7.97882e-05-8.60589e-17j -0.000116996+3.47631e-16j 0.000608018+1.12327e-17j 0.000379432+6.57355e-17j 0.00020039-5.33648e-17j -0.000402919-1.22658e-16j -0.000759714+1.0071e-16j -0.00034508+8.5572e-17j -0.000127637+8.06831e-17j 0.000423043-5.50731e-17j -0.00054634-1.33706e-17j -0.000170062+9.31388e-17j -4.61218e-05+3.09421e-17j 1.1728e-05-3.22653e-17j 0.000206232+2.85252e-18j -0.000280728+8.13867e-17j 0.000604456+5.85066e-18j 0.000199934-7.95852e-17j -0.000493727+1.16001e-16j 0.000362878+2.12108e-16j -0.000100922-2.96967e-17j -0.00037152+3.12231e-17j -0.000562632-6.7608e-18j -0.000145794-1.46603e-17j -0.000468511-5.20309e-17j 7.78473e-05-4.3399e-18j -0.000670029+1.26158e-16j -0.000166277-2.67995e-16j 0.000112166-5.12814e-17j 0.000495299+6.74535e-18j 0.000267299-3.06697e-18j 0.00016272+7.36196e-18j -0.000276075-4.82075e-18j -0.000455918+1.13544e-17j -0.000502789-4.26122e-18j 0.000528841+7.58618e-17j 0.000159532-1.21072e-17j 0.000192372-1.88472e-18j 0.000324698-1.36377e-17j 0.000579836-4.24928e-17j 0.00027536+7.98508e-18j -0.000311117+7.27213e-18j -0.000535668+7.03292e-18j 0.000132515+6.65785e-16j -0.000374055-2.96995e-15j 
0.000151539-1.30814e-15j 5.33096e-05-2.88125e-16j 0.000221971+2.46526e-18j -0.000127745-2.57924e-18j -0.000116973+5.16497e-19j -0.000244807-2.61716e-17j -0.000135388-4.13006e-18j -7.75296e-05+1.31019e-18j -7.11141e-05-5.99306e-19j -0.000241035+6.54658e-18j 0.000212262-4.96869e-18j 0.000198255+1.24201e-18j 8.80665e-05-5.04731e-19j -2.11178e-05-1.11573e-18j -8.52584e-05+1.22073e-17j 0.000269958-4.22324e-17j 0.000105323+3.02497e-17j 9.22612e-05+7.52624e-17j 0.000269414+4.53356e-17j 7.23031e-05-1.4862e-17j -0.000167294-4.36582e-17j 0.000160977+3.59297e-17j 0.000274661-7.73991e-18j -0.000129299+1.5102e-16j 2.83868e-05-1.21508e-17j 0.000132474-1.14849e-16j 5.93912e-05-3.97828e-18j -0.000280561+5.45753e-17j -0.000155316+5.55147e-17j 6.85502e-05-4.16436e-18j 0.000121963-6.63346e-18j 6.00335e-05-1.76385e-17j 3.09987e-05-3.34349e-17j -4.54544e-05+1.35059e-16j 0.000236222+4.36405e-18j 0.000147414+2.5539e-17j 7.78539e-05-2.07329e-17j -0.000156539-4.76542e-17j -0.000295158+3.9127e-17j -0.000134068+3.32458e-17j -4.95886e-05+3.13464e-17j 0.000164357-2.13966e-17j -0.00021226-5.19466e-18j -6.6071e-05+3.61856e-17j -1.79189e-05+1.20214e-17j 4.55647e-06-1.25355e-17j 8.01236e-05+1.10824e-18j -0.000109066+3.16197e-17j 0.000234838+2.27305e-18j 7.76769e-05-3.09198e-17j -0.000191819+4.50679e-17j 0.000140982+8.24064e-17j -3.92093e-05-1.15375e-17j -0.00014434+1.21306e-17j -0.000218589-2.62665e-18j -5.66427e-05-5.6957e-18j -0.000182022-2.02146e-17j 3.02446e-05-1.6861e-18j -0.000260314+4.9014e-17j -6.46005e-05-1.04119e-16j 4.35778e-05-1.99234e-17j 0.00019243+2.62065e-18j 0.000103849-1.19156e-18j 6.32188e-05+2.86021e-18j -0.000107258-1.87292e-18j -0.00017713+4.41132e-18j -0.00019534-1.65554e-18j 0.000205461+2.94732e-17j 6.198e-05-4.70379e-18j 7.4739e-05-7.32235e-19j 0.000126149-5.29843e-18j 0.000225273-1.6509e-17j 0.000106981+3.1023e-18j -0.000120873+2.82531e-18j -0.000208114+2.73238e-18j 5.14835e-05+2.58665e-16j -0.000145325-1.15386e-15j 
-8.84184e-05+7.6326e-16j -3.11044e-05+1.68112e-16j -0.000129513-1.4384e-18j 7.45349e-05+1.5049e-18j 6.82502e-05-3.01359e-19j 0.000142837+1.52703e-17j 7.89943e-05+2.40976e-18j 4.5236e-05-7.64451e-19j 4.14928e-05+3.49676e-19j 0.000140636-3.81972e-18j -0.000123848+2.89907e-18j -0.000115676-7.24675e-19j -5.13839e-05+2.94494e-19j 1.23215e-05+6.50993e-19j 4.97456e-05-7.12256e-18j -0.000157511+2.46412e-17j -6.14525e-05-1.76497e-17j -5.38314e-05-4.39132e-17j -0.000157195-2.64519e-17j -4.21865e-05+8.67148e-18j 9.76107e-05+2.54732e-17j -9.39251e-05-2.09638e-17j -0.000160256+4.51599e-18j 7.54417e-05-8.81155e-17j -1.65628e-05+7.08962e-18j -7.72942e-05+6.70104e-17j -3.46528e-05+2.3212e-18j 0.000163698-3.18429e-17j 9.06221e-05-3.2391e-17j -3.99968e-05+2.42977e-18j -7.11617e-05+3.87041e-18j -3.50276e-05+1.02915e-17j -1.80867e-05+1.95082e-17j 2.65212e-05-7.88024e-17j -0.000137828-2.54628e-18j -8.60113e-05-1.49012e-17j -4.54252e-05+1.2097e-17j 9.13355e-05+2.78047e-17j 0.000172215-2.28293e-17j 7.82242e-05-1.93978e-17j 2.89333e-05-1.82896e-17j -9.58972e-05+1.24842e-17j 0.000123847+3.03092e-18j 3.85503e-05-2.11131e-17j 1.04551e-05-7.01408e-18j -2.65855e-06+7.31404e-18j -4.67495e-05-6.46622e-19j 6.36367e-05-1.84491e-17j -0.000137021-1.32625e-18j -4.5322e-05+1.80407e-17j 0.00011192-2.62956e-17j -8.22587e-05-4.80815e-17j 2.28773e-05+6.73177e-18j 8.42177e-05-7.0778e-18j 0.00012754+1.53257e-18j 3.30492e-05+3.32326e-18j 0.000106204+1.17946e-17j -1.76468e-05+9.83787e-19j 0.000151885-2.85981e-17j 3.76923e-05+6.07503e-17j -2.54262e-05+1.16247e-17j -0.000112276-1.52906e-18j -6.05924e-05+6.95235e-19j -3.68861e-05-1.66884e-18j 6.25818e-05+1.09279e-18j 0.000103349-2.57386e-18j 0.000113974+9.65952e-19j -0.00011988-1.71967e-17j -3.61633e-05+2.74451e-18j -4.36078e-05+4.27235e-19j -7.3604e-05+3.09146e-18j -0.00013144+9.63246e-18j -6.24197e-05-1.81009e-18j 7.05253e-05-1.64848e-18j 0.000121428-1.59425e-18j -3.0039e-05-1.50923e-16j 8.47924e-05+6.7324e-16j 
-0.000163265+1.40936e-15j -5.74346e-05+3.1042e-16j -0.000239147-2.65602e-18j 0.000137629+2.77881e-18j 0.000126025-5.56462e-19j 0.00026375+2.81966e-17j 0.000145864+4.44964e-18j 8.35287e-05-1.41156e-18j 7.66167e-05+6.45679e-19j 0.000259686-7.05314e-18j -0.000228686+5.35315e-18j -0.000213596-1.33812e-18j -9.48808e-05+5.43786e-19j 2.27518e-05+1.20206e-18j 9.18555e-05-1.31519e-17j -0.000290846+4.55002e-17j -0.000113473-3.25903e-17j -9.94001e-05-8.1086e-17j -0.000290261-4.88436e-17j -7.78977e-05+1.6012e-17j 0.000180239+4.70364e-17j -0.000173433-3.87099e-17j -0.000295914+8.3388e-18j 0.000139304-1.62706e-16j -3.05833e-05+1.3091e-17j -0.000142724+1.23735e-16j -6.39867e-05+4.28611e-18j 0.00030227-5.87982e-17j 0.000167334-5.98103e-17j -7.38545e-05+4.48659e-18j -0.000131401+7.14674e-18j -6.46788e-05+1.90033e-17j -3.33973e-05+3.6022e-17j 4.89716e-05-1.45509e-16j -0.0002545-4.70173e-18j -0.00015882-2.75152e-17j -8.3878e-05+2.23371e-17j 0.000168652+5.13415e-17j 0.000317997-4.21545e-17j 0.000144442-3.58182e-17j 5.34256e-05-3.37719e-17j -0.000177075+2.30522e-17j 0.000228684+5.59661e-18j 7.11834e-05-3.89855e-17j 1.93054e-05-1.29515e-17j -4.90904e-06+1.35054e-17j -8.63233e-05-1.19399e-18j 0.000117506-3.40664e-17j -0.00025301-2.44893e-18j -8.36873e-05+3.33123e-17j 0.000206662-4.85551e-17j -0.000151891-8.87828e-17j 4.22432e-05+1.24303e-17j 0.000155509-1.30692e-17j 0.000235503+2.8299e-18j 6.10255e-05+6.13641e-18j 0.000196107+2.17788e-17j -3.25848e-05+1.81657e-18j 0.000280457-5.28066e-17j 6.95992e-05+1.12176e-16j -4.69497e-05+2.14651e-17j -0.000207319-2.82343e-18j -0.000111884+1.28376e-18j -6.81105e-05-3.08153e-18j 0.000115558+2.01784e-18j 0.000190835-4.75265e-18j 0.000210454+1.78364e-18j -0.000221359-3.17538e-17j -6.67758e-05+5.06776e-18j -8.05221e-05+7.88893e-19j -0.00013591+5.70841e-18j -0.000242704+1.77864e-17j -0.000115258-3.34235e-18j 0.000130225-3.04393e-18j 0.000224217-2.9438e-18j -5.54672e-05-2.7868e-16j 0.00015657+1.24314e-15j 
-0.000123086+1.06253e-15j -4.33001e-05+2.34027e-16j -0.000180294-2.00238e-18j 0.000103759+2.09496e-18j 9.50104e-05-4.19519e-19j 0.000198842+2.12576e-17j 0.000109967+3.3546e-18j 6.29726e-05-1.06418e-18j 5.77616e-05+4.8678e-19j 0.000195778-5.31739e-18j -0.000172407+4.03576e-18j -0.000161031-1.00881e-18j -7.1531e-05+4.09962e-19j 1.71527e-05+9.0624e-19j 6.92502e-05-9.91524e-18j -0.00021927+3.43028e-17j -8.55474e-05-2.457e-17j -7.49381e-05-6.1131e-17j -0.000218829-3.68234e-17j -5.87274e-05+1.20715e-17j 0.000135883+3.54609e-17j -0.000130752-2.91835e-17j -0.000223091+6.28665e-18j 0.000105021-1.22665e-16j -2.30569e-05+9.86939e-18j -0.0001076+9.32845e-17j -4.82398e-05+3.23132e-18j 0.000227882-4.43282e-17j 0.000126154-4.50912e-17j -5.56792e-05+3.38246e-18j -9.90635e-05+5.38796e-18j -4.87616e-05+1.43267e-17j -2.51783e-05+2.71572e-17j 3.69199e-05-1.097e-16j -0.000191869-3.54465e-18j -0.000119735-2.07438e-17j -6.32359e-05+1.684e-17j 0.000127147+3.87066e-17j 0.000239739-3.17805e-17j 0.000108895-2.70035e-17j 4.02778e-05-2.54607e-17j -0.000133497+1.73791e-17j 0.000172406+4.2193e-18j 5.36654e-05-2.93913e-17j 1.45544e-05-9.76422e-18j -3.70094e-06+1.01818e-17j -6.50795e-05-9.00155e-19j 8.85879e-05-2.56828e-17j -0.000190745-1.84626e-18j -6.30922e-05+2.51143e-17j 0.000155803-3.66059e-17j -0.000114511-6.69337e-17j 3.18473e-05+9.37122e-18j 0.000117239-9.85292e-18j 0.000177547+2.13347e-18j 4.60074e-05+4.62627e-18j 0.000147845+1.64191e-17j -2.45658e-05+1.36952e-18j 0.000211437-3.98111e-17j 5.24711e-05+8.45699e-17j -3.53956e-05+1.61826e-17j -0.000156299-2.12859e-18j -8.435e-05+9.67828e-19j -5.13488e-05-2.32318e-18j 8.71195e-05+1.52126e-18j 0.000143872-3.58304e-18j 0.000158662+1.34469e-18j -0.000166884-2.39393e-17j -5.03425e-05+3.82061e-18j -6.07059e-05+5.9475e-19j -0.000102463+4.30359e-18j -0.000182976+1.34092e-17j -8.68937e-05-2.51981e-18j 9.81774e-05-2.29483e-18j 0.000169038-2.21934e-18j -4.18169e-05-2.10098e-16j 0.000118039+9.3721e-16j 
-0.000131504+1.13519e-15j -4.62615e-05+2.50032e-16j -0.000192624-2.13933e-18j 0.000110855+2.23824e-18j 0.000101508-4.4821e-19j 0.000212441+2.27114e-17j 0.000117488+3.58402e-18j 6.72794e-05-1.13696e-18j 6.1712e-05+5.20071e-19j 0.000209168-5.68105e-18j -0.000184198+4.31177e-18j -0.000172044-1.07781e-18j -7.64231e-05+4.38e-19j 1.83258e-05+9.68219e-19j 7.39863e-05-1.05934e-17j -0.000234266+3.66488e-17j -9.13981e-05-2.62503e-17j -8.00632e-05-6.53118e-17j -0.000233795-3.93418e-17j -6.27438e-05+1.28971e-17j 0.000145176+3.78861e-17j -0.000139694-3.11794e-17j -0.000238348+6.71661e-18j 0.000112204-1.31054e-16j -2.46338e-05+1.05444e-17j -0.000114959+9.96643e-17j -5.1539e-05+3.45231e-18j 0.000243468-4.73599e-17j 0.000134782-4.8175e-17j -5.94871e-05+3.61379e-18j -0.000105839+5.75644e-18j -5.20964e-05+1.53065e-17j -2.69003e-05+2.90145e-17j 3.94449e-05-1.17203e-16j -0.000204991-3.78707e-18j -0.000127924-2.21625e-17j -6.75607e-05+1.79918e-17j 0.000135843+4.13538e-17j 0.000256135-3.3954e-17j 0.000116342-2.88503e-17j 4.30324e-05-2.7202e-17j -0.000142628+1.85677e-17j 0.000184197+4.50787e-18j 5.73357e-05-3.14014e-17j 1.55498e-05-1.0432e-17j -3.95406e-06+1.08781e-17j -6.95303e-05-9.61718e-19j 9.46465e-05-2.74393e-17j -0.00020379-1.97253e-18j -6.74071e-05+2.68319e-17j 0.000166458-3.91094e-17j -0.000122343-7.15114e-17j 3.40254e-05+1.00121e-17j 0.000125257-1.05268e-17j 0.00018969+2.27938e-18j 4.91539e-05+4.94266e-18j 0.000157957+1.7542e-17j -2.62459e-05+1.46318e-18j 0.000225898-4.25338e-17j 5.60596e-05+9.03537e-17j -3.78163e-05+1.72893e-17j -0.000166988-2.27417e-18j -9.01188e-05+1.03402e-18j -5.48606e-05-2.48206e-18j 9.30777e-05+1.6253e-18j 0.000153711-3.82809e-18j 0.000169514+1.43666e-18j -0.000178297-2.55766e-17j -5.37855e-05+4.0819e-18j -6.48577e-05+6.35425e-19j -0.000109471+4.59792e-18j -0.00019549+1.43263e-17j -9.28365e-05-2.69214e-18j 0.000104892-2.45177e-18j 0.000180599-2.37113e-18j -4.46768e-05-2.24467e-16j 0.000126111+1.00131e-15j 
