-0.0415727-0j -0.00600051-0j -0.0341882-0j -0.00604367-0j -0.00050364-0j -0.0208702-0j -0.0210865-0j -0.00347837-0j -0.00213006-0j -0.00351442-0j -0.00215213-0j -0.000434797-0j -0.000439302-0j -2.56206e-05-0j -2.58861e-05-0j -0.0151937-0j -0.0188012-0j -0.0109674-0j -0.00245187-0j -0.00200194-0j -0.00303403-0j -0.000288955-0j -0.00176985-0j -0.00247727-0j -0.000250243-0j -0.00144508-0j -0.000357564-0j -2.94914e-05-0j -0.000309659-0j -0.000208579-0j -1.34609e-06-0j -0.000180635-0j -3.64937e-05-0j -1.6657e-06-0j -2.1288e-05-0j -9.71659e-07-0j -0.011974-0j -0.0139696-0j -0.00855461-0j -0.00189325-0j -0.0122234-0j -0.0050419-0j -0.00149675-0j -0.00220879-0j -0.00099783-0j -0.000216037-0j -0.0013526-0j -0.00193269-0j -0.0017462-0j -0.000249458-0j -0.000797195-0j -0.00116414-0j -0.00106933-0j -8.81966e-05-0j -0.000252043-0j -2.07881e-05-0j -0.000712884-0j -0.000154344-0j -0.00152793-0j -2.20491e-05-0j -0.000291034-0j -0.00101862-0j -0.000630238-0j -0.000220537-0j -1.83743e-06-0j -0.000102896-0j -0.000178221-0j -2.42528e-05-0j -0.000420159-0j -9.0967e-05-0j -6.84769e-08-0j -6.30107e-05-0j -2.5724e-05-0j -0.000254655-0j -1.48518e-05-0j -9.0034e-05-0j -1.57527e-05-0j -2.14367e-06-0j -2.12212e-05-0j -0.00010504-0j -2.25085e-05-0j -3.71371e-05-0j -1.31272e-06-0j -7.98897e-08-0j -8.75331e-06-0j -1.87571e-06-0j -9.28428e-06-0j -4.89223e-08-0j -7.7369e-07-0j -6.99035e-08-0j -2.88337e-08-0j 
-0.000481232-0j -0.308779-0j -6.85671e-06-0j 0.000115516-0j -0.00137607-0j 0.000234709-0j 0.000235632-0j -0.00372805-0j 2.39549e-05-0j -0.0037427-0j 2.40491e-05-0j 0.0217372-0j 0.0218227-0j 0.0079058-0j 0.00793689-0j -0.000175877-0j 3.66339e-06-0j 0.00024731-0j 0.00270486-0j -2.31738e-05-0j -5.63403e-05-0j -0.0148693-0j -0.00380346-0j 4.82693e-07-0j 0.000276063-0j 3.25859e-05-0j 0.000309717-0j -0.00465072-0j -5.75021e-06-0j 0.0209086-0j -0.000715051-0j -0.000388189-0j 9.68713e-05-0j 1.4894e-05-0j 0.00653964-0j 0.00100547-0j -0.000138606-0j -2.80172e-06-0j 0.000291438-0j 0.0020886-0j -0.000132703-0j 0.000171045-0j -1.73258e-05-0j 4.22179e-05-0j -1.15505e-05-0j -0.011117-0j -0.00439155-0j 0.00199964-0j -3.50215e-07-0j 0.000275198-0j -0.00257741-0j -2.33477e-07-0j 3.64297e-05-0j -1.02093e-06-0j -0.000224713-0j -0.00327824-0j 2.42865e-05-0j 0.0233749-0j -1.65878e-05-0j -0.00113462-0j 5.5627e-06-0j -1.10586e-05-0j 2.13807e-05-0j -0.0106435-0j -0.000583592-0j -2.06366e-08-0j -0.000578638-0j -6.62647e-05-0j 1.42538e-05-0j 0.0137188-0j -5.46771e-05-0j 2.14664e-06-0j -2.29347e-05-0j 0.000263476-0j 0.00689292-0j -9.77447e-07-0j 0.00238569-0j -1.17964e-05-0j -0.00313861-0j -0.000339603-0j -0.0010863-0j 1.25987e-06-0j 0.00122708-0j -1.10522e-06-0j 0.00404546-0j -0.000558734-0j 0.00140017-0j 0.000114966-0j 0.000720173-0j -5.23482e-05-0j 6.74735e-05-0j 
-0.290981-0j 0.000439302-0j 4.33657e-05-0j -0.000732912-0j 6.38837e-07-0j 0.00152793-0j -0.00149027-0j 0.000254655-0j -0.0299739-0j -0.000248378-0j 0.0292351-0j -0.00304328-0j 0.00296827-0j 1.87571e-06-0j -1.82948e-06-0j -0.00218753-0j 2.38482e-05-0j -0.00156413-0j -0.000353012-0j 0.0275565-0j 3.84848e-06-0j -4.16028e-05-0j -0.00025241-0j -0.000300417-0j 0.00692516-0j 0.0197034-0j 4.53548e-07-0j 0.000405946-0j -7.54971e-05-0j -2.97468e-05-0j -1.93806e-07-0j 0.00495161-0j -4.42557e-06-0j 2.11284e-09-0j 0.000290259-0j -1.38575e-07-0j -0.00260175-0j -3.48475e-05-0j 0.000626291-0j -0.000411373-0j -0.000863878-0j -0.00108178-0j 0.0310925-0j -5.50987e-06-0j -0.000216812-0j -4.69413e-05-0j 9.90252e-05-0j -0.000136591-0j 0.00041645-0j 0.00518209-0j -0.000171045-0j -2.90396e-06-0j -0.00748457-0j 0.00553477-0j -6.28725e-07-0j -4.51692e-06-0j 5.21909e-05-0j 1.12997e-05-0j 0.0103239-0j 0.000920864-0j 6.94083e-05-0j -7.19898e-05-0j 0.012928-0j -1.55863e-05-0j 3.81697e-05-0j 7.4132e-05-0j -0.00124743-0j -6.04991e-08-0j -9.01487e-05-0j -1.95178e-05-0j -1.48789e-08-0j -0.00133232-0j 1.23339e-05-0j 0.00172065-0j 1.08731e-06-0j 0.00183775-0j -0.00022167-0j 5.1124e-07-0j -1.49979e-06-0j 0.00215467-0j 0.000305761-0j 0.00230131-0j -9.18818e-06-0j -1.99286e-10-0j -1.8781e-06-0j 1.26738e-05-0j 0.000382887-0j 3.58164e-09-0j 1.58706e-05-0j -4.94036e-09-0j -6.18653e-09-0j 
0.000280718-0j 0.180121-0j -0.00044971-0j 0.00757634-0j -0.0902518-0j 0.000140926-0j 0.000127841-0j -0.00223842-0j 1.43831e-05-0j -0.00203058-0j 1.30477e-05-0j 0.0130516-0j 0.0118397-0j 0.00474685-0j 0.00430611-0j 0.000102595-0j -0.00024731-0j 0.000284681-0j -0.00157783-0j 1.3518e-05-0j 0.00380346-0j 0.00867376-0j -0.0043782-0j -3.25859e-05-0j -0.000161037-0j 3.75101e-05-0j -0.0209086-0j 0.00271292-0j 0.000388189-0j 0.0240681-0j 0.000417113-0j -0.000446848-0j -0.00653964-0j -0.00100547-0j 0.00752786-0j 0.00115741-0j 8.08538e-05-0j -0.000183756-0j 5.77647e-05-0j -0.00121835-0j 7.41066e-05-0j 4.076e-05-0j 1.01067e-05-0j 0.00276894-0j 6.73781e-06-0j 0.00648492-0j -0.000870432-0j -0.00111668-0j -2.29695e-05-0j -0.000160532-0j -0.000614195-0j -1.5313e-05-0j 7.22059e-06-0j 5.95544e-07-0j -0.0147382-0j 0.00191231-0j 4.81373e-06-0j 0.00463305-0j 9.26333e-06-0j 0.000661864-0j 0.00036484-0j 6.17555e-06-0j 5.095e-06-0j 0.00594376-0j 0.000340429-0j -1.35349e-06-0j -0.00011469-0j -0.00434609-0j 3.39666e-06-0j 0.00326917-0j 3.1895e-05-0j 4.25477e-07-0j -0.00150421-0j -0.000147136-0j 0.00136622-0j 5.45847e-07-0j 0.000472858-0j -0.00077369-0j 0.00175273-0j -8.09273e-05-0j 0.000606632-0j 3.00226e-07-0j 0.000243214-0j -7.24875e-05-0j 0.000964032-0j 0.00031202-0j 0.000333659-0j 2.27869e-05-0j 0.000171617-0j 2.92334e-05-0j 1.60789e-05-0j 
-0.178189-0j 0.000269017-0j 0.00153274-0j -0.0259044-0j 2.25793e-05-0j -0.00275371-0j 0.000945357-0j -0.000458952-0j 0.0540206-0j 0.00015756-0j -0.0185454-0j 0.00548476-0j -0.00188294-0j -3.3805e-06-0j 1.16054e-06-0j 0.000681167-0j -0.00248071-0j 0.000491692-0j 0.000109923-0j -0.00858071-0j -0.000400323-0j 1.29545e-05-0j 7.93465e-05-0j 0.0312497-0j -0.0021564-0j -0.00619388-0j -4.71785e-05-0j -0.000126406-0j 0.00785329-0j 9.35107e-06-0j 6.03483e-08-0j -0.00155657-0j 0.000460352-0j -2.1978e-07-0j -9.12445e-05-0j 4.35617e-08-0j -0.00159324-0j 0.000626291-0j 0.000340473-0j -0.000251913-0j -0.00161281-0j 0.00022604-0j 0.0190402-0j 9.90252e-05-0j -0.00013277-0j -2.87455e-05-0j 5.38335e-05-0j -0.000255008-0j -0.00748457-0j 0.00317337-0j 3.57401e-05-0j 5.21909e-05-0j -0.00406886-0j 0.00338934-0j 1.12997e-05-0j -2.76604e-06-0j 2.83727e-05-0j 6.14287e-06-0j 0.0192741-0j 0.000563912-0j -0.00124743-0j -0.000134401-0j -0.00270132-0j -2.90987e-05-0j 2.33741e-05-0j -0.00133232-0j -0.000678144-0j 1.08731e-06-0j 1.88367e-05-0j 4.07826e-06-0j -9.11144e-09-0j -0.000724296-0j -0.00022167-0j 0.00321235-0j 5.91098e-07-0j 0.00343098-0j -0.000120507-0j -9.18818e-06-0j -2.80002e-06-0j -0.000450221-0j 0.000570839-0j -0.000480861-0j -4.995e-06-0j 3.58164e-09-0j 3.92431e-07-0j 2.36612e-05-0j -8.00048e-05-0j 1.9471e-09-0j -3.31619e-06-0j -9.22338e-09-0j 1.29268e-09-0j 
-0.000439302-0j -0.281876-0j -6.25929e-06-0j 0.000105451-0j -0.00125617-0j -0.000220537-0j 0.000215102-0j 0.00350294-0j -2.25085e-05-0j -0.0034166-0j 2.19537e-05-0j -0.0204247-0j 0.0199213-0j -0.00742845-0j 0.00724535-0j 0.000315743-0j -3.44219e-06-0j 0.000225762-0j -0.00485591-0j 4.16028e-05-0j 5.29385e-05-0j 0.0266942-0j -0.00347206-0j -4.53548e-07-0j -0.000495604-0j 2.97468e-05-0j -0.000291016-0j 0.00834923-0j 5.40301e-06-0j 0.0190868-0j 0.0012837-0j -0.000354366-0j -9.10222e-05-0j -1.39947e-05-0j 0.00596985-0j 0.000917868-0j 0.00037553-0j 5.0298e-06-0j -9.03973e-05-0j -0.0056587-0j 0.00012469-0j 0.000156142-0j 4.69413e-05-0j -7.5792e-05-0j 3.12942e-05-0j 0.0301196-0j 0.00136216-0j -0.0018789-0j 6.28725e-07-0j -0.0007456-0j -0.00235284-0j 4.1915e-07-0j -1.12997e-05-0j 2.76604e-06-0j 0.000403418-0j 0.00888182-0j -7.5331e-06-0j -0.00725036-0j 1.55863e-05-0j 0.00307407-0j -9.98647e-06-0j 1.03908e-05-0j 1.95178e-05-0j 0.0100008-0j 0.00158114-0j 3.7048e-08-0j 0.00017948-0j 0.000118962-0j 1.30119e-05-0j 0.0125235-0j 0.000148138-0j -6.65839e-07-0j 4.11737e-05-0j -0.000247567-0j -0.00213802-0j 9.18429e-07-0j -0.000739986-0j 2.11776e-05-0j 0.0029491-0j -0.000310014-0j 0.0010207-0j 1.1501e-06-0j -0.000380611-0j 1.98414e-06-0j 0.00369299-0j 0.000524998-0j 0.00127817-0j -3.56597e-05-0j 0.000657425-0j 4.91874e-05-0j 6.15946e-05-0j 
-0.167998-0j 0.000253631-0j 0.00144508-0j -0.0244229-0j 2.1288e-05-0j -0.000857037-0j 0.000891291-0j -0.000142839-0j 0.0168128-0j 0.000148549-0j -0.0174848-0j 0.00170702-0j -0.00177525-0j -1.05211e-06-0j 1.09416e-06-0j -0.00316816-0j -0.000772071-0j 0.000463572-0j -0.000511259-0j 0.0399095-0j -0.000124592-0j -6.02524e-05-0j 7.48086e-05-0j 0.00972584-0j 0.0100296-0j -0.00583965-0j -1.46834e-05-0j 0.000587922-0j 0.00244418-0j 8.81628e-06-0j -2.80685e-07-0j -0.00146755-0j 0.000143275-0j -6.84021e-08-0j -8.60262e-05-0j 4.10704e-08-0j 0.000506119-0j -0.00291292-0j -0.00106418-0j 8.00245e-05-0j -0.000501955-0j 0.000213113-0j -0.00604845-0j -0.000460574-0j 4.21766e-05-0j 9.1315e-06-0j -0.000168262-0j -7.93661e-05-0j 0.0348113-0j -0.00100807-0j 3.36961e-05-0j -0.000242744-0j 0.0127176-0j -0.00107668-0j -5.25555e-05-0j 8.78679e-07-0j -8.86817e-05-0j -1.92001e-05-0j 0.00599868-0j -0.000179136-0j 0.00580188-0j -4.18296e-05-0j -0.00254683-0j -9.05637e-06-0j -7.42517e-06-0j 0.00619673-0j 0.0021196-0j -5.05716e-06-0j 1.77594e-05-0j 3.84502e-06-0j 2.8944e-09-0j 0.00226386-0j 0.001031-0j 0.000999781-0j -1.84753e-06-0j 0.00106782-0j 0.000376656-0j 4.27349e-05-0j -8.7145e-07-0j -0.000424472-0j 0.000177662-0j -0.00045336-0j 1.56124e-05-0j -1.66585e-08-0j 3.69987e-07-0j 7.36408e-06-0j -7.54292e-05-0j -6.08585e-09-0j -3.12653e-06-0j -2.87059e-09-0j 1.21875e-09-0j 
0.254609-0j -0.00038439-0j 0.00211419-0j -0.0357314-0j 3.11449e-05-0j 0.00129888-0j 0.00134998-0j 0.00021648-0j -0.0254806-0j 0.000224997-0j -0.0264831-0j -0.00258707-0j -0.00268885-0j 1.59452e-06-0j 1.65726e-06-0j -0.000973298-0j -0.00112956-0j -0.000630794-0j -0.000157065-0j 0.0122607-0j -0.000182282-0j -1.85103e-05-0j -0.000101794-0j 0.0142292-0j 0.00308121-0j 0.00794616-0j -2.14822e-05-0j 0.000180617-0j 0.0035759-0j -1.19965e-05-0j -8.62299e-08-0j 0.00199693-0j 0.000209616-0j -1.00074e-07-0j 0.000117058-0j -5.58855e-08-0j 0.00227653-0j 0.000863878-0j 0.00161281-0j 0.000359951-0j -0.000760279-0j -0.00152654-0j -0.027206-0j 0.000136591-0j 0.000189711-0j 4.10736e-05-0j 0.000255008-0j -0.000120211-0j -0.0103239-0j -0.00453433-0j -0.000241367-0j 7.19898e-05-0j -0.0192741-0j -0.00484292-0j 1.55863e-05-0j 3.95231e-06-0j 0.000134401-0j 2.90987e-05-0j 0.00908581-0j -0.000805756-0j -0.00172065-0j -6.33566e-05-0j 0.0182431-0j -1.37171e-05-0j -3.33985e-05-0j -0.00183775-0j -0.00321235-0j 1.49979e-06-0j -0.000127211-0j -2.75421e-05-0j 1.30191e-08-0j -0.00343098-0j -0.000305761-0j 0.0015143-0j 2.80002e-06-0j 0.00161736-0j -0.000570839-0j -1.26738e-05-0j -1.31993e-06-0j 0.00304052-0j 0.000269093-0j 0.00324744-0j -2.36612e-05-0j 4.94036e-09-0j -2.65024e-06-0j 1.11539e-05-0j 0.000540303-0j 9.22338e-09-0j 2.23955e-05-0j -4.3479e-09-0j -8.72999e-09-0j 
-0.000269017-0j -0.172613-0j -0.000221231-0j 0.00372712-0j -0.0443987-0j 0.000397464-0j -0.000136451-0j -0.00631319-0j 4.0566e-05-0j 0.00216734-0j -1.39264e-05-0j 0.0368105-0j -0.0126371-0j 0.0133879-0j -0.00459612-0j -9.8318e-05-0j 0.00035806-0j -7.09697e-05-0j 0.00151206-0j -1.29545e-05-0j -0.00550671-0j -0.00831219-0j 0.00109146-0j 4.71785e-05-0j 0.000154324-0j -9.35107e-06-0j 0.0302718-0j -0.00259983-0j -0.000562026-0j -0.00600006-0j -0.000399726-0j 0.000111397-0j 0.00946822-0j 0.00145574-0j -0.00187666-0j -0.000288537-0j 0.000229964-0j -9.03973e-05-0j -4.9143e-05-0j -0.00346523-0j 0.000232789-0j -3.26261e-05-0j 2.87455e-05-0j 0.00136216-0j 1.91637e-05-0j 0.0184444-0j 0.000740515-0j -0.0035078-0j -1.12997e-05-0j -0.000456585-0j 0.000491629-0j -7.5331e-06-0j -6.14287e-06-0j 1.69385e-06-0j -0.00725036-0j 0.00543898-0j -4.09525e-06-0j -0.00394154-0j 2.90987e-05-0j 0.00188247-0j 0.00017948-0j 1.93991e-05-0j -4.07826e-06-0j 0.018671-0j 0.000968247-0j -6.65839e-07-0j 9.75714e-05-0j -0.00213802-0j -2.71884e-06-0j -0.00261679-0j 9.07157e-05-0j -3.61972e-07-0j -0.000739986-0j -0.000462194-0j -0.0011623-0j 1.71466e-06-0j -0.000402282-0j -0.000380611-0j 0.0055058-0j 6.47778e-05-0j 0.0019056-0j -2.40314e-07-0j -0.000206913-0j -3.56597e-05-0j -0.000771654-0j 0.000980142-0j -0.000267075-0j -1.93858e-05-0j -0.00013737-0j 9.18302e-05-0j -1.28703e-05-0j 
0.169739-0j -0.00025626-0j 0.00140946-0j -0.0238209-0j 2.07633e-05-0j -0.000891291-0j 0.000899987-0j -0.000148549-0j 0.0174848-0j 0.000149998-0j -0.0176554-0j 0.00177525-0j -0.00179257-0j -1.09416e-06-0j 1.10484e-06-0j 0.00320099-0j 0.000775107-0j -0.000420529-0j 0.000516557-0j -0.0403231-0j 0.000125082-0j 6.08768e-05-0j -6.78626e-05-0j -0.00976408-0j -0.0101335-0j 0.00529744-0j 1.47411e-05-0j -0.000594015-0j -0.00245379-0j -7.99769e-06-0j 2.83593e-07-0j 0.00133129-0j -0.000143839-0j 6.8671e-08-0j 7.80387e-05-0j -3.7257e-08-0j -0.000511364-0j -0.00284113-0j -0.000365336-0j -8.08538e-05-0j 0.000521704-0j -0.00101769-0j 0.00611113-0j -0.000449221-0j -4.26137e-05-0j -9.22613e-06-0j -5.77647e-05-0j 8.24887e-05-0j 0.0339533-0j 0.00101852-0j -0.000160911-0j -0.00023676-0j 0.004366-0j 0.00108784-0j -5.12601e-05-0j -8.87785e-07-0j -3.04447e-05-0j -6.59147e-06-0j -0.0062347-0j 0.000180992-0j 0.00565888-0j 4.34753e-05-0j 0.0121621-0j 9.41269e-06-0j 7.50212e-06-0j 0.006044-0j 0.000727667-0j -4.93251e-06-0j -8.48077e-05-0j -1.83614e-05-0j -2.9244e-09-0j 0.000777189-0j 0.00100559-0j -0.00103912-0j -6.34264e-07-0j -0.00110983-0j 0.000129307-0j 4.16816e-05-0j 9.05736e-07-0j 0.00202701-0j -0.000184652-0j 0.00216496-0j 5.35977e-06-0j -1.62479e-08-0j -1.76683e-06-0j -7.65381e-06-0j 0.000360202-0j -2.08929e-09-0j 1.49303e-05-0j 2.98353e-09-0j -5.81999e-09-0j 
-0.000253631-0j -0.162741-0j -0.000208579-0j 0.00351397-0j -0.0418595-0j 0.000123703-0j -0.000128647-0j -0.00196485-0j 1.26253e-05-0j 0.00204338-0j -1.313e-05-0j 0.0114565-0j -0.0119144-0j 0.00416672-0j -0.00433326-0j 0.000457284-0j 0.000111439-0j -6.69108e-05-0j -0.00703271-0j 6.02524e-05-0j -0.00171385-0j 0.0386606-0j 0.00102904-0j 1.46834e-05-0j -0.000717773-0j -8.81628e-06-0j 0.00942149-0j 0.012092-0j -0.000174919-0j -0.00565691-0j 0.00185915-0j 0.000105026-0j 0.00294679-0j 0.000453071-0j -0.00176933-0j -0.000272036-0j -7.3052e-05-0j 0.000420444-0j 0.000153601-0j 0.00110079-0j 7.2451e-05-0j -3.07602e-05-0j -9.1315e-06-0j -0.0063355-0j -6.08767e-06-0j -0.00585917-0j -0.00231455-0j -0.00109173-0j 5.25555e-05-0j 0.000145042-0j 0.000463512-0j 3.5037e-05-0j 1.92001e-05-0j -5.38079e-07-0j 0.0337219-0j -0.00172778-0j 1.28001e-05-0j 0.0123197-0j 9.05637e-06-0j -0.000597999-0j -0.000834775-0j 6.03758e-06-0j -3.84502e-06-0j 0.00581097-0j -0.00030758-0j 3.09686e-06-0j -0.000304969-0j 0.00994411-0j -2.56335e-06-0j -0.00246714-0j -2.88174e-05-0j 1.13138e-06-0j 0.00344173-0j -0.000143849-0j 0.00363289-0j 5.33652e-07-0j 0.00125737-0j 0.00177025-0j 0.00171357-0j 6.10731e-05-0j 0.000593079-0j -2.2657e-07-0j 0.000646726-0j 0.000165856-0j -0.000727522-0j 0.000305049-0j -0.000251801-0j 6.05922e-05-0j -0.000129513-0j 2.85803e-05-0j -1.21342e-05-0j 
0.00038439-0j 0.246641-0j -0.000305157-0j 0.00514103-0j -0.0612416-0j -0.000187477-0j -0.000194853-0j 0.00297782-0j -1.91343e-05-0j 0.00309498-0j -1.98871e-05-0j -0.0173629-0j -0.018046-0j -0.00631485-0j -0.00656331-0j 0.000140483-0j 0.000163038-0j 9.10473e-05-0j -0.00216054-0j 1.85103e-05-0j -0.00250742-0j 0.011877-0j -0.00140024-0j 2.14822e-05-0j -0.000220509-0j 1.19965e-05-0j 0.0137839-0j 0.00371482-0j -0.000255912-0j 0.0076975-0j 0.000571156-0j -0.000142912-0j 0.00431124-0j 0.000662856-0j 0.00240757-0j 0.000370166-0j -0.000328589-0j -0.00012469-0j -0.000232789-0j 0.00495137-0j 0.000109737-0j 0.000220337-0j -4.10736e-05-0j 0.0018789-0j -2.73824e-05-0j -0.0263546-0j 0.0035078-0j -0.00165358-0j -1.55863e-05-0j 0.0006524-0j -0.00332016-0j -1.03908e-05-0j -2.90987e-05-0j -2.42028e-06-0j -0.0100008-0j -0.0077716-0j -1.93991e-05-0j -0.018671-0j 1.37171e-05-0j -0.00268981-0j 0.000247567-0j 9.14473e-06-0j 2.75421e-05-0j 0.00880149-0j -0.0013835-0j -9.18429e-07-0j 0.000462194-0j -0.0029491-0j 1.83614e-05-0j 0.0176722-0j -0.000129621-0j -1.71466e-06-0j -0.0010207-0j -0.000217878-0j -0.0055058-0j 8.08288e-07-0j -0.0019056-0j -0.000524998-0j 0.00259543-0j -0.00043747-0j 0.000898299-0j 1.62293e-06-0j -0.000980142-0j -4.91874e-05-0j 0.00521128-0j 0.000462038-0j 0.00180366-0j -9.18302e-05-0j 0.000927711-0j 4.32887e-05-0j 8.69179e-05-0j 
-0.105021-0j 0.000158553-0j -0.00264748-0j 0.0447444-0j -3.9001e-05-0j 0.000551458-0j 0.00263342-0j 9.19097e-05-0j -0.0108182-0j 0.000438903-0j -0.0516607-0j -0.00109838-0j -0.00524517-0j 6.76979e-07-0j 3.23282e-06-0j 0.000401465-0j -0.00145593-0j 0.000346948-0j 6.47861e-05-0j -0.00505728-0j -0.00023495-0j 7.63512e-06-0j 5.59885e-05-0j 0.0183405-0j -0.00127093-0j -0.00437053-0j -2.76892e-05-0j -7.45008e-05-0j 0.00460911-0j 6.59831e-06-0j 3.5568e-08-0j -0.00109835-0j 0.000270181-0j -1.28989e-07-0j -6.4384e-05-0j 3.07381e-08-0j -0.000939021-0j -0.00108178-0j 0.00022604-0j -0.000148472-0j 0.00152654-0j -0.0018535-0j 0.0112219-0j -0.000171045-0j -7.82517e-05-0j -1.6942e-05-0j 3.57401e-05-0j 0.000241367-0j 0.012928-0j 0.00187032-0j -0.000293064-0j -9.01487e-05-0j -0.00270132-0j 0.0019976-0j -1.95178e-05-0j -1.63024e-06-0j 1.88367e-05-0j 4.07826e-06-0j -0.0182431-0j 0.000332357-0j 0.00215467-0j 0.000127211-0j 0.0221505-0j 2.75421e-05-0j 1.37762e-05-0j 0.00230131-0j -0.000450221-0j -1.8781e-06-0j -0.000154459-0j -3.34413e-05-0j -5.37009e-09-0j -0.000480861-0j 0.000382887-0j -0.00304052-0j 3.92431e-07-0j -0.00324744-0j -8.00048e-05-0j 1.58706e-05-0j 2.65024e-06-0j 0.00369176-0j -0.000540303-0j 0.003943-0j -3.31619e-06-0j -6.18653e-09-0j -3.21789e-06-0j -2.23955e-05-0j 0.000656029-0j 1.29268e-09-0j 2.71923e-05-0j 8.72999e-09-0j -1.05998e-08-0j 
0.207887-0j -0.000313853-0j -3.09819e-05-0j 0.000523618-0j -4.56407e-07-0j 0.00321266-0j 0.0010647-0j 0.000535444-0j -0.063024-0j 0.00017745-0j -0.0208866-0j -0.00639889-0j -0.00212064-0j 3.94392e-06-0j 1.30704e-06-0j 0.00156285-0j 5.01438e-05-0j 0.00111747-0j 0.000252204-0j -0.0196873-0j 8.09193e-06-0j 2.97225e-05-0j 0.00018033-0j -0.000631666-0j -0.00494757-0j -0.0140768-0j 9.53643e-07-0j -0.000290022-0j -0.000158742-0j 2.12521e-05-0j 1.38461e-07-0j -0.0035376-0j -9.30531e-06-0j 4.44252e-09-0j -0.000207371-0j 9.90025e-08-0j -0.000626291-0j 2.48963e-05-0j -0.000397218-0j -9.90252e-05-0j -0.00181641-0j 0.000772865-0j 0.00748457-0j 3.93644e-06-0j -5.21909e-05-0j -1.12997e-05-0j -6.28057e-05-0j -0.0002872-0j -0.000297526-0j 0.00124743-0j 0.000122201-0j 2.07469e-06-0j 0.00474701-0j 0.00133232-0j 4.49183e-07-0j -1.08731e-06-0j -3.31015e-05-0j -7.16669e-06-0j 0.0217073-0j 0.00022167-0j -4.95877e-05-0j -0.000151368-0j -0.00923622-0j -3.27721e-05-0j 9.18818e-06-0j -5.29624e-05-0j 0.000791168-0j 4.32227e-08-0j 6.44054e-05-0j 1.39442e-05-0j -3.58164e-09-0j 0.000845012-0j -8.81179e-06-0j 0.00361788-0j -6.89615e-07-0j 0.0038641-0j 0.000140592-0j -3.65248e-07-0j -3.15349e-06-0j -0.00153937-0j 0.000642902-0j -0.00164413-0j 5.8275e-06-0j 1.42377e-10-0j 1.34178e-06-0j 2.66482e-05-0j -0.000273548-0j -2.27162e-09-0j -1.13385e-05-0j -1.03877e-08-0j 4.41987e-09-0j 
0.00025626-0j 0.164427-0j -0.000203438-0j 0.00342736-0j -0.0408278-0j 0.000128647-0j -0.000129902-0j -0.00204338-0j 1.313e-05-0j 0.00206332-0j -1.32581e-05-0j 0.0119144-0j -0.0120307-0j 0.00433326-0j -0.00437554-0j -0.000462023-0j -0.000111877-0j 6.06982e-05-0j 0.00710559-0j -6.08768e-05-0j 0.00172059-0j -0.0390613-0j -0.000933496-0j -1.47411e-05-0j 0.000725211-0j 7.99769e-06-0j -0.00945854-0j -0.0122173-0j 0.000175607-0j 0.00513167-0j -0.00187842-0j -9.52745e-05-0j -0.00295838-0j -0.000454852-0j 0.00160505-0j 0.000246777-0j 7.38091e-05-0j 0.000410081-0j 5.27317e-05-0j -0.0011122-0j -7.53015e-05-0j 0.000146891-0j 9.22613e-06-0j -0.00617934-0j 6.15075e-06-0j 0.00591989-0j -0.000794592-0j 0.00113469-0j 5.12601e-05-0j -0.000146545-0j -0.00221344-0j 3.41734e-05-0j 6.59147e-06-0j 5.43655e-07-0j 0.0328908-0j 0.00174569-0j 4.39431e-06-0j 0.00422937-0j -9.41269e-06-0j 0.000604196-0j -0.0008142-0j -6.27513e-06-0j 1.83614e-05-0j -0.00603959-0j 0.000310767-0j 3.02053e-06-0j -0.000104697-0j 0.00969901-0j 1.22409e-05-0j 0.0117815-0j 2.9116e-05-0j 3.88406e-07-0j 0.0033569-0j 0.000149508-0j 0.00124718-0j -5.54648e-07-0j 0.000431659-0j 0.00172662-0j -0.00178099-0j -0.000291647-0j -0.000616414-0j 1.08196e-06-0j 0.000222023-0j 0.000161768-0j 0.00347419-0j -0.000317051-0j 0.00120244-0j 2.08015e-05-0j 0.000618474-0j -2.97047e-05-0j 5.79453e-05-0j 
