-0.00185308+0.00964007j 0.0116632-0.00125084j -0.00871648+0.0120184j 0.0078795+0.0145571j 0.0138193-0.0032261j -0.00450271-0.0209468j -0.011966+0.0155356j 0.00233243-0.0111473j 0.0254402+0.0140772j 0.00321152+0.0129666j -0.00950344-0.0264894j -0.00103924-0.0224637j 0.0161342+0.0215668j 0.00595958-0.00962492j -0.00567966-0.00556507j -0.0181596-0.00722906j -0.00890171+0.00542431j 0.0059343+0.011619j -0.00158697+0.0066226j -0.0319843+0.00794652j -0.00711279+0.0129675j 0.0179289+0.0233912j 0.00703919+0.0163674j -0.0122174+0.0186118j 0.0220974+0.00153902j 0.00491106+0.00693217j 0.00869752-0.000273339j 0.00232858+0.00232742j -0.0059973-0.00853108j 0.000987005-0.000756512j -0.0101242+0.00996935j -0.00138346+0.00439128j 0.00223854-0.000718425j -0.00141733+0.0039376j 0.00784663+0.00932276j 0.00454425+0.00687164j 0.000284953+0.00569437j 0.000687689-0.00884347j -0.00122505-0.00400472j -0.00336903-0.00916541j -0.00250015+0.00472928j 0.00294378-0.00273167j 0.0130897-0.000831236j -0.0105304-0.00627377j -0.00254334-0.00157226j 0.0117004-9.93889e-05j 0.000488784+0.00423358j -0.00321556+0.0103783j -0.000575832-0.00082418j 0.0084934-0.0088829j -0.00868755-0.00359336j 0.00404345+0.00954997j -0.00521604+0.00971489j 0.00510204+0.00659253j 0.00384746-0.003254j 0.00315588-0.00824769j -0.000674991-0.000874814j -0.00629721-0.000223172j 0.000110813-0.00896478j 0.00884684-0.00570569j 0.0141436-0.00172138j 0.000809343+0.00297493j 0.0103701+0.000626382j 0.00462502+0.000885434j -0.00619687-0.00577258j 0.00935463+0.00786585j -0.00373781-0.00595917j 0.00534073+0.0136287j -0.0022511-0.00529367j 0.0018493+0.00260823j 0.00728203-0.00792348j 0.00191458+0.000228631j -0.00311772-0.0012531j -0.000240544+0.00499884j -0.00479702+0.000714759j 0.00791504-0.000669059j -0.00011247-0.00263867j 0.00545369-0.00341586j 0.000362112-0.00207153j -0.00947161+0.00235308j 3.69692e-05-0.00304034j 0.00413524+0.00705522j 0.000299678+0.000281466j -0.00588171+0.00300338j -0.00258392-0.00141973j -0.000227747+0.000813813j 0.00466608+0.00332286j -0.00142246+0.000896403j -0.00140255-0.00313856j 0.00306475+0.0115847j 0.00931318-0.00214851j 0.00364976+0.00760698j 0.010479+0.0029489j -0.0382352+0.00125162j -0.005711-0.0375179j 
0.00110756-0.00434578j 0.00165627-9.89231e-05j 0.00600117-0.00266835j 0.00400211-0.00107611j -0.00356353-0.0059376j -0.00106475-0.00243991j -0.00708688+0.00582701j -0.00593762-0.00105334j -0.00611909-0.00157298j -0.00811661+0.00322855j -0.00368915+0.00240067j 0.00364554+0.000158483j 0.000597825+0.00233519j -0.00392443+0.0149445j 0.00192624+0.000229976j -0.0056395-0.00375863j 0.00743271-0.0159182j 0.00536679-0.00284079j -0.00200006-0.00793679j 0.000367107-0.00571297j 0.00318323-0.00627544j -0.00591535+0.005639j -0.00140041-0.0017244j 0.0101937+0.000642454j 0.0020019+0.000379186j -0.00691156+0.000849967j -0.00417327+0.00425498j -0.00397733-0.00267596j -0.00613969+0.0053588j 0.00632208+0.000840244j -0.000384355+0.00363533j -0.00950564+0.0095552j -0.00207311+0.00769841j -0.0139566+0.00930938j 0.00252727-0.00364473j 0.00136071-0.00729517j 0.00291398-0.0065484j -0.00243242-0.00388178j 0.00389046-0.00227237j -0.0123185+0.014373j 0.00265897+0.0057859j -0.000959313+0.00608609j 0.00253116+0.0022286j 0.0021074-0.00640352j 0.00347473+0.0051816j -0.00315013+0.00100439j 0.00168882-0.00357913j 0.00230278+0.000733845j 0.00485502-0.000279656j -0.00269885-0.00286777j 0.0019832-0.00109382j 0.00270745-0.00836837j -0.00228642-0.00339317j 0.000212665-0.00144106j 0.00128804-0.00355196j 0.0039266-0.00232541j 0.0049747-0.0121697j 0.00567968-0.00613528j 0.00407992-0.00160175j -0.00609662+0.00970037j 0.00378174+0.00433664j -0.00396321+0.00896353j 0.00740115-0.00573131j 0.0134724-0.00782795j -0.0032663-0.00560976j -0.000511021+0.00636585j -0.00026859+0.00270374j 0.000575514+0.00824363j 0.00138707-0.00349063j 0.00218487-0.00271596j 0.000116668+0.00269965j 0.00607023-0.00259088j -0.00639097+0.00618471j 0.00388719-0.00201435j 0.000995291-0.00812088j -0.0010538+0.000881295j -4.09324e-05+0.0015353j -0.00569765-0.000371004j 0.00680388-0.00156732j -0.00215124+0.00252539j -0.00431518+0.00271658j -0.0029324-0.00258629j 0.00875902-0.00789556j 0.000686703+0.00300102j -0.00568725+0.00110015j -0.00254175+0.0026139j 0.000529798+0.00600757j -0.000752123+0.000155334j -0.0040431+0.00104873j 0.001638-0.00134562j -0.000175866+0.00164853j 0.000251367+0.00216506j 0.00131976+0.00168376j 0.00064811-0.00175591j -0.000173022-3.19241e-05j 
0.000894773+0.000197374j 0.00551812+0.00126251j 0.00307055-0.0056682j 0.00228413+0.00448748j 0.000137723-0.00211483j 0.0148214-0.00320628j -0.000598297-0.00163883j 0.0051598-0.013122j -0.00697995+0.00387552j -0.00104928-0.00570345j -0.00378536+0.01617j 0.00212301-0.00399751j 0.0120017-0.0154654j 0.00855191+0.00233135j -0.00248573+0.00655085j -0.00458239-0.0031921j 0.00766322-0.0144305j -0.00660267+0.00624008j 0.0036561-0.0141004j -0.00275946-0.00013217j -0.00776506+0.00857575j 0.00339184-3.84038e-05j -0.000267103-0.00862207j -0.0153035+0.00121528j -0.00467869+0.00401921j -0.000997064-0.000368092j 0.000778176-0.00551414j -0.00249099-0.00793738j 0.00384691-0.00284141j -0.00440987+0.00507394j -0.00451714+0.00188702j 0.0119854-0.00352901j 0.00793631+0.00296142j 0.00965454-0.00174533j 0.000471768-0.00283176j 0.00486855-0.00195248j 0.00264117+0.00228586j -0.00907067-0.0104388j -0.0104745-0.00328173j 0.00133054-0.00814315j -0.000324581+0.00409793j -0.00388597-0.00753542j -0.00949387-0.003778j 0.00314885+0.00303836j -0.00452016-0.000545164j 0.00513648-0.00431952j -0.000522615-0.002252j 0.00619065+0.000904584j -0.00548517+0.00802483j 0.00502367-0.00275735j 0.00174525+0.00599085j 0.00716292+0.00496405j -0.00369315+0.00138643j -0.000441289-0.000510275j -0.00600638-0.0052759j -0.00714678-0.004797j -0.00828722-0.00204708j 0.00582667+0.00657504j -0.00240751-0.00176717j 0.00718839+0.00163512j 0.00232264+0.00422886j 0.00884408+0.00177465j 0.0026104-0.00619003j -0.00396393+0.000110608j 0.00276392-0.000425155j -0.0015684+0.00748419j 0.00917951-0.00273388j -0.00414915-0.0031623j 0.00152217-0.00377705j 0.0075537-0.00403115j 0.000337561-0.00473096j -0.00118354+0.00216025j -0.00425575-0.00469707j -0.00691648-0.00982629j 0.000942832-0.000767858j 0.00440504+0.00349417j -0.0054498+0.00775326j 0.00434541+0.000687459j 0.00347811-0.00383048j -0.00789036-0.00277822j 0.00717897-0.00388845j -0.000741671+0.00539361j -0.000965583-0.00124883j -0.00374224+0.00201431j 0.00259749-0.001463j -0.00029985-0.00645431j -0.0058838-0.000923874j -0.00505644-0.0027316j -0.00264249-0.00399041j -0.00113009-0.00290444j 0.00125907+0.00283308j -0.00605356-0.000651386j -0.00327573-0.00503672j -0.00114797-0.00228728j 0.000497413-0.00133917j 
-0.00852929+0.000664501j -0.0071202-0.0079504j -0.000492135+0.00526557j -0.014424-0.0131438j -0.0241295-0.0101503j -0.00680924-0.0156863j -0.0025529+0.0125124j 0.00817569+0.0143812j -0.0154289+0.00300778j -0.0108605-0.00106174j 0.00998805+0.00129558j 0.00633498+0.0114008j 0.00810286+0.00850841j -0.00221454+0.0118563j -0.0123712-0.0199473j -0.00111124-0.0112097j 0.0076379-0.0233063j 0.00265632+0.0101109j 0.00241792+0.00799007j -0.00517844+0.011392j -0.0146415+0.0271042j -0.0129217+0.0186669j -0.00670713+0.00415845j 0.0194929+0.00612194j -0.0210645+0.000930036j 0.00788625+0.00706341j -0.00471472+0.00967079j -0.0040743+0.00093663j 0.00126067-0.0111633j 0.00298198+6.01335e-05j 0.0111781-0.00616877j -0.00358923+0.00786776j -0.00315651-0.00194525j -0.00118911-0.00447002j -0.00692695-0.00496127j -0.00192051-0.00418563j -0.00701342-0.00751708j -0.00182117+0.000743602j 0.000708724-0.00705878j -0.00953876+0.00347743j 0.00448226-0.00199029j 0.000949298-0.000610829j -0.00754777-0.00345718j -0.0057597-0.00187346j -0.000659395-0.00013983j -0.00403174-0.00568728j 0.00204844+0.00331747j -0.0012326-0.00153615j -0.00518041-0.00640417j -0.00280083+0.00448612j 0.00151169-0.00295798j -0.00435357+0.00304711j 0.00334887-0.00404166j 0.00219383+0.00460464j 0.00373217-0.00577526j 0.00488329+0.00196055j -0.00028559-0.00160357j -0.00352418-0.0103744j 0.000645166-0.0032274j -0.00417986-0.00856961j -0.00848398+0.00256006j 0.000950135+0.00220169j 0.00611424-0.00209598j -0.0024148-0.00213276j -0.00242842+0.00231821j -0.00879404-0.00280511j 0.00493821+0.00298223j 0.00193475+0.00134548j 0.00302944+0.00695507j -0.0037592-0.00309893j 0.000809491+0.00711703j 0.00213649-0.00275537j -0.000824898-0.00387432j 0.00534986+0.00310656j -0.00459242-0.00810372j -0.00378528-0.00560082j 0.00502285+0.000213798j -0.00474448-9.62395e-05j -0.00820202+0.000658473j -0.00133895+0.0046807j 0.0020698-0.00103036j -0.00674006-0.00499213j 0.00156875-0.00549586j 0.00366057+0.00087719j 0.00072061-0.00512539j -0.00256006+0.00248095j 0.0061963+0.00277897j -0.0047828+0.00221431j -0.00352304+0.00129017j -0.00537738+0.00114977j 0.000830307-0.00144081j 0.00190533-0.00403289j -0.000746495-0.00280038j 0.00315108+0.00258675j 0.00446146-0.00351987j 
-0.00245824-0.000122923j -0.00359522+0.000282096j -0.00392023+0.00439759j -0.00193026+0.00282724j 0.00828266-0.00552443j -0.00542016+0.00395842j 0.00764981-0.0110072j -0.00903343+0.0163162j 0.00216891-0.00344092j 0.00100079-0.00301853j -0.00585482-0.00445607j 0.00885156-0.0111265j -0.00173193+0.00216618j -0.0139227+0.0124784j 0.00333608-0.000589653j -0.010604+0.0220628j 0.00201949+0.00152961j -0.0016131+0.00382953j -0.00761043+0.0215352j 0.00178098+0.00116698j -0.00299958+0.00968843j 0.00187277-0.00405786j 0.00976727-0.00138859j 0.00388959-0.00475688j 0.00742514-0.00540136j -0.00395941+0.00623624j 0.00715742-0.000294876j -0.00681594+0.0111673j -4.82575e-05-0.0025357j 0.00395655-0.0080424j 0.00278634-0.00293371j -0.00146584+0.000753875j 0.00185318-0.00153415j 0.0159639-0.00449412j 0.00172535+0.00544512j -0.000707514+0.00459928j -0.002518-0.000529835j -0.00231049+0.00212902j -0.00791488-0.00201301j 0.0067115-0.000572558j -6.61862e-05-0.000602802j 0.00607353-0.000299882j 0.00270234+0.00442378j -0.00640637+0.00388383j 0.00403126+0.000214674j 0.00352096+0.0024186j 0.00190456+0.00576481j -0.00180166+0.00205353j 0.0011874-0.00224494j 0.00228956+0.00840475j 0.00448451+0.00019032j -0.00186419-0.0031253j 0.00708774-0.00661086j -0.00508214+0.00236289j 0.00328772-0.00533982j 0.000394572-0.00599284j -0.00541165-0.00163579j -0.00553893+0.00464186j 0.00442711-0.00370662j -0.00687675+0.0105479j 0.000410827+0.0043689j 0.000785338+0.000755863j -0.00143988-0.00576813j -0.00679926+0.000476165j -0.00354796+0.00214705j -0.00968457+0.00130065j -0.000174118+0.00544049j -0.00542296-0.0100719j -0.00623201-0.00222096j -0.00474759-0.00112091j 0.0012395-0.00300115j -0.00364043-0.00190817j -0.00105136+0.00443483j 0.00616846-0.00517157j -0.00387489-0.0064364j -0.00650312-0.0031808j -0.00131447+0.00612397j 0.00156675-0.000377474j 0.000333386-0.00050437j 0.000242632+0.00463338j -0.00564906+0.00207785j -0.00188497+0.0042875j 0.00158194+0.00352531j 0.00738227+0.00254385j -0.000792159+0.00129074j 0.00214692+0.000609084j 0.00243011-0.00497223j 0.00204367+0.00364677j 0.00915027-0.0029424j 0.00333565+0.00211207j -0.00127823-0.00380526j -0.00104325-0.00014095j -0.00115279+0.000535329j 0.000249475-4.68017e-05j -0.00448018+0.00214221j 
0.00234232+0.00261075j 0.00486423+0.00218087j 0.000157056-0.00105116j 0.00825725+0.0099467j 0.0194751+0.00614557j 0.0115511+0.00667041j 0.00271599-0.00506319j -0.00765397-0.00918777j -0.000445597+0.00279236j 0.0104422-0.0031211j -0.010392-0.0105291j -0.0106218-0.00113848j -0.00952865+0.00308489j -0.00940496-0.00474956j 0.0115445-0.00327306j 0.0170298-0.0104505j 0.00801818-0.0164166j -0.00856538+0.00146433j 0.00249309+0.0102655j 0.0093669+0.0214156j -0.019515+0.0352854j -0.00359196+0.0165364j 0.0152414+0.00546198j -0.0113229-0.019199j 0.00476727+0.0172312j -0.0112422+0.00454442j -0.00709065+0.00717068j 0.00100356+0.00358747j 0.0085894+0.000955369j -0.00286801+0.000187353j -0.000544722-0.0027609j -0.00583663-0.00572252j 0.00113843+0.00696217j 0.0121337+0.00443409j 0.00741571+0.0107621j 0.00421258+0.00159019j 0.0112763+0.0029366j 0.00185961+0.0017945j 0.00673986+0.00741701j -0.0027242+0.00317573j -0.00810651-0.0017608j -0.0053204-0.00358166j -0.000831357+0.00611539j 0.00284427+0.00464386j 0.000958567-0.00263306j 0.00142942+0.00189953j -0.00207395-0.00654563j 0.00214758+4.89775e-05j 0.00471536+0.00376379j -0.00287388+0.00109781j 0.00124784+0.00093541j -0.000514384+0.00529674j -0.000537698+0.00679773j -0.000158333+0.00396793j 0.00396075+0.000599672j -0.00436627-0.00577201j 0.00777077-0.00268791j 0.00929055+0.00681912j 0.000182524+0.000728233j 0.00179722+0.00493837j -0.00459576-0.000448737j -0.00167985-0.00453784j -0.00221745+0.00557882j 0.0023896-0.00187037j 0.00183411-0.00122851j 0.000260254+0.00314327j -0.00383425-0.00540554j 0.00189026+0.00429004j -0.000561797+0.00138418j -0.000566643+0.000988856j 0.00175761+0.00341169j 0.00297371+0.000148368j 0.00137038-0.00643719j 0.00900986+0.00251684j -0.00294656-0.00125739j -0.0031806-0.00705307j 0.000971185-0.00205567j 8.89014e-05+0.00766409j 0.000499929+0.00741047j -0.000287331+0.00487726j -0.00476039-0.00578541j -0.00473348+0.00191515j -0.00353976-0.000893524j 0.00521326+0.000505222j -0.000104462-0.00124575j 0.00225339+0.00209031j 0.00215954+0.00499463j 0.00247011+0.00319683j -0.00438861+0.00130593j 0.00191013+0.00453515j 0.000598395+0.000448461j -0.00500837-0.00277222j -0.00378379-0.00434227j 0.00263228-0.000458121j -0.00172252-0.00508215j 
-0.00562705-0.00268225j -0.00261388+0.00742707j 0.00492718-0.00407195j 0.0031543-0.00229554j -0.000226257-0.000714291j 0.0066507+0.00472238j 0.00309512+0.00250842j -0.00795194-0.00563536j -0.0104045-0.0041108j -0.00104133+0.00250424j -0.00559816-0.0078202j -0.00235182+0.00485354j -0.0117393+0.0034565j -0.0111378+0.0154575j 0.0146007+0.00235944j -0.000291734+0.00428125j 0.00476943-0.00349532j 0.00614509-0.0157914j -0.0013821+0.00154571j 0.0068976-0.0017732j 0.0122569-0.0156122j -0.00953973+0.00119256j -0.00773241-0.00669282j 0.0038762-0.00455977j 0.000185014+0.000461819j -0.0138468+0.00328594j -0.00575512-0.00163484j -0.00025754+0.000326197j 0.00327316+0.00547308j -0.00219589+0.000546j 0.00510212-0.00198459j -0.00927747+0.00290825j -0.00527131+0.00966293j -0.00901598+0.00552276j 0.00244843-0.00341058j -0.00204811+0.00788455j 0.00443147+0.00306476j 0.00759981-0.00454614j 0.00313083-0.000809721j -0.00911216+0.00750401j 0.00670421+0.0013984j 0.00104672+0.00421684j 6.35673e-05+0.00538108j 0.0049656+0.00563898j -0.00173051-0.00123964j -0.00783107-0.00362327j 0.000961285+0.00425951j -0.00147736+0.000104925j 0.00519284+0.0077675j -0.00773335+1.16348e-05j 0.00044007-0.00374166j -0.00328493-0.002673j -0.00156682-0.00352707j -0.000989329+0.00260404j 0.00247026-0.004283j -0.000679904-0.00984319j 0.00434544-0.00529325j 0.0032641+0.00176717j 0.00436885-0.00186698j -0.00478447+0.00552642j -0.00765484-0.00273614j 0.00019773-0.00273859j 0.00706115-0.00839811j 0.000636342+0.00219815j -0.000903822+0.00137869j -0.00642387+0.00353987j -0.00277868-0.00602425j 0.00760524-0.00786442j 0.000716212-0.00188914j -0.00349308+0.00137904j 0.00391548-0.00336264j 0.0012742-0.00290423j -0.00453846-0.00517577j 0.0101278-0.00567994j -0.000361311+0.00536636j -0.00663026+0.00716453j -0.00142414-0.000992286j 0.00675892-0.00394213j 0.00452675-0.00130006j 0.00350825-0.00246215j 0.0011261-0.00164923j 0.00457866-0.000285787j 0.00209941-0.00451749j -0.00718257+0.00015931j 0.00515061+0.000846425j 0.00222411-0.00418804j -0.000884917+0.00279799j -0.00368842+0.00285601j -0.00371572+0.00373647j -0.00157063-0.00280301j -0.00312612+0.00270208j 0.00220097+0.00254553j -0.000810901-0.00255851j 0.00559341-0.002498j 0.00916243+0.00443086j 
-0.00141995+0.000148007j -0.000691443-0.00380913j -0.00594912+0.00559993j -0.0063386+0.000180638j -0.00288159-0.000296311j -0.00087457-0.000460511j 0.00157074-0.00152755j 0.00796007-0.00155713j 0.00232476-0.00261715j -0.00062668-0.000186163j 0.00661071-0.00130346j 0.00534949-0.00192303j 0.000743251-0.00620341j 0.00714048-0.00715133j -0.00528463+0.00771481j -0.000834048+0.00305266j -0.00757663+0.0121402j 0.00309018-0.00597686j 0.000467874-0.00125823j -0.00398866-0.000770143j 0.00527115-0.0088175j 0.00393304-0.00560411j -0.00302909-0.00387114j -0.00670841+0.00671138j -0.00138961-0.00578045j -0.000242909+0.00412849j 0.00474325-0.00790602j -0.00165303+0.000924849j 0.00309128-0.0059949j 0.000841977-0.00618773j 0.00254401-0.00696202j -0.00351485+0.00974491j -0.00556269+0.000421726j -0.000749078-0.00252975j -0.00411739+0.000803824j -0.00433028+0.00532606j -0.00316241+0.00460407j -0.000747584-0.00111246j 0.00258874-0.00734101j -0.00451519+0.000136729j -0.00421373+0.0012904j -0.00155409-9.23052e-05j -0.00122999-0.00341346j 0.00136428+0.00252828j 0.000857999-0.00203899j -0.000136356+0.000201926j 0.00193557-0.000506199j -0.00109397+0.00399361j -0.00174526+0.00499509j -0.00173619-0.00104736j 0.0020993+0.0012274j 0.0012546-0.00219176j 0.00197263-0.00143485j -0.00133954+0.00218975j 0.00789554-0.00419029j 0.00726324-0.000282858j 0.00557409+0.00631522j -0.00418422+0.00604044j 0.00161608+0.00616662j -0.00644521-0.000606039j -0.00418641+0.00546175j -0.00467309+0.00329051j 0.0079891-0.00631155j 0.00211439-0.00953547j -0.000436719+0.00927887j -0.00901042+0.00995794j 0.00328426-0.00242544j -0.00137396-0.00507729j 0.0107258-0.00144734j 0.00174726+0.00499814j 0.00208532-0.00852216j 0.000407772-0.00320135j -0.0022465-0.00396031j 0.0114204-0.00646357j 0.00155862+0.0112033j -0.0029378-0.00161632j -0.0023004-0.00143531j 0.00442344+0.000933941j 0.00444499-0.00583255j 0.00113307-0.00284565j 0.00109295-0.00399438j 0.000537511-0.00259667j 0.000274466+0.00802073j -0.000471664-0.00337603j 0.00383215-8.35541e-05j -0.00112804-0.00168654j -0.00183008-0.00071493j -0.000241343-0.00504428j 0.00674929-0.00122436j -0.00219861-0.00176128j 0.00137277-0.00376481j -0.00127073-0.00126087j -0.000603508-0.00241143j -0.000594451-0.000587471j 0.00124585+0.00234882j 
-0.000904753-0.00129851j -0.00115463+0.00379553j 0.00634338-0.00453241j 0.00588108-0.00200924j -0.000649114-0.00190754j 3.86775e-05-0.00519481j 0.000340807-0.00246475j -0.00355055+0.00580951j 0.00156929+0.00278464j 0.00219132-0.00262335j -0.00327541+0.011003j -0.00865927-0.00291842j 0.00219131-0.000621311j -0.00674052-0.00897059j 0.00215762-0.00551821j 0.000250245-0.00468847j 0.00580861+0.0016081j 0.00197649+0.00336506j 0.00183383+0.00497266j 0.000317844-0.00456107j -0.000486175+0.00995455j 8.88036e-05+0.001126j -0.00132305-0.00205489j 0.00704747-0.000599291j 0.00074997+0.000993464j -0.000104881-0.00818021j -0.0027814+0.000847757j 0.00533076-0.0017147j -0.00424475+0.00179689j -7.43169e-05+0.00617523j 0.00164554+0.00113573j -0.00296309-0.0111566j 0.00400768-0.0013688j -0.00495542+0.00231923j 0.00567485-0.00069485j 0.00448987+7.29109e-05j 0.000159213-0.00666329j 0.0028196-0.00287442j -0.00108257+0.00621444j -0.00546833-0.00271628j 0.00176078-0.00152146j -0.00257698-0.000399328j -0.00160384+0.00636151j -0.000190771+0.00406365j -0.00224818+0.0061574j -0.000205889-0.000188058j -0.00500724+0.00614613j -0.00422977-0.00591377j 0.00104338+0.00553099j 0.00276724-0.00585474j -0.00547029+0.00361217j -0.000250478+0.00541022j 0.00573535+0.00375501j 0.00528719-0.00582095j -0.00260414+0.00737492j -0.0021215+0.000784929j 0.00105606-0.00181285j 0.00318323-0.00313701j 0.00240043-0.0016044j -0.00269572+0.00107955j 0.0020169+0.00234612j -0.00187368+0.00124424j 0.00476336-0.00159657j 0.00308434-0.00690423j -0.000828071+0.00439229j -0.003144+0.00975975j -0.00817581+0.00281648j 0.00971498-0.00730613j -0.00123829-0.000918203j 0.000408084+0.00155779j 0.000655499+0.00675369j -0.00448834+0.00267653j 0.00519547+0.00153892j 0.00122546-0.00387651j -0.000859786-0.00179596j 0.000312359-0.00188904j -0.00462481-0.00522284j -0.00403338+0.00468573j 0.00610612-0.00283664j 0.00345279-0.00437352j 0.00487789-0.00331606j -0.0048529+0.00518782j 0.000288096+0.00268145j -0.00121194-0.00310322j -0.00262276-0.00190082j 0.00124707+0.00463976j 0.00220834+0.0002779j 0.00267752-0.00133507j -0.00593021+0.000363195j 0.00133219+0.001462j 0.000237245+0.00256348j 0.00283907+0.00244013j 0.00293633+0.00394225j 0.00064105+0.00201447j -0.00278006+0.000201532j 
0.00381277-0.00248899j -0.00142067-0.00111312j -0.00460802-0.000255672j -0.000307617-0.00332688j 0.00733434-0.00121259j 0.000279828+0.000619041j 0.00295547+0.0136907j -0.000904623+0.000702781j 0.00359324+0.000416679j -0.00140502+0.00472473j 0.0071711+0.00572917j 0.00290627-0.0149856j 7.58127e-05+0.000928278j 0.00300055+0.00410448j -0.00170728+0.000619j 0.00291526+0.0123822j 3.7613e-05-0.00200908j 0.00212075+0.000675969j -0.00433207+0.00904532j 0.00133845+0.00422762j -0.00237145+0.0047466j -0.000680379+0.000548804j 0.00100975-0.00547187j -0.00485523+0.00646008j 0.00171023-0.000767368j -0.003999-0.0115976j -0.00103152-0.00364656j -0.00273251-0.00400287j 0.000918028-0.00329176j 0.000885382+0.00472849j -0.00127238+0.00409801j 0.00273269-0.0138015j 0.00452668-0.00613535j 0.00414332-0.00998419j -0.00287539+0.00298617j -0.000853566+0.00481729j -0.0015994-0.000801773j -0.000696055-0.00436972j -0.00141148+0.00519361j 0.00353817-0.00986703j 0.00656468+0.00575786j 0.00274925-0.00127811j -0.0022014+0.0134438j -0.00410918+0.00851138j -0.000701073+0.0092491j 0.000301738-0.0111761j -0.00366967+0.0116571j -0.00294558-0.00657626j -0.000833007+0.00368511j 0.00452871-0.0118041j -0.00417723+0.0126677j -0.000266833+0.00583043j 0.00571339-0.00986865j 0.00229627-0.0136905j -0.00395337-0.00193104j 0.00314071+0.00442016j -0.000840181+0.00247547j -0.000229486-0.00100495j 0.00312495-0.00282557j -0.000745851+0.00236229j 0.000834378+0.00196022j -0.00509395-3.49311e-05j 0.00196359-0.0121648j 0.00036773+0.0151275j -0.000867476-0.00775263j -0.000496632+0.0166141j -0.00866669+0.010532j 0.00411923-0.00506515j -0.00201551-0.00434311j -0.00157711-0.00231928j -0.00223708-0.00975615j -0.00762262+0.0128634j 0.0036784-0.00945044j -0.00366365-0.00329748j 0.00641991-0.00598149j 0.00461793+0.0046417j 0.00139086+0.00788812j -0.00146477-0.00852702j 0.00292071-0.00187844j 0.00144283-0.00159893j 0.00574751-0.00127293j -0.00342177+0.000260405j -0.000393987+0.00436882j -0.00133121+0.00295281j 0.000191184+0.00260531j 3.78275e-05-0.00251259j -0.00171935+0.00391143j -0.00322993+0.000782321j -0.00150883+0.000430882j 0.000537976-0.00132149j 8.22986e-05-0.00465069j -0.00138514-0.00177763j -0.000488421+0.00290645j -0.000531275+0.00441391j 0.000302022+0.00243948j 
-0.0017953-0.00442028j 0.000631264-0.00470537j -0.00714805+0.00595437j 0.00104435+0.000358616j 0.00593033-0.00454249j -0.0030302-0.00223144j -0.000964026+0.000448536j 0.00440719-0.00626998j 0.00198616-0.00797018j -0.00033567-0.00112805j 0.0103061-0.00491423j 0.00044981-0.0175728j -0.00810091-0.0082333j -0.00217781-0.00426996j -0.00413751+0.0185117j 0.00582051-0.00117697j 0.00137072-0.00275482j 0.00811132-0.0124212j 0.000780439+0.000480342j 0.000502355+0.00583372j 0.00267022+0.00498854j -0.00275967+0.00456712j -0.00161006-0.00649472j -0.0010895+0.00479164j 0.00600287-0.00752079j -0.00733559-0.00198159j 0.00193939-0.00506115j 0.0123654-5.67443e-05j -0.000657979-0.00491088j -0.0020098-0.00130605j 0.00418767-0.0152599j -0.00164683+0.00894736j 0.0027009+0.00194561j -0.00942264+0.0072845j -0.00162299+0.00569141j 0.000332728+0.0141314j -0.00552281-0.00176187j 0.00554654-0.00595496j 0.00233578-0.00409179j -0.00183053+0.00675127j -0.00240854-0.00266258j -0.00462384+0.00266408j -0.00517256+0.00143774j 0.00364144+0.00980518j -0.00272334+0.000590821j -0.00397963+0.000863292j -0.00446359+0.00189047j -0.00239833-0.00260967j -0.00304569+0.00829918j 0.00359839-0.00419862j -0.00413146+0.00564124j -0.0030857+0.000642272j -0.000852307-0.00566743j 0.00548626-0.00575158j -0.00414172-0.00589725j 0.00449188-0.000837288j 0.00767943+0.000485481j 0.00181895-0.00391501j -0.0003279+0.00178142j 0.00810649+0.00486379j 0.00260072-0.00113049j -0.00212336+0.0066425j -0.00529136-0.00517365j 0.00144062+0.00230066j 0.00180293-0.000514195j 0.00177119+0.0108546j -0.00643342+0.00219306j 0.00240313+0.000839631j 0.00401294-0.00643763j -0.00210475+0.00352391j -0.00134255-0.00705275j -0.00127235-0.0013497j 0.00625769-0.00270589j -0.00416942-0.00173699j 0.00447137-0.0052929j -0.00503942+0.00106815j -0.0024831+0.00446211j -0.00219448+0.000551612j 0.00404454-0.0053366j 0.00440925-0.00163766j 0.000611433+0.00149366j -0.00446779-0.00544566j 0.000740949-0.000821739j -0.00302271+0.00630517j 0.0020718-0.00115467j 0.00174301-0.00143411j 0.00200126+0.00310546j 0.00363725-0.00355194j 0.0026758-0.000677029j -0.00193162+0.000782088j 0.00152885-0.00530794j 0.00135801+0.00406598j 0.000456212+0.000554196j 0.0015652+0.000365904j -0.000772019+0.00330379j 
