0.00621301-0.03939j 0.0488542+0.0661643j 0.0149379+0.0629335j -0.0114299+0.0296858j 0.00112881+0.0208146j -0.00181625+0.0469658j 0.000628116+0.0136323j -0.00210862+0.0217373j 0.00543093+0.0173912j 0.00815843+0.00332463j -0.0062046+0.00776588j -0.004074-0.0174949j -0.0324142+0.0191781j -0.0943159+0.114615j 0.0342741+0.00904947j -0.009228+0.0429583j 0.0206513-0.0627188j -0.0240674-0.0140756j -0.0177606+0.0435049j 0.0176203+0.0265929j 0.0168441+0.0152194j -0.0281368+0.0310897j 0.021483-0.0154391j 0.00260048+0.00757807j -0.0213042+0.0286246j -0.0121583+0.0439858j 0.00013712+0.00811671j -0.00307761+0.0100999j 0.0183173-0.0182938j -0.00968796+0.0264213j 0.00618284+0.00550417j 0.00711782-0.0124753j -0.0127903+0.0334092j 0.00678453-0.0350548j 0.0563778-0.0693409j -0.0509387+0.0736667j 0.181086-0.113872j -0.041927+0.0587648j 0.0258719-0.0650247j -0.00232121-0.00532476j -0.00874628+0.0339122j -0.00705045+0.0175924j 0.0223116-0.0668272j 0.0126298-0.0213546j 0.00825671-0.0201149j -0.00245015+0.00681783j 0.0067563-0.0177161j 0.00588647-0.0209408j 0.0170863-0.0222516j 0.000132261-0.00211165j -0.00309633+0.00686334j 0.00997613-0.00766703j -0.0115274+0.0146201j 0.00639391+0.00141028j -0.0152164+0.0117583j -0.0110739+0.014251j -0.0135615+0.0145916j 0.0097829-0.00813791j -0.00432643+0.00719597j -0.006043+0.00175151j 0.00988433-0.00919209j 0.0014214-0.00383889j -0.0150898+0.0119322j 0.00348862-0.00448001j -0.00237736+0.000908645j -0.00620373+0.000622405j 0.00323563-0.00581707j -0.0031468+0.0026766j -0.00808537+0.01004j 0.012947-0.0101849j 0.0129272-0.00581933j 0.0051715-0.0024776j 0.00277478+0.00178743j 0.000633992+0.00594934j 0.00662469-0.000324935j -0.00629189+0.00373186j 0.00347195-0.00268994j 0.00527368-0.0127941j 0.00530737-0.0107125j -0.00279907+0.00179191j -0.00693385+0.00436714j 0.00896999-0.00409089j 0.00711478-0.00446347j -0.00576635+0.0123814j -0.0169883+8.1887e-05j -0.000129393-0.00123648j -0.0187806+0.012416j 0.0194176+0.022009j 0.0075176+0.00757546j -0.0164093+0.0251737j 0.00113721-0.0191648j 0.00716046-0.00634616j 0.0051924+0.0146237j 0.0263635-0.0307043j 0.0281486-0.0336941j -0.0685061+0.131291j 0.115648-0.0744425j 
0.0261274+0.062276j -0.00420347-0.120234j 0.0456451-0.0780277j 0.00459001+0.0354178j 0.0152083+0.0159393j 0.0859118-0.016629j 0.0155764+0.0644544j -0.0847471+0.0490698j 0.0116543-0.156519j 0.0804797-0.0410841j 0.103376+0.127848j 0.090466-0.1042j -0.274532-0.0825193j 0.0114603+0.117842j 0.00535492+0.0833221j 0.0344368-0.0821822j -0.000552286+0.0357347j 0.020087-0.0179127j 0.00425672-0.0160487j -0.0114893-0.00530227j -0.00518674+0.000235576j -0.0229541-0.00836625j 0.0137777-0.0202267j -0.0109852-0.0121341j -0.0131062-0.0246433j 0.0244514-0.00200653j -0.0210895-0.0187381j 0.0244695-0.00897853j -0.0243434-0.00571339j 0.00621914-0.0580285j 0.010166-0.0351345j -0.0282161+0.0237247j 0.0473995-0.011634j -0.0187981-0.00159622j 0.0380756-0.0272145j 0.0134169-0.00728333j 0.0293249-0.00268755j -0.0298695+0.0121468j 0.00425977+0.0284473j 0.00155481-0.018191j -0.00227435-0.030346j -0.00932987+0.0152015j 0.0019707+0.0176805j -0.00324982+0.00218965j 0.00956571+0.000754563j -0.00123606+0.00539784j 0.00890784-0.00592465j -0.00367821+0.00846038j -0.000765825+0.00875846j 0.000983292-0.00674981j -0.0091533+0.00455779j 0.0102105-0.0128454j 0.0054893+0.00191728j -0.000203703-0.00222421j -0.000809872-0.00529126j -0.00924432+0.00294075j -0.00377955-0.00892365j 0.00594548-0.00533116j -0.00127716-0.0105114j 0.00729319-0.00977147j 0.0110583-0.00101723j 0.0041891+0.00135424j -0.00873019+0.0193643j -0.0129995+0.001279j 0.000238965+0.00755979j -0.000635976+0.0018241j 0.00459229+0.0070069j 0.000372355+0.0194406j 0.010727+0.00543804j -0.00454208-0.00840685j 0.0116525+0.000319932j 0.00339878+0.00764793j 0.00435257+0.0159767j 0.000555001+0.000833369j -0.0100656+0.000120139j 0.0110582-0.00791827j 0.00603776-0.00905077j 0.00414995+0.00605296j 0.00169143-0.00951205j -0.00330745+0.000216692j 0.000750325+0.00143524j 0.0126619-0.00425957j 0.0143822+0.022476j -0.0100801-0.00837302j -0.00810574-0.00772195j -0.00906873+0.000567398j -0.00692085+0.0127147j 0.00180812+0.00793891j 0.0048263-0.00718222j -0.0109027-0.0165207j -0.00586295+0.000386203j -0.0215499-0.00234102j 0.00127736-0.0147435j -0.00873778+0.0170129j -0.00325907+0.00779412j 0.0150029-0.0326503j 0.0123128-0.0191345j 
-0.0269352-0.139864j -0.0419835-0.0849582j 0.0684113-0.00613989j -0.00760902-0.0835196j -0.00569447+0.0726137j -0.0182693+0.0100947j -0.0701124-0.0291375j -0.0586553-0.000962373j 0.0559428-0.0450069j 0.0849077-0.0780383j 0.16182+0.20465j -0.228732+0.057496j 0.0457694-0.105947j 0.0412576-0.105368j 0.139032-0.0200709j 0.0204272-0.0127787j -0.0114133+0.170859j 0.0385695-0.031923j -0.0361348+0.00801208j 0.0201697+0.0100793j 0.0158098-0.0297426j -0.0027842-0.0145362j 0.00175577+0.00245672j 0.00136058-0.00412251j 0.00918996-0.00929879j -0.00606201-0.0109384j -0.00821595-0.00212988j -0.0142299-0.0154079j 0.0191896-0.0227144j -0.00329711+0.00462261j 0.00622722-0.00444025j -0.0465401+0.0278855j 0.00734011+0.00386492j 0.00658725-0.00766982j -0.0180419+0.00165683j 0.0289466-0.019019j 0.0059972+0.0091074j 0.00185095-0.0184315j -0.0160916+0.0316157j 0.00238717+0.0326515j -0.00087645-0.0181907j -0.00748112-0.0047127j 0.00169726+0.0147557j 0.00191236-0.00620228j -0.00753605+0.00674363j -0.0155531+0.0118082j -0.00668329+0.0145606j -0.00316151+0.00347664j 0.000453207+0.0130471j 0.00779018+0.00566222j 0.00536896-0.000285438j 0.0066435-0.00472688j -0.000940329+0.00168668j -0.00457592+0.00424999j -0.0109334+0.00197325j -0.00280267-0.00483404j -0.000430448-0.00438023j -0.00235948-0.00390499j -0.00315812+0.0016771j 0.000214971-0.00562122j -0.00862816+0.0043717j -0.00394074-0.00226354j 0.00261626+0.00455993j -0.0109777+0.00967159j 4.06468e-06+0.00736495j -0.0049667-0.00268158j 0.00655961+0.00127028j 0.00329685+0.000800805j 0.00574623+0.00113789j -0.00396276+0.0200133j 0.00218939+0.00702064j -0.00765512+0.000828051j 0.00491302-0.0172519j 0.00134735-0.0088856j -0.002118-0.0055418j 0.00725592-0.00095608j 0.00755862+0.0103374j 0.00295429-0.00339612j 0.00540239+0.00167479j 0.00834881+0.0144508j 0.012705-0.0113615j -0.00592959-0.00401651j 0.00696469-0.00270102j -0.0114699-0.0156082j -8.24855e-05+0.0155976j 0.0108602-0.00389201j -0.0126348+0.00828081j -0.00214883-0.0234782j -0.00202534-0.00859021j -0.00369178-0.00332979j -0.00237077+0.000638336j -0.00692467+0.00518962j -0.00350768-0.0180218j -0.0039532-0.00763169j -0.0027426+0.0197716j 0.017909-0.0324965j -0.00719216+0.0273958j 
-0.0419235-0.0077951j -0.0123266+0.0332831j -0.0946255+0.116627j 0.0217471+0.0720717j 0.0609797-0.0553981j -0.0136901-0.0651144j -0.109457-0.0075133j -0.0926668+0.0328516j -0.103589+0.0295354j 0.101712-0.00124136j 0.0685151+0.0646809j 0.10656+0.201732j -0.0512808-0.0189239j 0.318068-0.166317j -0.114488+0.133954j 0.0553102-0.000400049j 0.00844657+0.0342814j -0.00858269+0.0385637j -0.0157692-0.0153647j -0.00131963-0.00470804j -0.0276727+0.0118601j -0.0105942+0.019338j 0.00600057-0.00781937j 0.0132128+0.00803078j -0.00907985-0.00888644j -0.00930567-0.000773123j -0.00694708-0.0129339j -0.0162277-0.0246423j 0.00749009+0.018946j -0.0209089+0.0114402j 0.0254881-0.009393j -0.00545181+0.00783838j -0.00584001-0.0306841j 0.0199867+0.0243762j -0.0015894-0.0246604j 0.0236357+0.028416j -0.0229863+0.035459j 0.00314409-0.00768379j -0.00204179-0.0131286j 0.00875575+0.0025138j 0.00311953+0.00630139j 0.00276971-0.0188675j 0.00615591-0.00577573j -0.00366005+0.0120092j -0.00269221+0.0027718j -0.00963968-0.0130556j 0.000643522-0.00129564j 0.00636873-0.00941457j -0.00128937-0.00570669j 0.00194934+0.000355548j -0.00309614-0.00189074j -0.00904206+0.00537571j 0.00280524-0.00945901j 0.00161872+0.00621424j 0.00250964+0.00767074j 0.000848665+0.00265761j 0.00520625-0.00222797j 0.00590482+0.00303223j -0.00198407+0.00193011j -0.00389735+0.00416424j 0.00346594+0.0099377j 0.0037516+0.00662693j 0.00468429-0.0080551j 0.00340495+0.00178912j 0.00759008-0.00215412j -0.00857311-0.00650858j 0.00109578+9.05602e-06j 0.0035517-0.00622743j 0.0125331+0.00460252j 0.0155006-0.00106059j 0.0134978-0.0018234j 0.00467387+0.0044201j -0.0135918-0.0131571j -0.0090116+0.00295663j -0.0191008+0.00132963j 0.00733591-0.00146805j 0.0146605-0.00437611j 0.00638703+0.0125754j -0.0141866-0.0237139j -0.00392615+0.0143837j -0.00767937-0.00543321j -0.0167145+0.00967308j 0.00404343+0.0155019j 0.00396686-0.00639391j -0.00797252-0.0111439j 0.00078854+0.0115157j 0.00478914+0.00464422j 0.0199874-0.0127162j -0.00584942-0.000123855j -0.00217004-0.00232987j -0.00349282-0.000203328j -0.00412371-0.00340905j -0.00419856-0.00361044j -0.00645044+0.00574039j -0.000573319+0.0163638j -0.00409967+0.0215386j -0.0100116+0.0290164j 
-0.0476953-0.00907557j 0.0462927-0.00406115j -0.023634-0.114623j -0.0232701-0.0795157j 0.000453392-0.0816697j -0.0755665+0.0256155j 0.173464+0.0843818j 0.126756-0.125444j 0.00679097+0.0661895j 0.0777305-0.0463033j 0.209975+0.137449j -0.278312+0.0738449j -0.140473-0.215851j -0.113815+0.103933j 0.0719824+0.013848j 0.0708094+0.00871444j 0.0542737+0.0255401j -0.0284979-0.0280893j 0.0214369+0.0155046j 0.00268784+0.00576201j 0.000273554+0.0128804j 0.0143204-0.00116905j 0.0113582+0.00698099j -0.0117864-0.0146312j 0.00489001+0.0190905j 0.0041496+0.0103893j -0.00502038+0.0103695j 0.00925421-0.0307026j -0.0654418+0.00127129j -0.0181691+0.00585839j 0.011749-0.0419457j -0.00653742+0.00422191j -0.0143303-0.0425659j -0.0328539+0.0110321j 0.0250897+0.0320543j -0.00622066-0.00640665j -0.0208327+0.00175642j -0.00544683-0.0086584j -0.00207046-0.00100884j 0.0113016+0.00141819j 0.00762007-0.00591974j -0.00317307+0.00171685j -0.00540846+0.00860052j 0.00145355-0.00825991j -0.00268091+0.000813789j 0.00876824+0.00387408j 0.00619141+0.00378761j -0.00223233+0.0040134j 0.00437791-0.00455202j -0.00138418-0.00278285j 0.00793856-0.00163797j -0.00656353+0.00285192j -0.00142688-0.00641806j 0.0080689-0.00445503j 0.00511647-0.00192751j 0.00222417-0.00440249j -0.0053041+0.00103387j -0.00946977+0.00245065j 0.00245251+0.00140261j 0.00765308+0.00333119j -0.00675541-0.00173754j 0.000964804+0.000488442j -0.00128919-0.00188482j -0.00205265-0.00184842j 0.00649699+0.000882074j -0.00570989+0.00462414j 0.00800223+0.0113165j 0.010462-0.00159205j 0.0187453-0.00172706j -0.000562908+0.00502044j 0.00894433-0.0031943j 0.000985779+0.00251635j 0.00855401-0.0019652j 0.0110685+0.000819062j -0.0162045+0.000919957j -0.00468354+0.00531544j 0.000530558+0.0107499j -0.00544393-0.0036334j 0.00420051-7.28844e-05j 0.0183131+0.00623278j -0.0179013+0.00979295j -0.00976867+0.014777j 0.0337369-0.0135972j 0.00414556-0.014667j -0.0104213+0.0157771j -0.0142042-0.00748786j -0.00122286-0.0124715j 0.00338409+0.011688j -0.00664549+0.00427704j -0.0167999+0.00373303j 0.000453515-0.000137232j 0.00165054-0.000204055j -0.000946891+0.00294061j -0.00270683-0.0111238j -0.0141125-0.00396664j 0.00333517-0.00761961j 0.00677172+0.00556443j 
-0.0316019-0.0441027j -0.0469189-0.0415505j -0.117302-0.0201312j -0.0179776-0.0387491j 0.0508842-0.108315j -0.0923406-0.0070832j 0.000213837+0.142262j -0.0117855-0.139499j 0.214021-0.0770243j -0.0594487+0.0466187j -0.152977+0.0409285j -0.0326452-0.285837j 0.0476651+0.113197j -0.201207-0.0535051j 0.0321224-0.277072j -0.0446069-0.0497334j 0.0896014-0.0108667j -0.058463+0.00391609j -0.00484107+0.00591605j 0.00991277+0.000834607j 0.000559436+0.00667112j 0.00761417+0.0070889j 0.0269907+0.0147292j -0.00221757+0.0127344j -0.0170253+0.00877156j 0.00390264+0.00785534j 0.0264663-0.0228394j 0.0326653+0.000790313j -0.0152755+0.0145082j -0.0266988-0.0378318j -0.0229157+0.0152685j 0.0437891-0.0224337j -0.0177249+0.00160652j -0.0166505-0.00198102j 0.00792499+0.0111101j 0.0160301-0.0288117j 0.0045063+0.0154257j 0.00138924-0.0126552j 0.00489456+0.0132175j 0.00691295+0.000307216j -0.0138297-0.00339429j 0.00508573-0.00513052j 0.00384303+0.0269908j 0.00743671-0.00295855j -0.00489391+0.00111393j -0.00111166+0.00389756j 0.00783298-0.00134029j 0.0132392+0.00484808j 0.00860777+0.0156911j 0.00629418+0.00524478j 0.00550739+0.0053146j -0.0117662-0.00063028j -0.00639724-0.00476515j 0.00286939+0.000808051j -0.000270122-0.000923214j 0.00081477+0.0144078j -0.00236696-0.0147813j 0.000316985+0.00462359j 0.00422969-0.00418933j 0.00718187+0.00539603j -0.0147331-0.00193812j 0.0051472-0.00308668j 0.00299802+0.00219141j 0.00216269-0.00353075j 0.00346757+0.00301653j -0.00307082-0.0284078j 0.0091772-0.000100463j 0.00286502+0.0137097j -0.00772755+0.0030778j 0.0176011+0.00382597j 0.00505275-0.0054846j 0.00470881+0.00437313j -0.00412705+0.0017874j 0.00405159-0.00804969j -0.0003738-0.00319397j -0.00115676-0.00941234j 0.00100114-0.00830328j -0.00412637+0.00217544j 0.0157284-0.0102628j 0.000854609-0.00802333j 8.01447e-05+0.00409479j 0.0100225+0.0154322j 0.0163612-0.0171276j -0.000205619-0.00277746j -0.0124652-0.011136j 0.00449795-0.00528384j -0.004505+0.00535802j 0.0119482+0.0164013j 0.00324103-0.000260742j -0.00721678+0.00140305j 0.00270402-0.00190212j 0.0269191-0.000505415j -0.0107365+0.0112752j -0.00165614+0.015781j 0.000301098-0.00686176j -0.00376347-0.0408817j -0.00240376+0.00580271j 
0.0180461-0.0562344j 0.00519149+0.0363504j 0.0095544+0.0112052j -0.0132122+0.130018j -0.225899-0.106908j -0.0785495-0.153534j 0.075571-0.0727194j -0.0533416+0.150499j 0.12539+0.135978j -0.0938454-0.0939413j 0.150445+0.303668j -0.0381772-0.0257893j -0.0202263+0.131713j 0.083588-0.285867j 0.405857+0.0269206j 0.0480767+0.0135234j 0.0554199+0.0302268j -0.00742388-0.000252273j -0.00436587-0.0175278j 0.00102646+0.00709782j 0.0174385-0.00282508j 0.000944663-0.0261655j -0.0124461-0.0227536j -0.0194205+0.00165643j -0.021038+0.00870256j -0.0368668-0.01627j 0.0241684+0.00834397j -0.0110871-0.0263603j -0.0183853+0.00915685j -0.00151685+0.0368335j 0.0321156+0.018801j 0.000516431-0.026982j 0.0335689+0.0079718j 0.00851451-0.00773937j -0.001022+0.0222356j 0.0171785-0.00974435j 0.0149766+0.0171196j -0.00129769-0.0173512j 0.00318509-0.00715102j 0.00384844+0.00893068j -0.000660665+0.00577146j 0.00346783-0.0151207j -0.010853+0.00385213j 0.00291365+0.0105059j 0.00390633+0.00721373j -0.00157597-0.00849732j 0.00012078+0.0041525j 0.00598108+0.00680538j 0.00325408+0.00414599j -0.000947247-0.00156911j -0.00330112-0.000716939j -0.000755766+0.00556198j -0.00396293-0.00984537j -0.00711111-0.00222345j 0.00477536-0.00422062j 0.00476242-0.0114648j 0.00414756-0.00121219j -0.00482155-0.00254801j -0.00200374-0.00793733j -0.00378281-0.0149687j -0.00487015+0.00692768j 0.00027451-0.00903185j -0.00776341+0.00254192j -0.00241793+0.0039217j 0.00991149-0.0116355j -0.00223667-0.00258807j 0.00116506-0.00535358j 0.00841414-0.000393822j 0.0135142+0.000147739j 0.00326141-0.00415426j 0.00448827+0.0126027j -0.00519471-0.0102936j 0.00579225+0.00548586j -0.000778595-0.00237872j 0.00292847-0.0128015j 0.00519962+0.00416861j 0.00433522+0.00577402j -0.003747+0.00675647j 0.0116217-0.0118399j -0.0121993-0.0146879j 0.0248534+0.00380477j -0.0015928-0.00186978j -0.00519679-0.00347554j 0.00211732+0.0100665j -0.000457557-0.0118838j 0.00755525-0.00309732j 0.00649079+0.00900912j -0.00845818+0.0166277j 0.00288833-0.00526311j 0.00605329-0.000189731j 0.00957259+0.0115781j -0.0128257+0.00147851j -0.00465449-0.0092653j -0.00234194+0.00567329j 0.0116176-0.00545182j 0.0115754-0.00744154j -0.00452344+0.0327176j 
-0.0514167+0.0677652j -0.0361293-0.0290547j 0.0135353-0.108673j -0.0365266-0.0160143j -0.0212174+0.066846j -0.0128709-0.123554j -0.124646-0.0363418j -0.0748024-0.146179j 0.186515-0.13011j -0.0128155+0.0834737j -0.137935+0.0224713j 0.0714963+0.0298143j 0.0486244-0.031511j -0.108263+0.0185299j 0.143345-0.0134861j 0.0178994-0.0596901j 0.0597335-0.0290991j 0.025808-0.0278334j -0.0133101-0.00261093j 0.00198004+0.0279265j 0.0266833+0.00160356j -0.0392866+0.0228808j 0.0281577-0.0179037j -0.00883265+0.00916447j -0.0172573-0.0041099j -0.0194702-0.0252586j 0.000603123-0.0309138j 0.0214038-0.00392268j 0.00805441-0.00465492j 0.00253029-0.0341321j -0.001147-0.0156282j -0.0136632-0.0252383j 0.00669323+0.0106391j 0.000837121+0.00673146j 0.00369799-0.0129287j 0.00672487+0.0219936j -0.0242402+0.032849j -0.0126897-0.00507346j 0.00230597-0.00736306j 0.0128285-0.0168488j -0.00638396-0.0148671j -0.013145-0.000130956j 0.0119608+0.00242261j -0.00174499+0.00391176j 0.00422994-0.000647173j 0.000267324+0.0100716j 0.00428893+0.0139765j 0.00965716-0.000760026j 0.00452123-0.00643781j 0.0057447+0.00261439j 0.00139277+0.00268812j 0.00168529-0.00472447j -0.0111224-0.00424348j -0.00391094+0.0118594j -5.46061e-05-0.00932153j -0.00533071+0.00182864j 0.000989134-0.00814468j 0.000503161+0.00891841j -0.00433281+0.00142631j -0.00347289-0.00568879j 0.00316157+0.00280761j 0.0100541-0.000684606j -0.0127629+0.0155895j 0.00152803+0.000340427j -0.00490392+0.0112119j -0.0119557-0.00398911j 0.0031518-0.00351413j 0.00496834+0.0177102j 0.00153302+0.0198652j 0.00127539+0.00505938j -0.000211685+0.0118015j 0.014231-0.00517148j -0.0099388-0.00390231j -0.00554774-0.00699791j 0.00885377-0.00965972j -0.00448762-0.00979875j 0.00088158+0.00755853j -0.00251768-0.00378257j 0.00638895+0.000505403j 0.00906578+0.00899593j -0.0082803-0.00972905j -0.0059002-0.0173339j -0.00817213-0.0001026j -0.00394049-0.00317794j 0.0062946+0.00423934j -0.0182256-0.00411447j -0.000640562+0.0028553j 0.0168301+0.00126338j 0.00279898-0.000542398j 0.00276242-0.0132435j 0.0058094+0.00864086j -0.00499042+0.013727j -0.025121+0.00976383j -0.00300029+0.0091905j -0.00716692+0.0130537j -0.0126519-0.00499164j -0.00210453+0.0172247j 
-0.0137196-0.0743095j 0.0692935+0.0474443j 0.037596-0.0450588j 0.159976-0.0179916j 0.044049-0.0533853j -0.125638+0.043787j -0.165924-0.211904j 0.0519181+0.0852426j 0.0379695-0.156088j 0.0145046+0.0980208j 0.270506+0.072535j 0.0948126-0.0742499j 0.179929-0.101342j 0.184638-0.0798221j -0.0499048+0.0498044j 0.0829652+0.08456j -0.0825326+0.0688182j 0.0207494-0.0260174j -0.030397+0.013983j 0.0120162+4.11614e-05j -0.0416538-0.0141287j 0.00967787-0.0351909j -0.00066198-0.00321259j -0.0107035+0.00271647j -0.0255818+0.0231182j -0.00671391+0.0150373j -0.0351794-0.0518353j -0.0249198+0.0209642j -0.00430008-0.0115929j 0.0121565-0.0196758j -0.00624764-0.0275878j 0.0153871+0.0150154j 0.00629912-0.00544947j -0.0179911-0.0118932j -0.00189393+0.017128j -0.00474233+0.0292965j -0.0170562-0.00897831j 0.000405267+0.000173304j -0.00310381-0.0147636j -0.00125816+0.0151761j 0.0156719+0.0111798j 0.00271487-0.00932693j -0.00391487-0.0168432j 0.00206962+0.00460904j 0.00172605-0.0034583j -0.00727781-0.0073853j -0.00406548+0.00644453j -0.00385569-0.00667136j 0.000443959-0.00461261j -0.00956654+4.01235e-05j 0.00889108-0.000910682j -0.00903251+0.00403118j 0.00559717-0.00827819j 0.00777458-0.00352808j -0.0101061+0.00770582j -0.0132952-0.0101249j 0.0026838+0.0110719j -0.0114281-0.00427884j -0.00439043-0.000870109j -0.00828616-0.0131982j -0.00184842+0.00771649j -0.0117257+0.00949834j 0.0151922+0.00718909j -0.00488282+0.0020026j -0.0039253+0.0038341j 0.00332495+0.0084577j -0.00183393+0.00656063j -0.000624801+0.0260858j -0.00465763-0.0136989j 0.000167749-0.00191092j 0.0114154-0.00168701j 0.000733358+6.79937e-05j 0.00189536+0.0215355j 0.00706604-0.00300712j -0.00225459+0.00516299j 0.00201847-0.0159629j 0.00469848-0.0124357j -0.00874757-0.00685354j -0.00400285-0.0121645j 0.0121238-0.0101994j 0.00888551-0.00598035j 0.0112285+0.00509237j 0.00704428-0.0125517j -0.00840846+0.00439384j 0.00119753+0.00168206j -0.00254603-0.00929046j 0.0106805+0.00528941j 0.00370482-0.00170668j 0.00745566-0.0105299j 0.00255709+0.00496131j -0.00107058+0.00462225j -0.0190276-0.00195773j 0.0064233-0.012012j 0.00635818-0.0120244j -0.00921161-0.00360915j -0.00916794+0.0336201j -0.00669852+0.0240684j 
0.0974346+0.0211988j 0.00263232+0.0896492j -0.103982-0.0856678j -0.0405469+0.0559399j 0.0900949+0.0747457j -0.116781+0.138539j -0.118499-0.103759j 0.100139+0.0376331j -0.0606017+0.138085j 0.0558676-0.0559415j 0.03269+0.0388524j -0.0564546+0.101191j 0.0403307-0.168251j 0.00706214+0.0793046j 0.098786-0.105885j -0.0145552+0.102071j -0.0402997-0.0834723j -0.0372356+0.0165061j 0.008828-0.0307389j 0.0253361-0.0262093j -0.00152833-0.0272976j -0.0290278-0.0334174j 0.00935627+0.0201684j -0.00885702-0.0030111j -0.0288545+0.0101042j 0.00244471-0.0146289j -0.00523326-0.000218369j -0.0346835+0.0118508j -0.00965591+0.0386815j 0.0199867+0.0360754j 0.00163749-0.00451369j 0.0112096+0.00897178j -0.0120095+0.00363836j 0.019687-0.0205581j -0.00939346+0.000114948j 0.0120988+0.00460331j -0.00391895+0.0367903j 0.00574433-0.0244085j 0.00700409-0.0162162j -0.013248-0.00422267j -0.00224224+0.0231047j 0.0116621-0.00690847j -0.00281185+0.0169248j 0.00154756-0.000554389j -0.00561657+0.00148089j 0.0150487-0.00448376j 0.00680156+0.00574315j 0.0108075-0.00263362j 0.00438241-0.00459539j 0.00269184-0.00640662j 0.00495716-0.00954923j -0.00912131+0.00473205j -0.00693859+0.0175926j -0.00709655+0.00710686j -0.0028767-0.000829424j -0.00756256+0.00150186j 0.00295914-0.00903555j -0.00929514-0.00136933j -0.0100298-0.00266527j -0.00249473-0.0116193j 0.00484566-0.00799724j -0.00473484-0.00309906j -0.00467923-0.0238908j 0.00332441+0.00294056j -0.00989615-0.00954456j 0.0040623-0.0222674j -0.00736168+0.0029582j -0.0151904+0.00155681j -0.00433772+0.00016131j -0.0044729-0.00325742j -0.00516042-0.00798054j 0.00217783+0.0116945j -0.00775536-0.0111797j 0.00550563-0.00316844j 0.0124329+0.0121411j 0.0159399-0.00632344j 0.000132699-0.00545678j 0.00479823-0.00276471j -0.00768707+0.00386039j 0.00327755+0.00473121j 0.00603793+0.00340047j -0.000168776+0.0154176j 0.00871137-0.00132198j -0.00375991-0.00821798j 0.00129273-0.00763933j -0.000570948-0.00392287j -0.0141039-0.000943045j 0.0130729+0.0158371j 0.00053835+0.00336895j -0.00187361+0.00066754j 0.00396464-0.00597603j 0.00871686-0.0167304j -0.000679951+0.00462988j -0.00201903+0.00596959j -0.00192677-0.0157253j 0.0104322-0.00364531j -0.0207654+0.0154484j 
-0.0446195-0.0183659j 0.0194529+0.028288j -0.207542-0.0667548j 0.0090325-0.147148j -0.115834+0.055951j -0.0249893+0.0295637j -0.0324888+0.00985455j -0.319009-0.110993j -0.17718-0.140738j 0.00411445-0.0472587j -0.134418-0.139196j -0.0288778+0.00431753j -0.125258-0.022627j 0.156745-0.154052j 0.127439-0.0406123j 0.0732743-0.0355452j 0.0833415+0.00237819j -0.0630219-0.0137243j -0.0178099+0.0325998j -0.00840095+0.0112087j 0.0239473-0.0281338j -0.00548383+0.00561916j 0.0508525+0.011566j 0.0336901-0.00580953j 0.0545804+0.0142968j 0.00380297-0.00507215j 0.0155473-0.0140214j 0.0200641-0.0285953j 0.00967127+0.00706559j -0.0139392-0.00240152j 0.0156756+0.00424762j -0.0201389+0.00922945j -0.00529835+0.000677033j -0.0103544+0.0058576j 0.0172297+0.0117969j -0.0127559-0.00388117j -0.0112042+0.0163648j 0.00713649-0.0176291j 0.00135589-0.021482j 0.0134916+0.000986127j 0.00163834+0.00113207j 0.00640569-0.0133353j 0.00482828+0.00461393j 0.0024139-0.00401056j -0.00197578+0.00717749j 0.0078952-0.00158502j 0.0106241+0.00747673j 0.0103817-0.00521j -0.004556-0.000178921j -0.00354135+0.0067615j 0.00335377+0.00141081j 0.00311804+0.00335207j 0.000191521-0.0005576j -0.00697077+0.00264564j -0.00915331+0.00385556j 0.00438252-0.00852675j 0.00204465+0.00470654j 0.0176267-0.00437803j 0.003878-0.00647098j -0.000730166+0.0020592j -0.0121129+0.0190755j -0.0138528-0.00273963j 0.0140841-0.017047j -0.0167387-0.00387484j -0.00802871-0.0242151j -0.0124294+0.00448576j 0.00209919-0.00222415j -0.00139111-0.00962768j -0.0256688-0.0104594j -0.00607795-0.0124627j -0.0115023+0.0131621j -0.0223062+0.000794428j 0.00452384-0.0045382j -0.0148208-0.0080677j -0.00677686-0.000507872j -0.00026324-0.00368464j -0.000279056+0.00402186j 0.00465488+0.00441599j 0.00274927+0.00603877j -0.00494363+0.0144946j -0.0114179-0.00167755j -0.00961773+0.0137569j -0.00228255-0.000177663j 0.0024277-0.0100387j -0.00201266+0.00391972j -0.00902685-0.00787298j 0.00570698+0.0161829j 0.00277424+0.012149j -0.00666148+0.0090432j -0.000317237+0.00333183j 0.00541668+0.00290983j 0.00270504+0.00398935j -0.015854+0.0046762j -0.0012863+0.00110585j -0.00837296+0.000328626j -0.00991186-0.00572881j -0.00722927+0.0359642j 
