-0.0066493-0.00757787j 0.00691069-0.00701707j -0.0083116-0.00321192j -0.00237056+0.00861363j 0.00404493-0.00229999j 0.0022043-0.00050407j -0.00417511-0.00530308j -0.00575344+0.00223553j 0.00310244-0.00206201j -0.000460491-0.00409166j 0.000561814-0.00176208j -0.00538623-0.000393588j 0.00217247-0.00482252j 3.60053e-05+0.00192604j -4.12843e-05-0.00122304j -0.00164172-0.000757872j -0.000196036-0.00120438j -0.00105028+0.00128284j 0.00202546-0.000861769j 2.90886e-05-0.00487323j 0.00304927+0.00504117j 0.00448036-0.00206732j -0.00141056+0.000609381j 0.00443151-0.00242074j -0.00344218-0.000340101j -0.001856+0.000974013j 0.00165799+0.00221333j 0.00136641+0.00297319j -0.000444889-0.00141007j 0.000668354-0.000942272j 0.00234686+0.00172736j -0.00075239-7.7994e-05j 0.000838094+0.000833976j 0.00252842+0.000562256j 0.00395326-0.0017318j -0.001022+0.00197974j 0.000745143+0.00212282j -0.000848756+0.00153999j -0.00127474-0.00344663j -0.00157861-0.00509974j -0.00240818-0.00141049j 0.000734028-0.00237042j 0.000846253+0.000230931j -0.00340262-0.00200024j -0.0030981+0.00296053j 2.5928e-05-0.00264129j 0.00189756-0.00348852j -0.00174251-0.00192751j -0.000650189-0.00309021j -0.00249462-0.00029818j 0.000667383-0.000938985j 0.00433777-0.00235429j 0.0013052+0.00192372j 0.00221548+0.00130284j -0.00375646-0.00378561j 0.00220654-0.00494271j -0.0076371-0.000749556j -0.00358523-0.00130823j -0.00280387+0.0141127j 0.00839661-0.00275443j 0.0146549+0.00860818j 0.00220771+0.00876212j -0.000526968-0.00298331j -0.00809856-0.0090274j -0.00366017+0.00356604j 0.00445327-0.00534118j -0.0108424+0.00601784j -0.00715236-0.00924528j 0.0177266-0.00263407j -0.00263919-0.0172868j 
-0.00113443-0.00203016j -0.0011039+0.000529085j -0.00162812-0.00143563j 0.0013274+0.00076932j 0.00143931+0.000458292j 0.000814531+0.000430986j 0.000900194-4.07057e-05j -0.00122153+0.000117715j -0.00162943-0.00121203j -0.000271529-0.000572096j -0.00482733-0.00115715j 0.000748601+0.00131593j -0.000591769-0.00258794j 0.00135919-1.26579e-05j -0.00431847-0.00393292j -0.00328704-0.0027416j -0.00235942+0.00149845j -7.42587e-05+0.00140381j 0.000328962+0.00232178j 0.000547863+0.00303717j 0.000974419-0.00161974j 0.000697235-9.08947e-05j 0.000938764+0.00050826j -0.00125846+0.000306319j 0.00101461-0.000407418j -0.00437365+0.00228753j -0.00337142-0.00336087j 0.00244944+0.0011085j 0.00297949+0.000665678j -0.00327619-5.24392e-06j 0.00617882+0.00105759j 0.000216662+0.00131317j -0.00798982-0.0108337j 0.00692543+0.011286j -0.00698017+0.00475053j 0.00801217+0.0119581j -0.00264021-0.00592259j 0.00257477+0.00173537j 0.0026881-0.0102701j 0.008462+0.00428131j -0.000368328+0.00703578j -0.00300431-0.00583077j 0.001539-0.00120838j -0.00524466-0.00868307j 0.00811384+0.00275948j 0.00161127+0.0105437j 0.00465491+0.0030864j -0.00479533-0.0162029j 0.000693362+0.00272697j -0.00181896-0.00332045j -0.00946207-0.0128294j -0.00143928-0.00478684j 0.000187618-0.00354111j 0.00351643-0.0101563j -0.0016556-0.00418491j 0.00186666-0.00223159j 0.00408197+0.00118278j 0.00192717-0.00422729j -1.62951e-05-0.00229689j -0.00262063-0.0101586j 0.00173918+0.00400583j -0.00111351+0.000914611j 0.00170789+7.56526e-05j 0.000432951+0.00159855j -0.00156469-0.00474488j -0.00152605-0.00345346j -0.00213648-0.00350137j 0.000733889-0.00149511j -0.00124537-0.00142343j -0.000897435-0.00197692j 
-0.00113755-0.0029185j 0.000800865-0.00164549j -0.00169188+0.00120293j -0.00261699-0.00419359j -0.000785218-0.00297725j -0.00321976-0.00304332j 0.00189602+0.00151311j -0.000401098+0.00191993j -0.00220749+4.14262e-05j 0.00176941+0.000103358j -0.00180395+0.00228223j 0.00401022+0.00167214j -0.00325757-0.000802851j -0.00573067-0.00383207j -0.007115+0.000396552j 0.00336022-0.00334273j 0.00257963+0.00359761j -0.00602731-0.000194852j 0.0021835+0.00194833j -0.0072741+0.00384347j -0.00288476+0.000587874j -0.0053214+0.00174364j -0.00205047+0.000549777j -0.00226632-0.00245399j 0.00225911+0.000256012j 0.00429365+0.00768646j 0.00421005-0.00216364j -0.00161519+0.00134955j 0.00355027+0.00606519j 0.00394467+0.00686797j -0.00181085+0.00146199j 0.00617158+0.00198766j -0.00116567+0.00232281j 0.00760328+0.00503612j -4.74316e-05-0.00359712j -0.00140136-0.00174823j -0.00532462-0.00397599j 0.00190388-0.00409107j -0.0104733-0.0093367j 0.0102854+0.00165406j 0.000147149+0.00200349j 0.00504306+0.00643619j -0.00381228-0.000832188j 0.0040281+0.00463366j 0.000336513-0.00352476j 0.0100573+0.0103349j 0.00828743+0.00551255j -0.00601784-0.00522097j 0.00765848-0.00182767j 0.00493471-0.000361715j 0.00580223+0.00383747j -0.00422989-0.00215916j 8.83317e-05-0.00319321j 0.00871671+0.00333105j -0.000971217-0.00808438j 0.00118893+0.000657265j 0.00322704-0.00340796j -0.0026289-0.00747798j -0.00447177+0.00405112j -0.00271779+0.00292408j -0.000327548-0.00174619j -0.0011975+0.0033123j 0.00120431-0.00189787j -0.00181225-0.00051063j 3.53952e-05+0.00579127j -0.00200659-0.00167295j -0.00593624-0.00316328j -0.00130249+1.23551e-05j -0.00314059-0.00211224j -0.000487038+0.00299078j 
-0.00355865+0.00310736j -0.00109256+0.000927118j -0.00130492-0.000464345j 0.000617727-0.000851603j 0.000211296-0.00370974j 0.00276358-0.00377667j 0.00274996-0.00604595j 0.00039546-0.000371108j -0.00177248-0.00117448j 0.00107288-0.00351077j 0.00161667-0.00525673j 0.000916823-0.000594537j -0.00152508+0.00342363j 0.000403525+0.00420917j 0.00219602-0.00754478j -0.00586712+0.000492522j -0.00267968-0.00182446j 0.000157152-0.00773135j -0.00156547-0.00609582j -0.00328297+0.00403962j -0.00148214-0.00121144j -0.00050715+0.00103443j -0.00163389-0.00270051j 0.0077808-0.00506249j -0.00503938+0.00418008j -0.00179381+0.00067845j 0.00231457+0.00426563j 0.00320478-0.00792758j -0.00810717+0.00378793j -0.00666019+0.00199314j 0.00387652-0.014421j -0.0149089+0.0148818j 0.00294879+0.00132621j -0.0110214+0.000751071j 0.00874479-9.88664e-05j 0.0016864-0.00108419j 0.00986233-0.00852586j 0.00320291-0.000321939j 0.0213213-0.0143017j -0.00655902+0.00473955j -0.000821447-0.00196117j -0.0104368+0.0012695j -0.000380346+4.65898e-05j -0.00047134-0.00178003j 0.00185879+0.00212722j -0.0111719-7.8739e-05j -0.0112792+0.00670225j 0.00359853+0.00108683j 0.00420162-0.0020829j -0.000161394+0.00157635j -0.00335732+0.00707884j 0.00420834-0.00193817j 0.00197072-0.00262004j -0.00175176+0.00318718j 0.00117776+0.00320283j 0.00600517-0.00194591j -0.000507891+0.00307752j -0.00241709+0.00090369j -0.00640949+0.00136201j -0.000196611-0.00144984j -0.00245664+0.00408891j -0.00291808-0.00230279j 0.002016-0.00133949j 0.00418151+0.000488751j -0.000383494-0.00171542j -0.00330929-0.00238113j -0.0015116+0.000886931j -0.000558847-0.00150922j 0.000982886+0.000745126j -0.0015678-0.00158707j 
0.00327491+0.00276774j -0.000751878-0.00172238j -0.00104265-0.000102193j 0.000441819+0.0016668j 0.0025522-0.00135671j 0.000175351-0.00160179j -0.00210984-0.00602354j 0.000943696+0.000326693j 0.000523416-0.00138859j 0.000651732+0.00454093j 0.00213878-5.92647e-05j 0.00573853-0.00221897j 0.00282604+0.00717989j 0.00182557+0.00265609j 0.00470857+0.00490108j 0.00350863+0.00465394j -0.00415399-0.000958884j 0.00367796+0.00294044j 0.00244267-0.00307758j -0.00304088-0.000133104j 0.00200709-0.00237385j -0.00608157-0.000954949j -0.00131879+0.00213243j -0.00579934-0.00461922j 0.00140182+0.00514126j 0.00386716+0.00484424j -0.00374029-0.00683464j -0.00501951-0.00354573j 0.00173899+0.00729992j -0.000983372-0.000472767j 0.00428592+0.00633908j 0.00330212+0.00343032j 0.000544724+0.000908223j 0.00564873+0.0105076j 0.000454446-0.00154764j -0.000750911+0.00217417j 0.00349684-0.00558437j 0.00595906+0.0159364j 0.00200297-0.00210292j -0.0043562+0.000169114j -0.000672703-0.00859324j 0.00505397+0.0173059j 0.00193544-0.00041122j 0.00442662+0.000673295j -0.0027654-0.000751308j 0.00166837+0.0102521j -0.00040408+0.00282983j 0.000875467-0.00386105j -0.00204189-0.00100602j 0.00294168-0.00826588j -0.000708539-0.00485982j 0.0025557-0.013211j -0.000640895+0.00393016j 0.00320757+0.00305015j -0.0012722-0.0108606j -0.00294532+0.00492553j -0.000560359-0.0011551j -0.00273273+0.00380306j 0.00147772+0.00056829j 0.00101908+0.00332701j 0.00307465-0.00797896j 0.00307012+0.00613636j -0.00373684-0.000691408j 0.00112492-0.000936595j -0.000212792+0.00159953j -0.00384325+0.00331141j 0.00223443-0.00380468j 0.000430102+0.000509382j 0.00368741-0.0019364j 0.00128026-0.000548136j 
0.00114193-0.00208148j -0.00157633-0.00218834j -0.000785046-0.00148218j 0.00221585+0.000245361j 0.00160095+0.00135782j -0.000724315-0.000141639j -0.000267866-0.00124547j -0.00111261+0.00337355j -0.000919415-0.000977618j -0.000216459+0.000129575j -0.00318033+0.00257145j 0.00221882-0.00241583j 0.00177222+0.000802604j -0.00169589-0.002571j -0.00322715+0.00124021j -0.00255321-0.00198422j -0.00654882-0.00105784j -0.000495984+0.00656643j -0.000354717-0.00352761j 0.00266494-0.00885867j 0.00735212-0.000996019j 0.00259019-0.00132079j 0.000627269+0.000657886j 0.00174126-0.00658439j 0.00390373+0.00192523j 0.0012394-0.00346826j -0.00260789-5.7654e-05j 0.000808948+0.00684628j -0.00232366-0.00344313j -0.00530195-0.0062943j 0.00209465+0.0024859j -0.00414509-0.00275521j 0.0107852+0.00807155j -0.0114083-0.000706163j -0.00536673-0.00431165j -0.00267476+0.000562096j 0.00313121+0.00530465j -0.00987318+0.0010808j 0.0110522+0.0146943j -0.00204543+0.00136139j -0.00147587-0.00627573j -0.0100045-0.000655752j 0.00207301-0.00650778j 0.00820459+0.00548755j -0.00534449+0.00127341j -0.00818956-0.00456466j 0.0051646-0.000348459j 0.00650476+0.00181383j -0.00247168+0.00060194j 0.00219915-0.0024363j -0.00549601-0.0110011j 0.000955337+0.00295893j -0.00568839+0.00498877j 0.00186813+0.0120644j 0.00228976+0.00220606j 0.00326401+0.00128192j 0.00368753-0.00125304j 0.00180088+0.000722497j 0.00156933-0.00245852j -0.00346548-0.000149289j 0.000387065+0.000617545j 8.44664e-05-0.000638044j -0.000353592-0.000844355j -0.00170441+0.000522081j -0.00222761-0.0028759j -0.00218091-0.00132181j -0.000680107-0.00404709j 4.37577e-05-0.0005373j -3.98565e-05-0.00262434j 0.000816274-0.00218138j 
0.000995505+0.00106333j -0.00157891+0.00145091j -0.00109768-0.000988865j 0.000380927+0.0046005j 0.00227709-0.000288895j 0.000140625+0.000765634j -0.000392176-0.00223637j -0.000154517-0.00340037j 0.000475451-0.000433701j -0.00300551+0.00323365j -0.000804094-0.00299061j -0.000554117+0.00291305j 0.00175522+0.000349756j 0.00253021+0.00333925j 0.0015327+0.00103584j -0.000745224+0.00445729j -0.00562269-0.00613893j 0.00188478-0.000720152j -0.00282646-0.000397904j -0.0111927+0.00552679j 0.00121319+0.00225204j -0.00370507-0.00188035j 0.000829167+0.00158957j -0.00880096+0.00573659j 0.00353503+0.00482374j -0.0123094+0.00794947j 0.00326945-0.00174737j 0.00606766+0.000690246j 0.00229406-0.00130847j -0.000797878-0.00167536j -0.00196202+0.00545442j 0.00751938-0.00766049j 0.0025946+0.00121399j 0.00936921-0.00855989j -0.000679514+0.00648196j 0.0012819-0.000782904j -0.00110022+0.00461972j -0.00135882-0.00176915j 0.00294472+0.0134021j 0.0129426-0.00472693j -0.00327328-0.00543931j 0.000561772-0.000353337j -0.000982511-0.00473566j -0.00146559+0.00638099j 0.013069-0.000760267j -0.00423755-0.00540986j 0.0038476-0.00176574j -0.00645751+0.00314278j -0.00137579+0.00191235j 0.00247779-0.00172116j -0.00332346-0.00523594j 0.0031891+0.0019369j 0.00589178+0.00300077j 0.00435446+0.00900059j -0.000968001-0.00109529j -0.0035334+0.004605j -0.00214631-7.24401e-05j 0.000621496+0.00162713j 0.00209293-0.0013075j 0.00268746-0.0013311j 0.00429189-0.000363487j 0.00213812+0.00108695j -0.0013952+0.000359423j 0.00248564+0.00129286j -0.000634288-0.00296923j -0.00167733-0.000638529j 0.00139627-0.00292216j 0.00222234+0.00018074j 0.00138261-0.00235093j -0.00125516-0.00190287j 
-0.00245652-3.02481e-05j -0.00158936-0.00158352j 0.00123535+0.00162042j -0.00129967-0.00140462j -0.00147174-0.00373524j 0.00165143-0.00279997j 0.00295862-0.000684136j 0.0020081-2.60308e-05j -0.00312384+0.0025581j 0.000177691+0.000428986j 0.00508794+0.0019496j -0.00180889-0.00153298j -0.00256584+0.00208255j -0.00534331+0.00103035j 0.000651072+0.00388733j -0.00916837-0.00637874j 0.00400051-0.00387655j 0.0023555+0.00681952j 0.00641404+0.00547981j 0.00535653+0.0120801j -0.000173357+0.0105702j 0.0014465+0.00763105j -0.000262767+0.0102101j 0.00449094+0.00381732j -0.00146288-0.00145558j 0.00409375+0.0125419j -0.000879565-0.00384837j 0.00656739+0.00553793j -0.0055365-0.0019526j -0.000407082+0.00180697j 0.00346801+0.00862507j -0.00533791-0.00192681j 0.00110162+0.00610777j -0.000848561-0.0083135j -0.00432562-0.00543718j -0.00315746-0.000152506j 0.000424942+0.011798j 0.00150813-0.0106708j 0.000793953+0.00528684j 0.000121422-0.00873221j 0.00422014+0.00828426j -0.00279862-0.00714184j -0.00237192-0.00505033j -0.00471343+0.00833936j 0.00463488-0.0142813j 0.000121705-0.00402768j -0.003759-0.00539673j -0.00108846+0.00571922j 0.00336803-0.0110139j 0.00344442-0.00707994j 0.0103696-0.0120991j 0.00227996+0.00362456j 0.00135342-0.00528387j -0.000342458-0.00924233j -0.00461786+0.00358669j -0.00152304-0.00169039j 0.00251038-0.00548233j 0.000128075+0.000609386j 0.00199692-0.00309147j -0.00119347+0.00207949j -0.000100176-0.000591044j 4.13956e-05-0.00218679j 0.00294485-0.00175877j 0.000243036-0.000942013j -0.000774618+0.00113105j 0.000468992+0.000663165j -0.00238568+0.00288673j -0.00165763+0.000391716j -0.000103597+0.00133222j 0.000917252-0.000525566j 
0.000452223-0.003075j -0.00149193-2.20444e-05j 0.00034913-0.00190445j 0.00359301-0.00354414j 0.000921038+0.00486776j -0.000459985+0.00349653j 0.000294553+0.000119036j -0.00124726+0.00259533j 0.000518823-0.00455062j 0.00427329+0.000838105j -0.00148912-0.000581887j -0.00156514+0.00181649j 0.00279521-0.00801545j -0.00478566+0.00262199j 0.00640237-0.00490108j 0.00173874-0.00452669j 0.00306098-0.00679571j -0.00198508+0.00920554j 0.00377996-0.00931313j 0.00113282+0.00144247j 0.00247531-0.00799335j -3.89835e-05+0.00369446j 0.00347981-0.00662693j 0.000146184+0.0013767j -0.00392174-0.00318518j -0.00114862+0.00694444j -0.00286769-0.00570279j 0.00369967-0.00802632j 0.00449272-0.0140021j 0.00688162-0.0143042j 0.00558901-0.000661049j -0.0123191-0.00116322j -0.0105653+0.0117556j 4.14062e-05-0.00941392j 0.00564929+0.00557091j -0.0017615-0.00134863j 0.000595014+0.0069985j -0.00290009+0.00852869j 0.0075841+0.00498641j -0.00394612+0.000757882j 0.00346658-0.00534415j 0.00253856-5.8527e-05j -0.00338673+0.00064091j 0.00294638-0.00524766j 0.00177456-0.00375491j -0.000830091-0.00359673j 0.00416202-0.00706314j -0.00554896+0.00369487j 0.000298669+0.00250033j -0.000155416-0.00107291j 0.000588631+0.00118264j 0.0037561-0.00506762j -0.000393515+0.00300158j -0.00237148-0.00118419j -0.00246917+0.00137558j 0.00406533+0.00170958j -0.000597047+0.0039857j 0.00670327-0.000755369j 0.00217601-0.00400237j 0.00190953-0.00264952j -0.00440206-0.00134516j -0.00359954+0.000299937j 0.000476689-0.000269983j -0.00449083+0.00136005j -3.2184e-05-0.000178842j 0.00123847-0.000563422j -0.000642646-0.00280631j -7.6452e-05-0.0015401j -0.00219878+0.000431492j 0.00109801-0.00114744j 
-0.00245592-0.00124171j -0.000947585+0.00104703j 0.000905536+0.00200595j -0.00252366-0.00352579j -0.00170438-0.000295069j 0.00200363-0.000169064j 0.00131263+0.00488535j 0.00151187-0.00014249j -0.00305678+0.00242453j 0.00592833-0.00116931j -0.00133321+0.00017471j -8.26504e-05+0.00172401j 0.00163464+0.0046466j 0.00443378+0.00530879j 0.00461603+0.00907034j 0.000936128+0.00311627j -0.000352151+0.0066871j 3.22277e-05-0.00313736j -0.00594557-0.00621922j -0.00656004+0.0103834j 0.00304041+0.00947813j 0.000762459-0.00199733j -0.0051447-0.000799369j 0.00194136-0.000640343j -0.00128622-0.00358271j -0.00601216-0.0085279j 0.00396079-0.0029483j 0.00316849+0.00512492j 0.00575901-0.000205387j -0.000499358+0.00577081j 0.00645324+0.0112306j -0.0020406-0.0196401j -0.00158833-0.00107652j 0.00137284+0.00166401j 0.00556079+0.000475403j 0.00130587-0.00134831j -0.00209808-0.00563038j 0.0106898-0.00288533j 0.00558289+0.0116212j 0.00456997-0.0123131j -0.00524492-0.000336226j 0.00258582+0.000735031j -0.00456176+0.0116737j -0.00115569-0.000155953j 0.00227855+0.0109622j -0.00196434+0.000777071j -0.00169064+0.00235321j 7.22231e-05+0.00156513j 0.00416355+0.00573937j 0.003835-0.00758231j -0.00137272+0.00402592j -0.00508671+0.00272163j 0.00349097-0.00108203j 0.00406918+0.000435738j -0.000997112-0.00218102j 0.000592506+0.0112772j 0.00307255-0.00172535j -0.000206634+0.00822865j 0.000994765+0.000294634j 0.000489836-0.00317826j -0.00164937-0.000648781j 0.00109949+0.00232417j 0.000697062+0.00275408j -0.000986029+0.00323269j -0.000570241-0.000208544j 0.0023512+0.00124968j -0.00290524+0.00146156j -0.00149619+0.00167587j -0.00203451+0.000603955j -0.00121754-2.17476e-05j 
-0.00177588+0.00190178j -0.000984206+3.06012e-05j -0.00381617-0.0032384j 0.000935828+0.00724371j 0.000586513-9.83337e-05j 0.00115183-0.00341994j -0.00344612-0.00412888j -0.00172469-0.00222183j -0.00429634-0.00386896j 0.00241842+0.000537012j 0.000577202+0.000493232j 0.00177803+0.00239256j 0.00139993+0.00259597j -0.000491997-0.00364775j -0.00199659-0.00283164j 0.00483482-0.00340462j -0.00480057+0.00592846j 0.00486719-0.00529533j -0.0031444-0.00519199j 7.97744e-05+0.000647214j -0.00679663-0.00967445j -0.00335138-0.00159753j -0.00223857+0.00964891j 0.000709687+0.0118763j 0.00581527-0.00823358j 0.00690383+0.00165984j -0.0061354+8.74873e-05j -0.00388373-0.00360542j -0.00379829-0.0081795j -0.00997648+0.00192905j 0.00187483+0.00111199j 0.00397983-0.0123149j 0.00420484+0.000664089j 0.000856572-0.0109188j -0.00018958-1.68027e-05j 0.000649291-0.0011956j -0.0016356+0.0104786j 0.0135011+0.00121875j 0.00472542+0.00416504j -0.00725845+0.000567506j -0.00893198+0.0035025j 0.00825445-0.00515723j -0.00236336+0.000585283j -0.00263392-0.00512986j -0.00629032-0.00234014j -0.000650338-0.00130912j -0.00290726-0.00857319j 0.000546882+0.00265463j 0.000656126+0.00116443j -0.00436185+0.00062994j -0.00403589+0.00323161j -0.00470213-0.00650234j 0.00443554+0.00309384j 0.00582237-0.00290314j -0.00313127-0.000535928j 0.00253936-0.00181124j 0.00129483+0.00378702j 0.000641658+0.000463252j -0.00233684-0.00237005j -0.00155191+0.00279932j -0.00111186-0.00393729j 0.00468416-0.000133277j 0.00184802-0.00169215j 0.00326232-0.00153934j -0.00289463-0.000178304j 0.000860363+0.0021076j 0.000151536-0.00499478j 0.00345993-0.00328746j 0.00154664-0.00114272j -0.00141368-0.00270891j 
0.00106041+0.0029223j 0.00186594+0.000230463j 0.00152893-0.000826941j 0.000337825-0.00103976j -0.000822364+0.00389697j -0.000489025-0.000843622j 0.00180546+0.000719244j -0.00132782+0.000757919j 0.00499636-0.000669125j -0.000158176-0.00362623j -0.0010582+6.08013e-05j 0.00247546+0.00259462j -0.00308983+0.000434655j 0.00152512+0.00463048j 0.00179768+0.00329249j -0.00367979-0.00172548j -0.000129321+0.00571182j -0.00130769+0.000926449j 0.0064492-0.00845057j 0.00242828+0.00506827j 0.00790593+0.00467778j 0.000465563-0.000745139j 0.00617801+0.00304753j 0.00908182-0.00333327j 0.00411582-0.00970166j 0.00783212+0.00122805j 0.002933-0.00856188j 0.00371567-0.00766492j 0.0069196-0.00337961j 0.00349591+0.00169093j 0.00585516+0.00418593j 0.00273484-0.0131627j -0.0118392+0.00845479j -0.00586555-0.00879792j 0.00138825+0.00484277j -0.000690305+0.00495328j 0.0011954+0.00899334j -0.00449369-0.00680934j -0.00297619+0.00657435j -0.00415004-0.00417762j 0.00608441+0.00226858j -0.0072046-0.00504081j -0.0051098+0.00476811j 0.0039398+0.00251857j -0.0091382-0.00392835j -0.00417954+0.00151113j -0.00178319+0.00162482j 0.00272623+0.00239539j -0.00212122-0.0011864j 0.00518388-0.00402557j -0.00274094-0.00332296j 0.0040211+0.00378923j -0.00502954-0.00559019j -0.00268695-0.00397566j -0.00204069+0.00411468j -0.000849926+0.00284461j -0.00402359-0.00156096j -0.00195093-0.00292171j -0.00110813-0.000251706j -0.00224403-0.00169047j -0.000236554-0.000418692j -0.00208419-0.000316267j -0.00224033-0.000299412j -0.00134001+0.000753795j 0.00198861+0.000607805j -0.00126035-0.00371089j 0.00341278+0.00194569j -0.000536219+0.000255467j 0.00165701+0.00069139j -8.17974e-06+0.00185656j 
0.00159395+0.00155217j -0.000164323-0.00206304j 0.000455482-0.000760191j -0.000317592+0.00184004j -0.000541212+0.00154108j 0.000260555-0.00294009j -0.000882219-0.000957464j -0.00192056+2.79785e-05j -0.00101356-0.00279436j -0.00371063-0.00530718j -0.00336113+0.000213907j -0.00286931-0.000174068j -0.00180184-0.00372037j -0.00038697-0.00118655j -0.00896942-0.0082134j 0.00119831-0.00586121j -0.000337779+0.00455406j -0.00883305+0.00261511j -0.00181423-0.000522028j -0.00335094+0.00490386j -0.00191355-0.00427155j -0.00230242+0.0021153j -0.00853641-0.00141797j -0.00230647-0.00572401j 0.00963126-0.00105538j -0.00487721+0.000591768j 0.00513785-0.00366871j -0.00665473-0.00423757j 0.00678852-0.00386594j -0.0023501+0.0002335j -0.0105706-0.00956008j 0.017454+0.00620579j -0.00562586+0.00782031j 0.00710715-0.00235278j 0.00542961-0.00648125j -0.00317396-0.00154999j -0.0160223-0.00115943j 0.00665243-0.00604771j -0.0149473-0.00982454j 0.00639725+0.00946255j -0.00501392+0.00255552j 0.0025376-0.00146227j 0.00121258-0.000227864j -0.00584623-0.00165662j 0.00374601+0.0016872j 0.000297488+0.00305407j 0.00767102+0.00480453j -0.00450219-0.00036248j 0.0037983-0.0019627j 0.00533666+0.00487083j 0.00582142+0.00548173j -0.00245292+0.000790213j -0.00162284-0.00132236j 0.00557618+0.00114137j -0.00394054+0.00376894j 0.00216392-0.00987628j 0.00246334+0.00560096j 0.00203898-0.00344217j 0.00152445+0.0046793j -0.00266884-0.00197378j 0.00102459+0.00599209j -0.00054282-0.000322909j 0.00210908-0.000209373j 0.000302372-0.00254635j -0.00140731-0.00243253j -0.000226397-0.00026935j 0.00103836-0.0017505j 0.000174033-0.000301627j 0.000894271-0.00206995j 0.000507502+0.000929509j 
0.00187373+0.000529485j -0.000561748+0.000523993j 0.000142312+0.0020663j -0.00265636-0.0022086j -0.000131891-0.00116024j -0.00168843-0.000722128j -0.00633155-0.000644215j 4.91379e-05-0.00107966j -0.0012743-7.252e-05j 0.000504976-0.00389574j -0.00283471-0.000483968j -0.00258113-0.00344287j 0.00326665-0.00309118j 0.0133272+0.00441125j 0.00116162-0.00463215j -0.00357873+0.00574036j -0.00738923-0.00315947j 0.00451154+0.0053359j -0.0122053+0.000792798j 0.009827+0.00630861j 0.00402716+0.00290652j 0.00552794+0.00557347j 0.00080214-0.00472446j -0.00372281-0.0082477j -0.000401292+0.00799012j 0.0108284+0.00188718j -0.00486101-0.00386499j -0.00773913-0.0028793j -0.000954254+0.00362112j -0.00293762-0.00428429j 0.00327532-0.00442949j 0.00321538+0.0117228j 0.0120881+0.0101759j -0.00557829+0.0060215j 0.00818423-0.00388858j 0.00309276-0.00173878j 0.00367161-0.0103536j 0.00253405+0.000345624j 0.00275273-0.0112473j 0.00234053-0.000813921j -0.00410587-0.00806982j -0.000208575+0.00975549j -0.000770309+0.00583205j -0.00225954+0.00410897j -0.00181757-0.00455442j -0.00340139+0.00509004j -0.00203505+0.00431266j 0.00180914+0.00540071j -0.00473785-0.00251029j -0.00831139-0.00647051j -0.00431732-0.00891794j -0.00328966-0.00842649j 0.00077996-0.00152046j -0.000658195+0.00229809j -0.00113369+0.00522261j 0.00543677+0.0011827j 0.00122852+0.000859304j 0.00252274+0.00166812j -0.00214847+0.00246532j 0.000599639-0.00163665j -0.00207548+0.00417137j 0.00156282+0.00403902j -0.00108617+0.00175088j 0.00123356-0.000881207j -0.000940357-0.00333563j -0.000753831+0.00633972j 0.000500719-0.000162211j -0.00151816+0.00364651j 0.000998769-0.00162718j -0.00143321-0.00136101j 
0.00120939+0.00222129j 0.00194465+0.00203898j -0.00115784-0.00196028j 0.000812537+0.000841618j 0.000905643+0.000695481j 0.00120851-0.00253j 0.00108403-1.63656e-05j -0.00228588+0.000143068j 0.00169898-0.00177163j 0.0017921+0.00239868j -0.00517897+0.00383725j 0.00683799+0.00959716j -0.00325461+0.000523559j 0.00535246+0.000450449j 0.00109751-0.00706645j 0.00366464+0.00159027j -0.00119338-0.0130754j -0.0055444-0.00439679j 0.00125539+0.000513652j 0.000372422+0.0134071j 0.000908641+0.00250648j -0.00454191-0.000584577j -0.002175-0.00599113j 0.00501461+0.0058426j -0.00216029+0.00164858j 0.00597111+0.0028174j -0.00470425+0.00462766j -0.00632026-0.00708771j 0.00108128-0.00657555j 0.00402747-0.00664226j 0.000339362+1.5724e-05j -0.00273067-0.00524161j -0.00199234-0.00416927j -0.00494435-0.0085488j 0.0114088+0.00501404j 0.00542819-0.00989266j 0.00278106-0.00404416j -0.0107352+0.00675596j -0.00200861+0.00526446j -0.000476935-0.0077849j -0.000349031+0.0010966j -0.00346463-0.00539486j -0.000623461+0.00677607j -0.00235965+0.00347409j -0.00165541-0.00437732j 0.000832738-0.00161183j 0.000609803-0.00118767j -0.000281701+0.00599119j 0.00385741+0.00105591j 0.000736245+0.00250688j 0.00569734-0.000144806j 0.00357352-0.00521092j 0.000672209-0.00913738j -9.68181e-05+0.00200623j -0.00182235+0.00155276j 0.00171677+0.00207011j 0.00202543+0.00271196j -0.00198153-0.00260727j -0.00151381+0.000525534j -0.00321246-0.00416453j 0.00280816-0.00231798j -0.00206164+0.00123877j 0.000535775+0.000377231j 0.00142799-0.000182372j -0.000262-6.4863e-06j -0.00144139-0.00357132j 0.00141688-0.00163402j 0.000838522-0.00249714j -2.94034e-05+0.000132874j -0.000742094+0.00291725j 
