-0.020778+0.0013427j -0.030134+0.00182576j 0.00497618+0.00555181j -0.00333961+0.00172437j 0.000334283+0.00170453j 0.00161848+0.00312409j 0.000209744+0.00180623j -0.000826399+0.00240828j -0.00240875-0.0059971j -0.0014004+0.00057897j -0.00158591-0.00381164j 4.81944e-05-0.00193172j -0.000583996+0.000687479j 0.000614518+0.000806377j 0.0001331+0.00423925j -0.00105041-0.0054304j 0.0020734+0.00220511j 0.000755188-0.000805786j 0.00171265+0.00180864j 0.000377419-0.000694541j 8.34316e-05-6.02198e-05j -2.89167e-05+0.000894358j -0.000617457-0.00077412j -0.000124286-0.00101372j 0.000271646-0.001409j 6.77022e-06-0.00108327j 0.000689757+0.00140706j 0.000309422-4.66209e-05j -0.000341144+0.00122365j -0.000496891-0.000918683j -0.000678166-0.0016376j -0.0008317+0.000431022j 0.000178717+0.000213278j 0.000491925+0.000171184j -7.14298e-06+0.000845514j -0.000271795-0.000780722j -6.41288e-05-0.00164611j -4.65077e-05+0.000586759j -2.6363e-05+0.00249738j 0.000250322+0.000643304j 4.29807e-05-0.00308568j 0.00239033-0.00183646j 0.000201101+0.000745298j 0.000604224-0.000310486j 0.00091477+0.000376813j -0.000957257+0.00106452j 0.000477836-0.00032322j -7.7579e-05-2.52946e-05j -0.000313108+0.000169219j 0.000510331-2.54671e-05j -3.57831e-05+2.58404e-05j 0.000316504+0.000148726j -0.000436293+0.00111855j 0.000121126-0.000568609j -0.00114787+0.000152717j 0.000389184-0.00033115j 0.000325197-0.00019864j 0.00105698+0.00104497j 0.000687137-0.0010213j 0.0025914+0.000690201j -0.000110407-0.00106201j -0.000250239-0.000535438j 0.000844988+9.88951e-06j -0.00014131+2.16999e-05j -8.8e-05-0.000152219j -0.000456964-0.000625322j 0.000555477+0.00132503j 0.00127091-0.000656409j 0.000342662+0.000635584j -0.00020592-3.51482e-05j 
-0.000647087+0.000242804j 3.5596e-05+0.000174699j -0.00138033-0.000770496j 0.000524681+0.00426262j -0.000773867-0.00114579j 0.000165451+0.00115325j 0.000711711-0.00122273j 0.000493232+0.00109379j 0.000196319-0.00222765j -0.000295512-0.00199965j 0.000969618-0.00207195j -0.000376251+0.00149091j -0.00109899+0.000750495j -0.00226359-0.00159856j -0.000280145-0.00546989j -0.00219261+0.00369933j 0.00114974+0.00511643j -0.00242583+0.00518391j -0.00278023-0.00247721j -0.00397112-0.000266672j -0.00419513-0.0010651j 0.00264012-0.00602412j -0.00220747-0.00221582j -0.000332295+0.0012555j -0.0016937+0.00336796j -0.000967311+0.00106135j 0.00202464+0.000624894j -0.000275103+0.000423953j 0.00088714-0.00131203j -0.000366296+0.00136826j 0.000305833-0.000302388j -8.87538e-05-0.00140558j -0.00239125+0.00183701j -0.000778857+0.00207136j 0.00146344-0.0017585j 0.00169489-0.00396702j 9.73945e-05+0.000235571j 0.000815833+0.00464716j -0.00149896+0.00187035j 0.0042217-0.002095j 0.00230688-0.00272449j 0.000277509-0.000411813j -0.00012728+0.00486921j -0.000515119+0.000897755j 0.000389636-3.84489e-05j -0.00226482+0.00207477j -0.00559326-0.00298818j 0.00141244+0.000255459j 5.82813e-05+0.000403432j -0.00141957-0.00019936j -0.000100597-2.08621e-05j -0.00372612+0.000952516j -0.00123377+0.00152118j 0.00349639-0.00132331j 0.000710588+0.000791452j -2.2503e-05+0.000199516j 0.000593466+9.11242e-05j -0.00159339-0.000702022j 0.000115767-0.00207124j 0.00329108+0.00182391j 0.0027962+0.00103367j 0.0065191+0.00236353j 0.000146474-0.000598397j -1.55427e-05+0.000320173j -4.67446e-05-0.000278514j 0.00302057+0.00147145j 0.00144129+0.00231347j 0.00340998+0.00184652j -0.00400236+0.00111693j -0.000624518-0.00126165j 
0.000146374-0.000647426j -0.000186459+0.000209999j 0.00178126+0.000753316j -0.000531056+0.00101512j 0.000927327-9.73385e-05j 0.000247864+0.00071192j -0.00100027+0.000748717j 0.000309274+0.00162075j 0.000227759+4.92061e-05j 0.00262373+0.00316881j -0.00121324+0.00119339j 3.71282e-05-0.000576386j -0.00303025-0.00163002j 0.00125227-0.000452418j -0.000399379-0.00118414j -0.00690087-0.00101228j 0.00376462+0.000376103j 0.00508251+0.00231721j -0.00372342-0.00166524j -0.00144932-0.00064398j 0.00478442-0.000139572j 0.000671641-0.000212123j -0.000261045-0.00112418j 0.000119397-0.00347933j -0.000100311+0.000717702j 0.00264282-0.000214976j 0.00186662+0.00101212j 0.00194168+0.000143329j 0.00450504+0.00183705j -0.000117399+2.25793e-05j -0.0012701+0.000976052j -0.00137253-0.00113201j -0.000417824-0.000115467j -0.000177374+0.000831218j -0.000131857-0.00160897j 0.0016163-0.0030408j -0.000336127-0.00139049j -0.00768636-0.00596492j -0.00292286+0.000774456j 0.00577659+0.00908315j 0.00637373+0.008748j 0.00209809+0.0128225j 0.00150589-0.00251337j -0.00173299-0.000361557j -0.00109378-0.00126497j 0.00076986+0.000616686j 0.0014517+0.00116502j 0.000635368-0.000593328j -0.000917393-3.93646e-05j 0.000898207-0.000273542j -0.000409134+0.000209098j -0.00143063-0.000385438j -0.00234708-0.00121962j 0.00176945+7.21731e-05j 0.00488519-0.00488199j 0.00163314-0.000168935j 6.253e-05+0.000276233j -0.000156791-0.000105589j 0.000389614+0.00165005j -0.00215504+0.00258633j -0.000464717+0.000885646j -0.001329-0.00143489j -0.000368231+0.000815866j 0.000100247+2.58886e-05j -3.90314e-06-0.000128741j -0.00115634-0.00110782j -0.000484156-0.000339979j -0.000741038-0.000409887j 0.00170741+0.000115638j 4.11604e-05+0.000566252j 
0.000660639-0.000775603j 5.15932e-05-0.000876233j -0.00124073-0.000194123j -0.000106226+0.00167558j -0.000496028+0.000266688j -2.48125e-05-0.000261858j -0.00026176-0.00140185j -0.00124093+0.0012136j 0.000382037-0.000664161j -0.0034136+0.00219532j -0.00118698-0.000989207j 0.000272846+0.000564107j 0.00114242-0.00234224j -0.00114685-0.000296759j -0.000148105-0.00170727j 0.000416877-0.00556462j -0.00253353-0.0048153j 0.00223613-0.00328123j -0.00184157+0.00037316j 0.00311295-0.00773147j -0.00178183+0.00284851j -0.00180642+0.00882319j 0.00190704+0.000286519j 0.000404429-0.00412619j 0.00206184+0.000446561j -0.00136613-0.00112736j -0.000520169+0.00344712j -0.00406194-0.000223745j -0.00343986+0.00269931j 0.000571737-0.000483853j 0.000398426-0.000638163j -0.00183155-0.000252727j -0.000973464-0.000315529j -0.00158652+0.000279978j -0.00149555-0.00069534j -0.00201184-0.0013801j -0.0024922-0.00126631j 0.00374929-0.00738182j 0.000533321-0.000115583j -0.0119224+0.00342114j -0.00971853+0.00505381j -0.0120948-0.00164582j 0.0035106-0.00453175j 0.00385703-0.00234443j 0.00136484+0.000124113j -0.00138882-0.00074053j 0.0016614-0.000321316j 0.000490817-0.000200405j 0.000177465-0.000719058j 0.000156897+0.000326875j -0.000207115-0.000183808j 0.00722371-0.00294318j 0.00183494-0.00112528j -0.00429485+0.00135555j 0.00367105+0.00243655j 0.00219881+0.000511038j 0.000165652-0.000606624j 0.00324431-0.00110638j -0.00102249-0.00105013j -0.000359135-0.00291697j -0.00376694-0.000938063j -0.00312424+0.000462631j -0.000688688-0.000224686j 4.56066e-05-1.34969e-06j -8.70907e-05+0.000162736j -0.0024931+0.00106198j 0.000216433+2.98069e-05j -0.00226386-0.00200131j 0.00179379-0.00109708j 0.000553757+0.000193582j 
0.000179835-0.000805555j -0.000315499-0.000756292j -0.00112144+0.000174316j -0.00229861-0.000864629j 3.53423e-05-9.18252e-05j -0.000157643-0.000263622j 0.0010292+0.00176263j -0.00149145+0.000581395j -0.000881861-0.00276444j -0.00190592+0.00192943j -0.000621863-0.00169841j -0.000722027-0.000565814j 0.000540715+0.000249677j -0.000939677+0.000586209j 0.00147901-0.00109338j -0.00117508-0.00014686j -0.00166332+0.000346196j -0.000777071+2.71853e-05j 0.00101762+0.00477908j 0.00255288+0.00435493j 0.00121008-0.00112791j -0.000745149-0.000819109j -0.000247156+0.00105265j 0.000417156+0.00380037j 0.000604659+0.000230776j -0.00221537+0.00401142j 0.000475316-0.000654461j 0.000133519+0.00259024j 0.000396935-0.00244209j 0.00126933+0.000383775j -0.00259392+0.00405139j 0.00115929+0.00257201j 0.00237667-0.00729583j 0.00150345-0.00122173j 0.00354505+0.00171176j -0.000479317-0.000268731j -0.00252544-0.00306147j 0.000370267-0.00345684j 0.00324141-0.00432028j -0.00133203+0.00628988j -0.00267673+0.00582371j -0.00222058+0.00121076j 0.0062255-0.00511384j 0.0057435-0.00163039j -0.00163395+0.00126686j 0.00332136-0.00324769j -0.00176504-6.5298e-05j 2.13463e-05-0.00011031j 0.00160923-0.000580327j -0.00140336-0.000993971j -5.924e-05-1.95659e-05j -0.00165748+0.000208804j 0.000871525-0.00115628j 3.97778e-05+0.000642987j 0.00126493+0.00037632j -0.00042795+0.000579396j 0.00115373-2.55613e-05j -0.00404265+0.00117526j -0.005048+0.00291995j 0.000658939-0.00154458j -0.00055867-0.00032143j 0.000615905-0.00247181j 0.000152054+0.00109629j 0.000262345-0.00010534j -5.30588e-05-0.000100131j -0.00024474-0.00205636j -0.00156146-0.00176969j -0.0014792-0.000562001j 5.3637e-05-0.000934304j 0.00105644+0.00126669j 
0.00026587+5.49761e-06j 0.000346682-0.000380534j 0.000889696-0.00341462j -0.000927886+0.000482032j 0.000602567-0.00242168j -0.00248964-0.000142821j -0.00325565+0.00102518j -0.00156152+0.000272495j -0.00288471-0.0021691j -9.37881e-05-0.000919478j 0.000455358-6.07616e-05j 0.000677576+0.00141408j 0.000257853+0.000285597j 0.00349179+0.00170744j 0.00196088-0.00418004j 0.00328359+0.00710965j 0.00144336-0.00260301j -0.00165593-0.00101706j -0.00326903+0.000284571j -0.00140782-0.00192879j 0.000368248-0.00261049j 0.00122479+0.00229053j -0.00158843-0.00178665j 0.00371408-0.00156352j 0.00453621-0.000920016j 0.000839458+0.00292917j 0.00586814-0.000706869j 0.00143202+0.00115764j 0.000196673-0.00306587j 0.00110124+0.00297327j -0.000993342+0.00340522j -0.0043742-0.00439099j -0.0079136-0.00189994j -0.00226212-0.00152341j 0.000930809+0.00654187j 0.000276201-0.00390413j -0.00656032-0.0121595j -0.000428287+0.00332539j 0.000558237-0.0031596j 0.000123518+0.0040517j 0.000819112-0.00617021j 0.00243293-0.00231944j -0.00496154+0.000349199j -0.000860322-0.000144355j 0.000409141+0.000702297j -0.00161362-0.000495715j -0.00174871-7.01474e-05j 0.000308932-0.000528056j -0.000592966-0.000871759j 0.00106631-0.00103602j 4.0652e-05+0.00021005j 0.00145603-0.000948606j -0.0023784+0.00199088j 0.000690833+0.00234894j -0.00149023+0.00010736j 0.00436963-0.0024621j 0.00571142-0.00111285j -0.00281359+9.67549e-06j -0.00144282-0.000183078j 0.0081646+0.000645261j -0.00420225-0.00205622j -0.0009149+0.00185849j -0.000534268+0.000324123j 0.00066366+0.000133035j -0.000892747-0.000258731j 0.000993014+0.0023057j 0.00279423+0.00239708j 0.00152279-0.00119386j 0.0011364+0.000261664j -0.0012147-0.000987291j 
8.69687e-05-0.00020978j 0.000259096-0.000355824j 1.3289e-06-0.00171063j 0.00119081+0.00188511j -0.000209074+0.0026542j -0.000350044+0.000421854j -0.000617089-0.00258714j 0.000325797+0.00313799j -0.00043419+0.00138929j 0.00131392+0.00043658j -0.000898766-0.000832726j 0.00102423+0.00248577j 0.00197529-0.00227133j 0.00375698-0.00169767j -0.00159538-0.00283615j 0.00217247-0.00460834j 0.00189934+0.00128039j -0.00250804-0.000448919j -0.0017483+0.00228j -0.00299465-0.000651278j -0.00216002-0.00428524j 0.000252816-0.00173772j -0.00151627+0.000607887j 0.00545988-0.000469139j 0.0010039+0.00415756j 0.00177251+0.00423544j 0.00510697+0.00093634j -0.0026284-0.00299045j 0.000453798-0.00423352j 0.000916317-0.00178007j -0.000415759+0.000910196j 0.000678184+0.00582222j -0.00232663-0.00607394j 0.000702524-0.00132587j 0.00192716-0.0048772j -0.00166914-0.000294176j -0.00140434-0.000283247j 0.000326105-0.00366913j 0.00188336+0.00771759j 0.000222077-0.00338864j -0.00539662+0.00909975j 0.00148702-0.00532812j -0.00432816+0.00415251j -0.00211669+0.000337662j 0.000809255-0.000902012j -0.000111579-0.00156372j -0.00390805-0.00127805j -0.000141737+0.000622547j -0.000686093+0.00172831j 0.0014508-0.000884616j 7.35791e-06-0.000297507j -0.00010892-0.00205271j -4.68796e-05-0.00140429j -0.000590211-0.00106519j -0.000369085+0.00170135j 0.0027108-0.000644692j -0.00514068+0.000514986j -0.00378471+0.000122248j -0.00661908-0.000316891j 0.00557195+0.000254945j -0.00247639-0.0022516j 0.00199596+0.00288347j -0.00183749-0.000607077j -6.78739e-05-9.79994e-05j 0.00025382+7.61019e-05j 0.00384731+0.00287758j 0.00363936+0.00142323j 0.0030217+0.00082844j -0.000961052+0.00140697j -0.00193742-0.00173916j 
-0.000971118+0.000464273j -0.000318331-0.00015786j -0.00137847-0.00266647j 0.00193445-0.000197923j 0.00106934-0.00203944j 0.00172471+3.5964e-05j 0.000520226+0.00108311j 0.000107584-1.22929e-05j 0.000185346-0.000142549j 0.000946019-0.00192274j -0.000567567+0.00195925j -0.000740353+0.000237326j 0.000104641+0.000355373j 0.00184607-0.00183094j 0.000252359-0.00147517j -0.00140749+0.0036187j -0.00497006+0.0005854j -0.00175028-0.00142613j -0.00225033-0.000460919j 9.53826e-05-0.00153966j 0.000941682-0.00281625j 0.00138448-0.000509295j 0.00613367-0.0021828j 0.000828497-0.00293896j 0.000615186-0.00078326j -0.000403468+0.00155898j -0.000961926+0.000611989j -0.00246538-0.00159905j 0.001978-0.000780157j 0.00215449+0.00467553j -0.000363711+0.00220609j 0.00238542-0.00126359j -0.00440141+0.00218938j 0.00172549+0.00156959j -0.00705325-0.00145169j -0.00737713-0.00681343j -0.00216035-0.00292575j -0.00176695-0.00343409j 0.00544593+0.00575579j 0.00802454-0.00642615j 0.00917595+0.00278456j 0.00686933-0.00135181j 0.00291588-0.00545513j 0.0105789-0.00195642j -0.00185688-0.00013706j -0.00256946-0.00117412j 0.00197591+0.000725096j 0.00069949+8.18236e-05j -0.00176721+0.00082394j 0.000278411-0.00121689j -0.000264334+0.000282253j -0.00334999+0.00130423j -0.00394395+0.00186864j 0.00280924-0.00190167j -0.000417468-0.00535819j 0.000406588-0.0019742j 0.00062165+0.00103049j -0.000228253+0.000689266j 0.00169898+0.0036698j 0.00638001-0.00292645j 0.000586946+0.00093885j -0.000954188-0.00563794j 0.00400311+0.00132786j -0.000644082+8.62965e-05j 0.000131147-0.000375844j -0.00339359-0.00490434j -0.00274881-0.00108922j -0.00219818-0.00377744j 0.001389-0.00183643j 0.00226485+0.00299537j 
0.000252951+0.000104393j -0.000497009-0.000246952j 0.00171518-0.000181246j 0.000744501-0.00124797j -0.000815223-0.00143568j 0.00149865-0.00060439j 0.00126049+0.00140709j -0.00174234-0.00101909j 0.00175566-0.00149481j -0.00147224-0.000496604j -0.00135176+0.00111109j -0.000990362-0.00143989j -0.000124959+8.83732e-05j -0.000117206-7.03211e-05j -0.000499954+0.0018228j -0.00199376+0.00112023j 0.000861469-0.00187244j 0.0010316-0.000844062j -0.00188848-0.00013303j 0.00123171+0.00141105j -0.00358189+0.00201935j -0.00485164-0.000285327j 0.00277828+0.00264152j 0.00304725+0.00404392j -0.000777019-0.00184732j 0.0039735-0.000178483j -0.00183923-0.000865392j -0.00118618-9.33566e-05j 3.77996e-05+0.00372159j 0.00214604+0.00434225j -0.00162413+0.00105867j 0.00317982-0.00377565j 0.00185996+0.00127075j 0.00256562+0.0028482j -0.00776057-0.00609798j -0.00501673-0.011075j 0.00264491-0.00225599j -0.00726895-0.00490984j 0.00460607+0.0025659j -0.00518156-0.00311145j 0.00407246+0.00755427j -0.00199617-0.0023351j -0.00468678+0.00398182j -0.00709865+0.00212675j 0.000222473+0.000298802j -0.00193208+0.000760555j -0.00216076-0.00171499j 0.00064024+0.000261363j 0.00215169-0.00133739j -0.00223149-0.000702636j -0.000511508+0.000102135j 0.00662519-0.00203562j -0.00156993+0.0012119j -0.00431966-0.000904825j 0.00323648-0.00174394j 0.000306809+0.000544628j 0.00274233+0.0013315j -3.16724e-05-0.000587919j 0.00167575-0.000900367j -0.000900505+0.00169477j -0.000791419+0.000174545j 0.00115442+0.00639168j -0.00268377-0.000885275j 0.000925062+0.000577789j -0.000695582-0.000399428j 0.0030025+0.00516579j 0.00302615+0.0026013j 0.0030217+0.00226275j -0.00188574+0.00120412j -0.00200495-0.00293316j 
0.000253341-0.000429262j -0.000347841+0.000982962j -0.00028655+0.000229118j -0.000417542+9.20664e-05j -0.00147766+0.000712991j -0.00122947-0.000213603j 0.000390397-0.00063958j -0.00133649+0.00299964j -0.00171415+0.00146542j 0.0032932+0.000709353j -0.00130889+0.00197847j -0.000548703+0.00145558j 0.00129923-0.00266405j 0.00553871-0.000481865j 0.00189338+0.00219655j 0.00232723+0.00111197j -0.00163585+0.00050933j 0.000853252-0.000160139j -0.00138647-0.00241091j -0.00215002-0.00191815j -0.00328417-5.29543e-05j 0.00236661+0.00213114j -0.000651405+0.000498761j 0.000385385-5.8807e-05j 0.0018456+0.000654701j -0.00237511+0.000202652j 0.00107041-0.000105788j -0.00342206-0.00240698j 0.000949265+0.00199979j -0.000994928-0.00455361j 0.00114553-0.00643104j -0.00408394-0.00972867j 0.00247473+0.000342308j -1.88612e-05-0.00777969j -0.006-0.00303304j -0.00364235+0.00166639j 0.000566016-0.00877574j -0.00238255+0.00383885j 0.00305293-0.00311399j -0.00152098+0.00189237j 0.0077672-0.00193988j -0.00124417+0.000826811j 0.000605704-0.000891458j 0.00230599+0.000773196j 0.00149493+6.24957e-05j -0.00148202-0.00081994j -0.00178802-0.00118344j -0.00123681+0.000654904j -0.000780342-0.000244507j 6.53031e-07-0.000837399j -1.12127e-05+0.000279492j 0.000623118+3.16944e-05j 0.000104162+0.000633969j -0.00239294+7.88228e-05j 0.00231697-0.00373686j 0.000464074+0.00149271j 0.000221437+0.00155328j 0.000490725+0.000382179j -0.00151718-0.00117754j -0.000574128+0.000599045j 0.00134184+0.000491552j 0.00200369+0.000183293j -7.71304e-05-0.000267099j -8.4343e-05-0.000180475j 6.25412e-05+0.000102495j 0.000511379-4.93055e-06j 0.000142357+0.000298062j 0.000540701-4.1107e-05j -0.00108865+0.000184265j 6.8234e-05-3.03375e-06j 
0.000530796+0.000464417j 0.0005629-0.000141924j -0.000865577+0.000166401j -0.000684955-0.000341495j -0.000612794-0.000725614j -0.000283685+0.000137526j 0.000511132+0.000886922j -0.00124877-0.000195225j -0.00141276+0.000310614j -0.000861832-0.00122378j -0.00182331-0.000668825j 0.000332581+0.000169531j 0.00200444+0.000318432j 0.0039922+0.000459688j -0.000488682+0.000120817j 0.00246525-0.00179669j -0.000308363+0.00228322j -0.00140764+0.00334385j 0.000983318-0.00280958j -0.00523649+0.00116948j 0.000159736-0.00298671j 0.00688657-0.00117308j -0.00151918+0.000294052j -0.000539381-0.000762909j -0.00220373-0.00293403j -0.00205004+0.00294636j 0.0082939+0.00435086j -0.00378108-0.00558894j 0.000223851+0.00107071j 0.000137058+0.00159394j 0.000291987-0.00178013j -0.00320217-0.00238929j 0.000402903+0.00370012j 0.00123399+0.00237444j 0.00227694-0.000707202j 0.00247424-0.00165343j 0.00597928+0.00699715j 0.00775752+0.0019049j -0.00249427+0.00491995j 0.00105831-0.00190204j -0.00743802+0.000864383j -0.000993651-1.83566e-06j 0.00143422-0.000247999j 0.00211736+0.000228215j 0.00153971+0.000558409j 0.00096196+0.000565633j 0.00103401+0.00129976j -6.93602e-05+0.000195597j -0.00195278+0.000232699j 0.00301456+0.000598346j -0.000219591-0.000228322j -0.0050354+0.00125516j -0.000762356+0.000750049j 0.00388802-0.0015094j 0.00263327+0.00150908j -2.87677e-05-0.000696484j -0.00188433-0.000150838j -0.000188187+0.000433389j -0.00132551-0.00198043j 0.00150318-0.00200578j -0.000178166+0.00044436j 2.04218e-05-0.00315365j 0.00160301+0.000164579j -0.000522666+3.44673e-05j 0.000262861+3.10717e-06j -0.000969455-0.002691j -0.000674996-0.000780208j -0.000768709-0.00124705j 0.000833641-0.000144512j 0.000612939+0.00135166j 
4.16863e-05-0.000361382j 0.000134869+0.000172543j 0.000117324+0.000801529j 0.000188654-0.000550124j 0.000282249+0.00153191j -0.00151304-0.000119733j -0.000427495-0.00148379j 8.39002e-05+0.00168616j -0.00161497+0.00144455j -0.000770179+0.000331671j 0.00121398+0.0024268j 0.000915296+0.000762903j 0.00264832-0.00339999j 0.00346975-0.00359826j -0.000562307+0.00119962j 0.00273819-0.000710918j 0.00118788-0.00244144j 0.00126524+0.000220158j 0.000811561+0.000343768j 0.000982522+0.00105596j -0.00212426-0.000214939j 0.00368079+0.0041429j 0.00178795+0.000401731j -0.000524983-0.00175306j -0.00398307-0.00438321j 0.00279312-7.37572e-05j 0.00901694+0.00337417j -0.00469928-0.000656842j -0.000114954+0.00154947j 0.00667773+0.00417824j -0.00229281-0.00300543j 0.00533796-0.00161944j -0.00101396-0.000259821j 0.00502109+0.000580909j -0.00104554+0.0130123j -0.00248107+0.00169386j 0.0087474+0.00154279j -0.00521842+0.0103199j 0.00782152+0.000377581j -0.00640131-0.00329415j 0.00849465-0.00416221j -0.00167503+0.00117574j 0.00112777-0.00291924j -0.00170838-7.55226e-05j -0.000974065+0.000559278j 0.000822232-0.000682883j 0.000243136+0.000557256j -0.000502965+0.000673582j 0.00180191+0.000221585j 0.00047892+0.00155822j -1.34812e-05+1.25131e-06j -0.00102512-0.00101052j -0.000703937+0.000460035j -0.0019926+0.00137257j -0.0031337+0.00121537j 0.00160407-0.000234969j 0.00146081+0.00324345j 0.000865345-0.0016507j 0.000968997-8.01294e-05j -0.00133182+0.000829142j -0.000873229-0.000248944j -0.00135453-4.64938e-05j -0.000500895+0.000338801j 0.000221531+0.000172242j -0.000156568-0.000261285j -0.00119944+0.000463624j -0.00060059-0.000383052j -0.00129499-0.00019598j 0.00101903-0.000662044j 0.000303594+0.000139532j 
0.000434325+2.81088e-05j -0.00040003-0.0005566j -0.000264127+0.00049182j 0.000882244-0.000437102j 0.000293091-0.00115168j 0.000555016-0.00444166j 0.00168593-0.00239602j 0.0013657-0.002803j 0.00191198-0.00475795j -0.00176379+0.0032365j 0.0023328-0.000653206j -0.0016742+0.000431952j -0.00210389+0.00246261j -0.0103085+0.00721753j 0.000448251+0.00237324j -0.00992032+0.0046705j 0.000535152-0.00110118j 0.00203239-0.00150541j 0.000144778-0.000395351j -0.000525825-0.000794449j -0.00252351-0.000432083j 0.00158325+0.00328852j -0.000929162+0.000223145j -0.00204908-0.00275512j -0.000265277-0.00102359j 0.000828259+0.00019041j 0.00642356-0.000673593j -0.00418044-3.85682e-05j 0.000245688-0.000354436j 0.00217236-0.000403019j 0.000304694-0.00258952j -0.000345884-0.00140762j -0.000754326+0.00212173j 0.0023275-0.000798435j -0.00279316+0.00545739j -0.0038019+0.000584673j 0.00506432-0.000938635j -0.00229073+0.00395505j 0.00444306-0.00201198j -0.00378545+1.8784e-05j 0.00500836-0.00134521j -0.00161773+0.00115588j 0.000373415-0.000876815j -0.000939916-0.000103736j 0.00100736+4.67038e-05j -0.000325869+1.42364e-05j -0.000327416-0.000242214j -0.00129533+0.000289165j 0.000314423+0.000182706j 0.00109034+0.000251523j 6.35357e-05+0.000169943j -0.000692725-0.000948837j 9.36195e-07+0.000882467j -0.00123536+0.000130707j -0.0005935-0.00137524j 0.00116118-0.000768534j 0.000671572+0.00189057j 0.000824937-0.000309418j -0.000631747-0.00023907j 0.0003028+6.97728e-07j -0.00098161+0.00054147j -0.000272831+0.000557341j -0.000164996+5.36247e-05j 6.45271e-06+1.64208e-05j -5.0411e-05-4.12784e-05j -0.000346505+0.000542765j 0.000483364-2.40575e-05j -0.000360193-9.70282e-05j 0.000362045-0.000484918j -2.26366e-05-1.22609e-05j 
9.25002e-05-0.000472622j 0.000126654-0.00103537j 0.000424879-0.000733182j 0.000325365+4.64454e-05j -0.000683675+0.000351188j -0.000886658-0.00186474j 0.000352399-0.000653374j -0.0011357+0.000657801j -0.00101451+2.95872e-05j -0.00286938+0.000242324j -0.00146076+0.0010214j 9.30287e-05+0.00140872j 0.00236695+0.00207647j -0.000565484-0.00229829j 0.00130553+4.8783e-06j -0.000143923+0.00183085j -0.000871881-0.00224268j 0.00105041-0.00212634j 0.00187602+0.000143546j -0.000917513+0.00274441j 6.02572e-05-0.00179528j 0.000306881+0.00195643j -0.00390648+0.000709644j -0.00215342-0.00119455j 0.00152143-0.00151362j 0.000393347+0.00121743j 0.00076304-0.00105499j -0.0112835-0.00557476j 0.000515044-0.00691812j -0.00676096-0.0127875j 0.00676386+0.000411601j -0.00613274+0.0018062j 0.0056351-0.00198599j -0.00469315-0.00607279j -0.00473463-0.00385566j -0.00422557+0.00386079j 0.00442949+0.00285685j -0.00381676+0.00241349j 8.48255e-05+0.00239228j 0.00287801-3.94525e-05j 0.00525228+0.00158926j 0.00314536-0.0046684j -0.00121242-0.00142854j -0.000571067+0.00036554j 0.00357475+0.000221295j 0.00145761-0.00152911j -0.000236445-0.000446938j -0.00245685+0.000879372j -0.000204291+0.00131633j 0.00367144-0.00188205j 0.000269353+0.000354997j 0.000316387-0.000905444j 0.00232833-0.000707454j -0.00266958+0.000249124j -0.00156243-0.00599432j -9.24673e-05-0.000174229j -0.00341088+0.0020645j 0.00104237+0.0014846j -0.00423009-0.000805411j -3.1171e-05-0.0008172j -0.0010823-1.5186e-05j -0.000687205+0.000771782j -0.000588848-0.000364208j -0.000388351-0.000242991j 0.000369939+0.000261676j 7.42443e-05+0.00116385j 0.000874163-0.000900922j -0.000479646+0.000148658j 0.000328572-0.000579319j -0.000120735-0.00021662j 
