0.994921-0j -0.000846511-0j -0.00051838-0j -0.000105814-0j -6.23514e-06-0j -0.00456118-0j 0.144184-0j -0.000600989-0j -8.67452e-05-0j -7.51236e-05-0j -8.8534e-06-0j -4.041e-07-0j -0.00292579-0j -0.00295611-0j -0.000462608-0j -0.000467402-0j 0.0716404-0j -0.000243816-0j 0.0103404-0j 0.0723828-0j -0.000246342-0j 0.0104476-0j -6.09539e-05-0j -2.15505e-05-0j -5.0795e-06-0j -6.15856e-05-0j -2.17738e-05-0j -5.38762e-06-0j -5.13213e-06-0j -5.44345e-06-0j -4.48968e-07-0j -1.67321e-08-0j -4.53621e-07-0j -1.69055e-08-0j -0.00219784-0j -0.00271968-0j -0.00158648-0j -0.000342648-0j -0.000424005-0j -0.000247336-0j -0.000265414-0j -3.83092e-05-0j 0.0474611-0j -0.000328433-0j -4.74052e-05-0j -0.000191586-0j 0.00839002-0j 0.0587301-0j -2.7653e-05-0j -2.8554e-05-0j 0.000699168-0j 0.0342592-0j -2.47285e-05-0j 0.0103821-0j -3.53338e-05-0j -5.04768e-06-0j 0.00605623-0j 0.000865176-0j -2.52384e-06-0j -3.05999e-05-0j -2.06114e-05-0j -2.97437e-07-0j 0.000504686-0j -1.785e-05-0j -3.64285e-07-0j -6.24619e-06-0j -3.12309e-06-0j -2.35145e-08-0j -3.6806e-07-0j -3.64361e-06-0j -1.8218e-06-0j -4.5078e-07-0j -7.40637e-10-0j -2.14702e-07-0j -2.62955e-07-0j -2.90977e-08-0j -1.69737e-08-0j -9.16491e-10-0j -5.3462e-10-0j 
-3.05999e-05-0j 0.000743273-0j -0.0578186-0j 0.00012331-0j -3.7565e-08-0j -3.91143e-07-0j -6.31205e-08-0j -0.00145286-0j 1.08413e-06-0j -0.000119266-0j 1.46855e-07-0j -3.46536e-11-0j 1.73443e-05-0j 1.73027e-05-0j 2.74237e-06-0j 2.7358e-06-0j -0.000419359-0j -0.000422739-0j 3.12929e-07-0j -0.000418354-0j -0.000421725-0j 3.12179e-07-0j 0.0101862-0j 0.00716962-0j -4.38847e-06-0j 0.0101618-0j 0.00715244-0j 0.00059128-0j -4.37795e-06-0j 0.000589863-0j -5.14812e-07-0j 9.91889e-11-0j -5.13578e-07-0j 9.89511e-11-0j -1.32413e-05-0j 2.29485e-07-0j 1.87081e-05-0j -2.06436e-06-0j 3.57772e-08-0j 2.91663e-06-0j 0.0003093-0j -2.30802e-07-0j 0.00021274-0j -5.36045e-06-0j 4.00001e-09-0j -0.000436995-0j 4.9913e-05-0j -3.68698e-06-0j 3.26089e-07-0j 5.03153e-05-0j -2.15037e-08-0j -0.00030057-0j 0.401972-0j -8.65039e-07-0j -8.7201e-07-0j -0.000857288-0j -7.05198e-05-0j 3.72679e-10-0j -0.000853345-0j -0.00696655-0j -7.10881e-05-0j 2.61163e-07-0j 3.03816e-08-0j -0.567928-0j -4.06313e-05-0j 1.48576e-05-0j 1.47893e-05-0j 2.74026e-08-0j -4.52619e-09-0j 0.00121122-0j 0.00120565-0j 7.04178e-07-0j -4.46213e-12-0j -3.68985e-07-0j 5.74061e-05-0j -4.74912e-10-0j -3.87158e-08-0j 7.73328e-14-0j 6.30433e-12-0j 
2.06114e-05-0j 0.0475266-0j 2.10364e-06-0j -4.10531e-05-0j -4.86346e-06-0j -3.62291e-05-0j 0.000276552-0j 0.00139618-0j -0.0192665-0j 2.82254e-05-0j 1.01198e-05-0j 7.71982e-07-0j 1.18731e-05-0j 1.09863e-05-0j -8.88015e-05-0j -8.21683e-05-0j 1.48414e-06-0j 0.0420303-0j -2.04803e-05-0j 1.37328e-06-0j 0.0388908-0j -1.89505e-05-0j 0.0034222-0j 8.7454e-08-0j 0.000867608-0j 0.00316657-0j 8.09215e-08-0j -2.09026e-06-0j 0.000802801-0j -1.93413e-06-0j -3.50199e-07-0j -1.96107e-08-0j -3.2404e-07-0j -1.81458e-08-0j 8.91904e-06-0j -2.16022e-05-0j 2.49278e-05-0j -6.57742e-05-0j 0.000159307-0j -0.000183832-0j 1.07708e-06-0j -1.4863e-05-0j -0.000287576-0j -2.60872e-06-0j 3.59987e-05-0j 3.01032e-06-0j -8.22177e-06-0j 0.000696518-0j -4.15406e-05-0j -0.232837-0j -2.08441e-06-0j -0.000803744-0j -2.93506e-05-0j 1.99134e-05-0j 0.563939-0j 0.000572786-0j -2.2979e-05-0j 5.04851e-06-0j -4.84473e-07-0j 7.10881e-05-0j -0.650755-0j 6.78565e-05-0j -5.82571e-06-0j -8.20318e-05-0j -2.12739e-07-0j -0.00138731-0j 1.17341e-06-0j -2.29507e-08-0j -0.000164351-0j 0.00160088-0j -1.35405e-06-0j 5.15262e-07-0j -1.01323e-09-0j 0.000189652-0j -5.94584e-07-0j 5.55874e-08-0j -6.41449e-08-0j 2.45409e-09-0j -2.83188e-09-0j 
2.97437e-07-0j 0.00138867-0j 3.03571e-08-0j 0.000171102-0j 0.0438141-0j 2.67109e-07-0j -8.28514e-06-0j -5.12929e-06-0j -0.0204427-0j -8.45599e-07-0j -0.00135906-0j 0.0148249-0j 1.71338e-07-0j 1.73114e-07-0j -5.20716e-06-0j -5.26113e-06-0j 2.14173e-08-0j -4.17609e-06-0j 8.53582e-05-0j 2.16393e-08-0j -4.21937e-06-0j 8.62428e-05-0j 9.99929e-05-0j 1.26203e-09-0j 0.113639-0j 0.000101029-0j 1.27511e-09-0j 8.71184e-06-0j 0.114817-0j 8.80212e-06-0j 0.00315488-0j 0.00186759-0j 0.00318757-0j 0.00188695-0j -2.56734e-07-0j 1.59269e-07-0j 9.29067e-08-0j 7.6933e-06-0j -4.77265e-06-0j -2.78404e-06-0j -3.10036e-08-0j -0.000123564-0j 4.12478e-06-0j 1.92335e-08-0j 7.66547e-05-0j 1.12195e-08-0j 9.61663e-07-0j -2.55886e-06-0j 4.47153e-05-0j -0.000187512-0j 0.0010929-0j -1.49267e-06-0j 4.20983e-07-0j -5.96581e-07-0j 0.000116325-0j 0.0023728-0j -3.48005e-07-0j -0.000677998-0j 5.66665e-08-0j -2.61163e-07-0j 6.78565e-05-0j 0.607601-0j -0.000395499-0j -1.52345e-07-0j 0.000111544-0j -0.001472-0j -3.51539e-08-0j -0.00172073-0j -0.376934-0j -0.000858665-0j -2.05064e-08-0j -6.91979e-05-0j -0.000387458-0j -0.219878-0j -4.03654e-05-0j 0.00106748-0j 0.000622697-0j 0.000240365-0j 0.000140213-0j 
0.000504686-0j 6.17944e-05-0j -2.62955e-07-0j -0.00073589-0j 0.00829079-0j 4.52864e-06-0j 0.0206011-0j 5.967e-07-0j 0.00118079-0j -1.07337e-05-0j -0.00557841-0j -0.00265707-0j -1.48414e-06-0j -1.37328e-06-0j 3.37699e-05-0j 3.12474e-05-0j 3.63405e-05-0j -1.23679e-07-0j 0.071913-0j 3.3626e-05-0j -1.1444e-07-0j 0.0665413-0j 4.44957e-06-0j -1.09318e-08-0j 0.00163517-0j 4.11721e-06-0j -1.01152e-08-0j -3.74686e-05-0j 0.00151303-0j -3.46698e-05-0j 0.000596987-0j 0.000113007-0j 0.000552394-0j 0.000104566-0j -1.11488e-06-0j 2.70028e-06-0j -3.11597e-06-0j 2.50129e-05-0j -6.05822e-05-0j 6.99085e-05-0j -1.34635e-07-0j -0.000266424-0j 2.40752e-05-0j 3.26089e-07-0j 0.000645288-0j -3.76289e-07-0j -0.000612463-0j -5.83111e-05-0j -0.000744627-0j 2.08441e-06-0j -0.225074-0j 6.72878e-05-0j -1.25438e-08-0j 0.0014834-0j -5.04851e-06-0j -3.51044e-05-0j -0.00171177-0j 0.545137-0j 1.84238e-07-0j 3.03816e-08-0j 5.82571e-06-0j 0.000395499-0j -0.629058-0j -3.50587e-08-0j 0.000117269-0j 8.50241e-05-0j -4.4623e-07-0j 7.89936e-05-0j -0.000957911-0j -9.81132e-05-0j 5.14925e-07-0j -0.00028403-0j 8.78128e-06-0j 0.00110538-0j 0.000327756-0j -0.000191325-0j 0.000220779-0j -2.12686e-05-0j 2.45428e-05-0j 
1.785e-05-0j -0.000433576-0j 0.0337275-0j -7.19309e-05-0j 2.19129e-08-0j -3.13753e-05-0j -5.06317e-06-0j -0.11654-0j 8.69631e-05-0j -0.00956687-0j 1.17799e-05-0j -2.77971e-09-0j 1.02824e-05-0j 9.51438e-06-0j 1.6258e-06-0j 1.50436e-06-0j -0.000248614-0j -0.000250618-0j 1.85518e-07-0j -0.000230043-0j -0.000231897-0j 1.7166e-07-0j 0.00603884-0j 0.00425046-0j -2.60168e-06-0j 0.00558776-0j 0.00393297-0j 0.000350537-0j -2.40734e-06-0j 0.000324353-0j -3.05203e-07-0j 5.88035e-11-0j -2.82405e-07-0j 5.4411e-11-0j 7.72412e-06-0j -1.87081e-05-0j 2.15881e-05-0j 1.20421e-06-0j -2.91663e-06-0j 3.36563e-06-0j -0.000180425-0j 1.34635e-07-0j -0.000124098-0j 0.000436995-0j -3.26089e-07-0j -0.000504269-0j -2.91159e-05-0j 0.00030057-0j 3.76289e-07-0j -2.93506e-05-0j 1.25438e-08-0j -0.000346841-0j -0.234484-0j 7.05198e-05-0j 7.10881e-05-0j 0.000500085-0j -8.1376e-05-0j -3.03816e-08-0j 0.000497784-0j 0.567928-0j -8.20318e-05-0j -1.52345e-07-0j 3.50587e-08-0j -0.655358-0j 2.37016e-05-0j -0.00121122-0j -0.00120565-0j -1.59848e-08-0j 3.68985e-07-0j 0.00139768-0j 0.00139125-0j -5.74061e-05-0j 2.60291e-12-0j -4.25788e-07-0j 6.62435e-05-0j 3.87158e-08-0j -4.46759e-08-0j -6.30433e-12-0j 7.27485e-12-0j 
3.64285e-07-0j -8.73723e-06-0j 0.000688317-0j -0.020126-0j -0.00117225-0j 3.27141e-07-0j -7.59719e-06-0j -8.33764e-06-0j 8.52983e-05-0j -0.0143549-0j 0.0779466-0j -0.000191942-0j 2.09846e-07-0j 2.12021e-07-0j -4.77479e-06-0j -4.82427e-06-0j -5.07376e-06-0j 1.74872e-08-0j 5.19072e-05-0j -5.12634e-06-0j 1.76684e-08-0j 5.24451e-05-0j 0.000121692-0j 8.67441e-05-0j -0.0002312-0j 0.000122953-0j 8.76431e-05-0j 0.0980787-0j -0.000233596-0j 0.0990951-0j 0.0163271-0j -1.59783e-05-0j 0.0164963-0j -1.61439e-05-0j -3.14434e-07-0j 1.95063e-07-0j 1.13787e-07-0j 7.05449e-06-0j -4.37635e-06-0j -2.55287e-06-0j 7.34475e-06-0j -7.51406e-05-0j -3.46631e-08-0j -4.55642e-06-0j 4.66145e-05-0j -2.65791e-06-0j -0.000170567-0j 2.15037e-08-0j 2.71918e-05-0j 5.87875e-07-0j 0.000324057-0j 1.25438e-08-0j -6.54959e-05-0j 0.000105814-0j -3.64696e-07-0j 0.00191506-0j 6.17246e-05-0j -0.000201033-0j 0.00291612-0j 4.06313e-05-0j -2.12739e-07-0j 0.000111544-0j -0.000117269-0j 2.37016e-05-0j 0.612307-0j -0.00118803-0j -0.00180906-0j -0.00430935-0j -6.91979e-05-0j -0.00069302-0j -0.00105528-0j -0.379853-0j 2.47662e-06-0j -4.03654e-05-0j -0.221581-0j 0.00267337-0j 0.00155946-0j -1.5364e-06-0j -8.96236e-07-0j 
6.24619e-06-0j 0.0145052-0j -0.00012331-0j -0.0560162-0j 0.000211728-0j 7.98418e-08-0j -1.23182e-06-0j 0.000147515-0j -0.000990101-0j 2.43181e-05-0j -0.000204427-0j 3.26665e-07-0j -3.54039e-06-0j -3.5319e-06-0j 5.35183e-05-0j 5.339e-05-0j 4.25794e-05-0j 8.62911e-05-0j -0.000285787-0j 4.24773e-05-0j 8.60843e-05-0j -0.000285102-0j 0.0988799-0j 7.5792e-06-0j 0.0122813-0j 0.0986429-0j 7.56103e-06-0j 0.00564191-0j 0.0122519-0j 0.00562838-0j 0.00144332-0j -1.40544e-06-0j 0.00143986-0j -1.40207e-06-0j 2.70288e-06-0j -4.68434e-08-0j -3.81877e-06-0j -4.02866e-05-0j 6.98203e-07-0j 5.6919e-05-0j -3.14046e-05-0j 0.000210783-0j -4.34253e-05-0j 5.4427e-07-0j -3.65307e-06-0j 4.437e-05-0j 0.000484516-0j 7.52601e-07-0j -0.000297806-0j 0.000981918-0j 6.0179e-05-0j 6.13536e-05-0j 0.000857288-0j -8.39711e-06-0j -1.70176e-05-0j 0.389441-0j -0.00068455-0j -1.04296e-06-0j 8.62447e-05-0j -1.48576e-05-0j -0.00138731-0j -0.001472-0j -8.50241e-05-0j -0.00121122-0j -0.00118803-0j -0.00674938-0j -1.4947e-06-0j -0.000128489-0j 2.55111e-05-0j -0.550223-0j -0.000121851-0j 2.05897e-05-0j 8.86386e-08-0j 0.00207971-0j 0.00167852-0j 2.22683e-06-0j 0.000181536-0j -1.53619e-09-0j -1.25233e-07-0j 
3.12309e-06-0j -2.46217e-05-0j 0.0178886-0j 0.00180794-0j -7.36926e-07-0j 3.99209e-08-0j -3.04733e-07-0j -1.52879e-06-0j -7.25854e-08-0j -0.00174546-0j 3.24097e-06-0j -8.50649e-10-0j -1.77019e-06-0j -1.76595e-06-0j 1.32396e-05-0j 1.32079e-05-0j 6.43116e-05-0j -1.47516e-07-0j 3.05345e-06-0j 6.41575e-05-0j -1.47163e-07-0j 3.04614e-06-0j -0.000507017-0j 0.0696675-0j 4.42265e-07-0j -0.000505802-0j 0.0695005-0j 0.0174897-0j 4.41205e-07-0j 0.0174478-0j -1.5175e-05-0j 2.9238e-09-0j -1.51386e-05-0j 2.91679e-09-0j 1.35144e-06-0j -2.34217e-08-0j -1.90938e-06-0j -9.96629e-06-0j 1.72725e-07-0j 1.40809e-05-0j -4.74333e-05-0j -2.25209e-06-0j 1.48982e-07-0j 8.22062e-07-0j 3.90307e-08-0j 6.70162e-05-0j 0.000362078-0j -2.582e-09-0j 3.18187e-06-0j -8.30524e-07-0j -3.15836e-07-0j -2.1049e-07-0j 0.000853345-0j -6.27514e-06-0j 1.43938e-08-0j 8.62447e-05-0j -0.000511563-0j 5.47373e-09-0j 0.392232-0j -1.47893e-05-0j 1.17341e-06-0j -3.51539e-08-0j 4.4623e-07-0j -0.00120565-0j -0.00180906-0j -1.4947e-06-0j -0.00679774-0j 1.01073e-06-0j 6.09249e-10-0j -0.000121851-0j -0.554165-0j 3.13526e-05-0j -1.53528e-10-0j 4.96672e-08-0j 0.00255593-0j -1.75168e-08-0j -1.42801e-06-0j 2.66079e-12-0j 2.16913e-10-0j 
-2.35145e-08-0j 9.42589e-07-0j 4.64215e-07-0j 0.00217667-0j -0.0180837-0j -2.11169e-08-0j 8.19599e-07-0j 2.67705e-07-0j -1.85463e-05-0j -1.61803e-05-0j -0.026117-0j 0.0530451-0j -1.35455e-08-0j -1.36859e-08-0j 5.15113e-07-0j 5.20452e-07-0j 1.62908e-07-0j -1.12879e-09-0j -1.12861e-05-0j 1.64596e-07-0j -1.14049e-09-0j -1.14031e-05-0j -6.53025e-06-0j 2.89979e-08-0j 0.000155738-0j -6.59792e-06-0j 2.92984e-08-0j 0.000222807-0j 0.000157352-0j 0.000225116-0j 0.125284-0j 0.0139165-0j 0.126582-0j 0.0140607-0j 2.02966e-08-0j -1.25913e-08-0j -7.34492e-09-0j -7.61052e-07-0j 4.72129e-07-0j 2.75409e-07-0j -2.35825e-07-0j 1.63377e-05-0j 2.23749e-09-0j 1.46297e-07-0j -1.01353e-05-0j 8.53402e-08-0j 9.15298e-06-0j -1.38806e-09-0j -5.91228e-06-0j -6.3421e-08-0j -0.000218287-0j -8.09701e-10-0j -4.41718e-08-0j -5.67818e-06-0j 3.93441e-08-0j -0.000207118-0j -3.31227e-06-0j 0.000135418-0j 1.62925e-06-0j 2.74026e-08-0j 2.29507e-08-0j 0.00172073-0j 7.89936e-05-0j 1.59848e-08-0j 0.00430935-0j 0.000128489-0j -1.01073e-06-0j 0.592388-0j -0.00106748-0j 7.49518e-05-0j -5.8959e-07-0j -0.00267337-0j -0.00437718-0j -0.000622697-0j -0.00155946-0j -0.367496-0j -0.214373-0j 0.00271544-0j 0.00158401-0j 
-3.6806e-07-0j -0.00171839-0j -3.7565e-08-0j -0.000211728-0j -0.0542171-0j -4.70472e-09-0j 1.4593e-07-0j 9.03445e-08-0j 0.000360066-0j 1.48939e-08-0j 2.39377e-05-0j -0.000261117-0j 2.08619e-07-0j 2.08119e-07-0j -6.34017e-06-0j -6.32498e-06-0j 2.60774e-08-0j -5.08475e-06-0j 0.000103931-0j 2.60149e-08-0j -5.07257e-06-0j 0.000103682-0j 0.00012175-0j 1.53663e-09-0j 0.138366-0j 0.000121458-0j 1.53294e-09-0j 1.06074e-05-0j 0.138034-0j 1.0582e-05-0j 0.00384134-0j 0.00227396-0j 0.00383213-0j 0.00226851-0j -1.59269e-07-0j 2.76027e-09-0j 2.25023e-07-0j 4.77265e-06-0j -8.27144e-08-0j -6.74305e-06-0j -1.92335e-08-0j -7.66547e-05-0j 2.55886e-06-0j 3.33335e-10-0j 1.3285e-06-0j 2.71741e-08-0j 5.96581e-07-0j -4.43474e-08-0j 0.000108302-0j -0.000116325-0j 0.000677998-0j -3.6153e-06-0j 2.61163e-07-0j -1.03393e-08-0j 2.01603e-06-0j 0.001472-0j -8.42881e-07-0j -1.17503e-05-0j 3.51539e-08-0j -4.52619e-09-0j 0.000164351-0j 0.376934-0j -0.000957911-0j -3.68985e-07-0j 6.91979e-05-0j -2.55111e-05-0j -6.09249e-10-0j -0.00106748-0j -0.00653261-0j -0.00207971-0j -4.96672e-08-0j -1.19926e-06-0j -0.000240365-0j -0.532552-0j -9.77664e-05-0j 1.85004e-05-0j 0.00150819-0j 4.16574e-06-0j 0.0003396-0j 
-3.64361e-06-0j -0.00846136-0j 7.19309e-05-0j 0.0326761-0j -0.000123508-0j 6.40446e-06-0j -9.88093e-05-0j 0.0118328-0j -0.0794203-0j 0.00195066-0j -0.016398-0j 2.62032e-05-0j -2.0989e-06-0j -1.94212e-06-0j 3.17279e-05-0j 2.9358e-05-0j 2.52429e-05-0j 5.11571e-05-0j -0.000169427-0j 2.33573e-05-0j 4.73358e-05-0j -0.000156771-0j 0.0586203-0j 4.49328e-06-0j 0.0072809-0j 0.0542415-0j 4.15764e-06-0j 0.00334477-0j 0.00673704-0j 0.00309492-0j 0.000855663-0j -8.33208e-07-0j 0.000791748-0j -7.7097e-07-0j -1.57668e-06-0j 3.81877e-06-0j -4.40665e-06-0j 2.35005e-05-0j -5.6919e-05-0j 6.56814e-05-0j 1.83193e-05-0j -0.000122957-0j 2.53314e-05-0j -4.437e-05-0j 0.000297806-0j 5.12006e-05-0j -0.000282634-0j -6.13536e-05-0j -0.000343652-0j -0.000572786-0j -3.51044e-05-0j 7.07987e-05-0j -0.000500085-0j 0.00068455-0j 0.00138731-0j -0.227174-0j -0.000789934-0j 8.50241e-05-0j -5.03094e-05-0j 0.00121122-0j -0.00160088-0j 0.000858665-0j -9.81132e-05-0j -0.00139768-0j 0.00069302-0j 0.550223-0j 0.000121851-0j 7.49518e-05-0j -0.00207971-0j -0.634928-0j -0.000140609-0j -0.00167852-0j -5.17058e-08-0j 0.00239988-0j 0.00193692-0j -0.000181536-0j 0.000209482-0j 1.25233e-07-0j -1.44512e-07-0j 
-1.8218e-06-0j 1.43627e-05-0j -0.010435-0j -0.00105463-0j 4.29873e-07-0j 3.20223e-06-0j -2.44439e-05-0j -0.000122631-0j -5.82239e-06-0j -0.140011-0j 0.000259972-0j -6.82342e-08-0j -1.04945e-06-0j -9.71058e-07-0j 7.84902e-06-0j 7.26272e-06-0j 3.81267e-05-0j -8.7454e-08-0j 1.81022e-06-0j 3.52788e-05-0j -8.09215e-08-0j 1.675e-06-0j -0.000300582-0j 0.0413019-0j 2.62194e-07-0j -0.000278129-0j 0.0382168-0j 0.0103686-0j 2.42609e-07-0j 0.00959413-0j -8.99639e-06-0j 1.73335e-09-0j -8.32439e-06-0j 1.60388e-09-0j -7.88339e-07-0j 1.90938e-06-0j -2.20333e-06-0j 5.81367e-06-0j -1.40809e-05-0j 1.62486e-05-0j 2.76694e-05-0j 1.31372e-06-0j -8.69062e-08-0j -6.70162e-05-0j -3.18187e-06-0j 7.73331e-05-0j -0.000211212-0j 2.1049e-07-0j 3.6717e-06-0j 4.84473e-07-0j 1.84238e-07-0j -2.42894e-07-0j -0.000497784-0j 0.000511563-0j -1.17341e-06-0j -5.03094e-05-0j -0.000590315-0j -4.4623e-07-0j -0.228802-0j 0.00120565-0j 1.35405e-06-0j 2.05064e-08-0j 5.14925e-07-0j -0.00139125-0j 0.00105528-0j 0.000121851-0j 0.554165-0j -5.8959e-07-0j -4.96672e-08-0j -0.000140609-0j -0.639477-0j -0.00255593-0j 8.95581e-11-0j 5.73133e-08-0j 0.0029494-0j 1.42801e-06-0j -1.64784e-06-0j -2.16913e-10-0j 2.50305e-10-0j 
-4.5078e-07-0j 1.08118e-05-0j -0.000851749-0j 0.0249046-0j 0.00145059-0j -5.76209e-09-0j 1.33813e-07-0j 1.46855e-07-0j -1.5024e-06-0j 0.00025284-0j -0.00137291-0j 3.38076e-06-0j 2.55506e-07-0j 2.54893e-07-0j -5.81372e-06-0j -5.79979e-06-0j -6.17774e-06-0j 2.12921e-08-0j 6.32015e-05-0j -6.16293e-06-0j 2.12411e-08-0j 6.305e-05-0j 0.000148171-0j 0.000105619-0j -0.000281507-0j 0.000147816-0j 0.000105365-0j 0.119419-0j -0.000280832-0j 0.119133-0j 0.0198797-0j -1.94549e-05-0j 0.019832-0j -1.94083e-05-0j -1.95063e-07-0j 3.38063e-09-0j 2.75596e-07-0j 4.37635e-06-0j -7.58462e-08-0j -6.18314e-06-0j 4.55642e-06-0j -4.66145e-05-0j -2.15037e-08-0j -7.89669e-08-0j 8.07872e-07-0j -6.43755e-06-0j -0.000105814-0j 3.72679e-10-0j 6.58594e-05-0j 3.64696e-07-0j 0.000201033-0j 3.03816e-08-0j -4.06313e-05-0j 1.83385e-06-0j -6.32052e-09-0j 0.00118803-0j 0.000149499-0j -3.48409e-06-0j 0.00180906-0j 7.04178e-07-0j -5.15262e-07-0j 6.91979e-05-0j -0.00028403-0j 5.74061e-05-0j 0.379853-0j -2.05897e-05-0j -3.13526e-05-0j -0.00267337-0j -1.19926e-06-0j -0.00167852-0j -0.00255593-0j -0.0065832-0j 1.5364e-06-0j -9.77664e-05-0j -0.536676-0j 4.63319e-05-0j 0.00377707-0j -2.66273e-08-0j -2.17071e-06-0j 
7.40637e-10-0j -4.16136e-08-0j 7.55909e-11-0j 1.50159e-06-0j 0.00407191-0j 6.65118e-10-0j -3.61839e-08-0j 8.7637e-11-0j 1.23099e-06-0j -3.693e-09-0j -3.01753e-05-0j -0.0377113-0j 4.26643e-10-0j 4.31064e-10-0j -2.27414e-08-0j -2.2977e-08-0j 5.33304e-11-0j 3.55536e-11-0j 7.49101e-07-0j 5.3883e-11-0j 3.5922e-11-0j 7.56864e-07-0j -2.99644e-09-0j 3.14252e-12-0j -1.73126e-05-0j -3.02749e-09-0j 3.17509e-12-0j 7.64548e-08-0j -1.7492e-05-0j 7.72471e-08-0j 0.000293203-0j 0.146645-0j 0.000296241-0j 0.148164-0j -6.39283e-10-0j 3.96588e-10-0j 2.31343e-10-0j 3.35991e-08-0j -2.08437e-08-0j -1.21588e-08-0j -7.72008e-11-0j -1.0844e-06-0j -7.04744e-11-0j 4.78926e-11-0j 6.72719e-07-0j 2.79373e-11-0j 4.19989e-09-0j 4.37197e-11-0j 3.9242e-07-0j 2.79993e-09-0j 2.42658e-05-0j 2.55032e-11-0j -7.19276e-12-0j -2.60546e-09-0j -1.73697e-09-0j -1.42882e-07-0j -1.51985e-09-0j -1.50536e-05-0j 2.47481e-10-0j 4.46213e-12-0j -1.01323e-09-0j -0.000387458-0j -8.78128e-06-0j 2.60291e-12-0j 2.47662e-06-0j 8.86386e-08-0j -1.53528e-10-0j 0.00437718-0j 0.000240365-0j 5.17058e-08-0j -8.95581e-11-0j -1.5364e-06-0j 0.572512-0j 0.000140213-0j -8.96236e-07-0j -0.00271544-0j -0.00158401-0j -0.355166-0j -0.20718-0j 
2.14702e-07-0j 0.0010024-0j 2.19129e-08-0j 0.000123508-0j 0.0316267-0j -3.77386e-07-0j 1.17057e-05-0j 7.24693e-06-0j 0.0288825-0j 1.19471e-06-0j 0.00192015-0j -0.0209453-0j 1.23679e-07-0j 1.1444e-07-0j -3.75873e-06-0j -3.47796e-06-0j 1.54598e-08-0j -3.01446e-06-0j 6.16148e-05-0j 1.4305e-08-0j -2.78929e-06-0j 5.70124e-05-0j 7.21787e-05-0j 9.10979e-10-0j 0.0820291-0j 6.67871e-05-0j 8.42932e-10-0j 6.28854e-06-0j 0.0759018-0j 5.8188e-06-0j 0.00227731-0j 0.0013481-0j 0.0021072-0j 0.0012474-0j 9.29067e-08-0j -2.25023e-07-0j 2.59664e-07-0j -2.78404e-06-0j 6.74305e-06-0j -7.78111e-06-0j 1.12195e-08-0j 4.47153e-05-0j -1.49267e-06-0j -2.71741e-08-0j -0.000108302-0j 3.13575e-08-0j -3.48005e-07-0j 3.6153e-06-0j 0.000124974-0j 6.78565e-05-0j -0.000395499-0j -4.17185e-06-0j -1.52345e-07-0j 8.42881e-07-0j -0.000164351-0j -0.000858665-0j -9.72639e-07-0j 0.000957911-0j -2.05064e-08-0j 3.68985e-07-0j 0.000189652-0j -0.219878-0j -0.00110538-0j -4.25788e-07-0j -4.03654e-05-0j 0.00207971-0j 4.96672e-08-0j 0.000622697-0j 0.532552-0j -0.00239988-0j -5.73133e-08-0j 9.77664e-05-0j 0.000140213-0j -0.614536-0j -0.000112817-0j -0.00150819-0j 0.00174037-0j -0.0003396-0j 0.00039188-0j 
2.62955e-07-0j -6.30687e-06-0j 0.000496854-0j -0.0145277-0j -0.000846175-0j -4.62202e-07-0j 1.07337e-05-0j 1.17799e-05-0j -0.000120514-0j 0.0202814-0j -0.110127-0j 0.000271186-0j 1.51475e-07-0j 1.4016e-07-0j -3.44663e-06-0j -3.18917e-06-0j -3.66243e-06-0j 1.26229e-08-0j 3.74686e-05-0j -3.38886e-06-0j 1.168e-08-0j 3.46698e-05-0j 8.7842e-05-0j 6.26152e-05-0j -0.000166889-0j 8.12805e-05-0j 5.79381e-05-0j 0.0707969-0j -0.000154423-0j 0.0655086-0j 0.0117855-0j -1.15337e-05-0j 0.0109052-0j -1.06722e-05-0j 1.13787e-07-0j -2.75596e-07-0j 3.18023e-07-0j -2.55287e-06-0j 6.18314e-06-0j -7.13501e-06-0j -2.65791e-06-0j 2.71918e-05-0j 1.25438e-08-0j 6.43755e-06-0j -6.58594e-05-0j -7.42858e-06-0j 6.17246e-05-0j -3.03816e-08-0j 7.59982e-05-0j -2.12739e-07-0j -0.000117269-0j 3.50587e-08-0j 2.37016e-05-0j -0.000149499-0j 5.15262e-07-0j -0.00069302-0j 0.000172514-0j 0.00028403-0j -0.00105528-0j -5.74061e-05-0j -5.94584e-07-0j -4.03654e-05-0j -0.000327756-0j 6.62435e-05-0j -0.221581-0j 0.00167852-0j 0.00255593-0j 0.00155946-0j 9.77664e-05-0j -0.00193692-0j -0.0029494-0j 0.536676-0j -8.96236e-07-0j -0.000112817-0j -0.619295-0j -0.00377707-0j 0.00435854-0j 2.17071e-06-0j -2.50488e-06-0j 
