3.04955e-12+0.264863j 7.16843e-13+0.525127j -1.73702e-14-0.0585449j -1.82487e-14-0.318633j -3.87195e-14-0.378592j -2.25292e-14+0.158822j 1.93122e-14+0.250472j 4.12549e-15+0.0260441j -7.96806e-15-0.0740605j -7.1135e-15-0.0486447j -7.07107e-15-0.125204j -7.78851e-15-0.0595055j -2.20491e-15+0.0128283j -9.96934e-16+0.0184634j -6.39696e-15-0.0731579j 5.56223e-15+0.0171727j 8.99257e-15-0.0312457j 1.19767e-14-0.0161801j 3.1937e-15-0.0129803j 2.20605e-15+0.0389858j -2.05863e-15-0.0224347j -4.63917e-16-0.00821555j -5.98609e-16-0.0264075j -2.0977e-14-0.0219269j 2.96061e-15+0.0200337j 6.35239e-15+0.0113251j 1.86935e-15-0.0118715j -4.69367e-15+0.0138345j -1.11147e-15-0.031275j -6.34628e-15-0.0105556j -6.10543e-15+0.00507344j 1.54795e-14+0.0448441j 2.35044e-14+0.00979018j -2.52919e-14-0.00875025j 5.29156e-15+0.0377589j -2.27021e-15+0.0289912j 8.90685e-15+0.0334128j 1.03908e-14+0.0355776j -1.05634e-14+0.00774407j -4.60051e-15-0.0099343j -8.61138e-15-0.0517367j 7.90229e-15+0.0114746j -1.88628e-15-0.0113701j -1.20394e-15-0.00495052j -4.08157e-15-0.0137142j 3.59063e-15-0.0178283j -1.03002e-15+0.00301454j -2.29416e-15-0.00102589j 2.11965e-15+0.00744744j -9.75743e-15-0.0371875j 4.47047e-15-0.00186667j -6.81821e-15+0.0136993j -2.41871e-15-0.0154544j -1.47966e-15+0.00129802j -2.00865e-16+0.0410202j -4.37557e-16+0.0525877j -2.4496e-15+0.0130818j 2.21323e-15+0.012393j 1.04635e-14+0.0313811j -2.26989e-14+0.0175294j -4.1193e-15-0.0102721j -1.92632e-15-0.0370688j 3.31106e-15+0.053622j 2.66266e-15+0.00469074j -3.52915e-15-0.0104722j 2.21403e-15+0.0533104j 7.78084e-15+0.0800893j 4.7958e-16-0.00311132j -4.0215e-15-0.0287052j 1.2101e-15-0.0158316j -5.22651e-15-0.066223j -1.5455e-14-0.0888804j -1.26227e-15+0.0180934j 7.6592e-15+0.0929285j 2.38934e-15-0.0174664j -1.77796e-13-0.0418233j 7.57106e-13-0.113201j 
-8.05368e-14-0.00807275j -1.70451e-14-0.00895645j 7.05201e-16+0.0120713j 5.84206e-16-0.0068942j -2.3842e-16+0.0140407j 5.59816e-16+0.00135378j -9.15522e-17-0.00799802j 1.61963e-15+0.00250933j 8.66941e-16-0.00172359j -6.49217e-16-0.0107935j -6.43123e-16-0.00628973j 4.17571e-16+0.0116059j -7.44553e-16-0.00918341j 1.31656e-15-0.00592377j -7.38916e-16+0.0205282j -1.34368e-15-0.00221264j -4.37157e-15+0.0142475j 4.55359e-15-0.00411256j 9.68566e-16+0.000253619j -9.03177e-17+0.0013916j 3.70682e-16-0.00329987j -1.07495e-15-0.000776648j 2.84951e-16-0.00373168j -1.25515e-14-0.0129769j 2.36088e-15+0.0199301j -4.13529e-15-0.00326735j -1.36299e-15-0.0175014j 4.16535e-16+0.00483349j 1.89193e-15+0.00249547j 8.98043e-17+0.0041456j -8.08022e-16-0.00769858j 2.75092e-16-0.000956115j -9.63771e-16-0.000652111j -4.75472e-15-0.00385045j -3.55964e-16-0.00660433j 1.39335e-16+0.003532j 3.49239e-16-0.00558341j -1.68607e-15-0.00400084j -1.27271e-16+0.00207504j 7.91065e-16-0.0079747j 7.69495e-17+0.00821646j 1.39513e-16+0.00299838j -5.64572e-16+0.00191234j -4.56968e-16-0.000799692j -9.27136e-16-0.0153323j -1.34372e-15+0.00398872j 6.72135e-16-0.00708323j 6.72013e-16-0.000888936j 8.92882e-16-0.00224114j -5.51561e-15-0.00685575j 5.27396e-15+0.021959j 5.7467e-16-0.00223081j -1.34634e-16-0.010774j -5.86663e-17+0.00320132j 7.29266e-16+0.000357423j 1.10532e-15-0.00430344j 4.54386e-17+0.00740521j -1.89925e-15+0.00148209j -4.65843e-15-0.0161817j 1.30079e-14-0.00776349j -5.35309e-15-0.0142561j -4.81623e-16+0.00463528j -8.87948e-16-0.0228763j -1.23484e-16-0.000590729j -3.00495e-16-0.00553485j -1.01833e-15-0.0114861j 2.22053e-16+0.00955461j 8.28777e-16-8.687e-05j 8.84858e-16+0.0123418j 1.15768e-15-0.00399378j -1.18063e-15-0.0131511j -8.93596e-16+0.0159589j -1.74302e-15-0.0174508j -2.43807e-15-0.0198411j -2.43799e-15-0.0139674j 1.87789e-14-0.0173807j -9.44499e-14+0.00865331j 
-7.10062e-14-0.0143572j -1.86423e-14+0.0240491j 4.21816e-16-0.00490263j -6.15419e-16+0.00707268j 2.76608e-15-0.0225279j 1.60634e-15-0.00945384j 3.36891e-16-0.0057336j -3.46629e-16+0.00425749j -7.69772e-17+0.00338649j 3.3991e-17-0.00585145j -8.50116e-16+0.00610545j 1.24118e-15-0.00923613j 1.68255e-15-0.00961673j -8.50778e-16+0.00132371j 2.31952e-15-0.0148749j -2.06058e-16-0.0156795j -2.03683e-15+0.00725755j 3.43514e-15-0.00252221j -1.18438e-15+0.000810014j 1.88241e-15-0.00701781j 7.64061e-15-0.0177969j -5.82517e-15+0.0210955j -1.2779e-15+0.000162775j 2.97959e-15+0.00329579j 2.10568e-15-0.0164973j -6.91406e-15-0.010503j -6.09157e-16-0.00186049j 5.7613e-15+0.0124546j -6.52602e-16+0.0298347j 3.93041e-16+0.00270289j 2.77041e-15-0.0151077j -6.33396e-15-0.0032119j -1.32796e-14-0.0177665j 1.55128e-14+0.00861842j -5.24846e-16-0.00587285j -1.49864e-15+0.0127223j 1.36478e-15-0.0029304j 4.73394e-15+0.00644544j -2.61189e-15-0.0113357j -1.34685e-15-0.0266388j -8.79238e-16-0.0061408j 1.31163e-15+0.0178227j -2.68639e-16-0.016366j 1.16951e-14+0.0094608j 6.27237e-16-0.00681421j 2.50748e-15-0.00242382j 1.34342e-15-0.00805004j 1.23927e-15+0.00895953j 1.65245e-15-0.0187028j 2.82394e-15+0.0123293j -2.66191e-15-0.0114862j -8.97832e-15+0.0108733j 2.50867e-15-0.00851093j 1.82498e-15-0.0146136j -5.38062e-16-0.00486722j 3.71382e-16-0.004232j 1.44852e-15-0.00802908j 8.42181e-17+0.00117135j 3.0135e-15+0.0202345j 8.35832e-15-0.00594501j 3.02456e-16+0.00275542j 2.25795e-15-0.0134812j 1.30269e-15-0.0130367j -6.22825e-16+0.0152433j 6.94615e-16-0.00844409j 9.39549e-16-0.00313476j 1.59206e-15-0.0151504j 2.01281e-16-0.00100993j 9.23786e-17-0.00427879j -1.18177e-15+0.00628133j -8.06334e-16+0.0166983j 1.993e-15-0.000604416j 3.28556e-15-0.0317451j -5.35749e-16+0.0176266j 5.92666e-16-0.000477628j 1.91666e-14-0.0397428j -7.04597e-14+0.000690291j 
-5.84024e-14-0.00842157j -1.32581e-14+0.00424708j 3.26462e-15-0.0218205j -1.15694e-15+0.0029358j 2.11622e-16-0.00459086j 5.24055e-15-0.018709j 1.10852e-15+0.00359164j 1.23601e-15-0.0114379j 5.6195e-16-0.00161866j 1.43497e-15-0.00245377j 1.8162e-15-0.00573503j 1.03532e-15-0.00461777j -3.73002e-15+0.014011j 2.40277e-15-0.00770996j -9.15087e-16+0.00487117j 4.80252e-16-0.00613769j 4.35735e-15-0.00988014j -1.05763e-14+0.0103538j -7.7148e-16+0.000806638j 1.02432e-15-0.00190085j 1.16732e-15+0.000473275j -4.05904e-15+0.0129493j -3.81137e-15+0.00681569j 1.41708e-14+0.0180045j -4.58636e-16-0.00854426j 4.47025e-15+0.00385451j -1.66827e-15+0.016543j -1.53704e-15-0.00128712j 4.76359e-16-0.00389025j 9.24788e-16-0.00800606j -8.89168e-16+0.00996677j -2.21273e-15-0.00946931j -7.2263e-15-0.0063334j -6.83217e-15-0.0036151j -2.02934e-15+0.0130876j -1.72709e-15+0.00522316j 1.45754e-15-0.000338756j -1.67204e-15+0.00982011j -2.58863e-15+0.00824303j 1.75834e-15-0.00559989j 4.06599e-16+0.000100285j -8.06103e-16-0.0069103j 3.96106e-16+0.00721486j -8.41302e-15-0.00929511j 3.00136e-16+0.00672096j 6.74652e-16-0.00332634j 1.09246e-17+0.00336111j -1.3022e-15-0.00536196j 6.33432e-16-0.00208685j 4.60869e-15+6.15785e-05j -1.34277e-16-0.0181682j 2.64857e-15-0.00099515j -1.85881e-15+0.0120932j -1.94658e-15+0.00226164j 6.99681e-16-0.00450574j 1.78362e-15-0.00925547j -1.44967e-15+0.000174517j -8.477e-17+0.00469321j 1.53605e-15+0.017389j 2.23675e-14-0.0125867j 4.43104e-15+0.0191496j -5.64387e-16+0.00533182j -3.49125e-16+0.0116559j -1.00925e-15+0.00454788j 8.35273e-16-0.00476844j -7.28366e-16+0.00995043j -1.28169e-15+0.00200967j -2.91781e-15+0.00339873j 9.54911e-16-0.00878605j 2.03607e-15-0.00686223j -5.30446e-17+0.0110788j -4.90777e-15+0.0331509j -4.87042e-15+0.0229236j -2.37645e-15+0.0207739j -5.74455e-15+0.0381547j 2.82403e-14+0.0298185j -1.57096e-13+0.0273308j 
-6.89561e-14-0.0058685j -2.74991e-14-0.0101696j -1.51108e-15-0.00118643j 2.09133e-14+0.0157079j 1.71121e-14+0.0125613j -1.93242e-14-0.0149527j -2.45551e-14-0.020661j 1.56414e-14+0.0105317j 1.42749e-14+0.0099203j -1.15045e-14-0.00903902j 8.37807e-15+0.00781552j 1.36007e-14+0.00727297j 1.93283e-14+0.0140122j -9.58224e-15-0.00629361j 1.26128e-14+0.009254j 1.50475e-14+0.0106113j -1.56919e-15+0.00153649j 1.08329e-14+0.0121807j -2.44489e-14-0.0215467j 2.42582e-15+0.000211457j 1.12261e-14+0.00971071j -3.33659e-15-0.00476556j 9.49557e-15+0.00930616j 7.22573e-15+0.00283504j 3.78799e-15+0.00276726j -1.52194e-14-0.00865148j 1.94099e-14+0.0147457j -2.56117e-15-0.00137048j 1.41995e-14+0.00977886j -3.3378e-14-0.0236724j 9.39851e-15+0.0115528j 3.58531e-14+0.0232163j 2.48824e-14+0.0095249j 2.76702e-14+0.00804192j 2.99506e-15+0.00220636j 7.05404e-16+0.00112496j -2.56612e-14-0.018992j 5.21613e-15+0.000600196j -3.12394e-15-0.00182406j 4.062e-15-0.00104914j 2.27425e-14+0.0188904j -1.10008e-15-0.0013549j -5.3891e-15-0.0039296j 1.5157e-14+0.00529632j 3.5846e-14+0.0255782j 1.44815e-14+0.0146071j 1.21919e-14+0.0117968j 3.49892e-14+0.0228574j -1.12383e-14-0.00685102j 9.80523e-15+0.00115656j -2.27745e-14-0.0131421j -8.04119e-15-0.00998216j -8.52923e-15-0.00546456j 1.68357e-15+0.000328726j -5.21533e-15-0.00575503j 7.64214e-15+0.00697596j 1.55488e-14+0.0137438j -7.60785e-16-0.00257831j 3.68832e-14+0.0231654j 6.93789e-16-0.0191099j -7.4989e-15-0.00280751j 1.64142e-14+0.0121203j -9.70571e-15-0.00628384j 1.45434e-14+0.00781102j -2.85989e-14-0.0196027j -1.82995e-14-0.00925188j -7.25496e-15-0.00900614j 1.23549e-14+0.0117841j -2.03874e-14-0.0137887j -3.19444e-14-0.0227131j 3.95543e-14+0.0306494j 2.89918e-14+0.02162j -2.44675e-14-0.0164257j 4.99756e-14+0.0363611j 4.03638e-15+0.00322301j 7.98709e-16-0.0215053j -1.35301e-13+0.0152719j 
-8.5117e-14-0.01042j -1.52957e-14-0.00137275j -2.36153e-16+0.00410539j -4.54526e-15-0.00146303j -4.73527e-15-0.000313656j 4.26604e-15+0.00506946j 5.91752e-15-0.00858628j -3.88146e-15-0.00309081j -3.42269e-15-0.00297913j 2.90169e-15-0.00295729j -2.19966e-15+0.00796081j -3.22164e-15-0.0112448j -4.27156e-15-0.0050885j 2.03277e-15+0.00769073j -4.28074e-15-0.00149845j -4.40073e-15+0.00117773j -3.55302e-15+0.00952366j 2.68928e-15-0.00760271j 7.7744e-15-0.00338245j -5.99602e-16-0.0109853j -3.46709e-15-0.00146042j 2.11035e-15-0.00632235j -2.05704e-15+0.00707122j -7.10414e-15-0.0057151j -1.32151e-15-0.000413826j 3.04502e-16-0.00209222j -4.22667e-15-0.00517976j 7.70295e-16+0.010511j -2.97956e-15-0.00835111j 7.08045e-15-0.00356104j -3.33772e-15+0.00821331j -4.04078e-15+0.00728711j 5.82464e-15+0.00779757j -1.79324e-14-0.00824003j 5.37486e-16-0.000350694j -7.16703e-16-0.00106485j 4.47973e-15-0.0118604j -3.23456e-15-0.0156502j 4.13282e-15+0.00512119j -1.53293e-16-0.0115511j -3.78577e-15+0.0106297j -5.94029e-16-0.00150884j 3.05582e-15+0.00100262j -1.13804e-14-0.00774867j -7.95521e-15+0.00403746j -6.71552e-15+0.00920966j -4.22007e-15+0.00820659j -7.04058e-15+0.00395888j 3.53896e-15+0.00618193j -6.57649e-15-0.0136658j 8.1051e-15+0.00945064j 4.0641e-15+0.00162135j 2.41079e-15-0.00151028j -8.67438e-16-0.00342403j 1.47155e-16-0.00593811j -2.76926e-15+0.0077596j -4.37272e-15+0.00538566j 4.79232e-16-0.00931481j -7.31186e-15+9.15446e-05j -5.58791e-15+0.00779533j 3.84111e-15+0.00996638j -4.96539e-15+0.000461827j 1.89842e-15+0.00124807j -3.66378e-15-0.0119409j 6.76532e-15+0.0060646j 4.10236e-15+0.015926j 1.63052e-15-0.0136745j -4.78562e-15+0.00554865j 5.5273e-15+0.00381744j 8.1635e-15+0.00241491j -9.62181e-15+0.00934876j -5.94213e-15+0.00045423j 6.58024e-15+0.00111016j -1.16986e-14-0.000805719j -2.10505e-16-0.00589413j 4.02644e-14+0.00260111j -1.46061e-13+0.0200615j 
-1.21336e-13-0.0169939j -2.37265e-14+0.0109898j -5.73956e-15-0.0276922j 4.46436e-15+0.0200187j -2.66763e-15-0.0101863j -3.36751e-15-0.0259112j -2.8735e-15-0.0105826j -1.14883e-15-0.00298089j 1.15607e-15+0.00896472j 1.89064e-16+0.00169127j -9.94954e-16-0.00486833j -2.49721e-15-0.00501361j 3.01081e-15+0.0135443j -6.45686e-16-0.00906623j -1.0412e-15-0.00359189j -1.52149e-15-0.00181329j 6.19587e-16+0.0103065j -2.0384e-15+0.00716706j -1.68857e-15-0.0164349j 1.35433e-15+0.00777075j 5.53224e-16+0.000973978j 2.36793e-15+0.0127622j 2.64485e-16+0.00793161j 1.37157e-14+0.0120057j -4.33667e-15-0.0143329j 2.01502e-15-0.000481845j 4.59198e-15+0.0225559j -5.50178e-16-0.00763891j -2.02568e-15+8.80696e-05j 2.54282e-15+0.00307762j 2.47598e-15+0.00715658j -5.18185e-15-0.00269243j -8.85145e-15-0.00795658j -1.90794e-14-0.00997444j 9.97433e-16-0.00490233j -1.66527e-16-0.00413496j 1.21136e-16-0.00308216j 4.73189e-15+0.0158112j 6.63937e-16+0.010342j -4.62827e-15-0.00908101j -4.29708e-16-0.000359994j 1.61817e-15+0.00386005j -2.19069e-15-0.011777j -6.90334e-15-0.00724438j -1.63753e-15-0.00304481j 1.5705e-15-0.0084178j -6.87744e-16+0.0102853j 1.4768e-15+0.00910578j -1.57563e-15-0.00490649j 2.20805e-15-0.00687502j -6.13634e-15-0.0224776j -7.5504e-16+0.00164211j 2.32068e-15+0.0114791j 3.46319e-15+0.0198924j -6.49302e-16-0.0109638j -3.59873e-15-0.0202934j -5.71336e-16+0.00130609j -1.717e-15-0.00335708j 3.38677e-15+0.00750458j 2.67871e-14-0.0204193j -3.90365e-15-0.0087672j -2.41542e-15-0.00594017j -1.50044e-15-0.00350646j 2.89948e-15+0.0158228j -3.0676e-15-0.0143142j 2.47001e-15+0.00558293j 2.42606e-15+0.00732453j 1.58992e-15+0.0113793j 1.88649e-15+0.0010579j 1.60264e-15+0.00475397j -7.70056e-18-0.00231183j 1.39582e-14+0.0450756j 5.25413e-15+0.0185578j 8.26967e-16+0.00810208j 1.10546e-14+0.0475195j 4.06174e-14+0.0261064j -1.38836e-13+0.0257099j 
5.39397e-15+0.00439751j 1.71975e-15-0.0170575j -1.26658e-15-0.0060323j 1.55665e-15+0.00726084j -7.30999e-16+0.0130612j 1.92406e-16+0.00342313j -9.46826e-16-0.00495984j -9.92205e-16-0.00830557j 9.70678e-16+0.000724154j 2.19494e-16+0.000687433j 2.35759e-16+0.00380054j -6.72366e-16-0.0025907j 1.04967e-15+0.01132j 7.95476e-16-0.00832485j -1.2359e-16+0.0111372j -3.79848e-15-0.0119109j 2.78248e-16+0.00047821j -3.06442e-15+0.00393239j 3.51358e-16-0.0118475j 6.4224e-17+0.00334668j 5.99989e-16-0.00838074j 2.64303e-16-0.000226344j 1.86834e-15+0.00681884j -1.32001e-14-0.011873j -7.77969e-16+0.00599683j 1.04927e-14+0.0132039j 1.86789e-15+0.0141594j -4.82085e-16-0.0054576j -1.37662e-15+0.011788j -8.79476e-16-0.00680057j 9.83881e-16-0.00530163j 5.76516e-16-0.00484921j -3.2113e-15+0.00104781j 6.05524e-15+0.0066888j -1.59516e-15+0.0189615j -2.51917e-15+0.0148929j 4.14484e-15+0.00997754j 4.90044e-15+0.00573649j -3.92854e-15-0.0110205j -5.50447e-15-0.0217355j -8.38105e-16+0.00135817j 4.437e-15+0.00984703j -1.53393e-15+0.00649165j 1.01259e-14+0.00841329j 1.31108e-15+0.00196444j 3.10976e-15-0.0201056j -7.88095e-16-0.0148402j 1.52329e-15+0.00123301j -3.09227e-15-0.0255378j 1.41489e-15+0.00618415j -6.61404e-16+0.00906967j 6.00919e-15-0.0110385j 1.52357e-15+0.0133017j 2.39088e-15+3.07384e-05j -6.33233e-18+0.00117321j -8.93935e-16-0.0126872j 9.70723e-16-0.0225317j 7.4054e-16-0.0109335j -1.14847e-15+0.00144373j -2.74166e-15+0.000874148j 3.26963e-15+0.0122427j -2.96793e-15-0.0196772j 1.58648e-15+0.0198577j -2.75884e-16-0.00825435j 4.86042e-16+0.0110479j 1.66855e-15+0.0149296j -3.79162e-16-0.00300057j -1.08504e-15+0.0140397j 8.44014e-16-0.000633374j 4.53589e-16-0.0080653j -8.91436e-16-0.00136145j 2.05383e-15+0.0156446j 3.04243e-15+0.0392005j 1.78703e-16+0.00978577j 4.12899e-15+0.0211105j 2.70748e-14+0.0444857j -9.9345e-14+0.0236822j 
1.9479e-14+0.000916256j 2.0388e-15+0.00664866j 1.32743e-15-0.0120272j -2.50663e-15+0.0206096j 1.82544e-15-0.00831254j -9.95692e-16+0.00424368j 1.32849e-15-0.00868683j 7.7698e-16-0.00696142j -1.31133e-15+0.0118962j 4.07776e-17+0.00211565j -4.72056e-16+0.00761635j 9.39308e-16-0.00745841j 7.9766e-16-0.00060263j 1.61474e-15-0.00724801j 2.37816e-15-0.0130875j -7.05882e-16-0.00703397j -2.98068e-15+0.00417841j 7.5671e-15-0.00672206j 3.65888e-15-0.0136913j -9.67686e-16+0.00477657j 1.06047e-15-0.00686584j -8.71356e-16-0.00010429j -9.3155e-16+0.00425081j 8.12389e-16+0.00237959j 7.03134e-16-0.0111351j 4.87802e-15+0.00340221j -1.67185e-15+0.0185022j 1.14934e-15-0.0145142j -3.18413e-15+0.00125814j 4.16234e-16+6.017e-05j -9.97998e-16+0.00518194j -3.60228e-15+0.00568948j -3.73994e-15-0.0073572j 1.47958e-15+0.00109106j 1.79212e-15-0.0014039j 2.89107e-15-0.00351191j 4.00262e-16+0.0106309j 8.50974e-17+0.00864865j -1.60453e-15-0.000388792j -1.76427e-15+0.00476332j -1.75219e-16-0.00513132j 7.91123e-17-0.00211975j 8.35652e-16-0.00850448j 4.61422e-15+0.00371503j -3.69071e-16+0.00209203j 1.72192e-15-0.00352905j -1.65524e-15+0.00715702j -1.28765e-15+0.00185309j -1.35679e-15-0.00483009j 4.55093e-15-0.00108957j 1.00643e-15-0.016984j -1.82284e-15+0.00217415j -3.25902e-15+0.0231347j -1.10094e-15+0.00918891j 2.04052e-15-0.005704j -2.2503e-16-0.00750613j -1.74678e-15+0.00151584j 6.49113e-16-0.00703105j -2.90731e-16+0.00184219j 3.86392e-15-0.00189785j -2.3906e-15-0.0166136j -7.03053e-16-0.00110509j -1.25759e-15+0.0229429j 8.88348e-16-0.00873569j 2.24504e-15-0.0123386j -1.09589e-15+0.0100866j 2.81705e-16-0.00510093j 1.59293e-15-0.00717866j -1.05008e-16+0.00384293j 1.55904e-16+0.00138638j 1.27295e-15-0.0104715j -6.08503e-16+0.00582215j -1.42893e-15+0.0253105j -7.53254e-17+0.000444489j -2.46113e-15+0.0258431j -2.26366e-14+0.0242209j 9.96334e-14-0.00793184j 
2.47132e-14+0.000113151j 3.41499e-15+0.0135636j -1.98136e-16+0.00724619j 4.05399e-16+0.00215143j 1.74582e-15-0.010387j -1.30054e-15+0.0074489j -6.82775e-16-0.0143513j 2.07335e-16+0.00883195j -8.52881e-17+0.00102942j 1.91378e-16+0.000568564j 2.08034e-16-0.0100769j -3.11778e-17-0.00930273j 5.73553e-16+0.00608937j -3.00334e-15+0.0112668j 3.24728e-16+0.000368103j 2.01501e-16+0.00374759j -3.82732e-15+0.0131j 1.25565e-15+9.86458e-05j -5.13957e-16+0.00236882j 3.27825e-16-0.0027928j -2.08828e-15+0.00799944j 1.66682e-15-0.00282459j 9.40311e-16-0.00591443j -2.21367e-15-0.00256002j 2.70368e-16+0.00648509j 6.28811e-15+0.0126036j 5.41051e-16+0.00363656j -1.32213e-15-0.00540317j 3.28514e-16-4.63678e-05j 5.58589e-20+0.00073417j -1.4802e-15+0.00590457j 3.06119e-15+0.00598084j 8.44529e-15+0.00993001j 1.42101e-15+0.000523649j 1.69282e-15-0.00456104j 4.06778e-15-0.0136165j -9.39726e-17-0.00535208j 5.86696e-16+0.000559136j 3.02422e-16-0.00335763j 2.70136e-16+0.00546429j 3.0166e-16+0.0067883j 2.22279e-15+0.0158983j 1.43094e-15-0.00722716j -1.30948e-15-0.0034415j 8.29285e-16+0.00348779j 4.16957e-15-0.0133784j -3.67935e-15+0.00191741j 2.00924e-15+0.00952824j -1.5951e-15+0.00470864j 1.25846e-15-0.00499103j 2.53236e-15-0.00177358j 1.01617e-14-0.016987j -8.08245e-17-0.00482444j 4.77799e-16+0.00347482j -1.04156e-17+0.00411367j -1.12247e-15+0.00618806j -2.01016e-16-0.00858018j 7.00407e-16+0.00139771j -1.36583e-15-0.00837212j -7.84786e-15+0.00446228j 1.08724e-15+0.00405275j -3.58637e-16-0.0106717j -7.88342e-16-0.00537592j -4.55296e-16+0.0113513j 3.15486e-17+0.0130428j -1.34754e-15+0.0128756j -1.48994e-16-0.0042726j 2.02855e-16+0.00422749j 9.00084e-17+0.00953088j -5.35373e-16+0.0144757j 2.64096e-17+0.000667312j 1.88725e-15-0.00483076j 1.01861e-15-0.00616112j 3.66966e-16-0.00405519j 6.15367e-16-0.0033745j 1.47205e-14-0.0078866j -5.93976e-14+0.00653949j 
-1.62792e-13-0.0163539j -3.34191e-14-0.0196046j 5.14813e-17-0.000682055j -1.47832e-16+0.00611245j -2.38978e-15+0.0197102j 6.52134e-15-0.0238844j 2.19315e-15-0.0142576j -1.57877e-15+0.0108572j 1.47269e-15-0.00285228j -6.65719e-16+0.00208712j -7.25387e-17-0.00125907j 1.25004e-15-0.00827262j -4.32817e-16+0.00495138j 7.28583e-16-0.00408279j -2.58949e-15+0.0105127j -8.89487e-16+0.014923j -2.97967e-15+0.00573251j -4.41873e-15+0.00581883j 3.11109e-15-0.0102809j -9.44699e-16+0.00169952j 6.35167e-16+7.63727e-06j -3.38223e-16+0.00165849j 2.56614e-16+0.000836089j -2.05381e-15-0.00246768j -1.01732e-15+0.00265988j -3.42076e-15-0.00652668j -1.40987e-16-0.00217764j 1.17815e-15-9.36741e-05j -5.29893e-16+0.00972005j -1.80777e-16+0.00469168j 2.41784e-15-0.0103224j 3.89831e-15-0.00998445j 2.94684e-15+0.0108936j 1.06035e-14+0.00635582j -9.68792e-16-0.00207434j -1.1174e-16+0.00018225j 1.07173e-15-0.01303j -2.09337e-15+0.0209687j -1.26238e-15-0.00137454j 1.39819e-15-0.00932226j -1.62807e-15+0.00585048j 9.21409e-16-0.0109421j -2.04622e-15-0.00283997j 4.54059e-15+0.00427034j -2.11261e-16-0.00759055j 2.76229e-15-0.00551861j 3.49392e-15-0.00787297j 1.38556e-15-0.00540029j 9.80164e-16-0.00761498j -1.65205e-15+0.0110568j -2.49903e-15+0.0117968j 1.06026e-14-0.0137898j 1.21972e-15-0.0053889j 3.05479e-15-0.0100461j 2.24047e-15-0.00978373j 4.51645e-15-0.0194756j 6.24488e-15-0.0204812j 1.01355e-15+0.00046289j -5.1267e-16+0.0102161j -1.87457e-14+0.0102587j 1.90307e-16+0.00591081j -6.78614e-16+0.00146865j 1.70467e-15-0.00699272j -2.61571e-15+0.0150423j -2.98109e-15+0.0122171j -1.53546e-15+0.00679651j 6.73686e-16-0.0036832j -7.45462e-16+0.00111841j -7.74906e-16+0.0115025j -2.47497e-15+0.015109j -1.52813e-15+0.00280671j -1.51567e-15+0.00809177j 6.92498e-16-0.000957682j 1.88001e-15-0.0203954j 2.20869e-15-0.0116523j 5.78147e-15+0.00034368j -2.437e-14+0.00307992j 
-1.07576e-13-0.0176675j -2.33643e-14+0.0188759j 6.41925e-17-0.00713938j -2.25772e-16-0.00800814j -6.85239e-16-0.0114612j 1.36217e-15-0.00528565j 1.0038e-15-0.00213747j -9.22846e-17-0.00127769j 9.14524e-17+0.00500423j -3.37909e-16-0.00791607j -3.95887e-16-0.000875551j 7.02748e-16+0.010123j 2.78016e-16-0.00648306j -5.58777e-16+0.0032649j -6.16487e-16-0.00596475j 1.02623e-16+0.00610996j 1.8374e-16+0.00479522j -9.69797e-15+0.0135327j 2.26288e-16-0.0026144j -2.68319e-16+0.0089149j -9.70321e-17-0.00291807j 2.32564e-16-0.00416143j -7.35484e-16-0.0116559j 1.13908e-14+0.0103532j 4.35517e-16+0.00988867j -9.40422e-15-0.0150516j -8.77822e-16+0.00438098j 1.85386e-15+0.00504535j -4.18802e-16+0.00170825j -1.02553e-15-0.00320757j -1.51756e-15-0.012949j 5.91727e-15-0.00242047j 1.14048e-14+0.0142463j 3.27081e-15+0.0036861j -1.81835e-15+0.00443346j -1.41855e-15+0.00557345j 7.8186e-16+0.00991141j -1.2416e-15-0.0115601j 1.20704e-15-0.0123535j -6.13859e-16+0.00190815j -3.6437e-16+0.004303j -3.35674e-15-0.0209228j -1.91108e-15+0.00251605j 1.61295e-14+0.0185051j 3.84947e-16+0.0106536j 1.32734e-16-0.00604894j 1.14271e-15-0.00139187j -4.52049e-16-0.00103163j 1.00683e-15+0.0073212j 2.19137e-15+0.0162207j -4.31971e-15-0.006296j -5.87809e-15+0.00989681j -4.52909e-16+0.00755391j 1.15642e-15-0.0260134j -9.23378e-16-0.00196277j -1.25498e-15+0.0250931j 2.69294e-16+0.0104934j 2.74947e-16-0.0108007j 1.74024e-15+0.0118177j -1.50274e-14+0.00876033j -1.96055e-15-0.00210256j -2.13887e-16+0.00261145j -4.13155e-16-0.00915237j -2.05155e-16-0.0222741j -3.84477e-16+0.00283323j -3.49175e-16-0.00266284j 5.82234e-16-0.0225443j 1.8655e-17+0.00121487j 3.96068e-16-0.00249952j -1.16762e-15+0.00967985j 1.53114e-16+0.00395015j 2.27764e-15+0.028783j 1.19373e-16-0.0119352j 8.27633e-16+0.0120479j 7.8656e-16+0.0100107j 8.50603e-14-0.0201937j -3.77651e-13+0.046801j 
