0.00972224+0.00147573j -0.000876508+0.010797j 0.00265851+0.0111611j -0.0109344-0.000139898j -0.00103457+0.00336798j 0.00103976+0.00536009j 0.00903911-0.00213412j 0.00267655+0.0011574j -0.00110609-0.00346674j -0.00200894+0.002852j 0.00100144-0.00224081j -0.00115227+0.00704336j 0.0096462-0.00348503j 0.00177814+0.00509253j -0.00138287-0.00551277j 0.00101321-0.000200693j -0.00275945-0.00126097j 0.000544646-0.000294416j -0.00103297+0.00210805j -0.00240666+0.00241921j -0.00695364+0.00346572j 0.00194843-0.00126522j 0.0012999-0.006194j 0.00133487-0.00272906j -0.00457311-0.00836086j -0.00615258-0.00136021j -0.00681982-0.00103563j -0.00445129+0.00542972j 0.00235957-0.00379506j -0.00270797+0.000461261j 0.00106901+0.000951593j -0.0038937+0.00665397j -0.00499841+0.00449184j -0.00156649+0.00725491j 0.0043348-0.000769638j 0.00632994-0.00173395j -0.00532185-0.0014798j 0.000896478-0.00511416j 0.000417979-0.00944808j -0.00207697-0.00132721j -0.00515034+0.00171647j 0.0020197+0.00750347j 0.000609114-0.00481149j -0.00308167-0.00365667j -0.00143827-0.00571739j 0.00311033-0.00919287j -0.00713218-0.00369024j -0.00828152-0.00333078j -0.00325866+0.00670315j 0.00104423+0.00212477j 0.00500331-0.000839749j -0.00952067+0.00546622j 0.00520673+0.00342055j 0.00489603+1.15835e-05j 0.00981638+0.00270405j -0.00123396-0.0061568j -0.00500992+0.000671379j -0.00389048+0.000769858j 0.0119592+0.0039698j 0.0138082-0.0137872j -0.00461376-0.00981647j -0.0129028-0.0051528j -0.00839202+0.0050477j 0.0124105+0.0057753j 0.00538027+0.00312028j -0.00563387-0.00427255j -0.00922357+0.00789244j 0.000953719-0.00794292j 0.00819205+0.0125232j -0.0158428+0.00548524j -0.0383795+0.00510103j 0.00275621+0.037709j 
0.000397936-0.0028554j 0.00305248+0.00361959j 0.00500306+0.00253665j -0.000127877+0.00300452j 0.00290932-0.00159799j -0.00109732-0.00118579j -7.46955e-06+0.001683j 0.00382369-0.00726691j -0.00305869-0.00232007j -0.00203853+0.000433993j 0.00290182+0.00680914j 0.00315034-0.000166513j 0.00065563-0.000869077j -0.00449905+0.000825961j -0.00573169-0.0038926j 0.00157904+0.00258866j -0.00136175-0.000341023j 0.00891353-0.00177756j 0.000209701+0.00784391j -0.00585685+0.00774652j 0.00258247-0.000678625j -0.0055045+0.00285732j 0.00013895-0.00967843j -0.00077254-0.00109152j 0.00066148-0.000508648j -0.00789337+0.00125271j -0.012961+0.0102006j 0.00462578-0.00218062j -0.000819681+0.00735161j -0.00256022+0.00793573j 0.00229933-0.000715927j 0.00170251-0.00705408j 0.000927092-0.00937179j -0.00463997-0.00698126j 0.00755497-0.0020888j -0.00352589-0.00998918j -0.000310216+0.0041172j 0.00291588-0.0113177j 0.00203775-0.0123734j -0.00209065+0.00334302j 0.00573635+0.000138936j -0.010301-0.000628539j 0.00796463-0.012372j 0.00564013-0.0078256j 0.00126532-0.0121462j 0.0112746-0.0057485j -0.00156275+0.00338819j -0.0129938-0.00681333j 0.000670577+0.0102376j 0.00337759-0.0183079j -0.00522081+0.00300092j -0.00173849+0.00491384j -0.000726953-0.00317851j 0.000522992+0.00750608j 0.00762585-0.00511128j -0.00733448-0.00582769j -0.00836839-0.00529063j -0.00254663+0.00217501j -0.0105613+0.00154116j 0.00150085+0.0156788j -0.00491643-0.00470422j -0.00275866-0.00366532j 0.00840933-1.86114e-05j -0.0119812+0.000535947j -0.00112593+0.0013097j 0.00609493+0.0215472j 0.0143344-0.0163739j -0.000694432-0.0118011j -0.00670289+0.0027485j -0.00145678-0.0013284j 0.00080841-0.00560123j -0.00803209+0.00329683j 
-6.9829e-06-0.000159027j 0.00204543+0.000609561j 4.68459e-05+0.00042812j 0.00143168-0.000268892j -0.000487465-0.000905143j 0.00230422+0.00248606j 0.000425938-0.00522328j -0.00270972+0.000694179j -0.00215841+0.00521242j 0.000359983+0.00231075j -0.000813447-0.00453597j 0.00276489-0.00140595j -0.00450349+0.00298105j -0.00250171+0.00330387j -0.00014575+0.00577573j 0.00692245-0.00131106j 0.00379319+0.00451654j 0.0010322+0.00574876j 0.00245963+0.00620545j 0.00662634-0.00669886j 0.00247527-0.00108367j 0.00213034+0.0020058j 0.00247582+0.00208066j 0.00593501+0.00716028j 0.00197958+0.00520783j 0.00104103-0.000685952j 0.0110107-0.00430628j 0.00724845+0.00233318j 0.00267763-0.000587843j 0.000680623-0.00888218j 0.00427522-0.00107316j -0.000285335-0.00153119j 0.00109192+0.00450975j 0.00874031-0.00612193j -0.00284121+0.000904183j 0.0048736+0.00192861j -0.00527074-0.000235866j -0.00136543+0.000971906j -0.00292484+0.0010278j -0.00311401-0.0142043j -0.00981258-0.00585142j -0.000337889+0.00635451j -0.00086026+0.00526437j -0.000943357+0.00113027j -0.00263812+0.00087326j -0.00702016+0.00841081j 0.0122719+0.00830825j 0.0225393-0.00339156j 0.00525779+0.00459785j -0.000490567+0.0092989j -0.0135366-0.00765413j 0.00558655+0.00852123j -0.000744173+0.00680762j 0.00120541-0.00498606j -0.01698-0.00216751j 0.013685-0.0136862j 0.00587399-0.0158384j 0.0181805+0.00072874j 0.00306393+0.00295867j -0.0127047+0.00234298j -0.00315776+0.00114054j -0.00501893-0.00631484j 0.00601177+0.0175994j 0.0136609+0.0103404j -0.00664831-0.00874956j -0.00614677+0.0027594j -0.00654137+0.00542064j -0.00506149+0.00479847j -0.0111056+0.00667933j 0.00860018-0.00312345j 0.00646103-0.00450736j -0.00785179-0.00586657j 
0.00362594-3.73639e-05j -0.00181257+0.00390701j 0.000979111+0.00120271j 0.00126431+0.00034421j 0.00640708+0.0015289j 0.00198361-0.00206695j 0.00473418-0.00253755j 0.00576127-0.00269805j -0.00591201-0.00369989j 0.0064887+0.00884087j -0.00171211+0.000509207j -0.00253113+0.00119277j 0.00419011-0.00127084j -0.00207063+0.00876941j -0.00363956-0.00488326j -0.00488429-0.0017569j -0.00372824+0.00293731j -0.00276381-0.00339641j -0.0054498+0.00286292j -0.00234296-0.0045348j 0.00111676+0.00134352j -0.00146938+0.0102228j -0.00013814+0.00380453j 0.00366036+0.00450056j 0.00118593+0.00191873j -0.004787+0.00565477j 0.00013291-0.00147609j -0.0054506+0.000904154j -0.00239331-0.000455889j 0.00129108+0.00217598j 0.0044113-0.00315649j -0.00490154-0.00471825j -0.00286946-0.00346608j -0.00352485-0.0124676j 0.00179937-0.00309358j 0.0002871-0.0158181j 0.000539241+0.000875545j 0.00592942-0.0056729j -0.00710665-0.00712999j -0.00803295+0.00561204j -0.00697754-0.00277621j 0.000635555+0.00568728j -0.00360721-0.00118138j -0.00347266-0.0120945j 0.00416192+0.00104524j 0.00234792+0.00840619j -0.00160638+0.00850005j 0.00246564-0.00584463j 0.011081+0.0203818j -0.0060741-0.00755062j -0.00117192-0.000130348j -0.00751446-0.0190849j 0.0103332+0.0149351j -0.00163985-0.00704969j -0.00363687-0.00840531j 0.00294597-0.0133168j -0.0128578-0.0154174j 0.00221063+0.00372001j 0.015381-0.00312685j 0.0128616+0.0177511j 0.00903055+0.00328469j 0.0033509-0.0194187j -0.00341148-0.0126211j 0.000491981+0.00803555j 0.00167999-0.00493377j 0.00449224+0.0291896j 0.0099279+0.00336386j -0.0043755+0.00313617j 0.0147843-0.00313784j -0.00276628-0.011063j -0.00110433+0.00451143j 0.00527358-0.00629308j 
-0.000919988-0.00297584j 0.00213648-0.00440958j 0.00109718-0.000713804j 0.00659825+0.00428756j 0.00570848-0.00114416j 0.00679507+0.00125837j -0.00328178+0.00195028j -0.000384844+0.00367718j 0.00587248-7.6869e-05j 0.00110024-0.00379372j -0.00221445-0.00362721j -0.00192137+0.00167318j -0.00167832+1.63215e-05j 0.00393182-0.00610013j 0.00636812+0.00310963j -0.00321997+0.00498235j 0.00482579-0.00627501j -0.00263795-0.00209498j 0.00321384-0.00807674j 0.00788021+0.00777297j 0.00499312+0.000500183j -0.000661099-0.00131075j -0.00719686-0.0044984j -0.00573212-0.00167337j -0.00288142-0.00155008j -0.00443317+9.3484e-05j 0.0014412+0.0050836j -0.00272218+0.00145446j -0.00191464+0.00828987j -0.000608955+0.00289727j 0.0032149+0.00250668j -0.00162919-0.00417848j 0.00158444-0.000139088j 0.00472166+0.00592263j 0.00405241-0.00692442j 0.00964515+0.00606671j 0.00360093+0.0010542j -0.000814098-0.00615463j -0.00700129-0.00514459j -0.000102117-0.00900841j 0.0065679-0.000592451j -0.00685578-0.0023243j 0.00319491-0.00489551j -0.00991759+0.00277592j -0.0031586+0.00214465j -0.0138127-0.0109751j -0.00363614+0.000519382j -0.0125572-0.000212934j -0.00881854-0.00177988j 0.00570768-0.00189134j -0.00687961+0.00279432j 0.0114044+0.00154867j -0.00130216+0.000752645j -0.00131606-0.00473376j 0.0104583-0.00205327j -0.00552304+0.00389932j 0.0070041+0.00827451j 0.0118927+0.00864338j -0.000935111+0.00315528j 0.0113077-0.00713265j -0.017693-0.00827422j 0.00481811-0.00808962j -0.00538+0.000351153j -0.00724739-0.00774037j 0.00451808+0.0148239j -0.00883466-0.000670631j 0.0014888-0.0131766j -0.0032899+0.00150701j 0.00476435+0.00829567j 0.00902521+0.00678193j 0.0029737-0.00102972j 0.0139151-0.00410766j 
0.00249927-0.0057011j 0.000999549+0.00214616j 0.00369891+0.00184472j -0.00205186+0.00664438j 0.00312727+9.69187e-05j 0.00462556+0.00470729j 0.00325539-0.00701069j -0.00420159-0.000398718j -0.00501724-0.00130294j 0.00299371+0.00581578j -0.00343882-0.00193823j 0.00119086-0.00553532j 0.00360308+0.00538428j -0.00324635-0.00245998j -0.00111463+0.00358062j 0.00366008-0.00389099j -0.000479087+0.00198402j 0.00372479+0.00101545j -0.00361187+0.0024727j 0.00494644-0.00360501j 0.00481467+0.0043958j -0.00516848-0.00317994j -0.00171425-0.0035698j 0.00491561+0.00126996j 0.0042718+0.00570768j -0.00100979-0.00249148j 0.00244003+0.00579793j 0.00592785-0.0037004j -0.00571818-0.00072287j -0.00276853+0.00400071j -0.000482804+0.00115624j -0.00229932-0.0019295j 0.00109959-0.000192473j 0.00189292-0.00467974j 0.011204-0.0035132j 0.00748637-0.00310528j -0.0007974+0.00537182j -0.00642893+0.00352294j -0.00980918-0.00360123j -0.00384393-0.000933497j -0.00981796+0.0121428j 0.00270771-0.000922163j 0.00920383-0.00777215j -0.0175185+0.00528328j 0.0127207-0.0177589j -0.00568189+0.0060245j 0.0051373-0.00553371j -0.00324449-0.0235129j -0.000989207+0.0130883j -0.00292577-0.011129j -9.88522e-05-0.000304722j -0.00967179+0.0117281j -0.00695667+0.000137858j 0.00837794+0.00353613j 0.00909221-0.00190576j 0.00609928-0.00375756j 0.000329946-0.000755194j 0.0174601-0.000451011j -0.0137187+0.0178261j 0.0238176+0.0126211j -0.00108842-0.0127784j 0.00462584-0.00275895j 0.00626667+0.0122581j 0.0157569-0.0227457j 0.00764329-0.0165107j 0.000178345+0.0116942j -0.00614212-0.0041487j 0.00202043+0.000449862j 0.00195299+0.00332852j -0.00242639+0.00881112j -0.0121194-0.00632116j -0.00154395+0.00109654j 
0.000252277+0.00244709j -0.00117288-0.00355768j -0.000504551+0.00159212j 0.000399372+0.00567183j 0.000574107+0.00293275j 0.00325331+0.00189914j -0.00469224-0.00547409j 0.000998596+0.00609772j 0.000971649-0.000328004j -0.000257302-0.00213096j -0.0105658-0.00656074j -0.00336683-0.0041277j -0.00338153+0.00206782j 0.00336589+0.00186821j 0.00685406+0.004344j -0.000976202-0.00972537j -0.00203289-0.00599017j -0.00858847+0.00263942j 0.00151326+0.00078718j 0.004618-0.00901506j 0.000170706+0.00144619j -0.00823131-0.00206226j 0.00742041-0.000948723j -0.00929852-0.00183772j 0.00345203-0.000805888j -0.00152437-0.0100997j -0.00372407-0.0152679j -0.00123208+0.000681274j -0.00174261-0.006197j 0.00223255-0.00284933j 0.00128666-0.00164633j 0.00277604+0.0018137j 0.00482716-0.000333787j 0.000771618+0.00275443j 0.007656+0.00594673j 0.00747047-0.00429832j -0.00484035-0.0117721j 0.00266325+0.0102037j -0.00967555+0.00465216j 0.00438492-0.0042421j 0.0166524-0.00691483j -0.00230595-0.00512746j 0.00849648+0.00757756j 0.00464908+0.0101566j 0.00776474-0.0012185j 0.00356746+0.0113328j 0.011018-0.00934047j -0.0044099+0.000112514j -0.0060265+0.00124308j -0.000780105-0.0021894j 0.00646584-0.00231381j 0.0103092-0.0134643j -0.00948465+0.0156311j -0.00558771+0.00685247j 0.0118439+0.0073971j 0.0133634-0.00885708j -0.0134884-0.00808698j -0.0121898+0.0025904j -0.00468187-0.00710871j 0.00845095+0.00236989j 0.00516111-0.00598865j -0.0163751-0.0035355j 0.00242941+0.00206812j -0.0100977-0.00866072j -0.00693308+0.00588896j 0.00636312+0.00151813j 0.00859493+0.00731265j -0.00630072+0.00279739j -0.00150417+0.00481666j -0.00397064-0.00285815j -0.0010379-0.00456541j 0.00211772-0.00650077j 
-0.00310173+0.000830263j 0.00242252-0.0034268j 0.00207114-0.00107246j -0.000690199+1.63732e-05j 0.000820355+0.00677719j 0.00110744+0.000697811j -0.00135614-0.00298793j 0.00578913-0.00417678j -0.00368227-0.00459057j 0.00102002+0.00341786j -0.00690796-0.00390455j 0.00184682+0.00113299j -0.00494082+0.00651195j -0.00175872-0.000859904j -0.00740812-0.00250569j 0.00316723+0.00291467j -0.00451834+0.006146j -0.00300165+0.00296861j -0.00980792+0.0026222j -0.00193546+0.00801263j -0.000999893-0.00133675j -0.00477352+0.000825519j 0.00559691+0.00178935j -0.00132255-0.00251072j -0.0077966+0.00452168j -0.00357259+0.00100503j -0.00491512+0.00445482j 0.000295879-0.00672772j 0.0040522-0.00942264j 0.00337333+0.000448917j 0.00703445-0.000190138j -0.00230904-0.00619594j 0.00210688+0.00594837j 0.00949841-0.000802309j 0.00686685-6.87058e-05j 0.000793171+0.00782177j 0.00160487-0.0021502j -0.00226017-0.000179133j 0.00165569-0.00564902j 0.0162087+0.00413845j -0.000727805+0.0114515j -0.00540327+0.00757166j 0.00376098-0.00097435j -0.010493-0.0120347j 0.0102526+0.00163638j -0.00248293-0.0018996j 0.00133004-0.0050326j 0.0116101-0.00897871j -0.0145824-0.00120194j 0.00253592-0.00787917j 0.0179471+0.0156259j 0.00135259-0.00476152j -0.0285387-0.00558606j 0.0131754+0.000397019j 0.00731431+0.0157665j 0.010772+0.000760465j 0.0171238+0.00665973j -0.00180099-0.0169088j 0.00480591-0.00520815j 0.00437622+0.00713671j -0.00126478+0.0096018j 0.0118226-0.000435196j -0.0171286-0.00479456j 0.0149311+0.0179918j 0.0201149-0.00186864j -0.0086624-0.00505704j 0.00301971-0.00380699j -0.00792285-0.00816737j -0.00514105+0.00289258j -0.00766824-0.00467113j 0.0036585-0.0034307j 0.00430745-0.000335592j 
-0.000250116+0.00144581j -0.00162457+0.000294603j -0.000207249+0.0010615j -0.00239202+0.00710076j -0.00172155+0.00538937j 0.00111689-0.00268217j -0.00160526-0.00443243j 0.00519624+0.00404951j -0.00275311-0.00387224j -0.00371532+0.00378958j -0.0022157+0.00368885j -0.00301957+0.00615493j -0.00208455-0.00464616j 0.00499619-0.00854658j -0.00757822-0.00214745j 0.00132506-0.00251979j 0.00131516-0.00148056j 0.000673309-0.00824001j 0.00337749+0.00268618j -0.00393273+0.0126434j 0.00404872+0.00374812j -0.000449889-0.00371075j -0.00261369-0.00221304j -0.000866186-0.00379977j 0.00252101-0.0042174j 0.00534035+0.00494505j -0.0108422+0.00792161j 0.00300666-0.00328082j -0.00842002+0.00238115j -0.0044906+0.00197872j 0.00730617+0.0108044j -0.00069096+0.00887643j -0.00768441-0.00455426j 0.000934275+0.00940348j -0.00259864-0.00542986j 0.00700582+0.0164377j -0.00298693+0.00393839j -0.0088948+0.00657636j -0.00324115+0.0139815j -0.00980817+0.00433725j -0.00523391-0.00341131j -0.00491436-0.00558364j -0.00133902-0.00757641j 0.000217954-0.0051254j 0.00266365+0.0088246j -0.00794068-0.0115245j 0.000484556-0.0112731j 0.0150904+0.0214157j -0.00385963-0.00203966j -0.000464989+0.00905662j 0.00456378-0.00240177j -0.0111967-0.00931177j -0.0127552+0.00105966j -0.00526839-0.00682011j -0.00931833+0.000557104j -0.00532964+0.00828448j 0.00145277-0.00671288j 0.00609601+0.0162956j -0.000640821+0.0144262j 0.0108744+0.00469206j -0.00885479-0.00349493j 0.004746+0.0144673j 0.00386222+0.00231619j 0.000729879+0.00618676j 8.20874e-05+0.00912612j -0.0045857-0.0083849j 0.00526937+0.000933307j 0.000160589-0.00359393j -0.00686953-0.00627856j -0.000865915+0.0044994j 0.00122775+0.00138014j 0.000426409+0.000706331j 
0.00631566+0.00296008j -0.00320497+0.00105786j -0.00136197-0.00339832j -0.00250108+0.000916785j 0.00425078-0.000343604j -0.00164889+0.00487993j 0.00167469+0.00238508j -0.00221533-0.00194231j 0.000947623-0.00275873j -0.00096729+0.00140834j -0.000116009+0.00229508j -0.00276478-0.00305675j 0.00407325+0.00359838j 0.00262499-0.00114964j 0.00460663-0.00421891j 0.00284556+0.00304084j -0.00241164+0.00321702j -0.000159549+0.00616225j -0.00590564-0.00442451j -0.000962748-0.00653711j -0.000964083-0.000377919j 0.00268202-0.00430433j 0.00067348+0.00141534j 0.00375637-0.00165922j -0.00264036+0.00743091j -0.000903662-0.00162275j 0.00348713-0.000831154j -0.00297601+0.00501918j 0.00464645-0.000347911j 0.0029648+0.0033357j -0.0111394-0.000236214j -0.000274137-0.00681952j -0.0035139-0.000374161j 0.000806774-0.00391178j 0.00337038+0.00179254j -0.00410271+0.000293048j -0.00109164+0.00111705j -0.0104947+0.000385689j -0.00159623-0.00410767j 0.00631881-0.00293573j 0.0083557+0.000166278j -0.00525932-0.0131963j 0.011817-0.000465859j -0.002287-0.00405057j -0.0107159+0.00508927j 0.00606471-0.00159839j 0.0128086-0.00176174j -0.0164478-0.0059187j -0.00239142-0.000222061j -0.00805289+0.00407809j -0.0115885-0.000410131j -0.0141675+0.00195635j 0.00658631+0.0102605j 0.00487341-0.000394326j 0.01153+0.0031772j -0.00104963+0.00148927j 0.00501065-0.00189835j -0.00586085-0.00471262j -0.0026269+0.00371101j 0.0033502+0.00728071j -0.000746058-0.00629007j 0.00398324+0.00301622j -0.00804793+0.00365294j -0.0078829-0.00329903j -0.00134601-0.00354733j -0.00112104+0.00618929j -0.00230255+0.00178123j -0.00421109+0.00431814j -0.000209748+0.000385416j -0.00116143-0.00646263j -0.00040459-0.00192556j 0.00154732+0.000838152j 
0.000983897+0.00155358j 0.00288499+2.85677e-05j -0.00300466+0.00136102j -0.00157743+0.00679754j -0.0041934+0.00241809j 0.000815541+0.00686096j 0.00349704+0.00280159j 0.00616036+0.00535566j -0.000169676-0.000405856j -0.00363565-0.0028079j -0.0011312-0.0076719j -0.000895428-0.00124287j -0.00352991+0.00697907j -0.00582993-0.000469706j 0.00169012-0.0043041j 0.00150176+0.00265606j -0.00421707-0.00367201j -0.00535528-0.00737362j -0.00215006+0.00268398j 0.00784749+0.00415195j -0.00197676+0.00027155j -0.00288507-0.00337033j 0.00129247-0.0034136j -0.0101255+0.00294655j -0.000374455+0.00141278j -0.00692759+0.00199418j -0.00468574-0.00608818j -0.00196673+0.000137706j 0.00320538+0.0032232j -0.00289575-0.008161j 0.00384172+0.000366687j 0.00603612-0.0117795j 0.00349715-0.00404875j 0.000264941+0.00672289j -0.00251809+0.00100991j 0.00966344+0.00894781j -0.00257319+0.00206998j 0.00164704-0.00376301j 0.010934-0.000528799j 0.00546636-0.00436287j 0.000660074-0.022905j -0.00921577+0.00939191j 0.00602455-0.00652604j 0.00541413-0.00134871j 0.0147901+0.0238091j -0.0012791+0.00621205j -0.00557488-0.00710156j 0.0181114+0.00746034j -0.0062452+0.005511j -0.00382927-0.0125895j 0.00234452+0.00345915j -0.00264547-0.00493218j 0.00893342-0.00976354j -0.00307945-0.00591826j 0.00678704+9.84701e-05j 0.0117462+0.00567712j 0.00930925-0.0159352j 0.0107088-0.00208865j -0.0128434-0.00284586j -0.0102327+0.010981j 0.000730682+0.0172946j -0.00428484-0.00904556j 0.00307913+0.00734894j -0.00990755+0.0178447j 0.00789553+0.00961338j -0.00104803-0.00619747j 0.004669+0.000410658j 0.00114191-0.0081721j -0.00138663-0.00371845j 0.00301711-0.00195171j -0.00556269-0.00696836j -0.00065297-0.00150406j 
0.00633623+0.00295326j -0.00161569+0.00445649j 0.000285481+0.00628588j -0.000934598-0.00853781j 0.00488541-0.00482602j 0.000557577-0.00236765j 0.00314468-0.00278171j 0.00246234+0.000601009j -0.00186047-0.0046001j 0.0020281+0.00312508j -0.00105487-0.000965822j -0.00475255-0.00329426j 0.00136286+0.00474183j 0.00112122-0.000275997j -0.00381978-0.00468402j 0.00265283+0.00141507j -0.000843208+0.00181836j 0.00271552+0.00354375j -0.00672865+0.00167728j 0.000167411-0.00652172j 0.00175364-0.00561429j 1.205e-05-0.00168515j -0.000342378+0.000810097j 0.00457+0.00488259j 0.000151864+0.0126109j 0.00831842-0.00371097j 0.00249699+0.00298184j -0.0029558+0.0100441j 0.00863396-0.00643152j -0.00167182-0.00213821j -0.00867373+0.01145j -0.0103554-0.00459649j -0.00291579-0.00357117j 0.000436783-0.00474685j 0.00542822+0.012748j 0.00208746+0.00774801j -0.000278613+0.00999361j 0.000157063+0.000359863j 0.000613581-0.000196997j -0.00294127-0.0152766j 0.00180619-0.00718849j 0.0067932-0.00460982j 0.00475371+0.0126874j -0.00390345-0.0145268j 0.0269541+0.00859007j -0.0101392-0.0101706j 0.00410416+0.0034698j 0.00608221+0.000560859j -0.00340024-0.00824525j -0.00242866+0.0109775j 0.00513351-0.000639179j 0.0032599+0.00478036j 0.00461646-0.00221484j -0.00465656+0.00890497j 0.00753743-0.00135415j -0.00563045+0.0104118j -0.00369338+0.00802973j 0.0112878-0.00460284j -0.0095681-0.00520203j 0.00141498+0.016986j 0.00328273+0.000243118j -0.00359898+0.0163137j 0.00204047+0.00043384j 0.000170899+0.0251107j 0.00272906+0.010967j -0.0052817+0.00128304j 0.00470835-0.00569801j 0.00222166+0.000729852j -0.000934785+0.00799172j 0.000242403-0.00648229j 0.00241933+0.00068123j -0.00641294-0.0011861j 
0.00109325+0.00342599j 0.00816692-0.00390296j 0.00613098+0.00126103j 0.000216215-0.000945263j 0.00519817-0.00241049j -0.00303602+0.0040715j -0.00708665-0.00074721j 0.0055736+0.00947949j -0.00906872+0.00121925j -0.00162467-0.00168378j -0.00474168-0.00923792j -0.000914897-0.00693889j -0.00122756+0.000220105j 0.00594702-0.00149611j -0.00310537+0.000859935j -0.00798195+0.00140347j 0.00538916-0.00907193j -0.0038948-0.00725315j 0.00246551-0.00369665j -0.0015252-0.00466066j 0.00331811+0.00437041j -0.000662229+0.00806281j -0.00712085+0.00297117j 0.00360178+0.00821174j 0.00615424+0.00298174j -0.00212299-0.00908989j 0.00343634-0.0141384j -0.00752532-0.00446137j -0.00101035+0.013556j -0.0034064+0.00520926j 0.00318955+0.0218045j -0.0116616+0.00133358j -0.00571419+0.00246819j 0.00089471+0.00445822j 0.00303105-0.0102456j 0.00404443-0.00755223j 0.0021904-0.00201314j 0.00724535+0.00225086j -0.00915312-0.00296406j 0.000130363+0.00160406j -0.00459607-0.00301053j -0.00371283-0.00763877j -0.00529884+0.0032787j -0.00752524+0.00895379j 0.00172886+0.00053124j 0.0016116+0.00140445j -0.00863046+0.0030893j 0.00254685+0.00363486j 0.00819875-0.0135916j -0.00623179-0.0110444j -0.0113261+0.00864865j 5.29612e-05-0.00513953j 0.0233325-0.0192789j 0.00748913+0.00402562j -0.00580887+0.00315544j -0.00790126+0.00431087j 0.00503775-0.00133581j 0.00880542-0.0115238j 0.000197796-0.0118221j -0.0020395-0.0080389j 0.00117091-0.00263307j -0.00424378+0.0135325j -0.0035143+0.00417355j 0.00939254-0.0168619j 0.00644429+0.0150002j -0.00466814-0.00218857j 0.00385803-0.0110935j 0.00458111+0.0118467j 0.00475978-0.00687923j -0.00125092-0.0092044j -0.0105643-0.0048596j -0.0015885-0.00169344j 
-0.00244857+0.00810081j 0.00114384-0.00117093j -0.00193424+0.000779039j -0.00500466+0.000769557j -0.0034041+0.0015071j -0.00236968+0.00507837j -0.00407547+0.00133746j 0.00134095+0.00117058j -0.0033754-0.00384269j -0.00811751-0.00670197j -0.00451368-0.00127775j -0.00104497-0.00520172j -0.0100033+0.00581704j 0.0103721-0.00516772j -0.000292485-0.00633872j 0.00485573-0.00158091j -0.000526104+0.00444099j -0.00164735+0.00620852j 0.00551664+0.00217225j -0.00121903+0.00558256j -0.00488577+0.00133672j -0.00231235+0.00379266j 0.00323137-0.00362059j 0.00408025-0.00317732j 0.00859494+0.00142627j 0.00416142-0.00552932j -0.00282634-0.00584179j -0.011194-0.000302104j -0.00373359+0.00555309j -0.0137211-0.00032843j -0.00793829-0.0013531j 0.00324817+0.00138301j -0.00075056-0.00617521j -0.00289998+0.00140999j 0.00349162+0.0040955j -0.014664+0.00515108j 0.0056263-0.00806385j -0.00498203-0.00928769j -0.00138444-0.00303483j 0.00211636-0.00397724j -0.00307215-0.0119006j -0.0060681-0.00773793j -0.00182589+0.00585569j -0.00746888+0.00288532j -0.000581446-0.013111j 0.0135116+0.0121286j 0.0183144+0.00890563j 0.0073225+0.000482407j 0.0203391+0.0124087j -0.00188747-0.00655784j -0.00652879-0.00313772j -0.0218724-0.012906j 0.00189028+0.0233136j 0.00213065-0.00278015j -0.00269865-0.00672167j -0.0129208-0.0107769j 0.00461402+0.0045634j -0.00095665+0.0031021j -0.00831433+0.00110315j -0.00275197+0.00607599j -0.00441179+0.00325793j 0.0015614-0.00245295j 0.000734375+0.00543307j 0.00451227-0.00260483j -0.00364402-0.00459188j 0.00757964-0.000495324j -0.00219821+0.00686566j 0.00382299+0.00286257j 0.000566223+0.00588132j 0.0023311-0.00242522j 0.00431881+0.000250437j 0.00120557+0.00398017j 
