0.124858+0.141195j -0.164905+0.120776j 0.0780471+0.230323j 0.234369-0.0281299j -0.06353-0.125958j 0.0637347-0.0952071j -0.148181+0.0441512j -0.00578966+0.209247j 0.0481936-0.0194897j -0.00702178-0.0304405j -0.072752+0.05123j 0.078483-0.0131611j -0.137952-0.1057j 0.0468455-0.049807j -0.0372287+0.035424j -0.0423103-0.0341385j -0.0150023+0.011913j -0.0508331+0.0203387j -0.0138611-0.0286334j 0.121478-0.175127j 0.0408399+0.0886729j 0.0330742+0.0276371j -0.0601919+0.071499j 0.0608499-0.0916994j -0.017034+0.0187893j 0.03852+0.0981881j 0.0948556+0.00872285j 0.065762-0.13917j -0.0427844+0.0147677j 0.0935963-0.0420247j -0.116565-0.0054635j -0.0158136+0.0711187j -0.0514823+0.0066321j -0.0170163+0.0161942j 0.00311579+0.0555644j -0.0477808+0.00583337j -0.0312797+0.013693j -0.024884-0.0299697j 0.00209868-0.104146j 0.05909+0.0414143j 0.0443452-0.068085j 0.0279541+0.00480424j -0.0626983+0.0202196j -0.0906427-0.022937j 0.0308879-0.0400351j 0.0886783-0.045997j -0.00466653+0.0953042j 0.021083-0.0260094j -0.113862-0.0597477j 0.0966159+0.0461837j 0.0425065+0.0657037j -0.0702033+0.0465499j 0.044013-0.108365j -0.0327045+0.000971513j -0.0475966+0.0118998j -0.0806599+0.0630249j -0.0226161+0.0400043j 0.0757308+0.00307442j 0.0873601+0.0457014j 0.0134615+0.0428637j 0.0921003-0.0500058j 0.0698394-0.0584495j -0.179554+0.0456123j 0.0818142+0.0317674j -0.0851727+0.106811j 0.0563347+0.131114j -0.135341+0.14963j -0.120942-0.173085j 0.100554-0.152045j -0.166209-0.125228j 
-0.0149207+0.00161536j -0.000418121-0.0125609j 0.0123032+0.0121547j 0.010695-0.00614678j -0.0205338+0.0179712j -0.00599621-0.00741077j 0.0165322+0.00059445j -0.0105608-0.00397359j 0.0276095-0.000891553j 0.0081703+0.0220539j 0.00225341+0.00100651j -0.00236282-0.00611009j 0.00508646-0.00329896j 0.0230458+0.00998307j -0.00870975-0.00653638j 0.0108317-0.00133046j 0.00978865-0.0109191j -0.0156171+0.00683404j 0.00627736-0.000234121j -0.0141249-0.0102975j 0.00284846-0.00419159j 0.00742845+0.00918452j -0.00888248-0.0042713j -0.0131243-0.00684623j -0.0156291+0.0258292j 0.00162155-0.0143213j -0.0159707+0.00566556j 0.0182078+0.00216591j -0.00852936+0.0206938j -0.00826572-0.000125033j 0.0074521-0.00874016j -0.00474256-0.00177417j 0.00799226+0.0198956j -0.00192551-0.0110661j 0.00291747+0.00563575j -0.00468455+0.0153969j -0.00272989+0.000138352j 0.0198992+0.00933087j -0.00121101+0.0145773j 0.0219105-0.00321603j 0.000846758+0.000879343j -0.00386283-0.00851975j -0.0063139-0.0290954j 0.00451175+0.00120457j 0.00765072-0.0180308j -0.00188162+0.00441816j -0.0123642+0.0457231j -0.00679377-0.00522687j -0.012138+0.0126988j -0.0408227-0.00611106j 0.0202775+0.000566457j 0.000105337+0.0203909j 0.00368787+0.00685833j 0.00519181-0.00228123j 1.99619e-05-0.0147722j -0.00758626+0.00304205j -0.00383834+0.00660584j 0.00277764+0.0192359j 0.0274078-0.00919265j -0.0142321-0.010393j 0.00620781+0.0170299j -0.00147354+0.00438271j 0.0107079-0.0112596j -0.0156136-0.00598951j 0.00726104+0.00971781j 0.00504211-0.0116087j -0.0125939+0.00225702j -0.00546798-0.0103354j -0.00180269+0.00493059j 0.00548937+0.000834389j 
0.000537396-0.0135672j 0.0144968-0.000626809j -0.00520943-0.00627402j -0.00589787+0.00967472j 0.00915993+0.0120495j -0.00476861+0.0075196j 0.0105745-0.0115416j -0.0147947-0.00640546j -0.00596492-0.00365707j -0.000891638-0.00067993j 0.0075819-0.00218756j 0.00768914+0.0111062j -4.86617e-05-0.00546772j -1.61247e-06+0.0073846j -0.00489652-0.00236734j 0.00745877+0.000956207j -0.000706063-0.00190184j 0.00366257+0.00339758j -0.00598358+0.000578716j 0.00206138+0.00460824j -0.00396405-0.00332618j -0.00695355+9.4636e-05j 0.000742088-0.00143439j 0.00701038-0.00421418j -0.00694216+0.00119703j -0.00913774+0.00358008j -0.00436432-0.0027917j -0.000768067+0.00194473j -0.00150211-0.00431839j 0.000186556-0.00746462j 0.00135649-0.00924666j -0.00430047+0.00277923j -0.00423037-0.00532115j -0.00563618-0.00382391j 0.00114496+0.00390526j -0.000730984-0.000110389j 0.00169405-0.000305917j -0.0078227-0.00127487j 0.0100169-0.00288335j 0.0035141+0.00895562j -0.000144736+0.00587036j -0.00573883+0.0037994j 0.000247884+0.00373596j -0.00587983+0.00284442j -0.00413221-0.0032384j 0.0061044+0.00326719j 0.00373262-0.0027371j -0.00342739-0.00746054j 0.00580261-0.000350642j -0.00423389+0.00528836j -0.00112758-0.00118777j 0.00221565+0.00421173j -0.00637745+0.00199065j -0.00221484+0.00608127j 0.00420891-0.000953524j 0.00254397-0.000968504j -0.00108801+0.000686588j -0.00280815+8.43999e-05j -0.00331753-0.00420342j -0.00382196+0.0032795j -0.00338426-0.00270156j 0.00167453-0.00973368j 0.0141991-0.00127168j -0.0029089-0.00952651j 0.00774883-0.000604483j 0.00117597-0.0145915j 0.00426626-0.00943035j 0.00530624+0.00439943j -0.0156165-0.000422035j -0.00236122+0.014618j 
-0.0192286-0.00207792j 0.00100839-0.0230497j -0.0061985-0.0128953j -0.0177854+0.00726632j -0.00544366-0.00185546j 0.00938002-0.00407611j 0.0119884+0.000581199j 0.00113058-0.0148611j -0.00672434-0.00348641j 0.00541142-0.00882413j -0.0071135+0.00193209j -0.00918234+0.00321095j 0.00563658-0.00189556j 0.000573409-0.00270815j 0.00151986-0.00583628j 0.00428916+0.000903951j -0.00641079-0.00511281j -0.00264222+0.00452011j 0.00447871-0.00690603j -0.000879087-0.00273371j 0.00190097-0.000644978j -0.00240832-0.00508396j -0.00122521-0.00408809j 0.000855835+0.00520402j 0.00280883-0.00275639j -0.0011984+0.000883638j -0.00593032+0.00442365j 0.000739816+0.0089855j -0.00473925-0.00276592j -0.00696681+0.000953681j -0.00761553-0.0064291j -0.00212385-0.00215243j -0.00581029+0.00827965j -0.000141356+0.00377074j -0.000617517-0.00666088j 0.00152879-0.000465507j -0.000137522+0.000168437j 0.000585788+0.0112029j 0.000571897+0.000139311j 0.00296841-0.00752095j 0.00791817+0.00261824j 0.00540628+0.00240578j 0.00494122-0.00433853j 0.00770944+0.00589063j -0.00230776-0.00227221j 0.00181762+0.000231533j 0.00214586-0.0021246j -0.0054281+0.00551514j 0.00170358+0.00307417j 0.00336053-0.00254643j 0.000386416-0.00571917j 0.00514404+0.00304293j -0.00685052-0.00273065j 0.00489903-0.00447298j -0.00191107+0.00325043j 0.00481266+0.00418689j 0.00507562+0.00279078j -0.00621679-0.00379136j 0.00729171+0.000722732j -0.00375058-0.0030074j 0.00262907+0.001099j -0.000672254+0.00201765j 0.00279492+0.0129456j 0.00836667-0.00349671j 0.00882093+0.00584701j 0.00971528-0.00115411j 0.0147022+0.00225409j -0.00354766+0.0101636j -0.0026096+0.0229952j 0.0191709+0.00297951j 
-0.00418301+0.00196458j -0.0037546-0.00525254j 0.00393274-0.00531497j -0.00695074-0.00228082j -0.00283273-0.0042884j 0.00480565+0.000566577j 0.00606859+0.00388746j 0.00547579-0.00247573j -0.00284243-0.000376164j 0.000560334-0.00461977j -0.00441768-0.00272458j 0.0046807+0.00415872j 0.00318883-0.00290511j -0.000302794-0.00121301j -0.000627373-0.000184873j -0.000276289-9.64413e-05j -0.00387407-0.00307571j -0.00520287+0.00150012j 0.00141556-0.00340582j 0.00397042-0.00558706j 0.000721727+0.0018761j 0.00323163-0.000355421j -0.00159735-0.000539205j 0.0017921-0.00571902j 0.0033252-0.00420547j 0.00270835+0.00251111j -0.00169942+0.00665858j 0.00322948-0.00356712j 0.00114478+0.000474645j -0.00271257+0.00452144j 0.00168758+0.00299139j 0.00474333+0.00319333j 0.00195263+0.0041464j 0.000727994-0.000576997j -0.00376354+0.000942972j -0.00345646-0.00453845j 0.00283688-0.00092984j 0.000877602-0.00139622j -0.00201238+0.000434539j 0.000602789-0.00227285j 0.00410262-0.00132478j 0.000841633-0.00594315j -0.00354151-0.00312316j 0.00275686-0.00277056j 0.000246049+0.00403556j 0.00096435+0.00166929j -0.00125306+0.00239514j 0.00340051+0.00238278j -0.00676808+0.00184085j 0.00248995-0.00252015j -0.00402467+0.00136001j 0.0016793+0.000882658j 0.00165696-0.000428615j 0.00168534-0.00124853j 1.09196e-05+0.00140992j -0.000353652+0.00275275j -0.00098415-0.00219113j -0.00185235+0.000951839j 0.00222765+0.000532258j 0.00425455+0.000323689j 0.000231486+0.000894439j -0.00581594+0.00288759j -0.00142263+0.00156119j -0.00241347+0.00215508j -0.0026366-8.74865e-05j -0.00433101+0.00805032j 0.00281393+0.000937221j -0.00224048+0.00242704j 0.00487928+0.00196983j 0.000146567-0.00269952j 
0.000789178+0.000280057j 0.00341952+0.00236128j -0.00375464+0.00298724j 0.00707694+0.00146586j 0.00239998+0.00740259j -0.0067829+0.000894128j -0.00858197+0.000896382j 0.00148732+0.00167671j 0.00230784-0.00122629j -0.00380842+0.0128234j 0.0131196+0.000259906j -0.00342468-0.0026337j 0.00574887+0.00595145j -0.00375165-0.000452384j 0.0016835-0.00382037j 0.00877891+0.0065867j 0.0044139-0.00371689j 0.00710084+0.00351256j -0.00208067+0.00916448j 0.00406731+0.00692724j -0.0144783-0.00709117j 0.00391536+0.00947276j 0.00555826+0.00406806j -0.00310535-0.00806825j -0.00436782+0.00800129j -0.00419784+0.00370776j -0.00478752-0.00661329j -0.00272896+0.00155406j -0.00247124-0.00140995j -0.00308402-0.00998554j -0.000283773-0.010975j -0.00487579-0.00427612j -0.00138859+0.00155587j -0.00707151-0.00259353j 0.00886536+0.000487403j 0.00552335+0.0026125j 0.000300771-0.00645158j -0.0025963+0.00981175j 0.00666557-0.0039137j 0.00951635-0.000708744j -0.00576548+0.00788994j -0.00522251+0.00914235j 0.00071321-0.00298605j -0.00618604+0.00881957j -0.00551797-0.000236392j 0.0103024+0.0043335j 0.00856743-0.011013j -0.0130202-0.00354598j 0.00212485+6.41937e-05j 0.00171691-0.00100659j -0.000705759+0.000546309j 0.00493414+0.00788288j -0.00684764-0.00283301j 0.00278727+0.0061777j 0.00100458-0.00458957j 0.00477335+0.00498055j -0.00131494-0.00437755j -0.000183543-0.00351437j -0.00142121+0.00791343j -0.0109095-0.000808238j 0.0071817+0.00384797j 0.0144542-0.00188097j 0.00163921-0.00195703j 0.0181879+0.00358593j 0.0062103-0.00232739j 0.0181681-0.00412061j 0.00837032-0.00239529j 0.00336508+0.00813277j 0.00190414+0.00713942j 0.0102588-0.00410518j 
-0.00613089-0.00591719j 0.00401001-0.00274239j 0.00360476-0.0109892j -0.00763008-0.00107558j -0.00274279+0.00788229j 0.000595394+0.00566881j 0.0131458-0.00609191j 0.00677619-0.0116743j -0.00733306-0.00898729j -0.00435883-0.0052922j 0.00272107-0.00525328j 0.0210644+0.00362153j 0.00568276-0.00246873j -0.00746333+0.00296283j -0.00704551-0.00531073j 0.0166699+0.00181663j -0.00311219-0.0102902j 0.00163232+0.0172007j 0.00272319-0.0101065j 0.00248746-0.00435992j 0.00785367-0.00112429j 0.00512187+0.0061146j 0.0069427+0.000868074j 0.00357-0.0143235j 0.00428083-0.0011268j -0.00386008+0.0167292j -0.00314476+0.00246458j 0.00128765+0.00979641j -0.0126446-0.00229786j -0.00989512-0.00247073j -0.0120962-0.00357768j -0.00467119+0.00431674j -0.0132109+0.0153434j 0.00369776+0.0101046j -0.00228142-0.00214269j 0.00638671-0.000814129j 0.00242585-0.00187948j -0.00122933+0.0198931j 0.00299807-0.00878085j 0.0013078-0.0199811j 0.011811-0.00422615j 0.005178-0.00122812j -0.00235668-0.0132231j 0.0116369+0.00606396j -0.00700105-0.0121822j 0.00880681+0.00932263j -0.000990773-0.00278192j -0.00639999+0.0100517j 0.0157+0.00145414j 0.01467-0.00430441j -0.00592616-0.00600762j -0.000341476+0.00591841j -0.00308039+0.00360904j -0.000141044-0.0064003j 0.00498817+0.00450333j 0.00357323+0.00357125j 0.0141737-0.00340018j -0.00102004+0.00177289j -0.00449468+0.00369428j 0.00365241-0.0122599j -0.00466596+0.00732207j 0.00771412+0.022989j 0.00783944-0.00643101j -0.00587103+0.0156452j 0.00268255+0.00200282j 0.00875615+0.0254828j -0.00187877+0.00184144j -0.000966164-0.00110507j 0.010203-0.00196533j 0.00115296-0.00309975j 
0.00168285-0.0021434j 0.00166902+0.00154911j 0.000553074-0.00466791j -0.00326467-0.00375088j 0.00182034+0.00554718j -0.00457931-0.000820601j 0.00392052+0.00415046j 0.00343862-0.00633758j -0.00314836+0.00604285j -0.00511021+0.00509579j 0.0044571-0.0038893j 0.000791681+0.00543931j 0.00940356-0.000808529j -0.013348+0.00217925j -0.00562225+0.00121784j 0.00340698+0.00397583j -0.00432307+0.00177035j 0.0059647+0.00102554j -0.0071357+0.00674913j -0.000737455+0.00159649j -0.0186033-0.00383032j 0.00237742+0.00843324j 0.00494432+0.00782413j -0.00520354-0.0139826j -0.0106289+0.0046907j -0.00908762-0.000457508j -0.00041587+0.00122772j -0.00796945-0.00360523j -0.00158098-0.00867522j -0.00404058-0.00170833j 0.00499275-0.00965165j 0.00215979-0.0104349j 0.00664148-0.00706093j -0.0137064-0.00299583j 0.011195+0.0131603j -0.00264159+0.00824041j 0.000208985-0.0135017j -0.00737912+0.00497025j 0.00844415-0.00151465j 0.0112973+0.00137469j -0.00307817+0.00533049j -0.0170343+0.0101625j -0.00190953+0.00103402j -0.00883272+0.00531101j 0.00659419+0.00664522j 0.00454468+0.000343355j 0.0104162-0.0162101j -0.00843421-0.0114414j 0.00193632+0.011892j -0.0028543-0.00069106j -0.00224241+0.0121716j 0.00971044+0.000312942j -0.00876645+0.0059819j 0.00134794+0.00790945j 0.000668466-0.00920037j 0.0111073+0.00252425j -0.00514289-0.0131721j -0.0035349+0.000660182j 0.00364933+0.00452326j -0.00644849+0.00157979j 0.00385336-0.00265764j 0.0107785-0.00838176j -0.0069387-0.0126954j 0.00928098-0.00263667j 0.00242994-0.00764402j 0.0111219-0.00417323j -0.00276399-0.00445197j 0.00467307-0.00327221j 0.000160832+0.00399354j 0.00537537+0.000892321j 
0.0005179+0.000352008j 0.00265715+0.0013695j -0.00220821-0.00101165j 0.0005087+0.000443768j 1.73595e-05+0.00244114j -0.00106403-0.00414879j -0.00815267-0.00258626j -0.00327818+0.00172663j -0.000595475-0.000342359j 4.16218e-05+0.00481788j 0.0023397+0.000191659j -0.00298636-0.0103464j -0.00722092+0.00227654j 0.00148633-0.000593359j -0.00345875-0.00416316j -0.00189277-0.00159987j 0.0051122-0.00429952j 0.0027279-0.00316428j 0.00769385-0.00294641j 0.0008529-0.00104922j 0.00152671-0.000228835j -0.000672745-0.00299267j 0.000134286-8.01204e-05j -0.000857641-0.000290397j -0.000716633+0.00309082j -0.00622071+0.00272904j -0.00217596-0.00439398j 0.00100314+0.00837623j -0.000715026-0.00406306j 0.00187353-0.00656019j -0.00454236+0.000525591j -0.0110706+0.00362364j -0.00626934+0.000927761j 0.0062558+0.00635729j -0.000764808+0.00148652j 0.00704165+0.000319461j -0.00160648+0.00813263j 0.00081207+0.000718406j 0.00352075+0.00237696j -0.0083658-0.00136202j 0.00144286+0.00109316j 0.00411798+0.000613893j 0.00234611-0.00540091j 0.00446278+0.000858337j -0.00185491-0.00911216j -0.00444491+0.0097954j -0.000562833+0.00173348j -0.00101469+0.00309491j 0.0132681-0.00908053j 0.00137148+0.00116937j 0.000990541-0.00676715j -0.00425321+0.00380079j -0.00077643+0.00141689j 0.000769464+0.00310708j 0.00480988-8.41227e-05j 0.00161352+0.000530834j 0.00888168+0.00601892j -0.00448978-0.00319791j -0.0032323+0.00591921j -0.00280698+0.00298163j 0.00370639+0.0103751j -0.000350468+0.00326225j 0.00514479+0.00213095j 0.00112492+0.00455317j 0.00640164-0.00130463j -0.000260533-0.00719208j 0.00570779+0.00144615j 0.000475846+0.00633551j -0.00256072+5.39967e-07j 0.00121346-0.000509073j 
0.00363614+0.00350974j -0.000543005+0.00285307j -0.00318041+0.00412374j 0.00412061+0.00142778j 0.00850007-0.0012933j -0.00400773+0.003188j -0.0124842+0.0006867j -0.00489025+0.0109346j 0.00764361+0.00552019j 0.00224359+0.0165786j 0.00665341-0.00471154j -0.00218508-0.0121867j -0.00638841+0.00167393j 0.0125421-0.0065086j 0.0108792-0.00132506j -0.00905291+0.00294876j 0.0126249+0.00457782j -0.0018774-0.00783735j 2.74752e-05+0.00571809j 0.005429+0.01323j -0.00272966-0.00559366j 0.000306296+0.00110497j -0.00226429-0.00130337j -0.00110369+0.00442627j 0.000226275+0.00332432j -0.00194391-0.00107614j -0.00368258-0.0169893j -0.00259635+0.00738452j -0.000337388+0.00892133j 0.00406772-0.00837843j -0.0107529-0.000510819j -0.0126511+0.000408672j -0.00375893-0.00319267j 0.00627902+0.00704751j -0.00600962-0.00831408j 0.0126869+0.00650427j 0.00429981+0.0113266j 0.00314978-0.000280173j 0.00562985-0.00557787j -0.0062604-0.00190359j -0.00659265-0.00857192j 0.00330971-0.00227119j 0.0124571-0.00601957j 0.001627+0.00194852j -0.00186899-0.0179876j -0.00688189+0.0066122j 0.00302446+0.00398528j -0.00425387-0.000236633j 0.0157594-0.0129135j 0.0100875+0.00206413j 0.00764488-0.000690875j -0.00973407+0.0106069j -0.00178235-0.00441599j -0.00563946+0.00218835j 0.00119128-0.0015236j -0.0108763+0.00504474j 0.0165884+0.00759889j 0.00227479-0.00835766j -0.00116638+0.0110864j -0.00628586-0.000854823j 0.00384842+0.00542803j 0.012978+0.000292975j 0.0125725+0.00139416j 0.00315651-0.00173994j 0.00563006-0.000482566j 0.00315211-0.0125282j 0.013701+0.00324099j -0.00265904+0.0118489j -0.00117646+0.000691568j 0.000816817-0.00314389j 
0.000743058-0.00125925j 0.00138483-0.000273594j 0.00192004-0.00218919j -0.00433052-0.00320427j -0.00773235+0.00133027j 0.000674227-0.0126392j -0.00113716+0.00117302j 7.38062e-05-0.00371134j -0.00175058-0.000402765j 0.00178173-0.00490184j -0.00976459+0.00336301j -0.00257492-0.00697453j -0.00806201-0.00312118j -0.00462463+0.00396026j -0.00873922+0.00753073j -0.00442063+0.00791625j -0.00846194-0.00313908j -0.00851267+0.000734008j 0.000936917-0.0064011j -0.00939841-0.00462312j -0.00428217+0.00355796j -0.00535912-0.00331805j 0.00516454-0.000137496j -0.00159824-0.000223503j -0.00428738+0.000539732j -0.000746743+0.00505047j 0.00400374+0.00386867j -0.00187198+0.0017262j -0.00264568-0.00679928j -0.000982449-0.00229002j -0.00141036-0.00210913j -0.00623601+0.00202338j -0.000653529+0.00365617j 0.00602716-0.000166442j 0.00632963+0.00452878j -0.000615132+0.00369312j -0.00199766+0.00470934j 0.00019859-0.000402031j 0.00754759-0.00179623j -0.00261837+0.00559887j 0.00156894-0.00123097j -0.00309346+0.00218791j -0.00341767-0.000363577j -0.000888985-0.00695427j 0.00369982-0.00452026j 0.00301091+0.00867472j -0.00205777-0.00116101j 0.00502129-0.00393635j 0.00415527-0.00432697j -0.001262-0.000941426j -0.000304857+0.00336985j 0.00246564-0.00672296j 0.00222385+0.00248095j 0.00194609-0.00715814j -0.00525664-0.00364716j 0.00573181-0.00213034j 0.00693798-0.00316513j -0.00766684-0.00153906j 0.00233435-0.00172882j -0.00285149-0.000400236j 0.00162704+0.0048029j -0.000884383-0.00154468j -0.000439943-0.00404629j 0.00205535+0.000120271j 0.000594337-0.0125397j -0.00981026-0.00243848j -0.00875927+0.00306331j -0.00183928-0.00910606j -0.00293451-0.000215057j -0.00137154+0.00241837j 
0.000979078-0.0013546j -0.00328403-0.00136133j 0.00314374-0.00694796j -0.0119033-0.00484499j -0.00256545-0.00360143j 0.000916077-0.00662852j 0.00988433+0.00145146j 0.000285804-0.0082824j -0.000972907+0.00957009j 0.00493011-0.00738077j -0.0176781+0.0019054j -0.00661832-0.0102575j -0.00983527-0.00370572j -0.00191123-0.00677923j 0.000709503+0.00978986j -0.0129533+0.00883011j -0.00415889+0.00534002j -0.00549327-0.000359106j -0.00227719+0.000243301j -0.00283958-0.00377399j -0.00937058+0.0060165j -0.00481682+0.00175171j -0.000163453+0.000453483j -0.00616604-0.00704499j -0.0069119+0.000641513j -0.0091211-0.000377012j 0.00392419-0.00591425j -0.00748071+0.00811545j -0.00873022-0.00575335j 5.47079e-05+0.00238364j -0.00713526+0.00269619j -0.00966794-0.000338037j 0.00273102-0.00846809j 0.00921595+0.0100081j -0.00126443+0.0118707j 0.00625323+0.0128954j 0.0029583+0.00467574j -0.00165775-0.000366247j 0.00491019-0.00956535j -0.0055848+0.00383466j -0.003517-0.0175914j -0.0121731-0.00238146j 0.00348317-0.00920393j -0.00725822-0.00821932j 0.00890002-0.0153574j -0.00666295+0.00993502j 0.00393501-0.00516973j 0.00634586-0.0124396j 0.0193946-0.00824184j 0.00359699-0.00269855j 0.0137112+0.0105454j 0.000750891+0.000764425j 0.00210237+0.00783173j -0.00586298-0.000259047j -0.00667521-0.00570067j 0.00644653+5.99452e-05j 0.0166327-0.0152429j -0.00798617+0.00437044j 0.0156747-0.00231601j -0.00076891+0.00234022j 0.0080578-0.000128806j 0.0049068-0.00278754j -0.00291256-0.0171049j -0.0132379-0.00461539j -0.00209503-0.00832227j -0.0101732-0.00715973j -0.0101142+0.00663433j -0.00663062-0.0124875j -0.00239066-0.00181759j -0.00399566+0.00481165j 
0.00252924+0.00164538j 0.00242415+0.0032011j 0.000858836+0.00148425j 0.00312964-0.00376263j -0.00418699+0.00191939j 0.00202156-0.00949975j -0.00719568-0.00210988j -0.00258353-0.00228496j -0.00572777+0.000664252j -0.006253+0.00407645j 0.00940998+0.00954825j -0.0164401-0.00120879j -0.00461333+0.0132197j -0.00472854+0.00176354j -0.0145385-0.00705257j -0.00704968-0.0180931j 0.00352381-0.00570877j 0.022123-0.0138391j 0.00960174-0.0164586j -0.00757217-0.0164004j 0.00783002+0.00029564j -0.000233211-0.006305j -0.0070051+0.00564799j -0.0107185-0.00936291j 0.00390157+0.00892438j -0.0161762+0.00318016j 0.00244566+0.00213237j 0.0117114+0.00441055j -0.0120024-0.0163903j 0.00474045-0.00547858j 0.0059697+0.0013902j -0.00269394+0.0124414j -0.00331019-0.00397106j 0.001333+0.00517765j 0.0105883+0.0136428j -0.00311951-0.00481137j -0.00547651+0.0072236j -0.00408789-0.000851388j 0.00323743+0.0158735j -0.00593073+0.00398421j 0.0129+0.000935985j 0.00402424+0.00238396j -0.00755745-0.000412305j -0.000386869+0.00179929j 0.00288554+0.00529201j -0.00577956+0.0108826j -0.0011062-0.000773202j 0.00189329+0.000740618j 0.00660772-0.0105666j -0.00790703+0.0091898j -0.0108051-0.00660554j -0.0065599+0.00239731j 0.00360999+0.00458994j 0.0115308+0.0153409j 0.00906271-0.00286619j 0.01247-0.0120503j -0.00413487+0.00731879j -0.00588072+0.0142531j 0.000536229+0.00650915j 0.0139819+0.0122966j 0.0198434+0.00631447j -0.0114193+0.0138537j -0.00612051+0.0109879j 0.0101931+0.0106171j 0.00627065-0.001948j -0.00150383-0.00320839j -0.00240385+0.00137766j 0.00261704-0.00110473j -0.00338081-0.00117465j -0.000578026-0.00094909j 
0.00419622+0.00172349j 0.00238864+0.00261504j 0.00132653+0.00678948j 0.00594948-0.00161044j -0.00458356+0.0041383j -0.00583116-0.0125544j -0.0142188+0.00709447j -0.000497045+0.00731224j -0.00470835-0.00859466j 0.00344296-0.00281465j -0.00642258+0.00243513j -0.00116233-0.0141196j -0.00985366-0.000388423j 0.000832966+0.0204709j -0.00421727+0.0136262j 0.0127236+0.0100028j -0.01435-0.000679901j -0.0138771+0.0116358j 0.00305017-0.00726863j -0.0146875+0.00829808j -0.000401589+0.00507821j -0.00122767-0.00268648j 0.0163672-0.00222547j 0.00813002+0.00101292j -0.0113073-0.00115832j 0.00692862+0.00373233j 0.00942015+0.00601969j -0.00389396+0.00295118j 0.0120509-0.00993625j -0.00538166-0.0128435j -0.00274923-0.00213724j -0.00823535+0.00463576j 0.0035975+0.0144422j 0.000781191-0.00863828j 0.00757491+0.00185896j -0.000873524+0.00551146j -0.00442888+0.0091926j 9.5086e-05-0.00727666j 0.00877178-0.00693056j 0.0010538+0.00710896j 0.00580882+0.0141224j 0.00932766-0.000811777j -0.00549148+0.00306724j -0.000109681-0.00788343j 0.00260764-0.00384169j 0.00966071+0.00335349j -0.00224048+0.00124314j 0.00271436-0.000374199j -0.00538369+0.00189814j -8.31078e-06-0.00051319j -0.00363038-0.00577261j -0.00210746-0.0146649j 0.00110671+0.0012781j -0.00182254-0.0161002j -0.000388769+0.00200718j -0.000634645-0.00137851j 0.00302837+0.00415497j -0.0136198-0.0109875j -0.0068732+0.00291727j -0.0203674-0.000437175j -0.00503844+0.0235288j -0.00796881-0.00976914j 0.00378835+0.0057312j 0.0172745+0.00066385j -0.00404079-0.0167325j -0.0104888+0.00477106j -0.00153968-0.000356785j 0.00108737-0.00193834j -0.00232233+0.000146018j -0.00151307-0.00142123j 
0.00111543+0.00186968j -0.00248175-0.000632597j -0.00192658+0.00438512j 0.00310713+0.00126362j 0.0107266-0.00176581j -0.000972747+0.0108633j 0.00430434-0.00182795j -0.00343213-0.00150162j -0.00848769+0.00138821j 0.00798297-0.00887729j -0.00237704-0.00495579j -0.00789133-0.0017517j 0.00937018+0.00807099j -0.000918304+0.00766813j 0.00382208+0.00523946j 0.00108553-0.00376578j -0.00194261-0.00269075j 0.00560581-0.00732874j 0.00251521+0.00156972j -0.00581241-0.000930409j 0.00305969+0.00297225j 0.00776768+0.00572329j 0.00629314+0.0111952j -0.00254754-0.00825438j -0.0014496-0.0097416j -0.0132662-0.00197903j 0.00542028-0.00375329j -0.00412576+0.00636577j 0.000653063-0.00403136j -0.00440903-0.00548264j 0.00102424+0.00707441j 0.00450313+0.00384119j 0.00146543-0.00387584j 0.00265571+0.00945301j -0.00381065+0.0187422j 0.000120562+0.00867756j -0.00445051+0.00261105j -0.0036051-0.00030001j -0.00237609-0.00393252j -0.00184382-0.000403406j 0.00363182-0.00434693j 0.00481175-0.0124155j -0.00234271-0.00946532j -0.00450997+0.00229782j 0.0100307-3.67235e-05j -0.00773921+0.00305147j 0.00560635-0.00786915j 0.00396101-0.00264288j 0.00226492-2.57339e-05j 0.00394197+0.00664451j 0.0114184-0.00682967j 0.00236805+0.0079825j -0.00129774+0.00598378j 0.0120781+0.00269183j 0.00780349+0.00272864j -0.00268691-0.0124573j -0.00148901-0.00690281j 0.00506416+0.00483692j 0.0110777-0.00528905j -0.00601001-0.00689276j 0.00209046+0.00801589j -0.00535437+0.000709143j -0.000690988+0.00509721j 0.000178645+0.000900379j 0.000623557+0.00807676j 0.00243834+0.000843025j 0.00527553-0.00402149j 0.00325039+0.00239709j 3.33542e-05+0.000235282j -0.00135196+8.01494e-05j 
