0.257969-0.112399j -0.103802-0.261712j -0.210946-0.0814948j 0.0519875-0.169108j -0.102085-0.0524763j 0.0857397-0.113068j -0.0738545-0.201007j -0.143182+0.0637957j -0.0149059+0.00752052j 0.0739367-0.181932j -0.0152003+0.0663092j -0.0608261+0.0182424j -0.0826604+0.0103563j 0.075734+0.00425267j -0.0747503+0.0416382j -0.11267-0.158454j -0.0836845+0.0443736j 0.0119721+0.00518153j 0.0394813-0.0825937j 0.113783+0.145375j 0.0377843-0.0136868j 0.121619-0.00561475j -0.110367-0.074389j 0.0848374-0.0701389j 0.0924728-0.0175801j -0.0430667-0.0712599j 0.00597816+0.00575728j 0.0483326+0.00216447j 0.0814167-0.00840517j 0.0324719-0.0273305j -0.0348347-0.00607633j 0.106016-0.0447128j -0.0720856-0.0354157j 0.0288821+0.0813475j 0.0191616-0.0071351j -0.161833+0.0102971j -0.00394764+0.0568303j -0.0814086+0.0890626j -0.0490827+0.0408011j -0.030637+0.00482268j -0.0297884+0.083176j -0.0264016-0.0120895j 0.0337049-0.088957j 0.0309088-0.121239j 0.0133868+0.0309169j -0.0287853-0.00578433j 0.0375732+0.0633355j -0.0822721+0.0194925j -0.0594749+0.129992j 0.0995519+0.056566j -0.00020301+0.0287101j 0.0673179+0.090443j 0.157295-0.0851137j -0.0712011-0.142412j 0.0361402-0.2784j 0.278933+0.0366429j 
0.000422851-0.000415644j -0.000614011-0.000460778j -0.00148945-0.000770552j 0.00111754-7.10596e-05j 0.00155228+0.000830763j 0.00118171+0.000179361j 0.00044143+0.000995432j -0.000559678-0.00040392j 0.000498704+0.000157065j 0.000501725-0.00111269j -0.000131205-0.00121056j -0.00417784-0.000583087j 0.00148029+0.0023374j 0.00120233+0.00200782j 0.00281901+0.00164643j -0.00267216+0.00470036j 0.00530736+0.000175409j 0.00241465-0.000248108j -0.0018391+0.00199936j 0.0025855+0.000490679j 0.00715717-0.000379225j -0.000367991+0.00416946j 0.000963152+0.000686146j 0.00289473+6.95259e-05j -0.000710998-0.00278555j 0.00447609-0.00660262j 0.000567526+0.00517621j -0.0039312+0.00458745j -0.00271799+0.00301326j 0.0020739+0.00679609j 0.00149031-0.00507018j -0.00463791-0.000957009j 0.00135451-0.00141534j -0.00352614+0.00226905j 0.000323258+0.00404104j -0.00310017+0.00598295j 0.00154316-0.00338799j -0.00373572+0.00274694j 0.00191578-0.00517014j 0.00409564+0.00377241j 0.000958618+0.00916099j -0.00573983-0.00340377j 0.000652312+0.00569782j -0.00160454-0.00265274j 0.000237552+0.00236484j 0.00183014-0.00373158j -0.000782461-0.000457467j 0.00109981-0.00558886j -0.00215055+0.00260047j 0.000560852-0.00154591j -0.000513846-0.00131532j 0.000605923-0.00177525j -0.000132633+0.00105229j 0.000131496-0.000712848j -0.00061027+0.000208958j -4.23597e-05-0.000393421j 
0.0013928-9.03608e-05j -9.70761e-05-0.000922827j -0.00019749+0.00034879j -0.000612301-0.000706003j 0.000412429+0.00159275j 0.000514007+9.1212e-05j -0.00208935-0.00179929j -0.00252986+0.000101327j 0.00148546+0.000921493j 0.000388069+0.00235067j -0.00121137-0.000419899j 0.00391686+0.000752286j 0.00023896+0.000869817j 0.00142321-0.00212614j -0.00223502-0.00303102j -0.00024352+0.00206248j 0.00235746-0.00271018j -0.000677639-0.00111361j -0.00170946-0.00465131j 0.000257403+0.00414584j 0.0012377+0.00218951j -0.00128219+0.000316549j 0.000274704-0.000682762j -0.00551163+0.00107884j 0.00570334-0.000980661j -0.00217438-0.00145411j -0.000490824-3.51364e-05j 0.000403157-0.00436775j 0.00182273-0.000869525j -0.00132403+0.0034759j -0.00225324-0.00104083j 0.00184681+0.00409463j 0.00272826+0.00523755j 0.00057789+0.000819717j -0.00308652-0.00387413j 0.00113036+0.000385538j 0.00207751-2.88876e-05j -0.000531365+0.00164477j -0.00348642+0.00355768j -0.000300834+0.00194371j 0.00278884-0.00251863j 0.000526845+0.00110512j 0.00195473-0.000475491j 0.00286806-0.0037995j 0.000454483+0.00241109j -0.000813956+0.000203919j -0.00211315-0.00189085j -0.00269418+0.00147039j -0.00318026-0.000267935j 0.00105877-9.55139e-05j -0.000647839+0.000395563j 0.00035527-0.00109978j -0.00294838-0.00120257j -0.000954978-0.00262555j 0.000850364-0.00152287j 0.00167704+0.00156986j 
-0.00137527+0.000852316j 0.000993803+0.000830525j 0.00126873+0.000298262j 0.000582584+0.000646035j -0.00140755-0.000818137j 0.000813193-0.00319301j -0.000161612+0.00174843j 0.0034651+0.000879636j -0.00173658+0.000754879j -6.60228e-05-0.00319923j 0.000357114-0.00294462j -0.0045122+0.00221096j -0.00022893-0.00223957j 0.000998997+0.000298724j 0.0058688-0.000512009j 0.00351331+0.00534717j 0.00173906-0.0018473j 0.00432545-0.000995764j 0.00139399-0.00118472j -0.00169091-0.00368752j -0.00103938-0.00108438j -0.000662269+0.00735203j 0.00147854-0.000753905j 0.00187748+0.00190698j 0.00261429-0.000265458j 0.00384424-0.00327718j 0.00202364+0.00262516j -0.00288528+0.00213394j 0.00335745+0.00477572j 0.00100478+0.00184949j 0.00312694-0.00158415j 0.00166346-0.00138144j 2.45355e-05-0.00220013j 0.000172165+0.00130527j -0.000665453-0.0033521j 0.00149124+0.00245785j 0.00232763-0.00357022j -0.000785375-0.00401226j -5.38048e-05-0.000684243j -0.00249727+0.000172014j 0.00606848+0.00518937j -0.00091431+0.00110045j -0.00300667+0.00499448j -0.00211469+0.000951707j -0.000194852-0.000380837j -0.000697749+0.00266437j 0.000662221+0.000251759j 0.00141065+0.00032108j 0.00325449+0.000155313j -0.00181505-0.00106349j 0.000352694-0.00141321j -0.000377766-8.1266e-05j 0.00143814+0.000862028j 0.000386773+0.0032832j -0.000410292+0.00132352j -0.00140771-0.000957064j 
0.000571054-0.000192959j 0.000245815-0.000944339j -4.31474e-05-0.00121311j 0.000189496-0.00125263j -0.00118188-0.000113647j 0.000718752-0.00126119j 0.000757781+0.00159864j 0.000983253-0.000139965j -0.00121327-0.000365906j -0.000329122-0.00299914j 0.000131656-0.00194353j -0.000442817-0.000822241j 0.000572992+0.000511694j 0.000892829+0.00112553j 0.000728057+0.00039805j 0.00218596+0.00334379j 0.000907201+0.00248808j -1.12169e-05-0.000324887j 0.000374857+0.00150449j 0.00202257-0.000850225j 0.00287762+0.00243295j -0.00150365-1.5153e-05j -0.000118853-0.0012284j 0.00068172+0.00294906j 0.00100686-0.0026641j 0.000901867-0.00219498j -0.000570877+0.00422363j -0.00100555+0.00366381j -0.002152+0.00167225j 0.00386979+0.00543174j -0.00108699-0.000795717j -0.000810935+0.00156506j -0.000528704+0.00223939j -0.000520084+0.000153998j 0.00111735+0.00167498j -0.00176167+0.000486653j 0.00193846-0.00345596j -0.00222761+0.00190738j 0.00251019-0.00242198j 0.00017452+0.00408232j 0.000768372+0.00284222j -0.000491538-0.00149909j 0.000711791+0.0027057j -0.00151994-0.00269557j 0.00084936+0.00253052j -0.000454259-0.00131361j -0.000902205-0.000951148j 0.00214494-0.00171947j -0.0016843+0.00147517j 5.89951e-05-0.00161687j 0.000366851-0.00038666j 0.000790871-0.000508289j -0.000943232+0.000895271j -0.00142441-0.000624299j -0.00028261-9.73763e-05j 0.000384591-7.15719e-05j 
-0.00124365+0.000369363j -0.000169253+0.000716664j -0.000242532+6.97443e-05j 0.0003246+0.00127811j 0.000218957+0.00192159j -0.00081538-0.00100564j 0.000238129-0.00149742j -0.000455196-0.000839322j 0.00110269-0.000806496j 0.000430226+0.00448222j -0.00285956-0.000642225j -0.00139541-0.00157927j -0.000659171+0.000834682j 0.00194552+0.00112321j 0.00143587+0.00308735j -0.00394813-0.000866973j 7.95543e-06-0.0037417j 0.00201028+7.72472e-05j -0.00226348+0.000581239j 0.00121558+0.00115213j -6.61231e-05-0.00298703j 0.000292481+0.00338814j 0.000470287+0.000336037j 0.00273506-0.00076156j 0.0004814-0.000249868j -0.000509313-0.000601862j 0.00104825-0.0012656j -0.00283414-0.000901702j 0.00127175-0.00109187j -0.00352952+0.000413181j 0.00208583-0.00337749j -0.00233318-0.00443495j 0.00227652-0.00197493j -0.00498229+0.000762872j -0.000976002+0.0013008j 0.000976326+0.00229594j -0.00200275+0.000422918j 0.00106961-7.75489e-05j -0.000257103+0.000590141j 1.01615e-05-0.00159841j -0.000944317+0.00235702j -0.00164201-0.00132582j -0.0011254-0.000990734j -0.000718226-0.000615605j 0.000371367-0.00150672j 0.00118965-0.000176944j -0.000162361+0.000545805j 0.000805843-0.00127556j -0.000444401+0.00121866j 9.57702e-05-0.000909993j -0.00129852+0.0011373j -0.00130238+0.000445675j 0.0019599+4.08032e-05j 0.00140304+0.00170333j -0.000177637-0.000143506j -0.000137721-0.000438655j 
0.000898101+0.000400564j 9.50192e-05-0.00202576j -0.00257511-0.00336921j -0.00250622-0.000481191j 0.00231535+0.00459576j -0.00352847-0.000413795j 0.00344599-0.000735249j -0.00166624-0.00183878j 0.00015145+0.00587367j -0.00341047-0.00199128j 0.00302244-0.00152194j 0.00188043+0.00100586j -0.000834885+0.000726579j -0.000316219+0.00192175j -0.00470593+0.000508962j -0.00111865+0.00193757j 0.000872261+0.00144228j -0.000156218+0.0029289j -0.00178091+0.00258158j -0.00239543+0.00412364j 0.00252747+0.00472881j 0.000877112-0.00665456j -0.00277702-0.00141084j -8.79754e-05-0.00160566j -0.000462827-0.000832805j -0.00293299-0.00202234j 0.0034119+0.00536481j -0.00180415-0.000559088j 2.49321e-05-0.00203125j 0.00133959+0.000531093j -0.00306362-0.00135484j -0.00292781+0.00573418j -0.00109489+0.00610716j -0.00189673-0.00235724j -0.00141879+0.00287246j -0.00322035+0.00308605j 0.00260573-0.00193195j -0.00325508-2.70628e-05j 0.00307865+0.00110692j -0.000818232+0.00379844j -0.00172605-0.00380945j -0.00835785-0.00104408j 0.00592419-0.000842382j 0.00288965-0.00173175j -0.000439571+0.00133343j -0.00196936-0.001468j -0.00270707-0.000485837j 0.00192415+0.0018438j -0.00286597+0.00173085j -0.00247454-0.00141495j -0.0012201+0.00148844j 0.000203467+0.000309295j -0.0019509+0.00165646j -0.00328359-0.00084342j 0.000532965-0.000730221j 0.00121644+0.001241j 
0.000333464-0.000140194j 0.000146904+0.000401401j 0.000680772+0.00233537j 0.00280668-0.00045732j 0.0011782-0.00613704j 0.00188413+0.00117217j 0.000782722+0.000345765j 0.00513517+0.00408227j 0.0044938+0.00121923j -0.00315108-0.000526868j 0.000472514-0.00271637j -0.00359739+0.000563307j -0.00311353-0.0019676j 0.00547453+0.00227306j 0.00298083-0.000382235j 0.00155525+0.000739361j -0.0025478+0.00123907j 0.00492502+0.0032894j 0.00334814-0.00173686j -0.00216437-0.00284905j -0.00862592+0.00102159j 0.000293081+0.000738395j -0.00169517-0.00211881j 7.14654e-05+0.00243416j 0.00123388+0.00212131j -0.00162066+0.00500034j -0.00213817-0.000301912j 0.00195918+0.000683699j 0.00210847+0.00229381j 0.00120298+0.00143345j -0.0021392+0.00194499j -0.00161881-0.00190255j -0.000741579+0.00274056j 0.00114592+0.00190064j 0.00294334+0.000627269j 0.000814293+0.0012788j 0.000486379-0.000632834j 0.0026485-0.00307974j 0.00182272-0.000704205j -0.00242789+0.000499279j 0.00393255-0.00226989j -0.000526564-0.00186238j 0.000110765-0.00115756j 0.00162118+0.00268709j 0.00134719-0.00127098j -0.00119049+0.00233361j -0.000738898+0.000786603j 0.00219227+0.0005053j 0.00188938+0.000462302j -0.00393855+0.00126152j -3.66631e-05-0.000301232j 4.1848e-05+0.00299018j 0.000500012-0.000744413j 0.000198136+0.00162494j -0.0001674+0.00150206j -0.00152534-0.000237808j 
0.00131351-0.00045873j -0.000904819+3.73538e-05j -0.00254981+0.00141503j 0.00035926+0.000534722j 0.00506583-0.0027625j 0.000132375+0.0071097j 0.00135343+0.000788188j -0.00235378+0.00317675j -0.00218459+0.00308662j 0.0017317-0.00677929j 0.00732104+0.00412549j -0.000780861+0.000977271j 5.45464e-05-0.000132669j -0.00431364-0.00120357j -0.00359583-0.0043731j 0.00148822-0.0018159j 0.000611557+0.00348648j -0.00130985-0.000547123j -0.00113628-0.00154814j -0.000747638+0.000251435j -0.00227445+0.00116992j 0.00253878-0.00700548j -0.00453935+0.00162066j -0.00234964-0.00039003j -0.00476754+0.00210631j -0.00022354+0.00158657j -0.00101487+9.03698e-05j 0.00297756-0.00103956j 0.000755217+0.00113708j 0.00145811-0.00443927j -0.000737234+0.00365597j 0.00131029+0.00293711j -0.00221111-0.00133928j 0.00621708-0.000921314j 0.00271011+0.000554705j -0.0017856-0.00424843j 0.000637478+0.0033827j 0.000496579-0.000850407j 0.00030629-0.00103934j 0.00159402+9.13514e-05j -0.00122331-0.00443248j 0.00116265-0.00031437j 0.00234136-0.00203284j 0.000893091+0.00250394j -0.0019943-0.000542741j -0.000216929-0.00218725j 0.000466563+0.00152623j -0.00122623+0.00188308j 3.269e-05+0.000212718j -0.00136688+0.00132904j 0.00107102+0.000160003j 0.00138194+0.000706067j -0.0020889-0.00199393j -0.00124505-0.00159494j 0.00133338-0.000581509j 0.000669477+0.00179799j 
-0.000254737+0.000526354j 0.000440856+0.000880606j 0.0016882+0.000461993j 0.000491092+0.000344003j -0.000541215-0.00131623j -0.000419668+0.00065914j -0.00113522-6.92531e-05j 0.00190035-0.000616138j 0.00282472+0.00188364j -0.00290329+0.00253762j -0.00238156-0.000940015j 0.00126447+0.00117772j -0.00113158+2.5871e-05j 0.00137358+0.000182968j -0.000575056-0.00103377j 0.000960509-0.00284997j -0.00136695+0.00193489j -0.00244528+0.00127025j 0.000584792+7.53281e-05j -0.00267368+0.00221457j -0.000596742+0.00103085j 0.00127042+0.000182315j 0.00133502+0.000342895j -0.000202134-0.00176328j -0.00100164-0.000935923j -0.000595021+0.00071936j -0.0014127-0.00158223j -0.000300971+0.000280179j -0.000291875-0.00307126j 6.93632e-05+0.000460187j -0.00153623+0.00150179j -5.30308e-06-0.0017557j -0.000637511+0.000314084j 0.000699597-0.00148545j -0.00110347+0.00058149j -0.000814555+0.00193371j -0.00171948+0.000145818j -0.00049946-0.000476186j -0.000168585+0.000952589j 0.000597363-6.9828e-05j -0.00109445-0.00233782j 0.00115376+0.00019111j -0.000861404+0.000670259j 0.00217956+0.00195387j -0.000317505+0.000578964j 0.00168411+0.00197292j 0.00175981-0.0017726j -0.000298608-0.000289175j 0.00104487-0.00209902j 0.00186088+0.00212417j 0.00203417-0.000575574j 0.00126805-8.27572e-06j -0.000648375-0.000669284j 0.0015721-0.000372422j -0.00059109+0.000581734j -0.000657024-0.000572317j 
0.00276364+0.000576571j 8.07276e-06-0.00123174j -0.00270436+0.00178828j 0.00192618-0.00149966j 0.00291261-0.00379021j 0.00068374+0.00414208j -0.00141115+0.00162521j -5.51866e-06+0.000404267j 0.00192474+0.00294569j -0.000138917-0.00184362j 0.00053039-0.00148803j -0.0024508+0.00353035j -0.00117109+0.00191668j 0.000990677+0.000660398j 0.00187284-0.0016455j -0.00046371+0.00037186j 0.00737039+0.00308181j 0.00165712-2.34674e-05j -0.000198544-0.0023846j 0.00182981+0.00405662j 0.00466059+0.00117741j 0.00160619+0.00185323j 0.000574056+0.00301359j -0.00163117-0.00104527j 0.000854763-0.00118702j 0.00682987-0.00403848j -0.00316819-0.00055771j -0.00400393+0.00130931j -0.00197296+0.00121608j -0.00119721+0.00376422j 0.00101755-0.000863855j -0.0013009+0.00176275j -0.000298189-0.00379798j 0.0015952+2.60461e-05j -0.000194165+0.00354331j -0.00260208+0.00501863j 0.00303915-0.00101373j -0.00569398+0.00224564j 0.000498635-0.00167039j 0.00379731+0.00177526j 0.00075832+0.00519004j -0.000857176+0.00143779j 0.000380164+0.00412461j 0.00439829-0.00126989j -0.00171738+0.00339133j 0.00506742-0.000260786j 0.00170144-0.00172767j 0.000674757-0.00251843j -0.00110733+0.000120396j 0.00323844+0.00217744j 0.00314022-0.00365563j 0.00421119-0.00339528j -0.00301133-0.00206823j 0.000159219-0.00151874j 0.000650857-0.00151984j 0.00181486+0.00111566j 
0.0006437+0.000171933j -0.000109042-0.00129164j -0.000638602-0.00188365j -0.000541895+8.06278e-06j -0.000850558+0.00303783j -0.00130806-0.000892701j 0.000878918-0.00188187j -0.0013702-0.00149665j -0.001069+0.000130771j -0.000919287+0.00046371j -0.000608203-0.0001203j 0.00168157-0.000415771j 0.00103723+0.000655177j -0.000547785+0.00127949j -0.00314699+0.00120634j -0.00109897-0.000627841j -0.00221748+2.28251e-05j -0.00229744+0.000864395j -0.000626356+0.00219005j -0.000960575+0.00177675j 0.00056347+0.0011726j -0.00147555-0.00356782j 0.0004644-0.000330417j -0.00056566-0.00235363j -0.00145128+7.82864e-07j -0.00187475-0.00121192j 0.000790707+0.00184474j 0.000206245+0.000682421j -0.000891254-0.00130207j 0.00015309-0.000122579j -0.00250314+0.000251489j 0.00196034+0.00164373j -0.00160926+0.00188811j -0.00103855-0.000595773j 0.000604434+0.000816499j -0.00158966+0.00105326j -0.00141838+0.000975843j 0.000439644+0.000357712j 0.000173219-0.000710902j -0.000492059-0.000151784j -0.00335018-0.00125617j -0.00172438+0.000282923j 0.000998891-0.00213099j -0.000490179+0.000167355j -0.000840209+0.00035046j -0.00162084-0.000789717j 0.00096883-4.11634e-05j -0.00150561-0.000503348j 0.000592368+0.000530292j 0.000628608-0.000365624j -0.00017573+0.00179482j 0.000190053+0.000509937j 0.000539761-0.000339712j 0.000214398+4.20318e-05j -0.000405301-0.00145427j 0.00127629-0.000380687j 
0.000511219+0.000732181j -0.00116055-0.000526161j -0.0043661-4.5765e-05j -0.00038921+0.00279028j 0.00546802+0.00405255j -0.00350843+0.00467187j 0.000146789-0.00122311j -0.00588562+0.0017813j -0.00289853+0.00343767j 0.0041682-0.00244454j 0.00153839+0.00340152j -0.000416663-0.00257866j -0.000718371+0.00139131j -0.00336052+0.000150466j 0.00047913-0.00170618j 6.49598e-05-0.00060561j 0.00401581-0.00261057j 0.00291439-0.00139815j -0.00354364-0.00491292j 0.00235092+0.000567523j 0.000285064-0.000633095j 9.44292e-05-0.00044751j -0.00248134+0.00175879j 0.000888768+0.00179938j 0.00113055-0.00145033j 0.000579332-0.00252635j 0.000321552+0.000753951j -0.00166424-0.00352522j 0.00464699+0.00255385j -0.000516744-0.00342235j 0.00364421-0.000476863j 0.00229526-0.000824712j 0.00121797-0.0039303j 0.000609365+0.000441693j 0.00086069-0.00254192j 0.00186804-0.00440128j 0.00164277+0.00109408j 5.3657e-05+0.000522214j -0.00197877+0.000375962j 0.000768633+7.16205e-05j 0.00154251+0.00147j 0.00238835+0.00103937j 9.05928e-05-0.00102531j -0.00161899-0.00216466j -0.00191063-8.54102e-05j 0.00140283+2.18306e-05j -0.00117337+0.00137972j -0.000947897+0.000561322j -0.000523814+0.00217212j -0.000960629-0.0010709j -0.00171628+0.000683635j -0.000480809-0.000643061j 0.00064491-0.00283735j -0.000378041+0.00159906j 0.00121909-0.00234609j 0.00200154+0.00125527j 
-0.00139906+3.3217e-05j 0.000538714+0.0013494j 0.000679615+0.000339021j -0.000900751+0.000477776j 0.0023188-1.53563e-06j 0.00118881-0.000926754j -0.000140976+0.00279498j 0.000396653+0.00237708j -0.000810586+0.000933276j 0.00491997-0.00220893j 0.00470949+0.00141537j -0.00506374+0.00111735j 0.000818184-0.00055399j -0.00278426+0.000890519j 0.000430748+0.000794683j -0.00408167+0.00607747j 0.00159569-0.00274662j 0.00486408-0.00090156j -0.00318559+0.000938339j -0.000321549-0.00266235j 0.000108924+0.000434134j 0.00192683+0.000763945j -0.000806346-0.00272736j 0.00116579+0.00132864j -0.000883137+0.00156733j 0.00328579-0.00206551j 0.00204966+0.00304788j -0.00149683+0.00102931j -0.000391676+0.00280475j -0.00218592+0.0018167j 0.00373488-0.00510781j -0.00293906-0.000462532j 0.00182002-4.16375e-05j 5.44671e-05+0.00141756j -0.00377471+0.00200118j -0.000791765+0.00136909j 0.0024493-0.000618587j -0.000835124-0.0031949j 0.00351243-0.00131044j 0.000287294+0.000788125j -5.65881e-05+0.00237905j -0.00598405-0.00348985j 0.000432745+0.00164028j -0.002363-0.00107888j 0.000779726-0.00216648j -0.00014767-0.00427951j -0.00270089+0.0021746j 0.00156067+0.00105722j -0.00113642+0.00127859j -0.00384262-0.00269105j -0.00216716-0.000170356j -0.0020113+0.00057771j -0.00167914+0.00251914j -0.00139629+0.000316045j 0.000273175+0.00189022j -0.00159997+0.000488626j 
0.00125333+0.000309377j -0.00076757-0.00047862j -0.00268594+0.00151947j 0.000924735-0.0016406j 0.00259614+0.00122309j -0.00139946-0.000358382j -0.00059361-0.00110006j -0.000276517-0.0013081j -0.000245281+0.00407025j 0.000886793-0.00291529j 0.00102467-0.000818367j -0.00224121+0.00557548j 0.00354603+0.00109925j -0.00252358-0.000484526j -0.00509373-0.00203965j 0.000290134+0.00430923j -0.00278979-0.00290905j -0.00499549-0.00099217j -0.00278857+0.000684483j -0.00470107+0.000600899j -0.00182296+0.0027737j -0.00592328-3.50032e-05j 0.00310442-0.00112126j -0.00238138-0.00314691j -0.00421828-0.000101238j -0.00181303-0.00502307j -0.00280696+0.00488284j -0.00152405+0.00422962j -0.000684647+0.00154302j -0.00324622+0.00389702j -0.00314434-0.00186565j 0.0130123-0.00130926j -0.00172829+0.00130953j 0.00538214+0.0038387j -0.000349039+0.00092601j -0.00339564+0.0019799j -0.00756811+0.00300652j 0.00319279-0.00525729j -0.000739865-0.00517134j 0.000187426+0.000575242j -0.0052499-0.00299403j -9.34624e-07-0.000762178j -0.0030144-0.00191519j -0.00152203+0.00368904j -0.00296633-0.00170054j -0.00120272-0.00249522j 0.0064536+0.0018494j -0.00708581-0.00370678j 0.00693317+0.00152312j -0.000166669+0.000816362j 0.00273679+0.00152345j 0.00257464+0.000692589j -0.000628697-0.00406488j 0.00399347+0.00189668j 0.000721388-0.00156085j 0.000761142+0.000581054j 
-0.00128884+0.000839611j -0.000812883+0.000267522j -0.000787329-0.00204279j 0.00148852+0.00387573j -0.00105041+0.00447278j -0.00257992+0.00016919j -0.00116504-0.00263732j 0.000124553-0.00126917j -0.00215314+0.00211904j -0.00222412+0.00183022j -0.00368942-0.00292142j 0.000347311-0.00152534j -0.00140845+0.000607891j 0.00121002+0.00253253j 0.00416362+0.00201915j 0.00210612-0.00110745j 0.00141783+0.000299084j 0.000483575+0.000354064j -0.00112037-0.000192252j 0.000279589+0.00583687j 0.00222673-0.000860057j -0.00162141+0.00342171j 0.000942581+0.00458379j 0.00300752-0.00167911j 0.00235339-0.0025351j 0.00396196-0.00184083j -0.000558012-0.00118078j -0.00576316-0.00173185j 0.00292567-0.000645592j -0.00156029+0.00209228j 0.000410983+0.000870013j 0.000743703-0.00315322j 0.00164218-0.00433076j -0.00511957-0.00123418j 0.00071231+1.31092e-05j 0.000139581+0.00103896j 0.00109649-0.000201334j -0.00152881-0.00103064j -0.00138738+0.00180768j -0.00209818-0.000723018j 0.000280213+0.00447622j 0.00174143+0.0019248j -0.00317153+0.00106637j 0.00240665+0.000966913j -0.00284052+0.000427613j 0.00187534+0.00582899j 0.00351987-0.000176286j 0.000970406-0.00170179j 0.000498367+0.000512465j 0.00383552+0.0024922j 0.000400666+0.00132158j 0.00262797-0.000271625j 0.00348864-0.0013906j 0.00368082+0.00389194j -0.00155095-0.00054815j -0.000134361-0.00212135j 
0.00172545+0.000595526j -0.000646544-0.000153035j -0.00452053+0.00357972j 0.00197752+0.00150764j 0.00632451-0.00396414j -5.56216e-05+0.00813102j -0.000373541+0.000473433j -0.00272419+0.00518866j -0.00115468+0.000893388j 0.00180081-0.003337j 0.00328991+0.00168034j -0.00274694-0.00127505j -0.00151763+0.00064709j 0.000431955+0.000130481j 0.00181595-0.00552715j 0.0016586-0.00167808j 0.00609846+0.000482101j 0.0016867-0.000406773j -0.00181603-0.00617806j 0.00413854+0.00340426j -0.000880049-0.00194797j 0.00214958+0.000331841j -0.00441871+0.00379363j -0.0022128+0.00229209j -0.000192467-0.000858067j 0.00224877-0.00180057j -0.00233919-0.00201663j -0.00140429-0.002172j 0.00395289+0.00256103j 0.000882142+0.000251285j 0.00211554+0.00316839j 0.0014691+0.000669457j 0.00152503-0.00389178j 0.000949322-6.9188e-05j 0.00340262-0.00114901j 0.00189893-0.00155083j 0.00280214+0.00236708j -0.000298738+0.00200289j -0.00200658-2.65749e-05j 0.00180935+0.000398152j 0.00410087+0.00217822j 0.00392025+0.00172473j 0.00186011+0.00015778j 0.00193577-0.000738804j -0.00111065+0.00166956j 0.00207228+0.00016187j -0.0015684+0.0013435j -1.18718e-05-0.000180578j -0.00126396+0.00169736j 0.00119891+0.000221805j -5.55336e-05-0.000131713j 0.00194094-0.00167077j -0.00135868-0.00254499j 0.00110025-0.000105206j 0.000961545-0.00162244j 0.00146948+0.00135775j 
-5.26611e-05+0.00080777j -0.001414-0.00186671j -0.00527048-0.00504905j -0.00267525+0.00369891j 0.00242776+0.0101841j -0.00783177+0.00166362j 0.00116163-0.00362307j -0.00855139-0.0031746j -0.00558951+0.000507297j -5.0677e-06-0.00149137j 0.000780559+0.0040062j 0.00435094-0.00378784j 0.000910991+0.00254744j -0.0066374+0.000672423j 8.87041e-05-0.00055561j 0.000961763-0.000747183j 0.00108324+4.05797e-05j -0.00373348-0.000664494j -0.00296712-0.000478454j -0.00122001+0.0042698j 0.00620161+0.000595236j -0.000656171-0.00355574j 0.000684574+0.00364929j 0.00207274-0.00293752j -0.00158175-0.0038072j 0.00102843-0.00683704j 0.00109376+0.00177239j -0.00583901-0.00241294j 0.00340995-0.0023769j 0.00126409-0.00222008j 0.0011676+0.00219283j 0.00514908+0.00254815j 0.000133494-0.00561751j -0.00228241-0.00330883j 0.000902366-0.00264785j -0.000414988-0.00275407j -0.000311346+0.000164729j -0.00266626+0.00123424j -0.00320248+0.00160557j -0.00232584+8.9877e-05j -0.00449182+0.00268329j 0.000940294+0.00416351j -0.00216445-0.0020015j -0.00252011-0.00122457j -0.00176377+0.0017303j -0.000393582+0.00329993j 0.00117502-0.000298579j -0.00185085+0.000409417j 9.7177e-05+0.00036215j 0.00282625-0.000409103j -0.000895958+0.00117932j 0.00127004+0.00098223j 0.00372274-0.000805641j 0.00147581+0.00338417j -0.000307393-0.0020316j 0.00133656-0.000900916j 
0.00201803+0.000424019j -0.000949979-0.00141315j -0.00334609+0.00195784j 0.00292426+0.000501553j 0.00435426-0.000915609j 0.0001475+0.0030681j 0.000375906-0.00218827j 0.000841027+0.00284519j 0.00224265+0.00510743j -0.0010827-9.07799e-06j 0.000483307-0.00376606j -0.00346525-0.000420515j -0.00231854+8.5875e-05j 0.00604312+0.00287148j 0.000581995-0.00034266j -0.000508114-0.000677197j 0.00148643-0.0018051j 0.00443264+0.00262055j -0.00152071-0.00427107j 0.000504198+0.00198843j -0.0055273-0.000590432j -0.00103894+0.000903283j -0.00412057-0.000409772j 0.000512492+0.00184279j 0.00124085+0.000475045j -0.00227995+0.00176668j -0.00167156+0.000652355j -0.00122778-0.00184722j 0.00429337+0.00232078j -0.00114683+0.00124143j -2.89578e-05+0.000169608j 3.49561e-05-0.00226826j 0.00056837+0.00136476j -0.00136968+0.00144742j 0.00316476-0.000409154j -2.30255e-05+0.00101113j 4.86677e-05+0.00162326j 0.00252541-0.000771431j -0.000854258+0.000380757j -0.0012248+0.000207966j 0.00208141-0.000512779j 0.000339052-0.00101653j 0.00166087-0.0026547j 0.00263332-0.000222571j -0.000432943+9.77572e-05j -0.000411177+0.000931639j -0.000400688+0.0015815j 0.00103082-0.000493232j 0.000190527+0.00294007j -0.00192818+0.00018065j -0.000540057+0.00217682j 0.000587203+0.00119143j 0.000457235-0.00290137j 0.0012069+0.0012267j 0.00034654-0.00194627j 0.00164197+0.00064872j 
