-0.00202184-0.0134919j -0.0117423+0.004589j 0.00856001+0.000567006j -0.00702087+0.0101887j -0.00191961-0.000588422j -0.00410845-0.00541983j -0.00316816+0.00140478j -0.00351963+0.00608949j 0.000723527+0.000167375j 0.00242998-0.000637634j -0.00373353+0.000510937j -0.00574998-0.00381548j -0.00279052-0.000363769j -0.00293625+0.00265886j -0.00382636+0.00246124j -0.000844062-0.000965106j 0.000499266-0.00150434j 0.00291726+0.00151265j -0.00336357+0.00384019j 0.00221146-0.00223972j -0.00390429+0.00419746j 0.00213651+7.4437e-05j -0.00475145+0.000163715j 0.000206701+0.00209931j 0.00696238-0.0058132j 0.00209342-0.0148716j 0.0195012-0.0131785j 0.014085-0.00783233j -0.0116164-0.00182037j -0.0144908-0.0144467j 0.00268229+0.00756941j -0.00369123-0.00461415j -0.00847099-0.00728948j 0.00322596+0.00444473j 0.00037581+0.00585306j -0.00411531-0.000764728j -0.00611748-0.00109829j -0.00498915+0.00118426j 0.00306534+0.000933045j -0.00544003-0.000811002j 0.0037796-0.00167269j 0.00519027-0.00268149j 0.0047263+0.00132671j 0.00973435+0.000202628j -0.00102655-0.0107974j -0.0056302-0.0124457j -0.00763298-0.00873669j 0.0191605+0.00728495j 0.00137468-0.0319299j 0.026398+0.00839012j -0.000650414+0.0386471j 0.0364912-0.00354979j 
0.00404712+0.00789671j -0.00279836+0.0017374j 0.00618945+0.0218001j 0.00681024-0.0259074j -0.00479096+0.0101454j 0.00665003+0.00776735j -0.0045497-0.0110087j 0.00312794-0.00335397j -0.00794908-0.00282744j 0.00812303+0.00561578j 0.00381234+0.0174682j -0.00586706-0.00294875j 0.00417965-0.00570878j 0.00153037-0.00641987j -0.000224336+0.00736378j -0.00782847-0.00252835j -0.00173523-0.00581527j -0.00474127+0.00601954j 0.00736981+0.00634182j -0.00196428-0.0075317j 0.0124707-0.00809604j 0.00371012-0.00349184j 0.00720015-0.00387785j 0.00934125-0.0179956j 0.00734005+0.00298981j 0.00894502-0.00403235j -0.00577208+0.00694691j -0.00333097-0.00204757j -0.00812174+0.00404466j 0.0060544-0.000516098j -0.000925748-0.00335421j -0.00392493+0.00137514j 0.00107604-0.000645659j -0.00401887+0.00577144j -0.00224545-0.000532613j -0.00543344+0.00139094j -1.12684e-06+0.00117455j -0.00266726+0.00377683j -7.10898e-06+0.00285873j 0.00776123-0.00569373j -0.00850743-0.000558925j 0.000724113-0.00159016j 0.000425598-0.00474045j 0.00179419-0.00160655j 0.00613065-0.00408654j -0.00313808-0.00850831j -0.00256324-0.00639958j 0.00433453-0.0157329j -0.0183385-0.0149011j -0.00283777-0.00937359j -0.0163549+0.00108744j 0.00304824+0.0157695j 
0.00264392+0.00951293j -0.00664493+0.000355532j -0.00511411+0.00520653j -0.000274066-0.00937681j 0.0100343+0.00897006j 0.0010964+0.00517849j -0.00112754-0.00326295j -0.00320002-0.0126599j -0.0031611+0.00776232j -0.00234695+0.0100192j -0.00421815-0.00920772j 0.0120107+0.00778258j 0.0020074+0.0042661j 0.0011898+0.025002j 0.00115483-0.0301805j 0.00587838+0.00157981j -0.000618565+0.00977877j 0.0165967+5.99597e-05j -0.00642227+0.0069738j 0.0016977+0.0144652j -0.0145658+0.0140004j 0.00215681-0.00695704j -0.0131937+0.0122173j 4.4666e-05-0.00281847j -0.010756-0.00177912j 0.000303158+0.0228197j -0.0126179+0.000425031j 0.00843565+0.0112025j 0.00153815-0.00503369j -0.00605062-0.0024533j -0.000250366+0.00277434j 0.00459934-0.00147774j -0.00133545-0.00508959j -0.000427126+0.00243853j -0.000196149+0.00140166j 0.00322933-0.00304793j -0.000673192-0.00310912j 0.0045101-0.010392j 0.00361904-0.00297011j -0.00691091+0.00107143j 0.0113248+0.00210551j 0.00835597-0.00143895j 0.0146792+0.00454775j 0.00588401+0.00073878j -0.00591282+0.00434232j 0.0105871+0.00663099j 0.00219874-0.0136009j -0.00427797+0.00498297j -0.000468849-0.0190636j -0.00385327+0.000157766j 0.00302619-0.00714039j -0.00611261+0.00305429j 
-0.00380011+0.00231457j 0.000307432+0.00656761j 0.0042594-0.00142395j -0.00296879-0.00128718j -0.00612394-0.000468724j -0.00695491+0.00988606j 0.00740687-0.0173104j 0.00232301-0.00570188j -0.00063006+0.00304049j 0.00263489+0.0122036j 0.00502806+0.00142346j -0.00413058+0.00942826j -0.0024323-0.000125735j 0.00467702+0.00779632j -0.00678942-0.00308155j -0.000868945+0.00952541j 0.00258569-0.00169056j 0.00714075+0.0120227j 0.00208272+0.00789698j -0.00974595-0.00920521j -0.0082283+0.0162589j 0.0159168+0.00158436j 0.00471256-0.0101574j -0.00758212+0.00189573j -0.0014949+0.00464675j 0.0126585-0.00106559j -0.0155853+0.0150526j 0.0119987+0.00314634j -0.0161864-4.07878e-05j 0.00630653+0.00485352j -0.00102363+0.00370617j 0.00126297+0.00289959j -0.00032045+0.0105297j -0.000436072-0.00431363j -0.00539886+0.0104112j -0.000904596+0.00165957j -0.00226078+0.00319723j -0.00741301-0.000341413j 0.00530597-0.00393429j -0.000753949+0.00627691j 0.000860789+0.00582984j 0.00271014-0.0108626j 0.0189549-0.00564335j -0.00453914+0.000697091j -0.00889072+0.00767376j -0.0157426+0.0163862j -0.0275827-0.00283897j 0.0213948-0.00721876j -0.0104717+0.00631112j 0.0119916+8.57581e-05j 0.0141334+0.00354697j -0.00235539-0.0114701j 
-0.0026623+0.00550026j -0.00126513-0.000438412j -0.00129925+0.00367235j -0.00185072-0.00761704j -0.000968213-0.00758728j 0.00254625-0.0018324j -0.00490302-0.0123486j -0.00225339+0.00726865j -0.0112105-0.00498518j -0.000507878+0.00283981j 0.000725144-0.00954012j -0.000677368+0.00449932j 0.00197992+0.0172922j -0.00352613-0.00236492j -0.00489873+0.00885253j -0.00365112+0.01178j -0.00292464+0.0226935j 0.00693057-0.00469623j 0.00412593-0.00961191j 0.00169764+0.00153041j -0.00405709-0.0140878j -0.00158814-0.00591265j 0.0133981+0.00114201j -0.00688875+0.0227815j -0.00568412+0.00863257j -0.00618322-0.00818149j -0.00117968+0.00533334j -0.00510602-0.00155099j -0.00180355-0.00259857j 0.0102522-0.00994876j 0.00600597+0.00263819j 0.00527568+0.00678512j 0.000794272-0.00584056j 0.00230794-0.00629568j -0.0024767+0.013071j 0.00549069-0.00274624j -0.0103525+0.00213554j 0.00241392+0.00222466j 0.00320425-0.00410444j -0.0073458+0.0157396j 0.0108101+0.00560652j 0.00371921-0.0161242j -0.0125798+0.00177158j -0.000188866+0.0107829j -0.018614-0.00353324j -0.00928352+0.0193884j -0.00185869+0.0013253j -0.0147665-0.0130934j 0.00609923+0.000132176j -0.00514839+0.000268902j -0.000275925+0.00189258j 0.000477666+0.000702809j 
-0.000424099+0.0043005j 0.00307559+0.000356311j 0.00317045+0.00631091j -0.000289642-0.0109407j -0.00157792+0.0019395j 0.00118257+0.0061585j 9.12364e-05-0.00587141j 0.00400703-0.00441113j 0.00799428-0.00137298j -0.00228334+0.00133979j 0.0123063-0.00175738j 0.0032452-0.00787516j 0.001556-0.00320517j 0.00775996-0.000172764j 0.00116457-0.00985214j -0.00470933+0.00491363j 0.00386924+0.0164124j -0.0156528+0.00220459j -0.000557323+0.00561137j -0.00743389+0.00613267j 0.0075607-0.0116806j -0.00573967-0.00887134j -0.000454393+0.000720111j -0.00642571+0.00768844j -0.00124228+0.00353479j -2.35937e-05-0.00598676j 0.000186479-0.0135719j 0.00657119-0.00115268j -0.00506344+0.0185207j -0.00412334-0.0138884j -0.000816824+0.000106646j 0.000184607-0.00306121j -0.00473885-0.00515547j 0.000730161+0.00636756j 0.00429905-0.00848865j 0.0083044-0.00782084j -0.00332649-0.00606244j -0.0056647-0.0144118j -0.00928489-0.0030456j -0.010872+0.0210319j 0.00493304-0.00321392j -0.00274898+0.0317238j 0.00329516-0.0120323j -0.00571985+0.00470368j 0.00131155-0.00495503j 0.0106016-0.00920735j -0.0133108+0.0236393j 0.00972746+0.0136613j -0.00805476+0.00496185j 0.00782098-0.0104441j -0.00169317-0.000899041j -0.00565464-0.00533978j 
-0.0048843-0.00979457j 0.00384786-0.00496752j -0.00283467+0.00386932j 0.00433828+0.00259898j -0.00469292+0.00135236j -0.00201828-0.00156158j -0.00453508-0.00576296j 0.0024571-0.00437052j 0.0038405+0.00859797j 0.00168158+0.00117474j 0.00477959-0.00334428j 0.000548744+0.00469117j -0.00394257-0.00474354j 0.00099041+0.00557743j 0.00412539-0.0193373j -0.000744415-0.00438292j -0.00103896-0.00510527j -0.000613033+0.00927134j -0.00143956-0.00453701j 0.00613084+0.0023454j -0.00562517+0.0184357j 0.00834788-0.00778323j -0.00183004-0.00268092j 0.0137747+0.00139492j 0.010792+0.0064099j -0.00268265-0.01634j 0.000300441+0.00501086j 0.00405533-0.0119134j -0.00152553+0.00585275j 0.00363671-0.0012646j -0.00597047+0.00294683j 0.00613745+0.00123774j 0.0099755-0.00323378j -0.00253231+0.00240658j -0.00517167+0.00756012j 0.00683484-0.00012087j 0.00495887+0.000365219j -0.00796743+0.00501493j -0.00475876-0.00146515j 0.00367417+0.00529088j -0.00528792+0.00197535j 0.00556936-0.00193098j 0.00761324-0.0134855j 0.00846066+0.00307959j 0.0179004+5.53163e-05j -0.000394811+0.00418668j 0.0111274+0.000881217j 0.00856883-0.0139103j 0.0301031-0.00960858j 0.00610187-0.00596329j -0.00955524+0.0108064j 0.00823436-0.000425836j 
-0.00334068+0.00115598j -0.00118128-0.00513812j 0.00305887-0.00454924j 0.00140036+0.00612125j 0.00139537+0.00728994j -0.00152546+0.00771221j -0.00170919-0.00423321j -0.00565538-0.00861828j -0.00383995+0.00310466j 0.000863592-0.0052156j -0.000173104-8.02933e-05j -0.00328281-0.00440903j -0.00402074-0.00546801j 0.00050019+0.0159859j 0.00470938+0.00353082j 0.00755023-0.0148395j 0.00543132+0.0177958j 0.00512135-0.00271417j -0.0058267+0.0306732j 0.0042292-0.00459735j 0.00691719-0.0254253j 0.000193842-0.00122886j -0.00141102+0.000974145j 0.00607606+0.00847114j 0.0068315+0.00123658j 0.00315804-0.00903026j -0.00579707+0.00983164j 0.00185671-0.0091669j -0.000955528-0.00676927j 0.002955+0.00558229j -0.00716101-0.00417998j 0.00145736-0.00295411j 0.000102852+0.00221443j -0.00604963+0.00626912j -0.000170468-0.00921841j -0.00349401+0.00235773j -0.00114844+0.00658044j 0.00822129+0.0038998j -0.00338632+0.00353826j 0.00385573-0.0250425j 0.00578386-0.0118499j 0.00789578-0.00217389j -0.00482208+0.00298363j 5.3647e-05-0.018978j 0.0133483+0.00259853j -0.00470631+0.0110279j -0.0111101-0.00420297j 0.00527265-0.00699881j 0.0131201-0.00786467j 0.00207304+0.00523107j 0.00868884+0.00166876j -0.0043088-0.00689197j 
-0.0021593+0.00355724j 0.000549757-0.000473386j 0.000141831-0.00368885j -0.000535556-0.00170023j 0.000524638-0.00691922j -0.000663326+0.0019476j -0.00138427-0.00146321j 0.00263589+0.00075761j -0.0038039-0.00291987j 0.000887674+0.00624685j -0.00282278+0.00716357j 0.000439701+0.00443349j 0.0015855+0.00786567j 0.00659075-0.0123789j -0.00214931-0.0214117j 0.00325602+0.0056336j 5.4099e-05+0.00161029j -0.000413991+0.00752747j -0.000229285-0.0244174j -0.00189404-0.0012531j 0.000397069+0.00908516j -0.00818128+0.00606184j 0.0020586+0.00239252j -0.00144482+6.30035e-06j 0.0010417+0.00598047j -7.89288e-05-0.0147717j -0.000195797-0.00282425j -0.00182242-0.00446354j -0.00360954-0.00151437j -0.000903389+0.000202127j -0.00877043-0.00910937j -0.0123347-0.00906511j -0.00245192-0.00955473j 0.00478687+0.00746232j 0.00591913-0.0227401j -0.0199297+0.00949719j 0.00275825+0.00192194j 0.00421732+0.0109136j -0.0129923+0.0102821j 0.00472389-0.0154506j 0.0157469-0.00873984j -0.00511298+0.0101153j 0.0107599+0.00654987j -0.0174552-0.0175736j -0.00763874+0.00179367j -0.0112272+0.00542555j -0.00265108+0.00216985j -0.00777899-0.00595849j -0.00029791+3.60922e-05j -0.00263699+0.000536177j 0.00467863-0.000408009j -0.00430378-0.0035885j 
0.00255981-0.00345321j 0.000724973+0.000243202j -0.000476586+0.0054306j 0.00101682-0.00115047j -0.00366728+0.00352301j -0.000340422-0.00398852j 0.000547321-0.00333914j -0.000919226+0.0032691j 0.00384917+0.00156055j -0.000438249-0.0017946j 0.00200964-0.00660268j -0.000418618+0.000850506j 0.00304672-0.00364549j -0.00407798+0.0070428j -0.00014124+0.0122794j -0.00553788+0.0025975j -0.00119099-0.00815497j -0.000614133-0.00886846j -0.00121092+0.00787827j -0.000821098+0.000260249j -0.000223309-0.000247874j 0.00482081-0.00673733j -0.000143187-0.00247694j 0.000212504+0.00283294j 0.000895835-0.00314911j -0.00224287+0.0100704j 0.000752725+0.00242329j 0.00333152+0.0055834j -0.00133595+0.00230354j -0.00590788-0.00456508j -0.0138042+0.0159999j -0.00344738+0.0113345j 0.00832305+0.00211219j -0.000578289-0.00833295j 0.00205323+0.0214701j -0.0303315-0.00402411j 0.00101585+0.00175981j 0.0107172-0.0117607j -0.00381718-0.00327631j -0.00385937+0.0221336j 0.0263063+0.0170546j 0.00747671-0.00737696j 0.00250929-0.00597627j -0.0200396+0.0104715j 0.0130843-0.000178991j -0.00317192-0.00517992j 0.00842038+0.00183062j 0.00196614+0.00191088j 0.00227742+0.000114459j 0.00138643-0.00308491j -0.00591617+0.00177695j 0.0046996+0.00304441j 
0.00140455+0.00356284j -0.00178735+0.000832579j 0.000868356+0.000460471j 0.00140444+0.000115879j 0.000276105-0.00216527j -0.00146808-0.00115594j 0.00258282+0.00193149j 0.00414257+0.00420208j -0.00444293-0.00450375j -0.000743262+0.00159601j -0.00219556-0.00169301j 0.00221107+0.00682374j -0.000484472-0.00340383j 0.0010838-0.00296296j 0.000655843+0.0042371j -0.000670264+0.000176244j 0.00419913+0.0102883j -0.000919029-0.00168332j 0.00436701-0.00547658j 0.00016737+0.00111149j 0.00101414+0.00102465j -0.00196127+0.00063211j 0.002405+0.00406313j 0.00066217+0.0038811j -0.00428537+0.00288843j 0.000476732+0.000584153j -0.0011238-0.00113778j -0.00273664+0.000921558j -0.00872316+0.00152148j -0.0206517+0.00461082j -0.0168869+0.00104287j 0.0216352-0.00956246j 0.022348-0.00963291j 0.00588257-0.00339802j -0.00204905-0.00521285j 0.0117854+0.00308405j 0.00518147+0.00088337j 0.00362511+0.00661568j 0.00567825+0.00113483j 0.000256692-0.00777403j 0.0023133-0.00498611j 0.00539279+0.00315919j -0.0282884-0.00907268j -0.00211288-0.00633237j 0.0143849+0.0080405j -0.00491664-0.00449577j -0.0150447-0.00261969j -0.00195611+0.00300774j -0.0187198+0.000159205j -0.00237805+0.00271911j 0.00232338-0.00161216j 0.00044598+0.000635732j 
-0.000487152-0.000603696j -0.00144889+0.00026167j -3.13135e-05+0.00509764j 0.000559719-0.00138649j -0.00024706+0.0020232j -0.000921524-0.00337769j -0.00395075-0.00662126j 0.0021998+0.00456566j 0.00210109+0.000867672j 2.73897e-05-0.000631231j -0.0025918-0.00913359j 0.00308314+0.00286629j -0.00283945+0.00282778j 0.00169994+0.0131331j 0.00205459+0.0151433j 0.000917451+0.00641929j -0.00138573-0.00172127j -8.32334e-05-0.00635692j 0.00184861+0.00176254j 0.00170504-0.000973089j -0.00233354+0.010247j 0.00239714-0.0103882j 0.00162695-0.00246059j 0.00277397+0.00583054j 0.00107584+0.00773081j 0.0025268+0.00795366j 0.00106752+0.00495004j -0.00405132-0.00381577j 0.0051858+0.00358543j 0.00625452-0.00717461j -0.019562-0.00165875j -0.0136853-0.00698558j -0.00116895-0.00501183j 0.0029781+0.00582325j 0.0225027-0.0134575j 0.0142836+0.00564109j -0.02082+0.00362104j -0.00726045+0.00274601j 0.029995+0.00427383j 0.00585564-0.00887765j 0.00531004-0.00709749j -0.00046847+0.00842849j 0.00580515+0.00283035j -0.00750552-0.00734109j -0.000876665+8.91185e-05j 0.00180857-0.00668006j 0.00411584+0.00499951j 0.00409772-4.52613e-05j 0.00373779+0.00117004j 0.00262813-0.00206675j -0.00292082+0.00174186j 0.00267254+0.00176962j 
9.55078e-05+0.00203079j -0.000725889-0.00195974j 0.00302687-0.00551024j 0.00437602+0.0010399j 0.000240058-0.000690183j 0.00470273+0.00192313j 0.00250861+0.00801173j -0.00195018+0.00232975j -0.00404152-0.0035301j -0.000703714-0.00170783j 0.00272121+0.0101704j -0.00123072+2.56749e-05j -0.00168742-0.0196761j -0.00442653-0.0157814j -0.00101619-0.0160108j 0.00188741-0.0153636j 8.20363e-05+0.0142213j -0.00101448+0.0186883j 0.00201093+0.00538584j -0.000172665+0.00999213j -0.00326072-0.00894814j -0.00284043+0.0146399j -0.00162714-0.00215116j -0.00106595-0.00654469j -0.00623608-0.0084924j -0.00236932-0.0070961j 0.00169024-0.0033977j -0.00327372+0.00443573j 0.00188575-0.0037976j -0.00229599+0.00885118j -0.0168416+0.0118592j -0.00726405+0.0145636j 0.00226614+0.00452958j 0.00263037-0.00840977j 0.015959+0.0230624j 0.0130458-0.00738739j -0.00446057+0.000406473j -0.00372472-0.00915771j 0.0103215-0.00138322j 0.0105344+0.0210955j -0.0053559+0.0215716j -0.00265523-0.0122814j 0.00232736-0.00184731j -0.0124797+0.00709748j 0.00214693-0.000854117j -0.00563134+0.00686918j 0.000638642-0.00511901j -0.00933153+0.000938196j -0.000175289-0.000103054j -0.0057838+0.00380777j 0.00291965-0.00363529j -0.00421147-0.0022742j 
0.0055118-0.00440814j 0.00389759+0.0123217j -0.00329998+0.00144175j 0.00708346+0.00555603j 0.00569733+0.000499512j 0.00192882+0.00214497j 0.00843789+0.0161371j 0.0039427-0.0172128j -0.00679601+0.00560608j 0.00572864+0.0112645j -0.00883448-0.0168192j -0.00754617+0.00161408j 0.00141841-0.000598508j 0.00733789-0.00362553j -0.00205748-0.00157844j -0.00516267+6.07627e-05j 0.000952885+0.0107352j -0.00587824+0.0074987j 0.00296449+0.00391337j -1.64544e-05-0.00376188j 0.00585222-0.00662596j 0.00810745-0.00786519j -0.00057862+0.00532094j 0.000743083+0.00702808j -0.00585986+0.0111182j -0.00732847-0.00999694j -0.00651342-0.014844j 0.00522334-0.0082108j -0.00278864+0.000133921j -0.00826788+0.0100859j 0.00813459-0.00473691j -0.0120982+0.00466274j 0.00209948+0.00410548j -0.00211187-0.00201707j 0.00164022-0.00054537j -0.00090835+0.00312376j -0.00475773+0.00732795j -0.0049083+0.0112219j 0.00414926+0.00310473j -0.00819056-0.00347629j 0.00404865-0.00262494j -0.00435508-0.0228531j 0.0137713+0.00383067j 0.00639204-0.00173192j 0.00813167+0.00313215j -0.0129137-0.00298385j 0.00579196-0.00732519j 0.00379296-0.00803653j -0.0203964+0.0115333j 0.00673761+0.00119893j 0.00232549+0.00281616j 0.0190543-0.00246377j 
-0.000831204-0.00124632j 0.00215498+0.00135599j -0.00084542-0.00124995j -0.003769-0.00220988j 0.00412718-0.000285143j -0.00671169+0.00763208j 0.000167951+0.0029673j 0.00161482-0.0107371j -0.000765549+0.00562082j 0.0024659-0.00863085j -0.00204544+0.00276873j -0.00316183-0.0337452j -0.00105809+0.0316374j -0.00295706-0.0063568j -0.00216914-0.00939202j -0.00815917+0.0115702j 0.00490848-0.0215965j -0.000656851-0.00548259j 0.00120299+0.000843472j 0.00199252+0.00339299j 0.000407437-0.0124149j 0.00190484+0.00159362j -0.000680797+0.00341619j -0.00260592+0.000541141j 0.000710668-0.0111037j 0.00785685-0.00139335j -0.00466407-0.00645442j 0.00752389+0.00577691j -0.00257714-0.0105359j -0.00310783+0.00323549j -0.0068774-0.00402436j -0.00355806+0.00685731j -0.00326048+0.00621642j -0.00385943-0.00567175j 0.00453271+0.00253584j 0.00414266-4.10108e-05j -0.00658916-0.000206985j -0.00531146-0.00205232j 0.00312857+0.000826233j -0.00313624+0.00338296j 0.000188868+0.00723877j -5.45262e-05-0.015577j -0.00360677+0.00366262j -0.00638738-0.000684331j 0.0109368+0.00108867j -0.00246652+0.0146227j -0.00585979-0.00610444j 0.0105859-0.00695585j -0.000412219-0.00635957j 0.00596535-0.00393198j 0.00254459+0.00260711j -0.00167687-0.00250303j 
0.000557085-0.00493315j 0.00043699+0.00106216j 0.00600967+0.00632839j -0.00435496+0.00236756j 0.00237122-0.00357445j -0.00576166-0.00461215j -0.00505392+0.00751447j -0.00225127+0.00470255j -0.00355768-0.00643692j 0.00194238+0.00137158j 0.000293711+0.00921161j -0.000763116+0.0205966j 0.00290872-0.0014572j 0.005222-0.0163676j -0.00511989+0.0106908j -0.0113147-0.0137981j -0.00574179+0.0179729j -0.00220748-0.0154351j -0.00283791+0.000221809j 0.00372241+0.0031527j -0.00963727+0.00656384j 0.00205601+0.0049611j -0.000860652+0.00674461j -0.00224676+0.00392578j 0.00345113-0.0116137j 0.0138277+0.0140238j -0.0074016-0.00518251j 0.0154132+0.0115295j -0.00919445-0.00985459j -0.00195002+0.000540541j 0.000545961+0.00199417j -0.00243822-0.00616861j -0.00334663-0.00375421j 0.00764865-0.00583274j -0.0026736-0.00139651j -0.00445627+0.00214674j -0.000827713-0.00104437j -0.0107152+0.00306332j 0.00456054-0.000148641j -0.00790735-0.00577016j -0.000445671-0.00149226j -0.00505393-0.00304749j 0.00420277+0.0141193j -0.000876052-0.00057312j 0.00336717+0.00541888j 0.00326935+0.0151558j 0.00127027-0.00155606j 0.0233195-0.00698961j 0.00618312-0.00953069j 0.0146006-0.0112149j -0.00156785+0.00859181j 0.00186615+0.000853398j 
-0.00600179+0.000460844j -0.00281209+0.00307151j 0.00804023+0.00514568j 0.004445-0.00283218j -0.00385434+0.00634926j 0.00138201-0.00364443j 0.00276666+0.0165891j -5.95492e-05-0.00375591j 0.00481231+0.00212564j 0.00577159+0.00436763j -0.00667812-0.0155064j -0.00886959+0.00511518j -0.0048866-0.00110222j -0.00199702+0.00266155j 0.00303768-0.00220767j 0.00174418-0.00232658j 0.00367916-0.000379535j -0.0058339+0.00060037j -0.0036794-0.00569462j 3.82127e-06+0.00714158j 0.000446897+0.000987692j -0.0162308-0.0113926j 0.00360575+0.00619383j -0.00726585-0.00369185j 0.00447736+0.0129147j 0.013935-0.00478173j 0.0136417-0.0141686j -0.012908-0.0151535j 0.0111452-0.0112499j 0.0011267+0.0182723j -0.00110973+0.00549304j 0.00884644-0.000834498j -0.00550012+0.013229j 0.00315372-0.00538569j 0.00393996+0.00655122j -0.0013526+0.0027564j -0.000261209+0.00434801j 0.00672901+0.00375829j -0.0073469+0.000399759j 0.00107728-0.000158583j -0.00363503+0.00477337j -0.00178014-0.0208586j -0.00876023-0.00220708j -0.00579281-0.00261907j -0.0125346+0.00291347j 0.0110636+0.00574324j -0.00347449-0.0106648j 0.00673894-0.000295525j -0.00859537-0.004583j -0.00452426-0.00802783j 0.000186626-0.000257623j -0.0177212+0.00398729j 
0.00112887+0.00558361j 0.00507661+0.00106477j -0.00362883+0.00837793j 9.14072e-05-0.00877431j 0.00108715+0.0101249j -0.00339641-0.00539304j 0.00622884-0.00585681j 0.00551938+0.0300611j 0.00644925-0.00872633j -0.00257035-0.00256555j -0.00959287-0.0163257j -0.0016478-0.0219403j 0.00257764-0.0246377j -0.00242599-0.0106527j -0.00536519-0.000849847j -0.00374348+0.0137381j -0.00272158-0.00725294j 0.00287636+0.0100899j 0.00179504+0.00855178j -0.00371753+0.026066j -0.00366978+0.00663455j 0.00356857+0.000552376j -0.000424053-0.0133658j -0.00416631+0.0136403j -0.000116221-0.00192749j 0.000196463+0.00133792j -0.00306733-0.00246515j 0.00343379+0.00089424j 0.002683-0.0104878j -0.00476883+0.00998567j 0.00264053-0.00398454j 1.0561e-05-0.000522903j 0.000493725-0.00351129j 0.00343229-0.00142439j -0.00194407-0.00367065j 0.00150366+0.00101459j 0.000790348+0.00783731j -0.00281226+0.0144197j -0.000776871+0.00265556j -0.00693143-0.014169j 0.00624534-0.0102702j 0.00121788-0.00301758j 0.00235609+0.00782509j 0.00438659-0.00903907j -0.0019605+0.00304603j -0.0021533+0.0108722j -0.00254274-0.00494167j -0.00119455-0.00652587j 0.000980184+0.00256068j 0.00214902+4.74633e-05j 0.0037592-0.00121695j 0.000613281-0.00516937j 
-0.000920615+0.00161615j 0.0018077-0.00981191j -0.000970688-0.00530483j 0.00140503+0.00406821j 0.00836505-0.000953961j 0.00247037+0.000421262j -0.0026973-0.00471543j 0.00268123+0.0159559j -0.00390176+0.00619334j -0.00126143-0.0196852j 0.0040365+0.0225964j 0.002249+0.00059151j 0.00517356-0.00460281j 0.00532132+0.0173925j -0.000291476+0.000533685j -0.00199588+0.00467889j 0.000269357-0.000622773j -0.0102676-0.018934j 0.00716771-0.00216553j 0.00122694-0.000217645j 0.0100147+0.0167775j -0.00124212+0.00235029j 0.0046554+0.0148983j 0.000953379+0.000662893j 0.000234219-0.00152681j 0.000431345-0.0162831j -0.00518728-0.00728056j -0.00776675-0.00677362j -0.00970892-0.00215669j -0.00401975+0.00574632j 0.00699773+0.00312749j -0.00566908+0.00750099j -0.00714531-0.00229705j 0.00332885-0.00103084j 0.00578329+0.0128517j -0.000528543-0.0047276j -0.00260304+0.00432191j 0.0052976-0.008215j -0.00177355-0.00327443j -0.00175572+0.00609109j -0.00491277-0.00164495j -0.00453614-0.00811424j 0.00328254-0.0023862j 0.00492911-0.00082761j -0.0054733+0.00647609j -0.00589207+0.00338133j -0.0148711+0.00544232j -0.00392023+0.00198452j -0.0201472-0.00721503j 0.00327234-0.000484407j 0.00631667+0.00232103j 0.00154513-0.00767728j 
-0.00290522+0.0133636j -0.00668213-0.00342835j 0.000228396-0.00468062j 0.00175341+0.00716502j 0.000137453+0.00540067j -0.0012771+0.0108445j -0.00232872+0.00149972j -0.00355834+0.00710166j 3.61107e-05-0.018703j 0.000913293+0.00351737j -0.00737082-0.00818191j -0.00600523-0.0144678j -0.00420306-0.00480739j -0.00519752-0.00207383j 0.00300588-0.00332271j 0.00416767+0.00501288j 0.00496937+0.00129982j -0.00506364+0.00232178j 0.00239536-0.00954656j -0.00248951+0.000855229j 0.00616859-0.00209623j -0.00390367-0.00120964j 0.00461941+0.0212346j 0.00508263-0.0106452j 0.00649937+0.0107066j 0.00811531+0.0208207j 0.000784199+0.019338j 0.00828439-0.0159486j -0.0065197+0.00709876j -0.00174919-0.000617612j 0.00105847+0.00367519j -0.0030629+0.00412848j -0.00232726+0.00152257j -0.00107297+0.000154193j 0.000385953+0.00513479j 0.000465606-0.00415553j -0.00343519+0.00151486j 0.000563559+0.00249645j -0.0059665-0.000300752j -0.00196678-0.00456662j -0.00214239-0.00231889j 0.00120058-0.017097j 0.00403591-0.00568501j 0.00259202+0.00151102j 0.000485058+0.00601383j 0.000686288-0.00129663j 0.00202851+0.00017187j 0.0159981-0.00052718j 0.00810883+0.00384056j 0.00722515+0.0106995j -0.00102932+0.00681632j 0.00844117+0.0138036j 
