-0.0092994-0j 0.0705775-0j -0.0012253-0j 0.0168121-0j 0.00720328-0j 0.00258285-0j 0.000197033-0j -0.00857174-0j 0.0637405-0j -0.00107147-0j -0.000714312-0j 0.0147014-0j 0.00839855-0j -6.31368e-05-0j 0.0021294-0j 0.00150045-0j 0.000251391-0j 1.40777e-05-0j -0.005608-0j -0.00566611-0j 0.0411185-0j 0.0415446-0j -0.00067723-0j 0.00929212-0j -0.000684248-0j -0.000618224-0j 0.00938842-0j -0.00062463-0j 0.00513981-0j 0.00342654-0j 0.00130317-0j 0.00519307-0j -6.30972e-05-0j 0.00346205-0j 0.00131667-0j -6.37511e-05-0j 0.00122434-0j 0.000302866-0j 0.000145049-0j 0.00123703-0j 0.000133004-0j 0.000306005-0j 0.000146552-0j 0.000134382-0j 1.43489e-05-0j 1.44976e-05-0j 6.33485e-07-0j 6.4005e-07-0j -0.00428049-0j -0.00529683-0j -0.00308982-0j 0.0310631-0j 0.0384387-0j 0.0224226-0j -0.00050446-0j 0.00692159-0j -0.000624238-0j -0.000451203-0j 0.00856503-0j -0.000364139-0j -0.000308918-0j 0.00499627-0j -0.000558335-0j 0.00375123-0j -0.000382266-0j 0.000951101-0j -0.000325696-0j 0.00342439-0j -0.000222989-0j 0.00464191-0j -4.45884e-05-0j 0.00117693-0j 0.00270778-0j -4.20384e-05-0j 0.00423746-0j 0.000865199-0j 0.000686541-0j 0.000576799-0j -5.51754e-05-0j 0.00247185-0j 0.000102501-0j 0.0003495-0j -5.20198e-05-0j 0.00107063-0j -3.21856e-05-0j -1.85785e-06-0j -3.03449e-05-0j 0.000125319-0j 0.000713752-0j 0.000126838-0j 0.000624533-0j 0.000432484-0j 5.09823e-05-0j 9.55996e-06-0j 0.000416356-0j 7.39891e-05-0j -2.29897e-06-0j 0.000252283-0j 1.04615e-05-0j 0.000155074-0j 6.30874e-05-0j -1.34107e-06-0j 8.28493e-07-0j 1.18298e-05-0j 9.04597e-05-0j 1.29454e-05-0j 3.6801e-05-0j 6.90074e-06-0j 3.01582e-08-0j 7.55148e-06-0j 1.02521e-06-0j 3.73189e-08-0j 5.98038e-07-0j 2.17694e-08-0j 
1.17378e-05-0j 1.89417e-06-0j -0.00044443-0j 2.23231e-07-0j 0.0106056-0j -6.54708e-06-0j 1.03991e-09-0j -1.0391e-05-0j -1.64297e-06-0j 0.000373248-0j -8.65919e-07-0j -1.87477e-07-0j 6.22081e-05-0j 0.395163-0j -1.804e-08-0j -0.0010497-0j 4.58206e-07-0j -5.94244e-11-0j 7.07845e-06-0j -7.1462e-06-0j 1.10355e-06-0j -1.11411e-06-0j -0.000245638-0j 1.2338e-07-0j 0.000247989-0j 7.80326e-07-0j -1.24561e-07-0j -7.87795e-07-0j -3.96397e-05-0j 9.19623e-08-0j 1.14953e-08-0j 4.00191e-05-0j 0.0043691-0j -9.28425e-08-0j -1.16053e-08-0j -0.00441091-0j -4.67159e-06-0j -0.0419671-0j 9.5794e-10-0j 4.7163e-06-0j 6.43629e-05-0j 0.0423688-0j -9.67109e-10-0j -6.49789e-05-0j -2.17625e-08-0j 2.19708e-08-0j 2.38533e-12-0j -2.40816e-12-0j -1.05049e-05-0j -6.42105e-06-0j 3.44601e-06-0j -1.62094e-06-0j -9.90789e-07-0j 5.31732e-07-0j 0.000355758-0j -1.78692e-07-0j 0.000217455-0j -1.10731e-06-0j -1.09224e-07-0j -0.000116703-0j -7.58125e-07-0j 5.86179e-08-0j -6.76838e-07-0j 5.62503e-05-0j -4.63399e-07-0j -1.63123e-08-0j 3.63242e-07-0j -1.78692e-07-0j 2.48695e-07-0j 3.43826e-05-0j -0.00600304-0j -9.97076e-09-0j -1.84523e-05-0j 2.96465e-05-0j -1.09224e-07-0j 6.41866e-06-0j 5.35106e-09-0j -1.4891e-08-0j -0.00366932-0j 5.86179e-08-0j -1.31619e-09-0j -0.00100051-0j 1.81212e-05-0j 3.92336e-06-0j 0.00196923-0j 0.0956675-0j -9.72521e-06-0j 6.17636e-07-0j -9.10202e-09-0j -8.04512e-10-0j -2.10557e-06-0j -0.000611554-0j 0.00679552-0j -9.8103e-11-0j 4.88482e-09-0j 4.31762e-10-0j 0.0584761-0j 0.000328206-0j -7.36943e-06-0j 3.77526e-07-0j 0.00415372-0j -0.0313827-0j 2.03452e-09-0j -5.99648e-11-0j -2.02609e-07-0j -4.50452e-06-0j -0.0022292-0j 3.21816e-11-0j -1.93122e-13-0j 2.41746e-06-0j 1.24358e-09-0j -1.18045e-13-0j -6.67401e-10-0j 6.33516e-14-0j 
-3.03131e-05-0j -4.89176e-06-0j 0.00114848-0j 0.000165768-0j -4.99263e-07-0j -5.88387e-08-0j -2.68561e-09-0j 0.000108999-0j 1.72343e-05-0j 1.36249e-05-0j 0.372892-0j 1.96659e-06-0j -0.00065296-0j 8.02857e-07-0j -5.44133e-05-0j 2.00714e-07-0j 1.67262e-08-0j 6.23348e-10-0j -1.82803e-05-0j -0.000192345-0j -2.84994e-06-0j -2.9987e-05-0j -2.20755e-06-0j -3.18633e-07-0j -2.32278e-05-0j 0.000579461-0j -3.35265e-06-0j 0.00609708-0j -3.56243e-07-0j -0.00974978-0j -2.96869e-08-0j -3.74838e-06-0j 5.9141e-05-0j -0.102587-0j -3.12365e-07-0j 0.00062228-0j 1.20721e-05-0j -2.09918e-08-0j 7.11356e-07-0j 0.000127022-0j -3.0299e-09-0j -2.20875e-07-0j 7.48487e-06-0j -3.18806e-08-0j -1.95579e-10-0j -2.05788e-09-0j -6.16018e-12-0j -6.48172e-11-0j -1.3953e-05-0j 6.73553e-05-0j 0.000126523-0j -2.153e-06-0j 1.03931e-05-0j 1.9523e-05-0j -1.64438e-06-0j -2.37346e-07-0j 7.9379e-06-0j 0.000422913-0j 1.14574e-06-0j 1.49109e-05-0j -1.00697e-06-0j 2.15221e-06-0j -0.00204152-0j -2.59999e-07-0j 4.86095e-06-0j -2.16666e-08-0j -0.00383489-0j 6.82472e-05-0j 9.13104e-06-0j 1.25509e-06-0j -1.45344e-07-0j 1.04591e-07-0j 2.35762e-06-0j -0.0056255-0j -0.000329449-0j -2.96682e-08-0j 1.96469e-07-0j -0.000811971-0j 7.01618e-07-0j -0.000618853-0j -1.74822e-09-0j 6.96545e-06-0j 0.0271559-0j 1.43217e-07-0j 1.31795e-06-0j -6.056e-09-0j 0.051011-0j 8.20887e-07-0j 0.00391962-0j 8.43915e-09-0j 2.69026e-07-0j -3.36243e-05-0j -1.74822e-09-0j 3.74682e-08-0j 0.0073628-0j 1.58525e-08-0j 2.92341e-08-0j -6.31614e-05-0j -1.78427e-10-0j -3.96266e-06-0j 8.43915e-09-0j 5.49147e-08-0j -9.40391e-12-0j -1.8087e-07-0j -7.44364e-06-0j 8.61317e-10-0j 1.58525e-08-0j -3.39754e-07-0j -2.56513e-13-0j 1.61794e-09-0j 4.53954e-11-0j 1.23826e-12-0j 8.52729e-11-0j 2.32601e-12-0j 
-2.76662e-06-0j 6.38844e-05-0j 5.22274e-05-0j 0.102177-0j 6.52017e-06-0j 0.00334939-0j 0.00159575-0j 2.44919e-06-0j -5.54119e-05-0j 3.06149e-07-0j -5.86873e-05-0j 0.000598943-0j 0.00104605-0j 1.804e-08-0j 0.379965-0j 6.11294e-05-0j -0.000968425-0j -0.000183335-0j -1.66841e-06-0j 1.68438e-06-0j 3.72191e-05-0j -3.75753e-05-0j -2.01479e-07-0j -0.00039417-0j 2.03408e-07-0j 2.63512e-05-0j 0.000397943-0j -2.66034e-05-0j 4.65238e-06-0j -0.000891841-0j 0.00168992-0j -4.69691e-06-0j 2.68946e-06-0j 0.000900378-0j -0.0017061-0j -2.7152e-06-0j 0.00744103-0j 2.74144e-07-0j -0.0833554-0j -0.00751225-0j 0.000172477-0j -2.76768e-07-0j 0.0841532-0j -0.000174128-0j 0.000116211-0j -0.000117323-0j 1.29191e-05-0j -1.30428e-05-0j 2.47603e-06-0j 1.51345e-06-0j -8.12233e-07-0j -5.4669e-05-0j -3.34161e-05-0j 1.79336e-05-0j 2.91802e-07-0j 0.000570877-0j 1.78362e-07-0j -3.73934e-05-0j 0.000348945-0j -9.57226e-08-0j 1.78692e-07-0j -0.00018727-0j -2.28564e-05-0j -6.60191e-06-0j 1.09224e-07-0j -0.00239807-0j 1.22665e-05-0j 0.000863455-0j -5.86179e-08-0j -4.03538e-06-0j 2.57919e-08-0j -0.0014658-0j 2.16569e-06-0j -6.99216e-06-0j 0.000527781-0j 7.13596e-05-0j 0.00078666-0j -0.0136793-0j 1.57652e-08-0j -0.000283247-0j -0.00079938-0j 8.8126e-05-0j -4.27391e-06-0j 4.36181e-05-0j -8.46076e-09-0j 1.07466e-09-0j 2.2937e-06-0j 0.04527-0j -0.00836139-0j -0.000488616-0j -2.34087e-05-0j 5.38664e-05-0j 4.2049e-06-0j 0.021568-0j 0.00448735-0j 0.000262228-0j 6.56881e-10-0j -2.89088e-05-0j -8.15864e-05-0j 0.027671-0j 2.57022e-06-0j -3.52532e-10-0j -2.1843e-05-0j 0.0131833-0j -0.0148503-0j -4.98691e-05-0j -1.37937e-06-0j -0.00707515-0j -1.67705e-06-0j 2.67635e-05-0j -1.33514e-05-0j -1.02509e-06-0j 7.16536e-06-0j 5.50138e-07-0j 
1.1047e-08-0j -5.1196e-07-0j 1.45558e-09-0j 1.44191e-05-0j -5.22517e-08-0j -0.00028067-0j -0.170874-0j 2.0154e-10-0j -9.15137e-09-0j 2.51924e-11-0j 1.6795e-11-0j 2.49559e-07-0j -1.2058e-09-0j 1.48448e-12-0j -4.57989e-06-0j 2.54705e-08-0j 5.76185e-05-0j 0.00894801-0j 6.66191e-09-0j -6.46451e-09-0j -2.98269e-07-0j 2.8943e-07-0j 8.04502e-10-0j 7.96949e-06-0j -7.80663e-10-0j 7.34407e-10-0j -7.73334e-06-0j -7.12645e-10-0j -3.72836e-08-0j -2.48557e-08-0j -0.000141611-0j 3.61788e-08-0j 7.49551e-11-0j 2.41192e-08-0j 0.000137415-0j -7.2734e-11-0j 1.05007e-06-0j -2.19696e-09-0j 0.00167969-0j -1.01896e-06-0j -1.44531e-05-0j 2.13185e-09-0j -0.00162991-0j 1.40249e-05-0j -0.0124439-0j 0.0120752-0j 0.13038-0j -0.126517-0j 5.08492e-09-0j 1.2454e-10-0j -7.12304e-09-0j -2.25328e-07-0j -5.51872e-09-0j 3.15643e-07-0j 5.99264e-10-0j 5.93638e-06-0j 1.46771e-11-0j 5.35998e-10-0j 1.45393e-07-0j -8.39458e-10-0j 3.66973e-10-0j -8.31577e-06-0j 1.31276e-11-0j -2.7211e-08-0j 8.98787e-12-0j -0.000103353-0j -7.50834e-10-0j -2.48401e-08-0j -5.14061e-10-0j -6.66449e-10-0j 5.2968e-11-0j -2.53132e-06-0j 3.81175e-08-0j 4.99387e-11-0j -6.08382e-10-0j 7.42047e-07-0j 0.000144779-0j 4.94698e-07-0j 1.29729e-12-0j 3.47964e-08-0j 0.00118697-0j -2.53523e-09-0j 1.22309e-12-0j 1.81742e-08-0j -7.41983e-11-0j 2.207e-12-0j -6.99549e-11-0j -1.3618e-05-0j 1.21161e-08-0j 2.90712e-05-0j -1.03947e-06-0j -6.20927e-11-0j 4.37255e-08-0j -0.00829072-0j -6.92981e-07-0j -0.00166273-0j 5.40537e-14-0j 3.55139e-09-0j 0.000121145-0j -3.33531e-07-0j 1.07092e-09-0j -3.0916e-12-0j 0.0266063-0j -0.000203056-0j 1.90763e-05-0j 2.96707e-06-0j -6.12514e-08-0j 0.0116138-0j 0.0221857-0j -0.000169701-0j 0.00065164-0j 0.00054337-0j -0.0372705-0j -0.031078-0j 
6.56298e-06-0j 0.0192781-0j 8.64748e-07-0j 0.000552019-0j -1.02754e-05-0j 0.000172666-0j 2.65482e-05-0j -2.35991e-05-0j 0.000354703-0j 0.000564853-0j -1.96659e-06-0j 0.360579-0j 4.67362e-05-0j -1.73824e-07-0j -0.000555324-0j -0.000192191-0j -9.88605e-05-0j -9.26243e-06-0j 3.9578e-06-0j 4.16439e-05-0j -5.86551e-05-0j -0.000617168-0j 4.7795e-07-0j 0.000305103-0j 5.02898e-06-0j -8.35453e-05-0j 0.00321029-0j -0.000879062-0j 0.00140393-0j -4.88793e-06-0j -0.0166817-0j 0.0147722-0j 4.45303e-08-0j -5.14307e-05-0j -0.175524-0j 4.68547e-07-0j 4.02008e-05-0j -4.32036e-07-0j 1.46221e-05-0j 0.000422992-0j 8.89147e-06-0j -4.54587e-06-0j 0.000153853-0j 9.35559e-05-0j 1.93338e-06-0j 2.0343e-05-0j 1.28328e-07-0j 1.35026e-06-0j 3.02092e-06-0j -1.45828e-05-0j -2.73931e-05-0j -4.43112e-05-0j 0.000213903-0j 0.000401806-0j 3.56019e-07-0j 0.000227267-0j -1.71861e-06-0j 3.18433e-07-0j -0.00109709-0j -3.22831e-06-0j -8.37108e-05-0j -0.00206082-0j -1.53717e-06-0j -5.35109e-06-0j 0.000404096-0j 6.35822e-05-0j -2.88749e-06-0j 0.000935367-0j 0.000759074-0j 2.58313e-05-0j -6.02558e-06-0j -0.00030693-0j 4.85227e-05-0j 2.96682e-08-0j -0.00451529-0j -0.00543974-0j -0.000576551-0j 1.8939e-05-0j 2.90872e-05-0j -0.00848173-0j -0.00197857-0j -4.98558e-07-0j -1.43217e-07-0j 0.0262592-0j 5.46388e-05-0j 1.31116e-09-0j -2.69026e-07-0j 8.37769e-06-0j -9.14238e-05-0j 0.00955113-0j 0.0493265-0j 2.40668e-06-0j 1.67398e-06-0j 1.28811e-06-0j -0.000171735-0j 0.0179413-0j -6.32936e-09-0j 4.52083e-06-0j 1.05459e-06-0j -4.04415e-05-0j -8.0808e-06-0j -1.18894e-08-0j 1.39734e-07-0j -6.21808e-06-0j -7.59673e-05-0j -5.09083e-06-0j -1.51794e-05-0j -1.16803e-05-0j 7.13195e-09-0j -9.56286e-06-0j -6.74538e-07-0j -3.4428e-08-0j -1.26708e-06-0j -6.46711e-08-0j 
1.01652e-05-0j 1.6404e-06-0j -0.000384888-0j 1.93323e-07-0j 0.00918473-0j -5.66994e-06-0j 9.00592e-10-0j 1.85451e-07-0j 2.93224e-08-0j -6.66146e-06-0j 1.54543e-08-0j 3.34595e-09-0j -1.11024e-06-0j -0.00705258-0j 3.21964e-10-0j 1.87342e-05-0j -8.17772e-09-0j 1.06056e-12-0j -1.79201e-05-0j -5.94847e-06-0j -2.79379e-06-0j -9.27381e-07-0j 0.00062187-0j -3.12356e-07-0j 0.000206425-0j -1.97551e-06-0j -1.03684e-07-0j -6.55757e-07-0j 0.000100354-0j -2.32816e-07-0j -2.9102e-08-0j 3.33118e-05-0j -0.011061-0j -7.72817e-08-0j -9.66021e-09-0j -0.00367163-0j 1.18268e-05-0j 0.106246-0j -2.42517e-09-0j 3.92583e-06-0j -0.000162944-0j 0.0352676-0j -8.05018e-10-0j -5.40882e-05-0j 5.50949e-08-0j 1.82884e-08-0j -6.03881e-12-0j -2.00454e-12-0j 4.67901e-06-0j -3.35004e-07-0j -6.55444e-06-0j 7.21988e-07-0j -5.16922e-08-0j -1.01137e-06-0j -0.000158459-0j 7.95916e-08-0j 1.13452e-05-0j 4.93211e-07-0j -5.69853e-09-0j 0.000221972-0j 3.37679e-07-0j -1.11493e-07-0j -3.53125e-08-0j -2.50546e-05-0j -2.41768e-08-0j 7.26569e-09-0j -6.90898e-07-0j 7.95916e-08-0j -4.73026e-07-0j 1.79384e-06-0j 0.00267383-0j -5.20203e-10-0j 3.50969e-05-0j -1.32049e-05-0j -5.69853e-09-0j -2.85895e-06-0j -1.01779e-08-0j 6.63264e-09-0j -0.000191439-0j -1.11493e-07-0j 5.86248e-10-0j 0.000445639-0j 9.45436e-07-0j 2.04693e-07-0j -0.00374555-0j -0.0426115-0j 1.84977e-05-0j -2.75103e-07-0j -4.74878e-10-0j -4.19737e-11-0j 4.00487e-06-0j -3.19065e-05-0j -0.00302681-0j 4.36963e-11-0j -9.2911e-09-0j -8.21225e-10-0j 0.00305086-0j -0.000624258-0j 3.28244e-06-0j 1.96966e-08-0j 0.000216711-0j 0.0596909-0j -9.062e-10-0j -3.12853e-12-0j 3.85368e-07-0j -2.35013e-07-0j 0.00424001-0j -6.12105e-11-0j 8.60191e-14-0j -4.59809e-06-0j 6.48813e-11-0j -6.15872e-15-0j 1.26942e-09-0j -1.20497e-13-0j 
-2.37188e-05-0j 0.000180013-0j -0.0425909-0j -0.00614357-0j -0.00351358-0j -0.00062663-0j 5.02547e-07-0j 4.24276e-05-0j -0.000315496-0j -0.000504467-0j -0.00101665-0j -7.27674e-05-0j -0.566525-0j -8.98031e-05-0j 0.00151007-0j 0.00142031-0j 0.00011836-0j -6.96803e-08-0j 1.3755e-05-0j -1.27696e-05-0j -0.000100853-0j 9.3628e-05-0j -0.000158003-0j -2.27913e-05-0j 0.000146683-0j -0.00021725-0j 2.11584e-05-0j 0.000201686-0j 0.00119916-0j 0.00241664-0j -3.19635e-06-0j -0.00111325-0j 0.00424039-0j -0.00224351-0j 2.96735e-06-0j -0.0039366-0j -0.0409254-0j 0.000213469-0j 5.09718e-05-0j 0.0379934-0j 6.23879e-05-0j -0.000198175-0j -4.732e-05-0j -5.79182e-05-0j 3.34772e-06-0j -3.10788e-06-0j -1.55378e-09-0j 1.44246e-09-0j -1.09177e-05-0j -2.52122e-05-0j -3.01198e-05-0j 7.92288e-05-0j 0.000182963-0j 0.000218577-0j 0.000122388-0j 1.7654e-05-0j 0.000282631-0j 0.000164881-0j 4.07684e-05-0j 0.000337645-0j -7.87917e-07-0j 4.8704e-05-0j 0.000380759-0j -0.000910095-0j -1.81954e-06-0j 2.42585e-06-0j 0.000454874-0j -0.00125136-0j -2.17371e-06-0j -0.00210168-0j 2.17491e-05-0j 5.60202e-06-0j -0.00251077-0j -0.00293266-0j -0.00288976-0j -0.000209908-0j 6.69245e-06-0j -0.000423025-0j 5.02252e-05-0j -0.00345225-0j 2.61436e-07-0j 0.0244246-0j -0.00677239-0j -0.00048474-0j 6.00016e-05-0j 1.81717e-06-0j -0.00809064-0j 0.00435601-0j -0.00097689-0j 6.03734e-07-0j -0.000579095-0j 0.0564037-0j -3.73669e-05-0j -3.49345e-06-0j -0.00116704-0j 7.21251e-07-0j 4.19638e-06-0j 0.0673827-0j -5.10284e-06-0j 0.0100593-0j -8.62913e-05-0j 5.0132e-06-0j -2.01003e-07-0j -8.06741e-06-0j 0.0120174-0j -1.1784e-05-0j -0.000103088-0j -9.63773e-06-0j 7.69208e-11-0j -1.40777e-05-0j -4.64175e-07-0j 1.77633e-10-0j -5.54527e-07-0j 2.12209e-10-0j 
-2.39596e-06-0j 5.53255e-05-0j 4.52303e-05-0j 0.0884876-0j 5.64663e-06-0j 0.00290065-0j 0.00138196-0j -4.37113e-08-0j 9.88951e-07-0j -5.46392e-09-0j 1.04741e-06-0j -1.06895e-05-0j -1.86691e-05-0j -3.21964e-10-0j -0.00678134-0j -1.09099e-06-0j 1.72837e-05-0j 3.27203e-06-0j 4.22382e-06-0j 1.40207e-06-0j -9.42256e-05-0j -3.12775e-05-0j 5.10074e-07-0j 0.0009979-0j 1.69316e-07-0j -6.67119e-05-0j 0.000331246-0j -2.21446e-05-0j -1.17782e-05-0j 0.00225783-0j -0.00427829-0j -3.90969e-06-0j -6.80875e-06-0j 0.000749471-0j -0.00142015-0j -2.26012e-06-0j -0.0188381-0j -6.94037e-07-0j 0.211026-0j -0.00625316-0j -0.000436651-0j -2.30381e-07-0j 0.0700488-0j -0.000144943-0j -0.000294205-0j -9.76592e-05-0j -3.27067e-05-0j -1.08568e-05-0j -1.10285e-06-0j 7.89612e-08-0j 1.5449e-06-0j 2.43503e-05-0j -1.74341e-06-0j -3.41103e-05-0j -1.29973e-07-0j -0.000254276-0j 9.30567e-09-0j 1.66555e-05-0j 1.82054e-05-0j 1.82068e-07-0j -7.95916e-08-0j 0.000356194-0j -1.19248e-06-0j 2.94058e-06-0j 5.69853e-09-0j 0.00106813-0j -2.33313e-05-0j -0.000384594-0j 1.11493e-07-0j -2.10537e-07-0j -1.14881e-08-0j -7.6475e-05-0j -4.11921e-06-0j 3.1144e-06-0j 2.75358e-05-0j -3.17845e-05-0j -0.00149625-0j 0.00609295-0j 8.22513e-10-0j 0.000538745-0j 0.000356054-0j -3.92525e-05-0j -2.22982e-07-0j 2.27568e-06-0j 1.60927e-08-0j -4.78669e-10-0j -4.3627e-06-0j -0.0201638-0j -0.000436237-0j -2.54925e-05-0j 4.45242e-05-0j 2.81036e-06-0j -1.87292e-06-0j -0.00960668-0j -0.00853509-0j -0.000498766-0j 3.42714e-11-0j 5.49854e-05-0j 3.63396e-05-0j 0.00144367-0j 1.34096e-07-0j 6.70527e-10-0j 9.72916e-06-0j 0.000687811-0j 0.0282458-0j -2.60181e-06-0j 2.62361e-06-0j 0.0134572-0j 7.4698e-07-0j -5.09051e-05-0j -6.9658e-07-0j -5.34816e-08-0j -1.36288e-05-0j -1.04638e-06-0j 
-2.42029e-07-0j 7.46464e-06-0j 3.03341e-06-0j -0.000125658-0j -0.000145699-0j -0.115145-0j -0.0131293-0j -2.2309e-07-0j 6.74153e-06-0j 2.65256e-06-0j -1.85909e-08-0j -0.000109882-0j -8.44933e-05-0j 4.72198e-07-0j 0.000997997-0j 0.00214473-0j 0.381808-0j -0.00237693-0j 1.40357e-07-0j -1.47468e-07-0j -4.18211e-06-0j 4.39397e-06-0j -1.61227e-06-0j 6.6788e-05-0j 1.69395e-06-0j 1.54729e-08-0j -7.01713e-05-0j -1.62568e-08-0j 4.97257e-05-0j -3.48509e-07-0j -0.000587338-0j -5.22447e-05-0j -3.02009e-07-0j 3.66164e-07-0j 0.000617092-0j 3.17308e-07-0j -0.00083707-0j 8.85195e-06-0j 0.00222716-0j 0.000879475-0j 0.011464-0j -9.30038e-06-0j -0.00233999-0j -0.0120447-0j -0.0874606-0j 0.0918913-0j 0.000207062-0j -0.000217552-0j 2.16607e-07-0j 1.3257e-07-0j -8.04165e-08-0j -6.38787e-06-0j -3.90955e-06-0j 2.37153e-06-0j -2.42818e-06-0j 0.000100587-0j -1.48612e-06-0j 2.28324e-08-0j 6.15619e-05-0j 9.01475e-07-0j 1.56323e-08-0j -3.73433e-05-0j 1.39741e-08-0j 7.33769e-05-0j 9.56739e-09-0j -0.000866695-0j -8.47664e-09-0j -7.04196e-07-0j -5.80356e-09-0j 4.49087e-05-0j -4.31503e-07-0j -0.000530441-0j -2.72415e-05-0j -2.02349e-07-0j -4.30988e-07-0j -0.00119599-0j 0.000321765-0j 8.38223e-06-0j -2.64092e-07-0j 2.61436e-07-0j 0.00318212-0j 1.37449e-05-0j -1.23843e-07-0j -0.000731977-0j 1.60197e-07-0j -3.60526e-08-0j 7.51229e-08-0j 0.0108625-0j 5.13016e-06-0j 0.00194755-0j 0.000444016-0j 8.41223e-06-0j -0.000212904-0j 0.00123858-0j -3.11194e-06-0j -0.00118138-0j -2.20652e-08-0j -5.10284e-06-0j -0.0621102-0j 0.00664816-0j -0.000130303-0j 1.33847e-08-0j -0.0258712-0j 0.000758047-0j -0.00403276-0j -0.0380132-0j 7.90417e-05-0j -0.00045983-0j 3.50125e-05-0j 0.0230587-0j -0.0158339-0j 2.14286e-05-0j 0.00960481-0j -1.29985e-05-0j 
-2.93444e-06-0j 4.50152e-05-0j 7.39429e-05-0j -0.000246819-0j 0.0831342-0j 0.0147643-0j -1.18703e-05-0j 2.59776e-06-0j -3.90452e-05-0j -6.20998e-05-0j 2.1648e-07-0j 0.000207287-0j 0.000983872-0j 0.0010497-0j 6.11294e-05-0j 0.382819-0j -0.00208117-0j 1.0196e-06-0j -1.76961e-06-0j 1.78655e-06-0j 2.62259e-05-0j -2.64769e-05-0j 4.08685e-05-0j -0.000136418-0j -4.12597e-05-0j -1.95081e-07-0j 0.000137723-0j 1.96949e-07-0j -0.000626935-0j 2.18549e-06-0j -3.89524e-05-0j 0.000632935-0j -0.000360277-0j -2.20641e-06-0j 3.93252e-05-0j 0.000363725-0j 0.00343749-0j 0.0105973-0j -6.53783e-06-0j -0.00347039-0j -0.0719373-0j -0.0106987-0j 6.60041e-06-0j 0.0726259-0j 0.000165319-0j -0.000166902-0j -5.7378e-08-0j 5.79272e-08-0j 2.62622e-06-0j 1.60526e-06-0j -8.61504e-07-0j -3.85218e-05-0j -2.35462e-05-0j 1.26366e-05-0j -5.91898e-05-0j 0.000197574-0j -3.61794e-05-0j 2.76828e-07-0j 0.000120766-0j 1.94166e-05-0j 1.89531e-07-0j -6.4812e-05-0j 1.69209e-07-0j 0.000889645-0j 1.1585e-07-0j 5.52749e-05-0j -9.08105e-08-0j -4.24663e-06-0j -6.21737e-08-0j 0.000543789-0j 0.000495013-0j 3.37864e-05-0j -0.000291838-0j -4.93249e-06-0j -2.59572e-06-0j -0.00472304-0j -1.81323e-05-0j 1.64645e-05-0j 0.000302573-0j 1.39306e-06-0j 8.98284e-06-0j -0.00784268-0j -3.01495e-06-0j -0.00288693-0j -0.000162384-0j 0.000125501-0j 1.61805e-06-0j -0.00139283-0j 1.00638e-05-0j 5.4907e-06-0j 0.00154934-0j -0.00479379-0j 0.0798352-0j 1.11981e-06-0j -5.401e-06-0j -2.94672e-06-0j 7.67114e-05-0j 0.00257271-0j 0.0165895-0j -0.000851359-0j 0.0487988-0j -4.11691e-05-0j -2.32315e-05-0j 6.84478e-07-0j 0.000456903-0j 0.0101402-0j -0.0261891-0j -3.67342e-07-0j 6.20012e-09-0j -0.00544201-0j -1.42001e-05-0j 3.78979e-09-0j 7.62084e-06-0j -2.03388e-09-0j 
