0.010327+0.0671545j -0.0543429+0.0204952j 0.0641857+0.149465j -0.136484+0.0438277j -0.148395+0.0310539j -0.0589837-0.167665j -0.0910751+0.116939j 0.0768894+0.0658703j -0.0897585+0.131094j -0.0992282-0.0266737j -0.0184157-0.0120581j -0.169501+0.0067496j 0.0236601-0.053748j 0.0855412+0.0468905j 0.0560562-0.013355j -0.0659122-0.0419553j -0.072939+0.0791609j 0.00375817-0.0652249j 0.0117236+0.0458786j -0.0636223-0.144462j 0.13206-0.0941813j -0.121838-0.208542j 0.252938+0.122683j -0.0877383+0.123253j 0.092355-0.22226j -0.0543247+0.109123j -0.0394329+0.138487j -0.0337113-0.116809j -0.024649-0.0227847j -0.223898-0.060499j 0.0350636-0.0323561j 0.0594026+0.125173j -0.148776+0.251492j 0.0936106+0.0223752j 0.0211587-0.0871683j 0.147952+0.0981659j 0.0502302-0.0221261j -0.000569841-0.0470299j -0.0584799+0.0243654j 0.139521+0.0332872j -0.0925343-0.045585j -0.0126019+0.00526437j 0.00146737+0.0340231j 0.050368-0.0079882j -0.0328976+0.014249j 0.047065+0.0226164j -0.0604366+0.0615434j 0.0906631-0.0660293j -0.026867-0.0264575j -0.0937812+0.0324706j 0.159526-0.0475167j 0.0478051-0.0227156j -0.0531403+0.0232428j -0.0801132-0.025637j 0.00736932+0.00307656j -0.0242686-0.0441889j 0.0164809+0.02813j -0.0500735-0.00219106j -0.0120227-0.0458594j 0.00228979-0.0387688j -0.0326171-0.0363997j 0.00587703+0.0184866j -0.0156267+0.00656692j 0.0347217-0.0267323j -0.00920303-0.0144784j -0.0393561-0.0460912j 0.0105495-0.00414027j 0.0117459+0.0293735j 0.00388477+0.00676306j -0.00672593+0.0450727j -0.0269903-0.0168713j 0.018243+0.00931722j -0.0160114-0.0373519j -0.0132772+0.0379279j -0.00157421-0.0153014j -0.0111019+0.0146868j 0.000548+0.00155241j 0.00752386+0.014439j 0.0174644+0.0239375j -0.00484658+0.0216302j -0.00119152-0.0141147j -0.00170878+0.00482917j -0.0136242-0.00758007j 0.0635007+0.0316027j -0.0383545+0.00387627j -0.0325086+0.00684593j 0.0107038+0.00254722j -0.00495899+0.015462j 0.0051656+0.0187644j -0.00364362+0.00297286j -0.00107505-0.00208192j -0.0165644-0.0126854j -0.0243892-0.00932999j 0.0150328+0.0306239j 0.0108012-0.0127361j 
-0.000385404+0.00350019j 0.00235713+0.00313401j -0.00136015+0.00191668j 0.00289181+0.00263931j 0.0036785-0.00341238j 0.000739078+0.00268863j -0.00107612+0.00275956j -0.00207289-0.00173346j -0.000251776-0.000160005j 6.13986e-05-0.000444933j -0.000177344-0.00306454j 0.00275025+0.00192034j 0.00182195+0.00196167j 0.000304518-0.000217388j -0.0035927+0.000555927j 0.00231787+0.000414808j 0.000613513-0.00545281j -0.00245167+0.00204999j 0.000748213-0.000701083j -0.00077532-0.00123852j 0.00729484-0.0007952j -0.00179347+0.00188351j 0.00284082+0.00146836j 0.0062162-0.00226706j -0.00321898+0.00710551j -0.00231602+0.00165651j -0.00270012-0.00484003j -0.00102063+0.0017539j 0.0032213-0.00528198j 0.00222652+0.000924136j -0.00278808+0.000299242j -0.00401231+0.00393763j 0.00185888-0.000644849j -0.00633055+0.00375646j -0.00369388+0.00195958j -0.00224753+0.000609821j -0.000962768-2.2137e-05j -0.00284702-0.00351731j -0.001171+0.00125243j -0.00697016+0.00104622j -0.000242971+0.00022595j 0.00546091-0.00183174j 0.00813303+0.00575146j 0.000707108-0.00157849j 0.00242604-0.00450418j 0.00443507+0.00132835j 0.00621808+0.00426056j 0.00924787+0.00254473j -0.00301774+0.000332651j -0.00760973-0.00337631j -0.000639389-0.00229016j 0.00856245+0.003964j -0.00578375+0.000191971j 0.00550238+0.009203j 0.00235828-0.00970602j -9.45498e-05+0.00123759j 0.00971737+0.00382947j -0.00559481-0.00738215j 0.00327797-0.00222771j 0.00465071-0.00544738j 0.00856406+0.00469869j -0.00942938-0.00239308j 0.00246444-0.000552698j -0.00668528-0.00506806j -0.00388624+0.00168194j 0.00786265+0.000679308j 0.00176091+0.00376746j -0.0103084-0.00936071j 0.00772719-0.00452032j 0.0123512+0.00019303j 0.00852994+0.00560183j -0.00166894+0.00453218j -0.00433208+0.00781489j 0.00317878+0.00486217j 0.00362405+0.00507879j 0.00157952+0.000751905j 0.000634027+0.00112818j 0.0101619-0.00597318j -0.000506291+0.000259149j 0.00171097-0.00217329j -0.00465575+0.00319813j -0.00780796+0.00190396j 0.00856925-0.0076107j -0.00418769+0.00290571j -0.00434089+0.00532975j 0.00125771-0.000213576j -0.00670128-0.00414809j 0.00271213-0.0043563j -0.00432339-2.29585e-05j -0.0137432-0.00478116j -0.00533063+0.000987851j 0.010819+0.00773734j -0.0040064-0.00658515j 0.000276444+0.00265791j -0.00281713-0.000846963j 
-0.00204768-0.00266671j 0.00112825+0.000522968j 0.000260102+0.00240176j -0.00228495+0.000503997j -0.00319875+0.00309686j 0.00202287-0.00136187j 0.000537903+0.00132427j 0.00269576+0.00278519j -0.00110288+0.000867427j -0.00186282-0.00174006j -0.00135269+0.000546159j -0.000290888+0.00112148j -0.00141951-0.00307839j -0.00104039-0.000388537j 0.00551721+0.00309322j 0.000610046+0.00265163j -0.00276296+0.00452796j 0.00138597-0.00596343j 0.000450649+0.00095604j 0.00194793+0.000368416j -0.00184002+0.00226328j 0.000855761-0.00383933j 0.00148056+0.00103378j 0.00195818-0.000997198j 0.00267702-0.00143241j 0.00452202-0.00304904j 0.000638696-0.00172424j -0.000266618-0.00193669j -0.00126696-0.000251891j 0.00131761-0.00200904j -0.000188013-0.000584423j -0.00019961+0.00187782j 0.000360875-0.00369926j 0.00073583-0.0019205j 0.00285402+0.00117546j -0.00122522-0.000809103j -0.000911335-0.00442925j -0.000101559+2.34885e-06j -0.00045626+0.00244035j -0.00191983+0.00275808j -0.00134199+0.00503963j 0.000565419+0.00348098j -0.00103723-0.00566485j -0.00476198-0.00716621j -0.00339644-0.00107585j 0.00590136+0.00325718j 0.0016037+0.000671997j 0.00122301+0.0018014j 0.00112563+0.00248828j -8.20183e-05-0.00281534j 0.000965913-0.00195926j 0.00570239-0.00242593j -0.0004922+0.00994447j -0.00404566-0.0110436j 0.00248136+0.0056926j 0.00558154+0.0032337j -0.00297091+0.00268596j -0.00419029+0.00372369j -0.00530024-0.00145134j 0.000299807+0.00275505j 0.00529653-0.000368144j -0.00274408-0.00112765j 0.00321786+0.00516087j 0.00468469-0.00304619j 0.00140692-0.00524389j -0.00509397+0.00621906j -0.00574762-0.000966039j -0.00103449-0.00286047j -0.00269922+0.00556763j -0.0117015-0.00485742j -0.00368506-0.00622161j -0.00034832+0.000830148j 0.000761645+0.00525557j 0.0109789+0.000305038j -0.00415803-0.00454286j -0.0020512-0.00479346j -0.0181049-0.00095602j -0.00363492+0.00150501j 0.00685481+0.00353234j -0.0123072-0.000227844j 0.00342437-0.00197664j 0.00272203-0.00279863j -0.00451268-0.00395213j -0.00691828+0.00431528j -0.00277996+0.00469389j 0.00160792-0.012447j 0.0014867+0.00723275j 0.00766934+0.00766704j 0.00933885+0.00066504j -0.00375171+0.000154887j 0.0044899+0.00076639j -0.00807514-0.00432473j 0.0137828-0.00233777j 0.00729997+0.00685887j 0.00383185+0.00404707j 
0.00168545-0.00289257j 0.0023776+0.00201804j -0.0009917+0.000575423j -0.000519836-0.00144997j 0.000169358+0.00194242j -0.00128219+0.00218137j -0.00062717-0.00168286j 7.33654e-06+0.0026369j 0.000749846-0.00268617j -0.000794153-0.00176774j 0.000987854-0.000865298j -0.00103722+0.00119026j -0.00105336+0.00122999j 0.00161254-0.00124004j -0.00584139+0.000254424j -0.000869368+0.00252088j 0.00146597+0.00240485j -0.00457757-8.88719e-05j 0.00397905-0.00075034j 0.00316043+0.00186676j -0.00353324+0.000264836j 0.00476978+0.0058576j -0.00565231+0.00466715j -0.000154819-0.000127744j 0.000259332+0.00272291j 0.000405044+0.000752292j 0.00407502-0.00412292j 0.000412718+0.00133223j 0.00296423-0.00180103j -0.00283997-0.000672827j -0.00513842+0.00208568j -0.00676783+0.00369215j 0.00486283-0.00238899j -0.00158055+0.00231539j -0.000836011+0.00015401j 0.000394043-0.000895091j 0.0051163+0.00231708j -0.0014345+0.00444893j 0.000124333+0.00279163j 0.00064596-0.000885718j -0.00298409-0.00188504j -2.93684e-05+0.000339384j 0.00347226-0.00144586j -0.000368534+0.00029161j -0.00661919+0.00244253j 0.00352982-0.000933421j 0.00683729-0.00900332j -0.00135723+0.00371504j -0.0077028+0.000584493j 0.0013736+0.00735732j 0.00323957+0.0026212j 0.00321129+0.00294881j 0.00188118+0.00108354j 0.00318525-0.00111266j 0.0008571-0.00335308j -0.00335524+0.00471911j 0.00472826+0.00361575j 0.000556611+0.00477252j 0.00387611-0.00410538j -0.00541018-0.000908841j -0.0117875+0.00355726j 0.00182805-0.00121306j -0.00139202-0.0064877j 0.00733779+0.0014165j -0.000682249-0.00341009j 0.000347759+0.00545668j -0.00052033+0.00879433j -0.000493228+0.00305527j 0.00477152-0.00223782j -0.00427378-0.0082866j 0.000752469-0.00334753j -0.00240681-0.000472251j -0.0013394-0.00209512j 0.000436141-0.00983658j 0.00330311+0.00325902j -0.00368785+0.00380626j 0.00260429-0.00163492j -0.00180223-0.000638565j -0.00381952-0.00201941j 9.3886e-05+9.14304e-05j 2.04525e-05+0.00599858j -7.941e-05+0.00123922j 0.000313189+0.00220059j 0.00486693+0.00480143j 0.00245377+0.000468674j 0.00664118+0.0083951j -0.00755704-0.00708656j -0.00147111-0.009704j -0.00602358-0.00149826j 0.00261047+0.00147102j 0.00276622-0.00457046j 0.00669834-0.0103555j 0.00228224+0.0140877j -0.00365917-0.00619067j 0.000138197+0.00212247j 
-0.000666175+0.000130583j 0.000101152+0.00136534j 0.00097506-0.000945479j 0.00085595-0.00121805j -0.00112637-5.26368e-05j 0.00377478+0.00489375j -0.000649932+0.00147471j 0.00196274+0.000537528j 0.00221943-0.00119569j -0.00239046-0.00228172j -0.00159221-0.00114465j -0.000580189-0.00207013j -0.00336388-0.00332285j -0.000802597+0.00101096j 0.0028245+0.00171168j 0.00283576+0.0021887j -0.00540064+0.00198875j -0.00265263-0.00169074j -0.0020205+0.00478042j -0.00010113+0.000643022j -0.0034481-0.000230229j -0.00137715+0.00398354j 0.00374933-0.00213392j 0.000552012+0.0021325j 0.00268193+0.00102484j 0.00454404-0.00496583j 0.00151708+0.00249537j -0.000965121-0.000463781j -0.00110871-0.00629862j -0.000838161-0.00432216j -0.0033763-0.00160611j -0.00186766+0.00215518j 0.00274446+0.00236861j -0.00371198+0.00324722j 0.00183107+0.0012529j -0.00171874+0.001486j 0.000497741+0.000110803j -0.00128026-0.00170469j -0.00231267+0.0070573j -0.00397318-0.0017644j 0.00283491-0.000776271j 0.00837134+0.00103229j -0.00136042-0.00175605j 0.00750446-0.00833829j 5.25161e-05-0.00711226j -0.00711727-0.00498385j 0.00118963-0.00293658j 0.0053681+0.00530983j -0.00732224-0.00323583j 0.00453219-0.00784962j -0.000461273+0.00376518j -0.00558675-0.00226307j -0.00435386+0.00171072j 0.00238214+0.00467706j 0.00629873+0.00248129j -0.0066029-0.00384792j -0.00243811-0.00946425j -0.000533725-0.00329699j 0.00175847+0.00387935j 0.00229279+0.00221285j 0.00674895-0.00283605j 0.00133863+0.00547225j 0.00123085-0.000560451j -0.00685683+0.00156677j -0.00300003-0.00182036j 0.00400498+0.00170749j 0.00018016-0.00036207j 0.00295645+0.00760007j -0.00561548-0.00365923j 0.00100188+0.00284822j -0.000589432-0.00447729j 0.00391113-0.00219193j 0.000468051+0.00316423j 0.00362758-0.00228202j -0.00226839-0.00723918j 0.00347361-0.00286991j -0.00975315-0.000406926j -0.00697792+0.00723628j 0.00598866-0.0046076j 0.00264388+0.00661622j 0.00241588+0.00353545j -0.00187521+0.00204891j -0.00795431+0.0016077j 0.00120275-0.00337446j -0.00550246-0.00125147j 0.00299146-0.0115426j -0.0051509-0.000551795j 0.000420904+0.00221338j 0.00288955-0.000367077j -0.00306881-0.0081663j 0.000156592-0.00346047j -0.0110767+0.00402897j 0.00827981+0.00204317j 0.00270112-0.000545962j 0.00131995+0.00713353j 
0.00155918-0.00112098j -0.00102716-0.00277639j 0.000837478-0.00067056j -0.00158006+0.000331656j -0.00391169-0.000584959j -0.00318049-0.00388784j 0.000392462+0.00194527j 0.00266938-0.00011834j 0.00121024-0.00102388j 0.000134487-0.000800229j 0.000264666+0.00026972j -0.000811415+0.00169385j 0.00227107-0.00291347j 0.000137389+0.00057763j 0.00206774+0.00328056j -0.0001353+0.00405027j 0.00287595-0.00271661j 0.00840154-0.0028794j -0.00117282+0.002971j 0.004083-0.00398423j -0.00603983+0.0068182j 0.00238407-0.00403163j 0.00425636+0.00189376j -0.00117307+0.00251243j 0.00206647+0.00475227j -0.00119627-0.000357498j 0.00051176-0.000970466j 0.000122139+0.000822798j -0.00453767+0.00418336j -0.00053424-0.00602221j 0.00150308-0.000228112j 0.00126591-0.000188921j 0.00418013-0.00180011j -0.00056932-0.00255127j 0.00197802-0.000535749j -0.000305071-0.00144413j -0.000125703+0.000263544j -0.00360993-0.00429238j 0.00162654-0.0019091j 0.0065663-0.0018647j 0.00369898+0.0010903j -0.00772785-0.00646677j 0.00890571-0.000379321j 0.00789787-0.00988654j 0.00577941+0.00186187j -0.001771-0.00721524j -0.00390927-8.93501e-05j -0.00633891+0.00112372j -0.00139336+0.00491716j 0.000437011-0.00510176j 0.0016098-0.00164735j -0.00662017-0.00242481j 0.000403308+0.000795208j 0.00711994+0.00796107j -0.000999484-0.00830963j 1.34529e-05+0.0100486j 0.00144211-0.0048702j -0.00147846-0.00548728j 0.00534444+0.00438351j 0.00649502+0.011436j -0.0105887-0.000931983j -0.00370848+0.00207997j -0.00136907+0.0020233j 0.0109126+0.00324356j -0.00309318+0.00434586j -0.00379282-0.00552098j 0.00742946+0.000843526j -0.00324933+0.00967539j 0.00222676+0.00118912j 0.00624186+0.0052385j -0.000381607-0.00504196j 0.000147983+0.00447077j 0.00264964+0.00261314j 0.00241005-0.00540421j 0.0031345-0.00760099j 0.00296062+0.00433137j -0.0104901+0.0023894j 0.000610195+0.00324804j 0.00289184+0.00376313j 0.00188152+0.00618259j 0.00514749-0.00643522j -0.00535536-0.00154625j -0.00384585+0.00128276j 0.0107066-0.00382903j 0.00230015-0.01098j 0.00116537-0.00462916j 0.00634514-0.000654054j -0.00424012+0.00278646j -0.000416891-0.00270197j -0.00592421-0.00602789j 0.00676938-0.00581175j 0.000288904-0.00272765j 0.00494675+0.000199007j -3.9336e-05-6.04006e-06j 0.00294431+0.000639939j 
0.00558463-0.000869997j 0.00355336-0.00494998j 0.00486396-0.00392751j -0.000199147-0.002675j -0.00284155+0.00134227j -0.0013984+0.00191409j 0.000802247+0.000181639j 0.00138812+0.00111396j 0.00127563+0.000331901j -0.00137801-0.00179012j 0.000101398+0.00104096j -0.000343051+0.00111689j -0.000570864-0.00081566j -0.00225854-8.13728e-06j 0.00295894-0.00146117j 0.000969528+0.00182455j -8.38292e-05-4.22342e-05j 0.00417739-0.00142514j -0.00120187-0.00291602j 0.00317671-0.00195577j -0.0052477+0.00106514j -0.00401247+0.00287235j 0.00177213+0.00246666j -0.000592587+0.000696119j 0.00589749+0.0022819j 0.000491409-0.0083119j 0.00389054-0.000202624j -0.000963484+0.0017723j -0.00675066+1.41423e-05j 0.00232602-0.00492134j -0.00449127-0.00421556j -0.00080881-3.74963e-05j 0.00347729-0.000187646j -0.00442192+0.00200573j -0.00222456+0.00248531j 0.00287754+0.00250407j 0.00717001+0.00363773j 0.00218948+0.0105523j -0.00668404-0.00602743j 0.000965271+0.00404826j -0.00497161+0.00160615j -0.0051208+0.00309624j -0.00114161-0.00244089j 0.000243097-0.00446888j -0.00894253-0.000343219j -0.00370194+0.00121995j -0.0059511+0.00249672j 0.00790336+0.0012522j 0.00271006+0.00394094j 0.00201406+0.00636137j -0.00775681+0.00131968j 0.00662826-7.24311e-05j -0.00502185+0.00991669j -0.00113071+0.00306366j 0.00108153+0.00505583j -0.00541515-0.000515669j 0.00605106+0.00589601j 0.00502418+0.00389205j -0.000799126+0.0048733j -0.00729382-0.00483253j 0.0102267-0.00531556j 0.00396799+0.000514675j 0.0019078+0.00398371j -0.000774728+0.00049643j -0.00185459-0.00281414j 0.00234355+0.00318285j 0.00711813+0.0129118j -0.000148257+0.00953093j -0.00374849-0.00357068j 0.00123368-0.00383283j -0.00686093+0.000719782j 0.00228186-0.00153438j -0.00281625-0.0117401j 0.0021707-0.00595178j -0.00224241+0.00293171j -0.00188865+0.00205088j 0.00445715+0.00189114j -0.000623838+0.00303819j 0.00336376-0.00971666j -0.00496001-0.00427631j 0.00861512+0.0104351j 0.00361341+0.00129539j -0.00755845+0.00665644j -0.00263726+0.00309335j -0.00919007-0.00915557j 0.00394576+0.00903699j 0.0043621-0.00808782j -0.00685362-0.00608955j -0.00292599-0.00099757j -0.000762172+0.00969355j -0.00401836+0.00667665j -0.0106686+0.000895884j 0.00618286+0.00713342j -0.00655224-0.00322511j -0.000481246-0.00408347j 
0.000265214+0.00222925j -0.00143337-0.00197584j -0.00198733+0.00171921j -0.00330709+0.00282277j 0.00274279-0.00177757j 0.00118471-0.00273424j 0.000910963-0.000895455j 0.000343214+0.000942389j 0.00236278+0.00175601j 0.000629867-0.00113743j -0.00261501+0.00124011j -0.00130384-0.0012054j 0.00354408-0.00166482j -0.000970802-0.000591369j 0.00029711-0.000466416j 0.00106522+0.00283173j 0.000174366+0.00466893j 0.00340783-0.000662833j -0.00259643+0.00140073j 0.00686574-0.00591773j 0.000823452-0.000365505j 0.000659079-0.00175722j 0.00563679+0.00064029j -0.0045376+0.00125395j -0.00384414-0.0076621j 0.00677959-0.00185672j 0.00161323+0.00443896j -0.00037373-0.000712617j 0.00084664+0.00354697j 0.0036054-0.00768968j 0.00390308-0.00488691j -0.000796481-0.00122361j 0.00306295+2.33559e-05j 0.00556237+0.00138896j 0.00265638+0.00219754j 0.00274948+0.000319029j 3.52661e-05-0.000884553j -0.00377391+0.00107776j -0.000165817-0.00362786j -0.00246454+0.00698439j 0.00238938+0.00928179j 0.00160853+0.00384991j 0.00351798+0.00532795j 0.00206554+0.00461958j -0.00408813-0.00722647j 0.0013779-0.00495246j 0.00438751-0.00415087j 0.0032249+0.00369488j 0.00689445-0.00396309j 0.00355267-0.00130727j -0.000675335+0.000560226j 0.000331775+0.00278225j 0.00132507-5.61313e-05j 0.00524693+0.00148203j -0.00032125-0.00469515j -0.000545672-0.00448464j 0.009859-0.0026806j -0.00831722+0.00305565j 0.00971544+0.00684804j -0.00362047-0.00605747j -0.00304171+0.0043694j -0.00474444-0.00649803j -0.00274399-0.00335176j 0.00543846+0.00165227j -0.00456403+0.00546601j -0.000199554+0.00216892j -0.00397276+0.00506538j 0.00424992+0.00281422j 0.00444257-0.00124606j 0.00445279-0.00281894j 0.00369293-0.00362393j 0.00295236+0.00473355j -0.00686151+0.0118176j 0.00244726+0.000473138j 0.00572737+0.0018844j -0.00147692-0.00534752j 0.000733347-0.00298174j -0.00362319+0.000314798j 0.00162543-0.00596724j -0.00295967+0.00740912j 0.00131708-0.000698797j 0.00197963-0.00275908j 0.00440245-0.00632785j 0.00344241+0.00812156j -0.00335259-0.00109114j -0.00417246+0.00647602j -0.00219984-0.00887744j -0.00596533-0.00345467j -0.00585941-0.0113155j -0.00806629-0.00986922j -0.000970544+0.00368298j 0.0039653-0.00898082j -0.0003896+0.0036967j 0.00256234+0.00650224j 0.00181286-0.00296123j 
0.0021497+0.00118908j 0.00495341-0.000170261j 0.000212602+0.000524489j 0.00209838+0.00167918j 0.00672886-0.00128072j -0.00172086+0.00150738j -0.00162138+0.00287613j -0.000894646+0.00203325j -7.0846e-06-0.00116972j 0.00033021-0.000597024j 0.00309758-0.00241252j 0.00185468+0.000843627j 0.00453013+0.00227729j 0.00413837+0.00201844j -0.00232977-0.00178104j 0.00194991-0.00047846j 0.000719513-0.00637447j -0.00166851+0.00347557j 0.00329221-0.0108884j -0.00154047+2.92367e-05j 0.00414147+0.00114239j -0.0013786+0.0108406j -0.000517282+0.00242307j 0.00160807-0.00268245j -0.00310501+0.0102625j -0.0110048-0.00398449j -0.00284465-0.00454063j -0.00110422+0.00489866j 0.00153116-0.00643619j -0.00471185-8.94604e-06j -0.0109459+0.000810735j -0.00570061+0.00926966j 0.0050761-0.000462854j -0.0117349+0.00211509j -0.00428693+0.00321551j 0.000232062-0.00460034j -0.000122708-0.00370142j -0.00252971+0.00102229j -0.000453128+0.00138104j 0.00295705-0.0021779j 0.00456841-0.000727104j -0.00522816+0.000766616j 0.00540261-0.00332354j -0.00422835+6.00579e-05j -0.000317881-0.000610237j 0.000947413+0.00376556j -0.000125228-0.0040857j 0.00908659-0.000155519j -0.00112991-0.00330346j 0.00714156+0.00225768j -0.000549375-0.00355494j 0.000912597+0.000304648j 0.00680915+0.000942961j 0.00195591-0.00445058j -0.00195833+0.00490006j -0.00593669+0.000756561j 0.000484454-0.000334519j -0.00104814+0.000444127j 0.0013945+0.00196551j 0.00306878-0.00156891j -0.00901629+0.00322277j 0.000953071-0.000179102j -0.00663908-0.00173323j 0.00305846+0.00423392j -0.00159452-0.00198099j -0.00424658+0.00206109j -0.00828732+0.000999767j 0.000893734+0.000554855j 0.004932+0.0025782j -0.00336678-0.000610117j -0.00100583-0.00569702j 0.00533715-0.0034941j -0.000645564+0.0013736j -0.00479824+0.00399201j -0.00104496-0.00165928j 0.00512427+0.00130358j -0.00864443+0.00205897j -0.000589868-0.00587176j -0.000778814-0.00191135j 0.00288617+0.00585344j -0.00691439-0.00573503j -0.000110283-0.00190399j -0.00887015+0.00437538j 0.00503381-0.00458508j 0.000936353+0.00075994j 0.00140851-0.00726578j 0.000424547+0.00192699j 0.00393756+0.00790853j 0.0104122+0.00279278j -0.000134685-0.0022012j 0.0016628+0.00874625j 0.00185127+0.000729642j 0.00325386-0.00671189j -0.00486807-0.00664896j 0.000847149-0.00698497j 
0.000369785-0.00336861j -0.00180977+0.000376143j 0.00122558-0.00256048j -0.000761925-0.00136795j -0.00135614-0.000512731j -0.0017679-0.00274809j 0.000624561-0.00139519j 0.00206145-0.00148076j 0.000548889-0.00480662j 0.000291027-0.000969371j 6.2625e-05+0.00347108j 0.000358654+0.00020278j -0.00321184-0.00111849j -0.00183924-0.000868221j -0.000262865+0.0002146j 0.000522628+0.000438535j 0.000404502+0.00212232j 0.00245886+0.00136678j -0.00369505+0.000388529j -0.0015545+0.00538996j -0.00327668+0.00398878j -0.00452069-0.00246819j -0.00269446+0.00113069j -0.00331569+0.000577444j 0.00424022+0.000610003j -0.00548371-0.00127668j 0.00184887-0.00140028j 0.000308666+0.000781094j -0.00404993+0.00427931j -0.00154882-0.0025299j -0.00150695-0.000922981j -0.000963038-0.000622617j 0.0013839-0.00155342j 0.00117786-0.00393951j 0.00719516-0.000534449j -0.00192905+4.99033e-05j 0.00131934-0.00120625j 0.000482331-0.00625967j -0.00439971-0.00227252j -0.000393277+0.000439877j 0.00758567-0.00260108j 0.00146057+0.00563303j 0.00483778-0.000961548j 0.00942898+0.00331043j -0.0128593-0.000544615j -0.000161478-0.00153514j -0.00260432+0.000759841j -0.0115296-0.0012053j -0.00994966+0.00177339j 0.00449823-0.000737536j -0.00119171-0.00628196j -0.00438565-0.00532194j -0.00097317-0.00488133j -0.00273702+0.00533269j -0.00339862+0.00124242j 0.00317272-0.00528724j -0.00263819-0.0108297j -0.0103087-0.00360552j -0.000153071+0.000350541j -0.00612434+0.00542981j -0.0062609+0.0051285j 0.00446218-0.00526963j -0.00416312-0.000156127j 0.00618637+0.000594502j 0.000299456-0.00305951j -0.00292472+0.00792643j -0.0191432-0.00659039j 0.000952113+0.00407685j -0.00934655+0.00127867j -0.00804115-0.00168925j -0.00446803-0.00323997j -0.00569025-0.00536486j 0.00249985+0.000457054j 0.000645688-0.00125737j -0.00279843+0.00271129j -0.00282346+0.000215909j -0.00329527-0.00854271j -0.00920522+0.00395369j -0.000336371+0.000652844j 0.00993696+0.00300397j -0.00148202+0.00320304j 0.00289555+0.00206035j 0.00912691+0.00220032j 0.00266756+0.00345166j 0.000697215+0.00183902j 0.00787694+0.00173792j -0.00588731-0.00536762j -0.00138919+0.00135196j 0.00324335+0.00100844j -0.00798075+0.00239448j 0.00540314+0.00425738j 0.000138705-0.00405242j 0.00637771+0.00715751j -0.00161104+9.5221e-05j 0.000606137-0.00118864j 
-0.00168379-0.00148508j 0.00233003+0.00228797j -0.000772349+0.00206181j 0.00141729-0.000878085j 0.00220445+0.00345564j 0.00299534+0.00192147j -0.000857991+0.000336491j 0.00325455-0.00145422j -0.00305265+0.00400843j 0.00167703-0.00182573j 0.000421357-0.00118379j 0.00117176-0.00173226j 0.000312376+0.00166676j 0.000313526+0.00343379j -0.000974657-0.00186002j -0.00297501+0.0052963j -0.000502676-0.0014554j -0.00279554-0.0026562j -0.00180847+0.000780733j 0.00299738-0.00611247j 0.00233479+0.00192494j 0.00324701+0.0107728j -9.51401e-06-0.00335526j -0.000498433+0.00511735j -0.00781597-0.00175195j 0.00388504+0.00155505j 0.00209508+0.00480791j -0.00110522+0.00128708j 0.00139986+0.00263686j -0.00225515-0.0048272j -0.00185734-0.000141816j 0.00046103+0.0026087j 0.000942233-0.00243546j -7.87412e-05+0.00291596j -0.00685872+0.00174316j 0.00072725-0.00192023j -0.00146614+0.00231631j 0.0038616-0.00200726j -0.000235157+0.00443669j -0.00440508-0.00568483j -0.00410154-0.00127606j -0.000179542-0.00190026j -0.00385378-0.00329663j 0.00459509+0.00448023j -0.00784083-0.000370888j -0.00378367+0.0064923j -0.00164764-0.00413616j -0.0046073+0.00791302j -0.00671002-0.00706973j -0.00317617-0.00456061j -0.00036541+0.00382142j -0.00473974+0.00123702j -0.00364669-0.00267364j -0.0064221-0.00170528j 0.00983269-0.00419172j 0.00250627-0.00252631j -0.0108666-0.0057512j 0.00436242-0.00111098j -0.00133603-0.0100847j -0.00109962-0.000467688j 0.00525321+0.00293903j 0.00505363+0.00075795j 0.0037288+0.00346042j -0.00625337+0.00189822j -0.00337126-0.00478999j -0.00222731-0.00524341j -0.00493434-0.00465857j -0.00373394+0.000881763j -0.00500307-0.00380249j 0.00253215+0.00399286j 0.00392619+0.0075031j -0.00766625-0.00848928j 0.00199835-0.00964137j 0.00496442-0.0038831j -0.00209222+0.0023371j -0.00793935-0.0011132j 0.000966292-0.00535928j -0.0089466+0.00764247j -0.00360943-0.00129102j 0.00792787-0.0092445j -0.00203244+0.00535935j 0.00368323+0.00588621j 0.00880403+0.0060006j -0.00449357+0.00235489j -0.00632021+0.00589787j 0.00591622+0.000616553j -0.00198707+0.0029479j 0.00384754+0.00491579j 0.00150598+0.00450037j 0.00611473+0.00581742j 0.000152463-0.00449086j -0.0041188-9.82402e-06j 0.00463206-0.00442097j -0.000624608-0.00547327j 0.00403843-0.00321975j 
